Item	Site_Code	Site_Name	Current_Reviewed_Transcription	Prior_Source_Key	Prior_Site_Code	Prior_Reviewed_Transcription	Match_Status	Notes
164	GUT	Tikrapada Gadaba	soje	mathew-chamberlain2022bonda-didayi	GUT	soje	exact-diplomatic-match	current and prior reviewed strings are identical
164	BIA	Biapada U. Didayi	malkuɖi	mathew-chamberlain2022bonda-didayi	BIA	malkuɖi	exact-diplomatic-match	current and prior reviewed strings are identical
164	PAR	Kinumun Parenga Parja	soje	mathew-chamberlain2022bonda-didayi	PAR	soje	exact-diplomatic-match	current and prior reviewed strings are identical
164	RON	Malenga Rona Desiya	pẽtʃkɔrɪ	mathew-chamberlain2022bonda-didayi	RON	pɐt̃ʃkɔɽɪ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
164	ODI	Cuttack Oriya	ekosaho	mathew-chamberlain2022bonda-didayi	ODI	ekosɑho	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
165	KAD	Kadamguda L. Bonda	dʒa	mathew-chamberlain2022bonda-didayi	KAD	dʒa	exact-diplomatic-match	current and prior reviewed strings are identical
165	KEN	Kendhuguda L. Bonda	dʒa	mathew-chamberlain2022bonda-didayi	KEN	dʒa	exact-diplomatic-match	current and prior reviewed strings are identical
165	RAS	Rasabeda L. Bonda	dʒa	mathew-chamberlain2022bonda-didayi	RAS	dʒa	exact-diplomatic-match	current and prior reviewed strings are identical
165	GUT	Tikrapada Gadaba	lɛi	mathew-chamberlain2022bonda-didayi	GUT	lɐi	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
165	BIA	Biapada U. Didayi	dʒanɖe	mathew-chamberlain2022bonda-didayi	BIA	dʒanɖe	exact-diplomatic-match	current and prior reviewed strings are identical
165	PAR	Kinumun Parenga Parja	moɪ	mathew-chamberlain2022bonda-didayi	PAR	moɪ	exact-diplomatic-match	current and prior reviewed strings are identical
165	RON	Malenga Rona Desiya	kɔn̪t̪e	mathew-chamberlain2022bonda-didayi	RON	kɔnʈɐ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
165	ODI	Cuttack Oriya	kie	mathew-chamberlain2022bonda-didayi	ODI	kie	exact-diplomatic-match	current and prior reviewed strings are identical
166	KAD	Kadamguda L. Bonda	ma	mathew-chamberlain2022bonda-didayi	KAD	ma	exact-diplomatic-match	current and prior reviewed strings are identical
166	KEN	Kendhuguda L. Bonda	ma	mathew-chamberlain2022bonda-didayi	KEN	ma	exact-diplomatic-match	current and prior reviewed strings are identical
166	RAS	Rasabeda L. Bonda	ma	mathew-chamberlain2022bonda-didayi	RAS	ma	exact-diplomatic-match	current and prior reviewed strings are identical
166	GUT	Tikrapada Gadaba	mɛŋt̪e	mathew-chamberlain2022bonda-didayi	GUT	mɐŋʈɐ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
166	BIA	Biapada U. Didayi	meʔ bare	mathew-chamberlain2022bonda-didayi	BIA	meʔbaɾe	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
166	PAR	Kinumun Parenga Parja	nʌɪt̪e	mathew-chamberlain2022bonda-didayi	PAR	nʌɪʈɐ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
166	RON	Malenga Rona Desiya	kejt̪e	mathew-chamberlain2022bonda-didayi	RON	kɐjʈɐ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
166	ODI	Cuttack Oriya	kɔnɔʔ	mathew-chamberlain2022bonda-didayi	ODI	kɔɳɔʔ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
167	KAD	Kadamguda L. Bonda	ʌri	mathew-chamberlain2022bonda-didayi	KAD	ʌɾi	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
167	KEN	Kendhuguda L. Bonda	ʌri	mathew-chamberlain2022bonda-didayi	KEN	ʌɾi	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
167	RAS	Rasabeda L. Bonda	ʌri	mathew-chamberlain2022bonda-didayi	RAS	ʌɾi	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
167	GUT	Tikrapada Gadaba	mono	mathew-chamberlain2022bonda-didayi	GUT	mono	exact-diplomatic-match	current and prior reviewed strings are identical
167	BIA	Biapada U. Didayi	and̪i	mathew-chamberlain2022bonda-didayi	BIA	anɖi	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
167	PAR	Kinumun Parenga Parja	t̪ugɛinu	mathew-chamberlain2022bonda-didayi	PAR	tu̪gɐɪnu	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
167	RON	Malenga Rona Desiya	kɔnt̪i	mathew-chamberlain2022bonda-didayi	RON	kɔntɪ̪	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
167	ODI	Cuttack Oriya	keuntare | kuade	mathew-chamberlain2022bonda-didayi	ODI	keuntɑɾe | kuɑde	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
168	KAD	Kadamguda L. Bonda	n̩d̪ɔi	mathew-chamberlain2022bonda-didayi	KAD	n̩d̪ɔi	exact-diplomatic-match	current and prior reviewed strings are identical
168	KEN	Kendhuguda L. Bonda	n̩d̪oi	mathew-chamberlain2022bonda-didayi	KEN	n̩ɖoi	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
168	RAS	Rasabeda L. Bonda	n̩d̪ɔi	mathew-chamberlain2022bonda-didayi	RAS	n̩d̪ɔi	exact-diplomatic-match	current and prior reviewed strings are identical
168	GUT	Tikrapada Gadaba	ʊn̩d̪oi	mathew-chamberlain2022bonda-didayi	GUT	ʊɳɖoi	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
168	BIA	Biapada U. Didayi	ʊeʔn̪a	mathew-chamberlain2022bonda-didayi	BIA	ʋeʔɳa	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
168	PAR	Kinumun Parenga Parja	ʌgɛɪ	mathew-chamberlain2022bonda-didayi	PAR	ʌgɐɪ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
168	RON	Malenga Rona Desiya	kebe	mathew-chamberlain2022bonda-didayi	RON	kebe	exact-diplomatic-match	current and prior reviewed strings are identical
168	ODI	Cuttack Oriya	kebe	mathew-chamberlain2022bonda-didayi	ODI	kebe	exact-diplomatic-match	current and prior reviewed strings are identical
169	KAD	Kadamguda L. Bonda	ɔidʒa	mathew-chamberlain2022bonda-didayi	KAD	ɔidʒa	exact-diplomatic-match	current and prior reviewed strings are identical
169	KEN	Kendhuguda L. Bonda	ɔidʒa	mathew-chamberlain2022bonda-didayi	KEN	ɔidʒa	exact-diplomatic-match	current and prior reviewed strings are identical
169	RAS	Rasabeda L. Bonda	ɔidʒa	mathew-chamberlain2022bonda-didayi	RAS	ɔidʒa	exact-diplomatic-match	current and prior reviewed strings are identical
169	GUT	Tikrapada Gadaba	ket̪e	mathew-chamberlain2022bonda-didayi	GUT	ketː̪e	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
169	BIA	Biapada U. Didayi	o:ʔd̪i	mathew-chamberlain2022bonda-didayi	BIA	oːʔɖi	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
169	PAR	Kinumun Parenga Parja	ɪjɛɪ	mathew-chamberlain2022bonda-didayi	PAR	ɪjɐɪ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
169	RON	Malenga Rona Desiya	ket̪ət̪e	mathew-chamberlain2022bonda-didayi	RON	ketə̪ʈɐ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
169	ODI	Cuttack Oriya	ket̪e	mathew-chamberlain2022bonda-didayi	ODI	kete̪	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
170	KAD	Kadamguda L. Bonda	mʊrɪ	mathew-chamberlain2022bonda-didayi	KAD	mʊɾɪ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
170	KEN	Kendhuguda L. Bonda	mɪrɪ	mathew-chamberlain2022bonda-didayi	KEN	mɪɾɪ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
170	RAS	Rasabeda L. Bonda	mɪrɪ	mathew-chamberlain2022bonda-didayi	RAS	mɪɾɪ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
170	GUT	Tikrapada Gadaba	erɛn	mathew-chamberlain2022bonda-didayi	GUT	eɾɐn	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
170	BIA	Biapada U. Didayi	d̪eʔd̪irɔkɔm	mathew-chamberlain2022bonda-didayi	BIA	ɖeʔɖiɾɔkɔm	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
170	PAR	Kinumun Parenga Parja	ʌmnɛɪʔgɔt̪e	mathew-chamberlain2022bonda-didayi	PAR	ʌmnɐɪʔgɔʈɐ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
170	RON	Malenga Rona Desiya	ken̪t̪ət̪e	mathew-chamberlain2022bonda-didayi	RON	ken̪tɐ̪ʈɐ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
170	ODI	Cuttack Oriya	kemit̪i	mathew-chamberlain2022bonda-didayi	ODI	kemiti̪	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
171	KAD	Kadamguda L. Bonda	kɔna	mathew-chamberlain2022bonda-didayi	KAD	kɔna	exact-diplomatic-match	current and prior reviewed strings are identical
171	KEN	Kendhuguda L. Bonda	kɔʔn̪a	mathew-chamberlain2022bonda-didayi	KEN	kɔʔɳa	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
171	RAS	Rasabeda L. Bonda	kɔna	mathew-chamberlain2022bonda-didayi	RAS	kɔna	exact-diplomatic-match	current and prior reviewed strings are identical
171	GUT	Tikrapada Gadaba	enu	mathew-chamberlain2022bonda-didayi	GUT	enu	exact-diplomatic-match	current and prior reviewed strings are identical
171	BIA	Biapada U. Didayi	kenʌe	mathew-chamberlain2022bonda-didayi	BIA	kenːe	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
171	PAR	Kinumun Parenga Parja	ɪd̪ɪn	mathew-chamberlain2022bonda-didayi	PAR	ɪɖɪn	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
171	RON	Malenga Rona Desiya	et̪e	mathew-chamberlain2022bonda-didayi	RON	eʈɐ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
171	ODI	Cuttack Oriya	eit̪a	mathew-chamberlain2022bonda-didayi	ODI	eiʈɑ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
172	KAD	Kadamguda L. Bonda	gɪna	mathew-chamberlain2022bonda-didayi	KAD	gɪna	exact-diplomatic-match	current and prior reviewed strings are identical
172	KEN	Kendhuguda L. Bonda	gɪt̪ina	mathew-chamberlain2022bonda-didayi	KEN	gɪti̪na	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
172	RAS	Rasabeda L. Bonda	gɪna	mathew-chamberlain2022bonda-didayi	RAS	gɪna	exact-diplomatic-match	current and prior reviewed strings are identical
172	GUT	Tikrapada Gadaba	onu	mathew-chamberlain2022bonda-didayi	GUT	onu	exact-diplomatic-match	current and prior reviewed strings are identical
172	BIA	Biapada U. Didayi	gɪt̪ene	mathew-chamberlain2022bonda-didayi	BIA	gɪte̪ne	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
172	PAR	Kinumun Parenga Parja	ʌd̪ɪn	mathew-chamberlain2022bonda-didayi	PAR	ʌɖɪn	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
172	RON	Malenga Rona Desiya	sɪt̪e	mathew-chamberlain2022bonda-didayi	RON	sɪʈɐ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
172	ODI	Cuttack Oriya	seit̪a	mathew-chamberlain2022bonda-didayi	ODI	seiʈɑ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
173	KAD	Kadamguda L. Bonda	kɔn̪le	mathew-chamberlain2022bonda-didayi	KAD	kɔɳle	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
173	KEN	Kendhuguda L. Bonda	kɔn̪le	mathew-chamberlain2022bonda-didayi	KEN	kɔɳle	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
173	RAS	Rasabeda L. Bonda	kɔn̪le	mathew-chamberlain2022bonda-didayi	RAS	kɔɳle	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
173	GUT	Tikrapada Gadaba	enu	mathew-chamberlain2022bonda-didayi	GUT	enu	exact-diplomatic-match	current and prior reviewed strings are identical
173	BIA	Biapada U. Didayi	khen̪iŋ	mathew-chamberlain2022bonda-didayi	BIA	kheɳiŋ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
173	PAR	Kinumun Parenga Parja	ɪd̪ɪn	mathew-chamberlain2022bonda-didayi	PAR	ɪɖɪn	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
173	RON	Malenga Rona Desiya	ɛt̪emɔn	mathew-chamberlain2022bonda-didayi	RON	ɛʈɐmɔn	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
173	ODI	Cuttack Oriya	eisʌbu	mathew-chamberlain2022bonda-didayi	ODI	eisɑbu	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
174	KAD	Kadamguda L. Bonda	gɪnle	mathew-chamberlain2022bonda-didayi	KAD	gɪnle	exact-diplomatic-match	current and prior reviewed strings are identical
174	KEN	Kendhuguda L. Bonda	gɪt̪enle	mathew-chamberlain2022bonda-didayi	KEN	gɪte̪nle	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
174	RAS	Rasabeda L. Bonda	gɪn̪le	mathew-chamberlain2022bonda-didayi	RAS	gɪɳle	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
174	GUT	Tikrapada Gadaba	ʊn:u	mathew-chamberlain2022bonda-didayi	GUT	ʊnːu	length-mark-rendering-equivalent	current prints colon where prior source prints IPA length mark
174	BIA	Biapada U. Didayi	gɪt̪eniŋ	mathew-chamberlain2022bonda-didayi	BIA	gɪte̪ɳiŋ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
174	PAR	Kinumun Parenga Parja	ʌd̪ɪn	mathew-chamberlain2022bonda-didayi	PAR	ʌɖɪn	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
174	RON	Malenga Rona Desiya	sɪt̪emɔn	mathew-chamberlain2022bonda-didayi	RON	sɪʈɐmɔn	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
174	ODI	Cuttack Oriya	seisʌbu	mathew-chamberlain2022bonda-didayi	ODI	seisɑbu	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
175	KAD	Kadamguda L. Bonda	saman	mathew-chamberlain2022bonda-didayi	KAD	saman	exact-diplomatic-match	current and prior reviewed strings are identical
175	KEN	Kendhuguda L. Bonda	saman	mathew-chamberlain2022bonda-didayi	KEN	saman	exact-diplomatic-match	current and prior reviewed strings are identical
175	RAS	Rasabeda L. Bonda	saman	mathew-chamberlain2022bonda-didayi	RAS	saman	exact-diplomatic-match	current and prior reviewed strings are identical
175	GUT	Tikrapada Gadaba	səm:ɛn | somɛn	mathew-chamberlain2022bonda-didayi	GUT	somɐn | səmːɐn	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
175	BIA	Biapada U. Didayi	saman	mathew-chamberlain2022bonda-didayi	BIA	saman	exact-diplomatic-match	current and prior reviewed strings are identical
175	PAR	Kinumun Parenga Parja	ekepere	mathew-chamberlain2022bonda-didayi	PAR	ekɐpɐɾɐ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
175	RON	Malenga Rona Desiya	sɔmɛn	mathew-chamberlain2022bonda-didayi	RON	sɔmɐn	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
175	ODI	Cuttack Oriya	səman	mathew-chamberlain2022bonda-didayi	ODI	səmɑn	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
176	KAD	Kadamguda L. Bonda	pal	mathew-chamberlain2022bonda-didayi	KAD	pal	exact-diplomatic-match	current and prior reviewed strings are identical
176	KEN	Kendhuguda L. Bonda	pal	mathew-chamberlain2022bonda-didayi	KEN	pal	exact-diplomatic-match	current and prior reviewed strings are identical
176	RAS	Rasabeda L. Bonda	pal	mathew-chamberlain2022bonda-didayi	RAS	pal	exact-diplomatic-match	current and prior reviewed strings are identical
176	GUT	Tikrapada Gadaba	bɪnbɪn	mathew-chamberlain2022bonda-didayi	GUT	bɪnbɪn	exact-diplomatic-match	current and prior reviewed strings are identical
176	BIA	Biapada U. Didayi	bɪn:ɛ	mathew-chamberlain2022bonda-didayi	BIA	binːɛ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
176	PAR	Kinumun Parenga Parja	uɾuɾ	mathew-chamberlain2022bonda-didayi	PAR	uɾɪuɾɪ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
176	RON	Malenga Rona Desiya	bɪn	mathew-chamberlain2022bonda-didayi	RON	bɪn	exact-diplomatic-match	current and prior reviewed strings are identical
176	ODI	Cuttack Oriya	bɦino bɦino | ələgɑ	mathew-chamberlain2022bonda-didayi	ODI	bɦinobɦino | ələgɑ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
177	KAD	Kadamguda L. Bonda	gʊlai	mathew-chamberlain2022bonda-didayi	KAD	gulai	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
177	KEN	Kendhuguda L. Bonda	gʊlai	mathew-chamberlain2022bonda-didayi	KEN	gulai	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
177	RAS	Rasabeda L. Bonda	gʊlai	mathew-chamberlain2022bonda-didayi	RAS	gulai	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
177	GUT	Tikrapada Gadaba	purʊŋ	mathew-chamberlain2022bonda-didayi	GUT	puɾʊŋ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
177	BIA	Biapada U. Didayi	sʌp:a	mathew-chamberlain2022bonda-didayi	BIA	sʌpːa	length-mark-rendering-equivalent	current prints colon where prior source prints IPA length mark
177	PAR	Kinumun Parenga Parja	sɔbu	mathew-chamberlain2022bonda-didayi	PAR	sɔbu	exact-diplomatic-match	current and prior reviewed strings are identical
177	RON	Malenga Rona Desiya	sɔbʊ	mathew-chamberlain2022bonda-didayi	RON	sɔbʊ	exact-diplomatic-match	current and prior reviewed strings are identical
177	ODI	Cuttack Oriya	pura	mathew-chamberlain2022bonda-didayi	ODI	puɾɑ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
178	KAD	Kadamguda L. Bonda	puruga	mathew-chamberlain2022bonda-didayi	KAD	puɾuga	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
178	KEN	Kendhuguda L. Bonda	puʔruga	mathew-chamberlain2022bonda-didayi	KEN	puʔɾuga	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
178	RAS	Rasabeda L. Bonda	puruga	mathew-chamberlain2022bonda-didayi	RAS	puɾuga	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
178	GUT	Tikrapada Gadaba	pɪgu	mathew-chamberlain2022bonda-didayi	GUT	pɪgu	exact-diplomatic-match	current and prior reviewed strings are identical
178	BIA	Biapada U. Didayi	pʌktʃɪ	mathew-chamberlain2022bonda-didayi	BIA	pʌktʃɪ	exact-diplomatic-match	current and prior reviewed strings are identical
178	PAR	Kinumun Parenga Parja	lɪgɛru	mathew-chamberlain2022bonda-didayi	PAR	lɪgɐɾu	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
178	RON	Malenga Rona Desiya	beŋlɛt̪e	mathew-chamberlain2022bonda-didayi	RON	bɐŋlɐʈɐ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
178	ODI	Cuttack Oriya	boŋgila	mathew-chamberlain2022bonda-didayi	ODI	bɑŋgilɑ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
179	KAD	Kadamguda L. Bonda	ɪd̪ikɔŋ	mathew-chamberlain2022bonda-didayi	KAD	ɪɖikɔŋ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
179	KEN	Kendhuguda L. Bonda	ɪd̪ikɔŋ	mathew-chamberlain2022bonda-didayi	KEN	ɪɖikɔŋ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
179	RAS	Rasabeda L. Bonda	uɪt̪ikɔŋ | una	mathew-chamberlain2022bonda-didayi	RAS	uiti̪kɔŋ | ʊna	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
179	GUT	Tikrapada Gadaba	kən̪d̪ek	mathew-chamberlain2022bonda-didayi	GUT	kəɳɖek	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
179	BIA	Biapada U. Didayi	ikud̪a | gond̪a	mathew-chamberlain2022bonda-didayi	BIA	ikuɖa | gonɖa	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
179	PAR	Kinumun Parenga Parja	ɪd̪ikon	mathew-chamberlain2022bonda-didayi	PAR	ɪɖɪkon	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
179	RON	Malenga Rona Desiya	ɔlɔp	mathew-chamberlain2022bonda-didayi	RON	ɔlɔp	exact-diplomatic-match	current and prior reviewed strings are identical
179	ODI	Cuttack Oriya	kom	mathew-chamberlain2022bonda-didayi	ODI	kom	exact-diplomatic-match	current and prior reviewed strings are identical
180	KAD	Kadamguda L. Bonda	reʔt̪e | kʊb	mathew-chamberlain2022bonda-didayi	KAD	ɾeʔte̪ | kʊb	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
180	KEN	Kendhuguda L. Bonda	reʔt̪e	mathew-chamberlain2022bonda-didayi	KEN	ɾeʔte̪	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
180	RAS	Rasabeda L. Bonda	reʔt̪e	mathew-chamberlain2022bonda-didayi	RAS	ɾeʔte̪	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
180	GUT	Tikrapada Gadaba	kət̪:ijo	mathew-chamberlain2022bonda-didayi	GUT	kəʈːijo	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
180	BIA	Biapada U. Didayi	l̪abə	mathew-chamberlain2022bonda-didayi	BIA	ɭabə	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
180	PAR	Kinumun Parenga Parja	ʌbu	mathew-chamberlain2022bonda-didayi	PAR	ʌbu	exact-diplomatic-match	current and prior reviewed strings are identical
180	RON	Malenga Rona Desiya	besɪ	mathew-chamberlain2022bonda-didayi	RON	besɪ	exact-diplomatic-match	current and prior reviewed strings are identical
180	ODI	Cuttack Oriya	bohut	mathew-chamberlain2022bonda-didayi	ODI	bohut	exact-diplomatic-match	current and prior reviewed strings are identical
181	KAD	Kadamguda L. Bonda	gulai	mathew-chamberlain2022bonda-didayi	KAD	gulai	exact-diplomatic-match	current and prior reviewed strings are identical
181	KEN	Kendhuguda L. Bonda	gulai	mathew-chamberlain2022bonda-didayi	KEN	gulai	exact-diplomatic-match	current and prior reviewed strings are identical
181	RAS	Rasabeda L. Bonda	gulai	mathew-chamberlain2022bonda-didayi	RAS	gulai	exact-diplomatic-match	current and prior reviewed strings are identical
181	GUT	Tikrapada Gadaba	səb:u	mathew-chamberlain2022bonda-didayi	GUT	səbːu	length-mark-rendering-equivalent	current prints colon where prior source prints IPA length mark
181	BIA	Biapada U. Didayi	t̪hʌnd̪e	mathew-chamberlain2022bonda-didayi	BIA	th̪ʌnɖe	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
181	PAR	Kinumun Parenga Parja	sɔbu	mathew-chamberlain2022bonda-didayi	PAR	sɔbu	exact-diplomatic-match	current and prior reviewed strings are identical
181	RON	Malenga Rona Desiya	sɔbʊ	mathew-chamberlain2022bonda-didayi	RON	sɔbʊ	exact-diplomatic-match	current and prior reviewed strings are identical
181	ODI	Cuttack Oriya	sobu	mathew-chamberlain2022bonda-didayi	ODI	sobu	exact-diplomatic-match	current and prior reviewed strings are identical
182	KAD	Kadamguda L. Bonda	sum	mathew-chamberlain2022bonda-didayi	KAD	sum	exact-diplomatic-match	current and prior reviewed strings are identical
182	KEN	Kendhuguda L. Bonda	sum	mathew-chamberlain2022bonda-didayi	KEN	sum	exact-diplomatic-match	current and prior reviewed strings are identical
182	RAS	Rasabeda L. Bonda	sum	mathew-chamberlain2022bonda-didayi	RAS	sum	exact-diplomatic-match	current and prior reviewed strings are identical
182	GUT	Tikrapada Gadaba	mɛisomo | som	mathew-chamberlain2022bonda-didayi	GUT	mɐisomo | som	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
182	BIA	Biapada U. Didayi	tʃoŋ	mathew-chamberlain2022bonda-didayi	BIA	tʃoŋ	exact-diplomatic-match	current and prior reviewed strings are identical
182	PAR	Kinumun Parenga Parja	gɛ	mathew-chamberlain2022bonda-didayi	PAR	gɐ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
182	RON	Malenga Rona Desiya	sekɛjlɛ	mathew-chamberlain2022bonda-didayi	RON	sekɐjlɐ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
182	ODI	Cuttack Oriya	kaibə	mathew-chamberlain2022bonda-didayi	ODI	kɑibə	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
183	KAD	Kadamguda L. Bonda	ɔʔɔp	mathew-chamberlain2022bonda-didayi	KAD	ɔʔɔp	exact-diplomatic-match	current and prior reviewed strings are identical
183	KEN	Kendhuguda L. Bonda	ɔʔɔb	mathew-chamberlain2022bonda-didayi	KEN	ɔʔɔb	exact-diplomatic-match	current and prior reviewed strings are identical
183	RAS	Rasabeda L. Bonda	ɔʔɔp	mathew-chamberlain2022bonda-didayi	RAS	ɔʔɔp	exact-diplomatic-match	current and prior reviewed strings are identical
183	GUT	Tikrapada Gadaba	ob	mathew-chamberlain2022bonda-didayi	GUT	ob	exact-diplomatic-match	current and prior reviewed strings are identical
183	BIA	Biapada U. Didayi	ha	mathew-chamberlain2022bonda-didayi	BIA	ha	exact-diplomatic-match	current and prior reviewed strings are identical
183	PAR	Kinumun Parenga Parja	lom	mathew-chamberlain2022bonda-didayi	PAR	lom	exact-diplomatic-match	current and prior reviewed strings are identical
183	RON	Malenga Rona Desiya	setʃɛblɛ	mathew-chamberlain2022bonda-didayi	RON	setʃɐblɐ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
183	ODI	Cuttack Oriya	tsubaila	mathew-chamberlain2022bonda-didayi	ODI	tsubɑilɑ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
184	KAD	Kadamguda L. Bonda	kud̪ugaʔani	mathew-chamberlain2022bonda-didayi	KAD	kuɖugaʔani	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
184	KEN	Kendhuguda L. Bonda	kud̪uga	mathew-chamberlain2022bonda-didayi	KEN	kuɖuga	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
184	RAS	Rasabeda L. Bonda	kud̪ugaʔani	mathew-chamberlain2022bonda-didayi	RAS	kuɖugaʔani	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
184	GUT	Tikrapada Gadaba	kʊd̪ʊgʊni | kʊd̪ʊgud̪ʊg:u	mathew-chamberlain2022bonda-didayi	GUT	kʊɖugʊni	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
184	BIA	Biapada U. Didayi	kɪd̪esod̪ɪn̪t̪e	mathew-chamberlain2022bonda-didayi	BIA	kɪɖesoɖɪŋte̪	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
184	PAR	Kinumun Parenga Parja	but̪	mathew-chamberlain2022bonda-didayi	PAR	but̪	exact-diplomatic-match	current and prior reviewed strings are identical
