Item	Gloss	Site_Code	Site_Name	PDF_Page	Printed_Page	Column	Raw_Response	Raw_Line	Extraction_Status
160	ten	GUT	Tikrapada Gutob	43	38	1	2 d̪os	Tikrapada Gutob 2 d̪os	text-layer
160	ten	PAR	Kinumun Parenga Parja	43	38	1	2 d̪os	Kinumun Parenga Parja 2 d̪os	text-layer
160	ten	RON	Malenga Rona Desiya	43	38	1	2 d̪ɔs	Malenga Rona Desiya 2 d̪ɔs	text-layer
160	ten	ODI	Cuttack Oriya	43	38	1	2 d̪ɑso	Cuttack Oriya 2 d̪ɑso	text-layer
161	eleven	BIA	Biapada U. Didayi	43	38	1	1 gɔmiŋ	Biapada U. Didayi 1 gɔmiŋ	text-layer
161	eleven	CHI	Chitrakonda L. Didayi	43	38	1	1 gɔmiŋ	Chitrakonda L. Didayi 1 gɔmiŋ	text-layer
161	eleven	KAL	Kaluguda U. Didayi	43	38	1	2 egɐɾʈa	Kaluguda U. Didayi 2 egɐɾʈa	text-layer
161	eleven	ORA	Orapadar U. Didayi	43	38	1	0 no entry	Orapadar U. Didayi 0 no entry	text-layer
161	eleven	ORI	Oringi L. Didayi	43	38	1	1 gɔmiŋ	Oringi L. Didayi 1 gɔmiŋ	text-layer
161	eleven	RAS	Rasabeda L. Bonda	43	38	1	2 egɐɾo	Rasabeda L. Bonda 2 egɐɾo	text-layer
161	eleven	KEN	Kendhuguda L. Bonda	43	38	1	2 egɐɾoʈa	Kendhuguda L. Bonda 2 egɐɾoʈa	text-layer
161	eleven	KAD	Kadamguda L. Bonda	43	38	1	2 egɐɾoʈa	Kadamguda L. Bonda 2 egɐɾoʈa	text-layer
161	eleven	DUM	Dumripada U. Bonda	43	38	1	2 egɐɾʈa	Dumripada U. Bonda 2 egɐɾʈa	text-layer
161	eleven	GUT	Tikrapada Gutob	43	38	1	2 egɐɾ	Tikrapada Gutob 2 egɐɾ	text-layer
161	eleven	PAR	Kinumun Parenga Parja	43	38	1	2 egɐɾ	Kinumun Parenga Parja 2 egɐɾ	text-layer
161	eleven	RON	Malenga Rona Desiya	43	38	1	2 ɛgɐɾ	Malenga Rona Desiya 2 ɛgɐɾ	text-layer
161	eleven	ODI	Cuttack Oriya	43	38	1	2 egɑɽo	Cuttack Oriya 2 egɑɽo	text-layer
162	twelve	BIA	Biapada U. Didayi	43	38	1	1 gɔmbaɾ	Biapada U. Didayi 1 gɔmbaɾ	text-layer
162	twelve	CHI	Chitrakonda L. Didayi	43	38	1	1 gɔmbaɾ	Chitrakonda L. Didayi 1 gɔmbaɾ	text-layer
162	twelve	KAL	Kaluguda U. Didayi	43	38	1	2 bɐɾo	Kaluguda U. Didayi 2 bɐɾo	text-layer
162	twelve	ORA	Orapadar U. Didayi	43	38	1	0 no entry	Orapadar U. Didayi 0 no entry	text-layer
162	twelve	ORI	Oringi L. Didayi	43	38	1	1 gɔmbaɾ	Oringi L. Didayi 1 gɔmbaɾ	text-layer
162	twelve	RAS	Rasabeda L. Bonda	43	38	1	2 bɐɾo	Rasabeda L. Bonda 2 bɐɾo	text-layer
162	twelve	KEN	Kendhuguda L. Bonda	43	38	1	2 bɐɾoʈa	Kendhuguda L. Bonda 2 bɐɾoʈa	text-layer
162	twelve	KAD	Kadamguda L. Bonda	43	38	1	2 bɐɾoʈa	Kadamguda L. Bonda 2 bɐɾoʈa	text-layer
162	twelve	DUM	Dumripada U. Bonda	43	38	1	2 bɐɾʈa	Dumripada U. Bonda 2 bɐɾʈa	text-layer
162	twelve	GUT	Tikrapada Gutob	43	38	1	2 bɐɾo	Tikrapada Gutob 2 bɐɾo	text-layer
162	twelve	PAR	Kinumun Parenga Parja	43	38	1	2 bɐɾ	Kinumun Parenga Parja 2 bɐɾ	text-layer
162	twelve	RON	Malenga Rona Desiya	43	38	1	2 bɐɾ	Malenga Rona Desiya 2 bɐɾ	text-layer
162	twelve	ODI	Cuttack Oriya	43	38	1	2 bɑɽo	Cuttack Oriya 2 bɑɽo	text-layer
163	twenty	BIA	Biapada U. Didayi	43	38	1	1 sʌlga	Biapada U. Didayi 1 sʌlga	text-layer
163	twenty	CHI	Chitrakonda L. Didayi	43	38	1	1 sʌlga	Chitrakonda L. Didayi 1 sʌlga	text-layer
163	twenty	KAL	Kaluguda U. Didayi	43	38	1	2 koɖe	Kaluguda U. Didayi 2 koɖe	text-layer
163	twenty	ORA	Orapadar U. Didayi	43	38	1	3 mukʊɖi	Orapadar U. Didayi 3 mukʊɖi	text-layer
163	twenty	ORI	Oringi L. Didayi	43	38	1	1 sʌlga	Oringi L. Didayi 1 sʌlga	text-layer
163	twenty	RAS	Rasabeda L. Bonda	43	38	2	2 kuɖijeʈa	Rasabeda L. Bonda 2 kuɖijeʈa	text-layer
163	twenty	KEN	Kendhuguda L. Bonda	43	38	2	2 koɖeʈa	Kendhuguda L. Bonda 2 koɖeʈa	text-layer
163	twenty	KAD	Kadamguda L. Bonda	43	38	2	2 koɖeʈa	Kadamguda L. Bonda 2 koɖeʈa	text-layer
163	twenty	DUM	Dumripada U. Bonda	43	38	2	2 koɖeʈa	Dumripada U. Bonda 2 koɖeʈa	text-layer
163	twenty	GUT	Tikrapada Gutob	43	38	2	2 koɖe	Tikrapada Gutob 2 koɖe	text-layer
163	twenty	PAR	Kinumun Parenga Parja	43	38	2	2 koɖe	Kinumun Parenga Parja 2 koɖe	text-layer
163	twenty	RON	Malenga Rona Desiya	43	38	2	2 kɔɽe	Malenga Rona Desiya 2 kɔɽe	text-layer
163	twenty	ODI	Cuttack Oriya	43	38	2	2 koɽiːe	Cuttack Oriya 2 koɽiːe	text-layer
164	one hundred	BIA	Biapada U. Didayi	43	38	2	1 malkuɖi	Biapada U. Didayi 1 malkuɖi	text-layer
164	one hundred	CHI	Chitrakonda L. Didayi	43	38	2	1 malkuɖi	Chitrakonda L. Didayi 1 malkuɖi	text-layer
164	one hundred	KAL	Kaluguda U. Didayi	43	38	2	2 soi	Kaluguda U. Didayi 2 soi	text-layer
164	one hundred	ORA	Orapadar U. Didayi	43	38	2	2 soja	Orapadar U. Didayi 2 soja	text-layer
164	one hundred	ORI	Oringi L. Didayi	43	38	2	1 malkuɖi	Oringi L. Didayi 1 malkuɖi	text-layer
164	one hundred	RAS	Rasabeda L. Bonda	43	38	2	3 pantʃkuɖi	Rasabeda L. Bonda 3 pantʃkuɖi	text-layer
164	one hundred	KEN	Kendhuguda L. Bonda	43	38	2	3 pantʃkoɖi	Kendhuguda L. Bonda 3 pantʃkoɖi	text-layer
164	one hundred	KAD	Kadamguda L. Bonda	43	38	2	3 pantʃkoɖi	Kadamguda L. Bonda 3 pantʃkoɖi	text-layer
164	one hundred	DUM	Dumripada U. Bonda	43	38	2	3 pantʃkoɖi	Dumripada U. Bonda 3 pantʃkoɖi	text-layer
164	one hundred	GUT	Tikrapada Gutob	43	38	2	2 soje	Tikrapada Gutob 2 soje	text-layer
164	one hundred	PAR	Kinumun Parenga Parja	43	38	2	2 soje	Kinumun Parenga Parja 2 soje	text-layer
164	one hundred	RON	Malenga Rona Desiya	43	38	2	3 pɐt̃ʃkɔɽɪ	Malenga Rona Desiya 3 pɐt̃ʃkɔɽɪ	text-layer
164	one hundred	ODI	Cuttack Oriya	43	38	2	4 ekosɑho	Cuttack Oriya 4 ekosɑho	text-layer
165	who?	BIA	Biapada U. Didayi	43	38	2	1 dʒanɖe	Biapada U. Didayi 1 dʒanɖe	text-layer
165	who?	CHI	Chitrakonda L. Didayi	43	38	2	1 dʒanɖe	Chitrakonda L. Didayi 1 dʒanɖe	text-layer
165	who?	KAL	Kaluguda U. Didayi	43	38	2	1 dʒa	Kaluguda U. Didayi 1 dʒa	text-layer
165	who?	ORA	Orapadar U. Didayi	43	38	2	1 dʒanɖe	Orapadar U. Didayi 1 dʒanɖe	text-layer
165	who?	ORI	Oringi L. Didayi	43	38	2	1 dʒanɖe	Oringi L. Didayi 1 dʒanɖe	text-layer
165	who?	RAS	Rasabeda L. Bonda	43	38	2	1 dʒa	Rasabeda L. Bonda 1 dʒa	text-layer
165	who?	KEN	Kendhuguda L. Bonda	43	38	2	1 dʒa	Kendhuguda L. Bonda 1 dʒa	text-layer
165	who?	KAD	Kadamguda L. Bonda	43	38	2	1 dʒa	Kadamguda L. Bonda 1 dʒa	text-layer
165	who?	DUM	Dumripada U. Bonda	43	38	2	1 dʒa	Dumripada U. Bonda 1 dʒa	text-layer
165	who?	GUT	Tikrapada Gutob	43	38	2	2 lɐi	Tikrapada Gutob 2 lɐi	text-layer
165	who?	PAR	Kinumun Parenga Parja	43	38	2	3 moɪ	Kinumun Parenga Parja 3 moɪ	text-layer
165	who?	RON	Malenga Rona Desiya	43	38	2	4 kɔnʈɐ	Malenga Rona Desiya 4 kɔnʈɐ	text-layer
165	who?	ODI	Cuttack Oriya	43	38	2	5 kie	Cuttack Oriya 5 kie	text-layer
166	what?	BIA	Biapada U. Didayi	43	38	2	1 meʔbaɾe	Biapada U. Didayi 1 meʔbaɾe	text-layer
166	what?	CHI	Chitrakonda L. Didayi	43	38	2	1 meʔaɾe	Chitrakonda L. Didayi 1 meʔaɾe	text-layer
166	what?	KAL	Kaluguda U. Didayi	43	38	2	7 kenma	Kaluguda U. Didayi 7 kenma	text-layer
166	what?	ORA	Orapadar U. Didayi	43	38	2	1 meʔbaɾa	Orapadar U. Didayi 1 meʔbaɾa	text-layer
166	what?	ORI	Oringi L. Didayi	43	38	2	1 meʔɾe	Oringi L. Didayi 1 meʔɾe	text-layer
166	what?	RAS	Rasabeda L. Bonda	43	38	2	6 ma	Rasabeda L. Bonda 6 ma	text-layer
166	what?	KEN	Kendhuguda L. Bonda	43	38	2	6 ma	Kendhuguda L. Bonda 6 ma	text-layer
166	what?	KAD	Kadamguda L. Bonda	43	38	2	6 ma	Kadamguda L. Bonda 6 ma	text-layer
166	what?	DUM	Dumripada U. Bonda	43	38	2	6 ma	Dumripada U. Bonda 6 ma	text-layer
166	what?	GUT	Tikrapada Gutob	43	38	2	2 mɐŋʈɐ	Tikrapada Gutob 2 mɐŋʈɐ	text-layer
166	what?	PAR	Kinumun Parenga Parja	43	38	2	3 nʌɪʈɐ	Kinumun Parenga Parja 3 nʌɪʈɐ	text-layer
166	what?	RON	Malenga Rona Desiya	43	38	2	4 kɐjʈɐ	Malenga Rona Desiya 4 kɐjʈɐ	text-layer
166	what?	ODI	Cuttack Oriya	43	38	2	5 kɔɳɔʔ	Cuttack Oriya 5 kɔɳɔʔ	text-layer
167	where?	BIA	Biapada U. Didayi	44	39	1	1 anɖi	Biapada U. Didayi 1 anɖi	text-layer
167	where?	CHI	Chitrakonda L. Didayi	44	39	1	1 anɖi	Chitrakonda L. Didayi 1 anɖi	text-layer
167	where?	KAL	Kaluguda U. Didayi	44	39	1	1 anɖi	Kaluguda U. Didayi 1 anɖi	text-layer
167	where?	ORA	Orapadar U. Didayi	44	39	1	1 anɖi	Orapadar U. Didayi 1 anɖi	text-layer
167	where?	ORI	Oringi L. Didayi	44	39	1	1 anɖi	Oringi L. Didayi 1 anɖi	text-layer
167	where?	RAS	Rasabeda L. Bonda	44	39	1	7 ʌɾi	Rasabeda L. Bonda 7 ʌɾi	text-layer
167	where?	KEN	Kendhuguda L. Bonda	44	39	1	7 ʌɾi	Kendhuguda L. Bonda 7 ʌɾi	text-layer
167	where?	KAD	Kadamguda L. Bonda	44	39	1	7 ʌɾi	Kadamguda L. Bonda 7 ʌɾi	text-layer
167	where?	DUM	Dumripada U. Bonda	44	39	1	7 ʌɾi	Dumripada U. Bonda 7 ʌɾi	text-layer
167	where?	GUT	Tikrapada Gutob	44	39	1	2 mono	Tikrapada Gutob 2 mono	text-layer
167	where?	PAR	Kinumun Parenga Parja	44	39	1	3 tu̪gɐɪnu	Kinumun Parenga Parja 3 tu̪gɐɪnu	text-layer
167	where?	RON	Malenga Rona Desiya	44	39	1	4 kɔntɪ̪	Malenga Rona Desiya 4 kɔntɪ̪	text-layer
167	where?	ODI	Cuttack Oriya	44	39	1	5 keuntɑɾe, 6 kuɑde	Cuttack Oriya 5 keuntɑɾe, /continued/ 6 kuɑde	text-layer
168	when?	BIA	Biapada U. Didayi	44	39	1	5 ʋeʔɳa	Biapada U. Didayi 5 ʋeʔɳa	text-layer
168	when?	CHI	Chitrakonda L. Didayi	44	39	1	1 ona	Chitrakonda L. Didayi 1 ona	text-layer
168	when?	KAL	Kaluguda U. Didayi	44	39	1	1 ena, 1 ena	Kaluguda U. Didayi 1 ena, 1 ena	text-layer
168	when?	ORA	Orapadar U. Didayi	44	39	1	1 ona	Orapadar U. Didayi 1 ona	text-layer
168	when?	ORI	Oringi L. Didayi	44	39	1	1 ona	Oringi L. Didayi 1 ona	text-layer
168	when?	RAS	Rasabeda L. Bonda	44	39	1	2 n̩d̪ɔi	Rasabeda L. Bonda 2 n̩d̪ɔi	text-layer
168	when?	KEN	Kendhuguda L. Bonda	44	39	1	2 n̩ɖoi	Kendhuguda L. Bonda 2 n̩ɖoi	text-layer
168	when?	KAD	Kadamguda L. Bonda	44	39	1	2 n̩d̪ɔi	Kadamguda L. Bonda 2 n̩d̪ɔi	text-layer
168	when?	DUM	Dumripada U. Bonda	44	39	1	2 n̩d̪ɔi	Dumripada U. Bonda 2 n̩d̪ɔi	text-layer
168	when?	GUT	Tikrapada Gutob	44	39	1	2 ʊɳɖoi	Tikrapada Gutob 2 ʊɳɖoi	text-layer
168	when?	PAR	Kinumun Parenga Parja	44	39	1	3 ʌgɐɪ	Kinumun Parenga Parja 3 ʌgɐɪ	text-layer
168	when?	RON	Malenga Rona Desiya	44	39	1	4 kebe	Malenga Rona Desiya 4 kebe	text-layer
168	when?	ODI	Cuttack Oriya	44	39	1	4 kebe	Cuttack Oriya 4 kebe	text-layer
169	how many?	BIA	Biapada U. Didayi	44	39	1	1 oːʔɖi	Biapada U. Didayi 1 oːʔɖi	text-layer
169	how many?	CHI	Chitrakonda L. Didayi	44	39	1	1 oiɖi	Chitrakonda L. Didayi 1 oiɖi	text-layer
169	how many?	KAL	Kaluguda U. Didayi	44	39	1	1 oɖik	Kaluguda U. Didayi 1 oɖik	text-layer
169	how many?	ORA	Orapadar U. Didayi	44	39	1	1 oɖi	Orapadar U. Didayi 1 oɖi	text-layer
169	how many?	ORI	Oringi L. Didayi	44	39	1	1 oːɖi	Oringi L. Didayi 1 oːɖi	text-layer
169	how many?	RAS	Rasabeda L. Bonda	44	39	1	4 ɔidʒa	Rasabeda L. Bonda 4 ɔidʒa	text-layer
169	how many?	KEN	Kendhuguda L. Bonda	44	39	1	4 ɔidʒa	Kendhuguda L. Bonda 4 ɔidʒa	text-layer
169	how many?	KAD	Kadamguda L. Bonda	44	39	1	4 ɔidʒa	Kadamguda L. Bonda 4 ɔidʒa	text-layer
169	how many?	DUM	Dumripada U. Bonda	44	39	1	5 aiɖʊta̪	Dumripada U. Bonda 5 aiɖʊta̪	text-layer
169	how many?	GUT	Tikrapada Gutob	44	39	1	3 ketː̪e	Tikrapada Gutob 3 ketː̪e	text-layer
169	how many?	PAR	Kinumun Parenga Parja	44	39	1	2 ɪjɐɪ	Kinumun Parenga Parja 2 ɪjɐɪ	text-layer
169	how many?	RON	Malenga Rona Desiya	44	39	1	3 ketə̪ʈɐ	Malenga Rona Desiya 3 ketə̪ʈɐ	text-layer
169	how many?	ODI	Cuttack Oriya	44	39	1	3 kete̪	Cuttack Oriya 3 kete̪	text-layer
170	what kind?	BIA	Biapada U. Didayi	44	39	1	1 ɖeʔɖiɾɔkɔm	Biapada U. Didayi 1 ɖeʔɖiɾɔkɔm	text-layer
170	what kind?	CHI	Chitrakonda L. Didayi	44	39	1	1 ɖiɖine	Chitrakonda L. Didayi 1 ɖiɖine	text-layer
170	what kind?	KAL	Kaluguda U. Didayi	44	39	1	8 kenmoɳai	Kaluguda U. Didayi 8 kenmoɳai	text-layer
170	what kind?	ORA	Orapadar U. Didayi	44	39	1	7 meʔbaɾe	Orapadar U. Didayi 7 meʔbaɾe	text-layer
170	what kind?	ORI	Oringi L. Didayi	44	39	1	1 ɖiɖiɾɔkɔm	Oringi L. Didayi 1 ɖiɖiɾɔkɔm	text-layer
170	what kind?	RAS	Rasabeda L. Bonda	44	39	1	6 mɪɾɪ	Rasabeda L. Bonda 6 mɪɾɪ	text-layer
170	what kind?	KEN	Kendhuguda L. Bonda	44	39	1	6 mɪɾɪ	Kendhuguda L. Bonda 6 mɪɾɪ	text-layer
170	what kind?	KAD	Kadamguda L. Bonda	44	39	2	6 mʊɾɪ	Kadamguda L. Bonda 6 mʊɾɪ	text-layer
170	what kind?	DUM	Dumripada U. Bonda	44	39	2	9 mɪjaŋ	Dumripada U. Bonda 9 mɪjaŋ	text-layer
170	what kind?	GUT	Tikrapada Gutob	44	39	2	2 eɾɐn	Tikrapada Gutob 2 eɾɐn	text-layer
170	what kind?	PAR	Kinumun Parenga Parja	44	39	2	3 ʌmnɐɪʔgɔʈɐ	Kinumun Parenga Parja 3 ʌmnɐɪʔgɔʈɐ	text-layer
170	what kind?	RON	Malenga Rona Desiya	44	39	2	4 ken̪tɐ̪ʈɐ	Malenga Rona Desiya 4 ken̪tɐ̪ʈɐ	text-layer
170	what kind?	ODI	Cuttack Oriya	44	39	2	5 kemiti̪	Cuttack Oriya 5 kemiti̪	text-layer
171	this	BIA	Biapada U. Didayi	44	39	2	1 kenːe	Biapada U. Didayi 1 kenːe	text-layer
171	this	CHI	Chitrakonda L. Didayi	44	39	2	1 henːe	Chitrakonda L. Didayi 1 henːe	text-layer
171	this	KAL	Kaluguda U. Didayi	44	39	2	6 kɪme	Kaluguda U. Didayi 6 kɪme	text-layer
171	this	ORA	Orapadar U. Didayi	44	39	2	6 kɪme	Orapadar U. Didayi 6 kɪme	text-layer
171	this	ORI	Oringi L. Didayi	44	39	2	1 akenːe	Oringi L. Didayi 1 akenːe	text-layer
171	this	RAS	Rasabeda L. Bonda	44	39	2	5 kɔna	Rasabeda L. Bonda 5 kɔna	text-layer
171	this	KEN	Kendhuguda L. Bonda	44	39	2	5 kɔʔɳa	Kendhuguda L. Bonda 5 kɔʔɳa	text-layer
171	this	KAD	Kadamguda L. Bonda	44	39	2	5 kɔna	Kadamguda L. Bonda 5 kɔna	text-layer
171	this	DUM	Dumripada U. Bonda	44	39	2	1 kena, 5 kena	Dumripada U. Bonda 1 kena, 5 kena	text-layer
171	this	GUT	Tikrapada Gutob	44	39	2	2 enu	Tikrapada Gutob 2 enu	text-layer
171	this	PAR	Kinumun Parenga Parja	44	39	2	3 ɪɖɪn	Kinumun Parenga Parja 3 ɪɖɪn	text-layer
171	this	RON	Malenga Rona Desiya	44	39	2	4 eʈɐ	Malenga Rona Desiya 4 eʈɐ	text-layer
171	this	ODI	Cuttack Oriya	44	39	2	4 eiʈɑ	Cuttack Oriya 4 eiʈɑ	text-layer
172	that	BIA	Biapada U. Didayi	44	39	2	1 gɪte̪ne	Biapada U. Didayi 1 gɪte̪ne	text-layer
172	that	CHI	Chitrakonda L. Didayi	44	39	2	1 huti̪ne	Chitrakonda L. Didayi 1 huti̪ne	text-layer
172	that	KAL	Kaluguda U. Didayi	44	39	2	0 no entry	Kaluguda U. Didayi 0 no entry	text-layer
172	that	ORA	Orapadar U. Didayi	44	39	2	1 gɪte̪ne	Orapadar U. Didayi 1 gɪte̪ne	text-layer
172	that	ORI	Oringi L. Didayi	44	39	2	1 ate̪nːe	Oringi L. Didayi 1 ate̪nːe	text-layer
172	that	RAS	Rasabeda L. Bonda	44	39	2	5 gɪna	Rasabeda L. Bonda 5 gɪna	text-layer
172	that	KEN	Kendhuguda L. Bonda	44	39	2	1 gɪti̪na	Kendhuguda L. Bonda 1 gɪti̪na	text-layer
172	that	KAD	Kadamguda L. Bonda	44	39	2	5 gɪna	Kadamguda L. Bonda 5 gɪna	text-layer
172	that	DUM	Dumripada U. Bonda	44	39	2	5 gɾɪna	Dumripada U. Bonda 5 gɾɪna	text-layer
172	that	GUT	Tikrapada Gutob	44	39	2	2 onu	Tikrapada Gutob 2 onu	text-layer
172	that	PAR	Kinumun Parenga Parja	44	39	2	3 ʌɖɪn	Kinumun Parenga Parja 3 ʌɖɪn	text-layer
172	that	RON	Malenga Rona Desiya	44	39	2	4 sɪʈɐ	Malenga Rona Desiya 4 sɪʈɐ	text-layer
172	that	ODI	Cuttack Oriya	44	39	2	4 seiʈɑ	Cuttack Oriya 4 seiʈɑ	text-layer
173	these	BIA	Biapada U. Didayi	44	39	2	1 kheɳiŋ	Biapada U. Didayi 1 kheɳiŋ	text-layer
173	these	CHI	Chitrakonda L. Didayi	44	39	2	1 alekene	Chitrakonda L. Didayi 1 alekene	text-layer
173	these	KAL	Kaluguda U. Didayi	44	39	2	0 no entry	Kaluguda U. Didayi 0 no entry	text-layer
173	these	ORA	Orapadar U. Didayi	44	39	2	0 no entry	Orapadar U. Didayi 0 no entry	text-layer
173	these	ORI	Oringi L. Didayi	44	39	2	1 akːaniŋ	Oringi L. Didayi 1 akːaniŋ	text-layer
173	these	RAS	Rasabeda L. Bonda	44	39	2	6 kɔɳle	Rasabeda L. Bonda 6 kɔɳle	text-layer
173	these	KEN	Kendhuguda L. Bonda	44	39	2	6 kɔɳle	Kendhuguda L. Bonda 6 kɔɳle	text-layer
173	these	KAD	Kadamguda L. Bonda	44	39	2	6 kɔɳle	Kadamguda L. Bonda 6 kɔɳle	text-layer
173	these	DUM	Dumripada U. Bonda	44	39	2	7 kenalap	Dumripada U. Bonda 7 kenalap	text-layer
173	these	GUT	Tikrapada Gutob	44	39	2	2 enu	Tikrapada Gutob 2 enu	text-layer
173	these	PAR	Kinumun Parenga Parja	44	39	2	3 ɪɖɪn	Kinumun Parenga Parja 3 ɪɖɪn	text-layer
173	these	RON	Malenga Rona Desiya	44	39	2	4 ɛʈɐmɔn	Malenga Rona Desiya 4 ɛʈɐmɔn	text-layer
173	these	ODI	Cuttack Oriya	44	39	2	5 eisɑbu	Cuttack Oriya 5 eisɑbu	text-layer
174	those	BIA	Biapada U. Didayi	44	39	2	6 gɪte̪ɳiŋ	Biapada U. Didayi 6 gɪte̪ɳiŋ	text-layer
174	those	CHI	Chitrakonda L. Didayi	44	39	2	1 atː̪anɪŋ	Chitrakonda L. Didayi 1 atː̪anɪŋ	text-layer
174	those	KAL	Kaluguda U. Didayi	45	40	1	0 no entry	Kaluguda U. 0 no entry	text-layer
174	those	ORA	Orapadar U. Didayi	45	40	1			source-omitted
174	those	ORI	Oringi L. Didayi	45	40	1	1 atː̪anɪŋ	Oringi L. Didayi 1 atː̪anɪŋ	text-layer
174	those	RAS	Rasabeda L. Bonda	45	40	1	5 gɪɳle	Rasabeda L. Bonda 5 gɪɳle	text-layer
174	those	KEN	Kendhuguda L. Bonda	45	40	1	6 gɪte̪nle	Kendhuguda L. Bonda 6 gɪte̪nle	text-layer
174	those	KAD	Kadamguda L. Bonda	45	40	1	5 gɪnle	Kadamguda L. Bonda 5 gɪnle	text-layer
174	those	DUM	Dumripada U. Bonda	45	40	1	0 no entry	Dumripada U. Bonda 0 no entry	text-layer
174	those	GUT	Tikrapada Gutob	45	40	1	1 ʊnːu	Tikrapada Gutob 1 ʊnːu	text-layer
174	those	PAR	Kinumun Parenga Parja	45	40	1	2 ʌɖɪn	Kinumun Parenga Parja 2 ʌɖɪn	text-layer
174	those	RON	Malenga Rona Desiya	45	40	1	3 sɪʈɐmɔn	Malenga Rona Desiya 3 sɪʈɐmɔn	text-layer
174	those	ODI	Cuttack Oriya	45	40	1	4 seisɑbu	Cuttack Oriya 4 seisɑbu	text-layer
175	same	BIA	Biapada U. Didayi	45	40	1	1 saman	Biapada U. Didayi 1 saman	text-layer
175	same	CHI	Chitrakonda L. Didayi	45	40	1	1 saman	Chitrakonda L. Didayi 1 saman	text-layer
175	same	KAL	Kaluguda U. Didayi	45	40	1	1 saman	Kaluguda U. Didayi 1 saman	text-layer
175	same	ORA	Orapadar U. Didayi	45	40	1	1 saman	Orapadar U. Didayi 1 saman	text-layer
175	same	ORI	Oringi L. Didayi	45	40	1	1 saman	Oringi L. Didayi 1 saman	text-layer
175	same	RAS	Rasabeda L. Bonda	45	40	1	1 saman	Rasabeda L. Bonda 1 saman	text-layer
175	same	KEN	Kendhuguda L. Bonda	45	40	1	1 saman	Kendhuguda L. Bonda 1 saman	text-layer
175	same	KAD	Kadamguda L. Bonda	45	40	1	1 saman	Kadamguda L. Bonda 1 saman	text-layer
175	same	DUM	Dumripada U. Bonda	45	40	1	1 saman	Dumripada U. Bonda 1 saman	text-layer
175	same	GUT	Tikrapada Gutob	45	40	1	1 somɐn, 1 səmːɐn	Tikrapada Gutob 1 somɐn, /continued/ 1 səmːɐn	text-layer
175	same	PAR	Kinumun Parenga Parja	45	40	1	2 ekɐpɐɾɐ	Kinumun Parenga Parja 2 ekɐpɐɾɐ	text-layer
175	same	RON	Malenga Rona Desiya	45	40	1	1 sɔmɐn	Malenga Rona Desiya 1 sɔmɐn	text-layer
175	same	ODI	Cuttack Oriya	45	40	1	1 səmɑn	Cuttack Oriya 1 səmɑn	text-layer
176	different	BIA	Biapada U. Didayi	45	40	1	1 binːɛ	Biapada U. Didayi 1 binːɛ	text-layer
176	different	CHI	Chitrakonda L. Didayi	45	40	1	1 binːɛ	Chitrakonda L. Didayi 1 binːɛ	text-layer
176	different	KAL	Kaluguda U. Didayi	45	40	1	1 binːɛ	Kaluguda U. Didayi 1 binːɛ	text-layer
176	different	ORA	Orapadar U. Didayi	45	40	1	1 binːɛ	Orapadar U. Didayi 1 binːɛ	text-layer
176	different	ORI	Oringi L. Didayi	45	40	1	1 binːɛ	Oringi L. Didayi 1 binːɛ	text-layer
176	different	RAS	Rasabeda L. Bonda	45	40	1	4 pal	Rasabeda L. Bonda 4 pal	text-layer
176	different	KEN	Kendhuguda L. Bonda	45	40	1	4 pal	Kendhuguda L. Bonda 4 pal	text-layer
176	different	KAD	Kadamguda L. Bonda	45	40	1	4 pal	Kadamguda L. Bonda 4 pal	text-layer
176	different	DUM	Dumripada U. Bonda	45	40	1	5 mʊi	Dumripada U. Bonda 5 mʊi	text-layer
176	different	GUT	Tikrapada Gutob	45	40	1	1 bɪnbɪn	Tikrapada Gutob 1 bɪnbɪn	text-layer
176	different	PAR	Kinumun Parenga Parja	45	40	1	2 uɾɪuɾɪ	Kinumun Parenga Parja 2 uɾɪuɾɪ	text-layer
176	different	RON	Malenga Rona Desiya	45	40	1	1 bɪn	Malenga Rona Desiya 1 bɪn	text-layer
176	different	ODI	Cuttack Oriya	45	40	1	1 bɦinobɦino, 3 ələgɑ	Cuttack Oriya 1 bɦinobɦino, /continued/ 3 ələgɑ	text-layer
177	whole	BIA	Biapada U. Didayi	45	40	1	1 sʌpːa	Biapada U. Didayi 1 sʌpːa	text-layer
177	whole	CHI	Chitrakonda L. Didayi	45	40	1	1 sʌpːa	Chitrakonda L. Didayi 1 sʌpːa	text-layer
177	whole	KAL	Kaluguda U. Didayi	45	40	1	0 no entry	Kaluguda U. Didayi 0 no entry	text-layer
177	whole	ORA	Orapadar U. Didayi	45	40	1	1 sʌpːa	Orapadar U. Didayi 1 sʌpːa	text-layer
177	whole	ORI	Oringi L. Didayi	45	40	1	1 sʌpːa	Oringi L. Didayi 1 sʌpːa	text-layer
177	whole	RAS	Rasabeda L. Bonda	45	40	1	5 gulai	Rasabeda L. Bonda 5 gulai	text-layer
177	whole	KEN	Kendhuguda L. Bonda	45	40	1	5 gulai	Kendhuguda L. Bonda 5 gulai	text-layer
177	whole	KAD	Kadamguda L. Bonda	45	40	1	5 gulai	Kadamguda L. Bonda 5 gulai	text-layer
177	whole	DUM	Dumripada U. Bonda	45	40	1	6 obʊd̪i	Dumripada U. Bonda 6 obʊd̪i	text-layer
