ID,Short,Source,Progress,Provenance,Editor,OCR,Etymology_Provenance
devaan2003avestanvowels,V2003,"Michiel de Vaan\.
*The Avestan Vowels*\.
Volume 12 of Leiden Studies in Indo\-European\.
Rodopi, Amsterdam and New York, 2003\.",No; cited indirectly,Cited through data/other/params/20260827-wiktionary-piir.csv,Aryaman Arora and Anthropic Claude,No,source
novak2013easterniranian,N2013,"L'ubomír Novák\.
Problem of archaism and innovation in the eastern iranian languages\.
Conference paper, 2013\.",No; cited indirectly,Cited through data/other/params/20260827-wiktionary-piir.csv,Aryaman Arora and Anthropic Claude,No,source
sandell2014lengthening,S2014,"Ryan Sandell\.
Compensatory lengthening in vedic and the outcomes of proto\-indo\-iranian laryngeals\.
Conference paper, 2014\.",No; cited indirectly,Cited through data/other/params/20260827-wiktionary-piir.csv,Aryaman Arora and Anthropic Claude,No,source
cantera2017phonology,C2017,"Alberto Cantera\.
The phonology of iranian\.
In *Handbook of Comparative and Historical Indo\-European Linguistics*\.
De Gruyter Mouton, Berlin and Boston, 2017\.",No; cited indirectly,Cited through data/other/params/20260827-wiktionary-piir.csv,Aryaman Arora and Anthropic Claude,No,source
john2008jaunsari,J2008,"Matthews John\.
Jaunsari: a sociolinguistic survey\.
Technical Report 2008\-013, SIL International, 2008\.
URL: [https://www\.sil\.org/resources/archives/9074](https://www.sil.org/resources/archives/9074)\.",Yes,"Appendix A.2 wordlists, printed pages 40--75; official publisher PDF SHA-256 e6b3b6d54c061d03614b27618f0f06d2138f07c47dc1a266d45b0fe16bd75f68; legacy SAG-IPA decoded using SIL's official SAGIPA2Uni.map v1.0",OpenAI Codex,No,none
kim-kim2008meitei,K2008a,"Amy Kim and Seung Kim\.
Meitei \(manipuri\) speakers in bangladesh: a sociolinguistic survey\.
Technical Report 2008\-002, SIL International, 2008\.
URL: [https://www\.sil\.org/resources/archives/9145](https://www.sil.org/resources/archives/9145)\.","Appendix B.3, ``Wordlists'': every printed response for the 307-item list, expanded across six Bangladesh and two Manipur Meitei site codes. Standard Dhaka Bangla code 0 and all non-lexical appendices are audit-only","Official publisher PDF SHA-256 d86fcbb4da2124da0a3ba6a7b48a7c63288fbe45e73d9d7bd03dc83e5e0b4d47. The complete PDF text layer was extracted without OCR; legacy SAG-IPA private-use bytes were converted with SIL's official SAGIPA2Uni.map v1.0. Reproducible extraction, used-glyph census and per-record audit are in data/other/forms/raw_data/sil_meitei_2008",OpenAI Codex,No,none
brightbill-kim-kim2007warjaintia,B2007,"Jeremy Brightbill, Amy Kim, and Seung Kim\.
The war\-jaintia in bangladesh: a sociolinguistic survey\.
Technical Report 2007\-013, SIL International, 2007\.
Appendix B\.2 defines codes A–L\. Item 119 visibly prints an additional U, which is excluded as undefined; item 137 visibly prints group A after groups 1–9 and is retained as its tenth similarity group\.
URL: [https://www\.silbangladesh\.org/resources/publications/survay\\\_report](https://www.silbangladesh.org/resources/publications/survay\_report)\.","Appendix B.3, ``Wordlists'': every printed response for the 307-item list, expanded across the seven War-Jaintia codes A--E, I and J. The Pnar, Lyngngam, Khasi War and standard Khasi codes F--H, K--L, one undefined printed code U, and all non-lexical appendices are audit-only","Official SIL PDF preserved at Internet Archive timestamp 20151001194723; SHA-256 df28fa5fb8961c2b5029428cace0567d5aa2bb078112903d237517c25521657e. The complete PDF text layer was extracted without OCR; all 2,398 legacy SAG-IPA private-use occurrences were converted with SIL's official SAGIPA2Uni.map v1.0. Reproducible extraction, used-glyph census and per-record audit are in data/other/forms/raw_data/sil_war_jaintia_2007",OpenAI Codex,No,none
kim-roy-sangma2011kukichin,K2011e,"Amy Kim, Palash Roy, and Mridul Sangma\.
The kuki\-chin communities of bangladesh: a sociolinguistic survey\.
Technical Report 2011\-025, SIL International, 3 2011\.
Fieldwork took place from October 2007 through January 2008\. Similarity\-group labels are retained only as source notes and do not assert historical cognacy\. The 333 Myanmar Khumi controls include 53 explicit “no entry” records\.
URL: [https://www\.silbangladesh\.org/resources/archives/41669](https://www.silbangladesh.org/resources/archives/41669)\.","Appendix A.3, ``Wordlists'', printed pages 50--88: every printed response for the 306-item list, expanded across ten Bangladesh sites representing Pangkhua, Bawm, Lushai/Mizo, Khyang/Asho Chin and Khumi. The standard Bangla code 0, external Myanmar Khumi code e and all non-lexical appendices are audit-only","Freely published SIL Electronic Survey Report. The public English-report/Bangla-appendix PDF is not redistributed; SHA-256 d0506535e6040bafebe88a3f3db5217f68ffd42179651ef9316bcbcb2272b230. Its complete text layer was extracted without OCR; all 16,029 legacy SAG-IPA private-use occurrences were decoded from the embedded font outlines and SIL SAGIPA2Uni mapping. Reproducible extraction, exact 65-glyph census and complete per-record audit are in data/other/forms/raw_data/sil_kuki_chin_bangladesh_2011",OpenAI Codex,No,none
abraham-sako-kinny-zeliang2018,A2018,"Binny Abraham, Kara Sako, Elina Kinny, and Isapdaile Zeliang\.
Sociolinguistic research among selected groups in western arunachal pradesh: highlighting monpa\.
Technical Report 2018\-009, SIL International, 2018\.
The published Lexibank CLDF has 8,213 forms\. Jambu recovers 1,066 additional source\-matrix forms: concept 81 “fat” was overwritten by the duplicate English label for concept 82, and Kho\-Bwa headings whose spaces had been removed failed the upstream exact\-name lookup\. Source order and surrounding semantic headings disambiguate the two “fat” rows without changing their transcriptions\.
URL: [https://www\.sil\.org/resources/archives/75982](https://www.sil.org/resources/archives/75982), [doi:10\.5281/zenodo\.5115885](https://doi.org/10.5281/zenodo.5115885)\.","All three comparative source matrices in the CC-BY Lexibank v3.0 edition: 307 concepts and 9,279 attestations from 30 Monpa, Kho-Bwa, Hruso and Miji-related lects. All 142 explicit dash or blank cells are audit-only; no published lect is treated as an external control","Lexibank abrahammonpa v3.0, commit d6b890a30c36e7fc4d38a9a6841e2dd2dd569521, release DOI 10.5281/zenodo.5115885, release ZIP SHA-256 09a930bb46d1b43c512e83dbc13d7ebd30710a7ecdd895114b27f159bab60fbb. The frozen source matrices, release metadata, license, reproducible importer, manifest and complete per-cell audit are in data/other/forms/raw_data/abraham_monpa_2018",OpenAI Codex,No,none
brightbill-turner2007dogri,B2007a,"Jeremy D\. Brightbill and Scott D\. Turner\.
A sociolinguistic survey of the dogri language, jammu and kashmir\.
Technical Report 2007\-017, SIL International, 2007\.
The report gives percentage similarity results for five earlier wordlists from Reasi, Ramnagar, Udhampur, Samba and Billawar but does not publish their underlying forms\.
URL: [https://www\.sil\.org/resources/archives/9015](https://www.sil.org/resources/archives/9015)\.","Appendix B, printed pages 26--28: all 207 published responses from the 210-item Batote wordlist elicited 11 April 2005; three blank cells are audit-only","Official SIL publisher PDF SHA-256 04fa21ccf3ca7317ef1a1b3e587b4f1c058b3fb773ea56724d726945a12622c0. The PDF is not redistributed. Reproducible positioned-text extraction, the frozen 210-prompt snapshot, used-glyph census and complete per-record audit are in data/other/forms/raw_data/sil_dogri_2007",OpenAI Codex,No,none
chamberlain-chamberlain2019lahul,C2019,"Brad Chamberlain and Wendy Chamberlain\.
A sociolinguistic survey of lahul valley, himachal pradesh\.
Technical Report 2019\-006, SIL International, 8 2019\.
The report explicitly says that the field transcriptions have not undergone thorough phonological analysis\. Similarity\-group labels are retained as source notes and do not assert historical cognacy\. Modern quality\-C locality points are used because the report supplies regional maps but no point coordinates\.
URL: [https://www\.sil\.org/system/files/reapdata/14/18/32/141832844209183669770425266092693708252/silesr2019\\\_006\.pdf](https://www.sil.org/system/files/reapdata/14/18/32/141832844209183669770425266092693708252/silesr2019\_006.pdf)\.","Appendix A.4, printed pages 38--79: 5,027 nonempty responses from the 22 Chinali, Lohari, Pattani, Tinani, Gahri and Bhoti lect/site lists newly collected in Lahul. Twenty-nine target ``no entry'' records, Standard Hindi and Lhasa Tibetan controls, and previously collected Tindi Pangi, Leh Ladakhi and Mane Spiti Bhoti lists are audit-only","Official SIL publisher PDF SHA-256 17f8178505ef88879baecbd5d9fa6dd4f2bb885330722cbac21df70c71e47252, recovered from the Internet Archive capture dated 2024-06-16 because the current publisher file endpoint challenges automated clients. The PDF is not redistributed. Reproducible positioned-text extraction, a frozen 6,206-record snapshot, complete record audit and manifest are in data/other/forms/raw_data/sil_lahul_2019",OpenAI Codex,No,none
lothers-lothers2010pahari,L2010,"Michael Lothers and Laura Lothers\.
Pahari and pothwari: a sociolinguistic survey\.
Technical Report 2010\-012, SIL International, 2010\.
Eleven asterisked prompts remain lexical attestations but are marked as excluded from the source's lexical\-similarity calculations\. Those phonetic similarity judgments do not assert historical cognacy\. The report supplies regional maps but no point coordinates, so the fourteen dialect coordinates remain blank\.
URL: [https://www\.sil\.org/system/files/reapdata/51/43/60/51436058131979368214107509780343634713/silesr2010\\\_012\.pdf](https://www.sil.org/system/files/reapdata/51/43/60/51436058131979368214107509780343634713/silesr2010\_012.pdf)\.","Appendix B.1, printed pages 147--202: all 3,038 responses from fourteen Pahari, Pothwari and Mirpuri locality lists. The 434 Abbottabad and Mansehra Hindko comparison cells, including eighteen blanks, are audit-only","Official SIL publisher PDF SHA-256 e3695a807c4856118303eca74b68b192817ea69251fa8be62abb7b27e4c1ad6f, recovered from Internet Archive capture 2014-09-07 because the current publisher endpoint challenges automated clients. The PDF is not redistributed. Reproducible positioned-text extraction, frozen 3,472-cell snapshot, complete audit and manifest are in data/other/forms/raw_data/sil_pahari_pothwari_2010",OpenAI Codex,No,none
webster2024haryanvi,W2024,"Jeff Webster\.
Sociolinguistic survey of haryanvi\.
Technical Report 2024\-011, SIL International, 2024\.
The survey was conducted from August to October 1991\. Section 4\.1\.1 explicitly defines the printed group numbers as phonological\-similarity judgments rather than cognate relationships; Jambu retains them only as source notes\. Seven same\-list cross\-references are resolved deterministically\. Typed audit notes preserve faint, unlabelled and clipped fragments without guessing them into installed forms\. The report names the six localities but gives no point coordinates, so dialect coordinates remain blank\.
URL: [https://www\.sil\.org/system/files/reapdata/39/32/25/39322561837182664281680018892812535354/JLSR2024\\\_011\.pdf](https://www.sil.org/system/files/reapdata/39/32/25/39322561837182664281680018892812535354/JLSR2024\_011.pdf)\.","Appendix A.3, printed pages 21--34: 1,553 manually transcribed lexical variants from all 1,238 responsive cells in the six HRT, HJN, HFT, HNG, HTR and HLH Haryanvi lists. Twenty-one visibly blank target cells and one elicitation-only target cell are audit-only. The 840 BPL Braj/Haryanvi, PBG Baghati Pahari, HIN Hindustani and PUN Punjabi comparison cells are retained audit-only and are not manually transcribed","Official SIL publisher PDF downloaded 2026-08-28, SHA-256 53121a1b9803ba502092866080e3bdb35457bc6040dcc7f47da508eca1fef2e2; the PDF is not redistributed. Reproducible raster extraction, structural OCR evidence, frozen manual target-cell transcription, source-local importer, complete 2,100-cell audit and manifest are in data/other/forms/raw_data/sil_haryanvi_2024; installed rows are data/other/forms/20260828-sil-haryanvi.csv",OpenAI Codex,No,none
devagnanavaram-et-al2021koya,D2021,"D\. Devagnanavaram, K\. Chitrarasu, Jonathan Kew, David Marshall, D\. Prabhakar, Cal Rensch, and James Stahl\.
A sociolinguistic survey of koya dialects\.
Technical Report 2021\-029, SIL International, 2021\.
Survey fieldwork was conducted in 1985–1986\. The report treats Koya as the southernmost Gondi variety, so the seven survey lects attach to canonical Gondi\. Source phonetic\-similarity analysis is not treated as historical cognacy\. One Malakanagiri item has an explicitly flagged unclear medial source symbol; no reading was silently guessed\. The report supplies locality names but no point coordinates\.
URL: [https://www\.sil\.org/resources/archives/88873](https://www.sil.org/resources/archives/88873)\.","Appendix E, printed pages 75--118: 1,438 manually transcribed lexical variants from 1,401 responsive cells in seven Koya, Gondi and Madia locality lists. Sixty-nine missing target slots and 420 Telugu and Oriya comparison cells are audit-only","Official SIL publisher PDF downloaded 2026-08-28, SHA-256 a6541e0d2397849ce7c36961b3849f3b2c1f1c267036cfa1a3f6025796e14e7d; the PDF is not redistributed. Reproducible raster extraction, OCR comparison evidence, frozen manual cell transcriptions, source-local importer, complete 1,890-slot audit and manifest are in data/other/forms/raw_data/sil_koya_2021; installed rows are data/other/forms/20260828-sil-koya.csv",OpenAI Codex,No,none
blair2021kullu,B2021a,"Frank Blair\.
A sociolinguistic profile of kullu district, himachal pradesh\.
Technical Report 2021\-009, SIL International, 2021\.
Fieldwork was conducted in 1985–1986\. The report treats Kullui, Inner Seraji and Outer Seraji as one Kullui Pahari language area, so all sixteen survey lects attach to canonical kul\. Printed lexical\-similarity marks are not treated as historical cognacy\. Two difficult readings and three source question marks remain explicitly typed in the audit\. Appendix C supplies localities and dates but no point coordinates\.
URL: [https://www\.sil\.org/resources/archives/88003](https://www.sil.org/resources/archives/88003)\.","Appendix C: 2,963 manually transcribed lexical variants from 2,753 responsive cells in sixteen Kullui, Inner Seraji and Outer Seraji locality lists. All 415 visibly blank response cells and the printed Hindi gutter label are audit-only","Official SIL publisher PDF downloaded 2026-08-28, SHA-256 720a97198254160bfa88a9557b33955b2814878e346901ff399cacc53d5c4fdd; the PDF is not redistributed. Reproducible raster extraction, deterministic cell crops, OCR comparison evidence, frozen manual cell transcriptions, source-local importer, complete 3,169-record audit and manifest are in data/other/forms/raw_data/sil_kullu_2021; installed rows are data/other/forms/20260828-sil-kullu.csv",OpenAI Codex,No,none
koshy2022bagheli,K2022a,"Binoy Koshy\.
A sociolinguistic study of bagheli speakers in madhya pradesh\.
Technical Report 2022\-015, SIL International, 2022\.
The report was created in 2004 and published in 2022\. All eighteen target lects attach to canonical Bagheli\. Similarity\-group numbers remain source notes and are not treated as historical cognacy\. Two readable forms lacking any printed site code remain excluded, one source\-questioned form is installed without punctuation but explicitly annotated, and one uppercase site code is interpreted conservatively at medium confidence\. The report names localities but supplies no defensible historical collection coordinates\.
URL: [https://www\.sil\.org/resources/archives/94596](https://www.sil.org/resources/archives/94596)\.","Appendix B.4, printed pages 50--72: 5,828 manually transcribed Bagheli source-local occurrence rows from eighteen locality lists, yielding 5,829 compiled lexical variants after the source's comma-separated alternatives at item 173 site m are expanded. Two hundred eighty-three Standard Hindi occurrences, twenty-four non-lexical by-name occurrences, forty-seven blank conceptual cells, and two legible but site-unassigned response lines are audit-only","Official SIL publisher PDF downloaded 2026-08-28, SHA-256 d1424f317dc12fe01d99d33abd917201575487f4de44529678ecce1c282a4627; the PDF is not redistributed. Reproducible embedded-image extraction, 92-column OCR comparison scaffold, frozen manual transcription, source-local importer, complete 6,184-record audit and manifest are in data/other/forms/raw_data/sil_bagheli_2022; installed rows are data/other/forms/20260828-sil-bagheli.csv",OpenAI Codex,No,none
behera2022korwakodaku,B2022,"Gangadhar Behera\.
A sociolinguistic profile of korwa and kodaku tribes in chhattisgarh and jharkhand, india\.
Technical Report 2022\-014, SIL International, 2022\.
Survey fieldwork was conducted in 2004–2005\. Korwa attaches to canonical kw; Kodaku is registered separately following the report and ISO 639\-3 ksz\. Source similarity\-group labels remain notes and are not treated as historical cognacy\. Undefined lowercase codes u at item 83 and n at item 173 are transcribed in the audit but excluded rather than reassigned\. No ambiguous, clipped, illegible, or OCR\-derived form is installed\.
URL: [https://www\.sil\.org/resources/publications/entry/94564](https://www.sil.org/resources/publications/entry/94564)\.","Appendix B.5, printed pages 56--80: 4,458 target rows from nine Korwa and nine Kodaku locality lists, derived from 3,730 attested target cells after within-cell deduplication and one slash-alternative expansion. Fifty blank or unlisted target cells, 1,453 attested comparison-control cells, seventeen blank or unlisted control cells, and two responses carrying undefined source site codes are audit-only","Official SIL publisher PDF recovered from the Internet Archive capture dated 2024-06-17 because the current publisher endpoint challenges automated clients; SHA-256 a8efbe88405e27024a7a6ec786cd6fde3e382f0eaf0d0081197d3880ed97eb0c. The PDF is not redistributed. Reproducible text and OCR scaffolds, frozen 2,900-line manual review ledger, twenty-five-page completion ledger, unresolved-code ledger, source-local importer, complete 6,135-record audit and manifest are in data/other/forms/raw_data/sil_korwa_kodaku_2022; installed rows are data/other/forms/20260828-sil-korwa-kodaku.csv",OpenAI Codex,No,none
abraham-daimary2021amrikarbi,A2021c,"Binny Abraham and Pronay Daimary\.
A sociolinguistic study of amri karbi \[ajz\] in northeast india\.
Technical Report 2021\-050, SIL International, 2021\.
Amri Karbi and Karbi are registered as separate base languages following the report's classification and low inter\-list lexical\-similarity results\. Similarity\-group numbers remain notes and are not treated as historical cognacy\. One excluded Assamese control response faithfully retains two source\-printed question marks; no transcription is unresolved or illegible\. The report names localities but supplies no defensible collection coordinates\.
URL: [https://www\.sil\.org/resources/archives/91601](https://www.sil.org/resources/archives/91601)\.","Appendix B.3, physical PDF pages 37--115: 5,092 lexical forms from three Amri Karbi and twelve Karbi locality lists. Six explicit blank cells, 631 Khasi and Assamese control responses, and 237 exact repeated target occurrences are audit-only. Four additional reported Amri lists are absent from the appendix and are not reconstructed","Official SIL publisher PDF downloaded 2026-08-28, SHA-256 cd121ad102e96b43bf68a1cc5b44f1559c764bc4ae8d71988c6b292a1896ccb1; the PDF is not redistributed. Reproducible Unicode extraction scaffold, frozen manual review ledger, source-local importer, complete 5,966-record audit and manifest are in data/other/forms/raw_data/sil_amri_karbi_2021; installed rows are data/other/forms/20260828-sil-amri-karbi.csv",OpenAI Codex,No,none
behera2021desia,B2021b,"Gangadhar Behera\.
A sociolinguistic survey among desia\-speaking people groups in south orissa, india\.
Technical Report 2021\-056, SIL International, 2021\.
Survey created in 2007\. The nineteen lects attach to existing AdivasiOriya, matching current Glottolog rather than creating a second row for retired ISO dso\. Source similarity\-group numbers remain notes and are not treated as historical cognacy\. Seven locality/block discrepancies are preserved explicitly\. No ambiguous, clipped, illegible, OCR\-derived, or unreviewed form is installed\.
URL: [https://www\.sil\.org/resources/publications/entry/91960](https://www.sil.org/resources/publications/entry/91960)\.","Appendix B.5, physical PDF pages 80--127 / printed pages 71--118: 4,655 lexical forms from all 210 prompts across nineteen Desia locality and community lists. Thirty-eight explicit `no entry` cells and three exact target repetitions under two similarity-group labels are audit-only","Official SIL publisher PDF recovered from Internet Archive capture 2024-06-17; SHA-256 04de0004c1375955c1adbeb8941b187aa4fc88f484ee00e9bc69655813e6690b. The PDF is not redistributed. Frozen manual review and page ledgers, 542-entry glyph-order correction ledger, source-local importer, complete 4,693-row cell audit and manifest are in data/other/forms/raw_data/sil_desia_2021; installed rows are data/other/forms/20260828-sil-desia.csv",Aryaman Arora and OpenAI Codex,No,none
stahl2021korku,S2021a,"James Stahl\.
A sociolinguistic survey of the korku \[kfq\] language area\.
Technical Report 2021\-040, SIL International, 2021\.
Survey fieldwork was conducted in 1985\. All eight target lects attach to canonical Korku\. Source lexical\-similarity percentages remain notes and are not treated as historical cognacy\. Amdhana Mawasi item 93 is illegible and excluded without guessing; forty readable but questioned, faint, clipped, or ambiguous source forms retain explicit audit flags\. The report names localities but supplies no defensible historical collection coordinates\.
URL: [https://www\.sil\.org/resources/archives/90546](https://www.sil.org/resources/archives/90546)\.","Appendix F: 1,521 manually transcribed lexical rows from 1,463 attested cells in eight Korku locality lists. Two hundred sixteen confirmed blank target cells, one illegible/clipped target cell, and 210 Nihali comparison cells are audit-only","Official SIL publisher PDF downloaded 2026-08-28, SHA-256 d17426da3788d66c95f05824483941e7d5468e154c66d43c6354262fda00190d; the PDF is not redistributed. Reproducible raster extraction, separate OCR comparison scaffold, frozen manual review ledger, source-local importer, complete 1,890-cell audit and manifest are in data/other/forms/raw_data/sil_korku_2021; installed rows are data/other/forms/20260828-sil-korku.csv",OpenAI Codex,No,none
blair-george2012kondadora,B2012b,"Frank Blair and Jacob George\.
Multilingualism among the konda dora\.
Technical Report 2012\-016, SIL International, 2012\.
Report created in 1987\. Both target lects attach to canonical Konda; Telugu and Adivasi Oriya are audit\-only controls\. Source lexical\-similarity group digits remain notes and are not treated as historical cognacy\. The visibly duplicated source number 212 is retained as distinct liver and foot prompts\. No ambiguous, clipped, illegible, or unresolved cell is installed\.
URL: [https://www\.sil\.org/resources/archives/49120](https://www.sil.org/resources/archives/49120)\.","Appendix 9.5, physical PDF pages 89--106: 452 manually transcribed Konda forms from 385 attested cells in Koraput and Visakh locality lists. Forty-three target blanks, eighty-six control blanks, and 342 attested Telugu and Adivasi Oriya comparison cells are audit-only","Official SIL publisher PDF downloaded 2026-08-28, SHA-256 6e0a3e5522a45752938f8279753d07b4e29d7b76ca73e88f71c4e283dfd0f533; the PDF is not redistributed. Reproducible scan/text scaffold, frozen manual transcription ledger, source-local importer, complete 856-cell audit and manifest are in data/other/forms/raw_data/sil_konda_dora_2012; installed rows are data/other/forms/20260828-sil-konda-dora.csv",OpenAI Codex,No,none
mathew-chamberlain2022bonda-didayi,M2022,"Chacko Mathew and Bradford Chamberlain\.
The bonda and the didayi from malkangiri district, orissa: a preliminary study\.
Technical Report 2022\-004, SIL International, 2022\.
Survey conducted in October 1997 by Chacko Mathew and Faith Adimathara\. Five target lects attach to canonical Didayi/Gtaʔ and four to canonical Bonda/Remo\. Source similarity\-group numbers remain descriptive notes rather than historical cognacy\. Orapadar item 174 is physically absent and excluded without guessing\. No visible glyph is ambiguous, clipped, or illegible\.
URL: [https://www\.sil\.org/resources/archives/92608](https://www.sil.org/resources/archives/92608)\.","Appendix B, physical PDF pages 21--50 / printed pages 16--45: 1,938 lexical rows from 1,836 attested cells in five Didayi and four Bonda locality lists. Thirty-six target cells at four disqualified prompts, seventeen explicit target no-entry/dash cells, one physically omitted target row, and all 840 comparison cells are audit-only","Official SIL publisher PDF downloaded 2026-08-28, SHA-256 bb0548b4324224260b9618786dfd3aa40377138d0fbf4ae14c796df82f6190ce; the PDF is not redistributed. Reproducible Unicode extraction, frozen 2,730-cell visual-review ledger, source-local importer, complete cell audit and manifest are in data/other/forms/raw_data/sil_bonda_didayi_2022; installed rows are data/other/forms/20260828-sil-bonda-didayi.csv",OpenAI Codex,No,none
mathew2022bonda-further,M2022a,"Chacko Mathew\.
The bonda: further sociolinguistic survey\.
Technical Report 2022\-005, SIL International, 2022\.
Survey completed in 2002\. Podeiguda and Bondapada are new collections\. The report explicitly says the checked Dumripada list replaces the prior 1997 list; the current build publishes the checked list, while the superseded readings and citations remain preserved in the 210\-cell replacement audit\. Eight republished comparison lists remain audit\-only\. Source similarity\-group numbers are descriptive notes rather than historical cognacy\. No ambiguous, clipped, illegible, or unresolved cell is installed\.
URL: [https://www\.sil\.org/resources/archives/92609](https://www.sil.org/resources/archives/92609)\.","Appendix A, physical PDF pages 15--47 / printed pages 10--42: 644 lexical rows from 616 attested cells in the Podeiguda, Bondapada, and checked Dumripada Upper Bonda lists. Two target no-entry cells, twelve target cells at four disqualified prompts, and all 1,680 comparison cells are audit-only","Official SIL publisher PDF downloaded 2026-08-28, SHA-256 9c4457aa6e73906b34e8c69e790e9d205a9b95cfc2a94ccae054bcb1537dfcfa; the PDF is not redistributed. Frozen hand-keyed ledgers, complete 2,310-cell audit, comparison and Dumripada replacement reconciliations, source-local importer, profile and manifest are in data/other/forms/raw_data/sil_bonda_further_2022; installed rows are data/other/forms/20260829-sil-bonda-further.csv",OpenAI Codex,No,none
hugoniot-polster-ahmad-rajan2023easterngujari,H2023a,"Ken Hugoniot, Dietmar Polster, Bashir Ahmad, and Kennedy Rajan\.
A sociolinguistic profile of eastern gujari\.
Technical Report 2023\-002, SIL International, 2023\.
Fieldwork conducted in 1996 and report dated 1997\. The eight Indian lects attach to canonical Gujari\. Six Pakistan lists are explicitly republished from the 1992 SSNP volume and remain audit\-only because their primary\-source rows already exist\. Similarity\-group numbers are descriptive notes, not historical cognacy\. No cell is ambiguous, clipped, illegible, or unresolved\.
URL: [https://www\.sil\.org/resources/archives/95899](https://www.sil.org/resources/archives/95899)\.","Appendix B, physical PDF pages 42--76 / printed pages 34--68: 1,753 lexical forms from eight new Indian Gujari locality lists. Twenty-five blank target cells, 1,254 attested cells from six Pakistan Gujari lists republished from SSNP volume 3, 208 attested Urdu controls, eight non-target blanks, and one exact repeated target alternative are audit-only","Official SIL publisher PDF downloaded 2026-08-28, SHA-256 41352b2db97dbd059a1bc229a8ed370fed700c1726f3886a580cba586137475e; the PDF is not redistributed. Reproducible Unicode extraction scaffold, frozen manual review ledger, source-local importer, complete 3,150-cell audit and manifest are in data/other/forms/raw_data/sil_eastern_gujari_2023; installed rows are data/other/forms/20260828-sil-eastern-gujari.csv",OpenAI Codex,No,none
ABORI,ABORI,Annals of the Bhandarkar Oriental Research Institute. Poona.,No,data/cdial/cdial.csv,Aryaman Arora,No,
AFD,AFD,"Banikanta Kakati, Assamese: its Formation and Development. Ed. G. C. Goswami. 3rd ed. Gauhati, 1972.",No,data/cdial/cdial.csv,Aryaman Arora,No,
AKŚ,AKŚ,"Śāntibhāi Ācārya, Kacchī śabdāvali. Gujarāt Vidyāpīṭh Granthāvali No. 147. Ahmedabad (Navajīvan Trust), 1966.",No,data/cdial/cdial.csv,Aryaman Arora,No,
AO,AO,"Acta Orientalia. Leiden. [Unless otherwise stated, the author of the article referred to is G. Morgenstierne.]",No,data/cdial/cdial.csv,Aryaman Arora,No,
ArchOr,ArchOr,Archiv Orientální. Journal of the Czecho-slovak Oriental Institute. Praha.,No,cldf/forms.csv (upstream import path unavailable),Aryaman Arora,No,
BB,BB,Beiträge zur Kunde der indogermanischen Sprachen. Herausgegeben von A. Bezzenberge und W. Prellwitz. Göttingen.,No,cldf/forms.csv (upstream import path unavailable),Aryaman Arora,No,
BDCRI,BDCRI,Bulletin of the Deccan College Research Institute. Poona.,No,cldf/forms.csv (upstream import path unavailable),Aryaman Arora,No,
BEFEO,BEFEO,Bulletin de l'École Francaise de l'Extrême Orient.,No,cldf/forms.csv (upstream import path unavailable),Aryaman Arora,No,
BHS,BHS,"Franklin Edgerton, Buddhist Hybrid Sanskrit Grammar and Dictionary. Newhaven, 1953.",No,data/cdial/cdial.csv,Aryaman Arora,No,
BKPD,BKPD,"Georg Buddruss, Beiträge zur Kenntnis der Pašai-Dialekte. [Abhandlungen für die Kunde des Morgenlandes xxxiii, 2.]",No,data/cdial/cdial.csv,Aryaman Arora,No,
BKhoT,BKhoT,"Georg Buddruss, Khowar-Texte in arabischer Schrift, 1982.",No,data/cdial/cdial.csv,Aryaman Arora,No,
BR,BR,See PW.,No,data/cdial/cdial.csv,Aryaman Arora,No,
BSBU,BSBU,See Lüders BSBU.,No,data/cdial/cdial.csv,Aryaman Arora,No,
BSL,BSL,Bulletin de la Société de Linguistique de Paris.,No,data/cdial/cdial.csv,Aryaman Arora,No,
BSOAS,BSOAS,Bulletin of the School of Oriental and African Studies. London.,No,data/cdial/cdial.csv,Aryaman Arora,No,
BSOS,BSOS,Bulletin of the School of Oriental Studies. London.—Since 1943 = BSOAS.,No,data/cdial/cdial.csv,Aryaman Arora,No,
Bailey ShGr,Bailey ShGr,"T. Grahame Bailey, Grammar of the Shina (Ṣiṇā) Language. London, 1924.",No,data/cdial/cdial.csv,Aryaman Arora,No,
BelvalkarVol,BelvalkarVol,"Dr. S. K. Belvalkar Felicitation Volume. [All references, unless otherwise stated, are to the article by G. Morgenstierne.]",No,data/cdial/cdial.csv,Aryaman Arora,No,
Bender Nal,Bender Nal,"The Nalarāyadavadantīcarita. Edited and translated by Ernest Bender. [Transactions of the American Philosophical Society, New Series, Vol. 40, Part 4. 1950.]",No,data/cdial/cdial.csv,Aryaman Arora,No,
Bloch IA,Bloch IA,"Jules Bloch, L'Indo-Aryen du Veda aux temps modernes. Paris, 1934.",No,data/cdial/cdial.csv,Aryaman Arora,No,
Bloch LM,Bloch LM,See LM.,No,data/cdial/cdial.csv,Aryaman Arora,No,
Bray Brah,Bray Brah,"Denis Bray, The Brāhūī Language, Parts II and III. Delhi, 1934.",No,cldf/forms.csv (upstream import path unavailable),Aryaman Arora,No,
Brough Dhp,Brough Dhp,"J. Brough, The Gāndhārī Dharmapada. Oxford, 1962.",No,data/cdial/cdial.csv,Aryaman Arora,No,
