Parameter_ID,Headword,Strategy,Source_Form_ID,Source_Language_ID,Source,Tags,Note
d4816,*mār_-,merriam-pdr,f_yqky6tk2yixks,PDr,"merriam2026dravidiandb[record 5047, DEDR 4816]",,First source-ordered Merriam database reconstruction classified as PDr.
d4817,mār,dedr-reflex,f_xx4bna7fm7uhm,Gondi,"dedr;A-Gondi;burrow-emeneau1972den1[p. 418, entry S780]",not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4818,mār,dedr-reflex,f_7ufd7tsaczwy6,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4819,māri,dedr-reflex,f_btqfuiumqrvsu,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4820,mārel ( -k),dedr-reflex,f_gordqotw3smsq,Gondi,dedr;A-Gondi,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4821,*māroṛ,merriam-pdr,f_2qfedp3rtgmuk,PDr,"merriam2026dravidiandb[record 5052, DEDR 4821]",,First source-ordered Merriam database reconstruction classified as PDr.
d4822,*māl-,merriam-pdr,f_t6hn2b7tgejwy,PDr,"merriam2026dravidiandb[record 5053, DEDR 4822];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d4823,māl,dedr-reflex,f_lyg2enbgjaxcq,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4824,mālar,dedr-reflex,f_r4w3ghlwj2nus,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4825,māl,dedr-reflex,f_lewu3fji2tilg,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4826,mālimi,dedr-reflex,f_vynepnb6viyao,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4827,mālai,dedr-reflex,f_rhv237pi5ob2y,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4828,māl,dedr-reflex,f_sui2bhazvmuxu,Kolami,dedr;SR-Kolami,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4829,mayv,dedr-reflex,f_lzfqsopwlk3vc,Kota,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4830,māṛ̆ku,dedr-reflex,f_gtolughh4aro2,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4831,māḷ,dedr-reflex,f_nlwvqnzepprgw,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4832,*mānḍā,merriam-pdr,f_i7r7e6rfwc3ec,PDr,"merriam2026dravidiandb[record 5063, DEDR 4832]",,First source-ordered Merriam database reconstruction classified as PDr.
d4833,māṛa,dedr-reflex,f_wyo7shhpbde42,Pengo,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4834,*māṯ-,krishnamurti-pfeiffer,,,,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d4835,māzoŋ,dedr-reflex,f_rzw5cdwgja5ku,Pengo,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4836,*māṭ-,merriam-pdr,f_mxpighxbobhza,PDr,"merriam2026dravidiandb[record 5067, DEDR 4836]",,First source-ordered Merriam database reconstruction classified as PDr.
d4837,**manVkV-,krishnamurti-pfeiffer,,,,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d4838,miku,dedr-reflex,f_r2tmarigpkzno,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4839,mick- (micky-),dedr-reflex,f_r4plmrmswv2rg,Kota,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4840,misugu,dedr-reflex,f_tnuvdqmjdwxzs,Kannada,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4841,*mic-al,krishnamurti-pfeiffer,,PDr,krishnamurti,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d4842,micai,dedr-reflex,f_svozi3mjicv6u,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4843,miñiṟu,dedr-reflex,f_6zz6kochi2zzc,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4844,miñci,dedr-reflex,f_eq6agghjc2dgc,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4845,*miḍ-,merriam-pdr,f_thl2r5vuftap2,PDr,"merriam2026dravidiandb[record 5076, DEDR 4845];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d4846,*minḍ-,merriam-pdr,f_3xkhdgguvai4s,PDr,"merriam2026dravidiandb[record 5077, DEDR 4846];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d4847,miṭaṟu,dedr-reflex,f_psuk2hg55nbvo,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4848,*mīṭ-,merriam-pdr,f_uglmvdlgd65og,PDr,"merriam2026dravidiandb[record 5079, DEDR 4848];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d4849,miṭi,dedr-reflex,f_oldvpyuyphi4q,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4850,*mīnṭ-,merriam-pdr,f_jrgaswb4kssw6,PDr,"merriam2026dravidiandb[record 5081, DEDR 4850];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d4851,miṭi,dedr-reflex,f_sfs5grmk47khi,Malayalam,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4852,miḍuku,dedr-reflex,f_gsr33dornpdmq,Kannada,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4853,*miṭ-,merriam-pdr,f_afunh667l4ujw,PDr,"merriam2026dravidiandb[record 5084, DEDR 4853]",,First source-ordered Merriam database reconstruction classified as PDr.
d4854,*miṭ-,merriam-pdr,f_nnjjoildlsjza,PDr,"merriam2026dravidiandb[record 5085, DEDR 4854];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d4855,miṇiya,dedr-reflex,f_ogojb4bysfkr4,Pengo,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4856,miṇumiṇu,dedr-reflex,f_yqisw6zzazzkq,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4857,miṇṭu,dedr-reflex,f_3fkmeuip7oywo,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4858,miṇḍṇ,dedr-reflex,f_6uhwt7hxjk7fm,Kota,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4859,*minḍcum,merriam-pdr,f_hn2kej4t4wrbi,PDr,"merriam2026dravidiandb[record 5090, DEDR 4859]",,First source-ordered Merriam database reconstruction classified as PDr.
d4860,mitavai,dedr-reflex,f_3epglowryqajq,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4861,miti,dedr-reflex,f_nzihk7372z2ri,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4862,*min(t)-,krishnamurti-pfeiffer,,,,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d4863,*mind-,merriam-pdr,f_jja4kw4ph5v3k,PDr,"merriam2026dravidiandb[record 5094, DEDR 4863]",,First source-ordered Merriam database reconstruction classified as PDr.
d4864,*mind-,merriam-pdr,f_yzzc2kapvwzrc,PDr,"merriam2026dravidiandb[record 5095, DEDR 4864]",,First source-ordered Merriam database reconstruction classified as PDr.
d4865,minangānā,dedr-reflex,f_lvh7czeij62jq,Gondi,dedr;SR-Gondi,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4866,*miẓ-iŋ-,merriam-pdr,f_22nutylnxgtju,PDr,"merriam2026dravidiandb[record 5097, DEDR 4866];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d4867,*miḷ-Vku,krishnamurti-pfeiffer,,PDr,krishnamurti,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d4868,miḷy,dedr-reflex,f_f75ts43nbho3a,Kota,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4869,mulītānā,dedr-reflex,f_o2pesfmhbve76,Gondi,dedr;Tr-Gondi,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4870,**miḷVkkV-,krishnamurti-pfeiffer,,,,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d4871,miḷir,dedr-reflex,f_f4bqhr4lv52pq,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4872,miḷir,dedr-reflex,f_jnnfdlohflubq,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4873,miḷai,dedr-reflex,f_s5hppug7nsp3y,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4874,miḷḷi,dedr-reflex,f_xto2y5o4jtsia,Kannada,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4875,*mer_-,merriam-pdr,f_ybz75cgnu72eq,PDr,"merriam2026dravidiandb[record 5107, DEDR 4875];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d4876,*miHn,krishnamurti-pfeiffer,,PDr,krishnamurti,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d4877,**minVkkV-,krishnamurti-pfeiffer,,,,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d4878,**mīncV-,krishnamurti-pfeiffer,,,,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d4879,*mīc-,merriam-pdr,f_f5k7k2tz5gjb2,PDr,"merriam2026dravidiandb[record 5111, DEDR 4879];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d4880,mīnja (mīnji-),dedr-reflex,f_yl4e6pwn4h2tc,Kui,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4881,mīnjānā,dedr-reflex,f_qbkn3kgpoc63m,Gondi,dedr;Tr-Gondi,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4882,*mīḍ- (?),merriam-pdr,f_a3zxcwiiozovc,PDr,"merriam2026dravidiandb[record 5114, DEDR 4882]",,First source-ordered Merriam database reconstruction classified as PDr.
d4883,mīḷ,dedr-reflex,f_o2g7455t7iuaw,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4884,*mīd_-,merriam-pdr,f_nkfmqxj4cucqe,PDr,"merriam2026dravidiandb[record 5116, DEDR 4884];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d4885,*mīn,krishnamurti-pfeiffer,,PDr,krishnamurti,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d4886,*mujt-,merriam-pdr,f_7awjrph66dhyw,PDr,"merriam2026dravidiandb[record 5118, DEDR 4886];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d4887,muka,dedr-reflex,f_hvnwsoa4qupfg,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4888,mukaṭu,dedr-reflex,f_5vkujz2lbt2pq,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4889,*mōr_-,merriam-pdr,f_pl2m2b6l2e33c,PDr,"merriam2026dravidiandb[record 5121, DEDR 4889];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d4890,mukari,dedr-reflex,f_ih4j4trgtteg2,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4891,*mug-,merriam-pdr,f_6ja3funs2ozte,PDr,"merriam2026dravidiandb[record 5123, DEDR 4891];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d4892,*muy-il,krishnamurti-pfeiffer,,PDr,krishnamurti,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d4893,mukiṛ̆,dedr-reflex,f_amdn4vqixkhqi,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4894,mukiṛ̆,dedr-reflex,f_f7c7n5wehc2gc,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4895,*mukar-,merriam-pdr,f_jhzznk4vtmsew,PDr,"merriam2026dravidiandb[record 5127, DEDR 4895]",,First source-ordered Merriam database reconstruction classified as PDr.
d4896(a),mukku,dedr-reflex,f_qlv5sycz3yvw6,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4897,mukku,dedr-reflex,f_ivgdlyskiozvq,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4898,*muk-,merriam-pdr,f_4tfgnjognzybu,PDr,"merriam2026dravidiandb[record 5130, DEDR 4898]",,First source-ordered Merriam database reconstruction classified as PDr.
d4899,mukku,dedr-reflex,f_zgegfkgkegk74,Kannada,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4900,*mūnk-ūc,krishnamurti-pfeiffer,,PDr,krishnamurti,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d4901,muh- (must-),dedr-reflex,f_yjd4omyzi2wlo,Pengo,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4902,*moc-Vr,krishnamurti-pfeiffer,,PDr,krishnamurti,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d4903,muci,dedr-reflex,f_us5iwzg2ihm3a,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4904,*mus-,merriam-pdr,f_7iindka5zdmmy,PDr,"merriam2026dravidiandb[record 5136, DEDR 4904];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d4905,*mus-,merriam-pdr,f_uznpm3fbkciom,PDr,"merriam2026dravidiandb[record 5137, DEDR 4905]",,First source-ordered Merriam database reconstruction classified as PDr.
d4906,muciṟu,dedr-reflex,f_2n6vc5p6arffw,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4907,muc,dedr-reflex,f_ev2btys26rgti,Parji,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4908,mujaṇṭi,dedr-reflex,f_k3vkjeouvui6s,Kannada,dedr;Hav-Kannada,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4909,*munt_- (?),merriam-pdr,f_gftwqqkiiws6m,PDr,"merriam2026dravidiandb[record 5141, DEDR 4909];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d4910,*muy-cc-,krishnamurti-pfeiffer,,PDr,"merriam2026dravidiandb[record 6468, DEDR 4910];krishnamurti",,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d4911,mucuṭṭai,dedr-reflex,f_mxn6unwituuzs,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4912,mucuṇṭar,dedr-reflex,f_oghzjd3mtiplu,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4913,mucumucukkai,dedr-reflex,f_jjnkmdxyghcbc,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4914,*musur-,merriam-pdr,f_2x6re6oermgj2,PDr,"merriam2026dravidiandb[record 5146, DEDR 4914];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d4915,*mucc-,krishnamurti-pfeiffer,,,,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d4916,muñci,dedr-reflex,f_gc2pw6zi77qjg,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4917,munji,dedr-reflex,f_kuzprzexjdtro,Gondi,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4918,muññai,dedr-reflex,f_b44veqlsgsg76,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4919,*muḍ-,merriam-pdr,f_djjyucv2mmnvu,PDr,"merriam2026dravidiandb[record 5151, DEDR 4919];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d4920,muṭalai,dedr-reflex,f_dg4m5kaizhlz6,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4921,*muṬ-,merriam-pdr,f_zsyocdpjco5ko,PDr,"merriam2026dravidiandb[record 5153, DEDR 4921];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d4922,muṭi,dedr-reflex,f_2evufsi2sqoja,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4923,muṭi,dedr-reflex,f_lzq6hal33hdi6,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4924,muṭi-vāṛ̆ai,dedr-reflex,f_j7jlz3jvr4qmu,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4925,muṭuku,dedr-reflex,f_co2bcsceejnqg,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4926,muṭuku,dedr-reflex,f_epcyomix4jirq,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4927,muṭai,dedr-reflex,f_nxqkf4dgop5l4,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4928,muṛmuṛṇ,dedr-reflex,f_w4ejffikad4l6,Kota,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4929,muṭṭattaṉam,dedr-reflex,f_rjosplo4hamte,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4930,muṇṭu,dedr-reflex,f_ddnta26ul3k4m,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4931,muṭṭi,dedr-reflex,f_v6ywqimh6dhie,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4932,*muṭ-,merriam-pdr,f_aj3a5xfu3xcs2,PDr,"merriam2026dravidiandb[record 5164, DEDR 4932];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d4933,*muṛ-,merriam-pdr,f_wacwqtxmwq2cq,PDr,"merriam2026dravidiandb[record 5165, DEDR 4933]",,First source-ordered Merriam database reconstruction classified as PDr.
d4934,muṭṭu,dedr-reflex,f_uojdg733b7jxi,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4935,*muṭ-,merriam-pdr,f_ny4whg2uwsqjy,PDr,"merriam2026dravidiandb[record 5167, DEDR 4935];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d4936,muṭṭu,dedr-reflex,f_t7hsgkdka2ksa,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4937,muṭṭu,dedr-reflex,f_hd67nbkr2nu34,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4938,*munḍ-,merriam-pdr,f_vhbq6t2etagbq,PDr,"merriam2026dravidiandb[record 5170, DEDR 4938]",,First source-ordered Merriam database reconstruction classified as PDr.
d4939,muṭṭai,dedr-reflex,f_3bf7xta4qzbve,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4940,muṭṭai,dedr-reflex,f_tjmrahkfhpex4,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4941,muṭm ( muṭṭ,dedr-reflex,f_ckwj5pkaxsa3a,Kota,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4942,*muḍ-,merriam-pdr,f_q3fdqlaaxxa5w,PDr,"merriam2026dravidiandb[record 5175, DEDR 4942];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d4943,munum,dedr-reflex,f_ask53vm5yr4am,Gondi,dedr;Tr-Gondi,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4944,*mukā,merriam-pdr,f_iuo6x4wkk2jfy,PDr,"merriam2026dravidiandb[record 5177, DEDR 4944]",,First source-ordered Merriam database reconstruction classified as PDr.
d4945,*munḍ-,merriam-pdr,f_j5gzmqktr2kuk,PDr,"merriam2026dravidiandb[record 5178, DEDR 4945]",,First source-ordered Merriam database reconstruction classified as PDr.
d4946,muṇḍi,dedr-reflex,f_y4dk5nsndheo2,Kannada,dedr;Hav-Kannada,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4947,muṇṭu,dedr-reflex,f_j442y33qhoe6o,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4948,*munḍ-,merriam-pdr,f_6qrjrs7qjiqvo,PDr,"merriam2026dravidiandb[record 5181, DEDR 4948];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d4949,munḍru,dedr-reflex,f_swpgrccgonuqk,Kui,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4950,*mod-,merriam-pdr,f_snnfj43usxxge,PDr,"merriam2026dravidiandb[record 5183, DEDR 4950];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d4951,*modal,merriam-pdr,f_vxu6iwnwzlr66,PDr,"merriam2026dravidiandb[record 5184, DEDR 4951]",,First source-ordered Merriam database reconstruction classified as PDr.
d4952,*mōc-/moc-V-ḷ,krishnamurti-pfeiffer,,PDr,krishnamurti,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d4953,*mudir-ai,merriam-pdr,f_jhpnwuep6wess,PDr,"merriam2026dravidiandb[record 5186, DEDR 4953]",,First source-ordered Merriam database reconstruction classified as PDr.
d4954,*mutt-,krishnamurti-pfeiffer,,,,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d4955,*muḍuc- (?),merriam-pdr,f_6rnrovkkzkvsw,PDr,"merriam2026dravidiandb[record 5188, DEDR 4955];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d4956,mutuku,dedr-reflex,f_5swxduowbmuhu,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4957,muttaṭi Triacantʰus,dedr-reflex,f_bvoff7nfygruw,Malayalam,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4958,muttāḷam,dedr-reflex,f_vxxfizpvru7yk,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4959,*muttV,krishnamurti-pfeiffer,,PDr,krishnamurti,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d4960,*mudd-,merriam-pdr,f_7pn7lcfcsb7cg,PDr,"merriam2026dravidiandb[record 5193, DEDR 4960]",,First source-ordered Merriam database reconstruction classified as PDr.
d4961,muttu,dedr-reflex,f_6rzbzgher76cw,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4962,muttai,dedr-reflex,f_2ig6jgxyqzlnm,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4963,muntiri,dedr-reflex,f_ecq7kx6fl6kpa,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4964,muntiri,dedr-reflex,f_wyhcoqz7y3alg,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4965,*munt-,merriam-pdr,f_sruy4rivowjua,PDr,"merriam2026dravidiandb[record 5198, DEDR 4965];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d4966,mummaram,dedr-reflex,f_aeumuaj357ula,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4967,muyal,dedr-reflex,f_e7tbwra3qojuo,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4968,*muc-Vl,krishnamurti-pfeiffer,,PDr,krishnamurti,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d4969,*mūr-,merriam-pdr,f_rzwigph3arvc6,PDr,"merriam2026dravidiandb[record 5202, DEDR 4969];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d4970,murañcu,dedr-reflex,f_4i3oqgyjkkh5e,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d4971,*mur-,merriam-pdr,f_xgqswjapwmj6m,PDr,"merriam2026dravidiandb[record 5204, DEDR 4971];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d4972,*mur-,merriam-pdr,f_z2ldp4av7i4r2,PDr,"merriam2026dravidiandb[record 5205, DEDR 4972];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d4973,*mur-,merriam-pdr,f_kuuojs6r74wfa,PDr,"merriam2026dravidiandb[record 5206, DEDR 4973];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d4974,mural,dedr-reflex,f_4y3rrblrxitgg,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
