Cognateset_ID,Language_ID,Form,Description,Source
13645,Indo-Aryan,*skar,"<html><body><number>13645</number> <b>*skar</b> 'cut, dig, scrape'. [Cf. *<smallcaps>kar-</smallcaps>]",cdial
13646,Indo-Aryan,*skavati,"<html><body><number>13646</number> <b>*skavati</b> 'picks, pokes', <i>skaúti</i> ŚBr., <i>skūyátē</i> MaitrS.[Cf. <i>cōṣkūyátē</i> 'collects' RV., <i>danta-skavana</i>- n. 'picking the teeth' ĀpDh. — √<smallcaps>sku</smallcaps>]",cdial
13647,Indo-Aryan,skavana,<html><body><number>13647</number> <b>skavana</b> n. 'picking' in <i>danta-s°</i> n. 'picking the teeth'ĀpDh. [√<smallcaps>sku</smallcaps>],cdial
13648,Indo-Aryan,*skāndʰika,<html><body><number>13648</number> <b>*skāndhika</b> 'bearing on the shoulder'. [In form cf.<i>skāndhin</i>- 'descendant of Skandha' Pāṇ.gaṇa. — <smallcaps>skandhá-</smallcaps>],cdial
13649,Indo-Aryan,*skāra,<html><body><number>13649</number> <b>*skāra</b> 'live coal'. [Cf. *<smallcaps>kāra-</smallcaps>⁵ and Ir. <i>*skāra</i>- inPsht. <i>skōr</i> EVP 66],cdial
13650,Indo-Aryan,*skuṭyatē,<html><body><number>13650</number> <b>*skuṭyatē</b> 'shrinks'. [√*<smallcaps>skuṭ</smallcaps>],cdial
13651,Indo-Aryan,*skudyatē,<html><body><number>13651</number> <b>*skudyatē</b> 'is thrust'. [√*<smallcaps>skud</smallcaps>],cdial
13652,Indo-Aryan,skúndatē,<html><body><number>13652</number> <b>skúndatē</b> 'leaps' Dhātup. [√<smallcaps>skud</smallcaps>],cdial
13653,Indo-Aryan,*skupanā,<html><body><number>13653</number> <b>*skupanā</b> 'pressing in'. [√*<smallcaps>skup</smallcaps>],cdial
13654,Indo-Aryan,*skupta,<html><body><number>13654</number> <b>*skupta</b> 'pressed in'. [√*<smallcaps>skup</smallcaps>],cdial
13655,Indo-Aryan,*skupti,<html><body><number>13655</number> <b>*skupti</b> 'piercing'. [√*<smallcaps>skup</smallcaps>],cdial
13656,Indo-Aryan,*skupyatē,<html><body><number>13656</number> <b>*skupyatē</b> 'is pressed in'. [√*<smallcaps>skup</smallcaps>],cdial
13657,Indo-Aryan,*skubʰyatē,"<html><body><number>13657</number> <b>*skubhyatē</b> 'is stuck in'. [<i>skubhnāti</i> (Pāṇ.), <i>°nōti</i>(Kāś.) 'stops, hinders'. — √<smallcaps>skubh</smallcaps>]",cdial
13658,Indo-Aryan,*skumpati,<html><body><number>13658</number> <b>*skumpati</b> 'presses in'. [√*<smallcaps>skup</smallcaps>],cdial
13659,Indo-Aryan,*skērayati,"<html><body><number>13659</number> <b>*skērayati</b> 'scatters'. [√*<smallcaps>skr̥̄, √kr̥̄</smallcaps>¹]",cdial
13660,Indo-Aryan,*skōpayati,<html><body><number>13660</number> <b>*skōpayati</b> 'causes to press in'. [√*<smallcaps>skup</smallcaps>],cdial
13661,Indo-Aryan,*skōṣati,"<html><body><number>13661</number> <b>*skōṣati</b> 'plucks out, pokes'. 2. Pp. <b>*skuṣṭa-.</b> 3.Pass. <b>*skuṣyatē.</b> [~ *<smallcaps>kōṣati, *kuṣṭa-, *kuṣyatē.</smallcaps> — Cf. <i>skuṣṭvā</i> 'having removed' ĀpŚr. v.l., <i>niṣkōṣaṇaka</i>- 'serving as a toothpick' Pañcat. (&lt; <i>*niḥ-ṣk°</i>?). — √<smallcaps>skuṣ</smallcaps>]",cdial
13662,Indo-Aryan,skʰadatē,"<html><body><number>13662</number> <b>skhadatē</b> 'cuts', <i>skhā̆dayati</i> Dhātup. [√<smallcaps>skhad</smallcaps>]",cdial
13663,Indo-Aryan,skʰálati,"<html><body><number>13663</number> <b>skhálati</b> 'stumbles' MBh., 'falters' Yājñ., 'blunders'Kāv. [√<smallcaps>skhal</smallcaps>]",cdial
13664,Indo-Aryan,skʰālayati,"<html><body><number>13664</number> <b>skhālayati</b> 'causes to falter' Kum., 'stops' BhP.[√<smallcaps>skhal</smallcaps>]",cdial
13665,Indo-Aryan,*staŋkati,"<html><body><number>13665</number> <b>*staṅkati</b> 'sprinkles'. [Cf. <i>ā́tanakti</i> 'causes to coagulateby throwing one liquid into another' VS.,<i>ātáñcana</i>- n. 'rennet' TS., 'admixture of medicineduring decoction' Car., = <i>pratĭ̄vāpa</i>- lex., Pk. <i>āyaṁcaï</i>, <i>āiṁcaï</i> 'sprinkles'. — √<smallcaps>tañc</smallcaps>]",cdial
13666,Indo-Aryan,stána,"<html><body><number>13666</number> <b>stána</b> m. 'female breast, nipple, udder' RV.",cdial
13667,Indo-Aryan,*stanakīla,"<html><body><number>13667</number> <b>*stanakīla</b> 'breast tumour'. [<smallcaps>stána-, kīla-</smallcaps>]",cdial
13668,Indo-Aryan,stánati,"<html><body><number>13668</number> <b>stánati</b> 'roars' RV., <i>stanáyati</i> 'thunders' RV.,'crackles' AitBr. [√<smallcaps>stan</smallcaps>]",cdial
13669,Indo-Aryan,stanana,"<html><body><number>13669</number> <b>stanana</b> n. 'rumbling' lex., 'sound of a hollowcough' Car. [√<smallcaps>stan</smallcaps>]",cdial
13670,Indo-Aryan,*stanapiḍaka,"<html><body><number>13670</number> <b>*stanapiḍaka</b> 'breast tumour'. [<smallcaps>stána-, piḍaka-</smallcaps>]",cdial
13671,Indo-Aryan,*stanapuṭaka,"<html><body><number>13671</number> <b>*stanapuṭaka</b> 'fold of the udder'. [<smallcaps>stána-, puṭa-</smallcaps>]",cdial
13672,Indo-Aryan,stanāgra,"<html><body><number>13672</number> <b>stanāgra</b> n. 'nipple' lex. [<smallcaps>stána-, ágra-</smallcaps>]",cdial
13673,Indo-Aryan,stanya,<html><body><number>13673</number> <b>stanya</b> n. 'milk' MBh. [<smallcaps>stána-</smallcaps>],cdial
13674,Indo-Aryan,*stanyanīta,"<html><body><number>13674</number> <b>*stanyanīta</b> 'butter'. [<smallcaps>stanya-, nīta-</smallcaps>]",cdial
13675,Indo-Aryan,stábaka,"<html><body><number>13675</number> <b>stábaka</b> m. (n. lex.) 'cluster of flowers, tuft' MBh.,'quantity' lex. [Cf. <smallcaps>stambá-.</smallcaps> — For 'cluster' wordssee *<smallcaps>stu-</smallcaps>³]",cdial
13676,Indo-Aryan,stabdʰa,"<html><body><number>13676</number> <b>stabdha</b> 'firmly fixed' ŚvetUp. 2. 'stiff, paralysed,dull' MBh., 'solidified (as water)' Hariv. [√<smallcaps>stambh</smallcaps>]",cdial
13677,Indo-Aryan,stabdʰi,"<html><body><number>13677</number> <b>stabdhi</b> f. 'fixedness, stupor, numbness' MW. [See<smallcaps>stabdha-. — √stambh</smallcaps>]",cdial
13678,Indo-Aryan,stabʰāyáti,"<html><body><number>13678</number> <b>stabhāyáti</b> 'makes firm, stops' RV. [√<smallcaps>stambh</smallcaps>]",cdial
13679,Indo-Aryan,stabʰitá,<html><body><number>13679</number> <b>stabhitá</b> 'fixed' RV. [√<smallcaps>stambh</smallcaps>],cdial
13680,Indo-Aryan,*stabʰira,"<html><body><number>13680</number> <b>*stabhira</b> 'fixed, firm'. [Cf. <i>stabhi</i>- m. 'rigidity' lex. — √<smallcaps>stambh</smallcaps>]",cdial
13681,Indo-Aryan,stambá,"<html><body><number>13681</number> <b>stambá</b> m. 'tuft or clump of grass, cluster, bunch'AV. [Cf. <smallcaps>stábaka-.</smallcaps> — For 'cluster' words see *<smallcaps>stu-</smallcaps>³]",cdial
13682,Indo-Aryan,stambʰa,"<html><body><number>13682</number> <b>stambha</b> m. 'pillar, post' Kāṭh., <i>°aka</i>- m. Mahāvy.[√<smallcaps>stambh</smallcaps>]",cdial
13683,Indo-Aryan,stámbʰatē,"<html><body><number>13683</number> <b>stámbhatē</b> 'supports, arrests' Dhātup., <i>stambhant</i>- 'supporting' Hariv., <i>stambhayati</i> 'supports' MBh.[Cf. <i>ástabhnāt</i> imperf., <i>tastámbha</i> perf. RV.; — <i>úpastabhāyati</i> RV., <i>pratistabdha</i>- MBh., Pa. <i>upatthambhēti</i>'makes firm', <i>paṭitthambhati</i> 'stands firm against'. — √<smallcaps>stambh</smallcaps>]",cdial
13684,Indo-Aryan,stambʰana,"<html><body><number>13684</number> <b>stambhana</b> 'stopping' MBh., n. 'stiffening' Suśr.,'means of making stiff' Hcat. [√<smallcaps>stambh</smallcaps>]",cdial
13685,Indo-Aryan,stara,<html><body><number>13685</number> <b>stara</b> m. 'layer' Līl. [√<smallcaps>str̥</smallcaps>],cdial
13686,Indo-Aryan,staraṇa,<html><body><number>13686</number> <b>staraṇa</b> n. 'act of strewing' ŚrS. [√<smallcaps>str̥</smallcaps>],cdial
13687,Indo-Aryan,starati,"<html><body><number>13687</number> <b>starati</b> 'strews, covers' MBh., <i>stáratē</i> 'overthrows'RV. [√<smallcaps>str̥</smallcaps>]",cdial
13688,Indo-Aryan,starī́,"<html><body><number>13688</number> <b>starīˊ</b> f. 'barren cow, heifer' RV.",cdial
13689,Indo-Aryan,stavanyà,<html><body><number>13689</number> <b>stavanyà</b> 'to be praised' Suparṇ. [√<smallcaps>stu</smallcaps>¹],cdial
13690,Indo-Aryan,stārayati,"<html><body><number>13690</number> <b>stārayati</b> 'spreads, covers' Bhaṭṭ.",cdial
13691,Indo-Aryan,stāva,<html><body><number>13691</number> <b>stāva</b> m. 'praise' inscr. [<i>stáva</i>- m. RV. — √<smallcaps>stu</smallcaps>¹],cdial
13692,Indo-Aryan,stigʰnutē,<html><body><number>13692</number> <b>stighnutē</b> 'assails' Dhātup. (<i>prástighnuyāt</i> MaitrS.).[√<smallcaps>stigh</smallcaps>],cdial
13693,Indo-Aryan,*stinta,<html><body><number>13693</number> <b>*stinta</b> 'wet'. [~ *<smallcaps>tinta-;</smallcaps> — cf. <i>stimita</i>- 'wet' Naiṣ. — √<smallcaps>stim</smallcaps>],cdial
13694,Indo-Aryan,*stipyati,<html><body><number>13694</number> <b>*stipyati</b> 'drips'. [√<smallcaps>stip</smallcaps>],cdial
13695,Indo-Aryan,stíbʰi,"<html><body><number>13695</number> <b>stíbhi</b> m. 'clump, cluster, bunch' KātyŚr. [Cf.<i>stimbhi</i>- m. lex. — For 'cluster' words see *<smallcaps>stu-</smallcaps>³]",cdial
13696,Indo-Aryan,*stimya,<html><body><number>13696</number> <b>*stimya</b> 'wet'. [<i>stĭ̄myati</i> 'is wet' Dhātup. — √<smallcaps>stim</smallcaps>],cdial
13696a,Indo-Aryan,*stīyatē,<html><body><number>13696a</number> †<b>*stīyatē</b> 'congeals'. [√<smallcaps>styai</smallcaps>],cdial
13697,Indo-Aryan,stúkā,"<html><body><number>13697</number> <b>stúkā</b> f. 'knot or tuft or curl of hair or wool' RV.,'pudendum muliebre' (&lt; '*pubic hair') Nir. [*<smallcaps>stu-</smallcaps>³]",cdial
13698,Indo-Aryan,stutí,<html><body><number>13698</number> <b>stutí</b> f. 'praise' RV. [√<smallcaps>stu</smallcaps>¹],cdial
13699,Indo-Aryan,*stutti,<html><body><number>13699</number> <b>*stutti</b> 'striking'. [√*<smallcaps>stud</smallcaps>],cdial
13700,Indo-Aryan,*stunōti,"<html><body><number>13700</number> <b>*stunōti</b> 'praises'. [Cf. <i>stunvanti</i> 3 pl. BhP., <i>stunvāna</i>- pres. part. Up. — √<smallcaps>stu</smallcaps>¹]",cdial
13701,Indo-Aryan,*stundati,<html><body><number>13701</number> <b>*stundati</b> 'strikes'. 2. Pp. <b>*stunna-.</b> [~ *<smallcaps>tundati. — √*stud</smallcaps>],cdial
13702,Indo-Aryan,*stuba,"<html><body><number>13702</number> <b>*stuba</b> 'tuft, heap'. [Cf. <smallcaps>stumba-. — *stu-</smallcaps>³]",cdial
13703,Indo-Aryan,*stubya,"<html><body><number>13703</number> <b>*stubya</b> 'tuft, heap'. 2. <b>*stōbya-.</b> [*<smallcaps>stuba-</smallcaps>]",cdial
13704,Indo-Aryan,*stubʰita,<html><body><number>13704</number> <b>*stubhita</b> 'stopped'. [√<smallcaps>stubh</smallcaps>²],cdial
13705,Indo-Aryan,*stumba,"<html><body><number>13705</number> <b>*stumba</b> 'tuft, mound'. [*<smallcaps>stu-</smallcaps>³]",cdial
13706,Indo-Aryan,*stumbʰa,<html><body><number>13706</number> <b>*stumbha</b>¹ 'song'. [Cf. <i>stṓbhati</i> 'chants' RV. — √<smallcaps>stubh</smallcaps>¹],cdial
13707,Indo-Aryan,*stumbʰa,<html><body><number>13707</number> <b>*stumbha</b>² 'prop'. [√<smallcaps>stubh</smallcaps>²],cdial
13708,Indo-Aryan,*stumbʰati,<html><body><number>13708</number> <b>*stumbhati</b> 'stops'. [√<smallcaps>stubh</smallcaps>²],cdial
13709,Indo-Aryan,stuva,<html><body><number>13709</number> <b>stuva</b> see *<smallcaps>thōba-.</smallcaps><div><p><hw></hw></p></div></body></html>,cdial
13710,Indo-Aryan,stū́pa,"<html><body><number>13710</number> <b>stūˊpa</b> m. 'tuft of hair, crest' RV., 'mound' Hcat.,'main beam of house' ĀpGr̥. [*<smallcaps>stu-</smallcaps>³]",cdial
13711,Indo-Aryan,*stūpya,<html><body><number>13711</number> <b>*stūpya</b> 'pile'. 2. <b>*stōpya-</b> 'tuft'. [<i>stūpyati</i> 'heapsup' Dhātup. — <smallcaps>stūˊpa-</smallcaps>],cdial
13712,Indo-Aryan,*stūbʰa,"<html><body><number>13712</number> <b>*stūbha</b> 'mound, pillar'. [*<smallcaps>stu-</smallcaps>³]",cdial
13713,Indo-Aryan,stŕ̩,"<html><body><number>13713</number> <b>stŕ̥-,</b> inst. pl. <i>stŕ̥bhiḥ</i> 'star' RV. [Cf. <i>tā́raḥ</i> nom. pl.RV.: <smallcaps>tārā-</smallcaps>]",cdial
13714,Indo-Aryan,*str̩ta,<html><body><number>13714</number> <b>*str̥ta</b> 'strewn'. [Cf. Pa. <i>otthaṭa</i>- &lt; <i>*avastr̥ta</i>-. — √<smallcaps>str̥</smallcaps>],cdial
13715,Indo-Aryan,stŕ̩ti,"<html><body><number>13715</number> <b>stŕ̥ti</b> f. 'overthrowing' TS., 'act of bestrewing' Vop.[√<smallcaps>str̥</smallcaps>]",cdial
13716,Indo-Aryan,str̩tya,<html><body><number>13716</number> <b>str̥tya</b> '*to be strewn' ('to be overthrown' AitBr.).[√<smallcaps>str̥</smallcaps>],cdial
13717,Indo-Aryan,stēná,<html><body><number>13717</number> <b>stēná</b> m. 'thief' RV.,cdial
13718,Indo-Aryan,stēnayati,<html><body><number>13718</number> <b>stēnayati</b> 'steals' Mn. [<smallcaps>stēná-</smallcaps>],cdial
13719,Indo-Aryan,*stēpa,"<html><body><number>13719</number> <b>*stēpa</b> 'drop'. 2. <b>*stipa-.</b> [Cf. <i>stḗpatē</i> 'drips, drops,oozes' Dhātup. ~ <i>tēpati</i> 'sprinkles' Dhātup. — √<smallcaps>stip</smallcaps>]",cdial
13720,Indo-Aryan,stōká,"<html><body><number>13720</number> <b>stōká</b> m. 'drop' RV., <i>stōkam</i> adv. 'gradually, a little'MBh. [√*<smallcaps>stu</smallcaps>²]",cdial
13721,Indo-Aryan,stṓkya,<html><body><number>13721</number> <b>stṓkya</b> 'relating to drops' TBr. (~ <i>stōkīˊya</i>- ŚBr.).[<smallcaps>stōká-</smallcaps>],cdial
13722,Indo-Aryan,*stōkra,<html><body><number>13722</number> <b>*stōkra</b> 'a little'. [<smallcaps>stōká-</smallcaps>],cdial
13723,Indo-Aryan,*stōpyatē,<html><body><number>13723</number> <b>*stōpyatē</b> 'is obstructed'. [~ *<smallcaps>tōpyatē. — √*stup</smallcaps>],cdial
13724,Indo-Aryan,stṓbʰatē,"<html><body><number>13724</number> <b>stṓbhatē</b> 'stops, makes stop, paralyses' Dhātup.2. Pass. <b>*stōbhyatē.</b> [<i>stōbha</i>- m. 'paralysis' Nalac. — √<smallcaps>stubh</smallcaps>²]",cdial
13725,Indo-Aryan,*stōbʰya,"<html><body><number>13725</number> <b>*stōbhya</b> 'tuft, heap'. [*<smallcaps>stūbha-</smallcaps>]",cdial
13726,Indo-Aryan,stṓma,"<html><body><number>13726</number> <b>stṓma</b>¹ m. 'praise, hymn' RV. [√<smallcaps>stu</smallcaps>¹]",cdial
13727,Indo-Aryan,stōma,"<html><body><number>13727</number> <b>stōma</b>² m. 'heap, mass' Kāv., n. 'riches, head, corn'lex. [*<smallcaps>stu-</smallcaps>³]",cdial
13728,Indo-Aryan,stōmayati,<html><body><number>13728</number> <b>stōmayati</b> 'praises' Dhātup. [<smallcaps>stṓma-</smallcaps>¹],cdial
13729,Indo-Aryan,*styātatr̩pra,"<html><body><number>13729</number> <b>*styātatr̥pra</b> 'congealed sour milk'. [*<smallcaps>styāta-,*tr̥pra-</smallcaps>³]",cdial
13730,Indo-Aryan,*styātadugdʰa,"<html><body><number>13730</number> <b>*styātadugdha</b> 'coagulated milk'. [*<smallcaps>styāta-, dugdhá-</smallcaps>]",cdial
13731,Indo-Aryan,styāna,"<html><body><number>13731</number> <b>styāna</b> 'coagulated' Suśr., n. 'density' lex.2. <b>*stīna-</b>. 3. <b>*styainya-</b> (cf. <i>styēna</i>- n. 'nectar' lex.?).[~ *<smallcaps>styāta-. — √styai</smallcaps>]",cdial
13732,Indo-Aryan,*styānadugdʰa,"<html><body><number>13732</number> <b>*styānadugdha</b> 'coagulated milk'. [<smallcaps>styāna-, dugdhá-</smallcaps>]",cdial
13733,Indo-Aryan,*styāya,<html><body><number>13733</number> <b>*styāya</b> 'coagulation'. [Cf. <smallcaps>saṁstyāya-. — √styai</smallcaps>],cdial
13734,Indo-Aryan,strī́,"<html><body><number>13734</number> <b>strīˊ</b> f. 'woman, wife' RV.",cdial
13735,Indo-Aryan,strīmaya,"<html><body><number>13735</number> <b>strīmaya-,</b> f. <i>°yī</i>- 'woman's' BhP. [<smallcaps>strīˊ-, maya-</smallcaps>]",cdial
13735a,Indo-Aryan,*strīmātrī,"<html><body><number>13735a</number> <b>*strīmātrī-</b> 'woman'. [~ <smallcaps>manuṣyamātra-. — strīˊ-, mā́trā-</smallcaps>]",cdial
13736,Indo-Aryan,*straika,"<html><body><number>13736</number> <b>*straika</b> 'female', <i>*straikī</i>- 'woman'. [Cf. <i>straíṇa</i>- 'female' RV. and -<i>strīka</i>- in cmpds. Kālid. — <smallcaps>strīˊ-</smallcaps>]",cdial
13737,Indo-Aryan,*stʰakk,"<html><body><number>13737</number> <b>*sthakk</b> 'stop, halt'. [Cf. <i>sthagita-gir</i>- 'with speechimpeded' BhP., <i>sthagayati</i> 'hides' Dhātup., *<smallcaps>sthagha-,</smallcaps>but relationship with √<smallcaps>sthā,</smallcaps> though probable, is notclear]",cdial
13738,Indo-Aryan,*stʰagʰa,"<html><body><number>13738</number> <b>*sthagha</b> 'resting-place, base'. [Cf. <i>sthagaṇā</i>- f. 'theearth' lex., <smallcaps>sthāgha-</smallcaps> and *<smallcaps>sthakk-</smallcaps>]",cdial
13739,Indo-Aryan,stʰaṇḍila,"<html><body><number>13739</number> <b>sthaṇḍila</b> n. 'bare open ground' MBh., 'suchground prepared for performance of sacrifice' ŚāṅkhBr.,<i>sthaṇḍilya</i>- n. ChUp.",cdial
13740,Indo-Aryan,stʰapáti,"<html><body><number>13740</number> <b>sthapáti</b> m. 'chief, chariot-driver of king(?)' AV.,'carpenter, wheelwright' MBh. [<smallcaps>sthā-, páti- ?</smallcaps>]",cdial
13741,Indo-Aryan,*stʰara,<html><body><number>13741</number> <b>*sthara</b> 'firm'. [Cf. *<smallcaps>sthāra-</smallcaps> esp. in mng. 'cold'. — √*<smallcaps>sthar</smallcaps>],cdial
13742,Indo-Aryan,*stʰarati,<html><body><number>13742</number> <b>*stharati</b>¹ 'is firm'. 2. <b>*sthārayati</b> 'makes firm'.[<i>sthálati</i> Dhātup. — For mng. 'is firm — is cold' cf.<smallcaps>stabdha-. — √*sthar</smallcaps>],cdial
13743,Indo-Aryan,*stʰarati,"<html><body><number>13743</number> <b>*stharati</b>² 'looks at, sees'. [→ Par. <i>thâr</i>- 'to observe'IIFL i 293. — Cf. OHG. <i>starēn</i> 'to stare, keep eyesfixed on' (IE. <i>ster</i>- WP 628): poss. same as *<smallcaps>stharati</smallcaps>¹]",cdial
13744,Indo-Aryan,stʰála,"<html><body><number>13744</number> <b>sthála</b> n. 'dry land' TS., 'ground, place' Mn., 'flatsurface, roof' Kālid., <i>sthálā</i>- f. 'heap of earth' TS.,<i>sthalī</i>- f. 'eminence, tableland' MBh. [√<smallcaps>sthal</smallcaps>]",cdial
13745,Indo-Aryan,*stʰalya,<html><body><number>13745</number> <b>*sthalya</b> 'being on the level ground'. [<smallcaps>sthála-</smallcaps>],cdial
13746,Indo-Aryan,stʰávi,"<html><body><number>13746</number> <b>sthávi</b> m. 'sack, bag' lex.",cdial
13747,Indo-Aryan,stʰávira,"<html><body><number>13747</number> <b>sthávira</b> 'broad, thick, strong' RV. 2. 'old, venerable'ŚBr. [~ <smallcaps>sthūrá-</smallcaps>]",cdial
13748,Indo-Aryan,stʰāgʰa,"<html><body><number>13748</number> <b>sthāgha</b> m. 'base, bottom, ford, shallow' lex.,<i>sthāgaṁ labhatē</i> 'is established' Lüders Bruchstücke,Hemac. [Cf. *<smallcaps>sthagha-</smallcaps>]",cdial
13749,Indo-Aryan,*stʰāgʰya,"<html><body><number>13749</number> <b>*sthāghya</b> 'bottom, base'. [<smallcaps>sthāgha-</smallcaps>]",cdial
13750,Indo-Aryan,stʰāṇú,"<html><body><number>13750</number> <b>sthāṇú</b> m. 'obstacle, stump' RV., 'tree-root, loppedtree' AV.com., 'motionless object (n. Mn.), post'MaitrUp.",cdial
13751,Indo-Aryan,stʰātavya,<html><body><number>13751</number> <b>sthātavya</b> 'to be stood in' MBh. [√<smallcaps>sthā</smallcaps>],cdial
13752,Indo-Aryan,*stʰāti,"<html><body><number>13752</number> <b>*sthāti</b> 'stands'. [Cf. aor. <i>ásthāt</i> RV., Pa. <i>aṭṭhā</i>. — √<smallcaps>sthā</smallcaps>]",cdial
13752a,Indo-Aryan,stʰātrá,"<html><body><number>13752a</number> †<b>sthātrá-</b> n. 'station, place' RV. [√<smallcaps>sthā</smallcaps>]",cdial
13753,Indo-Aryan,stʰā́na,"<html><body><number>13753</number> <b>sthā́na</b> n. 'firm stance' AV., 'place of abode' RV.,'shape, form' VarBr̥S., <i>sthānaka</i>- n. 'position, place'MBh. 2. <b>*sthānya-</b> (~ <i>sthānīya</i>- n. 'town' lex.).[√<smallcaps>sthā</smallcaps>]",cdial
13753a,Indo-Aryan,stʰānavant,<html><body><number>13753a</number> †<b>sthānavant-</b> 'well-founded (of doubt)' Nyāyas.[<smallcaps>sthā́na-</smallcaps>],cdial
13754,Indo-Aryan,stʰānāntara,"<html><body><number>13754</number> <b>sthānāntara</b> n. 'another place' MW., '*change ofposition'. [<smallcaps>sthā́na-, ántara-</smallcaps>²]",cdial
13755,Indo-Aryan,stʰāpana,"<html><body><number>13755</number> <b>sthāpana</b> n. 'causing to stand' Suśr., 'storage ofgrain' Kr̥ṣis., 'fastening' BhP., <i>°nā</i>- f. 'supporting'MBh. [√<smallcaps>sthā</smallcaps>]",cdial
13756,Indo-Aryan,stʰāpáyati,"<html><body><number>13756</number> <b>sthāpáyati</b> 'causes to stand, establishes' ŚBr., 'appoints' Mn., 'causes to be, makes' ŚvetUp. [√<smallcaps>sthā</smallcaps>]",cdial
13757,Indo-Aryan,stʰāpita,<html><body><number>13757</number> <b>sthāpita</b> 'made to stand' R. [√<smallcaps>sthā</smallcaps>],cdial
13758,Indo-Aryan,*stʰāpti,<html><body><number>13758</number> <b>*sthāpti</b> 'placing'. [<smallcaps>sthāpáyati</smallcaps>],cdial
13758a,Indo-Aryan,stʰāpya,"<html><body><number>13758a</number> †<b>sthāpya-</b> 'to be placed on' Yājñ. — See *<smallcaps>ṭhapp,*thapp-.</smallcaps> [√<smallcaps>sthā</smallcaps>]",cdial
13759,Indo-Aryan,stʰāpyatē,"<html><body><number>13759</number> <b>sthāpyatē</b> 'is instituted, is erected' Br. [√<smallcaps>sthā</smallcaps>]",cdial
13760,Indo-Aryan,stʰā́man,"<html><body><number>13760</number> <b>sthā́man</b> n. 'station, place' RV., 'strength' Bālar.[√<smallcaps>sthā</smallcaps>]",cdial
13761,Indo-Aryan,*stʰāmya,<html><body><number>13761</number> <b>*sthāmya</b> 'placed'. [<smallcaps>sthā́man-</smallcaps>],cdial
13762,Indo-Aryan,stʰāya,"<html><body><number>13762</number> <b>sthāya</b> m. 'station' (= <i>sthā́man</i>- lex.), <i>sthāyā</i>- f.'earth' lex. [Cf. <i>jala-sthāya</i>- m. 'pond' MBh. — √<smallcaps>sthā</smallcaps>]",cdial
13763,Indo-Aryan,stʰāyitva,<html><body><number>13763</number> <b>sthāyitva</b> n. 'permanence' Suśr. [<smallcaps>sthā́yin-</smallcaps>],cdial
13764,Indo-Aryan,stʰā́yin,"<html><body><number>13764</number> <b>sthā́yin</b> 'standing' MBh., 'lasting' ĀśvGr̥S. [√<smallcaps>sthā</smallcaps>]",cdial
13765,Indo-Aryan,*stʰāra,"<html><body><number>13765</number> <b>*sthāra</b> 'firm, firmness'. [Cf. *<smallcaps>sthara-.</smallcaps> In mng'cold, frost' cf. <smallcaps>stabdha-</smallcaps> and <i>ṭhāra</i>- m. 'hoarfrost'KātyŚr.com. (MIA. form &lt; <i>*sthāra</i>- ?). PMWS 136<i>ṭhāra</i>- with <i>túṣāra</i>- ← Mu. W. Wüst RM 3, 10 considersit non-Aryan alteration and compares <i>śarád</i>- (ifso, cf. rather *<smallcaps>śyāra-</smallcaps>). — √*<smallcaps>sthar</smallcaps>]",cdial
13766,Indo-Aryan,stʰālī́,"<html><body><number>13766</number> <b>sthālīˊ</b> f. 'earthen dish', <i>sthā́la</i>- (<i>°lá</i>-) n. ŚrS., <i>sthālī</i>- f.'hollow of a tooth' Yājñ.",cdial
13767,Indo-Aryan,stʰāvará,"<html><body><number>13767</number> <b>sthāvará</b> 'stationary, fixed' TS., 'firm, constant' R.,n. 'any stationary object' MBh., 'real estate' Yājñ.[√<smallcaps>sthā</smallcaps>]",cdial
13768,Indo-Aryan,stʰitá,"<html><body><number>13768</number> <b>sthitá</b> 'standing, settled' ŚBr. [√<smallcaps>sthā</smallcaps>]",cdial
13769,Indo-Aryan,stʰíti,"<html><body><number>13769</number> <b>sthíti</b> f. 'standing upright, continued existence'MBh., 'settled rule' ŚBr., 'high rank' Mn., 'steadiness'R. [√<smallcaps>sthā</smallcaps>]",cdial
13770,Indo-Aryan,*stʰitika,"<html><body><number>13770</number> <b>*sthitika</b> 'firm, lasting'. [<smallcaps>sthíti-</smallcaps>]",cdial
13771,Indo-Aryan,stʰirá,"<html><body><number>13771</number> <b>sthirá</b> 'firm, hard, strong, durable' RV. [~ <i>*sthara</i>-. — √*<smallcaps>sthar</smallcaps>]",cdial
13772,Indo-Aryan,*stʰiryati,<html><body><number>13772</number> <b>*sthiryati</b> 'becomes firm'. [<smallcaps>sthirá-</smallcaps>],cdial
13773,Indo-Aryan,stʰīyátē,<html><body><number>13773</number> <b>sthīyátē</b> with inst. of subject 'stands' MBh. [√<smallcaps>sthā</smallcaps>],cdial
13774,Indo-Aryan,stʰū́ṇā,"<html><body><number>13774</number> <b>sthūˊṇā</b> 'post, pillar' RV.",cdial
13775,Indo-Aryan,stʰūrá,"<html><body><number>13775</number> <b>sthūrá</b> 'big, strong' RV., m. du. 'parts of a horse' VS.('buttocks, ankles' com., 'lower part of thigh' lex.).[~ <smallcaps>sthūlá-;</smallcaps> — cf. <smallcaps>sthavirá-</smallcaps>]",cdial
13776,Indo-Aryan,stʰūlá,"<html><body><number>13776</number> <b>sthūlá</b> 'large, thick, stout' AV. [~ <smallcaps>sthūrá-</smallcaps>]",cdial
