ID,Name,Language_ID,Description,Etyma
13282,sarṣapataila,Indo-Aryan,"<html><body><number>13282</number> <b>sarṣapataila</b> n. 'mustard-seed oil' Suśr. [<smallcaps>sarṣápa-, tailá-</smallcaps>]",
13283,salajja,Indo-Aryan,<html><body><number>13283</number> <b>salajja</b> 'feeling shame' Kathās. [<smallcaps>lajjā-</smallcaps>],
13284,sálati,Indo-Aryan,"<html><body><number>13284</number> <b>sálati</b> intr. 'moves' Dhātup. [~ <smallcaps>sárati, śálati¹",
13285,*salana,Indo-Aryan,<html><body><number>13285</number> <b>*salana</b> 'moving'. [~ <i>saráṇa</i>- 'running' Pāṇ,
13286,salavaṇa,Indo-Aryan,"<html><body><number>13286</number> <b>salavaṇa</b> 'having salt' VarBr̥S. [<smallcaps>sa-², lavaṇá-</smallcaps>]",
13287,salasala,Indo-Aryan,"<html><body><number>13287</number> <b>salasala</b> 'going, moving' lex. [~ <smallcaps>sarasara-",
13288,salilá,Indo-Aryan,"<html><body><number>13288</number> <b>salilá</b> n. 'water, sea' RV., <i>sarirá</i>- n. VS. [√<smallcaps>sal, √sr̥</smallcaps>]",
13289,savati,Indo-Aryan,"<html><body><number>13289</number> <b>savati</b> 'bears, gives birth to' Dhātup. [<i>sū́tē</i> RV., inf. <i>sávitavē</i> AV., <i>prasavati</i> MBh",
13290,*savāra,Indo-Aryan,"<html><body><number>13290</number> <b>*savāra</b> 'in good time'. [Semant. cf. <smallcaps>sakāla-, *savēla-",
13291,*savēla,Indo-Aryan,"<html><body><number>13291</number> <b>*savēla</b> 'in time, early'. [Semant. cf. <smallcaps>sakāla-, *savāra-",
13292,savyá,Indo-Aryan,<html><body><number>13292</number> <b>savyá</b> 'lefthand' RV.,
13292a,*savyāntika,Indo-Aryan,<html><body><number>13292a</number> <b>*savyāntika-</b> 'lefthand'. [Cf. *<smallcaps>kharvānta-,
13293,sáścati,Indo-Aryan,"<html><body><number>13293</number> <b>sáścati</b> (3 pl.) 'follow, favour, obey' RV. [√<smallcaps>sac</smallcaps>]",
13294,sasá,Indo-Aryan,"<html><body><number>13294</number> <b>sasá</b> m. 'grain, food' RV.",
13295,sasyá,Indo-Aryan,"<html><body><number>13295</number> <b>sasyá</b> n. 'grain, fruit' AV. [<smallcaps>sasá-</smallcaps>]",
13296,*sasyati,Indo-Aryan,<html><body><number>13296</number> <b>*sasyati</b> 'sleeps'. [<i>sásti</i> RV,
13297,sahá,Indo-Aryan,"<html><body><number>13297</number> <b>sahá</b>¹ 'together with', <i>sadha</i>- in cmpds. RV.",
13298,sahá,Indo-Aryan,<html><body><number>13298</number> <b>sahá</b>² 'strong' RV. [√<smallcaps>sah</smallcaps>],
13299,sahakāra,Indo-Aryan,<html><body><number>13299</number> <b>sahakāra</b>¹ m. 'assistance' Kusum. [<i>sahakāritva</i>- n. TS,
13300,sahakāra,Indo-Aryan,"<html><body><number>13300</number> <b>sahakāra</b>² m. 'a kind of fragrant mango tree' MBh., 'its juice' VarBr̥S., n. 'its blossom' Hariv.",
13301,sahacārá,Indo-Aryan,"<html><body><number>13301</number> <b>sahacārá</b> m. 'going together' AV., <i>sahacārin</i>- m. 'companion' MBh. [<smallcaps>sahá¹, cāra-</smallcaps>¹]",
13302,sahajā́,Indo-Aryan,"<html><body><number>13302</number> <b>sahajā́</b> 'born together' RV., <i>°já</i>- TS., m. 'full brother' lex., <i>sahajāta</i>- 'born together' Kathās. [<smallcaps>sahá¹, jā́-</smallcaps> and <smallcaps>jātá-</smallcaps>]",
13303,sahatā,Indo-Aryan,<html><body><number>13303</number> <b>sahatā</b> f. 'power of endurance' Kathās. [<smallcaps>sahá-</smallcaps>²],
13304,sáhatē,Indo-Aryan,"<html><body><number>13304</number> <b>sáhatē</b> 'conquers' RV., 'bears, suffers' AV., <i>sáhati</i> 'is powerful' RV., 'is able' MBh. [√<smallcaps>sah</smallcaps>]",
13305,sahana,Indo-Aryan,"<html><body><number>13305</number> <b>sahana</b> n. 'endurance, patience' MārkP. [√<smallcaps>sah</smallcaps>]",
13306,sáhas,Indo-Aryan,<html><body><number>13306</number> <b>sáhas</b> n. 'strength' RV. [√<smallcaps>sah</smallcaps>],
13307,sahásra,Indo-Aryan,<html><body><number>13307</number> <b>sahásra</b> n. '1000' RV.,
13308,sahasrín,Indo-Aryan,"<html><body><number>13308</number> <b>sahasrín-,</b> <i>sahasríya</i>- 'numbering 1000' RV., <i>sahasrī́ya</i>- MaitrS. (<i>varṣasahasrīya</i>-, <i>°rika</i>- MBh.). [<smallcaps>sahásra-</smallcaps>]",
13309,sahāya,Indo-Aryan,"<html><body><number>13309</number> <b>sahāya</b> m. 'companion, helper' Mn. [<smallcaps>sahá¹, √i</smallcaps>²]",
13310,sahita,Indo-Aryan,"<html><body><number>13310</number> <b>sahita</b> 'accompanying' KātyŚr., 'accompanied by', <i>sahitam</i> with inst. 'together with' MBh. [Rather with Pān.vārtt. <smallcaps>sa-²+hitá-</smallcaps> than der. <smallcaps>sahá</smallcaps>¹]",
13311,*sahu,Indo-Aryan,<html><body><number>13311</number> <b>*sahu</b> 'strong'. [Cf. <i>sahúri</i>- RV,
13312,sahōdara,Indo-Aryan,"<html><body><number>13312</number> <b>sahōdara</b> 'co-uterine' Mn. [<smallcaps>sahá¹, udára-</smallcaps>]",
13313,sāṁgʰika,Indo-Aryan,<html><body><number>13313</number> <b>sāṁghika</b> m. 'member of a community of monks Buddh. [<smallcaps>saṁghá-</smallcaps>],
13314,*sāṁdʰika,Indo-Aryan,<html><body><number>13314</number> <b>*sāṁdhika</b> 'making holes'. [<smallcaps>saṁdhí-</smallcaps>],
13315,sāṁdʰyá,Indo-Aryan,<html><body><number>13315</number> <b>sāṁdhyá</b> 'pertaining to evening' Kālid. [<smallcaps>saṁdhyā́-</smallcaps>],
13316,sāṁpratam,Indo-Aryan,"<html><body><number>13316</number> <b>sāṁpratam</b> 'presently, now' MBh. [<smallcaps>saṁpratí</smallcaps>]",
13317,*sāṁmukʰa,Indo-Aryan,<html><body><number>13317</number> <b>*sāṁmukha</b> 'being face to face'. [Cf. <i>sāṅmukhī</i>- (<i>tithi</i>-) Pur. = <i>sāṁm°</i>; <i>sāṁmukhya</i>- n. 'the being face to face' Sāh,
13318,sāṁśa,Indo-Aryan,"<html><body><number>13318</number> <b>sāṁśa</b> 'having or consisting of parts or shares' Sāṁkhyapr. [<smallcaps>sa-², áṁśa-</smallcaps>]",
13319,sākám,Indo-Aryan,"<html><body><number>13319</number> <b>sākám</b> 'jointly, with' RV. [√<smallcaps>añc</smallcaps>]",
13320,sākṣara,Indo-Aryan,"<html><body><number>13320</number> <b>sākṣara</b> 'containing letters' lex., 'eloquent' Kāv. [<smallcaps>sa-² akṣára-</smallcaps>]",
13321,sākṣin,Indo-Aryan,"<html><body><number>13321</number> <b>sākṣin</b> m. 'witness' Gaut. (-<i>ika</i>- in adj. cmpds. e.g. <i>asākṣika</i>- 'unattested' Mn.), <i>sākṣi</i>- m. R. [Cf. <i>sākṣa</i>-, in <i>sākṣā́t</i> 'manifestly' AV., misspelt (?) as <i>sākṣya</i>- 'visible' BhP. ~ <smallcaps>samakṣá-",
13322,sākṣya,Indo-Aryan,"<html><body><number>13322</number> <b>sākṣya</b> n. 'evidence' Mn. 2. <b>*sākṣiya-.</b> 3. <b>*sākṣī-</b> (morph. cf. <i>sāmagrī</i>- ~ <i>sāmagrya</i>-, see <smallcaps>sākhiya-</smallcaps>). [Der. from <smallcaps>sākṣa-</smallcaps> in <i>sākṣā́t</i> rather than from <smallcaps>sākṣín-</smallcaps>]",
13323,sākʰiya,Indo-Aryan,"<html><body><number>13323</number> <b>sākhiya</b> (metr.), <i>sākhyá</i>- n. 'association, party' RV., 'friendship' Mahāv. [<smallcaps>sákhi-</smallcaps>]",
13324,sākʰilya,Indo-Aryan,<html><body><number>13324</number> <b>sākhilya</b> n. 'friendship' Mahāv. [<smallcaps>sakhila-</smallcaps>],
13325,sāgara,Indo-Aryan,<html><body><number>13325</number> <b>sāgara</b> m. 'ocean' Mn.,
13326,*sāgōtriya,Indo-Aryan,<html><body><number>13326</number> <b>*sāgōtriya</b> 'kinship'. [<smallcaps>sagōtra-</smallcaps>],
13327,sāŋgá,Indo-Aryan,"<html><body><number>13327</number> <b>sāṅgá</b> (<i>sā́ṅga</i>- ŚBr.) 'together with the limbs' AV., 'complete' MBh. [<smallcaps>sa-², áṅga-</smallcaps>¹]",
13328,*sāŋgaka,Indo-Aryan,<html><body><number>13328</number> <b>*sāṅgaka</b> 'relating to a company'. [<smallcaps>saṅgá-</smallcaps>],
13329,sācī́,Indo-Aryan,"<html><body><number>13329</number> <b>sācī́</b> 'aside' RV., <i>sāci</i> 'sideways' Kir. [Cf. <i>sācīkr̥ta</i>- 'turned aside' MBh., <i>sācīna</i>- 'approaching sideways' Pat.]",
13330,*sājjanya,Indo-Aryan,<html><body><number>13330</number> <b>*sājjanya</b> 'collection of good men'. [<smallcaps>sajjana-</smallcaps>²],
13331,sā́ṇḍa,Indo-Aryan,"<html><body><number>13331</number> <b>sā́ṇḍa</b> 'uncastrated (of bull)' MaitrS. 2. <b>*ṣāṇḍha-.</b> 3. <b>*sāṇḍha-.</b> [Cf. <i>ṣaṇḍa</i>- m. 'entire bull dedicated to Śiva' MBh., <i>ṣaṇḍa</i>-, <i>saṇḍa</i>-, <i>sāṇḍa</i>-, <i>ṣaṇḍha</i>-, <i>śaṇḍha</i>- m. 'entire bull'; <i>ṣāṇḍa</i>-, <i>ṣaṇḍha</i>- 'name of Śiva' lex.; <smallcaps>saṇḍhikā-</smallcaps> f. 'camel' Pañcad",
13332,sātí,Indo-Aryan,"<html><body><number>13332</number> <b>sātí</b>¹ f. 'winning, gaining' RV. [√<smallcaps>san</smallcaps>]",
13333,sāti,Indo-Aryan,"<html><body><number>13333</number> <b>sāti</b>² f. 'end, destruction' lex. [Prob. for <i>*śāti</i>-, cf. <i>śāta</i>- m. 'falling out' Suśr., <i>śātita</i>- 'destroyed' MBh",
13333a,sādʰaka,Indo-Aryan,"<html><body><number>13333a</number> †<b>sādhaka-</b> 'effective, conclusive' MBh. [√<smallcaps>sādh</smallcaps>]",
13334,sā́dʰana,Indo-Aryan,"<html><body><number>13334</number> <b>sā́dhana</b> 'furthering' RV., n. 'subduing, completion' MBh., 'goods' R. [√<smallcaps>sādh</smallcaps>]",
13335,sādʰáyati,Indo-Aryan,"<html><body><number>13335</number> <b>sādháyati</b> 'prepares, accomplishes' RV., <i>°tē</i> 'procures' ŚBr. [√<smallcaps>sādh</smallcaps>]",
13336,sādʰarmika,Indo-Aryan,<html><body><number>13336</number> <b>sādharmika</b> m. 'one of the same faith' HPariś. [<smallcaps>sadharma-</smallcaps>],
13337,sādʰú,Indo-Aryan,"<html><body><number>13337</number> <b>sādhú</b> 'straight, right' RV., 'good, virtuous' ŚBr., m. 'good man' ŚBr., 'holy man' Kālid., 'moneylender' lex. 2. <b>sādhú</b> adv. 'well done!' ŚBr. [√<smallcaps>sādh</smallcaps>]",
13338,sādʰutara,Indo-Aryan,<html><body><number>13338</number> <b>sādhutara</b> 'better' Kāv. [<smallcaps>sādhú-</smallcaps>).,
13339,sādʰnṓti,Indo-Aryan,<html><body><number>13339</number> <b>sādhnṓti</b> 'accomplishes' Dhātup. [Cf. <i>sadhnōti</i> JaimBr,
13340,sā́nu,Indo-Aryan,"<html><body><number>13340</number> <b>sā́nu-,</b> inst. <i>snúnā</i> 'mountain top, ridge' RV. 2. <b>*sanu-.</b>",
13341,*sānuvākāra,Indo-Aryan,"<html><body><number>13341</number> <b>*sānuvākāra</b> 'mountain-shaped, cloud'. [Semant. cf. <i>párvata</i>-, <i>girí</i>- interpreted as 'cloud' in Naigh. and Sāy",
13342,sāpatná,Indo-Aryan,"<html><body><number>13342</number> <b>sāpatná</b> 'of a rival' AV., 'born of a co-wife', m. 'halfbrother' R. [<smallcaps>sapátnī-</smallcaps>]",
13343,sā́pta,Indo-Aryan,"<html><body><number>13343</number> <b>sā́pta</b> (<i>sāptá</i>-) n. 'the number 7, group of 7' RV. [<smallcaps>saptá</smallcaps>]",
13344,*sāptānna,Indo-Aryan,"<html><body><number>13344</number> <b>*sāptānna</b> 'consisting of seven kinds of grain'. [<smallcaps>sā́pta-, ánna-</smallcaps>]",
13344a,sābʰijñāna,Indo-Aryan,"<html><body><number>13344a</number> †<b>sābhijñāna-</b> adj. 'with a token of recognition' Kālid. [<smallcaps>sa-², abhijñāna-</smallcaps>]",
13345,sāma,Indo-Aryan,"<html><body><number>13345</number> <b>sāma</b>² 'connected with indigestion' Car., 'undigested' Bhpr. [<smallcaps>sa-², āmá-</smallcaps>]",
13346,sāmaka,Indo-Aryan,"<html><body><number>13346</number> <b>sāmaka</b> '*even, *level' (n. 'principal of a debt' Viṣṇ.), <i>sāma</i>-¹ n. 'likeness, sameness' lex. [<smallcaps>samá-</smallcaps>¹]",
13347,sāmagrya,Indo-Aryan,"<html><body><number>13347</number> <b>sāmagrya-,</b> <i>*sāmagriya</i>- n. 'complete collections, goods, baggage, the whole bag of tricks' MBh., <i>sāmagrī</i>- f. Rājat. [<smallcaps>sámagra-</smallcaps>]",
13348,sāmanta,Indo-Aryan,"<html><body><number>13348</number> <b>sāmanta</b> 'being on all sides' KātyŚr., m. 'neighbour' Kāṭh., 'vassal, chief of a district' Mn.; n. 'neighbourhood' Mn. [<smallcaps>sámanta-</smallcaps>]",
13349,sāmantapāla,Indo-Aryan,"<html><body><number>13349</number> <b>sāmantapāla</b> m. 'name of a partic. king' Campak. [<smallcaps>sāmanta-, pālá-</smallcaps>]",
13350,sāmantarāja,Indo-Aryan,"<html><body><number>13350</number> <b>sāmantarāja</b> '*border chieftain' (nom. prop. Cat.). [<smallcaps>sāmanta-, rā́jan-</smallcaps>]",
13351,sāmānya,Indo-Aryan,"<html><body><number>13351</number> <b>sāmānya</b> 'equal, alike', n. 'equality' MBh. 2. <b>*sāmāniya-.</b> [<smallcaps>samāná-</smallcaps>]",
13352,sāmbʰara,Indo-Aryan,<html><body><number>13352</number> <b>sāmbhara</b> n. 'a kind of salt' lex. [<smallcaps>sambhara-</smallcaps>],
13353,sāyá,Indo-Aryan,"<html><body><number>13353</number> <b>sāyá</b> n. 'evening' ŚBr., <i>sāyám</i> 'in the evening' RV.",
13354,sāra,Indo-Aryan,"<html><body><number>13354</number> <b>sāra</b>¹ m. 'course, motion' Kālac. 2. 'component' Suśr. [Cf. <i>sāra-sārín</i>- 'running races' TBr",
13355,sā́ra,Indo-Aryan,"<html><body><number>13355</number> <b>sā́ra</b>² (<i>sārá</i>- Pāṇ.) m.n. 'hardness (of wood)' RV., 'best part', adj. 'firm, strong' MBh., 'resin, sour cream' Suśr. [LM 420 separates <i>*sāra</i>- 'whole' from this and equates it with Lat. <i>sōlus</i>, Goth. <i>sēls</i> 'good'. L. A. Schwarzschild JAOS 80, 16 rightly derives mng. 'whole' from 'best part']",
13356,sāráṇi,Indo-Aryan,<html><body><number>13356</number> <b>sāráṇi</b> f. 'stream' HPariś. [√<smallcaps>sr̥</smallcaps>],
13357,sārapattra,Indo-Aryan,"<html><body><number>13357</number> <b>sārapattra</b> '*having hard leaves' ('a partic. plant (?)' Pāṇ.gaṇa). [<smallcaps>sā́ra-², páttra-</smallcaps>]",
13358,sārayati,Indo-Aryan,"<html><body><number>13358</number> <b>sārayati</b> 'makes move, removes' Megh., <i>°tē</i> 'has oneself driven in a carriage' AśvGr̥. 2. <b>saráyatē</b> 'begins to flow' RV. [√<smallcaps>sr̥</smallcaps>]",
13359,sārasa,Indo-Aryan,"<html><body><number>13359</number> <b>sārasa</b> 'pertaining to a lake' Suśr., m. 'the crane Ardea sibirica' MBh. 2. n. 'lotus' Caurap. [<smallcaps>sáras-</smallcaps>]",
13360,sāri,Indo-Aryan,"<html><body><number>13360</number> <b>sāri</b>¹ m. 'piece at chess' Pañcad., <i>śāri</i>-² m.Kād., <i>śāra</i>- (<i>sā°</i> also 'dice' lex.) m. Daś., <i>śārikā</i>- f. 'playing at chess' Uṇ.",
13361,*sārikā,Indo-Aryan,<html><body><number>13361</number> <b>*sārikā</b> f. 'stream'. [Cf. <smallcaps>sāraṇī-</smallcaps> and <i>sarikā</i>- f. 'pond' lex,
13362,sārūpya,Indo-Aryan,<html><body><number>13362</number> <b>sārūpya</b> n. 'resemblance' Mn. [<smallcaps>sárūpa-</smallcaps>],
13363,sārtra,Indo-Aryan,"<html><body><number>13363</number> <b>sārtra</b> n. 'asylum, abode' lex., <i>sattra</i>- n. 'id.' Rājat., 'forest' Kir., 'pool' lex. [NTS xii 189 cf. <i>satrayatē</i> 'extends' Dhātup.; but rather perh. conn. Av. <i>har</i>- 'protect', <i>harəθra</i>- n. 'care' (J.C.W.)]",
13364,sā́rtʰa,Indo-Aryan,"<html><body><number>13364</number> <b>sā́rtha</b> m. 'caravan, troop, company' MBh. 2. <b>*sārthī-.</b> 3. <b>sārthēna</b> 'in company with' Campak. [<smallcaps>sa-², ártha-</smallcaps>]",
13365,sārtʰavāha,Indo-Aryan,"<html><body><number>13365</number> <b>sārthavāha</b> m. 'caravan leader' MBh. [<smallcaps>sā́rtha-, vāhá-</smallcaps>]",
13366,*sārtʰin,Indo-Aryan,"<html><body><number>13366</number> <b>*sārthin</b> 'having part in a company'. 2. <b>sārthika-</b> m. 'companion on a journey, merchant' MBh. [<smallcaps>sā́rtha-</smallcaps>]",
13367,*sārtʰiya,Indo-Aryan,<html><body><number>13367</number> <b>*sārthiya</b> 'companionship'. [<smallcaps>sā́rtha-</smallcaps>],
13368,sārdra,Indo-Aryan,"<html><body><number>13368</number> <b>sārdra</b> 'wet, moist' MBh. 2. <b>*sālla-</b> &lt; <i>*sārdla</i>-. [<smallcaps>ārdrá-</smallcaps>]",
13369,sārdʰa,Indo-Aryan,"<html><body><number>13369</number> <b>sārdha</b> 'plus a half' Mn. [<smallcaps>sa-², ardhá-</smallcaps>²]",
13370,sārdʰám,Indo-Aryan,"<html><body><number>13370</number> <b>sārdhám</b> adv. 'jointly' ŚBr. [<smallcaps>sa-², árdha-</smallcaps>¹]",
13371,sārdʰasapta,Indo-Aryan,"<html><body><number>13371</number> <b>sārdhasapta</b> '7½' Sūryas. com. [<smallcaps>sārdha-, saptá</smallcaps>]",
13371a,sārṣapa,Indo-Aryan,"<html><body><number>13371a</number> †<b>sārṣapa-</b> 'made of or derived from mustard' Kauś., n. 'mustard oil' Suśr. [<smallcaps>sarṣápa-</smallcaps>]",
13372,*sālu,Indo-Aryan,<html><body><number>13372</number> <b>*sālu</b> 'a kind of cloth'. [Cf. *<smallcaps>sāhuḍa-:</smallcaps> both give words in G. for 'upper garment'],
13373,*sāvakuṭī,Indo-Aryan,"<html><body><number>13373</number> <b>*sāvakuṭī</b> 'lying-in hut'. [*<smallcaps>sāva-, kuṭī-</smallcaps>]",
13374,sāvayati,Indo-Aryan,<html><body><number>13374</number> <b>sāvayati</b> 'causes to bring forth' Gr. [√<smallcaps>sū</smallcaps>],
13375,*sāvāpikā,Indo-Aryan,<html><body><number>13375</number> <b>*sāvāpikā</b> 'midwife'. [Cf. <i>sāvikā</i>- f. 'id.' W,
13376,*sāsyaka,Indo-Aryan,<html><body><number>13376</number> <b>*sāsyaka</b> 'consisting of grain'. [<smallcaps>sasyá-</smallcaps>],
13377,*sāha,Indo-Aryan,<html><body><number>13377</number> <b>*sāha</b> 'cream'.,
13377a,sāhati,Indo-Aryan,"<html><body><number>13377a</number> †<b>sāhati</b> 'overcomes' MBh., <i>sā́hant</i>- RV. [√<smallcaps>sah</smallcaps>]",
13378,sāhasa,Indo-Aryan,"<html><body><number>13378</number> <b>sāhasa</b> n. 'boldness' MBh., 'aggression' Gaut. [<smallcaps>sáhas-</smallcaps>]",
13379,sāhasiká,Indo-Aryan,"<html><body><number>13379</number> <b>sāhasiká</b> 'bold, impetuous, violent' MBh. [<smallcaps>sāhasa-</smallcaps>]",
13380,sāhasrá,Indo-Aryan,"<html><body><number>13380</number> <b>sāhasrá</b> 'amounting to 1000, thousandfold' VS., <i>sāhasraka</i>- MBh. [<smallcaps>sahásra-</smallcaps>]",
13381,sāhāyya,Indo-Aryan,"<html><body><number>13381</number> <b>sāhāyya</b> n. 'help' Mn., <i>sāhāya</i>- n. lex. [<smallcaps>sahāya-</smallcaps>]",
13382,*sāhuḍa,Indo-Aryan,<html><body><number>13382</number> <b>*sāhuḍa</b> 'a kind of cloth'. [Cf. *<smallcaps>sālu-</smallcaps>],
13383,sā́hya,Indo-Aryan,"<html><body><number>13383</number> <b>sā́hya</b> in cmpd. 'conquering' RV., n. 'help, fellowship' MBh., <i>sáhya</i>- 'tolerable, equal to, strong', n. 'help' MBh. [√<smallcaps>sah</smallcaps>]",
13384,siṁhá,Indo-Aryan,"<html><body><number>13384</number> <b>siṁhá</b> m. 'lion', <i>siṁhī́</i>- f. RV.",
13385,siṁhala,Indo-Aryan,"<html><body><number>13385</number> <b>siṁhala</b> m. 'Ceylon', pl. 'Sinhalese' MBh., <i>°laka</i>- VarBr̥S.",
13385a,siṁhaladvīpa,Indo-Aryan,"<html><body><number>13385a</number> †<b>siṁhaladvīpa-</b> 'Ceylon' BHSK. [<smallcaps>siṁhala-, dvīpá-</smallcaps>]",
13386,síkatā,Indo-Aryan,"<html><body><number>13386</number> <b>síkatā</b> f. 'grain of sand', (usu. pl.) 'sand, gravel' VS., <i>sigatā</i>- f. Kap. [Collective formation from <i>sika</i>- in <i>śvēta-sika-druka</i>- 'scattering white sand' TĀr. 1. 12. 3 A. Sharma in Bhārata-kaumudī 873. Kaf. and some Dard. forms attest IA. <i>ś</i>- corresponding to Ir. θ- and <i>s</i>- (OPers. <i>θikā</i>-, Bal. <i>six</i>, Psht. <i>šəga</i>, &amp;c. EVP 73) and support E. Benveniste BSL xxx 60 in assumption that <i>s</i>- forms of Sk. and other Dard. languages and WPah. (which distinguish <i>ś</i> and <i>s</i>) are loans from or influenced by Iranian. Variations in Kaf. and Dard. of -<i>g</i>- ~ -<i>k</i>- and -<i>l</i>- ~ -<i>t</i>- may be due to borrowings within that group or to later Ir. influences or they may, in part at least, be due to suffix. variation like that of <i>síkatā</i>- ~ <i>*sikatī</i>- (in <i>sikatyà</i>- VS.) ~ <i>siktā</i>- lex. ~ <i>*sikyā</i>-]",
13387,*sikka,Indo-Aryan,<html><body><number>13387</number> <b>*sikka</b> 'defective'. 2. <b>*siṅga-.</b>,
13388,siktá,Indo-Aryan,"<html><body><number>13388</number> <b>siktá</b> 'sprinkled, wetted' RV. [√<smallcaps>sic</smallcaps>]",
13389,siktʰá,Indo-Aryan,"<html><body><number>13389</number> <b>sikthá</b>¹ m. 'boiled rice from which water has been poured off' Suśr., 'lump of rice in a ball' Kathās. [√<smallcaps>sic?</smallcaps>]",
13390,siktʰa,Indo-Aryan,"<html><body><number>13390</number> <b>siktha</b>² (<i>śiktha</i>- MW.) n. 'beeswax' Kālac., <i>°aka</i>- n. lex.",
13391,*sikvaka,Indo-Aryan,"<html><body><number>13391</number> <b>*sikvaka</b> 'liquid(?) fat'. [Cf. Toch. <i>saku</i>, <i>sekwe</i> 'fat (?)' NTS xv 250",
13392,*siŋkā,Indo-Aryan,<html><body><number>13392</number> <b>*siṅkā</b> 'a partic. kind of grass'. [← Drav. Tam. <i>cīku</i> 'broom grass' T. Burrow BSOAS xii 140],
13393,sicyátē,Indo-Aryan,<html><body><number>13393</number> <b>sicyátē</b> 'is sprinkled' RV. [√<smallcaps>sic</smallcaps>],
13394,siñcáti,Indo-Aryan,"<html><body><number>13394</number> <b>siñcáti</b> 'pours out, sprinkles' RV. [√<smallcaps>sic</smallcaps>]",
13395,siñcana,Indo-Aryan,<html><body><number>13395</number> <b>siñcana</b> n. 'sprinkling' Hcat. [√<smallcaps>sic</smallcaps>],
13396,*siṭṭa,Indo-Aryan,"<html><body><number>13396</number> <b>*siṭṭa</b> 'ear of corn, straw (?)'.",
13397,*siḍʰa,Indo-Aryan,"<html><body><number>13397</number> <b>*siḍha</b> 'sail'. [Cf. <i>śīta</i>-² n. 'sail' BHSk., Pa. <i>sīta</i>- n.]",
13397a,sitá,Indo-Aryan,<html><body><number>13397a</number> <b>sitá-</b> 'white' MBh. [MIA. &lt; <i>śvita</i>- 'white' Sāy. infl. by <i>ásita</i>- 'black'],
13398,*sitōpadīkā,Indo-Aryan,"<html><body><number>13398</number> <b>*sitōpadīkā</b> 'white ant'. [<smallcaps>sitá-, upadī́ka-</smallcaps>]",
13399,*sittʰa,Indo-Aryan,<html><body><number>13399</number> <b>*sittha</b> 'bowstring' [Cf. *<smallcaps>sitra-,
13400,*sitra,Indo-Aryan,"<html><body><number>13400</number> <b>*sitra</b> 'tie, string'. [Cf. <smallcaps>sḗtra-</smallcaps> and <i>prásiti</i>- 'fowler's net' RV., <i>śiṭā</i>- f. 'rope (?)' Divyāv",
13401,siddʰa,Indo-Aryan,"<html><body><number>13401</number> <b>siddha</b>² 'accomplished, skilled' MBh., 'perfected' Mn., m. 'holy person' MBh. 2. 'prepared (of food)' Mn. [√<smallcaps>sidh</smallcaps>²]",
13402,*siddʰavartman,Indo-Aryan,<html><body><number>13402</number> <b>*siddhavartman</b> 'having a direct way'. [<smallcaps>siddha-² vártman-</smallcaps>],
13403,*siddʰavr̩tti,Indo-Aryan,"<html><body><number>13403</number> <b>*siddhavr̥tti</b> 'upright conduct'. [<smallcaps>siddha-², vr̥tti-</smallcaps>]",
13404,siddʰānta,Indo-Aryan,"<html><body><number>13404</number> <b>siddhānta</b> m. 'established end, doctrine' MBh. [<smallcaps>siddha-², ánta-</smallcaps>]",
13405,siddʰi,Indo-Aryan,"<html><body><number>13405</number> <b>siddhi</b> f. 'accomplishment, success' MBh., 'supernatural powers' Sāṁkhyak. [√<smallcaps>sidh</smallcaps>²]",
13406,sidʰmá,Indo-Aryan,"<html><body><number>13406</number> <b>sidhmá</b> 'white-spotted' TS., m.n. 'a kind of leprosy' Car., <i>sidhman</i>- m.n. MBh. 2. <b>*saidhma-.</b>",
13407,*sidʰyati,Indo-Aryan,<html><body><number>13407</number> <b>*sidhyati</b>¹ 'goes away'. 2. <b>sḗdhati</b> 'drives off' RV. 3. <b>*sēdhyatē</b> 'is driven off'. 4. <b>siddha-</b>¹ 'driven off' PañcavBr. [√<smallcaps>sidh</smallcaps>¹],
13408,sídʰyati,Indo-Aryan,"<html><body><number>13408</number> <b>sídhyati</b>² 'is accomplished, succeeds' RV., 'is well cooked' W. (<smallcaps>siddha-</smallcaps>² 'cooked' Mn.). [√<smallcaps>sidh</smallcaps>²]",
13409,sidʰrá,Indo-Aryan,"<html><body><number>13409</number> <b>sidhrá</b> 'efficacious' RV., 'perfect' Uṇ. [√<smallcaps>sidh</smallcaps>²]",
13410,*sindī,Indo-Aryan,<html><body><number>13410</number> <b>*sindī</b> 'date-palm'.,
13411,sindūra,Indo-Aryan,"<html><body><number>13411</number> <b>sindūra</b>¹ n. (<i>sindūrikā</i>- f. lex.) 'red lead, vermilion' Kathās. 2. <b>saindūra-</b> 'coloured with red lead' Ratnāv.",
13412,sindūra,Indo-Aryan,"<html><body><number>13412</number> <b>sindūra</b>² m. 'a kind of tree' lex., <i>sinduvāra</i>- m. 'the small tree Vitex negundo' Kāv., <i>°aka</i>- m. lex., <i>sindhu</i>- <i>vāra</i>- m. MBh., <i>sindhuka</i>- m. VarBr̥S., <i>sindūrī</i>- f. 'Grislea tomentosa' lex.",
13413,*sindūrakuṭaka,Indo-Aryan,"<html><body><number>13413</number> <b>*sindūrakuṭaka</b> 'vermilion jar'. [<smallcaps>sindūra-¹, kuṭa-</smallcaps>¹]",
