Cell_Key,PDF_Page,Printed_Page,Row,Item,List_Key,Scope,Language_ID,Dialect_ID,Manual_Gloss,Manual_Form,Cell_Status,Confidence,Review_Method,Status,Reason,Citation,Entry_Key,Integration_Status,Integration_Reason
kurumba2012:karmadai_kurumba:i440,366,361,15,440,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,wet,woɖɖə,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.366 / printed p.361 / item 440; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 361, item 440, list SNSK, Karmadai Kurumba]",kurumba2012-karmadai_kurumba-i440,installed_target,audited attestation from a target list
kurumba2012:karmadai_kurumba:i441,366,361,16,441,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,dry,woŋʌgɨjʌɖu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.366 / printed p.361 / item 441; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 361, item 441, list SNSK, Karmadai Kurumba]",kurumba2012-karmadai_kurumba-i441,installed_target,audited attestation from a target list
kurumba2012:karmadai_kurumba:i442,366,361,17,442,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,full,muɭusu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.366 / printed p.361 / item 442; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 361, item 442, list SNSK, Karmadai Kurumba]",kurumba2012-karmadai_kurumba-i442,installed_target,audited attestation from a target list
kurumba2012:karmadai_kurumba:i443,366,361,18,443,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,round,vʌʈʈʌ,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.366 / printed p.361 / item 443; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 361, item 443, list SNSK, Karmadai Kurumba]",kurumba2012-karmadai_kurumba-i443,installed_target,audited attestation from a target list
kurumba2012:karmadai_kurumba:i444,366,361,19,444,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,sharp,ku:ru,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.366 / printed p.361 / item 444; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 361, item 444, list SNSK, Karmadai Kurumba]",kurumba2012-karmadai_kurumba-i444,installed_target,audited attestation from a target list
kurumba2012:karmadai_kurumba:i445,366,361,20,445,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,fast,bese,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.366 / printed p.361 / item 445; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 361, item 445, list SNSK, Karmadai Kurumba]",kurumba2012-karmadai_kurumba-i445,installed_target,audited attestation from a target list
kurumba2012:karmadai_kurumba:i446,366,361,21,446,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,broken,woɖʌʈʌɖu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.366 / printed p.361 / item 446; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 361, item 446, list SNSK, Karmadai Kurumba]",kurumba2012-karmadai_kurumba-i446,installed_target,audited attestation from a target list
kurumba2012:karmadai_kurumba:i447,366,361,22,447,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,not broken,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.366 / printed p.361 / item 447; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 361, item 447, list SNSK, Karmadai Kurumba]",,excluded_blank_target,printed dash in a target list
kurumba2012:karmadai_kurumba:i448,366,361,23,448,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,cry,ʌɭuʈa,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.366 / printed p.361 / item 448; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 361, item 448, list SNSK, Karmadai Kurumba]",kurumba2012-karmadai_kurumba-i448,installed_target,audited attestation from a target list
kurumba2012:karmadai_kurumba:i449,366,361,24,449,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,die,sʌʈʈu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.366 / printed p.361 / item 449; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 361, item 449, list SNSK, Karmadai Kurumba]",kurumba2012-karmadai_kurumba-i449,installed_target,audited attestation from a target list
kurumba2012:karmadai_kurumba:i450,366,361,25,450,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,laugh,nejjʌɖu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.366 / printed p.361 / item 450; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 361, item 450, list SNSK, Karmadai Kurumba]",kurumba2012-karmadai_kurumba-i450,installed_target,audited attestation from a target list
kurumba2012:karmadai_kurumba:i451,367,362,1,451,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,sleep,mʌɭʌgu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.367 / printed p.362 / item 451; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 362, item 451, list SNSK, Karmadai Kurumba]",kurumba2012-karmadai_kurumba-i451,installed_target,audited attestation from a target list
kurumba2012:karmadai_kurumba:i452,367,362,2,452,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,come,ba,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.367 / printed p.362 / item 452; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 362, item 452, list SNSK, Karmadai Kurumba]",kurumba2012-karmadai_kurumba-i452,installed_target,audited attestation from a target list
kurumba2012:karmadai_kurumba:i453,367,362,3,453,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,go,wəgu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.367 / printed p.362 / item 453; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 362, item 453, list SNSK, Karmadai Kurumba]",kurumba2012-karmadai_kurumba-i453,installed_target,audited attestation from a target list
kurumba2012:karmadai_kurumba:i454,367,362,4,454,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,move (walk),nʌɖe,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.367 / printed p.362 / item 454; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 362, item 454, list SNSK, Karmadai Kurumba]",kurumba2012-karmadai_kurumba-i454,installed_target,audited attestation from a target list
kurumba2012:karmadai_kurumba:i455,367,362,5,455,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,fly,pʌrʌʈʈɨ,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.367 / printed p.362 / item 455; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 362, item 455, list SNSK, Karmadai Kurumba]",kurumba2012-karmadai_kurumba-i455,installed_target,audited attestation from a target list
kurumba2012:karmadai_kurumba:i456,367,362,6,456,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,sit,kuɳɖru,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.367 / printed p.362 / item 456; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 362, item 456, list SNSK, Karmadai Kurumba]",kurumba2012-karmadai_kurumba-i456,installed_target,audited attestation from a target list
kurumba2012:karmadai_kurumba:i457,367,362,7,457,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,stand,nɨllu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.367 / printed p.362 / item 457; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 362, item 457, list SNSK, Karmadai Kurumba]",kurumba2012-karmadai_kurumba-i457,installed_target,audited attestation from a target list
kurumba2012:karmadai_kurumba:i458,367,362,8,458,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,stay,jɨru,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.367 / printed p.362 / item 458; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 362, item 458, list SNSK, Karmadai Kurumba]",kurumba2012-karmadai_kurumba-i458,installed_target,audited attestation from a target list
kurumba2012:karmadai_kurumba:i459,367,362,9,459,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,fall,bɨlu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.367 / printed p.362 / item 459; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 362, item 459, list SNSK, Karmadai Kurumba]",kurumba2012-karmadai_kurumba-i459,installed_target,audited attestation from a target list
kurumba2012:karmadai_kurumba:i460,367,362,10,460,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,descend,jeruga,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.367 / printed p.362 / item 460; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 362, item 460, list SNSK, Karmadai Kurumba]",kurumba2012-karmadai_kurumba-i460,installed_target,audited attestation from a target list
kurumba2012:karmadai_kurumba:i461,367,362,11,461,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,ascend,jeru,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.367 / printed p.362 / item 461; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 362, item 461, list SNSK, Karmadai Kurumba]",kurumba2012-karmadai_kurumba-i461,installed_target,audited attestation from a target list
kurumba2012:karmadai_kurumba:i462,367,362,12,462,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,flee,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.367 / printed p.362 / item 462; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 362, item 462, list SNSK, Karmadai Kurumba]",,excluded_blank_target,printed dash in a target list
kurumba2012:karmadai_kurumba:i463,367,362,13,463,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,swim,nɨʈʈa,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.367 / printed p.362 / item 463; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 362, item 463, list SNSK, Karmadai Kurumba]",kurumba2012-karmadai_kurumba-i463,installed_target,audited attestation from a target list
kurumba2012:karmadai_kurumba:i464,367,362,14,464,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,lie down,keɭʌjebɨɭu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.367 / printed p.362 / item 464; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 362, item 464, list SNSK, Karmadai Kurumba]",kurumba2012-karmadai_kurumba-i464,installed_target,audited attestation from a target list
kurumba2012:karmadai_kurumba:i465,367,362,15,465,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,eat,wuɳɳu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.367 / printed p.362 / item 465; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 362, item 465, list SNSK, Karmadai Kurumba]",kurumba2012-karmadai_kurumba-i465,installed_target,audited attestation from a target list
kurumba2012:karmadai_kurumba:i466,367,362,16,466,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,drink,kuɖɨ,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.367 / printed p.362 / item 466; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 362, item 466, list SNSK, Karmadai Kurumba]",kurumba2012-karmadai_kurumba-i466,installed_target,audited attestation from a target list
kurumba2012:karmadai_kurumba:i467,367,362,17,467,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,bite,kʌtsu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.367 / printed p.362 / item 467; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 362, item 467, list SNSK, Karmadai Kurumba]",kurumba2012-karmadai_kurumba-i467,installed_target,audited attestation from a target list
kurumba2012:karmadai_kurumba:i468,367,362,18,468,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,"bite, snake",kʌtsu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.367 / printed p.362 / item 468; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 362, item 468, list SNSK, Karmadai Kurumba]",kurumba2012-karmadai_kurumba-i468,installed_target,audited attestation from a target list
kurumba2012:karmadai_kurumba:i469,367,362,19,469,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,hit,bʌɖɨ,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.367 / printed p.362 / item 469; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 362, item 469, list SNSK, Karmadai Kurumba]",kurumba2012-karmadai_kurumba-i469,installed_target,audited attestation from a target list
kurumba2012:karmadai_kurumba:i470,367,362,20,470,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,kill,sajɨkʌlusu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.367 / printed p.362 / item 470; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 362, item 470, list SNSK, Karmadai Kurumba]",kurumba2012-karmadai_kurumba-i470,installed_target,audited attestation from a target list
kurumba2012:karmadai_kurumba:i471,367,362,21,471,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,cut,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.367 / printed p.362 / item 471; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 362, item 471, list SNSK, Karmadai Kurumba]",,excluded_blank_target,printed dash in a target list
kurumba2012:karmadai_kurumba:i472,367,362,22,472,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,make,maɖu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.367 / printed p.362 / item 472; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 362, item 472, list SNSK, Karmadai Kurumba]",kurumba2012-karmadai_kurumba-i472,installed_target,audited attestation from a target list
kurumba2012:karmadai_kurumba:i473,367,362,23,473,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,do,maɖu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.367 / printed p.362 / item 473; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 362, item 473, list SNSK, Karmadai Kurumba]",kurumba2012-karmadai_kurumba-i473,installed_target,audited attestation from a target list
kurumba2012:karmadai_kurumba:i474,367,362,24,474,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,tasty,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.367 / printed p.362 / item 474; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 362, item 474, list SNSK, Karmadai Kurumba]",,excluded_blank_target,printed dash in a target list
kurumba2012:karmadai_kurumba:i475,367,362,25,475,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,astringent,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.367 / printed p.362 / item 475; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 362, item 475, list SNSK, Karmadai Kurumba]",,excluded_blank_target,printed dash in a target list
kurumba2012:karmadai_kurumba:i476,368,363,1,476,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,hot (spicy),,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.368 / printed p.363 / item 476; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 363, item 476, list SNSK, Karmadai Kurumba]",,excluded_blank_target,printed dash in a target list
kurumba2012:karmadai_kurumba:i477,368,363,2,477,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,sticky,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.368 / printed p.363 / item 477; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 363, item 477, list SNSK, Karmadai Kurumba]",,excluded_blank_target,printed dash in a target list
kurumba2012:karmadai_kurumba:i478,368,363,3,478,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,flat,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.368 / printed p.363 / item 478; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 363, item 478, list SNSK, Karmadai Kurumba]",,excluded_blank_target,printed dash in a target list
kurumba2012:karmadai_kurumba:i479,368,363,4,479,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,rough,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.368 / printed p.363 / item 479; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 363, item 479, list SNSK, Karmadai Kurumba]",,excluded_blank_target,printed dash in a target list
kurumba2012:karmadai_kurumba:i480,368,363,5,480,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,smooth,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.368 / printed p.363 / item 480; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 363, item 480, list SNSK, Karmadai Kurumba]",,excluded_blank_target,printed dash in a target list
kurumba2012:karmadai_kurumba:i481,368,363,6,481,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,slippery,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.368 / printed p.363 / item 481; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 363, item 481, list SNSK, Karmadai Kurumba]",,excluded_blank_target,printed dash in a target list
kurumba2012:karmadai_kurumba:i482,368,363,7,482,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,slow,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.368 / printed p.363 / item 482; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 363, item 482, list SNSK, Karmadai Kurumba]",,excluded_blank_target,printed dash in a target list
kurumba2012:karmadai_kurumba:i483,368,363,8,483,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,fast,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.368 / printed p.363 / item 483; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 363, item 483, list SNSK, Karmadai Kurumba]",,excluded_blank_target,printed dash in a target list
kurumba2012:karmadai_kurumba:i484,368,363,9,484,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,blunt,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.368 / printed p.363 / item 484; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 363, item 484, list SNSK, Karmadai Kurumba]",,excluded_blank_target,printed dash in a target list
kurumba2012:karmadai_kurumba:i485,368,363,10,485,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,pointed,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.368 / printed p.363 / item 485; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 363, item 485, list SNSK, Karmadai Kurumba]",,excluded_blank_target,printed dash in a target list
kurumba2012:karmadai_kurumba:i486,368,363,11,486,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,rise (sun),,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.368 / printed p.363 / item 486; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 363, item 486, list SNSK, Karmadai Kurumba]",,excluded_blank_target,printed dash in a target list
kurumba2012:karmadai_kurumba:i487,368,363,12,487,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,set (sun),,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.368 / printed p.363 / item 487; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 363, item 487, list SNSK, Karmadai Kurumba]",,excluded_blank_target,printed dash in a target list
kurumba2012:karmadai_kurumba:i488,368,363,13,488,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,hunger,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.368 / printed p.363 / item 488; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 363, item 488, list SNSK, Karmadai Kurumba]",,excluded_blank_target,printed dash in a target list
kurumba2012:karmadai_kurumba:i489,368,363,14,489,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,thirst,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.368 / printed p.363 / item 489; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 363, item 489, list SNSK, Karmadai Kurumba]",,excluded_blank_target,printed dash in a target list
kurumba2012:karmadai_kurumba:i490,368,363,15,490,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,be ill,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.368 / printed p.363 / item 490; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 363, item 490, list SNSK, Karmadai Kurumba]",,excluded_blank_target,printed dash in a target list
kurumba2012:karmadai_kurumba:i491,368,363,16,491,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,vomit,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.368 / printed p.363 / item 491; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 363, item 491, list SNSK, Karmadai Kurumba]",,excluded_blank_target,printed dash in a target list
kurumba2012:karmadai_kurumba:i492,368,363,17,492,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,cough,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.368 / printed p.363 / item 492; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 363, item 492, list SNSK, Karmadai Kurumba]",,excluded_blank_target,printed dash in a target list
kurumba2012:karmadai_kurumba:i493,368,363,18,493,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,spit,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.368 / printed p.363 / item 493; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 363, item 493, list SNSK, Karmadai Kurumba]",,excluded_blank_target,printed dash in a target list
kurumba2012:karmadai_kurumba:i494,368,363,19,494,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,defecate,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.368 / printed p.363 / item 494; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 363, item 494, list SNSK, Karmadai Kurumba]",,excluded_blank_target,printed dash in a target list
kurumba2012:karmadai_kurumba:i495,368,363,20,495,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,urinate,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.368 / printed p.363 / item 495; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 363, item 495, list SNSK, Karmadai Kurumba]",,excluded_blank_target,printed dash in a target list
kurumba2012:karmadai_kurumba:i496,368,363,21,496,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,yawn,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.368 / printed p.363 / item 496; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 363, item 496, list SNSK, Karmadai Kurumba]",,excluded_blank_target,printed dash in a target list
kurumba2012:karmadai_kurumba:i497,368,363,22,497,karmadai_kurumba,target,Kannada,sil-kurumba-1985-karmadai-kurumba,sing,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.368 / printed p.363 / item 497; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 363, item 497, list SNSK, Karmadai Kurumba]",,excluded_blank_target,printed dash in a target list
