entry_key	item	site_code	manual_variant_rank	role	source_variety	language_id	dialect_id	status	form	visible_base	gloss	group	physical_page	printed_page	evidence_sha256	manual_note	disposition	reason
silkochbd2011:i223:b:1	223	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	attested	milai̯		to love	2	57	56	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0		staged_target	resolved Koch target-site attestation
silkochbd2011:i223:c:1	223	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	attested	pɛn		to love	4	57	56	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0		staged_target	resolved Koch target-site attestation
silkochbd2011:i223:q:1	223	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	attested	pɛn		to love	4	57	56	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0		staged_target	resolved Koch target-site attestation
silkochbd2011:i223:r:1	223	r	1	target	Tintekiya Koch	Koch	kochbd2011-r-chandabhoi	attested	milai̯		to love	2	57	56	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0		staged_target	resolved Koch target-site attestation
silkochbd2011:i223:l:1	223	l	1	control	A’tong	Garo	kochbd2011-l-bharatpur	ambiguous		namnuk	to love	1	57	56	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0	A small upper-right corner-like modifier is printed after final visible `namnuk`; its value is not inferred.	excluded_ambiguous	visible base retained but an unresolved modifier is not inferred
silkochbd2011:i223:m:1	223	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	ambiguous		nɛmnuk	to love	1	57	56	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0	A small upper-right corner-like modifier is printed after final visible `nɛmnuk`; its value is not inferred.	excluded_ambiguous	visible base retained but an unresolved modifier is not inferred
silkochbd2011:i223:0:1	223	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	bʰalobaʃa		to love	3	57	56	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i224:b:1	224	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	attested	ʃini		to hate	1	57	56	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0		staged_target	resolved Koch target-site attestation
silkochbd2011:i224:c:1	224	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	attested	ʃini		to hate	1	57	56	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0		staged_target	resolved Koch target-site attestation
silkochbd2011:i224:q:1	224	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	attested	kantʃik		to hate	2	57	56	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0		staged_target	resolved Koch target-site attestation
silkochbd2011:i224:r:1	224	r	1	target	Tintekiya Koch	Koch	kochbd2011-r-chandabhoi	attested	ʃini		to hate	1	57	56	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0		staged_target	resolved Koch target-site attestation
silkochbd2011:i224:l:1	224	l	1	control	A’tong	Garo	kochbd2011-l-bharatpur	blank			to hate	0	57	56	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0	Source explicitly prints `no entry` for this site.	excluded_blank	printed no-entry cell
silkochbd2011:i224:m:1	224	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	attested	kubiʃi		to hate	3	57	56	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i224:0:1	224	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	gʰrina kɔra		to hate	4	57	56	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i225:b:1	225	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	ambiguous		(got)ʃa	one	1	57	56	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0	A small upper-right corner-like modifier is printed after visible `t` inside the parenthesized prefix; its value is not inferred.	excluded_ambiguous	visible base retained but an unresolved modifier is not inferred
silkochbd2011:i225:c:1	225	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	attested	(gon)ʃa		one	1	57	56	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0		staged_target	resolved Koch target-site attestation
silkochbd2011:i225:q:1	225	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	attested	ek		one	2	57	56	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0		staged_target	resolved Koch target-site attestation
silkochbd2011:i225:r:1	225	r	1	target	Tintekiya Koch	Koch	kochbd2011-r-chandabhoi	attested	ek		one	2	57	56	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0		staged_target	resolved Koch target-site attestation
silkochbd2011:i225:l:1	225	l	1	control	A’tong	Garo	kochbd2011-l-bharatpur	attested	(miŋ)ʃa		one	1	57	56	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i225:m:1	225	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	attested	(go)ʃa		one	1	57	56	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i225:0:1	225	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	ek		one	2	57	56	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i226:b:1	226	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	attested	dui̯		two	3	57	56	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0		staged_target	resolved Koch target-site attestation
silkochbd2011:i226:c:1	226	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	attested	dui̯		two	3	57	56	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0		staged_target	resolved Koch target-site attestation
silkochbd2011:i226:q:1	226	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	attested	dui̯		two	3	57	56	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0		staged_target	resolved Koch target-site attestation
silkochbd2011:i226:r:1	226	r	1	target	Tintekiya Koch	Koch	kochbd2011-r-chandabhoi	attested	dui̯		two	3	57	56	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0		staged_target	resolved Koch target-site attestation
silkochbd2011:i226:l:1	226	l	1	control	A’tong	Garo	kochbd2011-l-bharatpur	attested	(miŋ)nii̯ ʃa		two	2	57	56	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i226:m:1	226	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	attested	(go)ni		two	1	57	56	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i226:0:1	226	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	dui̯		two	3	57	56	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i227:b:1	227	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	attested	tin		three	2	57	56	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0		staged_target	resolved Koch target-site attestation
silkochbd2011:i227:c:1	227	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	attested	tin		three	2	57	56	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0		staged_target	resolved Koch target-site attestation
silkochbd2011:i227:q:1	227	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	attested	tin		three	2	57	56	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0		staged_target	resolved Koch target-site attestation
silkochbd2011:i227:r:1	227	r	1	target	Tintekiya Koch	Koch	kochbd2011-r-chandabhoi	attested	tin		three	2	57	56	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0		staged_target	resolved Koch target-site attestation
silkochbd2011:i227:l:1	227	l	1	control	A’tong	Garo	kochbd2011-l-bharatpur	attested	(miŋ)tʰam		three	1	57	56	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i227:m:1	227	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	attested	(go)tʰam		three	1	57	56	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i227:0:1	227	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	tin		three	2	57	56	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i228:b:1	228	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	attested	tʃar		four	2	57	56	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0		staged_target	resolved Koch target-site attestation
silkochbd2011:i228:c:1	228	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	attested	tʃar		four	2	57	56	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0		staged_target	resolved Koch target-site attestation
silkochbd2011:i228:q:1	228	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	attested	tʃar		four	2	57	56	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0		staged_target	resolved Koch target-site attestation
silkochbd2011:i228:r:1	228	r	1	target	Tintekiya Koch	Koch	kochbd2011-r-chandabhoi	attested	tʃar		four	2	57	56	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0		staged_target	resolved Koch target-site attestation
silkochbd2011:i228:l:1	228	l	1	control	A’tong	Garo	kochbd2011-l-bharatpur	attested	(miŋ)bri		four	1	57	56	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i228:m:1	228	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	attested	(go)bri		four	1	57	56	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i228:0:1	228	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	tʃar		four	2	57	56	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i229:b:1	229	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	attested	patʃ		five	2	57	56	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0		staged_target	resolved Koch target-site attestation
silkochbd2011:i229:c:1	229	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	attested	patʃ		five	2	57	56	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0		staged_target	resolved Koch target-site attestation
silkochbd2011:i229:q:1	229	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	attested	patʃ		five	2	57	56	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0		staged_target	resolved Koch target-site attestation
silkochbd2011:i229:r:1	229	r	1	target	Tintekiya Koch	Koch	kochbd2011-r-chandabhoi	attested	patʃ		five	2	57	56	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0		staged_target	resolved Koch target-site attestation
silkochbd2011:i229:l:1	229	l	1	control	A’tong	Garo	kochbd2011-l-bharatpur	attested	(miŋ)baŋa		five	1	57	56	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i229:m:1	229	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	attested	(go)baŋa		five	1	57	56	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i229:0:1	229	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	patʃ		five	2	57	56	3d6d46e7392c8b0c2a87871aa3b2aa0e6f548813aa4cad0ff7831d1baa3071e0		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i230:b:1	230	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	attested	tʃʰoi̯		six	2	58	57	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc		staged_target	resolved Koch target-site attestation
silkochbd2011:i230:c:1	230	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	attested	tʃʰoi̯		six	2	58	57	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc		staged_target	resolved Koch target-site attestation
silkochbd2011:i230:q:1	230	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	attested	tʃʰoi̯		six	2	58	57	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc		staged_target	resolved Koch target-site attestation
silkochbd2011:i230:r:1	230	r	1	target	Tintekiya Koch	Koch	kochbd2011-r-chandabhoi	attested	tʃʰoi̯		six	2	58	57	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc		staged_target	resolved Koch target-site attestation
silkochbd2011:i230:l:1	230	l	1	control	A’tong	Garo	kochbd2011-l-bharatpur	ambiguous		(miŋ)korok	six	1	58	57	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc	A small upper-right corner-like modifier is printed after final visible `(miŋ)korok`; its value is not inferred.	excluded_ambiguous	visible base retained but an unresolved modifier is not inferred
silkochbd2011:i230:m:1	230	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	ambiguous		(go)korok	six	1	58	57	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc	A small upper-right corner-like modifier is printed after final visible `(go)korok`; its value is not inferred.	excluded_ambiguous	visible base retained but an unresolved modifier is not inferred
silkochbd2011:i230:0:1	230	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	tʃʰoi̯		six	2	58	57	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i231:b:1	231	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	attested	ʃat		seven	2	58	57	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc		staged_target	resolved Koch target-site attestation
silkochbd2011:i231:c:1	231	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	attested	ʃat		seven	2	58	57	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc		staged_target	resolved Koch target-site attestation
silkochbd2011:i231:q:1	231	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	attested	ʃat		seven	2	58	57	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc		staged_target	resolved Koch target-site attestation
silkochbd2011:i231:r:1	231	r	1	target	Tintekiya Koch	Koch	kochbd2011-r-chandabhoi	attested	ʃat		seven	2	58	57	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc		staged_target	resolved Koch target-site attestation
silkochbd2011:i231:l:1	231	l	1	control	A’tong	Garo	kochbd2011-l-bharatpur	attested	(miŋ)ʃɛnɛ		seven	1	58	57	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i231:m:1	231	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	attested	(go)ʃini		seven	1	58	57	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i231:0:1	231	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	ʃat		seven	2	58	57	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i232:b:1	232	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	attested	aʈ		eight	3	58	57	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc		staged_target	resolved Koch target-site attestation
silkochbd2011:i232:c:1	232	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	attested	aʈ		eight	3	58	57	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc		staged_target	resolved Koch target-site attestation
silkochbd2011:i232:q:1	232	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	attested	aʈ		eight	3	58	57	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc		staged_target	resolved Koch target-site attestation
silkochbd2011:i232:r:1	232	r	1	target	Tintekiya Koch	Koch	kochbd2011-r-chandabhoi	attested	aʈ		eight	3	58	57	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc		staged_target	resolved Koch target-site attestation
silkochbd2011:i232:l:1	232	l	1	control	A’tong	Garo	kochbd2011-l-bharatpur	ambiguous		(miŋ)tʃakik	eight	1	58	57	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc	A small upper-right corner-like modifier is printed after final visible `(miŋ)tʃakik`; its value is not inferred.	excluded_ambiguous	visible base retained but an unresolved modifier is not inferred
silkochbd2011:i232:m:1	232	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	attested	gandanii̯		eight	2	58	57	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i232:0:1	232	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	aʈ		eight	3	58	57	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i233:b:1	233	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	attested	nɔi̯		nine	2	58	57	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc		staged_target	resolved Koch target-site attestation
silkochbd2011:i233:c:1	233	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	attested	nɔi̯		nine	2	58	57	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc		staged_target	resolved Koch target-site attestation
silkochbd2011:i233:q:1	233	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	attested	nɔi̯		nine	2	58	57	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc		staged_target	resolved Koch target-site attestation
silkochbd2011:i233:r:1	233	r	1	target	Tintekiya Koch	Koch	kochbd2011-r-chandabhoi	attested	nɔi̯		nine	2	58	57	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc		staged_target	resolved Koch target-site attestation
silkochbd2011:i233:l:1	233	l	1	control	A’tong	Garo	kochbd2011-l-bharatpur	attested	(miŋ)skʰu		nine	1	58	57	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i233:m:1	233	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	attested	gandanii̯ goi̯ʃa		nine	3	58	57	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i233:0:1	233	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	nɔi̯		nine	2	58	57	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i234:b:1	234	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	attested	doʃ		ten	2	58	57	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc		staged_target	resolved Koch target-site attestation
silkochbd2011:i234:c:1	234	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	attested	doʃ		ten	2	58	57	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc		staged_target	resolved Koch target-site attestation
silkochbd2011:i234:q:1	234	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	attested	doʃ		ten	2	58	57	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc		staged_target	resolved Koch target-site attestation
silkochbd2011:i234:r:1	234	r	1	target	Tintekiya Koch	Koch	kochbd2011-r-chandabhoi	attested	doʃ		ten	2	58	57	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc		staged_target	resolved Koch target-site attestation
silkochbd2011:i234:l:1	234	l	1	control	A’tong	Garo	kochbd2011-l-bharatpur	ambiguous		(miŋ)tʃɛgik	ten	1	58	57	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc	A small upper-right corner-like modifier is printed after final visible `(miŋ)tʃɛgik`; its value is not inferred.	excluded_ambiguous	visible base retained but an unresolved modifier is not inferred
silkochbd2011:i234:m:1	234	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	ambiguous		tʃei̯gik	ten	1	58	57	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc	A small upper-right corner-like modifier is printed after final visible `tʃei̯gik`; its value is not inferred.	excluded_ambiguous	visible base retained but an unresolved modifier is not inferred
silkochbd2011:i234:0:1	234	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	doʃ		ten	2	58	57	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i235:b:1	235	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	attested	ægaro		eleven	2	58	57	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc		staged_target	resolved Koch target-site attestation
silkochbd2011:i235:c:1	235	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	attested	ægaro		eleven	2	58	57	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc		staged_target	resolved Koch target-site attestation
silkochbd2011:i235:q:1	235	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	attested	ægaro		eleven	2	58	57	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc		staged_target	resolved Koch target-site attestation
silkochbd2011:i235:r:1	235	r	1	target	Tintekiya Koch	Koch	kochbd2011-r-chandabhoi	attested	ægaro		eleven	2	58	57	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc		staged_target	resolved Koch target-site attestation
silkochbd2011:i235:l:1	235	l	1	control	A’tong	Garo	kochbd2011-l-bharatpur	attested	(miŋ)tʃiʃa		eleven	1	58	57	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i235:m:1	235	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	ambiguous		tʃei̯gik ʃa	eleven	3	58	57	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc	A small upper-right corner-like modifier is printed after visible `tʃei̯gik` before `ʃa`; its value is not inferred.	excluded_ambiguous	visible base retained but an unresolved modifier is not inferred
silkochbd2011:i235:0:1	235	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	ægaro		eleven	2	58	57	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i236:b:1	236	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	attested	baro		twelve	2	58	57	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc		staged_target	resolved Koch target-site attestation
silkochbd2011:i236:c:1	236	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	attested	baro		twelve	2	58	57	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc		staged_target	resolved Koch target-site attestation
silkochbd2011:i236:q:1	236	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	attested	baro		twelve	2	58	57	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc		staged_target	resolved Koch target-site attestation
silkochbd2011:i236:r:1	236	r	1	target	Tintekiya Koch	Koch	kochbd2011-r-chandabhoi	attested	baro		twelve	2	58	57	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc		staged_target	resolved Koch target-site attestation
silkochbd2011:i236:l:1	236	l	1	control	A’tong	Garo	kochbd2011-l-bharatpur	attested	(miŋ)tʃini		twelve	1	58	57	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i236:m:1	236	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	ambiguous		tʃei̯gik nii̯	twelve	3	58	57	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc	A small upper-right corner-like modifier is printed after visible `tʃei̯gik` before `nii̯`; its value is not inferred.	excluded_ambiguous	visible base retained but an unresolved modifier is not inferred
silkochbd2011:i236:0:1	236	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	baro		twelve	2	58	57	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i237:b:1	237	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	attested	biʃ		twenty	2	58	57	e9991927b31cb59023ddf198bd4e7ba0742f8e098296bf753e100b799844f2fc		staged_target	resolved Koch target-site attestation
