legacy_row	item	site_code	manual_entry_key	manual_variant_rank	manual_physical_page	manual_printed_page	manual_gloss	manual_group	manual_status	manual_form	manual_visible_base	manual_note	legacy_pdf_page	legacy_group	legacy_status	legacy_raw_form	legacy_entry_key	legacy_reason	legacy_rows_for_manual	legacy_alias_retired	gloss_match	group_match	comparison
1731	250	b	silkochbd2011:i250:b:1	1	59	58	fat	1	attested	tʃadara			58	1	attested	tʃadaɾa	silkochbd2011:i250:b:1		1	false	true	true	form_difference
1732	250	c	silkochbd2011:i250:c:1	1	59	58	fat	1	attested	tʃadra			58	1	attested	tʃadɾa	silkochbd2011:i250:c:1		1	false	true	true	form_difference
1733	250	q	silkochbd2011:i250:q:1	1	59	58	fat	1	attested	tʃadra			58	1	attested	tʃadɾa	silkochbd2011:i250:q:1		1	false	true	true	form_difference
1734	250	r	silkochbd2011:i250:r:1	1	59	58	fat	1	attested	tʃadra			58	1	attested	tʃadɾa	silkochbd2011:i250:r:1		1	false	true	true	form_difference
1735	250	l	silkochbd2011:i250:l:1	1	59	58	fat	2	attested	tʃuŋa			58	2	attested	tʃuŋa	silkochbd2011:i250:l:1		1	false	true	true	form_exact
1736	250	m	silkochbd2011:i250:m:1	1	59	58	fat	3	attested	lɛma			58	3	attested	lɛma	silkochbd2011:i250:m:1		1	false	true	true	form_exact
1737	250	0	silkochbd2011:i250:0:1	1	59	58	fat	4	attested	moʈa			58	4	attested	mota	silkochbd2011:i250:0:1		1	false	true	true	form_difference
1738	251	m	silkochbd2011:i251:m:1	1	59	58	thin	0	blank			Source explicitly prints `no entry` for this site.	58	0	blank	no entry		printed gap: the item was not elicited at this site	1	false	true	true	blank_match
1739	251	b	silkochbd2011:i251:b:1	1	59	58	thin	1	attested	ʃiran			58	1	attested	ʃiɾan	silkochbd2011:i251:b:1		1	false	true	true	form_difference
1740	251	c	silkochbd2011:i251:c:1	1	59	58	thin	1	attested	ʃiran			58	1	attested	ʃiɾan	silkochbd2011:i251:c:1		1	false	true	true	form_difference
1741	251	r	silkochbd2011:i251:r:1	1	59	58	thin	1	attested	ʃiran			58	1	attested	ʃiɾan	silkochbd2011:i251:r:1		1	false	true	true	form_difference
1742	251	l	silkochbd2011:i251:l:1	1	59	58	thin	2	attested	mɨl			58	2	attested	mɨl	silkochbd2011:i251:l:1		1	false	true	true	form_exact
1743	251	0	silkochbd2011:i251:0:1	1	59	58	thin	3	attested	tʃikon			58	3	attested	tʃikon	silkochbd2011:i251:0:1		1	false	true	true	form_exact
1744	251	q	silkochbd2011:i251:q:1	1	59	58	thin	3	attested	tʃikon			58	3	attested	tʃikon	silkochbd2011:i251:q:1		1	false	true	true	form_exact
1745	254	b	silkochbd2011:i254:b:1	1	59	58	deep	1	attested	doŋgor			58	1	attested	doŋɡor	silkochbd2011:i254:b:1		1	false	true	true	form_difference
1746	254	r	silkochbd2011:i254:r:1	1	59	58	deep	1	attested	doŋgor			58	1	attested	doŋɡor	silkochbd2011:i254:r:1		1	false	true	true	form_difference
1747	254	c	silkochbd2011:i254:c:1	1	59	58	deep	1	attested	duŋgur			58	1	attested	duŋɡur	silkochbd2011:i254:c:1		1	false	true	true	form_difference
1748	254	m	silkochbd2011:i254:m:1	1	59	58	deep	2	attested	tʰoʔwa			58	2	attested	tho#wa	silkochbd2011:i254:m:1		1	false	true	true	form_difference
1749	254	l	silkochbd2011:i254:l:1	1	59	58	deep	2	ambiguous		tʰotwa	A small upper-right corner-like modifier is printed after visible `t` before final `wa`; its value is not inferred.	58	2	attested	thot̚wa	silkochbd2011:i254:l:1		1	false	true	true	manual_excludes_legacy_installed_ambiguous
1750	254	0	silkochbd2011:i254:0:1	1	59	58	deep	3	attested	gobʰir			58	3	attested	ɡobhir	silkochbd2011:i254:0:1		1	false	true	true	form_difference
1751	254	q	silkochbd2011:i254:q:1	1	59	58	deep	4	attested	oŋor			58	4	attested	oŋor	silkochbd2011:i254:q:1		1	false	true	true	form_exact
1752	256	c	silkochbd2011:i256:c:1	1	59	58	full (cup)	1	attested	tiptip			58	1	attested	tiptip	silkochbd2011:i256:c:1		1	false	true	true	form_exact
1753	256	l	silkochbd2011:i256:l:1	1	59	58	full (cup)	2	attested	pʰiŋa			58	2	attested	phiŋa	silkochbd2011:i256:l:1		1	false	true	true	form_difference
1754	256	m	silkochbd2011:i256:m:1	1	59	58	full (cup)	2	attested	pʰiŋa			58	2	attested	phiŋa	silkochbd2011:i256:m:1		1	false	true	true	form_difference
1755	256	0	silkochbd2011:i256:0:1	1	59	58	full (cup)	3	attested	purno			58	3	attested	purno	silkochbd2011:i256:0:1		1	false	true	true	form_exact
1756	256	b	silkochbd2011:i256:b:1	1	59	58	full (cup)	3	attested	purno			58	3	attested	purno	silkochbd2011:i256:b:1		1	false	true	true	form_exact
1757	256	q	silkochbd2011:i256:q:1	1	59	58	full (cup)	4	attested	pʰuŋni			58	4	attested	phuŋni	silkochbd2011:i256:q:1		1	false	true	true	form_difference
1758	256	r	silkochbd2011:i256:r:1	1	59	58	full (cup)	5	attested	ʃɛrni			58	5	attested	ʃɛrni	silkochbd2011:i256:r:1		1	false	true	true	form_exact
1759	257	l	silkochbd2011:i257:l:1	1	59	58	empty (cup)	0	blank			Source explicitly prints `no entry` for this site.	58	0	blank	no entry		printed gap: the item was not elicited at this site	1	false	true	true	blank_match
1760	257	b	silkochbd2011:i257:b:1	1	59	58	empty (cup)	1	attested	baba			58	1	attested	baba	silkochbd2011:i257:b:1		1	false	true	true	form_exact
1761	257	c	silkochbd2011:i257:c:1	1	59	58	empty (cup)	1	attested	baba			58	1	attested	baba	silkochbd2011:i257:c:1		1	false	true	true	form_exact
1762	257	m	silkochbd2011:i257:m:1	1	59	58	empty (cup)	2	attested	kantra			58	2	attested	kantɾa	silkochbd2011:i257:m:1		1	false	true	true	form_difference
1763	257	0	silkochbd2011:i257:0:1	1	59	58	empty (cup)	3	attested	kʰali			58	3	attested	khali	silkochbd2011:i257:0:1		1	false	true	true	form_difference
1764	257	r	silkochbd2011:i257:r:1	1	59	58	empty (cup)	3	attested	kʰali			58	3	attested	khali	silkochbd2011:i257:r:1		1	false	true	true	form_difference
1765	257	q	silkochbd2011:i257:q:1	1	59	58	empty (cup)	4	attested	ɛra			58	4	attested	ɛra	silkochbd2011:i257:q:1		1	false	true	true	form_exact
1766	258	m	silkochbd2011:i258:m:1	1	59	58	hungry	1	attested	okʰi			58	1	attested	okhi	silkochbd2011:i258:m:1		1	false	true	true	form_difference
1767	258	b	silkochbd2011:i258:b:1	1	59	58	hungry	1	attested	ukʰai̯			58	1	unresolved	ukhai �		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
1768	258	c	silkochbd2011:i258:c:1	1	59	58	hungry	1	attested	ukʰai̯			58	1	unresolved	ukhai �		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
1769	258	r	silkochbd2011:i258:r:1	1	59	58	hungry	1	attested	ukʰai̯			58	1	unresolved	ukhai �		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
1770	258	l	silkochbd2011:i258:l:1	1	59	58	hungry	1	attested	ukʰi			58	1	attested	ukhi	silkochbd2011:i258:l:1		1	false	true	true	form_difference
1771	258	0	silkochbd2011:i258:0:1	1	59	58	hungry	2	attested	kʰidɛ laga			58	2	attested	khidɛ laɡa	silkochbd2011:i258:0:1		1	false	true	true	form_difference
1772	258	q	silkochbd2011:i258:q:1	1	59	58	hungry	3	attested	mai̯ hoi̯to			58	3	unresolved	mai � hoit� o		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
1773	260	q	silkochbd2011:i260:q:1	1	59	58	sweet	1 | 2	attested	ʃuma			58	1	attested	ʃuma	silkochbd2011:i260:q:1		2	false	true	true	form_exact
1774	260	b	silkochbd2011:i260:b:1	1	59	58	sweet	1	attested	ʃumni			58	1	attested	ʃumni	silkochbd2011:i260:b:1		1	false	true	true	form_exact
1775	260	c	silkochbd2011:i260:c:1	1	59	58	sweet	1	attested	ʃumni			58	1	attested	ʃumni	silkochbd2011:i260:c:1		1	false	true	true	form_exact
1776	260	r	silkochbd2011:i260:r:1	1	59	58	sweet	1	attested	ʃumni			58	1	attested	ʃumni	silkochbd2011:i260:r:1		1	false	true	true	form_exact
1777	260	l	silkochbd2011:i260:l:1	1	59	58	sweet	2	attested	sɨma			58	2	attested	sɨma	silkochbd2011:i260:l:1		1	false	true	true	form_exact
1778	260	m	silkochbd2011:i260:m:1	1	59	58	sweet	2	attested	sɨma			58	2	attested	sɨma	silkochbd2011:i260:m:1		1	false	true	true	form_exact
1779	260	q	silkochbd2011:i260:q:1	1	59	58	sweet	1 | 2	attested	ʃuma			58	2	attested	ʃuma	silkochbd2011:i260:q:2		2	true	true	true	form_exact
1780	260	0	silkochbd2011:i260:0:1	1	59	58	sweet	3	attested	miʃti			58	3	attested	miʃti	silkochbd2011:i260:0:1		1	false	true	true	form_exact
1781	261	b	silkochbd2011:i261:b:1	1	59	58	sour	1	attested	hui̯ni			58	1	unresolved	huin� i		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
1782	261	c	silkochbd2011:i261:c:1	1	59	58	sour	1	attested	kʰui̯ni			58	1	unresolved	khuin� i		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
1783	261	r	silkochbd2011:i261:r:1	1	59	58	sour	1	attested	kʰui̯ni			58	1	unresolved	khuin� i		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
1784	261	q	silkochbd2011:i261:q:1	1	59	58	sour	1	attested	hini			58	1	attested	hini	silkochbd2011:i261:q:1		1	false	true	true	form_exact
1785	261	l	silkochbd2011:i261:l:1	1	59	58	sour	2	attested	kʰɨja			58	2	attested	khɨja	silkochbd2011:i261:l:1		1	false	true	true	form_difference
1786	261	m	silkochbd2011:i261:m:1	1	59	58	sour	2	attested	kʰɨja			58	2	attested	khɨja	silkochbd2011:i261:m:1		1	false	true	true	form_difference
1787	261	0	silkochbd2011:i261:0:1	1	59	58	sour	3	attested	ʈok			58	3	unresolved	t!k		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
1788	262	l	silkochbd2011:i262:l:1	1	60	59	bitter	1	attested	kʰa.a			59	1	attested	kha.a	silkochbd2011:i262:l:1		1	false	true	true	form_difference
1789	262	m	silkochbd2011:i262:m:1	1	60	59	bitter	1	attested	kʰa.a			59	1	attested	kha.a	silkochbd2011:i262:m:1		1	false	true	true	form_difference
1790	262	b	silkochbd2011:i262:b:1	1	60	59	bitter	1	attested	kʰani			59	1	attested	khani	silkochbd2011:i262:b:1		1	false	true	true	form_difference
1791	262	c	silkochbd2011:i262:c:1	1	60	59	bitter	1	attested	kʰani			59	1	attested	khani	silkochbd2011:i262:c:1		1	false	true	true	form_difference
1792	262	r	silkochbd2011:i262:r:1	1	60	59	bitter	1	attested	kʰani			59	1	attested	khani	silkochbd2011:i262:r:1		1	false	true	true	form_difference
1793	262	0	silkochbd2011:i262:0:1	1	60	59	bitter	2	attested	tita			59	2	attested	tita	silkochbd2011:i262:0:1		1	false	true	true	form_exact
1794	262	q	silkochbd2011:i262:q:1	1	60	59	bitter	3	attested	ha.a			59	3	attested	ha.a	silkochbd2011:i262:q:1		1	false	true	true	form_exact
1795	263	b	silkochbd2011:i263:b:1	1	60	59	spicy, hot	1	attested	burni			59	1	attested	burni	silkochbd2011:i263:b:1		1	false	true	true	form_exact
1796	263	c	silkochbd2011:i263:c:1	1	60	59	spicy, hot	1	attested	burni			59	1	attested	burni	silkochbd2011:i263:c:1		1	false	true	true	form_exact
1797	263	r	silkochbd2011:i263:r:1	1	60	59	spicy, hot	1	attested	burni			59	1	attested	burni	silkochbd2011:i263:r:1		1	false	true	true	form_exact
1798	263	l	silkochbd2011:i263:l:1	1	60	59	spicy, hot	2	attested	wɛla			59	2	attested	wɛla	silkochbd2011:i263:l:1		1	false	true	true	form_exact
1799	263	m	silkochbd2011:i263:m:1	1	60	59	spicy, hot	2	attested	wɛla			59	2	attested	wɛla	silkochbd2011:i263:m:1		1	false	true	true	form_exact
1800	263	0	silkochbd2011:i263:0:1	1	60	59	spicy, hot	3	attested	dʒʰal			59	3	attested	dʒhal	silkochbd2011:i263:0:1		1	false	true	true	form_difference
1801	263	q	silkochbd2011:i263:q:1	1	60	59	spicy, hot	4	attested	bora			59	4	attested	bora	silkochbd2011:i263:q:1		1	false	true	true	form_exact
1802	264	l	silkochbd2011:i264:l:1	1	60	59	ripe	1	attested	minna			59	1	attested	mɨnna	silkochbd2011:i264:l:1		1	false	true	true	form_difference
1803	264	m	silkochbd2011:i264:m:1	1	60	59	ripe	1	attested	minna			59	1	attested	mɨnna	silkochbd2011:i264:m:1		1	false	true	true	form_difference
1804	264	b	silkochbd2011:i264:b:1	1	60	59	ripe	1	attested	munni			59	1	attested	munni	silkochbd2011:i264:b:1		1	false	true	true	form_exact
1805	264	c	silkochbd2011:i264:c:1	1	60	59	ripe	1	attested	munni			59	1	attested	munni	silkochbd2011:i264:c:1		1	false	true	true	form_exact
1806	264	q	silkochbd2011:i264:q:1	1	60	59	ripe	1	attested	munni			59	1	attested	munni	silkochbd2011:i264:q:1		1	false	true	true	form_exact
1807	264	r	silkochbd2011:i264:r:1	1	60	59	ripe	1	attested	munni			59	1	attested	munni	silkochbd2011:i264:r:1		1	false	true	true	form_exact
1808	264	0	silkochbd2011:i264:0:1	1	60	59	ripe	2	attested	paka			59	2	attested	paka	silkochbd2011:i264:0:1		1	false	true	true	form_exact
1809	265	m	silkochbd2011:i265:m:1	1	60	59	rotten (fruit)	1	attested	sawa			59	1	attested	sawa	silkochbd2011:i265:m:1		1	false	true	true	form_exact
1810	265	l	silkochbd2011:i265:l:1	1	60	59	rotten (fruit)	1	ambiguous		sawok	A small upper-right corner-like modifier is printed after visible final `k`; its value is not inferred.	59	1	attested	sawok̚	silkochbd2011:i265:l:1		1	false	true	true	manual_excludes_legacy_installed_ambiguous
1811	265	q	silkochbd2011:i265:q:1	1	60	59	rotten (fruit)	2	attested	piʃa utrʌ			59	2	attested	piʃa utr-	silkochbd2011:i265:q:1		1	false	true	true	form_difference
1812	265	b	silkochbd2011:i265:b:1	1	60	59	rotten (fruit)	3	attested	ʃau̯ni			59	3	unresolved	ʃaun� i		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
1813	265	c	silkochbd2011:i265:c:1	1	60	59	rotten (fruit)	3	attested	ʃau̯ni			59	3	unresolved	ʃaun� i		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
1814	265	r	silkochbd2011:i265:r:1	1	60	59	rotten (fruit)	3	attested	sau̯ni			59	3	unresolved	saun� i		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
1815	265	0	silkochbd2011:i265:0:1	1	60	59	rotten (fruit)	4	attested	poʈʃa			59	4	unresolved	p!tʃa		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
1816	266	b	silkochbd2011:i266:b:1	1	60	59	fast	1	attested	dɛtʃiŋni			59	1	attested	dɛtʃiŋni	silkochbd2011:i266:b:1		1	false	true	true	form_exact
1817	266	c	silkochbd2011:i266:c:1	1	60	59	fast	1	attested	dɛtʃiŋni			59	1	attested	dɛtʃiŋni	silkochbd2011:i266:c:1		1	false	true	true	form_exact
1818	266	r	silkochbd2011:i266:r:1	1	60	59	fast	1	attested	dɛtʃiŋni			59	1	attested	dɛtʃiŋni	silkochbd2011:i266:r:1		1	false	true	true	form_exact
1819	266	l	silkochbd2011:i266:l:1	1	60	59	fast	2	attested	mana			59	2	attested	mana	silkochbd2011:i266:l:1		1	false	true	true	form_exact
1820	266	m	silkochbd2011:i266:m:1	1	60	59	fast	2	attested	mana			59	2	attested	mana	silkochbd2011:i266:m:1		1	false	true	true	form_exact
1821	266	0	silkochbd2011:i266:0:1	1	60	59	fast	3	attested	taɽataɽi			59	3	unresolved	ta$ata$i		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
1822	266	q	silkochbd2011:i266:q:1	1	60	59	fast	3	attested	taɽataɽi			59	3	unresolved	ta$ata$i		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
1823	267	l	silkochbd2011:i267:l:1	1	60	59	slow	1	attested	kʰaʃin			59	1	attested	khaʃin	silkochbd2011:i267:l:1		1	false	true	true	form_difference
1824	267	m	silkochbd2011:i267:m:1	1	60	59	slow	1	attested	kʰaʃini			59	1	attested	khaʃini	silkochbd2011:i267:m:1		1	false	true	true	form_difference
1825	267	b	silkochbd2011:i267:b:1	1	60	59	slow	2	ambiguous		tɛp	A small upper-right corner-like modifier is printed after visible final `p`; its value is not inferred.	59	2	attested	tɛp̚	silkochbd2011:i267:b:1		1	false	true	true	manual_excludes_legacy_installed_ambiguous
1826	267	c	silkochbd2011:i267:c:1	1	60	59	slow	2	ambiguous		tɛp	A small upper-right corner-like modifier is printed after visible final `p`; its value is not inferred.	59	2	attested	tɛp̚	silkochbd2011:i267:c:1		1	false	true	true	manual_excludes_legacy_installed_ambiguous
1827	267	0	silkochbd2011:i267:0:1	1	60	59	slow	3	attested	dʰirɛ dʰirɛ			59	3	attested	dhiɾɛ dhiɾɛ	silkochbd2011:i267:0:1		1	false	true	true	form_difference
1828	267	q	silkochbd2011:i267:q:1	1	60	59	slow	3	attested	dʰirɛ dʰirɛ			59	3	attested	dhiɾɛ dhiɾɛ	silkochbd2011:i267:q:1		1	false	true	true	form_difference
1829	267	r	silkochbd2011:i267:r:1	1	60	59	slow	3	attested	dʰirɛ dʰirɛ			59	3	attested	dhiɾɛ dhiɾɛ	silkochbd2011:i267:r:1		1	false	true	true	form_difference
1830	268	c	silkochbd2011:i268:c:1	1	60	59	same	1	attested	gonʃɛn			59	1	attested	ɡonʃɛn	silkochbd2011:i268:c:1		1	false	true	true	form_difference
1831	268	r	silkochbd2011:i268:r:1	1	60	59	same	1	attested	gotsɛn			59	1	attested	ɡotsɛn	silkochbd2011:i268:r:1		1	false	true	true	form_difference
1832	268	b	silkochbd2011:i268:b:1	1	60	59	same	1	attested	gunsɛn			59	1	attested	ɡunsɛn	silkochbd2011:i268:b:1		1	false	true	true	form_difference
1833	268	m	silkochbd2011:i268:m:1	1	60	59	same	2	attested	damʃan			59	2	attested	damʃan	silkochbd2011:i268:m:1		1	false	true	true	form_exact
1834	268	0	silkochbd2011:i268:0:1	1	60	59	same	3	attested	ɛki			59	3	attested	ɛki	silkochbd2011:i268:0:1		1	false	true	true	form_exact
1835	268	q	silkochbd2011:i268:q:1	1	60	59	same	4	attested	ɛk			59	4	attested	ɛk	silkochbd2011:i268:q:1		1	false	true	true	form_exact
1836	268	l	silkochbd2011:i268:l:1	1	60	59	same	5	attested	apsan			59	5	attested	apsan	silkochbd2011:i268:l:1		1	false	true	true	form_exact
1837	269	l	silkochbd2011:i269:l:1	1	60	59	different	1	attested	diŋtʰaŋ			59	1	attested	dɨŋthaŋ	silkochbd2011:i269:l:1		1	false	true	true	form_difference
1838	269	m	silkochbd2011:i269:m:1	1	60	59	different	1	attested	diŋtʰaŋ			59	1	attested	dɨŋthaŋ	silkochbd2011:i269:m:1		1	false	true	true	form_difference
1839	269	b	silkochbd2011:i269:b:1	1	60	59	different	2	ambiguous		bɛgat	A small upper-right corner-like modifier is printed after visible final `t`; its value is not inferred.	59	2	attested	bɛɡat̚	silkochbd2011:i269:b:1		1	false	true	true	manual_excludes_legacy_installed_ambiguous
1840	269	c	silkochbd2011:i269:c:1	1	60	59	different	2	ambiguous		bɛgat	A small upper-right corner-like modifier is printed after visible final `t`; its value is not inferred.	59	2	attested	bɛɡat̚	silkochbd2011:i269:c:1		1	false	true	true	manual_excludes_legacy_installed_ambiguous
1841	269	r	silkochbd2011:i269:r:1	1	60	59	different	2	ambiguous		bɛgat	A small upper-right corner-like modifier is printed after visible final `t`; its value is not inferred.	59	2	attested	bɛɡat̚	silkochbd2011:i269:r:1		1	false	true	true	manual_excludes_legacy_installed_ambiguous
1842	269	0	silkochbd2011:i269:0:1	1	60	59	different	3	attested	bʰinno			59	3	attested	bhinno	silkochbd2011:i269:0:1		1	false	true	true	form_difference
1843	269	q	silkochbd2011:i269:q:1	1	60	59	different	4	attested	dʒudʌ			59	4	attested	ɖʒud-	silkochbd2011:i269:q:1		1	false	true	true	form_difference
1844	270	m	silkochbd2011:i270:m:1	1	60	59	dry	1 | 2	attested	raʔna			59	1	attested	ra#na	silkochbd2011:i270:m:1		2	false	true	true	form_difference
1845	270	b	silkochbd2011:i270:b:1	1	60	59	dry	1	attested	ranni			59	1	attested	ranni	silkochbd2011:i270:b:1		1	false	true	true	form_exact
1846	270	c	silkochbd2011:i270:c:1	1	60	59	dry	1	attested	ranni			59	1	attested	ranni	silkochbd2011:i270:c:1		1	false	true	true	form_exact
1847	270	q	silkochbd2011:i270:q:1	1	60	59	dry	1	attested	ranni			59	1	attested	ranni	silkochbd2011:i270:q:1		1	false	true	true	form_exact
1848	270	r	silkochbd2011:i270:r:1	1	60	59	dry	1	attested	ranni			59	1	attested	ranni	silkochbd2011:i270:r:1		1	false	true	true	form_exact
1849	270	m	silkochbd2011:i270:m:1	1	60	59	dry	1 | 2	attested	raʔna			59	2	attested	ra#na	silkochbd2011:i270:m:2		2	true	true	true	form_difference
1850	270	l	silkochbd2011:i270:l:1	1	60	59	dry	2	ambiguous		raʔnok	A small upper-right corner-like modifier is printed after visible final `k`; its value is not inferred.	59	2	attested	ra#nok̚	silkochbd2011:i270:l:1		1	false	true	true	manual_excludes_legacy_installed_ambiguous
1851	270	0	silkochbd2011:i270:0:1	1	60	59	dry	3	attested	ʃukna			59	3	attested	ʃukna	silkochbd2011:i270:0:1		1	false	true	true	form_exact
1852	271	b	silkochbd2011:i271:b:1	1	60	59	wet	1	attested	ʃum			59	1	attested	ʃum	silkochbd2011:i271:b:1		1	false	true	true	form_exact
1853	271	c	silkochbd2011:i271:c:1	1	60	59	wet	1	attested	ʃum			59	1	attested	ʃum	silkochbd2011:i271:c:1		1	false	true	true	form_exact
1854	271	m	silkochbd2011:i271:m:1	1	60	59	wet	2	attested	pei̯ʃia			59	2	unresolved	peiʃ� ia �		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
1855	271	l	silkochbd2011:i271:l:1	1	60	59	wet	2	ambiguous		pei̯ʃok	A small upper-right corner-like modifier is printed after visible final `k`; its value is not inferred.	59	2	unresolved	peiʃ� ok̚		contains a glyph with no verified reading	1	false	true	true	manual_ambiguous_legacy_unresolved
1856	271	0	silkochbd2011:i271:0:1	1	60	59	wet	3	attested	bʰidʒa			59	3	attested	bhidʒa	silkochbd2011:i271:0:1		1	false	true	true	form_difference
1857	271	q	silkochbd2011:i271:q:1	1	60	59	wet	4	attested	tiʃam			59	4	attested	tiʃam	silkochbd2011:i271:q:1		1	false	true	true	form_exact
1858	271	r	silkochbd2011:i271:r:1	1	60	59	wet	5	attested	ʃumni			59	5	attested	ʃumni	silkochbd2011:i271:r:1		1	false	true	true	form_exact
1859	272	l	silkochbd2011:i272:l:1	1	60	59	hot (weather)	1	attested	duŋʔa			59	1	attested	duŋ#a	silkochbd2011:i272:l:1		1	false	true	true	form_difference
1860	272	b	silkochbd2011:i272:b:1	1	60	59	hot (weather)	2	attested	burni			59	2	attested	burni	silkochbd2011:i272:b:1		1	false	true	true	form_exact
1861	272	r	silkochbd2011:i272:r:1	1	60	59	hot (weather)	2	attested	burni			59	2	attested	burni	silkochbd2011:i272:r:1		1	false	true	true	form_exact
1862	272	c	silkochbd2011:i272:c:1	1	60	59	hot (weather)	3	attested	gumbarto			59	3	attested	ɡumbarto	silkochbd2011:i272:c:1		1	false	true	true	form_difference
1863	272	m	silkochbd2011:i272:m:1	1	60	59	hot (weather)	4	attested	kʰama			59	4	attested	khama	silkochbd2011:i272:m:1		1	false	true	true	form_difference
1864	272	0	silkochbd2011:i272:0:1	1	60	59	hot (weather)	5	attested	gɔrom			59	5	unresolved	ɡ!ɾom		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
1865	272	q	silkochbd2011:i272:q:1	1	60	59	hot (weather)	5	attested	gɔrom			59	5	unresolved	ɡ!ɾom		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
1866	273	l	silkochbd2011:i273:l:1	1	60	59	cold (weather)	1	ambiguous		tʃikka	A small upper-right corner-like modifier is printed between the two visible `k` letters; its value is not inferred.	59	1	attested	tʃɨk̚ka	silkochbd2011:i273:l:1		1	false	true	true	manual_excludes_legacy_installed_ambiguous
1867	273	m	silkochbd2011:i273:m:1	1	60	59	cold (weather)	1	ambiguous		tʃikka	A small upper-right corner-like modifier is printed between the two visible `k` letters; its value is not inferred.	59	1	attested	tʃɨk̚ka	silkochbd2011:i273:m:1		1	false	true	true	manual_excludes_legacy_installed_ambiguous
1868	273	b	silkochbd2011:i273:b:1	1	60	59	cold (weather)	1	attested	tʃikni			59	1	attested	tʃikni	silkochbd2011:i273:b:1		1	false	true	true	form_exact
1869	273	c	silkochbd2011:i273:c:1	1	60	59	cold (weather)	1	attested	tʃikni			59	1	attested	tʃikni	silkochbd2011:i273:c:1		1	false	true	true	form_exact
1870	273	r	silkochbd2011:i273:r:1	1	60	59	cold (weather)	1	attested	tʃikni			59	1	attested	tʃikni	silkochbd2011:i273:r:1		1	false	true	true	form_exact
1871	273	0	silkochbd2011:i273:0:1	1	60	59	cold (weather)	2	attested	tʰanɖa			59	2	attested	thanɖa	silkochbd2011:i273:0:1		1	false	true	true	form_difference
1872	273	q	silkochbd2011:i273:q:1	1	60	59	cold (weather)	2	attested	tʰanɖa			59	2	attested	thanɖa	silkochbd2011:i273:q:1		1	false	true	true	form_difference
1873	274	l	silkochbd2011:i274:l:1	1	60	59	good	1	attested	nɛma			59	1	attested	nɛma	silkochbd2011:i274:l:1		1	false	true	true	form_exact
1874	274	m	silkochbd2011:i274:m:1	1	60	59	good	1	attested	nɛma			59	1	attested	nɛma	silkochbd2011:i274:m:1		1	false	true	true	form_exact
1875	274	b	silkochbd2011:i274:b:1	1	60	59	good	2	attested	pɛ.ɛn			59	2	attested	pɛ.ɛn	silkochbd2011:i274:b:1		1	false	true	true	form_exact
1876	274	c	silkochbd2011:i274:c:1	1	60	59	good	2	attested	pɛ.ɛn			59	2	attested	pɛ.ɛn	silkochbd2011:i274:c:1		1	false	true	true	form_exact
1877	274	q	silkochbd2011:i274:q:1	1	60	59	good	2	attested	pɛ.ɛn			59	2	attested	pɛ.ɛn	silkochbd2011:i274:q:1		1	false	true	true	form_exact
1878	274	r	silkochbd2011:i274:r:1	1	60	59	good	2	attested	pɛ.ɛn			59	2	attested	pɛ.ɛn	silkochbd2011:i274:r:1		1	false	true	true	form_exact
1879	274	0	silkochbd2011:i274:0:1	1	60	59	good	3	attested	bʰalo			59	3	attested	bhalo	silkochbd2011:i274:0:1		1	false	true	true	form_difference
1880	275	l	silkochbd2011:i275:l:1	1	60	59	bad	1	attested	nɛmʈʃa			59	1	attested	nɛmtʃa	silkochbd2011:i275:l:1		1	false	true	true	form_difference
1881	275	m	silkochbd2011:i275:m:1	1	60	59	bad	1	attested	nɛmʈʃa			59	1	attested	nɛmtʃa	silkochbd2011:i275:m:1		1	false	true	true	form_difference
1882	275	b	silkochbd2011:i275:b:1	1	60	59	bad	2	attested	natʰi			59	2	attested	nathi	silkochbd2011:i275:b:1		1	false	true	true	form_difference
1883	275	c	silkochbd2011:i275:c:1	1	60	59	bad	2	attested	natʰi			59	2	attested	nathi	silkochbd2011:i275:c:1		1	false	true	true	form_difference
