Item	Gloss	Site	Response	Group	PDF_Page	Printed_Page	Column	Raw_OCR	Palakkad_Kunjapana_Control	Transcription	Review	Uncertainty
71	cabbage	KIL	1	2	38	33	3	gosumotta	gos	gosumoʈʈʌ	reviewed	source-raster-coronal
71	cabbage	MET	1	2	38	33	3	gosumotta	gos	gosumoʈʈʌ	reviewed	source-raster-coronal
71	cabbage	CHO	1	1	38	33	3	muttagos4	gos	muʈʈʌgosɨ	reviewed	source-raster-coronal
71	cabbage	MAV	1	1	38	33	3	mottakosu	gos	moʈʈʌkosu	reviewed	source-raster-coronal
71	cabbage	ANA	1	1	38	33	3	muttakos:	gos	muʈʈʌkosɨ	reviewed	source-raster-coronal
71	cabbage	BOO	1	1	38	33	3	mottakosé	gos	moʈʈʌkosɨ	reviewed	source-raster-coronal
71	cabbage	THA	1	1	38	33	3	motigos	gos	moʈigos	reviewed	source-raster-coronal
71	cabbage	NEL	1	1	38	33	3	mottakosé4	gos	moʈʈʌkosɨ	reviewed	source-raster-coronal
72	oil	KUN	1	1	39	34	1	enna	ɛɳɳe	ɛɳɳʌ	reviewed	source-raster-coronal
72	oil	KOL	1	1	39	34	1	enne	ɛɳɳe	ɛɳɳe	reviewed	source-raster-coronal
72	oil	CHE	1	1,3	39	34	1	enne	ɛɳɳe	ɛɳɳe	reviewed	source-raster-coronal
72	oil	KIL	1	3	39	34	1	onne'	ɛɳɳe	oɳɳeɪ	reviewed	source-raster-coronal; source-raster-legacy-glyph-ɪ
72	oil	MET	1	1,3	39	34	1	enne	ɛɳɳe	ɛɳɳe	reviewed	source-raster-coronal
72	oil	CHO	1	1	39	34	1	ennate	ɛɳɳe	ɛɳɳʌɛ	reviewed	source-raster-coronal; source-raster-vowel
72	oil	MAV	1	1	39	34	1	enne	ɛɳɳe	ɛɳɳe	reviewed	source-raster-coronal
72	oil	ANA	1	1	39	34	1	enne	ɛɳɳe	ɛɳɳe	reviewed	source-raster-coronal
72	oil	BOO	1	1	39	34	1	enna	ɛɳɳe	ɛɳɳʌ	reviewed	source-raster-coronal
72	oil	THA	1	1,3	39	34	1	enne	ɛɳɳe	ɛɳɳe	reviewed	source-raster-coronal
72	oil	NEL	1	1	39	34	1	enne	ɛɳɳe	ɛɳɳe	reviewed	source-raster-coronal
73	salt	KUN	1	1	39	34	1	uppi	uppu	uppɨ	reviewed	
73	salt	KOL	1	1	39	34	1	uppu	uppu	uppu	reviewed	
73	salt	CHE	1	1	39	34	1	uppé	uppu	uppɨ	reviewed	
73	salt	KIL	1	1	39	34	1	uppé	uppu	uppɨ	reviewed	
73	salt	MET	1	1	39	34	1	uppu	uppu	uppu	reviewed	
73	salt	CHO	1	1	39	34	1	upp:	uppu	uppɨ	reviewed	
73	salt	MAV	1	1	39	34	1	uppu	uppu	uppu	reviewed	
73	salt	ANA	1	1	39	34	1	uppi	uppu	uppɨ	reviewed	
73	salt	BOO	1	1	39	34	1	upp	uppu	uppɨ	reviewed	
73	salt	THA	1	1	39	34	1	upp:	uppu	uppɨ	reviewed	
73	salt	NEL	1	1	39	34	1	upp:	uppu	uppɨ	reviewed	
74	meat (raw)	KUN	1	1	39	34	1	kari	kʌri	kʌɾi	reviewed	
74	meat (raw)	KOL	1	1	39	34	1	Kari	kʌri	kʌɾi	reviewed	
74	meat (raw)	CHE	1	1	39	34	1	kari	kʌri	kʌɾi	reviewed	
74	meat (raw)	KIL	1	1	39	34	1	kari	kʌri	kʌɾi	reviewed	
74	meat (raw)	MET	1	1	39	34	1	kari	kʌri	kʌɾi	reviewed	
74	meat (raw)	CHO	1	1	39	34	1	Kari	kʌri	kʌɾi	reviewed	
74	meat (raw)	MAV	1	1	39	34	1	kari	kʌri	kʌɾi	reviewed	
74	meat (raw)	ANA	1	1	39	34	1	Kari	kʌri	kʌɾi	reviewed	
74	meat (raw)	BOO	1	2	39	34	1	badé	kʌri	bʌɖɨ	reviewed	source-raster-coronal
74	meat (raw)	THA	1	1	39	34	1	kari	kʌri	kʌɾi	reviewed	
74	meat (raw)	NEL	1	1	39	34	1	kari	kʌri	kʌɾi	reviewed	
75	fish	KUN	1	1	39	34	2	mins	miːnɨ	minɨ	reviewed	
75	fish	KOL	1	1	39	34	2	minu	miːnɨ	minu	reviewed	
75	fish	CHE	1	1	39	34	2	mini	miːnɨ	minɨ	reviewed	
75	fish	KIL	1	1	39	34	2	min	miːnɨ	min	reviewed	
75	fish	MET	1	1	39	34	2	mini	miːnɨ	minɨ	reviewed	
75	fish	CHO	1	1	39	34	2	mins	miːnɨ	minɨ	reviewed	
75	fish	MAV	1	1	39	34	2	mini	miːnɨ	minɨ	reviewed	
75	fish	ANA	1	1	39	34	2	mini	miːnɨ	minɨ	reviewed	
75	fish	BOO	1	1	39	34	2	mini	miːnɨ	minɨ	reviewed	
75	fish	THA	1	1	39	34	2	min	miːnɨ	min	reviewed	
75	fish	NEL	1	1	39	34	2	minu	miːnɨ	minu	reviewed	
76	chicken	KUN	1	1	39	34	2	koji	koji	koʤi	reviewed	source-raster-affricate
76	chicken	KOL	1	1	39	34	2	koji	koji	koʤi	reviewed	source-raster-affricate
76	chicken	CHE	1	1	39	34	2	koji	koji	koʤi	reviewed	source-raster-affricate
76	chicken	KIL	1	1	39	34	2	koji	koji	koʤi	reviewed	source-raster-affricate
76	chicken	MET	1	1	39	34	2	koji	koji	koʤi	reviewed	source-raster-affricate
76	chicken	CHO	1	1	39	34	2	koji	koji	koʤi	reviewed	source-raster-affricate
76	chicken	MAV	1	1	39	34	2	koji	koji	koʤi	reviewed	source-raster-affricate
76	chicken	ANA	1	1	39	34	2	koji	koji	koʤi	reviewed	source-raster-affricate
76	chicken	BOO	1	1	39	34	2	koji	koji	koʤi	reviewed	source-raster-affricate
76	chicken	THA	1	2	39	34	2	ko!	koji	koɪ	reviewed	source-raster-legacy-glyph-ɪ
76	chicken	NEL	1	1	39	34	2	koji	koji	koʤi	reviewed	source-raster-affricate
77	egg	KUN	1	1	39	34	2	mutta	muʈʈe	muʈʈʌ	reviewed	source-raster-coronal
77	egg	KOL	1	1	39	34	2	mutte	muʈʈe	muʈʈe	reviewed	source-raster-coronal
77	egg	CHE	1	1	39	34	2	mutta	muʈʈe	muʈʈʌ	reviewed	source-raster-coronal
77	egg	KIL	1	1	39	34	2	mutte	muʈʈe	muʈʈe	reviewed	source-raster-coronal
77	egg	MET	1	1	39	34	2	mutta	muʈʈe	muʈʈʌ	reviewed	source-raster-coronal
77	egg	CHO	1	1	39	34	3	mutta	muʈʈe	muʈʈʌ	reviewed	source-raster-coronal
77	egg	MAV	1	1	39	34	3	mutta	muʈʈe	muʈʈʌ	reviewed	source-raster-coronal
77	egg	ANA	1	1,2	39	34	3	mutte	muʈʈe	muʈʈe	reviewed	source-raster-coronal
77	egg	BOO	1	1	39	34	3	motta	muʈʈe	moʈʈʌ	reviewed	source-raster-coronal
77	egg	THA	1	1	39	34	3	mutte	muʈʈe	muʈʈe	reviewed	source-raster-coronal
77	egg	NEL	1	1	39	34	3	mutta	muʈʈe	muʈʈʌ	reviewed	source-raster-coronal
78	cow	KUN	1	1	39	34	3	madi	maɖɨ	mʌɖɨ	reviewed	source-raster-coronal
78	cow	KOL	1	1	39	34	3	madi	maɖɨ	mʌɖɨ	reviewed	source-raster-coronal
78	cow	CHE	1	1	39	34	3	madi	maɖɨ	mʌɖɨ	reviewed	source-raster-coronal
78	cow	KIL	1	1	39	34	3	madi	maɖɨ	mʌɖɨ	reviewed	source-raster-coronal
78	cow	MET	1	1	39	34	3	madi	maɖɨ	mʌɖɨ	reviewed	source-raster-coronal
78	cow	CHO	1	1	39	34	3	madi	maɖɨ	mʌɖɨ	reviewed	source-raster-coronal
78	cow	MAV	1	1	39	34	3	madu	maɖɨ	mʌɖu	reviewed	source-raster-coronal
78	cow	ANA	1	1	39	34	3	madi	maɖɨ	mʌɖɨ	reviewed	source-raster-coronal
78	cow	BOO	1	2	39	34	3	asu	maɖɨ	ʌsu	reviewed	
78	cow	THA	1	1	39	34	3	madi	maɖɨ	mʌɖɨ	reviewed	source-raster-coronal
78	cow	NEL	1	1	39	34	3	madi	maɖɨ	mʌɖɨ	reviewed	source-raster-coronal
79	milk	KUN	1	1,2	39	34	3	palé	pælɨ	pʌlɨ	reviewed	
79	milk	KOL	1	1,2	39	34	3	pals	pælɨ	pʌlɨ	reviewed	
79	milk	CHE	1	1,2	39	34	3	palé	pælɨ	pʌlɨ	reviewed	
79	milk	KIL	1	1,2	39	34	3	pala	pælɨ	pʌlʌ	reviewed	
79	milk	MET	1	1,2	39	34	3	palé	pælɨ	pʌlɨ	reviewed	
79	milk	CHO	1	1,2	39	34	3	pali	pælɨ	pʌlɨ	reviewed	
79	milk	MAV	1	1,2	39	34	3	palu	pælɨ	pʌlu	reviewed	
79	milk	ANA	1	1,2	39	34	3	pali	pælɨ	pʌlɨ	reviewed	
79	milk	BOO	1	1	39	34	3	alu	pælɨ	ʌlu	reviewed	
79	milk	THA	1	1,2	39	34	3	pala	pælɨ	pʌlɨ	reviewed	
79	milk	NEL	1	1,2	39	34	3	palé	pælɨ	pʌlɨ	reviewed	
80	horns	KUN	1	1	40	35	1	kombé4	kombu	kombɨ	reviewed	
80	horns	KOL	1	1	40	35	1	kombu	kombu	kombu	reviewed	
80	horns	CHE	1	1	40	35	1	kombii	kombu	kombɨ	reviewed	
80	horns	KIL	1	1	40	35	1	kombu	kombu	kombu	reviewed	
80	horns	MET	1	1	40	35	1	kombu	kombu	kombu	reviewed	
80	horns	CHO	1	1	40	35	1	kombi	kombu	kombɨ	reviewed	
80	horns	MAV	1	1	40	35	1	kombu	kombu	kombu	reviewed	
80	horns	ANA	1	1	40	35	1	kombé	kombu	kombɨ	reviewed	
80	horns	BOO	1	1	40	35	1	kombé4	kombu	kombɨ	reviewed	
80	horns	THA	1	1	40	35	1	kombu	kombu	kombu	reviewed	
80	horns	NEL	1	1	40	35	1	kombu	kombu	kombu	reviewed	
81	tail	KUN	1	1,2	40	35	1	val4	ʋælɨ	ʋʌlɨ	reviewed	
81	tail	KOL	1	1,2	40	35	1	valé	ʋælɨ	ʋʌlɨ	reviewed	
81	tail	CHE	1	1,2	40	35	1	vali	ʋælɨ	ʋʌlɨ	reviewed	
81	tail	KIL	1	1	40	35	1	va@la	ʋælɨ	ʋælɨ	reviewed	source-raster-vowel
81	tail	MET	1	1,2	40	35	1	valé	ʋælɨ	ʋʌlɨ	reviewed	
81	tail	CHO	1	1,2	40	35	1	valé	ʋælɨ	ʋʌlɨ	reviewed	
81	tail	MAV	1	1,2	40	35	1	valé	ʋælɨ	ʋʌlɨ	reviewed	
81	tail	ANA	1	1,2	40	35	1	vali	ʋælɨ	ʋʌlɨ	reviewed	
81	tail	BOO	1	2	40	35	1	bala	ʋælɨ	bʌlʌ	reviewed	
81	tail	THA	1	1,2	40	35	1	val	ʋælɨ	ʋʌl	reviewed	
81	tail	NEL	1	1,2	40	35	1	vali	ʋælɨ	ʋʌlɨ	reviewed	
82	goat	KUN	1	1	40	35	1	ada	ɑɖɨ	ʌɖɨ	reviewed	source-raster-coronal
82	goat	KOL	1	1	40	35	1	adi	ɑɖɨ	ʌɖɨ	reviewed	source-raster-coronal
82	goat	CHE	1	1	40	35	1	adi	ɑɖɨ	ʌɖɨ	reviewed	source-raster-coronal
82	goat	KIL	1	1	40	35	1	ad	ɑɖɨ	ʌɖɨ	reviewed	source-raster-coronal
82	goat	MET	1	1	40	35	1	adé	ɑɖɨ	ʌɖɨ	reviewed	source-raster-coronal
82	goat	CHO	1	1	40	35	1	adi	ɑɖɨ	ʌɖɨ	reviewed	source-raster-coronal
82	goat	MAV	1	1	40	35	1	adqu	ɑɖɨ	ʌɖu	reviewed	source-raster-coronal
82	goat	ANA	1	1	40	35	1	adi	ɑɖɨ	ʌɖɨ	reviewed	source-raster-coronal
82	goat	BOO	1	1	40	35	1	adé	ɑɖɨ	ʌɖɨ	reviewed	source-raster-coronal
82	goat	THA	1	1	40	35	1	adi	ɑɖɨ	ʌɖɨ	reviewed	source-raster-coronal
82	goat	NEL	1	1	40	35	1	adé	ɑɖɨ	ʌɖɨ	reviewed	source-raster-coronal
83	dog	KUN	1	1	40	35	2	na‘	nɑj	nʌɪ	reviewed	source-raster-legacy-glyph-ɪ
83	dog	KOL	1	1	40	35	2	na‘	nɑj	nʌɪ	reviewed	source-raster-legacy-glyph-ɪ
83	dog	CHE	1	1	40	35	2	na‘	nɑj	nʌɪ	reviewed	source-raster-legacy-glyph-ɪ
83	dog	KIL	1	1	40	35	2	nat	nɑj	nʌɪ	reviewed	source-raster-legacy-glyph-ɪ
83	dog	MET	1	1	40	35	2	na’	nɑj	nʌɪ	reviewed	source-raster-legacy-glyph-ɪ
83	dog	CHO	1	1	40	35	2	nai	nɑj	nʌi	reviewed	
83	dog	MAV	1	1	40	35	2	na	nɑj	nʌɪ	reviewed	source-raster-legacy-glyph-ɪ
83	dog	ANA	1	1	40	35	2	na’	nɑj	nʌɪ	reviewed	source-raster-legacy-glyph-ɪ
83	dog	BOO	1	1	40	35	2	na‘	nɑj	nʌɪ	reviewed	source-raster-legacy-glyph-ɪ
83	dog	THA	1	1	40	35	2	na’	nɑj	nʌɪ	reviewed	source-raster-legacy-glyph-ɪ
83	dog	NEL	1	1	40	35	2	na‘	nɑj	nʌɪ	reviewed	source-raster-legacy-glyph-ɪ
84	snake	KUN	1	1	40	35	2	pamb:	pɑmbu	pʌmbɨ	reviewed	
84	snake	KOL	1	1	40	35	2	pambu	pɑmbu	pʌmbu	reviewed	
84	snake	CHE	1	1	40	35	2	pambi	pɑmbu	pʌmbɨ	reviewed	
84	snake	KIL	1	1	40	35	2	pambu	pɑmbu	pʌmbu	reviewed	
84	snake	MET	1	1	40	35	2	pambé	pɑmbu	pʌmbɨ	reviewed	
84	snake	CHO	1	1	40	35	2	pambs	pɑmbu	pʌmbɨ	reviewed	
84	snake	MAV	1	1	40	35	2	pambé	pɑmbu	pʌmbɨ	reviewed	
84	snake	ANA	1	1	40	35	2	pambs	pɑmbu	pʌmbɨ	reviewed	
84	snake	BOO	1	2	40	35	2	avu	pɑmbu	ʌʋu	reviewed	
84	snake	THA	1	1	40	35	2	pambu	pɑmbu	pʌmbu	reviewed	
84	snake	NEL	1	1	40	35	2	pambi	pɑmbu	pʌmbɨ	reviewed	
85	monkey	KUN	1	1	40	35	2	koda	koɖʌ	koɖʌ	reviewed	source-raster-coronal
85	monkey	KOL	1	1	40	35	2	koda	koɖʌ	koɖʌ	reviewed	source-raster-coronal
85	monkey	CHE	1	1	40	35	2	koda	koɖʌ	koɖʌ	reviewed	source-raster-coronal
85	monkey	KIL	1	1	40	35	2	kode	koɖʌ	koɖɛ	reviewed	source-raster-coronal
85	monkey	MET	1	1	40	35	2	koda	koɖʌ	koɖʌ	reviewed	source-raster-coronal
85	monkey	CHO	1	1	40	35	2	koda	koɖʌ	koɖʌ	reviewed	source-raster-coronal
85	monkey	CHO	2	2	40	35	2	korangé	koɖʌ	koɾʌŋgɨ	reviewed	
85	monkey	MAV	1	2	40	35	3	korangu	koɖʌ	koɾʌŋgu	reviewed	
85	monkey	ANA	1	1	40	35	3	koda	koɖʌ	koɖʌ	reviewed	source-raster-coronal
85	monkey	BOO	1	3	40	35	3	keppi	koɖʌ	keppi	reviewed	
85	monkey	THA	1	2	40	35	3	korang	koɖʌ	koɾʌŋg	reviewed	
85	monkey	NEL	1	2	40	35	3	korangé	koɖʌ	koɾʌŋgɨ	reviewed	
86	mosquito	KUN	1	1	40	35	3	muta	kʊsuɳe	muʈʌ	reviewed	source-raster-coronal
86	mosquito	KOL	1	2	40	35	3	kusune	kʊsuɳe	kusuɳe	reviewed	source-raster-coronal
86	mosquito	CHE	1	2	40	35	3	kusuna	kʊsuɳe	kusuɳʌ	reviewed	source-raster-coronal
86	mosquito	KIL	1	2	40	35	3	kusune	kʊsuɳe	kusuɳe	reviewed	source-raster-coronal
86	mosquito	MET	1	2	40	35	3	kutsune	kʊsuɳe	kutʃuɳe	reviewed	source-raster-affricate; source-raster-coronal
86	mosquito	CHO	1	2	40	35	3	kusuna	kʊsuɳe	kusuɳʌ	reviewed	source-raster-coronal
86	mosquito	MAV	1	2	40	35	3	kusune	kʊsuɳe	kusuɳe	reviewed	source-raster-coronal
86	mosquito	ANA	1	2	40	35	3	kusune	kʊsuɳe	kusuɳe	reviewed	source-raster-coronal
86	mosquito	BOO	1	3	40	35	3	gungiri	kʊsuɳe	guŋgiɾi	reviewed	
86	mosquito	THA	1	2	40	35	3	kusune	kʊsuɳe	kusuɳe	reviewed	source-raster-coronal
86	mosquito	NEL	1	2	40	35	3	kusune	kʊsuɳe	kusuɳe	reviewed	source-raster-coronal
87	ant	KUN	1	1	40	35	3	urumbu	uɾumbu	uɾumbu	reviewed	
87	ant	KOL	1	1	40	35	3	trumbu	uɾumbu	iɾumbu	reviewed	
87	ant	CHE	1	1	40	35	3	rrumbi	uɾumbu	iɾumbɨ	reviewed	
87	ant	KIL	1	1	40	35	3	urumbu	uɾumbu	uɾumbu	reviewed	
87	ant	MET	1	1	40	35	3	urumbu	uɾumbu	uɾumbu	reviewed	
87	ant	CHO	1	1	40	35	3	trumbu	uɾumbu	iɾumbu	reviewed	
87	ant	MAV	1	1	40	35	3	urumbu	uɾumbu	uɾumbu	reviewed	
87	ant	ANA	1	1	40	35	3	rrumbé	uɾumbu	iɾumbɨ	reviewed	
87	ant	BOO	1	8	40	35	3	eru	uɾumbu	eɾu	reviewed	
87	ant	THA	1	1	40	35	3	erumbu	uɾumbu	eɾumbu	reviewed	
87	ant	NEL	1	1	40	35	3	urumbu	uɾumbu	uɾumbu	reviewed	
88	spider	KUN	1	1	41	36	1	tJsolandi	tʃolɑn̪d̪i	tʃolʌn̪d̪i	reviewed	source-raster-affricate; source-raster-coronal
88	spider	KOL	1	1	41	36	1	tJsolandi	tʃolɑn̪d̪i	tʃolʌn̪d̪i	reviewed	source-raster-affricate; source-raster-coronal
88	spider	CHE	1	1	41	36	1	tJsolandi	tʃolɑn̪d̪i	tʃolʌn̪d̪i	reviewed	source-raster-affricate; source-raster-coronal
88	spider	KIL	1	1	41	36	1	solandi	tʃolɑn̪d̪i	solʌn̪d̪i	reviewed	source-raster-coronal
88	spider	MET	1	1	41	36	1	tsolandi	tʃolɑn̪d̪i	tʃolʌn̪d̪i	reviewed	source-raster-affricate; source-raster-coronal
88	spider	CHO	1	2	41	36	1	gorikka	tʃolɑn̪d̪i	goɾikkʌ	reviewed	
88	spider	MAV	1	2	41	36	1	gorika	tʃolɑn̪d̪i	goɾikʌ	reviewed	
88	spider	ANA	1	2	41	36	1	gorika	tʃolɑn̪d̪i	goɾikʌ	reviewed	
88	spider	BOO	1	2	41	36	1	gorka	tʃolɑn̪d̪i	goɾkʌ	reviewed	
88	spider	THA	1	4	41	36	1	pakkidd	tʃolɑn̪d̪i	pʌkkɨd̪ɨ	reviewed	source-raster-coronal
88	spider	NEL	1	4	41	36	1	pakk4idé	tʃolɑn̪d̪i	pʌkkɨd̪ɨ	reviewed	source-raster-coronal
89	name	KUN	1	1	41	36	1	peré	peɾɨ	peɾɨ	reviewed	
89	name	KOL	1	1	41	36	1	pera	peɾɨ	peɾɨ	reviewed	
89	name	CHE	1	1	41	36	1	peri	peɾɨ	peɾɨ	reviewed	
89	name	KIL	1	1	41	36	1	per:	peɾɨ	peɾɨ	reviewed	
89	name	MET	1	1	41	36	1	peréd	peɾɨ	peɾɨ	reviewed	
89	name	CHO	1	1	41	36	1	per:	peɾɨ	peɾɨ	reviewed	
89	name	MAV	1	1	41	36	1	peru	peɾɨ	peɾu	reviewed	
89	name	ANA	1	1	41	36	1	pert	peɾɨ	peɾɨ	reviewed	
89	name	BOO	1	2	41	36	1	esuré	peɾɨ	ɛsuɾɨ	reviewed	
89	name	THA	1	1	41	36	1	peréd	peɾɨ	peɾɨ	reviewed	
89	name	NEL	1	1	41	36	1	pera	peɾɨ	peɾɨ	reviewed	
90	man	KUN	1	1	41	36	1	gandisu	gʌɳɖɨ	gʌɳɖisu	reviewed	source-raster-coronal
90	man	KOL	1	1	41	36	1	gandisu	gʌɳɖɨ	gʌɳɖisu	reviewed	source-raster-coronal
90	man	CHE	1	1	41	36	1	gandutsi	gʌɳɖɨ	gʌɳɖutʃi	reviewed	source-raster-coronal; source-raster-affricate
90	man	KIL	1	1	41	36	1	gandusu	gʌɳɖɨ	gʌɳɖusu	reviewed	source-raster-coronal
90	man	MET	1	1	41	36	1	ganditysi	gʌɳɖɨ	gʌɳɖitʃɨ	reviewed	source-raster-coronal; source-raster-affricate
90	man	CHO	1	1	41	36	1	gandisé	gʌɳɖɨ	gʌɳɖisɨ	reviewed	source-raster-coronal
90	man	MAV	1	1	41	36	1	gandisi	gʌɳɖɨ	gʌɳɖisi	reviewed	source-raster-coronal
90	man	ANA	1	1	41	36	1	kandisé	gʌɳɖɨ	kʌɳɖisɨ	reviewed	source-raster-coronal
90	man	BOO	1	1	41	36	1	gandusu	gʌɳɖɨ	gʌɳɖusu	reviewed	source-raster-coronal
90	man	THA	1	3	41	36	1	amblLar	gʌɳɖɨ	ʌmbɨɭʌɾ	reviewed	source-raster-coronal
90	man	NEL	1	3	41	36	1	ambala	gʌɳɖɨ	ʌmbʌɭʌ	reviewed	source-raster-coronal
91	woman	KUN	1	1	41	36	2	pend:	pəɳɖɨ	peɳɖɨ	reviewed	source-raster-coronal
91	woman	KOL	1	1	41	36	2	pendru	pəɳɖɨ	peɳɖɾu	reviewed	source-raster-coronal
91	woman	CHE	1	1	41	36	2	pendr#é	pəɳɖɨ	peɳɖɾɨ	reviewed	source-raster-coronal
91	woman	KIL	1	1	41	36	2	pond:	pəɳɖɨ	poɳɖɨ	reviewed	source-raster-coronal
91	woman	MET	1	1	41	36	2	pendri	pəɳɖɨ	peɳɖɾi	reviewed	source-raster-coronal
91	woman	CHO	1	1	41	36	2	penn:	pəɳɖɨ	peɳɳɨ	reviewed	source-raster-coronal
91	woman	MAV	1	3	41	36	2	pendati	pəɳɖɨ	peɳɖʌt̪i	reviewed	source-raster-coronal
91	woman	ANA	1	3	41	36	2	pendati	pəɳɖɨ	peɳɖʌt̪i	reviewed	source-raster-coronal
91	woman	BOO	1	4	41	36	2	engusu	pəɳɖɨ	eŋgusu	reviewed	
91	woman	THA	1	1	41	36	2	pendr	pəɳɖɨ	peɳɖɾ	reviewed	source-raster-coronal
91	woman	NEL	1	5	41	36	2	pombalLa	pəɳɖɨ	pombʌɭʌ	reviewed	source-raster-coronal
92	child	KUN	1	2	41	36	2	prlla	puɭɭe	piɭɭʌ	reviewed	source-raster-coronal
92	child	KOL	1	1	41	36	2	prile	puɭɭe	piɭɭe	reviewed	source-raster-coronal
92	child	CHE	1	3	41	36	2	tSsiruva	puɭɭe	tʃiɾuʋʌ	reviewed	source-raster-affricate
92	child	KIL	1	1	41	36	2	pulle	puɭɭe	puɭɭe	reviewed	source-raster-coronal
92	child	MET	1	1	41	36	2	pulle	puɭɭe	puɭɭe	reviewed	source-raster-coronal
92	child	CHO	1	2	41	36	2	prlla	puɭɭe	piɭɭʌ	reviewed	source-raster-coronal
92	child	MAV	1	1	41	36	2	prille	puɭɭe	piɭɭe	reviewed	source-raster-coronal
92	child	ANA	1	2	41	36	2	prlla	puɭɭe	piɭɭʌ	reviewed	source-raster-coronal
92	child	BOO	1	4	41	36	2	kusu	puɭɭe	kusu	reviewed	
92	child	THA	1	1	41	36	2	prlle	puɭɭe	piɭɭe	reviewed	source-raster-coronal
92	child	NEL	1	1	41	36	2	pulla	puɭɭe	puɭɭʌ	reviewed	source-raster-coronal
93	father	KUN	1	1	41	36	2	amme	ʌmmæ	ʌmme	reviewed	
93	father	KOL	1	1	41	36	2	amma	ʌmmæ	ʌmmʌ	reviewed	
93	father	CHE	1	1	41	36	2	amme	ʌmmæ	ʌmme	reviewed	
93	father	KIL	1	1	41	36	2	amme	ʌmmæ	ʌmme	reviewed	
93	father	MET	1	1	41	36	2	amme	ʌmmæ	ʌmme	reviewed	
93	father	CHO	1	2	41	36	3	appa	ʌmmæ	ʌppʌ	reviewed	
93	father	MAV	1	2	41	36	3	appa	ʌmmæ	ʌppʌ	reviewed	
93	father	ANA	1	2	41	36	3	appa	ʌmmæ	ʌppʌ	reviewed	
93	father	BOO	1	2	41	36	3	appa	ʌmmæ	ʌppʌ	reviewed	
93	father	THA	1	1	41	36	3	amma	ʌmmæ	ʌmmʌ	reviewed	
93	father	NEL	1	1	41	36	3	amma	ʌmmæ	ʌmmʌ	reviewed	
94	mother	KUN	1	1	41	36	3	agve	ʌggɛ	ʌgʋɛ	reviewed	source-raster-labial
94	mother	KOL	1	1	41	36	3	agve	ʌggɛ	ʌgʋɛ	reviewed	source-raster-labial
94	mother	CHE	1	1	41	36	3	agve	ʌggɛ	ʌgʋɛ	reviewed	source-raster-labial
94	mother	KIL	1	1	41	36	3	agve	ʌggɛ	ʌgʋɛ	reviewed	source-raster-labial
94	mother	MET	1	1	41	36	3	agve	ʌggɛ	ʌgʋɛ	reviewed	source-raster-labial
94	mother	CHO	1	1	41	36	3	a“ve	ʌggɛ	ʌʷʋɛ	reviewed	source-raster-labial
94	mother	MAV	1	1	41	36	3	ave	ʌggɛ	ʌʷʋɛ	reviewed	source-raster-labial
94	mother	ANA	1	1	41	36	3	a“ve	ʌggɛ	ʌʷʋɛ	reviewed	source-raster-labial
94	mother	BOO	1	1	41	36	3	ava	ʌggɛ	ʌʷʋʌ	reviewed	source-raster-labial
94	mother	THA	1	2	41	36	3	agga	ʌggɛ	ʌggʌ	reviewed	
94	mother	NEL	1	2	41	36	3	agga	ʌggɛ	ʌggʌ	reviewed	
95	older brother	KUN	1	1	41	36	3	anne	ʌɳʌmʌ	ʌɳɳe	reviewed	source-raster-coronal
95	older brother	KOL	1	1	41	36	3	anna	ʌɳʌmʌ	ʌɳɳʌ	reviewed	source-raster-coronal
95	older brother	CHE	1	1	41	36	3	anne	ʌɳʌmʌ	ʌɳɳe	reviewed	source-raster-coronal
95	older brother	KIL	1	1	41	36	3	anne	ʌɳʌmʌ	ʌɳɳe	reviewed	source-raster-coronal
95	older brother	MET	1	1	41	36	3	anne	ʌɳʌmʌ	ʌɳɳe	reviewed	source-raster-coronal
95	older brother	CHO	1	1	41	36	3	anna	ʌɳʌmʌ	ʌɳɳʌ	reviewed	source-raster-coronal
95	older brother	MAV	1	1	41	36	3	anna	ʌɳʌmʌ	ʌɳɳʌ	reviewed	source-raster-coronal
95	older brother	ANA	1	1	41	36	3	anna	ʌɳʌmʌ	ʌɳɳʌ	reviewed	source-raster-coronal
95	older brother	BOO	1	1	41	36	3	anna	ʌɳʌmʌ	ʌɳɳʌ	reviewed	source-raster-coronal
95	older brother	THA	1	2	41	36	3	a'ja	ʌɳʌmʌ	ʌɪjʌ	reviewed	source-raster-legacy-glyph-ɪ
95	older brother	NEL	1	1	41	36	3	anna	ʌɳʌmʌ	ʌɳɳʌ	reviewed	source-raster-coronal
96	younger brother	KUN	1	1	42	37	1	tambi	tʌ̪ mmʌ	t̪ʌmbi	reviewed	source-raster-coronal
96	younger brother	KOL	1	1	42	37	1	tambi	tʌ̪ mmʌ	t̪ʌmbi	reviewed	source-raster-coronal
96	younger brother	CHE	1	1	42	37	1	tambi	tʌ̪ mmʌ	t̪ʌmbi	reviewed	source-raster-coronal
96	younger brother	KIL	1	1	42	37	1	tambi	tʌ̪ mmʌ	t̪ʌmbi	reviewed	source-raster-coronal
96	younger brother	MET	1	1	42	37	1	tambi	tʌ̪ mmʌ	t̪ʌmbi	reviewed	source-raster-coronal
96	younger brother	CHO	1	1	42	37	1	tambi	tʌ̪ mmʌ	t̪ʌmbi	reviewed	source-raster-coronal
