Item	Gloss	Excluded_From_Similarity	Raw_Lect_Code	Lect_Code	Site	District	Reliability	Raw_Form	Form	PDF_Page	Printed_Page	Column	Block	Source_Scope	Status	Review
162	twelve	No	GUJ	GUJ	Gujarkhan	Rawalpindi District	B	barã	barã	194	188	left	bottom	target	response	
163	twenty	No	MOS	MOS	Mosyari	Rawalpindi District	A	vi	vi	194	188	right	top	target	response	
163	twenty	No	GHO	GHO	Ghora Gali	Rawalpindi District	A	vi	vi	194	188	right	top	target	response	
163	twenty	No	DEW	DEW	Dewal	Rawalpindi District	B	vi	vi	194	188	right	top	target	response	
163	twenty	No	AYU	AYU	Ayubia	Abbottabad District	A	vi	vi	194	188	right	top	target	response	
163	twenty	No	KOH	KOH	Kohala	Rawalpindi District	A	vi	vi	194	188	right	top	target	response	
163	twenty	No	NIL	NIL	Nilabutt	Bagh, Azad Kashmir	B	vi	vi	194	188	right	top	target	response	
163	twenty	No	THA	THA	Thandiani	Abbottabad District	A	bi	bi	194	188	right	top	target	response	
163	twenty	No	LOR	LOR	Lora	Abbottabad District	A	vi	vi	194	188	right	top	target	response	
163	twenty	No	OSI	OSI	Osia	Rawalpindi District	A	vi	vi	194	188	right	top	target	response	
163	twenty	No	MUZ	MUZ	Muzaffarabad	Muzaffarabad District	B	vi	vi	194	188	right	top	target	response	
163	twenty	No	DUN	DUN	Dunga Gali	Abbottabad District	A	bi̤	bi̤	194	188	right	top	target	response	
163	twenty	No	BHA	BHA	Bharakoh	Islamabad District	B	vi	vi	194	188	right	top	target	response	
163	twenty	No	ABB	ABB	Abbottabad	Abbottabad District	B	bi	bi	194	188	right	top	hindko_control	response	
163	twenty	No	MAN	MAN	Mansehra	Mansehra District	B	bi	bi	194	188	right	top	hindko_control	response	
163	twenty	No	MIR	MIR	Mirpur	Mirpur, Azad Kashmir	B	vi	vi	194	188	right	top	target	response	
163	twenty	No	GUJ	GUJ	Gujarkhan	Rawalpindi District	B	vi	vi	194	188	right	top	target	response	
164	one hundred	No	MOS	MOS	Mosyari	Rawalpindi District	A	so	so	194	188	right	bottom	target	response	
164	one hundred	No	GHO	GHO	Ghora Gali	Rawalpindi District	A	so	so	194	188	right	bottom	target	response	
164	one hundred	No	DEW	DEW	Dewal	Rawalpindi District	B	so	so	194	188	right	bottom	target	response	
164	one hundred	No	AYU	AYU	Ayubia	Abbottabad District	A	so	so	194	188	right	bottom	target	response	
164	one hundred	No	KOH	KOH	Kohala	Rawalpindi District	A	so	so	194	188	right	bottom	target	response	
164	one hundred	No	NIL	NIL	Nilabutt	Bagh, Azad Kashmir	B	so	so	194	188	right	bottom	target	response	
164	one hundred	No	THA	THA	Thandiani	Abbottabad District	A	so	so	194	188	right	bottom	target	response	
164	one hundred	No	LOR	LOR	Lora	Abbottabad District	A	so	so	194	188	right	bottom	target	response	
164	one hundred	No	OSI	OSI	Osia	Rawalpindi District	A	so	so	194	188	right	bottom	target	response	
164	one hundred	No	MUZ	MUZ	Muzaffarabad	Muzaffarabad District	B	so	so	194	188	right	bottom	target	response	
164	one hundred	No	DUN	DUN	Dunga Gali	Abbottabad District	A	sɔ	sɔ	194	188	right	bottom	target	response	
164	one hundred	No	BHA	BHA	Bharakoh	Islamabad District	B	so	so	194	188	right	bottom	target	response	
164	one hundred	No	ABB	ABB	Abbottabad	Abbottabad District	B	so	so	194	188	right	bottom	hindko_control	response	
164	one hundred	No	MAN	MAN	Mansehra	Mansehra District	B	so	so	194	188	right	bottom	hindko_control	response	
164	one hundred	No	MIR	MIR	Mirpur	Mirpur, Azad Kashmir	B	so	so	194	188	right	bottom	target	response	
164	one hundred	No	GUJ	GUJ	Gujarkhan	Rawalpindi District	B	so	so	194	188	right	bottom	target	response	
165	who	No	MOS	MOS	Mosyari	Rawalpindi District	A	kuṇ	kuṇ	195	189	left	top	target	response	
165	who	No	GHO	GHO	Ghora Gali	Rawalpindi District	A	kuṇ	kuṇ	195	189	left	top	target	response	
165	who	No	DEW	DEW	Dewal	Rawalpindi District	B	kuṇ	kuṇ	195	189	left	top	target	response	
165	who	No	AYU	AYU	Ayubia	Abbottabad District	A	kuṇ	kuṇ	195	189	left	top	target	response	
165	who	No	KOH	KOH	Kohala	Rawalpindi District	A	kuṇ	kuṇ	195	189	left	top	target	response	
165	who	No	NIL	NIL	Nilabutt	Bagh, Azad Kashmir	B	kuṇ	kuṇ	195	189	left	top	target	response	
165	who	No	THA	THA	Thandiani	Abbottabad District	A	kõṇ	kõṇ	195	189	left	top	target	response	
165	who	No	LOR	LOR	Lora	Abbottabad District	A	kuṇ	kuṇ	195	189	left	top	target	response	
165	who	No	OSI	OSI	Osia	Rawalpindi District	A	kuṇ	kuṇ	195	189	left	top	target	response	
165	who	No	MUZ	MUZ	Muzaffarabad	Muzaffarabad District	B	koṇ	koṇ	195	189	left	top	target	response	
165	who	No	DUN	DUN	Dunga Gali	Abbottabad District	A	kɔ̃	kɔ̃	195	189	left	top	target	response	
165	who	No	BHA	BHA	Bharakoh	Islamabad District	B	kʌṇ	kʌṇ	195	189	left	top	target	response	
165	who	No	ABB	ABB	Abbottabad	Abbottabad District	B	kɔṇ	kɔṇ	195	189	left	top	hindko_control	response	
165	who	No	MAN	MAN	Mansehra	Mansehra District	B	koṇ	koṇ	195	189	left	top	hindko_control	response	
165	who	No	MIR	MIR	Mirpur	Mirpur, Azad Kashmir	B	kuṇ	kuṇ	195	189	left	top	target	response	
165	who	No	GUJ	GUJ	Gujarkhan	Rawalpindi District	B	koṇ	koṇ	195	189	left	top	target	response	
166	what	No	MOS	MOS	Mosyari	Rawalpindi District	A	kɛ̤	kɛ̤	195	189	left	bottom	target	response	
166	what	No	GHO	GHO	Ghora Gali	Rawalpindi District	A	kya	kya	195	189	left	bottom	target	response	
166	what	No	DEW	DEW	Dewal	Rawalpindi District	B	kɛ̤	kɛ̤	195	189	left	bottom	target	response	
166	what	No	AYU	AYU	Ayubia	Abbottabad District	A	kɛ̤	kɛ̤	195	189	left	bottom	target	response	
166	what	No	KOH	KOH	Kohala	Rawalpindi District	A	kɛ̤	kɛ̤	195	189	left	bottom	target	response	
166	what	No	NIL	NIL	Nilabutt	Bagh, Azad Kashmir	B	ke	ke	195	189	left	bottom	target	response	
166	what	No	THA	THA	Thandiani	Abbottabad District	A	ke	ke	195	189	left	bottom	target	response	
166	what	No	LOR	LOR	Lora	Abbottabad District	A	kɛ̤	kɛ̤	195	189	left	bottom	target	response	
166	what	No	OSI	OSI	Osia	Rawalpindi District	A	kɛ̤	kɛ̤	195	189	left	bottom	target	response	
166	what	No	MUZ	MUZ	Muzaffarabad	Muzaffarabad District	B	kɛ̤	kɛ̤	195	189	left	bottom	target	response	
166	what	No	DUN	DUN	Dunga Gali	Abbottabad District	A	kɛ̤	kɛ̤	195	189	left	bottom	target	response	
166	what	No	BHA	BHA	Bharakoh	Islamabad District	B	kɛ̤	kɛ̤	195	189	left	bottom	target	response	
166	what	No	ABB	ABB	Abbottabad	Abbottabad District	B	ke	ke	195	189	left	bottom	hindko_control	response	
166	what	No	MAN	MAN	Mansehra	Mansehra District	B	ke	ke	195	189	left	bottom	hindko_control	response	
166	what	No	MIR	MIR	Mirpur	Mirpur, Azad Kashmir	B	kɛ̤	kɛ̤	195	189	left	bottom	target	response	
166	what	No	GUJ	GUJ	Gujarkhan	Rawalpindi District	B	kɛ̤	kɛ̤	195	189	left	bottom	target	response	
167	where	No	MOS	MOS	Mosyari	Rawalpindi District	A	kudor	kudor	195	189	right	top	target	response	
167	where	No	GHO	GHO	Ghora Gali	Rawalpindi District	A	kudor	kudor	195	189	right	top	target	response	
167	where	No	DEW	DEW	Dewal	Rawalpindi District	B	kudor	kudor	195	189	right	top	target	response	
167	where	No	AYU	AYU	Ayubia	Abbottabad District	A	kudɛr	kudɛr	195	189	right	top	target	response	
167	where	No	KOH	KOH	Kohala	Rawalpindi District	A	kur	kur	195	189	right	top	target	response	
167	where	No	NIL	NIL	Nilabutt	Bagh, Azad Kashmir	B	kur	kur	195	189	right	top	target	response	
167	where	No	THA	THA	Thandiani	Abbottabad District	A	kur	kur	195	189	right	top	target	response	
167	where	No	LOR	LOR	Lora	Abbottabad District	A	kudor	kudor	195	189	right	top	target	response	
167	where	No	OSI	OSI	Osia	Rawalpindi District	A	kur	kur	195	189	right	top	target	response	
167	where	No	MUZ	MUZ	Muzaffarabad	Muzaffarabad District	B	kur	kur	195	189	right	top	target	response	
167	where	No	DUN	DUN	Dunga Gali	Abbottabad District	A	kudor	kudor	195	189	right	top	target	response	
167	where	No	BHA	BHA	Bharakoh	Islamabad District	B	kudor	kudor	195	189	right	top	target	response	
167	where	No	ABB	ABB	Abbottabad	Abbottabad District	B	kɪtʰe	kɪtʰe	195	189	right	top	hindko_control	response	
167	where	No	MAN	MAN	Mansehra	Mansehra District	B	kɪdʌr	kɪdʌr	195	189	right	top	hindko_control	response	
167	where	No	MIR	MIR	Mirpur	Mirpur, Azad Kashmir	B	kudʰur	kudʰur	195	189	right	top	target	response	
167	where	No	GUJ	GUJ	Gujarkhan	Rawalpindi District	B	kutʰɛ	kutʰɛ	195	189	right	top	target	response	
168	when	No	MOS	MOS	Mosyari	Rawalpindi District	A	kʌdũ	kʌdũ	195	189	right	bottom	target	response	
168	when	No	GHO	GHO	Ghora Gali	Rawalpindi District	A	kʌdũ	kʌdũ	195	189	right	bottom	target	response	
168	when	No	DEW	DEW	Dewal	Rawalpindi District	B	kʌdũ	kʌdũ	195	189	right	bottom	target	response	
168	when	No	AYU	AYU	Ayubia	Abbottabad District	A	kʌdũ	kʌdũ	195	189	right	bottom	target	response	
168	when	No	KOH	KOH	Kohala	Rawalpindi District	A	kʌdũ	kʌdũ	195	189	right	bottom	target	response	
168	when	No	NIL	NIL	Nilabutt	Bagh, Azad Kashmir	B	kʌdũ	kʌdũ	195	189	right	bottom	target	response	
168	when	No	THA	THA	Thandiani	Abbottabad District	A	kʌdũ	kʌdũ	195	189	right	bottom	target	response	
168	when	No	LOR	LOR	Lora	Abbottabad District	A	kɛlɛ	kɛlɛ	195	189	right	bottom	target	response	
168	when	No	OSI	OSI	Osia	Rawalpindi District	A	kɛlɛ	kɛlɛ	195	189	right	bottom	target	response	
168	when	No	MUZ	MUZ	Muzaffarabad	Muzaffarabad District	B	kʌdũ	kʌdũ	195	189	right	bottom	target	response	
168	when	No	DUN	DUN	Dunga Gali	Abbottabad District	A	kʌdũ	kʌdũ	195	189	right	bottom	target	response	
168	when	No	BHA	BHA	Bharakoh	Islamabad District	B	kiṛi vɛlɛ	kiṛi vɛlɛ	195	189	right	bottom	target	response	
168	when	No	ABB	ABB	Abbottabad	Abbottabad District	B	kʌdũ	kʌdũ	195	189	right	bottom	hindko_control	response	
168	when	No	MAN	MAN	Mansehra	Mansehra District	B	kʌdũ	kʌdũ	195	189	right	bottom	hindko_control	response	
168	when	No	MIR	MIR	Mirpur	Mirpur, Azad Kashmir	B	kʌdũ	kʌdũ	195	189	right	bottom	target	response	
168	when	No	GUJ	GUJ	Gujarkhan	Rawalpindi District	B	kʌdũ	kʌdũ	195	189	right	bottom	target	response	
169	how many	No	MOS	MOS	Mosyari	Rawalpindi District	A	kitne	kitne	196	190	left	top	target	response	
169	how many	No	GHO	GHO	Ghora Gali	Rawalpindi District	A	kɪtne	kɪtne	196	190	left	top	target	response	
169	how many	No	DEW	DEW	Dewal	Rawalpindi District	B	kitne	kitne	196	190	left	top	target	response	
169	how many	No	AYU	AYU	Ayubia	Abbottabad District	A	kɪtne	kɪtne	196	190	left	top	target	response	
169	how many	No	KOH	KOH	Kohala	Rawalpindi District	A	kɪtne	kɪtne	196	190	left	top	target	response	
169	how many	No	NIL	NIL	Nilabutt	Bagh, Azad Kashmir	B	kɪtne	kɪtne	196	190	left	top	target	response	
169	how many	No	THA	THA	Thandiani	Abbottabad District	A	kɪtne	kɪtne	196	190	left	top	target	response	
169	how many	No	LOR	LOR	Lora	Abbottabad District	A	kɪtne	kɪtne	196	190	left	top	target	response	
169	how many	No	OSI	OSI	Osia	Rawalpindi District	A	kɪtne	kɪtne	196	190	left	top	target	response	
169	how many	No	MUZ	MUZ	Muzaffarabad	Muzaffarabad District	B	kɪtne	kɪtne	196	190	left	top	target	response	
169	how many	No	DUN	DUN	Dunga Gali	Abbottabad District	A	kɪtne	kɪtne	196	190	left	top	target	response	
169	how many	No	BHA	BHA	Bharakoh	Islamabad District	B	kɪtna	kɪtna	196	190	left	top	target	response	
169	how many	No	ABB	ABB	Abbottabad	Abbottabad District	B	kɪtna	kɪtna	196	190	left	top	hindko_control	response	
169	how many	No	MAN	MAN	Mansehra	Mansehra District	B	kɪtne	kɪtne	196	190	left	top	hindko_control	response	
169	how many	No	MIR	MIR	Mirpur	Mirpur, Azad Kashmir	B	kɪtne	kɪtne	196	190	left	top	target	response	
169	how many	No	GUJ	GUJ	Gujarkhan	Rawalpindi District	B	kɪtne	kɪtne	196	190	left	top	target	response	
170	which	No	MOS	MOS	Mosyari	Rawalpindi District	A	kɪṛa	kɪṛa	196	190	left	bottom	target	response	
170	which	No	GHO	GHO	Ghora Gali	Rawalpindi District	A	kɪṛa	kɪṛa	196	190	left	bottom	target	response	
170	which	No	DEW	DEW	Dewal	Rawalpindi District	B	kɪṛa	kɪṛa	196	190	left	bottom	target	response	
170	which	No	AYU	AYU	Ayubia	Abbottabad District	A	kɪṛa	kɪṛa	196	190	left	bottom	target	response	
170	which	No	KOH	KOH	Kohala	Rawalpindi District	A	kɪṛa	kɪṛa	196	190	left	bottom	target	response	
170	which	No	NIL	NIL	Nilabutt	Bagh, Azad Kashmir	B	kɪṛa	kɪṛa	196	190	left	bottom	target	response	
170	which	No	THA	THA	Thandiani	Abbottabad District	A	kɪṛa	kɪṛa	196	190	left	bottom	target	response	
170	which	No	LOR	LOR	Lora	Abbottabad District	A	kɪṛa	kɪṛa	196	190	left	bottom	target	response	
170	which	No	OSI	OSI	Osia	Rawalpindi District	A	kɪṛa	kɪṛa	196	190	left	bottom	target	response	
170	which	No	MUZ	MUZ	Muzaffarabad	Muzaffarabad District	B	kɪṛa	kɪṛa	196	190	left	bottom	target	response	
170	which	No	DUN	DUN	Dunga Gali	Abbottabad District	A	kɔn	kɔn	196	190	left	bottom	target	response	
170	which	No	BHA	BHA	Bharakoh	Islamabad District	B	kunsa	kunsa	196	190	left	bottom	target	response	
170	which	No	ABB	ABB	Abbottabad	Abbottabad District	B	kɪṛa	kɪṛa	196	190	left	bottom	hindko_control	response	
170	which	No	MAN	MAN	Mansehra	Mansehra District	B	kɪṛa	kɪṛa	196	190	left	bottom	hindko_control	response	
170	which	No	MIR	MIR	Mirpur	Mirpur, Azad Kashmir	B	kɪṛa	kɪṛa	196	190	left	bottom	target	response	
170	which	No	GUJ	GUJ	Gujarkhan	Rawalpindi District	B	kʊn	kʊn	196	190	left	bottom	target	response	
171	this	No	MOS	MOS	Mosyari	Rawalpindi District	A	yo	yo	196	190	right	top	target	response	
171	this	No	GHO	GHO	Ghora Gali	Rawalpindi District	A	yo	yo	196	190	right	top	target	response	
171	this	No	DEW	DEW	Dewal	Rawalpindi District	B	yo	yo	196	190	right	top	target	response	
171	this	No	AYU	AYU	Ayubia	Abbottabad District	A	yo	yo	196	190	right	top	target	response	
171	this	No	KOH	KOH	Kohala	Rawalpindi District	A	yo	yo	196	190	right	top	target	response	
171	this	No	NIL	NIL	Nilabutt	Bagh, Azad Kashmir	B	yo	yo	196	190	right	top	target	response	
171	this	No	THA	THA	Thandiani	Abbottabad District	A	e	e	196	190	right	top	target	response	
171	this	No	LOR	LOR	Lora	Abbottabad District	A	e̤	e̤	196	190	right	top	target	response	
171	this	No	OSI	OSI	Osia	Rawalpindi District	A	yo	yo	196	190	right	top	target	response	
171	this	No	MUZ	MUZ	Muzaffarabad	Muzaffarabad District	B	e̤	e̤	196	190	right	top	target	response	
171	this	No	DUN	DUN	Dunga Gali	Abbottabad District	A	e	e	196	190	right	top	target	response	
171	this	No	BHA	BHA	Bharakoh	Islamabad District	B	yo	yo	196	190	right	top	target	response	
171	this	No	ABB	ABB	Abbottabad	Abbottabad District	B	e	e	196	190	right	top	hindko_control	response	
171	this	No	MAN	MAN	Mansehra	Mansehra District	B	e	e	196	190	right	top	hindko_control	response	
171	this	No	MIR	MIR	Mirpur	Mirpur, Azad Kashmir	B	e	e	196	190	right	top	target	response	
171	this	No	GUJ	GUJ	Gujarkhan	Rawalpindi District	B	ɛ	ɛ	196	190	right	top	target	response	
172	that	No	MOS	MOS	Mosyari	Rawalpindi District	A	o	o	196	190	right	bottom	target	response	
172	that	No	GHO	GHO	Ghora Gali	Rawalpindi District	A	o	o	196	190	right	bottom	target	response	
172	that	No	DEW	DEW	Dewal	Rawalpindi District	B	o	o	196	190	right	bottom	target	response	
172	that	No	AYU	AYU	Ayubia	Abbottabad District	A	o	o	196	190	right	bottom	target	response	
172	that	No	KOH	KOH	Kohala	Rawalpindi District	A	o	o	196	190	right	bottom	target	response	
172	that	No	NIL	NIL	Nilabutt	Bagh, Azad Kashmir	B	o	o	196	190	right	bottom	target	response	
172	that	No	THA	THA	Thandiani	Abbottabad District	A	o	o	196	190	right	bottom	target	response	
172	that	No	LOR	LOR	Lora	Abbottabad District	A	o	o	196	190	right	bottom	target	response	
172	that	No	OSI	OSI	Osia	Rawalpindi District	A	o̤	o̤	196	190	right	bottom	target	response	
172	that	No	MUZ	MUZ	Muzaffarabad	Muzaffarabad District	B	o	o	196	190	right	bottom	target	response	
172	that	No	DUN	DUN	Dunga Gali	Abbottabad District	A	o	o	196	190	right	bottom	target	response	
172	that	No	BHA	BHA	Bharakoh	Islamabad District	B	vo	vo	196	190	right	bottom	target	response	
172	that	No	ABB	ABB	Abbottabad	Abbottabad District	B	o	o	196	190	right	bottom	hindko_control	response	
172	that	No	MAN	MAN	Mansehra	Mansehra District	B	o	o	196	190	right	bottom	hindko_control	response	
172	that	No	MIR	MIR	Mirpur	Mirpur, Azad Kashmir	B	o	o	196	190	right	bottom	target	response	
172	that	No	GUJ	GUJ	Gujarkhan	Rawalpindi District	B	o	o	196	190	right	bottom	target	response	
173	these	No	MOS	MOS	Mosyari	Rawalpindi District	A	e	e	197	191	left	top	target	response	
173	these	No	GHO	GHO	Ghora Gali	Rawalpindi District	A	ye	ye	197	191	left	top	target	response	
173	these	No	DEW	DEW	Dewal	Rawalpindi District	B	yo	yo	197	191	left	top	target	response	
173	these	No	AYU	AYU	Ayubia	Abbottabad District	A	yo	yo	197	191	left	top	target	response	
173	these	No	KOH	KOH	Kohala	Rawalpindi District	A	yo	yo	197	191	left	top	target	response	
173	these	No	NIL	NIL	Nilabutt	Bagh, Azad Kashmir	B	yo	yo	197	191	left	top	target	response	
173	these	No	THA	THA	Thandiani	Abbottabad District	A	e	e	197	191	left	top	target	response	
173	these	No	LOR	LOR	Lora	Abbottabad District	A	e̤	e̤	197	191	left	top	target	response	
173	these	No	OSI	OSI	Osia	Rawalpindi District	A	e	e	197	191	left	top	target	response	
173	these	No	MUZ	MUZ	Muzaffarabad	Muzaffarabad District	B	e	e	197	191	left	top	target	response	
173	these	No	DUN	DUN	Dunga Gali	Abbottabad District	A	e	e	197	191	left	top	target	response	
173	these	No	BHA	BHA	Bharakoh	Islamabad District	B	yo	yo	197	191	left	top	target	response	
173	these	No	ABB	ABB	Abbottabad	Abbottabad District	B	e	e	197	191	left	top	hindko_control	response	
173	these	No	MAN	MAN	Mansehra	Mansehra District	B	e	e	197	191	left	top	hindko_control	response	
173	these	No	MIR	MIR	Mirpur	Mirpur, Azad Kashmir	B	e	e	197	191	left	top	target	response	
173	these	No	GUJ	GUJ	Gujarkhan	Rawalpindi District	B	e	e	197	191	left	top	target	response	
174	those	No	MOS	MOS	Mosyari	Rawalpindi District	A	o	o	197	191	left	bottom	target	response	
174	those	No	GHO	GHO	Ghora Gali	Rawalpindi District	A	o	o	197	191	left	bottom	target	response	
174	those	No	DEW	DEW	Dewal	Rawalpindi District	B	o	o	197	191	left	bottom	target	response	
174	those	No	AYU	AYU	Ayubia	Abbottabad District	A	o	o	197	191	left	bottom	target	response	
174	those	No	KOH	KOH	Kohala	Rawalpindi District	A	o	o	197	191	left	bottom	target	response	
174	those	No	NIL	NIL	Nilabutt	Bagh, Azad Kashmir	B	o	o	197	191	left	bottom	target	response	
174	those	No	THA	THA	Thandiani	Abbottabad District	A	o	o	197	191	left	bottom	target	response	
174	those	No	LOR	LOR	Lora	Abbottabad District	A	o	o	197	191	left	bottom	target	response	
174	those	No	OSI	OSI	Osia	Rawalpindi District	A	o	o	197	191	left	bottom	target	response	
174	those	No	MUZ	MUZ	Muzaffarabad	Muzaffarabad District	B	o	o	197	191	left	bottom	target	response	
174	those	No	DUN	DUN	Dunga Gali	Abbottabad District	A	o	o	197	191	left	bottom	target	response	
174	those	No	BHA	BHA	Bharakoh	Islamabad District	B	o	o	197	191	left	bottom	target	response	
174	those	No	ABB	ABB	Abbottabad	Abbottabad District	B	o	o	197	191	left	bottom	hindko_control	response	
174	those	No	MAN	MAN	Mansehra	Mansehra District	B	o	o	197	191	left	bottom	hindko_control	response	
174	those	No	MIR	MIR	Mirpur	Mirpur, Azad Kashmir	B	o	o	197	191	left	bottom	target	response	
174	those	No	GUJ	GUJ	Gujarkhan	Rawalpindi District	B	o	o	197	191	left	bottom	target	response	
175	same	No	MOS	MOS	Mosyari	Rawalpindi District	A	ekʰ hi	ekʰ hi	197	191	right	top	target	response	
175	same	No	GHO	GHO	Ghora Gali	Rawalpindi District	A	ek hi	ek hi	197	191	right	top	target	response	
175	same	No	DEW	DEW	Dewal	Rawalpindi District	B	hɛk æ	hɛk æ	197	191	right	top	target	response	
175	same	No	AYU	AYU	Ayubia	Abbottabad District	A	ɛk ǰe	ɛk ǰe	197	191	right	top	target	response	
175	same	No	KOH	KOH	Kohala	Rawalpindi District	A	ek ɛ	ek ɛ	197	191	right	top	target	response	
175	same	No	NIL	NIL	Nilabutt	Bagh, Azad Kashmir	B	ek hi	ek hi	197	191	right	top	target	response	
175	same	No	THA	THA	Thandiani	Abbottabad District	A	ek hi	ek hi	197	191	right	top	target	response	
175	same	No	LOR	LOR	Lora	Abbottabad District	A	ɛkɛ ǰɛ	ɛkɛ ǰɛ	197	191	right	top	target	response	
175	same	No	OSI	OSI	Osia	Rawalpindi District	A	ek ɛ̤	ek ɛ̤	197	191	right	top	target	response	
175	same	No	MUZ	MUZ	Muzaffarabad	Muzaffarabad District	B	ɛk i	ɛk i	197	191	right	top	target	response	
175	same	No	DUN	DUN	Dunga Gali	Abbottabad District	A	ek yɛ	ek yɛ	197	191	right	top	target	response	
175	same	No	BHA	BHA	Bharakoh	Islamabad District	B	bʌrabʌr	bʌrabʌr	197	191	right	top	target	response	
175	same	No	ABB	ABB	Abbottabad	Abbottabad District	B	hɛk ǰe	hɛk ǰe	197	191	right	top	hindko_control	response	
175	same	No	MAN	MAN	Mansehra	Mansehra District	B	ɛk	ɛk	197	191	right	top	hindko_control	response	
175	same	No	MIR	MIR	Mirpur	Mirpur, Azad Kashmir	B	bʌrabʌr	bʌrabʌr	197	191	right	top	target	response	
175	same	No	GUJ	GUJ	Gujarkhan	Rawalpindi District	B	ekɛ ǰe	ekɛ ǰe	197	191	right	top	target	response	
176	different	No	MOS	MOS	Mosyari	Rawalpindi District	A	rʌŋ prʌŋi	rʌŋ prʌŋi	197	191	right	bottom	target	response	
176	different	No	GHO	GHO	Ghora Gali	Rawalpindi District	A	muxtʌlif	muxtʌlif	197	191	right	bottom	target	response	
176	different	No	DEW	DEW	Dewal	Rawalpindi District	B	horhor	horhor	197	191	right	bottom	target	response	
176	different	No	AYU	AYU	Ayubia	Abbottabad District	A	muxtʌlif	muxtʌlif	197	191	right	bottom	target	response	
176	different	No	KOH	KOH	Kohala	Rawalpindi District	A	muxtʌlif	muxtʌlif	197	191	right	bottom	target	response	
176	different	No	NIL	NIL	Nilabutt	Bagh, Azad Kashmir	B	muxtʌlif	muxtʌlif	197	191	right	bottom	target	response	
176	different	No	THA	THA	Thandiani	Abbottabad District	A	mʌxtalɪf	mʌxtalɪf	197	191	right	bottom	target	response	
176	different	No	LOR	LOR	Lora	Abbottabad District	A	mʌxtalɪf	mʌxtalɪf	197	191	right	bottom	target	response	
176	different	No	OSI	OSI	Osia	Rawalpindi District	A	mʌxtalɪf	mʌxtalɪf	197	191	right	bottom	target	response	
176	different	No	MUZ	MUZ	Muzaffarabad	Muzaffarabad District	B	muxtʌlɪf	muxtʌlɪf	197	191	right	bottom	target	response	
176	different	No	DUN	DUN	Dunga Gali	Abbottabad District	A	lada lada	lada lada	197	191	right	bottom	target	response	
176	different	No	BHA	BHA	Bharakoh	Islamabad District	B	muxtalif	muxtalif	197	191	right	bottom	target	response	
176	different	No	ABB	ABB	Abbottabad	Abbottabad District	B	mʊxtalɪf	mʊxtalɪf	197	191	right	bottom	hindko_control	response	
176	different	No	MAN	MAN	Mansehra	Mansehra District	B	moxtalɪf	moxtalɪf	197	191	right	bottom	hindko_control	response	
176	different	No	MIR	MIR	Mirpur	Mirpur, Azad Kashmir	B	muxtʌlɪf	muxtʌlɪf	197	191	right	bottom	target	response	
176	different	No	GUJ	GUJ	Gujarkhan	Rawalpindi District	B	ɪlɛda lɛda	ɪlɛda lɛda	197	191	right	bottom	target	response	
177	whole	No	MOS	MOS	Mosyari	Rawalpindi District	A	pura	pura	198	192	left	top	target	response	
177	whole	No	GHO	GHO	Ghora Gali	Rawalpindi District	A	pura	pura	198	192	left	top	target	response	
177	whole	No	DEW	DEW	Dewal	Rawalpindi District	B	pura	pura	198	192	left	top	target	response	
177	whole	No	AYU	AYU	Ayubia	Abbottabad District	A	pura	pura	198	192	left	top	target	response	
177	whole	No	KOH	KOH	Kohala	Rawalpindi District	A	pura	pura	198	192	left	top	target	response	
177	whole	No	NIL	NIL	Nilabutt	Bagh, Azad Kashmir	B	pura	pura	198	192	left	top	target	response	
177	whole	No	THA	THA	Thandiani	Abbottabad District	A	pura	pura	198	192	left	top	target	response	
177	whole	No	LOR	LOR	Lora	Abbottabad District	A	sara	sara	198	192	left	top	target	response	
177	whole	No	OSI	OSI	Osia	Rawalpindi District	A	pura	pura	198	192	left	top	target	response	
177	whole	No	MUZ	MUZ	Muzaffarabad	Muzaffarabad District	B	pura	pura	198	192	left	top	target	response	
177	whole	No	DUN	DUN	Dunga Gali	Abbottabad District	A	pura	pura	198	192	left	top	target	response	
177	whole	No	BHA	BHA	Bharakoh	Islamabad District	B	pura	pura	198	192	left	top	target	response	
177	whole	No	ABB	ABB	Abbottabad	Abbottabad District	B	sara	sara	198	192	left	top	hindko_control	response	
177	whole	No	MAN	MAN	Mansehra	Mansehra District	B	salɪm	salɪm	198	192	left	top	hindko_control	response	
177	whole	No	MIR	MIR	Mirpur	Mirpur, Azad Kashmir	B	pura	pura	198	192	left	top	target	response	
177	whole	No	GUJ	GUJ	Gujarkhan	Rawalpindi District	B	pura	pura	198	192	left	top	target	response	
178	broken	No	MOS	MOS	Mosyari	Rawalpindi District	A	pʌǰa	pʌǰa	198	192	left	bottom	target	response	
178	broken	No	GHO	GHO	Ghora Gali	Rawalpindi District	A	pʌǰa	pʌǰa	198	192	left	bottom	target	response	
178	broken	No	DEW	DEW	Dewal	Rawalpindi District	B	pʌǰa	pʌǰa	198	192	left	bottom	target	response	
178	broken	No	AYU	AYU	Ayubia	Abbottabad District	A	truṭa	truṭa	198	192	left	bottom	target	response	
178	broken	No	KOH	KOH	Kohala	Rawalpindi District	A	pʌǰa	pʌǰa	198	192	left	bottom	target	response	
178	broken	No	NIL	NIL	Nilabutt	Bagh, Azad Kashmir	B	pʌǰia	pʌǰia	198	192	left	bottom	target	response	
