Proto_Nuristani_ID,Proto_Nuristani_Form,Indo_Aryan_ID,Indo_Aryan_Form,Indo_Aryan_Gloss,Target_Language,Target_Form,Target_Gloss,Form_Similarity,Gloss_Overlap,Score,Runner_Up_Score,Structural_ID
n2403,čikala,4779,cikka,muskrat; mouse; muskrat; a kind of mouse,OIA,čikka-,gummy matter,1.000,,1.000,1.000,4780
n2404,čikara,4779,cikka,muskrat; mouse; muskrat; a kind of mouse,OIA,čikka-,gummy matter,1.000,,1.000,1.000,4780
n2405,či,4798,cíti,"layer, pile, stack of wood",OIA,č′iti-,layer; pile,1.000,layer;pile,1.200,0.889,4798
n2406,čit,4799,cittá,visible; thinking; mind,OIA,čit-t′a-,thinking; mind,1.000,mind;thinking,1.200,1.000,4799
n2407,čitân,4799,cittá,visible; thinking; mind,OIA,čit-t′a-,thinking; mind,1.000,mind;thinking,1.200,1.000,4799
n2409,čit-,4815,cintáyati,thinks; cares for,OIA,čint-′ay-a-ti,thinks; cares for,1.000,cares;for;thinks,1.250,0.889,4815
n2412,čima,14496,cīmara,copper; coppersmith; <i>ie</i>; iron,OIA,či:mara-,copper; iron,1.000,copper;iron,1.200,1.200,14496
n2413,čâṭa,4904,*cēṭṭa,defective; young,OIA,*čeṭṭa-,defective,1.000,defective,1.200,0.889,4904
n2416,čuču,4855,*cuccu,"female breast, nipple",OIA,čučču-,female breast,1.000,breast;female,1.200,1.000,4855.1
n2417,čuk,4855,*cuccu,"female breast, nipple",OIA,čučču-,female breast,1.000,breast;female,1.200,1.000,4855.1
n2422,ćupa-,4863,*cupp,strike,PAr,"čup, čump",suck,0.727,,0.727,0.727,
n2424,čoṛa,4860-3,*cuḍa,,OIA,č′u:ḍa-,protuberance; topknot,1.000,,1.000,1.000,4883.1
n2426,ćpâi,4726,cavī,Piper chava,PAr,čvâvidʱ-,porcupine,0.800,,0.800,0.800,12766.1
n2428,špâi,12766,śvāvídʰ,porcupine,OIA,švâvidʱ-,porcupine,1.000,porcupine,1.250,0.923,12766.1
n2429,ča˜,4961,*cʰagana,goat; new-born kid,OIA,čhaga-na-,goat,0.923,goat,1.123,1.019,4961
n2430,c̣aṇa,4961,*cʰagana,goat; new-born kid,OIA,čhaga-na-,goat,0.923,goat,1.123,1.019,4961
n2431,c̣aṇi,4961,*cʰagana,goat; new-born kid,OIA,čhaga-na-,goat,0.923,goat,1.123,1.019,4961
n2442,ǰur-,14527,*jvāra,,OIA,ǰvar,be hot; burn,0.889,,0.889,0.889,
n2443,ǰur-,5304,jvárati,is feverish,OIA,ǰv′ar-a-ti,is feverish,1.000,feverish;is,1.250,1.123,5304
n2444,ẓâṛ,5321,*jʰagaḍ,quarrel,OIA,*ǰʱagaḍ-,quarrel,1.000,quarrel,1.250,0.909,5321.1
n2445,źul,5355,*jʰalla,bush,PAr,ǰʱalla-,bush,1.000,bush,1.250,1.000,5355
n2446,ǰala,5355,*jʰalla,bush,PAr,ǰʱalla-,bush,1.000,bush,1.250,1.000,5355
n2449,šar,12332,śáras,"cream, skin on boiled milk; thin layer of ashes; upper part of cream or of slightly curdled milk",OIA,š′aras-,cream; skin on boiled milk,1.000,boiled;cream;milk;on;skin,1.200,1.000,12332
n2452,šâ˜ṭa,12270-3,śaṇṭʰá,"rogue, fool; impotent",OIA,šanṭh′a-,rogue; impotent,0.909,impotent;rogue,1.109,0.909,12270.3
n2453,šâ˜ta-ra,12270-3,śaṇṭʰá,"rogue, fool; impotent",OIA,*šanṭha-ra-,defective; impotent,0.769,impotent,0.969,0.969,12270.4
n2455,šaṛa,12381,śāṭa,strip of cloth; shawl,OIA,šâṭa-,strip of cloth,1.000,cloth;strip,1.200,1.000,12381
n2456,šâli,12415,śāli,growing or unhusked rice; grains of rice; of rice,OIA,šâli-,rice in field,1.000,rice,1.200,0.889,12415
n2458,ṣâm,12397,śāmya,relating to peace; peace,OIA,šâm-ya-,relating to peace,1.000,peace;relating,1.250,1.109,12397
n2461,ṣil,12466,śilī,"dart, arrow",OIA,šili-:-,dart; arrow,1.000,arrow;dart,1.250,1.000,12466.1
n2462,šala,12487,śītalá,cold,OIA,ši:-ta-l′a-,cold,1.000,cold,1.250,1.123,12487
n2463,šala-i,12487,śītalá,cold,OIA,ši:-ta-l′a-,cold,1.000,cold,1.250,1.123,12487
n2464,ṣiâl,12578,śr̩gālá,jackal,OIA,šr̥gâl′a-,jackal,1.000,jackal,1.250,0.923,12578
n2465,šačila,12601,*śr̩tʰilá,"loose, slack; loose; languid, feeble",OIA,šr̥th-i-l′a-,loose; slack,0.923,loose;slack,1.123,0.727,12601
n2466,šuṇḍ,12516,śuṇḍā,"elephant's trunk; *lip, *mouth; *navel",OIA,šunḍa-:-,*mouth,1.000,mouth,1.200,1.000,12516.1
n2470,ṣača,12676,*śratʰya,"to be tied, joint",OIA,šrath-ya-,to be tied; joint,0.923,joint;tied,1.173,0.833,12676
n2471,iaṣ,10395,yakṣá,a supernatural being; manifestation,OIA,yakṣ′a-,a supernatural being,1.000,being;supernatural,1.200,1.000,10395
n2472,ios,10436,yávasa,grass,OIA,y′ava-sa-,grass,1.000,grass,1.250,1.000,10436
n2473,iov,10442,yavyā́,stream; a place-name,PAr,yavy′a-:-,stream,1.000,stream,1.200,1.000,10442.1
n2485,ev,726,áva,"away, down",PAr,ai-va-,,0.857,,0.857,0.800,
n2488,âc̣andoć,391,*andʰikāvāta,,PAr,aika˜-dača,,0.667,,0.717,0.714,
n2489,iândić,391,*andʰikāvāta,,PAr,aika˜-dača,,0.667,,0.717,0.714,
n2490,źuz,391,*andʰikāvāta,,PAr,aika˜-dača,,0.667,,0.717,0.714,
n2494,iâš,2485,ḗkādaśa,eleven,OIA,ekâ-daša,eleven,1.000,eleven,1.250,1.050,
n2497,i-na,14282,ālīna,,PAr,ai-na-,,0.889,,0.939,0.889,
n2500,i-ka,1380-2,*alikā,,PAr,ai-ka-,,0.889,,0.939,0.907,
n2503,i-,1174-2,ā́nīta,,PAr,ai-ta-,,0.889,,0.939,0.889,
n2508,-i,1591,íyant,so much,PAr,-iya-,,0.750,,0.750,0.750,
n2513,e-,997,*āī,"mother, aunt",PAr,ai-,,1.000,,1.000,0.850,
n2528,ǰuṣ,10521,yūṣa,broth,OIA,yu:ṣa-,broth,1.000,broth,1.250,1.000,
n2529,ǰuṣâu,10521,yūṣa,broth,OIA,yu:ṣa-,broth,1.000,broth,1.250,1.000,
n2535,io-,10507,yuvátē,yokes; takes hold of; *eats; to eat; to mix in preparing food; to bind; eats,OIA,yuv-′a-te,yokes; *eats,1.000,eats;yokes,1.200,0.833,
n2536,io-la,10507,yuvátē,yokes; takes hold of; *eats; to eat; to mix in preparing food; to bind; eats,OIA,yuv-′a-te,yokes; *eats,1.000,eats;yokes,1.200,0.833,
n2544,ia,10431,yáva,barley,PAr,y′ava-,barley,1.000,barley,1.250,1.200,
n2548,iud,10499,yuddʰá,fought; battle,PAr,yuddʱ′a-,fought; battle,1.000,battle;fought,1.250,1.000,
n2552,iani,10394,yákr̩t,liver,PAr,yak-an-,liver,0.600,liver,0.850,0.800,
n2558,iaź,10396,*yaja,cold,PAr,yaǰa-,cold,1.000,cold,1.250,1.000,
n2562,iâri,10453-3,*yātarikā,,PAr,ya:tar-i-ka-:-,husband's brother's wife,1.000,,1.000,0.933,
n2567,iâma-ṇa,10469,yāmala,pair,OIA,yâma-la-,pair,1.000,pair,1.250,1.000,
n2571,iamarâ,10425,yamarāja,king Yama; having Yama as king; Yama's kingdom,OIA,yama-râǰa-,King Yama,1.000,king;yama,1.200,0.815,
n2580,-v,14799,vāśī,,PAr,vas,,0.857,,0.907,0.857,
n2581,vi,14799,vāśī,,PAr,vas,,0.857,,0.907,0.857,
n2583,ir,1612,*īdʰra,clear sky,OIA,i:dʱra-,clear sky,1.000,clear;sky,1.250,1.000,1612
n2588,iava-,10418,yábʰati,copulates,PAr,y′abʱ-a-ti,copulates with,1.000,copulates,1.250,0.857,
n2593,ušpa,920,áśva,horse; small horse; small mare,OIA,′ašva-,horse,1.000,horse,1.200,1.000,
n2600,′ânźa,992,ahám,I,PAr,aǰʱ-′am,I,0.750,i,1.000,0.857,
n2607,âṭâ˜,643,árdʰa,"part, place, country; near",PAr,′ardʱa-,part; place; country,1.000,country;part;place,1.200,1.000,
n2609,âṭâ,644,ardʰá,half; a half,PAr,ardʱ′a-,half,1.000,half,1.250,1.000,
n2614,âras vâ,1311,*āraśa,,OIA,â-ras-a-,sweet; tasty,1.000,,1.000,1.000,
n2618,âṣe,2458,r̩ṣabʰá,bull,OIA,r̥ṣa-bʱ′a-,bull,1.000,bull,1.250,0.800,
n2630,da˜t,6152,dánta,tooth,PAr,d′anta-,tooth,1.000,tooth,1.250,1.033,
n2632,"da˜t + 
mas",6158,dantamāṁsa,the gums,OIA,danta-mâ˜ša-,gums,0.947,gums,1.197,0.947,
n2636,ândâ,269,*adʰunāhāra,food for now,OIA,ad-na-a-ka-,food; meat,0.750,food,0.950,0.914,
n2638,ânǰi,398,annā́dya,food,OIA,ann′a-âdya-,food,0.933,food,1.183,0.867,
n2645,no,6984,náva,nine,PAr,n′ava,nine,1.000,nine,1.250,1.000,
n2647,n′âdić,6998,návadaśa,19,PAr,n′ava-dača,nineteen,0.875,,0.875,0.750,
n2648,n′oić,6998,návadaśa,19,PAr,n′ava-dača,nineteen,0.875,,0.875,0.750,
n2655,nâli,6955c,*nabʰalikā,cloud,PAr,nabʱ-al-i-ka-:-,cloud,1.000,cloud,1.250,1.000,
n2657,nâr′a,6955c,*nabʰalikā,cloud,PAr,nabʱ-ar-a-,cloud,0.714,cloud,0.964,0.833,
n2661,nâm,7067,nā́man,name,PAr,nâma-,name,0.889,name,1.139,1.000,
n2665,âmu-če˜,1135,ātmán,"breath, soul; self",PAr,a:t-m′an-,breath; soul,1.000,breath;soul,1.200,0.833,
n2669,â-,1,a,,PAr,′â,to; at,1.000,,1.000,0.667,
n2673,âṛa,1313,ā́rā,shoemaker's awl,PAr,′âra-:-,shoemaker's awl,1.000,awl;s;shoemaker,1.250,1.000,
n2677,ćâv,4951,*cʰaka,dung,PAr,čâkha:-,branch,0.889,,0.889,0.800,
n2683,ćića,12427-2,*cʰikya,,PAr,čik-ya-,carrying sling,1.000,,1.000,0.800,
n2691,šâm,12664-2,śyāmā,"hen cuckoo; *hen pheasant, hen golden oriole",OIA,šyâ-ma-:-,hen pheasant,1.000,hen;pheasant,1.200,1.000,
n2698,ćâṛa,5072,*cʰōra,orphan,PAr,čai-ra-,orphan,0.667,orphan,0.917,0.909,
n2703,šut,12523,śúddʰi,"cleansing, purity; verification, truth; certainty; information, news",OIA,š′uddʱi-,cleansing; verification; truth,1.000,cleansing;truth;verification,1.200,0.815,
n2708,soč,12510,śúci,"bright, pure; purification",OIA,š′uč-i-,bright; pure,1.000,bright;pure,1.200,1.000,
n2710,soč,12511,*śucya,to be purified,OIA,šuč-ya-,be purified,1.000,purified,1.250,1.033,
n2714,ṣoč,12620,śōcís,"flame, glow; splendour",OIA,šoč-′is-,flame; glow,1.000,flame;glow,1.200,0.667,n2713
n2718,suta,12504,śuktá,become acid or sour; anything fermented or sour; sourish; acid eructation,OIA,šuk-t′a-,become acid or sour,1.000,acid;become;sour,1.200,1.000,
n2719,šuta,12504,śuktá,become acid or sour; anything fermented or sour; sourish; acid eructation,OIA,šuk-t′a-,become acid or sour,1.000,acid;become;sour,1.200,1.000,
n2723,ćâvâr,4654,catvará,*having four; quadrangular place,PAr,čva:-tara-,invigorating food,0.857,,0.857,0.800,
n2724,ćvâtvar,4654,catvará,*having four; quadrangular place,PAr,čva:-tara-,invigorating food,0.857,,0.857,0.800,
n2727,ćuni,4585,*caṇḍiya,fierceness,PAr,ču:n-iya-,empty,0.769,,0.769,0.769,
n2731,ća˜,4952,*cʰakana,dung; dried cowdung,PAr,čak-a-na-,dung,1.000,dung,1.200,1.200,
n2734,ćr̥ṭ,4955,*cʰakara,dung,PAr,čak-r̥-t-,dung,0.727,dung,0.977,0.927,
n2736,šr̥ṭ,12248,śákr̩t,dung,OIA,šak-r̥-t-,dung,1.000,dung,1.250,0.977,
n2743,ṣai,12694,*śrāya,head,OIA,šr-â-ya-,head,1.000,head,1.250,1.000,
n2746,ućaṇ,1849,*ut-śiras,pillow; with raised head,PAr,ut-čiras-,pillow,0.857,pillow,1.057,0.914,
n2752,ṣiŋ,12583,śŕ̩ŋga,horn,OIA,šr̥ng-a-,horn,0.889,horn,1.139,1.000,
n2756,ṣiŋara-,12592,śŕ̩ŋgāra,"sexual desire; amorous pursuits, finery; arrogance",OIA,š′r̥ngâ-r-a-,sexual desire; finery,0.923,desire;finery;sexual,1.123,0.815,
n2760,ṣiŋara-,12593,*śr̩ŋgārayati,adorns,OIA,š′r̥ngâ-r-aya-ti,adorns,0.952,adorns,1.202,0.977,
n2764,šiŋdro˜,12584,*śr̩ŋgadrōṇa,horn-bow,OIA,šr̥nga-droṇa-,horn-bow,0.947,bow;horn,1.197,0.750,
n2768,šaru-tâṛ,12331,śarabʰá,a kind of deer,OIA,šara-bʱ′a-,kind of deer,1.000,deer;kind,1.250,1.033,n2767
n2771,ćarva,4973,*cʰattra,young animal,PAr,čar-va-,horned animal,0.727,animal,0.927,0.889,
n2772,ćarva-tâṛ,4973,*cʰattra,young animal,PAr,čar-va-,horned animal,0.727,animal,0.927,0.889,
n2776,źara,5180,jā́ḍya,chilliness; stupidity; insensibility,PAr,ǰʱard-ay-a-,heart,0.833,,0.833,0.800,
n2777,źardi,5180,jā́ḍya,chilliness; stupidity; insensibility,PAr,ǰʱard-ay-a-,heart,0.833,,0.833,0.800,
n2780,źo,5141,jayá,victory,PAr,ǰʱr̥d-ay-a-,heart,0.800,,0.800,0.800,
n2781,źoi,5141,jayá,victory,PAr,ǰʱr̥d-ay-a-,heart,0.800,,0.800,0.800,
n2786,šav-,12297,śabála,"variegated, spotted",OIA,šab′a-la-,variegated; spotted,1.000,spotted;variegated,1.250,1.000,
n2791,ṣa-,12695,śrā́yati,"cooks, boils",OIA,šr′a:-ya-ti,cooks; boils,1.000,boils;cooks,1.250,1.075,
n2793,au-ṣa-,1861,*ut-śrāyati,boils,OIA,ut-šra:-ya-ti,boils,1.000,boils,1.250,1.150,
n2802,šara,12329,śarád,autumn,OIA,šar′ad-,autumn,1.000,autumn,1.250,1.109,
n2803,šara-vâr,12329,śarád,autumn,OIA,šar′ad-,autumn,1.000,autumn,1.250,1.109,
n2808,šaṛ,12339,śárya,arrow,OIA,š′ar-ya-,arrow,1.000,arrow,1.250,1.089,
n2813,šâl,12414,śā́lā,"shed, stable, house; at home; house, shop",OIA,š′âla-:-,shed; stable; house,1.000,house;shed;stable,1.200,1.000,
n2821,-ši-,12438,śitá,"whetted, sharp",OIA,ši-t′a-,sharp,1.000,sharp,1.200,1.000,
n2825,ćâ,4951,*cʰaka,dung,PAr,čâka-,potherb; vegetable,1.000,,1.000,0.889,
n2829,ćo˜,4936,cauḍá,relating to tonsure; the tonsure ceremony,PAr,čaun-a-,relating to dogs,0.800,relating,1.000,0.889,
n2834,šâ˜,12547,śuṣi,*breath; wind; breath,OIA,šuṣi-,breath,1.000,breath,1.200,1.000,
n2835,šo˜,12547,śuṣi,*breath; wind; breath,OIA,šuṣi-,breath,1.000,breath,1.200,1.000,
n2836,ṣo˜,12547,śuṣi,*breath; wind; breath,OIA,šuṣi-,breath,1.000,breath,1.200,1.000,
n2841,šul,12575,śū́la,"spike, spit; impaling stake; any sharp pain, esp. colic; spit for roasting",OIA,š′u:la-,spike; sharp pain,1.000,pain;sharp;spike,1.200,0.889,
n2851,ćâṇa-,4897,cūṣaṇa,sucking,PAr,čšan-a-,sifts; makes fall,0.909,,0.909,0.889,
n2856,uṣa-,1858,*ut-śrayati,raises; rises,OIA,ut-šray-a-ti,rises,1.000,rises,1.200,1.024,
n2859,c̣i-k,4798,cíti,"layer, pile, stack of wood",PAr,čri-t′i-,entrance (> ladder),0.889,,0.889,0.800,
n2863,c̣â,12356-2,*cʰava,,PAr,črâv-a-,hearing; distant sound,0.889,,0.889,0.889,
n2867,ṣo,12689,śrávas,renown; sound,OIA,šr′av-as-,renown; sound,1.000,renown;sound,1.250,1.109,
n2871,c̣o˜,4759,*cāraṇī,sieve,PAr,čr′au-ni-,hip; buttocks,0.833,,0.833,0.727,
n2875,źar,5145,jára,wearing out; *old; not aging; old,PAr,ǰara-,milk,1.000,,1.000,1.000,
n2879,źara-,5151,jarā́,old age,PAr,ǰara:-,age,1.000,age,1.200,1.000,
n2883,âźâ,1113,*āṇḍajāta,egg-born; bird,PAr,â-ǰa:-ta-,(high-) born,0.769,born,0.969,0.909,
n2886,źâtr,5105,janítra,"origin, birthplace; procreative matter; parents",PAr,ǰan-tra-,origin; parent,0.923,origin,1.123,1.000,
n2889,źanki,5113,jánman,"birth, creature",PAr,ǰan-ka-,offspring; creature,0.727,creature,0.927,0.909,
n2892,źat,5109,*janti,birth,PAr,ǰan-ti-,birth,1.000,birth,1.250,1.089,
n2895,źâ-,5204,jā́yatē,is born; generates,PAr,ǰa:y-a-te,is born,1.000,born;is,1.200,1.173,
n2898,źâ-ka-,5182,jātá,born; son; new-born son,PAr,ǰa:-ta-ka-,born; son,0.800,born;son,1.000,0.914,
n2902,â-źâna-,1091,ā́jānāti,"perceives, understands",PAr,′â-ǰa:na:-ti,perceives; understands,1.000,perceives;understands,1.250,0.875,
n2904,źâna-,5193,jānā́ti,knows,PAr,ǰa:n′a:-ti,knows,1.000,knows,1.250,1.000,
n2908,źâ˜,5195,jā́nu,knee,PAr,ǰ′ânu-,knee,1.000,knee,1.250,0.889,
n2912,źamâ,5198,jā́mātr̩,daughter's husband,PAr,ǰâmâtr̥-,daughter's husband,1.000,daughter;husband;s,1.250,0.923,
n2916,ǰâmi,5200,jāmí,"related as brother and sister; brother; sister; relative; female relative, esp. son's wife",OIA,ǰâm′i-,related as a sibling,1.000,as;related,1.200,0.800,
n2917,ǰu-ǰâmi,5200,jāmí,"related as brother and sister; brother; sister; relative; female relative, esp. son's wife",OIA,ǰâm′i-,related as a sibling,1.000,as;related,1.200,0.800,
n2921,źamb-,5137,jámbʰa,"tooth, eye-tooth, tusk; jaws; incisor tooth; jaw",PAr,ǰ′ambʱ-a-,tooth; jaws,1.000,jaws;tooth,1.200,1.033,
n2922,ǰâlâi,4166,*gilla,"swelling, goitre",PAr,ĝʱilla-,aquatic bird,1.000,,1.000,0.909,14117
n2926,źe˜,5077,jagʰána,"hinder part, hip and loins, mons veneris",PAr,ǰʱai-an-a-,winter,0.833,,0.833,0.833,
n2927,"źe˜-
aṛama",5077,jagʰána,"hinder part, hip and loins, mons veneris",PAr,ǰʱai-an-a-,winter,0.833,,0.833,0.833,
n2929,źe˜-vâr,5238,jīrṇavastra,worn-out clothes,PAr,ǰʱai-an-a-vâra-,wintertime,0.762,,0.762,0.737,
n2932,źim,5267-2,*jimati,,PAr,ǰʱi-m′a-,cold; frost; snow,0.800,,0.800,0.750,
n2935,źim-nara,5279,*jñātra,"kinship, kinsman",PAr,ǰʱi-mn-a-ra-,winter,0.769,,0.769,0.769,
n2939,dast,14516,jātá,,PAr,ǰʱ′asta-,hand,0.889,,0.889,0.889,
n2940,dast-sta,14516,jātá,,PAr,ǰʱ′asta-,hand,0.889,,0.889,0.889,
n2944,azâr,13307,sahásra,1000,PAr,sa-ǰʱas-r-am,thousand,0.800,,0.800,0.800,
n2948,źar-,5150,járati,"makes old, grows old; is dissolved, is digested",PAr,ǰʱ′ar-i-,golden; yellow; green,0.800,,0.800,0.800,
n2949,źiar-,5150,járati,"makes old, grows old; is dissolved, is digested",PAr,ǰʱ′ar-i-,golden; yellow; green,0.800,,0.800,0.800,
n2952,âidra,1340,ārdrá,wet,OIA,ɦar-i-dra-,green; yellow,0.909,,0.909,0.909,
n2953,arida,1340,ārdrá,wet,OIA,ɦar-i-dra-,green; yellow,0.909,,0.909,0.909,
n2956,źaṇa,5146,jaraṇá,old,PAr,ǰʱar-i-n′a-,yellow,0.833,,0.833,0.833,
n2967,-i,103-2,ikā,embrace,PAr,-i-ka-:-,,1.000,,1.000,0.857,
n2975,ke˜ć,3480,kaiśya,hair,PAr,kaiča-,hair of the head,0.727,hair,0.927,0.889,
n2976,keć,3480,kaiśya,hair,PAr,kaiča-,hair of the head,0.727,hair,0.927,0.889,
n2977,krom,3415,*kūrma,roof,OIA,*kaurma-,roof,0.909,roof,1.159,1.000,3415.2
n2978,kâč-,2589,kákṣa,undergrowth; dead wood; grass,PAr,k′ač-ša-,undergrowth,0.800,undergrowth,1.000,0.889,2589
n2979,kâč-,2589,kákṣa,undergrowth; dead wood; grass,PAr,k′ač-ša-,undergrowth,0.800,undergrowth,1.000,0.889,2589
n2981,kâc̣-,2589,kákṣa,undergrowth; dead wood; grass,OIA,k′akṣa-,undergrowth,1.000,undergrowth,1.200,1.000,2589
n2982,kaṣ,2589,kákṣa,undergrowth; dead wood; grass,OIA,k′akṣa-,undergrowth,1.000,undergrowth,1.200,1.000,2589
n2983,kaṣ-,2589,kákṣa,undergrowth; dead wood; grass,OIA,k′akṣa-,undergrowth,1.000,undergrowth,1.200,1.000,2589
n2991,kakaṛa,2587,kakkʰaṭa,"hard, solid",OIA,kakkhaṭa-,hard; solid,0.933,hard;solid,1.183,0.933,
n2997,kâr,2830,kárṇa,"ear, handle of a vessel",OIA,k′ar-ṇa-,ear,1.000,ear,1.200,1.139,2830
n2999,kârmoṭa,2837,karṇapattraka,lobe of the ear,OIA,karṇa-pattra-ka-,,1.000,,1.000,0.920,
n3005,kâṣa-,2972,kaṣati,scratches; rubs on a touchstone; hurts,OIA,kâṣ-aya-ti,scratches,0.857,scratches,1.057,1.000,
n3006,kaṣe-,2972,kaṣati,scratches; rubs on a touchstone; hurts,OIA,kâṣ-aya-ti,scratches,0.857,scratches,1.057,1.000,
n3007,kâṣe-,2972,kaṣati,scratches; rubs on a touchstone; hurts,OIA,kâṣ-aya-ti,scratches,0.857,scratches,1.057,1.000,
n3011,kaṣak,2970,kaṣá,rubbing; touchstone,OIA,kaṣ-′a-,rubbing,1.000,rubbing,1.200,1.000,
n3014,kala,2922,kalaha,"quarrel, fight",OIA,kalaɦa-,quarrel; fight,0.909,fight;quarrel,1.159,0.909,2922
n3016,kaŋa,2598,káŋkata,comb,OIA,k′ankata-,comb,0.923,comb,1.173,0.923,2598.1
n3017,kaṭ,2680,kaṇṭʰá,"throat, neck; narrowest part of a hole; voice; sound; *border, immediate proximity",OIA,kanṭh′a-,throat; voice,0.909,throat;voice,1.109,0.909,2680
n3018,kaṇḍa,14378,kā́ṇḍa,,OIA,kanḍ,be glad,0.889,,0.889,0.889,2682
n3019,kaṭ,2720,kantʰā,"wall, town; town",OIA,kantha-:-,wall,0.909,wall,1.109,1.033,2720
n3023,čandalu,12654,ścandrá,shining,PAr,sk̂and-a-,*shining,0.769,shining,1.019,1.000,
n3025,kav,2747,kapi,"Emblica officinalis, a species of the tree Pongamia glabra, olibanum; Vitex negundo",OIA,kapi-,kind of tree (olive),1.000,tree,1.200,1.000,2747
n3026,kavi,2747,kapi,"Emblica officinalis, a species of the tree Pongamia glabra, olibanum; Vitex negundo",OIA,kapi-,kind of tree (olive),1.000,tree,1.200,1.000,2747
n3028,kavit,2749,kapittʰa,the tree Feronia elephantum; its fruit the wood-apple; id.,OIA,kapi-ttha-,kind of tree (fig),0.933,tree,1.133,1.133,2747
n3030,kavek,2753,kapṓta,"pigeon, dove; small do.",OIA,kapota-,pigeon; dove,1.000,dove;pigeon,1.200,1.123,2747
n3038,čitrâv-,4810,citráyati,decorates,OIA,čitr-′aya-ti,decorates,1.000,decorates,1.250,0.941,
n3045,četr,4803,citrá,"conspicuous, bright; variegated",OIA,čit-r′a-,conspicuous; bright; variegated,1.000,bright;conspicuous;variegated,1.250,1.033,
n3046,četr-,4803,citrá,"conspicuous, bright; variegated",OIA,čit-r′a-,conspicuous; bright; variegated,1.000,bright;conspicuous;variegated,1.250,1.033,
n3047,četra,4803,citrá,"conspicuous, bright; variegated",OIA,čit-r′a-,conspicuous; bright; variegated,1.000,bright;conspicuous;variegated,1.250,1.033,
n3048,kâča,3008,*kāca,black; black salt,OIA,*kâča-,black,1.000,black,1.200,1.000,3008
n3049,kâć,14375,*kāca,,PAr,k′âča-,kind of grass (millet),1.000,,1.000,1.000,3112
n3050,kaćâ,14375,*kāca,,PAr,k′âča-,kind of grass (millet),1.000,,1.000,1.000,3112
n3057,kâṇa,3019,kāṇá,one-eyed,OIA,kâṇ′a-,one-eyed,1.000,eyed,1.250,1.000,3019
n3061,kâl,3084,kālá,"time; fixed point of time; fate, death",OIA,kâl′a-,time,1.000,time,1.200,1.000,3084
n3066,kakuna,3001,*kāŋkunikā,a woman who lives on panic seed,OIA,kânku-ni-ka-:-,woman who lives on millet,0.941,lives;on;who;woman,1.141,0.937,3001
n3067,kâkuna,3001,*kāŋkunikā,a woman who lives on panic seed,OIA,kânku-ni-ka-:-,woman who lives on millet,0.941,lives;on;who;woman,1.141,0.937,3001
n3068,kâṇḍ,14378,kā́ṇḍa,,OIA,k′ânḍa-,joint of stalk; arrow,1.000,,1.000,1.000,3023
n3069,ka˜ta,14347,*kaṇṭa-,,OIA,kânta-:-,kind of plant (almond),1.000,,1.000,1.000,3030
n3071,kavara,3107,*kāvaraka,crow; crow,OIA,kâvara-ka-,crow,1.000,crow,1.250,1.000,3107
n3076,kâkâk,3210,kukkubʰa,the wild cock Phasianus gallus,PAr,kâk-ku-bʱa-,wild cock,0.857,cock;wild,1.057,0.923,
n3078,kiṭâl,3157,kiṭṭāla,copper vessel,OIA,kiṭṭâla-,copper vessel,1.000,copper;vessel,1.250,1.000,3157
n3080,kilâṛ,3181,kilāṭa,inspissated milk,OIA,kilâ-ṭa-,thickened milk,1.000,milk,1.200,1.000,3181
n3081,kil,3202,kīla,"stake, peg, tumour",OIA,ki:la-,stake; peg,1.000,peg;stake,1.200,1.000,3202.1
n3085,koć,14375,*kāca,,PAr,k′auča-,cover; sheath; pod,0.889,,0.889,0.889,
n3088,kuć,3216,kuca,"female breast, teat",PAr,kuča-,cover; sheath; pod,1.000,,1.000,0.889,
n3091,kuć,3213,kukṣí,belly,PAr,kuč-ši-,belly,0.800,belly,1.050,0.889,
n3095,kausṭil,14408,kṓṣṭʰa-,,OIA,koṣṭha-,container,0.909,,0.909,0.909,
n3103,kov,2584,kakubʰá,lofty; the tree Terminalia arjuna; peak,OIA,kaku-bʱ′a-,lofty; peak,1.000,lofty;peak,1.200,1.033,n3102
n3108,vâṣkam,11970,viṣakumbʰa,jar of poison,OIA,viṣa-kumbʱa-,jar of poison,1.000,jar;poison,1.250,0.824,
n3117,ṣkura,13645,*skar,"cut, dig, scrape",PAr,skar-,turn; bend,1.000,,1.000,0.889,
n3121,ćare-,14486,*cára-,,PAr,čar-a-,is broken; falls,1.000,,1.000,1.000,
n3133,c̣âkara,4562,*caŋkr̩tati,cuts again and again,OIA,ča-kr̥t-a-,cuts repeatedly,0.857,cuts,1.057,0.909,
n3136,kaṭala,2856,kartana,cutting,PAr,kart-a-la-,cutting,0.857,cutting,1.107,1.083,
n3139,kaṭe˜,2856,kartana,cutting,PAr,kart-a-na-,cutting,1.000,cutting,1.250,1.083,
n3140,kaṭeṇ-,2856,kartana,cutting,PAr,kart-a-na-,cutting,1.000,cutting,1.250,1.083,
n3143,kaṭa,2852,karta,*cutting,PAr,kart-a-,cutting,1.000,cutting,1.250,1.083,
n3144,kâṭa,2852,karta,*cutting,PAr,kart-a-,cutting,1.000,cutting,1.250,1.083,
n3148,čâm,4701,cárman,"hide, skin",OIA,č′ar-man-,hide; skin,1.000,hide;skin,1.250,1.000,
