Source_Dictionary,Source_Entry_ID,Source_Page,Printed_Target_ID,Resolved_Target_ID,Status,Reason,Resolution,Relation,Direction,Confidence,Citation,Evidence
dedr,d4636,409,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 4636, DED 3787]",Cf. Sgh. madaṭiya A. pavonina ; madaṭa its seed. DED 3787.
dedr,d4638,409,9715,9715,installed,printed CDIAL ID,printed-id,loan,entry-from-compared,low,"dedr[entry 4638, DED(S) 3789]","Possibly < IA; Turner, CDIAL , no. 9715, mañca- stage, platform. Cf. also 4631 Ta. maccu . DED(S) 3789."
dedr,d4640,409,9721,9721,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 4640, DED 3791]","? Cf. Skt. mañjūṣā- box; Turner, CDIAL , no. 9721. DED 3791."
dedr,d4642,410,9865,9865,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 4642, DED(S, N) 3793]","Cf. Skt. mayūra- id.; Turner, CDIAL , no. 9865. DED (S, N) 3793."
dedr,d4646,411,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 4646, DED 3797]",Cf. Skt. ( IEG ) maḍamba- a territorial division; Pkt. maḍamba- a village or city which has no habitation surrounding it up to 2 1/2 yojanas. DED 3797.
dedr,d4647,411,9723,9723,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 4647, DED(S) 3798]","Cf. Pkt. ( DNM ) maṭṭha- slow, dull, stupid, H. maḍḍī stupid, fool; Turner, CDIAL , no. 9723. DED(S) 3798."
dedr,d4651,411,10291,10291,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 4651, DED(S) 3801]","Cf. Pkt. maḍakka- pot, pitcher, Mar. maḍkī, maḍkē water-jar or pitcher. For alternative origin for IA forms, Turner, CDIAL , no. 10291, mṛdā- clay. DED(S) 3801."
dedr,d4652,411,9723,9723,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 4652, DED(S, N) 3802]","Cf. Pkt. maṭṭha- lazy; Turner, CDIAL , no. 9723(3). DED(S, N) 3802."
dedr,d4654,412,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 4654, DED(S) 3804]","Cf. Jaina Skt. maḍḍi- a whole piece of cloth (?; B. J. Sandesara and J. P. Thaker, Lexical Studies in Jaina Sanskrit , p. 176). DED(S) 3804."
dedr,d4661,412,9723,9723,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 4661, DED(S) 3812]","Cf. Turner, CDIAL , no. 9723; add to (6) Pali maṭāhaka- short, small. DED(S) 3812."
dedr,d4662,412,10299,10299,installed,printed CDIAL ID,printed-id,loan,entry-from-compared,low,dedr[entry 4662],"(or < IA; cf. Turner, CDIAL , no. 10299)"
dedr,d4672,413,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,loan,entry-from-compared,low,"dedr[entry 4672, DED 3823]",? < Skt. maṇi- jewel. DED 3823.
dedr,d4673,413,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 4673, DED(S) 3824]","Cf. Mar. maṇgaṭ wrist, ankle. Skt. maṇibandha- (bandha- translates kaṭṭu ); see Mayrhofer s.v. DED(S) 3824."
dedr,d4674,413,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,loan,entry-from-compared,low,"dedr[entry 4674, DED 3825]",? < Skt. maṇi- (jewel of office). DED 3825.
dedr,d4677,413,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 4677, DED(S) 3828]",? Cf. Skt. maṇḍūkī- part of an elephant's hind leg; Mar. meṭ knee-joint. DED(S) 3828.
dedr,d4682,414,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 4682, DED(S) 3831]",Cf. Skt. ( lex. ) maṇḍa- head. DED(S) 3831.
dedr,d4687,414,9710,9710,installed,printed CDIAL ID,printed-id,influence,undetermined,low,"dedr[entry 4687, DED(S) 3835]","The group has been influenced by Skt. mad- and its derivatives. Cf. also Skt. mac- to be arrogant, Pkt. maccaï is excited, etc.; Turner, CDIAL , no. 9710. DED(S) 3835."
dedr,d47,6,13096,13096,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 47, DED(S, N) 44]","? Cf. Turner, CDIAL , no. 13096, Skt. sañcaka- , Panj. sañcā, saccā mould; Burrow 1967.41. DED(S, N) 44."
dedr,d4712,416,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 4712, DED 3857]","Cf. Skt. mūrvā-, moraṭā- , Pali maruvā-. DED 3857."
dedr,d4722,417,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,loan,entry-from-compared,low,"dedr[entry 4722, DED(S) 3865]",Cf. Mar. mecṇē to approve (< Ka.). DED (S) 3865.
dedr,d4723,418,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 4723, DED(S) 3866]","Cf. Pkt. ( DNM ) marula- = bhūta-, piśāca-. DED(S) 3866."
dedr,d4724,418,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 4724, DED(N) 3867]",? Cf. Skt. marūka- a kind of deer. DED(N) 3867.
dedr,d4729,419,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 4729, DED(N) 3870]",Cf. Pkt. malampia- proud. DED(N) 3870.
dedr,d4730,419,9907,9907,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 4730, DED 3871]","Cf. Skt. malla- wrestler, boxer by profession, athlete, very strong man; Turner, CDIAL , no. 9907. DED 3871."
dedr,d474,46,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 474, DED(S) 401]","Cf. Nahali irar two (masc); ir ( fem., neut. ). DED(S) 401."
dedr,d4742,420,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 4742, DED 3882]","Cf. Skt. malaya- mountain range on the east of Malabar, the western Ghāts; garden, celestial grove; ? māla- forest or wood near a village; ? mālaka- wood near a village. DED 3882."
dedr,d4744,420,9909,9909,installed,printed CDIAL ID,printed-id,loan,undetermined,low,"dedr[entry 4744, DED(S) 3884]","Cf. Turner, CDIAL , no. 9909, where the items are lexical Skt., BHS (e.g. malla- bowl), MIA and NIA; for a possible IE derivation for this CDIAL entry, see Burrow, Indologica Taurinensia 7.155 f. (1979/1981). DED(S) 3884."
dedr,d4750,421,9704,9704,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 4750, DED(S) 3890]","Cf. Skt. maṅku- stupefied; ( lex. ) blotch; durmaṅku- refractory, obstinate, disobedient ( lex. ); maṅgula- evil, sin; BHS maṅku-, maṅgu-, madgu- mentally disturbed, upset, abashed, out of countenance; madgura-, madgula-, maṅgula- sallow, unhealthy (in appearance); Pali maṅku- staggering, confused, troubled; dummaṅku- id.; cf. Turner, CDIAL , no. 9704. DED(S) 3890."
dedr,d4757,421,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 4757, DED 3894]","Cf. Mar. maḷgī, maḷghī the fixed or permanent part of a bazaar, the regular buildings and shops (as contrasted with temporary booths). DED 3894."
dedr,d4780,425,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 4780, DED(S) 3917]",Cf. Nahali māv horse. DED(S) 3917.
dedr,d4782,425,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 4782, DED 3919]",Cf. Skt. mākanda- mango tree. DED 3919.
dedr,d4790,425,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,loan,entry-from-compared,low,"dedr[entry 4790, DED(S) 3926]","? < Skt. vāgurā- net, vāgurika- hunter, deer-catcher. DED(S) 3926."
dedr,d4792,426,10287,10287,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 4792, DED(S, N) 3927]","Cf. Pkt. macca- dirt; maccia- dirty; (Turner, CDIAL , no. 10287). DED(S, N) 3927."
dedr,d4793,426,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 4793, DED 3928]",? Cf. Apabhraṃśa ( Mahāpurāṇa ) māhuṇḍala- a kind of serpent. DED 3928.
dedr,d4796,426,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 4796, DED(S, N) 3930]","Cf. Skt. ( lex. ) meṭa- whitewashed storied house; Pkt. meḍaya- id. DED(S, N) 3930."
dedr,d4796,426,9996,9996,installed,printed CDIAL ID,printed-id,related,undetermined,low,dedr[entry 4796],"Cf. Skt. mālikā- whitewashed, upperstoried house; ( lex. ) māḍi- palace; BHS māḍa- some kind of building; mālā- upper part of a building; Pali māḷa-, māla- a sort of pavilion, hall; Pkt. māḍia- house; māla- upper part of a house; Turner, CDIAL , no. 9996."
dedr,d4808,427,10013,10013,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 4808, DED(S) 3940]","Cf. Skt. mātuluṅga- ; Turner, CDIAL , no. 10013. DED(S) 3940."
dedr,d4810,427,10000,10000,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 4810, DED(S) 3942]","Cf. Skt. mātaṅga- a Caṇḍāla, a man of the lowest rank; Turner, CDIAL , no. 10000. DED(S) 3942."
dedr,d4813,427,10055,10055,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 4813, DED(S, N) 3945]","Cf. Skt. māma(ka)- maternal uncle; Turner, CDIAL , no. 10055. DED(S, N) 3945."
dedr,d4819,428,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 4819, DED 3948]",Cf. Skt. māri- rain. DED 3948.
dedr,d4821,428,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 4821, DED 3949]",Cf. Skt. mālūra- A. marmelos. DED 3949.
dedr,d4822,428,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 4822, DED(S, N) 3950]","Cf. Skt. mālikā- an intoxicating drink. DED (S, N) 3950."
dedr,d4824,428,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 4824, DED 3951]",Cf. Skt. māla- son of a Śūdra and a Sūta; n. of a barbarous tribe. DED 3951.
dedr,d4827,429,10092,10092,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 4827, DED 3954]","Cf. Skt. mālā- ; Turner, CDIAL , no. 10092. DED 3954."
dedr,d4838,430,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 4838, DED(S, N) 3962]","Cf. BHS mijī- remainder of food ( Divy. 346.1: ekā odanamijy avatiṣṭhate ). DED (S, N) 3962."
dedr,d4840,431,,,excluded,source explicitly says the comparison is absent from CDIAL,negative-citation,related,undetermined,low,"dedr[entry 4840, DED 3965]","4840 Ka. misugu to shine, glitter, sparkle; n. shine, lustre; misisu to cause to shine or become full of lustre; misuni the glittering metal, gold; (PBh.) misupa shining (misu-). Te. misamisa sparkling, brilliancy; misamisamanu to sparkle; misimi brilliancy, lustre, polish; brilliant, polished. / Cf. Pkt. misamisa-, misimisa-, misimisiya- shining, dazzling; MBE 1969, p. 295, no. 35, for areal etymology (no entry in Turner, CDIAL ). DED 3965."
dedr,d4840,431,,,excluded,source explicitly says the comparison is absent from CDIAL,negative-citation,related,undetermined,low,"dedr[entry 4840, DED 3965]","Cf. Pkt. misamisa-, misimisa-, misimisiya- shining, dazzling; MBE 1969, p. 295, no. 35, for areal etymology (no entry in Turner, CDIAL ). DED 3965."
dedr,d4845,432,10119,10119,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 4845, DED(S, N) 3969]","Cf. Turner, CDIAL , no. 10119, *miṭṭ-. DED(S, N) 3969."
dedr,d4847,432,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 4847, DED(S) 3971]",Cf. Pkt. ( DNM ) maḍa- neck. DED(S) 3971.
dedr,d4850,432,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 4850, DED(N) 3974]","Cf. Skt. maṭacī- locust (?; G. A. Jacob, JRAS , 1911, 510). DED(N) 3974."
dedr,d4856,433,,,excluded,source explicitly says the comparison is absent from CDIAL,negative-citation,related,undetermined,low,"dedr[entry 4856, DED(N) 3978]","4856 Ta. miṇumiṇu (-pp-, -tt-) to mumble, speak with a low reiterated sound, murmur as a secret, utter incantations; muṇamuṇa (-pp-, -tt-), muṇumuṇu (-pp-, -tt-) to mutter, murmur; muṇaṅku (muṇaṅki-) to speak in a suppressed tone, mutter in a low tone, murmur; muṉaṅku (muṉaṅki-), muṉaku (muṉaki-) to mutter, murmur, grumble, moan; muṉakkam muttering, murmuring, grumbling, moan; mir̤aṟṟu (mir̤aṟṟi-) to prattle as a child, speak softly; mir̤alai prattle, lisp; mar̤aṟu (mar̤aṟi-) to be indistinct as speech; mar̤alai prattling, babbling. Ma. miṇumiṇukka to mumble, mutter; miṇṭuka to utter, speak low, attempt to speak; miṇṭāṭṭam opening the mouth to speak; miṇṭāte without utterance; muṇemuṇēna mumbling sound. Ka. minuku to speak in an indistinct, faint or low tone, murmur. Tu. muṇumuṇu muttering, mumbling; muṇkuni to say hūṃ expressive of disapproval or unwillingness, cry as a ghost; muṇkele grumbler. Te. minnaka ( neg. gerund ), (inscr.) miṇṇaka silently, quietly, coolly; (K.) minuku to murmur within oneself; (K.) mun(u)ku to mutter, grumble. / Cf. Skt. miṇmiṇa-, minmina- speaking indistinctly through the nose, Mar. miṇmiṇā speaking low, faintly, indistinctly, H. minminā id.; Pkt. muṇamuṇaï mutters, mumbles. MBE 1969, p. 295, no. 36, for areal etymology (no entry in Turner, CDIAL ). DED(N) 3978."
dedr,d4856,433,,,excluded,source explicitly says the comparison is absent from CDIAL,negative-citation,related,undetermined,low,"dedr[entry 4856, DED(N) 3978]","Cf. Skt. miṇmiṇa-, minmina- speaking indistinctly through the nose, Mar. miṇmiṇā speaking low, faintly, indistinctly, H. minminā id.; Pkt. muṇamuṇaï mutters, mumbles. MBE 1969, p. 295, no. 36, for areal etymology (no entry in Turner, CDIAL ). DED(N) 3978."
dedr,d4862,434,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,medium,"dedr[entry 4862, DED(N) 3983]",? Skt. ( lex. ) malada- P. radiatus. [P. radiatus is a variant of P. mungo. ] DED (N) 3983.
dedr,d4864,434,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,dedr[entry 4864],Cf. Halbi mendī eyelashes. DEDS(N) 786.
dedr,d4879,435,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 4879, DED(S) 3996]","Cf. Mar. miśī ( pl. miśā) moustache. Cf. also Santali misi , Mundari mici, misi id. (Pfeiffer, p. 183). DED(S) 3996."
dedr,d488,47,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 488, DED 413]","Cf. Skt. hrīvera-, hrīvela(ka)-, hirivera- a kind of Andropogon (acc. to some, Pavonia odorata ); Parpola 1977-78, pp. 252-4. DED 413."
dedr,d4885,436,10140a,10140a,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 4885, DED(S) 3999]","Cf. Skt. mīna- fish; Turner, CDIAL , no. 10140a. DED(S) 3999."
dedr,d4887,436,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 4887, DED(S) 4001]","Cf. Mar. moghā a kind of vessel (used on waterwheels, etc.). DED(S) 4001."
dedr,d4888,437,10144,10144,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 4888, DED 4002]","Cf. Skt. mukuṭa-, mauli- crest, diadem; BHS, Pali makuṭa- id.; Pkt. maüla- id.; Turner, CDIAL , no. 10144. DED 4002."
dedr,d489,47,10634,10634,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 489, DED(S, N) 414, DED(N) 4237]","Cf. Skt. rambh-, ramb- to sound; rambhā- sounding, roaring, lowing; Turner, CDIAL , no. 10634. DED(S, N) 414, DED(N) 4237."
dedr,d4893,437,10146,10146,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 4893, DED(S, N) 4007]","Cf. Skt. mukula-, ( lex. ) mudgara- bud; Pkt. ( DNM ) moggara id.; Turner, CDIAL , no. 10146. DED(S, N) 4007."
dedr,d4900,438,9702,9702,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 4900, DED(S, N) 4014]","Cf. Skt. (Hem. Uṇ. ) madguśa- , (Bhoj. Uṇ. ) magguśa- , Pkt. maṃgusa-, muggasa-, muggusu-, H. mũgūs, mãgūs , Mar. mũgūs, mũgas , Sgh. mugaṭi ; Turner, CDIAL , no. 9702. DED(S, N) 4014."
dedr,d4902,438,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 4902, DED(S) 4015]","Cf. Skt. moraṭa-, moraṇa- sour buttermilk. DED(S) 4015."
dedr,d4904,438,10227,10227,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 4904, DEN 70]","An areal etymology for which cf. Turner, CDIAL , no. 10227, *muss- (e.g. H. muskānā to smile, Nep. musmusāunu id.), and no. 14754 Lahnda muskaṇ id. DEN 70."
dedr,d4904,438,14754,14754,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 4904, DEN 70]","An areal etymology for which cf. Turner, CDIAL , no. 10227, *muss- (e.g. H. muskānā to smile, Nep. musmusāunu id.), and no. 14754 Lahnda muskaṇ id. DEN 70."
dedr,d4907,439,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,loan,entry-from-compared,low,"dedr[entry 4907, DEDS 794]",? < IA. DEDS 794.
dedr,d4916,440,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,loan,entry-from-compared,low,"dedr[entry 4916, DED 4026]",? < Skt. muñja- S. sara or munja. [S. arundinaceum Retz. = S. munja Roxb. = S. sara Roxb.] DED 4026.
dedr,d4932,441,10186,10186,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 4932, DED(S) 4041]","Cf. Skt. muṭ- to crush, grind, break; Turner, CDIAL , no. 10186. DED(S) 4041."
dedr,d4945,442,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 4945, DED(S) 4051]",Cf. Halbi munḍā tank. DED(S) 4051.
dedr,d4948,443,10191,10191,installed,printed CDIAL ID,printed-id,related,undetermined,low,dedr[entry 4948],"Possibly of IA origin; cf. Turner, CDIAL , no. 10191; DBIA , no. 299. DEDS(N) 798."
dedr,d4950,443,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 4950, DED(S, N) 4053]","Cf. Mar. muddal principal, capital; primary, fundamental. DED(S, N) 4053."
dedr,d4952,443,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 4952, DED(S) 4055]",Cf. Skt. ( lex. ) mācala- crocodile; ( lex. ) musali- house-lizard; alligator; Pkt. muduga- = grāhaviśesa- . DED(S) 4055.
dedr,d4959,444,10152,10152,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 4959, DED 4062]","Cf. Skt. muktā-, mauktika-, Pali Pkt. muttā- ; Turner, CDIAL , no. 10152. DED 4062."
dedr,d4960,444,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 4960, DED(S) 4063]",Cf. Pkt. ( DNM ) muddī- kiss. DED(S) 4063.
dedr,d4962,445,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 4962, DED(S) 4065]",Cf. Mar. mūd lump of boiled rice as turned out of a ladle. DED(S) 4065.
dedr,d4971,445,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 4971, DED(S, N) 4074]","Cf. Skt. (Hem. Uṇ. 326) murumba- = mṛdyamāna-pāṣāṇa-cūrṇa- ; Pali marumba- a kind of sand or gravel; Mar. murūm gravel. DED(S, N) 4074."
dedr,d4973,446,10210,10210,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 4973, DED(S, N) 4076]","Cf. Skt. muralī- flute; muraja- a kind of drum; Turner, CDIAL , nos. 10210, 10214. DED(S, N) 4076."
dedr,d4974,446,10213,10213,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 4974, DED 4077]","Cf. Skt. murala- a species of freshwater fish; Turner, CDIAL , no. 10213. DED 4077."
dedr,d4975,446,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 4975, DED(S) 4078]","Cf. Pkt. ( DNM ) muria- broken, smashed. DED(S) 4078."
dedr,d4977,447,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 4977, DED(S) 4080]","Cf. Pkt. muria- twisted; OMar. (Master) muraḍ- to turn, twist. DED(S) 4080."
dedr,d4979,447,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 4979, DED(S, N) 4082]","Cf. Pkt. muravi- a kind of ornament; H. Mar., etc., murkī ear-ring. DED(S, N) 4082."
dedr,d4980,447,10215,10215,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 4980, DED(N) 4083]","Cf. Skt. murmura- an expiring ember; burning chaff, Pali mummura- id.; Turner, CDIAL , no. 10215. DED(N) 4083."
dedr,d4981,447,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,medium,"dedr[entry 4981, DED(S, N) 4084]","For similar words in Munda languages, see Pinnow, p. 93 (Santali muru'd , etc.). DED(S, N) 4084."
dedr,d4982,447,10209,10209,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 4982, DED(S, N) 4085]","Cf. Skt. muraṅgī-, muruṅgī- M. pterygosperma ; Turner, CDIAL , no. 10209. [ M. pterygosperma Gaertn. = H. moringa Vahl.] DED(S, N) 4085."
dedr,d4987,448,9913,9913,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 4987, DED 4090]","Cf. Skt. mallikā- id.; Turner, CDIAL no. 9913. DED 4090."
dedr,d4998,450,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 4998, DED(S, N) 4101]","Cf. Mar. moḷā nail (whence Go. (ASu.) mōlā iron nail). DED(S, N) 4101."
dedr,d5,3,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 5, DED 6]",Cf. Skt. agasti<-> Agasti grandiflora. [Sesbania = Aeschynomene = Agati/Agasti = Coronilla.] DED 6.
dedr,d50,6,1347,1347,installed,printed CDIAL ID,printed-id,loan,entry-from-compared,medium,"dedr[entry 50, DED(S) 46]","Probably < IA; Turner, CDIAL , no. 1347, Skt. ārya-, Pkt. ajja-. Kur. has probably borrowed independently. DED(S) 46."
dedr,d5004,450,10250,10250,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 5004, DED 4105]","Cf. Skt. mūlaka- id.; Turner, CDIAL , no. 10250. DED 4105."
dedr,d5013,451,10215,10215,installed,printed CDIAL ID,printed-id,related,undetermined,medium,"dedr[entry 5013, DED(S, N) 4113]","MBE 1969, pp. 295-6, nos. 37, 38, for areal etymology, with reference to Turner, CDIAL , no. 10215, which probably on semantic grounds should be divided into two entries, the second being related to (no. 38) Te. moṟamoṟa the rustling sound of cloth or the like, (B.) moral-moral-āḍu to crackle (items which hardly belong in this DEDR entry). DED(S, N) 4113."
dedr,d5013,451,38,38,installed,printed CDIAL ID,printed-id,related,undetermined,medium,"dedr[entry 5013, DED(S, N) 4113]","MBE 1969, pp. 295-6, nos. 37, 38, for areal etymology, with reference to Turner, CDIAL , no. 10215, which probably on semantic grounds should be divided into two entries, the second being related to (no. 38) Te. moṟamoṟa the rustling sound of cloth or the like, (B.) moral-moral-āḍu to crackle (items which hardly belong in this DEDR entry). DED(S, N) 4113."
dedr,d5023,454,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 5023, DED 4121]",Cf. Skt. mūkaka- id. DED 4121.
dedr,d5026,454,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,loan,entry-from-compared,medium,"dedr[entry 5026, DED(N) 4124]","Possibly adapted from Skt. mūka- , Pali mūga-. DED(N) 4124."
dedr,d5037,455,10233,10233,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 5037, DED(S) 4134]","Cf. BHS muṭa-, mūṭa-, moṭa- , etc., some sort of basket, bag, or large container; late Skt. mūṭaka-, mūḍaka- id.; Turner, CDIAL , no. 10233. DED(S) 4134."
dedr,d5052,456,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 5052, DED(S) 4147]",Cf. Nahali mōṭh(o) three. DED(S) 4147.
dedr,d5072,458,10313,10313,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 5072, DED(N) 4161]","Cf. Skt. manthā-, methī-, methikā-, methinī-, vedhanī- fenugreek; Turner, CDIAL , no. 10313. DED(N) 4161."
dedr,d5087,460,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 5087, DED(S) 4174]",Cf. Skt. ( lex. ) meka- goat. DED(S) 4174.
dedr,d5092,461,10320,10320,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 5092, DED(S) 4178]","Cf. Skt. meda- a particular mixed caste; Turner, CDIAL , no. 10320. DED(S) 4178."
dedr,d5094,461,10230,10230,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 5094, DED(S) 4180]","? Cf. Skt. meru- ; Turner, CDIAL , no. 10230. DED(S) 4180."
dedr,d5098,461,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 5098, DED 4184]","Cf. Skt. milinda- bee, Mar. milind a bee of the large black kind. DED 4184."
