Set_ID,Proto_Form,Gloss,Evidence_Keys,Method,Status,Notes
berger-berger-entry-9283,*toólum,davon toólum von dort ; ; 9. 26; ; u.a,berger-entry-9283|berger-entry-9283-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-9294,*toőrum,"meist toóruman,. ng. toőru- maan so viel (wie das hier) ; toórum , toőórumanċčar ; ; ; ; 14, toórumanar , toőrumaanar , , to- órumaanare , toórumaanulo dann, darauf",berger-entry-9294|berger-entry-9294-attached-1200-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-9295,*tóorumo,"tóorimi, tóorim- zZ ; ; zehn",berger-entry-9295|berger-entry-9295-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-9358,*tugulí,junger kastrierter Schafbock,berger-entry-9358|berger-entry-9358-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-9368,*tumáy,"und pl, D.pl. -inċ Nußschale, Schale des Kerns bei Steinobst",berger-entry-9368|berger-entry-9368-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-938,*burjaáni,"s. búujan búrjan halbbedeckter Himmel burká s. phurqå buróőndo hz.ng. -muċ Fingerring, Siegelring ; 337",berger-entry-938|berger-entry-938-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-9388,*turáħůkiś,s. !-ltúr turáq -iććiù Art große Pappel,berger-entry-9388|berger-entry-9388-attached-1055-1|berger-entry-9388-attached-1055-4,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-9389,*turgót,"ungesalzen, fade, ge- schmacklos; matt, flau",berger-entry-9389|berger-entry-9389-dialect-1|berger-entry-9389-dialect-2,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-9398,*turśún,,berger-entry-9398|berger-entry-9398-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-9400,*túr- -ć-,dazu -ltúr- -ć,berger-entry-9400|berger-entry-9400-dialect-1|berger-entry-9400-dialect-2,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-9437,*thåaħ,"königliche Residenz, Palast ; ; kö- nigliche Küche, Backhaus",berger-entry-9437|berger-entry-9437-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-946,*ćíi-purúm,"dazu ćíi-purúm, ng. phuk-burúm schneeweiß, blendend weiß",berger-entry-946|berger-entry-946-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-9463,*thaló,thalé z sieben,berger-entry-9463|berger-entry-9463-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-9473,*thamínimo,davon thamínimo vom vorigen Jahr,berger-entry-9473|berger-entry-9473-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-9482,*thánas,"Scheitellinie, Gip- fel",berger-entry-9482|berger-entry-9482-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-9532,*théeṅi,Aussteuer,berger-entry-9532|berger-entry-9532-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-9537,*thenċ,"fünfzehn Tage, zwei Wochen {ys. thens)",berger-entry-9537|berger-entry-9537-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-9539,*ther,"therk -iù -išo und thérkiś -$0 schmutzig, Schmutz",berger-entry-9539|berger-entry-9539-attached-1117-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-9572,*this,"oft thíśan Tropfen, ein wenig aus einer Flüssigkeit ; eja- culatio seminis",berger-entry-9572|berger-entry-9572-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-9610,*thraq,"Riß, Sprung, Spalt",berger-entry-9610|berger-entry-9610-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-9620,*thúmuśaliů,bestimmtes Fest zur Wintersonnwende,berger-entry-9620|berger-entry-9620-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-9622,*thur,"Peitsche, Peit- |",berger-entry-9622|berger-entry-9622-attached-1542-2,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-9634,*ṭam-ták,"davon ṭam-ták NH gleich, gleich- wertig",berger-entry-9634|berger-entry-9634-dialect-2,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-964,*buśóośo,"lbuśóośo pl. hz.ng. buśóanė Kalb, auch Schimpfnamen für einen Dummen",berger-entry-964|berger-entry-964-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-9689,*tiùán,"tináyo, ng. tigán -gáyo Ei; Klumpen",berger-entry-9689|berger-entry-9689-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-9741,*tuksír -mán-,leise vom Dösen aufschrek- ken,berger-entry-9741|berger-entry-9741-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-9755,*tṭutaáńke,"tutáṅke adv. ganz früh am Morgen, in der Morgen- dämmerung ; (d-) 361",berger-entry-9755|berger-entry-9755-attached-2089-2,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-9758,*tutáṅ,dutáṅ dunkel,berger-entry-9758|berger-entry-9758-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-9761,*tutóőro,¢ Maisbrot,berger-entry-9761|berger-entry-9761-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-9795,*tharií,Poloball aus Holz,berger-entry-9795|berger-entry-9795-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-9833,*ú- -ć-,ntun,berger-entry-9833|berger-entry-9833-dialect-1|berger-entry-9833-dialect-2,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-9859,*úla,úluha -miṅ Lagerraum in Innern des Hauses,berger-entry-9859|berger-entry-9859-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-9861,*ulán-,"und ilán- -lái- nuúlan, neg. oőlan- nur ng. intr. können, im- stande sein",berger-entry-9861|berger-entry-9861-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-9865,*uliá,"ohne Grund, für nichts, um- sonst, zwecklos uliá ét- ng. ablehnen, nein sagen",berger-entry-9865|berger-entry-9865-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-989,*úri,dazu -úri hz.ng. -muċ und -úriś -rianċ,berger-entry-989|berger-entry-989-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-9894,*úlus,"Bruder einer Frau ; ; Schwager, d.i. Bruder des Ehe- manns {ys. -húles, -húlľus) máåámamo oder mimo muúlus On- kel mütterlicherseits (Bruder der Mutter) guúluüs śíim dein Bruder soll ge- fressen. werden! (Fluch an Frau- en)",berger-entry-9894|berger-entry-9894-dialect-1|berger-entry-9894-dialect-2,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-9906,*du-ún-,"do-ón- packen, ergreifen, Hand anlegen an (was: Abs. oder -ċe/-ċí, -ulo ), festnehmen, -halten, (Fisch, Vogel) fangen ; (-atar)",berger-entry-9906|berger-entry-9906-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-9969,*luś,Schuld; ng. auch: Wette beim Polo,berger-entry-9969|berger-entry-9969-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-9976,*uṭt,<io Kamel,berger-entry-9976|berger-entry-9976-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-9987,*úṭaraṅ,Fußende,berger-entry-9987|berger-entry-9987-dialect-1|berger-entry-9987-dialect-4,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-9988,*uṭín- uṭíi-,"huṭín- einfül- len (in -ulo), ng. umfüllen",berger-entry-9988|berger-entry-9988-attached-2132-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
hkat-1-1,*multan,blood,liljegren-hindukush:bsk_h-1-1|liljegren-hindukush:bsk_n-1-1|yoshioka-entry-2025,same-concept-form-similarity>=0.72+english-gloss-and-form-match,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required. Eastern Burushaski evidence matched independently by first sense and form.
hkat-10-1,*ariːn,hand,liljegren-hindukush:bsk_h-10-1|liljegren-hindukush:bsk_n-10-1|yoshioka-entry-2434,same-concept-form-similarity>=0.72+english-gloss-and-form-match,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required. Eastern Burushaski evidence matched independently by first sense and form.
hkat-11-1,*tʰoʂ,new,liljegren-hindukush:bsk_h-11-1|liljegren-hindukush:bsk_n-11-2|yoshioka-entry-2938,same-concept-form-similarity>=0.72+english-gloss-and-form-match,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required. Eastern Burushaski evidence matched independently by first sense and form.
hkat-12-1,*sa,sun,liljegren-hindukush:bsk_h-12-1|liljegren-hindukush:bsk_n-12-1|yoshioka-entry-2457,same-concept-form-similarity>=0.72+english-gloss-and-form-match,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required. Eastern Burushaski evidence matched independently by first sense and form.
hkat-13-1,*ɖʐu,come,liljegren-hindukush:bsk_h-13-1|liljegren-hindukush:bsk_n-13-1,same-concept-form-similarity>=0.72,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required.
hkat-15-1,*tʰap,night (dark time),liljegren-hindukush:bsk_h-15-1|liljegren-hindukush:bsk_n-15-1|yoshioka-entry-2920,same-concept-form-similarity>=0.72+english-gloss-and-form-match,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required. Eastern Burushaski evidence matched independently by first sense and form.
hkat-19-1,*amupuʂ,nose,liljegren-hindukush:bsk_h-19-1|liljegren-hindukush:bsk_n-19-1|yoshioka-entry-2029,same-concept-form-similarity>=0.72+english-gloss-and-form-match,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required. Eastern Burushaski evidence matched independently by first sense and form.
hkat-2-1,*tɕʰumo,fish (noun),liljegren-hindukush:bsk_h-2-1|liljegren-hindukush:bsk_n-2-1|yoshioka-entry-580,same-concept-form-similarity>=0.72+english-gloss-and-form-match,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required. Eastern Burushaski evidence matched independently by first sense and form.
hkat-20-1,*ameː,tooth,liljegren-hindukush:bsk_h-20-1|liljegren-hindukush:bsk_n-20-1,same-concept-form-similarity>=0.72,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required.
hkat-21-1,*huk,dog,liljegren-hindukush:bsk_h-21-1|liljegren-hindukush:bsk_n-21-1,same-concept-form-similarity>=0.72,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required.
hkat-22-1,*dʑe,I,liljegren-hindukush:bsk_h-22-1|liljegren-hindukush:bsk_n-22-2|yoshioka-entry-1549,same-concept-form-similarity>=0.72+english-gloss-and-form-match,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required. Eastern Burushaski evidence matched independently by first sense and form.
hkat-23-1,*han,one,liljegren-hindukush:bsk_h-23-1|liljegren-hindukush:bsk_n-23-1,same-concept-form-similarity>=0.72,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required.
hkat-24-1,*tom,tree,liljegren-hindukush:bsk_h-24-1|liljegren-hindukush:bsk_n-24-1,same-concept-form-similarity>=0.72,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required.
hkat-25-1,*minaːs,drink (verb),liljegren-hindukush:bsk_h-25-1|liljegren-hindukush:bsk_n-25-1,same-concept-form-similarity>=0.72,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required.
hkat-26-1,*adumus,knee,liljegren-hindukush:bsk_h-26-1|liljegren-hindukush:bsk_n-26-1|yoshioka-entry-821,same-concept-form-similarity>=0.72+english-gloss-and-form-match,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required. Eastern Burushaski evidence matched independently by first sense and form.
hkat-27-1,*gan,path,liljegren-hindukush:bsk_h-27-1|liljegren-hindukush:bsk_n-27-1,same-concept-form-similarity>=0.72,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required.
hkat-29-1,*altumal,ear,liljegren-hindukush:bsk_h-29-1|liljegren-hindukush:bsk_n-29-1|yoshioka-entry-1836,same-concept-form-similarity>=0.72+english-gloss-and-form-match,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required. Eastern Burushaski evidence matched independently by first sense and form.
hkat-3-1,*tɕʰar,mountain,liljegren-hindukush:bsk_h-3-1|liljegren-hindukush:bsk_n-3-1|yoshioka-entry-555,same-concept-form-similarity>=0.72+english-gloss-and-form-match,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required. Eastern Burushaski evidence matched independently by first sense and form.
hkat-30-1,*tap,leaf,liljegren-hindukush:bsk_h-30-1|liljegren-hindukush:bsk_n-30-1,same-concept-form-similarity>=0.72,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required.
hkat-31-1,*sis,person,liljegren-hindukush:bsk_h-31-1|liljegren-hindukush:bsk_n-31-1,same-concept-form-similarity>=0.72,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required.
hkat-32-1,*tsʰil,water,liljegren-hindukush:bsk_h-32-1|liljegren-hindukush:bsk_n-32-1|yoshioka-entry-439,same-concept-form-similarity>=0.72+english-gloss-and-form-match,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required. Eastern Burushaski evidence matched independently by first sense and form.
hkat-33-1,*altɕin,eye,liljegren-hindukush:bsk_h-33-1|liljegren-hindukush:bsk_n-33-1,same-concept-form-similarity>=0.72,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required.
hkat-34-1,*akin,liver,liljegren-hindukush:bsk_h-34-1|liljegren-hindukush:bsk_n-34-1|yoshioka-entry-1678,same-concept-form-similarity>=0.72+english-gloss-and-form-match,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required. Eastern Burushaski evidence matched independently by first sense and form.
hkat-36-1,*mi,we,liljegren-hindukush:bsk_h-36-1|liljegren-hindukush:bsk_n-36-1|yoshioka-entry-1978,same-concept-form-similarity>=0.72+english-gloss-and-form-match,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required. Eastern Burushaski evidence matched independently by first sense and form.
hkat-38-1,*kʰaruː,louse,liljegren-hindukush:bsk_h-38-1|liljegren-hindukush:bsk_n-38-1,same-concept-form-similarity>=0.72,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required.
hkat-4-1,*asiː,star,liljegren-hindukush:bsk_h-4-1|liljegren-hindukush:bsk_n-4-1|yoshioka-entry-92,same-concept-form-similarity>=0.72+english-gloss-and-form-match,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required. Eastern Burushaski evidence matched independently by first sense and form.
hkat-5-1,*tin,bone,liljegren-hindukush:bsk_h-5-1|liljegren-hindukush:bsk_n-5-1|yoshioka-entry-1125|yoshioka-entry-1827,same-concept-form-similarity>=0.72+english-gloss-and-form-match,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required. Eastern Burushaski evidence matched independently by first sense and form.
hkat-8-1,*dan,stone,liljegren-hindukush:bsk_h-8-1|liljegren-hindukush:bsk_n-8-1,same-concept-form-similarity>=0.72,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required.
hkat-9-1,*andil,breast (woman’s),liljegren-hindukush:bsk_h-9-1|liljegren-hindukush:bsk_n-9-1,same-concept-form-similarity>=0.72,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required.
hkat-kinship-daughtersdaughter-1,*amis,daughter’s daughter,liljegren-hindukush:bsk_h-Kinship-daughtersdaughter-1|liljegren-hindukush:bsk_n-Kinship-daughtersdaughter-1,same-concept-form-similarity>=0.72,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required.
hkat-kinship-daughtersson-1,*amis,daughter’s son,liljegren-hindukush:bsk_h-Kinship-daughtersson-1|liljegren-hindukush:bsk_n-Kinship-daughtersson-1,same-concept-form-similarity>=0.72,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required.
hkat-kinship-fathersfather-1,*daːdo,father’s father,liljegren-hindukush:bsk_h-Kinship-fathersfather-1|liljegren-hindukush:bsk_n-Kinship-fathersfather-1,same-concept-form-similarity>=0.72,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required.
hkat-kinship-fathersmother-1,*api,father’s mother,liljegren-hindukush:bsk_h-Kinship-fathersmother-1|liljegren-hindukush:bsk_n-Kinship-fathersmother-1,same-concept-form-similarity>=0.72,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required.
hkat-kinship-fathersolderbrother-2,*ujum_aɰa,father’s older brother,liljegren-hindukush:bsk_h-Kinship-fathersolderbrother-2|liljegren-hindukush:bsk_n-Kinship-fathersolderbrother-1,same-concept-form-similarity>=0.72,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required.
hkat-kinship-fathersoldersister-1,*ujum_nana,father’s older sister,liljegren-hindukush:bsk_h-Kinship-fathersoldersister-1|liljegren-hindukush:bsk_n-Kinship-fathersoldersister-1,same-concept-form-similarity>=0.72,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required.
hkat-kinship-fatherssister-1,*nana,father’s sister,liljegren-hindukush:bsk_h-Kinship-fatherssister-1|liljegren-hindukush:bsk_n-Kinship-fatherssister-1,same-concept-form-similarity>=0.72,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required.
hkat-kinship-fatherssistersdaughter-1,*nana_mumoj,father’s sister’s daughter,liljegren-hindukush:bsk_h-Kinship-fatherssistersdaughter-1|liljegren-hindukush:bsk_n-Kinship-fatherssistersdaughter-1,same-concept-form-similarity>=0.72,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required.
hkat-kinship-fatherssistersson-1,*nana_mumwiː,father’s sister’s son,liljegren-hindukush:bsk_h-Kinship-fatherssistersson-1|liljegren-hindukush:bsk_n-Kinship-fatherssistersson-1,same-concept-form-similarity>=0.72,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required.
hkat-kinship-fathersyoungersister-1,*dʑoʈ_nana,father’s younger sister,liljegren-hindukush:bsk_h-Kinship-fathersyoungersister-1|liljegren-hindukush:bsk_n-Kinship-fathersyoungersister-1,same-concept-form-similarity>=0.72,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required.
hkat-kinship-husbandsfather-1,*aːskir,husband’s father,liljegren-hindukush:bsk_h-Kinship-husbandsfather-1|liljegren-hindukush:bsk_n-Kinship-husbandsfather-1,same-concept-form-similarity>=0.72,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required.
hkat-kinship-husbandsmother-1,*aːskus,husband’s mother,liljegren-hindukush:bsk_h-Kinship-husbandsmother-1|liljegren-hindukush:bsk_n-Kinship-husbandsmother-1,same-concept-form-similarity>=0.72,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required.
hkat-kinship-mothersbrother-1,*nana,mother’s brother,liljegren-hindukush:bsk_h-Kinship-mothersbrother-1|liljegren-hindukush:bsk_n-Kinship-mothersbrother-1,same-concept-form-similarity>=0.72,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required.
hkat-kinship-mothersbrothersdaughter-1,*nana_ei,mother’s brother’s daughter,liljegren-hindukush:bsk_h-Kinship-mothersbrothersdaughter-1|liljegren-hindukush:bsk_n-Kinship-mothersbrothersdaughter-1,same-concept-form-similarity>=0.72,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required.
hkat-kinship-mothersbrothersson-1,*nana_iji,mother’s brother’s son,liljegren-hindukush:bsk_h-Kinship-mothersbrothersson-1|liljegren-hindukush:bsk_n-Kinship-mothersbrothersson-1,same-concept-form-similarity>=0.72,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required.
hkat-kinship-mothersbrotherswife-1,*nana,mother’s brother’s wife,liljegren-hindukush:bsk_h-Kinship-mothersbrotherswife-1|liljegren-hindukush:bsk_n-Kinship-mothersbrotherswife-1,same-concept-form-similarity>=0.72,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required.
hkat-kinship-mothersfather-1,*daːdo,mother’s father,liljegren-hindukush:bsk_h-Kinship-mothersfather-1|liljegren-hindukush:bsk_n-Kinship-mothersfather-1,same-concept-form-similarity>=0.72,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required.
hkat-kinship-mothersmother-1,*api,mother’s mother,liljegren-hindukush:bsk_h-Kinship-mothersmother-1|liljegren-hindukush:bsk_n-Kinship-mothersmother-1,same-concept-form-similarity>=0.72,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required.
hkat-kinship-mothersolderbrother-1,*ujum_nana,mother’s older brother,liljegren-hindukush:bsk_h-Kinship-mothersolderbrother-1|liljegren-hindukush:bsk_n-Kinship-mothersolderbrother-1,same-concept-form-similarity>=0.72,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required.
hkat-kinship-mothersyoungerbrother-1,*dʑoʈ_nana,mother’s younger brother,liljegren-hindukush:bsk_h-Kinship-mothersyoungerbrother-1|liljegren-hindukush:bsk_n-Kinship-mothersyoungerbrother-1,same-concept-form-similarity>=0.72,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required.
hkat-kinship-oldersister-1,*ujum_aʈʂo,older sister,liljegren-hindukush:bsk_h-Kinship-oldersister-1|liljegren-hindukush:bsk_n-Kinship-oldersister-1,same-concept-form-similarity>=0.72,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required.
hkat-kinship-relative-1,*dʑaːm,relative,liljegren-hindukush:bsk_h-Kinship-relative-1|liljegren-hindukush:bsk_n-Kinship-relative-1|yoshioka-entry-1507,same-concept-form-similarity>=0.72+english-gloss-and-form-match,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required. Eastern Burushaski evidence matched independently by first sense and form.
hkat-kinship-sistersdaughter-1,*asaʁun,sister’s daughter,liljegren-hindukush:bsk_h-Kinship-sistersdaughter-1|liljegren-hindukush:bsk_n-Kinship-sistersdaughter-1,same-concept-form-similarity>=0.72,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required.
hkat-kinship-sistershusbandmaleego-1,*arik,sister’s husband (male ego),liljegren-hindukush:bsk_h-Kinship-sistershusbandmaleego-1|liljegren-hindukush:bsk_n-Kinship-sistershusbandmaleego-1,same-concept-form-similarity>=0.72,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required.
hkat-kinship-sistersson-1,*asaʁun,sister’s son,liljegren-hindukush:bsk_h-Kinship-sistersson-1|liljegren-hindukush:bsk_n-Kinship-sistersson-1,same-concept-form-similarity>=0.72,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required.
hkat-kinship-sonsdaughter-1,*amis,son’s daughter,liljegren-hindukush:bsk_h-Kinship-sonsdaughter-1|liljegren-hindukush:bsk_n-Kinship-sonsdaughter-1,same-concept-form-similarity>=0.72,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required.
hkat-kinship-sonsson-1,*amis,son’s son,liljegren-hindukush:bsk_h-Kinship-sonsson-1|liljegren-hindukush:bsk_n-Kinship-sonsson-1,same-concept-form-similarity>=0.72,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required.
hkat-kinship-sonswife-1,*aχakin,son’s wife,liljegren-hindukush:bsk_h-Kinship-sonswife-1|liljegren-hindukush:bsk_n-Kinship-sonswife-1,same-concept-form-similarity>=0.72,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required.
hkat-kinship-wifesbrother-1,*arik,wife’s brother,liljegren-hindukush:bsk_h-Kinship-wifesbrother-1|liljegren-hindukush:bsk_n-Kinship-wifesbrother-1,same-concept-form-similarity>=0.72,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required.
hkat-kinship-wifesfather-1,*aːskir,wife’s father,liljegren-hindukush:bsk_h-Kinship-wifesfather-1|liljegren-hindukush:bsk_n-Kinship-wifesfather-1,same-concept-form-similarity>=0.72,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required.
hkat-kinship-wifesmother-1,*aːskus,wife’s mother,liljegren-hindukush:bsk_h-Kinship-wifesmother-1|liljegren-hindukush:bsk_n-Kinship-wifesmother-1,same-concept-form-similarity>=0.72,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required.
hkat-kinship-wifesrelatives-1,*oːstiŋ,wife’s relative(s),liljegren-hindukush:bsk_h-Kinship-wifesrelatives-1|liljegren-hindukush:bsk_n-Kinship-wifesrelatives-1,same-concept-form-similarity>=0.72,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required.
hkat-numerals-1-1,*han,1,liljegren-hindukush:bsk_h-Numerals-1-1|liljegren-hindukush:bsk_n-Numerals-1-1,same-concept-form-similarity>=0.72,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required.
hkat-numerals-10-1,*toːrumo,10,liljegren-hindukush:bsk_h-Numerals-10-1|liljegren-hindukush:bsk_n-Numerals-10-1,same-concept-form-similarity>=0.72,accepted,Provisional starred Hunza citation form; semantic identity plus phonological similarity required.
