CDIAL_ID,Headword,Status,DEDR_IDs,Confidence,Relation,Direction,Rationale,Evidence
11006,lā́ṅgala,existing-match,d2907,,,,Already represented by a structured comparison.,11006 lā́ṅgala n. 'plough' RV. [→ Ir. dial of Lar in South Persia liṅgṓr 'plough' Morgenstierne. — Initial n- in all Drav. forms (DED 2368); PMWS 127 derives both IA. and Drav. words from Mu. sources]
11212,vaṭa,existing-match,d5220,,,,Already represented by a structured comparison.,"11212 vaṭa² 'string' lex. [Prob. ← Drav. Tam. vaṭam, Kan. vaṭi, vaṭara, &c. DED 4268]"
11429,vallī,existing-match,d5316,,,,Already represented by a structured comparison.,"11429 vallī f. 'creeper' Mn. [Cf. vēlli- and see mallikā-. — Poss. ← Drav. Tam. vaḷḷi, &c. DED 4351]"
11503,vātiṅgaṇa,existing-match,d5301,,,,Already represented by a structured comparison.,"11503 vātiṅgaṇa m. 'the egg-plant Solanum melongena' lex. 2. *vātigana-, vātigama- lex. 3. *vāṭiṅgana-. 4. *vātiñjana-. 5. vaṅga-³ m. lex. 6. vaṅgana- m. W. [Prob. of same ultimate origin as other names for this plant s.v. bhaṇṭākī-: LM 404 ← Drav., see DED 4339. — → Ir. (Pers. badiṅgān) → Phal. bētiṅgala, Sh. bhatiṅgar G. Morgenstierne BSOS viii 671]"
11584,*vālguḍa,existing-match,d5370,,,,Already represented by a structured comparison.,"11584 *vālguḍa 'bat', vālguda- m. Viṣṇ., vāgguda- m. Mn., valgula- m. 'flying fox' W., °lā- f. lex., °lī- f. Suśr., vāguli- f. Kauṭ. 2. *vālduḍa-. [J. Bloch in Thomas EIS 35 ← Drav. Tam. vaval &c. (DED 4400). — vātuli- f. 'large bat' lex. sanskritized from *vāuli- < eastern MIA. vāguli- (see Si. bel.)]"
12046,vīṭī,existing-match,d5515,,,,Already represented by a structured comparison.,"12046 vīṭī f. 'the betel plant Piper betel' lex., vīṭaka- m. 'roll of betel' Pañcad., °ṭikā- f. Daś. [Poss. ← Drav., cf. Tam. veṟṟ-ilai, Kota vetl: DED 4539. — See vīṭā-]"
12115,vḗlā,installed-proposal,d5479 d5517,,,,Already represented by a structured comparison.,"12115 vḗlā f. 'limit, boundary, time' ŚBr., 'flood tide' MaitrUp., 'shore, opportunity' MBh. 2. *vēḍā-. 3. *vīlī- 'tide, time'. [-ḍ- appears in K. and Or. and poss. in cmpd. *ardhavēḍa-. In N. Mth. Bhoj. Aw. H. forms with -r- could derive from -ḍ-, but more prob. represent the EH., Bi. or Mth. change of -l- > -r-. But the forms of vḗlā- and *savēla- with -r- occurring in P. Ku. G. M. (as well as those already mentioned) may be from an old *vērā- ~ vḗlā- rather than all be loans from the East Hindi-Bihari area. — Prob. ← Drav.: Ga. vēle 'sun, daytime'; Kuwi vēḍa 'sun', Malto béru; Kur. bīṛī 'sun, time' DED 4558]"
12356,śáva,existing-match,d2426,,,,Already represented by a structured comparison.,"12356 śáva m.n. 'corpse' ŚBr. 2. *chava-. [← Drav. T. Burrow BSOAS xii 143, Tel. cāvu 'death', Kui sāva 'to die', &c. DED 2002]"
12543,śulká,no-defensible-target,,,,,"The parenthetical says the Dravidian tax words are borrowed from MIA suṅka; the direction is Dravidian from Indo-Aryan, and those loans are absent from DEDR.","12543 śulká n.m. 'price, value' RV., 'tax, toll' AV., 'dowry' Gaut. 2. *cuṅga- (← Drav. e.g. Tam. cuṅkam, Kan. suṅga ← MIA. suṅka-)."
12588,śr̥ṅgavēra,existing-match,d429 d5535,,,,Already represented by a structured comparison.,"12588 śr̥ṅgavēra n. 'dried or fresh ginger' Suśr. [Pop. etym., from horn-like shape of the root, for (Pa.) siṅgi-vēra- (← Drav. Tam. iñci 'ginger', &c. DED 363, and Tam. vēr 'root', &c. DED 4554: T. Burrow BSOAS xi 130). Ultimate origin of the first element was in SEAsia, F. W. Thomas JRAS 1905, 169. Further to the name and its subsequent history see A. S. C. Ross, Ginger (Oxford 1952)]"
12766,śvāvídh,existing-match,d2776,,,,Already represented by a structured comparison.,"12766 śvāvídh m. 'porcupine' AV. 2. *śuvāvidh-. 3. sēdhā- f. Yājñ. 4. *sēḍhā-. [sēdhā- is prob. with T. Burrow BSOAS xii 141 ← Drav., Tam. ey, Tel. ēdu, &c. DED 2283 (and not with Lüders PhilInd 177 < *śvavidh-). The retroflex in śvāviḍh- (nom. °viṭ, °viḍ) of some MSS. of Āpastamba and most of Baudhāyana and in *sēḍhā- also suggests non-Aryan origin. But if sēdhā- was replaced through pop. etym. by śvāvidh-, the antiquity of the latter is attested by its occurrence in AV., by the ċ- of Dm. and s- of Kt. and Pr. and by śuv- ~ śv- in *śuvāvidh-. — śván-, √vyadh?]"
13267,sarja,installed-proposal,d343,,,,Already represented by a structured comparison.,"13267 sarja m. 'the tree Vatica robusta' MBh., 'its resin' VarBr̥S., 'Terminalia tomentosa' lex., °aka- m. lex., sarjya- m. 'its resin' lex. [T. Burrow BSOAS xii 137 ← Drav. *sārc/j in Tam. āccā 'Shorea robusta', &c. DED 288. — Cf. śāka-¹]"
13392,*siṅkā,installed-proposal,d2599,,,,Already represented by a structured comparison.,13392 *siṅkā 'a partic. kind of grass'. [← Drav. Tam. cīku 'broom grass' T. Burrow BSOAS xii 140]
13417,*sippī,existing-match,d2535,,,,Already represented by a structured comparison.,13417 *sippī 'shell'. [← Drav. Tam. cippi DED 2089]
14165,*hērati,existing-match,d903,,,,Already represented by a structured comparison.,"14165 *hērati 'looks for or at'. 2. hēraka-, °rika- m. 'spy' lex., hairika- m. 'spy' Hcar., 'thief' lex. [J. Bloch FestschrWackernagel 149 ← Drav., Kui ēra 'to spy', Malt. ére 'to see', DED 765]"
14174,hōḍa,existing-match,d1039,,,,Already represented by a structured comparison.,"14174 hōḍa m. 'raft, boat' lex. [← Drav., Kan. ōḍa., &c. DED 876]"
14175,*hōḍḍa,existing-match,d959,,,,Already represented by a structured comparison.,"14175 *hōḍḍa 'wager'. [← Drav., Kan. oḍḍa, &c. DED 808]"
14302,*uḍidda,existing-match,d690,,,,Already represented by a structured comparison.,"14302 *uḍidda [← Drav. Tam. uruntu 'Phaseolus mungo', &c. DED 594]"
