Proto_Nuristani_ID,Proto_Nuristani_Form,Proto_Nuristani_Gloss,Indo_Aryan_ID,Indo_Aryan_Form,Indo_Aryan_Gloss,Evidence,Candidate_Count,Anchor
n3310,gângâṇi,,,,,no structural IA candidate,0,
n3315,gârṣ,,,,,no structural IA candidate,0,
n3316,guṛik,,4479.3,gʱuṭa-,ankle,numeric IA ancestor,1,OIA gʱuṭa- “ankle”
n3320,ge-,,,,,no structural IA candidate,0,
n3321,ge-sta,,,,,no structural IA candidate,0,
n3325,goṛa,,4516,gʱoṭa-,horse,numeric IA ancestor,1,OIA gʱoṭa- “horse”
n3326,goṛa-i,,4516,gʱoṭa-,horse,numeric IA ancestor,1,OIA gʱoṭa- “horse”
n3330,ǰire-,,,,,no structural IA candidate,0,
n3331,ǰirik,,,,,no structural IA candidate,0,
n3335,gâi-,,,,,no structural IA candidate,0,
n3360,-a,,,,,no structural IA candidate,0,
n3361,aiâ,cumin,,,,no structural IA candidate,0,
n3366,gaviṣ,,,,,no structural IA candidate,0,
n3370,vo,,,,,no structural IA candidate,0,
n3371,vo-i,,,,,no structural IA candidate,0,
n3375,vâǰ,,,,,no structural IA candidate,0,
n3378,vâ-la,,,,,no structural IA candidate,0,
n3381,vâće-,,,,,no structural IA candidate,0,
n3384,vâćiv,,,,,no structural IA candidate,0,
n3389,udosik,,,,,no structural IA candidate,0,
n3393,ue˜,,,,,no structural IA candidate,0,
n3394,ueṇ,,,,,no structural IA candidate,0,
n3397,uć,,,,,no structural IA candidate,0,
n3401,vaṣ,,,,,no structural IA candidate,0,
n3402,vaṣ-,,,,,no structural IA candidate,0,
n3406,vautri,,,,,no structural IA candidate,0,
n3409,âvâl-,,,,,no structural IA candidate,0,
n3410,vâv,,,,,no structural IA candidate,0,
n3411,âgâl,,11,a-kâla-,out of time; unseasonable,numeric IA ancestor,1,OIA a-kâla- “out of time; unseasonable”
n3415,âća,,,,,no structural IA candidate,0,
n3417,prâć,,,,,no structural IA candidate,0,
n3421,âc̣u,,,,,no structural IA candidate,0,
n3422,âṭâl,,185,aṭṭâ-la-,watch-tower,numeric IA ancestor,1,OIA aṭṭâ-la- “watch-tower”
n3425,arus,good taste,,,,no structural IA candidate,0,
n3426,ârźu˜,,636,arǰana-,millet,numeric IA ancestor,1,PAr arǰana- “millet”
n3427,âro,,1103,arddʱu-,peach,numeric IA ancestor,1,PAr arddʱu- “peach”
n3428,âru,,1103,arddʱu-,peach,numeric IA ancestor,1,PAr arddʱu- “peach”
n3432,di,,,,,no structural IA candidate,0,
n3434,âša-,,989,′as-ya-ti,throws; shoots,numeric IA ancestor,1,OIA ′as-ya-ti “throws; shoots”
n3438,arâ-,,,,,no structural IA candidate,0,
n3442,âṇa,,,,,no structural IA candidate,0,
n3443,âṇa-,,,,,no structural IA candidate,0,
n3444,alâv,,711,al′âbu-,bottle-gourd,numeric IA ancestor,1,OIA al′âbu- “bottle-gourd”
n3445,apiliak,,722,′alpa-,small,numeric IA ancestor,1,OIA ′alpa- “small”
n3448,-âṇu,,,,,no structural IA candidate,0,
n3449,p-âṇu,,,,,no structural IA candidate,0,
n3450,v-âṇu,,,,,no structural IA candidate,0,
n3454,aŋ,,,,,no structural IA candidate,0,
n3457,aŋu,,,,,no structural IA candidate,0,
n3459,âkra,,,,,no structural IA candidate,0,
n3463,anguṛi,,,,,no structural IA candidate,0,
n3465,âŋusti,,,,,no structural IA candidate,0,
n3470,âta,,,,,no structural IA candidate,0,
n3471,âtar,,,,,no structural IA candidate,0,
n3473,âtari,,,,,no structural IA candidate,0,
n3476,ât-,,,,,no structural IA candidate,0,
n3477,âti,,,,,no structural IA candidate,0,
n3478,ât-ki,,,,,no structural IA candidate,0,
n3482,andara,,,,,no structural IA candidate,0,
n3487,-âv-,,,,,no structural IA candidate,0,
n3491,âve-,,,,,no structural IA candidate,0,
n3495,prâv-,,,,,no structural IA candidate,0,
n3496,au,,491.1,apu:p′a-,cake of flour,numeric IA ancestor,1,OIA apu:p′a- “cake of flour”
n3502,vâlai,,,,,no structural IA candidate,0,
n3503,vârai,,,,,no structural IA candidate,0,
n3504,vârkâ,,,,,no structural IA candidate,0,
n3507,avuta,,540,a-bʱuk-ta,not eaten,numeric IA ancestor,1,OIA a-bʱuk-ta “not eaten”
n3508,amâ,,560,am′â,at home,numeric IA ancestor,1,OIA am′â “at home”
n3512,avi-du,,,,,no structural IA candidate,0,
n3513,âvi-du,,,,,no structural IA candidate,0,
n3516,avi-dva,,,,,no structural IA candidate,0,
n3517,â,,,,,no structural IA candidate,0,
n3519,-â-,,,,,no structural IA candidate,0,
n3520,âi,kernel,,,,no structural IA candidate,0,
n3521,â-i,,,,,no structural IA candidate,0,
n3522,âio,starter for milk fermentation,,,,no structural IA candidate,0,
n3523,-â-u,,,,,no structural IA candidate,0,
n3524,âŋâ-tâṇ,fireplace,,,,no structural IA candidate,0,
n3525,âča˜,woolen yarn,,,,no structural IA candidate,0,
n3526,âša-,pour down,,,,no structural IA candidate,0,
n3528,âṭama-,"pool, form a puddle; gather together in a group",,,,no structural IA candidate,0,
n3529,âṣkuṇu,Âṣkuňu,,,,no structural IA candidate,0,
n3530,âraṛ,nest,,,,no structural IA candidate,0,
n3531,âroga,,1330.1,â-rog-ya-,health,numeric IA ancestor,1,OIA â-rog-ya- “health”
n3532,iei,,1351,âry-ika-:-,respectable woman,numeric IA ancestor,1,OIA âry-ika-:- “respectable woman”
n3535,âṛa,"knot (in wood); segment (of reed, etc.); husk on walnut",,,,no structural IA candidate,0,
n3536,âṛ-kali,jaw,,,,no structural IA candidate,0,
n3537,âṛćuv,pus,,,,no structural IA candidate,0,
n3538,âtri,,1130,*â-tr̥ti:yam,on the third day,numeric IA ancestor,1,OIA *â-tr̥ti:yam “on the third day”
n3539,âdar-,box,,,,no structural IA candidate,0,
n3543,âsa,,,,,no structural IA candidate,0,
n3544,âsa-ṭâr,ashes boiled in water,,,,no structural IA candidate,0,
n3545,âsku˜,,1503,′â-skau-ti,pulls,numeric IA ancestor,1,OIA ′â-skau-ti “pulls”
n3546,âsc̣ev,woolen calf-length trousers,,,,no structural IA candidate,0,
n3553,âlu,,,,,no structural IA candidate,0,
n3554,â-nav,ghee,,,,no structural IA candidate,0,
n3555,vâṇḍ,,1111,ânḍ′a-,egg; testicle,numeric IA ancestor,1,OIA ânḍ′a- “egg; testicle”
n3556,ândar-kil,"long, thin wedge used to fasten together broken boards",,,,no structural IA candidate,0,
n3557,ând-iaṣ,meat-hook,,,,no structural IA candidate,0,
n3562,divaṛ,,,,,no structural IA candidate,0,
n3565,âv,,,,,no structural IA candidate,0,
n3566,âva,,,,,no structural IA candidate,0,
n3567,â-patâr,unrelaxed,,,,no structural IA candidate,0,
n3568,âpâ-,open,,,,no structural IA candidate,0,
n3570,âv-piše˜,water-mill,,,,no structural IA candidate,0,
n3572,âmaǰe˜,,1238,â-manǰu-,charming,numeric IA ancestor,1,OIA â-manǰu- “charming”
n3573,âmuǰa-,,1260,â-munč-a-ti,puts on [clothes],numeric IA ancestor,1,OIA â-munč-a-ti “puts on [clothes]”
n3577,kâsa-,,,,,no structural IA candidate,0,
n3589,karâ-,,,,,no structural IA candidate,0,
n3592,kara˜,,,,,no structural IA candidate,0,
n3603,kâra,,,,,no structural IA candidate,0,
n3606,ka-ti,,,,,no structural IA candidate,0,
n3607,ko-,,,,,no structural IA candidate,0,
n3608,ko˜-,,,,,no structural IA candidate,0,
n3610,ka-ka,,,,,no structural IA candidate,0,
n3614,čatavâ,,,,,no structural IA candidate,0,
n3617,čatruć,,,,,no structural IA candidate,0,
n3618,čatruić,,,,,no structural IA candidate,0,
n3619,čatvudać,,,,,no structural IA candidate,0,
n3625,â-čauṭ,,,,,no structural IA candidate,0,
n3626,nu-čauṭ,,,,,no structural IA candidate,0,
n3630,čâl,,,,,no structural IA candidate,0,
n3633,čâl,,,,,no structural IA candidate,0,
n3635,čâr,,,,,no structural IA candidate,0,
n3639,kiṣa,,,,,no structural IA candidate,0,
n3642,kiṣa-,,,,,no structural IA candidate,0,
n3645,kiṣâv-,,,,,no structural IA candidate,0,
n3648,kiṣ,,,,,no structural IA candidate,0,
n3652,kaṣa-,,,,,no structural IA candidate,0,
n3655,kaṣi,,,,,no structural IA candidate,0,
n3659,kul,,,,,no structural IA candidate,0,
n3661,sauli,,,,,no structural IA candidate,0,
n3665,kâm,,,,,no structural IA candidate,0,
n3670,k′i-ti,,,,,no structural IA candidate,0,
n3673,kai,,,,,no structural IA candidate,0,
n3674,ka,,,,,no structural IA candidate,0,
n3675,kâi,,,,,no structural IA candidate,0,
n3681,kâči,,,,,no structural IA candidate,0,
n3685,kâća-,,,,,no structural IA candidate,0,
n3689,kâšira,,,,,no structural IA candidate,0,
n3693,viâ˜s,,,,,no structural IA candidate,0,
n3701,ǰi,,,,,no structural IA candidate,0,
n3705,ǰiva-,,,,,no structural IA candidate,0,
n3708,ǰe˜ta,,,,,no structural IA candidate,0,
n3709,ǰi˜ta,,,,,no structural IA candidate,0,
n3717,ǰesṭa,,,,,no structural IA candidate,0,
n3718,ǰesṭi,,,,,no structural IA candidate,0,
n3731,gund,,,,,no structural IA candidate,0,
n3735,grap,,,,,no structural IA candidate,0,
n3739,′âća-,,,,,no structural IA candidate,0,
n3741,preć,,,,,no structural IA candidate,0,
n3744,â-,,,,,no structural IA candidate,0,
n3746,ga-,,,,,no structural IA candidate,0,
n3747,gava-,,,,,no structural IA candidate,0,
n3750,prâma,,,,,no structural IA candidate,0,
n3754,gâtr,,,,,no structural IA candidate,0,
n3758,gâ,,,,,no structural IA candidate,0,
n3761,gâ,,,,,no structural IA candidate,0,
n3766,gu,,,,,no structural IA candidate,0,
n3770,garaš,,,,,no structural IA candidate,0,
n3772,garašvâr,,,,,no structural IA candidate,0,
n3776,ǰana-,,,,,no structural IA candidate,0,
n3779,ǰa˜t,,,,,no structural IA candidate,0,
n3782,ǰa˜t,,,,,no structural IA candidate,0,
n3818,-â,,,,,no structural IA candidate,0,
