source_index,id,parent_index,parent_id,level,language_id,form,gloss,comment,page
3286,n2650,3285,n2649,1,PIE Form,ĝem-e-t-r,,,gPal
3287,n2651,3286,n2650,2,PAr,ǰâmâtr̥-,daughter's husband,,gPal
3288,n2652,3287,n2651,3,PNur,źamâ,,,gPal
3289,n2653,3285,n2649,1,PIE Form,ĝem-i-,,,gPal
3290,n2654,3289,n2653,2,PAr,ǰâmi-,,,gPal
3291,n2655,3290,n2654,3,OIA,ǰâm′i-,related as a sibling,,gPal
3292,n2656,3291,n2655,4,PNur,ǰâmi,,,gPal
3293,n2657,3291,n2655,4,PNur,ǰu-ǰâmi,,,gPal
3294,n2658,,,0,PIE Root,ĝembʱ,bite; tooth,"[Pok. 369  *ĝembh-  PIE formula: *k̭̂-m-ᴘ̬-
]",gPal
3295,n2659,3294,n2658,1,PIE Form,ĝembʱ-o-,,,gPal
3296,n2660,3295,n2659,2,PAr,ǰ′ambʱ-a-,tooth; jaws,,gPal
3297,n2661,3296,n2660,3,PNur,źamb-,,,gPal
3298,14117,,,0,PAr,ĝʱilla-,aquatic bird,[T. 14117],gPalAsp
3299,14117,3298,14117,1,PNur,ǰâlâi,,,gPalAsp
3300,n2662,,,0,PIE Root,ĝʱei,winter; snow,"[Pok. 425  *ĝhei-  PIE formula: *k̬̂-i-
]",gPalAsp
3301,n2663,3300,n2662,1,PIE Form,ĝʱei-e-no-,,,gPalAsp
3302,n2664,3301,n2663,2,PAr,ǰʱai-an-a-,winter,,gPalAsp
3303,n2665,3302,n2664,3,PNur,źe˜,,,gPalAsp
3304,n2666,3302,n2664,3,PNur,"źe˜-
aṛama",,,gPalAsp
3305,n2667,3301,n2663,2,PAr,ǰʱai-an-a-vâra-,wintertime,,gPalAsp
3306,n2668,3305,n2667,3,PNur,źe˜-vâr,,,gPalAsp
3307,n2669,3300,n2662,1,PIE Form,ĝʱi-m′o-,,,gPalAsp
3308,n2670,3307,n2669,2,PAr,ǰʱi-m′a-,cold; frost; snow,,gPalAsp
3309,n2671,3308,n2670,3,PNur,źim,,,gPalAsp
3310,n2672,3300,n2662,1,PIE Form,ĝʱi-mn-o-ro-,,,gPalAsp
3311,n2673,3310,n2672,2,PAr,ǰʱi-mn-a-ra-,winter,,gPalAsp
3312,n2674,3311,n2673,3,PNur,źim-nara,,,gPalAsp
3313,n2675,,,0,PIE Root,ĝʱesto,hand; arm,"[Pok. 447  *ĝhes-to-  PIE formula: *k̬̂-s-to-
]",gPalAsp
3314,n2676,3313,n2675,1,PIE Form,ĝʱes-t′o-,,,gPalAsp
3315,n2677,3314,n2676,2,PAr,ǰʱ′asta-,hand,,gPalAsp
3316,n2678,3315,n2677,3,PNur,dast,,,gPalAsp
3317,n2679,3315,n2677,3,PNur,dast-sta,,,gPalAsp
3318,n2680,,,0,PIE Root,ĝʱeslom,one thousand,"[Pok. 446  *ĝhés-l-om  PIE formula: *k̬̂-s-l-
m]",gPalAsp
3319,n2681,3318,n2680,1,PIE Form,sm-ĝʱ′es-l-om,,,gPalAsp
3320,n2682,3319,n2681,2,PAr,sa-ǰʱas-r-am,thousand,,gPalAsp
3321,n2683,3320,n2682,3,PNur,azâr,,,gPalAsp
3322,n2684,,,0,PIE Root,ĝʱel,shine; green; gold,"[Pok. 429  *ĝhel-1  PIE formula: *k̬̂-l-
]",gPalAsp
3323,n2685,3322,n2684,1,PIE Form,ĝʱ′el-i-,,,gPalAsp
3324,n2686,3323,n2685,2,PAr,ǰʱ′ar-i-,golden; yellow; green,,gPalAsp
3325,n2687,3324,n2686,3,PNur,źar-,,,gPalAsp
3326,n2688,3324,n2686,3,PNur,źiar-,,,gPalAsp
3327,n2689,3323,n2685,2,PAr,ǰʱ′ar-i-dra-,,,gPalAsp
3328,n2690,3327,n2689,3,OIA,ɦar-i-dra-,green; yellow,,gPalAsp
3329,n2691,3328,n2690,4,PNur,âidra,,,gPalAsp
3330,n2692,3328,n2690,4,PNur,arida,,,gPalAsp
3331,n2693,3322,n2684,1,PIE Form,ĝʱel-i-n′o-,,,gPalAsp
3332,n2694,3331,n2693,2,PAr,ǰʱar-i-n′a-,yellow,,gPalAsp
3333,n2695,3332,n2694,3,PNur,źaṇa,,,gPalAsp
3334,n2696,,,0,PIE Root,ĝʱeh,be empty; lack; leave; go out,"[Pok. 418  *ĝh-eh-  PIE formula: *k̬̂-h-
]",gPalAsp
3335,n2697,3334,n2696,1,PIE Form,ĝʱ-eh-,,,gPalAsp
3336,n2698,3335,n2697,2,PAr,ǰ′a-ǰʱa:-ti,leaves; puts away,,gPalAsp
3337,n2699,,,0,EurAs,k,,,k
3338,n2700,3337,n2699,1,PIE Form,-k-,,,k
3339,n2701,3338,n2700,2,PNur,-âk,,,k
3340,n2702,3338,n2700,2,PNur,-ik,,,k
3341,n2703,3338,n2700,2,PNur,-k,,,k
3342,n2704,3337,n2699,1,PIE Form,-k-aɦ-,,,k
3343,n2705,3342,n2704,2,PAr,-i-ka-:-,,,k
3344,n2706,3343,n2705,3,PNur,-i,,,k
3345,n2707,,,0,PIE Root,kai,alone,"[Pok. 519  *kai-1  PIE formula: *k-ai-
]",k
3346,n2708,3345,n2707,1,PIE Form,kai-ue-lo-,,,k
3347,n2709,3346,n2708,2,PAr,k′aivala-,,,k
3348,n2710,3347,n2709,3,OIA,k′evala-,alone,,k
3349,n2711,,,0,PIE Root,kaik̂,scratch; itch; comb; *dress (the hair); cut the hair,"[Pok. 520  *kaik̂-, koik̂-  PIE formula: *k-ai-k̂-]",k
3350,n2712,3349,n2711,1,PIE Form,koi-k̂-o-,,,k
3351,n2713,3350,n2712,2,PAr,kaiča-,hair of the head,,k
3352,n2714,3351,n2713,3,PNur,ke˜ć,,,k
3353,n2715,3351,n2713,3,PNur,keć,,,k
3354,3415.2,,,0,OIA,*kaurma-,roof,[T. 3415.2],k
3355,3415.2,3354,3415.2,1,PNur,krom,,,k
3356,3153.2,,,0,OIA,*kačča-,dirt,[T. 3153.2],k
3357,2589,,,0,PAr,k′ač-ša-,undergrowth,[T. 2589],k
3358,2589,3357,2589,1,PNur,kâč-,,,k
3359,2589,,,0,PAr,k′ač-ša-,undergrowth,[T. 2589],k
3360,2589,3359,2589,1,PNur,kâč-,,,k
3361,2589,3359,2589,1,OIA,k′akṣa-,undergrowth,,k
3362,2589,3361,2589,2,PNur,kâc̣-,,,k
3363,2589,3361,2589,2,PNur,kaṣ,,,k
3364,2589,3361,2589,2,PNur,kaṣ-,,,k
3365,n2716,,,0,OIA,kaṭaka-,army,,k
3366,2637,,,0,OIA,*kaṭânka-,bracelet,[T. 2637],k
3367,2641,,,0,OIA,kaṭ′u-,bitter,[T. 2641],k
3368,2648,,,0,OIA,*kaṭṭora-,cup,[T. 2648],k
3369,n2717,,,0,PNur,kaṣka,hoof,,k
3370,n2718,,,0,PNur,kaṣkâṛu,spruce,,k
3371,n2719,,,0,PIE Root,kar,hard,"[Pok. 531  *kar-3  PIE formula: *k-ar-
]",k
3372,n2720,3371,n2719,1,PIE Form,kar-kar-,,,k
3373,n2721,3372,n2720,2,PAr,kar-kar-ta-,,,k
3374,n2722,3373,n2721,3,OIA,kakkhaṭa-,hard; solid,,k
3375,n2723,3374,n2722,4,PNur,kakaṛa,,,k
3376,n2724,,,0,PNur,karaṭa,stout,,k
3377,n2725,,,0,PNur,karavâṭ,stone pot,,k
3378,n2726,,,0,PNur,karenǰ,scalplock,,k
3379,n2727,,,0,PNur,karu,flood,,k
3380,n2728,,,0,PNur,karoṭ,club,,k
3381,2823,,,0,OIA,karkâru-,kind of gourd,[T. 2823],k
3382,2830,,,0,OIA,k′ar-ṇa-,ear,[T. 2830],k
3383,2830,3382,2830,1,PNur,kâr,,,k
3384,n2729,,,0,OIA,karṇa-pattra-ka-,,,k
3385,n2730,3384,n2729,1,PNur,kârmoṭa,,,k
3386,n2731,,,0,Eng,k′artriǰ,cartridge,,k
3387,n2732,,,0,PIE Root,kars,scratch; rub,"[Pok. 532  *kars-  PIE formula: *k-ar-s-
1]",k
3388,n2733,3387,n2732,1,PIE Form,kars-eio-,,,k
3389,n2734,3388,n2733,2,PAr,karš-aya-ti,,,k
3390,n2735,3389,n2734,3,OIA,kâṣ-aya-ti,scratches,,k
3391,n2736,3390,n2735,4,PNur,kâṣa-,,,k
3392,n2737,3390,n2735,4,PNur,kaṣe-,,,k
3393,n2738,3390,n2735,4,PNur,kâṣe-,,,k
3394,n2739,3387,n2732,1,PIE Form,kars-o-,,,k
3395,n2740,3394,n2739,2,PAr,karš-′a-,,,k
3396,n2741,3395,n2740,3,OIA,kaṣ-′a-,rubbing,,k
3397,n2742,3396,n2741,4,PNur,kaṣak,,,k
3398,n2743,,,0,PNur,kaṇḍa,forelock,,k
3399,2704,,,0,OIA,kath′a-:-,conversation; speech,[T. 2704],k
3400,n2744,,,0,PNur,kalaṣa,Kalaṣa,,k
3401,2922,,,0,OIA,kalaɦa-,quarrel; fight,[T. 2922],k
3402,2922,3401,2922,1,PNur,kala,,,k
3403,2929,,,0,OIA,kalâči-ka-,spoon; ladle,[T. 2929],k
3404,n2745,,,0,PNur,kaletra,*outsider,,k
3405,2598.1,,,0,OIA,k′ankata-,comb,[T. 2598.1],k
3406,2598.1,3405,2598.1,1,PNur,kaŋa,,,k
3407,2628,,,0,OIA,kanǰala-,kind of bird,[T. 2628],k
3408,2680,,,0,OIA,kanṭh′a-,throat; voice,[T. 2680],k
3409,2680,3408,2680,1,PNur,kaṭ,,,k
3410,2682,,,0,OIA,kanḍ,be glad,[following  T. 2682],k
3411,2682,3410,2682,1,PNur,kaṇḍa,,,k
3412,2720,,,0,OIA,kantha-:-,wall,[T. 2720],k
3413,2720,3412,2720,1,PNur,kaṭ,,,k
3414,n2746,,,0,PIE Root,kand,glow; bright; *moon,"[Pok. 526  *kand-  PIE formula: *k-an-t̰-
]",k
3415,n2747,3414,n2746,1,PIE Form,s-kend-o-,,,k
3416,n2748,3415,n2747,2,PAr,sk̂and-a-,*shining,,k
3417,n2749,3416,n2748,3,PNur,čandalu,,,k
3418,2747,,,0,PAr,kap-,greyish green color,[T. 2747],k
3419,2747,3418,2747,1,OIA,kapi-,kind of tree (olive),,k
3420,2747,3419,2747,2,PNur,kav,,,k
3421,2747,3419,2747,2,PNur,kavi,,,k
3422,2747,3418,2747,1,OIA,kapi-ttha-,kind of tree (fig),,k
3423,2747,3422,2747,2,PNur,kavit,,,k
3424,2747,3418,2747,1,OIA,kapota-,pigeon; dove,,k
3425,2747,3424,2747,2,PNur,kavek,,,k
3426,n2750,,,0,Arb,kafan,shroud,,k
3427,2960,,,0,OIA,*kavaḍa-,mouthful,[T. 2960],k
3428,n2751,,,0,PNur,kavâ,carrying basket,,k
3429,n2752,,,0,PNur,ka-vi,when,,k
3430,2770,,,0,OIA,kamba-ra-,variegated,[T. 2770],k
3431,n2753,,,0,PIE Root,kaɦi,shining; bright,"[Pok. 916  *(s)kâi-  PIE formula: *k-ɦ-i-
]",k
3432,n2754,3431,n2753,1,PIE Form,ki-tr-′eio-,,,k
3433,n2755,3432,n2754,2,PAr,k̂itr-′aya-,,,k
3434,n2756,3433,n2755,3,OIA,čitr-′aya-ti,decorates,,k
3435,n2757,3434,n2756,4,PNur,čitrâv-,,,k
3436,n2758,3431,n2753,1,PIE Form,ki-tr-i-t′o-,,,k
3437,n2759,3436,n2758,2,PAr,k̂itr-i-ta-,,,k
3438,n2760,3437,n2759,3,OIA,čitr-i-ta-,made variegated; painted,,k
3439,n2761,3431,n2753,1,PIE Form,ki-tro-,,,k
3440,n2762,3439,n2761,2,PAr,k̂it-r′a-,,,k
3441,n2763,3440,n2762,3,OIA,čit-r′a-,conspicuous; bright; variegated,,k
3442,n2764,3441,n2763,4,PNur,četr,,,k
3443,n2765,3441,n2763,4,PNur,četr-,,,k
3444,n2766,3441,n2763,4,PNur,četra,,,k
3445,3008,,,0,OIA,*kâča-,black,[T. 3008],k
3446,3008,3445,3008,1,PNur,kâča,,,k
3447,3112,,,0,PAr,k′âča-,kind of grass (millet),[T. 3112],k
3448,3112,3447,3112,1,PNur,kâć,,,k
3449,3112,3447,3112,1,PNur,kaćâ,,,k
3450,3050,,,0,OIA,kâya-,dwelling,[T. 3050],k
3451,n2767,,,0,PNur,kâṭ,strength,,k
3452,n2768,,,0,PNur,kâṣa˜-vinsua˜,ceremonial axe,,k
3453,n2769,,,0,PNur,kâr tâ-,listen (to),,k
3454,n2770,,,0,PNur,kâr-mâli,earring,,k
3455,n2771,,,0,PNur,kâṛ,ear (of grain),,k
3456,n2772,,,0,PNur,kâṛu,root; base,,k
3457,3019,,,0,OIA,kâṇ′a-,one-eyed,[T. 3019],k
3458,3019,3457,3019,1,PNur,kâṇa,,,k
3459,n2773,,,0,Psht,kâsa,bowl,,k
3460,n2774,,,0,PNur,kâsivo,Kal′aṣa of Chitral,,k
3461,n2775,,,0,PNur,kâl tra˜k-a-,thunder,,k
3462,3084,,,0,OIA,kâl′a-,time,[T. 3084],k
3463,3084,3462,3084,1,PNur,kâl,,,k
3464,3091,,,0,OIA,kâl-′ay-a-ti,drives forward,[T. 3091],k
3465,n2776,,,0,PNur,kâlâ-pus,pre-Islamic woman's hat (horned or Kalash-style),,k
3466,n2777,,,0,PNur,kâ˜ta,colostrum,,k
3467,n2778,,,0,PNur,kâ˜ta,Kâta,,k
3468,n2779,,,0,PNur,kâ˜tivâ,Kântivâ,,k
3469,3001,,,0,OIA,kânku-ni-ka-:-,woman who lives on millet,[T. 3001],k
3470,3001,3469,3001,1,PNur,kakuna,,,k
3471,3001,3469,3001,1,PNur,kâkuna,,,k
3472,3023,,,0,OIA,k′ânḍa-,joint of stalk; arrow,[T. 3023],k
3473,3023,3472,3023,1,PNur,kâṇḍ,,,k
3474,3030,,,0,OIA,kânta-:-,kind of plant (almond),[T. 3030],k
3475,3030,3474,3030,1,PNur,ka˜ta,,,k
3476,n2780,,,0,Arb,kâfar,infidel,,k
3477,3107,,,0,OIA,kâvara-ka-,crow,[T. 3107],k
3478,3107,3477,3107,1,PNur,kavara,,,k
3479,n2781,,,0,PNur,kâm,Kom,,k
3480,n2782,,,0,PIE Root,kâk,croak,"[Pok. 521  *kâk-  PIE formula: *k-âk-
]",k
3481,n2783,3480,n2782,1,PIE Form,kâk-,,,k
3482,n2784,3481,n2783,2,PAr,kâk-ku-bʱa-,wild cock,,k
3483,n2785,3482,n2784,3,PNur,kâkâk,,,k
3484,n2786,,,0,PNur,ki-,group of people,,k
3485,3153.1,,,0,OIA,*kičča-,mud; dirt,[T. 3153.1],k
3486,3157,,,0,OIA,kiṭṭâla-,copper vessel,[T. 3157],k
3487,3157,3486,3157,1,PNur,kiṭâl,,,k
3488,n2787,,,0,PNur,kirâv,hand-plow,,k
3489,3181,,,0,OIA,kilâ-ṭa-,thickened milk,[T. 3181],k
3490,3181,3489,3181,1,PNur,kilâṛ,,,k
3491,3202.1,,,0,OIA,ki:la-,stake; peg,[T. 3202.1],k
3492,3202.1,3491,3202.1,1,PNur,kil,,,k
3493,n2788,,,0,PIE Root,keu,cover; wrap,"[Pok. 951  *(s)keu-  PIE formula: *k-u-
]",k
3494,n2789,3493,n2788,1,PIE Form,kou-k̂-o-,,,k
3495,n2790,3494,n2789,2,PAr,k′auča-,cover; sheath; pod,,k
3496,n2791,3495,n2790,3,PNur,koć,,,k
3497,n2792,3493,n2788,1,PIE Form,ku-k̂-o-,,,k
3498,n2793,3497,n2792,2,PAr,kuča-,cover; sheath; pod,,k
3499,n2794,3498,n2793,3,PNur,kuć,,,k
3500,n2795,3493,n2788,1,PIE Form,ku-k̂-s-i-,,,k
3501,n2796,3500,n2795,2,PAr,kuč-ši-,belly,,k
3502,n2797,3501,n2796,3,PNur,kuć,,,k
3503,n2798,3493,n2788,1,PIE Form,kou-s-to-,,,k
3504,n2799,3503,n2798,2,PAr,k′austa-,,,k
3505,n2800,3504,n2799,3,OIA,koṣṭha-,container,,k
3506,n2801,3505,n2800,4,PNur,kausṭil,,,k
3507,n2802,,,0,PIE Root,keu,bend,"[Pok. 588  *keu-2  PIE formula: *k-u-
]",k
3508,n2803,3507,n2802,1,PIE Form,kou-p-h-o-,,,k
3509,n2804,3508,n2803,2,PAr,kaupha-,,,k
3510,n2805,3509,n2804,3,OIA,kopha-,lump; hill,,k
3511,n2806,3507,n2802,1,PIE Form,ku-bʱo-,,,k
3512,n2807,3511,n2806,2,PAr,ka-ku-bʱ′a-,,,k
3513,n2808,3512,n2807,3,OIA,kaku-bʱ′a-,lofty; peak,,k
3514,n2809,3513,n2808,4,PNur,kov,,,k
3515,n2810,3507,n2802,1,PIE Form,ku-n-bʱo-,,,k
3516,n2811,3515,n2810,2,PAr,kumbʱa-,,,k
3517,n2812,3516,n2811,3,OIA,kumbʱ′a-,jar; pot,,k
3518,n2813,3516,n2811,3,OIA,viṣa-kumbʱa-,jar of poison,,k
3519,n2814,3518,n2813,4,PNur,vâṣkam,,,k
3520,n2815,,,0,PIE Root,keu,howl,"[Pok. 535  *kā̆u-, kē̆u-, kū-  PIE formula: *k-u-
h]",k
3521,n2816,3520,n2815,1,PIE Form,ku-ku-,,,k
3522,n2817,3521,n2816,2,PAr,kukku-,,,k
3523,n2818,3522,n2817,3,OIA,kukku-bʱa-,wild cock,,k
3524,n2819,3522,n2817,3,OIA,kukku-ṭ′a-,cock; hen,,k
3525,n2820,,,0,PIE Root,ker,turn; bend,"[Pok. 935  *(s)ker-3  PIE formula: *k-r-
]",k
3526,n2821,3525,n2820,1,PIE Form,s-ker-,,,k
3527,n2822,3526,n2821,2,PAr,skar-,turn; bend,,k
3528,n2823,3527,n2822,3,PNur,ṣkura,,,k
3529,n2824,,,0,PIE Root,ker,cut,"[Pok. 938  *(s)ker-4  PIE formula: *k-r-
1]",k
3530,n2825,3529,n2824,1,PIE Form,k̂er-e-,,,k
3531,n2826,3530,n2825,2,PAr,čar-a-,is broken; falls,,k
3532,n2827,3531,n2826,3,PNur,ćare-,,,k
3533,n2828,3529,n2824,1,PIE Form,k̂er-to-,,,k
3534,n2829,3533,n2828,2,PAr,čar-ta-,is broken; falls,,k
3535,n2830,3529,n2824,1,PIE Form,kor-t-io-,,,k
3536,n2831,3535,n2830,2,PAr,kart-ya-,be cut off,,k
3537,n2832,3529,n2824,1,PIE Form,kr-t-e-,,,k
3538,n2833,3537,n2832,2,PAr,kr̥t-a-,,,k
3539,n2834,3538,n2833,3,OIA,â-kr̥t-a-,*cut away,,k
3540,n2835,3529,n2824,1,PIE Form,ke-kr-t-e-,,,k
3541,n2836,3540,n2835,2,PAr,k̂a-kr̥t-a-,,,k
3542,n2837,3541,n2836,3,OIA,ča-˜-kr̥t-a-ti,cuts repeatedly,,k
3543,n2838,3541,n2836,3,OIA,ča-kr̥t-a-,cuts repeatedly,,k
3544,n2839,3543,n2838,4,PNur,c̣âkara,,,k
3545,n2840,3529,n2824,1,PIE Form,kor-t-e-lo-,,,k
3546,n2841,3545,n2840,2,PAr,kart-a-la-,cutting,,k
3547,n2842,3546,n2841,3,PNur,kaṭala,,,k
3548,n2843,3529,n2824,1,PIE Form,kor-t-e-no-,,,k
3549,n2844,3548,n2843,2,PAr,kart-a-na-,cutting,,k
3550,n2845,3549,n2844,3,PNur,kaṭe˜,,,k
3551,n2846,3549,n2844,3,PNur,kaṭeṇ-,,,k
3552,n2847,3529,n2824,1,PIE Form,kor-t-o-,,,k
3553,n2848,3552,n2847,2,PAr,kart-a-,cutting,,k
3554,n2849,3553,n2848,3,PNur,kaṭa,,,k
3555,n2850,3553,n2848,3,PNur,kâṭa,,,k
3556,n2851,3529,n2824,1,PIE Form,ker-men-,,,k
3557,n2852,3556,n2851,2,PAr,k̂′ar-man-,,,k
3558,n2853,3557,n2852,3,OIA,č′ar-man-,hide; skin,,k
3559,n2854,3558,n2853,4,PNur,čâm,,,k
3560,n2855,3558,n2853,4,PNur,čâm maṛa,,,k
3561,n2856,3529,n2824,1,PIE Form,kor-t-′o-,,,k
3562,n2857,3561,n2856,2,PAr,kart-′a-,knife,,k
3563,n2858,3562,n2857,3,PNur,kaṭâ,,,k
3564,n2859,3529,n2824,1,PIE Form,kor-ti-,,,k
3565,n2860,3564,n2859,2,PAr,kârt-i-,knife,,k
3566,n2861,3565,n2860,3,PNur,kâṭi,,,k
3567,n2862,3529,n2824,1,PIE Form,kor-t-tēr-,,,k
3568,n2863,3567,n2862,2,PAr,kart-târ-a-,knife,,k
3569,n2864,3568,n2863,3,PNur,kâtara,,,k
3570,n2865,3529,n2824,1,PIE Form,kor-t-tr-kaɦ-,,,k
3571,n2866,3570,n2865,2,PAr,kart-tr̥-ka-:-,knife; dagger,,k
3572,n2867,,,0,PIE Root,kes,scratch; itch,"[Pok. 585  *kes-  PIE formula: *k-s-
]",k
3573,n2868,3572,n2867,1,PIE Form,ks-u-ro-,,,k
3574,n2869,3573,n2868,2,PAr,kšur-′a-,,,k
3575,n2870,3574,n2869,3,OIA,kṣur-′a-,razor; knife; dagger,,k
3576,n2871,3575,n2870,4,PNur,c̣uṛi,,,k
3577,n2872,,,0,PIE Root,ken,appear; be born; begin; young,"[Pok. 563  *ken-3  PIE formula: *k-n-
]",k
3578,n2873,3577,n2872,1,PIE Form,kon-ih-os-,,,k
3579,n2874,3578,n2873,2,PAr,upa-kan-i:yas-,next younger,,k
3580,n2875,3577,n2872,1,PIE Form,kon-is-t′o-,,,k
3581,n2876,3580,n2875,2,PAr,kan-išt′a-,youngest; smallest,,k
3582,n2877,3581,n2876,3,PNur,kaṇišta,,,k
3583,n2878,,,0,PIE Root,keng,lame; slant,"[Pok. 930  *(s)keng-  PIE formula: *k-n-g-
]",k
3584,n2879,3583,n2878,1,PIE Form,s-kng-ti-,,,k
3585,n2880,3584,n2879,2,PAr,sakth′an-,thigh,,k
3586,n2881,3585,n2880,3,PNur,sat,,,k
3587,n2882,,,0,PIE Root,kēi,move,"[Pok. 538  *kēi-  PIE formula: *k-ēi-
]",k
3588,n2883,3587,n2882,1,PIE Form,ki-eu-e-,,,k
3589,n2884,3588,n2883,2,PAr,k̂yʹav-a-,,,k
3590,n2885,3589,n2884,3,OIA,čyʹav-a-te,moves to and fro,,k
3591,n2886,3590,n2885,4,PNur,čiava-,,,k
3592,3441,,,0,OIA,kr̥š′a-,lean; thin,[T. 3441],k
3593,3441,3592,3441,1,PNur,kr̥ṣ,,,k
3594,3440.4,,,0,OIA,kr̥muka-li:-,mulberry,[T. 3440.4],k
3595,3440.4,3594,3440.4,1,PNur,kumalik,,,k
3596,3440.4,3594,3440.4,1,PNur,kundalik,,,k
3597,n2887,,,0,PNur,kučula,scab,,k
3598,3365,,,0,OIA,k′uša-la-,right; proper,[T. 3365],k
3599,3365,3598,3365,1,PNur,kušula,,,k
3600,n2888,,,0,Prs,kušeš,endeavor,,k
3601,n2889,,,0,PNur,kuštiâ,Kṣto,,k
3602,n2890,,,0,PNur,kuštuv,hammer,,k
3603,n2891,,,0,Psht,kuṭ wâl′i,tower guard,,k
3604,3245,,,0,OIA,*kuḍa-,boy; son,[T. 3245],k
3605,3245,3604,3245,1,PNur,kuṛa,,,k
3606,n2892,,,0,PNur,kuṣu,kind of bean,,k
3607,n2893,,,0,PNur,kuṛi,dog,,k
3608,3255,,,0,OIA,kuṇa-,insect living on clothes,[T. 3255],k
3609,3255,3608,3255,1,PNur,ko˜,,,k
3610,3255,3608,3255,1,PNur,kuṇ-,,,k
3611,n2894,,,0,PNur,kuṇḍa,hewn wood; plank,,k
3612,3273,,,0,OIA,*kuttu:-,leather vessel,[T. 3273],k
3613,3273,3612,3273,1,PNur,kuta,,,k
3614,3286.1,,,0,OIA,kuddâla-,kind of spade,[T. 3286.1],k
3615,3369.1,,,0,PAr,kus-′a-,strikes; tears asunder,[T. 3369.1],k
3616,3369.1,3615,3369.1,1,PNur,kusa-,,,k
3617,3369,,,0,PAr,kus-ta-,struck,[T. 3369],k
3618,n2895,,,0,PNur,kulem,Kul′em,,k
3619,3264.1,,,0,OIA,kunḍ′a-,bowl; waterpot,[T. 3264.1],k
3620,3264.1,3619,3264.1,1,PNur,kuṇḍi,,,k
3621,3303,,,0,OIA,kumâ-r′a-,boy; prince,[T. 3303],k
3622,n2896,,,0,PIE Root,kok̂so,"a part of the body: haunch, shoulder, flank","[Pok. 611  *kok̂sâ  PIE formula: *k-
ok̂-s-ɦ]",k
3623,n2897,3622,n2896,1,PIE Form,kok̂-so-,,,k
3624,n2898,3623,n2897,2,PAr,k′ač-ša-,armpit; groin,,k
3625,n2899,3624,n2898,3,PNur,kač-,,,k
3626,3489,,,0,OIA,*kočč-,thrust; pierce; dig,[T. 3489],k
3627,3500,,,0,OIA,koṭṭa-,fort,[T. 3500],k
3628,3500,3627,3500,1,PNur,koṭ,,,k
3629,n2900,,,0,PNur,kos,measuring vessel,,k
3630,3289.2,,,0,OIA,*konta-,spear,[T. 3289.2],k
3631,n2901,,,0,Turk,komak,help,,k
3632,3645,,,0,PAr,kšan-t′a-,wounded,[T. 3645],k
3633,3645,3632,3645,1,OIA,kṣa-t′a-,wounded,,k
3634,n2902,,,0,OIA,kṣad-a-na-,carving; dividing,,k
3635,3672,,,0,OIA,kṣâm-aya-te,bears patiently,[T. 3672],k
3636,3605,,,0,PAr,kraiča-,pressing; *threshing,[T. 3605],k
3637,3605,3636,3605,1,PNur,kreć,,,k
3638,n2903,,,0,PNur,krača-,boil up,,k
3639,n2904,,,0,PNur,kraća,hip; thigh,,k
3640,3572,,,0,OIA,kr′and-a-,crying; battle cry,[T. 3572],k
3641,3578,,,0,OIA,kr′am-a-ṇa-,stepping,[T. 3578],k
3642,3579,,,0,OIA,kram-a-te,steps,[T. 3579],k
3643,3579,3642,3579,1,PNur,krâma-,,,k
3644,3580,,,0,OIA,kram-i:-kram-a-,trampling,[T. 3580],k
3645,3580,3644,3580,1,PNur,krâmkrama,,,k
3646,n2905,,,0,PIE Root,kseip,throw; be thrown,"[Pok. 625  *kseip-  PIE formula: *k-s-i-p-
1]",k
3647,n2906,3646,n2905,1,PIE Form,ks-i-p-e-n-i-,,,k
3648,n2907,3647,n2906,2,PAr,kšip-a-n-′i-,,,k
3649,n2908,3648,n2907,3,OIA,kṣip-a-ṇ-′i-,stroke of a whip,,k
3650,n2909,3646,n2905,1,PIE Form,ks-i-p-io-ti,,,k
3651,n2910,3650,n2909,2,PAr,kš′ip-ya-ti,,,k
3652,n2911,3651,n2910,3,OIA,kṣ′ip-ya-ti,throws,,k
3653,n2912,3652,n2911,4,PNur,ṣipa-,,,k
3654,n2913,3650,n2909,2,PAr,kš′ip-yâ-ti,,,k
3655,n2914,3654,n2913,3,OIA,kṣ′ip-yâ-ti,throws,,k
3656,n2915,3655,n2914,4,PNur,ṣipâ-,,,k
3657,n2916,3646,n2905,1,PIE Form,ks-i-p-io-no-,,,k
3658,n2917,3657,n2916,2,PAr,kš′ip-yâ-na-,flute,,k
3659,n2918,3658,n2917,3,PNur,ṣipâ˜,,,k
3660,n2919,,,0,PIE Root,kseu,sneeze,"[Pok. 953  *skē̆u-, ksē̆u-3  PIE formula: *k-s-u-
]",k
3661,n2920,3660,n2919,1,PIE Form,k̂s-eu-e-,,,k
3662,n2921,3661,n2920,2,PAr,vi-čšuv-a-,sneezes,,k
3663,n2922,3662,n2921,3,PNur,vaćava-,,,k
3664,n2923,3660,n2919,1,PIE Form,k̂s-n-eu-,,,k
3665,n2924,3664,n2923,2,PAr,čšnav-i:-ti,sneezes,,k
3666,n2925,,,0,PIE Root,ksēi,acquire; possess,"[Pok. 626  *kžē(i)-, kžə(i)-  PIE formula: *k-s-h-
]",k
3667,n2926,3666,n2925,1,PIE Form,ks-e-tro-,,,k
3668,n2927,3667,n2926,2,PAr,kša-trʹa-,realm; city,,k
