PDF_Page	Printed_Page	Page_Line	Item	Gloss	Site	Similarity_Group	Extracted_Form	Record_Type	Extraction_Note
96	86	16	232	eight	Bankri, W K A	2	naɾkep	response	
96	86	17	232	eight	Rongtheang, E K A	2	neɾkep	response	
96	86	18	232	eight	Sunajoli, Lakhimpur	2	neɾkep	response	
96	86	19	232	eight	Mikirgaon, Nagaon	2	nʌ̆ɾkep	response	
96	86	20	232	eight	Sardoka Ingti, E K A	2	neɾkep	response	
96	86	23	233	nine	Holanki, Papumpare AP	2	siɾkep	response	
96	86	24	233	nine	S Cherrapunjee	3	khəndai	response	
96	86	25	233	nine	Hajarongpi, E K A	2	siɾkep	response	
96	86	26	233	nine	Amguri, Kamrup	2	ʃĭɾkep	response	
96	86	27	233	nine	PaboiMisamari, Sonitpur	2	ɕiɾkep	response	
96	86	28	233	nine	Maina Kharong, Kamrup	2	tʃiɾkep	response	
96	86	29	233	nine	RongjariPlasha, Ri-Bhoi	2	siɾkep	response	
96	86	30	233	nine	Assamese, Dibrugarh	1	nɔ	response	
96	86	31	233	nine	Amguri, W K A	2	siɾkep	response	
96	86	32	233	nine	Sermansingner, E K A	2	siɾkep	response	
96	86	33	233	nine	Langhemphi, W K A	2	siɾkep	response	
96	86	34	233	nine	Umrinti, W K A	2	siɾkep	response	
96	86	35	233	nine	Bankri, W K A	2	siɾkep	response	
96	86	36	233	nine	Rongtheang, E K A	2	siɾkep	response	
96	86	37	233	nine	Sunajoli, Lakhimpur	2	siɾkep	response	
96	86	38	233	nine	Mikirgaon, Nagaon	2	tʃĭɾkep	response	
96	86	39	233	nine	Sardoka Ingti, E K A	2	siɾkep	response	
96	86	42	234	ten	Holanki, Papumpare AP	2	kep	response	
96	86	43	234	ten	S Cherrapunjee	3	ʃiphĕo	response	
96	86	44	234	ten	Hajarongpi, E K A	2	kep	response	
96	86	45	234	ten	Amguri, Kamrup	2	kep	response	
96	86	46	234	ten	PaboiMisamari, Sonitpur	2	kep	response	
96	86	47	234	ten	Maina Kharong, Kamrup	1	d̪oh	response	
96	86	48	234	ten	Maina Kharong, Kamrup	2	kep	response	
96	86	49	234	ten	RongjariPlasha, Ri-Bhoi	2	kep	response	
96	86	50	234	ten	Assamese, Dibrugarh	1	d̪oh	response	
96	86	51	234	ten	Amguri, W K A	2	kep	response	
96	86	52	234	ten	Sermansingner, E K A	2	kep	response	
96	86	53	234	ten	Langhemphi, W K A	2	kep	response	
96	86	54	234	ten	Umrinti, W K A	2	kep	response	
96	86	55	234	ten	Bankri, W K A	2	kep	response	
96	86	56	234	ten	Rongtheang, E K A	2	kep	response	
96	86	57	234	ten	Sunajoli, Lakhimpur	2	kep	response	
96	86	58	234	ten	Mikirgaon, Nagaon	2	kep	response	
96	86	59	234	ten	Sardoka Ingti, E K A	2	kep	response	
96	86	62	235	eleven	Holanki, Papumpare AP	2	khɾeisi	response	
96	86	63	235	eleven	S Cherrapunjee	4	khatwe	response	
96	86	64	235	eleven	Hajarongpi, E K A	2	khɾeisi	response	
96	86	65	235	eleven	Amguri, Kamrup	2	kĕɾeʃi	response	
96	86	66	235	eleven	PaboiMisamari, Sonitpur	2	kɾeĭsi	response	
96	86	67	235	eleven	Maina Kharong, Kamrup	3	kɾepĭsi	response	
96	86	68	235	eleven	RongjariPlasha, Ri-Bhoi	2	kɾeisi	response	
96	86	69	235	eleven	Assamese, Dibrugarh	1	ĕgaɾo	response	
96	86	70	235	eleven	Amguri, W K A	2	kɾesi	response	
96	86	71	235	eleven	Sermansingner, E K A	2	kɾesi	response	
96	86	72	235	eleven	Langhemphi, W K A	2	kɾeĭsi	response	
96	86	73	235	eleven	Umrinti, W K A	2	kɾeĭsi	response	
96	86	74	235	eleven	Bankri, W K A	2	kɾeĭsi	response	
96	86	75	235	eleven	Rongtheang, E K A	2	kɾeisi	response	
96	86	76	235	eleven	Sunajoli, Lakhimpur	2	kɾeĭsi	response	
96	86	77	235	eleven	Mikirgaon, Nagaon	2	kɾeĭʃi	response	
96	86	78	235	eleven	Sardoka Ingti, E K A	2	kɾeisi	response	
97	87	4	236	twelve	Holanki, Papumpare AP	2	kɾehĭni	response	
97	87	5	236	twelve	S Cherrapunjee	4	khataɾ	response	
97	87	6	236	twelve	Hajarongpi, E K A	2	kɾehĭni	response	
97	87	7	236	twelve	Amguri, Kamrup	2	kɾehini	response	
97	87	8	236	twelve	PaboiMisamari, Sonitpur	2	kɾehini	response	
97	87	9	236	twelve	Maina Kharong, Kamrup	3	krephĭni	response	
97	87	10	236	twelve	RongjariPlasha, Ri-Bhoi	2	kɾehini	response	
97	87	11	236	twelve	Assamese, Dibrugarh	1	bʌɾo	response	
97	87	12	236	twelve	Amguri, W K A	2	kɾehĭni	response	
97	87	13	236	twelve	Sermansingner, E K A	2	kɾehĭni	response	
97	87	14	236	twelve	Langhemphi, W K A	2	kɾehĭni	response	
97	87	15	236	twelve	Umrinti, W K A	2	kɾehĭni	response	
97	87	16	236	twelve	Bankri, W K A	2	kɾehĭni	response	
97	87	17	236	twelve	Rongtheang, E K A	2	kɾehĭni	response	
97	87	18	236	twelve	Sunajoli, Lakhimpur	2	kɾehĭni	response	
97	87	19	236	twelve	Mikirgaon, Nagaon	2	kɾehĭni	response	
97	87	20	236	twelve	Sardoka Ingti, E K A	2	kɾehĭni	response	
97	87	23	237	twenty	Holanki, Papumpare AP	2	ĭŋkoi	response	
97	87	24	237	twenty	S Cherrapunjee	3	aɾpho	response	
97	87	25	237	twenty	Hajarongpi, E K A	2	ĭŋkoi	response	
97	87	26	237	twenty	Amguri, Kamrup	2	iŋkol	response	
97	87	27	237	twenty	PaboiMisamari, Sonitpur	2	ĭŋkoi	response	
97	87	28	237	twenty	Maina Kharong, Kamrup	2	iŋkol	response	
97	87	29	237	twenty	RongjariPlasha, Ri-Bhoi	2	ĭŋkol	response	
97	87	30	237	twenty	Assamese, Dibrugarh	1	bis	response	
97	87	31	237	twenty	Amguri, W K A	2	ĭŋkoi	response	
97	87	32	237	twenty	Sermansingner, E K A	2	ĭŋkoi	response	
97	87	33	237	twenty	Langhemphi, W K A	2	ĭŋkoi	response	
97	87	34	237	twenty	Umrinti, W K A	2	ĭŋkoi	response	
97	87	35	237	twenty	Bankri, W K A	2	ĭŋkoi	response	
97	87	36	237	twenty	Rongtheang, E K A	2	ĭŋkoi	response	
97	87	37	237	twenty	Sunajoli, Lakhimpur	2	ĭŋkoi	response	
97	87	38	237	twenty	Mikirgaon, Nagaon	2	ĭŋkoi	response	
97	87	39	237	twenty	Sardoka Ingti, E K A	2	ĭŋkoi	response	
97	87	42	238	hundred	Holanki, Papumpare AP	2	phaɾo	response	
97	87	43	238	hundred	S Cherrapunjee	3	ʃĭspaʔ	response	
97	87	44	238	hundred	Hajarongpi, E K A	2	phaɾo	response	
97	87	45	238	hundred	Amguri, Kamrup	2	phoɾo	response	
97	87	46	238	hundred	PaboiMisamari, Sonitpur	2	phʌ̆ɾo	response	
97	87	47	238	hundred	Maina Kharong, Kamrup	2	phaɾo	response	
97	87	48	238	hundred	RongjariPlasha, Ri-Bhoi	2	phoɾoĭsi	response	
97	87	49	238	hundred	Assamese, Dibrugarh	1	ĕkho	response	
97	87	50	238	hundred	Amguri, W K A	2	phʌ̆ɾo	response	
97	87	51	238	hundred	Sermansingner, E K A	2	phʌ̆ɾoi	response	
97	87	52	238	hundred	Langhemphi, W K A	2	phʌ̆ɾo	response	
97	87	53	238	hundred	Umrinti, W K A	2	phʌ̆ɾo	response	
97	87	54	238	hundred	Bankri, W K A	2	phʌ̆ɾo	response	
97	87	55	238	hundred	Rongtheang, E K A	2	phʌ̆ɾo	response	
97	87	56	238	hundred	Sunajoli, Lakhimpur	2	phaɾo	response	
97	87	57	238	hundred	Mikirgaon, Nagaon	2	phaɾo	response	
97	87	58	238	hundred	Sardoka Ingti, E K A	2	phʌ̆ɾo	response	
97	87	61	239	thousand	Holanki, Papumpare AP	2	ʌ̆suɾi	response	
97	87	62	239	thousand	S Cherrapunjee	1	hʌ̆dʒaɾ	response	
97	87	63	239	thousand	Hajarongpi, E K A	2	suɾi	response	
97	87	64	239	thousand	Amguri, Kamrup	2	ʃoɾi	response	
97	87	65	239	thousand	PaboiMisamari, Sonitpur	2	suɾi	response	
97	87	66	239	thousand	Maina Kharong, Kamrup	3	apeiʃi	response	
97	87	67	239	thousand	RongjariPlasha, Ri-Bhoi	2	ʃuɾisi	response	
97	87	68	239	thousand	Assamese, Dibrugarh	1	hʌ̆dʒaɾ	response	
97	87	69	239	thousand	Amguri, W K A	2	suɾi	response	
97	87	70	239	thousand	Sermansingner, E K A	2	suɾi	response	
97	87	71	239	thousand	Langhemphi, W K A	2	suɾi	response	
97	87	72	239	thousand	Umrinti, W K A	2	suɾi	response	
97	87	73	239	thousand	Bankri, W K A	2	suɾi	response	
97	87	74	239	thousand	Rongtheang, E K A	2	suɾi	response	
97	87	75	239	thousand	Sunajoli, Lakhimpur	2	suɾi	response	
97	87	76	239	thousand	Mikirgaon, Nagaon	2	ʃoɾi	response	
97	87	77	239	thousand	Mikirgaon, Nagaon	2	suɾi	response	
97	87	78	239	thousand	Sardoka Ingti, E K A	2	suɾi	response	
98	88	4	240	few	Holanki, Papumpare AP	2	ʌ̆sapso	response	
98	88	5	240	few	S Cherrapunjee	6	khʌ̆ndjat	response	
98	88	6	240	few	Hajarongpi, E K A	2	ʌ̆sap	response	
98	88	7	240	few	Amguri, Kamrup	4	bekʃo	response	
98	88	8	240	few	PaboiMisamari, Sonitpur	2	ʌ̆sapso	response	
98	88	9	240	few	Maina Kharong, Kamrup	4	biso	response	
98	88	10	240	few	Maina Kharong, Kamrup	5	okomʌn	response	
98	88	11	240	few	RongjariPlasha, Ri-Bhoi	4	bekso	response	
98	88	12	240	few	Assamese, Dibrugarh	1	olop	response	
98	88	13	240	few	Amguri, W K A	2	ʌ̆sap	response	
98	88	14	240	few	Amguri, W K A	2	ʌ̆sapso	response	
98	88	15	240	few	Amguri, W K A	8	ʌ̆tʃitso	response	
98	88	16	240	few	Amguri, W K A	7	ʌ̆tʃitso	response	
98	88	17	240	few	Sermansingner, E K A	2	ʌ̆sap	response	
98	88	18	240	few	Sermansingner, E K A	8	ʌ̆tʃiso	response	
98	88	19	240	few	Sermansingner, E K A	7	ʌ̆tʃiso	response	
98	88	20	240	few	Langhemphi, W K A	2	ʌ̆sapso	response	
98	88	21	240	few	Langhemphi, W K A	7	ʌ̆dʒaɾso	response	
98	88	22	240	few	Langhemphi, W K A	8	dʒʌ̆tso	response	
98	88	23	240	few	Umrinti, W K A	7	ʌ̆tʃeɾso	response	
98	88	24	240	few	Bankri, W K A	2	ʌ̆sap	response	
98	88	25	240	few	Bankri, W K A	2	ʌ̆sapso	response	
98	88	26	240	few	Rongtheang, E K A	2	ʌ̆sapso	response	
98	88	27	240	few	Sunajoli, Lakhimpur	2	ʌ̆sap	response	
98	88	28	240	few	Sunajoli, Lakhimpur	8	ʌ̆tʃiso	response	
98	88	29	240	few	Sunajoli, Lakhimpur	7	ʌ̆tʃiso	response	
98	88	30	240	few	Mikirgaon, Nagaon	2	ʌ̆sapso	response	
98	88	31	240	few	Sardoka Ingti, E K A	2	ʌ̆sap	response	
98	88	34	241	some	Holanki, Papumpare AP	8	penaŋʔan	response	
98	88	35	241	some	S Cherrapunjee	6	kʌ̆tokʌ̆tne	response	
98	88	36	241	some	Hajarongpi, E K A	8	menaŋʔan	response	
98	88	37	241	some	Amguri, Kamrup	3	bekʃo	response	
98	88	38	241	some	PaboiMisamari, Sonitpur	2	ʌ̆sapso	response	
98	88	39	241	some	Maina Kharong, Kamrup	3	beʔʃo	response	
98	88	40	241	some	RongjariPlasha, Ri-Bhoi	4	ʌ̆ŋkhan	response	
98	88	41	241	some	Assamese, Dibrugarh	1	kĭsuman	response	
98	88	42	241	some	Amguri, W K A	8	pinaŋʔan	response	
98	88	43	241	some	Amguri, W K A	9	ʌ̆thok	response	
98	88	44	241	some	Sermansingner, E K A	2	ʌ̆sapso	response	
98	88	45	241	some	Langhemphi, W K A	10	tʃĭkibisi	response	
98	88	46	241	some	Umrinti, W K A	2	ʌ̆sapso	response	
98	88	47	241	some	Umrinti, W K A	8	penaŋʔan	response	
98	88	48	241	some	Bankri, W K A	2	ʌ̆sapoʔ	response	
98	88	49	241	some	Rongtheang, E K A	2	ʌ̆sapso	response	
98	88	50	241	some	Sunajoli, Lakhimpur	8	pinaŋʔan	response	
98	88	51	241	some	Mikirgaon, Nagaon	5	oŋtʃet	response	
98	88	52	241	some	Sardoka Ingti, E K A	2	ʌ̆sapso	response	
98	88	53	241	some	Sardoka Ingti, E K A	7	ʌ̆son	response	
98	88	56	242	many	Holanki, Papumpare AP	2	doʔo	response	
98	88	57	242	many	S Cherrapunjee	4	ʃibun	response	
98	88	58	242	many	Hajarongpi, E K A	2	duʔo	response	
98	88	59	242	many	Amguri, Kamrup	3	ʌ̆koʔoŋ	response	
98	88	60	242	many	PaboiMisamari, Sonitpur	3	ʌ̆keʔoŋ	response	
98	88	61	242	many	Maina Kharong, Kamrup	3	ʌ̆kːiɔŋ	response	
98	88	62	242	many	RongjariPlasha, Ri-Bhoi	3	ʌ̆kiʔoŋ	response	
98	88	63	242	many	Assamese, Dibrugarh	1	bʌ̆hut̪	response	
98	88	64	242	many	Amguri, W K A	2	duʔu	response	
98	88	65	242	many	Amguri, W K A	3	ʌ̆keʔoŋ	response	
98	88	66	242	many	Sermansingner, E K A	5	keoŋ	response	
98	88	67	242	many	Langhemphi, W K A	3	ʌ̆keʔom	response	
98	88	68	242	many	Umrinti, W K A	2	doʔo	response	
98	88	69	242	many	Bankri, W K A	2	doʔo	response	
98	88	70	242	many	Rongtheang, E K A	2	d̪oʔo	response	
98	88	71	242	many	Sunajoli, Lakhimpur	2	doʔo	response	
98	88	72	242	many	Sunajoli, Lakhimpur	3	ʌ̆keʔoŋ	response	
98	88	73	242	many	Mikirgaon, Nagaon	5	oŋʔəhu	response	
98	88	74	242	many	Sardoka Ingti, E K A	2	duʔo	response	
98	88	77	243	all	Holanki, Papumpare AP	4	kʌ̆dokʌ̆ʋe	response	
98	88	78	243	all	S Cherrapunjee	7	bʌ̆ɾoʔ	response	
98	88	79	243	all	Hajarongpi, E K A	4	kʌ̆dokʌ̆ʋe	response	
98	88	80	243	all	Amguri, Kamrup	3	ʌ̆huit	response	
98	88	81	243	all	PaboiMisamari, Sonitpur	4	kʌ̆dukʌ̆ʋe	response	
98	88	82	243	all	Maina Kharong, Kamrup	5	hamɾen	response	
98	88	83	243	all	Maina Kharong, Kamrup	6	sʌ̆b	response	
98	88	84	243	all	RongjariPlasha, Ri-Bhoi	2	lʌ̆madʒit	response	
98	88	85	243	all	Assamese, Dibrugarh	1	hokulu	response	
98	88	86	243	all	Amguri, W K A	8	kedoʔan	response	
98	88	87	243	all	Sermansingner, E K A	4	kʌ̆dokʌ̆ʋeʔ	response	
98	88	88	243	all	Langhemphi, W K A	4	kʌ̆dokʌ̆ʋe	response	
98	88	89	243	all	Umrinti, W K A	4	kʌ̆dokʌ̆ʋe	response	
98	88	90	243	all	Bankri, W K A	4	kʌ̆dokʌ̆ʋe	response	
98	88	91	243	all	Rongtheang, E K A	4	kʌ̆dokʌ̆ʋe	response	
98	88	92	243	all	Sunajoli, Lakhimpur	4	kʌ̆dokʌ̆ʋe	response	
98	88	93	243	all	Sunajoli, Lakhimpur	8	kedoʔan	response	
98	88	94	243	all	Mikirgaon, Nagaon	4	kʌ̆dokʌ̆ʋe	response	
98	88	95	243	all	Sardoka Ingti, E K A	4	kʌ̆dokʌ̆ʋeʔ	response	
99	89	4	244	big	Holanki, Papumpare AP	3	ʌ̆kethe	response	
99	89	5	244	big	S Cherrapunjee	4	bʌ̆hĕʔ	response	
99	89	6	244	big	Hajarongpi, E K A	3	ʌ̆kithe	response	
99	89	7	244	big	Amguri, Kamrup	3	ʌ̆khithe	response	
99	89	8	244	big	PaboiMisamari, Sonitpur	3	ʌ̆kithe	response	
99	89	9	244	big	Maina Kharong, Kamrup	3	ʌ̆kithe	response	
99	89	10	244	big	RongjariPlasha, Ri-Bhoi	2	ʌ̆khai	response	
99	89	11	244	big	RongjariPlasha, Ri-Bhoi	2	ʌkʌi	response	
99	89	12	244	big	Assamese, Dibrugarh	1	ɖʌ̆ŋoɾ	response	
99	89	13	244	big	Amguri, W K A	3	ʌ̆kethe	response	
99	89	14	244	big	Sermansingner, E K A	3	ʌ̆kethe	response	
99	89	15	244	big	Langhemphi, W K A	3	ʌ̆kithe	response	
99	89	16	244	big	Umrinti, W K A	3	ʌ̆kethi	response	
99	89	17	244	big	Bankri, W K A	3	ʌ̆kethe	response	
99	89	18	244	big	Rongtheang, E K A	3	kĕthe	response	
99	89	19	244	big	Sunajoli, Lakhimpur	3	ʌ̆kethe	response	
99	89	20	244	big	Mikirgaon, Nagaon	3	ʌ̆kethi	response	
99	89	21	244	big	Sardoka Ingti, E K A	3	ʌ̆kethe	response	
99	89	24	245	small	Holanki, Papumpare AP	3	ʌ̆so	response	
99	89	25	245	small	Holanki, Papumpare AP	8	ʌ̆tʃiso	response	
99	89	26	245	small	S Cherrapunjee	6	bʌ̆ɾet	response	
99	89	27	245	small	Hajarongpi, E K A	4	ʌ̆suʔ	response	
99	89	28	245	small	Hajarongpi, E K A	3	ʌ̆suʔ	response	
99	89	29	245	small	Amguri, Kamrup	3	ʌ̆ʃo	response	
99	89	30	245	small	PaboiMisamari, Sonitpur	2	ʌ̆kːĭbːi	response	
99	89	31	245	small	PaboiMisamari, Sonitpur	3	ʌ̆so	response	
99	89	32	245	small	Maina Kharong, Kamrup	5	ʌ̆tʃet	response	
99	89	33	245	small	RongjariPlasha, Ri-Bhoi	2	ʌ̆kibet	response	
99	89	34	245	small	Assamese, Dibrugarh	1	hoɾu	response	
99	89	35	245	small	Amguri, W K A	4	ʌ̆sok	response	
99	89	36	245	small	Amguri, W K A	3	ʌ̆sok	response	
99	89	37	245	small	Sermansingner, E K A	4	ʌ̆soʔ	response	
99	89	38	245	small	Sermansingner, E K A	3	ʌ̆soʔ	response	
99	89	39	245	small	Langhemphi, W K A	2	kĭbi	response	
99	89	40	245	small	Umrinti, W K A	2	kĭbi	response	
99	89	41	245	small	Bankri, W K A	2	ʌ̆kĭbi	response	
99	89	42	245	small	Rongtheang, E K A	4	ʌ̆suʔ	response	
99	89	43	245	small	Rongtheang, E K A	3	ʌ̆suʔ	response	
99	89	44	245	small	Rongtheang, E K A	7	bĭʔ	response	
99	89	45	245	small	Sunajoli, Lakhimpur	2	kĭbi	response	
99	89	46	245	small	Mikirgaon, Nagaon	4	ʌ̆suʔ	response	
99	89	47	245	small	Mikirgaon, Nagaon	3	ʌ̆suʔ	response	
99	89	48	245	small	Sardoka Ingti, E K A	2	ʌ̆kːĭbːi	response	
99	89	51	246	long	Holanki, Papumpare AP	2	kĭdiŋ	response	
99	89	52	246	long	S Cherrapunjee	3	bʌ̆dʒɾoŋ	response	
99	89	53	246	long	Hajarongpi, E K A	2	ʌ̆kidiŋ	response	
99	89	54	246	long	Amguri, Kamrup	2	kĭdiŋ	response	
99	89	55	246	long	PaboiMisamari, Sonitpur	2	ʌ̆kidiŋ	response	
99	89	56	246	long	Maina Kharong, Kamrup	1	digol	response	
99	89	57	246	long	Maina Kharong, Kamrup	2	ʌ̆kidiŋ	response	
99	89	58	246	long	RongjariPlasha, Ri-Bhoi	2	kĭdiŋ	response	
99	89	59	246	long	Assamese, Dibrugarh	1	d̪ĭgol	response	
99	89	60	246	long	Amguri, W K A	2	kĭdiŋ	response	
99	89	61	246	long	Sermansingner, E K A	2	kĭdeŋ	response	
99	89	62	246	long	Langhemphi, W K A	2	kĭdeŋ	response	
99	89	63	246	long	Umrinti, W K A	2	kĭdiŋ	response	
99	89	64	246	long	Bankri, W K A	2	ʌ̆kidiŋ	response	
99	89	65	246	long	Rongtheang, E K A	2	dĭŋ	response	
99	89	66	246	long	Sunajoli, Lakhimpur	2	kĭdiŋ	response	
99	89	67	246	long	Mikirgaon, Nagaon	2	ʌ̆kidiŋ	response	
99	89	68	246	long	Sardoka Ingti, E K A	2	kĭdiŋ	response	
99	89	71	247	short (length)	Holanki, Papumpare AP	2	ʌ̆kĭthi	response	
99	89	72	247	short (length)	S Cherrapunjee	3	lĭŋkot	response	
99	89	73	247	short (length)	Hajarongpi, E K A	2	ʌ̆kĭthi	response	
99	89	74	247	short (length)	Amguri, Kamrup	2	kĭthi	response	
99	89	75	247	short (length)	PaboiMisamari, Sonitpur	2	ʌ̆kĭthi	response	
99	89	76	247	short (length)	Maina Kharong, Kamrup	2	ʌ̆kːiti	response	
99	89	77	247	short (length)	RongjariPlasha, Ri-Bhoi	2	kĭthi	response	
99	89	78	247	short (length)	Assamese, Dibrugarh	1	suʈi	response	
99	89	79	247	short (length)	Amguri, W K A	2	kĭthi	response	
99	89	80	247	short (length)	Sermansingner, E K A	2	kĭthi	response	
99	89	81	247	short (length)	Langhemphi, W K A	2	kĭthi	response	
99	89	82	247	short (length)	Umrinti, W K A	2	kĭthi	response	
99	89	83	247	short (length)	Bankri, W K A	2	ʌ̆kĭthi	response	
99	89	84	247	short (length)	Rongtheang, E K A	2	kethiʔ	response	
99	89	85	247	short (length)	Sunajoli, Lakhimpur	2	kĭthi	response	
99	89	86	247	short (length)	Mikirgaon, Nagaon	2	ʌ̆kĭthi	response	
99	89	87	247	short (length)	Sardoka Ingti, E K A	2	kĭthi	response	
100	90	4	248	heavy	Holanki, Papumpare AP	2	kʌ̆ɾdik	response	
100	90	5	248	heavy	S Cherrapunjee	3	khəja	response	
100	90	6	248	heavy	Hajarongpi, E K A	2	ʌ̆kaɾdiʔ	response	
100	90	7	248	heavy	Amguri, Kamrup	2	kaɾdip	response	
100	90	8	248	heavy	Amguri, Kamrup	2	ʌ̆ɾdip	response	
100	90	9	248	heavy	PaboiMisamari, Sonitpur	2	kʌ̆ɾdik	response	
100	90	10	248	heavy	PaboiMisamari, Sonitpur	2	ʌ̆kʌ̆ɾdik	response	
100	90	11	248	heavy	Maina Kharong, Kamrup	1	gohuɾ	response	
100	90	12	248	heavy	Maina Kharong, Kamrup	2	kaɾdiʔ	response	
100	90	13	248	heavy	RongjariPlasha, Ri-Bhoi	2	kaɾdiʔ	response	
100	90	14	248	heavy	Assamese, Dibrugarh	1	goɖɦuɾ	response	
100	90	15	248	heavy	Amguri, W K A	2	kʌ̆ɾdik	response	
100	90	16	248	heavy	Sermansingner, E K A	2	kʌ̆ɾdik	response	
100	90	17	248	heavy	Langhemphi, W K A	2	kʌ̆ɾdik	response	
100	90	18	248	heavy	Umrinti, W K A	2	kʌ̆ɾdik	response	
100	90	19	248	heavy	Bankri, W K A	2	kʌ̆ɾdi	response	
100	90	20	248	heavy	Rongtheang, E K A	2	kaɾd̪ik	response	
100	90	21	248	heavy	Sunajoli, Lakhimpur	2	kʌ̆ɾdik	response	
100	90	22	248	heavy	Mikirgaon, Nagaon	2	ʌ̆kaɾdiʔ	response	
100	90	23	248	heavy	Sardoka Ingti, E K A	2	kʌ̆ɾdik	response	
100	90	26	249	light (xheavy)	Holanki, Papumpare AP	2	kʌ̆ɾdʒaŋ	response	
100	90	27	249	light (xheavy)	S Cherrapunjee	3	stĭŋ	response	
100	90	28	249	light (xheavy)	Hajarongpi, E K A	2	ʌ̆kʌ̆ɾdʒaŋ	response	
100	90	29	249	light (xheavy)	Amguri, Kamrup	2	kʌ̆ɾdʒaŋ	response	
100	90	30	249	light (xheavy)	PaboiMisamari, Sonitpur	2	ʌ̆kʌ̆ɾdʒaŋ	response	
100	90	31	249	light (xheavy)	Maina Kharong, Kamrup	2	kʌ̆ɾdʒaŋ	response	
100	90	32	249	light (xheavy)	RongjariPlasha, Ri-Bhoi	2	kʌ̆ɾdʒaŋ	response	
100	90	33	249	light (xheavy)	Assamese, Dibrugarh	1	pat̪ol	response	
100	90	34	249	light (xheavy)	Amguri, W K A	2	kʌ̆ɾdʒaŋ	response	
100	90	35	249	light (xheavy)	Sermansingner, E K A	2	kʌ̆ɾdʒaŋ	response	
100	90	36	249	light (xheavy)	Langhemphi, W K A	2	kʌ̆ɾdʒaŋ	response	
100	90	37	249	light (xheavy)	Umrinti, W K A	2	kʌ̆ɾdʒaŋ	response	
100	90	38	249	light (xheavy)	Bankri, W K A	2	kʌ̆ɾdʒaŋ	response	
100	90	39	249	light (xheavy)	Rongtheang, E K A	2	ʌ̆ɾdʒaŋ	response	
100	90	40	249	light (xheavy)	Sunajoli, Lakhimpur	2	kʌ̆ɾdʒaŋ	response	
100	90	41	249	light (xheavy)	Mikirgaon, Nagaon	2	ʌ̆kʌ̆ɾdʒaŋ	response	
100	90	42	249	light (xheavy)	Sardoka Ingti, E K A	2	kʌ̆ɾdʒaŋ	response	
100	90	45	250	fat	Holanki, Papumpare AP	5	kethe	response	
100	90	46	250	fat	S Cherrapunjee	4	sŋaid	response	
100	90	47	250	fat	Hajarongpi, E K A	3	kĕleŋ	response	
100	90	48	250	fat	Hajarongpi, E K A	5	ʌ̆kethe	response	
100	90	49	250	fat	Amguri, Kamrup	2	kaŋtup	response	
100	90	50	250	fat	PaboiMisamari, Sonitpur	2	kʌ̆ŋtu	response	
100	90	51	250	fat	Maina Kharong, Kamrup	2	kaŋtu	response	
100	90	52	250	fat	RongjariPlasha, Ri-Bhoi	2	kʌ̆ŋtu	response	
100	90	53	250	fat	Assamese, Dibrugarh	1	hokɔt	response	
100	90	54	250	fat	Amguri, W K A	6	ʌ̆kopkethe	response	
100	90	55	250	fat	Sermansingner, E K A	5	ʌ̆kithe	response	
100	90	56	250	fat	Langhemphi, W K A	5	kethe	response	
100	90	57	250	fat	Langhemphi, W K A	6	ʌ̆kɾomkethe	response	
100	90	58	250	fat	Langhemphi, W K A	7	ʌ̆kɾomkethe	response	
100	90	59	250	fat	Umrinti, W K A	3	kĕleŋ	response	
100	90	60	250	fat	Bankri, W K A	6	ʌ̆kɾomkethe	response	
100	90	61	250	fat	Bankri, W K A	7	ʌ̆kɾomkethe	response	
100	90	62	250	fat	Rongtheang, E K A	3	kĕleŋ	response	
100	90	63	250	fat	Rongtheang, E K A	5	kethe	response	
100	90	64	250	fat	Sunajoli, Lakhimpur	2	kaŋthu	response	
100	90	65	250	fat	Sunajoli, Lakhimpur	7	ʌ̆kɾom	response	
100	90	66	250	fat	Mikirgaon, Nagaon	2	kaŋtup	response	
100	90	67	250	fat	Sardoka Ingti, E K A	5	kĭthe	response	
100	90	70	251	thin	Holanki, Papumpare AP	2	kʌ̆tʃuŋkɾeŋ	response	
100	90	71	251	thin	S Cherrapunjee	5	ɾaikhoʔ	response	
100	90	72	251	thin	Hajarongpi, E K A	2	kʌ̆tʃuŋkɾeŋ	response	
100	90	73	251	thin	Amguri, Kamrup	2	tʃoŋkɾen	response	
100	90	74	251	thin	PaboiMisamari, Sonitpur	2	kʌ̆tʃuŋkɾeŋ	response	
100	90	75	251	thin	PaboiMisamari, Sonitpur	4	bĭheɾ	response	
100	90	76	251	thin	Maina Kharong, Kamrup	3	kʌ̆ŋʌ̆ɾ	response	
100	90	77	251	thin	RongjariPlasha, Ri-Bhoi	2	tʃuŋkɾeŋ	response	
100	90	78	251	thin	Assamese, Dibrugarh	1	khin	response	
100	90	79	251	thin	Amguri, W K A	2	kʌ̆tʃuŋkɾeŋ	response	
100	90	80	251	thin	Sermansingner, E K A	2	kʌ̆tʃuŋkɾeŋ	response	
100	90	81	251	thin	Langhemphi, W K A	2	kʌ̆tʃoŋkɾeŋ	response	
100	90	82	251	thin	Umrinti, W K A	2	tʃuŋkɾeŋ	response	
100	90	83	251	thin	Bankri, W K A	2	kʌ̆tʃuŋkɾeŋ	response	
