Item	Gloss	List_Code	Raw_Form	Form	PDF_Page	Printed_Page	Column	Status	Continuation_Lines	Review
192	to die / The man died.	DIR	sVRe mVR s7o	sʌɽe mʌɽ ɕo	159	141	1	response	0	SILDoulosNP positioned text
193	to kill / The man killed (shot) the bird.	DIR	sVRi mVrgVi uwis7tV	sʌɽi mʌrgʌi uwiɕtʌ	159	141	2	response	0	SILDoulosNP positioned text
194	to fly / The bird flew.	DIR	mVrGVi wàlwVtV	mʌrɣʌi wɑlwʌtʌ	159	141	3	response	0	SILDoulosNP positioned text
192	to die / The man died.	BAJ	sVRe mVR s7o	sʌɽe mʌɽ ɕo	159	141	1	response	0	SILDoulosNP positioned text
193	to kill / The man killed (shot) the bird.	BAJ	sVRi cVntV3Rà wis7tVlà	sʌɽi cʌntʌ̃ɽɑ wiɕtʌlɑ	159	141	2	response	0	SILDoulosNP positioned text
194	to fly / The bird flew.	BAJ	bàz wVlwVto	bɑz wʌlwʌto	159	141	3	response	0	SILDoulosNP positioned text
192	to die / The man died.	MOH	sVRe mVR wo	sʌɽe mʌɽ wo	159	141	1	response	0	SILDoulosNP positioned text
193	to kill / The man killed (shot) the bird.	MOH	sVRi cIrcV3Rà wis7tVlà	sʌɽi cɪrcʌ̃ɽɑ wiɕtʌlɑ	159	141	2	response	0	SILDoulosNP positioned text
194	to fly / The bird flew.	MOH	bàz wàluto	bɑz wɑluto	159	141	3	response	0	SILDoulosNP positioned text
192	to die / The man died.	NIG	mRV kedVl	mɽʌ kedʌl	159	141	1	response	0	SILDoulosNP positioned text
193	to kill / The man killed (shot) the bird.	NIG	--		159	141	2	no_entry	0	SILDoulosNP positioned text
194	to fly / The bird flew.	NIG	àlwà'tVl	ɑlwɑ'tʌl	159	141	3	response	0	SILDoulosNP positioned text
192	to die / The man died.	SHN	sàRài mVR s7o	sɑɽɑi mʌɽ ɕo	159	141	1	response	0	SILDoulosNP positioned text
193	to kill / The man killed (shot) the bird.	SHN	sàRi mVrGài wis7tV	sɑɽi mʌrɣɑi wiɕtʌ	159	141	2	response	0	SILDoulosNP positioned text
194	to fly / The bird flew.	SHN	màrGi pVrwàl	mɑrɣi pʌrwɑl	159	141	3	response	0	SILDoulosNP positioned text
192	to die / The man died.	BAR	sVRe mVR s7o	sʌɽe mʌɽ ɕo	159	141	1	response	0	SILDoulosNP positioned text
193	to kill / The man killed (shot) the bird.	BAR	sVRi mVrGVi us7tà	sʌɽi mʌrɣʌi uɕtɑ	159	141	2	response	0	SILDoulosNP positioned text
194	to fly / The bird flew.	BAR	bàz wàluthV	bɑz wɑluthʌ	159	141	3	response	0	SILDoulosNP positioned text
192	to die / The man died.	MAL	sVRVi mVR s7o	sʌɽʌi mʌɽ ɕo	159	141	1	response	0	SILDoulosNP positioned text
193	to kill / The man killed (shot) the bird.	MAL	--		159	141	2	no_entry	0	SILDoulosNP positioned text
194	to fly / The bird flew.	MAL	--		159	141	3	no_entry	0	SILDoulosNP positioned text
192	to die / The man died.	ZKH	sVRVi mVR s7V	sʌɽʌi mʌɽ ɕʌ	159	141	1	response	0	SILDoulosNP positioned text
193	to kill / The man killed (shot) the bird.	ZKH	sVRi mVrGVi uwIs7tV	sʌɽi mʌrɣʌi uwɪɕtʌ	159	141	2	response	0	SILDoulosNP positioned text
194	to fly / The bird flew.	ZKH	boz wVrVtV	boz wʌrʌtʌ	159	141	3	response	0	SILDoulosNP positioned text
192	to die / The man died.	JAM	sàRài mVR s7o	sɑɽɑi mʌɽ ɕo	159	141	1	response	0	SILDoulosNP positioned text
193	to kill / The man killed (shot) the bird.	JAM	sàRi mVrgVi uwis7to	sɑɽi mʌrgʌi uwiɕto	159	141	2	response	0	SILDoulosNP positioned text
194	to fly / The bird flew.	JAM	mVrGài wVrVto	mʌrɣɑi wʌrʌto	159	141	3	response	0	SILDoulosNP positioned text
192	to die / The man died.	TIR	sàRài mVR s7wo	sɑɽɑi mʌɽ ɕwo	159	141	1	response	0	SILDoulosNP positioned text
193	to kill / The man killed (shot) the bird.	TIR	sàRi cVrcV3Rà3 u'wis7tà	sɑɽi cʌrcʌ̃ɽɑ̃ u'wiɕtɑ	159	141	2	response	0	SILDoulosNP positioned text
194	to fly / The bird flew.	TIR	boz wàràto	boz wɑrɑto	159	141	3	response	0	SILDoulosNP positioned text
192	to die / The man died.	JAL	sVRe mVR s7o	sʌɽe mʌɽ ɕo	159	141	1	response	0	SILDoulosNP positioned text
193	to kill / The man killed (shot) the bird.	JAL	sVRi mVrGVi uwIs7tV	sʌɽi mʌrɣʌi uwɪɕtʌ	159	141	2	response	0	SILDoulosNP positioned text
194	to fly / The bird flew.	JAL	bàz wàlwVto / màrGVi wàlwàtV	bɑz wɑlwʌto / mɑrɣʌi wɑlwɑtʌ	159	141	3	response	1	SILDoulosNP positioned text; visual continuation joined
192	to die / The man died.	CHE	sàRà mVR s7o	sɑɽɑ mʌɽ ɕo	159	141	1	response	0	SILDoulosNP positioned text
193	to kill / The man killed (shot) the bird.	CHE	sàRi màGài uwis7tV	sɑɽi mɑɣɑi uwiɕtʌ	159	141	2	response	0	SILDoulosNP positioned text
194	to fly / The bird flew.	CHE	bàz wàlwàto	bɑz wɑlwɑto	159	141	3	response	0	SILDoulosNP positioned text
192	to die / The man died.	PAR	sVRVi mVR s7VwVlo	sʌɽʌi mʌɽ ɕʌwʌlo	159	141	1	response	0	SILDoulosNP positioned text
193	to kill / The man killed (shot) the bird.	PAR	sVRi mVrGVi uwis7tV	sʌɽi mʌrɣʌi uwiɕtʌ	159	141	2	response	0	SILDoulosNP positioned text
194	to fly / The bird flew.	PAR	mVrge wurVtà	mʌrge wurʌtɑ	159	141	3	response	0	SILDoulosNP positioned text
192	to die / The man died.	HAN	sVRVi mVR s7o	sʌɽʌi mʌɽ ɕo	159	141	1	response	0	SILDoulosNP positioned text
193	to kill / The man killed (shot) the bird.	HAN	sVRi mVrGi uwis7tVlà	sʌɽi mʌrɣi uwiɕtʌlɑ	159	141	2	response	0	SILDoulosNP positioned text
194	to fly / The bird flew.	HAN	mVrGi uwVrzidV	mʌrɣi uwʌrzidʌ	159	141	3	response	0	SILDoulosNP positioned text
192	to die / The man died.	TAL	sVRà mVR s7wVlo	sʌɽɑ mʌɽ ɕwʌlo	159	141	1	response	0	SILDoulosNP positioned text
193	to kill / The man killed (shot) the bird.	TAL	sVRi morGVi uwis7tVlV	sʌɽi morɣʌi uwiɕtʌlʌ	159	141	2	response	0	SILDoulosNP positioned text
194	to fly / The bird flew.	TAL	--		159	141	3	no_entry	0	SILDoulosNP positioned text
192	to die / The man died.	KRK	sVRVi mVR s7o	sʌɽʌi mʌɽ ɕo	159	141	1	response	0	SILDoulosNP positioned text
193	to kill / The man killed (shot) the bird.	KRK	sVRi mVrGVi uwVs7tV	sʌɽi mʌrɣʌi uwʌɕtʌ	159	141	2	response	0	SILDoulosNP positioned text
194	to fly / The bird flew.	KRK	mVrGVi orVtV	mʌrɣʌi orʌtʌ	159	141	3	response	0	SILDoulosNP positioned text
192	to die / The man died.	LAK	sVrVi mVR s7V	sʌrʌi mʌɽ ɕʌ	159	141	1	response	0	SILDoulosNP positioned text
193	to kill / The man killed (shot) the bird.	LAK	sVRi mVGVi uwis7tVlV	sʌɽi mʌɣʌi uwiɕtʌlʌ	159	141	2	response	0	SILDoulosNP positioned text
194	to fly / The bird flew.	LAK	mVrGVi wàlwVtV	mʌrɣʌi wɑlwʌtʌ	159	141	3	response	0	SILDoulosNP positioned text
192	to die / The man died.	BAN	sVRài mVR s7V	sʌɽɑi mʌɽ ɕʌ	159	141	1	response	0	SILDoulosNP positioned text
193	to kill / The man killed (shot) the bird.	BAN	sVRi mVrGi wis7tVlV	sʌɽi mʌrɣi wiɕtʌlʌ	159	141	2	response	0	SILDoulosNP positioned text
194	to fly / The bird flew.	BAN	--		159	141	3	no_entry	0	SILDoulosNP positioned text
192	to die / The man died.	MIR	sVRài mVR s7o / s7VwVlo	sʌɽɑi mʌɽ ɕo / ɕʌwʌlo	159	141	1	response	1	SILDoulosNP positioned text; visual continuation joined
193	to kill / The man killed (shot) the bird.	MIR	sVRi mVrGVi uwis7tV	sʌɽi mʌrɣʌi uwiɕtʌ	159	141	2	response	0	SILDoulosNP positioned text
194	to fly / The bird flew.	MIR	boz oràtV / màrGVi orVtà	boz orɑtʌ / mɑrɣʌi orʌtɑ	159	141	3	response	1	SILDoulosNP positioned text; visual continuation joined
192	to die / The man died.	WAA	sVRVi mVR so	sʌɽʌi mʌɽ so	159	141	1	response	0	SILDoulosNP positioned text
193	to kill / The man killed (shot) the bird.	WAA	sVri mVrGVi wàwis7tVlà	sʌri mʌrɣʌi wɑwiɕtʌlɑ	159	141	2	response	0	SILDoulosNP positioned text
194	to fly / The bird flew.	WAA	mVrGVi wàwrVtV	mʌrɣʌi wɑwrʌtʌ	159	141	3	response	0	SILDoulosNP positioned text
192	to die / The man died.	QUE	sVRVi muR su	sʌɽʌi muɽ su	159	141	1	response	0	SILDoulosNP positioned text
193	to kill / The man killed (shot) the bird.	QUE	sVRi mVrGVi uwIs7tV	sʌɽi mʌrɣʌi uwɪɕtʌ	159	141	2	response	0	SILDoulosNP positioned text
194	to fly / The bird flew.	QUE	mVrGVi wàwlVtV	mʌrɣʌi wɑwlʌtʌ	159	141	3	response	0	SILDoulosNP positioned text
192	to die / The man died.	CHA	sVRe mVr so	sʌɽe mʌr so	159	141	1	response	0	SILDoulosNP positioned text
193	to kill / The man killed (shot) the bird.	CHA	sVRi mVrGVi wowis7tVlV	sʌɽi mʌrɣʌi wowiɕtʌlʌ	159	141	2	response	0	SILDoulosNP positioned text
194	to fly / The bird flew.	CHA	mVrGVi wàlwàtV	mʌrɣʌi wɑlwɑtʌ	159	141	3	response	0	SILDoulosNP positioned text
192	to die / The man died.	PAS	sVRVi mVR su	sʌɽʌi mʌɽ su	159	141	1	response	0	SILDoulosNP positioned text
193	to kill / The man killed (shot) the bird.	PAS	sVRi mVrGVi wVwis7tVlV	sʌɽi mʌrɣʌi wʌwiɕtʌlʌ	159	141	2	response	0	SILDoulosNP positioned text
194	to fly / The bird flew.	PAS	mVrGVi wàlwutV	mʌrɣʌi wɑlwutʌ	159	141	3	response	0	SILDoulosNP positioned text
192	to die / The man died.	KAK	sVRVi mVR su	sʌɽʌi mʌɽ su	159	141	1	response	0	SILDoulosNP positioned text
193	to kill / The man killed (shot) the bird.	KAK	sVRi mVrGVi wuwistVlV	sʌɽi mʌrɣʌi wuwistʌlʌ	159	141	2	response	0	SILDoulosNP positioned text
194	to fly / The bird flew.	KAK	mVrGVi wlwUtV	mʌrɣʌi wlwʊtʌ	159	141	3	response	0	SILDoulosNP positioned text
192	to die / The man died.	KHR	sàRVi mVR so / su	sɑɽʌi mʌɽ so / su	159	141	1	response	0	SILDoulosNP positioned text
193	to kill / The man killed (shot) the bird.	KHR	sVRi mVrGVi wVwis7tV / wVwis7tVlV	sʌɽi mʌrɣʌi wʌwiɕtʌ / wʌwiɕtʌlʌ	159	141	2	response	1	SILDoulosNP positioned text; visual continuation joined
194	to fly / The bird flew.	KHR	màrGVi wàlwUtV	mɑrɣʌi wɑlwʊtʌ	159	141	3	response	0	SILDoulosNP positioned text
192	to die / The man died.	WCI	sàRà mVR su	sɑɽɑ mʌɽ su	159	141	1	response	0	SILDoulosNP positioned text
193	to kill / The man killed (shot) the bird.	WCI	sàRi tsuRi ustV	sɑɽi tsuɽi ustʌ	159	141	2	response	0	SILDoulosNP positioned text
194	to fly / The bird flew.	WCI	tsuRi wàlwVtV	tsuɽi wɑlwʌtʌ	159	141	3	response	0	SILDoulosNP positioned text
192	to die / The man died.	ORM	à sVrVi mulVk	ɑ sʌrʌi mulʌk	159	141	1	response	0	SILDoulosNP positioned text
193	to kill / The man killed (shot) the bird.	ORM	à sVrVi mirgV dzVk	ɑ sʌrʌi mirgʌ dzʌk	159	141	2	response	0	SILDoulosNP positioned text
194	to fly / The bird flew.	ORM	à mirgi borVk	ɑ mirgi borʌk	159	141	3	response	0	SILDoulosNP positioned text
196	to run / The man ran.	PES	sàRi mVnDV kRà	sɑɽi mʌnɖʌ kɽɑ	160	142	1	response	0	SILDoulosNP positioned text
197	to go / The man went.	PES	sàRài làRo	sɑɽɑi lɑɽo	160	142	2	response	0	SILDoulosNP positioned text
198	to come / The man came.	PES	sàRài ràlo	sɑɽɑi rɑlo	160	142	3	response	0	SILDoulosNP positioned text
196	to run / The man ran.	CHS	sàRi mVnDà kRà	sɑɽi mʌnɖɑ kɽɑ	160	142	1	response	0	SILDoulosNP positioned text
197	to go / The man went.	CHS	sàRe làRo	sɑɽe lɑɽo	160	142	2	response	0	SILDoulosNP positioned text
198	to come / The man came.	CHS	sàRe ràGe / ràlo	sɑɽe rɑɣe / rɑlo	160	142	3	response	0	SILDoulosNP positioned text
196	to run / The man ran.	MAR	sàRi mVnDà kRà	sɑɽi mʌnɖɑ kɽɑ	160	142	1	response	0	SILDoulosNP positioned text
197	to go / The man went.	MAR	sàRài làRo	sɑɽɑi lɑɽo	160	142	2	response	0	SILDoulosNP positioned text
198	to come / The man came.	MAR	sàRei ràGe / ràle	sɑɽei rɑɣe / rɑle	160	142	3	response	0	SILDoulosNP positioned text
196	to run / The man ran.	SWA	sàRi mVnDV kà	sɑɽi mʌnɖʌ kɑ	160	142	1	response	0	SILDoulosNP positioned text
197	to go / The man went.	SWA	sàRe làRo	sɑɽe lɑɽo	160	142	2	response	0	SILDoulosNP positioned text
198	to come / The man came.	SWA	sàRe ràGo	sɑɽe rɑɣo	160	142	3	response	0	SILDoulosNP positioned text
196	to run / The man ran.	MAD	sàRi mVnDà kRà	sɑɽi mʌnɖɑ kɽɑ	160	142	1	response	0	SILDoulosNP positioned text
197	to go / The man went.	MAD	sàRe làRo	sɑɽe lɑɽo	160	142	2	response	0	SILDoulosNP positioned text
198	to come / The man came.	MAD	sàRe ràGe / ràGlo	sɑɽe rɑɣe / rɑɣlo	160	142	3	response	0	SILDoulosNP positioned text
196	to run / The man ran.	MIN	sàRi mVnDà kRà	sɑɽi mʌnɖɑ kɽɑ	160	142	1	response	0	SILDoulosNP positioned text
197	to go / The man went.	MIN	sàRe làRo	sɑɽe lɑɽo	160	142	2	response	0	SILDoulosNP positioned text
198	to come / The man came.	MIN	sàRe ràGe / ràGlo	sɑɽe rɑɣe / rɑɣlo	160	142	3	response	0	SILDoulosNP positioned text
196	to run / The man ran.	BAT	sàRi mVnDà kRà	sɑɽi mʌnɖɑ kɽɑ	160	142	1	response	0	SILDoulosNP positioned text
197	to go / The man went.	BAT	sàRe làR	sɑɽe lɑɽ	160	142	2	response	0	SILDoulosNP positioned text
198	to come / The man came.	BAT	sàRe ràGe	sɑɽe rɑɣe	160	142	3	response	0	SILDoulosNP positioned text
196	to run / The man ran.	BAF	sàRi mVnDà kRà	sɑɽi mʌnɖɑ kɽɑ	160	142	1	response	0	SILDoulosNP positioned text
197	to go / The man went.	BAF	sàRe làR	sɑɽe lɑɽ	160	142	2	response	0	SILDoulosNP positioned text
198	to come / The man came.	BAF	sàRe ràGe	sɑɽe rɑɣe	160	142	3	response	0	SILDoulosNP positioned text
196	to run / The man ran.	OGI	sàRi mVnDà kRà	sɑɽi mʌnɖɑ kɽɑ	160	142	1	response	0	SILDoulosNP positioned text
197	to go / The man went.	OGI	sàRe làR	sɑɽe lɑɽ	160	142	2	response	0	SILDoulosNP positioned text
198	to come / The man came.	OGI	sàRe ràGà	sɑɽe rɑɣɑ	160	142	3	response	0	SILDoulosNP positioned text
196	to run / The man ran.	DIR	sVRe mVnDV kLà	sʌɽe mʌnɖʌ kɭɑ	160	142	1	response	0	SILDoulosNP positioned text
197	to go / The man went.	DIR	sVRe làRo	sʌɽe lɑɽo	160	142	2	response	0	SILDoulosNP positioned text
198	to come / The man came.	DIR	sVRe ràGe	sʌɽe rɑɣe	160	142	3	response	0	SILDoulosNP positioned text
196	to run / The man ran.	BAJ	sVRi mVnDà kRà	sʌɽi mʌnɖɑ kɽɑ	160	142	1	response	0	SILDoulosNP positioned text
197	to go / The man went.	BAJ	sVRe lVRo	sʌɽe lʌɽo	160	142	2	response	0	SILDoulosNP positioned text
198	to come / The man came.	BAJ	sVRe ràGe	sʌɽe rɑɣe	160	142	3	response	0	SILDoulosNP positioned text
196	to run / The man ran.	MOH	sVRi mVnDà kRà	sʌɽi mʌnɖɑ kɽɑ	160	142	1	response	0	SILDoulosNP positioned text
197	to go / The man went.	MOH	sVRe làRo	sʌɽe lɑɽo	160	142	2	response	0	SILDoulosNP positioned text
198	to come / The man came.	MOH	sVRe ràGVle wu	sʌɽe rɑɣʌle wu	160	142	3	response	0	SILDoulosNP positioned text
196	to run / The man ran.	NIG	mVnDV wà'hVl	mʌnɖʌ wɑ'hʌl	160	142	1	response	0	SILDoulosNP positioned text
197	to go / The man went.	NIG	tV'lVl	tʌ'lʌl	160	142	2	response	0	SILDoulosNP positioned text
198	to come / The man came.	NIG	rà'tlVl	rɑ'tlʌl	160	142	3	response	0	SILDoulosNP positioned text
196	to run / The man ran.	SHN	sàRi mVndà kRà	sɑɽi mʌndɑ kɽɑ	160	142	1	response	0	SILDoulosNP positioned text
197	to go / The man went.	SHN	sàRài làRo	sɑɽɑi lɑɽo	160	142	2	response	0	SILDoulosNP positioned text
198	to come / The man came.	SHN	sàRài ràGài	sɑɽɑi rɑɣɑi	160	142	3	response	0	SILDoulosNP positioned text
196	to run / The man ran.	BAR	sVRi mVnDà kRà	sʌɽi mʌnɖɑ kɽɑ	160	142	1	response	0	SILDoulosNP positioned text
197	to go / The man went.	BAR	sVRe lVRo	sʌɽe lʌɽo	160	142	2	response	0	SILDoulosNP positioned text
198	to come / The man came.	BAR	sVRe rVGe	sʌɽe rʌɣe	160	142	3	response	0	SILDoulosNP positioned text
196	to run / The man ran.	MAL	sVRi mVnDà kRV	sʌɽi mʌnɖɑ kɽʌ	160	142	1	response	0	SILDoulosNP positioned text
197	to go / The man went.	MAL	sVRVi làRo / sVRVi tVlVi	sʌɽʌi lɑɽo / sʌɽʌi tʌlʌi	160	142	2	response	1	SILDoulosNP positioned text; visual continuation joined
198	to come / The man came.	MAL	sVRVi rVGVi	sʌɽʌi rʌɣʌi	160	142	3	response	0	SILDoulosNP positioned text
196	to run / The man ran.	ZKH	sVRi mVNDV owàlV	sʌɽi mʌɳɖʌ owɑlʌ	160	142	1	response	0	SILDoulosNP positioned text
197	to go / The man went.	ZKH	sVRVi loRV	sʌɽʌi loɽʌ	160	142	2	response	0	SILDoulosNP positioned text
198	to come / The man came.	ZKH	sVRVi roGVi	sʌɽʌi roɣʌi	160	142	3	response	0	SILDoulosNP positioned text
196	to run / The man ran.	JAM	sàRi mVnDà kRà	sɑɽi mʌnɖɑ kɽɑ	160	142	1	response	0	SILDoulosNP positioned text
197	to go / The man went.	JAM	sàRài làRo	sɑɽɑi lɑɽo	160	142	2	response	0	SILDoulosNP positioned text
198	to come / The man came.	JAM	sàRài ràGlo	sɑɽɑi rɑɣlo	160	142	3	response	0	SILDoulosNP positioned text
196	to run / The man ran.	TIR	sàRi mVnDà kRà	sɑɽi mʌnɖɑ kɽɑ	160	142	1	response	0	SILDoulosNP positioned text
197	to go / The man went.	TIR	sàRài loRo	sɑɽɑi loɽo	160	142	2	response	0	SILDoulosNP positioned text
198	to come / The man came.	TIR	sàRài roGlo	sɑɽɑi roɣlo	160	142	3	response	0	SILDoulosNP positioned text
196	to run / The man ran.	JAL	sVRi mVnDà kà	sʌɽi mʌnɖɑ kɑ	160	142	1	response	0	SILDoulosNP positioned text
197	to go / The man went.	JAL	sVRe làRo	sʌɽe lɑɽo	160	142	2	response	0	SILDoulosNP positioned text
198	to come / The man came.	JAL	sVRe ràGo	sʌɽe rɑɣo	160	142	3	response	0	SILDoulosNP positioned text
196	to run / The man ran.	CHE	sàRi mVnDà kRà	sɑɽi mʌnɖɑ kɽɑ	160	142	1	response	0	SILDoulosNP positioned text
197	to go / The man went.	CHE	sàRà làRo	sɑɽɑ lɑɽo	160	142	2	response	0	SILDoulosNP positioned text
198	to come / The man came.	CHE	sàRà ràGlo	sɑɽɑ rɑɣlo	160	142	3	response	0	SILDoulosNP positioned text
196	to run / The man ran.	PAR	sVRi mVnDV okRVlV	sʌɽi mʌnɖʌ okɽʌlʌ	160	142	1	response	0	SILDoulosNP positioned text
197	to go / The man went.	PAR	sVRVi lORo	sʌɽʌi lɔɽo	160	142	2	response	0	SILDoulosNP positioned text
198	to come / The man came.	PAR	sVRVi rOGlo	sʌɽʌi rɔɣlo	160	142	3	response	0	SILDoulosNP positioned text
196	to run / The man ran.	HAN	--		160	142	1	no_entry	0	SILDoulosNP positioned text
197	to go / The man went.	HAN	sVRe làRo	sʌɽe lɑɽo	160	142	2	response	0	SILDoulosNP positioned text
198	to come / The man came.	HAN	sVRe ràGlo	sʌɽe rɑɣlo	160	142	3	response	0	SILDoulosNP positioned text
196	to run / The man ran.	TAL	sVRi mVnDV wVkRV	sʌɽi mʌnɖʌ wʌkɽʌ	160	142	1	response	0	SILDoulosNP positioned text
197	to go / The man went.	TAL	sVRà loRVlo	sʌɽɑ loɽʌlo	160	142	2	response	0	SILDoulosNP positioned text
198	to come / The man came.	TAL	sàRà roGlo	sɑɽɑ roɣlo	160	142	3	response	0	SILDoulosNP positioned text
196	to run / The man ran.	KRK	sVRi mVnDV okRV	sʌɽi mʌnɖʌ okɽʌ	160	142	1	response	0	SILDoulosNP positioned text
197	to go / The man went.	KRK	sVRVi lVRVl	sʌɽʌi lʌɽʌl	160	142	2	response	0	SILDoulosNP positioned text
198	to come / The man came.	KRK	--		160	142	3	no_entry	0	SILDoulosNP positioned text
196	to run / The man ran.	LAK	sVRVi trVp kRV	sʌɽʌi trʌp kɽʌ	160	142	1	response	0	SILDoulosNP positioned text
197	to go / The man went.	LAK	sVrVi làRV	sʌrʌi lɑɽʌ	160	142	2	response	0	SILDoulosNP positioned text
198	to come / The man came.	LAK	sVRVi ràlVi	sʌɽʌi rɑlʌi	160	142	3	response	0	SILDoulosNP positioned text
196	to run / The man ran.	BAN	sVRài oudVngedV	sʌɽɑi oudʌngedʌ	160	142	1	response	0	SILDoulosNP positioned text
197	to go / The man went.	BAN	sVRài loRo	sʌɽɑi loɽo	160	142	2	response	0	SILDoulosNP positioned text
198	to come / The man came.	BAN	sVRài roGài	sʌɽɑi roɣɑi	160	142	3	response	0	SILDoulosNP positioned text
196	to run / The man ran.	MIR	sàRi mVnDà kRVlà	sɑɽi mʌnɖɑ kɽʌlɑ	160	142	1	response	0	SILDoulosNP positioned text
197	to go / The man went.	MIR	sVRài loRo	sʌɽɑi loɽo	160	142	2	response	0	SILDoulosNP positioned text
198	to come / The man came.	MIR	sVRài roGlo	sʌɽɑi roɣlo	160	142	3	response	0	SILDoulosNP positioned text
196	to run / The man ran.	WAA	sVRi mVndV kRVl	sʌɽi mʌndʌ kɽʌl	160	142	1	response	0	SILDoulosNP positioned text
197	to go / The man went.	WAA	sVRVi luRs7o	sʌɽʌi luɽɕo	160	142	2	response	0	SILDoulosNP positioned text
198	to come / The man came.	WAA	sVRVi roGVi	sʌɽʌi roɣʌi	160	142	3	response	0	SILDoulosNP positioned text
196	to run / The man ran.	QUE	sVRi mVnDà kRà	sʌɽi mʌnɖɑ kɽɑ	160	142	1	response	0	SILDoulosNP positioned text
197	to go / The man went.	QUE	sVRVi wVlàRe	sʌɽʌi wʌlɑɽe	160	142	2	response	0	SILDoulosNP positioned text
198	to come / The man came.	QUE	sVRVi ràGle / ràle	sʌɽʌi rɑɣle / rɑle	160	142	3	response	0	SILDoulosNP positioned text
196	to run / The man ran.	CHA	sVRi wVzGàstVl	sʌɽi wʌzɣɑstʌl	160	142	1	response	0	SILDoulosNP positioned text
197	to go / The man went.	CHA	sVRe wVlàRe	sʌɽe wʌlɑɽe	160	142	2	response	0	SILDoulosNP positioned text
198	to come / The man came.	CHA	sVRe ràGle	sʌɽe rɑɣle	160	142	3	response	0	SILDoulosNP positioned text
196	to run / The man ran.	PAS	sVRi mVnDV krVl	sʌɽi mʌnɖʌ krʌl	160	142	1	response	0	SILDoulosNP positioned text
197	to go / The man went.	PAS	sVRVi wVlàRe	sʌɽʌi wʌlɑɽe	160	142	2	response	0	SILDoulosNP positioned text
198	to come / The man came.	PAS	sVRVi ràGle / ràGVi	sʌɽʌi rɑɣle / rɑɣʌi	160	142	3	response	0	SILDoulosNP positioned text
196	to run / The man ran.	KAK	sàRi mVNdV kV	sɑɽi mʌɳdʌ kʌ	160	142	1	response	0	SILDoulosNP positioned text
197	to go / The man went.	KAK	sVRVi wVlàRe	sʌɽʌi wʌlɑɽe	160	142	2	response	0	SILDoulosNP positioned text
198	to come / The man came.	KAK	sVRVi ràle	sʌɽʌi rɑle	160	142	3	response	0	SILDoulosNP positioned text
196	to run / The man ran.	KHR	sàRi màidàn kRVl / sàRi wVzGVstVl	sɑɽi mɑidɑn kɽʌl / sɑɽi wʌzɣʌstʌl	160	142	1	response	1	SILDoulosNP positioned text; visual continuation joined
197	to go / The man went.	KHR	sàRVi wVlàRe	sɑɽʌi wʌlɑɽe	160	142	2	response	0	SILDoulosNP positioned text
198	to come / The man came.	KHR	sàRVi ràGli / ràGVi	sɑɽʌi rɑɣli / rɑɣʌi	160	142	3	response	0	SILDoulosNP positioned text
196	to run / The man ran.	WCI	sàRà màidàn su	sɑɽɑ mɑidɑn su	160	142	1	response	0	SILDoulosNP positioned text
197	to go / The man went.	WCI	sàRVi wiàR	sɑɽʌi wiɑɽ	160	142	2	response	0	SILDoulosNP positioned text
198	to come / The man came.	WCI	sàRà ràGV	sɑɽɑ rɑɣʌ	160	142	3	response	0	SILDoulosNP positioned text
196	to run / The man ran.	ORM	à sVrVi trVp dàk	ɑ sʌrʌi trʌp dɑk	160	142	1	response	0	SILDoulosNP positioned text
197	to go / The man went.	ORM	à sVrVi lV tsek	ɑ sʌrʌi lʌ tsek	160	142	2	response	0	SILDoulosNP positioned text
198	to come / The man came.	ORM	à sVrVi rVzok	ɑ sʌrʌi rʌzok	160	142	3	response	0	SILDoulosNP positioned text
199	to speak / The man spoke.	PES	sàRi uwEl	sɑɽi uwɛl	161	143	1	response	0	SILDoulosNP positioned text
200	to hear / The man heard.	PES	sàRi wàwredV	sɑɽi wɑwredʌ	161	143	2	response	0	SILDoulosNP positioned text
201	to see / The man saw.	PES	sàRi wVlidV	sɑɽi wʌlidʌ	161	143	3	response	0	SILDoulosNP positioned text
199	to speak / The man spoke.	CHS	sàRi uwe	sɑɽi uwe	161	143	1	response	0	SILDoulosNP positioned text
200	to hear / The man heard.	CHS	sàRi wàwredV	sɑɽi wɑwredʌ	161	143	2	response	0	SILDoulosNP positioned text
201	to see / The man saw.	CHS	sàRi wVlidVl	sɑɽi wʌlidʌl	161	143	3	response	0	SILDoulosNP positioned text
199	to speak / The man spoke.	MAR	sàRi uwel	sɑɽi uwel	161	143	1	response	0	SILDoulosNP positioned text
200	to hear / The man heard.	MAR	sàRi wàwredV	sɑɽi wɑwredʌ	161	143	2	response	0	SILDoulosNP positioned text
201	to see / The man saw.	MAR	sàRi wVlidVl	sɑɽi wʌlidʌl	161	143	3	response	0	SILDoulosNP positioned text
199	to speak / The man spoke.	SWA	sàRi uwele	sɑɽi uwele	161	143	1	response	0	SILDoulosNP positioned text
200	to hear / The man heard.	SWA	sàRi wàwredV	sɑɽi wɑwredʌ	161	143	2	response	0	SILDoulosNP positioned text
201	to see / The man saw.	SWA	sàRi wVlidV	sɑɽi wʌlidʌ	161	143	3	response	0	SILDoulosNP positioned text
199	to speak / The man spoke.	MAD	sàRi uwe	sɑɽi uwe	161	143	1	response	0	SILDoulosNP positioned text
