Item	Site	Site_Name	PDF_Page	Printed_Page	Column	Cell_Image	Raw_OCR	OCR_Alternates	Transcription	Review	Uncertainty	Blank	Notes
152	JIB	Jibhi	100	93	2	cells/i152-JIB-pdf100.png	tfin			pending manual source-image review			
152	KUL	Kullu (District Headquarters)	101	94	2	cells/i152-KUL-pdf101.png	tsai			pending manual source-image review			
152	LOR	Loren / South Kullu Valley	97	90	3	cells/i152-LOR-pdf097.png	dsa'			pending manual source-image review			
152	MAN	Manali	99	92	1	cells/i152-MAN-pdf099.png	, 152. 'thra			pending manual source-image review			
152	MAR	Maraur Village	99	92	3	cells/i152-MAR-pdf099.png	1: И			pending manual source-image review			
152	MNK	Manikaran	102	95	1	cells/i152-MNK-pdf102.png	Esa			pending manual source-image review			
152	RAI	Raila Village	99	92	2	cells/i152-RAI-pdf099.png				pending manual source-image review			
152	SHA	Shalwar Village	98	91	1	cells/i152-SHA-pdf098.png	Uin /tiai			pending manual source-image review			
152	SHG	Shangarh	98	91	3	cells/i152-SHG-pdf098.png				pending manual source-image review			
152	SID	Sidua	100	93	1	cells/i152-SID-pdf100.png	thin			pending manual source-image review			
153	ANI	Ani	102	95	2	cells/i153-ANI-pdf102.png	tshar			pending manual source-image review			
153	BAT	Bathad	100	93	3	cells/i153-BAT-pdf100.png	tsar t)			pending manual source-image review			
153	BHU	Bhutti Village / Lag Valley	101	94	3	cells/i153-BHU-pdf101.png	t/a:s			pending manual source-image review			
153	CHI	Chinninal Village	98	91	2	cells/i153-CHI-pdf098.png	tsa:[			pending manual source-image review			
153	CHU	Churla / Lag Valley	97	90	2	cells/i153-CHU-pdf097.png	tsa:s			pending manual source-image review			
153	GAR	Garsah	101	94	1	cells/i153-GAR-pdf101.png	1153. tsais			pending manual source-image review			
153	JIB	Jibhi	100	93	2	cells/i153-JIB-pdf100.png	ts,a:f			pending manual source-image review			
153	KUL	Kullu (District Headquarters)	101	94	2	cells/i153-KUL-pdf101.png	tfar			pending manual source-image review			
153	LOR	Loren / South Kullu Valley	97	90	3	cells/i153-LOR-pdf097.png	tsas			pending manual source-image review			
153	MAN	Manali	99	92	1	cells/i153-MAN-pdf099.png	1153. 'tsas			pending manual source-image review			
153	MAR	Maraur Village	99	92	3	cells/i153-MAR-pdf099.png	tsa:s			pending manual source-image review			
153	MNK	Manikaran	102	95	1	cells/i153-MNK-pdf102.png	tsar			pending manual source-image review			
153	RAI	Raila Village	99	92	2	cells/i153-RAI-pdf099.png	tsa: 1			pending manual source-image review			
153	SHA	Shalwar Village	98	91	1	cells/i153-SHA-pdf098.png	tsa:C			pending manual source-image review			
153	SHG	Shangarh	98	91	3	cells/i153-SHG-pdf098.png				pending manual source-image review			
153	SID	Sidua	100	93	1	cells/i153-SID-pdf100.png	tfar			pending manual source-image review			
154	ANI	Ani	102	95	2	cells/i154-ANI-pdf102.png	pandz			pending manual source-image review			
154	BAT	Bathad	100	93	3	cells/i154-BAT-pdf100.png	Stucd/zucc.			pending manual source-image review			
154	BHU	Bhutti Village / Lag Valley	101	94	3	cells/i154-BHU-pdf101.png	pănz			pending manual source-image review			
154	CHI	Chinninal Village	98	91	2	cells/i154-CHI-pdf098.png	pint).			pending manual source-image review			
154	CHU	Churla / Lag Valley	97	90	2	cells/i154-CHU-pdf097.png	pon (d) z			pending manual source-image review			
154	GAR	Garsah	101	94	1	cells/i154-GAR-pdf101.png	1154. ponz			pending manual source-image review			
154	JIB	Jibhi	100	93	2	cells/i154-JIB-pdf100.png	pā:nz			pending manual source-image review			
154	KUL	Kullu (District Headquarters)	101	94	2	cells/i154-KUL-pdf101.png	ponts			pending manual source-image review			
154	LOR	Loren / South Kullu Valley	97	90	3	cells/i154-LOR-pdf097.png	ponz			pending manual source-image review			
154	MAN	Manali	99	92	1	cells/i154-MAN-pdf099.png	154. ponts			pending manual source-image review			
154	MAR	Maraur Village	99	92	3	cells/i154-MAR-pdf099.png	pătf			pending manual source-image review			
154	MNK	Manikaran	102	95	1	cells/i154-MNK-pdf102.png	ezund			pending manual source-image review			
154	RAI	Raila Village	99	92	2	cells/i154-RAI-pdf099.png	poinza			pending manual source-image review			
154	SHA	Shalwar Village	98	91	1	cells/i154-SHA-pdf098.png	påindy			pending manual source-image review			
154	SHG	Shangarh	98	91	3	cells/i154-SHG-pdf098.png				pending manual source-image review			
154	SID	Sidua	100	93	1	cells/i154-SID-pdf100.png	ponts			pending manual source-image review			
155	ANI	Ani	102	95	2	cells/i155-ANI-pdf102.png	tsau			pending manual source-image review			
155	BAT	Bathad	100	93	3	cells/i155-BAT-pdf100.png	tsho			pending manual source-image review			
155	BHU	Bhutti Village / Lag Valley	101	94	3	cells/i155-BHU-pdf101.png	tShe:			pending manual source-image review			
155	CHI	Chinninal Village	98	91	2	cells/i155-CHI-pdf098.png	tfE:			pending manual source-image review			
155	CHU	Churla / Lag Valley	97	90	2	cells/i155-CHU-pdf097.png	ts (h))			pending manual source-image review			
155	GAR	Garsah	101	94	1	cells/i155-GAR-pdf101.png	155. tja:			pending manual source-image review			
155	JIB	Jibhi	100	93	2	cells/i155-JIB-pdf100.png	tsa:			pending manual source-image review			
155	KUL	Kullu (District Headquarters)	101	94	2	cells/i155-KUL-pdf101.png	tJhau			pending manual source-image review			
155	LOR	Loren / South Kullu Valley	97	90	3	cells/i155-LOR-pdf097.png	tso			pending manual source-image review			
155	MAN	Manali	99	92	1	cells/i155-MAN-pdf099.png	155. 'tso			pending manual source-image review			
155	MAR	Maraur Village	99	92	3	cells/i155-MAR-pdf099.png	tsa:			pending manual source-image review			
155	MNK	Manikaran	102	95	1	cells/i155-MNK-pdf102.png	C>7			pending manual source-image review			
155	RAI	Raila Village	99	92	2	cells/i155-RAI-pdf099.png	tsa			pending manual source-image review			
155	SHA	Shalwar Village	98	91	1	cells/i155-SHA-pdf098.png	tsha:			pending manual source-image review			
155	SHG	Shangarh	98	91	3	cells/i155-SHG-pdf098.png				pending manual source-image review			
155	SID	Sidua	100	93	1	cells/i155-SID-pdf100.png	tle			pending manual source-image review			
156	ANI	Ani	102	95	2	cells/i156-ANI-pdf102.png	FCS			pending manual source-image review			
156	BAT	Bathad	100	93	3	cells/i156-BAT-pdf100.png	yics			pending manual source-image review			
156	BHU	Bhutti Village / Lag Valley	101	94	3	cells/i156-BHU-pdf101.png	sath			pending manual source-image review			
156	CHI	Chinninal Village	98	91	2	cells/i156-CHI-pdf098.png	"SAt"""			pending manual source-image review			
156	CHU	Churla / Lag Valley	97	90	2	cells/i156-CHU-pdf097.png	t			pending manual source-image review			
156	GAR	Garsah	101	94	1	cells/i156-GAR-pdf101.png	1156. sot:h			pending manual source-image review			
156	JIB	Jibhi	100	93	2	cells/i156-JIB-pdf100.png	sath			pending manual source-image review			
156	KUL	Kullu (District Headquarters)	101	94	2	cells/i156-KUL-pdf101.png	sota			pending manual source-image review			
156	LOR	Loren / South Kullu Valley	97	90	3	cells/i156-LOR-pdf097.png	soth			pending manual source-image review			
156	MAN	Manali	99	92	1	cells/i156-MAN-pdf099.png	1 156, e7os,			pending manual source-image review			
156	MAR	Maraur Village	99	92	3	cells/i156-MAR-pdf099.png	sith			pending manual source-image review			
156	MNK	Manikaran	102	95	1	cells/i156-MNK-pdf102.png	e?C5			pending manual source-image review			
156	RAI	Raila Village	99	92	2	cells/i156-RAI-pdf099.png	sath			pending manual source-image review			
156	SHA	Shalwar Village	98	91	1	cells/i156-SHA-pdf098.png	Sath			pending manual source-image review			
156	SHG	Shangarh	98	91	3	cells/i156-SHG-pdf098.png				pending manual source-image review			
156	SID	Sidua	100	93	1	cells/i156-SID-pdf100.png	soth			pending manual source-image review			
157	ANI	Ani	102	95	2	cells/i157-ANI-pdf102.png	ath			pending manual source-image review			
157	BAT	Bathad	100	93	3	cells/i157-BAT-pdf100.png	47C			pending manual source-image review			
157	BHU	Bhutti Village / Lag Valley	101	94	3	cells/i157-BHU-pdf101.png	ith			pending manual source-image review			
157	CHI	Chinninal Village	98	91	2	cells/i157-CHI-pdf098.png	nth			pending manual source-image review			
157	CHU	Churla / Lag Valley	97	90	2	cells/i157-CHU-pdf097.png	t r			pending manual source-image review			
157	GAR	Garsah	101	94	1	cells/i157-GAR-pdf101.png	115% oth			pending manual source-image review			
157	JIB	Jibhi	100	93	2	cells/i157-JIB-pdf100.png	ath			pending manual source-image review			
157	KUL	Kullu (District Headquarters)	101	94	2	cells/i157-KUL-pdf101.png	stha			pending manual source-image review			
157	LOR	Loren / South Kullu Valley	97	90	3	cells/i157-LOR-pdf097.png	470			pending manual source-image review			
157	MAN	Manali	99	92	1	cells/i157-MAN-pdf099.png	L 157. ath'			pending manual source-image review			
157	MAR	Maraur Village	99	92	3	cells/i157-MAR-pdf099.png				pending manual source-image review			
157	MNK	Manikaran	102	95	1	cells/i157-MNK-pdf102.png	oth			pending manual source-image review			
157	RAI	Raila Village	99	92	2	cells/i157-RAI-pdf099.png	ath			pending manual source-image review			
157	SHA	Shalwar Village	98	91	1	cells/i157-SHA-pdf098.png	ath			pending manual source-image review			
157	SHG	Shangarh	98	91	3	cells/i157-SHG-pdf098.png				pending manual source-image review			
157	SID	Sidua	100	93	1	cells/i157-SID-pdf100.png	sth			pending manual source-image review			
158	ANI	Ani	102	95	2	cells/i158-ANI-pdf102.png	пo			pending manual source-image review			
158	BAT	Bathad	100	93	3	cells/i158-BAT-pdf100.png	CU			pending manual source-image review			
158	BHU	Bhutti Village / Lag Valley	101	94	3	cells/i158-BHU-pdf101.png	"na"""			pending manual source-image review			
158	CHI	Chinninal Village	98	91	2	cells/i158-CHI-pdf098.png	na4			pending manual source-image review			
158	CHU	Churla / Lag Valley	97	90	2	cells/i158-CHU-pdf097.png	nau			pending manual source-image review			
158	GAR	Garsah	101	94	1	cells/i158-GAR-pdf101.png	"1158. по"""			pending manual source-image review			
158	JIB	Jibhi	100	93	2	cells/i158-JIB-pdf100.png	"na"""			pending manual source-image review			
158	KUL	Kullu (District Headquarters)	101	94	2	cells/i158-KUL-pdf101.png	пэ и			pending manual source-image review			
158	LOR	Loren / South Kullu Valley	97	90	3	cells/i158-LOR-pdf097.png	nou			pending manual source-image review			
158	MAN	Manali	99	92	1	cells/i158-MAN-pdf099.png	"1158. na"""			pending manual source-image review			
158	MAR	Maraur Village	99	92	3	cells/i158-MAR-pdf099.png	"na"""			pending manual source-image review			
158	MNK	Manikaran	102	95	1	cells/i158-MNK-pdf102.png	поu			pending manual source-image review			
158	RAI	Raila Village	99	92	2	cells/i158-RAI-pdf099.png	"na"""			pending manual source-image review			
158	SHA	Shalwar Village	98	91	1	cells/i158-SHA-pdf098.png	"nа"""			pending manual source-image review			
158	SHG	Shangarh	98	91	3	cells/i158-SHG-pdf098.png				pending manual source-image review			
158	SID	Sidua	100	93	1	cells/i158-SID-pdf100.png	СИ			pending manual source-image review			
159	ANI	Ani	102	95	2	cells/i159-ANI-pdf102.png	dos			pending manual source-image review			
159	BAT	Bathad	100	93	3	cells/i159-BAT-pdf100.png	dhas			pending manual source-image review			
159	BHU	Bhutti Village / Lag Valley	101	94	3	cells/i159-BHU-pdf101.png	dus			pending manual source-image review			
159	CHI	Chinninal Village	98	91	2	cells/i159-CHI-pdf098.png	VJb1b sVp			pending manual source-image review			
159	CHU	Churla / Lag Valley	97	90	2	cells/i159-CHU-pdf097.png	'qjaf1 drs.			pending manual source-image review			
159	GAR	Garsah	101	94	1	cells/i159-GAR-pdf101.png	1115%. das			pending manual source-image review			
159	JIB	Jibhi	100	93	2	cells/i159-JIB-pdf100.png	dns			pending manual source-image review			
159	KUL	Kullu (District Headquarters)	101	94	2	cells/i159-KUL-pdf101.png	das			pending manual source-image review			
159	LOR	Loren / South Kullu Valley	97	90	3	cells/i159-LOR-pdf097.png	9,9s1 des			pending manual source-image review			
159	MAN	Manali	99	92	1	cells/i159-MAN-pdf099.png	1159. sep			pending manual source-image review			
159	MAR	Maraur Village	99	92	3	cells/i159-MAR-pdf099.png	ans			pending manual source-image review			
159	MNK	Manikaran	102	95	1	cells/i159-MNK-pdf102.png	dus.			pending manual source-image review			
159	RAI	Raila Village	99	92	2	cells/i159-RAI-pdf099.png	drs			pending manual source-image review			
159	SHA	Shalwar Village	98	91	1	cells/i159-SHA-pdf098.png	gjafA d1s			pending manual source-image review			
159	SHG	Shangarh	98	91	3	cells/i159-SHG-pdf098.png				pending manual source-image review			
159	SID	Sidua	100	93	1	cells/i159-SID-pdf100.png	dha			pending manual source-image review			
160	ANI	Ani	102	95	2	cells/i160-ANI-pdf102.png	geara			pending manual source-image review			
160	BAT	Bathad	100	93	3	cells/i160-BAT-pdf100.png				pending manual source-image review			
160	BHU	Bhutti Village / Lag Valley	101	94	3	cells/i160-BHU-pdf101.png				pending manual source-image review			
160	CHI	Chinninal Village	98	91	2	cells/i160-CHI-pdf098.png				pending manual source-image review			
160	CHU	Churla / Lag Valley	97	90	2	cells/i160-CHU-pdf097.png				pending manual source-image review			
160	GAR	Garsah	101	94	1	cells/i160-GAR-pdf101.png	1/6.			pending manual source-image review			
160	JIB	Jibhi	100	93	2	cells/i160-JIB-pdf100.png	gjasn			pending manual source-image review			
160	KUL	Kullu (District Headquarters)	101	94	2	cells/i160-KUL-pdf101.png	ghijasa			pending manual source-image review			
160	LOR	Loren / South Kullu Valley	97	90	3	cells/i160-LOR-pdf097.png				pending manual source-image review			
160	MAN	Manali	99	92	1	cells/i160-MAN-pdf099.png	160.			pending manual source-image review			
160	MAR	Maraur Village	99	92	3	cells/i160-MAR-pdf099.png	gjas^			pending manual source-image review			
160	MNK	Manikaran	102	95	1	cells/i160-MNK-pdf102.png	2озуб			pending manual source-image review			
160	RAI	Raila Village	99	92	2	cells/i160-RAI-pdf099.png	gjasa			pending manual source-image review			
160	SHA	Shalwar Village	98	91	1	cells/i160-SHA-pdf098.png				pending manual source-image review			
160	SHG	Shangarh	98	91	3	cells/i160-SHG-pdf098.png				pending manual source-image review			
160	SID	Sidua	100	93	1	cells/i160-SID-pdf100.png				pending manual source-image review			
161	ANI	Ani	109	102	2	cells/i161-ANI-pdf109.png	bhasa			pending manual source-image review			
161	BAT	Bathad	107	100	3	cells/i161-BAT-pdf107.png				pending manual source-image review			
161	BHU	Bhutti Village / Lag Valley	108	101	3	cells/i161-BHU-pdf108.png				pending manual source-image review			
161	CHI	Chinninal Village	105	98	2	cells/i161-CHI-pdf105.png	bacn			pending manual source-image review			
161	CHU	Churla / Lag Valley	104	97	2	cells/i161-CHU-pdf104.png	'basn			pending manual source-image review			
161	GAR	Garsah	108	101	1	cells/i161-GAR-pdf108.png	19)			pending manual source-image review			
161	JIB	Jibhi	107	100	2	cells/i161-JIB-pdf107.png				pending manual source-image review			
161	KUL	Kullu (District Headquarters)	108	101	2	cells/i161-KUL-pdf108.png	baca			pending manual source-image review			
161	LOR	Loren / South Kullu Valley	104	97	3	cells/i161-LOR-pdf104.png	bacs			pending manual source-image review			
161	MAN	Manali	106	99	1	cells/i161-MAN-pdf106.png	161.			pending manual source-image review			
161	MAR	Maraur Village	106	99	3	cells/i161-MAR-pdf106.png	bass			pending manual source-image review			
161	MNK	Manikaran	109	102	1	cells/i161-MNK-pdf109.png	bara			pending manual source-image review			
161	RAI	Raila Village	106	99	2	cells/i161-RAI-pdf106.png	barn			pending manual source-image review			
161	SHA	Shalwar Village	105	98	1	cells/i161-SHA-pdf105.png	busn			pending manual source-image review			
161	SHG	Shangarh	105	98	3	cells/i161-SHG-pdf105.png				pending manual source-image review			
161	SID	Sidua	107	100	1	cells/i161-SID-pdf107.png				pending manual source-image review			
162	ANI	Ani	109	102	2	cells/i162-ANI-pdf109.png				pending manual source-image review			
162	BAT	Bathad	107	100	3	cells/i162-BAT-pdf107.png				pending manual source-image review			
162	BHU	Bhutti Village / Lag Valley	108	101	3	cells/i162-BHU-pdf108.png				pending manual source-image review			
162	CHI	Chinninal Village	105	98	2	cells/i162-CHI-pdf105.png				pending manual source-image review			
162	CHU	Churla / Lag Valley	104	97	2	cells/i162-CHU-pdf104.png	'tEsA			pending manual source-image review			
162	GAR	Garsah	108	101	1	cells/i162-GAR-pdf108.png	162.			pending manual source-image review			
162	JIB	Jibhi	107	100	2	cells/i162-JIB-pdf107.png				pending manual source-image review			
162	KUL	Kullu (District Headquarters)	108	101	2	cells/i162-KUL-pdf108.png				pending manual source-image review			
162	LOR	Loren / South Kullu Valley	104	97	3	cells/i162-LOR-pdf104.png	VJ37			pending manual source-image review			
162	MAN	Manali	106	99	1	cells/i162-MAN-pdf106.png	162.			pending manual source-image review			
162	MAR	Maraur Village	106	99	3	cells/i162-MAR-pdf106.png				pending manual source-image review			
162	MNK	Manikaran	109	102	1	cells/i162-MNK-pdf109.png				pending manual source-image review			
162	RAI	Raila Village	106	99	2	cells/i162-RAI-pdf106.png				pending manual source-image review			
162	SHA	Shalwar Village	105	98	1	cells/i162-SHA-pdf105.png				pending manual source-image review			
162	SHG	Shangarh	105	98	3	cells/i162-SHG-pdf105.png				pending manual source-image review			
162	SID	Sidua	107	100	1	cells/i162-SID-pdf107.png				pending manual source-image review			
163	ANI	Ani	109	102	2	cells/i163-ANI-pdf109.png				pending manual source-image review			
163	BAT	Bathad	107	100	3	cells/i163-BAT-pdf107.png				pending manual source-image review			
163	BHU	Bhutti Village / Lag Valley	108	101	3	cells/i163-BHU-pdf108.png				pending manual source-image review			
163	CHI	Chinninal Village	105	98	2	cells/i163-CHI-pdf105.png				pending manual source-image review			
163	CHU	Churla / Lag Valley	104	97	2	cells/i163-CHU-pdf104.png	"'tfa""dn"			pending manual source-image review			
163	GAR	Garsah	108	101	1	cells/i163-GAR-pdf108.png	163.			pending manual source-image review			
163	JIB	Jibhi	107	100	2	cells/i163-JIB-pdf107.png				pending manual source-image review			
163	KUL	Kullu (District Headquarters)	108	101	2	cells/i163-KUL-pdf108.png				pending manual source-image review			
163	LOR	Loren / South Kullu Valley	104	97	3	cells/i163-LOR-pdf104.png				pending manual source-image review			
163	MAN	Manali	106	99	1	cells/i163-MAN-pdf106.png	163.			pending manual source-image review			
163	MAR	Maraur Village	106	99	3	cells/i163-MAR-pdf106.png				pending manual source-image review			
163	MNK	Manikaran	109	102	1	cells/i163-MNK-pdf109.png				pending manual source-image review			
163	RAI	Raila Village	106	99	2	cells/i163-RAI-pdf106.png				pending manual source-image review			
163	SHA	Shalwar Village	105	98	1	cells/i163-SHA-pdf105.png				pending manual source-image review			
163	SHG	Shangarh	105	98	3	cells/i163-SHG-pdf105.png				pending manual source-image review			
163	SID	Sidua	107	100	1	cells/i163-SID-pdf107.png				pending manual source-image review			
164	ANI	Ani	109	102	2	cells/i164-ANI-pdf109.png				pending manual source-image review			
164	BAT	Bathad	107	100	3	cells/i164-BAT-pdf107.png				pending manual source-image review			
164	BHU	Bhutti Village / Lag Valley	108	101	3	cells/i164-BHU-pdf108.png				pending manual source-image review			
164	CHI	Chinninal Village	105	98	2	cells/i164-CHI-pdf105.png				pending manual source-image review			
164	CHU	Churla / Lag Valley	104	97	2	cells/i164-CHU-pdf104.png	prndln			pending manual source-image review			
164	GAR	Garsah	108	101	1	cells/i164-GAR-pdf108.png	164.			pending manual source-image review			
164	JIB	Jibhi	107	100	2	cells/i164-JIB-pdf107.png				pending manual source-image review			
164	KUL	Kullu (District Headquarters)	108	101	2	cells/i164-KUL-pdf108.png				pending manual source-image review			
164	LOR	Loren / South Kullu Valley	104	97	3	cells/i164-LOR-pdf104.png				pending manual source-image review			
164	MAN	Manali	106	99	1	cells/i164-MAN-pdf106.png	164.			pending manual source-image review			
164	MAR	Maraur Village	106	99	3	cells/i164-MAR-pdf106.png				pending manual source-image review			
164	MNK	Manikaran	109	102	1	cells/i164-MNK-pdf109.png				pending manual source-image review			
164	RAI	Raila Village	106	99	2	cells/i164-RAI-pdf106.png				pending manual source-image review			
164	SHA	Shalwar Village	105	98	1	cells/i164-SHA-pdf105.png				pending manual source-image review			
164	SHG	Shangarh	105	98	3	cells/i164-SHG-pdf105.png				pending manual source-image review			
164	SID	Sidua	107	100	1	cells/i164-SID-pdf107.png				pending manual source-image review			
165	ANI	Ani	109	102	2	cells/i165-ANI-pdf109.png				pending manual source-image review			
165	BAT	Bathad	107	100	3	cells/i165-BAT-pdf107.png				pending manual source-image review			
165	BHU	Bhutti Village / Lag Valley	108	101	3	cells/i165-BHU-pdf108.png				pending manual source-image review			
165	CHI	Chinninal Village	105	98	2	cells/i165-CHI-pdf105.png				pending manual source-image review			
165	CHU	Churla / Lag Valley	104	97	2	cells/i165-CHU-pdf104.png	so'l V			pending manual source-image review			
165	GAR	Garsah	108	101	1	cells/i165-GAR-pdf108.png	165.			pending manual source-image review			
165	JIB	Jibhi	107	100	2	cells/i165-JIB-pdf107.png				pending manual source-image review			
165	KUL	Kullu (District Headquarters)	108	101	2	cells/i165-KUL-pdf108.png				pending manual source-image review			
165	LOR	Loren / South Kullu Valley	104	97	3	cells/i165-LOR-pdf104.png				pending manual source-image review			
165	MAN	Manali	106	99	1	cells/i165-MAN-pdf106.png	165.			pending manual source-image review			
165	MAR	Maraur Village	106	99	3	cells/i165-MAR-pdf106.png				pending manual source-image review			
165	MNK	Manikaran	109	102	1	cells/i165-MNK-pdf109.png				pending manual source-image review			
165	RAI	Raila Village	106	99	2	cells/i165-RAI-pdf106.png				pending manual source-image review			
165	SHA	Shalwar Village	105	98	1	cells/i165-SHA-pdf105.png				pending manual source-image review			
165	SHG	Shangarh	105	98	3	cells/i165-SHG-pdf105.png				pending manual source-image review			
165	SID	Sidua	107	100	1	cells/i165-SID-pdf107.png				pending manual source-image review			
166	ANI	Ani	109	102	2	cells/i166-ANI-pdf109.png				pending manual source-image review			
166	BAT	Bathad	107	100	3	cells/i166-BAT-pdf107.png				pending manual source-image review			
166	BHU	Bhutti Village / Lag Valley	108	101	3	cells/i166-BHU-pdf108.png				pending manual source-image review			
166	CHI	Chinninal Village	105	98	2	cells/i166-CHI-pdf105.png				pending manual source-image review			
166	CHU	Churla / Lag Valley	104	97	2	cells/i166-CHU-pdf104.png	stass			pending manual source-image review			
166	GAR	Garsah	108	101	1	cells/i166-GAR-pdf108.png				pending manual source-image review			
166	JIB	Jibhi	107	100	2	cells/i166-JIB-pdf107.png				pending manual source-image review			
166	KUL	Kullu (District Headquarters)	108	101	2	cells/i166-KUL-pdf108.png				pending manual source-image review			
166	LOR	Loren / South Kullu Valley	104	97	3	cells/i166-LOR-pdf104.png				pending manual source-image review			
166	MAN	Manali	106	99	1	cells/i166-MAN-pdf106.png	160.			pending manual source-image review			
166	MAR	Maraur Village	106	99	3	cells/i166-MAR-pdf106.png				pending manual source-image review			
166	MNK	Manikaran	109	102	1	cells/i166-MNK-pdf109.png				pending manual source-image review			
166	RAI	Raila Village	106	99	2	cells/i166-RAI-pdf106.png				pending manual source-image review			
166	SHA	Shalwar Village	105	98	1	cells/i166-SHA-pdf105.png				pending manual source-image review			
166	SHG	Shangarh	105	98	3	cells/i166-SHG-pdf105.png				pending manual source-image review			
166	SID	Sidua	107	100	1	cells/i166-SID-pdf107.png				pending manual source-image review			
167	ANI	Ani	109	102	2	cells/i167-ANI-pdf109.png				pending manual source-image review			
167	BAT	Bathad	107	100	3	cells/i167-BAT-pdf107.png				pending manual source-image review			
167	BHU	Bhutti Village / Lag Valley	108	101	3	cells/i167-BHU-pdf108.png				pending manual source-image review			
167	CHI	Chinninal Village	105	98	2	cells/i167-CHI-pdf105.png				pending manual source-image review			
167	CHU	Churla / Lag Valley	104	97	2	cells/i167-CHU-pdf104.png	'thasn			pending manual source-image review			
167	GAR	Garsah	108	101	1	cells/i167-GAR-pdf108.png	167.			pending manual source-image review			
167	JIB	Jibhi	107	100	2	cells/i167-JIB-pdf107.png				pending manual source-image review			
167	KUL	Kullu (District Headquarters)	108	101	2	cells/i167-KUL-pdf108.png				pending manual source-image review			
167	LOR	Loren / South Kullu Valley	104	97	3	cells/i167-LOR-pdf104.png				pending manual source-image review			
167	MAN	Manali	106	99	1	cells/i167-MAN-pdf106.png	167.			pending manual source-image review			
167	MAR	Maraur Village	106	99	3	cells/i167-MAR-pdf106.png				pending manual source-image review			
167	MNK	Manikaran	109	102	1	cells/i167-MNK-pdf109.png				pending manual source-image review			
167	RAI	Raila Village	106	99	2	cells/i167-RAI-pdf106.png				pending manual source-image review			
167	SHA	Shalwar Village	105	98	1	cells/i167-SHA-pdf105.png	ta:fA			pending manual source-image review			
167	SHG	Shangarh	105	98	3	cells/i167-SHG-pdf105.png				pending manual source-image review			
167	SID	Sidua	107	100	1	cells/i167-SID-pdf107.png				pending manual source-image review			
168	ANI	Ani	109	102	2	cells/i168-ANI-pdf109.png				pending manual source-image review			
168	BAT	Bathad	107	100	3	cells/i168-BAT-pdf107.png				pending manual source-image review			
168	BHU	Bhutti Village / Lag Valley	108	101	3	cells/i168-BHU-pdf108.png				pending manual source-image review			
168	CHI	Chinninal Village	105	98	2	cells/i168-CHI-pdf105.png				pending manual source-image review			
168	CHU	Churla / Lag Valley	104	97	2	cells/i168-CHU-pdf104.png	an:i			pending manual source-image review			
168	GAR	Garsah	108	101	1	cells/i168-GAR-pdf108.png	168-			pending manual source-image review			
168	JIB	Jibhi	107	100	2	cells/i168-JIB-pdf107.png				pending manual source-image review			
168	KUL	Kullu (District Headquarters)	108	101	2	cells/i168-KUL-pdf108.png				pending manual source-image review			
168	LOR	Loren / South Kullu Valley	104	97	3	cells/i168-LOR-pdf104.png				pending manual source-image review			
168	MAN	Manali	106	99	1	cells/i168-MAN-pdf106.png	168.			pending manual source-image review			
168	MAR	Maraur Village	106	99	3	cells/i168-MAR-pdf106.png				pending manual source-image review			
168	MNK	Manikaran	109	102	1	cells/i168-MNK-pdf109.png				pending manual source-image review			
168	RAI	Raila Village	106	99	2	cells/i168-RAI-pdf106.png				pending manual source-image review			
168	SHA	Shalwar Village	105	98	1	cells/i168-SHA-pdf105.png	'onii /nn:			pending manual source-image review			
168	SHG	Shangarh	105	98	3	cells/i168-SHG-pdf105.png				pending manual source-image review			
168	SID	Sidua	107	100	1	cells/i168-SID-pdf107.png				pending manual source-image review			
169	ANI	Ani	109	102	2	cells/i169-ANI-pdf109.png	bi			pending manual source-image review			
169	BAT	Bathad	107	100	3	cells/i169-BAT-pdf107.png	!49			pending manual source-image review			
169	BHU	Bhutti Village / Lag Valley	108	101	3	cells/i169-BHU-pdf108.png				pending manual source-image review			
169	CHI	Chinninal Village	105	98	2	cells/i169-CHI-pdf105.png	bi:h			pending manual source-image review			
169	CHU	Churla / Lag Valley	104	97	2	cells/i169-CHU-pdf104.png	bi: h			pending manual source-image review			
169	GAR	Garsah	108	101	1	cells/i169-GAR-pdf108.png	189 4:19			pending manual source-image review			
169	JIB	Jibhi	107	100	2	cells/i169-JIB-pdf107.png				pending manual source-image review			
169	KUL	Kullu (District Headquarters)	108	101	2	cells/i169-KUL-pdf108.png	19			pending manual source-image review			
169	LOR	Loren / South Kullu Valley	104	97	3	cells/i169-LOR-pdf104.png	bi:			pending manual source-image review			
169	MAN	Manali	106	99	1	cells/i169-MAN-pdf106.png	169.			pending manual source-image review			
169	MAR	Maraur Village	106	99	3	cells/i169-MAR-pdf106.png	bi:			pending manual source-image review			
169	MNK	Manikaran	109	102	1	cells/i169-MNK-pdf109.png	. bi			pending manual source-image review			
169	RAI	Raila Village	106	99	2	cells/i169-RAI-pdf106.png	bi: h			pending manual source-image review			
169	SHA	Shalwar Village	105	98	1	cells/i169-SHA-pdf105.png	bi:			pending manual source-image review			
169	SHG	Shangarh	105	98	3	cells/i169-SHG-pdf105.png				pending manual source-image review			
169	SID	Sidua	107	100	1	cells/i169-SID-pdf107.png	bi			pending manual source-image review			
170	ANI	Ani	109	102	2	cells/i170-ANI-pdf109.png				pending manual source-image review			
