PDF_Page	Printed_Page	Concept	Gloss	Lect	Category	Response_Index	Form	Notes	Continuation	Raw_Fragments	Source_Status
139	132	160	ten	Rathwi Bareli-Udainagar	1	1	d̪ʌʃ		0	Rathwi Bareli-Udainagar 1 d̪ʌʃ	response
139	132	160	ten	Rathwi Bareli-Chiklia	1	1	d̪ɔs		0	Rathwi Bareli-Chiklia 1 d̪ɔs	response
139	132	160	ten	Rathwi-Chenpur	1	1	d̪ʌs		0	Rathwi-Chenpur 1 d̪ʌs	response
139	132	160	ten	Rathwi-Dongargaon	1	1	d̪ʌs		0	Rathwi-Dongargaon 1 d̪ʌs	response
139	132	160	ten	Bhilali-Bodugam	1	1	d̪ʌs		0	Bhilali-Bodugam 1 d̪ʌs	response
139	132	160	ten	Bhili-Punyawat	2	1	d̪ɔh		0	Bhili-Punyawat 2 d̪ɔh	response
139	132	160	ten	Bhili-Anjhera	1	1	d̪ʌs		0	Bhili-Anjhera 1 d̪ʌs	response
139	132	160	ten	Bhilali-Anjhera	1	1	d̪ʌs		0	Bhilali-Anjhera 1 d̪ʌs	response
139	132	160	ten	Bhilali-Mandwi	1	1	d̪ʌs		0	Bhilali-Mandwi 1 d̪ʌs	response
139	132	160	ten	Bhilali-Navalpura	1	1	d̪ʌs		0	Bhilali-Navalpura 1 d̪ʌs	response
139	132	160	ten	Bhilali-Agar	1	1	d̪ʌs		0	Bhilali-Agar 1 d̪ʌs	response
139	132	160	ten	Bhilali-Udaigadh	1	1	d̪ʌs		0	Bhilali-Udaigadh 1 d̪ʌs	response
139	132	160	ten	Bhilali-Kattivada	2	1	d̪ɔh		0	Bhilali-Kattivada 2 d̪ɔh	response
139	132	160	ten	Parya Bhilali-Bhorwada	1	1	d̪ʌs		0	Parya Bhilali- Bhorwada 1 d̪ʌs	response
139	132	160	ten	Bhili-Piplia	2	1	d̪ʌh		0	Bhili-Piplia 2 d̪ʌh	response
139	132	160	ten	Bhili-Kharod	1	1	d̪ʌs		0	Bhili-Kharod 1 d̪ʌs	response
139	132	160	ten	Bhilali-Aspai	2	1	d̪əh		0	Bhilali-Aspai 2 d̪əh	response
139	132	160	ten	Rathawi-Mankodi	1	1	d̪ʌs		0	Rathawi-Mankodi 1 d̪ʌs	response
139	132	160	ten	Palya-Choutharya	2	1	d̪ʌh		0	Palya-Choutharya 2 d̪ʌh	response
139	132	160	ten	Palya-Natvada	2	1	d̪ʌh		0	Palya-Natvada 2 d̪ʌh	response
139	132	160	ten	Bareli Pauri-Shahana	1	1	d̪ʌs		0	Bareli Pauri-Shahana 1 d̪ʌs	response
139	132	160	ten	Bareli Pauri-Mandvi	2	1	d̪oh		0	Bareli Pauri-Mandvi 2 d̪oh	response
139	132	160	ten	Bareli Pauri-Khadki	1	1	d̪ɔs		0	Bareli Pauri-Khadki 1 d̪ɔs	response
139	132	160	ten	Nimadi-Khargone	1	1	d̪ɑs		0	Nimadi-Khargone 1 d̪ɑs	response
139	132	160	ten	Nimadi-Awlia	1	1	d̪ʌs		0	Nimadi-Awlia 1 d̪ʌs	response
139	132	160	ten	Nimadi-Ashapur	1	1	d̪ʌs		0	Nimadi-Ashapur 1 d̪ʌs	response
139	132	160	ten	Ahirani-Dhule	2	1	d̪a		0	Ahirani-Dhule 2 d̪a	response
139	132	160	ten	Hindi	1	1	d̪əs		0	Hindi 1 d̪əs	response
139	132	160	ten	Gujarati	1	1	d̪əs		0	Gujarati 1 d̪əs	response
139	132	160	ten	Marathi	2	1	dʌ̪hɑ		0	Marathi 2 dʌ̪hɑ	response
140	133	161	eleven	Rathwi Pauri-Amalwadi	1	1	igjaɾe		0	Rathwi Pauri-Amalwadi 1 igjaɾe	response
140	133	161	eleven	Rathwi Pauri-Segwi	1	1	igjɑɾe		0	Rathwi Pauri-Segwi 1 igjɑɾe	response
140	133	161	eleven	Rathwi Bareli-Tharadpura	1	1	gjɑɾe		0	Rathwi Bareli-Tharadpura 1 gjɑɾe	response
140	133	161	eleven	Rathwi Bareli-Udainagar	1	1	ɪgjɑɾe		0	Rathwi Bareli-Udainagar 1 ɪgjɑɾe	response
140	133	161	eleven	Rathwi Bareli-Chiklia	1	1	gjɑɾe		0	Rathwi Bareli-Chiklia 1 gjɑɾe	response
140	133	161	eleven	Rathwi-Chenpur	1	1	ɪgjɑɾe		0	Rathwi-Chenpur 1 ɪgjɑɾe	response
140	133	161	eleven	Rathwi-Dongargaon	1	1	ɪgjɑɾe		0	Rathwi-Dongargaon 1 ɪgjɑɾe	response
140	133	161	eleven	Bhilali-Bodugam	1	1	gjɑɾe		0	Bhilali-Bodugam 1 gjɑɾe	response
140	133	161	eleven	Bhili-Punyawat	1	1	gjɑɾɑ		0	Bhili-Punyawat 1 gjɑɾɑ	response
140	133	161	eleven	Bhili-Anjhera	1	1	gjɑɾɑ		0	Bhili-Anjhera 1 gjɑɾɑ	response
140	133	161	eleven	Bhilali-Anjhera	1	1	gjɑɾɑ		0	Bhilali-Anjhera 1 gjɑɾɑ	response
140	133	161	eleven	Bhilali-Mandwi	1	1	gjɑɾɑ		0	Bhilali-Mandwi 1 gjɑɾɑ	response
140	133	161	eleven	Bhilali-Navalpura	1	1	gjɑɾe		0	Bhilali-Navalpura 1 gjɑɾe	response
140	133	161	eleven	Bhilali-Agar	1	1	gjɑɾe		0	Bhilali-Agar 1 gjɑɾe	response
140	133	161	eleven	Bhilali-Udaigadh	1	1	gjɑɾe		0	Bhilali-Udaigadh 1 gjɑɾe	response
140	133	161	eleven	Bhilali-Kattivada	1	1	ʌgjɑr		0	Bhilali-Kattivada 1 ʌgjɑr	response
140	133	161	eleven	Parya Bhilali-Bhorwada	1	1	gjɑɾɑ		0	Parya Bhilali- Bhorwada 1 gjɑɾɑ	response
140	133	161	eleven	Bhili-Piplia	1	1	ʌgjɑɾe		0	Bhili-Piplia 1 ʌgjɑɾe	response
140	133	161	eleven	Bhili-Kharod	1	1	ʌgiar		0	Bhili-Kharod 1 ʌgiar	response
140	133	161	eleven	Bhilali-Aspai	1	1	ɑgijɑɾ		0	Bhilali-Aspai 1 ɑgijɑɾ	response
140	133	161	eleven	Rathawi-Mankodi	1	1	ʌgjɑr		0	Rathawi-Mankodi 1 ʌgjɑr	response
140	133	161	eleven	Palya-Choutharya	1	1	gjɑɾe		0	Palya-Choutharya 1 gjɑɾe	response
140	133	161	eleven	Palya-Natvada	1	1	ɪgjɑɾe		0	Palya-Natvada 1 ɪgjɑɾe	response
140	133	161	eleven	Bareli Pauri-Shahana	2	1	ʌkʌra		0	Bareli Pauri-Shahana 2 ʌkʌra	response
140	133	161	eleven	Bareli Pauri-Mandvi	1	1	igjɑɾ		0	Bareli Pauri-Mandvi 1 igjɑɾ	response
140	133	161	eleven	Bareli Pauri-Khadki	1	1	igjɑɾɑ		0	Bareli Pauri-Khadki 1 igjɑɾɑ	response
140	133	161	eleven	Nimadi-Khargone	1	1	gjɑɾɑ		0	Nimadi-Khargone 1 gjɑɾɑ	response
140	133	161	eleven	Nimadi-Awlia	1	1	gjɑɾʌ		0	Nimadi-Awlia 1 gjɑɾʌ	response
140	133	161	eleven	Nimadi-Ashapur	1	1	gjɑɾɑ		0	Nimadi-Ashapur 1 gjɑɾɑ	response
140	133	161	eleven	Ahirani-Dhule	2	1	lʌkʌrʌ		0	Ahirani-Dhule 2 lʌkʌrʌ	response
140	133	161	eleven	Hindi	1	1	gjɑɾʌ		0	Hindi 1 gjɑɾʌ	response
140	133	161	eleven	Gujarati	1	1	əgiɑɾ		0	Gujarati 1 əgiɑɾ	response
140	133	161	eleven	Marathi	2	1	ʌkʌɾɑ		0	Marathi 2 ʌkʌɾɑ	response
140	133	162	twelve	Rathwi Pauri-Amalwadi	1	1	bare		0	Rathwi Pauri-Amalwadi 1 bare	response
140	133	162	twelve	Rathwi Pauri-Segwi	1	1	bare		0	Rathwi Pauri-Segwi 1 bare	response
140	133	162	twelve	Rathwi Bareli-Tharadpura	1	1	bɑɾe		0	Rathwi Bareli-Tharadpura 1 bɑɾe	response
140	133	162	twelve	Rathwi Bareli-Udainagar	1	1	bɑɾe		0	Rathwi Bareli-Udainagar 1 bɑɾe	response
140	133	162	twelve	Rathwi Bareli-Chiklia	1	1	bɑɾe		0	Rathwi Bareli-Chiklia 1 bɑɾe	response
140	133	162	twelve	Rathwi-Chenpur	1	1	bɑɾe		0	Rathwi-Chenpur 1 bɑɾe	response
140	133	162	twelve	Rathwi-Dongargaon	1	1	bɑɾe		0	Rathwi-Dongargaon 1 bɑɾe	response
140	133	162	twelve	Bhilali-Bodugam	1	1	bɑɾe		0	Bhilali-Bodugam 1 bɑɾe	response
140	133	162	twelve	Bhili-Punyawat	1	1	bɑɾɑ		0	Bhili-Punyawat 1 bɑɾɑ	response
140	133	162	twelve	Bhili-Anjhera	1	1	bɑɾɑ		0	Bhili-Anjhera 1 bɑɾɑ	response
140	133	162	twelve	Bhilali-Anjhera	1	1	bɑɾɑ		0	Bhilali-Anjhera 1 bɑɾɑ	response
140	133	162	twelve	Bhilali-Mandwi	1	1	bɑɾɑ		0	Bhilali-Mandwi 1 bɑɾɑ	response
140	133	162	twelve	Bhilali-Navalpura	1	1	bɑɾɑ		0	Bhilali-Navalpura 1 bɑɾɑ	response
140	133	162	twelve	Bhilali-Agar	1	1	bɑɾe		0	Bhilali-Agar 1 bɑɾe	response
140	133	162	twelve	Bhilali-Udaigadh	1	1	bɑɾe		0	Bhilali-Udaigadh 1 bɑɾe	response
140	133	162	twelve	Bhilali-Kattivada	1	1	bɑɾ		0	Bhilali-Kattivada 1 bɑɾ	response
140	133	162	twelve	Parya Bhilali-Bhorwada	1	1	bɑɾɑ		0	Parya Bhilali- Bhorwada 1 bɑɾɑ	response
140	133	162	twelve	Bhili-Piplia	1	1	bɑɾe		0	Bhili-Piplia 1 bɑɾe	response
140	133	162	twelve	Bhili-Kharod	1	1	bar		0	Bhili-Kharod 1 bar	response
140	133	162	twelve	Bhilali-Aspai	1	1	bɑɾ		0	Bhilali-Aspai 1 bɑɾ	response
140	133	162	twelve	Rathawi-Mankodi	1	1	bɑr		0	Rathawi-Mankodi 1 bɑr	response
140	133	162	twelve	Palya-Choutharya	1	1	bɑɾe		0	Palya-Choutharya 1 bɑɾe	response
140	133	162	twelve	Palya-Natvada	1	1	bɑɾe		0	Palya-Natvada 1 bɑɾe	response
140	133	162	twelve	Bareli Pauri-Shahana	1	1	bara		0	Bareli Pauri-Shahana 1 bara	response
140	133	162	twelve	Bareli Pauri-Mandvi	1	1	bar		0	Bareli Pauri-Mandvi 1 bar	response
140	133	162	twelve	Bareli Pauri-Khadki	1	1	bɑɾɑ		0	Bareli Pauri-Khadki 1 bɑɾɑ	response
140	133	162	twelve	Nimadi-Khargone	1	1	bɑɾɑ		0	Nimadi-Khargone 1 bɑɾɑ	response
140	133	162	twelve	Nimadi-Awlia	1	1	bɑɾɑ		0	Nimadi-Awlia 1 bɑɾɑ	response
140	133	162	twelve	Nimadi-Ashapur	1	1	bɑɾɑ		0	Nimadi-Ashapur 1 bɑɾɑ	response
140	133	162	twelve	Ahirani-Dhule	1	1	bɑɾɑ		0	Ahirani-Dhule 1 bɑɾɑ	response
140	133	162	twelve	Hindi	1	1	bɑɾʌ		0	Hindi 1 bɑɾʌ	response
140	133	162	twelve	Gujarati	1	1	bɑɾ		0	Gujarati 1 bɑɾ	response
140	133	162	twelve	Marathi	1	1	bɑɾɑ		0	Marathi 1 bɑɾɑ	response
140	133	163	twenty	Rathwi Pauri-Amalwadi	1	1	βis		0	Rathwi Pauri-Amalwadi 1 βis	response
140	133	163	twenty	Rathwi Pauri-Segwi	1	1	bis		0	Rathwi Pauri-Segwi 1 bis	response
140	133	163	twenty	Rathwi Bareli-Tharadpura	1	1	ʋis		0	Rathwi Bareli-Tharadpura 1 ʋis	response
140	133	163	twenty	Rathwi Bareli-Udainagar	1	1	vis		0	Rathwi Bareli-Udainagar 1 vis	response
140	133	163	twenty	Rathwi Bareli-Chiklia	1	1	ʋis		0	Rathwi Bareli-Chiklia 1 ʋis	response
140	133	163	twenty	Rathwi-Chenpur	1	1	vis		0	Rathwi-Chenpur 1 vis	response
140	133	163	twenty	Rathwi-Dongargaon	1	1	vis		0	Rathwi-Dongargaon 1 vis	response
140	133	163	twenty	Bhilali-Bodugam	1	1	vis		0	Bhilali-Bodugam 1 vis	response
140	133	163	twenty	Bhili-Punyawat	1	1	vih		0	Bhili-Punyawat 1 vih	response
140	133	163	twenty	Bhili-Anjhera	1	1	vis		0	Bhili-Anjhera 1 vis	response
140	133	163	twenty	Bhilali-Anjhera	1	1	vis		0	Bhilali-Anjhera 1 vis	response
140	133	163	twenty	Bhilali-Mandwi	1	1	vis		0	Bhilali-Mandwi 1 vis	response
140	133	163	twenty	Bhilali-Navalpura	1	1	vis		0	Bhilali-Navalpura 1 vis	response
140	133	163	twenty	Bhilali-Agar	1	1	vis		0	Bhilali-Agar 1 vis	response
140	133	163	twenty	Bhilali-Udaigadh	1	1	vis		0	Bhilali-Udaigadh 1 vis	response
140	133	163	twenty	Bhilali-Kattivada	1	1	vih		0	Bhilali-Kattivada 1 vih	response
140	133	163	twenty	Parya Bhilali-Bhorwada	1	1	bis		0	Parya Bhilali- Bhorwada 1 bis	response
140	133	163	twenty	Bhili-Piplia	1	1	vih		0	Bhili-Piplia 1 vih	response
140	133	163	twenty	Bhili-Kharod	1	1	wis		0	Bhili-Kharod 1 wis	response
140	133	163	twenty	Bhilali-Aspai	1	1	vɪh̃i		0	Bhilali-Aspai 1 vɪh̃i	response
140	133	163	twenty	Rathawi-Mankodi	1	1	vis		0	Rathawi-Mankodi 1 vis	response
140	133	163	twenty	Palya-Choutharya	1	1	vih		0	Palya-Choutharya 1 vih	response
140	133	163	twenty	Palya-Natvada	1	1	vih		0	Palya-Natvada 1 vih	response
140	133	163	twenty	Bareli Pauri-Shahana	1	1	βis		0	Bareli Pauri-Shahana 1 βis	response
140	133	163	twenty	Bareli Pauri-Mandvi	1	1	βihi		0	Bareli Pauri-Mandvi 1 βihi	response
140	133	163	twenty	Bareli Pauri-Khadki	1	1	vih		0	Bareli Pauri-Khadki 1 vih	response
140	133	163	twenty	Nimadi-Khargone	1	1	bis		0	Nimadi-Khargone 1 bis	response
140	133	163	twenty	Nimadi-Awlia	1	1	bis		0	Nimadi-Awlia 1 bis	response
140	133	163	twenty	Nimadi-Ashapur	1	1	bis		0	Nimadi-Ashapur 1 bis	response
140	133	163	twenty	Ahirani-Dhule	1	1	wis		0	Ahirani-Dhule 1 wis	response
140	133	163	twenty	Hindi	1	1	bis		0	Hindi 1 bis	response
140	133	163	twenty	Gujarati	1	1	vis		0	Gujarati 1 vis	response
140	133	163	twenty	Marathi	1	1	βis		0	Marathi 1 βis	response
141	134	164	one hundred	Rathwi Pauri-Amalwadi	1	1	ek-so		0	Rathwi Pauri-Amalwadi 1 ek-so	response
141	134	164	one hundred	Rathwi Pauri-Segwi	1	1	ek-soː		0	Rathwi Pauri-Segwi 1 ek-soː	response
141	134	164	one hundred	Rathwi Bareli-Tharadpura	1	1	sɑu		0	Rathwi Bareli-Tharadpura 1 sɑu	response
141	134	164	one hundred	Rathwi Bareli-Udainagar	1	1	sɑu		0	Rathwi Bareli-Udainagar 1 sɑu	response
141	134	164	one hundred	Rathwi Bareli-Chiklia	1	1	sɑu		0	Rathwi Bareli-Chiklia 1 sɑu	response
141	134	164	one hundred	Rathwi-Chenpur	1	1	sɔu		0	Rathwi-Chenpur 1 sɔu	response
141	134	164	one hundred	Rathwi-Dongargaon	1	1	sɔu		0	Rathwi-Dongargaon 1 sɔu	response
141	134	164	one hundred	Bhilali-Bodugam	1	1	sɔu		0	Bhilali-Bodugam 1 sɔu	response
141	134	164	one hundred	Bhili-Punyawat	1	1	xɔv		0	Bhili-Punyawat 1 xɔv	response
141	134	164	one hundred	Bhili-Anjhera	1	1	sɑu		0	Bhili-Anjhera 1 sɑu	response
141	134	164	one hundred	Bhilali-Anjhera	1	1	sɑu		0	Bhilali-Anjhera 1 sɑu	response
141	134	164	one hundred	Bhilali-Mandwi	1	1	sʌu		0	Bhilali-Mandwi 1 sʌu	response
141	134	164	one hundred	Bhilali-Navalpura	1	1	sʌu		0	Bhilali-Navalpura 1 sʌu	response
141	134	164	one hundred	Bhilali-Agar	1	1	sʌu		0	Bhilali-Agar 1 sʌu	response
141	134	164	one hundred	Bhilali-Udaigadh	1	1	sɔu		0	Bhilali-Udaigadh 1 sɔu	response
141	134	164	one hundred	Bhilali-Kattivada	1	1	ek hʌu		0	Bhilali-Kattivada 1 ek hʌu	response
141	134	164	one hundred	Parya Bhilali-Bhorwada	1	1	sʌu		0	Parya Bhilali- Bhorwada 1 sʌu	response
141	134	164	one hundred	Bhili-Piplia	1	1	hɔ		0	Bhili-Piplia 1 hɔ	response
141	134	164	one hundred	Bhili-Kharod	1	1	ho		0	Bhili-Kharod 1 ho	response
141	134	164	one hundred	Bhilali-Aspai	1	1	ek hõ		0	Bhilali-Aspai 1 ek hõ	response
141	134	164	one hundred	Rathawi-Mankodi	1	1	ho		0	Rathawi-Mankodi 1 ho	response
141	134	164	one hundred	Palya-Choutharya	1	1	ho		0	Palya-Choutharya 1 ho	response
141	134	164	one hundred	Palya-Natvada	1	1	ho		0	Palya-Natvada 1 ho	response
141	134	164	one hundred	Bareli Pauri-Shahana	1	1	ek-ho		0	Bareli Pauri-Shahana 1 ek-ho	response
141	134	164	one hundred	Bareli Pauri-Mandvi	1	1	ek-ho		0	Bareli Pauri-Mandvi 1 ek-ho	response
141	134	164	one hundred	Bareli Pauri-Khadki	1	1	hɔv		0	Bareli Pauri-Khadki 1 hɔv	response
141	134	164	one hundred	Nimadi-Khargone	1	1	sɑu		0	Nimadi-Khargone 1 sɑu	response
141	134	164	one hundred	Nimadi-Awlia	1	1	sʌu		0	Nimadi-Awlia 1 sʌu	response
141	134	164	one hundred	Nimadi-Ashapur	1	1	sʌu		0	Nimadi-Ashapur 1 sʌu	response
141	134	164	one hundred	Ahirani-Dhule	3	1	ʃʌmbɦʌɾ		0	Ahirani-Dhule 3 ʃʌmbɦʌɾ	response
141	134	164	one hundred	Hindi	1	1	so		0	Hindi 1 so	response
141	134	164	one hundred	Gujarati	1	1	so		0	Gujarati 1 so	response
141	134	164	one hundred	Marathi	3	1	ʃʌmbɦʌɾ		0	Marathi 3 ʃʌmbɦʌɾ	response
141	134	165	who?	Rathwi Pauri-Amalwadi	1	1	kuɳ		0	Rathwi Pauri-Amalwadi 1 kuɳ	response
141	134	165	who?	Rathwi Pauri-Segwi	1	1	kuɳ		0	Rathwi Pauri-Segwi 1 kuɳ	response
141	134	165	who?	Rathwi Bareli-Tharadpura	1	1	kuɳ		0	Rathwi Bareli-Tharadpura 1 kuɳ	response
141	134	165	who?	Rathwi Bareli-Udainagar	1	1	kuɳ		0	Rathwi Bareli-Udainagar 1 kuɳ	response
141	134	165	who?	Rathwi Bareli-Chiklia	1	1	kʊɳ		0	Rathwi Bareli-Chiklia 1 kʊɳ	response
141	134	165	who?	Rathwi-Chenpur	1	1	kuɳ		0	Rathwi-Chenpur 1 kuɳ	response
141	134	165	who?	Rathwi-Dongargaon	1	1	kuɳ		0	Rathwi-Dongargaon 1 kuɳ	response
141	134	165	who?	Bhilali-Bodugam	1	1	kuɳ		0	Bhilali-Bodugam 1 kuɳ	response
141	134	165	who?	Bhili-Punyawat	1	1	kuɳ		0	Bhili-Punyawat 1 kuɳ	response
141	134	165	who?	Bhili-Anjhera	1	1	kũɳ		0	Bhili-Anjhera 1 kũɳ	response
141	134	165	who?	Bhilali-Anjhera	1	1	kuɳ		0	Bhilali-Anjhera 1 kuɳ	response
141	134	165	who?	Bhilali-Mandwi	1	1	kuɳ		0	Bhilali-Mandwi 1 kuɳ	response
141	134	165	who?	Bhilali-Navalpura	1	1	kuɳ		0	Bhilali-Navalpura 1 kuɳ	response
141	134	165	who?	Bhilali-Agar	1	1	kuɳ		0	Bhilali-Agar 1 kuɳ	response
141	134	165	who?	Bhilali-Udaigadh	1	1	kuɳ		0	Bhilali-Udaigadh 1 kuɳ	response
141	134	165	who?	Bhilali-Kattivada	6	1	kɔj		0	Bhilali-Kattivada 6 kɔj	response
141	134	165	who?	Parya Bhilali-Bhorwada	1	1	kuɳ		0	Parya Bhilali- Bhorwada 1 kuɳ	response
141	134	165	who?	Bhili-Piplia	1	1	kun		0	Bhili-Piplia 1 kun	response
141	134	165	who?	Bhili-Kharod	1	1	kuɳ		0	Bhili-Kharod 1 kuɳ	response
141	134	165	who?	Bhilali-Aspai	6	1	kojɪ		0	Bhilali-Aspai 6 kojɪ	response
141	134	165	who?	Rathawi-Mankodi	6	1	koi		0	Rathawi-Mankodi 6 koi	response
141	134	165	who?	Palya-Choutharya	6	1	koi		0	Palya-Choutharya 6 koi	response
141	134	165	who?	Palya-Natvada	6	1	koj		0	Palya-Natvada 6 koj	response
141	134	165	who?	Bareli Pauri-Shahana	1	1	kuɳ		0	Bareli Pauri-Shahana 1 kuɳ	response
141	134	165	who?	Bareli Pauri-Mandvi	1	1	kuɳ		0	Bareli Pauri-Mandvi 1 kuɳ	response
141	134	165	who?	Bareli Pauri-Khadki	1	1	kuɳ		0	Bareli Pauri-Khadki 1 kuɳ	response
141	134	165	who?	Nimadi-Khargone	1	1	kuɳ		0	Nimadi-Khargone 1 kuɳ	response
141	134	165	who?	Nimadi-Awlia	1	1	kunə		0	Nimadi-Awlia 1 kunə	response
141	134	165	who?	Nimadi-Ashapur	1	1	kuɳ		0	Nimadi-Ashapur 1 kuɳ	response
141	134	165	who?	Ahirani-Dhule	1	1	kon		0	Ahirani-Dhule 1 kon	response
141	134	165	who?	Hindi	1	1	koun		0	Hindi 1 koun	response
141	134	165	who?	Gujarati	1	1	kɔɳ		0	Gujarati 1 kɔɳ	response
141	134	165	who?	Marathi	1	1	koɳ		0	Marathi 1 koɳ	response
141	134	166	what?	Rathwi Pauri-Amalwadi	3	1	kai		0	Rathwi Pauri-Amalwadi 3 kai	response
141	134	166	what?	Rathwi Pauri-Segwi	3	1	kai		0	Rathwi Pauri-Segwi 3 kai	response
141	134	166	what?	Rathwi Bareli-Tharadpura	3	1	kɑj		0	Rathwi Bareli-Tharadpura 3 kɑj	response
141	134	166	what?	Rathwi Bareli-Udainagar	3	1	kɑi		0	Rathwi Bareli-Udainagar 3 kɑi	response
141	134	166	what?	Rathwi Bareli-Chiklia	3	1	kɑi		0	Rathwi Bareli-Chiklia 3 kɑi	response
141	134	166	what?	Rathwi-Chenpur	3	1	kɑj		0	Rathwi-Chenpur 3 kɑj	response
141	134	166	what?	Rathwi-Dongargaon	3	1	kɑj		0	Rathwi-Dongargaon 3 kɑj	response
141	134	166	what?	Bhilali-Bodugam	3	1	kɑj		0	Bhilali-Bodugam 3 kɑj	response
141	134	166	what?	Bhili-Punyawat	3	1	kɑj		0	Bhili-Punyawat 3 kɑj	response
141	134	166	what?	Bhili-Anjhera	3	1	kɑj		0	Bhili-Anjhera 3 kɑj	response
141	134	166	what?	Bhilali-Anjhera	3	1	kɑj		0	Bhilali-Anjhera 3 kɑj	response
141	134	166	what?	Bhilali-Mandwi	3	1	kɑj		0	Bhilali-Mandwi 3 kɑj	response
141	134	166	what?	Bhilali-Navalpura	3	1	kɑj		0	Bhilali-Navalpura 3 kɑj	response
141	134	166	what?	Bhilali-Agar	3	1	kɑj		0	Bhilali-Agar 3 kɑj	response
141	134	166	what?	Bhilali-Udaigadh	3	1	kɑj		0	Bhilali-Udaigadh 3 kɑj	response
141	134	166	what?	Bhilali-Kattivada	3	1	kɔ		0	Bhilali-Kattivada 3 kɔ	response
141	134	166	what?	Parya Bhilali-Bhorwada	3	1	kɑj		0	Parya Bhilali- Bhorwada 3 kɑj	response
141	134	166	what?	Bhili-Piplia	1	1	hũ		0	Bhili-Piplia 1 hũ	response
141	134	166	what?	Bhili-Kharod	1	1	hũ		0	Bhili-Kharod 1 hũ	response
141	134	166	what?	Bhilali-Aspai	1	1	hʊ̃		0	Bhilali-Aspai 1 hʊ̃	response
141	134	166	what?	Rathawi-Mankodi	1	1	hũ		0	Rathawi-Mankodi 1 hũ	response
141	134	166	what?	Palya-Choutharya	1	1	hũ		0	Palya-Choutharya 1 hũ	response
141	134	166	what?	Palya-Natvada	1	1	hũ		0	Palya-Natvada 1 hũ	response
141	134	166	what?	Bareli Pauri-Shahana	3	1	kai		0	Bareli Pauri-Shahana 3 kai	response
141	134	166	what?	Bareli Pauri-Mandvi	3	1	kai		0	Bareli Pauri-Mandvi 3 kai	response
141	134	166	what?	Bareli Pauri-Khadki	3	1	kɑj		0	Bareli Pauri-Khadki 3 kɑj	response
141	134	166	what?	Nimadi-Khargone	3	1	kɑi		0	Nimadi-Khargone 3 kɑi	response
141	134	166	what?	Nimadi-Awlia	3	1	kɑj		0	Nimadi-Awlia 3 kɑj	response
141	134	166	what?	Nimadi-Ashapur	3	1	kɑj		0	Nimadi-Ashapur 3 kɑj	response
141	134	166	what?	Ahirani-Dhule	3	1	kɑi		0	Ahirani-Dhule 3 kɑi	response
141	134	166	what?	Hindi	2	1	kjɑ		0	Hindi 2 kjɑ	response
141	134	166	what?	Gujarati	1	1	ʃũ		0	Gujarati 1 ʃũ	response
141	134	166	what?	Marathi	3	1	kɑi		0	Marathi 3 kɑi	response
142	135	167	where?	Rathwi Pauri-Amalwadi	4	1	kã		0	Rathwi Pauri-Amalwadi 4 kã	response
142	135	167	where?	Rathwi Pauri-Segwi	4	1	kã		0	Rathwi Pauri-Segwi 4 kã	response
142	135	167	where?	Rathwi Bareli-Tharadpura	4	1	kɑ̃		0	Rathwi Bareli-Tharadpura 4 kɑ̃	response
142	135	167	where?	Rathwi Bareli-Udainagar	4	1	kɑ̃		0	Rathwi Bareli-Udainagar 4 kɑ̃	response
142	135	167	where?	Rathwi Bareli-Chiklia	4	1	kɑ̃		0	Rathwi Bareli-Chiklia 4 kɑ̃	response
142	135	167	where?	Rathwi-Chenpur	4	1	kɑ̃		0	Rathwi-Chenpur 4 kɑ̃	response
142	135	167	where?	Rathwi-Dongargaon	4	1	kɑ̃		0	Rathwi-Dongargaon 4 kɑ̃	response
142	135	167	where?	Bhilali-Bodugam	4	1	kɑ̃		0	Bhilali-Bodugam 4 kɑ̃	response
142	135	167	where?	Bhili-Punyawat	6	1	kɑ̃hɑ̃		0	Bhili-Punyawat 6 kɑ̃hɑ̃	response
142	135	167	where?	Bhili-Anjhera	6	1	kʌhɑ̃		0	Bhili-Anjhera 6 kʌhɑ̃	response
142	135	167	where?	Bhilali-Anjhera	4	1	kɑ̃		0	Bhilali-Anjhera 4 kɑ̃	response
142	135	167	where?	Bhilali-Mandwi	4	1	kɑ̃		0	Bhilali-Mandwi 4 kɑ̃	response
142	135	167	where?	Bhilali-Navalpura	4	1	kɑ̃		0	Bhilali-Navalpura 4 kɑ̃	response
142	135	167	where?	Bhilali-Agar	4	1	kɑ̃		0	Bhilali-Agar 4 kɑ̃	response
142	135	167	where?	Bhilali-Udaigadh	6	1	kʌhɑ̃		0	Bhilali-Udaigadh 6 kʌhɑ̃	response
142	135	167	where?	Bhilali-Kattivada	4	1	kɑ̃		0	Bhilali-Kattivada 4 kɑ̃	response
142	135	167	where?	Parya Bhilali-Bhorwada	4	1	kɑ̃		0	Parya Bhilali- Bhorwada 4 kɑ̃	response
142	135	167	where?	Bhili-Piplia	4	1	kɑ̃		0	Bhili-Piplia 4 kɑ̃	response
142	135	167	where?	Bhili-Kharod	4	1	kã		0	Bhili-Kharod 4 kã	response
142	135	167	where?	Bhili-Kharod	5	2	kʌj		1	5 kʌj	response
142	135	167	where?	Bhilali-Aspai	4	1	kɑ̃		0	Bhilali-Aspai 4 kɑ̃	response
