Item	Gloss	Bhumij_Site_Code	Ho2024_Site_Code	Locality	Elicitation_Date	Durable_List_ID	Durable_Cell_ID	Bhumij_2015_Status	Bhumij_2015_Forms	Bhumij_2015_Cognate_Labels	Bhumij_2015_Citation	Ho_2024_Status	Ho_2024_Transcription	Ho_2024_Citation	Status_Parity	Representation_Comparison	Canonical_Publication	Disposition
22	blood	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i022	attested	mʌjʌm	1	baileymaggard2015bhumij[Appendix B.3, printed p. 33, item 22, list POD]	attested	majam	varenkamp2024ho[Appendix D.3, printed p. 70, item 22, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
23	urine	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i023	source_blank		0	baileymaggard2015bhumij[Appendix B.3, printed p. 33, item 23, list POD]	blank		varenkamp2024ho[Appendix D.3, printed p. 70, item 23, list BMA]	yes	blank-parity	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
24	feces	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i024	attested	iʔi	1	baileymaggard2015bhumij[Appendix B.3, printed p. 33, item 24, list POD]	attested	i?i	varenkamp2024ho[Appendix D.3, printed p. 70, item 24, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
25	village	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i025	attested	hʌt̪u	1	baileymaggard2015bhumij[Appendix B.3, printed p. 33, item 25, list POD]	attested	haṯu	varenkamp2024ho[Appendix D.3, printed p. 71, item 25, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
26	house	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i026	attested	oɖɑʔɑ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 34, item 26, list POD]	attested	oɖa?a	varenkamp2024ho[Appendix D.3, printed p. 71, item 26, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
27	roof	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i027	attested	sʌɖimi t̪ed	1	baileymaggard2015bhumij[Appendix B.3, printed p. 34, item 27, list POD]	attested	saɖimi ṯed	varenkamp2024ho[Appendix D.3, printed p. 71, item 27, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
28	door	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i028	attested	tɑti	1	baileymaggard2015bhumij[Appendix B.3, printed p. 34, item 28, list POD]	attested	tati	varenkamp2024ho[Appendix D.3, printed p. 72, item 28, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
29	firewood	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i029	attested	sɑn	1	baileymaggard2015bhumij[Appendix B.3, printed p. 34, item 29, list POD]	attested	san	varenkamp2024ho[Appendix D.3, printed p. 72, item 29, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
30	broom	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i030	attested	dʒonoʔo	1	baileymaggard2015bhumij[Appendix B.3, printed p. 34, item 30, list POD]	attested	dʒono?o	varenkamp2024ho[Appendix D.3, printed p. 72, item 30, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
31	mortar	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i031	attested	ɾɪɖd̪iɾi	1	baileymaggard2015bhumij[Appendix B.3, printed p. 35, item 31, list POD]	attested	sʌsaŋ (2) rɨḏ ḏiri, sil	varenkamp2024ho[Appendix D.3, printed p. 73, item 31, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
32	pestle	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i032	attested	guɖugu d̪iɾi	1	baileymaggard2015bhumij[Appendix B.3, printed p. 35, item 32, list POD]	attested	gudugu ḏiri	varenkamp2024ho[Appendix D.3, printed p. 73, item 32, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
33	hammer	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i033	attested	mɑɾt̪ud	1	baileymaggard2015bhumij[Appendix B.3, printed p. 35, item 33, list POD]	attested	marṯud	varenkamp2024ho[Appendix D.3, printed p. 73, item 33, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
34	knife	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i034	attested	tʃhuɾi | puŋki	1 | 3	baileymaggard2015bhumij[Appendix B.3, printed p. 35, item 34, list POD]	attested	tʃʰuri, puŋki	varenkamp2024ho[Appendix D.3, printed p. 74, item 34, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
35	axe	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i035	attested	boɖejɑ	3	baileymaggard2015bhumij[Appendix B.3, printed p. 35, item 35, list POD]	attested	boɖeʃa	varenkamp2024ho[Appendix D.3, printed p. 74, item 35, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
36	rope	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i036	attested	bɑbeɾ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 36, item 36, list POD]	attested	baber	varenkamp2024ho[Appendix D.3, printed p. 74, item 36, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
37	thread	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i037	attested	sut̪em	1	baileymaggard2015bhumij[Appendix B.3, printed p. 36, item 37, list POD]	attested	suṯem	varenkamp2024ho[Appendix D.3, printed p. 75, item 37, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
38	needle	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i038	attested	susi	1	baileymaggard2015bhumij[Appendix B.3, printed p. 36, item 38, list POD]	attested	susi	varenkamp2024ho[Appendix D.3, printed p. 75, item 38, list BMA]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
39	cloth	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i039	attested	tijʌŋ	4	baileymaggard2015bhumij[Appendix B.3, printed p. 36, item 39, list POD]	attested	tiʃaŋ	varenkamp2024ho[Appendix D.3, printed p. 75, item 39, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
40	ring	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i040	attested	muɳd̪em	1	baileymaggard2015bhumij[Appendix B.3, printed p. 36, item 40, list POD]	attested	muŋɖem	varenkamp2024ho[Appendix D.3, printed p. 76, item 40, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
41	sun	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i041	attested	siŋgi	1	baileymaggard2015bhumij[Appendix B.3, printed p. 37, item 41, list POD]	attested	siŋgi	varenkamp2024ho[Appendix D.3, printed p. 76, item 41, list BMA]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
42	moon	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i042	attested	tʃɑndupʔ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 37, item 42, list POD]	attested	tʃandup?	varenkamp2024ho[Appendix D.3, printed p. 76, item 42, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
43	sky	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i043	attested	siɾmʌ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 37, item 43, list POD]	attested	sirmʌ	varenkamp2024ho[Appendix D.3, printed p. 77, item 43, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
44	star	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i044	attested	ipil	1	baileymaggard2015bhumij[Appendix B.3, printed p. 37, item 44, list POD]	attested	ipil	varenkamp2024ho[Appendix D.3, printed p. 77, item 44, list BMA]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
45	rain	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i045	attested	gʌmɑ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 37, item 45, list POD]	attested	gʌma	varenkamp2024ho[Appendix D.3, printed p. 77, item 45, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
46	water	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i046	attested	d̪ɑʔɑ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 38, item 46, list POD]	attested	ɖa?a	varenkamp2024ho[Appendix D.3, printed p. 78, item 46, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
47	river	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i047	attested	gʌdɑ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 38, item 47, list POD]	attested	gaɖa	varenkamp2024ho[Appendix D.3, printed p. 78, item 47, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
48	cloud	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i048	attested	ɾimil	1	baileymaggard2015bhumij[Appendix B.3, printed p. 38, item 48, list POD]	attested	rimil	varenkamp2024ho[Appendix D.3, printed p. 78, item 48, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
49	lightning	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i049	attested	itʃiɾ t̪ɑdɑ | bidʒlo	1 | 2	baileymaggard2015bhumij[Appendix B.3, printed p. 38, item 49, list POD]	attested	itʃir ṯʌda, bidʒlo	varenkamp2024ho[Appendix D.3, printed p. 79, item 49, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
50	rainbow	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i050	attested	luɳd̪ubiŋ	4	baileymaggard2015bhumij[Appendix B.3, printed p. 38, item 50, list POD]	attested	luṇɖubiŋ	varenkamp2024ho[Appendix D.3, printed p. 79, item 50, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
51	wind	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i051	attested	hojo	1	baileymaggard2015bhumij[Appendix B.3, printed p. 39, item 51, list POD]	attested	hojo	varenkamp2024ho[Appendix D.3, printed p. 79, item 51, list BMA]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
52	stone	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i052	attested	d̪iɾi	1	baileymaggard2015bhumij[Appendix B.3, printed p. 39, item 52, list POD]	attested	ḏiri	varenkamp2024ho[Appendix D.3, printed p. 80, item 52, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
53	path	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i053	attested	hoɾen	1	baileymaggard2015bhumij[Appendix B.3, printed p. 39, item 53, list POD]	attested	horen	varenkamp2024ho[Appendix D.3, printed p. 80, item 53, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
54	sand	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i054	attested	git̪il	1	baileymaggard2015bhumij[Appendix B.3, printed p. 39, item 54, list POD]	attested	giṯil	varenkamp2024ho[Appendix D.3, printed p. 80, item 54, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
55	fire	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i055	attested	seŋgel	1	baileymaggard2015bhumij[Appendix B.3, printed p. 39, item 55, list POD]	attested	seŋgel	varenkamp2024ho[Appendix D.3, printed p. 81, item 55, list BMA]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
56	smoke	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i056	attested	sukul	1	baileymaggard2015bhumij[Appendix B.3, printed p. 40, item 56, list POD]	attested	sukul	varenkamp2024ho[Appendix D.3, printed p. 81, item 56, list BMA]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
57	ash	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i057	attested	t̪oɾodʒʔ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 40, item 57, list POD]	attested	ṯorodʒ?	varenkamp2024ho[Appendix D.3, printed p. 81, item 57, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
58	mud	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i058	attested	losod | kɑd̪om	1 | 2	baileymaggard2015bhumij[Appendix B.3, printed p. 40, item 58, list POD]	attested	losod, kaɖom	varenkamp2024ho[Appendix D.3, printed p. 82, item 58, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
59	dust	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i059	attested	d̪ud̪e	1	baileymaggard2015bhumij[Appendix B.3, printed p. 40, item 59, list POD]	attested	ɖude	varenkamp2024ho[Appendix D.3, printed p. 82, item 59, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
60	gold	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i060	attested	sonɑ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 40, item 60, list POD]	attested	sona	varenkamp2024ho[Appendix D.3, printed p. 82, item 60, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
61	tree	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i061	attested	d̪ɑɾi	1	baileymaggard2015bhumij[Appendix B.3, printed p. 41, item 61, list POD]	attested	ɖari	varenkamp2024ho[Appendix D.3, printed p. 83, item 61, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
62	leaf	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i062	attested	sikɑm	1	baileymaggard2015bhumij[Appendix B.3, printed p. 41, item 62, list POD]	attested	sikʌm	varenkamp2024ho[Appendix D.3, printed p. 83, item 62, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
63	root	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i063	attested	ɾed̪ʔ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 41, item 63, list POD]	attested	red?	varenkamp2024ho[Appendix D.3, printed p. 83, item 63, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
64	thorn	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i064	attested	dʒɑnum	1	baileymaggard2015bhumij[Appendix B.3, printed p. 41, item 64, list POD]	attested	dʒanum	varenkamp2024ho[Appendix D.3, printed p. 84, item 64, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
65	flower	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i065	attested	bɑhɑ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 41, item 65, list POD]	attested	baha	varenkamp2024ho[Appendix D.3, printed p. 84, item 65, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
66	fruit	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i066	attested	dʒo	1	baileymaggard2015bhumij[Appendix B.3, printed p. 42, item 66, list POD]	attested	dʒo	varenkamp2024ho[Appendix D.3, printed p. 84, item 66, list BMA]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
67	mango	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i067	attested	uli	1	baileymaggard2015bhumij[Appendix B.3, printed p. 42, item 67, list POD]	attested	uli	varenkamp2024ho[Appendix D.3, printed p. 85, item 67, list BMA]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
68	banana	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i068	attested	kɑd̪ɑl	1	baileymaggard2015bhumij[Appendix B.3, printed p. 42, item 68, list POD]	attested	kaɖal	varenkamp2024ho[Appendix D.3, printed p. 85, item 68, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
69	wheat	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i069	attested	gohom	1	baileymaggard2015bhumij[Appendix B.3, printed p. 42, item 69, list POD]	attested	gohom	varenkamp2024ho[Appendix D.3, printed p. 85, item 69, list BMA]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
70	millet	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i070	attested	gʌŋgɑi	1	baileymaggard2015bhumij[Appendix B.3, printed p. 42, item 70, list POD]	attested	gaŋgai	varenkamp2024ho[Appendix D.3, printed p. 86, item 70, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
71	rice	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i071	attested	tʃɑuli	1	baileymaggard2015bhumij[Appendix B.3, printed p. 43, item 71, list POD]	attested	tʃauli	varenkamp2024ho[Appendix D.3, printed p. 86, item 71, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
72	potato	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i072	attested	golɑɭu	1	baileymaggard2015bhumij[Appendix B.3, printed p. 43, item 72, list POD]	attested	golalu, saŋga	varenkamp2024ho[Appendix D.3, printed p. 86, item 72, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
73	eggplant	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i073	attested	biŋgɑd	1	baileymaggard2015bhumij[Appendix B.3, printed p. 43, item 73, list POD]	attested	biŋgaɖ	varenkamp2024ho[Appendix D.3, printed p. 87, item 73, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
74	groundnut	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i074	attested	bɑɖɑm	1	baileymaggard2015bhumij[Appendix B.3, printed p. 43, item 74, list POD]	attested	baɖam	varenkamp2024ho[Appendix D.3, printed p. 87, item 74, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
75	chili	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i075	attested	muɾtʃi	1	baileymaggard2015bhumij[Appendix B.3, printed p. 43, item 75, list POD]	attested	murtʃi	varenkamp2024ho[Appendix D.3, printed p. 87, item 75, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
76	turmeric	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i076	attested	sʌsɑŋ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 43, item 76, list POD]	attested	sʌsaŋ	varenkamp2024ho[Appendix D.3, printed p. 88, item 76, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
77	garlic	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i077	attested	ɾʌsuni	1	baileymaggard2015bhumij[Appendix B.3, printed p. 44, item 77, list POD]	attested	rʌsuni	varenkamp2024ho[Appendix D.3, printed p. 88, item 77, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
78	onion	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i078	attested	pijɑdʒi	1	baileymaggard2015bhumij[Appendix B.3, printed p. 44, item 78, list POD]	attested	pijadʒi	varenkamp2024ho[Appendix D.3, printed p. 88, item 78, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
79	cauliflower	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i079	attested	bo kobi	1	baileymaggard2015bhumij[Appendix B.3, printed p. 44, item 79, list POD]	attested	bo kobi	varenkamp2024ho[Appendix D.3, printed p. 89, item 79, list BMA]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
80	tomato	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i080	attested	bilɑʈi	1	baileymaggard2015bhumij[Appendix B.3, printed p. 44, item 80, list POD]	attested	bilaṯi	varenkamp2024ho[Appendix D.3, printed p. 89, item 80, list BMA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
81	cabbage	POD	BMA	Podadiha/Podadie, Rairangpur, Mayurbhanj	1989-04-19	bhumij1989-podadiha	bhumij1989-podadiha-i081	attested	potom kobi	1	baileymaggard2015bhumij[Appendix B.3, printed p. 44, item 81, list POD]	attested	potom kobi	varenkamp2024ho[Appendix D.3, printed p. 89, item 81, list BMA]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
