Item	Gloss	Site_Code	Language_Label	Site_Name	Target	PDF_Page	Printed_Page	Column	Manual_Transcription	Source_Cognate_Labels	Review_Status	Confidence	Uncertainty	Reviewer_Method	Reviewed_At	Reviewer_Declaration	Scope	Dialect_ID	Stable_Cell_ID	Disposition
164	one hundred	UDA	Bhumij/Mundari	Udala	yes	66	61	right	moʔt sɑ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflex and dental marks, vowel quality, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij-mundari1989-udala	bhumij-mundari1989-udala-i164	target-staged
164	one hundred	MCH	Mundari	Chalagi	no	66	61	right	mod̪ehisi	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflex and dental marks, vowel quality, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
164	one hundred	MDI	Mundari	Dictionary	no	66	61	right	mid sɑe	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflex and dental marks, vowel quality, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
164	one hundred	MDH	Mundari	Dhungarisai	no	66	61	right	moʔt sɑ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflex and dental marks, vowel quality, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
164	one hundred	MJH	Mundari	Jharmunda	no	66	61	right	miʔsou	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflex and dental marks, vowel quality, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
164	one hundred	HDI	Ho	Dillisore	no	66	61	right	miʔso	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflex and dental marks, vowel quality, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
164	one hundred	SDI	Santali	Dictionary	no	66	61	right	sɑe	2	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflex and dental marks, vowel quality, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
164	one hundred	SNA	Santali	Nayarangamotia	no	66	61	right	soje	2	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflex and dental marks, vowel quality, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
164	one hundred	ORI	Oriya	Cuttack	no	66	61	right	eko sɑho	2	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflex and dental marks, vowel quality, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
165	who?	BAI	Bhumij	Baigodia	yes	66	61	right	okoe	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1989-baigodia	bhumij1989-baigodia-i165	target-staged
165	who?	CHA	Bhumij	Champi	yes	66	61	right	okoe	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1989-champi	bhumij1989-champi-i165	target-staged
165	who?	DIG	Bhumij	Dighinuasahi	yes	66	61	right	ɔkɑje	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1996-dighinuasahi	bhumij1996-dighinuasahi-i165	target-staged
165	who?	DUM	Bhumij	Dumadie	yes	66	61	right	okoe	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1989-dumadie	bhumij1989-dumadie-i165	target-staged
165	who?	LAD	Bhumij	Ladhiramsai	yes	66	61	right	okoe	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i165	target-staged
165	who?	MAD	Bhumij	Madhupur	yes	66	61	right	okoe	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1989-madhupur	bhumij1989-madhupur-i165	target-staged
165	who?	MOH	Bhumij	Mohuldiha	yes	66	61	right	ɔkɑj	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1996-mohuldiha	bhumij1996-mohuldiha-i165	target-staged
165	who?	MUN	Bhumij	Munduy	yes	66	61	right	ɔkoje	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1996-munduy	bhumij1996-munduy-i165	target-staged
165	who?	POD	Bhumij	Podadiha	yes	66	61	right	okojɑ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1989-podadiha	bhumij1989-podadiha-i165	target-staged
165	who?	UDA	Bhumij/Mundari	Udala	yes	66	61	right	okoe	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij-mundari1989-udala	bhumij-mundari1989-udala-i165	target-staged
165	who?	MCH	Mundari	Chalagi	no	66	61	right	ɔkoj	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
165	who?	MDI	Mundari	Dictionary	no	66	61	right	okoe	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
165	who?	MDH	Mundari	Dhungarisai	no	66	61	right	okoe	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
165	who?	MJH	Mundari	Jharmunda	no	66	61	right	ɔkɑje	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
165	who?	HDI	Ho	Dillisore	no	66	61	right	ɔkɑj	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
165	who?	SDI	Santali	Dictionary	no	66	61	right	okoe	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
165	who?	SNA	Santali	Nayarangamotia	no	66	61	right	ɔkɑj	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
165	who?	ORI	Oriya	Cuttack	no	66	61	right	kie	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
166	what?	BAI	Bhumij	Baigodia	yes	66	61	right	kɑnɑ	2	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1989-baigodia	bhumij1989-baigodia-i166	target-staged
166	what?	CHA	Bhumij	Champi	yes	66	61	right	tʃikɑnɑ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1989-champi	bhumij1989-champi-i166	target-staged
166	what?	DIG	Bhumij	Dighinuasahi	yes	66	61	right	kenɑ	2	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1996-dighinuasahi	bhumij1996-dighinuasahi-i166	target-staged
166	what?	DUM	Bhumij	Dumadie	yes	66	61	right	tʃiɑ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1989-dumadie	bhumij1989-dumadie-i166	target-staged
166	what?	LAD	Bhumij	Ladhiramsai	yes	66	61	right	kɑɲɑ	2	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i166	target-staged
166	what?	MAD	Bhumij	Madhupur	yes	66	61	right	tʃikɑnɑ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1989-madhupur	bhumij1989-madhupur-i166	target-staged
166	what?	MOH	Bhumij	Mohuldiha	yes	66	61	right	tʃikɛnɑ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1996-mohuldiha	bhumij1996-mohuldiha-i166	target-staged
166	what?	MUN	Bhumij	Munduy	yes	66	61	right	tʃijɑ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1996-munduy	bhumij1996-munduy-i166	target-staged
166	what?	POD	Bhumij	Podadiha	yes	66	61	right	tʃiem	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1989-podadiha	bhumij1989-podadiha-i166	target-staged
166	what?	UDA	Bhumij/Mundari	Udala	yes	66	61	right	kɑnɑ	2	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij-mundari1989-udala	bhumij-mundari1989-udala-i166	target-staged
166	what?	MCH	Mundari	Chalagi	no	66	61	right	tʃɑnɑʔɑ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
166	what?	MDI	Mundari	Dictionary	no	67	62	left	tʃinɑ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
166	what?	MDH	Mundari	Dhungarisai	no	67	62	left	kɑnɑ	2	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
166	what?	MJH	Mundari	Jharmunda	no	67	62	left	tʃinɑ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
166	what?	HDI	Ho	Dillisore	no	67	62	left	tʃinɑ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
166	what?	SDI	Santali	Dictionary	no	67	62	left	tʃeʔt	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
166	what?	SNA	Santali	Nayarangamotia	no	67	62	left	tʃeɾ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
166	what?	ORI	Oriya	Cuttack	no	67	62	left	kɔnɔʔ	2	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
167	where?	BAI	Bhumij	Baigodia	yes	67	62	left	okot̪e	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1989-baigodia	bhumij1989-baigodia-i167	target-staged
167	where?	CHA	Bhumij	Champi	yes	67	62	left	okɑ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1989-champi	bhumij1989-champi-i167	target-staged
167	where?	DIG	Bhumij	Dighinuasahi	yes	67	62	left	ɔkuɑɾe	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1996-dighinuasahi	bhumij1996-dighinuasahi-i167	target-staged
167	where?	DUM	Bhumij	Dumadie	yes	67	62	left	okosɑ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1989-dumadie	bhumij1989-dumadie-i167	target-staged
167	where?	LAD	Bhumij	Ladhiramsai	yes	67	62	left	okonɾe	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i167	target-staged
167	where?	MAD	Bhumij	Madhupur	yes	67	62	left	okot̪e	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1989-madhupur	bhumij1989-madhupur-i167	target-staged
167	where?	MOH	Bhumij	Mohuldiha	yes	67	62	left	ɔkot̪ɑɾe	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1996-mohuldiha	bhumij1996-mohuldiha-i167	target-staged
167	where?	MUN	Bhumij	Munduy	yes	67	62	left	ɔkowɑ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1996-munduy	bhumij1996-munduy-i167	target-staged
167	where?	POD	Bhumij	Podadiha	yes	67	62	left	okosɑ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1989-podadiha	bhumij1989-podadiha-i167	target-staged
167	where?	UDA	Bhumij/Mundari	Udala	yes	67	62	left	oksɑi	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij-mundari1989-udala	bhumij-mundari1989-udala-i167	target-staged
167	where?	MCH	Mundari	Chalagi	no	67	62	left	okot̪ɑʔ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
167	where?	MDI	Mundari	Dictionary	no	67	62	left	okonɾeko	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
167	where?	MDH	Mundari	Dhungarisai	no	67	62	left	oksɑi	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
167	where?	MJH	Mundari	Jharmunda	no	67	62	left	ɔkot̪e	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
167	where?	HDI	Ho	Dillisore	no	67	62	left	ɔkonpɑ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
167	where?	SDI	Santali	Dictionary	no	67	62	left	okɑ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
167	where?	SNA	Santali	Nayarangamotia	no	67	62	left	ɔkɑɾe	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
167	where?	ORI	Oriya	Cuttack	no	67	62	left	keuntɑɾe | kuɑde	2 | 2	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
168	when?	BAI	Bhumij	Baigodia	yes	67	62	left	tʃimt̪em	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1989-baigodia	bhumij1989-baigodia-i168	target-staged
168	when?	CHA	Bhumij	Champi	yes	67	62	left	tʃumt̪ɑ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1989-champi	bhumij1989-champi-i168	target-staged
168	when?	DIG	Bhumij	Dighinuasahi	yes	67	62	left	tʃimt̪ɑŋ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1996-dighinuasahi	bhumij1996-dighinuasahi-i168	target-staged
168	when?	DUM	Bhumij	Dumadie	yes	67	62	left			source_blank	high	source explicitly prints '0 no entry'	manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1989-dumadie	bhumij1989-dumadie-i168	target-source-blank-excluded
168	when?	LAD	Bhumij	Ladhiramsai	yes	67	62	left	tʃimt̪ʌŋ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i168	target-staged
168	when?	MAD	Bhumij	Madhupur	yes	67	62	left	tʃimt̪e	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1989-madhupur	bhumij1989-madhupur-i168	target-staged
168	when?	MOH	Bhumij	Mohuldiha	yes	67	62	left	tʃimt̪ɑ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1996-mohuldiha	bhumij1996-mohuldiha-i168	target-staged
168	when?	MUN	Bhumij	Munduy	yes	67	62	left	tʃimt̪u	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1996-munduy	bhumij1996-munduy-i168	target-staged
168	when?	POD	Bhumij	Podadiha	yes	67	62	left	tʃimt̪e	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1989-podadiha	bhumij1989-podadiha-i168	target-staged
168	when?	UDA	Bhumij/Mundari	Udala	yes	67	62	left	tʃimt̪ɑŋ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij-mundari1989-udala	bhumij-mundari1989-udala-i168	target-staged
168	when?	MCH	Mundari	Chalagi	no	67	62	left	tʃimt̪ɑŋ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
168	when?	MDI	Mundari	Dictionary	no	67	62	left	tʃimt̪ɑ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
168	when?	MDH	Mundari	Dhungarisai	no	67	62	left	tʃimt̪ɑŋ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with dental marks, vowel quality, nasals, continuations, and the page break rechecked at 800 dpi; OCR/PDF text neither supplied nor verified any reading	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
