PDF_Page	Printed_Page	Line	Item	Gloss	Site	Scaffold_Form	Manual_Form	Correction_Class	Visual_Review
122	113	R45@609.35	191	it burns, it burned	Burja	dʒɔi laɡte̪ atʃʰe	dʒɔi laɡt̪e atʃʰe	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
122	113	R51@681.37	191	it burns, it burned	Dame side	dʒoi laɡta̪ i	dʒoi laɡt̪ai	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
123	114	L36@513.33	193	don’t kill!, he killed	Chhatrabor	mɔrne maride̪ la	mɔrne marid̪ela	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
123	114	L38@537.34	193	don’t kill!, he killed	Dame side	mɔrte̪ maradelɔ	mɔrt̪e maradelɔ	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
123	114	L39@549.30	193	don’t kill!, he killed	Burja	mɔrte̪ marade̪ lɔ	mɔrt̪e marad̪elɔ	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
123	114	L40@561.30	193	don’t kill!, he killed	Gemelput	mɔrte̪ marid̪ela	mɔrt̪e marid̪ela	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
123	114	L41@573.31	193	don’t kill!, he killed	Ghumar	mɔrte̪ marid̪ela	mɔrt̪e marid̪ela	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
123	114	L42@585.31	193	don’t kill!, he killed	Kakalpoda	mɔrte̪ marid̪ela	mɔrt̪e marid̪ela	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
123	114	L43@597.32	193	don’t kill!, he killed	Kantigad	mɔrte̪ marid̪ela	mɔrt̪e marid̪ela	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
123	114	L44@609.32	193	don’t kill!, he killed	Sourakundi	mɔrte̪ marid̪ela	mɔrt̪e marid̪ela	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
123	114	L45@621.32	193	don’t kill!, he killed	Bodgaon	mɔrte̪ marla	mɔrt̪e marla	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
123	114	L46@633.33	193	don’t kill!, he killed	Gagnapur	mɔrte̪ marla	mɔrt̪e marla	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
123	114	L47@645.33	193	don’t kill!, he killed	Jujhari	mɔrte̪ marla	mɔrt̪e marla	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
123	114	L48@657.34	193	don’t kill!, he killed	Konda Maliguda	mɔrte̪ marla	mɔrt̪e marla	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
123	114	L49@669.34	193	don’t kill!, he killed	Patta Maliguda	mɔrte̪ marla	mɔrt̪e marla	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
123	114	L50@681.34	193	don’t kill!, he killed	Potenda	mɔrte̪ marla	mɔrt̪e marla	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
123	114	L51@693.35	193	don’t kill!, he killed	Sabhapatiguda	mɔrte̪ marla	mɔrt̪e marla	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
123	114	L52@705.35	193	don’t kill!, he killed	Sindhiguda	mɔrte̪ marla	mɔrt̪e marla	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
123	114	R02@76.97	193	don’t kill!, he killed	Souraguda	mɔrte̪ marla	mɔrt̪e marla	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
123	114	R21@313.15	194	fly!, it flew	Dame side	uɖta̪ i	uɖt̪ai	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
123	114	R22@325.15	194	fly!, it flew	Burja	udte̪ atʃʰe	udt̪e atʃʰe	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
125	116	L28@401.03	200	listen!, he heard	Dame side	suta̪ i	sut̪ai	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
125	116	L40@553.12	201	look!, he saw	Dame side	d̪ekʰta̪ i	d̪ekʰt̪ai	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
125	116	R07@136.96	201	look!, he saw	Sabhapatiguda	se de̪ kla	se d̪ekla	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
125	116	R29@417.30	203	you (2nd sg, informal)	Gumalput	tu̪ ⁱ	t̪uⁱ	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
125	116	R30@429.31	203	you (2nd sg, informal)	Kakalpoda	tu̪ ⁱ	t̪uⁱ	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
125	116	R31@441.31	203	you (2nd sg, informal)	Kantigad	tu̪ ⁱ	t̪uⁱ	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
125	116	R33@465.32	203	you (2nd sg, informal)	Aunli	tu̪ i	t̪ui	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
125	116	R34@477.32	203	you (2nd sg, informal)	Bodgaon	tu̪ i	t̪ui	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
125	116	R35@489.33	203	you (2nd sg, informal)	Burja	tu̪ i	t̪ui	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
125	116	R36@501.33	203	you (2nd sg, informal)	Dame side	tu̪ i	t̪ui	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
125	116	R37@513.34	203	you (2nd sg, informal)	Gagnapur	tu̪ i	t̪ui	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
125	116	R38@525.34	203	you (2nd sg, informal)	Gemelput	tu̪ i	t̪ui	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
125	116	R39@537.34	203	you (2nd sg, informal)	Ghumar	tu̪ i	t̪ui	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
125	116	R40@549.35	203	you (2nd sg, informal)	Jujhari	tu̪ i	t̪ui	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
125	116	R41@561.30	203	you (2nd sg, informal)	Konda Maliguda	tu̪ i	t̪ui	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
125	116	R42@573.30	203	you (2nd sg, informal)	Patta Maliguda	tu̪ i	t̪ui	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
125	116	R43@585.31	203	you (2nd sg, informal)	Potenda	tu̪ i	t̪ui	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
125	116	R44@597.31	203	you (2nd sg, informal)	Sabhapatiguda	tu̪ i	t̪ui	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
125	116	R45@609.32	203	you (2nd sg, informal)	Sindhiguda	tu̪ i	t̪ui	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
125	116	R46@621.32	203	you (2nd sg, informal)	Souraguda	tu̪ i	t̪ui	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
125	116	R47@633.32	203	you (2nd sg, informal)	Sourakundi	tu̪ i	t̪ui	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
125	116	R48@645.33	203	you (2nd sg, informal)	Ghumar	tu̪ me	t̪ume	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
125	116	R50@677.46	204	you (2nd sg, formal)	Chhatrabor	tɔ̪ me	t̪ɔme	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
125	116	R51@689.47	204	you (2nd sg, formal)	Ghumar	tɔ̪ me	t̪ɔme	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
125	116	R52@701.46	204	you (2nd sg, formal)	Gumalput	tɔ̪ me	t̪ɔme	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
126	117	L01@76.92	204	you (2nd sg, formal)	Patta Maliguda	tɔ̪ me	t̪ɔme	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
126	117	L02@88.92	204	you (2nd sg, formal)	Sabhapatiguda	tɔ̪ me	t̪ɔme	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
126	117	L03@100.93	204	you (2nd sg, formal)	Sindhiguda	tɔ̪ me	t̪ɔme	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
126	117	L04@112.93	204	you (2nd sg, formal)	Souraguda	tɔ̪ me	t̪ɔme	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
126	117	L05@124.94	204	you (2nd sg, formal)	Aunli	tɔ̪ mi	t̪ɔmi	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
126	117	L06@136.94	204	you (2nd sg, formal)	Sourakundi	tɔ̪ mɪ	t̪ɔmɪ	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
126	117	L07@148.94	204	you (2nd sg, formal)	Gumalput	tu̪ ⁱ	t̪uⁱ	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
126	117	L08@160.95	204	you (2nd sg, formal)	Kakalpoda	tu̪ ⁱ	t̪uⁱ	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
126	117	L09@172.95	204	you (2nd sg, formal)	Kantigad	tu̪ ⁱ	t̪uⁱ	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
126	117	L10@184.96	204	you (2nd sg, formal)	Bodgaon	tu̪ i	t̪ui	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
126	117	L11@196.96	204	you (2nd sg, formal)	Burja	tu̪ i	t̪ui	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
126	117	L12@208.96	204	you (2nd sg, formal)	Dame side	tu̪ i	t̪ui	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
126	117	L13@220.97	204	you (2nd sg, formal)	Gagnapur	tu̪ i	t̪ui	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
126	117	L14@232.97	204	you (2nd sg, formal)	Gemelput	tu̪ i	t̪ui	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
126	117	L15@244.98	204	you (2nd sg, formal)	Jujhari	tu̪ i	t̪ui	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
126	117	L16@256.98	204	you (2nd sg, formal)	Konda Maliguda	tu̪ i	t̪ui	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
126	117	L17@268.98	204	you (2nd sg, formal)	Patta Maliguda	tu̪ i	t̪ui	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
126	117	L18@280.99	204	you (2nd sg, formal)	Potenda	tu̪ i	t̪ui	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
126	117	L19@292.99	204	you (2nd sg, formal)	Sabhapatiguda	tu̪ i	t̪ui	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
126	117	L20@305.00	204	you (2nd sg, formal)	Sindhiguda	tu̪ i	t̪ui	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
126	117	L21@317.00	204	you (2nd sg, formal)	Sourakundi	tu̪ i	t̪ui	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
126	117	L22@329.00	204	you (2nd sg, formal)	Dame side	tu̪ me	t̪ume	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
126	117	L46@625.17	205	he (3rd sg, masculine)	Dame side	tʰ̪ ɔ	t̪ʰɔ	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
126	117	R19@281.00	206	she (3rd sg, feminine)	Dame side	tʰ̪ a	t̪ʰa	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
127	118	L11@205.08	209	you (2nd pl)	Bodgaon	tɔ̪ me mɔn	t̪ɔme mɔn	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
127	118	L12@217.09	209	you (2nd pl)	Chhatrabor	tɔ̪ me mɔn	t̪ɔme mɔn	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
127	118	L13@229.09	209	you (2nd pl)	Gemelput	tɔ̪ me mɔn	t̪ɔme mɔn	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
127	118	L14@241.10	209	you (2nd pl)	Ghumar	tɔ̪ me mɔn	t̪ɔme mɔn	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
127	118	L15@253.10	209	you (2nd pl)	Potenda	tɔ̪ me mɔn	t̪ɔme mɔn	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
127	118	L16@265.10	209	you (2nd pl)	Sabhapatiguda	tɔ̪ me mɔn	t̪ɔme mɔn	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
127	118	L17@277.11	209	you (2nd pl)	Sindhiguda	tɔ̪ me mɔn	t̪ɔme mɔn	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
127	118	L18@289.11	209	you (2nd pl)	Dame side	tɔ̪ me sɔbu	t̪ɔme sɔbu	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
127	118	L19@301.12	209	you (2nd pl)	Gumalput	tɔ̪ me sɔbu	t̪ɔme sɔbu	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
127	118	L20@313.12	209	you (2nd pl)	Kakalpoda	tɔ̪ me sɔbu	t̪ɔme sɔbu	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
127	118	L21@325.12	209	you (2nd pl)	Kantigad	tɔ̪ me sɔbu	t̪ɔme sɔbu	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
127	118	L22@337.13	209	you (2nd pl)	Potenda	tɔ̪ me sɔbu	t̪ɔme sɔbu	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
127	118	L23@349.13	209	you (2nd pl)	Aunli	tɔ̪ mi mɔn	t̪ɔmi mɔn	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
127	118	L24@361.14	209	you (2nd pl)	Sourakundi	tɔ̪ mi mɔn	t̪ɔmi mɔn	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
127	118	L25@373.14	209	you (2nd pl)	Souraguda	tɔ̪ r mɔn	t̪ɔr mɔn	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
127	118	L27@397.15	209	you (2nd pl)	Jujhari	tu̪ me mɔn	t̪ume mɔn	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
127	118	R02@76.99	209	you (2nd pl)	Kakalpoda	tu̪ memɔn	t̪umemɔn	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
127	118	R03@88.99	209	you (2nd pl)	Gagnapur	tu̪ mi	t̪umi	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
127	118	R04@101.00	209	you (2nd pl)	Konda Maliguda	tu̪ mi mɔn	t̪umi mɔn	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
127	118	R05@113.00	209	you (2nd pl)	Patta Maliguda	tu̪ mi mɔn	t̪umi mɔn	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
127	118	R11@193.08	210	they (3rd pl)	Burja	hait ̪ mane	hait̪ mane	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
