PDF_Page	Printed_Page	Line	Item	Gloss	Site	Manual_Form	Similarity_Group	Confidence	Review_Method	Review_Status	Source_Text
121	112	R29@409.12	186	he is, he was thirsty	Gumalput	sɔs laɡlani	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gumalput sɔs laɡlani 1
121	112	R30@421.12	186	he is, he was thirsty	Jujhari	sɔs laɡlani	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Jujhari sɔs laɡlani 1
121	112	R31@433.12	186	he is, he was thirsty	Konda Maliguda	sɔs laɡlani	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Konda Maliguda sɔs laɡlani 1
121	112	R32@445.13	186	he is, he was thirsty	Patta Maliguda	sɔs laɡlani	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Patta Maliguda sɔs laɡlani 1
121	112	R33@457.08	186	he is, he was thirsty	Potenda	sɔs laɡlani	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Potenda sɔs laɡlani 1
121	112	R34@469.08	186	he is, he was thirsty	Sabhapatiguda	sɔs laɡlani	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sabhapatiguda sɔs laɡlani 1
121	112	R35@481.09	186	he is, he was thirsty	Sindhiguda	sɔs laɡlani	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sindhiguda sɔs laɡlani 1
121	112	R36@493.09	186	he is, he was thirsty	Souraguda	sɔs laɡlani	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Souraguda sɔs laɡlani 1
121	112	R37@505.10	186	he is, he was thirsty	Sourakundi	sɔs laɡsi atʃe	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sourakundi sɔs laɡsi atʃe 1
121	112	R38@517.10	186	he is, he was thirsty	Chhatrabor	sɔs laɡsiatʃe	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Chhatrabor sɔs laɡsiatʃe 1
121	112	R39@529.10	186	he is, he was thirsty	Burja	sɔs laɡt̪ae	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Burja sɔs laɡta̪ e 1
121	112	R40@541.11	186	he is, he was thirsty	Dame side	sɔs laɡt̪ai	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Dame side sɔs laɡta̪ i 1
121	112	R41@553.11	186	he is, he was thirsty	Gagnapur	sɔs laɡʋli	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gagnapur sɔs laɡʋli 1
121	112	R43@585.30	187	sleep!, he slept	Gumalput	sɔ	2	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gumalput sɔ 2
121	112	R44@597.31	187	sleep!, he slept	Gemelput	sɔi d̪ela	2	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gemelput sɔi d̪ela 2
121	112	R45@609.31	187	sleep!, he slept	Gemelput	sɔila	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gemelput sɔila 1
121	112	R46@621.32	187	sleep!, he slept	Potenda	sɔila	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Potenda sɔila 1
121	112	R47@633.32	187	sleep!, he slept	Sindhiguda	sɔila	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sindhiguda sɔila 1
121	112	R48@645.32	187	sleep!, he slept	Aunli	sɔila atʃe	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Aunli sɔila atʃe 1
121	112	R49@657.33	187	sleep!, he slept	Bodgaon	sɔila atʃe	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Bodgaon sɔila atʃe 1
121	112	R50@669.33	187	sleep!, he slept	Chhatrabor	sɔila atʃe	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Chhatrabor sɔila atʃe 1
121	112	R51@681.34	187	sleep!, he slept	Jujhari	sɔila atʃe	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Jujhari sɔila atʃe 1
121	112	R52@693.34	187	sleep!, he slept	Sourakundi	sɔila atʃe	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sourakundi sɔila atʃe 1
121	112	R53@705.30	187	sleep!, he slept	Konda Maliguda	sɔila atʃʰe	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Konda Maliguda sɔila atʃʰe 1
122	113	L01@76.92	187	sleep!, he slept	Patta Maliguda	sɔila atʃʰe	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Patta Maliguda sɔila atʃʰe 1
122	113	L02@88.92	187	sleep!, he slept	Sabhapatiguda	sɔilañ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sabhapatiguda sɔilañ 1
122	113	L03@100.93	187	sleep!, he slept	Ghumar	sɔilani	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Ghumar sɔilani 1
122	113	L04@112.93	187	sleep!, he slept	Sindhiguda	sɔilani	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sindhiguda sɔilani 1
122	113	L05@124.94	187	sleep!, he slept	Gumalput	sɔjlɐ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gumalput sɔjlɐ 1
122	113	L06@136.94	187	sleep!, he slept	Kakalpoda	sɔjlɐ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kakalpoda sɔjlɐ 1
122	113	L07@148.94	187	sleep!, he slept	Kantigad	sɔjlɐ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kantigad sɔjlɐ 1
122	113	L08@160.95	187	sleep!, he slept	Sabhapatiguda	sɔlaitʃʰe	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sabhapatiguda sɔlaitʃʰe 1
122	113	L09@172.95	187	sleep!, he slept	Gagnapur	soila atʃe	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gagnapur soila atʃe 1
122	113	L10@184.96	187	sleep!, he slept	Souraguda	soila atʃe	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Souraguda soila atʃe 1
122	113	L11@196.96	187	sleep!, he slept	Dame side	sua d̪ia atʃʰe	3	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Dame side sua di̪ a atʃʰe 3
122	113	L12@208.96	187	sleep!, he slept	Burja	sua: atʃʰe	3	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Burja sua: atʃʰe 3
122	113	L14@241.08	188	lie down!, he lay down	Dame side	ɖʰula atʃe	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Dame side ɖʰula atʃe 1
122	113	L15@253.09	188	lie down!, he lay down	Chhatrabor	dʰulla atʃe	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Chhatrabor dʰulla atʃe 1
122	113	L16@265.09	188	lie down!, he lay down	Jujhari	dʰulla atʃe	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Jujhari dʰulla atʃe 1
122	113	L17@277.10	188	lie down!, he lay down	Burja	dʰulla: tʃe	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Burja dʰulla: tʃe 1
122	113	L18@289.10	188	lie down!, he lay down	Kakalpoda	dʰullani	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kakalpoda dʰullani 1
122	113	L19@301.10	188	lie down!, he lay down	Sabhapatiguda	dʰullani	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sabhapatiguda dʰullani 1
122	113	L20@313.11	188	lie down!, he lay down	Gumalput	ɖʊlːɐ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gumalput ɖʊlːɐ 1
122	113	L21@325.11	188	lie down!, he lay down	Kantigad	ɖʊlːɐ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kantigad ɖʊlːɐ 1
122	113	L22@337.12	188	lie down!, he lay down	Aunli	dulla atʃe	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Aunli dulla atʃe 1
122	113	L23@349.12	188	lie down!, he lay down	Bodgaon	dulla atʃe	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Bodgaon dulla atʃe 1
122	113	L24@361.12	188	lie down!, he lay down	Gagnapur	dulla atʃe	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gagnapur dulla atʃe 1
122	113	L25@373.13	188	lie down!, he lay down	Gemelput	dulla atʃe	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gemelput dulla atʃe 1
122	113	L26@385.13	188	lie down!, he lay down	Ghumar	dulla atʃe	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Ghumar dulla atʃe 1
122	113	L27@397.14	188	lie down!, he lay down	Konda Maliguda	dulla atʃe	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Konda Maliguda dulla atʃe 1
122	113	L28@409.14	188	lie down!, he lay down	Patta Maliguda	dulla atʃe	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Patta Maliguda dulla atʃe 1
122	113	L29@421.14	188	lie down!, he lay down	Sindhiguda	dulla atʃe	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sindhiguda dulla atʃe 1
122	113	L30@433.15	188	lie down!, he lay down	Souraguda	dulla atʃe	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Souraguda dulla atʃe 1
122	113	L31@445.15	188	lie down!, he lay down	Sourakundi	dulla atʃe	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sourakundi dulla atʃe 1
122	113	L32@457.16	188	lie down!, he lay down	Potenda	dullaatʃe	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Potenda dullaatʃe 1
122	113	L33@469.16	188	lie down!, he lay down	Ghumar	dullani	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Ghumar dullani 1
122	113	L34@481.16	188	lie down!, he lay down	Gumalput	dullani	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gumalput dullani 1
122	113	L35@493.17	188	lie down!, he lay down	Potenda	dullani	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Potenda dullani 1
122	113	L36@505.17	188	lie down!, he lay down	Sindhiguda	dullani	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sindhiguda dullani 1
122	113	L37@517.18	188	lie down!, he lay down	Sindhiguda	ɡuɳɖɔllani	2	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sindhiguda ɡuɳɖɔllani 2
122	113	L38@529.18	188	lie down!, he lay down	Kantigad	ɡuɳɡɔlani	2	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kantigad ɡuɳɡɔlani 2
122	113	L40@561.30	189	sit down!, he sat down	Gagnapur	bɐs	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gagnapur bɐs 1
122	113	L41@573.30	189	sit down!, he sat down	Aunli	bɔs	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Aunli bɔs 1
122	113	L42@585.30	189	sit down!, he sat down	Bodgaon	bɔs	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Bodgaon bɔs 1
122	113	L43@597.31	189	sit down!, he sat down	Burja	bɔs	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Burja bɔs 1
122	113	L44@609.31	189	sit down!, he sat down	Chhatrabor	bɔs	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Chhatrabor bɔs 1
122	113	L45@621.32	189	sit down!, he sat down	Dame side	bɔs	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Dame side bɔs 1
122	113	L46@633.32	189	sit down!, he sat down	Gemelput	bɔs	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gemelput bɔs 1
122	113	L47@645.32	189	sit down!, he sat down	Gumalput	bɔs	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gumalput bɔs 1
122	113	L48@657.33	189	sit down!, he sat down	Jujhari	bɔs	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Jujhari bɔs 1
122	113	L49@669.33	189	sit down!, he sat down	Kakalpoda	bɔs	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kakalpoda bɔs 1
122	113	L50@681.34	189	sit down!, he sat down	Kantigad	bɔs	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kantigad bɔs 1
122	113	L51@693.34	189	sit down!, he sat down	Konda Maliguda	bɔs	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Konda Maliguda bɔs 1
122	113	L52@705.34	189	sit down!, he sat down	Patta Maliguda	bɔs	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Patta Maliguda bɔs 1
122	113	R02@76.96	189	sit down!, he sat down	Potenda	bɔs	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Potenda bɔs 1
122	113	R03@88.96	189	sit down!, he sat down	Sabhapatiguda	bɔs	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sabhapatiguda bɔs 1
122	113	R04@100.97	189	sit down!, he sat down	Sindhiguda	bɔs	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sindhiguda bɔs 1
122	113	R05@112.97	189	sit down!, he sat down	Souraguda	bɔs	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Souraguda bɔs 1
122	113	R06@124.98	189	sit down!, he sat down	Sourakundi	bɔs	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sourakundi bɔs 1
122	113	R07@136.98	189	sit down!, he sat down	Ghumar	bɔsa	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Ghumar bɔsa 1
122	113	R08@148.98	189	sit down!, he sat down	Gumalput	bɔslɐ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gumalput bɔslɐ 1
122	113	R09@160.99	189	sit down!, he sat down	Kantigad	bɔslɐ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kantigad bɔslɐ 1
122	113	R11@193.08	190	give!, he gave	Aunli	d̪e	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Aunli d̪e 1
122	113	R12@205.09	190	give!, he gave	Bodgaon	d̪e	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Bodgaon d̪e 1
122	113	R13@217.09	190	give!, he gave	Burja	d̪e	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Burja d̪e 1
122	113	R14@229.10	190	give!, he gave	Chhatrabor	d̪e	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Chhatrabor d̪e 1
122	113	R15@241.10	190	give!, he gave	Dame side	d̪e	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Dame side d̪e 1
122	113	R16@253.10	190	give!, he gave	Gagnapur	d̪e	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gagnapur d̪e 1
122	113	R17@265.11	190	give!, he gave	Gemelput	d̪e	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gemelput d̪e 1
122	113	R18@277.11	190	give!, he gave	Ghumar	d̪e	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Ghumar d̪e 1
122	113	R19@289.12	190	give!, he gave	Gumalput	d̪e	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gumalput d̪e 1
122	113	R20@301.12	190	give!, he gave	Jujhari	d̪e	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Jujhari d̪e 1
122	113	R21@313.12	190	give!, he gave	Kakalpoda	d̪e	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kakalpoda d̪e 1
122	113	R22@325.13	190	give!, he gave	Kantigad	d̪e	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kantigad d̪e 1
122	113	R23@337.13	190	give!, he gave	Konda Maliguda	d̪e	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Konda Maliguda d̪e 1
122	113	R24@349.14	190	give!, he gave	Patta Maliguda	d̪e	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Patta Maliguda d̪e 1
122	113	R25@361.14	190	give!, he gave	Potenda	d̪e	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Potenda d̪e 1
122	113	R26@373.14	190	give!, he gave	Sabhapatiguda	d̪e	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sabhapatiguda d̪e 1
122	113	R27@385.15	190	give!, he gave	Sindhiguda	d̪e	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sindhiguda d̪e 1
122	113	R28@397.15	190	give!, he gave	Souraguda	d̪e	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Souraguda d̪e 1
122	113	R29@409.16	190	give!, he gave	Sourakundi	d̪e	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sourakundi d̪e 1
122	113	R30@421.16	190	give!, he gave	Gumalput	d̪elɐ	2	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gumalput d̪elɐ 2
122	113	R31@433.16	190	give!, he gave	Patta Maliguda	d̪ia	2	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Patta Maliguda d̪ia 2
122	113	R32@445.17	190	give!, he gave	Souraguda	d̪ija	2	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Souraguda d̪ija 2
122	113	R34@477.30	191	it burns, it burned	Sourakundi	dʒɔi d̪ɔrsiatʃe	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sourakundi dʒɔi d̪ɔrsiatʃe 1
122	113	R35@489.31	191	it burns, it burned	Aunli	dʒɔi laɡlani	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Aunli dʒɔi laɡlani 1
122	113	R36@501.31	191	it burns, it burned	Ghumar	dʒɔi laɡlani	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Ghumar dʒɔi laɡlani 1
122	113	R37@513.32	191	it burns, it burned	Jujhari	dʒɔi laɡlani	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Jujhari dʒɔi laɡlani 1
122	113	R38@525.32	191	it burns, it burned	Konda Maliguda	dʒɔi laɡlani	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Konda Maliguda dʒɔi laɡlani 1
122	113	R39@537.32	191	it burns, it burned	Patta Maliguda	dʒɔi laɡlani	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Patta Maliguda dʒɔi laɡlani 1
122	113	R40@549.33	191	it burns, it burned	Potenda	dʒɔi laɡlani	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Potenda dʒɔi laɡlani 1
122	113	R41@561.33	191	it burns, it burned	Sabhapatiguda	dʒɔi laɡlani	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sabhapatiguda dʒɔi laɡlani 1
122	113	R42@573.34	191	it burns, it burned	Sindhiguda	dʒɔi laɡlani	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sindhiguda dʒɔi laɡlani 1
122	113	R43@585.34	191	it burns, it burned	Souraguda	dʒɔi laɡlani	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Souraguda dʒɔi laɡlani 1
122	113	R44@597.34	191	it burns, it burned	Chhatrabor	dʒɔi laɡsiat̪ʃe	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Chhatrabor dʒɔi laɡsiatʃ̪ e 1
122	113	R45@609.35	191	it burns, it burned	Burja	dʒɔi laɡt̪e atʃʰe	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Burja dʒɔi laɡte̪ atʃʰe 1
122	113	R46@621.35	191	it burns, it burned	Gumalput	dʒɔilaɡlani	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gumalput dʒɔilaɡlani 1
122	113	R47@633.36	191	it burns, it burned	Kakalpoda	dʒɔilaɡlani	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kakalpoda dʒɔilaɡlani 1
122	113	R48@645.36	191	it burns, it burned	Kantigad	dʒɔilaɡlani	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kantigad dʒɔilaɡlani 1
122	113	R49@657.36	191	it burns, it burned	Bodgaon	dʒoi laɡlani	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Bodgaon dʒoi laɡlani 1
122	113	R50@669.37	191	it burns, it burned	Gemelput	dʒoi laɡlani	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gemelput dʒoi laɡlani 1
122	113	R51@681.37	191	it burns, it burned	Dame side	dʒoi laɡt̪ai	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Dame side dʒoi laɡta̪ i 1
122	113	R52@693.38	191	it burns, it burned	Gagnapur	dʒoi laɡuli	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gagnapur dʒoi laɡuli 1
122	113	R53@705.30	191	it burns, it burned	Gagnapur	pɔɖuli	2	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gagnapur pɔɖuli 2
123	114	L02@97.08	192	don’t die!, he died	Gagnapur	mɐla	2	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gagnapur mɐla 2
123	114	L03@109.09	192	don’t die!, he died	Gumalput	mɔla	2	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gumalput mɔla 2
123	114	L04@121.09	192	don’t die!, he died	Jujhari	mɔla	2	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Jujhari mɔla 2
123	114	L05@133.10	192	don’t die!, he died	Kantigad	mɔla	2	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kantigad mɔla 2
123	114	L06@145.10	192	don’t die!, he died	Konda Maliguda	mɔla	2	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Konda Maliguda mɔla 2
123	114	L07@157.10	192	don’t die!, he died	Patta Maliguda	mɔla	2	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Patta Maliguda mɔla 2
123	114	L08@169.11	192	don’t die!, he died	Potenda	mɔla	2	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Potenda mɔla 2
123	114	L09@181.11	192	don’t die!, he died	Sabhapatiguda	mɔla	2	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sabhapatiguda mɔla 2
123	114	L10@193.12	192	don’t die!, he died	Sindhiguda	mɔla	2	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sindhiguda mɔla 2
123	114	L11@205.12	192	don’t die!, he died	Burja	mɔra ɡɔlɔ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Burja mɔra ɡɔlɔ 1
123	114	L12@217.12	192	don’t die!, he died	Gemelput	mɔri ɡɐla	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gemelput mɔri ɡɐla 1
123	114	L13@229.13	192	don’t die!, he died	Sindhiguda	mɔrigɐla	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sindhiguda mɔrigɐla 1
123	114	L14@241.13	192	don’t die!, he died	Konda Maliguda	mɔriɡala	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Konda Maliguda mɔriɡala 1
123	114	L15@253.14	192	don’t die!, he died	Patta Maliguda	mɔriɡala	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Patta Maliguda mɔriɡala 1
123	114	L16@265.14	192	don’t die!, he died	Chhatrabor	mɔriɡɐla	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Chhatrabor mɔriɡɐla 1
123	114	L17@277.14	192	don’t die!, he died	Ghumar	mɔriɡɐla	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Ghumar mɔriɡɐla 1
123	114	L18@289.15	192	don’t die!, he died	Gumalput	mɔɾɪɡɐlɐ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gumalput mɔɾɪɡɐlɐ 1
123	114	L19@301.15	192	don’t die!, he died	Kakalpoda	mɔɾɪɡɐlɐ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kakalpoda mɔɾɪɡɐlɐ 1
123	114	L20@313.16	192	don’t die!, he died	Kantigad	mɔɾɪɡɐlɐ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kantigad mɔɾɪɡɐlɐ 1
123	114	L21@325.16	192	don’t die!, he died	Aunli	mɔrla	2	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Aunli mɔrla 2
123	114	L22@337.16	192	don’t die!, he died	Bodgaon	mɔrla	2	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Bodgaon mɔrla 2
123	114	L23@349.17	192	don’t die!, he died	Ghumar	mɔrla	2	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Ghumar mɔrla 2
123	114	L24@361.17	192	don’t die!, he died	Sindhiguda	mɔrla	2	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sindhiguda mɔrla 2
123	114	L25@373.18	192	don’t die!, he died	Souraguda	mɔrla	2	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Souraguda mɔrla 2
123	114	L26@385.18	192	don’t die!, he died	Sourakundi	mɔrla	2	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sourakundi mɔrla 2
123	114	L27@397.18	192	don’t die!, he died	Dame side	mora ɡɔlɔ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Dame side mora ɡɔlɔ 1
123	114	L28@409.19	192	don’t die!, he died	Dame side	mora ɡɔli	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Dame side mora ɡɔli 1
123	114	L30@441.30	193	don’t kill!, he killed	Dame side	mara d̪elɔ	2	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Dame side mara d̪elɔ 2
123	114	L31@453.31	193	don’t kill!, he killed	Gumalput	mari d̪ela	2	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gumalput mari d̪ela 2
123	114	L32@465.31	193	don’t kill!, he killed	Kakalpoda	mɐɾɪd̪elɐ	2	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kakalpoda mɐɾɪd̪elɐ 2
123	114	L33@477.32	193	don’t kill!, he killed	Bodgaon	marla	3	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Bodgaon marla 3
123	114	L34@489.32	193	don’t kill!, he killed	Gumalput	mɐɾlɐ	3	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gumalput mɐɾlɐ 3
123	114	L35@501.32	193	don’t kill!, he killed	Kantigad	mɐɾlɐ	3	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kantigad mɐɾlɐ 3
123	114	L36@513.33	193	don’t kill!, he killed	Chhatrabor	mɔrne marid̪ela	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Chhatrabor mɔrne maride̪ la 1
123	114	L37@525.33	193	don’t kill!, he killed	Aunli	mɔrne marla	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Aunli mɔrne marla 1
123	114	L38@537.34	193	don’t kill!, he killed	Dame side	mɔrt̪e maradelɔ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Dame side mɔrte̪ maradelɔ 1
123	114	L39@549.30	193	don’t kill!, he killed	Burja	mɔrt̪e marad̪elɔ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Burja mɔrte̪ marade̪ lɔ 1
