Item	Gloss	Site_Code	Site_Name	PDF_Page	Printed_Page	Column	Manual_Transcription	Review_Status	Confidence	Uncertainty	Reviewer_Method	Reviewed_At	Reviewer_Declaration	Scope	Disposition	Citation	Installed_Count	Entry_Keys
154	four	NET	Nethanar	20	15	2	naluk	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 154, list NET]	1	dhurwa2021:p020:i154:NET:a1
154	four	DHA	Dharba	20	15	3	naluk	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 154, list DHA]	1	dhurwa2021:p020:i154:DHA:a1
154	four	KUK	Kukanar	20	15	4	nalu:k	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 154, list KUK]	1	dhurwa2021:p020:i154:KUK:a1
154	four	U5	Unlabeled fifth printed column	20	15	5	nalu:k	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 15, item 154, list U5]	0	
155	five	TIR	Tiriya	20	15	1	cenɖuk	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 155, list TIR]	1	dhurwa2021:p020:i155:TIR:a1
155	five	NET	Nethanar	20	15	2	cenɖu:k	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 155, list NET]	1	dhurwa2021:p020:i155:NET:a1
155	five	DHA	Dharba	20	15	3	ceɳɖu:k	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 155, list DHA]	1	dhurwa2021:p020:i155:DHA:a1
155	five	KUK	Kukanar	20	15	4	ceɳɖu:k	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 155, list KUK]	1	dhurwa2021:p020:i155:KUK:a1
155	five	U5	Unlabeled fifth printed column	20	15	5	ceɳɖu:k	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 15, item 155, list U5]	0	
156	six	TIR	Tiriya	20	15	1	coy kota	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 156, list TIR]	1	dhurwa2021:p020:i156:TIR:a1
156	six	NET	Nethanar	20	15	2	coy kota	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 156, list NET]	1	dhurwa2021:p020:i156:NET:a1
156	six	DHA	Dharba	20	15	3	cokota	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 156, list DHA]	1	dhurwa2021:p020:i156:DHA:a1
156	six	KUK	Kukanar	20	15	4	coy ʈan	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 156, list KUK]	1	dhurwa2021:p020:i156:KUK:a1
156	six	U5	Unlabeled fifth printed column	20	15	5	coy	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 15, item 156, list U5]	0	
157	seven	TIR	Tiriya	20	15	1	caʈ kota	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 157, list TIR]	1	dhurwa2021:p020:i157:TIR:a1
157	seven	NET	Nethanar	20	15	2	caʈ kota	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 157, list NET]	1	dhurwa2021:p020:i157:NET:a1
157	seven	DHA	Dharba	20	15	3	caʈ kota	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 157, list DHA]	1	dhurwa2021:p020:i157:DHA:a1
157	seven	KUK	Kukanar	20	15	4	caʈ ʈan	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 157, list KUK]	1	dhurwa2021:p020:i157:KUK:a1
157	seven	U5	Unlabeled fifth printed column	20	15	5	caʈ	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 15, item 157, list U5]	0	
158	eight	TIR	Tiriya	20	15	1	aʈ kota	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 158, list TIR]	1	dhurwa2021:p020:i158:TIR:a1
158	eight	NET	Nethanar	20	15	2	aʈ kota	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 158, list NET]	1	dhurwa2021:p020:i158:NET:a1
158	eight	DHA	Dharba	20	15	3	aʈ kota	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 158, list DHA]	1	dhurwa2021:p020:i158:DHA:a1
158	eight	KUK	Kukanar	20	15	4	aʈ ʈan	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 158, list KUK]	1	dhurwa2021:p020:i158:KUK:a1
158	eight	U5	Unlabeled fifth printed column	20	15	5	aʈ	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 15, item 158, list U5]	0	
159	nine	TIR	Tiriya	20	15	1	nov kota	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 159, list TIR]	1	dhurwa2021:p020:i159:TIR:a1
159	nine	NET	Nethanar	20	15	2	no kota	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 159, list NET]	1	dhurwa2021:p020:i159:NET:a1
159	nine	DHA	Dharba	20	15	3	nov kota	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 159, list DHA]	1	dhurwa2021:p020:i159:DHA:a1
159	nine	KUK	Kukanar	20	15	4	no: ʈan	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 159, list KUK]	1	dhurwa2021:p020:i159:KUK:a1
159	nine	U5	Unlabeled fifth printed column	20	15	5	nov	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 15, item 159, list U5]	0	
160	ten	TIR	Tiriya	20	15	1	ɖec kota	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 160, list TIR]	1	dhurwa2021:p020:i160:TIR:a1
160	ten	NET	Nethanar	20	15	2	ɖec kota	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 160, list NET]	1	dhurwa2021:p020:i160:NET:a1
160	ten	DHA	Dharba	20	15	3	ɖʌc kota	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 160, list DHA]	1	dhurwa2021:p020:i160:DHA:a1
160	ten	KUK	Kukanar	20	15	4	ɖʌs ʈan	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 160, list KUK]	1	dhurwa2021:p020:i160:KUK:a1
160	ten	U5	Unlabeled fifth printed column	20	15	5	ɖec	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 15, item 160, list U5]	0	
161	twenty	TIR	Tiriya	20	15	1	koɖek	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 161, list TIR]	1	dhurwa2021:p020:i161:TIR:a1
161	twenty	NET	Nethanar	20	15	2	koɖek	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 161, list NET]	1	dhurwa2021:p020:i161:NET:a1
161	twenty	DHA	Dharba	20	15	3	koɖek	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 161, list DHA]	1	dhurwa2021:p020:i161:DHA:a1
161	twenty	KUK	Kukanar	20	15	4	hie	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 161, list KUK]	1	dhurwa2021:p020:i161:KUK:a1
161	twenty	U5	Unlabeled fifth printed column	20	15	5	koɖek	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 15, item 161, list U5]	0	
162	half	TIR	Tiriya	20	15	1	aɖa	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 162, list TIR]	1	dhurwa2021:p020:i162:TIR:a1
162	half	NET	Nethanar	20	15	2	aɖa	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 162, list NET]	1	dhurwa2021:p020:i162:NET:a1
162	half	DHA	Dharba	20	15	3	aɖa	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 162, list DHA]	1	dhurwa2021:p020:i162:DHA:a1
162	half	KUK	Kukanar	20	15	4		source_blank	high	source prints double hyphen	manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-explicit blank	josephmichael2021dhurwa[Appendix B, printed p. 15, item 162, list KUK]	0	
162	half	U5	Unlabeled fifth printed column	20	15	5		source_blank	high	source prints double hyphen	manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 15, item 162, list U5]	0	
163	hundred	TIR	Tiriya	20	15	1	cenɖ ko:l	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 163, list TIR]	1	dhurwa2021:p020:i163:TIR:a1
163	hundred	NET	Nethanar	20	15	2	cenɖ ko:ɖek	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 163, list NET]	1	dhurwa2021:p020:i163:NET:a1
163	hundred	DHA	Dharba	20	15	3	ceɳɖ ko:ɖu	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 163, list DHA]	1	dhurwa2021:p020:i163:DHA:a1
163	hundred	KUK	Kukanar	20	15	4	cʌv	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 163, list KUK]	1	dhurwa2021:p020:i163:KUK:a1
163	hundred	U5	Unlabeled fifth printed column	20	15	5	cenɖu ko:l	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 15, item 163, list U5]	0	
164	yes	TIR	Tiriya	20	15	1	o:	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 164, list TIR]	1	dhurwa2021:p020:i164:TIR:a1
164	yes	NET	Nethanar	20	15	2	o:	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 164, list NET]	1	dhurwa2021:p020:i164:NET:a1
164	yes	DHA	Dharba	20	15	3	o:	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 164, list DHA]	1	dhurwa2021:p020:i164:DHA:a1
164	yes	KUK	Kukanar	20	15	4	o:	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 164, list KUK]	1	dhurwa2021:p020:i164:KUK:a1
164	yes	U5	Unlabeled fifth printed column	20	15	5	o:	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 15, item 164, list U5]	0	
165	no	TIR	Tiriya	20	15	1	cɪl:a	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 165, list TIR]	1	dhurwa2021:p020:i165:TIR:a1
165	no	NET	Nethanar	20	15	2	cɪl:a	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 165, list NET]	1	dhurwa2021:p020:i165:NET:a1
165	no	DHA	Dharba	20	15	3	cɪl:a/ɛra	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 165, list DHA]	2	dhurwa2021:p020:i165:DHA:a1 | dhurwa2021:p020:i165:DHA:a2
165	no	KUK	Kukanar	20	15	4	cɪl:a/ɛra	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 165, list KUK]	2	dhurwa2021:p020:i165:KUK:a1 | dhurwa2021:p020:i165:KUK:a2
165	no	U5	Unlabeled fifth printed column	20	15	5	cɪlɛgaʈ	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 15, item 165, list U5]	0	
166	same	TIR	Tiriya	20	15	1	okʈi	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 166, list TIR]	1	dhurwa2021:p020:i166:TIR:a1
166	same	NET	Nethanar	20	15	2	okʈi	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 166, list NET]	1	dhurwa2021:p020:i166:NET:a1
166	same	DHA	Dharba	20	15	3	okʈi	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 166, list DHA]	1	dhurwa2021:p020:i166:DHA:a1
166	same	KUK	Kukanar	20	15	4	okʈi	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 166, list KUK]	1	dhurwa2021:p020:i166:KUK:a1
166	same	U5	Unlabeled fifth printed column	20	15	5	okʈi	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 15, item 166, list U5]	0	
167	different	TIR	Tiriya	20	15	1	binɛy	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 167, list TIR]	1	dhurwa2021:p020:i167:TIR:a1
167	different	NET	Nethanar	20	15	2	avur	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 167, list NET]	1	dhurwa2021:p020:i167:NET:a1
167	different	DHA	Dharba	20	15	3	ɛleg ɛleg	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 167, list DHA]	1	dhurwa2021:p020:i167:DHA:a1
167	different	KUK	Kukanar	20	15	4	ɛlge ɛlge	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 167, list KUK]	1	dhurwa2021:p020:i167:KUK:a1
167	different	U5	Unlabeled fifth printed column	20	15	5	bɪlag bɪlag	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 15, item 167, list U5]	0	
168	clay	TIR	Tiriya	21	16	1	ʈu:k	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 16, item 168, list TIR]	1	dhurwa2021:p021:i168:TIR:a1
168	clay	NET	Nethanar	21	16	2	ʈu:k	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 16, item 168, list NET]	1	dhurwa2021:p021:i168:NET:a1
168	clay	DHA	Dharba	21	16	3	ʈu:k	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 16, item 168, list DHA]	1	dhurwa2021:p021:i168:DHA:a1
168	clay	KUK	Kukanar	21	16	4	ʈu:k	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 16, item 168, list KUK]	1	dhurwa2021:p021:i168:KUK:a1
168	clay	U5	Unlabeled fifth printed column	21	16	5	ʈu:k	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 16, item 168, list U5]	0	
169	soil	TIR	Tiriya	21	16	1	mañ	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 16, item 169, list TIR]	1	dhurwa2021:p021:i169:TIR:a1
169	soil	NET	Nethanar	21	16	2	maŋ	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 16, item 169, list NET]	1	dhurwa2021:p021:i169:NET:a1
