Item	Gloss	Noira_Site	Dhule_Site	Noira_PDF_Page	Dhule_PDF_Page	Noira_Manual_Transcription	Dhule_Manual_Transcription	Comparison	Disposition
207	we (1st pl, inclusive)	NTO	TOR	78	132	ʌmu		same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
208	we (1st pl, exclusive)	NAS	AST	78	132	amu	1 amu	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
208	we (1st pl, exclusive)	BMU	MUN	78	132	amu	1 amu	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
208	we (1st pl, exclusive)	NTO	TOR	78	132	amu	1 amu	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
209	you (2nd pl)	NAS	AST	78	132	t̪umu	1 t̪umo	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
209	you (2nd pl)	BMU	MUN	78	132	t̪umu	1 t̪umu	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
209	you (2nd pl)	NTO	TOR	78	132	t̪umu	1 tumu	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
210	they (3rd pl)	NAS	AST	78	133	t̪ɛ	1 ʈe	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
210	they (3rd pl)	BMU	MUN	78	133	t̪ɛ	1 ʈe	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
210	they (3rd pl)	NTO	TOR	78	133	t̪a	3 ʈa	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
