Record_Type,Item,Gloss,Site_Code,Site_Name,Role,Dialect_Group,PDF_Page,Printed_Page,Column,Manual_Transcription,Manual_Review,Uncertainty,OCR_Evidence,Alternate_Digital_Evidence,Status,Reason,Language_ID,Dialect_ID,Source,Entry_Keys
wordlist cell,172,that,JAG,Jaganathapuram Koya,target,eastern Koya,90,85,1,adu,manual-source-image,,tesseract_raw.txt#pdf90,,installed,,Gondi,sil-koya-1985-jaganathapuram,"devagnanavaram-et-al2021koya[Appendix E, printed p. 85, item 172, Jaganathapuram Koya]",silkoya1985:jag:i172:v1
wordlist cell,172,that,MAL,Malakanagiri Koya,target,eastern Koya,110,105,1,adːu,manual-source-image,,tesseract_raw.txt#pdf110,,installed,,Gondi,sil-koya-1985-malakanagiri,"devagnanavaram-et-al2021koya[Appendix E, printed p. 105, item 172, Malakanagiri Koya]",silkoya1985:mal:i172:v1
wordlist cell,172,that,ORI,Oriya,comparison control,,121,116,2,seitːa,manual-source-image,,tesseract_raw.txt#pdf121,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 116, item 172, Oriya]",
wordlist cell,172,that,POD,Podia Koya,target,eastern Koya,90,85,3,adu,manual-source-image,,tesseract_raw.txt#pdf90,,installed,,Gondi,sil-koya-1985-podia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 85, item 172, Podia Koya]",silkoya1985:pod:i172:v1
wordlist cell,172,that,TEL,Telugu,comparison control,,121,116,1,adi,manual-source-image,,tesseract_raw.txt#pdf121,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 116, item 172, Telugu]",
wordlist cell,172,that,UTN,Utnoor Gondi,target,western Gondi,100,95,1,ʌd̪uʔ,manual-source-image,,tesseract_raw.txt#pdf100,ʌd̪uʔ,installed,,Gondi,sil-koya-1985-utnoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 95, item 172, Utnoor Gondi]",silkoya1985:utn:i172:v1
wordlist cell,173,these,BHG,Bhamani Gondi,target,western Gondi,100,95,2,u̯a,manual-source-image,,tesseract_raw.txt#pdf100,u̯a,installed,,Gondi,sil-koya-1985-bhamani-gondi,"devagnanavaram-et-al2021koya[Appendix E, printed p. 95, item 173, Bhamani Gondi]",silkoya1985:bhg:i173:v1
wordlist cell,173,these,BHM,Bhamani Madia,target,western Madia,100,95,3,ivˑu,manual-source-image,,tesseract_raw.txt#pdf100,ivˑu,installed,,Gondi,sil-koya-1985-bhamani-madia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 95, item 173, Bhamani Madia]",silkoya1985:bhm:i173:v1
wordlist cell,173,these,CHI,Chintoor Koya,target,eastern Koya,90,85,2,iwu,manual-source-image,,tesseract_raw.txt#pdf90,,installed,,Gondi,sil-koya-1985-chintoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 85, item 173, Chintoor Koya]",silkoya1985:chi:i173:v1
wordlist cell,173,these,JAG,Jaganathapuram Koya,target,eastern Koya,90,85,1,iwu,manual-source-image,,tesseract_raw.txt#pdf90,,installed,,Gondi,sil-koya-1985-jaganathapuram,"devagnanavaram-et-al2021koya[Appendix E, printed p. 85, item 173, Jaganathapuram Koya]",silkoya1985:jag:i173:v1
wordlist cell,173,these,MAL,Malakanagiri Koya,target,eastern Koya,110,105,1,iwu,manual-source-image,,tesseract_raw.txt#pdf110,,installed,,Gondi,sil-koya-1985-malakanagiri,"devagnanavaram-et-al2021koya[Appendix E, printed p. 105, item 173, Malakanagiri Koya]",silkoya1985:mal:i173:v1
wordlist cell,173,these,ORI,Oriya,comparison control,,121,116,2,eisabu,manual-source-image,,tesseract_raw.txt#pdf121,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 116, item 173, Oriya]",
wordlist cell,173,these,POD,Podia Koya,target,eastern Koya,90,85,3,iwu,manual-source-image,,tesseract_raw.txt#pdf90,,installed,,Gondi,sil-koya-1985-podia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 85, item 173, Podia Koya]",silkoya1985:pod:i173:v1
wordlist cell,173,these,TEL,Telugu,comparison control,,121,116,1,ivi,manual-source-image,,tesseract_raw.txt#pdf121,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 116, item 173, Telugu]",
wordlist cell,173,these,UTN,Utnoor Gondi,target,western Gondi,100,95,1,ɪvuʔ,manual-source-image,,tesseract_raw.txt#pdf100,ɪvuʔ,installed,,Gondi,sil-koya-1985-utnoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 95, item 173, Utnoor Gondi]",silkoya1985:utn:i173:v1
wordlist cell,174,those,BHG,Bhamani Gondi,target,western Gondi,100,95,2,oɾu,manual-source-image,,tesseract_raw.txt#pdf100,oɾu,installed,,Gondi,sil-koya-1985-bhamani-gondi,"devagnanavaram-et-al2021koya[Appendix E, printed p. 95, item 174, Bhamani Gondi]",silkoya1985:bhg:i174:v1
wordlist cell,174,those,BHM,Bhamani Madia,target,western Madia,100,95,3,avˑu,manual-source-image,,tesseract_raw.txt#pdf100,avˑu,installed,,Gondi,sil-koya-1985-bhamani-madia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 95, item 174, Bhamani Madia]",silkoya1985:bhm:i174:v1
wordlist cell,174,those,CHI,Chintoor Koya,target,eastern Koya,90,85,2,awu,manual-source-image,,tesseract_raw.txt#pdf90,,installed,,Gondi,sil-koya-1985-chintoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 85, item 174, Chintoor Koya]",silkoya1985:chi:i174:v1
wordlist cell,174,those,JAG,Jaganathapuram Koya,target,eastern Koya,90,85,1,awu,manual-source-image,,tesseract_raw.txt#pdf90,,installed,,Gondi,sil-koya-1985-jaganathapuram,"devagnanavaram-et-al2021koya[Appendix E, printed p. 85, item 174, Jaganathapuram Koya]",silkoya1985:jag:i174:v1
wordlist cell,174,those,MAL,Malakanagiri Koya,target,eastern Koya,110,105,1,awu,manual-source-image,,tesseract_raw.txt#pdf110,,installed,,Gondi,sil-koya-1985-malakanagiri,"devagnanavaram-et-al2021koya[Appendix E, printed p. 105, item 174, Malakanagiri Koya]",silkoya1985:mal:i174:v1
wordlist cell,174,those,ORI,Oriya,comparison control,,121,116,2,seisabu,manual-source-image,,tesseract_raw.txt#pdf121,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 116, item 174, Oriya]",
wordlist cell,174,those,POD,Podia Koya,target,eastern Koya,90,85,3,awu,manual-source-image,,tesseract_raw.txt#pdf90,,installed,,Gondi,sil-koya-1985-podia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 85, item 174, Podia Koya]",silkoya1985:pod:i174:v1
wordlist cell,174,those,TEL,Telugu,comparison control,,121,116,1,avi,manual-source-image,,tesseract_raw.txt#pdf121,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 116, item 174, Telugu]",
wordlist cell,174,those,UTN,Utnoor Gondi,target,western Gondi,100,95,1,ʌvuʔ,manual-source-image,,tesseract_raw.txt#pdf100,ʌvuʔ,installed,,Gondi,sil-koya-1985-utnoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 95, item 174, Utnoor Gondi]",silkoya1985:utn:i174:v1
wordlist cell,175,same,BHG,Bhamani Gondi,target,western Gondi,100,95,2,vaɾa(ɾumanekel),manual-source-image,,tesseract_raw.txt#pdf100,vaɾa(ɾumanekel),installed,,Gondi,sil-koya-1985-bhamani-gondi,"devagnanavaram-et-al2021koya[Appendix E, printed p. 95, item 175, Bhamani Gondi]",silkoya1985:bhg:i175:v1
wordlist cell,175,same,BHM,Bhamani Madia,target,western Madia,100,95,3,ont̪eɾu,manual-source-image,,tesseract_raw.txt#pdf100,ont̪eɾu,installed,,Gondi,sil-koya-1985-bhamani-madia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 95, item 175, Bhamani Madia]",silkoya1985:bhm:i175:v1
wordlist cell,175,same,CHI,Chintoor Koya,target,eastern Koya,90,85,2,oke,manual-source-image,,tesseract_raw.txt#pdf90,,installed,,Gondi,sil-koya-1985-chintoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 85, item 175, Chintoor Koya]",silkoya1985:chi:i175:v1
wordlist cell,175,same,JAG,Jaganathapuram Koya,target,eastern Koya,90,85,1,oɾeteɾakam,manual-source-image,,tesseract_raw.txt#pdf90,,installed,,Gondi,sil-koya-1985-jaganathapuram,"devagnanavaram-et-al2021koya[Appendix E, printed p. 85, item 175, Jaganathapuram Koya]",silkoya1985:jag:i175:v1
wordlist cell,175,same,MAL,Malakanagiri Koya,target,eastern Koya,110,105,1,studor,manual-source-image,,tesseract_raw.txt#pdf110,,installed,,Gondi,sil-koya-1985-malakanagiri,"devagnanavaram-et-al2021koya[Appendix E, printed p. 105, item 175, Malakanagiri Koya]",silkoya1985:mal:i175:v1
wordlist cell,175,same,ORI,Oriya,comparison control,,121,116,2,ei ɾakamo,manual-source-image,,tesseract_raw.txt#pdf121,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 116, item 175, Oriya]",
wordlist cell,175,same,POD,Podia Koya,target,eastern Koya,90,85,3,ondu putːi,manual-source-image,,tesseract_raw.txt#pdf90,,installed,,Gondi,sil-koya-1985-podia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 85, item 175, Podia Koya]",silkoya1985:pod:i175:v1
wordlist cell,175,same,TEL,Telugu,comparison control,,121,116,1,ɾakamu,manual-source-image,,tesseract_raw.txt#pdf121,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 116, item 175, Telugu]",
wordlist cell,175,same,UTN,Utnoor Gondi,target,western Gondi,100,95,1,teːɾ,manual-source-image,,tesseract_raw.txt#pdf100,teːɾ,installed,,Gondi,sil-koya-1985-utnoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 95, item 175, Utnoor Gondi]",silkoya1985:utn:i175:v1
wordlist cell,176,different,BHG,Bhamani Gondi,target,western Gondi,100,95,2,eɾe,manual-source-image,,tesseract_raw.txt#pdf100,eɾe,installed,,Gondi,sil-koya-1985-bhamani-gondi,"devagnanavaram-et-al2021koya[Appendix E, printed p. 95, item 176, Bhamani Gondi]",silkoya1985:bhg:i176:v1
wordlist cell,176,different,BHM,Bhamani Madia,target,western Madia,100,95,3,eɣeeɣe,manual-source-image,,tesseract_raw.txt#pdf100,eɣeeɣe,installed,,Gondi,sil-koya-1985-bhamani-madia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 95, item 176, Bhamani Madia]",silkoya1985:bhm:i176:v1
wordlist cell,176,different,CHI,Chintoor Koya,target,eastern Koya,90,85,2,veɾe veɾe,manual-source-image,,tesseract_raw.txt#pdf90,,installed,,Gondi,sil-koya-1985-chintoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 85, item 176, Chintoor Koya]",silkoya1985:chi:i176:v1
wordlist cell,176,different,JAG,Jaganathapuram Koya,target,eastern Koya,90,85,1,veɾe veɾe,manual-source-image,,tesseract_raw.txt#pdf90,,installed,,Gondi,sil-koya-1985-jaganathapuram,"devagnanavaram-et-al2021koya[Appendix E, printed p. 85, item 176, Jaganathapuram Koya]",silkoya1985:jag:i176:v1
wordlist cell,176,different,MAL,Malakanagiri Koya,target,eastern Koya,110,105,1,veɾa veɾa,manual-source-image,,tesseract_raw.txt#pdf110,,installed,,Gondi,sil-koya-1985-malakanagiri,"devagnanavaram-et-al2021koya[Appendix E, printed p. 105, item 176, Malakanagiri Koya]",silkoya1985:mal:i176:v1
wordlist cell,176,different,ORI,Oriya,comparison control,,121,116,2,bʰino bʰino,manual-source-image,,tesseract_raw.txt#pdf121,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 116, item 176, Oriya]",
wordlist cell,176,different,POD,Podia Koya,target,eastern Koya,90,85,3,veɾe veɾe,manual-source-image,,tesseract_raw.txt#pdf90,,installed,,Gondi,sil-koya-1985-podia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 85, item 176, Podia Koya]",silkoya1985:pod:i176:v1
wordlist cell,176,different,TEL,Telugu,comparison control,,121,116,1,veɾu veɾu,manual-source-image,,tesseract_raw.txt#pdf121,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 116, item 176, Telugu]",
wordlist cell,176,different,UTN,Utnoor Gondi,target,western Gondi,100,95,1,dusorʌ,manual-source-image,,tesseract_raw.txt#pdf100,dusorʌ,installed,,Gondi,sil-koya-1985-utnoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 95, item 176, Utnoor Gondi]",silkoya1985:utn:i176:v1
wordlist cell,177,whole,BHG,Bhamani Gondi,target,western Gondi,100,95,2,bʰoŋɡa,manual-source-image,,tesseract_raw.txt#pdf100,bʰoŋɡa,installed,,Gondi,sil-koya-1985-bhamani-gondi,"devagnanavaram-et-al2021koya[Appendix E, printed p. 95, item 177, Bhamani Gondi]",silkoya1985:bhg:i177:v1
wordlist cell,177,whole,BHM,Bhamani Madia,target,western Madia,100,95,3,bʰoli,manual-source-image,,tesseract_raw.txt#pdf100,bʰoli,installed,,Gondi,sil-koya-1985-bhamani-madia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 95, item 177, Bhamani Madia]",silkoya1985:bhm:i177:v1
wordlist cell,177,whole,CHI,Chintoor Koya,target,eastern Koya,90,85,2,antːe,manual-source-image,,tesseract_raw.txt#pdf90,,installed,,Gondi,sil-koya-1985-chintoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 85, item 177, Chintoor Koya]",silkoya1985:chi:i177:v1
wordlist cell,177,whole,JAG,Jaganathapuram Koya,target,eastern Koya,90,85,1,antːa,manual-source-image,,tesseract_raw.txt#pdf90,,installed,,Gondi,sil-koya-1985-jaganathapuram,"devagnanavaram-et-al2021koya[Appendix E, printed p. 85, item 177, Jaganathapuram Koya]",silkoya1985:jag:i177:v1
wordlist cell,177,whole,MAL,Malakanagiri Koya,target,eastern Koya,110,105,1,,manual-source-image,confirmed ruled blank,tesseract_raw.txt#pdf110,,missing,source prints a blank or ruled missing cell,Gondi,sil-koya-1985-malakanagiri,"devagnanavaram-et-al2021koya[Appendix E, printed p. 105, item 177, Malakanagiri Koya]",
wordlist cell,177,whole,ORI,Oriya,comparison control,,121,116,2,kõnã,manual-source-image,,tesseract_raw.txt#pdf121,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 116, item 177, Oriya]",
wordlist cell,177,whole,POD,Podia Koya,target,eastern Koya,90,85,3,saɾe,manual-source-image,,tesseract_raw.txt#pdf90,,installed,,Gondi,sil-koya-1985-podia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 85, item 177, Podia Koya]",silkoya1985:pod:i177:v1
wordlist cell,177,whole,TEL,Telugu,comparison control,,121,116,1,sandɾamu,manual-source-image,,tesseract_raw.txt#pdf121,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 116, item 177, Telugu]",
wordlist cell,177,whole,UTN,Utnoor Gondi,target,western Gondi,100,95,1,ɡʌd̪si,manual-source-image,,tesseract_raw.txt#pdf100,ɡʌd̪si,installed,,Gondi,sil-koya-1985-utnoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 95, item 177, Utnoor Gondi]",silkoya1985:utn:i177:v1
wordlist cell,178,broken,BHG,Bhamani Gondi,target,western Gondi,100,95,2,uɾuɡʰi,manual-source-image,,tesseract_raw.txt#pdf100,uɾuɡʰi,installed,,Gondi,sil-koya-1985-bhamani-gondi,"devagnanavaram-et-al2021koya[Appendix E, printed p. 95, item 178, Bhamani Gondi]",silkoya1985:bhg:i178:v1
wordlist cell,178,broken,BHM,Bhamani Madia,target,western Madia,100,95,3,u̯iɾɣt̪e,manual-source-image,,tesseract_raw.txt#pdf100,u̯iɾɣt̪e,installed,,Gondi,sil-koya-1985-bhamani-madia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 95, item 178, Bhamani Madia]",silkoya1985:bhm:i178:v1
wordlist cell,178,broken,CHI,Chintoor Koya,target,eastern Koya,90,85,2,oɾtːa,manual-source-image,,tesseract_raw.txt#pdf90,,installed,,Gondi,sil-koya-1985-chintoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 85, item 178, Chintoor Koya]",silkoya1985:chi:i178:v1
wordlist cell,178,broken,JAG,Jaganathapuram Koya,target,eastern Koya,90,85,1,pagili,manual-source-image,,tesseract_raw.txt#pdf90,,installed,,Gondi,sil-koya-1985-jaganathapuram,"devagnanavaram-et-al2021koya[Appendix E, printed p. 85, item 178, Jaganathapuram Koya]",silkoya1985:jag:i178:v1
wordlist cell,178,broken,MAL,Malakanagiri Koya,target,eastern Koya,110,105,1,kunda/oɾtːa,manual-source-image,,tesseract_raw.txt#pdf110,,installed,,Gondi,sil-koya-1985-malakanagiri,"devagnanavaram-et-al2021koya[Appendix E, printed p. 105, item 178, Malakanagiri Koya]",silkoya1985:mal:i178:v1|silkoya1985:mal:i178:v2
wordlist cell,178,broken,ORI,Oriya,comparison control,,121,116,2,baŋgila/patːilo,manual-source-image,,tesseract_raw.txt#pdf121,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 116, item 178, Oriya]",
wordlist cell,178,broken,POD,Podia Koya,target,eastern Koya,90,85,3,paitːe,manual-source-image,,tesseract_raw.txt#pdf90,,installed,,Gondi,sil-koya-1985-podia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 85, item 178, Podia Koya]",silkoya1985:pod:i178:v1
wordlist cell,178,broken,TEL,Telugu,comparison control,,121,116,1,viɾiganu/pagilenu,manual-source-image,,tesseract_raw.txt#pdf121,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 116, item 178, Telugu]",
wordlist cell,178,broken,UTN,Utnoor Gondi,target,western Gondi,100,95,1,uɾuŋtʌ,manual-source-image,,tesseract_raw.txt#pdf100,uɾuŋtʌ,installed,,Gondi,sil-koya-1985-utnoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 95, item 178, Utnoor Gondi]",silkoya1985:utn:i178:v1
wordlist cell,179,few,BHG,Bhamani Gondi,target,western Gondi,100,95,2,d̪amˑu,manual-source-image,,tesseract_raw.txt#pdf100,d̪amˑu,installed,,Gondi,sil-koya-1985-bhamani-gondi,"devagnanavaram-et-al2021koya[Appendix E, printed p. 95, item 179, Bhamani Gondi]",silkoya1985:bhg:i179:v1
wordlist cell,179,few,BHM,Bhamani Madia,target,western Madia,100,95,3,utʃunu,manual-source-image,,tesseract_raw.txt#pdf100,utʃunu,installed,,Gondi,sil-koya-1985-bhamani-madia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 95, item 179, Bhamani Madia]",silkoya1985:bhm:i179:v1
wordlist cell,179,few,CHI,Chintoor Koya,target,eastern Koya,90,85,2,utʃute/tʃudute,manual-source-image,,tesseract_raw.txt#pdf90,,installed,,Gondi,sil-koya-1985-chintoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 85, item 179, Chintoor Koya]",silkoya1985:chi:i179:v1|silkoya1985:chi:i179:v2
wordlist cell,179,few,JAG,Jaganathapuram Koya,target,eastern Koya,90,85,1,kodika,manual-source-image,,tesseract_raw.txt#pdf90,,installed,,Gondi,sil-koya-1985-jaganathapuram,"devagnanavaram-et-al2021koya[Appendix E, printed p. 85, item 179, Jaganathapuram Koya]",silkoya1985:jag:i179:v1
wordlist cell,179,few,MAL,Malakanagiri Koya,target,eastern Koya,110,105,1,itʃad,manual-source-image,,tesseract_raw.txt#pdf110,,installed,,Gondi,sil-koya-1985-malakanagiri,"devagnanavaram-et-al2021koya[Appendix E, printed p. 105, item 179, Malakanagiri Koya]",silkoya1985:mal:i179:v1
wordlist cell,179,few,ORI,Oriya,comparison control,,121,116,2,qom,manual-source-image,,tesseract_raw.txt#pdf121,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 116, item 179, Oriya]",
wordlist cell,179,few,POD,Podia Koya,target,eastern Koya,90,85,3,tʃukuk,manual-source-image,,tesseract_raw.txt#pdf90,,installed,,Gondi,sil-koya-1985-podia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 85, item 179, Podia Koya]",silkoya1985:pod:i179:v1
wordlist cell,179,few,TEL,Telugu,comparison control,,121,116,1,kodi/takua,manual-source-image,,tesseract_raw.txt#pdf121,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 116, item 179, Telugu]",
wordlist cell,179,few,UTN,Utnoor Gondi,target,western Gondi,100,95,1,itʃuŋsi,manual-source-image,,tesseract_raw.txt#pdf100,itʃuŋsi,installed,,Gondi,sil-koya-1985-utnoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 95, item 179, Utnoor Gondi]",silkoya1985:utn:i179:v1
wordlist cell,180,many,BHG,Bhamani Gondi,target,western Gondi,100,95,2,u̯elle,manual-source-image,,tesseract_raw.txt#pdf100,u̯elle,installed,,Gondi,sil-koya-1985-bhamani-gondi,"devagnanavaram-et-al2021koya[Appendix E, printed p. 95, item 180, Bhamani Gondi]",silkoya1985:bhg:i180:v1
wordlist cell,180,many,BHM,Bhamani Madia,target,western Madia,100,95,3,bʰaɡa,manual-source-image,,tesseract_raw.txt#pdf100,bʰaɡa,installed,,Gondi,sil-koya-1985-bhamani-madia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 95, item 180, Bhamani Madia]",silkoya1985:bhm:i180:v1
wordlist cell,180,many,CHI,Chintoor Koya,target,eastern Koya,90,85,2,dibe,manual-source-image,,tesseract_raw.txt#pdf90,,installed,,Gondi,sil-koya-1985-chintoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 85, item 180, Chintoor Koya]",silkoya1985:chi:i180:v1
wordlist cell,180,many,JAG,Jaganathapuram Koya,target,eastern Koya,90,85,1,tʃena,manual-source-image,,tesseract_raw.txt#pdf90,,installed,,Gondi,sil-koya-1985-jaganathapuram,"devagnanavaram-et-al2021koya[Appendix E, printed p. 85, item 180, Jaganathapuram Koya]",silkoya1985:jag:i180:v1
wordlist cell,180,many,MAL,Malakanagiri Koya,target,eastern Koya,110,105,1,naɾge,manual-source-image,,tesseract_raw.txt#pdf110,,installed,,Gondi,sil-koya-1985-malakanagiri,"devagnanavaram-et-al2021koya[Appendix E, printed p. 105, item 180, Malakanagiri Koya]",silkoya1985:mal:i180:v1
wordlist cell,180,many,ORI,Oriya,comparison control,,121,116,2,bohut,manual-source-image,,tesseract_raw.txt#pdf121,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 116, item 180, Oriya]",
wordlist cell,180,many,POD,Podia Koya,target,eastern Koya,90,85,3,dibːe,manual-source-image,,tesseract_raw.txt#pdf90,,installed,,Gondi,sil-koya-1985-podia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 85, item 180, Podia Koya]",silkoya1985:pod:i180:v1
wordlist cell,180,many,TEL,Telugu,comparison control,,121,116,1,tʃala/iekua,manual-source-image,,tesseract_raw.txt#pdf121,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 116, item 180, Telugu]",
wordlist cell,180,many,UTN,Utnoor Gondi,target,western Gondi,100,95,1,vɛlːɛ,manual-source-image,,tesseract_raw.txt#pdf100,vɛlːɛ,installed,,Gondi,sil-koya-1985-utnoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 95, item 180, Utnoor Gondi]",silkoya1985:utn:i180:v1
wordlist cell,181,all,BHG,Bhamani Gondi,target,western Gondi,101,96,2,bʰot̪iɡa,manual-source-image,,tesseract_raw.txt#pdf101,bʰot̪iɡa,installed,,Gondi,sil-koya-1985-bhamani-gondi,"devagnanavaram-et-al2021koya[Appendix E, printed p. 96, item 181, Bhamani Gondi]",silkoya1985:bhg:i181:v1
wordlist cell,181,all,BHM,Bhamani Madia,target,western Madia,101,96,3,bʰot̪iɡa,manual-source-image,,tesseract_raw.txt#pdf101,bʰot̪iɡa,installed,,Gondi,sil-koya-1985-bhamani-madia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 96, item 181, Bhamani Madia]",silkoya1985:bhm:i181:v1
wordlist cell,181,all,CHI,Chintoor Koya,target,eastern Koya,91,86,2,antːa,manual-source-image,,tesseract_raw.txt#pdf91,,installed,,Gondi,sil-koya-1985-chintoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 86, item 181, Chintoor Koya]",silkoya1985:chi:i181:v1
wordlist cell,181,all,JAG,Jaganathapuram Koya,target,eastern Koya,91,86,1,anːta,manual-source-image,,tesseract_raw.txt#pdf91,,installed,,Gondi,sil-koya-1985-jaganathapuram,"devagnanavaram-et-al2021koya[Appendix E, printed p. 86, item 181, Jaganathapuram Koya]",silkoya1985:jag:i181:v1
wordlist cell,181,all,MAL,Malakanagiri Koya,target,eastern Koya,111,106,1,saɾe,manual-source-image,,tesseract_raw.txt#pdf111,,installed,,Gondi,sil-koya-1985-malakanagiri,"devagnanavaram-et-al2021koya[Appendix E, printed p. 106, item 181, Malakanagiri Koya]",silkoya1985:mal:i181:v1
wordlist cell,181,all,ORI,Oriya,comparison control,,122,117,2,sobu,manual-source-image,,tesseract_raw.txt#pdf122,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 117, item 181, Oriya]",
wordlist cell,181,all,POD,Podia Koya,target,eastern Koya,91,86,3,tsaɾe,manual-source-image,,tesseract_raw.txt#pdf91,,installed,,Gondi,sil-koya-1985-podia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 86, item 181, Podia Koya]",silkoya1985:pod:i181:v1
wordlist cell,181,all,TEL,Telugu,comparison control,,122,117,1,ani/antːa,manual-source-image,,tesseract_raw.txt#pdf122,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 117, item 181, Telugu]",
wordlist cell,181,all,UTN,Utnoor Gondi,target,western Gondi,101,96,1,sʌmd̪i,manual-source-image,,tesseract_raw.txt#pdf101,sʌmd̪i,installed,,Gondi,sil-koya-1985-utnoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 96, item 181, Utnoor Gondi]",silkoya1985:utn:i181:v1
wordlist cell,182,eat,BHG,Bhamani Gondi,target,western Gondi,101,96,2,t̪inˑudu,manual-source-image,,tesseract_raw.txt#pdf101,t̪inˑudu,installed,,Gondi,sil-koya-1985-bhamani-gondi,"devagnanavaram-et-al2021koya[Appendix E, printed p. 96, item 182, Bhamani Gondi]",silkoya1985:bhg:i182:v1
wordlist cell,182,eat,BHM,Bhamani Madia,target,western Madia,101,96,3,t̪inˑu,manual-source-image,,tesseract_raw.txt#pdf101,t̪inˑu,installed,,Gondi,sil-koya-1985-bhamani-madia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 96, item 182, Bhamani Madia]",silkoya1985:bhm:i182:v1
wordlist cell,182,eat,CHI,Chintoor Koya,target,eastern Koya,91,86,2,tin,manual-source-image,,tesseract_raw.txt#pdf91,,installed,,Gondi,sil-koya-1985-chintoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 86, item 182, Chintoor Koya]",silkoya1985:chi:i182:v1
wordlist cell,182,eat,JAG,Jaganathapuram Koya,target,eastern Koya,91,86,1,tinu,manual-source-image,,tesseract_raw.txt#pdf91,,installed,,Gondi,sil-koya-1985-jaganathapuram,"devagnanavaram-et-al2021koya[Appendix E, printed p. 86, item 182, Jaganathapuram Koya]",silkoya1985:jag:i182:v1
