Stable_Key,Installed_Key,PDF_Page,Printed_Page,Column,Entry_Ordinal,OCR_Form,Legacy_Form,Method,Score
berger:p404:c1:e005,berger-entry-8654,206,404,1,5,samćáp,śamáq,page-sequence,0.7273
berger:p404:c1:e006,berger-entry-8655,206,404,1,6,śam-japhát,samćáp,page-sequence,0.6667
berger:p404:c1:e008,berger-entry-8658,206,404,1,8,śam-śáq,śam-śáq,page-sequence,1.0000
berger:p404:c1:e009,berger-entry-8659,206,404,1,9,śam-sigiśsum,śam-sigiśsum,page-sequence,1.0000
berger:p404:c1:e010,berger-entry-8661-dialect-1,206,404,1,10,śan,sané,unique-page-form,0.8571
berger:p404:c1:e011,berger-entry-8661,206,404,1,11,śánji,śánji,page-sequence,1.0000
berger:p404:c1:e012,berger-entry-8662,206,404,1,12,śaṅù,śaṅù,page-sequence,1.0000
berger:p404:c2:e001,berger-entry-8667,206,404,2,1,śaħmáń,śaħmáń,page-sequence,1.0000
berger:p404:c2:e004,berger-entry-8678,206,404,2,4,śawaśáo,śawaśáo,page-sequence,1.0000
berger:p404:c2:e005,berger-entry-8672,206,404,2,5,?śáo,śáo ét-,unique-page-form,0.7500
berger:p404:c2:e006,berger-entry-8684,206,404,2,6,śaumáo,śaumáo,page-sequence,1.0000
berger:p404:c2:e007,berger-entry-8685,206,404,2,7,śáo-nimáo man,śáo-nimáo man,page-sequence,1.0000
berger:p404:c2:e008,berger-entry-8687,206,404,2,8,śap,śapík,page-sequence,0.7500
berger:p404:c2:e009,berger-entry-8690,206,404,2,9,śapík,śapík śi-,page-sequence,0.8333
berger:p405:c1:e001,berger-entry-8694,206,405,1,1,śaq,śaq,page-sequence,1.0000
berger:p405:c1:e003,berger-entry-8696,206,405,1,3,śáśaq man,śáśaq man,page-sequence,1.0000
berger:p405:c1:e004,berger-entry-8697,206,405,1,4,śaśåq,śaśåq,page-sequence,1.0000
berger:p405:c1:e005,berger-entry-8699,206,405,1,5,śāãq-śããāq,śāãq-śããāq,page-sequence,1.0000
berger:p405:c2:e004,berger-entry-8702,206,405,2,4,sáqiskum,sáqiskum,page-sequence,1.0000
berger:p405:c2:e005,berger-entry-8703,206,405,2,5,tsar,tsar,page-sequence,1.0000
berger:p405:c2:e006,berger-entry-8704,206,405,2,6,śárkum,śárkum,page-sequence,1.0000
berger:p405:c2:e007,berger-entry-8705,206,405,2,7,śar,śar,page-sequence,1.0000
berger:p405:c2:e008,berger-entry-8706,206,405,2,8,śäāãā-śãār éet-,śäāãā-śãār éet-,page-sequence,1.0000
berger:p405:c2:e009,berger-entry-8707,206,405,2,9,säāār-māär man,säāār-māär man,page-sequence,1.0000
berger:p405:c2:e010,berger-entry-8709-dialect-1,206,405,2,10,śir,śir,unique-page-form,1.0000
berger:p406:c1:e002,berger-entry-8713,207,406,1,2,śiśir,śiśir,page-sequence,1.0000
berger:p406:c1:e003,berger-entry-8714,207,406,1,3,śirśár,śiśár man,page-sequence,0.7143
berger:p406:c1:e004,berger-entry-8716,207,406,1,4,śar-çát,śar-çát,page-sequence,1.0000
berger:p406:c1:e006,berger-entry-8718,207,406,1,6,śargaćií,śargaćií,page-sequence,1.0000
berger:p406:c1:e007,berger-entry-8719,207,406,1,7,śargićíi,śargićíi,page-sequence,1.0000
berger:p406:c1:e008,berger-entry-8720,207,406,1,8,śáriskum,śáriskum,page-sequence,1.0000
berger:p406:c1:e010,berger-entry-8721,207,406,1,10,śar-jeék,śar-jeék,page-sequence,1.0000
berger:p406:c1:e011,berger-entry-8722,207,406,1,11,śar-láù,śar-láù,page-sequence,1.0000
berger:p406:c1:e013,berger-entry-8724,207,406,1,13,śarőóù,śarőóù,page-sequence,1.0000
berger:p406:c1:e014,berger-entry-8727,207,406,1,14,śar-śúk,śar-śúk,page-sequence,1.0000
berger:p406:c1:e015,berger-entry-8728,207,406,1,15,śar-tråħ,śar-tråħ,page-sequence,1.0000
berger:p406:c1:e016,berger-entry-8729,207,406,1,16,śar-thám,śar-thám,page-sequence,1.0000
berger:p406:c1:e017,berger-entry-8730,207,406,1,17,śar-ųyóon,śar-ųyóon,page-sequence,1.0000
berger:p406:c2:e001,berger-entry-8731,207,406,2,1,śaśáa,śaśáa,page-sequence,1.0000
berger:p406:c2:e002,berger-entry-8732,207,406,2,2,śaśáakuś,śaśáakuś,page-sequence,1.0000
berger:p406:c2:e007,berger-entry-8737,207,406,2,7,saśoó,saśoó,page-sequence,1.0000
berger:p406:c2:e008,berger-entry-8738,207,406,2,8,śaśuúl -mán-,śaśuúl -mán-,page-sequence,1.0000
berger:p406:c2:e009,berger-entry-8739,207,406,2,9,śatá,śatá,page-sequence,1.0000
berger:p406:c2:e010,berger-entry-8740,207,406,2,10,śatúr,śatúr,page-sequence,1.0000
berger:p406:c2:e011,berger-entry-8741,207,406,2,11,saturgát,saturgát,page-sequence,1.0000
berger:p406:c2:e012,berger-entry-8742,207,406,2,12,śaunáo,śaunáo,page-sequence,1.0000
berger:p406:c2:e013,berger-entry-8743,207,406,2,13,śawadíto,śawadíto,page-sequence,1.0000
berger:p406:c2:e014,berger-entry-8747,207,406,2,14,di-śáwar-/dz:śawar-,śawaranáo,page-sequence,0.6087
berger:p407:c1:e008,berger-entry-8751,207,407,1,8,éśçińate ní-,śçiń,page-sequence,0.5714
berger:p407:c1:e017,berger-entry-8769,207,407,1,17,weich,bleich,unique-page-form,0.7273
berger:p407:c1:e018,berger-entry-8753,207,407,1,18,sigíśum,sigíśum,page-sequence,1.0000
berger:p407:c2:e001,berger-entry-8757,207,407,2,1,sigít bisá-,sigít bisá-,page-sequence,1.0000
berger:p407:c2:e002,berger-entry-8759,207,407,2,2,sîT,si ét-,page-sequence,0.8571
berger:p407:c2:e003,berger-entry-8760,207,407,2,3,śíi-múuś,śíi-múuś,page-sequence,1.0000
berger:p407:c2:e004,berger-entry-8761,207,407,2,4,śiīíṅdan,śiīíṅdan,page-sequence,1.0000
berger:p407:c2:e005,berger-entry-8762,207,407,2,5,siiphuú,siiphuú,page-sequence,1.0000
berger:p407:c2:e006,berger-entry-8763,207,407,2,6,śiíq man,śiíq man,page-sequence,1.0000
berger:p407:c2:e007,berger-entry-8764,207,407,2,7,śīīro,śīīro,page-sequence,1.0000
berger:p407:c2:e008,berger-entry-8765,207,407,2,8,síi-tháq,síi-tháq,page-sequence,1.0000
berger:p407:c2:e009,berger-entry-8766,207,407,2,9,sTīu-qīiu,sTīu-qīiu,page-sequence,1.0000
berger:p407:c2:e010,berger-entry-8767,207,407,2,10,śik,śik,page-sequence,1.0000
berger:p407:c2:e011,berger-entry-8768,207,407,2,11,sikárk,sikárk,page-sequence,1.0000
berger:p407:c2:e012,berger-entry-8770-dialect-1,207,407,2,12,ćíi-śikárk,ćíśkark,unique-page-form,0.8750
berger:p407:c2:e013,berger-entry-8771,207,407,2,13,śikarkiléi,śikarkiléi,page-sequence,1.0000
berger:p407:c2:e014,berger-entry-8772,207,407,2,14,śikárkuċ,śikárkuċ,page-sequence,1.0000
berger:p408:c1:e001,berger-entry-8773,208,408,1,1,śikarkulí,śikarkulí,page-sequence,1.0000
berger:p408:c1:e002,berger-entry-8801-dialect-1,208,408,1,2,sil,iśqil,unique-page-form,0.7500
berger:p408:c1:e003,berger-entry-8799-dialect-1,208,408,1,3,śinç,sich,unique-page-form,0.7500
berger:p408:c1:e004,berger-entry-8774,208,408,1,4,śiṅ,śiṅ,page-sequence,1.0000
berger:p408:c1:e005,berger-entry-8775,208,408,1,5,śiů,śiů,page-sequence,1.0000
berger:p408:c1:e007,berger-entry-8777,208,408,1,7,síṅat -mán-,síṅat -mán-,page-sequence,1.0000
berger:p408:c1:e008,berger-entry-8779,208,408,1,8,śiqá,śiqá,page-sequence,1.0000
berger:p408:c1:e009,berger-entry-8780,208,408,1,9,śiqákiś,śiqåá ét-,page-sequence,0.5714
berger:p408:c1:e010,berger-entry-8782,208,408,1,10,śiqáçhin,śiqákiś,page-sequence,0.6667
berger:p408:c2:e001,berger-entry-8783,208,408,2,1,siqákiś,śiqáçhin,page-sequence,0.6667
berger:p408:c2:e003,berger-entry-8788,208,408,2,3,śiqám,dim-śiqám,page-sequence,0.7692
berger:p408:c2:e004,berger-entry-8789,208,408,2,4,dim-śiqám,d-íśqami- -ć-,page-sequence,0.7500
berger:p408:c2:e005,berger-entry-8790,208,408,2,5,d-íśqami- -ć-,siqámatiù,page-sequence,0.5882
berger:p408:c2:e006,berger-entry-8792,208,408,2,6,siqámatiù,śiqámatiù ét-,page-sequence,0.9000
berger:p408:c2:e007,berger-entry-8796,208,408,2,7,śiqár,śiqáre,page-sequence,0.9091
berger:p408:c2:e008,berger-entry-8797,208,408,2,8,śiqár,śiqár,page-sequence,1.0000
berger:p408:c2:e008:dialect:1,berger-entry-8738-dialect-1,208,408,2,8,sich,sich,exact-variant,1.0000
berger:p409:c1:e001,berger-entry-8800,208,409,1,1,źśqar-,źśqar-,page-sequence,1.0000
berger:p409:c1:e002,berger-entry-8801,208,409,1,2,śiqil,śiqil,page-sequence,1.0000
berger:p409:c1:e005,berger-entry-8804,208,409,1,5,síri,síri,page-sequence,1.0000
berger:p409:c1:e007,berger-entry-8793-attached-1815-1,208,409,1,7,śíśar,iśqár,unique-page-form,0.8000
berger:p409:c1:e008,berger-entry-8806,208,409,1,8,śiśár,śíśar,page-sequence,1.0000
berger:p409:c1:e010,berger-entry-8809,208,409,1,10,śíśiq ét-,śíśiq ét-,page-sequence,1.0000
berger:p409:c1:e012,berger-entry-8811,208,409,1,12,śiśk,śiśk,page-sequence,1.0000
berger:p409:c1:e013,berger-entry-8812,208,409,1,13,śit ét-,śit ét-,page-sequence,1.0000
berger:p409:c1:e014,berger-entry-8813,208,409,1,14,síu ét-,síu ét-,page-sequence,1.0000
berger:p409:c1:e015,berger-entry-8814,208,409,1,15,śíuśiu ét-,śíuśiu ét-,page-sequence,1.0000
berger:p409:c2:e002,berger-entry-8817,208,409,2,2,dzśki-,dzśki-,page-sequence,1.0000
berger:p409:c2:e003,berger-entry-8817-dialect-2,208,409,2,3,d:śki-,di-śkí-,unique-page-form,0.8889
berger:p409:c2:e006,berger-entry-8821,208,409,2,6,sógo,sógo,page-sequence,1.0000
berger:p409:c2:e007,berger-entry-8822,208,409,2,7,sókat,sókat,page-sequence,1.0000
berger:p409:c2:e008,berger-entry-8823,208,409,2,8,śol,śol,page-sequence,1.0000
berger:p409:c2:e009,berger-entry-8824,208,409,2,9,śólto,śólto,page-sequence,1.0000
berger:p409:c2:e010,berger-entry-8827,208,409,2,10,śoő6,soőq,page-sequence,0.7500
berger:p409:c2:e011,berger-entry-8828,208,409,2,11,soőq,ṣoôq bišá-,page-sequence,0.6667
berger:p410:c1:e003,berger-entry-8831,209,410,1,3,soq,śoq,page-sequence,1.0000
berger:p410:c1:e005,berger-entry-8834,209,410,1,5,śor,sor,page-sequence,1.0000
berger:p410:c1:e007,berger-entry-8863,209,410,1,7,+śpat,suát,unique-page-form,0.7500
berger:p410:c1:e008,berger-entry-8837,209,410,1,8,śpatkiś,śpatkiś,page-sequence,1.0000
berger:p410:c1:e011,berger-entry-8841-dialect-1,209,410,1,11,d:-śqalt-,deśqalt-,unique-page-form,0.9231
berger:p410:c2:e001,berger-entry-8843,209,410,2,1,śqum,śqum,page-sequence,1.0000
berger:p410:c2:e002,berger-entry-8844,209,410,2,2,aśqun,aśqun,page-sequence,1.0000
berger:p410:c2:e003,berger-entry-8845,209,410,2,3,d:śqur-,du-śqúr-,page-sequence,0.9091
berger:p410:c2:e004,berger-entry-8847,209,410,2,4,śuqúrum,śuqúrum,page-sequence,1.0000
berger:p410:c2:e005,berger-entry-8848,209,410,2,5,śuqúriki,śuqúriki,page-sequence,1.0000
berger:p410:c2:e006,berger-entry-8853,209,410,2,6,śu ét-,śu ét-,page-sequence,1.0000
berger:p410:c2:e007,berger-entry-8854,209,410,2,7,śúśu ét-,śúśu ét-,page-sequence,1.0000
berger:p410:c2:e009,berger-entry-8856,209,410,2,9,śuákat,śuákat,page-sequence,1.0000
berger:p410:c2:e010,berger-entry-8857,209,410,2,10,śuál,śuál,page-sequence,1.0000
berger:p411:c1:e001,berger-entry-8858,209,411,1,1,śuán ét-,śuán ét-,page-sequence,1.0000
berger:p411:c1:e009,berger-entry-8859,209,411,1,9,Ben,abgeben,page-sequence,0.6000
berger:p411:c1:e013,berger-entry-8861,209,411,1,13,schlürfen,schlagen,page-sequence,0.7059
berger:p411:c2:e001,berger-entry-8872,209,411,2,1,śumúlo,śúli,page-sequence,0.6000
berger:p411:c2:e003,berger-entry-8873,209,411,2,3,suṅ,suṅ,page-sequence,1.0000
berger:p411:c2:e004,berger-entry-8882,209,411,2,4,śsuṅśúṅń,śsuṅśúṅń,page-sequence,1.0000
berger:p411:c2:e005,berger-entry-8884,209,411,2,5,suqúr,suqúr,page-sequence,1.0000
berger:p411:c2:e007,berger-entry-8888,209,411,2,7,śurbó,śurbó,page-sequence,1.0000
berger:p411:c2:e011,berger-entry-8892,209,411,2,11,śuśuréelo,śuśuréelo,page-sequence,1.0000
berger:p412:c1:e001,berger-entry-8893,210,412,1,1,śuśuréi,śuśuréi,page-sequence,1.0000
berger:p412:c1:e002,berger-entry-8894,210,412,1,2,śúu ét-,śúu ét-,page-sequence,1.0000
berger:p412:c1:e004,berger-entry-8896,210,412,1,4,súü ét-,súü ét-,page-sequence,1.0000
berger:p412:c2:e001,berger-entry-8897,210,412,2,1,śuurmuúr,śuurmuúr,page-sequence,1.0000
berger:p412:c2:e002,berger-entry-8898,210,412,2,2,súuśo,súuśo,page-sequence,1.0000
berger:p413:c2:e002,berger-entry-8904,210,413,2,2,tá-,ta,page-sequence,1.0000
berger:p413:c2:e004,berger-entry-8910,210,413,2,4,táa,táa,page-sequence,1.0000
berger:p413:c2:e005,berger-entry-8911,210,413,2,5,taabúut,taabúut,page-sequence,1.0000
berger:p413:c2:e006,berger-entry-8912,210,413,2,6,taadáat,taadáat,page-sequence,1.0000
berger:p413:c2:e007,berger-entry-8913,210,413,2,7,taagzí,taagzí,page-sequence,1.0000
berger:p413:c2:e008,berger-entry-8914,210,413,2,8,táake,táake,page-sequence,1.0000
berger:p413:c2:e009,berger-entry-8915,210,413,2,9,taalíim,taalíim,page-sequence,1.0000
berger:p413:c2:e010,berger-entry-8916,210,413,2,10,taamíil,taamíil,page-sequence,1.0000
berger:p413:c2:e011,berger-entry-8917,210,413,2,11,taaná,taaná,page-sequence,1.0000
berger:p414:c1:e001,berger-entry-8919,211,414,1,1,táap,táap,page-sequence,1.0000
berger:p414:c1:e002,berger-entry-8920,211,414,1,2,taaqát,taaqatwár,page-sequence,0.8000
berger:p414:c1:e003,berger-entry-8921,211,414,1,3,taaqatwár,taaqáte,page-sequence,0.7500
berger:p414:c1:e004,berger-entry-8953,211,414,1,4,táar,tagár,unique-page-form,0.8889
berger:p414:c1:e005,berger-entry-8922,211,414,1,5,taaríipy,taaríipy,page-sequence,1.0000
berger:p414:c1:e006,berger-entry-8923,211,414,1,6,taaríiig,taaríiig,page-sequence,1.0000
berger:p414:c1:e007,berger-entry-8924,211,414,1,7,táa-táa ét-,táa-táa ét-,page-sequence,1.0000
berger:p414:c1:e008,berger-entry-8925,211,414,1,8,taá-taákući,taá-taákući,page-sequence,1.0000
berger:p414:c1:e009,berger-entry-8926,211,414,1,9,taawíiz,taawíiz,page-sequence,1.0000
berger:p414:c1:e010,berger-entry-8927,211,414,1,10,taazá,taazá,page-sequence,1.0000
berger:p414:c2:e002,berger-entry-8930,211,414,2,2,tabáa -mán-,tabáa -mán-,page-sequence,1.0000
berger:p414:c2:e003,berger-entry-8931,211,414,2,3,tabáam,tabáam,page-sequence,1.0000
berger:p414:c2:e004,berger-entry-8932,211,414,2,4,tábaů,taćáp,page-sequence,0.6000
berger:p414:c2:e005,berger-entry-8933,211,414,2,5,taćáp,taćáp -mán-,page-sequence,0.7692
berger:p414:c2:e006,berger-entry-8934,211,414,2,6,taçóon,taçóon,page-sequence,1.0000
berger:p414:c2:e007,berger-entry-8935,211,414,2,7,tadák,tadák,page-sequence,1.0000
berger:p415:c1:e005,berger-entry-8936,211,415,1,5,tadáq man,tadáo man,page-sequence,0.8750
berger:p415:c1:e008,berger-entry-8937,211,415,1,8,tadáq,tadáo -t-,page-sequence,0.7273
berger:p415:c1:e009,berger-entry-8940,211,415,1,9,tadáq,tadáq,page-sequence,1.0000
berger:p415:c1:e012,berger-entry-8944,211,415,1,12,schämte,schämte,page-sequence,1.0000
berger:p415:c1:e013,berger-entry-8945,211,415,1,13,talášo,talášo,page-sequence,1.0000
berger:p415:c1:e016,berger-entry-8948,211,415,1,16,bildlich,bildlich,page-sequence,1.0000
berger:p415:c1:e018,berger-entry-8949,211,415,1,18,(tù,tudóq,page-sequence,0.5714
berger:p415:c2:e001,berger-entry-8957,211,415,2,1,taí,taí,page-sequence,1.0000
berger:p415:c2:e002,berger-entry-8958,211,415,2,2,taíl,taíl,page-sequence,1.0000
berger:p415:c2:e003,berger-entry-8959,211,415,2,3,taílpa,taílpa,page-sequence,1.0000
berger:p415:c2:e004,berger-entry-8960,211,415,2,4,tajirbá,tajirbá,page-sequence,1.0000
berger:p415:c2:e005,berger-entry-8961,211,415,2,5,tajirbakáar,tajirbakáar,page-sequence,1.0000
berger:p415:c2:e006,berger-entry-8962,211,415,2,6,taąjuáar,taąjuáar,page-sequence,1.0000
berger:p415:c2:e007,berger-entry-8963,211,415,2,7,tajurbakáar,tajurbakáar,page-sequence,1.0000
berger:p415:c2:e008,berger-entry-8964,211,415,2,8,takalíip,takalíip,page-sequence,1.0000
berger:p416:c1:e001,berger-entry-8977-dialect-1,212,416,1,1,tal,dztal-,unique-page-form,0.7500
berger:p416:c1:e002,berger-entry-8968,212,416,1,2,?tal,tal,page-sequence,1.0000
berger:p416:c1:e003,berger-entry-8970,212,416,1,3,tal,tal,page-sequence,1.0000
berger:p416:c1:e004,berger-entry-8971,212,416,1,4,åtal man,åtal man,page-sequence,1.0000
berger:p416:c1:e005,berger-entry-8972,212,416,1,5,tátal man,tátal man,page-sequence,1.0000
berger:p416:c1:e006,berger-entry-8978-dialect-1,212,416,1,6,Stal,dstal-,unique-page-form,0.8889
berger:p416:c1:e007,berger-entry-8975,212,416,1,7,śtal,śtal,page-sequence,1.0000
berger:p416:c2:e001,berger-entry-8977,212,416,2,1,dztal- -j-,dztal- -j-,page-sequence,1.0000
berger:p416:c2:e003,berger-entry-8981,212,416,2,3,taláaś ét-,taláaś ét-,page-sequence,1.0000
berger:p416:c2:e004,berger-entry-8982,212,416,2,4,tżalaaśí,tżalaaśí,page-sequence,1.0000
berger:p416:c2:e005,berger-entry-8983,212,416,2,5,talabdaaríkuś,talabdaaríkuś,page-sequence,1.0000
berger:p416:c2:e006,berger-entry-8984,212,416,2,6,talabúuḍo,talabúuḍo,page-sequence,1.0000
berger:p416:c2:e008,berger-entry-8986,212,416,2,8,tam-taláso,tam-taláso,page-sequence,1.0000
berger:p416:c2:e009,berger-entry-8987,212,416,2,9,taleéno,taleéno,page-sequence,1.0000
berger:p416:c2:e010,berger-entry-8990,212,416,2,10,talén- -léi-,talén- -léi-,page-sequence,1.0000
berger:p417:c1:e003,berger-entry-8994,212,417,1,3,talénaski,talénaski,page-sequence,1.0000
berger:p417:c1:e004,berger-entry-8995,212,417,1,4,talénċ,talénċ,page-sequence,1.0000
berger:p417:c1:e005,berger-entry-8996,212,417,1,5,táålgo,táålgo,page-sequence,1.0000
berger:p417:c2:e001,berger-entry-8998,212,417,2,1,táli-aṅù,táli-aṅù,page-sequence,1.0000
berger:p417:c2:e004,berger-entry-9002,212,417,2,4,táliś,táliśe,page-sequence,0.9091
berger:p417:c2:e005,berger-entry-9003,212,417,2,5,talíś,talíś,page-sequence,1.0000
berger:p417:c2:e006,berger-entry-9004,212,417,2,6,tálkiś,tálkiś,page-sequence,1.0000
berger:p417:c2:e007,berger-entry-9005,212,417,2,7,talmíś,talmíś,page-sequence,1.0000
berger:p417:c2:e008,berger-entry-9006,212,417,2,8,talóq,talóq,page-sequence,1.0000
berger:p417:c2:e009,berger-entry-9007,212,417,2,9,talpáak,talpáak,page-sequence,1.0000
berger:p417:c2:e010,berger-entry-9008,212,417,2,10,talqíin ét-,talqíin ét-,page-sequence,1.0000
berger:p417:c2:e011,berger-entry-9009,212,417,2,11,taltánas,taltánas,page-sequence,1.0000
berger:p418:c1:e001,berger-entry-9010,213,418,1,1,taltáq,taltáq,page-sequence,1.0000
berger:p418:c1:e002,berger-entry-9011,213,418,1,2,taltaqúųuyo,taltaqúųuyo,page-sequence,1.0000
berger:p418:c1:e003,berger-entry-9012,213,418,1,3,tiltíq,tiltíq,page-sequence,1.0000
berger:p418:c1:e005,berger-entry-9014,213,418,1,5,tam dél-,tam dél-,page-sequence,1.0000
berger:p418:c1:e006,berger-entry-9015,213,418,1,6,?rtåtam,tam,page-sequence,0.6667
berger:p418:c1:e007,berger-entry-9018,213,418,1,7,tamgúin,tamgúin,page-sequence,1.0000
berger:p418:c2:e001,berger-entry-9020,213,418,2,1,tamáam,tamáam,page-sequence,1.0000
berger:p418:c2:e002,berger-entry-9021,213,418,2,2,tamaaśá,tamaaśá,page-sequence,1.0000
berger:p418:c2:e003,berger-entry-9022,213,418,2,3,tamaśákiś,tamaśákiś,page-sequence,1.0000
berger:p418:c2:e004,berger-entry-9023,213,418,2,4,tamáko,tamáko,page-sequence,1.0000
berger:p418:c2:e005,berger-entry-9024,213,418,2,5,tamaśá,tamaśá,page-sequence,1.0000
berger:p418:c2:e006,berger-entry-9025,213,418,2,6,tambúk,tambúk,page-sequence,1.0000
berger:p419:c1:e001,berger-entry-9028,213,419,1,1,tamsóol,tambúl,page-sequence,0.6154
berger:p419:c1:e002,berger-entry-9030,213,419,1,2,tam-taláso,támia dél-,page-sequence,0.5882
berger:p419:c1:e003,berger-entry-9031,213,419,1,3,tam-taráq,támlam,page-sequence,0.5714
berger:p419:c1:e004,berger-entry-9032,213,419,1,4,tam-táś,tamós,page-sequence,0.7273
berger:p419:c1:e006,berger-entry-9035,213,419,1,6,tan deman-,tan deman-,page-sequence,1.0000
berger:p419:c1:e007,berger-entry-9036,213,419,1,7,ćżáno,ćżáno,page-sequence,1.0000
berger:p419:c2:e002,berger-entry-9038,213,419,2,2,tantán,tantán,page-sequence,1.0000
berger:p419:c2:e006,berger-entry-9041,213,419,2,6,tanéelo,tanéelo,page-sequence,1.0000
berger:p419:c2:e007,berger-entry-9043,213,419,2,7,tanháa,tanháa,page-sequence,1.0000
berger:p419:c2:e009,berger-entry-9045,213,419,2,9,tanií,tanií,page-sequence,1.0000
berger:p419:c2:e012,berger-entry-9047,213,419,2,12,táno,táno,page-sequence,1.0000
berger:p420:c1:e001,berger-entry-9049,214,420,1,1,tanós,tanós,page-sequence,1.0000
berger:p420:c1:e004,berger-entry-9052,214,420,1,4,taṅ,taħ -mán-,page-sequence,0.7500
berger:p420:c1:e005,berger-entry-9056,214,420,1,5,táo,táo,page-sequence,1.0000
berger:p420:c1:e007,berger-entry-9059,214,420,1,7,?tap,tap,page-sequence,1.0000
berger:p420:c1:e008,berger-entry-9061,214,420,1,8,tip,tip,page-sequence,1.0000
berger:p420:c1:e009,berger-entry-9062,214,420,1,9,top,top,page-sequence,1.0000
berger:p420:c2:e001,berger-entry-9065,214,420,2,1,tatáp,tatáp,page-sequence,1.0000
berger:p420:c2:e003,berger-entry-9067,214,420,2,3,tapalá ét-,tapalá ét-,page-sequence,1.0000
berger:p420:c2:e004,berger-entry-9068,214,420,2,4,tápi,tápi,page-sequence,1.0000
berger:p420:c2:e006,berger-entry-9069,214,420,2,6,tapóo,tapóo,page-sequence,1.0000
berger:p420:c2:e011,berger-entry-9071,214,420,2,11,tap-šśőón,tap-šśőón,page-sequence,1.0000
berger:p420:c2:e014,berger-entry-9072,214,420,2,14,tiptíp,tiptíp,page-sequence,1.0000
berger:p420:c2:e015,berger-entry-9073,214,420,2,15,taq t-,taq t-,page-sequence,1.0000
berger:p421:c1:e001,berger-entry-9076,214,421,1,1,tatáq,tatáq,page-sequence,1.0000
berger:p421:c1:e002,berger-entry-9078,214,421,1,2,táqum,táqum,page-sequence,1.0000
berger:p421:c1:e003,berger-entry-9079,214,421,1,3,tuq,tuq,page-sequence,1.0000
berger:p421:c1:e004,berger-entry-9080,214,421,1,4,taqiiqáát,taqiiqáát,page-sequence,1.0000
berger:p421:c1:e005,berger-entry-9081,214,421,1,5,táqiś,táqiś,page-sequence,1.0000
berger:p421:c1:e006,berger-entry-9083,214,421,1,6,taqpá,taqpá,page-sequence,1.0000
berger:p421:c1:e009,berger-entry-9084,214,421,1,9,taqsíir,taqsíir,page-sequence,1.0000
berger:p421:c1:e010,berger-entry-9075-dialect-1,214,421,1,10,taqt,taq,unique-page-form,0.8571
berger:p421:c1:e011,berger-entry-9086,214,421,1,11,taqtáq,taqtáq,page-sequence,1.0000
berger:p421:c2:e001,berger-entry-9087,214,421,2,1,tar,tar,page-sequence,1.0000
berger:p421:c2:e002,berger-entry-9089,214,421,2,2,tar dél-,tar dél-,page-sequence,1.0000
berger:p421:c2:e003,berger-entry-9090,214,421,2,3,tátar man,tátar man,page-sequence,1.0000
berger:p421:c2:e004,berger-entry-9091,214,421,2,4,títir,títir,page-sequence,1.0000
berger:p421:c2:e005,berger-entry-9092,214,421,2,5,tarabáq,tarabáq,page-sequence,1.0000
berger:p421:c2:e006,berger-entry-9093,214,421,2,6,tárabat ét-,tárabat ét-,page-sequence,1.0000
berger:p421:c2:e007,berger-entry-9094,214,421,2,7,tíribit ét-,tíribit ét-,page-sequence,1.0000
berger:p421:c2:e008,berger-entry-9095,214,421,2,8,tarabát,tarabát,page-sequence,1.0000
berger:p421:c2:e009,berger-entry-9096,214,421,2,9,taradéi,taradéi,page-sequence,1.0000
berger:p421:c2:e010,berger-entry-9097,214,421,2,10,tarådo,tarådo,page-sequence,1.0000
berger:p421:c2:e012,berger-entry-9099,214,421,2,12,taráp -t-,taráp -t-,page-sequence,1.0000
berger:p421:c2:e013,berger-entry-9100,214,421,2,13,tiríp -t-,tiríp -t-,page-sequence,1.0000
berger:p421:c2:e014,berger-entry-9101,214,421,2,14,taråq,taråq,page-sequence,1.0000
berger:p421:c2:e015,berger-entry-9102,214,421,2,15,tam-taráq,tam-taráq,page-sequence,1.0000
berger:p421:c2:e016,berger-entry-9103,214,421,2,16,taraqí,taraqí,page-sequence,1.0000
berger:p422:c1:e001,berger-entry-9104,215,422,1,1,táras dusú-,táras dusú-,page-sequence,1.0000
berger:p422:c1:e003,berger-entry-9106,215,422,1,3,tareéś,tareéś,page-sequence,1.0000
berger:p422:c1:e004,berger-entry-9107,215,422,1,4,targáaṭo,targáaṭo,page-sequence,1.0000
berger:p422:c1:e005,berger-entry-9108,215,422,1,5,tárgut,taríù,page-sequence,0.7273
berger:p422:c1:e006,berger-entry-9109,215,422,1,6,tariiqá,tariqå,page-sequence,0.9231
berger:p422:c1:e007,berger-entry-9110,215,422,1,7,taríù,táriś,page-sequence,0.8000
berger:p422:c1:e009,berger-entry-9111,215,422,1,9,táriś,táriśan,page-sequence,0.8333
berger:p422:c1:e010,berger-entry-9112,215,422,1,10,tark,tark,page-sequence,1.0000
berger:p422:c1:e011,berger-entry-9113,215,422,1,11,tarkåħ,tarkåħ,page-sequence,1.0000
berger:p422:c1:e012,berger-entry-9114,215,422,1,12,tarkáś,tarkáś,page-sequence,1.0000
berger:p422:c1:e014,berger-entry-9116,215,422,1,14,tarmúk,tarmúk,page-sequence,1.0000
berger:p422:c2:e001,berger-entry-9118,215,422,2,1,tarqáan,tarqáan,page-sequence,1.0000
berger:p422:c2:e002,berger-entry-9119,215,422,2,2,tarqí,tarqí,page-sequence,1.0000
