Status,Reason,Entry_Key,PDF_Page,Printed_Page,Printed_Head,Form,Variants,Sense,Definition,Tags,References,DEDR_IDs,Unresolved_DEDR_IDs,Variant_Of_Key,Raw_Entry
ingested,,bhaskararao-toda2025:p206:e25,222,206,pöːḍ- (pöːḍy-),pöːḍ-,pöːḍy-,,to beg,verb tr,"emeneau-toda1984[p. 119]|bhaskararao-toda-notes[p. 18, 142]",5528,,,"pöːḍ- (pöːḍy-) vt. to beg. DEDR 5528, TGT 119, PB 18, 142 2"
ingested,,bhaskararao-toda2025:p207:e1,223,207,pöːḍy-,pöːḍy-,,,S of pöːḍ-,verb,,,,,pöːḍy- v. S of pöːḍ-
ingested,,bhaskararao-toda2025:p207:e2,223,207,pöːḍy-goːṟn,pöːḍy-goːṟn,,,beggar,noun,bhaskararao-toda-notes[p. 208],,,,pöːḍy-goːṟn n. beggar. PB 208
ingested,,bhaskararao-toda2025:p207:e3,223,207,pöːḍy-xoːṟn,pöːḍy-xoːṟn,,,beggar,noun,emeneau-toda1984[p. 383],5528,,,"pöːḍy-xoːṟn n. beggar. DEDR 5528, TGT 383"
ingested,,bhaskararao-toda2025:p207:e4,223,207,pöːn,pöːn,,,louse,noun,bhaskararao-toda-notes[p. 142],4449,,,"pöːn n. louse. DEDR 4449, PB 142"
ingested,,bhaskararao-toda2025:p207:e5,223,207,pöːr,pöːr,,,(1) name,noun,emeneau-toda1984[p. 12]|bhaskararao-toda-notes[p. 142],4410,,,"pöːr n. (1) name. DEDR 4410, TGT 12, PB 142"
ingested,,bhaskararao-toda2025:p207:e6,223,207,pöːr,pöːr,,,(2) root,noun,emeneau-toda1984[p. 7]|bhaskararao-toda-notes[p. 142],5535,,,"pöːr n. (2) root. DEDR 5535, TGT 7, PB 142"
ingested,,bhaskararao-toda2025:p207:e7,223,207,pöːr keṛ xiɫỵ,pöːr keṛ xiɫỵ,,,ground nuts (lowlander nuts),noun,bhaskararao-toda-notes[p. 41],,,,pöːr keṛ xiɫỵ n. ground nuts (lowlander nuts). PB 41
ingested,,bhaskararao-toda2025:p207:e8,223,207,pöːr xiːr,pöːr xiːr,,,any names,noun,emeneau-toda1984[p. 279],,,,pöːr xiːr n. any names. TGT 279
ingested,,bhaskararao-toda2025:p207:e9,223,207,pöːṟ,pöːṟ,,,cliff (obl. pöːṯ-),noun,emeneau-toda1984[p. 7]|bhaskararao-toda-notes[p. 142],4448,,,"pöːṟ n. cliff (obl. pöːṯ-). RSLST 17, DEDR 4448, TGT 7, PB 142"
ingested,,bhaskararao-toda2025:p207:e10,223,207,pöːṛ,pöːṛ,,,"Tamilian(i.e. hunter); person, a non-Nilagiri low-lander (like Tamilians, Telugu, North Indians)",noun,"emeneau-toda1984[p. 12]|bhaskararao-toda-notes[p. 142, 192]",5527,,,"pöːṛ n. Tamilian(i.e. hunter); person, a non-Nilagiri low-lander (like Tamilians, Telugu, North Indians). DEDR 5527, TGT 12, RSLST 81; PB 142, 192"
ingested,,bhaskararao-toda2025:p207:e11,223,207,pöːṛ aːs̱,pöːṛ aːs̱,,,house of a pöːṛ,noun,bhaskararao-toda-notes[p. 142],,,,pöːṛ aːs̱ n. house of a pöːṛ. PB 142
ingested,,bhaskararao-toda2025:p207:e12,223,207,pöːṛ foṇm,pöːṛ foṇm,,,tax amount given to a pöːṛ (like landtax),noun,bhaskararao-toda-notes[p. 142],,,,pöːṛ foṇm n. tax amount given to a pöːṛ (like landtax). PB 142
ingested,,bhaskararao-toda2025:p207:e13,223,207,pöːṛ maḍč,pöːṛ maḍč,,,a pöːṛ woman,noun,bhaskararao-toda-notes[p. 73],,,,pöːṛ maḍč n. a pöːṛ woman. PB 73
ingested,,bhaskararao-toda2025:p207:e14,223,207,pöːṛ mox,pöːṛ mox,,,boy of Pöːṛ (Non-Nilagiri low-lander),noun,bhaskararao-toda-notes[p. 82],,,,pöːṛ mox n. boy of Pöːṛ (Non-Nilagiri low-lander). PB 82
ingested,,bhaskararao-toda2025:p207:e15,223,207,pöːṛ poːš,pöːṛ poːš,,,language of pöːṛ,noun,bhaskararao-toda-notes[p. 142],,,,pöːṛ poːš n. language of pöːṛ. PB 142
ingested,,bhaskararao-toda2025:p207:e16,223,207,pöːṛy,pöːṛy,,,gifts exchanged among Todas,noun,bhaskararao-toda-notes[p. 142],,,,pöːṛy n. gifts exchanged among Todas. PB 142
ingested,,bhaskararao-toda2025:p207:e17,223,207,pöːṛy ïr,pöːṛy ïr,,,a buffalo given as pöːṛy,noun,bhaskararao-toda-notes[p. 142],,,,pöːṛy ïr n. a buffalo given as pöːṛy. PB 142
ingested,,bhaskararao-toda2025:p207:e18,223,207,pöːṛy koːs,pöːṛy koːs,,,money given as pöːṛy,noun,bhaskararao-toda-notes[p. 142],,,,pöːṛy koːs n. money given as pöːṛy. PB 142
ingested,,bhaskararao-toda2025:p207:e19,223,207,pöːṛy kwïṛ- (kwïṛṭ-),pöːṛy kwïṛ-,kwïṛṭ-,,give a pöːṛy (on happy and sorrow occasions),verb tr,bhaskararao-toda-notes[p. 142],,,,pöːṛy kwïṛ- (kwïṛṭ-) vt. give a pöːṛy (on happy and sorrow occasions). PB 142
ingested,,bhaskararao-toda2025:p207:e20,223,207,pöːṛy naṛ- (naṛθ-),pöːṛy naṛ-,naṛθ-,,to have a relationship of exchanging pöːṛy (naṛ- ‘happen’),verb intr,bhaskararao-toda-notes[p. 142],,,,pöːṛy naṛ- (naṛθ-) vi. to have a relationship of exchanging pöːṛy (naṛ- ‘happen’). PB 142
ingested,,bhaskararao-toda2025:p207:e21,223,207,pöːs,pöːs,,,a variety of tree,noun,bhaskararao-toda-notes[p. 142],,,,pöːs n. a variety of tree. PB 142
ingested,,bhaskararao-toda2025:p207:e22,223,207,pöːšf- (pöːšt-),pöːšf-,pöːšt-,,"to name (with pöːr as object), to give a name",verb tr,emeneau-toda1984[p. 40]|bhaskararao-toda-notes[p. 142],4410,,,"pöːšf- (pöːšt-) vt. to name (with pöːr as object), to give a name. DEDR 4410, TGT 40, PB 142 2"
ingested,,bhaskararao-toda2025:p207:e23,223,207,pöːšt-,pöːšt-,,,S ofpöːšf-,verb,,,,,pöːšt- v. S ofpöːšf-
ingested,,bhaskararao-toda2025:p207:e24,223,207,pöːṯ-,pöːṯ-,,,obl. of pöːṟ ‘cliff’,noun,,,,,pöːṯ- n. obl. of pöːṟ ‘cliff’
ingested,,bhaskararao-toda2025:p207:e25,223,207,pu,pu,,,"new (puθ), pu toːk ‘new tune, new tone’, pu nöw ‘a new song’, pu twïː ‘newpen’, pu muḏy ‘new (kind of) shaving’",adj,"emeneau-toda1984[p. 45, 113]",,,,"pu a. new (puθ), pu toːk ‘new tune, new tone’, pu nöw ‘a new song’, pu twïː ‘newpen’, pu muḏy ‘new (kind of) shaving’. TGT 45, 113, Sak. 338"
ingested,,bhaskararao-toda2025:p207:e26,223,207,pudy,pudy,,,wisdom,noun,bhaskararao-toda-notes[p. 145],,,,pudy n. wisdom. PB 145
ingested,,bhaskararao-toda2025:p207:e27,223,207,puf,puf,,,"(intestinal) worm, insect",noun,emeneau-toda1984[p. 9]|bhaskararao-toda-notes[p. 143],4312,,,"puf n. (intestinal) worm, insect. DEDR 4312, TGT 9, PB 143"
ingested,,bhaskararao-toda2025:p207:e28,223,207,puf-k mad,puf-k mad,,,deworming medicine (lit. insect-for medicine),noun,bhaskararao-toda-notes[p. 73],,,,puf-k mad n. deworming medicine (lit. insect-for medicine). PB 73 2
ingested,,bhaskararao-toda2025:p207:e29,223,207,puk-,puk-,,,S of pux-,verb,,,,,puk- v. S of pux-
ingested,,bhaskararao-toda2025:p207:e30,223,207,pukis̱,pukis̱,,,name of an ordinary buffalo,proper-noun,bhaskararao-toda-notes[p. 143],,,,pukis̱ prop. name of an ordinary buffalo. PB 143
ingested,,bhaskararao-toda2025:p207:e31,223,207,pukis̱y,pukis̱y,,,name of a buffalo,proper-noun,,,,,pukis̱y prop. name of a buffalo. Sak. 338
ingested,,bhaskararao-toda2025:p207:e32,223,207,pukïːsxöːṟ,pukïːsxöːṟ,,,name of a person,proper-noun,,,,,pukïːsxöːṟ prop. name of a person. Sak. 338
ingested,,bhaskararao-toda2025:p208:e1,224,208,pul,pul,,,thatching grass,noun,,4300,,,"pul n. thatching grass. RSLST 14, DEDR 4300"
ingested,,bhaskararao-toda2025:p208:e2,224,208,pul-ašky,pul-ašky,,,grain of grass,noun,bhaskararao-toda-notes[p. 11],,,,pul-ašky n. grain of grass. PB 11
ingested,,bhaskararao-toda2025:p208:e3,224,208,pul-kaṟx,pul-kaṟx,,,grass in general,noun,bhaskararao-toda-notes[p. 35],,,,pul-kaṟx n. grass in general. PB 35
ingested,,bhaskararao-toda2025:p208:e4,224,208,pullɨ,pullɨ,,,grass (the l is geminated and has a vocalic release),noun,bhaskararao-toda-notes[p. 143],,,,pullɨ n. grass (the l is geminated and has a vocalic release). PB 143
ingested,,bhaskararao-toda2025:p208:e5,224,208,puloːk,puloːk,,,this world,noun,,,,,puloːk n. this world. Sak. 338
ingested,,bhaskararao-toda2025:p208:e6,224,208,puluːs,puluːs,,,police,noun,,,,,puluːs n. police. Sak. 338
ingested,,bhaskararao-toda2025:p208:e7,224,208,pulxaṟx,pulxaṟx,,,meadow,noun,bhaskararao-toda-notes[p. 143],,,,pulxaṟx n. meadow. PB 143
ingested,,bhaskararao-toda2025:p208:e8,224,208,pum,pum,,,(insong) fruit,noun,bhaskararao-toda-notes[p. 143],4004,,,"pum n. (insong) fruit. RSLST 85, DEDR 4004, PB 143"
ingested,,bhaskararao-toda2025:p208:e9,224,208,pummeːṇ,pummeːṇ,,,fruit tree(s),noun,emeneau-toda1984[p. 94],,,,pummeːṇ n. fruit tree(s). TGT 94
ingested,,bhaskararao-toda2025:p208:e10,224,208,pummos̱,pummos̱,,,nameofanordinarybuffalo,proper-noun,bhaskararao-toda-notes[p. 143],,,,pummos̱ prop. nameofanordinarybuffalo. PB 143
ingested,,bhaskararao-toda2025:p208:e11,224,208,puny,puny,,,"a type of children’s sickness (with loose motion, fever and eyelashes getting stuck). This cannot be cured by medicines but can be cured by a shaman or priest",noun,bhaskararao-toda-notes[p. 143],,,,"puny n. a type of children’s sickness (with loose motion, fever and eyelashes getting stuck). This cannot be cured by medicines but can be cured by a shaman or priest. PB 143"
ingested,,bhaskararao-toda2025:p208:e12,224,208,puṇ,puṇ,,,boil on the skin etc,noun,bhaskararao-toda-notes[p. 143],,,,puṇ n. boil on the skin etc. PB 143
ingested,,bhaskararao-toda2025:p208:e13,224,208,puṇym,puṇym,,,virtue (opposed to sin),noun,bhaskararao-toda-notes[p. 145],,,,puṇym n. virtue (opposed to sin). PB 145
ingested,,bhaskararao-toda2025:p208:e14,224,208,pup-koṟ,pup-koṟ,,,very young calf (used in a petting way),noun,bhaskararao-toda-notes[p. 143],,,,pup-koṟ n. very young calf (used in a petting way). PB 143
ingested,,bhaskararao-toda2025:p208:e15,224,208,pupoz̡,pupoz̡,,,name of a buffalo,proper-noun,,,,,pupoz̡ prop. name of a buffalo. Sak. 338
ingested,,bhaskararao-toda2025:p208:e16,224,208,pupup,pupup,,,"small baby, very young infant (used in a petting way)",noun,emeneau-toda1984[p. 25]|bhaskararao-toda-notes[p. 143],4365,,,"pupup n. small baby, very young infant (used in a petting way). DEDR 4365, TGT 25, PB 143"
ingested,,bhaskararao-toda2025:p208:e17,224,208,puṛ,puṛ,,,"beating, eːḍ puṛ ïṭsi ‘beats twice’",noun,bhaskararao-toda-notes[p. 41],4252,,,"puṛ n. beating, eːḍ puṛ ïṭsi ‘beats twice’. DEDR 4252; PB 41"
ingested,,bhaskararao-toda2025:p208:e18,224,208,puṛ-(puṛt-),puṛ-(puṛt-),,,"tobeaffectedbyaspirit(suchasmuniswarar, windetc.) resulting in fever, headache, fear etc.;ïr muːn puṛt fiːšši ‘The buffalo was affected when returning (and gave fever).’",verb intr,"bhaskararao-toda-notes[p. 22, 143]",,,,"puṛ-(puṛt-) vi. tobeaffectedbyaspirit(suchasmuniswarar, windetc.) resulting in fever, headache, fear etc.;ïr muːn puṛt fiːšši ‘The buffalo was affected when returning (and gave fever).’ PB 22, 143"
ingested,,bhaskararao-toda2025:p208:e19,224,208,puṛf- (puṛt-),puṛf-,puṛt-,,"to winnow, flap (a branch of leaves in cleaning house, in wiping offKurumbawitchcraft),(waterfall)dashesdown,(fever)attacks",verb tr,emeneau-toda1984[p. 124]|bhaskararao-toda-notes[p. 143],4252,,,"puṛf- (puṛt-) vt. to winnow, flap (a branch of leaves in cleaning house, in wiping offKurumbawitchcraft),(waterfall)dashesdown,(fever)attacks. DEDR 4252, TGT 124, PB 143 2"
ingested,,bhaskararao-toda2025:p208:e20,224,208,puṛt-,puṛt-,,,S ofpuṛ- 2,verb,,,,,puṛt- v. S ofpuṛ- 2
ingested,,bhaskararao-toda2025:p208:e21,224,208,puṛt-,puṛt-,,,S ofpuṛf-,verb,,,,,puṛt- v. S ofpuṛf-
ingested,,bhaskararao-toda2025:p208:e22,224,208,puṛt öṛf- (öṛt-),puṛt öṛf-,öṛt-,,to bring to life,verb tr,emeneau-toda1984[p. 115],,,,puṛt öṛf- (öṛt-) vt. to bring to life. TGT 115
ingested,,bhaskararao-toda2025:p208:e23,224,208,pustak,pustak,,,book,noun,bhaskararao-toda-notes[p. 130],,,,pustak n. book. PB 130
ingested,,bhaskararao-toda2025:p208:e24,224,208,pus̱y maṟy,pus̱y maṟy,,,(also pus̱y mox) tiger cub (whether it is male or female),noun,bhaskararao-toda-notes[p. 51],,,,pus̱y maṟy n. (also pus̱y mox) tiger cub (whether it is male or female). PB 51
ingested,,bhaskararao-toda2025:p208:e25,224,208,puṣf- (puṣt-),puṣf-,puṣt-,,"insects increase in numbers as a nuisance (e.g. tüby, lice in the hair, maggots in a dead body)",verb intr,bhaskararao-toda-notes[p. 144],,,,"puṣf- (puṣt-) vi. insects increase in numbers as a nuisance (e.g. tüby, lice in the hair, maggots in a dead body). PB 144"
ingested,,bhaskararao-toda2025:p208:e26,224,208,puṣk- (puṣky-),puṣk-,puṣky-,,to boil (potatoes with less quantity of water so that when cooked no water remains) (same as öːṣf- (öːṣt-)),verb tr,emeneau-toda1984[p. 120]|bhaskararao-toda-notes[p. 144],4315,,,"puṣk- (puṣky-) vt. to boil (potatoes with less quantity of water so that when cooked no water remains) (same as öːṣf- (öːṣt-)). DEDR 4315, TGT 120, PB 144 2"
ingested,,bhaskararao-toda2025:p209:e1,225,209,puṣky-,puṣky-,,,S of puṣk- 2,verb,,,,,puṣky- v. S of puṣk- 2
ingested,,bhaskararao-toda2025:p209:e2,225,209,puṣt-,puṣt-,,,S of puṣf-,verb,,,,,puṣt- v. S of puṣf-
ingested,,bhaskararao-toda2025:p209:e3,225,209,puṣt,puṣt,,,gray in colour,noun,bhaskararao-toda-notes[p. 143],,,,puṣt n. gray in colour. PB 143
ingested,,bhaskararao-toda2025:p209:e4,225,209,puṣt ïr,puṣt ïr,,,greyish buffalo,noun,bhaskararao-toda-notes[p. 143],,,,puṣt ïr n. greyish buffalo. PB 143
ingested,,bhaskararao-toda2025:p209:e5,225,209,puṣttoːɫ̣,puṣttoːɫ̣,,,name of place with a slope,proper-noun,bhaskararao-toda-notes[p. 175],,,,puṣttoːɫ̣ prop. name of place with a slope. PB 175
ingested,,bhaskararao-toda2025:p209:e6,225,209,put,put,,,an anthill where snakes are supposed to reside,noun,bhaskararao-toda-notes[p. 143],,,,put n. an anthill where snakes are supposed to reside. PB 143
ingested,,bhaskararao-toda2025:p209:e7,225,209,putθüɫỵ,putθüɫỵ,,,nameofaperson,proper-noun,,,,,putθüɫỵ prop. nameofaperson. Sak. 338
ingested,,bhaskararao-toda2025:p209:e8,225,209,putufïm,putufïm,,,Wednesday (cf. puθum),noun,,,,,putufïm n. Wednesday (cf. puθum). Sak. 338
ingested,,bhaskararao-toda2025:p209:e9,225,209,putukêri,putukêri,,,"basket (Rivers, Töwfiɫy dialect)",noun,emeneau-toda1984[p. 189],,,,"putukêri n. basket (Rivers, Töwfiɫy dialect). TGT 189"
ingested,,bhaskararao-toda2025:p209:e10,225,209,puṭ,puṭ,,,"stick used for stirring sticky food, stick used for holding thatch on the roof of a temple",noun,bhaskararao-toda-notes[p. 144],4265,,,"puṭ n. stick used for stirring sticky food, stick used for holding thatch on the roof of a temple. DEDR 4265, PB 144"
ingested,,bhaskararao-toda2025:p209:e11,225,209,puṭ- (puṭy-),puṭ-,puṭy-,,"(grass, tree, hair) to grow, to stick, to be stuck. This denotes that something is stuck more firmly than in wïṭ- (wïty-). E.g., iːṭ uːčfy nelts puṭči ‘The spear got stuck in the ground where it fell.’ To denote ‘cooked rice got stuck to hand’, wïṭ- (wïṭy-) is used. To denote ‘honey got stuck to the palm’ puṭ- (puṭy-) is used",verb intr,emeneau-toda1984[p. 119]|bhaskararao-toda-notes[p. 145],4264,,,"puṭ- (puṭy-) vi. (grass, tree, hair) to grow, to stick, to be stuck. This denotes that something is stuck more firmly than in wïṭ- (wïty-). E.g., iːṭ uːčfy nelts puṭči ‘The spear got stuck in the ground where it fell.’ To denote ‘cooked rice got stuck to hand’, wïṭ- (wïṭy-) is used. To denote ‘honey got stuck to the palm’ puṭ- (puṭy-) is used. DEDR 4264, TGT 119, PB 145"
ingested,,bhaskararao-toda2025:p209:e12,225,209,puṭ niːr,puṭ niːr,,,amniotic fluid (liquid that comes out with placenta),noun,bhaskararao-toda-notes[p. 144],,,,puṭ niːr n. amniotic fluid (liquid that comes out with placenta). PB 144
ingested,,bhaskararao-toda2025:p209:e13,225,209,puṭ niːr pïṭ- (pïṭy-),puṭ niːr pïṭ-,pïṭy-,,(waters) to break,verb intr,bhaskararao-toda-notes[p. 144],,,,puṭ niːr pïṭ- (pïṭy-) vi. (waters) to break. PB 144 2
ingested,,bhaskararao-toda2025:p209:e14,225,209,puṭy-,puṭy-,,,S of puṭ-,verb,,,,,puṭy- v. S of puṭ-
ingested,,bhaskararao-toda2025:p209:e15,225,209,puṭy,puṭy,,,bottle,noun,bhaskararao-toda-notes[p. 144],,,,puṭy n. bottle. PB 144
ingested,,bhaskararao-toda2025:p209:e16,225,209,puθ,puθ,,,"new(alsopu-), puθaḍy ‘newpot’, puθaːs ‘ne̱whouse’, puθnöːw ‘new song’, puθ kwaːby ‘newhollowvessel’, puθxalpaːṇ‘anewcustom’, puθöːxm ‘a new scream (of a shaman)’, puθ koṇ ‘new words for the dance-song’, puθ fuːtxuɫỵ ‘new cloak’",adj,"emeneau-toda1984[p. 45, 113]|bhaskararao-toda-notes[p. 144]",4275,,,"puθ a. new(alsopu-), puθaḍy ‘newpot’, puθaːs ‘ne̱whouse’, puθnöːw ‘new song’, puθ kwaːby ‘newhollowvessel’, puθxalpaːṇ‘anewcustom’, puθöːxm ‘a new scream (of a shaman)’, puθ koṇ ‘new words for the dance-song’, puθ fuːtxuɫỵ ‘new cloak’. RSLST 71, DEDR 4275, TGT 45, 113, PB 144"
ingested,,bhaskararao-toda2025:p209:e17,225,209,puθf,puθf,,,"commonpropertyofundividedfamily, belongingtoall(commonprop- erty); koːs-n puθf-k paxt-t ïyi ‘The money must bedistributedtoall’, om-xeṟ-oːɫ̣ oːx-ïyi puθf oːɫ ïyị ‘They are not of our group, they are general people.’",noun,bhaskararao-toda-notes[p. 144],4507,,,"puθf n. commonpropertyofundividedfamily, belongingtoall(commonprop- erty); koːs-n puθf-k paxt-t ïyi ‘The money must bedistributedtoall’, om-xeṟ-oːɫ̣ oːx-ïyi puθf oːɫ ïyị ‘They are not of our group, they are general people.’ DEDR 4507, PB 144"
ingested,,bhaskararao-toda2025:p209:e18,225,209,puθfot-,puθfot-,,,obl. of puθum ‘Wednesday’,noun,,,,,puθfot- n. obl. of puθum ‘Wednesday’
ingested,,bhaskararao-toda2025:p209:e19,225,209,puθïn,puθïn,,,very new; puθïn kans ‘very new shirt’,adj,bhaskararao-toda-notes[p. 144],,,,puθïn a. very new; puθïn kans ‘very new shirt’. PB 144
ingested,,bhaskararao-toda2025:p209:e20,225,209,puθ muṟn,puθ muṟn,,,a special kind of sieve burnt with female dead body,noun,,,,,puθ muṟn n. a special kind of sieve burnt with female dead body. Sak. 338
ingested,,bhaskararao-toda2025:p209:e21,225,209,puθn,puθn,,,new,adj,emeneau-toda1984[p. 45],4275,,,"puθn a. new. DEDR 4275, TGT 45"
ingested,,bhaskararao-toda2025:p209:e22,225,209,puθum,puθum,,,Wednesday(obl.puθfot-),noun,emeneau-toda1984[p. 72]|bhaskararao-toda-notes[p. 143],,,,"puθum n. Wednesday(obl.puθfot-). TGT 72, PB 143"
ingested,,bhaskararao-toda2025:p209:e23,225,209,pux- (puk-),pux-,puk-,,to enter,verb tr,emeneau-toda1984[p. 115]|bhaskararao-toda-notes[p. 144],4238,,,"pux- (puk-) vt. to enter. RSLST 14, DEDR 4238, TGT 115, PB 144"
ingested,,bhaskararao-toda2025:p209:e24,225,209,puxiry,puxiry,,,Toda flute (DEDR puxury),noun,bhaskararao-toda-notes[p. 144],,,,puxiry n. Toda flute (DEDR puxury). PB 144
ingested,,bhaskararao-toda2025:p209:e25,225,209,puxur,puxur,,,Thepuxur embroidery of Todas,noun,bhaskararao-toda-notes[p. 144],,,,puxur n. Thepuxur embroidery of Todas. PB 144
ingested,,bhaskararao-toda2025:p210:e1,226,210,puxury,puxury,,,Toda flute,noun,emeneau-toda1984[p. 26],4239,,,"puxury n. Toda flute. DEDR 4239, TGT 26"
ingested,,bhaskararao-toda2025:p210:e2,226,210,puxuṟ-kutyt,puxuṟ-kutyt,,,the area of puːtxuɫỵ in between two red borders where puxuṟ is made,noun,bhaskararao-toda-notes[p. 33],,,,puxuṟ-kutyt n. the area of puːtxuɫỵ in between two red borders where puxuṟ is made. PB 33
ingested,,bhaskararao-toda2025:p210:e3,226,210,puxuːr,puxuːr,,,ornate embroidery on cloak of important person,noun,,,,,puxuːr n. ornate embroidery on cloak of important person. RSLST 92
ingested,,bhaskararao-toda2025:p210:e4,226,210,puːc-(puːč-),puːc-(puːč-),,,"toput(garment)onsomeoneelse, towrapashawl, puːtxuɫỵ etc. around somebody",verb tr,emeneau-toda1984[p. 121]|bhaskararao-toda-notes[p. 145],4361,,,"puːc-(puːč-) vt. toput(garment)onsomeoneelse, towrapashawl, puːtxuɫỵ etc. around somebody. DEDR 4361, TGT 121, PB 145"
ingested,,bhaskararao-toda2025:p210:e5,226,210,puːc-eṯ- (eṯy-),puːc-eṯ-,eṯy-,,(med-caus. of puːc-) to cause someone to put (garment) on someoneelse,verb tr,emeneau-toda1984[p. 129],,,,puːc-eṯ- (eṯy-) vt. (med-caus. of puːc-) to cause someone to put (garment) on someoneelse. TGT 129 2
ingested,,bhaskararao-toda2025:p210:e6,226,210,puːč-,puːč-,,,S of puːc-,verb,,,,,puːč- v. S of puːc-
ingested,,bhaskararao-toda2025:p210:e7,226,210,puːč,puːč,,,blue-grey; having a lighter shade,adj,bhaskararao-toda-notes[p. 145],4356,,,puːč a. blue-grey; having a lighter shade. DEDR 4356; PB 145
ingested,,bhaskararao-toda2025:p210:e8,226,210,puːč kaːg,puːč kaːg,,,light black (=grey) thread,noun,bhaskararao-toda-notes[p. 145],,,,puːč kaːg n. light black (=grey) thread. PB 145
ingested,,bhaskararao-toda2025:p210:e9,226,210,puːč koṇ,puːč koṇ,,,"(also — xon) eye with a grayish iris, brown eyes",noun,bhaskararao-toda-notes[p. 145],,,,"puːč koṇ n. (also — xon) eye with a grayish iris, brown eyes. PB 145 2"
ingested,,bhaskararao-toda2025:p210:e10,226,210,puːḍ-,puːḍ-,,,S of puːḷ-,verb,,,,,puːḍ- v. S of puːḷ-
ingested,,bhaskararao-toda2025:p210:e11,226,210,puːf,puːf,,,flower,noun,emeneau-toda1984[p. 9]|bhaskararao-toda-notes[p. 145],4345,,,"puːf n. flower. RSLST 20, DEDR 4345, TGT 9, PB 145"
ingested,,bhaskararao-toda2025:p210:e12,226,210,puːf- (puːt-),puːf-,puːt-,,"(1) to wear (cloak), to wrap a shawl, puːtxuɫỵ etc. around oneself",verb intr,emeneau-toda1984[p. 54]|bhaskararao-toda-notes[p. 145],,,,"puːf- (puːt-) vi. (1) to wear (cloak), to wrap a shawl, puːtxuɫỵ etc. around oneself. TGT 54, PB 145"
ingested,,bhaskararao-toda2025:p210:e13,226,210,puːf- (puːt-),puːf-,puːt-,,(2) coldness hits body,verb intr,"bhaskararao-toda-notes[p. 144, 145]",,,,"puːf- (puːt-) vi. (2) coldness hits body. PB 144, 145"
ingested,,bhaskararao-toda2025:p210:e14,226,210,puːf- (puːt-),puːf-,puːt-,,(3) to blossom; charcoal fire growing slowly (similar to flower- ing),verb intr,bhaskararao-toda-notes[p. 145],4345|4361,,,"puːf- (puːt-) vi. (3) to blossom; charcoal fire growing slowly (similar to flower- ing). DEDR 4345,4361; PB 145"
ingested,,bhaskararao-toda2025:p210:e15,226,210,puːf-eṯ- (eṯy-),puːf-eṯ-,eṯy-,,(med-caus. of puːf-) to cause someone to wear (cloak),verb tr,emeneau-toda1984[p. 129],,,,puːf-eṯ- (eṯy-) vt. (med-caus. of puːf-) to cause someone to wear (cloak). TGT 129
ingested,,bhaskararao-toda2025:p210:e16,226,210,puːf ïṣtyt,puːf ïṣtyt,,,putting flower designs,noun,bhaskararao-toda-notes[p. 33],,,,puːf ïṣtyt n. putting flower designs. PB 33
ingested,,bhaskararao-toda2025:p210:e17,226,210,puːfkaḷaːs,puːfkaḷaːs,,,glass decorated with flower,noun,,,,,puːfkaḷaːs n. glass decorated with flower. Sak. 338
ingested,,bhaskararao-toda2025:p210:e18,226,210,puːfmeːṇ,puːfmeːṇ,,,Sophora glauca,noun,,,,,puːfmeːṇ n. Sophora glauca. Sak. 338
ingested,,bhaskararao-toda2025:p210:e19,226,210,puːfmoːly,puːfmoːly,,,name of a person,proper-noun,,,,,puːfmoːly prop. name of a person. Sak. 339
ingested,,bhaskararao-toda2025:p210:e20,226,210,puːfnïs̱,puːfnïs̱,,,name of a person,proper-noun,,,,,puːfnïs̱ prop. name of a person. Sak. 339 2
ingested,,bhaskararao-toda2025:p210:e21,226,210,puːj-,puːj-,,,S ofpuːz̡-,verb,,,,,puːj- v. S ofpuːz̡-
ingested,,bhaskararao-toda2025:p210:e22,226,210,puːj,puːj,,,fifteen,num,emeneau-toda1984[p. 105],2826|3918,,,"puːj num. fifteen. DEDR 2826, 3918, TGT 105"
ingested,,bhaskararao-toda2025:p210:e23,226,210,puːjm,puːjm,,,offering (in worship) (Skt. pūjā),noun,bhaskararao-toda-notes[p. 145],,,,puːjm n. offering (in worship) (Skt. pūjā). PB 145
ingested,,bhaskararao-toda2025:p210:e24,226,210,puːjm kwïṛ- (kwïṛt-),puːjm kwïṛ-,kwïṛt-,,to make an offering (in non-Toda tradition) (cf. arkym offering in Toda way),verb,bhaskararao-toda-notes[p. 145],,,,puːjm kwïṛ- (kwïṛt-) v. to make an offering (in non-Toda tradition) (cf. arkym offering in Toda way). PB 145
ingested,,bhaskararao-toda2025:p210:e25,226,210,puːj-noːɫɫ̣̣,puːj-noːɫɫ̣̣,,,fortnight (15 days) (puːj 15),noun,bhaskararao-toda-notes[p. 106],,,,puːj-noːɫɫ̣̣ n. fortnight (15 days) (puːj 15). PB 106
ingested,,bhaskararao-toda2025:p210:e26,226,210,puːly,puːly,,,good-for-nothing fellow,noun,,4228,,,puːly n. good-for-nothing fellow. DEDR 4228
