Tab,Sheet_Row,Variant,Form,Gloss,Page,Legacy_Key,Score,Reason
Mundlay,867,1,okki,to keep; store,35,mundlay1996:1217,1.0000,exact_form_gloss
Mundlay,868,1,okúd,to hiccough,35,mundlay1996:1218,1.0000,exact_form_gloss
Mundlay,869,1,olān,cooked dhal,35,mundlay1996:1221,1.0000,exact_form_gloss
Mundlay,870,1,olā,to be wet,35,mundlay1996:1220,0.9835,conservative_fuzzy
Mundlay,871,1,olki,to have fungus,35,mundlay1996:1222,1.0000,exact_form_gloss
Mundlay,872,1,hondār,rat,29,mundlay1996:714,1.0000,exact_form_gloss
Mundlay,873,1,opónā,day,35,mundlay1996:1223,1.0000,exact_form_gloss
Mundlay,874,1,órā,"air, wind",35,mundlay1996:1224,0.9650,conservative_fuzzy
Mundlay,875,1,orāŋdo,wind,35,,,unmatched
Mundlay,876,1,oró,"millet, jawar",35,mundlay1996:1226,1.0000,exact_form_gloss
Mundlay,877,1,orʈā,to turn,35,mundlay1996:1227,0.9354,conservative_fuzzy
Mundlay,878,1,wortāy,to arrive,35,mundlay1996:1242,1.0000,exact_form_gloss
Mundlay,879,1,ochoni,to boil (as water),35,mundlay1996:1213,0.9361,conservative_fuzzy
Mundlay,880,1,othārā,dwarf,35,,,unmatched
Mundlay,881,1,oʈʈi,to pull out,35,mundlay1996:1235,1.0000,exact_form_gloss
Mundlay,882,1,owāri,son's wife; younger brother's wife,35,,,unmatched
Mundlay,883,1,oyni,to beg,35,mundlay1996:1239,1.0000,exact_form_gloss
Mundlay,884,1,págo,tail,36,,,unmatched
Mundlay,885,1,pākho,wing,36,mundlay1996:1262,1.0000,exact_form_gloss
Mundlay,886,1,palā,leaves of a tree,36,mundlay1996:1263,0.9910,conservative_fuzzy
Mundlay,887,1,pān,betel leaf,36,,,unmatched
Mundlay,888,1,pāndher,white,36,mundlay1996:1270,1.0000,exact_form_gloss
Mundlay,889,1,pānɖo,to cross over,36,mundlay1996:1267,1.0000,exact_form_gloss
Mundlay,890,1,pár,everything,36,mundlay1996:1273,1.0000,exact_form_gloss
Mundlay,891,1,pañc,five,36,mundlay1996:1268,1.0000,exact_form_gloss
Mundlay,892,1,páto sāl,next year,36,mundlay1996:1291,0.9520,conservative_fuzzy
Mundlay,893,1,paʈhyā,aged man,36,mundlay1996:1288,1.0000,exact_form_gloss
Mundlay,894,1,páto,"to come, to approach",36,mundlay1996:1290,1.0000,exact_form_gloss
Mundlay,895,1,paʈʈo,come,36,mundlay1996:1292,1.0000,exact_form_gloss
Mundlay,896,1,pāwi,flute,36,mundlay1996:1293,1.0000,exact_form_gloss
Mundlay,897,1,pāyri,step,36,mundlay1996:1296,1.0000,exact_form_gloss
Mundlay,898,1,páɖā,to kill,36,mundlay1996:1249,1.0000,exact_form_gloss
Mundlay,899,1,pagrí,head turban,36,mundlay1996:1251,1.0000,exact_form_gloss
Mundlay,900,1,pāhuncāri,welcome,36,mundlay1996:1253,1.0000,exact_form_gloss
Mundlay,901,1,pakhorā,upper arm,36,mundlay1996:1258,1.0000,exact_form_gloss
Mundlay,902,1,pakhorāko khoɖɖo-khoɖɖo,armpit,36,mundlay1996:1259,1.0000,exact_form_gloss
Mundlay,903,1,pākin,hen,36,,,unmatched
Mundlay,904,1,pakkā,definite,36,mundlay1996:1256,1.0000,exact_form_gloss
Mundlay,905,1,pankhā,fan,36,mundlay1996:1271,1.0000,exact_form_gloss
Mundlay,906,1,parā̃y,river,36,mundlay1996:1274,1.0000,exact_form_gloss
Mundlay,907,1,pasalā,second; other,36,mundlay1996:1275,1.0000,exact_form_gloss
Mundlay,908,1,pasālā,joint family paraphernalia,36,mundlay1996:1277,1.0000,exact_form_gloss
Mundlay,909,1,patār-kamā́y,to dry in the sun,36,mundlay1996:1283,1.0000,exact_form_gloss
Mundlay,910,1,paʈāri boy,"straw, dry grass",36,mundlay1996:1284,1.0000,exact_form_gloss
Mundlay,911,1,pātāri,dry,36,mundlay1996:1282,1.0000,exact_form_gloss
Mundlay,912,1,patār,thin,36,mundlay1996:1280,1.0000,exact_form_gloss
Mundlay,913,1,paʈeri,thin; dilute,36,mundlay1996:1286,1.0000,exact_form_gloss
Mundlay,914,1,pyeŋ,head,36,mundlay1996:1306,1.0000,exact_form_gloss
Mundlay,915,1,pejāgo,to elope,36,mundlay1996:1299,1.0000,exact_form_gloss
Mundlay,916,1,pejāk-kāmāy,to abduct,36,mundlay1996:1300,1.0000,exact_form_gloss
Mundlay,917,1,pejikoenkāmā,to drive away (cattle),36,,,unmatched
Mundlay,918,1,pénɖ(i)ri,calf of the leg,36,mundlay1996:1305,0.9520,conservative_fuzzy
Mundlay,919,1,pindiri gurohā,shin,36,mundlay1996:1327,1.0000,exact_form_gloss
Mundlay,920,1,pephryā,saliva,36,mundlay1996:1304,1.0000,exact_form_gloss
Mundlay,921,1,péte,to sit,36,mundlay1996:1311,1.0000,exact_form_gloss
Mundlay,922,1,péto,to sit,36,,,unmatched
Mundlay,923,1,petek,to break a thread,36,mundlay1996:1314,1.0000,exact_form_gloss
Mundlay,924,1,petekkāmā,to tear clothes,36,mundlay1996:1315,1.0000,exact_form_gloss
Mundlay,925,1,petekāmā,to make to sit,36,mundlay1996:1318,1.0000,exact_form_gloss
Mundlay,926,1,pyetako,torn,36,mundlay1996:1321,1.0000,exact_form_gloss
Mundlay,927,1,perto,to squeeze,36,mundlay1996:1310,1.0000,exact_form_gloss
Mundlay,928,1,petto,wring,36,mundlay1996:1317,1.0000,exact_form_gloss
Mundlay,929,1,pewrikere,plantain,36,mundlay1996:1319,1.0000,exact_form_gloss
Mundlay,930,1,peyko peyko,stalking gait,36,mundlay1996:1322,1.0000,exact_form_gloss
Mundlay,931,1,péku-jeré,to hide in ambush,36,mundlay1996:1302,1.0000,exact_form_gloss
Mundlay,932,1,phāwra,spade,37,mundlay1996:1373,1.0000,exact_form_gloss
Mundlay,933,1,phāri-kāmāy,to divide property,37,mundlay1996:1369,0.9657,conservative_fuzzy
Mundlay,934,1,phāʈako,gate,37,mundlay1996:1372,1.0000,exact_form_gloss
Mundlay,935,1,phejer,morning,37,mundlay1996:1374,1.0000,exact_form_gloss
Mundlay,936,1,phellyā,groundnut,37,mundlay1996:1375,1.0000,exact_form_gloss
Mundlay,937,1,phendrā,vine,37,mundlay1996:1376,1.0000,exact_form_gloss
Mundlay,938,1,phikā,"mild, pale",37,mundlay1996:1382,1.0000,exact_form_gloss
Mundlay,939,1,phikāy,to be pale,37,mundlay1996:1383,1.0000,exact_form_gloss
Mundlay,940,1,phittākamāy,change of seasons,37,mundlay1996:1385,1.0000,exact_form_gloss
Mundlay,941,1,phór,"fruit, to bear fruit",37,mundlay1996:1387,1.0000,exact_form_gloss
Mundlay,942,1,photre,chilies,37,mundlay1996:1388,1.0000,exact_form_gloss
Mundlay,943,1,phúl,"flower, to blossom",37,mundlay1996:1389,1.0000,exact_form_gloss
Mundlay,944,1,phaɖɖu-phaɖɖu,to splash water,37,mundlay1996:1368,1.0000,exact_form_gloss
Mundlay,945,1,pindá,to jump,36,mundlay1996:1326,0.9345,conservative_fuzzy
Mundlay,946,1,pírjo,girl; daughter,36,mundlay1996:1328,1.0000,exact_form_gloss
Mundlay,947,1,piyā,spleen of lamb,36,mundlay1996:1332,0.9013,conservative_fuzzy
Mundlay,948,1,polkā,blouse,37,mundlay1996:1335,0.9345,conservative_fuzzy
Mundlay,949,1,popo ér,to suffer from dysentery or cholera,37,mundlay1996:1343,1.0000,exact_form_gloss
Mundlay,950,1,popo,nipple (belly in another dialect),37,,,unmatched
Mundlay,951,1,powrā,bucket to draw water,37,mundlay1996:1349,1.0000,exact_form_gloss
Mundlay,952,1,piu,a bird locally called pawsa and said to be giving notice of rain,36,mundlay1996:1330,1.0000,exact_form_gloss
Mundlay,953,1,poy,bird,37,mundlay1996:1351,1.0000,exact_form_gloss
Mundlay,954,1,poyʈa,bird (pl.),37,,,unmatched
Mundlay,955,1,polor,to exist,37,mundlay1996:1336,1.0000,exact_form_gloss
Mundlay,956,1,popā́,hole,37,mundlay1996:1338,1.0000,exact_form_gloss
Mundlay,957,1,-popā,see cón popā,37,,,unmatched
Mundlay,958,1,poporkā,dirty,37,mundlay1996:1344,1.0000,exact_form_gloss
Mundlay,959,1,poporā,dark,37,mundlay1996:1345,1.0000,exact_form_gloss
Mundlay,960,1,potā,sack,37,mundlay1996:1348,1.0000,exact_form_gloss
Mundlay,961,1,puch,to wipe away,37,mundlay1996:1353,1.0000,exact_form_gloss
Mundlay,962,1,puju,worship,37,mundlay1996:1357,1.0000,exact_form_gloss
Mundlay,963,1,punye,full-moon day,37,,,unmatched
Mundlay,964,1,purā,total,37,mundlay1996:1358,1.0000,exact_form_gloss
Mundlay,965,1,purá,to be complete,37,mundlay1996:1359,1.0000,exact_form_gloss
Mundlay,966,1,pori mānso,male orphan,37,mundlay1996:1346,1.0000,exact_form_gloss
Mundlay,967,1,pori pírjo,male orphan,37,mundlay1996:1347,1.0000,exact_form_gloss
Mundlay,968,1,púra,send,37,mundlay1996:1360,0.9236,conservative_fuzzy
Mundlay,969,1,pusuy,to escape from pursuit,37,mundlay1996:1364,1.0000,exact_form_gloss
Mundlay,970,1,putkiri-ja,"measles, chicken-pox",37,mundlay1996:1367,1.0000,exact_form_gloss
Mundlay,971,1,rakhom,wait,37,,,unmatched
Mundlay,972,1,rānɖ,prostitute,37,mundlay1996:1399,1.0000,exact_form_gloss
Mundlay,973,1,rãwa,parrot,37,mundlay1996:1409,1.0000,exact_form_gloss
Mundlay,974,1,rābān,cold (n.),37,mundlay1996:1393,0.9440,conservative_fuzzy
Mundlay,975,1,robān,cold,37,,,unmatched
Mundlay,976,1,raccho,honey; any juice,37,mundlay1996:1394,1.0000,exact_form_gloss
Mundlay,977,1,rāndā,to cook,37,mundlay1996:1400,1.0000,exact_form_gloss
Mundlay,978,1,rangā,color,37,mundlay1996:1401,1.0000,exact_form_gloss
Mundlay,979,1,rangó,to turn brown through overcooking,37,mundlay1996:1402,0.9830,conservative_fuzzy
Mundlay,980,1,rāngo-kāmāy,to dye in color,37,mundlay1996:1403,1.0000,exact_form_gloss
Mundlay,981,1,rangāyo,to turn brown through overcooking,38,,,unmatched
Mundlay,982,1,rāphid,to blink,37,mundlay1996:1406,1.0000,exact_form_gloss
Mundlay,983,1,rāwanbí,to die,37,mundlay1996:1408,1.0000,exact_form_gloss
Mundlay,984,1,raymonyā,a wild thorny bush,37,mundlay1996:1410,1.0000,exact_form_gloss
Mundlay,985,1,rekki,to crush,37,mundlay1996:1413,1.0000,exact_form_gloss
Mundlay,986,1,reweɖi,tight,37,mundlay1996:1414,1.0000,exact_form_gloss
Mundlay,987,1,rojoko,everyday,38,mundlay1996:1420,1.0000,exact_form_gloss
Mundlay,988,1,rojoka,everyday,38,,,unmatched
Mundlay,989,1,rupiya,rupee,38,mundlay1996:1424,1.0000,exact_form_gloss
Mundlay,990,1,sabu,soap,38,mundlay1996:1427,1.0000,exact_form_gloss
Mundlay,991,1,sadbhai,brother-in-law,38,mundlay1996:1430,1.0000,exact_form_gloss
Mundlay,992,1,sáli,chaff,38,,,unmatched
Mundlay,993,1,sáli,bark of a tree,38,mundlay1996:1447,0.9896,conservative_fuzzy
Mundlay,994,1,chāli,bark (n.),39,mundlay1996:1524,0.9440,conservative_fuzzy
Mundlay,995,1,sāndā,joint,38,,,unmatched
Mundlay,996,1,cháʔar,to swell,39,mundlay1996:1526,0.9345,conservative_fuzzy
Mundlay,997,1,saco,breath,38,mundlay1996:1428,1.0000,exact_form_gloss
Mundlay,998,1,sacco,true',38,mundlay1996:1429,1.0000,exact_form_gloss
Mundlay,999,1,sagai,engagement,38,mundlay1996:1432,1.0000,exact_form_gloss
Mundlay,1000,1,sa,six,38,mundlay1996:1425,1.0000,exact_form_gloss
Mundlay,1001,1,sajā,true,38,mundlay1996:1436,1.0000,exact_form_gloss
Mundlay,1002,1,sajā,real,38,,,unmatched
Mundlay,1003,1,sajākā,pleasant,38,mundlay1996:1438,1.0000,exact_form_gloss
Mundlay,1004,1,sojākā,"well, good",38,mundlay1996:1499,1.0000,exact_form_gloss
Mundlay,1005,1,sākryā,sugar,38,mundlay1996:1443,1.0000,exact_form_gloss
Mundlay,1006,1,chellā,lizard,39,mundlay1996:1532,1.0000,exact_form_gloss
Mundlay,1007,1,sammāki pātoka sāl,year after next,38,mundlay1996:1454,1.0000,exact_form_gloss
Mundlay,1008,1,sapā,clean,38,mundlay1996:1455,1.0000,exact_form_gloss
Mundlay,1009,1,sarkā ubā,vertical,38,,,unmatched
Mundlay,1010,1,sāvan,plain on the hill; plateau,38,mundlay1996:1452,1.0000,exact_form_gloss
Mundlay,1011,1,sāvan,of even keel,38,,,unmatched
Mundlay,1012,1,sāvto,step relation,38,mundlay1996:1461,1.0000,exact_form_gloss
Mundlay,1013,1,sāykal,bicycle,38,mundlay1996:1463,1.0000,exact_form_gloss
Mundlay,1014,1,sé,yesterday,38,mundlay1996:1464,1.0000,exact_form_gloss
Mundlay,1015,1,chepiyā,variety of grass,39,mundlay1996:1534,1.0000,exact_form_gloss
Mundlay,1016,1,sekó,sneeze,38,mundlay1996:1465,1.0000,exact_form_gloss
Mundlay,1017,1,selki,reflection in water,38,mundlay1996:1466,1.0000,exact_form_gloss
Mundlay,1018,1,semru,nasal mucus,38,mundlay1996:1467,1.0000,exact_form_gloss
Mundlay,1019,1,simburu,nasal mucus,38,,,unmatched
Mundlay,1020,1,senā,cow-dung,38,mundlay1996:1468,1.0000,exact_form_gloss
Mundlay,1021,1,chenā-jhāpon,mushroom that grows on cow dung,39,mundlay1996:1535,1.0000,exact_form_gloss
Mundlay,1022,1,sendā,point; top,38,mundlay1996:1469,1.0000,exact_form_gloss
Mundlay,1023,1,sendā akhanɖā,little finger,38,mundlay1996:1470,1.0000,exact_form_gloss
Mundlay,1024,1,sendā ānguʈha,little finger,38,,,unmatched
Mundlay,1025,1,seri,goat,38,mundlay1996:1474,1.0000,exact_form_gloss
Mundlay,1026,1,serto-kamāy,to give a feast,38,mundlay1996:1475,1.0000,exact_form_gloss
Mundlay,1027,1,sikó,to learn,38,mundlay1996:1482,1.0000,exact_form_gloss
Mundlay,1028,1,siɖu,mahva wine,38,mundlay1996:1477,1.0000,exact_form_gloss
Mundlay,1029,1,chiɖu,wine,39,mundlay1996:1538,1.0000,exact_form_gloss
Mundlay,1030,1,sikā,pubic hair,38,mundlay1996:1479,0.8971,conservative_fuzzy
Mundlay,1031,1,chikā,pubic hair,39,mundlay1996:1539,1.0000,exact_form_gloss
Mundlay,1032,1,sikāri,hunter,38,mundlay1996:1481,1.0000,exact_form_gloss
Mundlay,1033,1,cikal,mud,24,mundlay1996:394,0.9600,conservative_fuzzy
Mundlay,1034,1,sikā,plastic clay,38,mundlay1996:1478,1.0000,exact_form_gloss
Mundlay,1035,1,sikret,cigarette,38,mundlay1996:1484,1.0000,exact_form_gloss
Mundlay,1036,1,cilir,to slip (a foot),24,mundlay1996:404,1.0000,exact_form_gloss
Mundlay,1037,1,chim,to sew,39,mundlay1996:1541,1.0000,exact_form_gloss
Mundlay,1038,1,chemic,chicken dung,39,mundlay1996:1533,0.8800,conservative_fuzzy
Mundlay,1039,1,singi,horn(s),38,mundlay1996:1487,0.9785,conservative_fuzzy
Mundlay,1040,1,sipi,tailor,38,mundlay1996:1489,1.0000,exact_form_gloss
Mundlay,1041,1,sipnā,teak,38,mundlay1996:1490,1.0000,exact_form_gloss
Mundlay,1042,1,seprā,rib,38,mundlay1996:1473,0.9067,conservative_fuzzy
Mundlay,1043,1,siprā,rib,38,mundlay1996:1491,1.0000,exact_form_gloss
Mundlay,1044,1,sirā,blood vessel; veins,38,mundlay1996:1492,1.0000,exact_form_gloss
Mundlay,1045,1,sirāp,only,38,mundlay1996:1493,1.0000,exact_form_gloss
Mundlay,1046,1,siwnā,dream,38,mundlay1996:1496,1.0000,exact_form_gloss
Mundlay,1047,1,chobo,to stab,39,mundlay1996:1543,1.0000,exact_form_gloss
Mundlay,1048,1,sobojeré,to pierce,38,mundlay1996:1497,1.0000,exact_form_gloss
Mundlay,1049,1,cosa-ʈiŋ,to think,25,mundlay1996:433,1.0000,exact_form_gloss
Mundlay,1050,1,sokko,to rinse clothes,38,mundlay1996:1500,1.0000,exact_form_gloss
Mundlay,1051,1,sokorā,bread,38,mundlay1996:1442,1.0000,exact_form_gloss
Mundlay,1052,1,sokorā,bread,38,mundlay1996:1501,1.0000,exact_form_gloss
Mundlay,1053,1,songo,pretense,38,mundlay1996:1503,1.0000,exact_form_gloss
Mundlay,1054,1,copʈi,to live together,25,mundlay1996:428,0.9200,conservative_fuzzy
Mundlay,1055,1,sobbi,together,38,mundlay1996:1498,1.0000,exact_form_gloss
Mundlay,1056,1,choroɖi,mould on food,39,mundlay1996:1546,1.0000,exact_form_gloss
Mundlay,1057,1,suto,thread,39,mundlay1996:1519,0.9785,conservative_fuzzy
Mundlay,1058,1,sũĩ,needle,38,,,unmatched
Mundlay,1059,1,chũi,needle,39,,,unmatched
Mundlay,1060,1,sunɖu,pod for the beans,39,mundlay1996:1514,1.0000,exact_form_gloss
Mundlay,1061,1,chunɖu,bean,39,mundlay1996:1550,1.0000,exact_form_gloss
Mundlay,1062,1,sandako,box,38,mundlay1996:1450,1.0000,exact_form_gloss
Mundlay,1063,1,suʈʈi,holiday,39,mundlay1996:1518,1.0000,exact_form_gloss
Mundlay,1064,1,suĩni,midwife,38,,,unmatched
Mundlay,1065,1,tagā jhagrā,violent quarrel,39,mundlay1996:1559,1.0000,exact_form_gloss
Mundlay,1066,1,tālki,rhythm of the drum,39,mundlay1996:1564,1.0000,exact_form_gloss
Mundlay,1067,1,tāmku,tobacco,39,mundlay1996:1569,1.0000,exact_form_gloss
Mundlay,1068,1,tāndur,"rice, also 'cooked rice'",39,,,unmatched
Mundlay,1069,1,táro,throw,39,mundlay1996:1573,0.9200,conservative_fuzzy
Mundlay,1070,1,tagāli pāktó,collar bone,39,mundlay1996:1556,1.0000,exact_form_gloss
Mundlay,1071,1,tahāʔāri,pregnancy,39,mundlay1996:1560,1.0000,exact_form_gloss
Mundlay,1072,1,takādo,strength,39,mundlay1996:1561,1.0000,exact_form_gloss
Mundlay,1073,1,ʈakkarā,challenge,39,mundlay1996:1562,1.0000,exact_form_gloss
Mundlay,1074,1,ʈakkhocu,coitus,39,mundlay1996:1563,1.0000,exact_form_gloss
Mundlay,1075,1,tarāso,cruelty,39,mundlay1996:1575,1.0000,exact_form_gloss
Mundlay,1076,1,tarsyā,hyena,39,mundlay1996:1577,1.0000,exact_form_gloss
Mundlay,1077,1,tejo,sharp,39,mundlay1996:1579,1.0000,exact_form_gloss
Mundlay,1078,1,tel,oil,39,,,unmatched
Mundlay,1079,1,ʈẽyā,brother-in-law,39,,,unmatched
Mundlay,1080,1,thārā,plate,40,mundlay1996:1623,1.0000,exact_form_gloss
Mundlay,1081,1,thári,again,40,mundlay1996:1624,1.0000,exact_form_gloss
Mundlay,1082,1,ʈhagātiŋ,to cheat,40,mundlay1996:1619,1.0000,exact_form_gloss
Mundlay,1083,1,thanɖā-thunɖā,leprosy,40,mundlay1996:1620,1.0000,exact_form_gloss
Mundlay,1084,1,thāpʈi,clap,40,mundlay1996:1622,1.0000,exact_form_gloss
Mundlay,1085,1,ʈhekri,forehead,40,mundlay1996:1625,1.0000,exact_form_gloss
Mundlay,1086,1,thénded,moon,40,mundlay1996:1629,1.0000,exact_form_gloss
Mundlay,1087,1,thénded giryān,lunar eclipse,40,mundlay1996:1630,1.0000,exact_form_gloss
Mundlay,1088,1,ʈhen māndí,to chatter,40,mundlay1996:1628,1.0000,exact_form_gloss
Mundlay,1089,1,ʈhikri golāy,wrinkle,40,mundlay1996:1633,1.0000,exact_form_gloss
Mundlay,1090,1,ʈhikin tól golāy,to knit one's brows,40,mundlay1996:1634,0.9253,conservative_fuzzy
Mundlay,1091,1,thorā,to be less,40,mundlay1996:1635,1.0000,exact_form_gloss
Mundlay,1092,1,thuk,spit (n.),39,,,unmatched
Mundlay,1093,1,tircha,squint-eyed,39,mundlay1996:1593,1.0000,exact_form_gloss
Mundlay,1094,1,tirochaki arā,to look squintingly,39,mundlay1996:1594,1.0000,exact_form_gloss
Mundlay,1095,1,tiriñchimá,to borrow,39,mundlay1996:1595,1.0000,exact_form_gloss
Mundlay,1096,1,tisrā din,day before yesterday,39,mundlay1996:1596,1.0000,exact_form_gloss
Mundlay,1097,1,ʈiwi,to carry in hand,40,mundlay1996:1600,1.0000,exact_form_gloss
Mundlay,1098,1,tiwār,festival; to be festive,40,mundlay1996:1599,1.0000,exact_form_gloss
Mundlay,1099,1,poppá,to bore a hole,37,mundlay1996:1341,1.0000,exact_form_gloss
Mundlay,1100,1,tól,skin,40,,,unmatched
Mundlay,1101,1,turi,gram,40,mundlay1996:1616,1.0000,exact_form_gloss
Mundlay,1102,1,turi dān,split yellow gram,40,mundlay1996:1617,1.0000,exact_form_gloss
Mundlay,1103,1,ʈongre,knee,40,,,unmatched
Mundlay,1104,1,toplā,basket,40,mundlay1996:1605,1.0000,exact_form_gloss
Mundlay,1105,1,topti,"to glue, stick",40,mundlay1996:1607,1.0000,exact_form_gloss
Mundlay,1106,1,torá,"taste hot, like a pepper",40,mundlay1996:1608,1.0000,exact_form_gloss
Mundlay,1107,1,ʈuguʈ,to ripen,40,mundlay1996:1613,1.0000,exact_form_gloss
Mundlay,1108,1,ʈugiʈi,ripe,40,mundlay1996:1614,1.0000,exact_form_gloss
Mundlay,1109,1,té,eat,39,,,unmatched
Mundlay,1110,1,ʈéko,we (dual),39,,,unmatched
Mundlay,1111,1,ubā,straight,40,mundlay1996:1636,1.0000,exact_form_gloss
Mundlay,1112,1,ubā dāndi pakto,vertebral column,40,mundlay1996:1637,1.0000,exact_form_gloss
Mundlay,1113,1,ucā,cliff; tall,40,mundlay1996:1638,1.0000,exact_form_gloss
Mundlay,1114,1,ucā oʈhrā,rough plain,40,mundlay1996:1639,1.0000,exact_form_gloss
Mundlay,1115,1,uɖi,to rub,40,mundlay1996:1640,1.0000,exact_form_gloss
Mundlay,1116,1,ugār,to open,40,mundlay1996:1643,1.0000,exact_form_gloss
Mundlay,1117,1,ugār jhāpnā,uncover,40,mundlay1996:1644,1.0000,exact_form_gloss
Mundlay,1118,1,ujo,light (not darkness),40,mundlay1996:1642,0.9924,conservative_fuzzy
Mundlay,1119,1,ukrā,exaggerate,40,mundlay1996:1645,1.0000,exact_form_gloss
Mundlay,1120,1,okum,then,35,,,unmatched
Mundlay,1121,1,ulusu,call of a cat,40,mundlay1996:1651,1.0000,exact_form_gloss
Mundlay,1122,1,ulʈā,opposite; reverse,40,mundlay1996:1648,1.0000,exact_form_gloss
Mundlay,1123,1,ulta pãv,fallen (idiomatic),40,,,unmatched
Mundlay,1124,1,umān,to measure; to count,40,mundlay1996:1652,1.0000,exact_form_gloss
Mundlay,1125,1,umber,age,40,mundlay1996:1650,1.0000,exact_form_gloss
Mundlay,1126,1,ungāy,live,40,mundlay1996:1653,1.0000,exact_form_gloss
Mundlay,1127,1,urí,to use; apply,40,mundlay1996:1657,1.0000,exact_form_gloss
Mundlay,1128,1,uruɖ,to brush (teeth),40,mundlay1996:1658,1.0000,exact_form_gloss
Mundlay,1129,1,worāri,wedding guest,35,mundlay1996:1240,1.0000,exact_form_gloss
Mundlay,1130,1,worāri pakkā,engagement,35,mundlay1996:1241,1.0000,exact_form_gloss
Mundlay,1131,1,wokki,to arrange,35,mundlay1996:1244,1.0000,exact_form_gloss
Mundlay,1133,1,ɖoktar,a doctor (practicing allopathy),26,mundlay1996:504,1.0000,exact_form_gloss
Mundlay,1134,1,mitiŋ,meeting,34,mundlay1996:1128,1.0000,exact_form_gloss
Mundlay,1135,1,aɖar,order,17,mundlay1996:6,1.0000,exact_form_gloss
Mundlay,1136,1,pensil,pencil,36,mundlay1996:1307,1.0000,exact_form_gloss
Mundlay,1137,1,pin,hairpin,36,mundlay1996:1325,1.0000,exact_form_gloss
Mundlay,1138,1,redigo,radio; tape-recorder,37,mundlay1996:1412,1.0000,exact_form_gloss
Mundlay,1139,1,iskul,school,29,mundlay1996:746,1.0000,exact_form_gloss
Mundlay,1140,1,itawār,Sunday,29,mundlay1996:751,1.0000,exact_form_gloss
Mundlay,1141,1,urphā,alias,40,mundlay1996:1659,1.0000,exact_form_gloss
Mundlay,1142,1,kā,towards,30,mundlay1996:829,1.0000,exact_form_gloss
Mundlay,1143,1,khilā,parched rice,32,mundlay1996:994,1.0000,exact_form_gloss
Mundlay,1144,1,gandā,stupid,27,mundlay1996:599,1.0000,exact_form_gloss
Mundlay,1145,1,gulguʈi,gurgle,28,mundlay1996:649,1.0000,exact_form_gloss
Mundlay,1146,1,girjā,church,27,mundlay1996:617,1.0000,exact_form_gloss
Mundlay,1147,1,chāre,save; cure,39,mundlay1996:1528,1.0000,exact_form_gloss
Mundlay,1148,1,khob-jaráy / khojjaráy,malaria,32,mundlay1996:999,0.9280,conservative_fuzzy
Mundlay,1149,1,ɖabra kheto,field on level ground,25,mundlay1996:444,1.0000,exact_form_gloss
Mundlay,1150,1,tarāke,bits of broken glass,39,mundlay1996:1574,1.0000,exact_form_gloss
Mundlay,1151,1,daba-ʈiŋ,to press,25,mundlay1996:441,1.0000,exact_form_gloss
Mundlay,1152,1,dabo-dabo,halting speech,25,mundlay1996:443,1.0000,exact_form_gloss
Mundlay,1153,1,daddhi,chin,25,mundlay1996:447,1.0000,exact_form_gloss
Mundlay,1154,1,diwāli puja,Diwali festival,26,mundlay1996:491,1.0000,exact_form_gloss
Mundlay,1155,1,dakā́yn,to show,25,mundlay1996:452,1.0000,exact_form_gloss
Mundlay,1156,1,dhũyā,smoke,27,mundlay1996:564,1.0000,exact_form_gloss
Mundlay,1157,1,nām kāmā,to earn a name (fame),34,mundlay1996:1166,1.0000,exact_form_gloss
Mundlay,1158,1,paʈel,chief,36,,,unmatched
Mundlay,1159,1,petel,chief,36,,,unmatched
Mundlay,1160,1,bãy-piyā,female papiha bird,20,mundlay1996:175,0.9520,conservative_fuzzy
Mundlay,1161,1,púsi,to erase,37,mundlay1996:1362,1.0000,exact_form_gloss
Mundlay,1162,1,bacān,"abstaining, refraining",19,mundlay1996:106,1.0000,exact_form_gloss
Mundlay,1163,1,bajā,denoting time by the clock,19,,,unmatched
Mundlay,1164,1,baɽā,big,20,mundlay1996:150,1.0000,exact_form_gloss
Mundlay,1165,1,badmāšo,criminal,19,mundlay1996:110,1.0000,exact_form_gloss
Mundlay,1166,1,apse-bando,to check flow of blood (as in dressing a wound),18,mundlay1996:67,0.9039,conservative_fuzzy
Mundlay,1167,1,bijali batti,petromax lamp,21,mundlay1996:219,1.0000,exact_form_gloss
Mundlay,1168,1,bira,betel leaf,21,,,unmatched
Mundlay,1169,1,biri,Indian cigarette,21,mundlay1996:226,1.0000,exact_form_gloss
Mundlay,1170,1,beldār,mason,20,mundlay1996:184,1.0000,exact_form_gloss
Mundlay,1171,1,bambay,Bombay,20,mundlay1996:143,1.0000,exact_form_gloss
Mundlay,1172,1,baká,to scare away,19,mundlay1996:125,1.0000,exact_form_gloss
Mundlay,1173,1,bhil,man from the bhil tribe,23,mundlay1996:306,1.0000,exact_form_gloss
Mundlay,1174,1,mātā,smallpox; also a goddess,34,mundlay1996:1090,1.0000,exact_form_gloss
Mundlay,1175,1,lābhor,rubber,33,mundlay1996:1029,1.0000,exact_form_gloss
Mundlay,1176,1,lage jā,be attentive,33,mundlay1996:1031,0.9345,conservative_fuzzy
Mundlay,1177,1,lagāʈi,beginning,33,,,unmatched
Mundlay,1178,1,lāpʈo,to trip,33,,,unmatched
