Record_Type,Item,Gloss,Site_Code,Site_Name,Role,PDF_Page,Printed_Page,Column,Manual_Transcription,Manual_Review,Uncertainty,OCR_Evidence,Status,Reason,Language_ID,Dialect_ID,Source,Entry_Keys
wordlist cell,172,that,WAR,Warsari Ruma,target,65,60,2,diŋan,manual-source-image,,tesseract_raw.txt#pdf65,installed,,ko,sil-korku-1985-warsari-ruma,"stahl2021korku[Appendix F, printed p. 60, item 172, Warsari Ruma]",silkorku1985:war:i172:v1
wordlist cell,173,these,AMD,Amdhana Mawasi,target,87,82,1,,manual-source-image,confirmed ruled blank,tesseract_raw.txt#pdf87,missing,source prints a ruled blank,ko,sil-korku-1985-amdhana-mawasi,"stahl2021korku[Appendix F, printed p. 82, item 173, Amdhana Mawasi]",
wordlist cell,173,these,BAG,Bagdara Ruma,target,65,60,1,,manual-source-image,confirmed ruled blank,tesseract_raw.txt#pdf65,missing,source prints a ruled blank,ko,sil-korku-1985-bagdara-ruma,"stahl2021korku[Appendix F, printed p. 60, item 173, Bagdara Ruma]",
wordlist cell,173,these,CHI,Chikli Ruma,target,54,49,1,,manual-source-image,confirmed ruled blank,tesseract_raw.txt#pdf54,missing,source prints a ruled blank,ko,sil-korku-1985-chikli-ruma,"stahl2021korku[Appendix F, printed p. 49, item 173, Chikli Ruma]",
wordlist cell,173,these,KHA,Khanapur Ruma,target,54,49,2,jeneŋ,manual-source-image,,tesseract_raw.txt#pdf54,installed,,ko,sil-korku-1985-khanapur-ruma,"stahl2021korku[Appendix F, printed p. 49, item 173, Khanapur Ruma]",silkorku1985:kha:i173:v1
wordlist cell,173,these,KHM,Khamalpur Bondoy,target,87,82,2,,manual-source-image,confirmed ruled blank,tesseract_raw.txt#pdf87,missing,source prints a ruled blank,ko,sil-korku-1985-khamalpur-bondoy,"stahl2021korku[Appendix F, printed p. 82, item 173, Khamalpur Bondoy]",
wordlist cell,173,these,LAH,Lahi Bouriya,target,76,71,2,inku,manual-source-image,,tesseract_raw.txt#pdf76,installed,,ko,sil-korku-1985-lahi-bouriya,"stahl2021korku[Appendix F, printed p. 71, item 173, Lahi Bouriya]",silkorku1985:lah:i173:v1
wordlist cell,173,these,MOR,Moragao Bouriya,target,76,71,1,ini,manual-source-image,,tesseract_raw.txt#pdf76,installed,,ko,sil-korku-1985-moragao-bouriya,"stahl2021korku[Appendix F, printed p. 71, item 173, Moragao Bouriya]",silkorku1985:mor:i173:v1
wordlist cell,173,these,NIH,Jammat Jalgaon Nihali,comparison control,98,93,1,haire,manual-source-image,,tesseract_raw.txt#pdf98,excluded,excluded comparison control,Ni,,"stahl2021korku[Appendix F, printed p. 93, item 173, Jammat Jalgaon Nihali]",
wordlist cell,173,these,WAR,Warsari Ruma,target,65,60,2,na,manual-source-image,,tesseract_raw.txt#pdf65,installed,,ko,sil-korku-1985-warsari-ruma,"stahl2021korku[Appendix F, printed p. 60, item 173, Warsari Ruma]",silkorku1985:war:i173:v1
wordlist cell,174,those,AMD,Amdhana Mawasi,target,87,82,1,,manual-source-image,confirmed ruled blank,tesseract_raw.txt#pdf87,missing,source prints a ruled blank,ko,sil-korku-1985-amdhana-mawasi,"stahl2021korku[Appendix F, printed p. 82, item 174, Amdhana Mawasi]",
wordlist cell,174,those,BAG,Bagdara Ruma,target,65,60,1,,manual-source-image,confirmed ruled blank,tesseract_raw.txt#pdf65,missing,source prints a ruled blank,ko,sil-korku-1985-bagdara-ruma,"stahl2021korku[Appendix F, printed p. 60, item 174, Bagdara Ruma]",
wordlist cell,174,those,CHI,Chikli Ruma,target,54,49,1,,manual-source-image,confirmed ruled blank,tesseract_raw.txt#pdf54,missing,source prints a ruled blank,ko,sil-korku-1985-chikli-ruma,"stahl2021korku[Appendix F, printed p. 49, item 174, Chikli Ruma]",
wordlist cell,174,those,KHA,Khanapur Ruma,target,54,49,2,laŋkan ko,manual-source-image,,tesseract_raw.txt#pdf54,installed,,ko,sil-korku-1985-khanapur-ruma,"stahl2021korku[Appendix F, printed p. 49, item 174, Khanapur Ruma]",silkorku1985:kha:i174:v1
wordlist cell,174,those,KHM,Khamalpur Bondoy,target,87,82,2,,manual-source-image,confirmed ruled blank,tesseract_raw.txt#pdf87,missing,source prints a ruled blank,ko,sil-korku-1985-khamalpur-bondoy,"stahl2021korku[Appendix F, printed p. 82, item 174, Khamalpur Bondoy]",
wordlist cell,174,those,LAH,Lahi Bouriya,target,76,71,2,diku,manual-source-image,,tesseract_raw.txt#pdf76,installed,,ko,sil-korku-1985-lahi-bouriya,"stahl2021korku[Appendix F, printed p. 71, item 174, Lahi Bouriya]",silkorku1985:lah:i174:v1
wordlist cell,174,those,MOR,Moragao Bouriya,target,76,71,1,di,manual-source-image,,tesseract_raw.txt#pdf76,installed,,ko,sil-korku-1985-moragao-bouriya,"stahl2021korku[Appendix F, printed p. 71, item 174, Moragao Bouriya]",silkorku1985:mor:i174:v1
wordlist cell,174,those,NIH,Jammat Jalgaon Nihali,comparison control,98,93,1,oten,manual-source-image,,tesseract_raw.txt#pdf98,excluded,excluded comparison control,Ni,,"stahl2021korku[Appendix F, printed p. 93, item 174, Jammat Jalgaon Nihali]",
wordlist cell,174,those,WAR,Warsari Ruma,target,65,60,2,ini,manual-source-image,,tesseract_raw.txt#pdf65,installed,,ko,sil-korku-1985-warsari-ruma,"stahl2021korku[Appendix F, printed p. 60, item 174, Warsari Ruma]",silkorku1985:war:i174:v1
wordlist cell,175,same,AMD,Amdhana Mawasi,target,87,82,1,bereber,manual-source-image,,tesseract_raw.txt#pdf87,installed,,ko,sil-korku-1985-amdhana-mawasi,"stahl2021korku[Appendix F, printed p. 82, item 175, Amdhana Mawasi]",silkorku1985:amd:i175:v1
wordlist cell,175,same,BAG,Bagdara Ruma,target,65,60,1,handiɖʒa ɖar,manual-source-image,,tesseract_raw.txt#pdf65,installed,,ko,sil-korku-1985-bagdara-ruma,"stahl2021korku[Appendix F, printed p. 60, item 175, Bagdara Ruma]",silkorku1985:bag:i175:v1
wordlist cell,175,same,CHI,Chikli Ruma,target,54,49,1,ʃerika,manual-source-image,,tesseract_raw.txt#pdf54,installed,,ko,sil-korku-1985-chikli-ruma,"stahl2021korku[Appendix F, printed p. 49, item 175, Chikli Ruma]",silkorku1985:chi:i175:v1
wordlist cell,175,same,KHA,Khanapur Ruma,target,54,49,2,mjã kʰiʒa,manual-source-image,,tesseract_raw.txt#pdf54,installed,,ko,sil-korku-1985-khanapur-ruma,"stahl2021korku[Appendix F, printed p. 49, item 175, Khanapur Ruma]",silkorku1985:kha:i175:v1
wordlist cell,175,same,KHM,Khamalpur Bondoy,target,87,82,2,,manual-source-image,confirmed ruled blank,tesseract_raw.txt#pdf87,missing,source prints a ruled blank,ko,sil-korku-1985-khamalpur-bondoy,"stahl2021korku[Appendix F, printed p. 82, item 175, Khamalpur Bondoy]",
wordlist cell,175,same,LAH,Lahi Bouriya,target,76,71,2,myaka raŋgo,manual-source-image,,tesseract_raw.txt#pdf76,installed,,ko,sil-korku-1985-lahi-bouriya,"stahl2021korku[Appendix F, printed p. 71, item 175, Lahi Bouriya]",silkorku1985:lah:i175:v1
wordlist cell,175,same,MOR,Moragao Bouriya,target,76,71,1,laken,manual-source-image,,tesseract_raw.txt#pdf76,installed,,ko,sil-korku-1985-moragao-bouriya,"stahl2021korku[Appendix F, printed p. 71, item 175, Moragao Bouriya]",silkorku1985:mor:i175:v1
wordlist cell,175,same,NIH,Jammat Jalgaon Nihali,comparison control,98,93,1,birtʃika,manual-source-image,,tesseract_raw.txt#pdf98,excluded,excluded comparison control,Ni,,"stahl2021korku[Appendix F, printed p. 93, item 175, Jammat Jalgaon Nihali]",
wordlist cell,175,same,WAR,Warsari Ruma,target,65,60,2,mia serika,manual-source-image,,tesseract_raw.txt#pdf65,installed,,ko,sil-korku-1985-warsari-ruma,"stahl2021korku[Appendix F, printed p. 60, item 175, Warsari Ruma]",silkorku1985:war:i175:v1
wordlist cell,176,different,AMD,Amdhana Mawasi,target,87,82,1,sani beɖe,manual-source-image,,tesseract_raw.txt#pdf87,installed,,ko,sil-korku-1985-amdhana-mawasi,"stahl2021korku[Appendix F, printed p. 82, item 176, Amdhana Mawasi]",silkorku1985:amd:i176:v1
wordlist cell,176,different,BAG,Bagdara Ruma,target,65,60,1,pʰaraku,manual-source-image,,tesseract_raw.txt#pdf65,installed,,ko,sil-korku-1985-bagdara-ruma,"stahl2021korku[Appendix F, printed p. 60, item 176, Bagdara Ruma]",silkorku1985:bag:i176:v1
wordlist cell,176,different,CHI,Chikli Ruma,target,54,49,1,alago,manual-source-image,,tesseract_raw.txt#pdf54,installed,,ko,sil-korku-1985-chikli-ruma,"stahl2021korku[Appendix F, printed p. 49, item 176, Chikli Ruma]",silkorku1985:chi:i176:v1
wordlist cell,176,different,KHA,Khanapur Ruma,target,54,49,2,alago,manual-source-image,,tesseract_raw.txt#pdf54,installed,,ko,sil-korku-1985-khanapur-ruma,"stahl2021korku[Appendix F, printed p. 49, item 176, Khanapur Ruma]",silkorku1985:kha:i176:v1
wordlist cell,176,different,KHM,Khamalpur Bondoy,target,87,82,2,,manual-source-image,confirmed ruled blank,tesseract_raw.txt#pdf87,missing,source prints a ruled blank,ko,sil-korku-1985-khamalpur-bondoy,"stahl2021korku[Appendix F, printed p. 82, item 176, Khamalpur Bondoy]",
wordlist cell,176,different,LAH,Lahi Bouriya,target,76,71,2,egel/egel/parak,manual-source-image,,tesseract_raw.txt#pdf76,installed,,ko,sil-korku-1985-lahi-bouriya,"stahl2021korku[Appendix F, printed p. 71, item 176, Lahi Bouriya]",silkorku1985:lah:i176:v1|silkorku1985:lah:i176:v2|silkorku1985:lah:i176:v3
wordlist cell,176,different,MOR,Moragao Bouriya,target,76,71,1,alag,manual-source-image,,tesseract_raw.txt#pdf76,installed,,ko,sil-korku-1985-moragao-bouriya,"stahl2021korku[Appendix F, printed p. 71, item 176, Moragao Bouriya]",silkorku1985:mor:i176:v1
wordlist cell,176,different,NIH,Jammat Jalgaon Nihali,comparison control,98,93,1,aleg aleg,manual-source-image,,tesseract_raw.txt#pdf98,excluded,excluded comparison control,Ni,,"stahl2021korku[Appendix F, printed p. 93, item 176, Jammat Jalgaon Nihali]",
wordlist cell,176,different,WAR,Warsari Ruma,target,65,60,2,dusara,manual-source-image,,tesseract_raw.txt#pdf65,installed,,ko,sil-korku-1985-warsari-ruma,"stahl2021korku[Appendix F, printed p. 60, item 176, Warsari Ruma]",silkorku1985:war:i176:v1
wordlist cell,177,whole,AMD,Amdhana Mawasi,target,87,82,1,,manual-source-image,confirmed ruled blank,tesseract_raw.txt#pdf87,missing,source prints a ruled blank,ko,sil-korku-1985-amdhana-mawasi,"stahl2021korku[Appendix F, printed p. 82, item 177, Amdhana Mawasi]",
wordlist cell,177,whole,BAG,Bagdara Ruma,target,65,60,1,,manual-source-image,confirmed ruled blank,tesseract_raw.txt#pdf65,missing,source prints a ruled blank,ko,sil-korku-1985-bagdara-ruma,"stahl2021korku[Appendix F, printed p. 60, item 177, Bagdara Ruma]",
wordlist cell,177,whole,CHI,Chikli Ruma,target,54,49,1,,manual-source-image,confirmed ruled blank,tesseract_raw.txt#pdf54,missing,source prints a ruled blank,ko,sil-korku-1985-chikli-ruma,"stahl2021korku[Appendix F, printed p. 49, item 177, Chikli Ruma]",
wordlist cell,177,whole,KHA,Khanapur Ruma,target,54,49,2,atʃʰaka,manual-source-image,,tesseract_raw.txt#pdf54,installed,,ko,sil-korku-1985-khanapur-ruma,"stahl2021korku[Appendix F, printed p. 49, item 177, Khanapur Ruma]",silkorku1985:kha:i177:v1
wordlist cell,177,whole,KHM,Khamalpur Bondoy,target,87,82,2,,manual-source-image,confirmed ruled blank,tesseract_raw.txt#pdf87,missing,source prints a ruled blank,ko,sil-korku-1985-khamalpur-bondoy,"stahl2021korku[Appendix F, printed p. 82, item 177, Khamalpur Bondoy]",
wordlist cell,177,whole,LAH,Lahi Bouriya,target,76,71,2,saɖʒa ka,manual-source-image,,tesseract_raw.txt#pdf76,installed,,ko,sil-korku-1985-lahi-bouriya,"stahl2021korku[Appendix F, printed p. 71, item 177, Lahi Bouriya]",silkorku1985:lah:i177:v1
wordlist cell,177,whole,MOR,Moragao Bouriya,target,76,71,1,saɖʒe ka,manual-source-image,,tesseract_raw.txt#pdf76,installed,,ko,sil-korku-1985-moragao-bouriya,"stahl2021korku[Appendix F, printed p. 71, item 177, Moragao Bouriya]",silkorku1985:mor:i177:v1
wordlist cell,177,whole,NIH,Jammat Jalgaon Nihali,comparison control,98,93,1,masto,manual-source-image,,tesseract_raw.txt#pdf98,excluded,excluded comparison control,Ni,,"stahl2021korku[Appendix F, printed p. 93, item 177, Jammat Jalgaon Nihali]",
wordlist cell,177,whole,WAR,Warsari Ruma,target,65,60,2,saɖʒeka,manual-source-image,,tesseract_raw.txt#pdf65,installed,,ko,sil-korku-1985-warsari-ruma,"stahl2021korku[Appendix F, printed p. 60, item 177, Warsari Ruma]",silkorku1985:war:i177:v1
wordlist cell,178,broken,AMD,Amdhana Mawasi,target,87,82,1,derʔen,manual-source-image,source glottal/uncertainty-like medial mark preserved as ʔ,tesseract_raw.txt#pdf87,installed,,ko,sil-korku-1985-amdhana-mawasi,"stahl2021korku[Appendix F, printed p. 82, item 178, Amdhana Mawasi]",silkorku1985:amd:i178:v1
wordlist cell,178,broken,BAG,Bagdara Ruma,target,65,60,1,deen,manual-source-image,source medial character unclear,tesseract_raw.txt#pdf65,installed,,ko,sil-korku-1985-bagdara-ruma,"stahl2021korku[Appendix F, printed p. 60, item 178, Bagdara Ruma]",silkorku1985:bag:i178:v1
wordlist cell,178,broken,CHI,Chikli Ruma,target,54,49,1,dejen,manual-source-image,,tesseract_raw.txt#pdf54,installed,,ko,sil-korku-1985-chikli-ruma,"stahl2021korku[Appendix F, printed p. 49, item 178, Chikli Ruma]",silkorku1985:chi:i178:v1
wordlist cell,178,broken,KHA,Khanapur Ruma,target,54,49,2,pʰaʈika,manual-source-image,,tesseract_raw.txt#pdf54,installed,,ko,sil-korku-1985-khanapur-ruma,"stahl2021korku[Appendix F, printed p. 49, item 178, Khanapur Ruma]",silkorku1985:kha:i178:v1
wordlist cell,178,broken,KHM,Khamalpur Bondoy,target,87,82,2,daiʔen,manual-source-image,source glottal/uncertainty-like medial mark preserved as ʔ,tesseract_raw.txt#pdf87,installed,,ko,sil-korku-1985-khamalpur-bondoy,"stahl2021korku[Appendix F, printed p. 82, item 178, Khamalpur Bondoy]",silkorku1985:khm:i178:v1
wordlist cell,178,broken,LAH,Lahi Bouriya,target,76,71,2,rahdʒen/deen,manual-source-image,second alternative contains one unclear medial source character,tesseract_raw.txt#pdf76,installed,,ko,sil-korku-1985-lahi-bouriya,"stahl2021korku[Appendix F, printed p. 71, item 178, Lahi Bouriya]",silkorku1985:lah:i178:v1|silkorku1985:lah:i178:v2
wordlist cell,178,broken,MOR,Moragao Bouriya,target,76,71,1,pʰaɖiɖʒin,manual-source-image,,tesseract_raw.txt#pdf76,installed,,ko,sil-korku-1985-moragao-bouriya,"stahl2021korku[Appendix F, printed p. 71, item 178, Moragao Bouriya]",silkorku1985:mor:i178:v1
wordlist cell,178,broken,NIH,Jammat Jalgaon Nihali,comparison control,98,93,1,bekʰin,manual-source-image,,tesseract_raw.txt#pdf98,excluded,excluded comparison control,Ni,,"stahl2021korku[Appendix F, printed p. 93, item 178, Jammat Jalgaon Nihali]",
wordlist cell,178,broken,WAR,Warsari Ruma,target,65,60,2,rapkʲen,manual-source-image,,tesseract_raw.txt#pdf65,installed,,ko,sil-korku-1985-warsari-ruma,"stahl2021korku[Appendix F, printed p. 60, item 178, Warsari Ruma]",silkorku1985:war:i178:v1
wordlist cell,179,few,AMD,Amdhana Mawasi,target,87,82,1,dʒerara,manual-source-image,,tesseract_raw.txt#pdf87,installed,,ko,sil-korku-1985-amdhana-mawasi,"stahl2021korku[Appendix F, printed p. 82, item 179, Amdhana Mawasi]",silkorku1985:amd:i179:v1
wordlist cell,179,few,BAG,Bagdara Ruma,target,65,60,1,,manual-source-image,confirmed ruled blank,tesseract_raw.txt#pdf65,missing,source prints a ruled blank,ko,sil-korku-1985-bagdara-ruma,"stahl2021korku[Appendix F, printed p. 60, item 179, Bagdara Ruma]",
wordlist cell,179,few,CHI,Chikli Ruma,target,54,49,1,dʒaʈes,manual-source-image,,tesseract_raw.txt#pdf54,installed,,ko,sil-korku-1985-chikli-ruma,"stahl2021korku[Appendix F, printed p. 49, item 179, Chikli Ruma]",silkorku1985:chi:i179:v1
wordlist cell,179,few,KHA,Khanapur Ruma,target,54,49,2,tʰoʈa ka,manual-source-image,,tesseract_raw.txt#pdf54,installed,,ko,sil-korku-1985-khanapur-ruma,"stahl2021korku[Appendix F, printed p. 49, item 179, Khanapur Ruma]",silkorku1985:kha:i179:v1
wordlist cell,179,few,KHM,Khamalpur Bondoy,target,87,82,2,dʒaɽsa,manual-source-image,medial rhotic glyph is faint; broad reading ɽ retained,tesseract_raw.txt#pdf87,installed,,ko,sil-korku-1985-khamalpur-bondoy,"stahl2021korku[Appendix F, printed p. 82, item 179, Khamalpur Bondoy]",silkorku1985:khm:i179:v1
wordlist cell,179,few,LAH,Lahi Bouriya,target,76,71,2,dʒirisa/tʰoraka,manual-source-image,,tesseract_raw.txt#pdf76,installed,,ko,sil-korku-1985-lahi-bouriya,"stahl2021korku[Appendix F, printed p. 71, item 179, Lahi Bouriya]",silkorku1985:lah:i179:v1|silkorku1985:lah:i179:v2
wordlist cell,179,few,MOR,Moragao Bouriya,target,76,71,1,tʰoɖa,manual-source-image,,tesseract_raw.txt#pdf76,installed,,ko,sil-korku-1985-moragao-bouriya,"stahl2021korku[Appendix F, printed p. 71, item 179, Moragao Bouriya]",silkorku1985:mor:i179:v1
wordlist cell,179,few,NIH,Jammat Jalgaon Nihali,comparison control,98,93,1,dʒisu bekʰi,manual-source-image,,tesseract_raw.txt#pdf98,excluded,excluded comparison control,Ni,,"stahl2021korku[Appendix F, printed p. 93, item 179, Jammat Jalgaon Nihali]",
wordlist cell,179,few,WAR,Warsari Ruma,target,65,60,2,dʒisa,manual-source-image,,tesseract_raw.txt#pdf65,installed,,ko,sil-korku-1985-warsari-ruma,"stahl2021korku[Appendix F, printed p. 60, item 179, Warsari Ruma]",silkorku1985:war:i179:v1
wordlist cell,180,many,AMD,Amdhana Mawasi,target,87,82,1,bʰout,manual-source-image,,tesseract_raw.txt#pdf87,installed,,ko,sil-korku-1985-amdhana-mawasi,"stahl2021korku[Appendix F, printed p. 82, item 180, Amdhana Mawasi]",silkorku1985:amd:i180:v1
wordlist cell,180,many,BAG,Bagdara Ruma,target,65,60,1,gʰonoɖʒ,manual-source-image,,tesseract_raw.txt#pdf65,installed,,ko,sil-korku-1985-bagdara-ruma,"stahl2021korku[Appendix F, printed p. 60, item 180, Bagdara Ruma]",silkorku1985:bag:i180:v1
wordlist cell,180,many,CHI,Chikli Ruma,target,54,49,1,,manual-source-image,confirmed ruled blank,tesseract_raw.txt#pdf54,missing,source prints a ruled blank,ko,sil-korku-1985-chikli-ruma,"stahl2021korku[Appendix F, printed p. 49, item 180, Chikli Ruma]",
wordlist cell,180,many,KHA,Khanapur Ruma,target,54,49,2,kalu ka,manual-source-image,,tesseract_raw.txt#pdf54,installed,,ko,sil-korku-1985-khanapur-ruma,"stahl2021korku[Appendix F, printed p. 49, item 180, Khanapur Ruma]",silkorku1985:kha:i180:v1
wordlist cell,180,many,KHM,Khamalpur Bondoy,target,87,82,2,gelleka,manual-source-image,,tesseract_raw.txt#pdf87,installed,,ko,sil-korku-1985-khamalpur-bondoy,"stahl2021korku[Appendix F, printed p. 82, item 180, Khamalpur Bondoy]",silkorku1985:khm:i180:v1
wordlist cell,180,many,LAH,Lahi Bouriya,target,76,71,2,dʰerka/kʰob/go,manual-source-image,third alternative clipped at scan edge,tesseract_raw.txt#pdf76,installed,,ko,sil-korku-1985-lahi-bouriya,"stahl2021korku[Appendix F, printed p. 71, item 180, Lahi Bouriya]",silkorku1985:lah:i180:v1|silkorku1985:lah:i180:v2|silkorku1985:lah:i180:v3
wordlist cell,180,many,MOR,Moragao Bouriya,target,76,71,1,leku,manual-source-image,,tesseract_raw.txt#pdf76,installed,,ko,sil-korku-1985-moragao-bouriya,"stahl2021korku[Appendix F, printed p. 71, item 180, Moragao Bouriya]",silkorku1985:mor:i180:v1
wordlist cell,180,many,NIH,Jammat Jalgaon Nihali,comparison control,98,93,1,dʒado bekʰi,manual-source-image,,tesseract_raw.txt#pdf98,excluded,excluded comparison control,Ni,,"stahl2021korku[Appendix F, printed p. 93, item 180, Jammat Jalgaon Nihali]",
wordlist cell,180,many,WAR,Warsari Ruma,target,65,60,2,goneɖʒ,manual-source-image,,tesseract_raw.txt#pdf65,installed,,ko,sil-korku-1985-warsari-ruma,"stahl2021korku[Appendix F, printed p. 60, item 180, Warsari Ruma]",silkorku1985:war:i180:v1
wordlist cell,181,all,AMD,Amdhana Mawasi,target,88,83,1,seb,manual-source-image,,tesseract_raw.txt#pdf88,installed,,ko,sil-korku-1985-amdhana-mawasi,"stahl2021korku[Appendix F, printed p. 83, item 181, Amdhana Mawasi]",silkorku1985:amd:i181:v1
wordlist cell,181,all,BAG,Bagdara Ruma,target,66,61,1,,manual-source-image,confirmed ruled blank,tesseract_raw.txt#pdf66,missing,source prints a ruled blank,ko,sil-korku-1985-bagdara-ruma,"stahl2021korku[Appendix F, printed p. 61, item 181, Bagdara Ruma]",
wordlist cell,181,all,CHI,Chikli Ruma,target,55,50,1,leka,manual-source-image,,tesseract_raw.txt#pdf55,installed,,ko,sil-korku-1985-chikli-ruma,"stahl2021korku[Appendix F, printed p. 50, item 181, Chikli Ruma]",silkorku1985:chi:i181:v1
wordlist cell,181,all,KHA,Khanapur Ruma,target,55,50,2,sebe ku,manual-source-image,,tesseract_raw.txt#pdf55,installed,,ko,sil-korku-1985-khanapur-ruma,"stahl2021korku[Appendix F, printed p. 50, item 181, Khanapur Ruma]",silkorku1985:kha:i181:v1
wordlist cell,181,all,KHM,Khamalpur Bondoy,target,88,83,2,sebku,manual-source-image,,tesseract_raw.txt#pdf88,installed,,ko,sil-korku-1985-khamalpur-bondoy,"stahl2021korku[Appendix F, printed p. 83, item 181, Khamalpur Bondoy]",silkorku1985:khm:i181:v1
wordlist cell,181,all,LAH,Lahi Bouriya,target,77,72,2,sebuko,manual-source-image,,tesseract_raw.txt#pdf77,installed,,ko,sil-korku-1985-lahi-bouriya,"stahl2021korku[Appendix F, printed p. 72, item 181, Lahi Bouriya]",silkorku1985:lah:i181:v1
wordlist cell,181,all,MOR,Moragao Bouriya,target,77,72,1,sebu,manual-source-image,,tesseract_raw.txt#pdf77,installed,,ko,sil-korku-1985-moragao-bouriya,"stahl2021korku[Appendix F, printed p. 72, item 181, Moragao Bouriya]",silkorku1985:mor:i181:v1
wordlist cell,181,all,NIH,Jammat Jalgaon Nihali,comparison control,99,94,1,parka,manual-source-image,,tesseract_raw.txt#pdf99,excluded,excluded comparison control,Ni,,"stahl2021korku[Appendix F, printed p. 94, item 181, Jammat Jalgaon Nihali]",
wordlist cell,181,all,WAR,Warsari Ruma,target,66,61,2,sebka,manual-source-image,,tesseract_raw.txt#pdf66,installed,,ko,sil-korku-1985-warsari-ruma,"stahl2021korku[Appendix F, printed p. 61, item 181, Warsari Ruma]",silkorku1985:war:i181:v1
wordlist cell,182,eat,AMD,Amdhana Mawasi,target,88,83,1,,manual-source-image,confirmed ruled blank,tesseract_raw.txt#pdf88,missing,source prints a ruled blank,ko,sil-korku-1985-amdhana-mawasi,"stahl2021korku[Appendix F, printed p. 83, item 182, Amdhana Mawasi]",
wordlist cell,182,eat,BAG,Bagdara Ruma,target,66,61,1,,manual-source-image,confirmed ruled blank,tesseract_raw.txt#pdf66,missing,source prints a ruled blank,ko,sil-korku-1985-bagdara-ruma,"stahl2021korku[Appendix F, printed p. 61, item 182, Bagdara Ruma]",
wordlist cell,182,eat,CHI,Chikli Ruma,target,55,50,1,,manual-source-image,confirmed ruled blank,tesseract_raw.txt#pdf55,missing,source prints a ruled blank,ko,sil-korku-1985-chikli-ruma,"stahl2021korku[Appendix F, printed p. 50, item 182, Chikli Ruma]",
wordlist cell,182,eat,KHA,Khanapur Ruma,target,55,50,2,jo jom,manual-source-image,,tesseract_raw.txt#pdf55,installed,,ko,sil-korku-1985-khanapur-ruma,"stahl2021korku[Appendix F, printed p. 50, item 182, Khanapur Ruma]",silkorku1985:kha:i182:v1
wordlist cell,182,eat,KHM,Khamalpur Bondoy,target,88,83,2,,manual-source-image,confirmed ruled blank,tesseract_raw.txt#pdf88,missing,source prints a ruled blank,ko,sil-korku-1985-khamalpur-bondoy,"stahl2021korku[Appendix F, printed p. 83, item 182, Khamalpur Bondoy]",
wordlist cell,182,eat,LAH,Lahi Bouriya,target,77,72,2,ʒeʒem,manual-source-image,,tesseract_raw.txt#pdf77,installed,,ko,sil-korku-1985-lahi-bouriya,"stahl2021korku[Appendix F, printed p. 72, item 182, Lahi Bouriya]",silkorku1985:lah:i182:v1
wordlist cell,182,eat,MOR,Moragao Bouriya,target,77,72,1,dʒu dʒom,manual-source-image,,tesseract_raw.txt#pdf77,installed,,ko,sil-korku-1985-moragao-bouriya,"stahl2021korku[Appendix F, printed p. 72, item 182, Moragao Bouriya]",silkorku1985:mor:i182:v1
wordlist cell,182,eat,NIH,Jammat Jalgaon Nihali,comparison control,99,94,1,tekʰ,manual-source-image,,tesseract_raw.txt#pdf99,excluded,excluded comparison control,Ni,,"stahl2021korku[Appendix F, printed p. 94, item 182, Jammat Jalgaon Nihali]",
wordlist cell,182,eat,WAR,Warsari Ruma,target,66,61,2,dʒo dʒom,manual-source-image,,tesseract_raw.txt#pdf66,installed,,ko,sil-korku-1985-warsari-ruma,"stahl2021korku[Appendix F, printed p. 61, item 182, Warsari Ruma]",silkorku1985:war:i182:v1
wordlist cell,183,bite,AMD,Amdhana Mawasi,target,88,83,1,,manual-source-image,confirmed ruled blank,tesseract_raw.txt#pdf88,missing,source prints a ruled blank,ko,sil-korku-1985-amdhana-mawasi,"stahl2021korku[Appendix F, printed p. 83, item 183, Amdhana Mawasi]",
wordlist cell,183,bite,BAG,Bagdara Ruma,target,66,61,1,,manual-source-image,confirmed ruled blank,tesseract_raw.txt#pdf66,missing,source prints a ruled blank,ko,sil-korku-1985-bagdara-ruma,"stahl2021korku[Appendix F, printed p. 61, item 183, Bagdara Ruma]",
wordlist cell,183,bite,CHI,Chikli Ruma,target,55,50,1,,manual-source-image,confirmed ruled blank,tesseract_raw.txt#pdf55,missing,source prints a ruled blank,ko,sil-korku-1985-chikli-ruma,"stahl2021korku[Appendix F, printed p. 50, item 183, Chikli Ruma]",
wordlist cell,183,bite,KHA,Khanapur Ruma,target,55,50,2,kap kʰe netʃ,manual-source-image,,tesseract_raw.txt#pdf55,installed,,ko,sil-korku-1985-khanapur-ruma,"stahl2021korku[Appendix F, printed p. 50, item 183, Khanapur Ruma]",silkorku1985:kha:i183:v1
wordlist cell,183,bite,KHM,Khamalpur Bondoy,target,88,83,2,,manual-source-image,confirmed ruled blank,tesseract_raw.txt#pdf88,missing,source prints a ruled blank,ko,sil-korku-1985-khamalpur-bondoy,"stahl2021korku[Appendix F, printed p. 83, item 183, Khamalpur Bondoy]",
wordlist cell,183,bite,LAH,Lahi Bouriya,target,77,72,2,kap kʰe,manual-source-image,,tesseract_raw.txt#pdf77,installed,,ko,sil-korku-1985-lahi-bouriya,"stahl2021korku[Appendix F, printed p. 72, item 183, Lahi Bouriya]",silkorku1985:lah:i183:v1
