Status,Reason,Review_State,Review_Reason,Entry_Key,PDF_Page,Printed_Page,Column,Top,Raw_OCR,Raw_Head,Form,Variants,POS,Gloss,Tags,Reference,DEDR_IDs,Unresolved_DEDR_IDs,Etymology,OCR_Confidence
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p551:c1:y0075,573,551,1,75,"Sendu:ka np. male nickname
‘ssi:meyo: a:Jillade| Sendu:ka ma:ti poṭ-
faga e:ka kotte'— Why did you give [a
bride] to the credulous son of Senduka,
who controls no land? (Prov. 405)",Sendu:ka,Sendu:ka,,np.,male nickname,noun proper-noun uncertain,"hockings-pilotraichoor1992[p. 551, col. 1]",,,,86.24
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p551:c1:y0130,573,551,1,130,"setta n. corpse, cadaver, dead
body, dead (cf. heṇa/ eṇa) DEDR
2426
<..setta kula ettuvavana ni: endu adiya’
— ...have you tremblingly carried a cor-
pse of our community? (Prov. 452b)",setta,setta,,n.,"corpse, cadaver, dead body, dead <..setta kula ettuvavana ni: endu adiya’",noun uncertain,"hockings-pilotraichoor1992[p. 551, col. 1]",2426,,(cf. heṇa/ eṇa); Hockings and Pilot-Raichoor cite DEDR 2426,91.40
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p551:c1:y0196,573,551,1,196,"sette n. end wall of a line
of houses, brushwood placed there
to protect the wall from monsoon
weather",sette,sette,,n.,"end wall of a line of houses, brushwood placed there to protect the wall from monsoon weather",noun uncertain,"hockings-pilotraichoor1992[p. 551, col. 1]",,,,96.33
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p551:c1:y0238,573,551,1,238,"sedalu/se:dalu n. constipation
(also called umma:re, sege; se:-
dalu is an archaic form, Hockings
1980b: 104)",sedalu/se:dalu,sedalu,se:dalu,n.,constipation,noun archaic uncertain alternate,"hockings-pilotraichoor1992[p. 551, col. 1]",,,"(also called umma:re, sege; se:dalu is an archaic form, Hockings 1980b: 104)",86.72
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p551:c1:y0280,573,551,1,280,"sedili£elandi/selidi n. spider,
arachnid, arachnida (sedili in the
Wodeya dial.) DEDR 2562",sedili£elandi/selidi,sedili£elandi,selidi,n.,"spider, arachnid, arachnida (sedili in the Wodeya dial.)",noun uncertain alternate,"hockings-pilotraichoor1992[p. 551, col. 1]",2562,,Hockings and Pilot-Raichoor cite DEDR 2562,86.65
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p551:c1:y0314,573,551,1,314,"Sedili kula/Selandi kula
np. name of a sept to which some
Wodeyas, Gaudas of Hulikal and
the Kongaru belong (also occurs
among Okkaligas and Seṭṭis; mem-
bers must neither molest nor kill
spiders; Hockings 1980a: 79)
DEDR 2562, DBIA 110",Sedili kula/Selandi kula,Sedili kula,Selandi kula,np.,"name of a sept to which some Wodeyas, Gaudas of Hulikal and the Kongaru belong (also occurs among Okkaligas and Seṭṭis; members must neither molest nor kill spiders; Hockings 1980a: 79) , DBIA 110",noun proper-noun uncertain alternate,"hockings-pilotraichoor1992[p. 551, col. 1]",2562,,Hockings and Pilot-Raichoor cite DEDR 2562,94.43
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p551:c1:y0400,573,551,1,400,"sedilu n. broken-up surface of the
land",sedilu,sedilu,,n.,broken-up surface of the land,noun uncertain,"hockings-pilotraichoor1992[p. 551, col. 1]",,,,95.51
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p551:c1:y0421,573,551,1,421,sede vt. to split,sede,sede,,vt.,to split,verb tr uncertain,"hockings-pilotraichoor1992[p. 551, col. 1]",,,,76.28
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p551:c1:y0433,573,551,1,433,"sena n. anger, ire (cf. ko:pa, and
cf. Skt. senä, ‘missile, dart’)
‘ko:pa pa:pi | sena sedd? — Anger
[makes a] sinner, anger [makes a] stench
(Prov.991)",sena,sena,,n.,"anger, ire",noun uncertain,"hockings-pilotraichoor1992[p. 551, col. 1]",,,"(cf. ko:pa, and cf. Skt. senä, ‘missile, dart’)",85.22
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p551:c1:y0488,573,551,1,488,"Senna/Cenna np. 1. Cennabasava,
the nephew of Lord Basava, foun-
der of the Lingayat sect ca 1160,
who succeeded him as head of the
sect; 2. male name (used by Linga-
yats and Gaudas; Macleane 1893:
163) DEDR 2423",Senna/Cenna,Senna,Cenna,np.,"1. Cennabasava, the nephew of Lord Basava, founder of the Lingayat sect ca 1160, who succeeded him as head of the sect; 2. male name",noun proper-noun uncertain alternate,"hockings-pilotraichoor1992[p. 551, col. 1]",2423,,(used by Lingayats and Gaudas; Macleane 1893: 163); Hockings and Pilot-Raichoor cite DEDR 2423,94.68
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p551:c1:y0564,573,551,1,564,"Senna Modaḷi np. a villainous
Irula or Kurumba sorcerer in the
ballad of Kadare Gauda, and a na-
tive of Meṭṭukallu (q.v., < Senna+
modali, ‘{name]+Kurumba head-
man’) DEDR 2423, 5120, 399",Senna Modaḷi,Senna Modaḷi,,np.,"a villainous Irula or Kurumba sorcerer in the ballad of Kadare Gauda, and a native of Meṭṭukallu",noun proper-noun uncertain,"hockings-pilotraichoor1992[p. 551, col. 1]",2423|5120|399,,"(q.v., < Senna+ modali, ‘{name]+Kurumba headman’); Hockings and Pilot-Raichoor cite DEDR 2423, 5120, 399",87.79
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p551:c2:y0130,573,551,2,130,"senne/cenne adj. beautiful, come-
ly; np. 1. name of the wife of Ba-
sava’s nephew Cenna (q.v.); 2. fe-
male name (Macleane 1893: 74,
163) DEDR 2423",senne/cenne,senne,cenne,adj.,"beautiful, comely; 1. name of the wife of Basava’s nephew Cenna ; 2. female name",adj noun proper-noun uncertain alternate,"hockings-pilotraichoor1992[p. 551, col. 2]",2423,,"(q.v.); (Macleane 1893: 74, 163); Hockings and Pilot-Raichoor cite DEDR 2423",94.61
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p551:c2:y0184,573,551,2,184,"seppa n. mite, trivial loss
‘aile appa | o:le seppa — [If a] pittance
has been gained, a mite has been lost
(Prov. 124)",seppa,seppa,,n.,"mite, trivial loss",noun uncertain,"hockings-pilotraichoor1992[p. 551, col. 2]",,,,90.87
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p551:c2:y0228,573,551,2,228,"seppo:le/ceppuru/ceppo:le n.
inscribed copper plate, ancient title
(to land, authority, etc., granted by
a king or chieftain; cf. Ka. cappe +
öle, ‘flattened+palmyra leaf)
DEDR 2331, 1070",seppo:le/ceppuru/ceppo:le,seppo:le,ceppuru|ceppo:le,n.,"inscribed copper plate, ancient title",noun uncertain alternate,"hockings-pilotraichoor1992[p. 551, col. 2]",2331|1070,,"(to land, authority, etc., granted by a king or chieftain; cf. Ka. cappe + öle, ‘flattened+palmyra leaf); Hockings and Pilot-Raichoor cite DEDR 2331, 1070",92.92
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p551:c2:y0294,573,551,2,294,"sebbe n. faggot, firewood",sebbe,sebbe,,n.,"faggot, firewood",noun uncertain,"hockings-pilotraichoor1992[p. 551, col. 2]",,,,96.19
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p551:c2:y0305,573,551,2,305,"semba adj. copper-coloured; np.
male name DEDR 2775
‘Semba ho:ta ede ambali’ — The place to
which Semba goes is gruel (Prov. 448)",semba,semba,,adj.,copper-coloured; male name,adj noun proper-noun uncertain,"hockings-pilotraichoor1992[p. 551, col. 2]",2775,,Hockings and Pilot-Raichoor cite DEDR 2775,93.69
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p551:c2:y0348,573,551,2,348,"Sembanaṭtṭa np. Shemban-
atta, Shembanuttum, Shembanutta,
Sembanattam, name of a ruined
fort below the Nilgiri escarpment,
16.5 km. N of Ootacamund (arch-
æological site, in existence prior to
1812; the ruined monastery there
was built by Bujalingarasu, q.v.,
who came to the Nilgiris probably
in the 17th Cent.; Francis 1908:
351; ? «< sambara+tnatta, ‘shrine
of goddess+forest clearing’) DBIA
142, DEDR 3583",Sembanaṭtṭa,Sembanaṭtṭa,,np.,"Shembanatta, Shembanuttum, Shembanutta, Sembanattam, name of a ruined fort below the Nilgiri escarpment, 16.5 km. of Ootacamund DBIA 142",noun proper-noun uncertain,"hockings-pilotraichoor1992[p. 551, col. 2]",3583,,"(archæological site, in existence prior to 1812; the ruined monastery there was built by Bujalingarasu, q.v., who came to the Nilgiris probably in the 17th Cent.; Francis 1908: 351;? «< sambara+tnatta, ‘shrine of goddess+forest clearing’); Hockings and Pilot-Raichoor cite DEDR 3583",91.15
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p551:c2:y0489,573,551,2,489,"Sembana:re np. Chemburnare,
Sembanare, Cemanare, Shambana-
ry, name of an Irula hamlet 8.5 km.
ESE of Kotagiri («< jambe+na:re,
‘waterlogged place+tmeadow’)",Sembana:re,Sembana:re,,np.,"Chemburnare, Sembanare, Cemanare, Shambanary, name of an Irula hamlet 8.5 km. ESE of Kotagiri («< jambe+na:re",noun proper-noun uncertain,"hockings-pilotraichoor1992[p. 551, col. 2]",,,,87.57
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p551:c2:y0546,573,551,2,546,"sembu n. 1. copper; 2. metal pot,
pitcher, jug DEDR 2775
‘Semba tumbisine'™—I am filling the pot",sembu,sembu,,n.,"1. copper; 2. metal pot, pitcher, jug",noun uncertain,"hockings-pilotraichoor1992[p. 551, col. 2]",2775,,Hockings and Pilot-Raichoor cite DEDR 2775,87.86
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p552:c1:y0075,574,552,1,75,"sembungara n. copper finger-ring
(Jagor 1914:45) DEDR 2775, 572",sembungara,sembungara,,n.,copper finger-ring,noun uncertain,"hockings-pilotraichoor1992[p. 552, col. 1]",2775|572,,"(Jagor 1914:45); Hockings and Pilot-Raichoor cite DEDR 2775, 572",89.65
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p552:c1:y0097,574,552,1,97,"Sembukatti Ni:ru np. Sembukatti
niru, name of a stream which flows
SW to join the Dodda Bava:ni R.
at a point 31 km. SW of Oota-
camund (¢ sembu+ katti+ni:ru,
‘copper+knife+water) DEDR 2775,
1204, 3690a",Sembukatti Ni:ru,Sembukatti Ni:ru,,np.,"Sembukatti niru, name of a stream which flows SW to join the Dodda Bava:ni R. at a point 31 km. SW of Ootacamund (¢ sembu+ katti+ni:ru",noun proper-noun uncertain,"hockings-pilotraichoor1992[p. 552, col. 1]",2775|1204|3690,,"Hockings and Pilot-Raichoor cite DEDR 2775, 1204, 3690",86.68
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p552:c1:y0174,574,552,1,174,"Sembukatti Beṭṭu np. Sembu-
katti-bettu, name of a mountain ca
2140 m in elevation, 30.5 km. SW
of Ootacamund (< sembu+ katti+
bettu, ‘coppertknife+tmountain’)
DEDR 2775, 1204, 5474",Sembukatti Beṭṭu,Sembukatti Beṭṭu,,np.,"Sembukatti-bettu, name of a mountain ca 2140 m in elevation, 30.5 km. SW of Ootacamund",noun proper-noun uncertain,"hockings-pilotraichoor1992[p. 552, col. 1]",2775|1204|5474,,"(< sembu+ katti+ bettu, ‘coppertknife+tmountain’); Hockings and Pilot-Raichoor cite DEDR 2775, 1204, 5474",89.60
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p552:c1:y0239,574,552,1,239,"sembu baḷe n. copper bangle
(“71/2 cm. diameter, worn on the
right upper arm” — Jagor 1914: 45;
cf. bale/ be:) DEDR 2775, 5313",sembu baḷe,sembu baḷe,,n.,"copper bangle (“71/2 cm. diameter, worn on the",noun uncertain,"hockings-pilotraichoor1992[p. 552, col. 1]",2775|5313,,"Hockings and Pilot-Raichoor cite DEDR 2775, 5313",91.36
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p552:c1:y0283,574,552,1,283,"sembe n. shingle tree, Darjeeling
red cedar, king-of-the-mountains
(tree), pink cedar, red cedar (Ac-
rocarpus fraxinifolius, also called
kilinju mora; supposed to cause
quarrels in villages near where it
grows, so it is usually cut down;
Hooker 1872-97: II, 292; Macleane
1893: 823; Lushington 1915: 264;
Gamble 1922:290-91; Fyson 1932:
184-85; Gamble & Fischer 1956-
57:281-82; < sembu, ‘copper ’)
DEDR 2775",sembe,sembe,,n.,"shingle tree, Darjeeling red cedar, king-of-the-mountains (tree), pink cedar, red cedar",noun uncertain,"hockings-pilotraichoor1992[p. 552, col. 1]",2775,,"(Acrocarpus fraxinifolius, also called kilinju mora; supposed to cause quarrels in villages near where it grows, so it is usually cut down; Hooker 1872-97: II, 292; Macleane 1893: 823; Lushington 1915: 264; Gamble 1922:290-91; Fyson 1932: 184-85; Gamble & Fischer 1956- 57:281-82; < sembu, ‘copper ’); Hockings and Pilot-Raichoor cite DEDR 2775",91.28
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p552:c1:y0423,574,552,1,423,"Sembekore np. Sambakorai,
name of a locality 18.5 km. SSW
of Ootacamund (¢ sembetkore,
‘pink cedar+patch of ground’)
DEDR 2775, 1859",Sembekore,Sembekore,,np.,"Sambakorai, name of a locality 18.5 km. SSW of Ootacamund (¢ sembetkore",noun proper-noun uncertain,"hockings-pilotraichoor1992[p. 552, col. 1]",2775|1859,,"Hockings and Pilot-Raichoor cite DEDR 2775, 1859",88.84
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p552:c1:y0477,574,552,1,477,"semmati/se:miti n. evergreen rose,
Nilgiri cluster-rose, Nilgiri dog-
rose (Rosa Leschenaultiana;, Hoo-
ker 1872-97: II, 368; Fyson 1915:
138; Lushington 1915:285; Gamble
1922:319; Fyson 1932: 200; Gam-
ble & Fischer 1956-57:315; cf. Skt.
śaivantikā,‘chrysanthemum’)",semmati/se:miti,semmati,se:miti,n.,"evergreen rose, Nilgiri cluster-rose, Nilgiri dogrose",noun uncertain alternate,"hockings-pilotraichoor1992[p. 552, col. 1]",,,"(Rosa Leschenaultiana;, Hooker 1872-97: II, 368; Fyson 1915: 138; Lushington 1915:285; Gamble 1922:319; Fyson 1932: 200; Gamble & Fischer 1956-57:315; cf. Skt. śaivantikā,‘chrysanthemum’)",82.15
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p552:c1:y0564,574,552,1,564,"Semmati kula np. name of a sept
to which some Kumba:ras belong
(also called Sa:vanti kula; < sem-
mati+kula, ‘evergreen rose+sept’;
cf. Skt. śaivantikā, ‘chrysanthe-
mum’) DBIA 110",Semmati kula,Semmati kula,,np.,name of a sept to which some Kumba:ras belong DBIA 110,noun proper-noun uncertain,"hockings-pilotraichoor1992[p. 552, col. 1]",,,"(also called Sa:vanti kula; < semmati+kula, ‘evergreen rose+sept’; cf. Skt. śaivantikā, ‘chrysanthemum’)",85.61
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p552:c2:y0117,574,552,2,117,"Serangayya/Siringayya np.
1. Lord of Seringapatam, Śri Ranga
Paṭṭana, patron deity of Seringa-
patam, Serangi/ Seringi, q.v., 2.
male name (cf. Ka. Sri+Ranga+
Pattana+Bad.ayya, ‘holy+Vishṇu
+city+lord’) DEDR 196a",Serangayya/Siringayya,Serangayya,Siringayya,np.,"1. Lord of Seringapatam, Śri Ranga Paṭṭana, patron deity of Seringapatam, Serangi/ Seringi, q.v., 2. male name",noun proper-noun uncertain alternate,"hockings-pilotraichoor1992[p. 552, col. 2]",196,,"(cf. Ka. Sri+Ranga+ Pattana+Bad.ayya, ‘holy+Vishṇu +city+lord’); Hockings and Pilot-Raichoor cite DEDR 196",87.37
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p552:c2:y0194,574,552,2,194,"Serangi/Seringi np. Seringapatam,
Śri Ranga Paṭṭana, Tipu Sultan’s
capital, 16 km. NNE of Mysore
City. (On a clear day it is visible
from the Nilgiri Hills; cf. Serang-
ayyal Siringayya; Macleane
1893: 832; Yule & Burnell 1903:
813; Hayavadana Rao 1930: 806-
28; cf. Ka. Ŝri+Ranga+Paṭtana,
‘holy+Vishṇu+city’)",Serangi/Seringi,Serangi,Seringi,np.,"Seringapatam, Śri Ranga Paṭṭana, Tipu Sultan’s capital, 16 km. NNE of Mysore City. (On a clear day it is visible from the Nilgiri Hills; Serangayyal Siringayya; Macleane 1893: 832; Yule & Burnell 1903: 813; Hayavadana Rao 1930: 806- 28; Ka. Ŝri+Ranga+Paṭtana",noun proper-noun uncertain alternate,"hockings-pilotraichoor1992[p. 552, col. 2]",,,,85.77
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p552:c2:y0302,574,552,2,302,"serangu n. end of a cloth that
is worn (whether a shawl or a loin-
cloth), corner of a big cloth (in
contrast with kose) DEDR 2796
ramane battaga serangu sa:ta enge’—Its
like [asking a servant in the] palace to
fiack the millet with the corer [of a large
cloth) (Prov. 739)",serangu,serangu,,n.,"end of a cloth that is worn (whether a shawl or a loincloth), corner of a big cloth (in contrast with kose)",noun uncertain,"hockings-pilotraichoor1992[p. 552, col. 2]",2796,,Hockings and Pilot-Raichoor cite DEDR 2796,92.35
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p552:c2:y0389,574,552,2,389,"serangu hu:vadu idiom. ritual
waving of a cloth by the chief
mourners after the calf has been
released during a funeral (< seran-
gu+hu:i, ‘cloth+bury’) DEDR 2796,
4376",serangu hu:vadu,serangu hu:vadu,,idiom.,ritual waving of a cloth by the chief mourners after the calf has been released during a funeral,multiword-expression uncertain,"hockings-pilotraichoor1992[p. 552, col. 2]",2796|4376,,"(< serangu+hu:i, ‘cloth+bury’); Hockings and Pilot-Raichoor cite DEDR 2796, 4376",91.93
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p552:c2:y0455,574,552,2,455,"serapanṇi/serapaṇige
n. silver
necklace DEDR 2358",serapanṇi/serapaṇige,serapanṇi,serapaṇige,n.,silver necklace,noun uncertain alternate,"hockings-pilotraichoor1992[p. 552, col. 2]",2358,,Hockings and Pilot-Raichoor cite DEDR 2358,79.55
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p552:c2:y0478,574,552,2,478,serapaṇige/serapaṇi idem.,serapaṇige/serapaṇi,serapaṇige,serapaṇi,idem.,same as the preceding dictionary entry,alternate uncertain,"hockings-pilotraichoor1992[p. 552, col. 2]",,,,73.22
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p552:c2:y0488,574,552,2,488,seravu/serave n. itching boils,seravu/serave,seravu,serave,n.,itching boils,noun uncertain alternate,"hockings-pilotraichoor1992[p. 552, col. 2]",,,,70.33
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p552:c2:y0500,574,552,2,500,"Seringi/Serangi cf. above, Seran-
gil Seringi",Seringi/Serangi,Seringi,Serangi,cf.,"above, Serangil Seringi",uncertain alternate,"hockings-pilotraichoor1992[p. 552, col. 2]",,,,89.16
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p552:c2:y0523,574,552,2,523,"sere n. 1. prison, jail, gaol, impri-
sonment; 2. abduction, marriage by
capture; 3. difficult time DEDR 1980",sere,sere,,n.,"1. prison, jail, gaol, imprisonment; 2. abduction, marriage by capture; 3. difficult time",noun uncertain,"hockings-pilotraichoor1992[p. 552, col. 2]",1980,,Hockings and Pilot-Raichoor cite DEDR 1980,94.97
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p552:c2:y0559,574,552,2,559,"sere n. drizzling rain, drizzle DEDR
2640",sere,sere,,n.,"drizzling rain, drizzle",noun uncertain,"hockings-pilotraichoor1992[p. 552, col. 2]",2640,,Hockings and Pilot-Raichoor cite DEDR 2640,95.20
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p553:c1:y0075,575,553,1,75,"sere n. rock grit (cf. Ka. seri, ‘to
grate—Upadhyaya 1968: 205)",sere,sere,,n.,"rock grit (cf. Ka. seri, ‘to",noun uncertain,"hockings-pilotraichoor1992[p. 553, col. 1]",,,,93.69
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p553:c1:y0097,575,553,1,97,sere adj. sheltered,sere,sere,,adj.,sheltered,adj uncertain,"hockings-pilotraichoor1992[p. 553, col. 1]",,,,94.27
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p553:c1:y0107,575,553,1,107,"Serekaṇndi Haḷḷa np. name of
a stream which flows SE to join the
Bhavani R. at a point 19 km. E of
Kotagiri (fed in its upper reaches
by the Malepara Halla, q.v., in its
lower reaches also called Dodga-
gattaṇne Halla, < sere+kaṇdi+
halla, ‘rock grittdale+tstream’)
DEDR 1176, 4016",Serekaṇndi Haḷḷa,Serekaṇndi Haḷḷa,,np.,name of a stream which flows SE to join the Bhavani R. at a point 19 km. E of Kotagiri,noun proper-noun uncertain,"hockings-pilotraichoor1992[p. 553, col. 1]",1176|4016,,"(fed in its upper reaches by the Malepara Halla, q.v., in its lower reaches also called Dodgagattaṇne Halla, < sere+kaṇdi+ halla, ‘rock grittdale+tstream’); Hockings and Pilot-Raichoor cite DEDR 1176, 4016",87.00
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p553:c1:y0205,575,553,1,205,"sere kudi n. hidden sinews in the
body (cf. otte kudi/o:de kudi; <
sere+kudi,‘imprisonment+sinew’)",sere kudi,sere kudi,,n.,hidden sinews in the body,noun uncertain,"hockings-pilotraichoor1992[p. 553, col. 1]",,,"(cf. otte kudi/o:de kudi; < sere+kudi,‘imprisonment+sinew’)",80.45
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p553:c1:y0236,575,553,1,236,"seregaṇi n. grating knife, scraping
knife, coconut scraper (for scra-
ping the flesh from inside the shell)",seregaṇi,seregaṇi,,n.,"grating knife, scraping knife, coconut scraper (for scraping the flesh from inside the shell)",noun uncertain,"hockings-pilotraichoor1992[p. 553, col. 1]",,,,95.23
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p553:c1:y0269,575,553,1,269,"Seremoge np. Sirumugai, Shirmoo-
gay, Serumogay, Seremogay, Sir-
mogay, Seeramogay, Sreemoorga,
Seramogay, Streemoogah, name of
a small Tamil-speaking town on
the Bhavani R. 23.5 km. E of Coo-
noor; anciently the site of a chief-
tain’s fort and of a market used by
the Badagas (even though this re-
quired a two days’ walk; certainly
in existence before 1822; Jervis
1934:134- 35; Macleane 1893:201;
Nicholson 1898: 353-54; < sere+
moge, ‘sheltered+pass’, since there
were rarely wild elephants on this
track)
‘pottifṭu ka:viliya oleyo: | bi:tuffu Sere-
moge sattego:denge’— Irs like running
off to Sirumugai market after placing the
frying-pan on the hearth to make wheaten
pancakes (Prov. 454b)",Seremoge,Seremoge,,np.,"Sirumugai, Shirmoogay, Serumogay, Seremogay, Sirmogay, Seeramogay, Sreemoorga, Seramogay, Streemoogah, name of a small Tamil-speaking town on the Bhavani R. 23.5 km. E of Coonoor; anciently the site of a chieftain’s fort and of a market used by the Badagas",noun proper-noun uncertain,"hockings-pilotraichoor1992[p. 553, col. 1]",,,"(even though this required a two days’ walk; certainly in existence before 1822; Jervis 1934:134- 35; Macleane 1893:201; Nicholson 1898: 353-54; < sere+ moge, ‘sheltered+pass’, since there were rarely wild elephants on this track)",92.96
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p553:c1:y0495,575,553,1,495,"serehidi vt. to persuade DEDR
4148",serehidi,serehidi,,vt.,to persuade,verb tr uncertain,"hockings-pilotraichoor1992[p. 553, col. 1]",4148,,Hockings and Pilot-Raichoor cite DEDR 4148,92.93
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p553:c1:y0518,575,553,1,518,"(servicing) n. servicing (a vehicle,
etc.; < Eng.)",(servicing),(servicing),,n.,servicing,noun uncertain,"hockings-pilotraichoor1992[p. 553, col. 1]",,,"(a vehicle, etc.; < Eng.)",94.22
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p553:c1:y0540,575,553,1,540,(service) n. service (< Eng.),(service),(service),,n.,service,noun uncertain,"hockings-pilotraichoor1992[p. 553, col. 1]",,,(< Eng.),95.81
