Record_Type,Report,PDF_Page,Printed_Page,Gloss_Number,Gloss,Site_Code,Site_Name,Source_Label,Comparison_Role,Response,Similarity_Group,Transcription,Review,Uncertainty,Status,Reason,Language_ID,Dialect_ID,Source,Entry_Key
wordlist response,john2008jaunsari,65,65,154,four,J,Jaunpuri,Jaunpuri,comparison control,1,1,tʃɐɾ,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 65, item 154, Jaunpuri]",
wordlist response,john2008jaunsari,65,65,154,four,N,Nagpuriya,Nagpuriya,comparison control,1,1,tʃɐɾ,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 65, item 154, Nagpuriya]",
wordlist response,john2008jaunsari,65,65,154,four,G,Sirmauri,Sirmauri,comparison control,1,1,tʃɐɾ,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 65, item 154, Sirmauri]",
wordlist response,john2008jaunsari,65,65,155,five,K,Korwa,Jaunsari-Korwa,target,1,1,patʃh,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-korwa,"john2008jaunsari[Appendix A.2, printed p. 65, item 155, Korwa]",siljaunsari2008:g155:sil-jaunsari-2008-korwa:i1
wordlist response,john2008jaunsari,65,65,155,five,D,Khanaad,Jaunsari-Khanaad,target,1,1,patʃh,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-khanaad,"john2008jaunsari[Appendix A.2, printed p. 65, item 155, Khanaad]",siljaunsari2008:g155:sil-jaunsari-2008-khanaad:i1
wordlist response,john2008jaunsari,65,65,155,five,C,Chapnu,Jaunsari-Chapnu,target,1,1,patʃh,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chapnu,"john2008jaunsari[Appendix A.2, printed p. 65, item 155, Chapnu]",siljaunsari2008:g155:sil-jaunsari-2008-chapnu:i1
wordlist response,john2008jaunsari,65,65,155,five,B,Bhandroli,Jaunsari-Bhandroli,target,1,1,patʃh,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-bhandroli,"john2008jaunsari[Appendix A.2, printed p. 65, item 155, Bhandroli]",siljaunsari2008:g155:sil-jaunsari-2008-bhandroli:i1
wordlist response,john2008jaunsari,65,65,155,five,M,Maindrath,MixedJB-Maindrath,target,1,1,pɐ̃ntʃ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-maindrath,"john2008jaunsari[Appendix A.2, printed p. 65, item 155, Maindrath]",siljaunsari2008:g155:sil-jaunsari-2008-maindrath:i1
wordlist response,john2008jaunsari,65,65,155,five,L,Lakhamandal,Jr-Glmix-Lakhamandal,target,1,1,patʃ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-lakhamandal,"john2008jaunsari[Appendix A.2, printed p. 65, item 155, Lakhamandal]",siljaunsari2008:g155:sil-jaunsari-2008-lakhamandal:i1
wordlist response,john2008jaunsari,65,65,155,five,A,Chakrata,Jaunsari-Chakratha,target,1,1,patʃ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chakrata,"john2008jaunsari[Appendix A.2, printed p. 65, item 155, Chakrata]",siljaunsari2008:g155:sil-jaunsari-2008-chakrata:i1
wordlist response,john2008jaunsari,65,65,155,five,h,Hindi,Hindi,comparison control,1,1,pɐ̃ntʃ,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 65, item 155, Hindi]",
wordlist response,john2008jaunsari,65,65,155,five,S,Bangani,Bangani,comparison control,1,1,patʃ,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 65, item 155, Bangani]",
wordlist response,john2008jaunsari,65,65,155,five,J,Jaunpuri,Jaunpuri,comparison control,1,1,patʃ,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 65, item 155, Jaunpuri]",
wordlist response,john2008jaunsari,65,65,155,five,N,Nagpuriya,Nagpuriya,comparison control,1,1,patʃ,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 65, item 155, Nagpuriya]",
wordlist response,john2008jaunsari,65,65,155,five,G,Sirmauri,Sirmauri,comparison control,1,1,patʃ,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 65, item 155, Sirmauri]",
wordlist response,john2008jaunsari,65,65,156,six,K,Korwa,Jaunsari-Korwa,target,1,1,tʃho,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-korwa,"john2008jaunsari[Appendix A.2, printed p. 65, item 156, Korwa]",siljaunsari2008:g156:sil-jaunsari-2008-korwa:i1
wordlist response,john2008jaunsari,65,65,156,six,D,Khanaad,Jaunsari-Khanaad,target,1,1,tʃhe,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-khanaad,"john2008jaunsari[Appendix A.2, printed p. 65, item 156, Khanaad]",siljaunsari2008:g156:sil-jaunsari-2008-khanaad:i1
wordlist response,john2008jaunsari,66,66,156,six,C,Chapnu,Jaunsari-Chapnu,target,1,1,tʃho,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chapnu,"john2008jaunsari[Appendix A.2, printed p. 66, item 156, Chapnu]",siljaunsari2008:g156:sil-jaunsari-2008-chapnu:i1
wordlist response,john2008jaunsari,66,66,156,six,B,Bhandroli,Jaunsari-Bhandroli,target,1,1,tʃhe,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-bhandroli,"john2008jaunsari[Appendix A.2, printed p. 66, item 156, Bhandroli]",siljaunsari2008:g156:sil-jaunsari-2008-bhandroli:i1
wordlist response,john2008jaunsari,66,66,156,six,M,Maindrath,MixedJB-Maindrath,target,1,1,tʃho,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-maindrath,"john2008jaunsari[Appendix A.2, printed p. 66, item 156, Maindrath]",siljaunsari2008:g156:sil-jaunsari-2008-maindrath:i1
wordlist response,john2008jaunsari,66,66,156,six,L,Lakhamandal,Jr-Glmix-Lakhamandal,target,1,1,tʃhɐi,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-lakhamandal,"john2008jaunsari[Appendix A.2, printed p. 66, item 156, Lakhamandal]",siljaunsari2008:g156:sil-jaunsari-2008-lakhamandal:i1
wordlist response,john2008jaunsari,66,66,156,six,A,Chakrata,Jaunsari-Chakratha,target,1,1,tʃhe,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chakrata,"john2008jaunsari[Appendix A.2, printed p. 66, item 156, Chakrata]",siljaunsari2008:g156:sil-jaunsari-2008-chakrata:i1
wordlist response,john2008jaunsari,66,66,156,six,h,Hindi,Hindi,comparison control,1,1,tʃhe,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 66, item 156, Hindi]",
wordlist response,john2008jaunsari,66,66,156,six,S,Bangani,Bangani,comparison control,1,1,tʃhe,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 66, item 156, Bangani]",
wordlist response,john2008jaunsari,66,66,156,six,J,Jaunpuri,Jaunpuri,comparison control,1,1,tʃhe,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 66, item 156, Jaunpuri]",
wordlist response,john2008jaunsari,66,66,156,six,N,Nagpuriya,Nagpuriya,comparison control,1,1,tʃhɛ,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 66, item 156, Nagpuriya]",
wordlist response,john2008jaunsari,66,66,156,six,G,Sirmauri,Sirmauri,comparison control,1,1,tʃho,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 66, item 156, Sirmauri]",
wordlist response,john2008jaunsari,66,66,157,seven,K,Korwa,Jaunsari-Korwa,target,1,1,sɐt̪,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-korwa,"john2008jaunsari[Appendix A.2, printed p. 66, item 157, Korwa]",siljaunsari2008:g157:sil-jaunsari-2008-korwa:i1
wordlist response,john2008jaunsari,66,66,157,seven,D,Khanaad,Jaunsari-Khanaad,target,1,1,sɐt̪,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-khanaad,"john2008jaunsari[Appendix A.2, printed p. 66, item 157, Khanaad]",siljaunsari2008:g157:sil-jaunsari-2008-khanaad:i1
wordlist response,john2008jaunsari,66,66,157,seven,C,Chapnu,Jaunsari-Chapnu,target,1,1,sɐt̪,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chapnu,"john2008jaunsari[Appendix A.2, printed p. 66, item 157, Chapnu]",siljaunsari2008:g157:sil-jaunsari-2008-chapnu:i1
wordlist response,john2008jaunsari,66,66,157,seven,B,Bhandroli,Jaunsari-Bhandroli,target,1,1,sɐt̪,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-bhandroli,"john2008jaunsari[Appendix A.2, printed p. 66, item 157, Bhandroli]",siljaunsari2008:g157:sil-jaunsari-2008-bhandroli:i1
wordlist response,john2008jaunsari,66,66,157,seven,M,Maindrath,MixedJB-Maindrath,target,1,1,sɐt̪,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-maindrath,"john2008jaunsari[Appendix A.2, printed p. 66, item 157, Maindrath]",siljaunsari2008:g157:sil-jaunsari-2008-maindrath:i1
wordlist response,john2008jaunsari,66,66,157,seven,L,Lakhamandal,Jr-Glmix-Lakhamandal,target,1,1,sɐt̪,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-lakhamandal,"john2008jaunsari[Appendix A.2, printed p. 66, item 157, Lakhamandal]",siljaunsari2008:g157:sil-jaunsari-2008-lakhamandal:i1
wordlist response,john2008jaunsari,66,66,157,seven,A,Chakrata,Jaunsari-Chakratha,target,1,1,sɐt̪,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chakrata,"john2008jaunsari[Appendix A.2, printed p. 66, item 157, Chakrata]",siljaunsari2008:g157:sil-jaunsari-2008-chakrata:i1
wordlist response,john2008jaunsari,66,66,157,seven,h,Hindi,Hindi,comparison control,1,1,sɐt̪,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 66, item 157, Hindi]",
wordlist response,john2008jaunsari,66,66,157,seven,S,Bangani,Bangani,comparison control,1,1,sɐt̪,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 66, item 157, Bangani]",
wordlist response,john2008jaunsari,66,66,157,seven,J,Jaunpuri,Jaunpuri,comparison control,1,1,sɐt̪,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 66, item 157, Jaunpuri]",
wordlist response,john2008jaunsari,66,66,157,seven,N,Nagpuriya,Nagpuriya,comparison control,1,1,sɐt̪,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 66, item 157, Nagpuriya]",
wordlist response,john2008jaunsari,66,66,157,seven,G,Sirmauri,Sirmauri,comparison control,1,1,sat,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 66, item 157, Sirmauri]",
wordlist response,john2008jaunsari,66,66,158,eight,K,Korwa,Jaunsari-Korwa,target,1,1,ɐʈh,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-korwa,"john2008jaunsari[Appendix A.2, printed p. 66, item 158, Korwa]",siljaunsari2008:g158:sil-jaunsari-2008-korwa:i1
wordlist response,john2008jaunsari,66,66,158,eight,D,Khanaad,Jaunsari-Khanaad,target,1,1,ɐʈh,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-khanaad,"john2008jaunsari[Appendix A.2, printed p. 66, item 158, Khanaad]",siljaunsari2008:g158:sil-jaunsari-2008-khanaad:i1
wordlist response,john2008jaunsari,66,66,158,eight,C,Chapnu,Jaunsari-Chapnu,target,1,1,ɐʈh,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chapnu,"john2008jaunsari[Appendix A.2, printed p. 66, item 158, Chapnu]",siljaunsari2008:g158:sil-jaunsari-2008-chapnu:i1
wordlist response,john2008jaunsari,66,66,158,eight,B,Bhandroli,Jaunsari-Bhandroli,target,1,1,ɐʈh,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-bhandroli,"john2008jaunsari[Appendix A.2, printed p. 66, item 158, Bhandroli]",siljaunsari2008:g158:sil-jaunsari-2008-bhandroli:i1
wordlist response,john2008jaunsari,66,66,158,eight,M,Maindrath,MixedJB-Maindrath,target,1,1,ɐʈh,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-maindrath,"john2008jaunsari[Appendix A.2, printed p. 66, item 158, Maindrath]",siljaunsari2008:g158:sil-jaunsari-2008-maindrath:i1
wordlist response,john2008jaunsari,66,66,158,eight,L,Lakhamandal,Jr-Glmix-Lakhamandal,target,1,1,ɐʈh,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-lakhamandal,"john2008jaunsari[Appendix A.2, printed p. 66, item 158, Lakhamandal]",siljaunsari2008:g158:sil-jaunsari-2008-lakhamandal:i1
wordlist response,john2008jaunsari,66,66,158,eight,A,Chakrata,Jaunsari-Chakratha,target,1,1,ɐʈh,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chakrata,"john2008jaunsari[Appendix A.2, printed p. 66, item 158, Chakrata]",siljaunsari2008:g158:sil-jaunsari-2008-chakrata:i1
wordlist response,john2008jaunsari,66,66,158,eight,h,Hindi,Hindi,comparison control,1,1,ɐʈh,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 66, item 158, Hindi]",
wordlist response,john2008jaunsari,66,66,158,eight,S,Bangani,Bangani,comparison control,1,1,ɐʈh,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 66, item 158, Bangani]",
wordlist response,john2008jaunsari,66,66,158,eight,J,Jaunpuri,Jaunpuri,comparison control,1,1,ɐʈh,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 66, item 158, Jaunpuri]",
wordlist response,john2008jaunsari,66,66,158,eight,N,Nagpuriya,Nagpuriya,comparison control,1,1,ɐʈh,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 66, item 158, Nagpuriya]",
wordlist response,john2008jaunsari,66,66,158,eight,G,Sirmauri,Sirmauri,comparison control,1,1,ɐʈh,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 66, item 158, Sirmauri]",
wordlist response,john2008jaunsari,66,66,159,nine,K,Korwa,Jaunsari-Korwa,target,1,1,nɔ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-korwa,"john2008jaunsari[Appendix A.2, printed p. 66, item 159, Korwa]",siljaunsari2008:g159:sil-jaunsari-2008-korwa:i1
wordlist response,john2008jaunsari,66,66,159,nine,D,Khanaad,Jaunsari-Khanaad,target,1,1,nɔ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-khanaad,"john2008jaunsari[Appendix A.2, printed p. 66, item 159, Khanaad]",siljaunsari2008:g159:sil-jaunsari-2008-khanaad:i1
wordlist response,john2008jaunsari,66,66,159,nine,C,Chapnu,Jaunsari-Chapnu,target,1,1,nɔ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chapnu,"john2008jaunsari[Appendix A.2, printed p. 66, item 159, Chapnu]",siljaunsari2008:g159:sil-jaunsari-2008-chapnu:i1
wordlist response,john2008jaunsari,66,66,159,nine,B,Bhandroli,Jaunsari-Bhandroli,target,1,1,nɔ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-bhandroli,"john2008jaunsari[Appendix A.2, printed p. 66, item 159, Bhandroli]",siljaunsari2008:g159:sil-jaunsari-2008-bhandroli:i1
wordlist response,john2008jaunsari,66,66,159,nine,M,Maindrath,MixedJB-Maindrath,target,1,1,nɔ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-maindrath,"john2008jaunsari[Appendix A.2, printed p. 66, item 159, Maindrath]",siljaunsari2008:g159:sil-jaunsari-2008-maindrath:i1
wordlist response,john2008jaunsari,66,66,159,nine,L,Lakhamandal,Jr-Glmix-Lakhamandal,target,1,1,nɔ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-lakhamandal,"john2008jaunsari[Appendix A.2, printed p. 66, item 159, Lakhamandal]",siljaunsari2008:g159:sil-jaunsari-2008-lakhamandal:i1
wordlist response,john2008jaunsari,66,66,159,nine,A,Chakrata,Jaunsari-Chakratha,target,1,1,nɔ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chakrata,"john2008jaunsari[Appendix A.2, printed p. 66, item 159, Chakrata]",siljaunsari2008:g159:sil-jaunsari-2008-chakrata:i1
wordlist response,john2008jaunsari,66,66,159,nine,h,Hindi,Hindi,comparison control,1,1,nɔ,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 66, item 159, Hindi]",
wordlist response,john2008jaunsari,66,66,159,nine,S,Bangani,Bangani,comparison control,1,1,nɔ,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 66, item 159, Bangani]",
wordlist response,john2008jaunsari,66,66,159,nine,J,Jaunpuri,Jaunpuri,comparison control,1,1,nɔ,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 66, item 159, Jaunpuri]",
wordlist response,john2008jaunsari,66,66,159,nine,N,Nagpuriya,Nagpuriya,comparison control,1,1,nɔ,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 66, item 159, Nagpuriya]",
wordlist response,john2008jaunsari,66,66,159,nine,G,Sirmauri,Sirmauri,comparison control,1,1,nɔ,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 66, item 159, Sirmauri]",
wordlist response,john2008jaunsari,66,66,160,ten,K,Korwa,Jaunsari-Korwa,target,1,1,d̪əs,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-korwa,"john2008jaunsari[Appendix A.2, printed p. 66, item 160, Korwa]",siljaunsari2008:g160:sil-jaunsari-2008-korwa:i1
wordlist response,john2008jaunsari,66,66,160,ten,D,Khanaad,Jaunsari-Khanaad,target,1,1,d̪əs,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-khanaad,"john2008jaunsari[Appendix A.2, printed p. 66, item 160, Khanaad]",siljaunsari2008:g160:sil-jaunsari-2008-khanaad:i1
wordlist response,john2008jaunsari,66,66,160,ten,C,Chapnu,Jaunsari-Chapnu,target,1,1,d̪əs,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chapnu,"john2008jaunsari[Appendix A.2, printed p. 66, item 160, Chapnu]",siljaunsari2008:g160:sil-jaunsari-2008-chapnu:i1
wordlist response,john2008jaunsari,66,66,160,ten,B,Bhandroli,Jaunsari-Bhandroli,target,1,1,d̪oʃ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-bhandroli,"john2008jaunsari[Appendix A.2, printed p. 66, item 160, Bhandroli]",siljaunsari2008:g160:sil-jaunsari-2008-bhandroli:i1
wordlist response,john2008jaunsari,66,66,160,ten,M,Maindrath,MixedJB-Maindrath,target,1,1,d̪ɐç,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-maindrath,"john2008jaunsari[Appendix A.2, printed p. 66, item 160, Maindrath]",siljaunsari2008:g160:sil-jaunsari-2008-maindrath:i1
wordlist response,john2008jaunsari,66,66,160,ten,L,Lakhamandal,Jr-Glmix-Lakhamandal,target,1,1,d̪əs,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-lakhamandal,"john2008jaunsari[Appendix A.2, printed p. 66, item 160, Lakhamandal]",siljaunsari2008:g160:sil-jaunsari-2008-lakhamandal:i1
wordlist response,john2008jaunsari,66,66,160,ten,A,Chakrata,Jaunsari-Chakratha,target,1,1,d̪əs,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chakrata,"john2008jaunsari[Appendix A.2, printed p. 66, item 160, Chakrata]",siljaunsari2008:g160:sil-jaunsari-2008-chakrata:i1
wordlist response,john2008jaunsari,66,66,160,ten,h,Hindi,Hindi,comparison control,1,1,d̪əs,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 66, item 160, Hindi]",
wordlist response,john2008jaunsari,66,66,160,ten,S,Bangani,Bangani,comparison control,1,1,d̪əʃ,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 66, item 160, Bangani]",
wordlist response,john2008jaunsari,66,66,160,ten,J,Jaunpuri,Jaunpuri,comparison control,1,1,d̪əs,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 66, item 160, Jaunpuri]",
wordlist response,john2008jaunsari,66,66,160,ten,N,Nagpuriya,Nagpuriya,comparison control,1,1,d̪əs,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 66, item 160, Nagpuriya]",
wordlist response,john2008jaunsari,66,66,160,ten,G,Sirmauri,Sirmauri,comparison control,1,1,dɔʃ,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 66, item 160, Sirmauri]",
wordlist response,john2008jaunsari,66,66,161,eleven,K,Korwa,Jaunsari-Korwa,target,1,1,gjaɾɐ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-korwa,"john2008jaunsari[Appendix A.2, printed p. 66, item 161, Korwa]",siljaunsari2008:g161:sil-jaunsari-2008-korwa:i1
wordlist response,john2008jaunsari,66,66,161,eleven,D,Khanaad,Jaunsari-Khanaad,target,1,1,gjaɾɐ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-khanaad,"john2008jaunsari[Appendix A.2, printed p. 66, item 161, Khanaad]",siljaunsari2008:g161:sil-jaunsari-2008-khanaad:i1
wordlist response,john2008jaunsari,66,66,161,eleven,C,Chapnu,Jaunsari-Chapnu,target,1,1,gjaɾɐ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chapnu,"john2008jaunsari[Appendix A.2, printed p. 66, item 161, Chapnu]",siljaunsari2008:g161:sil-jaunsari-2008-chapnu:i1
wordlist response,john2008jaunsari,66,66,161,eleven,B,Bhandroli,Jaunsari-Bhandroli,target,1,1,gjaɾɐ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-bhandroli,"john2008jaunsari[Appendix A.2, printed p. 66, item 161, Bhandroli]",siljaunsari2008:g161:sil-jaunsari-2008-bhandroli:i1
wordlist response,john2008jaunsari,66,66,161,eleven,M,Maindrath,MixedJB-Maindrath,target,1,1,gjaɾɐ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-maindrath,"john2008jaunsari[Appendix A.2, printed p. 66, item 161, Maindrath]",siljaunsari2008:g161:sil-jaunsari-2008-maindrath:i1
wordlist response,john2008jaunsari,66,66,161,eleven,L,Lakhamandal,Jr-Glmix-Lakhamandal,target,1,1,gjaɾɐ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-lakhamandal,"john2008jaunsari[Appendix A.2, printed p. 66, item 161, Lakhamandal]",siljaunsari2008:g161:sil-jaunsari-2008-lakhamandal:i1
wordlist response,john2008jaunsari,66,66,161,eleven,A,Chakrata,Jaunsari-Chakratha,target,1,1,gjaɾəh,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chakrata,"john2008jaunsari[Appendix A.2, printed p. 66, item 161, Chakrata]",siljaunsari2008:g161:sil-jaunsari-2008-chakrata:i1
wordlist response,john2008jaunsari,66,66,161,eleven,h,Hindi,Hindi,comparison control,1,1,gjaɾəh,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 66, item 161, Hindi]",
wordlist response,john2008jaunsari,66,66,161,eleven,S,Bangani,Bangani,comparison control,1,1,gjaɾɐ,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 66, item 161, Bangani]",
wordlist response,john2008jaunsari,66,66,161,eleven,J,Jaunpuri,Jaunpuri,comparison control,1,1,gjaɾəh,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 66, item 161, Jaunpuri]",
