Record_Type,Source_Key,PDF_Page,Printed_Page,Item,Gloss,Excluded_From_Similarity,Raw_Lect_Code,Lect_Code,Site,District,Reliability,Raw_Form,Form,Review,Source_Scope,Source_Status,Status,Reason,Language_ID,Dialect_ID,Citation,Entry_Key
wordlist cell,lothers-lothers2010pahari,203,197,197,come,No,LOR,LOR,Lora,Abbottabad District,A,ʌš,ʌš,,target,response,installed,,poth,sil-pahari-pothwari-2010-lor,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 197, LOR]",silpaharipothwari2010:g197:lor
wordlist cell,lothers-lothers2010pahari,203,197,197,come,No,OSI,OSI,Osia,Rawalpindi District,A,ʌš,ʌš,,target,response,installed,,poth,sil-pahari-pothwari-2010-osi,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 197, OSI]",silpaharipothwari2010:g197:osi
wordlist cell,lothers-lothers2010pahari,203,197,197,come,No,MUZ,MUZ,Muzaffarabad,Muzaffarabad District,B,a,a,,target,response,installed,,poth,sil-pahari-pothwari-2010-muz,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 197, MUZ]",silpaharipothwari2010:g197:muz
wordlist cell,lothers-lothers2010pahari,203,197,197,come,No,DUN,DUN,Dunga Gali,Abbottabad District,A,ʌč,ʌč,,target,response,installed,,poth,sil-pahari-pothwari-2010-dun,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 197, DUN]",silpaharipothwari2010:g197:dun
wordlist cell,lothers-lothers2010pahari,203,197,197,come,No,BHA,BHA,Bharakoh,Islamabad District,B,ʌš,ʌš,,target,response,installed,,poth,sil-pahari-pothwari-2010-bha,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 197, BHA]",silpaharipothwari2010:g197:bha
wordlist cell,lothers-lothers2010pahari,203,197,197,come,No,ABB,ABB,Abbottabad,Abbottabad District,B,a,a,,hindko_control,response,excluded,Abbottabad/Mansehra Hindko comparison list retained audit-only,,,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 197, ABB]",
wordlist cell,lothers-lothers2010pahari,203,197,197,come,No,MAN,MAN,Mansehra,Mansehra District,B,a,a,,hindko_control,response,excluded,Abbottabad/Mansehra Hindko comparison list retained audit-only,,,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 197, MAN]",
wordlist cell,lothers-lothers2010pahari,203,197,197,come,No,MIR,MIR,Mirpur,"Mirpur, Azad Kashmir",B,a,a,,target,response,installed,,poth,sil-pahari-pothwari-2010-mir,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 197, MIR]",silpaharipothwari2010:g197:mir
wordlist cell,lothers-lothers2010pahari,203,197,197,come,No,GUJ,GUJ,Gujarkhan,Rawalpindi District,B,ʌs,ʌs,,target,response,installed,,poth,sil-pahari-pothwari-2010-guj,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 197, GUJ]",silpaharipothwari2010:g197:guj
wordlist cell,lothers-lothers2010pahari,203,197,198,go,No,MOS,MOS,Mosyari,Rawalpindi District,A,ɡʌš,ɡʌš,,target,response,installed,,poth,sil-pahari-pothwari-2010-mos,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 198, MOS]",silpaharipothwari2010:g198:mos
wordlist cell,lothers-lothers2010pahari,203,197,198,go,No,GHO,GHO,Ghora Gali,Rawalpindi District,A,ɡʌš,ɡʌš,,target,response,installed,,poth,sil-pahari-pothwari-2010-gho,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 198, GHO]",silpaharipothwari2010:g198:gho
wordlist cell,lothers-lothers2010pahari,203,197,198,go,No,DEW,DEW,Dewal,Rawalpindi District,B,ɡʌš,ɡʌš,,target,response,installed,,poth,sil-pahari-pothwari-2010-dew,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 198, DEW]",silpaharipothwari2010:g198:dew
wordlist cell,lothers-lothers2010pahari,203,197,198,go,No,AYU,AYU,Ayubia,Abbottabad District,A,ɡʌš,ɡʌš,,target,response,installed,,poth,sil-pahari-pothwari-2010-ayu,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 198, AYU]",silpaharipothwari2010:g198:ayu
wordlist cell,lothers-lothers2010pahari,203,197,198,go,No,KOH,KOH,Kohala,Rawalpindi District,A,ɡʌš,ɡʌš,,target,response,installed,,poth,sil-pahari-pothwari-2010-koh,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 198, KOH]",silpaharipothwari2010:g198:koh
wordlist cell,lothers-lothers2010pahari,203,197,198,go,No,NIL,NIL,Nilabutt,"Bagh, Azad Kashmir",B,ǰul,ǰul,,target,response,installed,,poth,sil-pahari-pothwari-2010-nil,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 198, NIL]",silpaharipothwari2010:g198:nil
wordlist cell,lothers-lothers2010pahari,203,197,198,go,No,THA,THA,Thandiani,Abbottabad District,A,ǰul,ǰul,,target,response,installed,,poth,sil-pahari-pothwari-2010-tha,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 198, THA]",silpaharipothwari2010:g198:tha
wordlist cell,lothers-lothers2010pahari,203,197,198,go,No,LOR,LOR,Lora,Abbottabad District,A,ɡʌš,ɡʌš,,target,response,installed,,poth,sil-pahari-pothwari-2010-lor,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 198, LOR]",silpaharipothwari2010:g198:lor
wordlist cell,lothers-lothers2010pahari,203,197,198,go,No,OSI,OSI,Osia,Rawalpindi District,A,ɡʌš,ɡʌš,,target,response,installed,,poth,sil-pahari-pothwari-2010-osi,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 198, OSI]",silpaharipothwari2010:g198:osi
wordlist cell,lothers-lothers2010pahari,203,197,198,go,No,MUZ,MUZ,Muzaffarabad,Muzaffarabad District,B,ǰul,ǰul,,target,response,installed,,poth,sil-pahari-pothwari-2010-muz,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 198, MUZ]",silpaharipothwari2010:g198:muz
wordlist cell,lothers-lothers2010pahari,203,197,198,go,No,DUN,DUN,Dunga Gali,Abbottabad District,A,ǰul,ǰul,,target,response,installed,,poth,sil-pahari-pothwari-2010-dun,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 198, DUN]",silpaharipothwari2010:g198:dun
wordlist cell,lothers-lothers2010pahari,203,197,198,go,No,BHA,BHA,Bharakoh,Islamabad District,B,ɡʌš,ɡʌš,,target,response,installed,,poth,sil-pahari-pothwari-2010-bha,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 198, BHA]",silpaharipothwari2010:g198:bha
wordlist cell,lothers-lothers2010pahari,203,197,198,go,No,ABB,ABB,Abbottabad,Abbottabad District,B,ǰul,ǰul,,hindko_control,response,excluded,Abbottabad/Mansehra Hindko comparison list retained audit-only,,,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 198, ABB]",
wordlist cell,lothers-lothers2010pahari,203,197,198,go,No,MAN,MAN,Mansehra,Mansehra District,B,ǰʊl,ǰʊl,,hindko_control,response,excluded,Abbottabad/Mansehra Hindko comparison list retained audit-only,,,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 198, MAN]",
wordlist cell,lothers-lothers2010pahari,203,197,198,go,No,MIR,MIR,Mirpur,"Mirpur, Azad Kashmir",B,ǰa,ǰa,,target,response,installed,,poth,sil-pahari-pothwari-2010-mir,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 198, MIR]",silpaharipothwari2010:g198:mir
wordlist cell,lothers-lothers2010pahari,203,197,198,go,No,GUJ,GUJ,Gujarkhan,Rawalpindi District,B,ɡʌs,ɡʌs,,target,response,installed,,poth,sil-pahari-pothwari-2010-guj,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 198, GUJ]",silpaharipothwari2010:g198:guj
wordlist cell,lothers-lothers2010pahari,203,197,199,speak,No,MOS,MOS,Mosyari,Rawalpindi District,A,bol,bol,,target,response,installed,,poth,sil-pahari-pothwari-2010-mos,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 199, MOS]",silpaharipothwari2010:g199:mos
wordlist cell,lothers-lothers2010pahari,203,197,199,speak,No,GHO,GHO,Ghora Gali,Rawalpindi District,A,bol,bol,,target,response,installed,,poth,sil-pahari-pothwari-2010-gho,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 199, GHO]",silpaharipothwari2010:g199:gho
wordlist cell,lothers-lothers2010pahari,203,197,199,speak,No,DEW,DEW,Dewal,Rawalpindi District,B,bol,bol,,target,response,installed,,poth,sil-pahari-pothwari-2010-dew,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 199, DEW]",silpaharipothwari2010:g199:dew
wordlist cell,lothers-lothers2010pahari,203,197,199,speak,No,AYU,AYU,Ayubia,Abbottabad District,A,bol,bol,,target,response,installed,,poth,sil-pahari-pothwari-2010-ayu,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 199, AYU]",silpaharipothwari2010:g199:ayu
wordlist cell,lothers-lothers2010pahari,203,197,199,speak,No,KOH,KOH,Kohala,Rawalpindi District,A,bol,bol,,target,response,installed,,poth,sil-pahari-pothwari-2010-koh,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 199, KOH]",silpaharipothwari2010:g199:koh
wordlist cell,lothers-lothers2010pahari,203,197,199,speak,No,NIL,NIL,Nilabutt,"Bagh, Azad Kashmir",B,bol,bol,,target,response,installed,,poth,sil-pahari-pothwari-2010-nil,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 199, NIL]",silpaharipothwari2010:g199:nil
wordlist cell,lothers-lothers2010pahari,203,197,199,speak,No,THA,THA,Thandiani,Abbottabad District,A,bol,bol,,target,response,installed,,poth,sil-pahari-pothwari-2010-tha,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 199, THA]",silpaharipothwari2010:g199:tha
wordlist cell,lothers-lothers2010pahari,203,197,199,speak,No,LOR,LOR,Lora,Abbottabad District,A,bol,bol,,target,response,installed,,poth,sil-pahari-pothwari-2010-lor,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 199, LOR]",silpaharipothwari2010:g199:lor
wordlist cell,lothers-lothers2010pahari,203,197,199,speak,No,OSI,OSI,Osia,Rawalpindi District,A,bol,bol,,target,response,installed,,poth,sil-pahari-pothwari-2010-osi,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 199, OSI]",silpaharipothwari2010:g199:osi
wordlist cell,lothers-lothers2010pahari,203,197,199,speak,No,MUZ,MUZ,Muzaffarabad,Muzaffarabad District,B,bol,bol,,target,response,installed,,poth,sil-pahari-pothwari-2010-muz,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 199, MUZ]",silpaharipothwari2010:g199:muz
wordlist cell,lothers-lothers2010pahari,203,197,199,speak,No,DUN,DUN,Dunga Gali,Abbottabad District,A,bol,bol,,target,response,installed,,poth,sil-pahari-pothwari-2010-dun,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 199, DUN]",silpaharipothwari2010:g199:dun
wordlist cell,lothers-lothers2010pahari,203,197,199,speak,No,BHA,BHA,Bharakoh,Islamabad District,B,ɡʌlã ba,ɡʌlã ba,,target,response,installed,,poth,sil-pahari-pothwari-2010-bha,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 199, BHA]",silpaharipothwari2010:g199:bha
wordlist cell,lothers-lothers2010pahari,203,197,199,speak,No,ABB,ABB,Abbottabad,Abbottabad District,B,bol,bol,,hindko_control,response,excluded,Abbottabad/Mansehra Hindko comparison list retained audit-only,,,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 199, ABB]",
wordlist cell,lothers-lothers2010pahari,203,197,199,speak,No,MAN,MAN,Mansehra,Mansehra District,B,bol,bol,,hindko_control,response,excluded,Abbottabad/Mansehra Hindko comparison list retained audit-only,,,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 199, MAN]",
wordlist cell,lothers-lothers2010pahari,203,197,199,speak,No,MIR,MIR,Mirpur,"Mirpur, Azad Kashmir",B,bol,bol,,target,response,installed,,poth,sil-pahari-pothwari-2010-mir,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 199, MIR]",silpaharipothwari2010:g199:mir
wordlist cell,lothers-lothers2010pahari,203,197,199,speak,No,GUJ,GUJ,Gujarkhan,Rawalpindi District,B,bol,bol,,target,response,installed,,poth,sil-pahari-pothwari-2010-guj,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 199, GUJ]",silpaharipothwari2010:g199:guj
wordlist cell,lothers-lothers2010pahari,203,197,200,listen,No,MOS,MOS,Mosyari,Rawalpindi District,A,sun,sun,,target,response,installed,,poth,sil-pahari-pothwari-2010-mos,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 200, MOS]",silpaharipothwari2010:g200:mos
wordlist cell,lothers-lothers2010pahari,203,197,200,listen,No,GHO,GHO,Ghora Gali,Rawalpindi District,A,sun,sun,,target,response,installed,,poth,sil-pahari-pothwari-2010-gho,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 200, GHO]",silpaharipothwari2010:g200:gho
wordlist cell,lothers-lothers2010pahari,203,197,200,listen,No,DEW,DEW,Dewal,Rawalpindi District,B,sun,sun,,target,response,installed,,poth,sil-pahari-pothwari-2010-dew,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 200, DEW]",silpaharipothwari2010:g200:dew
wordlist cell,lothers-lothers2010pahari,203,197,200,listen,No,AYU,AYU,Ayubia,Abbottabad District,A,sun,sun,,target,response,installed,,poth,sil-pahari-pothwari-2010-ayu,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 200, AYU]",silpaharipothwari2010:g200:ayu
wordlist cell,lothers-lothers2010pahari,203,197,200,listen,No,KOH,KOH,Kohala,Rawalpindi District,A,sun,sun,,target,response,installed,,poth,sil-pahari-pothwari-2010-koh,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 200, KOH]",silpaharipothwari2010:g200:koh
wordlist cell,lothers-lothers2010pahari,203,197,200,listen,No,NIL,NIL,Nilabutt,"Bagh, Azad Kashmir",B,sun,sun,,target,response,installed,,poth,sil-pahari-pothwari-2010-nil,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 200, NIL]",silpaharipothwari2010:g200:nil
wordlist cell,lothers-lothers2010pahari,203,197,200,listen,No,THA,THA,Thandiani,Abbottabad District,A,suṛ,suṛ,,target,response,installed,,poth,sil-pahari-pothwari-2010-tha,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 200, THA]",silpaharipothwari2010:g200:tha
wordlist cell,lothers-lothers2010pahari,203,197,200,listen,No,LOR,LOR,Lora,Abbottabad District,A,sun,sun,,target,response,installed,,poth,sil-pahari-pothwari-2010-lor,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 200, LOR]",silpaharipothwari2010:g200:lor
wordlist cell,lothers-lothers2010pahari,203,197,200,listen,No,OSI,OSI,Osia,Rawalpindi District,A,sun,sun,,target,response,installed,,poth,sil-pahari-pothwari-2010-osi,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 200, OSI]",silpaharipothwari2010:g200:osi
wordlist cell,lothers-lothers2010pahari,203,197,200,listen,No,MUZ,MUZ,Muzaffarabad,Muzaffarabad District,B,sun,sun,,target,response,installed,,poth,sil-pahari-pothwari-2010-muz,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 200, MUZ]",silpaharipothwari2010:g200:muz
wordlist cell,lothers-lothers2010pahari,203,197,200,listen,No,DUN,DUN,Dunga Gali,Abbottabad District,A,sun,sun,,target,response,installed,,poth,sil-pahari-pothwari-2010-dun,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 200, DUN]",silpaharipothwari2010:g200:dun
wordlist cell,lothers-lothers2010pahari,203,197,200,listen,No,BHA,BHA,Bharakoh,Islamabad District,B,sun,sun,,target,response,installed,,poth,sil-pahari-pothwari-2010-bha,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 200, BHA]",silpaharipothwari2010:g200:bha
wordlist cell,lothers-lothers2010pahari,203,197,200,listen,No,ABB,ABB,Abbottabad,Abbottabad District,B,sun,sun,,hindko_control,response,excluded,Abbottabad/Mansehra Hindko comparison list retained audit-only,,,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 200, ABB]",
wordlist cell,lothers-lothers2010pahari,203,197,200,listen,No,MAN,MAN,Mansehra,Mansehra District,B,soṇ,soṇ,,hindko_control,response,excluded,Abbottabad/Mansehra Hindko comparison list retained audit-only,,,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 200, MAN]",
wordlist cell,lothers-lothers2010pahari,203,197,200,listen,No,MIR,MIR,Mirpur,"Mirpur, Azad Kashmir",B,sun,sun,,target,response,installed,,poth,sil-pahari-pothwari-2010-mir,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 200, MIR]",silpaharipothwari2010:g200:mir
wordlist cell,lothers-lothers2010pahari,203,197,200,listen,No,GUJ,GUJ,Gujarkhan,Rawalpindi District,B,sun,sun,,target,response,installed,,poth,sil-pahari-pothwari-2010-guj,"lothers-lothers2010pahari[Appendix B.1, printed p. 197, item 200, GUJ]",silpaharipothwari2010:g200:guj
wordlist cell,lothers-lothers2010pahari,204,198,201,see,No,MOS,MOS,Mosyari,Rawalpindi District,A,dɛkʰ,dɛkʰ,,target,response,installed,,poth,sil-pahari-pothwari-2010-mos,"lothers-lothers2010pahari[Appendix B.1, printed p. 198, item 201, MOS]",silpaharipothwari2010:g201:mos
wordlist cell,lothers-lothers2010pahari,204,198,201,see,No,GHO,GHO,Ghora Gali,Rawalpindi District,A,dɛkʰ,dɛkʰ,,target,response,installed,,poth,sil-pahari-pothwari-2010-gho,"lothers-lothers2010pahari[Appendix B.1, printed p. 198, item 201, GHO]",silpaharipothwari2010:g201:gho
wordlist cell,lothers-lothers2010pahari,204,198,201,see,No,DEW,DEW,Dewal,Rawalpindi District,B,dɛkʰ,dɛkʰ,,target,response,installed,,poth,sil-pahari-pothwari-2010-dew,"lothers-lothers2010pahari[Appendix B.1, printed p. 198, item 201, DEW]",silpaharipothwari2010:g201:dew
wordlist cell,lothers-lothers2010pahari,204,198,201,see,No,AYU,AYU,Ayubia,Abbottabad District,A,dɛkʰ,dɛkʰ,,target,response,installed,,poth,sil-pahari-pothwari-2010-ayu,"lothers-lothers2010pahari[Appendix B.1, printed p. 198, item 201, AYU]",silpaharipothwari2010:g201:ayu
wordlist cell,lothers-lothers2010pahari,204,198,201,see,No,KOH,KOH,Kohala,Rawalpindi District,A,dɛkʰ,dɛkʰ,,target,response,installed,,poth,sil-pahari-pothwari-2010-koh,"lothers-lothers2010pahari[Appendix B.1, printed p. 198, item 201, KOH]",silpaharipothwari2010:g201:koh
wordlist cell,lothers-lothers2010pahari,204,198,201,see,No,NIL,NIL,Nilabutt,"Bagh, Azad Kashmir",B,dɛkʰ,dɛkʰ,,target,response,installed,,poth,sil-pahari-pothwari-2010-nil,"lothers-lothers2010pahari[Appendix B.1, printed p. 198, item 201, NIL]",silpaharipothwari2010:g201:nil
wordlist cell,lothers-lothers2010pahari,204,198,201,see,No,THA,THA,Thandiani,Abbottabad District,A,dɛkʰ,dɛkʰ,,target,response,installed,,poth,sil-pahari-pothwari-2010-tha,"lothers-lothers2010pahari[Appendix B.1, printed p. 198, item 201, THA]",silpaharipothwari2010:g201:tha
wordlist cell,lothers-lothers2010pahari,204,198,201,see,No,LOR,LOR,Lora,Abbottabad District,A,dɛkʰ,dɛkʰ,,target,response,installed,,poth,sil-pahari-pothwari-2010-lor,"lothers-lothers2010pahari[Appendix B.1, printed p. 198, item 201, LOR]",silpaharipothwari2010:g201:lor
wordlist cell,lothers-lothers2010pahari,204,198,201,see,No,OSI,OSI,Osia,Rawalpindi District,A,dɛkʰ,dɛkʰ,,target,response,installed,,poth,sil-pahari-pothwari-2010-osi,"lothers-lothers2010pahari[Appendix B.1, printed p. 198, item 201, OSI]",silpaharipothwari2010:g201:osi
wordlist cell,lothers-lothers2010pahari,204,198,201,see,No,MUZ,MUZ,Muzaffarabad,Muzaffarabad District,B,dɛx,dɛx,,target,response,installed,,poth,sil-pahari-pothwari-2010-muz,"lothers-lothers2010pahari[Appendix B.1, printed p. 198, item 201, MUZ]",silpaharipothwari2010:g201:muz
wordlist cell,lothers-lothers2010pahari,204,198,201,see,No,DUN,DUN,Dunga Gali,Abbottabad District,A,dɛkʰ,dɛkʰ,,target,response,installed,,poth,sil-pahari-pothwari-2010-dun,"lothers-lothers2010pahari[Appendix B.1, printed p. 198, item 201, DUN]",silpaharipothwari2010:g201:dun
wordlist cell,lothers-lothers2010pahari,204,198,201,see,No,BHA,BHA,Bharakoh,Islamabad District,B,dɛkʰ,dɛkʰ,,target,response,installed,,poth,sil-pahari-pothwari-2010-bha,"lothers-lothers2010pahari[Appendix B.1, printed p. 198, item 201, BHA]",silpaharipothwari2010:g201:bha
wordlist cell,lothers-lothers2010pahari,204,198,201,see,No,ABB,ABB,Abbottabad,Abbottabad District,B,dex,dex,,hindko_control,response,excluded,Abbottabad/Mansehra Hindko comparison list retained audit-only,,,"lothers-lothers2010pahari[Appendix B.1, printed p. 198, item 201, ABB]",
wordlist cell,lothers-lothers2010pahari,204,198,201,see,No,MAN,MAN,Mansehra,Mansehra District,B,dɛx,dɛx,,hindko_control,response,excluded,Abbottabad/Mansehra Hindko comparison list retained audit-only,,,"lothers-lothers2010pahari[Appendix B.1, printed p. 198, item 201, MAN]",
wordlist cell,lothers-lothers2010pahari,204,198,201,see,No,MIR,MIR,Mirpur,"Mirpur, Azad Kashmir",B,tʌk,tʌk,,target,response,installed,,poth,sil-pahari-pothwari-2010-mir,"lothers-lothers2010pahari[Appendix B.1, printed p. 198, item 201, MIR]",silpaharipothwari2010:g201:mir
wordlist cell,lothers-lothers2010pahari,204,198,201,see,No,GUJ,GUJ,Gujarkhan,Rawalpindi District,B,tʌk,tʌk,,target,response,installed,,poth,sil-pahari-pothwari-2010-guj,"lothers-lothers2010pahari[Appendix B.1, printed p. 198, item 201, GUJ]",silpaharipothwari2010:g201:guj
wordlist cell,lothers-lothers2010pahari,204,198,202,I,No,MOS,MOS,Mosyari,Rawalpindi District,A,mɛ̃,mɛ̃,,target,response,installed,,poth,sil-pahari-pothwari-2010-mos,"lothers-lothers2010pahari[Appendix B.1, printed p. 198, item 202, MOS]",silpaharipothwari2010:g202:mos
wordlist cell,lothers-lothers2010pahari,204,198,202,I,No,GHO,GHO,Ghora Gali,Rawalpindi District,A,mɛ̃,mɛ̃,,target,response,installed,,poth,sil-pahari-pothwari-2010-gho,"lothers-lothers2010pahari[Appendix B.1, printed p. 198, item 202, GHO]",silpaharipothwari2010:g202:gho
wordlist cell,lothers-lothers2010pahari,204,198,202,I,No,DEW,DEW,Dewal,Rawalpindi District,B,mɛ̃,mɛ̃,,target,response,installed,,poth,sil-pahari-pothwari-2010-dew,"lothers-lothers2010pahari[Appendix B.1, printed p. 198, item 202, DEW]",silpaharipothwari2010:g202:dew
wordlist cell,lothers-lothers2010pahari,204,198,202,I,No,AYU,AYU,Ayubia,Abbottabad District,A,mɛ̃,mɛ̃,,target,response,installed,,poth,sil-pahari-pothwari-2010-ayu,"lothers-lothers2010pahari[Appendix B.1, printed p. 198, item 202, AYU]",silpaharipothwari2010:g202:ayu
wordlist cell,lothers-lothers2010pahari,204,198,202,I,No,KOH,KOH,Kohala,Rawalpindi District,A,mɛ̃,mɛ̃,,target,response,installed,,poth,sil-pahari-pothwari-2010-koh,"lothers-lothers2010pahari[Appendix B.1, printed p. 198, item 202, KOH]",silpaharipothwari2010:g202:koh
wordlist cell,lothers-lothers2010pahari,204,198,202,I,No,NIL,NIL,Nilabutt,"Bagh, Azad Kashmir",B,mɛ̃,mɛ̃,,target,response,installed,,poth,sil-pahari-pothwari-2010-nil,"lothers-lothers2010pahari[Appendix B.1, printed p. 198, item 202, NIL]",silpaharipothwari2010:g202:nil
wordlist cell,lothers-lothers2010pahari,204,198,202,I,No,THA,THA,Thandiani,Abbottabad District,A,mɛ̃,mɛ̃,,target,response,installed,,poth,sil-pahari-pothwari-2010-tha,"lothers-lothers2010pahari[Appendix B.1, printed p. 198, item 202, THA]",silpaharipothwari2010:g202:tha
wordlist cell,lothers-lothers2010pahari,204,198,202,I,No,LOR,LOR,Lora,Abbottabad District,A,mɛ̃,mɛ̃,,target,response,installed,,poth,sil-pahari-pothwari-2010-lor,"lothers-lothers2010pahari[Appendix B.1, printed p. 198, item 202, LOR]",silpaharipothwari2010:g202:lor
wordlist cell,lothers-lothers2010pahari,204,198,202,I,No,OSI,OSI,Osia,Rawalpindi District,A,mɛ̃,mɛ̃,,target,response,installed,,poth,sil-pahari-pothwari-2010-osi,"lothers-lothers2010pahari[Appendix B.1, printed p. 198, item 202, OSI]",silpaharipothwari2010:g202:osi
wordlist cell,lothers-lothers2010pahari,204,198,202,I,No,MUZ,MUZ,Muzaffarabad,Muzaffarabad District,B,mɛ̃,mɛ̃,,target,response,installed,,poth,sil-pahari-pothwari-2010-muz,"lothers-lothers2010pahari[Appendix B.1, printed p. 198, item 202, MUZ]",silpaharipothwari2010:g202:muz
wordlist cell,lothers-lothers2010pahari,204,198,202,I,No,DUN,DUN,Dunga Gali,Abbottabad District,A,mɛ̤̃,mɛ̤̃,,target,response,installed,,poth,sil-pahari-pothwari-2010-dun,"lothers-lothers2010pahari[Appendix B.1, printed p. 198, item 202, DUN]",silpaharipothwari2010:g202:dun
wordlist cell,lothers-lothers2010pahari,204,198,202,I,No,BHA,BHA,Bharakoh,Islamabad District,B,mɛ̃,mɛ̃,,target,response,installed,,poth,sil-pahari-pothwari-2010-bha,"lothers-lothers2010pahari[Appendix B.1, printed p. 198, item 202, BHA]",silpaharipothwari2010:g202:bha
wordlist cell,lothers-lothers2010pahari,204,198,202,I,No,ABB,ABB,Abbottabad,Abbottabad District,B,mẽ,mẽ,,hindko_control,response,excluded,Abbottabad/Mansehra Hindko comparison list retained audit-only,,,"lothers-lothers2010pahari[Appendix B.1, printed p. 198, item 202, ABB]",
wordlist cell,lothers-lothers2010pahari,204,198,202,I,No,MAN,MAN,Mansehra,Mansehra District,B,mẽ,mẽ,,hindko_control,response,excluded,Abbottabad/Mansehra Hindko comparison list retained audit-only,,,"lothers-lothers2010pahari[Appendix B.1, printed p. 198, item 202, MAN]",
wordlist cell,lothers-lothers2010pahari,204,198,202,I,No,MIR,MIR,Mirpur,"Mirpur, Azad Kashmir",B,mɛ̃,mɛ̃,,target,response,installed,,poth,sil-pahari-pothwari-2010-mir,"lothers-lothers2010pahari[Appendix B.1, printed p. 198, item 202, MIR]",silpaharipothwari2010:g202:mir
wordlist cell,lothers-lothers2010pahari,204,198,202,I,No,GUJ,GUJ,Gujarkhan,Rawalpindi District,B,mɛ̃,mɛ̃,,target,response,installed,,poth,sil-pahari-pothwari-2010-guj,"lothers-lothers2010pahari[Appendix B.1, printed p. 198, item 202, GUJ]",silpaharipothwari2010:g202:guj
wordlist cell,lothers-lothers2010pahari,204,198,203,you (sing. informal),No,MOS,MOS,Mosyari,Rawalpindi District,A,tũ,tũ,,target,response,installed,,poth,sil-pahari-pothwari-2010-mos,"lothers-lothers2010pahari[Appendix B.1, printed p. 198, item 203, MOS]",silpaharipothwari2010:g203:mos
wordlist cell,lothers-lothers2010pahari,204,198,203,you (sing. informal),No,GHO,GHO,Ghora Gali,Rawalpindi District,A,tũ,tũ,,target,response,installed,,poth,sil-pahari-pothwari-2010-gho,"lothers-lothers2010pahari[Appendix B.1, printed p. 198, item 203, GHO]",silpaharipothwari2010:g203:gho
