Record_Type,Source_Key,PDF_Page,Printed_Page,Item,Gloss,Lect_Code,Language_Label,Site,Similarity_Group,Response_Index,Raw_Form,Form,Review,Uncertainty,Source_Scope,Status,Reason,Language_ID,Dialect_ID,Citation,Entry_Key
wordlist response,chamberlain-chamberlain2019lahul,79,71,170,what.kind,Pg,Pangi,Tindi,8,1,koitijɐ,koitijɐ,Unicode Charis/Doulos SIL text layer,,prior_list,excluded,previously collected regional comparison list; retained audit-only,,,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 71, item 170, Pangi-Tindi]",
wordlist response,chamberlain-chamberlain2019lahul,79,71,170,what.kind,Ch,Chinali,Gushal,4,1,kʌnɛ ̃,kʌnɛ ̃,Unicode Charis/Doulos SIL text layer,,target,installed,,cih,sil-lahul-2019-ch-gushal,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 71, item 170, Chinali-Gushal]",sillahul2019:g170:sil-lahul-2019-ch-gushal:i1
wordlist response,chamberlain-chamberlain2019lahul,79,71,170,what.kind,Ch,Chinali,Nalda,4,1,kɛnɛ,kɛnɛ,Unicode Charis/Doulos SIL text layer,,target,installed,,cih,sil-lahul-2019-ch-nalda,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 71, item 170, Chinali-Nalda]",sillahul2019:g170:sil-lahul-2019-ch-nalda:i1
wordlist response,chamberlain-chamberlain2019lahul,79,71,170,what.kind,Lo,Lohari,Gondhla,5,1,kitho,kitho,Unicode Charis/Doulos SIL text layer,,target,installed,,lhl,sil-lahul-2019-lo-gondhla,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 71, item 170, Lohari-Gondhla]",sillahul2019:g170:sil-lahul-2019-lo-gondhla:i1
wordlist response,chamberlain-chamberlain2019lahul,79,71,170,what.kind,Lo,Lohari,Gawzang,7,1,kjɛɾʌ,kjɛɾʌ,Unicode Charis/Doulos SIL text layer,,target,installed,,lhl,sil-lahul-2019-lo-gawzang,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 71, item 170, Lohari-Gawzang]",sillahul2019:g170:sil-lahul-2019-lo-gawzang:i1
wordlist response,chamberlain-chamberlain2019lahul,79,71,170,what.kind,Pa,Pattani,Jobrang,9,1,tʃiʃu,tʃiʃu,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-jobrang,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 71, item 170, Pattani-Jobrang]",sillahul2019:g170:sil-lahul-2019-pa-jobrang:i1
wordlist response,chamberlain-chamberlain2019lahul,79,71,170,what.kind,Pa,Pattani,Thirot,a,1,tʃʌmi,tʃʌmi,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-thirot,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 71, item 170, Pattani-Thirot]",sillahul2019:g170:sil-lahul-2019-pa-thirot:i1
wordlist response,chamberlain-chamberlain2019lahul,79,71,170,what.kind,Pa,Pattani,Udeypur,a,1,tʃʌnɐ,tʃʌnɐ,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-udeypur,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 71, item 170, Pattani-Udeypur]",sillahul2019:g170:sil-lahul-2019-pa-udeypur:i1
wordlist response,chamberlain-chamberlain2019lahul,79,71,170,what.kind,Pa,Pattani,Gushal,9,1,tʃiʒho,tʃiʒho,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-gushal,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 71, item 170, Pattani-Gushal]",sillahul2019:g170:sil-lahul-2019-pa-gushal:i1
wordlist response,chamberlain-chamberlain2019lahul,79,71,170,what.kind,Pa,Pattani,Mooling,a,1,tʃʌnɐʃui,tʃʌnɐʃui,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-mooling,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 71, item 170, Pattani-Mooling]",sillahul2019:g170:sil-lahul-2019-pa-mooling:i1
wordlist response,chamberlain-chamberlain2019lahul,79,71,170,what.kind,Pa,Pattani,Tholang,9,1,tʃitɕo,tʃitɕo,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-tholang,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 71, item 170, Pattani-Tholang]",sillahul2019:g170:sil-lahul-2019-pa-tholang:i1
wordlist response,chamberlain-chamberlain2019lahul,79,71,170,what.kind,Pa,Pattani,Chimrat,a,1,tʃʌmeʈho,tʃʌmeʈho,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-chimrat,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 71, item 170, Pattani-Chimrat]",sillahul2019:g170:sil-lahul-2019-pa-chimrat:i1
wordlist response,chamberlain-chamberlain2019lahul,79,71,170,what.kind,Pa,Pattani,Salgram,a,1,tʃʌmiʈho,tʃʌmiʈho,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-salgram,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 71, item 170, Pattani-Salgram]",sillahul2019:g170:sil-lahul-2019-pa-salgram:i1
wordlist response,chamberlain-chamberlain2019lahul,79,71,170,what.kind,Ti,Tinani,Sissu,5,1,khiʃo,khiʃo,Unicode Charis/Doulos SIL text layer,,target,installed,,lbf,sil-lahul-2019-ti-sissu,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 71, item 170, Tinani-Sissu]",sillahul2019:g170:sil-lahul-2019-ti-sissu:i1
wordlist response,chamberlain-chamberlain2019lahul,79,71,170,what.kind,Ti,Tinani,Gondhla,1,1,ɐlitʃo,ɐlitʃo,Unicode Charis/Doulos SIL text layer,,target,installed,,lbf,sil-lahul-2019-ti-gondhla,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 71, item 170, Tinani-Gondhla]",sillahul2019:g170:sil-lahul-2019-ti-gondhla:i1
wordlist response,chamberlain-chamberlain2019lahul,79,71,170,what.kind,Ti,Tinani,Gondhla,5,2,kiʈʃoʃu,kiʈʃoʃu,Unicode Charis/Doulos SIL text layer,,target,installed,,lbf,sil-lahul-2019-ti-gondhla,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 71, item 170, Tinani-Gondhla]",sillahul2019:g170:sil-lahul-2019-ti-gondhla:i2
wordlist response,chamberlain-chamberlain2019lahul,79,71,170,what.kind,Ga,Gahri,Keylong,4,1,khɐnsu,khɐnsu,Unicode Charis/Doulos SIL text layer,,target,installed,,bfu,sil-lahul-2019-ga-keylong,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 71, item 170, Gahri-Keylong]",sillahul2019:g170:sil-lahul-2019-ga-keylong:i1
wordlist response,chamberlain-chamberlain2019lahul,79,71,170,what.kind,Ga,Gahri,Stingri,4,1,kʌnsukti̪,kʌnsukti̪,Unicode Charis/Doulos SIL text layer,,target,installed,,bfu,sil-lahul-2019-ga-stingri,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 71, item 170, Gahri-Stingri]",sillahul2019:g170:sil-lahul-2019-ga-stingri:i1
wordlist response,chamberlain-chamberlain2019lahul,79,71,170,what.kind,Ga,Gahri,Gawzang,4,1,khʌnɐ,khʌnɐ,Unicode Charis/Doulos SIL text layer,,target,installed,,bfu,sil-lahul-2019-ga-gawzang,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 71, item 170, Gahri-Gawzang]",sillahul2019:g170:sil-lahul-2019-ga-gawzang:i1
wordlist response,chamberlain-chamberlain2019lahul,79,71,170,what.kind,Bh,Bhoti,Darcha,b,1,tsuiblʌ,tsuiblʌ,Unicode Charis/Doulos SIL text layer,,target,installed,,sbu,sil-lahul-2019-bh-darcha,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 71, item 170, Bhoti-Darcha]",sillahul2019:g170:sil-lahul-2019-bh-darcha:i1
wordlist response,chamberlain-chamberlain2019lahul,79,71,170,what.kind,Bh,Bhoti,Darcha,f,2,gʌsukduk,gʌsukduk,Unicode Charis/Doulos SIL text layer,,target,installed,,sbu,sil-lahul-2019-bh-darcha,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 71, item 170, Bhoti-Darcha]",sillahul2019:g170:sil-lahul-2019-bh-darcha:i2
wordlist response,chamberlain-chamberlain2019lahul,79,71,170,what.kind,Bh,Bhoti,Kolong,c,1,tsuk̚lɐ,tsuk̚lɐ,Unicode Charis/Doulos SIL text layer,,target,installed,,sbu,sil-lahul-2019-bh-kolong,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 71, item 170, Bhoti-Kolong]",sillahul2019:g170:sil-lahul-2019-bh-kolong:i1
wordlist response,chamberlain-chamberlain2019lahul,79,71,170,what.kind,Bh,Bhoti,Rarig,c,1,tsuk̚lɐ,tsuk̚lɐ,Unicode Charis/Doulos SIL text layer,,target,installed,,sbu,sil-lahul-2019-bh-rarig,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 71, item 170, Bhoti-Rarig]",sillahul2019:g170:sil-lahul-2019-bh-rarig:i1
wordlist response,chamberlain-chamberlain2019lahul,79,71,170,what.kind,Bh,Bhoti,Tingrat,1,1,itʃose,itʃose,Unicode Charis/Doulos SIL text layer,,target,installed,,sbu,sil-lahul-2019-bh-tingrat,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 71, item 170, Bhoti-Tingrat]",sillahul2019:g170:sil-lahul-2019-bh-tingrat:i1
wordlist response,chamberlain-chamberlain2019lahul,79,71,170,what.kind,Bh,Bhoti,Tingrat,9,2,tʃiʈhophɐ,tʃiʈhophɐ,Unicode Charis/Doulos SIL text layer,,target,installed,,sbu,sil-lahul-2019-bh-tingrat,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 71, item 170, Bhoti-Tingrat]",sillahul2019:g170:sil-lahul-2019-bh-tingrat:i2
wordlist response,chamberlain-chamberlain2019lahul,79,71,170,what.kind,Bh,Bhoti,Khoksar,2,1,izu,izu,Unicode Charis/Doulos SIL text layer,,target,installed,,sbu,sil-lahul-2019-bh-khoksar,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 71, item 170, Bhoti-Khoksar]",sillahul2019:g170:sil-lahul-2019-bh-khoksar:i1
wordlist response,chamberlain-chamberlain2019lahul,79,71,170,what.kind,Ld,Ladakhi,Leh,e,1,kɐzuk,kɐzuk,Unicode Charis/Doulos SIL text layer,,prior_list,excluded,previously collected regional comparison list; retained audit-only,,,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 71, item 170, Ladakhi-Leh]",
wordlist response,chamberlain-chamberlain2019lahul,79,71,170,what.kind,Bh,Bhoti,Spiti,d,1,tukse,tukse,Unicode Charis/Doulos SIL text layer,,prior_list,excluded,previously collected regional comparison list; retained audit-only,,,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 71, item 170, Bhoti-Spiti]",
wordlist response,chamberlain-chamberlain2019lahul,79,71,170,what.kind,Tb,Tibetan,Lhasa,4,1,kaŋteʔ,kaŋteʔ,Unicode Charis/Doulos SIL text layer,,comparison,excluded,standard comparison/control language; retained audit-only,,,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 71, item 170, Tibetan-Lhasa]",
wordlist response,chamberlain-chamberlain2019lahul,80,72,171,this,Hi,Hindi,Standard,7,1,jɛ,jɛ,Unicode Charis/Doulos SIL text layer,,comparison,excluded,standard comparison/control language; retained audit-only,,,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 72, item 171, Hindi-Standard]",
wordlist response,chamberlain-chamberlain2019lahul,80,72,171,this,Pg,Pangi,Tindi,1,1,jɛdi,jɛdi,Unicode Charis/Doulos SIL text layer,,prior_list,excluded,previously collected regional comparison list; retained audit-only,,,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 72, item 171, Pangi-Tindi]",
wordlist response,chamberlain-chamberlain2019lahul,80,72,171,this,Pg,Pangi,Tindi,7,2,jɛdi,jɛdi,Unicode Charis/Doulos SIL text layer,,prior_list,excluded,previously collected regional comparison list; retained audit-only,,,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 72, item 171, Pangi-Tindi]",
wordlist response,chamberlain-chamberlain2019lahul,80,72,171,this,Ch,Chinali,Gushal,6,1,iʈhɛ,iʈhɛ,Unicode Charis/Doulos SIL text layer,,target,installed,,cih,sil-lahul-2019-ch-gushal,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 72, item 171, Chinali-Gushal]",sillahul2019:g171:sil-lahul-2019-ch-gushal:i1
wordlist response,chamberlain-chamberlain2019lahul,80,72,171,this,Ch,Chinali,Nalda,4,1,ih,ih,Unicode Charis/Doulos SIL text layer,,target,installed,,cih,sil-lahul-2019-ch-nalda,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 72, item 171, Chinali-Nalda]",sillahul2019:g171:sil-lahul-2019-ch-nalda:i1
wordlist response,chamberlain-chamberlain2019lahul,80,72,171,this,Lo,Lohari,Gondhla,5,1,isʌŋ,isʌŋ,Unicode Charis/Doulos SIL text layer,,target,installed,,lhl,sil-lahul-2019-lo-gondhla,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 72, item 171, Lohari-Gondhla]",sillahul2019:g171:sil-lahul-2019-lo-gondhla:i1
wordlist response,chamberlain-chamberlain2019lahul,80,72,171,this,Lo,Lohari,Gawzang,4,1,i,i,Unicode Charis/Doulos SIL text layer,,target,installed,,lhl,sil-lahul-2019-lo-gawzang,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 72, item 171, Lohari-Gawzang]",sillahul2019:g171:sil-lahul-2019-lo-gawzang:i1
wordlist response,chamberlain-chamberlain2019lahul,80,72,171,this,Pa,Pattani,Jobrang,1,1,d̪i,d̪i,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-jobrang,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 72, item 171, Pattani-Jobrang]",sillahul2019:g171:sil-lahul-2019-pa-jobrang:i1
wordlist response,chamberlain-chamberlain2019lahul,80,72,171,this,Pa,Pattani,Thirot,1,1,d̪i,d̪i,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-thirot,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 72, item 171, Pattani-Thirot]",sillahul2019:g171:sil-lahul-2019-pa-thirot:i1
wordlist response,chamberlain-chamberlain2019lahul,80,72,171,this,Pa,Pattani,Udeypur,3,1,d̪u,d̪u,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-udeypur,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 72, item 171, Pattani-Udeypur]",sillahul2019:g171:sil-lahul-2019-pa-udeypur:i1
wordlist response,chamberlain-chamberlain2019lahul,80,72,171,this,Pa,Pattani,Gushal,1,1,dhi,dhi,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-gushal,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 72, item 171, Pattani-Gushal]",sillahul2019:g171:sil-lahul-2019-pa-gushal:i1
wordlist response,chamberlain-chamberlain2019lahul,80,72,171,this,Pa,Pattani,Gushal,2,2,d̪heɾtɪ̪ʔ,d̪heɾtɪ̪ʔ,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-gushal,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 72, item 171, Pattani-Gushal]",sillahul2019:g171:sil-lahul-2019-pa-gushal:i2
wordlist response,chamberlain-chamberlain2019lahul,80,72,171,this,Pa,Pattani,Mooling,1,1,d̪i,d̪i,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-mooling,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 72, item 171, Pattani-Mooling]",sillahul2019:g171:sil-lahul-2019-pa-mooling:i1
wordlist response,chamberlain-chamberlain2019lahul,80,72,171,this,Pa,Pattani,Tholang,1,1,d̪ih,d̪ih,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-tholang,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 72, item 171, Pattani-Tholang]",sillahul2019:g171:sil-lahul-2019-pa-tholang:i1
wordlist response,chamberlain-chamberlain2019lahul,80,72,171,this,Pa,Pattani,Chimrat,1,1,d̪i,d̪i,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-chimrat,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 72, item 171, Pattani-Chimrat]",sillahul2019:g171:sil-lahul-2019-pa-chimrat:i1
wordlist response,chamberlain-chamberlain2019lahul,80,72,171,this,Pa,Pattani,Salgram,1,1,d̪i,d̪i,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-salgram,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 72, item 171, Pattani-Salgram]",sillahul2019:g171:sil-lahul-2019-pa-salgram:i1
wordlist response,chamberlain-chamberlain2019lahul,80,72,171,this,Ti,Tinani,Sissu,1,1,di,di,Unicode Charis/Doulos SIL text layer,,target,installed,,lbf,sil-lahul-2019-ti-sissu,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 72, item 171, Tinani-Sissu]",sillahul2019:g171:sil-lahul-2019-ti-sissu:i1
wordlist response,chamberlain-chamberlain2019lahul,80,72,171,this,Ti,Tinani,Gondhla,1,1,di,di,Unicode Charis/Doulos SIL text layer,,target,installed,,lbf,sil-lahul-2019-ti-gondhla,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 72, item 171, Tinani-Gondhla]",sillahul2019:g171:sil-lahul-2019-ti-gondhla:i1
wordlist response,chamberlain-chamberlain2019lahul,80,72,171,this,Ga,Gahri,Keylong,6,1,te,te,Unicode Charis/Doulos SIL text layer,,target,installed,,bfu,sil-lahul-2019-ga-keylong,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 72, item 171, Gahri-Keylong]",sillahul2019:g171:sil-lahul-2019-ga-keylong:i1
wordlist response,chamberlain-chamberlain2019lahul,80,72,171,this,Ga,Gahri,Stingri,6,1,th̪ e,th̪ e,Unicode Charis/Doulos SIL text layer,,target,installed,,bfu,sil-lahul-2019-ga-stingri,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 72, item 171, Gahri-Stingri]",sillahul2019:g171:sil-lahul-2019-ga-stingri:i1
wordlist response,chamberlain-chamberlain2019lahul,80,72,171,this,Ga,Gahri,Gawzang,6,1,othe,othe,Unicode Charis/Doulos SIL text layer,,target,installed,,bfu,sil-lahul-2019-ga-gawzang,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 72, item 171, Gahri-Gawzang]",sillahul2019:g171:sil-lahul-2019-ga-gawzang:i1
wordlist response,chamberlain-chamberlain2019lahul,80,72,171,this,Bh,Bhoti,Darcha,4,1,ji,ji,Unicode Charis/Doulos SIL text layer,,target,installed,,sbu,sil-lahul-2019-bh-darcha,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 72, item 171, Bhoti-Darcha]",sillahul2019:g171:sil-lahul-2019-bh-darcha:i1
wordlist response,chamberlain-chamberlain2019lahul,80,72,171,this,Bh,Bhoti,Darcha,1,2,di,di,Unicode Charis/Doulos SIL text layer,,target,installed,,sbu,sil-lahul-2019-bh-darcha,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 72, item 171, Bhoti-Darcha]",sillahul2019:g171:sil-lahul-2019-bh-darcha:i2
wordlist response,chamberlain-chamberlain2019lahul,80,72,171,this,Bh,Bhoti,Kolong,4,1,i,i,Unicode Charis/Doulos SIL text layer,,target,installed,,sbu,sil-lahul-2019-bh-kolong,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 72, item 171, Bhoti-Kolong]",sillahul2019:g171:sil-lahul-2019-bh-kolong:i1
wordlist response,chamberlain-chamberlain2019lahul,80,72,171,this,Bh,Bhoti,Rarig,4,1,i,i,Unicode Charis/Doulos SIL text layer,,target,installed,,sbu,sil-lahul-2019-bh-rarig,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 72, item 171, Bhoti-Rarig]",sillahul2019:g171:sil-lahul-2019-bh-rarig:i1
wordlist response,chamberlain-chamberlain2019lahul,80,72,171,this,Bh,Bhoti,Tingrat,4,1,iː,iː,Unicode Charis/Doulos SIL text layer,,target,installed,,sbu,sil-lahul-2019-bh-tingrat,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 72, item 171, Bhoti-Tingrat]",sillahul2019:g171:sil-lahul-2019-bh-tingrat:i1
wordlist response,chamberlain-chamberlain2019lahul,80,72,171,this,Bh,Bhoti,Khoksar,4,1,i,i,Unicode Charis/Doulos SIL text layer,,target,installed,,sbu,sil-lahul-2019-bh-khoksar,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 72, item 171, Bhoti-Khoksar]",sillahul2019:g171:sil-lahul-2019-bh-khoksar:i1
wordlist response,chamberlain-chamberlain2019lahul,80,72,171,this,Ld,Ladakhi,Leh,4,1,ibo,ibo,Unicode Charis/Doulos SIL text layer,,prior_list,excluded,previously collected regional comparison list; retained audit-only,,,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 72, item 171, Ladakhi-Leh]",
wordlist response,chamberlain-chamberlain2019lahul,80,72,171,this,Ld,Ladakhi,Leh,4,2,i,i,Unicode Charis/Doulos SIL text layer,,prior_list,excluded,previously collected regional comparison list; retained audit-only,,,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 72, item 171, Ladakhi-Leh]",
wordlist response,chamberlain-chamberlain2019lahul,80,72,171,this,Bh,Bhoti,Spiti,4,1,i,i,Unicode Charis/Doulos SIL text layer,,prior_list,excluded,previously collected regional comparison list; retained audit-only,,,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 72, item 171, Bhoti-Spiti]",
wordlist response,chamberlain-chamberlain2019lahul,80,72,171,this,Tb,Tibetan,Lhasa,1,1,di,di,Unicode Charis/Doulos SIL text layer,,comparison,excluded,standard comparison/control language; retained audit-only,,,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 72, item 171, Tibetan-Lhasa]",
wordlist response,chamberlain-chamberlain2019lahul,80,72,172,that,Hi,Hindi,Standard,f,1,ʋoh,ʋoh,Unicode Charis/Doulos SIL text layer,,comparison,excluded,standard comparison/control language; retained audit-only,,,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 72, item 172, Hindi-Standard]",
wordlist response,chamberlain-chamberlain2019lahul,80,72,172,that,Pg,Pangi,Tindi,g,1,ʋoɾ,ʋoɾ,Unicode Charis/Doulos SIL text layer,,prior_list,excluded,previously collected regional comparison list; retained audit-only,,,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 72, item 172, Pangi-Tindi]",
wordlist response,chamberlain-chamberlain2019lahul,80,72,172,that,Ch,Chinali,Gushal,e,1,tɛ̪ ʈɛ,tɛ̪ ʈɛ,Unicode Charis/Doulos SIL text layer,,target,installed,,cih,sil-lahul-2019-ch-gushal,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 72, item 172, Chinali-Gushal]",sillahul2019:g172:sil-lahul-2019-ch-gushal:i1
wordlist response,chamberlain-chamberlain2019lahul,80,72,172,that,Ch,Chinali,Nalda,b,1,seʔ,seʔ,Unicode Charis/Doulos SIL text layer,,target,installed,,cih,sil-lahul-2019-ch-nalda,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 72, item 172, Chinali-Nalda]",sillahul2019:g172:sil-lahul-2019-ch-nalda:i1
wordlist response,chamberlain-chamberlain2019lahul,80,72,172,that,Lo,Lohari,Gondhla,8,1,osʌŋ,osʌŋ,Unicode Charis/Doulos SIL text layer,,target,installed,,lhl,sil-lahul-2019-lo-gondhla,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 72, item 172, Lohari-Gondhla]",sillahul2019:g172:sil-lahul-2019-lo-gondhla:i1
wordlist response,chamberlain-chamberlain2019lahul,80,72,172,that,Lo,Lohari,Gawzang,8,1,osɐŋ,osɐŋ,Unicode Charis/Doulos SIL text layer,,target,installed,,lhl,sil-lahul-2019-lo-gawzang,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 72, item 172, Lohari-Gawzang]",sillahul2019:g172:sil-lahul-2019-lo-gawzang:i1
wordlist response,chamberlain-chamberlain2019lahul,80,72,172,that,Pa,Pattani,Jobrang,2,1,d̪u,d̪u,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-jobrang,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 72, item 172, Pattani-Jobrang]",sillahul2019:g172:sil-lahul-2019-pa-jobrang:i1
wordlist response,chamberlain-chamberlain2019lahul,80,72,172,that,Pa,Pattani,Thirot,2,1,d̪u,d̪u,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-thirot,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 72, item 172, Pattani-Thirot]",sillahul2019:g172:sil-lahul-2019-pa-thirot:i1
wordlist response,chamberlain-chamberlain2019lahul,80,72,172,that,Pa,Pattani,Udeypur,6,1,nu,nu,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-udeypur,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 72, item 172, Pattani-Udeypur]",sillahul2019:g172:sil-lahul-2019-pa-udeypur:i1
wordlist response,chamberlain-chamberlain2019lahul,80,72,172,that,Pa,Pattani,Gushal,3,1,d̪hʌɾ,d̪hʌɾ,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-gushal,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 72, item 172, Pattani-Gushal]",sillahul2019:g172:sil-lahul-2019-pa-gushal:i1
wordlist response,chamberlain-chamberlain2019lahul,80,72,172,that,Pa,Pattani,Mooling,4,1,d̪i,d̪i,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-mooling,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 72, item 172, Pattani-Mooling]",sillahul2019:g172:sil-lahul-2019-pa-mooling:i1
wordlist response,chamberlain-chamberlain2019lahul,80,72,172,that,Pa,Pattani,Tholang,2,1,d̪u,d̪u,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-tholang,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 72, item 172, Pattani-Tholang]",sillahul2019:g172:sil-lahul-2019-pa-tholang:i1
wordlist response,chamberlain-chamberlain2019lahul,80,72,172,that,Pa,Pattani,Tholang,6,2,d̪u,d̪u,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-tholang,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 72, item 172, Pattani-Tholang]",sillahul2019:g172:sil-lahul-2019-pa-tholang:i2
wordlist response,chamberlain-chamberlain2019lahul,80,72,172,that,Pa,Pattani,Chimrat,6,1,nu,nu,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-chimrat,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 72, item 172, Pattani-Chimrat]",sillahul2019:g172:sil-lahul-2019-pa-chimrat:i1
wordlist response,chamberlain-chamberlain2019lahul,80,72,172,that,Pa,Pattani,Salgram,2,1,d̪u,d̪u,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-salgram,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 72, item 172, Pattani-Salgram]",sillahul2019:g172:sil-lahul-2019-pa-salgram:i1
