Entry_Key,Form,Raw_Gloss_German,English_Gloss,Review,Translator,Model,Source_SHA256
berger:p424:c2:e007,táuċ,Wette,bet,machine-translated-unreviewed,Argos Translate,de_en 1.3,046db63122a82a5c36636325b8426e82e5963754d972ced302940ab3c115b121
berger-entry-9173,tauċí,in: tauċí bulá Polospiel mit Wette i,in: tauċí bulá polo game with bet i,machine-translated-unreviewed,Argos Translate,de_en 1.3,e2a4cc5c3a71f1f65f487115719b23ee4ff90e89ff2e2b79bcbf5117ee877a2a
berger-entry-9174,tawiíl,"t- anvertrauen, übergeben (wem -ċi/-ċe)","t- entrust, handed over (wem -ċi/-ċe)",machine-translated-unreviewed,Argos Translate,de_en 1.3,eb4ef6f96f7f2f3ce629662d5918fc8ca7219dc3784e2c29a18e083b92caa363
berger-entry-9175,taąyáar,"fertig, bereit","ready, ready",machine-translated-unreviewed,Argos Translate,de_en 1.3,7b984833fc65bf35706a6fc87219e0a51ca8f7964f1f649ada234e4d66dc57be
berger-entry-9179,tazár,"eigentliche Bedeutung unbekannt, nur in dem Fluch guíe","actual meaning unknown, only in the curse guíe",machine-translated-unreviewed,Argos Translate,de_en 1.3,6540d2552bd11f81828e5bf4cc7907ccb66ce8ba8d5e1678c7e833b80de7f51a
berger-entry-9180,teélaċar,"teélaċum, teélar s. das Fg","teélaċum, teélar s. das Fg",machine-translated-unreviewed,Argos Translate,de_en 1.3,ec58d9c947251dc478b2742bc152d69e0a15c93e21ff06cedd4550f28f44fd5a
berger-entry-9181,teéle,dort,there,machine-translated-unreviewed,Argos Translate,de_en 1.3,39c21f5b3b359f1e66524755f6ffe25dd2d980176d0048191970365971ae5791
berger-entry-9183,teélar,teélċar dorthin,teélċar there,machine-translated-unreviewed,Argos Translate,de_en 1.3,089b49973b951e49a6368b8b27be9f368a3c48ac9dedae13751aff8e9e9bb917
berger-entry-9184,teélum,"38. 10; , teélaċum von dort","38.10; , teélaċum from there",machine-translated-unreviewed,Argos Translate,de_en 1.3,b6501c585430b4ee75940e4b527510b44fead528bf0af17e9d8a7121e3445454
berger-entry-9185,téeruman,"téerum , téerumaan, téurumaan so viel, so sehr","téerum, téerumaan, téurumaan so much, so much",machine-translated-unreviewed,Argos Translate,de_en 1.3,fe55d1f6257e4dd21211d4ba046d98759b01aba5afd0c7ef62be84ce6b4fabad
berger-entry-9185:dialect:1,téerum,"téerum , téerumaan, téurumaan so viel, so sehr","téerum, téerumaan, téurumaan so much, so much",machine-translated-unreviewed,Argos Translate,de_en 1.3,fe55d1f6257e4dd21211d4ba046d98759b01aba5afd0c7ef62be84ce6b4fabad
berger-entry-9185:dialect:2,téerumar,"téerum , téerumaan, téurumaan so viel, so sehr","téerum, téerumaan, téurumaan so much, so much",machine-translated-unreviewed,Argos Translate,de_en 1.3,fe55d1f6257e4dd21211d4ba046d98759b01aba5afd0c7ef62be84ce6b4fabad
berger-entry-9186,téez,"tées scharf, rasch, flink, gewandt, schneidig","tées sharp, fast, nimble, deft, dashing",machine-translated-unreviewed,Argos Translate,de_en 1.3,4d6f1e17430098a5975bacbddca2c3000ac63d04923af1c9797f41c24dd1745c
berger-entry-9187,tél-,s. d:l,see d:l,machine-translated-unreviewed,Argos Translate,de_en 1.3,0a041552c0b074185af3f0ee516134a0ea306720fec5d6f139466f8e8fc178bb
berger-entry-9187:dialect:1,téne,s. d:l,see d:l,machine-translated-unreviewed,Argos Translate,de_en 1.3,0a041552c0b074185af3f0ee516134a0ea306720fec5d6f139466f8e8fc178bb
berger-entry-9195,ter,"Bergweide, Hochweide für den Sommer (mit etwas Ackerbau, im Gegensatz zu ruṅ) ; (vor Pflanzennamen) wild; (bei Tieren) Jahr, ""Sommer"" L","mountain pasture, high pasture for summer (with some agriculture, as opposed to ruṅ); (before plant names) wild; (for animals) year, ""summer"" L",machine-translated-unreviewed,Argos Translate,de_en 1.3,3f20f6f0ec33d403f4c420279f933a810498e7fd0b0fbfc44964345cd548cac0
berger:p425:c1:e007,tes,"dieses da (indem man darauf deutet, Kindersprache)","this there (by pointing out, children's language)",machine-translated-unreviewed,Argos Translate,de_en 1.3,cd34e9dcee8db2e8abe64830e7d910d120afc94810c28aadb54cb2ffe41fa4f6
berger:p425:c2:e001,teś,s. das Fg,see the following entry,machine-translated-unreviewed,Argos Translate,de_en 1.3,61dbdc58a24dd8de76a6987c796fd2730b8f76898a55eb0948e60abbd67eb0a0
berger-entry-9202,tési,"teśmíů, ng. teś -míṅń, D.pl. (?, vgl. Gr. .) teśmíćaṅ Dach (von außen gesehen)","teśmíů, ng. teś -míṅń, D.pl. (?, cf. Gr. .) teśmíćaṅ roof (seen from the outside)",machine-translated-unreviewed,Argos Translate,de_en 1.3,9ba770334f3ad94ecef15493604db31db3cc637156f1bd68216a53f03380908b
berger-entry-9202:dialect:1,teś,"teśmíů, ng. teś -míṅń, D.pl. (?, vgl. Gr. .) teśmíćaṅ Dach (von außen gesehen)","teśmíů, ng. teś -míṅń, D.pl. (?, cf. Gr. .) teśmíćaṅ roof (seen from the outside)",machine-translated-unreviewed,Argos Translate,de_en 1.3,9ba770334f3ad94ecef15493604db31db3cc637156f1bd68216a53f03380908b
berger-entry-9204,teś,Eid ; ; L,eid; L,machine-translated-unreviewed,Argos Translate,de_en 1.3,f881faee8c8d7a629a4eee5f4e1fb527bf70abf21a12cebaa77503826b95f10d
berger-entry-9204:dialect:1,tê-,Eid ; ; L,eid; L,machine-translated-unreviewed,Argos Translate,de_en 1.3,f881faee8c8d7a629a4eee5f4e1fb527bf70abf21a12cebaa77503826b95f10d
berger-entry-9205,téurumaan,sS. téeruman,sS. téeruman,machine-translated-unreviewed,Argos Translate,de_en 1.3,88e44f2695fe63bcffb6bae127bf0373e21e7b9a51c8bfc2b847a87890e68c86
berger:p425:c2:e005,tí-,s$. d,s$.d,machine-translated-unreviewed,Argos Translate,de_en 1.3,e1a5911c1c48331fe2f44a680e5f3b19d55b02c0760fc84269d0e2386ca6cf94
berger-entry-9206,tié man,(Haut) sich ablösen,(skin) detaching,machine-translated-unreviewed,Argos Translate,de_en 1.3,c6a5956f37fa59be1cc39d2828bec68ba46499de16301060f8d44d9bb00521b5
berger-entry-9207,tidíq,s. tadáq,see tadáq,machine-translated-unreviewed,Argos Translate,de_en 1.3,63613e458f058e2ab356e669374d3cf287efa5496a76e0996e0eb88f33f5a5b1
berger:p425:c2:e008,tidíu-tidíu,s. tadáo,see tadáo,machine-translated-unreviewed,Argos Translate,de_en 1.3,c02a13b1ecd63d82193041f0e5e2a3102549282dc602d718c151d2c2bb8d2ed7
berger-entry-9208,tíino,"(Bursche) flink, schneidig","(Bursche) nimble, dashing",machine-translated-unreviewed,Argos Translate,de_en 1.3,10cdc105361f05afffdc91709837582381d56014cbf20eba9d622e8e3502949c
berger:p425:c2:e010,tik,"und pl. Erde, Boden ; ; ; Rost","and pl. earth, soil ; ; ; rust",machine-translated-unreviewed,Argos Translate,de_en 1.3,ba4c5fd3a67e3f9b48f7f94795746eec42f5053a0b40fe8bff111127446e7f7e
berger-entry-9211,tik man,"(Trauben, Äpfel) die ersten eßbaren Früchte bilden","(grapes, apples) form the first edible fruits",machine-translated-unreviewed,Argos Translate,de_en 1.3,3d5d7a7d0c25f941757cddc61bddb13b1a528b0de29999d3291d3b387b0ff84e
berger-entry-9212,tíkgal,qhírgal Art Wacholder (nicht sújukum) (tik + 'gal),qhírgal type juniper (not sújukum) (tik + 'gal),machine-translated-unreviewed,Argos Translate,de_en 1.3,baebba9ac85c9c41af7be3c2a41410dcc8a4f2a81fa64c6ee9a1e7ad51d7f359
berger-entry-9212:dialect:1,qhírgal,qhírgal Art Wacholder (nicht sújukum) (tik + 'gal),qhírgal type juniper (not sújukum) (tik + 'gal),machine-translated-unreviewed,Argos Translate,de_en 1.3,baebba9ac85c9c41af7be3c2a41410dcc8a4f2a81fa64c6ee9a1e7ad51d7f359
berger-entry-9213,stiki,s. mul,see mul,machine-translated-unreviewed,Argos Translate,de_en 1.3,e58728139192d9ceaf08aed26129eeb3f36a4d4976cbc7fe24953c80c1419581
berger-entry-9214,tíkirś,"Wacholderzweig, zur Einzäunung verwendet","juniper branch, used for fencing",machine-translated-unreviewed,Argos Translate,de_en 1.3,d0f546ddce6c3e33c80af425db38055d70f7f83f18b525af378dc0c89b3f3ee3
berger:p426:c1:e004,lil,"?z-l- -j- nz-l(in), Lei. ng. für til","?z-l--j-nz-l(in), Lei. ng. for til",machine-translated-unreviewed,Argos Translate,de_en 1.3,102b8bf2521a4f25569dfccd4edc7e0c1c459e76f12c432150c5402afed5c8b2
berger:p426:c1:e004:dialect:1,til,"?z-l- -j- nz-l(in), Lei. ng. für til","?z-l--j-nz-l(in), Lei. ng. for til",machine-translated-unreviewed,Argos Translate,de_en 1.3,102b8bf2521a4f25569dfccd4edc7e0c1c459e76f12c432150c5402afed5c8b2
berger-entry-9216,ćtil,"ang. ganz und gar, unvermischt, nicht anders als","ang. completely, unmixed, not different from",machine-translated-unreviewed,Argos Translate,de_en 1.3,c3afc76cfb8ef20bb6ad379e3641ed4487f36b0755bfa20ca3dc232951dc7449
berger-entry-9218,tilbuśóośo,s. tilí,see tilí,machine-translated-unreviewed,Argos Translate,de_en 1.3,ddd4fe2c7a6d288c010939fa608fed71d1661f1479cdee0a650ed944d03d0749
berger-entry-9219,tilésumiù ét-,"schmeicheln, überreden, beschwatzen (wen?","flatter, persuade, sweat (who?)",machine-translated-unreviewed,Argos Translate,de_en 1.3,419f5291f2ab479345482509c57e7a3d61800a81bab899508640710c8e8e4f34
berger-entry-9220,tilí,"und pl., D.pl. -muċ Walnuß; y (-léṅ) Walnußbaum","and pl., D.pl. -muċ walnut; y (-léṅ) walnut tree",machine-translated-unreviewed,Argos Translate,de_en 1.3,7b799e22601b76c8a62c7bf059daf09c29d1c2e7877ada0cc9ad75f49a935c6f
berger-entry-9220:dialect:1,telé,"und pl., D.pl. -muċ Walnuß; y (-léṅ) Walnußbaum","and pl., D.pl. -muċ walnut; y (-léṅ) walnut tree",machine-translated-unreviewed,Argos Translate,de_en 1.3,7b799e22601b76c8a62c7bf059daf09c29d1c2e7877ada0cc9ad75f49a935c6f
berger-entry-9222,tilíaṅ,Sattel,saddle,machine-translated-unreviewed,Argos Translate,de_en 1.3,6c6f10f9a774f0c1242543aff9810bda41126886cf676b79b1636aa0c94529a4
berger-entry-9222:dialect:1,tilíhaṅ,Sattel,saddle,machine-translated-unreviewed,Argos Translate,de_en 1.3,6c6f10f9a774f0c1242543aff9810bda41126886cf676b79b1636aa0c94529a4
berger-entry-9223,tilphúuś,"Art Blume der Hochweide, weiß, sehr sújukum ^","type flower of high pasture, white, very sújukum^",machine-translated-unreviewed,Argos Translate,de_en 1.3,59b57efee80172b0f3e441c8149a94684a3e9e10a815610210d5f4ce4331e941
berger-entry-9224,tíltil,minå oder titil miná NH Art heimische Medizin: geröstete und zerstoßene Leinsamen (T 58277),minå or titil miná NH type native medicine: roasted and crushed flaxseed (T 58277),machine-translated-unreviewed,Argos Translate,de_en 1.3,0666f7722896679905481805c15d784bc0784eabeae9f4e00c37b05138b777dd
berger-entry-9225,tiltíṅiś,"Arnebia guttata Bunge, Wurzeln werden wegen der schönen Farbe dem Brotteig beigemischt {ys. tiltíṅiniś, tiltiṅkiś ""Blasebalg""?)","arnebia guttata bunge, roots are added to the bread dough because of the beautiful color {ys. tiltíṅiniś, tiltiṅkiś ""bubble bellows""?]",machine-translated-unreviewed,Argos Translate,de_en 1.3,5f570c8a2e45a8dfb3cb40fc29957c865fc2fde1ecb28274ff5ceb6927a873f1
berger-entry-9225:dialect:1,tiltíṅiniś,"Arnebia guttata Bunge, Wurzeln werden wegen der schönen Farbe dem Brotteig beigemischt {ys. tiltíṅiniś, tiltiṅkiś ""Blasebalg""?)","arnebia guttata bunge, roots are added to the bread dough because of the beautiful color {ys. tiltíṅiniś, tiltiṅkiś ""bubble bellows""?]",machine-translated-unreviewed,Argos Translate,de_en 1.3,5f570c8a2e45a8dfb3cb40fc29957c865fc2fde1ecb28274ff5ceb6927a873f1
berger:p426:c2:e005,tiltíq,s. taltáq,see taltáq,machine-translated-unreviewed,Argos Translate,de_en 1.3,4f284b01da17df273ed9a6f209f31f29d5e29320448eef45b4ff7be3a5c28d34
berger-entry-9227,timaní,s. das Fg,see the following entry,machine-translated-unreviewed,Argos Translate,de_en 1.3,61dbdc58a24dd8de76a6987c796fd2730b8f76898a55eb0948e60abbd67eb0a0
berger-entry-9228,timeéś ét-,"auch timaní étschweigen, nicht aufmucken","also timaní étschweigen, not muck up",machine-translated-unreviewed,Argos Translate,de_en 1.3,fede3582c96cd1cb87c434bf9eca02881b12e4705d9f3eb8bc0d81b8b08ccb51
berger:p426:c2:e008,tin,s. -ltín,see -ltín,machine-translated-unreviewed,Argos Translate,de_en 1.3,06831d9b5f2b18d0a05b9bc3f95e6b7a8318c0333c8d0b425aa798e2597c1e8d
berger-entry-9230,tináani,süßer Aprikosenkern (im Gegensatz zum bitteren) C + kanĝ,sweet apricot kernel (as opposed to bitter) C + kanĝ,machine-translated-unreviewed,Argos Translate,de_en 1.3,0c8ba221a98e3733d52dc52723d50fe73f40e60fdf241183d3e29bbc55f5010b
berger-entry-9231,tinjó-minjó,s. -ltín \,see -ltín\,machine-translated-unreviewed,Argos Translate,de_en 1.3,e34d11a350f36af2b2cf8a0dec759c9cea5706366ed00aebc57d692c776bad92
berger:p426:c2:e011,tip,s. ?tap,see ?tap,machine-translated-unreviewed,Argos Translate,de_en 1.3,2c9c82d065b09843a5679e63314b38d876bf2749dccec7207a4df205ad1cb154
berger-entry-9233,tip-hík,s. ?hik,see ?hik,machine-translated-unreviewed,Argos Translate,de_en 1.3,d3de9e5ce7102800e808a6d8c83ba6fb5fd2d73d92898a52fab2f5099a4cf0db
berger:p426:c2:e013,tiptíp,s. taptáp,see taptáp,machine-translated-unreviewed,Argos Translate,de_en 1.3,ac73141f4a1365ef26575fb99ef3bdbf61a214cf71d09b789b29bc50d8c0d8be
berger-entry-9235,típupuś,s. ćípuphuś,see ćípuphuś,machine-translated-unreviewed,Argos Translate,de_en 1.3,3dad9f256a45ad89abd927a1568dfc3a93081ec2084379c39f110d07d91bad61
berger-entry-9236,tíqaqás,(sic) -iù NH Art wilde Pflanze,(sic) -iù NH species wild plant,machine-translated-unreviewed,Argos Translate,de_en 1.3,577946499031373739d45bc18a0e49805424a44cec2863e43c9f0ad013374880
berger:p426:c2:e016,tiqtáq,s. taq,see also taq,machine-translated-unreviewed,Argos Translate,de_en 1.3,aec7088e11cd5f824ec0bbc55b5fdd4f3c416bcc3ff5f39b6e87eb5ec1ac8eff
berger-entry-9238,s-tir-,s. +-ltir,see +-ltir,machine-translated-unreviewed,Argos Translate,de_en 1.3,c75e3bc6bb61a219e3341b4691a81206edf8c199d59e2946f53621a0f632b55e
berger-entry-9240,tíribit,s. tárabat,see tárabat,machine-translated-unreviewed,Argos Translate,de_en 1.3,89023bb5e3e32fa49520d672680bec980339b865fa0774661a2aff15c186f0df
berger-entry-9241,tiríp,s. taráp,see taráp,machine-translated-unreviewed,Argos Translate,de_en 1.3,8bafcea907978a448728f3c73550d2d6ff8cb4c69808e783b30fdf847c9668c0
berger-entry-9242,tiríqtin,"ein bestimmter weicher Knochen (Knorpel?) im Knie von Mensch und Tier, ng. eßbar C + tin)","a certain soft bone (cartilage?) in the knee of man and animal, ng. edible C + tin",machine-translated-unreviewed,Argos Translate,de_en 1.3,c0660df5dbefd3a558b6a1dff7af878435ae68427b17d132fb7ae3dd3de0ac03
berger-entry-9244,tirkán- -kái-,"(verschüttetes Öl, Wunde) sich ausbreiten","(spilled oil, wound) spread",machine-translated-unreviewed,Argos Translate,de_en 1.3,d03209935d2382e4a20aeb273f5a71114012143ae5f7010e73ff00e09d29708a
berger:p427:c1:e006,+-tirkan-,ausbreiten lassen,let spread,machine-translated-unreviewed,Argos Translate,de_en 1.3,4ced6f2bc693784fede22cf7b4820045c9d093e416144f33429410896291cb01
berger-entry-9246,tírtir,s. ?tar,see ?tar,machine-translated-unreviewed,Argos Translate,de_en 1.3,d273a4db1cf7af8a2398c07c238d6e5b26a8d9f5bbb3ab76bce290ee74310949
berger:p427:c1:e008,tis,s. tas,see tas,machine-translated-unreviewed,Argos Translate,de_en 1.3,a1f2b518378748250e7066f81568e8b1dd07d8bb6212cd3c8568789bee2be692
berger-entry-9247,tis,s. tis,see also tis,machine-translated-unreviewed,Argos Translate,de_en 1.3,ce1b4d290d6ffa4205b688e3d8dd352b9db3b946a3fef8841fafb0eb1b2635be
berger-entry-9249,tískir-pískir ét-,"und tuskurús ét-, NH","and tuskurús ét-, NH",machine-translated-unreviewed,Argos Translate,de_en 1.3,c7d81f44f1205c43b37b83f611ab38e690fc069a59bf906c8c50785528fe20a7
berger-entry-9252,tisqán,"Erdbeben ; gewaltiger, kraftvoller Mensch, der andere einschüchtert","earthquake; mighty, powerful man who intimidates others",machine-translated-unreviewed,Argos Translate,de_en 1.3,1707fd1a88543d1868c84ee0034f23bd87eccef27f4c110f46549688c606a3e4
berger-entry-9252:dialect:1,tasqán,"Erdbeben ; gewaltiger, kraftvoller Mensch, der andere einschüchtert","earthquake; mighty, powerful man who intimidates others",machine-translated-unreviewed,Argos Translate,de_en 1.3,1707fd1a88543d1868c84ee0034f23bd87eccef27f4c110f46549688c606a3e4
berger-entry-9253,tistás,tistís s. tas,tistís s. tas,machine-translated-unreviewed,Argos Translate,de_en 1.3,8b6203295a47cd2fba9ffb7d813767b279e443cd4d56da68cae242553e3554ca
berger:p427:c1:e013,tiś,"tíaṅ Wind, Sturmwind; durch Furcht vor Dämonen hervorgerufene lähmende Angst oder Fieber, Krankheit (= ng","tíaṅ wind, storm wind; crippling fear caused by fear of demons or fever, disease (= ng )",machine-translated-unreviewed,Argos Translate,de_en 1.3,924e25ad371964108a26966046a2fdf2da6c1fe36b1de1afb72579b3d2216a76
berger:p427:c1:e013:dialect:1,tíaṅ,"tíaṅ Wind, Sturmwind; durch Furcht vor Dämonen hervorgerufene lähmende Angst oder Fieber, Krankheit (= ng","tíaṅ wind, storm wind; crippling fear caused by fear of demons or fever, disease (= ng )",machine-translated-unreviewed,Argos Translate,de_en 1.3,924e25ad371964108a26966046a2fdf2da6c1fe36b1de1afb72579b3d2216a76
berger-entry-9256,tíśkiś,windig,windy,machine-translated-unreviewed,Argos Translate,de_en 1.3,1a3a0ff076fbfa58a2f8e73907a702ad035f8db997a1f0278429456307e49fef
berger-entry-9257,tiśbulú,Einfluß von bösen Geistern (tis + ?),influence of evil spirits (tis + ?),machine-translated-unreviewed,Argos Translate,de_en 1.3,30f79904a77900a60dbebd50f513c0c5a1c0f822e695abe2871e0bb5cbf41b3d
berger-entry-9258,tíśçi,"(x oder y je nach Objekt) Spanne, Abstand von der Spitze des Daumens bis zu der des kleinen Fingers bei gestreckter Hand","(x or y depending on the object) span, distance from the tip of the thumb to that of the little finger when the hand is stretched",machine-translated-unreviewed,Argos Translate,de_en 1.3,b38912d24e08198581ed89e8ca2cfdd609ff67197bdc776bbf1bfbf12ffafcd1
berger-entry-9258:dialect:1,téśṭik,"(x oder y je nach Objekt) Spanne, Abstand von der Spitze des Daumens bis zu der des kleinen Fingers bei gestreckter Hand","(x or y depending on the object) span, distance from the tip of the thumb to that of the little finger when the hand is stretched",machine-translated-unreviewed,Argos Translate,de_en 1.3,b38912d24e08198581ed89e8ca2cfdd609ff67197bdc776bbf1bfbf12ffafcd1
berger-entry-9259,tisk,auch -míṅù <ićiṅù -iù Dolch; ng. Bajonett ; 316; L,the word also means -míṅù <ićiṅù -iù Dolch; ng. bayonet ; 316; L,machine-translated-unreviewed,Argos Translate,de_en 1.3,cdb977aef6f1540a8ac81870b08939eecba31a6c770081b7934587e2dc56dd73
berger-entry-9259:dialect:1,teśk,auch -míṅù <ićiṅù -iù Dolch; ng. Bajonett ; 316; L,the word also means -míṅù <ićiṅù -iù Dolch; ng. bayonet ; 316; L,machine-translated-unreviewed,Argos Translate,de_en 1.3,cdb977aef6f1540a8ac81870b08939eecba31a6c770081b7934587e2dc56dd73
berger:p427:c2:e005,tíśkiś,s. tiś,see tiś,machine-translated-unreviewed,Argos Translate,de_en 1.3,8ea54fe5f8d13c88a7e2f73c7b1c3bcd621cbbe6d02e14f01a7cea9ebf089805
berger-entry-9261,tiśpupuś,s. ćípuphuś,see ćípuphuś,machine-translated-unreviewed,Argos Translate,de_en 1.3,3dad9f256a45ad89abd927a1568dfc3a93081ec2084379c39f110d07d91bad61
berger-entry-9262,tit -mán-,"auch ?pit man: (ein bißchen, versehentlich) furzen","also ?pit man: (a little, accidentally) fart",machine-translated-unreviewed,Argos Translate,de_en 1.3,7700035a2bc02fef38ee93615c635ce1145b0eeab1689951f6fc0c9b0696008b
berger-entry-9263,titáal,"faul, träge","lazy, lazy",machine-translated-unreviewed,Argos Translate,de_en 1.3,c96182c873aa5a0e06f3a568223daee5491ca980f17e103b84981fbeedec0cb8
berger-entry-9264,títi,"Krankheit, Seuche","disease, disease",machine-translated-unreviewed,Argos Translate,de_en 1.3,91b0d1d25ef47cf6c31295df5c3a1765e4383468476ff9a31e8193541d6ca5d5
berger:p427:c2:e010,ríti,t- (mit einem scharfen Gegenstand) verletzen = tth),t- (with a sharp object) injure = tth),machine-translated-unreviewed,Argos Translate,de_en 1.3,3fdc66aa08440888c4883774c32cdce15bc0e78c8812843f01cbc1d53f3d98d5
berger-entry-9266,títi,Blut (Kindersprache) (= ith),blood (children's language) (= ith),machine-translated-unreviewed,Argos Translate,de_en 1.3,606c31d162d641fc9da546088f671bd3662768a2fa7cce2028455a0fc55737eb
berger-entry-9268,títil,s. tíltil,see tíltil,machine-translated-unreviewed,Argos Translate,de_en 1.3,718411229f2c4725e468697daad15ceba2d2fae17e0ca429723b2367eb94edb2
berger:p427:c2:e013,títip,s. tátap,see tátap,machine-translated-unreviewed,Argos Translate,de_en 1.3,41a7383b610edcedd723d2ea9a1d687ac7fd5a35c0077e7bf58603de920fed53
berger:p428:c1:e001,títir,s. ?tar,see ?tar,machine-translated-unreviewed,Argos Translate,de_en 1.3,d273a4db1cf7af8a2398c07c238d6e5b26a8d9f5bbb3ab76bce290ee74310949
berger-entry-9270,to,dann ; ; ; ; im Nachsatz von Kond.sätzen (Gr. .),then ; ; ; ; in the subsequent sentence of Kond.satz (Gr. .),machine-translated-unreviewed,Argos Translate,de_en 1.3,22757c6e36a6a8e579e29533bb942a3382468ab428cdb376317aeecfc672d8d7
berger-entry-9271,tőko,in,in,machine-translated-unreviewed,Argos Translate,de_en 1.3,582967534d0f909d196b97f9e6921342777aea87b46fa52df165389db1fb8ccf
berger-entry-9272,tőkur,Holzkasten für Getreide usw,"wooden box for grain, etc",machine-translated-unreviewed,Argos Translate,de_en 1.3,86291164f9693d16094dc6276e5567ad6fb298678aa087f826e91bcdee0406a8
berger-entry-9282-dialect-2,tol,sjo Schlange ; 15. 1,sjo snake; 15.1,machine-translated-unreviewed,Argos Translate,de_en 1.3,64bd9473d0667313825c549684cb105f65477f6d3b241f5530dae69a5bd66093
berger-entry-9282-dialect-2:dialect:1,tul,sjo Schlange ; 15. 1,sjo snake; 15.1,machine-translated-unreviewed,Argos Translate,de_en 1.3,64bd9473d0667313825c549684cb105f65477f6d3b241f5530dae69a5bd66093
berger-entry-9273,?tol,sjo Ahle ; Qs. tul) çuk étas tol Ahle zum Nähen,sjo Ahle ; Qs. tul) çuk étas tol Ahle for sewing,machine-translated-unreviewed,Argos Translate,de_en 1.3,95d706106b69fdd3737a3af7822225c9c2cf6d86490d96ef71334b07c978b886
berger:p428:c1:e007,_tolç,ziù Stück Holz als Fackel (grö- Ber als pílili),ziù piece of wood as a torch (greater- Ber as pílili),machine-translated-unreviewed,Argos Translate,de_en 1.3,e85fbf9e6f18e1fa763d6a0ffa44b10af131f0c9f9c0054fe0eabc6881aa659e
berger-entry-9276,toléso,"eine(r), der (die) sich gewohnheitsmäßig Getreide borgt (von tóoli)",one who habitually borrows grain (from tóoli),machine-translated-unreviewed,Argos Translate,de_en 1.3,8d8bb32a34899711574d72aa7664137a098876f6cd75a94297354ee1c27f6d41
berger-entry-9277,tom,Baum ; 35. 7,"tree; 35, 7",machine-translated-unreviewed,Argos Translate,de_en 1.3,0bacb0ae342876aafeec1dcee12cc41552ef8d3497735fa81dd65e04393ffe61
berger-entry-9278,toobá ét-,"bedauern, bereuen","regret, regret",machine-translated-unreviewed,Argos Translate,de_en 1.3,cd9c02c7a77b98bc07499390e1270ff49d9ce490d4bb48e7db1ba1042d2d0103
berger-entry-9279,tóol,"=:t- hz.ng. (Stoff, Land usw.) abmessen; (Salz, Butter) wägen; beurteilen","=:t- hz.ng. (substance, land, etc.); weigh (salt, butter); judge",machine-translated-unreviewed,Argos Translate,de_en 1.3,c17386f1ed624ef4f03381c0dbb0bd8b41b1b919e222b637812d6e332b6d8f9c
berger-entry-9280,tóolkiś,"Maß für Mehi und Getreide (= tóoli)}, hölzernes Meßgefäß","measure for mehi and grain (= tóoli)}, wooden measuring vessel",machine-translated-unreviewed,Argos Translate,de_en 1.3,5d3c81782fdd1c4be0b5d7b045a0c23b73daca9c71bdc78290d3ef0f1a34a2c4
berger-entry-9281,toól,in,in,machine-translated-unreviewed,Argos Translate,de_en 1.3,582967534d0f909d196b97f9e6921342777aea87b46fa52df165389db1fb8ccf
berger-entry-9282,toóle,nur hz. dort ; ; ; ; u.a,only hz. there ; ; ; ; etc,machine-translated-unreviewed,Argos Translate,de_en 1.3,b1cabb693372198d8d6e3fbe93df0bc67a25ec95f51bbaf5b00a5544739e96c1
berger-entry-9282:dialect:1,to,nur hz. dort ; ; ; ; u.a,only hz. there ; ; ; ; etc,machine-translated-unreviewed,Argos Translate,de_en 1.3,b1cabb693372198d8d6e3fbe93df0bc67a25ec95f51bbaf5b00a5544739e96c1
berger-entry-9283,toólum,von dort ; ; 9. 26; ; u.a,from there ; ; 9. 26; ; among others,machine-translated-unreviewed,Argos Translate,de_en 1.3,793dfb4e3d605fa738ef2e10f120828a98272d86bea6c9c41d9f55e7454b8063
berger-entry-9283:dialect:1,tólum,von dort ; ; 9. 26; ; u.a,from there ; ; 9. 26; ; among others,machine-translated-unreviewed,Argos Translate,de_en 1.3,793dfb4e3d605fa738ef2e10f120828a98272d86bea6c9c41d9f55e7454b8063
berger-entry-9284,tóoli,Maß; (pl. -muċ) in Notzeiten vom Mir geborgtes Getreide L (zu T 5980),measure; (pl. -muċ) in times of emergency from the grain borrowed from me L (to T 5980),machine-translated-unreviewed,Argos Translate,de_en 1.3,e2e540a9ea270aecbfec69813a2ffcfacc5961173f0c03fb64a4033a8b60ff28
berger-entry-9285,tóolkiś,s. tóol,see also tóol,machine-translated-unreviewed,Argos Translate,de_en 1.3,91e6f4bb76db08517983453c5f00c317039d763f09057267e317ac0fc1eb74bb
berger-entry-9283-dialect-1,toólum,s. toóle,see also Toóle,machine-translated-unreviewed,Argos Translate,de_en 1.3,7c6ba638426041346524ab6d5c472016f1644a5d7c35d9774c47c8c1c88697b4
berger-entry-9288,toóm,Schweiß (von Krankheit oder Schwäche) (zu T 5778),sweat (from disease or weakness) (to T 5778),machine-translated-unreviewed,Argos Translate,de_en 1.3,b0264e3e60ee60e73a78a7df81a49c4e9734b77692393f6fd393999673b066c4
berger-entry-9290,tóop,Kanone (tóop-zambúur),cannon (tóop-zambúur),machine-translated-unreviewed,Argos Translate,de_en 1.3,8ca27ec4f339ef7c1c17898c5df9893486b734d11775343ef44f4c7c78501085
berger-entry-9290:dialect:1,'tup,Kanone (tóop-zambúur),cannon (tóop-zambúur),machine-translated-unreviewed,Argos Translate,de_en 1.3,8ca27ec4f339ef7c1c17898c5df9893486b734d11775343ef44f4c7c78501085
