Printed_Page|Column|Item|List|Letter|Headword|Grammar|Gloss_German|Gloss_English|Etymology|Editor_Note
327|R|36|ind|TH|thav²|m|(Sa) "Schütteln"|shaking|ohne Etym.|homonym 2
327|R|37|ind|TH|thavdel|itr|fließen|to flow|< ai. dhāvati "fließen" + del; vgl. hi. dhāwnā (Turner)|
327|R|38|ind|TH|therel|tr|bekommen, haben|to get; to have|< ai. dharati "halten"; vgl. hi. dharnā; tharel, part. thardo < ai. dhārayati "halten"|
327|R|39|ind|TH|thovel¹|tr|setzen, stellen, legen|to set; to put; to lay|< ai. dhāpayati kaus "stellen lassen" oder < pk. thāveï < ai. sthāpayati kaus "hinstellen" ?|homonym 1
327|R|40|ind|TH|thovel²|tr|waschen|to wash|< pa. dhovati < ai. dhāvati; vgl. hi. dhonā|homonym 2
327|R|41|ind|TH|thud|m|Milch|milk|< pk. duddha- < ai. dugdha- "gemolken"; vgl. hi. dūdh|the etymology bracket is printed at the head of p. 328 col. 1
328|L|01|ind|TH|thulo|adj|dick, fett|thick; fat|< pk. thūla- < ai. sthūla-; vgl. hi. thūlā (Turner)|the bracket printed above this entry belongs to thud on p. 327
328|L|02|ind|TH|thuv|m|Rauch|smoke|< pk. ai. dhūma-; vgl. hi. dhūã:|
328|L|03|ind|U|učo|adj|hoch|high|< pa. ai. ucca- "hoch(ragend)"; vgl. hi. ũ:c(a)|
328|L|04|ind|U|učhal|f|Schatten|shadow|< ai. *ava-chāda- "bedecken"; vgl. hi. ojhal "Versteck, Deckung", gujarātī ojhaṭ "Schatten"|
328|L|05|ind|U|učhanel, ušanel|tr|sieben|seven|< ai. *ut-kṣāṇayati; vgl. pk. chāṇaṇa- "sieben, aussondern"; hi. chānnā "durchsieben"; unsicher wegen š in vielen Romani-Dialekten|
328|L|06|ind|U|učhar|xref|s. čhar|||see-reference
328|L|07|ind|U|učharel|tr|bedecken|to cover|< ai. ava-chādayati "bedecken"; vgl. pk. occhāiya; vgl. o. učhal; mit učhar kontam.?|
328|L|08|ind|U|udžile|adj|verschuldet, verpflichtet|indebted; obliged|vgl. dard. ūsh "Schuld"|
328|L|09|ind|U|uhjel|xref|s. huljel|||see-reference
328|L|10|ind|U|ukljel|itr|steigen, klettern|to climb|< ai. *ut-kalati "steigen, besteigen" ?; nur im Romani|
328|L|11|ind|U|ulavel, fulavel, hulavel|tr|trennen, teilen, kämmen|to separate; to divide; to comb|< pk. uvalabhaï "erhalten" < ai. *upalābhayati kaus "erhalten machen" ?|
328|L|12|ind|U|umal, mal|m|Feld, Weide|field; pasture|< pk. māla- "Garten" < ai. māla- "Stadtforst"; vgl. oṛiyā māla "Dschungel"; u- < ai. ava- ?|
328|L|13|ind|U|umblal|f|Holzscheit|log|ohne Etym.|
328|L|14|ind|U|umblavel|tr|hängen, aufhängen|to hang; to hang up|< pa. olambhati < ai. avalambhate "herunterhängen"; vgl. hi. olamnā (Turner)|
328|L|15|ind|U|upre|adv|oben, aufwärts|above; upwards|< ai. *uppari statt upari; vgl. hi. ūpar|
328|L|16|ind|U|urjal|itr|fliegen|to fly|< pa. uḍḍeti < ai. uḍḍīyate/uḍḍayati "auffliegen"; vgl. hi. uṛnā|
328|L|17|ind|U|urjavel|tr|ankleiden|to dress|vgl. pk. uḍḍiya "blanket for wearing" u. hi. oṛhnā "bedecken, anziehen"|
328|R|18|ind|U|ušanel|xref|s. učhanel|||see-reference
328|R|19|ind|U|ušjol|p-i (part ušlo)|sauer werden (Milch)|to turn sour (of milk)|ohne Etym.|
328|R|20|ind|U|uštavel|tr|heben, aufwecken|to lift; to wake|vgl. pk. utthāveï < ai. utthāpayati (*uṣṭhā- < *ut-sthā- ?) "heben, aufstehen machen"; vgl. hi. uṭhānā|
328|R|21|ind|U|uštel|itr|aufstehen|to stand up|< ai. *ut-sthāti; vgl. pa. utthāti u. hi. uṭhnā|
328|R|22|ind|U|užo|adj|rein, sauber|clean|< pk. uju-/ujju- < ai. ṛju- "gerade, ehrlich"; vgl. bangali uj|
328|R|23|ind|V|va|xref|s. ova|||see-reference
328|R|24|ind|V|vaćarel|tr|reden, sprechen|to talk; to speak|zu pk. vakka-, ai. vākya- "Rede, Worte"; vgl. panjābī vāk/bāk. Formen mit r wie rakerel/vrakerel könnten vom präfig. Part stammen, vgl. nir-ukta, evtl. durch Kontam. mit vak-|
328|R|25|ind|V|vago (So), avgo||erster|first|zu ai. agra-?; vgl. hi. āgū "vorwärts"|no grammatical label
328|R|26|ind|V|vaj|konj|oder|or|< pk. ai. RV vā|
328|R|27|ind|V|vangli (Sa)|f|Ring|ring|< ai. (pa. hi.) aṅguli- "Finger"|
328|R|28|ind|V|-var||Mal|time (occurrence)|< ai. vāra-; vgl. hi. bār|suffix entry; no grammatical label
328|R|29|ind|V|vast|m|Hand|hand|< ai. hasta-; vgl. hi. hāth|
328|R|30|ind|V|vaš|präp|für, wegen|for; because of|< ai. vaśnā "kraft, mittels, wegen"|
328|R|31|ind|V|venderja|xref|s. enderja|||see-reference
328|R|32|ind|V|vesto|adj|froh, munter|glad; cheerful|ohne Etym.|
328|R|33|ind|V|vi||auch, ebenfalls|also; likewise|< pk. avi < ai. api "auch"; vgl. sindhī bi/bhī u. hi. bhī "ebenso"|no grammatical label
328|R|34|ind|V|vijand|xref|s. ivand|||see-reference
328|R|35|ind|V|vudar|m|Tür|door|< *duvāra < ai. dvāra-; vgl. marāṭhī bār|
328|R|36|ind|V|vušt|m (f)|Lippe|lip|< ai. oṣṭha-; vgl. hi. õṭh|
328|R|37|ind|Z|zeveli|f|Grieben|cracklings|ohne Etym.|
328|R|38|ind|Z|zumavel|tr|versuchen|to try|ohne Etym.|
328|R|39|ind|Z|zunavel|xref|s. dunavel|||see-reference
329|L|01|iran|A|akana|xref|s. Ind. Etyma|||see-reference to the Indic list
329|L|02|iran|A|amal|m|Freund, Gefährte|friend; companion|< iran.; vgl. pašto mal; osset. ämbal|
329|L|03|iran|A|ambrol|m|Birne|pear|< pers. amrūd, d > l noch in pers. Zeit?|
329|L|04|iran|A|angrusti|f|Ring, Fingerring|ring; finger ring|< pers. anguštar, angaštarī; hi. anguštarī < pers.|
329|L|05|iran|A|angušt|m|Finger|finger|< ai. anguṣṭha- "Daumen"?; wegen angrusti eher < pers. angušt|
329|L|06|iran|A|arčič|xref|s. Armen. Etyma|||see-reference to the Armenian list
329|L|07|iran|A|aresel|itr/tr|ankommen, einholen; genügen|to arrive; to catch up; to suffice|< pers. rasīdan "erreichen, einholen; genügen|printed quotation mark unbalanced in source
329|L|08|iran|A|arde|xref|s. orde|||see-reference
329|L|09|iran|A|asjav|m|Mühle|mill|< pers. āsyā; vgl. mpers. āsyāb|
329|L|10|iran|A|avgin|m|Honig, Met|honey; mead|< pers. angubīn|
329|L|11|iran|A|avsin|m|Stahl|steel|< kurd. avsin|
329|L|12|iran|B|baxt|f|Glück, Segen|luck; blessing|< pers. baxt|
329|L|13|iran|B|bezex|m|Fehler, Sünde|fault; sin|< pers. bazah "Schuld, Verbrechen"|
329|L|14|iran|B|bi, bi-|präp + gen|ohne, außer; Präfix un-|without; except; un-|< pers. bī- "ohne, un-" ?; s. a. Ind. Etyma|
329|L|15|iran|B|bibi|f|Tante|aunt|< pers. bībī "Dame, Herrin"; vgl. a. Ind. Etyma|
329|L|16|iran|B|brek(h)|m (f)|Brust, Busen|breast; bosom|nach Mikl. < pers. bark (schlecht belegt)|
329|L|17|iran|B|bršind|xref|s. Ind. Etyma|||see-reference to the Indic list
329|L|18|iran|B|buzex|f|Sporn|spur|vgl. pers. spuzīdan "stechen, durchbohren"|
329|R|19|iran|B|buz(n)o|m|Ziegenbock|he-goat|< pers. buz|
329|R|20|iran|Č|čarajin|f|Stern|star|< pers. čarx "Rad, Kreis" bzw. čarx falak "Himmelskreis"?; eher unwahrscheinlich|
329|R|21|iran|Č|čarjavel, čarjol|xref|s. Ind. Etyma|||see-reference to the Indic list
329|R|22|iran|Č|čikat, čekat|m|Stirn|forehead|< pers. čakād bzw. arm. čakat|
329|R|23|iran|Č|čupni|f|Peitsche, Knute|whip|vgl. pers. čābuk "Pferdepeitsche"; Variante čukni mit skr. čuknuti kontam.?|
329|R|24|iran|D|desto|m|Henkel, Griff|handle|< pers. daste "Griff"|
329|R|25|iran|D|diz|f|Stadt, Festung|town; fortress|< pers. diz, diž "Festung"|
329|R|26|iran|D|dorjav|m|Fluß|river|< pers. daryā(b)|
329|R|27|iran|D|dumo|xref|s. Ind. Etyma|||see-reference to the Indic list
329|R|28|iran|D|dušel|tr|melken|to milk|< pers. dūxtan, dūšīdan präs dūš-; kaum direkt ai. duhyate "wird gemolken"|
329|R|29|iran|DŽ|džut|m|Jude|Jew|arab. yahudi > džut noch in Persien?|
329|R|30|iran|DŽ|džet|xref|s. zet|||see-reference
329|R|31|iran|H|hanavel|xref|s. Ind. Etyma|||see-reference to the Indic list
329|R|32|iran|X|xamavel, xamuvel (Sa); xamevel (So)||gähnen|to yawn|< pers. xamiyāza "Gähnen"?; vgl. Griech. Etyma: xaštisarel|no grammatical label
329|R|33|iran|X|xanduk|xref|s. Ind. Etyma|||see-reference to the Indic list
329|R|34|iran|X|xandž|xref|s. Ind. Etyma|||see-reference to the Indic list
330|L|01|iran|X|xanřudel, xarundel|tr|kratzen, schaben|to scratch; to scrape|< pers. xārāndan "kratzen", xārīdan "kratzen, ritzen", xārxār "Kratzen" o. pk. kaṁḍūyaï ?; vgl.a. arm. xan-tel; s.a. Ind. Etyma|
330|L|02|iran|X|xar|f|Schlucht|ravine|zu pers. xāre (xārā) "Klippe, Fels"?; s.a. Ind. Etyma|
330|L|03|iran|X|xer|m|Esel|donkey|< pers. xar oder < pk. ai. khara-; s.a. Ind. Etyma|
330|L|04|iran|X|xomer|m|Teig|dough|< pers.-arab. xamīr oder arm. xəmor mit Vokalumsprung|
330|L|05|iran|X|xulaj, khulaj|m|Hausherr, Grundbesitzer|master of the house; landowner|kaum < pers. xodā, kurd. xola "Herr, Gott"|
330|L|06|iran|X|xurdo|adj|kurz, klein, winzig|short; small; tiny|kaum < pk. khuṭṭa- "gebrochen"; vgl. hi. khūṭna "abgetragen sein"; eher pers. xord, xorde "klein, fein, winzig"|
330|L|07|iran|I|izdral|xref|s. lizdral|||see-reference
330|L|08|iran|J|jekh, ekh|num|ein(s)|one|< pers. yek?; vgl. Ind. Etyma: ekh|
330|L|09|iran|K|kamel|xref|s. Ind. Etyma|||see-reference to the Indic list
330|L|10|iran|K|kanzavuri|m|Igel|hedgehog|gr. σκαντζόχοιρος; kontam. mit pers. xārāndaz "Stachelschwein" ?|
330|L|11|iran|K|kermo, kirmo|m|Wurm|worm|< pers. kirm oder < ai. kṛmi- ?|
330|L|12|iran|K|kermuso|m|Maus, Ratte|mouse; rat|< ker- ? + mūṣa- "Ratte, Maus"; eher pers. karmūš "Bisamratte" oder kūrmūš wörtl. "blinde Maus"|
330|L|13|iran|K|kež|m/f|Seide|silk|< pers. kaž/kaǧ|
330|L|14|iran|K|kisi|f|Börse, Säckchen|purse; small bag|< pers.-arab. kīsa|
330|L|15|iran|K|kořo|adj|blind|blind|< pers. kōr "blind"; vgl. arm. kojr|
330|L|16|iran|K|kuči|f|Topf|pot|vgl. kurd. kūz, pers. kūze; aus älterer iran. Form ?|
330|L|17|iran|K|kuštik|f|Gürtel; Generation|belt; generation|< pers. kuštī(g)|
330|L|18|iran|KH|khangiri(n)|f|Kirche|church|< pers. kongere "Zinne, Kuppel"? (Valt); vgl. a. hi. kaṅgura "Anhöhe, Turm"|etymology bracket printed at the head of col. 2
330|R|19|iran|KH|khulaj|xref|s. xulaj|||see-reference
330|R|20|iran|L|lizdral, izdral|itr|zittern|to tremble|< pers. larzīdan|
330|R|21|iran|L|loš|f|Freude|joy|< pers. rošan "hell, glänzend"? s.a. Ind. Etyma|
330|R|22|iran|M|mamux|f|Schlehe|sloe|vgl. pers. mahmīz "Sporn, Stachel", tk. mahmūz|
330|R|23|iran|M|mom|m|Wachs|wax|< pers. mōm oder < arm. mom|
330|R|24|iran|O|orde; arde (Rozw)|adv|hier|here|vgl. osset. ardəm "hierher", ordəm "dorthin"|
330|R|25|iran|P|parvarel|tr|ernähren, aufziehen|to feed; to rear|< pers. parvardan|
330|R|26|iran|P|patavo|m|grobe Decke, Teppich|coarse blanket; rug|< pers. pātābe, pātāve "Wickelgamaschen" und arm. patan "Binde" ?; s.a. Ind. Etyma|
330|R|27|iran|P|pendex|f|Haselnuß|hazelnut|vgl. pers. banduġ bzw. kurd. bendak|
330|R|28|iran|P|poxtan|m|Leinen, Stoff, Tuch|linen; fabric; cloth|vgl. pers. paxte "Baumwollgewebe"|
330|R|29|iran|P|pošom|f|Wolle|wool|< pers. pašm|
330|R|30|iran|P|poštin|m|Pelz|fur coat|< pers. pōst "Haut"; pōstīn "Pelz; aus Haut"|
330|R|31|iran|PH|phurt|f|Brücke|bridge|< pers. dial. purd|
330|R|32|iran|R|rez|f|Weinstock, Rebe|vine|< pers. raz "Rebe, Weinberg"|
330|R|33|iran|Ř|řəl, ril||Furz|fart|< pers. rīdan "caccare" ?; ai. sṛdh-, sardhate "furzen" lautl. schwierig|no grammatical label
330|R|34|iran|S|sini|f|(Sa) Tablett, Tischchen|tray; small table|< pers. sīnī in nördl. Dialekten; balk. Romani sinija < slav. tk.|the etymology bracket is printed at the head of p. 331 col. 1
331|L|01|iran|S|siř|m/f|Knoblauch|garlic|< pers. sīr|the bracket printed above this entry belongs to sini on p. 330
331|L|02|iran|Š|šaj|aux, impers|können|to be able|< pers. šāyad "es ist möglich"; mögl. auch < ai. śaknoti, pk. sakkaï "können"|
331|L|03|iran|Š|šol|xref|s. Ind. Etyma|||see-reference to the Indic list
331|L|04|iran|T|taxtaj|f|Glas, Becher|glass; cup|vgl. pers. tašt bzw. taštak "Schale, Becken"|
331|L|05|iran|T|tang|adj|eng, schmal|narrow|< pers. tang; vgl. ai. tañc- "zusammenziehen"|
331|L|06|iran|T|tirax|m|Schuh|shoe|zu osset. cyryx'x'?; vgl. gr. τσαρούχι|
331|L|07|iran|T|tover|m|Axt|axe|< pers. tabar, kurd. tavar; vgl. arm. tapar|etymology bracket printed at the head of col. 2
331|R|08|iran|T|traš|xref|s. Ind. Etyma|||see-reference to the Indic list
331|R|09|iran|TH|thaj|xref|s. Ind. Etyma|||see-reference to the Indic list
331|R|10|iran|V|vázdel|tr|heben, errichten|to lift; to erect|zu pers. afrāz- "heben" + del ?|
331|R|11|iran|V|veš|m|Wald, Berg|forest; mountain|vgl. mpers. veša(g); pers. bīše|
331|R|12|iran|V|vordon|m|Wagen|cart|vgl. osset. wærdon; mpers. wardyūn|
331|R|13|iran|Z|zen f Sattel; zeja|pl|Rücken|back|< pers. zēn|
331|R|14|iran|Z|zet, džet (So)||Öl|oil|< pers. zeit|no grammatical label
331|R|15|iran|Z|zor|f|Kraft, Gewalt, Anstrengung|strength; force; effort|< pers. zōr "Kraft, Macht, Gewalt"; vgl. arm. zor "Macht"|
331|L|16|arm|A|arčič|m|Zinn|tin|< arm. arčič; vgl. pers. arzīz|
331|L|17|arm|A|asan|m|Schleifstein|whetstone|< arm. esan, hesan oder ai. śāna-, śānā-, pa. sāṇa-; vgl. hi. sān "dass."|
331|L|18|arm|B|balani|f|Trog, Wanne|trough; tub|< altarm. balanikh pl, neuarm. bałnikh "Bad, Badeanstalt" < gr. βαλανεῖον|
331|L|19|arm|B|bokoli|f|eine Art Weißbrot|a kind of white bread|< arm. bokeł "Hörnchen, Schnecke" (Gebäck)|
331|L|20|arm|B|bov|m|Backofen, Ofen|oven; stove|< arm. bov "Schmelzofen"|
331|L|21|arm|B|burnik|f|Handvoll|handful|< arm. burr-nə "eine Handvoll" ?|
331|R|22|arm|Č|čambel|tr|kauen, beißen|to chew; to bite|zu arm. čam-el dass.?; s.a. Ind. Etyma|
331|R|23|arm|Č|či|Negation|nicht|not|< arm. (o)č̣ "nicht" u. č̣ē "ist nicht" bzw. č̣ikh "ist nicht, es gibt nicht"; vgl. auch khanči "nichts"; sehr unsicher|
331|R|24|arm|Č|čikat, čekat|m|Stirn|forehead|< pers. čakād bzw. arm. čakat|
331|R|25|arm|Č|čomoni, čimoni|pron|(Sinti) etwas (vgl. komoni "jemand")|something|zu či in khanči "nichts, etwas" ?; vgl. auch arm. č̣ + imən "nicht etwas" bzw. č̣ + omən "nicht jemand"|
331|R|26|arm|Č|čovexani|f|Gespenst, Hexe|ghost; witch|vgl. arm. čivag|
331|R|27|arm|Č|čuči|xref|s. Ind. Etyma|||see-reference to the Indic list
332|L|01|arm|D|dudum|m|Kürbis|pumpkin|< arm. dudum (dədum)|
332|L|02|arm|DŽ|džoro m, džori|f|Maultier|mule|< arm. džori dass.|
332|L|03|arm|G|gomež|m|Pferd|horse|< arm. gomeš "Büffel"|
332|L|04|arm|G|grast|m|Pferd|horse|< arm. grast|
332|L|05|arm|X|xanamik|m/f|Ko-Schwiegervater/Schwiegermutter|co-father-in-law; co-mother-in-law|< arm. xənami "verwandt durch Verschwägerung"|
332|L|06|arm|X|xanřudel, xarundel|tr|kratzen, schaben|to scratch; to scrape|vgl. arm. xan-tel; s.a. Iran. Etyma|
332|L|07|arm|X|xandž|xref|s. Ind. Etyma|||see-reference to the Indic list
332|L|08|arm|X|xip|f|Deckel|lid|< arm. xuph|
332|L|09|arm|X|xomer|m|Teig|dough|< pers.-arab. xamīr oder arm. xəmor mit Vokalumsprung|
332|L|10|arm|X|xor|f|Tiefe; adj tief|depth; deep|< arm. xor "tief"; vgl. a.hi. khol "Höhle"|
332|L|11|arm|K|kamel|xref|s. Ind. Etyma|||see-reference to the Indic list
332|L|12|arm|K|kicil|tr|beißen|to bite|< arm. kəc-em; mögl. auch onomat.|
332|L|13|arm|K|k(h)ilav, chjav-in|f|Pflaume|plum|< georg. khliavi|second headword verified at higher magnification
332|L|14|arm|K|koč|f (m)|Knie|knee|< arm. koč "Klotz, Baumstumpf" oder gr. κότσι "Fußknöchel"?; vgl. Ind. Etyma|
332|L|15|arm|K|kočak|f|Knopf|button|< arm. kočak "Knopf"|
332|L|16|arm|K|kol|m|(Sa) Schoß|lap|< arm. koł "Flanke, Seite, Rippe" ?|
332|L|17|arm|K|komoni (Sinti)|pron|jemand|someone|< ko(n) "wer" + arm. omən "jemand" ?|
332|L|18|arm|K|kořo|xref|s. Iran. Etyma|||see-reference to the Iranian list
332|L|19|arm|K|kotor|m|Stück|piece|< arm. kotor|
332|L|20|arm|KH|khoni|f|Talg|tallow|< georg. khoni "Talg"|
332|L|21|arm|KH|khuro|m|Hengst|stallion|vgl. arm. khurrak "Füllen"; s. Ind. Etyma|etymology bracket printed at the head of col. 2
332|R|22|arm|M|mižax, mižex (Sinti, Sa)|adj|schlecht|bad|zu arm. midžak "mittelmäßig" ?; kaum serb. mrzak|
332|R|23|arm|M|mom|m|Wachs|wax|< pers. mōm oder < arm. mom|
332|R|24|arm|M|momeli(n)|f|Kerze|candle|< arm. momełēn "aus Wachs"|
332|R|25|arm|M|morćhi|f|Haut, Leder|skin; leather|< arm. morth|
332|R|26|arm|O|ogi|m|Bauch, Seele|belly; soul|< arm. ogi, hogi|
332|R|27|arm|P|paćarel|tr|einwickeln, bedecken|to wrap; to cover|< arm. pat-em dass. + rom. -jar-|
332|R|28|arm|P|paćiv, pativ|f|Ehre, Ehrerbietung|honour; respect|< arm. pativ dass.; nicht < ai. pratyaya-; in Ableitungen mit paćal kontam.|
332|R|29|arm|P|patavo|xref|s. Iran. Etyma|||see-reference to the Iranian list
332|R|30|arm|P|pix, pixa|f|Augenbutter|rheum of the eye|< arm. biž ?; vgl. auch ćix|
332|R|31|arm|P|pišot|f|Blasebalg, Dudelsack|bellows; bagpipe|vgl. arm. phamphušt u. phəkhoc|
332|R|32|arm|R|rikono, rukono|m|junger Hund|puppy|< arm. koriwn durch Metathese ?|
332|R|33|arm|Š|šol|xref|s. Ind. Etyma|||see-reference to the Indic list
332|R|34|arm|T|te|xref|s. Ind. Etyma|||see-reference to the Indic list
332|R|35|arm|T|tover|m|Axt|axe|vgl. arm. tapar; s. Iran. Etyma|
332|R|36|arm|TH|thagar|m|König|king|< arm. thagavor "Kronenträger"|
332|R|37|arm|TH|thalik|f|Umhang, Schaffell|cloak; sheepskin|< arm. thałik "Filz"|
332|R|38|arm|TH|them|m/(f)|Land, Staat, Gebiet|land; state; region|< arm. them < mgr. θέμα (Verwaltungseinheit); ai. RV dhāman "Wohnort" (Vokal!) u. ai. stheman- "Stabilität" sind auch wegen des m unwahrscheinlich|
332|R|39|arm|Z|zor|xref|s. Iran. Etyma|||see-reference to the Iranian list
333|L|01|gr|A|agorida|f|saure Trauben|sour grapes|< gr. ἀγουρίδα "unreife Traube"|
333|L|02|gr|A|ala|konj|aber, jedoch|but; however|< gr. ἀλλά|
333|L|03|gr|A|ambori|adv|vielleicht|perhaps|< gr. (ἄν) μπορεῖ "es ist möglich, wenn möglich"|
333|L|04|gr|A|amijol|xref|s. mijazol|||see-reference
333|L|05|gr|A|amoni|m|Amboß|anvil|< gr. ἀμόνι|
333|L|06|gr|A|angali|f|Umarmung|embrace|< gr. ἀγκάλι|
333|L|07|gr|A|armin|f|Sauerkraut|sauerkraut|< gr. ἄρμη|
333|L|08|gr|A|avlín|f|Hof|courtyard|< gr. αὐλή|
333|L|09|gr|B|balani|xref|s. Arm. Etyma|||see-reference to the Armenian list
333|L|10|gr|B|beruli|f|(Col) Gabel|fork|< gr. πιρούνι ?|
333|L|11|gr|B|blumburis|m|(Thes) Bremse|horsefly|< gr. μπούμπουρα|
333|L|12|gr|B|bukka|f|(Thes) Stück|piece|< gr. μπουκιά ?|
333|L|13|gr|C|cevni, tsewni (Finck); čevni, čefni (Thes)|f|Schale, Hülse|shell; husk|< gr. τζέφλι, τσόφλι|
333|L|14|gr|C|ciknida|f|Nessel, Brennessel|nettle; stinging nettle|< gr. τσικνίδα, τσουκνίδα|
333|L|15|gr|C|ciknja|f|Angebranntes|burnt food|< gr. τσίκνα oder alb. ciknë|
333|L|16|gr|C|cinjazel|xref|s. tinanel|||see-reference
333|L|17|gr|C|cipa|f|Häutchen|membrane|< gr. τσίπα|
333|L|18|gr|C|coxa|f|Rock|skirt|< gr. τσόχα, skr. coha; tk. çuha|
333|R|19|gr|Č|čefni|xref|s. cevni|||see-reference
333|R|20|gr|Č|čeladoin|m|(Thes) Schwalbe|swallow|< gr. χελιδόνι|
333|R|21|gr|Č|čiox|xref|f (Sa) s. tirax|||see-reference
333|R|22|gr|Č|čiro(s), ciros m (Sinti u.a.) Zeit; čirla|adv|längst, seit langem, vor langem|long since; long ago|vermutlich zu gr. καιρός "Zeit"; mit Suffix -rla wie in tajsa-rla u.a.|
333|R|23|gr|Ć|ćira, ćera|f|Hausfrau, Frau, Dame|housewife; woman; lady|< gr. κυρία, κυρά "Frau"; unsicher bez. der unmittelbaren Herkunft, vgl. rum. chera|
333|R|24|gr|Ć|ćunisarel|tr|schütteln|to shake|kontam. aus gr. κουνῶ und kinosarel?, vgl. a. kunil|
333|R|25|gr|D|dekafti|m|Meißel|chisel|< gr. ??|the source prints two question marks in place of a Greek etymon
333|R|26|gr|D|drom|m|Weg, Straße|way; road|< gr. δρόμος "Weg"|
333|R|27|gr|D|dromin f (Sinti), tromin (Sa)||Goldmünze|gold coin|< gr. δραχμή (Pott)?; vgl.a. apabhr. pk. dramma|
333|R|28|gr|D|drosin|f|Tau|dew|< gr. δροσιά|
333|R|29|gr|D|durika|num|(Sa) zwölf, ein Dutzend|twelve; a dozen|< gr. δώδεκα|
333|R|30|gr|E|efta|num|sieben|seven|< gr. ἐφτά|
333|R|31|gr|E|ela!|imp|komm!|come!|< gr. ἔλα !|
334|L|01|gr|E|enderja, venderja|pl|Eingeweide, Gedärme|entrails; bowels|< gr. ἔντερα; s.a. Ind. Etyma|
334|L|02|gr|E|enja|num|neun|nine|< gr. ἐννιά|
334|L|03|gr|E|erni|xref|s. rini|||see-reference
334|L|04|gr|F|faj (ma) impers es scheint (mir); fanavel (Thes)||gefallen|to please|< gr. ἐφάνη "es schien" zu φαίνεται?|
334|L|05|gr|F|farmači|f|Gift|poison|< gr. φαρμάκι|
334|L|06|gr|F|feli|f|Schlinge, Falle|noose; trap|< gr. θελιά "Schlinge"|
334|L|07|gr|F|filašni f (Thes), filišin (Sa), filecin (Sinti)|f|Schloß, Gut|castle; estate|< gr. φυλακή "Festung, Gefängnis"|
334|L|08|gr|F|folašo|m|(Sa) Schal, Handschuh|scarf; glove|< gr. φορεσιά "Bekleidung" ?|
334|L|09|gr|F|fora||Mal, -mal|time (occurrence)|< gr. φορά|no grammatical label
334|L|10|gr|F|foro|m|Stadt, Markt, Platz|town; market; square|< gr. φόρος|
334|L|11|gr|F|funda|f|(So) Quaste|tassel|< gr. φούντα|
334|L|12|gr|G|gero|adj|arm; Verstorbener (Sinti)|poor; dead person|kaum zu gr. ἱερός "heilig"|
334|L|13|gr|H|hamzinel|xref|s. xaštisarel|||see-reference
334|L|14|gr|H|handako|m|(So) Graben|ditch|< gr. χαντάκι|
334|L|15|gr|H|hanosarel|tr|verzinnen|to tin|< gr. γανώνω|
334|L|16|gr|H|haravel|tr|umstürzen, zertrümmern|to overturn; to smash|< gr. χαλάω oder zu peravel/eravel?|
334|L|17|gr|H|hramo(sare)l, ramosarel|tr|schreiben|to write|Ableitung < gr. γράμμα|
334|L|18|gr|H|hrimiti(sare)l|itr|wiehern|to neigh|< gr. χρεμετίζω|
334|L|19|gr|H|hunija|f|Abgrund, Kluft|abyss; chasm|< gr. χωνί ?|
334|L|20|gr|X|xamos|m|Streit|quarrel|vgl. gr. χαμός "Durcheinander"; möglicherweise Verbalnomen zu xal nach balk. Vorbild, vgl. gr. τρώγεται, alb. hahet "sich streiten"|
334|L|21|gr|X|xarkuma|f|Kupfer, Kupfergefäß|copper; copper vessel|< gr. χάλκωμα, χάρκωμα|
334|R|22|gr|X|xasarel|tr|verlieren|to lose|< gr. χάνω, aor. ἔχασα|
334|R|23|gr|X|xašti(sare)l, hamzinel|itr|gähnen|to yawn|< gr. χασμουριέμαι; vgl.a. Iran. Etyma: xamavel|
334|R|24|gr|X|xljel (pe(s)), xinel||sich erleichtern, scheißen|to relieve oneself; to shit|kontam. < gr. χύνω "ausgießen, ejakulieren" u. χέζω "scheißen" ? oder zu ai. kiṭṭa- "Kot"; hi. kīṭ/khīṭ ?|no grammatical label
334|R|25|gr|X|xoli(n)|f|Galle, Zorn, Ärger|bile; anger; annoyance|< gr. χολή "Galle, Zorn"|
334|R|26|gr|X|xoljariko|adj|wütend|furious|< gr. χολερικός|
334|R|27|gr|X|xoljavol itr böse werden, xoljarel|tr|ärgern|to annoy|< gr. χολιάζω|
334|R|28|gr|X|xoni(k)|f|Trichter|funnel|< gr. χωνί|
334|R|29|gr|X|xoratil|itr|reden, sprechen|to talk; to speak|< gr. χωρατεύω "scherzen"|
334|R|30|gr|X|xorusis|m|(Ješina) Chor|choir|< gr. χορός|
334|R|31|gr|X|xovoli|f|Lauge (aus heißer Asche)|lye made from hot ashes|< gr. χόβολη "glühende Asche"|
334|R|32|gr|I|iri(sare)l|tr|umdrehen, zurückgeben|to turn round; to give back|< gr. γυρίζω "wenden, drehen, zurückgeben"|
334|R|33|gr|I|ispolajvol|p-i|danken|to thank|< gr. σπολλάτη/ εἰς πολλά ἔτη; oder < maked. spolajti|
334|R|34|gr|J|jatrosarel|tr|heilen, pflegen|to heal; to nurse|< gr. ιατρός "Arzt"; ιατρεύω "heilen"|
334|R|35|gr|J|jismata|pl|(Col) Kleider|clothes|< gr. ἱματισμός ?|
334|R|36|gr|K|kakaraška|f|Elster|magpie|< gr. καρακάξα "Elster"|
