Record_Type,Item,Gloss,Site_Code,Site_Name,Source_Dialect_Label,PDF_Page,Printed_Page,Column,Cell_Image,Manual_Transcription,Manual_Review,Uncertainty,OCR_Evidence,Status,Reason,Language_ID,Dialect_ID,Source,Entry_Keys
wordlist cell,150,one,KUL,Kullu,Kullui,101,94,1,cells/i150-KUL-pdf101.png,ek,manual-source-image,,Ek,installed,,kul,sil-kullu-1985-kullu,"blair2021kullu[Appendix C, printed p. 94, item 150, Kullu]",silkullu1985:kul:i150:v1
wordlist cell,151,two,KUL,Kullu,Kullui,101,94,1,cells/i151-KUL-pdf101.png,dʊwi,manual-source-image,,duwi,installed,,kul,sil-kullu-1985-kullu,"blair2021kullu[Appendix C, printed p. 94, item 151, Kullu]",silkullu1985:kul:i151:v1
wordlist cell,152,three,KUL,Kullu,Kullui,101,94,1,cells/i152-KUL-pdf101.png,t̪ɽai,manual-source-image,,tsai,installed,,kul,sil-kullu-1985-kullu,"blair2021kullu[Appendix C, printed p. 94, item 152, Kullu]",silkullu1985:kul:i152:v1
wordlist cell,153,four,KUL,Kullu,Kullui,101,94,1,cells/i153-KUL-pdf101.png,tʃaɽ,manual-source-image,,tfar,installed,,kul,sil-kullu-1985-kullu,"blair2021kullu[Appendix C, printed p. 94, item 153, Kullu]",silkullu1985:kul:i153:v1
wordlist cell,154,five,KUL,Kullu,Kullui,101,94,1,cells/i154-KUL-pdf101.png,pəɳtʃ,manual-source-image,,ponts,installed,,kul,sil-kullu-1985-kullu,"blair2021kullu[Appendix C, printed p. 94, item 154, Kullu]",silkullu1985:kul:i154:v1
wordlist cell,155,six,KUL,Kullu,Kullui,101,94,1,cells/i155-KUL-pdf101.png,tʃʰaʊ,manual-source-image,,tJhau,installed,,kul,sil-kullu-1985-kullu,"blair2021kullu[Appendix C, printed p. 94, item 155, Kullu]",silkullu1985:kul:i155:v1
wordlist cell,156,seven,KUL,Kullu,Kullui,101,94,1,cells/i156-KUL-pdf101.png,sotə,manual-source-image,,sota,installed,,kul,sil-kullu-1985-kullu,"blair2021kullu[Appendix C, printed p. 94, item 156, Kullu]",silkullu1985:kul:i156:v1
wordlist cell,157,eight,KUL,Kullu,Kullui,101,94,1,cells/i157-KUL-pdf101.png,otʰə,manual-source-image,,stha,installed,,kul,sil-kullu-1985-kullu,"blair2021kullu[Appendix C, printed p. 94, item 157, Kullu]",silkullu1985:kul:i157:v1
wordlist cell,158,nine,KUL,Kullu,Kullui,101,94,1,cells/i158-KUL-pdf101.png,noʊ,manual-source-image,,пэ и,installed,,kul,sil-kullu-1985-kullu,"blair2021kullu[Appendix C, printed p. 94, item 158, Kullu]",silkullu1985:kul:i158:v1
wordlist cell,159,ten,KUL,Kullu,Kullui,101,94,1,cells/i159-KUL-pdf101.png,dʌs,manual-source-image,,das,installed,,kul,sil-kullu-1985-kullu,"blair2021kullu[Appendix C, printed p. 94, item 159, Kullu]",silkullu1985:kul:i159:v1
wordlist cell,160,eleven,KUL,Kullu,Kullui,101,94,1,cells/i160-KUL-pdf101.png,gʰijaɽə,manual-source-image,,ghijasa,installed,,kul,sil-kullu-1985-kullu,"blair2021kullu[Appendix C, printed p. 94, item 160, Kullu]",silkullu1985:kul:i160:v1
wordlist cell,145,below,BHU,Bhutti,Kullui,101,94,2,cells/i145-BHU-pdf101.png,nʊʃtʰə,manual-source-image,,nuftha,installed,,kul,sil-kullu-1985-bhutti,"blair2021kullu[Appendix C, printed p. 94, item 145, Bhutti]",silkullu1985:bhu:i145:v1
wordlist cell,146,white,BHU,Bhutti,Kullui,101,94,2,cells/i146-BHU-pdf101.png,ʃetʰə,manual-source-image,,jeth1,installed,,kul,sil-kullu-1985-bhutti,"blair2021kullu[Appendix C, printed p. 94, item 146, Bhutti]",silkullu1985:bhu:i146:v1
wordlist cell,147,black,BHU,Bhutti,Kullui,101,94,2,cells/i147-BHU-pdf101.png,kʰaɭə,manual-source-image,,khal1,installed,,kul,sil-kullu-1985-bhutti,"blair2021kullu[Appendix C, printed p. 94, item 147, Bhutti]",silkullu1985:bhu:i147:v1
wordlist cell,148,red,BHU,Bhutti,Kullui,101,94,2,cells/i148-BHU-pdf101.png,lʌɭ,manual-source-image,,,installed,,kul,sil-kullu-1985-bhutti,"blair2021kullu[Appendix C, printed p. 94, item 148, Bhutti]",silkullu1985:bhu:i148:v1
wordlist cell,149,blue,BHU,Bhutti,Kullui,101,94,2,cells/i149-BHU-pdf101.png,nʊːɭə,manual-source-image,,nei:n,installed,,kul,sil-kullu-1985-bhutti,"blair2021kullu[Appendix C, printed p. 94, item 149, Bhutti]",silkullu1985:bhu:i149:v1
wordlist cell,150,one,BHU,Bhutti,Kullui,101,94,2,cells/i150-BHU-pdf101.png,ekʰ,manual-source-image,,ekh,installed,,kul,sil-kullu-1985-bhutti,"blair2021kullu[Appendix C, printed p. 94, item 150, Bhutti]",silkullu1985:bhu:i150:v1
wordlist cell,151,two,BHU,Bhutti,Kullui,101,94,2,cells/i151-BHU-pdf101.png,dʊwi,manual-source-image,,duwi,installed,,kul,sil-kullu-1985-bhutti,"blair2021kullu[Appendix C, printed p. 94, item 151, Bhutti]",silkullu1985:bhu:i151:v1
wordlist cell,152,three,BHU,Bhutti,Kullui,101,94,2,cells/i152-BHU-pdf101.png,t̪ɽai,manual-source-image,,trai,installed,,kul,sil-kullu-1985-bhutti,"blair2021kullu[Appendix C, printed p. 94, item 152, Bhutti]",silkullu1985:bhu:i152:v1
wordlist cell,153,four,BHU,Bhutti,Kullui,101,94,2,cells/i153-BHU-pdf101.png,tʃaːɽ,manual-source-image,,t/a:s,installed,,kul,sil-kullu-1985-bhutti,"blair2021kullu[Appendix C, printed p. 94, item 153, Bhutti]",silkullu1985:bhu:i153:v1
wordlist cell,154,five,BHU,Bhutti,Kullui,101,94,2,cells/i154-BHU-pdf101.png,pãɳz,manual-source-image,,pănz,installed,,kul,sil-kullu-1985-bhutti,"blair2021kullu[Appendix C, printed p. 94, item 154, Bhutti]",silkullu1985:bhu:i154:v1
wordlist cell,155,six,BHU,Bhutti,Kullui,101,94,2,cells/i155-BHU-pdf101.png,tʃʰeː,manual-source-image,,tShe:,installed,,kul,sil-kullu-1985-bhutti,"blair2021kullu[Appendix C, printed p. 94, item 155, Bhutti]",silkullu1985:bhu:i155:v1
wordlist cell,156,seven,BHU,Bhutti,Kullui,101,94,2,cells/i156-BHU-pdf101.png,satʰ,manual-source-image,,sath,installed,,kul,sil-kullu-1985-bhutti,"blair2021kullu[Appendix C, printed p. 94, item 156, Bhutti]",silkullu1985:bhu:i156:v1
wordlist cell,157,eight,BHU,Bhutti,Kullui,101,94,2,cells/i157-BHU-pdf101.png,ʌtʰ,manual-source-image,,ith,installed,,kul,sil-kullu-1985-bhutti,"blair2021kullu[Appendix C, printed p. 94, item 157, Bhutti]",silkullu1985:bhu:i157:v1
wordlist cell,158,nine,BHU,Bhutti,Kullui,101,94,2,cells/i158-BHU-pdf101.png,naʊ,manual-source-image,,"na""",installed,,kul,sil-kullu-1985-bhutti,"blair2021kullu[Appendix C, printed p. 94, item 158, Bhutti]",silkullu1985:bhu:i158:v1
wordlist cell,159,ten,BHU,Bhutti,Kullui,101,94,2,cells/i159-BHU-pdf101.png,dʌs,manual-source-image,,dus,installed,,kul,sil-kullu-1985-bhutti,"blair2021kullu[Appendix C, printed p. 94, item 159, Bhutti]",silkullu1985:bhu:i159:v1
wordlist cell,160,eleven,BHU,Bhutti,Kullui,101,94,2,cells/i160-BHU-pdf101.png,,manual-source-image,blank,,missing,source cell visually confirmed blank,kul,sil-kullu-1985-bhutti,"blair2021kullu[Appendix C, printed p. 94, item 160, Bhutti]",
wordlist cell,145,below,MNK,Manikaran,Kullui,102,95,3,cells/i145-MNK-pdf102.png,bʊɳe,manual-source-image,,burje,installed,,kul,sil-kullu-1985-manikaran,"blair2021kullu[Appendix C, printed p. 95, item 145, Manikaran]",silkullu1985:mnk:i145:v1
wordlist cell,146,white,MNK,Manikaran,Kullui,102,95,3,cells/i146-MNK-pdf102.png,ʃetʊ,manual-source-image,,Jeta,installed,,kul,sil-kullu-1985-manikaran,"blair2021kullu[Appendix C, printed p. 95, item 146, Manikaran]",silkullu1985:mnk:i146:v1
wordlist cell,147,black,MNK,Manikaran,Kullui,102,95,3,cells/i147-MNK-pdf102.png,kaː,manual-source-image,,ka:,installed,,kul,sil-kullu-1985-manikaran,"blair2021kullu[Appendix C, printed p. 95, item 147, Manikaran]",silkullu1985:mnk:i147:v1
wordlist cell,148,red,MNK,Manikaran,Kullui,102,95,3,cells/i148-MNK-pdf102.png,laɭ,manual-source-image,,lal,installed,,kul,sil-kullu-1985-manikaran,"blair2021kullu[Appendix C, printed p. 95, item 148, Manikaran]",silkullu1985:mnk:i148:v1
wordlist cell,149,blue,MNK,Manikaran,Kullui,102,95,3,cells/i149-MNK-pdf102.png,niɭə,manual-source-image,,nila,installed,,kul,sil-kullu-1985-manikaran,"blair2021kullu[Appendix C, printed p. 95, item 149, Manikaran]",silkullu1985:mnk:i149:v1
wordlist cell,150,one,MNK,Manikaran,Kullui,102,95,3,cells/i150-MNK-pdf102.png,ek,manual-source-image,,,installed,,kul,sil-kullu-1985-manikaran,"blair2021kullu[Appendix C, printed p. 95, item 150, Manikaran]",silkullu1985:mnk:i150:v1
wordlist cell,151,two,MNK,Manikaran,Kullui,102,95,3,cells/i151-MNK-pdf102.png,dʊwi,manual-source-image,,duwi,installed,,kul,sil-kullu-1985-manikaran,"blair2021kullu[Appendix C, printed p. 95, item 151, Manikaran]",silkullu1985:mnk:i151:v1
wordlist cell,152,three,MNK,Manikaran,Kullui,102,95,3,cells/i152-MNK-pdf102.png,t̪ɽa,manual-source-image,,Esa,installed,,kul,sil-kullu-1985-manikaran,"blair2021kullu[Appendix C, printed p. 95, item 152, Manikaran]",silkullu1985:mnk:i152:v1
wordlist cell,153,four,MNK,Manikaran,Kullui,102,95,3,cells/i153-MNK-pdf102.png,tsaɽ,manual-source-image,,tsar,installed,,kul,sil-kullu-1985-manikaran,"blair2021kullu[Appendix C, printed p. 95, item 153, Manikaran]",silkullu1985:mnk:i153:v1
wordlist cell,154,five,MNK,Manikaran,Kullui,102,95,3,cells/i154-MNK-pdf102.png,pʊɳzə,manual-source-image,,ezund,installed,,kul,sil-kullu-1985-manikaran,"blair2021kullu[Appendix C, printed p. 95, item 154, Manikaran]",silkullu1985:mnk:i154:v1
wordlist cell,155,six,MNK,Manikaran,Kullui,102,95,3,cells/i155-MNK-pdf102.png,tso,manual-source-image,,C>7,installed,,kul,sil-kullu-1985-manikaran,"blair2021kullu[Appendix C, printed p. 95, item 155, Manikaran]",silkullu1985:mnk:i155:v1
wordlist cell,156,seven,MNK,Manikaran,Kullui,102,95,3,cells/i156-MNK-pdf102.png,sotə,manual-source-image,,e?C5,installed,,kul,sil-kullu-1985-manikaran,"blair2021kullu[Appendix C, printed p. 95, item 156, Manikaran]",silkullu1985:mnk:i156:v1
wordlist cell,157,eight,MNK,Manikaran,Kullui,102,95,3,cells/i157-MNK-pdf102.png,otʰ,manual-source-image,,oth,installed,,kul,sil-kullu-1985-manikaran,"blair2021kullu[Appendix C, printed p. 95, item 157, Manikaran]",silkullu1985:mnk:i157:v1
wordlist cell,158,nine,MNK,Manikaran,Kullui,102,95,3,cells/i158-MNK-pdf102.png,noʊ,manual-source-image,,поu,installed,,kul,sil-kullu-1985-manikaran,"blair2021kullu[Appendix C, printed p. 95, item 158, Manikaran]",silkullu1985:mnk:i158:v1
wordlist cell,159,ten,MNK,Manikaran,Kullui,102,95,3,cells/i159-MNK-pdf102.png,dʊs,manual-source-image,,dus.,installed,,kul,sil-kullu-1985-manikaran,"blair2021kullu[Appendix C, printed p. 95, item 159, Manikaran]",silkullu1985:mnk:i159:v1
wordlist cell,160,eleven,MNK,Manikaran,Kullui,102,95,3,cells/i160-MNK-pdf102.png,gʰeɽə,manual-source-image,,2озуб,installed,,kul,sil-kullu-1985-manikaran,"blair2021kullu[Appendix C, printed p. 95, item 160, Manikaran]",silkullu1985:mnk:i160:v1
wordlist cell,145,below,ANI,Ani,Outer Seraji,102,95,1,cells/i145-ANI-pdf102.png,oɳɖe,manual-source-image,,onde,installed,,kul,sil-kullu-1985-ani,"blair2021kullu[Appendix C, printed p. 95, item 145, Ani]",silkullu1985:ani:i145:v1
wordlist cell,146,white,ANI,Ani,Outer Seraji,102,95,1,cells/i146-ANI-pdf102.png,ʃetʰo,manual-source-image,,JEtho,installed,,kul,sil-kullu-1985-ani,"blair2021kullu[Appendix C, printed p. 95, item 146, Ani]",silkullu1985:ani:i146:v1
wordlist cell,147,black,ANI,Ani,Outer Seraji,102,95,1,cells/i147-ANI-pdf102.png,kaɭo,manual-source-image,,kalo,installed,,kul,sil-kullu-1985-ani,"blair2021kullu[Appendix C, printed p. 95, item 147, Ani]",silkullu1985:ani:i147:v1
wordlist cell,148,red,ANI,Ani,Outer Seraji,102,95,1,cells/i148-ANI-pdf102.png,laɭ,manual-source-image,,lal,installed,,kul,sil-kullu-1985-ani,"blair2021kullu[Appendix C, printed p. 95, item 148, Ani]",silkullu1985:ani:i148:v1
wordlist cell,149,blue,ANI,Ani,Outer Seraji,102,95,1,cells/i149-ANI-pdf102.png,hoɽo,manual-source-image,,horo,installed,,kul,sil-kullu-1985-ani,"blair2021kullu[Appendix C, printed p. 95, item 149, Ani]",silkullu1985:ani:i149:v1
wordlist cell,150,one,ANI,Ani,Outer Seraji,102,95,1,cells/i150-ANI-pdf102.png,ek,manual-source-image,,ek,installed,,kul,sil-kullu-1985-ani,"blair2021kullu[Appendix C, printed p. 95, item 150, Ani]",silkullu1985:ani:i150:v1
wordlist cell,151,two,ANI,Ani,Outer Seraji,102,95,1,cells/i151-ANI-pdf102.png,dʊwi,manual-source-image,,duwi,installed,,kul,sil-kullu-1985-ani,"blair2021kullu[Appendix C, printed p. 95, item 151, Ani]",silkullu1985:ani:i151:v1
wordlist cell,152,three,ANI,Ani,Outer Seraji,102,95,1,cells/i152-ANI-pdf102.png,tʃoɳ,manual-source-image,,tjon,installed,,kul,sil-kullu-1985-ani,"blair2021kullu[Appendix C, printed p. 95, item 152, Ani]",silkullu1985:ani:i152:v1
wordlist cell,153,four,ANI,Ani,Outer Seraji,102,95,1,cells/i153-ANI-pdf102.png,tʃʰaɽ,manual-source-image,,tshar,installed,,kul,sil-kullu-1985-ani,"blair2021kullu[Appendix C, printed p. 95, item 153, Ani]",silkullu1985:ani:i153:v1
wordlist cell,154,five,ANI,Ani,Outer Seraji,102,95,1,cells/i154-ANI-pdf102.png,pəɳdʒ,manual-source-image,,pandz,installed,,kul,sil-kullu-1985-ani,"blair2021kullu[Appendix C, printed p. 95, item 154, Ani]",silkullu1985:ani:i154:v1
wordlist cell,155,six,ANI,Ani,Outer Seraji,102,95,1,cells/i155-ANI-pdf102.png,tsaʊ,manual-source-image,,tsau,installed,,kul,sil-kullu-1985-ani,"blair2021kullu[Appendix C, printed p. 95, item 155, Ani]",silkullu1985:ani:i155:v1
wordlist cell,156,seven,ANI,Ani,Outer Seraji,102,95,1,cells/i156-ANI-pdf102.png,sot,manual-source-image,,FCS,installed,,kul,sil-kullu-1985-ani,"blair2021kullu[Appendix C, printed p. 95, item 156, Ani]",silkullu1985:ani:i156:v1
wordlist cell,157,eight,ANI,Ani,Outer Seraji,102,95,1,cells/i157-ANI-pdf102.png,ʌtʰ,manual-source-image,,ath,installed,,kul,sil-kullu-1985-ani,"blair2021kullu[Appendix C, printed p. 95, item 157, Ani]",silkullu1985:ani:i157:v1
wordlist cell,158,nine,ANI,Ani,Outer Seraji,102,95,1,cells/i158-ANI-pdf102.png,no,manual-source-image,,пo,installed,,kul,sil-kullu-1985-ani,"blair2021kullu[Appendix C, printed p. 95, item 158, Ani]",silkullu1985:ani:i158:v1
wordlist cell,159,ten,ANI,Ani,Outer Seraji,102,95,1,cells/i159-ANI-pdf102.png,dos,manual-source-image,,dos,installed,,kul,sil-kullu-1985-ani,"blair2021kullu[Appendix C, printed p. 95, item 159, Ani]",silkullu1985:ani:i159:v1
wordlist cell,160,eleven,ANI,Ani,Outer Seraji,102,95,1,cells/i160-ANI-pdf102.png,geaɽə,manual-source-image,,geara,installed,,kul,sil-kullu-1985-ani,"blair2021kullu[Appendix C, printed p. 95, item 160, Ani]",silkullu1985:ani:i160:v1
wordlist cell,161,twelve,CHU,Churla,Kullui,104,97,1,cells/i161-CHU-pdf104.png,baɽə,manual-source-image,,'basn,installed,,kul,sil-kullu-1985-churla,"blair2021kullu[Appendix C, printed p. 97, item 161, Churla]",silkullu1985:chu:i161:v1
wordlist cell,162,thirteen,CHU,Churla,Kullui,104,97,1,cells/i162-CHU-pdf104.png,t̪eɽə,manual-source-image,,'tEsA,installed,,kul,sil-kullu-1985-churla,"blair2021kullu[Appendix C, printed p. 97, item 162, Churla]",silkullu1985:chu:i162:v1
wordlist cell,163,fourteen,CHU,Churla,Kullui,104,97,1,cells/i163-CHU-pdf104.png,tʃaʊd̪ə,manual-source-image,,"'tfa""dn",installed,,kul,sil-kullu-1985-churla,"blair2021kullu[Appendix C, printed p. 97, item 163, Churla]",silkullu1985:chu:i163:v1
wordlist cell,164,fifteen,CHU,Churla,Kullui,104,97,1,cells/i164-CHU-pdf104.png,pəɳd̪(r)ə,manual-source-image,,prndln,installed,,kul,sil-kullu-1985-churla,"blair2021kullu[Appendix C, printed p. 97, item 164, Churla]",silkullu1985:chu:i164:v1
wordlist cell,165,sixteen,CHU,Churla,Kullui,104,97,1,cells/i165-CHU-pdf104.png,soˈɭə,manual-source-image,,so'l V,installed,,kul,sil-kullu-1985-churla,"blair2021kullu[Appendix C, printed p. 97, item 165, Churla]",silkullu1985:chu:i165:v1
wordlist cell,166,seventeen,CHU,Churla,Kullui,104,97,1,cells/i166-CHU-pdf104.png,sət̪aɽə,manual-source-image,,stass,installed,,kul,sil-kullu-1985-churla,"blair2021kullu[Appendix C, printed p. 97, item 166, Churla]",silkullu1985:chu:i166:v1
wordlist cell,167,eighteen,CHU,Churla,Kullui,104,97,1,cells/i167-CHU-pdf104.png,t̪ʰaɽə,manual-source-image,,'thasn,installed,,kul,sil-kullu-1985-churla,"blair2021kullu[Appendix C, printed p. 97, item 167, Churla]",silkullu1985:chu:i167:v1
wordlist cell,168,nineteen,CHU,Churla,Kullui,104,97,1,cells/i168-CHU-pdf104.png,ʊnːi,manual-source-image,,an:i,installed,,kul,sil-kullu-1985-churla,"blair2021kullu[Appendix C, printed p. 97, item 168, Churla]",silkullu1985:chu:i168:v1
wordlist cell,169,twenty,CHU,Churla,Kullui,104,97,1,cells/i169-CHU-pdf104.png,biːh,manual-source-image,,bi: h,installed,,kul,sil-kullu-1985-churla,"blair2021kullu[Appendix C, printed p. 97, item 169, Churla]",silkullu1985:chu:i169:v1
wordlist cell,170,twenty-one,CHU,Churla,Kullui,104,97,1,cells/i170-CHU-pdf104.png,ikˈiː,manual-source-image,,ik'i:,installed,,kul,sil-kullu-1985-churla,"blair2021kullu[Appendix C, printed p. 97, item 170, Churla]",silkullu1985:chu:i170:v1
wordlist cell,171,thirty,CHU,Churla,Kullui,104,97,1,cells/i171-CHU-pdf104.png,t̪iːh,manual-source-image,,ti: h,installed,,kul,sil-kullu-1985-churla,"blair2021kullu[Appendix C, printed p. 97, item 171, Churla]",silkullu1985:chu:i171:v1
wordlist cell,172,fifty,CHU,Churla,Kullui,104,97,1,cells/i172-CHU-pdf104.png,pəˈdʒaː,manual-source-image,,poza:,installed,,kul,sil-kullu-1985-churla,"blair2021kullu[Appendix C, printed p. 97, item 172, Churla]",silkullu1985:chu:i172:v1
wordlist cell,173,one hundred,CHU,Churla,Kullui,104,97,1,cells/i173-CHU-pdf104.png,ʃoʊ,manual-source-image,,"""a)",installed,,kul,sil-kullu-1985-churla,"blair2021kullu[Appendix C, printed p. 97, item 173, Churla]",silkullu1985:chu:i173:v1
wordlist cell,174,two hundred,CHU,Churla,Kullui,104,97,1,cells/i174-CHU-pdf104.png,ˈdʊi ʃoʊ,manual-source-image,,'dui fou,installed,,kul,sil-kullu-1985-churla,"blair2021kullu[Appendix C, printed p. 97, item 174, Churla]",silkullu1985:chu:i174:v1
wordlist cell,175,one thousand,CHU,Churla,Kullui,104,97,1,cells/i175-CHU-pdf104.png,ek həzaːɽ,manual-source-image,,"du' Ek' puzas s""Za:S",installed,,kul,sil-kullu-1985-churla,"blair2021kullu[Appendix C, printed p. 97, item 175, Churla]",silkullu1985:chu:i175:v1
wordlist cell,176,two thousand,CHU,Churla,Kullui,104,97,1,cells/i176-CHU-pdf104.png,dʊi həzaːɽ,manual-source-image,,,installed,,kul,sil-kullu-1985-churla,"blair2021kullu[Appendix C, printed p. 97, item 176, Churla]",silkullu1985:chu:i176:v1
wordlist cell,161,twelve,LOR,Loren,Kullui,104,97,2,cells/i161-LOR-pdf104.png,baɽə,manual-source-image,,bacs,installed,,kul,sil-kullu-1985-loren,"blair2021kullu[Appendix C, printed p. 97, item 161, Loren]",silkullu1985:lor:i161:v1
wordlist cell,162,thirteen,LOR,Loren,Kullui,104,97,2,cells/i162-LOR-pdf104.png,t̪eɽə,manual-source-image,,VJ37,installed,,kul,sil-kullu-1985-loren,"blair2021kullu[Appendix C, printed p. 97, item 162, Loren]",silkullu1985:lor:i162:v1
wordlist cell,163,fourteen,LOR,Loren,Kullui,104,97,2,cells/i163-LOR-pdf104.png,,manual-source-image,blank,,missing,source cell visually confirmed blank,kul,sil-kullu-1985-loren,"blair2021kullu[Appendix C, printed p. 97, item 163, Loren]",
wordlist cell,164,fifteen,LOR,Loren,Kullui,104,97,2,cells/i164-LOR-pdf104.png,,manual-source-image,blank,,missing,source cell visually confirmed blank,kul,sil-kullu-1985-loren,"blair2021kullu[Appendix C, printed p. 97, item 164, Loren]",
wordlist cell,165,sixteen,LOR,Loren,Kullui,104,97,2,cells/i165-LOR-pdf104.png,,manual-source-image,blank,,missing,source cell visually confirmed blank,kul,sil-kullu-1985-loren,"blair2021kullu[Appendix C, printed p. 97, item 165, Loren]",
wordlist cell,166,seventeen,LOR,Loren,Kullui,104,97,2,cells/i166-LOR-pdf104.png,,manual-source-image,blank,,missing,source cell visually confirmed blank,kul,sil-kullu-1985-loren,"blair2021kullu[Appendix C, printed p. 97, item 166, Loren]",
wordlist cell,167,eighteen,LOR,Loren,Kullui,104,97,2,cells/i167-LOR-pdf104.png,,manual-source-image,blank,,missing,source cell visually confirmed blank,kul,sil-kullu-1985-loren,"blair2021kullu[Appendix C, printed p. 97, item 167, Loren]",
wordlist cell,168,nineteen,LOR,Loren,Kullui,104,97,2,cells/i168-LOR-pdf104.png,,manual-source-image,blank,,missing,source cell visually confirmed blank,kul,sil-kullu-1985-loren,"blair2021kullu[Appendix C, printed p. 97, item 168, Loren]",
wordlist cell,169,twenty,LOR,Loren,Kullui,104,97,2,cells/i169-LOR-pdf104.png,biː,manual-source-image,,bi:,installed,,kul,sil-kullu-1985-loren,"blair2021kullu[Appendix C, printed p. 97, item 169, Loren]",silkullu1985:lor:i169:v1
wordlist cell,170,twenty-one,LOR,Loren,Kullui,104,97,2,cells/i170-LOR-pdf104.png,ekʰiː,manual-source-image,,ckhit,installed,,kul,sil-kullu-1985-loren,"blair2021kullu[Appendix C, printed p. 97, item 170, Loren]",silkullu1985:lor:i170:v1
wordlist cell,171,thirty,LOR,Loren,Kullui,104,97,2,cells/i171-LOR-pdf104.png,t̪iːh,manual-source-image,,ti:h,installed,,kul,sil-kullu-1985-loren,"blair2021kullu[Appendix C, printed p. 97, item 171, Loren]",silkullu1985:lor:i171:v1
wordlist cell,172,fifty,LOR,Loren,Kullui,104,97,2,cells/i172-LOR-pdf104.png,pədʒə,manual-source-image,,padza,installed,,kul,sil-kullu-1985-loren,"blair2021kullu[Appendix C, printed p. 97, item 172, Loren]",silkullu1985:lor:i172:v1
wordlist cell,173,one hundred,LOR,Loren,Kullui,104,97,2,cells/i173-LOR-pdf104.png,ʃoːʊ,manual-source-image,,nia),installed,,kul,sil-kullu-1985-loren,"blair2021kullu[Appendix C, printed p. 97, item 173, Loren]",silkullu1985:lor:i173:v1
wordlist cell,174,two hundred,LOR,Loren,Kullui,104,97,2,cells/i174-LOR-pdf104.png,dʊi ʃoʊ,manual-source-image,,du' Sou,installed,,kul,sil-kullu-1985-loren,"blair2021kullu[Appendix C, printed p. 97, item 174, Loren]",silkullu1985:lor:i174:v1
wordlist cell,175,one thousand,LOR,Loren,Kullui,104,97,2,cells/i175-LOR-pdf104.png,ek hədʒaɽ,manual-source-image,,ek hadzas du 1(d)zar,installed,,kul,sil-kullu-1985-loren,"blair2021kullu[Appendix C, printed p. 97, item 175, Loren]",silkullu1985:lor:i175:v1
wordlist cell,176,two thousand,LOR,Loren,Kullui,104,97,2,cells/i176-LOR-pdf104.png,dʊi hə(d)ʒaɽ,manual-source-image,,,installed,,kul,sil-kullu-1985-loren,"blair2021kullu[Appendix C, printed p. 97, item 176, Loren]",silkullu1985:lor:i176:v1
wordlist cell,161,twelve,SHA,Shalwar,Inner Seraji,105,98,3,cells/i161-SHA-pdf105.png,baɽə,manual-source-image,,busn,installed,,kul,sil-kullu-1985-shalwar,"blair2021kullu[Appendix C, printed p. 98, item 161, Shalwar]",silkullu1985:sha:i161:v1
wordlist cell,162,thirteen,SHA,Shalwar,Inner Seraji,105,98,3,cells/i162-SHA-pdf105.png,,manual-source-image,blank,,missing,source cell visually confirmed blank,kul,sil-kullu-1985-shalwar,"blair2021kullu[Appendix C, printed p. 98, item 162, Shalwar]",
wordlist cell,163,fourteen,SHA,Shalwar,Inner Seraji,105,98,3,cells/i163-SHA-pdf105.png,,manual-source-image,blank,,missing,source cell visually confirmed blank,kul,sil-kullu-1985-shalwar,"blair2021kullu[Appendix C, printed p. 98, item 163, Shalwar]",
wordlist cell,164,fifteen,SHA,Shalwar,Inner Seraji,105,98,3,cells/i164-SHA-pdf105.png,,manual-source-image,blank,,missing,source cell visually confirmed blank,kul,sil-kullu-1985-shalwar,"blair2021kullu[Appendix C, printed p. 98, item 164, Shalwar]",
wordlist cell,165,sixteen,SHA,Shalwar,Inner Seraji,105,98,3,cells/i165-SHA-pdf105.png,,manual-source-image,blank,,missing,source cell visually confirmed blank,kul,sil-kullu-1985-shalwar,"blair2021kullu[Appendix C, printed p. 98, item 165, Shalwar]",
wordlist cell,166,seventeen,SHA,Shalwar,Inner Seraji,105,98,3,cells/i166-SHA-pdf105.png,,manual-source-image,blank,,missing,source cell visually confirmed blank,kul,sil-kullu-1985-shalwar,"blair2021kullu[Appendix C, printed p. 98, item 166, Shalwar]",
wordlist cell,167,eighteen,SHA,Shalwar,Inner Seraji,105,98,3,cells/i167-SHA-pdf105.png,t̪aːɽə,manual-source-image,,ta:fA,installed,,kul,sil-kullu-1985-shalwar,"blair2021kullu[Appendix C, printed p. 98, item 167, Shalwar]",silkullu1985:sha:i167:v1
wordlist cell,168,nineteen,SHA,Shalwar,Inner Seraji,105,98,3,cells/i168-SHA-pdf105.png,ˈʊnːi / nʊnːi,manual-source-image,,'onii /nn:,installed,,kul,sil-kullu-1985-shalwar,"blair2021kullu[Appendix C, printed p. 98, item 168, Shalwar]",silkullu1985:sha:i168:v1|silkullu1985:sha:i168:v2
wordlist cell,169,twenty,SHA,Shalwar,Inner Seraji,105,98,3,cells/i169-SHA-pdf105.png,biː,manual-source-image,,bi:,installed,,kul,sil-kullu-1985-shalwar,"blair2021kullu[Appendix C, printed p. 98, item 169, Shalwar]",silkullu1985:sha:i169:v1
