Snapshot_Date,Entry_Key,GUID,Letter,Page,Entry_Kind,Headword,Homograph,IPA,Part_Of_Speech,Sense_Count,Sense_Number,Gloss_English,Gloss_Hindi,Definition_Kind,Usage_Note,Semantic_Domains,Example,Example_Translation,Complex_Form_Type,Complex_Form_Parts,Variant_Of_Type,Variant_Of_Target,Variant_Of_Key,Variant_Backref_Type,Variant_Backref_Target,Cross_Reference_Type,Cross_Reference_Target,Status,Reason,Record_SHA256
2026-08-26,woods2019halbi:gda34feb1-dc8c-4882-85de-cd1b78524f79,gda34feb1-dc8c-4882-85de-cd1b78524f79,म,20,minorentrycomplex,मोरना घटो,,morna ɡʰəʈo,,2,1,graveyard,,definition,,2.6.6.6 Grave,,,comp. of,मोरना,,,,,,cf,पापे जाबे,installed,,7bbce976482963fc9d2899e009950185cd4d4afaa0abf5001f0aa88b9c2c3af2
2026-08-26,woods2019halbi:gda34feb1-dc8c-4882-85de-cd1b78524f79,gda34feb1-dc8c-4882-85de-cd1b78524f79,म,20,minorentrycomplex,मोरना घटो,,morna ɡʰəʈo,,2,2,a curse-like idiom meaning 'Drop dead!'; exclamation of anger,,definition,,,,,comp. of,मोरना,,,,,,cf,पापे जाबे,installed,,c71e5cc2583598929a710f443e804f3b93a7f43867f4fd9d103aed4c197c799c
2026-08-26,woods2019halbi:gda3a920b-5f03-4eb5-ac79-d45f7dc46ce0,gda3a920b-5f03-4eb5-ac79-d45f7dc46ce0,प,3,entry,पसती,,pəsti,n,1,,regret,खेद,definition,,,,,,,,,,,,,,installed,,0a81f99fabe2f7b77b1021e07c79d3b88f0413371d4965f02a86efc00d703920
2026-08-26,woods2019halbi:gda419fe7-5413-42af-9c7f-3f6b27659676,gda419fe7-5413-42af-9c7f-3f6b27659676,म,8,entry,माहरा,,mahra,n,1,,"Mahara caste (masc); Low caste who look after cattle and goats, weave cloth",,definition,,,,,,,,,,,,cf,ईसाई,installed,,10ff34a9ea6e2d2fd663c339b8e2ef1e6dbde792ecbfb8a21a7881455fc8c25a
2026-08-26,woods2019halbi:gda4d9d93-e9ed-45eb-9685-548a598210c9,gda4d9d93-e9ed-45eb-9685-548a598210c9,द,1,entry,दबाऊक,,dəbauk,v,2,1,to disclaim knowledge of,,definition,,,लेका मन समान के दबाला।,The boys denied knowledge of the goods.,,,,,,,,,,installed,,e12ee992d3518f8152337f90ad19a67d65c09f6d1545a5c9e2266c9eff4799a1
2026-08-26,woods2019halbi:gda4d9d93-e9ed-45eb-9685-548a598210c9,gda4d9d93-e9ed-45eb-9685-548a598210c9,द,1,entry,दबाऊक,,dəbauk,v,2,2,to cause to obey,,definition,,,"नाई हून चो नातीन के दबातोर आए, ने?","His granddaughter is to be made to obey, isn't that so?",,,,,,,,,,installed,,c36b48bd7f870b544d69f5c92364edf6bc36b673bc760d9a8f68eb50f6097636
2026-08-26,woods2019halbi:gda50e5c2-42da-4cea-8713-61afccbbb543,gda50e5c2-42da-4cea-8713-61afccbbb543,ब,7,entry,बापटी,,bapʈi,n,1,,uncertain meaning,,definition,,,,,,,,,,,,,,installed,,1265c4daba802a3ca05e45b5180ce375b85af726a871e858e51f95e23d7e2817
2026-08-26,woods2019halbi:gda542536-fd04-4b0a-babb-a374a9bd76ae,gda542536-fd04-4b0a-babb-a374a9bd76ae,क,15,minorentrycomplex,डाड़ी कीड़ा,,ɖaɽi kiɽa,cn,1,,insect type,,definition,,1.6.1.7 Insect,,,comp. of,डाड़ी + कीड़ा,,,,,,,,installed,,aee68d52d02df29e26462826980fb2340c890f9f6d6eacefcbffb7741d1455c2
2026-08-26,woods2019halbi:gda554913-3dc1-4de5-8125-aabe1966a209,gda554913-3dc1-4de5-8125-aabe1966a209,ग,1,minorentrycomplex,ढीलँग गठेआऊक,,ɖʰilə̃ɡ ɡəʈʰeauk,comVb,1,,to tie loosely,ढीला करना,definition,,"7.5.2 Join, attach; 8.2.7.2 Loose",,,ph. v. of,ढीलँग + गठेआऊक + ढीलूक,,,,,,,,installed,,29e48b0781b32ba92953953ab846a60056ed44a395fc802b6bc8045e97e2eb49
2026-08-26,woods2019halbi:gda801569-f859-4dfa-8cda-984c117bde0b,gda801569-f859-4dfa-8cda-984c117bde0b,त,5,minorentrycomplex,तूई,,tui,ppron,1,,you (singular),तू,definition,,9.2.3 Pronouns,,,der. of,तू,,,,,,,,installed,,ab8b4a502ccefeeddba4c99a0a7287cf6ee2cf29b1994ee7628bbfa9d23d8c8d
2026-08-26,woods2019halbi:gda84fda6-76be-4da8-a2be-57a79c8024ce,gda84fda6-76be-4da8-a2be-57a79c8024ce,प,10,entry,पीची,,pitʃi,adv,1,,regularly; anytime,किसी भी समय; नियमित रूप से,definition,,8.4.3 Indefinite time,मोएना पीची पानी मारूआए।,It rains every month.,,,,,,,,cf,खान,installed,,f04a6ba293f8228860b05be917fc3689787b12bf04dc8b4cac566168388dd5ca
2026-08-26,woods2019halbi:gda856c28-d09d-4f90-a2d0-4784f05a755d,gda856c28-d09d-4f90-a2d0-4784f05a755d,क,18,minorentrycomplex,कूड़ाऊक,,kuɽauk,v,1,,to pile up,,definition,,8.1.3.3 Group of things,धान काटून भारी आनून कूड़ान देतोर आए।,"After having harvested the rice, having brought (it), one is to be stacking it up (into a rice stack).",der. of,कूड़ा,,,,,,,,installed,,f05b8e4f40fe1bf13f346d8e2a0dc47c3319aed05351b6269c9744a733e51943
2026-08-26,woods2019halbi:gda859a1e-dfe4-4a80-837f-f2362d7d0742,gda859a1e-dfe4-4a80-837f-f2362d7d0742,प,21,entry,पोरीत पाल करूक,,porit pal kəruk,comVb,1,,to look after,देखभाल करना,definition,,,"तो मके साएँती करा, मचो घरे राहा, मके पोरीत पाल करा।","Help me, stay in my house, look after me.",,,,,,,,,,installed,,247ed8ddcbae30b894345666501b3f04e9a6e638e155615841cc6efe7a248003
2026-08-26,woods2019halbi:gda8a07f3-f263-4139-958b-8ad46a9d67fa,gda8a07f3-f263-4139-958b-8ad46a9d67fa,प,20,minorentrycomplex,पोरले आस,,porle as,idiom,1,,sarcastic exclamation like 'you think you're so good... !',,definition,may be complimentary or not depending on the intonation,,,,id. of,पोरले + आस,,,,,,,,installed,,90987c7b61df3a015e8fe732ea89fbf14badd1983209b78d53a083735c44def4
2026-08-26,woods2019halbi:gda8e9a7e-1315-4376-9ab9-3c38bf8f288e,gda8e9a7e-1315-4376-9ab9-3c38bf8f288e,च,14,entry,चोअँथी,,tʃoə̃tʰi,num,1,,fourth,चौथी,definition,,8.1.1.2 Ordinal numbers,,,,,,,,,,,,installed,,e6470b88d860a7fd4fd5c6763af1e1724d89c7ef57e5a4fb13ba709e0b440fa7
2026-08-26,woods2019halbi:gda92d2d3-3c02-4ac5-adb4-dc907915685d,gda92d2d3-3c02-4ac5-adb4-dc907915685d,ह,4,entry,हाथी,,hatʰi,n,1,,elephant,हाथी,definition,,1.6.1 Types of animals,,,,,,,,fr. var.,हाती,,,installed,,a69950ab9cd4c9bf9bba6ec1e01978addaab8b72251530d4dcff49d9395257dd
2026-08-26,woods2019halbi:gda9786de-7321-4b86-aff3-e7e9a43fd14a,gda9786de-7321-4b86-aff3-e7e9a43fd14a,ख,8,entry,खेड़ा,,kʰeɽa,n,2,1,detail,विवरण,definition,,3.5.3.2 Information,कहनी चो खेड़ा।,The story's detail.,,,,,,,,,,installed,,181a84d4b4f6b0c012690553c808e227433a88ed797466489ff608c3afdebf9a
2026-08-26,woods2019halbi:gda9786de-7321-4b86-aff3-e7e9a43fd14a,gda9786de-7321-4b86-aff3-e7e9a43fd14a,ख,8,entry,खेड़ा,,kʰeɽa,n,2,2,description,विवरण,definition,,3.5.3.2 Information; 3.5.1.2.2 Describe,नेपाल देस चो खेड़ा।,A description of Nepal.,,,,,,,,,,installed,,6ce105b03a54698b995918f6429ac19bbf6e12e919bd34a549bce1155fae24e0
2026-08-26,woods2019halbi:gda9cda82-95c5-4531-b168-9e82ae8f282b,gda9cda82-95c5-4531-b168-9e82ae8f282b,क,14,entry,कीचका,,kitʃka,n,1,,mire; mud,कीचड़,definition,,,,,,,,,,,,,,installed,,152cae7a8d78c94c305a40ff9692ad1dbe058436a5e3e42b95a9738b105a4934
2026-08-26,woods2019halbi:gda9cfbe8-38f7-4298-8d61-917ad240ddbc,gda9cfbe8-38f7-4298-8d61-917ad240ddbc,न,1,minorentrycomplex,नँगत होलो,,nə̃ɡət holo,comAdj,1,,given birth,जन्म दिया,definition,,2.6.3 Birth,,,comp. of,नँगत + होऊक + लो,,,,,,,,installed,,d1f8e8af5b6a0bc5c22d9b1d253758e1cb3c83dd615ed938ff9dbe0822573a5e
2026-08-26,woods2019halbi:gdaa4b438-593d-4722-ba13-54d3f44670ef,gdaa4b438-593d-4722-ba13-54d3f44670ef,ल,7,minorentrycomplex,लापी लापी,,lapi lapi,cn,1,,far and wide,,definition,,,,,redup. of,लापी,,,,,,,,installed,,cf73b9b1be28a48e9366e3e8f6e331c83a3f09ace1fd1e891d7f293e1b81065b
2026-08-26,woods2019halbi:gdab73c0e-5671-4d6e-a574-1df18234fa5a,gdab73c0e-5671-4d6e-a574-1df18234fa5a,ल,1,entry,लकलकूक,,ləkləkuk,v,1,,to glow; to shine,चमकना,definition,,8.3.3.1 Shine; 8.3.3.4 Shiny,तो लकलकून जाएसे बेर जोन बरा बर।,It is shining like the sun and moon.,,,,,,,,,,installed,,8c1e43b051146582fc1256ec8fcd88e35c77b67b508ed3cd01bc3aa592ed2fca
2026-08-26,woods2019halbi:gdab7844b-126a-421f-8aa4-1eff15592f63,gdab7844b-126a-421f-8aa4-1eff15592f63,न,6,entry,नावराँगपूर,,nawrãɡpur,pn,1,,Nowrangpur,,definition,,,,,,,,,,,,,,installed,,f0840d107c6e80894e207bb18ff18e4d734310bf0a3f74f1b23b0fd7d333c7a8
2026-08-26,woods2019halbi:gdac1c0fc-2d71-4c5d-82b2-7455280157d6,gdac1c0fc-2d71-4c5d-82b2-7455280157d6,क,24,minorentrycomplex,कोसा बँद,,kosa bə̃d,cn,1,,arrow binding,,definition,,"4.8.3.7 Weapon, shoot; 7.5.4.1 Rope, string; 6.4.1 Hunt",,,comp. of,कोसा + बँद,,,,,,,,installed,,54c9240d86aede2754ff9ed719e22aebb95b523f12e412adac90dbe647e0f2c0
2026-08-26,woods2019halbi:gdacbbd01-a35a-4dd1-a9a7-4ea3b03fee51,gdacbbd01-a35a-4dd1-a9a7-4ea3b03fee51,ख,3,entry,खरलूक,,kʰərluk,v,1,,to do splits; to slip,,definition,as bulls on tar or asphalt pavement,"7.2.1.5.1 Slip, slide; 7.2.2.5.1 Fall",,,,,,,,,,,,installed,,d92077dca2309f6c184f56dc0788a566b1fb6be67df42ad7f0cf88f5ddcdcad7
2026-08-26,woods2019halbi:gdacd7cbf-4794-447d-a288-53c5f46713d5,gdacd7cbf-4794-447d-a288-53c5f46713d5,ब,17,entry,बेटेआ,,beʈea,n,1,,villagers,गांववाला; ग्रामीणों,definition,,,,,,,,,,,,,,installed,,3569fbde6eb40f4c2a94536a9ff23473d4915ea02dc59d0024f09d61c4776c5e
2026-08-26,woods2019halbi:gdad1940e-8cbd-4eee-b5f0-609bf53b5b29,gdad1940e-8cbd-4eee-b5f0-609bf53b5b29,ग,2,entry,गँढीही मूरीही,,ɡə̃ɖihi murihi,cn,1,,orphan child,,definition,,4.1.9.4 Orphan; 2.6.4.2 Child,,,,,,,,,,,,installed,,77f55f71e0310b1e56c73341bde39512c300b69e0a2eaf0f219ea1bac5a60ee9
2026-08-26,woods2019halbi:gdad6bd71-16fe-41a7-b331-adb9c252d752,gdad6bd71-16fe-41a7-b331-adb9c252d752,प,10,entry,पीचकूक,,pitʃkuk,v,1,,to poke,भोंकना,definition,,7.7.1 Hit,कोन लगे आले हून मोंडरी के पीचकून दकेसे मने।,At whatever place it was he is poking that cloth tied in a bundle.,,,,,,,,,,installed,,4d97898488efe3afeff0ff0969a111669bd0cecd545c176b385677e0e937c5ea
2026-08-26,woods2019halbi:gdade9957-8ed5-4596-9171-36154a8b963b,gdade9957-8ed5-4596-9171-36154a8b963b,क,17,minorentrycomplex,कूचर होऊक,,kutʃər houk,comVb,1,,to become angry,,definition,,3.4.2.3 Angry,,,ph. v. of,होऊक + कूचर,,,,,,,,installed,,ebc8d1b647279687c09b20e3934e90c47ee30206dae3a841c78e6dc280ee397c
2026-08-26,woods2019halbi:gdae5460c-056c-4b06-b387-7072c373f97d,gdae5460c-056c-4b06-b387-7072c373f97d,क,8,minorentrycomplex,कहनीन,,kəhnin,n,1,,female story teller who usually knows and tells many stories,महिला कथावाचक,definition,,3.5.4 Story; 2.6.5.2 Woman,,,der. of,कहनी,,,,,,,,installed,,f8b3ff489a9b1a9ee157fca3c95963157e78e90d1bbeeedcaeeff432af49d165
2026-08-26,woods2019halbi:gdaef9b38-3324-4feb-879c-d87d271f4349,gdaef9b38-3324-4feb-879c-d87d271f4349,क,14,entry,कीच कीच,,kitʃ kitʃ,sound,1,,a sound,,definition,,2.3.2.3 Types of sounds,,,,,,,,,,,,installed,,564f9fbc5f0c0e4de9e8990d714e58939ad8caff242466108d96d4f78fa15c65
2026-08-26,woods2019halbi:gdaf01d8a-fe74-42b5-b539-092ee0bdb21c,gdaf01d8a-fe74-42b5-b539-092ee0bdb21c,छ,2,minorentrycomplex,भात छाती,,bʰat tʃʰati,cn,1,,"mushroom name, very tiny, white, edible",,definition,,"1.5.4 Moss, fungus, algae",,,comp. of,भात + छाती,,,,,,,,installed,,d16c0a6e1b07990bf46e82b23cc7e5c09c8d3b70c1a821cc6418b99569990733
2026-08-26,woods2019halbi:gdafdc0d7-38fc-4ff1-be0c-56882a747899,gdafdc0d7-38fc-4ff1-be0c-56882a747899,ब,3,entry,बँलँदूक,,bə̃lə̃duk,v,1,,to change into,,definition,,,अछा रसेआ जानू कपड़ा बँलँदला मने।,He changed into very beautiful clothes.,,,,,,,,,,installed,,8da24ab3178055bc3dffae32f886ae57b9a23df82707fc7c94134df96a5191a5
2026-08-26,woods2019halbi:gdb0a78f1-4ea4-43b2-b5c8-927254d50e94,gdb0a78f1-4ea4-43b2-b5c8-927254d50e94,क,16,entry,कीरूक,,kiruk,v,1,,to be loud,,definition,,2.3.2.4 Loud; 2.3.2.2 Sound,,,,,,,,,,,,installed,,e39a514096d9847e5b7839e79710c1426696e91d02acb9f8ed6624763e281bc2
2026-08-26,woods2019halbi:gdb0f69c6-916c-4c66-8468-35848e61188d,gdb0f69c6-916c-4c66-8468-35848e61188d,ह,8,entry,हूकूम,,hukum,n,3,1,judgement,,definition,,"3.2.2.3 Evaluate, test; 4.7.6 Judge, render a verdict",,,,,,,,,,,,installed,,a6541a53f5f545178e6bada3ea3e4c5f4fd6908bc1091db30c85e753d77fdea2
2026-08-26,woods2019halbi:gdb0f69c6-916c-4c66-8468-35848e61188d,gdb0f69c6-916c-4c66-8468-35848e61188d,ह,8,entry,हूकूम,,hukum,n,3,2,permission,अनुमति,definition,,,,,,,,,,,,,,installed,,0c68b920d01a4bb313fe1a2858f4df1c28bd36f6a2183f31e6ec9de61428daa4
2026-08-26,woods2019halbi:gdb0f69c6-916c-4c66-8468-35848e61188d,gdb0f69c6-916c-4c66-8468-35848e61188d,ह,8,entry,हूकूम,,hukum,n,3,3,command,आज्ञा,definition,,,,,,,,,,,,,,installed,,03626ca2dd1d0b5ebe7ae2fe82f546fdb2c071a1a3e3a2dfa3744e7acd29ac52
2026-08-26,woods2019halbi:gdb280c28-12a0-47cc-af6e-371b7cf173a5,gdb280c28-12a0-47cc-af6e-371b7cf173a5,ज,1,entry,जगार,,dʒəɡar,n,1,,festival name,,definition,time for dancing and singing in the lunar month kartik dʒon Oct-Nov,"4.2.2.1 Ceremony; 4.2.2.3 Celebrate; 4.2.2 Social event; 4.2.2.2 Festival, show",,,,,,,,,,,,installed,,bbaec51e3f6887473aaafa6e337cf8e4d7bf87c89a3c3f5fa80c5924c0c92661
2026-08-26,woods2019halbi:gdb37dfa4-f988-45a1-aa62-6a94369f76d5,gdb37dfa4-f988-45a1-aa62-6a94369f76d5,झ,2,entry,झाकूक,,dʒʰakuk,v,2,1,to go into trance,,definition,,"4.9.4.2 Demon possession; 2.5.6.6 Vision, hallucination; 2.5.6.4 Lose consciousness",चाबला आले हून ऊपाए झाकाऊआए मने।,"When they bite that medicine will cause to go into a trance, so I'm told.",,,,,,,,,,installed,,5c64c077b3d6b199ca7959270210a3ee7c49cdae9e8b28a9cb3900817f308f7f
2026-08-26,woods2019halbi:gdb37dfa4-f988-45a1-aa62-6a94369f76d5,gdb37dfa4-f988-45a1-aa62-6a94369f76d5,झ,2,entry,झाकूक,,dʒʰakuk,v,2,2,to moan,,definition,,2.3.2.3 Types of sounds,आऊर पासे हून के झाकूआए।,And later she will moan for him.,,,,,,,,,,installed,,f7e114cba0e5062f8418770be05cd6e05145b3ab15203bef0a11ff27c651d082
2026-08-26,woods2019halbi:gdb3a73df-267e-44a2-9933-1efbfd985eb3,gdb3a73df-267e-44a2-9933-1efbfd985eb3,ब,7,entry,बान,,ban,n,1,,curse,अभिशाप,definition,,,,,,,,,,,,,,installed,,d577823bfc7c0d8653df94d3b1fb0902d6a2ce3e56bb115e64bf06a20df8618d
2026-08-26,woods2019halbi:gdb45f260-3d7b-425d-8265-1e66aa21ad51,gdb45f260-3d7b-425d-8265-1e66aa21ad51,ब,3,entry,बस,1,bəs,n,1,,bus,बस,definition,,,,,,,,,,,,,,installed,,79772da625f94c26b037b07dc2eed1b1ab54c4b2475a2bb80adf84fd13470d2d
2026-08-26,woods2019halbi:gdb477ec7-cf4b-452a-ac3b-5757edbf6667,gdb477ec7-cf4b-452a-ac3b-5757edbf6667,ब,21,entry,बोजाक,,bodʒak,v,1,,to play drum,ढोल बजाना,definition,,4.2.3.5 Musical instrument,,,,,,,,,,cf,बाजाऊक,installed,,54c063e32f96acf6323c52d239401b19d05a18d4737caf2936a2b36c643a9cea
2026-08-26,woods2019halbi:gdb47b497-966c-4bdf-809f-84856859fda7,gdb47b497-966c-4bdf-809f-84856859fda7,ई,1,minorentryvariant,ईतना,,itna,,0,,,,,,,,,,,borr. fr. Hin,ईतलो,woods2019halbi:gbbf7bf1a-5b7f-4ea3-ba70-e562c72f7a1d,,,,,installed,,63b12c460618a4bf889ab3024b15bb4df94d5691f3711dc9708270336fed2afe
2026-08-26,woods2019halbi:gdb4a112c-56d2-446a-8fb0-2740ba1e3316,gdb4a112c-56d2-446a-8fb0-2740ba1e3316,प,15,minorentryvariant,पोंगखा जाहाज,,põɡkʰa dʒahadʒ,,0,,,,,,,,,,,fr. var. of,पँगखा जाहाज,woods2019halbi:g3a191a5a-8c9c-44c4-9aaa-193acac8f14e,,,,,installed,,93b355db2abe0b3201ec91e17c028de7b2f5e2f4fb79daf34861363975f20bc3
2026-08-26,woods2019halbi:gdb4e1917-b82b-402c-adcc-81139552bd7b,gdb4e1917-b82b-402c-adcc-81139552bd7b,ई,3,entry,ईस्‍कूटर,,iskuʈər,n,1,,motorscooter,स्कूटर,definition,,7.2.4.1.1 Vehicle; 7.3.8 Transport,तूमी ईसकूटर ने आमचो देस ने दीआरी होते रोए।,You (came) on the motorscooter to our country (as) the  festival was happening.,,,,,,,,cf,फट,installed,,585b0bd74b111b73d968f35a6cdfafee0332216457a1862b515e43a691db89b3
2026-08-26,woods2019halbi:gdb5a5493-5dd1-45c5-89d0-d65d65ad1224,gdb5a5493-5dd1-45c5-89d0-d65d65ad1224,ग,7,minorentrycomplex,गाँव गोंआली,,ɡãw ɡõali,cn,1,,villages,,definition,,,,,redup. of,गोंआली + गाँव,,,,,,,,installed,,14265663e49b43be8c60b99e6582d67f0eaab6cca3ad3b28ada68f3f2ab5769f
2026-08-26,woods2019halbi:gdb60dfec-7e95-4fc5-8af7-c31f62a32879,gdb60dfec-7e95-4fc5-8af7-c31f62a32879,क,11,minorentrycomplex,काटाऊक,,kaʈauk,cvVb,1,,to cause to cut,खाटाना,definition,,"7.8.5 Make hole, opening; 7.8.3 Cut",,,der. of,काटूक,,,,,,,,installed,,0bccab75e2aa36934141a2272fc57d4bacdec2070a9b5c136cd8b5a0b0971248
2026-08-26,woods2019halbi:gdb65487d-fea9-4a0d-ae1f-d0c81b5d6361,gdb65487d-fea9-4a0d-ae1f-d0c81b5d6361,ध,3,minorentrycomplex,मूँआ धान,,mũa dʰan,cn,1,,a type of paddy,,definition,,,,,comp. of,धान,,,,,,,,installed,,199d8f9c328f3b8dbaa85d74f784b63e6e1f2b7124c5d8fe6a28a0332e7fd4c1
2026-08-26,woods2019halbi:gdb6a5f82-cb51-4ac7-ac93-8632f1d0accd,gdb6a5f82-cb51-4ac7-ac93-8632f1d0accd,ट,6,entry,टोडरा,,ʈoɖra,n,1,,neck,गला,definition,,2.1 Body,,,,,,,,,,,,installed,,ae809bad82a07f29b645eb8f95cdd215f119b32ef1a4f42edaecec1b46b8bbac
2026-08-26,woods2019halbi:gdb774fa6-378e-4ca0-8fc7-c8c15d2ce795,gdb774fa6-378e-4ca0-8fc7-c8c15d2ce795,अ,1,entry,अकीस बोएना,,əkis boena,pn,1,,Akis Boena,,definition,,,अकीस बोएना के सेवा करतोर आए।,One is to be worshipping Akis Boena and all (the deities).,,,,,,,,,,installed,,2356828946fb83f3c6f1e80945771bd0e039bfc466b5430f78d75d1e7faa0c4b
2026-08-26,woods2019halbi:gdb782d07-87a4-463e-bc71-d626ff1f9cca,gdb782d07-87a4-463e-bc71-d626ff1f9cca,क,12,entry,काप,,kap,n,1,,hole in stick; pole in which to set another stick or pole,,definition,,"7.8.5 Make hole, opening",,,,,,,,,,,,installed,,3ffd6f1a347706368a8df413845d47ebbff1942be57c664945d0c550c7798848
2026-08-26,woods2019halbi:gdb7ff5c6-dd15-483a-9eba-4d914124a844,gdb7ff5c6-dd15-483a-9eba-4d914124a844,ब,1,entry,बतर,,bətər,n,3,1,set time,समय,definition,as a particular time to do something such as when time arrives for animals to give birth,,खातो बतर।,time to eat.,,,,,,,,cf; cf; cf,बतर नाँगर; बतर; बतर,installed,,b1d59f5493ccd4e20b5a8d9f68f294a02227ce5b3078fe4f756032e80bfa4c5c
2026-08-26,woods2019halbi:gdb7ff5c6-dd15-483a-9eba-4d914124a844,gdb7ff5c6-dd15-483a-9eba-4d914124a844,ब,1,entry,बतर,,bətər,n,3,2,completed time,बीता हुआ समय; व्यतीत काल,definition,,,,,,,,,,,,cf; cf; cf,बतर नाँगर; बतर; बतर,installed,,222cf7b83d6ab79c69882b57fa6968bc95e0e7f8ea93196c07793e56fa02b58e
2026-08-26,woods2019halbi:gdb7ff5c6-dd15-483a-9eba-4d914124a844,gdb7ff5c6-dd15-483a-9eba-4d914124a844,ब,1,entry,बतर,,bətər,n,3,3,state of being right for something,योग्य,definition,"old enough, big enough, fit enough, etc to do something",,,,,,,,,,,cf; cf; cf,बतर नाँगर; बतर; बतर,installed,,801038de970ac22f06e1e21cd56700c35c5106639401ef9470d7342ab6196d8d
2026-08-26,woods2019halbi:gdb81b1fc-ad03-4dd2-831d-f00777b7c24c,gdb81b1fc-ad03-4dd2-831d-f00777b7c24c,क,6,minorentrycomplex,साहा करूक,,saha kəruk,comVb,1,,to help,मदद करना,definition,,4.3.4.2 Help,,,ph. v. of,करूक + साहा,,,,,,cf,साएँता करूक,installed,,16ee9879de798a0882c8a72535e3c9a64ba8b93ea1a2d169b37e9a6c39e65b13
2026-08-26,woods2019halbi:gdb86c00c-4847-4ae5-a0a8-316756da6d0e,gdb86c00c-4847-4ae5-a0a8-316756da6d0e,घ,4,entry,घूरला,,ɡʰurla,n,1,,whirlpool; swirl of water,भवंर,definition,,1.3.2 Movement of water; 1.3.1 Bodies of water,,,,,,,,,,,,installed,,eba17779cb6c4e8bc0b96778f75a17ecc743aab96f80c27386d0e90aa70e9811
2026-08-26,woods2019halbi:gdb89b80c-7478-4695-9edb-073425e841b0,gdb89b80c-7478-4695-9edb-073425e841b0,ध,3,entry,धूँआरी,,dʰũari,n,1,,fog; mist,कुहासा; कुह्रा,definition,,1.2.3.3 Gas; 1.1.3.2 Cloud,धूँआरी झड़ेसे।,The mist is coming down.,,,,,,,,,,installed,,538595559d38c7405e8e000350b3f47a4f2491907e49922a6e6efdcd056c665d
2026-08-26,woods2019halbi:gdba145da-fb51-4f03-a3d6-26c04b3e2af8,gdba145da-fb51-4f03-a3d6-26c04b3e2af8,ग,1,minorentryvariant,गढ़,,ɡəɽʰ,,0,,,,,,,,,,,borr. fr. Hin,घर,woods2019halbi:gc437d17c-22b9-450a-a23a-9092cadd8d20,,,,,installed,,34c7ac0c6e63821887331084a703f3876c82a03c9269698ac1047863bb6f0ea4
2026-08-26,woods2019halbi:gdba79d79-8e13-48c5-897f-079978ba21fa,gdba79d79-8e13-48c5-897f-079978ba21fa,ढ,2,entry,ढेकन,,ɖʰekən,n,1,,bedbug,खटमल,definition,,1.6.1.7 Insect,,,,,,,,,,,,installed,,fcbfec37c94134fd30518474fd5b9ffd6c44b6b4a730d6d72cd0ee662f92d814
2026-08-26,woods2019halbi:gdbc1cdfd-226e-4f8e-a9cd-3d56800429fa,gdbc1cdfd-226e-4f8e-a9cd-3d56800429fa,द,4,minorentrycomplex,दान देऊक,,dan deuk,comVb,1,,to give things when someone dies,,definition,person in a certain relationship to dead person gives things to another who is related to the dead person - inheritance??,2.6.6.7 Inherit,,,ph. v. of,देऊक,,,,,,,,installed,,23d73ed8abef3dc713cb7a2255979e25ababdf1be157223eff8ab2479246e765
2026-08-26,woods2019halbi:gdbea452e-cc7a-401d-9bc9-899b20018e86,gdbea452e-cc7a-401d-9bc9-899b20018e86,ख,2,minorentrycomplex,खँडी खँडा,,kʰə̃ɖi kʰə̃ɖa,cn,1,,several measurements of grain,,definition,,,,,,,,,,,,,,installed,,16423716bf3ed601193b135d6cc0d641e3fc27f584b520143db03a8561e2711b
2026-08-26,woods2019halbi:gdbf3433a-9d5a-4f66-bb46-225ae26a01b7,gdbf3433a-9d5a-4f66-bb46-225ae26a01b7,ब,14,minorentryvariant,बू,,bu,,0,,,,,,,,,,,,ऊआऊँ,woods2019halbi:gd1353982-bdd1-4549-a5a7-1408c6db30a2,,,,,installed,,6881fb3ec92f859fd6df8da7f7aeebe302699eea10dbffa6b8bf8c5726532f75
2026-08-26,woods2019halbi:gdbfd23e1-9031-4008-b410-583d809dccca,gdbfd23e1-9031-4008-b410-583d809dccca,प,22,entry,पोसूक,2,posuk,trVb,1,,to wipe,पोंछना,definition,,,,,,,,,,,,,,installed,,6b392eaad17de0585d389081f86ef018ea8ca895ccad8897925c1dea1922a6b6
2026-08-26,woods2019halbi:gdbff05a6-55ac-434e-bd11-dbc0a8f8723b,gdbff05a6-55ac-434e-bd11-dbc0a8f8723b,ब,22,minorentrycomplex,सब ले बोड़े,,səb le boɽe,comAdj,1,,biggest; most important,सबसे बड़ा; सबसे महत्वपूर्ण,definition,,8.3.7.5 Important; 8.2 Big; 4.5.6.1 High status; 9.3.1 Degree,सब ले बोड़े पोटेल होऊ रोए आमचो गाँव चो।,The Patel of our village was the most important of all.,comp. of,सब + ले + बोड़े,,,,,,,,installed,,58b6be8f90ff4e2de0487cd4e934d254a5ed558793e212dc33939d0e7576b949
2026-08-26,woods2019halbi:gdc0c2f79-9d91-433b-ba8b-7bb15fa835bc,gdc0c2f79-9d91-433b-ba8b-7bb15fa835bc,म,16,minorentryvariant,मोंजी गते,,mõdʒi ɡəte,,0,,,,,,,,,,,dial. var. of,मोंजी गता,woods2019halbi:g53aa4679-d307-4b15-bd5d-f42bfb5a9ac2,,,,,installed,,f040e05a1143372b5ba05d6efe433ad3ea4a77d509696271f2beb8633422dd9d
