Record_Type,Item,Gloss,Site_Code,Site_Name,Role,PDF_Page,Printed_Page,Column,Raw_Response,Similarity_Groups,Reviewed_Transcription,Manual_Review,Uncertainty,Status,Reason,Language_ID,Dialect_ID,Source,Entry_Keys
wordlist cell,161,eleven,ORI,Oringi L. Didayi,target,43,38,1,1 gɔmiŋ,1,gɔmiŋ,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-oringi-l-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 161, Oringi L. Didayi]",silbondadidayi1997:ori:i161:v1
wordlist cell,161,eleven,RAS,Rasabeda L. Bonda,target,43,38,1,2 egɐɾo,2,egɐɾo,visual-source-page,,installed,,re,sil-bonda-didayi-1997-rasabeda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 161, Rasabeda L. Bonda]",silbondadidayi1997:ras:i161:v1
wordlist cell,161,eleven,KEN,Kendhuguda L. Bonda,target,43,38,1,2 egɐɾoʈa,2,egɐɾoʈa,visual-source-page,,installed,,re,sil-bonda-didayi-1997-kendhuguda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 161, Kendhuguda L. Bonda]",silbondadidayi1997:ken:i161:v1
wordlist cell,161,eleven,KAD,Kadamguda L. Bonda,target,43,38,1,2 egɐɾoʈa,2,egɐɾoʈa,visual-source-page,,installed,,re,sil-bonda-didayi-1997-kadamguda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 161, Kadamguda L. Bonda]",silbondadidayi1997:kad:i161:v1
wordlist cell,161,eleven,DUM,Dumripada U. Bonda,target,43,38,1,2 egɐɾʈa,2,egɐɾʈa,visual-source-page,,installed,,re,sil-bonda-didayi-1997-dumripada-u-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 161, Dumripada U. Bonda]",silbondadidayi1997:dum:i161:v1
wordlist cell,161,eleven,GUT,Tikrapada Gutob,comparison control,43,38,1,2 egɐɾ,2,egɐɾ,visual-source-page,,excluded,excluded comparison control,gu,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 161, Tikrapada Gutob]",
wordlist cell,161,eleven,PAR,Kinumun Parenga Parja,comparison control,43,38,1,2 egɐɾ,2,egɐɾ,visual-source-page,,excluded,excluded comparison control,go,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 161, Kinumun Parenga Parja]",
wordlist cell,161,eleven,RON,Malenga Rona Desiya,comparison control,43,38,1,2 ɛgɐɾ,2,ɛgɐɾ,visual-source-page,,excluded,excluded comparison control,AdivasiOriya,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 161, Malenga Rona Desiya]",
wordlist cell,161,eleven,ODI,Cuttack Oriya,comparison control,43,38,1,2 egɑɽo,2,egɑɽo,visual-source-page,,excluded,excluded comparison control,Or,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 161, Cuttack Oriya]",
wordlist cell,162,twelve,BIA,Biapada U. Didayi,target,43,38,1,1 gɔmbaɾ,1,gɔmbaɾ,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-biapada-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 162, Biapada U. Didayi]",silbondadidayi1997:bia:i162:v1
wordlist cell,162,twelve,CHI,Chitrakonda L. Didayi,target,43,38,1,1 gɔmbaɾ,1,gɔmbaɾ,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-chitrakonda-l-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 162, Chitrakonda L. Didayi]",silbondadidayi1997:chi:i162:v1
wordlist cell,162,twelve,KAL,Kaluguda U. Didayi,target,43,38,1,2 bɐɾo,2,bɐɾo,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-kaluguda-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 162, Kaluguda U. Didayi]",silbondadidayi1997:kal:i162:v1
wordlist cell,162,twelve,ORA,Orapadar U. Didayi,target,43,38,1,0 no entry,,,visual-source-page,,missing,source prints no response (0 no entry),gt,sil-bonda-didayi-1997-orapadar-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 162, Orapadar U. Didayi]",
wordlist cell,162,twelve,ORI,Oringi L. Didayi,target,43,38,1,1 gɔmbaɾ,1,gɔmbaɾ,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-oringi-l-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 162, Oringi L. Didayi]",silbondadidayi1997:ori:i162:v1
wordlist cell,162,twelve,RAS,Rasabeda L. Bonda,target,43,38,1,2 bɐɾo,2,bɐɾo,visual-source-page,,installed,,re,sil-bonda-didayi-1997-rasabeda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 162, Rasabeda L. Bonda]",silbondadidayi1997:ras:i162:v1
wordlist cell,162,twelve,KEN,Kendhuguda L. Bonda,target,43,38,1,2 bɐɾoʈa,2,bɐɾoʈa,visual-source-page,,installed,,re,sil-bonda-didayi-1997-kendhuguda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 162, Kendhuguda L. Bonda]",silbondadidayi1997:ken:i162:v1
wordlist cell,162,twelve,KAD,Kadamguda L. Bonda,target,43,38,1,2 bɐɾoʈa,2,bɐɾoʈa,visual-source-page,,installed,,re,sil-bonda-didayi-1997-kadamguda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 162, Kadamguda L. Bonda]",silbondadidayi1997:kad:i162:v1
wordlist cell,162,twelve,DUM,Dumripada U. Bonda,target,43,38,1,2 bɐɾʈa,2,bɐɾʈa,visual-source-page,,installed,,re,sil-bonda-didayi-1997-dumripada-u-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 162, Dumripada U. Bonda]",silbondadidayi1997:dum:i162:v1
wordlist cell,162,twelve,GUT,Tikrapada Gutob,comparison control,43,38,1,2 bɐɾo,2,bɐɾo,visual-source-page,,excluded,excluded comparison control,gu,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 162, Tikrapada Gutob]",
wordlist cell,162,twelve,PAR,Kinumun Parenga Parja,comparison control,43,38,1,2 bɐɾ,2,bɐɾ,visual-source-page,,excluded,excluded comparison control,go,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 162, Kinumun Parenga Parja]",
wordlist cell,162,twelve,RON,Malenga Rona Desiya,comparison control,43,38,1,2 bɐɾ,2,bɐɾ,visual-source-page,,excluded,excluded comparison control,AdivasiOriya,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 162, Malenga Rona Desiya]",
wordlist cell,162,twelve,ODI,Cuttack Oriya,comparison control,43,38,1,2 bɑɽo,2,bɑɽo,visual-source-page,,excluded,excluded comparison control,Or,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 162, Cuttack Oriya]",
wordlist cell,163,twenty,BIA,Biapada U. Didayi,target,43,38,1,1 sʌlga,1,sʌlga,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-biapada-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 163, Biapada U. Didayi]",silbondadidayi1997:bia:i163:v1
wordlist cell,163,twenty,CHI,Chitrakonda L. Didayi,target,43,38,1,1 sʌlga,1,sʌlga,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-chitrakonda-l-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 163, Chitrakonda L. Didayi]",silbondadidayi1997:chi:i163:v1
wordlist cell,163,twenty,KAL,Kaluguda U. Didayi,target,43,38,1,2 koɖe,2,koɖe,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-kaluguda-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 163, Kaluguda U. Didayi]",silbondadidayi1997:kal:i163:v1
wordlist cell,163,twenty,ORA,Orapadar U. Didayi,target,43,38,1,3 mukʊɖi,3,mukʊɖi,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-orapadar-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 163, Orapadar U. Didayi]",silbondadidayi1997:ora:i163:v1
wordlist cell,163,twenty,ORI,Oringi L. Didayi,target,43,38,1,1 sʌlga,1,sʌlga,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-oringi-l-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 163, Oringi L. Didayi]",silbondadidayi1997:ori:i163:v1
wordlist cell,163,twenty,RAS,Rasabeda L. Bonda,target,43,38,2,2 kuɖijeʈa,2,kuɖijeʈa,visual-source-page,,installed,,re,sil-bonda-didayi-1997-rasabeda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 163, Rasabeda L. Bonda]",silbondadidayi1997:ras:i163:v1
wordlist cell,163,twenty,KEN,Kendhuguda L. Bonda,target,43,38,2,2 koɖeʈa,2,koɖeʈa,visual-source-page,,installed,,re,sil-bonda-didayi-1997-kendhuguda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 163, Kendhuguda L. Bonda]",silbondadidayi1997:ken:i163:v1
wordlist cell,163,twenty,KAD,Kadamguda L. Bonda,target,43,38,2,2 koɖeʈa,2,koɖeʈa,visual-source-page,,installed,,re,sil-bonda-didayi-1997-kadamguda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 163, Kadamguda L. Bonda]",silbondadidayi1997:kad:i163:v1
wordlist cell,163,twenty,DUM,Dumripada U. Bonda,target,43,38,2,2 koɖeʈa,2,koɖeʈa,visual-source-page,,installed,,re,sil-bonda-didayi-1997-dumripada-u-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 163, Dumripada U. Bonda]",silbondadidayi1997:dum:i163:v1
wordlist cell,163,twenty,GUT,Tikrapada Gutob,comparison control,43,38,2,2 koɖe,2,koɖe,visual-source-page,,excluded,excluded comparison control,gu,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 163, Tikrapada Gutob]",
wordlist cell,163,twenty,PAR,Kinumun Parenga Parja,comparison control,43,38,2,2 koɖe,2,koɖe,visual-source-page,,excluded,excluded comparison control,go,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 163, Kinumun Parenga Parja]",
wordlist cell,163,twenty,RON,Malenga Rona Desiya,comparison control,43,38,2,2 kɔɽe,2,kɔɽe,visual-source-page,,excluded,excluded comparison control,AdivasiOriya,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 163, Malenga Rona Desiya]",
wordlist cell,163,twenty,ODI,Cuttack Oriya,comparison control,43,38,2,2 koɽiːe,2,koɽiːe,visual-source-page,,excluded,excluded comparison control,Or,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 163, Cuttack Oriya]",
wordlist cell,164,one hundred,BIA,Biapada U. Didayi,target,43,38,2,1 malkuɖi,1,malkuɖi,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-biapada-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 164, Biapada U. Didayi]",silbondadidayi1997:bia:i164:v1
wordlist cell,164,one hundred,CHI,Chitrakonda L. Didayi,target,43,38,2,1 malkuɖi,1,malkuɖi,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-chitrakonda-l-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 164, Chitrakonda L. Didayi]",silbondadidayi1997:chi:i164:v1
wordlist cell,164,one hundred,KAL,Kaluguda U. Didayi,target,43,38,2,2 soi,2,soi,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-kaluguda-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 164, Kaluguda U. Didayi]",silbondadidayi1997:kal:i164:v1
wordlist cell,164,one hundred,ORA,Orapadar U. Didayi,target,43,38,2,2 soja,2,soja,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-orapadar-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 164, Orapadar U. Didayi]",silbondadidayi1997:ora:i164:v1
wordlist cell,164,one hundred,ORI,Oringi L. Didayi,target,43,38,2,1 malkuɖi,1,malkuɖi,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-oringi-l-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 164, Oringi L. Didayi]",silbondadidayi1997:ori:i164:v1
wordlist cell,164,one hundred,RAS,Rasabeda L. Bonda,target,43,38,2,3 pantʃkuɖi,3,pantʃkuɖi,visual-source-page,,installed,,re,sil-bonda-didayi-1997-rasabeda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 164, Rasabeda L. Bonda]",silbondadidayi1997:ras:i164:v1
wordlist cell,164,one hundred,KEN,Kendhuguda L. Bonda,target,43,38,2,3 pantʃkoɖi,3,pantʃkoɖi,visual-source-page,,installed,,re,sil-bonda-didayi-1997-kendhuguda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 164, Kendhuguda L. Bonda]",silbondadidayi1997:ken:i164:v1
wordlist cell,164,one hundred,KAD,Kadamguda L. Bonda,target,43,38,2,3 pantʃkoɖi,3,pantʃkoɖi,visual-source-page,,installed,,re,sil-bonda-didayi-1997-kadamguda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 164, Kadamguda L. Bonda]",silbondadidayi1997:kad:i164:v1
wordlist cell,164,one hundred,DUM,Dumripada U. Bonda,target,43,38,2,3 pantʃkoɖi,3,pantʃkoɖi,visual-source-page,,installed,,re,sil-bonda-didayi-1997-dumripada-u-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 164, Dumripada U. Bonda]",silbondadidayi1997:dum:i164:v1
wordlist cell,164,one hundred,GUT,Tikrapada Gutob,comparison control,43,38,2,2 soje,2,soje,visual-source-page,,excluded,excluded comparison control,gu,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 164, Tikrapada Gutob]",
wordlist cell,164,one hundred,PAR,Kinumun Parenga Parja,comparison control,43,38,2,2 soje,2,soje,visual-source-page,,excluded,excluded comparison control,go,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 164, Kinumun Parenga Parja]",
wordlist cell,164,one hundred,RON,Malenga Rona Desiya,comparison control,43,38,2,3 pɐt̃ʃkɔɽɪ,3,pɐt̃ʃkɔɽɪ,visual-source-page,,excluded,excluded comparison control,AdivasiOriya,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 164, Malenga Rona Desiya]",
wordlist cell,164,one hundred,ODI,Cuttack Oriya,comparison control,43,38,2,4 ekosɑho,4,ekosɑho,visual-source-page,,excluded,excluded comparison control,Or,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 164, Cuttack Oriya]",
wordlist cell,165,who?,BIA,Biapada U. Didayi,target,43,38,2,1 dʒanɖe,1,dʒanɖe,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-biapada-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 165, Biapada U. Didayi]",silbondadidayi1997:bia:i165:v1
wordlist cell,165,who?,CHI,Chitrakonda L. Didayi,target,43,38,2,1 dʒanɖe,1,dʒanɖe,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-chitrakonda-l-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 165, Chitrakonda L. Didayi]",silbondadidayi1997:chi:i165:v1
wordlist cell,165,who?,KAL,Kaluguda U. Didayi,target,43,38,2,1 dʒa,1,dʒa,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-kaluguda-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 165, Kaluguda U. Didayi]",silbondadidayi1997:kal:i165:v1
wordlist cell,165,who?,ORA,Orapadar U. Didayi,target,43,38,2,1 dʒanɖe,1,dʒanɖe,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-orapadar-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 165, Orapadar U. Didayi]",silbondadidayi1997:ora:i165:v1
wordlist cell,165,who?,ORI,Oringi L. Didayi,target,43,38,2,1 dʒanɖe,1,dʒanɖe,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-oringi-l-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 165, Oringi L. Didayi]",silbondadidayi1997:ori:i165:v1
wordlist cell,165,who?,RAS,Rasabeda L. Bonda,target,43,38,2,1 dʒa,1,dʒa,visual-source-page,,installed,,re,sil-bonda-didayi-1997-rasabeda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 165, Rasabeda L. Bonda]",silbondadidayi1997:ras:i165:v1
wordlist cell,165,who?,KEN,Kendhuguda L. Bonda,target,43,38,2,1 dʒa,1,dʒa,visual-source-page,,installed,,re,sil-bonda-didayi-1997-kendhuguda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 165, Kendhuguda L. Bonda]",silbondadidayi1997:ken:i165:v1
wordlist cell,165,who?,KAD,Kadamguda L. Bonda,target,43,38,2,1 dʒa,1,dʒa,visual-source-page,,installed,,re,sil-bonda-didayi-1997-kadamguda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 165, Kadamguda L. Bonda]",silbondadidayi1997:kad:i165:v1
wordlist cell,165,who?,DUM,Dumripada U. Bonda,target,43,38,2,1 dʒa,1,dʒa,visual-source-page,,installed,,re,sil-bonda-didayi-1997-dumripada-u-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 165, Dumripada U. Bonda]",silbondadidayi1997:dum:i165:v1
wordlist cell,165,who?,GUT,Tikrapada Gutob,comparison control,43,38,2,2 lɐi,2,lɐi,visual-source-page,,excluded,excluded comparison control,gu,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 165, Tikrapada Gutob]",
wordlist cell,165,who?,PAR,Kinumun Parenga Parja,comparison control,43,38,2,3 moɪ,3,moɪ,visual-source-page,,excluded,excluded comparison control,go,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 165, Kinumun Parenga Parja]",
wordlist cell,165,who?,RON,Malenga Rona Desiya,comparison control,43,38,2,4 kɔnʈɐ,4,kɔnʈɐ,visual-source-page,,excluded,excluded comparison control,AdivasiOriya,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 165, Malenga Rona Desiya]",
wordlist cell,165,who?,ODI,Cuttack Oriya,comparison control,43,38,2,5 kie,5,kie,visual-source-page,,excluded,excluded comparison control,Or,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 165, Cuttack Oriya]",
wordlist cell,166,what?,BIA,Biapada U. Didayi,target,43,38,2,1 meʔbaɾe,1,meʔbaɾe,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-biapada-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 166, Biapada U. Didayi]",silbondadidayi1997:bia:i166:v1
wordlist cell,166,what?,CHI,Chitrakonda L. Didayi,target,43,38,2,1 meʔaɾe,1,meʔaɾe,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-chitrakonda-l-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 166, Chitrakonda L. Didayi]",silbondadidayi1997:chi:i166:v1
wordlist cell,166,what?,KAL,Kaluguda U. Didayi,target,43,38,2,7 kenma,7,kenma,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-kaluguda-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 166, Kaluguda U. Didayi]",silbondadidayi1997:kal:i166:v1
wordlist cell,166,what?,ORA,Orapadar U. Didayi,target,43,38,2,1 meʔbaɾa,1,meʔbaɾa,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-orapadar-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 166, Orapadar U. Didayi]",silbondadidayi1997:ora:i166:v1
wordlist cell,166,what?,ORI,Oringi L. Didayi,target,43,38,2,1 meʔɾe,1,meʔɾe,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-oringi-l-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 166, Oringi L. Didayi]",silbondadidayi1997:ori:i166:v1
wordlist cell,166,what?,RAS,Rasabeda L. Bonda,target,43,38,2,6 ma,6,ma,visual-source-page,,installed,,re,sil-bonda-didayi-1997-rasabeda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 166, Rasabeda L. Bonda]",silbondadidayi1997:ras:i166:v1
wordlist cell,166,what?,KEN,Kendhuguda L. Bonda,target,43,38,2,6 ma,6,ma,visual-source-page,,installed,,re,sil-bonda-didayi-1997-kendhuguda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 166, Kendhuguda L. Bonda]",silbondadidayi1997:ken:i166:v1
wordlist cell,166,what?,KAD,Kadamguda L. Bonda,target,43,38,2,6 ma,6,ma,visual-source-page,,installed,,re,sil-bonda-didayi-1997-kadamguda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 166, Kadamguda L. Bonda]",silbondadidayi1997:kad:i166:v1
wordlist cell,166,what?,DUM,Dumripada U. Bonda,target,43,38,2,6 ma,6,ma,visual-source-page,,installed,,re,sil-bonda-didayi-1997-dumripada-u-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 166, Dumripada U. Bonda]",silbondadidayi1997:dum:i166:v1
wordlist cell,166,what?,GUT,Tikrapada Gutob,comparison control,43,38,2,2 mɐŋʈɐ,2,mɐŋʈɐ,visual-source-page,,excluded,excluded comparison control,gu,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 166, Tikrapada Gutob]",
wordlist cell,166,what?,PAR,Kinumun Parenga Parja,comparison control,43,38,2,3 nʌɪʈɐ,3,nʌɪʈɐ,visual-source-page,,excluded,excluded comparison control,go,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 166, Kinumun Parenga Parja]",
wordlist cell,166,what?,RON,Malenga Rona Desiya,comparison control,43,38,2,4 kɐjʈɐ,4,kɐjʈɐ,visual-source-page,,excluded,excluded comparison control,AdivasiOriya,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 166, Malenga Rona Desiya]",
wordlist cell,166,what?,ODI,Cuttack Oriya,comparison control,43,38,2,5 kɔɳɔʔ,5,kɔɳɔʔ,visual-source-page,,excluded,excluded comparison control,Or,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 38, item 166, Cuttack Oriya]",
wordlist cell,167,where?,BIA,Biapada U. Didayi,target,44,39,1,1 anɖi,1,anɖi,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-biapada-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 39, item 167, Biapada U. Didayi]",silbondadidayi1997:bia:i167:v1
wordlist cell,167,where?,CHI,Chitrakonda L. Didayi,target,44,39,1,1 anɖi,1,anɖi,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-chitrakonda-l-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 39, item 167, Chitrakonda L. Didayi]",silbondadidayi1997:chi:i167:v1
wordlist cell,167,where?,KAL,Kaluguda U. Didayi,target,44,39,1,1 anɖi,1,anɖi,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-kaluguda-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 39, item 167, Kaluguda U. Didayi]",silbondadidayi1997:kal:i167:v1
wordlist cell,167,where?,ORA,Orapadar U. Didayi,target,44,39,1,1 anɖi,1,anɖi,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-orapadar-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 39, item 167, Orapadar U. Didayi]",silbondadidayi1997:ora:i167:v1
wordlist cell,167,where?,ORI,Oringi L. Didayi,target,44,39,1,1 anɖi,1,anɖi,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-oringi-l-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 39, item 167, Oringi L. Didayi]",silbondadidayi1997:ori:i167:v1
wordlist cell,167,where?,RAS,Rasabeda L. Bonda,target,44,39,1,7 ʌɾi,7,ʌɾi,visual-source-page,,installed,,re,sil-bonda-didayi-1997-rasabeda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 39, item 167, Rasabeda L. Bonda]",silbondadidayi1997:ras:i167:v1
wordlist cell,167,where?,KEN,Kendhuguda L. Bonda,target,44,39,1,7 ʌɾi,7,ʌɾi,visual-source-page,,installed,,re,sil-bonda-didayi-1997-kendhuguda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 39, item 167, Kendhuguda L. Bonda]",silbondadidayi1997:ken:i167:v1
wordlist cell,167,where?,KAD,Kadamguda L. Bonda,target,44,39,1,7 ʌɾi,7,ʌɾi,visual-source-page,,installed,,re,sil-bonda-didayi-1997-kadamguda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 39, item 167, Kadamguda L. Bonda]",silbondadidayi1997:kad:i167:v1
wordlist cell,167,where?,DUM,Dumripada U. Bonda,target,44,39,1,7 ʌɾi,7,ʌɾi,visual-source-page,,installed,,re,sil-bonda-didayi-1997-dumripada-u-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 39, item 167, Dumripada U. Bonda]",silbondadidayi1997:dum:i167:v1
wordlist cell,167,where?,GUT,Tikrapada Gutob,comparison control,44,39,1,2 mono,2,mono,visual-source-page,,excluded,excluded comparison control,gu,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 39, item 167, Tikrapada Gutob]",
wordlist cell,167,where?,PAR,Kinumun Parenga Parja,comparison control,44,39,1,3 tu̪gɐɪnu,3,tu̪gɐɪnu,visual-source-page,,excluded,excluded comparison control,go,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 39, item 167, Kinumun Parenga Parja]",
wordlist cell,167,where?,RON,Malenga Rona Desiya,comparison control,44,39,1,4 kɔntɪ̪,4,kɔntɪ̪,visual-source-page,,excluded,excluded comparison control,AdivasiOriya,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 39, item 167, Malenga Rona Desiya]",
wordlist cell,167,where?,ODI,Cuttack Oriya,comparison control,44,39,1,"5 keuntɑɾe, 6 kuɑde",5|6,keuntɑɾe | kuɑde,visual-source-page,,excluded,excluded comparison control,Or,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 39, item 167, Cuttack Oriya]",
wordlist cell,168,when?,BIA,Biapada U. Didayi,target,44,39,1,5 ʋeʔɳa,5,ʋeʔɳa,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-biapada-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 39, item 168, Biapada U. Didayi]",silbondadidayi1997:bia:i168:v1
wordlist cell,168,when?,CHI,Chitrakonda L. Didayi,target,44,39,1,1 ona,1,ona,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-chitrakonda-l-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 39, item 168, Chitrakonda L. Didayi]",silbondadidayi1997:chi:i168:v1
