Record_Type,Report,Printed_Page,Column,Gloss_Number,Gloss,Site_Code,Site_Name,Dialect_Group,Response,Similarity_Group,Raw_Transcription,Transcription,Review,Uncertainty,Status,Reason,Language_ID,Dialect_ID,Source,Entry_Key
expanded wordlist attestation,kim-kim2008bishnupriya,49,2,261,sour,a,Tilakpur,Madoi Gang,1,2,ok a,tʃokʰa,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-tilakpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 49, item 261, Tilakpur]",silbishnupriya2008:g261:sil-bishnupriya-2008-tilakpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,49,2,261,sour,f,Madhapur,Madoi Gang,1,2,ok a,tʃokʰa,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-madhapur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 49, item 261, Madhapur]",silbishnupriya2008:g261:sil-bishnupriya-2008-madhapur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,1,262,bitter,0,Standard Bangla,comparison control,1,1,tita,tita,source text-layer transcript; legacy glyphs checked against page image,,excluded,standard Bangla comparison list; not Bishnupriya,,,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 262, Standard Bangla]",
expanded wordlist attestation,kim-kim2008bishnupriya,50,1,262,bitter,a,Tilakpur,Madoi Gang,1,1,tita,tita,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-tilakpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 262, Tilakpur]",silbishnupriya2008:g262:sil-bishnupriya-2008-tilakpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,1,262,bitter,b,Soi Sri,Rajar Gang,1,1,tita,tita,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-soi-sri,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 262, Soi Sri]",silbishnupriya2008:g262:sil-bishnupriya-2008-soi-sri:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,1,262,bitter,c,Gulerhaor,Rajar Gang,1,1,tita,tita,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-gulerhaor,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 262, Gulerhaor]",silbishnupriya2008:g262:sil-bishnupriya-2008-gulerhaor:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,1,262,bitter,d,Dhonitila,Rajar Gang,1,1,tita,tita,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-dhonitila,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 262, Dhonitila]",silbishnupriya2008:g262:sil-bishnupriya-2008-dhonitila:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,1,262,bitter,e,Machimpur,Rajar Gang,1,1,tita,tita,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-machimpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 262, Machimpur]",silbishnupriya2008:g262:sil-bishnupriya-2008-machimpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,1,262,bitter,f,Madhapur,Madoi Gang,1,1,tita,tita,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-madhapur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 262, Madhapur]",silbishnupriya2008:g262:sil-bishnupriya-2008-madhapur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,1,263,"spicy, hot",a,Tilakpur,Madoi Gang,1,1,dallui ,dʒallui̯tʃʰɛ,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-tilakpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 263, Tilakpur]",silbishnupriya2008:g263:sil-bishnupriya-2008-tilakpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,1,263,"spicy, hot",f,Madhapur,Madoi Gang,1,1,dalona,dʒalona,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-madhapur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 263, Madhapur]",silbishnupriya2008:g263:sil-bishnupriya-2008-madhapur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,1,263,"spicy, hot",b,Soi Sri,Rajar Gang,1,1,dalos,dʒalosɛ,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-soi-sri,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 263, Soi Sri]",silbishnupriya2008:g263:sil-bishnupriya-2008-soi-sri:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,1,263,"spicy, hot",c,Gulerhaor,Rajar Gang,1,1,dalos,dʒalosɛ,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-gulerhaor,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 263, Gulerhaor]",silbishnupriya2008:g263:sil-bishnupriya-2008-gulerhaor:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,1,263,"spicy, hot",d,Dhonitila,Rajar Gang,1,1,dalos,dʒalosɛ,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-dhonitila,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 263, Dhonitila]",silbishnupriya2008:g263:sil-bishnupriya-2008-dhonitila:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,1,263,"spicy, hot",e,Machimpur,Rajar Gang,1,1,dalos,dʒalosɛ,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-machimpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 263, Machimpur]",silbishnupriya2008:g263:sil-bishnupriya-2008-machimpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,1,263,"spicy, hot",0,Standard Bangla,comparison control,1,1,d al,dʒʰal,source text-layer transcript; legacy glyphs checked against page image,,excluded,standard Bangla comparison list; not Bishnupriya,,,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 263, Standard Bangla]",
expanded wordlist attestation,kim-kim2008bishnupriya,50,1,264,ripe,0,Standard Bangla,comparison control,1,1,paka,paka,source text-layer transcript; legacy glyphs checked against page image,,excluded,standard Bangla comparison list; not Bishnupriya,,,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 264, Standard Bangla]",
expanded wordlist attestation,kim-kim2008bishnupriya,50,1,264,ripe,c,Gulerhaor,Rajar Gang,1,2,moda,modʒa,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-gulerhaor,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 264, Gulerhaor]",silbishnupriya2008:g264:sil-bishnupriya-2008-gulerhaor:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,1,264,ripe,f,Madhapur,Madoi Gang,1,2,moda,modʒa,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-madhapur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 264, Madhapur]",silbishnupriya2008:g264:sil-bishnupriya-2008-madhapur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,1,264,ripe,b,Soi Sri,Rajar Gang,1,2,mods,modʒɛsɛ,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-soi-sri,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 264, Soi Sri]",silbishnupriya2008:g264:sil-bishnupriya-2008-soi-sri:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,1,264,ripe,d,Dhonitila,Rajar Gang,1,2,mods,modʒɛsɛ,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-dhonitila,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 264, Dhonitila]",silbishnupriya2008:g264:sil-bishnupriya-2008-dhonitila:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,1,264,ripe,e,Machimpur,Rajar Gang,1,2,mods,modʒɛsɛ,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-machimpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 264, Machimpur]",silbishnupriya2008:g264:sil-bishnupriya-2008-machimpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,1,264,ripe,a,Tilakpur,Madoi Gang,1,2,modi ,modʒitʃʰɛ,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-tilakpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 264, Tilakpur]",silbishnupriya2008:g264:sil-bishnupriya-2008-tilakpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,1,265,rotten (fruit),f,Madhapur,Madoi Gang,1,1,pa,pɔʃa,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-madhapur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 265, Madhapur]",silbishnupriya2008:g265:sil-bishnupriya-2008-madhapur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,1,265,rotten (fruit),0,Standard Bangla,comparison control,1,1,pa,pɔtʃa,source text-layer transcript; legacy glyphs checked against page image,,excluded,standard Bangla comparison list; not Bishnupriya,,,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 265, Standard Bangla]",
expanded wordlist attestation,kim-kim2008bishnupriya,50,1,265,rotten (fruit),b,Soi Sri,Rajar Gang,1,1,ps,pɔtʃɛsɛ,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-soi-sri,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 265, Soi Sri]",silbishnupriya2008:g265:sil-bishnupriya-2008-soi-sri:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,1,265,rotten (fruit),c,Gulerhaor,Rajar Gang,1,1,ps,pɔtʃɛsɛ,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-gulerhaor,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 265, Gulerhaor]",silbishnupriya2008:g265:sil-bishnupriya-2008-gulerhaor:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,1,265,rotten (fruit),d,Dhonitila,Rajar Gang,1,1,ps,pɔtʃɛsɛ,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-dhonitila,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 265, Dhonitila]",silbishnupriya2008:g265:sil-bishnupriya-2008-dhonitila:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,1,265,rotten (fruit),e,Machimpur,Rajar Gang,1,1,ps,pɔtʃɛsɛ,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-machimpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 265, Machimpur]",silbishnupriya2008:g265:sil-bishnupriya-2008-machimpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,1,265,rotten (fruit),a,Tilakpur,Madoi Gang,1,1,poi ,potʃitʃʰɛ,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-tilakpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 265, Tilakpur]",silbishnupriya2008:g265:sil-bishnupriya-2008-tilakpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,1,266,fast,0,Standard Bangla,comparison control,1,1,taatai,taɽataɽi,source text-layer transcript; legacy glyphs checked against page image,,excluded,standard Bangla comparison list; not Bishnupriya,,,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 266, Standard Bangla]",
expanded wordlist attestation,kim-kim2008bishnupriya,50,1,266,fast,a,Tilakpur,Madoi Gang,1,2,alakko,tʃalakkoɾɛ,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-tilakpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 266, Tilakpur]",silbishnupriya2008:g266:sil-bishnupriya-2008-tilakpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,1,266,fast,b,Soi Sri,Rajar Gang,1,2,alakko,tʃalakkoɾɛ,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-soi-sri,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 266, Soi Sri]",silbishnupriya2008:g266:sil-bishnupriya-2008-soi-sri:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,1,266,fast,c,Gulerhaor,Rajar Gang,1,2,alakko,tʃalakkoɾɛ,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-gulerhaor,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 266, Gulerhaor]",silbishnupriya2008:g266:sil-bishnupriya-2008-gulerhaor:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,1,266,fast,d,Dhonitila,Rajar Gang,1,2,alakko,tʃalakkoɾɛ,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-dhonitila,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 266, Dhonitila]",silbishnupriya2008:g266:sil-bishnupriya-2008-dhonitila:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,1,266,fast,e,Machimpur,Rajar Gang,1,2,alakko,tʃalakkoɾɛ,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-machimpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 266, Machimpur]",silbishnupriya2008:g266:sil-bishnupriya-2008-machimpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,1,266,fast,f,Madhapur,Madoi Gang,1,2,alakko,tʃalakkoɾɛ,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-madhapur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 266, Madhapur]",silbishnupriya2008:g266:sil-bishnupriya-2008-madhapur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,1,267,slow,0,Standard Bangla,comparison control,1,1,d i d i,dʰiɾɛ dʰiɾɛ,source text-layer transcript; legacy glyphs checked against page image; source prints lowercase o for the Bangla code 0,source site code is visibly lowercase o; interpreted as Bangla 0,excluded,standard Bangla comparison list; not Bishnupriya,,,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 267, Standard Bangla]",
expanded wordlist attestation,kim-kim2008bishnupriya,50,1,267,slow,c,Gulerhaor,Rajar Gang,1,2,tapko tapko,tapko tapko,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-gulerhaor,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 267, Gulerhaor]",silbishnupriya2008:g267:sil-bishnupriya-2008-gulerhaor:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,1,267,slow,d,Dhonitila,Rajar Gang,1,2,tapko tapko,tapko tapko,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-dhonitila,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 267, Dhonitila]",silbishnupriya2008:g267:sil-bishnupriya-2008-dhonitila:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,1,267,slow,e,Machimpur,Rajar Gang,1,2,tapko tapko,tapko tapko,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-machimpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 267, Machimpur]",silbishnupriya2008:g267:sil-bishnupriya-2008-machimpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,1,267,slow,b,Soi Sri,Rajar Gang,1,2,tapkor,tapkorɛ,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-soi-sri,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 267, Soi Sri]",silbishnupriya2008:g267:sil-bishnupriya-2008-soi-sri:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,1,267,slow,a,Tilakpur,Madoi Gang,1,2,tappo,tappo,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-tilakpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 267, Tilakpur]",silbishnupriya2008:g267:sil-bishnupriya-2008-tilakpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,1,267,slow,f,Madhapur,Madoi Gang,1,2,tappo,tappo,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-madhapur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 267, Madhapur]",silbishnupriya2008:g267:sil-bishnupriya-2008-madhapur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,1,267,slow,e,Machimpur,Rajar Gang,2,3,lai lai,lai̯ lai̯,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-machimpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 267, Machimpur]",silbishnupriya2008:g267:sil-bishnupriya-2008-machimpur:i2
expanded wordlist attestation,kim-kim2008bishnupriya,50,1,268,same,c,Gulerhaor,Rajar Gang,1,1,aki,aki,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-gulerhaor,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 268, Gulerhaor]",silbishnupriya2008:g268:sil-bishnupriya-2008-gulerhaor:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,1,268,same,0,Standard Bangla,comparison control,1,1,ki,ɛki,source text-layer transcript; legacy glyphs checked against page image,,excluded,standard Bangla comparison list; not Bishnupriya,,,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 268, Standard Bangla]",
expanded wordlist attestation,kim-kim2008bishnupriya,50,1,268,same,e,Machimpur,Rajar Gang,1,1,ki,ɛki,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-machimpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 268, Machimpur]",silbishnupriya2008:g268:sil-bishnupriya-2008-machimpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,1,268,same,a,Tilakpur,Madoi Gang,1,2,ak an,akʰan,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-tilakpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 268, Tilakpur]",silbishnupriya2008:g268:sil-bishnupriya-2008-tilakpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,1,268,same,f,Madhapur,Madoi Gang,1,2,ak an,akʰan,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-madhapur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 268, Madhapur]",silbishnupriya2008:g268:sil-bishnupriya-2008-madhapur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,2,269,different,0,Standard Bangla,comparison control,1,1,b inno,bʰinno,source text-layer transcript; legacy glyphs checked against page image,,excluded,standard Bangla comparison list; not Bishnupriya,,,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 269, Standard Bangla]",
expanded wordlist attestation,kim-kim2008bishnupriya,50,2,269,different,a,Tilakpur,Madoi Gang,1,2,toali ,toŋŋalitʃʰɛ,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-tilakpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 269, Tilakpur]",silbishnupriya2008:g269:sil-bishnupriya-2008-tilakpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,2,269,different,b,Soi Sri,Rajar Gang,1,3,k ei k ei,kʰei̯ kʰei̯,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-soi-sri,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 269, Soi Sri]",silbishnupriya2008:g269:sil-bishnupriya-2008-soi-sri:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,2,269,different,c,Gulerhaor,Rajar Gang,1,3,k ei k ei,kʰei̯ kʰei̯,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-gulerhaor,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 269, Gulerhaor]",silbishnupriya2008:g269:sil-bishnupriya-2008-gulerhaor:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,2,269,different,d,Dhonitila,Rajar Gang,1,3,k ei k ei,kʰei̯ kʰei̯,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-dhonitila,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 269, Dhonitila]",silbishnupriya2008:g269:sil-bishnupriya-2008-dhonitila:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,2,269,different,e,Machimpur,Rajar Gang,1,3,k ei k ei,kʰei̯ kʰei̯,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-machimpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 269, Machimpur]",silbishnupriya2008:g269:sil-bishnupriya-2008-machimpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,2,269,different,f,Madhapur,Madoi Gang,1,3,k ei k ei,kʰei̯ kʰei̯,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-madhapur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 269, Madhapur]",silbishnupriya2008:g269:sil-bishnupriya-2008-madhapur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,2,270,dry,0,Standard Bangla,comparison control,1,1,ukna,ʃukna,source text-layer transcript; legacy glyphs checked against page image,,excluded,standard Bangla comparison list; not Bishnupriya,,,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 270, Standard Bangla]",
expanded wordlist attestation,kim-kim2008bishnupriya,50,2,270,dry,c,Gulerhaor,Rajar Gang,1,2,hukana,hukana,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-gulerhaor,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 270, Gulerhaor]",silbishnupriya2008:g270:sil-bishnupriya-2008-gulerhaor:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,2,270,dry,d,Dhonitila,Rajar Gang,1,2,hukana,hukana,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-dhonitila,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 270, Dhonitila]",silbishnupriya2008:g270:sil-bishnupriya-2008-dhonitila:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,2,270,dry,e,Machimpur,Rajar Gang,1,2,hukana,hukana,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-machimpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 270, Machimpur]",silbishnupriya2008:g270:sil-bishnupriya-2008-machimpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,2,270,dry,f,Madhapur,Madoi Gang,1,2,hukana,hukana,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-madhapur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 270, Madhapur]",silbishnupriya2008:g270:sil-bishnupriya-2008-madhapur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,2,270,dry,a,Tilakpur,Madoi Gang,1,2,hukani,hukani,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-tilakpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 270, Tilakpur]",silbishnupriya2008:g270:sil-bishnupriya-2008-tilakpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,2,270,dry,b,Soi Sri,Rajar Gang,1,2,hukani,hukani,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-soi-sri,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 270, Soi Sri]",silbishnupriya2008:g270:sil-bishnupriya-2008-soi-sri:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,2,270,dry,f,Madhapur,Madoi Gang,2,2,hukani,hukani,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-madhapur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 270, Madhapur]",silbishnupriya2008:g270:sil-bishnupriya-2008-madhapur:i2
expanded wordlist attestation,kim-kim2008bishnupriya,50,2,271,wet,0,Standard Bangla,comparison control,1,1,b ida,bʰidʒa,source text-layer transcript; legacy glyphs checked against page image,,excluded,standard Bangla comparison list; not Bishnupriya,,,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 271, Standard Bangla]",
expanded wordlist attestation,kim-kim2008bishnupriya,50,2,271,wet,c,Gulerhaor,Rajar Gang,1,2,ta,tɪŋŋa,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-gulerhaor,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 271, Gulerhaor]",silbishnupriya2008:g271:sil-bishnupriya-2008-gulerhaor:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,2,271,wet,d,Dhonitila,Rajar Gang,1,2,ta,tɪŋŋa,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-dhonitila,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 271, Dhonitila]",silbishnupriya2008:g271:sil-bishnupriya-2008-dhonitila:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,2,271,wet,e,Machimpur,Rajar Gang,1,2,ta,tɪŋŋa,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-machimpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 271, Machimpur]",silbishnupriya2008:g271:sil-bishnupriya-2008-machimpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,2,271,wet,f,Madhapur,Madoi Gang,1,2,ta,tɪŋŋa,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-madhapur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 271, Madhapur]",silbishnupriya2008:g271:sil-bishnupriya-2008-madhapur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,50,2,271,wet,b,Soi Sri,Rajar Gang,1,2,ts,tɪŋŋɛsɛ,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-soi-sri,"kim-kim2008bishnupriya[Appendix B.3, printed p. 50, item 271, Soi Sri]",silbishnupriya2008:g271:sil-bishnupriya-2008-soi-sri:i1
