Sequence|Unit_ID|Region|Section|Printed_Page|Raw_Form|Raw_Phonetic|Raw_Before|Raw_Gloss|Raw_After|Raw_Context
1403|ex40d:translation|translation|6.2 External embedding|46||||You have to go there even if you donʾt want to||free translation of example (40d)
1404|s6.2:q18|prose|6.2 External embedding|46||||if you see|; mangīštōrḗ=sa “if you want”, suggesting it is best seen as a cliti|the verb, both in the perfective (41a) and the imperfective (41b). Prosodically, sa remains unstressed: lakərdṓs=sa (< lakǝrdōr=sa ) “if you see”; mangīštōrḗ=sa “if you want”, suggest
1405|s6.2:q19|prose|6.2 External embedding|46|mangīštōrḗ=sa||a remains unstressed: lakərdṓs=sa (< lakǝrdōr=sa ) “if you see”; |if you want|, suggesting it is best seen as a clitic.|ive (41a) and the imperfective (41b). Prosodically, sa remains unstressed: lakərdṓs=sa (< lakǝrdōr=sa ) “if you see”; mangīštōrḗ=sa “if you want”, suggesting it is best seen as a clitic
1406|ex41a:w1|example|6.2 External embedding|46|lakərdōs=sa|||see.PFV.2SG=if||example (41a) word 1
1407|ex41a:w2|example|6.2 External embedding|46|kyāmōr|||something||example (41a) word 2
1408|ex41a:w3|example|6.2 External embedding|46|ǧib kar|||speak.IMP||example (41a) word 3
1409|ex41a:w4|example|6.2 External embedding|46|ʋāšōm|||COM.1SG||example (41a) word 4
1410|ex41a:translation|translation|6.2 External embedding|46||||If you see something, speak to me||free translation of example (41a)
1411|ex41b:w1|example|6.2 External embedding|46|sakē=sa|||can.IMPFV.2SG=if||example (41b) word 1
1412|ex41b:w2|example|6.2 External embedding|46|pā|||come.IMP||example (41b) word 2
1413|ex41b:w3|example|6.2 External embedding|46|pāsōm|||AD.1SG||example (41b) word 3
1414|ex41b:translation|translation|6.2 External embedding|46||||If you can, come to my place||free translation of example (41b)
1415|s6.2:q20|prose|6.2 External embedding|46||||as|). The verb of the subordinate clause was recorded with the progressiv|e way of expressing simultaneity. The most common strategy seems to be by way of the conjunction-like complex morpheme hōšī (glossed here “as”). The verb of the subordinate clause wa
1416|ex42a:w1|example|6.2 External embedding|46|slālã|||rain||example (42a) word 1
1417|ex42a:w2|example|6.2 External embedding|46|(h)rã|||become.PFV.3SG||example (42a) word 2
1418|ex42a:w3|example|6.2 External embedding|46|ʋatōmā|||SUP.1PL||example (42a) word 3
1419|ex42a:w4|example|6.2 External embedding|46|hōšī|||as||example (42a) word 4
1420|ex42a:w5|example|6.2 External embedding|46|akī kaštinne|||wait.PROG.1PL||example (42a) word 5
1421|ex42a:translation|translation|6.2 External embedding|46||||As we were waiting, it started to rain||free translation of example (42a)
1422|ex42b:w1|example|6.2 External embedding|47|hōšī|||as||example (42b) word 1
1423|ex42b:w2|example|6.2 External embedding|47|manderdende|||stand.IMPFV.3PL||example (42b) word 2
1424|ex42b:w3|example|6.2 External embedding|47|āyrōs-sā|||come.PFV.3SG-OBJ.3PL||example (42b) word 3
1425|ex42b:w4|example|6.2 External embedding|47|bōǧy-ā|||dog-INDEF||example (42b) word 4
1426|ex42b:translation|translation|6.2 External embedding|47||||As they were standing, a dog came to them||free translation of example (42b)
1427|s6.2:q21|prose|6.2 External embedding|47|h-|| former is most probably a short form of the imperfective of the verb |become|, while the latter is the clitic šī “also, and”. The clitic šī is |hōšī seems to be composed of the formatives hō and šī. The former is most probably a short form of the imperfective of the verb h - “become”, while the latter is the clitic šī “a
1428|s6.2:q22|prose|6.2 External embedding|47|šī||perfective of the verb h - “become”, while the latter is the clitic |also, and|. The clitic šī is most likely to have been borrowed from Kurdish wh|hō and šī. The former is most probably a short form of the imperfective of the verb h - “become”, while the latter is the clitic šī “also, and”. The clitic šī is most likely to have
1429|ex43a:w1|example|6.2 External embedding|47|tō=šī|||2SG=too||example (43a) word 1
1430|ex43a:w2|example|6.2 External embedding|47|yēlkānī|||alone||example (43a) word 2
1431|ex43a:w3|example|6.2 External embedding|47|(h)rōre|||become.PFV.2SG||example (43a) word 3
1432|ex43a:w4|example|6.2 External embedding|47|dūnōm|||without.1SG||example (43a) word 4
1433|ex43a:translation|translation|6.2 External embedding|47||||You too, you are lonely without me||free translation of example (43a)
1434|ex43b:w1|example|6.2 External embedding|47|kəčmārīn|||old.PL||example (43b) word 1
1435|ex43b:w2|example|6.2 External embedding|47|mangənde|||like.IMPFV.3PL||example (43b) word 2
1436|ex43b:w3|example|6.2 External embedding|47|ʋēštənd|||stay.SUBJ.3PL||example (43b) word 3
1437|ex43b:w4|example|6.2 External embedding|47|kəry-ə|||home-OBL||example (43b) word 4
1438|ex43b:w5|example|6.2 External embedding|47|ʋāgər|||in.front.of||example (43b) word 5
1439|ex43b:w6|example|6.2 External embedding|47|ǧib karənd=šī|||speak.SUBJ.3PL=and||example (43b) word 6
1440|ex43b:w7|example|6.2 External embedding|47|bū|||much||example (43b) word 7
1441|ex43b:translation|translation|6.2 External embedding|47||||Old people like to stay in front of the house and speak a lot||free translation of example (43b)
1442|ex43c:w1|example|6.2 External embedding|47|āyrã|||come.PFV.3SG||example (43c) word 1
1443|ex43c:w2|example|6.2 External embedding|47|pāsōm|||AD.1SG||example (43c) word 2
1444|ex43c:w3|example|6.2 External embedding|47|čārre=šī|||hide.IMPFV.3SG=and||example (43c) word 3
1445|ex43c:w4|example|6.2 External embedding|47|pišt-ə|||back-OBL||example (43c) word 4
1446|ex43c:w5|example|6.2 External embedding|47|pačī|||behind||example (43c) word 5
1447|ex43c:w6|example|6.2 External embedding|47|kam-ā|||thing-INDEF||example (43c) word 6
1448|ex43c:translation|translation|6.2 External embedding|47||||He came to me (and was) hiding something behind his back||free translation of example (43c)
1449|s6.2:q23|prose|6.2 External embedding|47|w-||uses expressing simultaneity, introduced by the coordination particle |and|, itself followed by a free pronoun: w ana walad “when I was a kid” |lled in Arabic grammar ḥāl clauses. These are subordinated clauses expressing simultaneity, introduced by the coordination particle w - “and”, itself followed by a free pronoun: w
1450|s6.2:q24|prose|6.2 External embedding|47|w ana walad||coordination particle w - “and”, itself followed by a free pronoun: |when I was a kid| (and 1SG kid). While the replication of Arabic w - through the clit|ated clauses expressing simultaneity, introduced by the coordination particle w - “and”, itself followed by a free pronoun: w ana walad “when I was a kid” (and 1SG kid). While the replication of
1451|s6.2:q25|prose|6.2 External embedding|47|h-||ted above that it may be a short form of the imperfective of the verb |become|. One possibility is that the Arabic free pronoun in ḥāl constructio|re puzzling is the origin of the formative hō -. It was suggested above that it may be a short form of the imperfective of the verb h - “become”. One possibility is that the Arabic fre
1452|7-conclusion:q1|prose|7. Conclusion|48|garã||e 3SG perfective for which the masculine form was generalised (Aleppo |(s)he went| vs. Palestinian gara “he went” - garī “she went”). Case marking i|on which gender neutralisation had an impact is the form of the 3SG perfective for which the masculine form was generalised (Aleppo garã “(s)he went” vs. Palestinian gara “he went” - gar
1453|7-conclusion:q2|prose|7. Conclusion|48|gara||line form was generalised (Aleppo garã “(s)he went” vs. Palestinian |he went| - garī “she went”). Case marking in Aleppo Domari, besides the rest|an impact is the form of the 3SG perfective for which the masculine form was generalised (Aleppo garã “(s)he went” vs. Palestinian gara “he went” - garī “she went”). Case marking in A
1454|7-conclusion:q3|prose|7. Conclusion|48|garī||alised (Aleppo garã “(s)he went” vs. Palestinian gara “he went” - |she went|). Case marking in Aleppo Domari, besides the restructuring of Layer I|rm of the 3SG perfective for which the masculine form was generalised (Aleppo garã “(s)he went” vs. Palestinian gara “he went” - garī “she went”). Case marking in Aleppo Domari, beside
1455|7-conclusion:q4|prose|7. Conclusion|48|ʋa||te the marker - ki . Undocumented so far was the versative marker - |towards|, used in Aleppo, and in the dialects of Sarāqib and Beirut. Aleppo |lopment makes it difficult to keep the term ‘ablativeʾ to designate the marker - ki . Undocumented so far was the versative marker - ʋa “towards”, used in Aleppo, and in the dialects of
1456|7-conclusion:q5|prose|7. Conclusion|48|dōm-ə ǧib||f genitive marker (Matras 2002:174). This is apparent in phrases like |the language of the Dōm| ( Dōm -OBL language), ḥalab-ə dōm “the Dōm of Aleppo” (Aleppo-O|er in Aleppo Domari partially kept its original function of genitive marker (Matras 2002:174). This is apparent in phrases like dōm-ə ǧib “the language of the Dōm ” ( Dōm -OBL language), ḥalab-ə dōm “
1457|7-conclusion:q6|prose|7. Conclusion|48|ḥalab-ə dōm||like dōm-ə ǧib “the language of the Dōm ” ( Dōm -OBL language), |the Dōm of Aleppo| (Aleppo-OBL Dōm ). Also peculiar to Aleppo Domari is the ongoing gr|e marker (Matras 2002:174). This is apparent in phrases like dōm-ə ǧib “the language of the Dōm ” ( Dōm -OBL language), ḥalab-ə dōm “the Dōm of Aleppo” (Aleppo-OBL Dōm ). Also peculiar to A
1458|7-conclusion:q7|prose|7. Conclusion|48|xor||culiar to Aleppo Domari is the ongoing grammaticalisation of the noun |heart| from a relational noun expressing location to a Layer II marker. Alep|ḥalab-ə dōm “the Dōm of Aleppo” (Aleppo-OBL Dōm ). Also peculiar to Aleppo Domari is the ongoing grammaticalisation of the noun xor “heart” from a relational noun expressing locat
1459|7-conclusion:q8|prose|7. Conclusion|48|z-||to the grammar of the language, and only the core Iranian preposition |from| was replicated. This preposition appears to be an old borrowing and m|erned. None of the core prepositions of Arabic made their way into the grammar of the language, and only the core Iranian preposition z - “from” was replicated. This preposition appear
1460|ex44:w1|example|7. Conclusion|49|čāġ-ən|||child-ACC.PL||example (44) word 1
1461|ex44:w2|example|7. Conclusion|49|har|||each||example (44) word 2
1462|ex44:w3|example|7. Conclusion|49|dīs|||day||example (44) word 3
1463|ex44:w4|example|7. Conclusion|49|səknāre|||teach.IMPFV.3SG||example (44) word 4
1464|ex44:w5|example|7. Conclusion|49|ḥarf-ā|||letter-INDEF||example (44) word 5
1465|ex44:w6|example|7. Conclusion|49|ustāz|||teacher||example (44) word 6
1466|ex44:translation|translation|7. Conclusion|49||||Every day, the teacher teaches a new letter to the kids||free translation of example (44)
1467|7-conclusion:q9|prose|7. Conclusion|49||||ninety|: ṣadd illa dazz , literally “hundred (Kurdish) except (Arabic) ten |orrowings are concerned, the numerals are inherited or borrowed from Kurdish. The only Arabic element that surfaces is in the expression of “ninety”: ṣadd illa dazz , literally “hundred
1468|7-conclusion:q10|prose|7. Conclusion|49||||hundred (Kurdish) except (Arabic) ten (inherited)|. Amongst the modal verbs and auxiliary, only lāzim “must” was borro|re inherited or borrowed from Kurdish. The only Arabic element that surfaces is in the expression of “ninety”: ṣadd illa dazz , literally “hundred (Kurdish) except (Arabic) ten (inherited)”. Amongst the modal verbs and auxiliary
1469|7-conclusion:q11|prose|7. Conclusion|49|lāzim||Arabic) ten (inherited)”. Amongst the modal verbs and auxiliary, only |must| was borrowed from Arabic. Arabic inflections and negator are not repl|ety”: ṣadd illa dazz , literally “hundred (Kurdish) except (Arabic) ten (inherited)”. Amongst the modal verbs and auxiliary, only lāzim “must” was borrowed from Arabic. Arabic inflec
1470|7-conclusion:q12|prose|7. Conclusion|49|šī||nd only marginally on Arabic. Focus particles do not draw on Arabic ( |and, also|, gēna “also”), neither do indefinites. Categories largely replicate|parative and superlative initially draw on Kurdish and Turkish, and only marginally on Arabic. Focus particles do not draw on Arabic ( šī “and, also”, gēna “also”), neither do indefinites
1471|7-conclusion:q13|prose|7. Conclusion|49|gēna|| on Arabic. Focus particles do not draw on Arabic ( šī “and, also”, |also|), neither do indefinites. Categories largely replicated from Arabic a|tive initially draw on Kurdish and Turkish, and only marginally on Arabic. Focus particles do not draw on Arabic ( šī “and, also”, gēna “also”), neither do indefinites. Categories la
1472|7-conclusion:q14|prose|7. Conclusion|49|baʿdēn|| complementiser inno , the relativiser illi , discourse markers ( |afterwards|, yaʿni “that is to say” awwal ši “first of all”, xalaṣ “that’s |tegories largely replicated from Arabic are conjunctions, the complementiser inno , the relativiser illi , discourse markers ( baʿdēn “afterwards”, yaʿni “that is to say” awwal ši “f
1473|7-conclusion:q15|prose|7. Conclusion|49|yaʿni||, the relativiser illi , discourse markers ( baʿdēn “afterwards”, |that is to say| awwal ši “first of all”, xalaṣ “that’s it”) while phasal adverbs |cated from Arabic are conjunctions, the complementiser inno , the relativiser illi , discourse markers ( baʿdēn “afterwards”, yaʿni “that is to say” awwal ši “first of all”, xalaṣ “tha
1474|7-conclusion:q16|prose|7. Conclusion|49|awwal ši||, discourse markers ( baʿdēn “afterwards”, yaʿni “that is to say” |first of all|, xalaṣ “that’s it”) while phasal adverbs are not Arabic ( nə-mānde|ctions, the complementiser inno , the relativiser illi , discourse markers ( baʿdēn “afterwards”, yaʿni “that is to say” awwal ši “first of all”, xalaṣ “thatʾs it”) while phasal adve
1475|7-conclusion:q17|prose|7. Conclusion|49|xalaṣ||ēn “afterwards”, yaʿni “that is to say” awwal ši “first of all”, |thatʾs it|) while phasal adverbs are not Arabic ( nə-mānde “no more”, hazzi |er inno , the relativiser illi , discourse markers ( baʿdēn “afterwards”, yaʿni “that is to say” awwal ši “first of all”, xalaṣ “thatʾs it”) while phasal adverbs are not Arabic (
1476|7-conclusion:q18|prose|7. Conclusion|49|nə-mānde||t of all”, xalaṣ “that’s it”) while phasal adverbs are not Arabic ( |no more|, hazzi “yet”, although Arabic lissa “still, yet” was recorded). T|ēn “afterwards”, yaʿni “that is to say” awwal ši “first of all”, xalaṣ “thatʾs it”) while phasal adverbs are not Arabic ( nə-mānde “no more”, hazzi “yet”, although Arabic lissa
1477|7-conclusion:q19|prose|7. Conclusion|49|hazzi||at’s it”) while phasal adverbs are not Arabic ( nə-mānde “no more”, |yet|, although Arabic lissa “still, yet” was recorded). The syntactic ty|yaʿni “that is to say” awwal ši “first of all”, xalaṣ “thatʾs it”) while phasal adverbs are not Arabic ( nə-mānde “no more”, hazzi “yet”, although Arabic lissa “still, yet” w
1478|7-conclusion:q20|prose|7. Conclusion|49|lissa||are not Arabic ( nə-mānde “no more”, hazzi “yet”, although Arabic |still, yet| was recorded). The syntactic typology remains quite free of any Arabi|ši “first of all”, xalaṣ “thatʾs it”) while phasal adverbs are not Arabic ( nə-mānde “no more”, hazzi “yet”, although Arabic lissa “still, yet” was recorded). The syntactic typology r
1479|fn2:q1|prose|Footnote 2|1||||"it should be pointed out that the present-day ḍoms do not represent a single caste or a homogenous group. In fact, the modern reflexes of the word ḍomba- seem rather to be cover terms for a number of castes which may share certain features, such as being ""low caste"" and having a similar socio-cultural and economic profile. However, various ḍom groups in different parts of India may not share a common origin"| ( Beníšek 2009:349).|"See Beníšek 2009 for an historical account of the term ḍom/ḍomba- in India. According to him, “it should be pointed out that the present-day ḍoms do not represent a single caste or a homogenous group. In fact, the modern reflexes of the word ḍomba- seem rather to be cover terms for a number of castes which may share certain features, such as being ""low caste"" and having a similar socio-cultural and economic profile. However, various ḍom groups in different parts of India may not share a common origin.” ( Beníšek 2009:349)"
1480|fn4:q1|prose|Footnote 4|1||||The linguistic affinity between Romani and Domari (and, as far as documented, Lomavren) might therefore be accounted for in terms of their shared ancient origin and subsequent similar social and geographical history, rather than as a token of continuous genetic ties in the form of a linguistic sub-branch within the Indo-Aryan languages| (Matras 2002:48).|Matras sums up the situation saying that “The linguistic affinity between Romani and Domari (and, as far as documented, Lomavren) might therefore be accounted for in terms of their shared ancient origin and subsequent similar social and geographical history, rather than as a token of continuous genetic ties in the form of a linguistic sub-branch within the Indo-Aryan languages.” (Matras 2002:48)
1481|fn6:q1|prose|Footnote 6|2||||Quarnaqut [sic!]| (hypercorrection for Albanian, ʾarnaʾut , Jérôme Lentin, p.c.) and |nd Shia), Abtal, Alban, Akrad and Kaoli. He reports that the Turkmens and the Abtal speak Turkish, the Akrad speak Kurdish, the Alban speak “Quarnaqut [sic!]” (hypercorrection for Albanian, ʾarnaʾu
1482|fn6:q2|prose|Footnote 6|2||||Domané|, a term I never came across. While the Turkmen probably speak a Turki|rection for Albanian, ʾarnaʾut , Jérôme Lentin, p.c.) and the Kaoli speak a Persian dialect. As for the language of the Dōm , he writes “Domané”, a term I never came across. While the
1483|fn11:q1|prose|Footnote 11|3|gangstervari||Göksel & Kerslake (2005:62) provides only two examples: |gangsterlike| and Amerikanvari “American-like”.|Göksel & Kerslake (2005:62) provides only two examples: gangstervari “gangsterlike” and Amerikanvari “American-like”
1484|fn11:q2|prose|Footnote 11|3|Amerikanvari||005:62) provides only two examples: gangstervari “gangsterlike” and |American-like|.|Göksel & Kerslake (2005:62) provides only two examples: gangstervari “gangsterlike” and Amerikanvari “American-like”
1485|fn12:q1|prose|Footnote 12|4||||boy| (Aleppo čāġã ) or îch “foot” (Aleppo qīč ). This last item is i|Amongst the lexical items from Pott I couldnʾt find traces of in Palestinian Domari, one finds chaghâ “boy” (Aleppo čāġã ) or îch “foot” (Alepp
1486|fn12:q2|prose|Footnote 12|4|îch|| of in Palestinian Domari, one finds chaghâ “boy” (Aleppo čāġã ) or |foot| (Aleppo qīč ). This last item is interesting as it suggests that th|Amongst the lexical items from Pott I couldnʾt find traces of in Palestinian Domari, one finds chaghâ “boy” (Aleppo čāġã ) or îch “foot” (Aleppo qīč ). This last item is inte
1487|fn12:q3|prose|Footnote 12|4|qāyīš|| that is the passage from uvular [ q ] to laryngeal [ ʔ ]: Aleppo |food| vs Beirut ʾāyīš . As far as grammaticall material is concerned, one|urban Arabic dialects of the Levant and cross-linguistically, that is the passage from uvular [ q ] to laryngeal [ ʔ ]: Aleppo qāyīš “food” vs Beirut ʾāyīš . As far as grammatic
1488|fn12:q4|prose|Footnote 12|4|ṣâ||rut ʾāyīš . As far as grammaticall material is concerned, one reads |all| (Aleppo sã ), amin “we” (Aleppo amīn ), atmin “you PL.” (Aleppo|uvular [ q ] to laryngeal [ ʔ ]: Aleppo qāyīš “food” vs Beirut ʾāyīš . As far as grammaticall material is concerned, one reads ṣâ “all” (Aleppo sã ), amin “we” (Aleppo amīn
1489|fn12:q5|prose|Footnote 12|4||||we| (Aleppo amīn ), atmin “you PL.” (Aleppo tmīn ). This is also st|[ ʔ ]: Aleppo qāyīš “food” vs Beirut ʾāyīš . As far as grammaticall material is concerned, one reads ṣâ “all” (Aleppo sã ), amin “we” (Aleppo amīn ), atmin “you PL.” (Al
1490|fn12:q6|prose|Footnote 12|4|atmin||ned, one reads ṣâ “all” (Aleppo sã ), amin “we” (Aleppo amīn ), |you PL| (Aleppo tmīn ). This is also striking with interrogatives: keki “wh|vs Beirut ʾāyīš . As far as grammaticall material is concerned, one reads ṣâ “all” (Aleppo sã ), amin “we” (Aleppo amīn ), atmin “you PL.” (Aleppo tmīn ). This is also striking
1491|fn12:q7|prose|Footnote 12|4||||what| (Aleppo kakki “which”), kû “who” (Aleppo kō ), keita “where” (A|ṣâ “all” (Aleppo sã ), amin “we” (Aleppo amīn ), atmin “you PL.” (Aleppo tmīn ). This is also striking with interrogatives: keki “what” (Aleppo kakki “which”), kû “who” (Ale
1492|fn12:q8|prose|Footnote 12|4|kakki||īn ). This is also striking with interrogatives: keki “what” (Aleppo |which|), kû “who” (Aleppo kō ), keita “where” (Aleppo kēta ), ksei “|), amin “we” (Aleppo amīn ), atmin “you PL.” (Aleppo tmīn ). This is also striking with interrogatives: keki “what” (Aleppo kakki “which”), kû “who” (Aleppo kō ), keita “whe
1493|fn12:q9|prose|Footnote 12|4||||who| (Aleppo kō ), keita “where” (Aleppo kēta ), ksei “why” (Alepp|” (Aleppo amīn ), atmin “you PL.” (Aleppo tmīn ). This is also striking with interrogatives: keki “what” (Aleppo kakki “which”), kû “who” (Aleppo kō ), keita “where” (Aleppo
1494|fn12:q10|prose|Footnote 12|4|keita||tives: keki “what” (Aleppo kakki “which”), kû “who” (Aleppo kō ), |where| (Aleppo kēta ), ksei “why” (Aleppo ksē ). The same goes for the|ou PL.” (Aleppo tmīn ). This is also striking with interrogatives: keki “what” (Aleppo kakki “which”), kû “who” (Aleppo kō ), keita “where” (Aleppo kēta ), ksei “why” (Aleppo
1495|fn12:q11|prose|Footnote 12|4|ksei|| “which”), kû “who” (Aleppo kō ), keita “where” (Aleppo kēta ), |why| (Aleppo ksē ). The same goes for the copula and the imperfect marke|also striking with interrogatives: keki “what” (Aleppo kakki “which”), kû “who” (Aleppo kō ), keita “where” (Aleppo kēta ), ksei “why” (Aleppo ksē ). The same goes for the
1496|fn12:q12|prose|Footnote 12|4|keita stûra||ksē ). The same goes for the copula and the imperfect marker -a : |where were you| (Aleppo kēta štōrā(ši) ).|keita “where” (Aleppo kēta ), ksei “why” (Aleppo ksē ). The same goes for the copula and the imperfect marker -a : keita stûra “where were you” (Aleppo kēta štōrā(ši) )
1497|fn13:q1|prose|Footnote 13|4||||from| that appears in some sentences (Newbold 1856: 312): ma z’Antuki eiroo|inly of a list of lexical items. Most of them are also found in Aleppo Domari. An interesting feature is the western Iranian preposition z- “from” that appears in some sentences (Newbold
1498|fn13:q2|prose|Footnote 13|4||||I came from Antioch|. This preposition is still in use today.|An interesting feature is the western Iranian preposition z- “from” that appears in some sentences (Newbold 1856: 312): ma zʾAntuki eiroom “I came from Antioch”. This preposition is still in use today
1499|fn14:q1|prose|Footnote 14|4||||Tchingianés asiatiques|. He also gives items in what he calls the language of the “Tchingiané|Paspatti calls the Dōm “Tchingianés asiatiques”. He also gives items in what he calls t
1500|fn14:q2|prose|Footnote 14|4||||Tchingianés de Tokat|. A closer look is needed to confirm whether this is a form of Lomavre|Paspatti calls the Dōm “Tchingianés asiatiques”. He also gives items in what he calls the language of the “Tchingianés de Tokat”. A closer look is needed to confirm whe
1501|fn15:q1|prose|Footnote 15|4||||from|: minzaytta “from here” (Aleppo zēta ). Also striking is the co-occu|The Aleppo variety also draws heavily on Arabic but one can see things that usually do not appear in Aleppo like the Arabic preposition min “from”: minzaytta “from here” (Aleppo zēta )
1502|fn15:q2|prose|Footnote 15|4||||from here| (Aleppo zēta ). Also striking is the co-occurrence of Arabic min an|also draws heavily on Arabic but one can see things that usually do not appear in Aleppo like the Arabic preposition min “from”: minzaytta “from here” (Aleppo zēta ). Also striking is the
1503|fn15:q3|prose|Footnote 15|4|w-||anian z- in Damascus. The same remark goes for the Arabic conjunction |and| that made its way into Damascene Domari: heyta wa hota “here and th|zēta ). Also striking is the co-occurrence of Arabic min and Iranian z- in Damascus. The same remark goes for the Arabic conjunction w- “and” that made its way into Damascene Domari
1504|fn15:q4|prose|Footnote 15|4|heyta wa hota||rabic conjunction w- “and” that made its way into Damascene Domari: |here and there|. This never appears in Aleppo where la- is used, together with Kurd|Iranian z- in Damascus. The same remark goes for the Arabic conjunction w- “and” that made its way into Damascene Domari: heyta wa hota “here and there”. This never appears in Aleppo where la
1505|fn15:q5|prose|Footnote 15|4||||by Miss G. G. Everest of Beyrout, who had got it from a friend at Damascus|.|hese items to originate from Beirut. The problem may arise from the ambiguity of Groome (1891:25) who writes that this list was sent to him “by Miss G. G. Everest of Beyrout, who had got it from a friend at Damascus”
1506|fn16:q1|prose|Footnote 16|4||||Karači dialect| (Patkannoff 1907/1908: 260-264), although some words can be recognise|The sentences he gives in the “ Karači dialect” (Patkannoff 1907/1908: 260-264), althou
1507|fn16:q2|prose|Footnote 16|4|ame dikom teri laftihi||’s material, these may appear as free morphemes placed pre-nominally: |we saw your daughter|. The words in this sentence are easily identifiable: ame “we” (as i|off is the possessive pronouns. In Patkanoff ʾs material, these may appear as free morphemes placed pre-nominally: ame dikom teri laftihi “we saw your daughter”. The words in this sentence are easily
1508|fn16:q3|prose|Footnote 16|4|ame||w your daughter”. The words in this sentence are easily identifiable: |we| (as in Palestinian Domari), dikom “we saw” (Aleppo Domari dak- ~ l|morphemes placed pre-nominally: ame dikom teri laftihi “we saw your daughter”. The words in this sentence are easily identifiable: ame “we” (as in Palestinian Domari), dikom “we
1509|fn16:q4|prose|Footnote 16|4|dikom||tence are easily identifiable: ame “we” (as in Palestinian Domari), |we saw| (Aleppo Domari dak- ~ lak- “see, find”), teri “your” (Aleppo Doma|om teri laftihi “we saw your daughter”. The words in this sentence are easily identifiable: ame “we” (as in Palestinian Domari), dikom “we saw” (Aleppo Domari dak- ~ lak- “see, find
1510|fn16:q5|prose|Footnote 16|4|dak- ~ lak-||ame “we” (as in Palestinian Domari), dikom “we saw” (Aleppo Domari |see, find|), teri “your” (Aleppo Domari tər- the oblique form of tō “you”)|”. The words in this sentence are easily identifiable: ame “we” (as in Palestinian Domari), dikom “we saw” (Aleppo Domari dak- ~ lak- “see, find”), teri “your” (Aleppo Domari tər- t
1511|fn16:q6|prose|Footnote 16|4|teri|| Domari), dikom “we saw” (Aleppo Domari dak- ~ lak- “see, find”), |your| (Aleppo Domari tər- the oblique form of tō “you”) and laftihi “|sentence are easily identifiable: ame “we” (as in Palestinian Domari), dikom “we saw” (Aleppo Domari dak- ~ lak- “see, find”), teri “your” (Aleppo Domari tər- the oblique form
1512|fn16:q7|prose|Footnote 16|4|tō||“see, find”), teri “your” (Aleppo Domari tər- the oblique form of |you|) and laftihi “daughter” (Aleppo Domari lāftī “girl”).|lestinian Domari), dikom “we saw” (Aleppo Domari dak- ~ lak- “see, find”), teri “your” (Aleppo Domari tər- the oblique form of tō “you”) and laftihi “daughter” (Aleppo Domar
1513|fn16:q8|prose|Footnote 16|4|laftihi||eri “your” (Aleppo Domari tər- the oblique form of tō “you”) and |daughter| (Aleppo Domari lāftī “girl”).|ikom “we saw” (Aleppo Domari dak- ~ lak- “see, find”), teri “your” (Aleppo Domari tər- the oblique form of tō “you”) and laftihi “daughter” (Aleppo Domari lāftī “girl”)
1514|fn16:q9|prose|Footnote 16|4|lāftī||e oblique form of tō “you”) and laftihi “daughter” (Aleppo Domari |girl|).|- ~ lak- “see, find”), teri “your” (Aleppo Domari tər- the oblique form of tō “you”) and laftihi “daughter” (Aleppo Domari lāftī “girl”)
1515|fn19:q1|prose|Footnote 19|7|waqt||The shift from / q / to / x / in |time| is also attested in some dialects of Arabic (Jérôme Lentin, p.c.).|The shift from / q / to / x / in waqt “time” is also attested in some dialects of Ar
1516|fn20:q1|prose|Footnote 20|10|or-ə́-ka||ith Layer I oblique case - ə - and Layer II adessive marker -ka : |he has, at him|. This, however, needs explicit elicitation to be confirmed. Such an i|ay well turn out to be the demonstrative ōrən augmented with Layer I oblique case - ə - and Layer II adessive marker -ka : or-ə́-ka “he has, at him”. This, however, needs explicit elicitat
1517|fn21:q1|prose|Footnote 21|11|wǎšī́s||nced by Macalister’s material (1914) in which one can read forms like |with him|, ǔnkī́s “in it”, mnēšis “from it”. One finds also wāšīš “with h|ally -īs , in which /s/ dropped. This is also further evidenced by Macalisterʾs material (1914) in which one can read forms like wǎšī́s “with him”, ǔnkī́s “in it”, mnēšis “from it”
1518|fn21:q2|prose|Footnote 21|11|ǔnkī́s||material (1914) in which one can read forms like wǎšī́s “with him”, |in it|, mnēšis “from it”. One finds also wāšīš “with him” in Matras’ mat|/s/ dropped. This is also further evidenced by Macalisterʾs material (1914) in which one can read forms like wǎšī́s “with him”, ǔnkī́s “in it”, mnēšis “from it”. One finds also wā
1519|fn21:q3|prose|Footnote 21|11|mnēšis|| which one can read forms like wǎšī́s “with him”, ǔnkī́s “in it”, |from it|. One finds also wāšīš “with him” in Matras’ material (Matras 2000).|is also further evidenced by Macalisterʾs material (1914) in which one can read forms like wǎšī́s “with him”, ǔnkī́s “in it”, mnēšis “from it”. One finds also wāšīš “with him” in M
1520|fn21:q4|prose|Footnote 21|11|wāšīš||ī́s “with him”, ǔnkī́s “in it”, mnēšis “from it”. One finds also |with him| in Matras’ material (Matras 2000).|listerʾs material (1914) in which one can read forms like wǎšī́s “with him”, ǔnkī́s “in it”, mnēšis “from it”. One finds also wāšīš “with him” in Matrasʾ material (Matras 2000)
1521|fn23:q1|prose|Footnote 23|14|na||There is most probably an underlying final /h/ in |nine| that does not surface anymore in Aleppo Domari. This is suggested by |There is most probably an underlying final /h/ in na “nine” that does not surface anymore in Aleppo
