PDF_Page,Printed_Page,OIA_Source,OIA_Match_Form,CDIAL_ID,Match_Status,Candidates,RHS_Source,Indus_Kohistani_Forms
13,489,pīvara,pīvara,8242-2,exact,8242-2,pīrǖ́v (B); pērū́ (G),pīrǖ́v;pērū́
13,489,*pīvala,pīvala,8233-3,exact,8233-3,pilāṛū́,pilāṛū́
13,489,*pīvra,pīvra,8242-3,exact,8242-3,pērvʌ̀y,pērvʌ̀y
13,489,puṭa,puṭa,8253,exact,8253,pōṛʌ́ỹ,pōṛʌ́ỹ
13,489,*puṭṭa-2,puṭṭa,8256,exact,8256,phúṭh 2 (J); phìṭi (Š),phúṭh;phìṭi
13,489,*puṇḍa,puṇḍa,8377-7,exact,8377-7,phō̃́ṇḍ˚,phō̃́ṇḍ˚
13,489,putrá-1,putrá,8265,exact,8265,pū́c̣h,pū́c̣h
13,489,purāṇá,purāṇá,8283,exact,8283,purā̃̀,purā̃̀
13,489,**pula-dāru,pula-dāru,,unmatched,,phulūẓ (G),phulūẓ
13,489,pulāka-1,pulāka,8295,exact,8295,pulā̀ 1,pulā̀
13,489,*puśśī,puśśī,8298,exact,8298,pušū́,pušū́
13,489,pūra-1,pūra,8330,exact,8330,pū̀r,pū̀r
13,489,pūráyati,pūráyati,8335,exact,8335,pōrʌ́ṽ,pōrʌ́ṽ
13,489,pū́raṇa,pū́raṇa,8332,exact,8332,pū̀rʌṽ,pū̀rʌṽ
13,489,pūryáte,pūryáte,8342,loose,8342,pō̃sʌ́ṽ,pō̃sʌ́ṽ
13,489,*peṭṭa-1,peṭṭa,8376,loose,8376,pēṭī̀,pēṭī̀
13,489,*peḍa,peḍa,8377a,manual,8377;8377a,ṕeṛ˚ (B),ṕeṛ˚
13,489,peṣayati,peṣayati,8386,loose,8386,pēṣʌ́ṽ,pēṣʌ́ṽ
14,490,*poṅga-2,poṅga,8394,loose,8394,"pʌṅgū́, puṅgṛū́",pʌṅgū́;puṅgṛū́
14,490,*potɑlɑ,potɑlɑ,8399,common-base,8399-3;8399-4,pulā̀ 2,pulā̀
14,490,**potɑlɑ-tuntukɑ,potɑlɑ-tuntukɑ,,unmatched,,pulō̃ṭ (G),pulō̃ṭ
14,490,*podda,podda,8377-8,loose,8377-8,phodū́,phodū́
14,490,pauṇḍra,pauṇḍra,8259-2,exact,8259-2,pṓṇḍ˚ (Š),pṓṇḍ˚
14,490,*pautya,pautya,8415,exact,8415,pȫ́s (B),pȫ́s
14,490,paútra,paútra,8416,exact,8416,pṑẓ,pṑẓ
14,490,pautrī,pautrī,8417,exact,8417,pōc̣i (G),pōc̣i
14,490,pauṣá,pauṣá,8424,exact,8424,pō (G),pō
14,490,prádadāti,prádadāti,8655,exact,8655,c̣ǖ́̃ (B),c̣ǖ́̃
14,490,prapatti,prapatti,8677,exact,8677,in apʌ̀th,apʌ̀th
14,490,prapautra,prapautra,8693,exact,8693,pʌhōc̣ (G),pʌhōc̣
14,490,prapautrī,prapautrī,8693,exact,8693,pʌhōc̣i (G),pʌhōc̣i
14,490,prabhā́,prabhā́,8705,exact,8705,c̣ō (B),c̣ō
14,490,prabhākara,prabhākara,8706,exact,8706,ṣārū́,ṣārū́
14,490,prabhāna,prabhāna,8710,exact,8710,c̣aṽ (G),c̣aṽ
14,490,*prabhāla,prabhāla,8711,exact,8711,c̣ṓl 1,c̣ṓl
14,490,pralabhate,pralabhate,8751,loose,8751,c̣ālʌ́ṽ,c̣ālʌ́ṽ
14,490,prálīna,prálīna,8761-2,loose,8761-2,pēlṓ (G),pēlṓ
14,490,*prastṛta,prastṛta,8867,loose,8867,phʌtā̀,phʌtā̀
14,490,práhiṇoti,práhiṇoti,8908,loose,8908,c̣ayʌ́ṽ,c̣ayʌ́ṽ
14,490,prahelikā,prahelikā,8911,loose,8911,c̣ṓl 2,c̣ṓl
14,490,priyakāra,priyakāra,8975,exact,8975,ṕiār (B),ṕiār
14,490,*priṣu,priṣu,9029-5,exact,9029-5,"c̣.iṣ (B); c̣ī̀ṣ2 (J); pīẓu, phic̣h (G)",c̣.iṣ;c̣ī̀ṣ;pīẓu;phic̣h
14,490,*prerate,prerate,9001,loose,9001,c̣ēlʌ́ṽ,c̣ēlʌ́ṽ
14,490,prérayati,prérayati,9002,loose,9002,pērʌ́ṽ,pērʌ́ṽ
14,490,*phakk-1,phakk,9034,exact,9034,phakʌ́ṽ,phakʌ́ṽ
14,490,*phaṭṭ-1,phaṭṭ,9038-2,exact,9038-2,in vḕ 2 -phʌ̀ṭh,vḕ  -phʌ̀ṭh
14,490,*phaṇṭa,phaṇṭa,9047,exact,9047,in galfʌýṇḍi,galfʌýṇḍi
14,490,*phapphī,phapphī,9089,exact,9089,phʌ́ē,phʌ́ē
14,490,**phapphī-strī,phapphī-strī,,unmatched,,phāẓū́,phāẓū́
14,490,**pharpaṭṭa,pharpaṭṭa,,unmatched,,phʌ́pʌṭh,phʌ́pʌṭh
14,490,phála-1,phála,9051,exact,9051,phʌ́l 2 karʌ́ṽ,phʌ́l  karʌ́ṽ
14,490,phálati1,phálati,9057,exact,9057,phalʌ́ṽ 1,phalʌ́ṽ
14,490,phálguna,phálguna,9065,exact,9065,phʌgã́ṛ,phʌgã́ṛ
14,490,*phāṭṭakka,phāṭṭakka,9069,exact,9069,phāṭʌ̀kh,phāṭʌ̀kh
14,490,phā́la-1,phā́la,9072,exact,9072,phā̀l 1,phā̀l
14,490,phālayati,phālayati,9058-2,exact,9058-2,in hī̀-phɑ̄̀l,hī̀-phɑ̄̀l
14,490,*phuṅga,phuṅga,9083,exact,9083,phúṅg 2,phúṅg
14,490,*phutta,phutta,9085,exact,9085,phutī̀,phutī̀
14,490,phupphusa,phupphusa,9090,exact,9090,phʌ́ph,phʌ́ph
14,490,phulla,phulla,9092,exact,9092,ph́ǖl (B),ph́ǖl
14,490,*phuss-2,phuss,9099,exact,9099,phùs-phus,phùs-phus
14,490,*phussa,phussa,9100,exact,9100,phusráh (G); phōsā̃̀ (J),phusráh;phōsā̃̀
14,490,**phūt-śūṣa,phūt-śūṣa,,unmatched,,phʌ̀ṣ-phʌṣ karʌ́ṽ,phʌ̀ṣ-phʌṣ karʌ́ṽ
14,490,phḗna,phḗna,9108,exact,9108,phī́ṇḍ˚,phī́ṇḍ˚
14,490,*phera,phera,9078-3,loose,9078-3,in phʌrkūrṓ (G?); phī́r (J),phʌrkūrṓ (G?);phī́r
14,490,† *pherāpayati,pherāpayati,,unmatched,,phirvʌ́ṽ B,phirvʌ́ṽ B
14,490,baka,baka,9115,exact,9115,bʌṅglàh 2,bʌṅglàh
14,490,*bakk,bakk,9117,exact,9117,bʌ̀k-bʌkh,bʌ̀k-bʌkh
14,490,*baḍabaḍa,baḍabaḍa,9122,exact,9122,bʌ́ṛbʌṛ,bʌ́ṛbʌṛ
14,490,baṇḍá,baṇḍá,9124,exact,9124,bʌ̀ṇḍ˚,bʌ̀ṇḍ˚
14,490,bádara,bádara,9125,exact,9125,bī̀r 2,bī̀r
14,490,bandhá,bandhá,9136,exact,9136,bʌ́nd 1,bʌ́nd
14,490,barbára-1,barbára,9157,exact,9157,bhʌ́r-bhʌr,bhʌ́r-bhʌr
14,490,barbara-2,barbara,9158,exact,9158,babʌ́r,babʌ́r
14,490,bála,bála,9161,exact,9161,vʌ́l 2 and in balqʌsʌ́y,vʌ́l;balqʌsʌ́y
14,490,bahukāra,bahukāra,9188,exact,9188,bahɑ̄́r (G),bahɑ̄́r
14,490,bahura,bahura,9193,exact,9193,bārī́ (kɑ̄́l),bārī́ (kɑ̄́l)
14,490,*bā,bā,9198,exact,9198,bɑ̄̀ 3,bɑ̄̀
14,490,*bājjara,bājjara,9201,exact,9201,bāžʌ́r,bāžʌ́r
14,490,bāḍha,bāḍha,9202,loose,9202,bāṛī̀ 2,bāṛī̀
14,490,*bāṣma,bāṣma,9223-4,exact,9223-4,in bʌṣkʌlʒ̀ (Š),bʌṣkʌlʒ̀
14,490,*bāhirima,bāhirima,9228,exact,9228,ẓhū̃́,ẓhū̃́
14,490,bāhú,bāhú,9229,exact,9229,bhō (B); bō 1 (G),bhō;bō
14,490,**bāhu-āṅkuṭa,bāhu-āṅkuṭa,,unmatched,,bhāgʌ́ṇḍ˚,bhāgʌ́ṇḍ˚
14,490,bāhu- plus kaphoṇi,bāhu,9229,disambiguated,9187;9229,bakùĩ (Š),bakùĩ
14,490,bibhéti,bibhéti,9241,loose,9241,bhiyʌ́ṽ,bhiyʌ́ṽ
14,490,bī́ja,bī́ja,9250,exact,9250,bīz (B); bī̀ (J),bīz;bī̀
14,490,*bījadhāna-1,bījadhāna,9252,exact,9252,bhãyū́ (G); biyʌ̀ỹ (J),bhãyū́;biyʌ̀ỹ
15,491,*buccɑ-1,buccɑ,9266,exact,9266,bučṛū́,bučṛū́
15,491,*buṭṭɑ-1,buṭṭɑ,9268,exact,9268,in tālbúṭh,tālbúṭh
15,491,buḍabuḍa,buḍabuḍa,9278-3,exact,9278-3,búṛ-buṛ,búṛ-buṛ
15,491,*buḍḍha-2,buḍḍha,9271,exact,9271,buḍɑ̄̀,buḍɑ̄̀
15,491,**buḍḍha-vīra,buḍḍha-vīra,,unmatched,,buḍḕr,buḍḕr
15,491,*buḍyati,buḍyati,9272,exact,9272,buṛʌ́ṽ,buṛʌ́ṽ
15,491,*butta,butta,9273,exact,9273,bùth 2,bùth
15,491,*buba,buba,9282,exact,9282,bubɑ̄̀,bubɑ̄̀
15,491,*bubhukṣaka,bubhukṣaka,9284,exact,9284,buc̣hàh,buc̣hàh
15,491,*bubhukṣā,bubhukṣā,9286,exact,9286,buc̣hḕ,buc̣hḕ
15,491,buli,buli,9291,exact,9291,bulibuli (G); bulkū́ (J); bulbulī̀ (Š),bulibuli;bulkū́;bulbulī̀
15,491,būṭa,būṭa,9297,disambiguated,9297;9268-6,būṛā (G?),būṛā (G?)
15,491,*būṭṭa,būṭṭa,9297-2,exact,9297-2,buṭī̀,buṭī̀
15,491,*būra,būra,9298,exact,9298,búr,búr
15,491,*būsta,būsta,9299,exact,9299,buth (G),buth
15,491,*beṭṭa,beṭṭa,9238-2,loose,9238-2,in bʌṭkumɑ̄̀r,bʌṭkumɑ̄̀r
15,491,beḍā,beḍā,9308,disambiguated,9308;9238-3,bēṛàh 1,bēṛàh
15,491,*boṭṭa-1,boṭṭa,9268-7,loose,9268-7,bōṭév (G),bōṭév
15,491,bodhá,bodhá,9314,loose,9314,in ʌbhṑ,ʌbhṑ
15,491,*bora- 2,bora-,9320,loose,9320,bōrʌ́y,bōrʌ́y
15,491,*brākati,brākati,9326,exact,9326,bíā-biā karʌ́ṽ,bíā-biā karʌ́ṽ
15,491,bhaktá,bhaktá,9331,exact,9331,bhɑ̄́th,bhɑ̄́th
15,491,bhaginī,bhaginī,9349,exact,9349,bhī̃́,bhī̃́
15,491,bhaṅgá-2,bhaṅgá,9354,exact,9354,bhɑ̄̀ṅg and in bhʌṅgrū̀s,bhɑ̄̀ṅg;bhʌṅgrū̀s
15,491,bhajana,bhajana,9360a,exact,9360a,bhā̃́ 1,bhā̃́
15,491,*bhabbā,bhabbā,9387,exact,9387,bhabáv (G); bhɑ̄́ph (J),bhabáv;bhɑ̄́ph
15,491,*bhar,bhar,9405-2,exact,9405-2,bhʌrbhʌrī̀,bhʌrbhʌrī̀
15,491,bhávati,bhávati,9416,exact,9416,ho-,ho-
15,491,bháṣati,bháṣati,9423,exact,9423,bhaṣʌ́ṽ,bhaṣʌ́ṽ
15,491,bhārá,bhārá,9459,exact,9459,bhɑ̄́r 1,bhɑ̄́r
15,491,*bhārta,bhārta,9468,exact,9468,bhāṛàh 1,bhāṛàh
15,491,bhāvayati,bhāvayati,9477,exact,9477,bhēlʌ́ṽ,bhēlʌ́ṽ
15,491,†*bhāṣma,bhāṣma,9423a-2,exact,9423a-2,bhɑ̄̀ṣ,bhɑ̄̀ṣ
15,491,**bhāsyaka,bhāsyaka,,unmatched,,bhʌysɑ̄̀,bhʌysɑ̄̀
15,491,bhiṇḍā,bhiṇḍā,9492,exact,9492,bhēṇḍī̀,bhēṇḍī̀
15,491,bhīti,bhīti,9512,exact,9512,bhī́,bhī́
15,491,*bhīla,bhīla,9517,exact,9517,bhī̀li,bhī̀li
15,491,*bhutta-2,bhutta,9532,exact,9532,bhúth 1,bhúth
15,491,*bhulla,bhulla,9539,exact,9539,bhúl,bhúl
15,491,*bhusa,bhusa,9293-2,exact,9293-2,bhū́s 1,bhū́s
15,491,*bhussa-1,bhussa,9545,exact,9545,bhū́s 2,bhū́s
15,491,*bhūkka,bhūkka,9519-2,exact,9519-2,bhukh (G); bhukī̀ (J),bhukh;bhukī̀
15,491,bhū́mi,bhū́mi,9557,exact,9557,bhë́ĩ (B); bhuĩ (G),bhë́ĩ;bhuĩ
15,491,bhūmicala,bhūmicala,9560,exact,9560,bhuinɑ̄́l,bhuinɑ̄́l
15,491,bhū́yas,bhū́yas,9567,exact,9567,bhùī,bhùī
15,491,*bhūra,bhūra,9298-2,exact,9298-2,bhúr,bhúr
15,491,bhūrja,bhūrja,9570,exact,9570,"zhū̀z, ẓhū̀ṣ",zhū̀z;ẓhū̀ṣ
15,491,bhṛjjáti,bhṛjjáti,9583,loose,9583,"bhē̃zʌ́ṽ, mhē̃zʌ́ṽ",bhē̃zʌ́ṽ;mhē̃zʌ́ṽ
15,491,bhṛṣṭá-1,bhṛṣṭá,9594,loose,9594,bhʌṭī́,bhʌṭī́
15,491,*bheṅga,bheṅga,9601-3,loose,9601-3,bhɛ̄ṅgɑ̄́ (G),bhɛ̄ṅgɑ̄́
15,491,bheḍra,bheḍra,9606,loose,9606,bhērū́,bhērū́
15,491,*bhola,bhola,9539-2,loose,9539-2,bhól,bhól
15,491,bhramará-2,bhramará,9651,exact,9651,bhōrɑ̄̀,bhōrɑ̄̀
15,491,bhrāturjāyā,bhrāturjāyā,9660,exact,9660,ẓhāzʌ́y,ẓhāzʌ́y
15,491,bhrā́tṛ,bhrā́tṛ,9661,loose,9661,ẓhā̀,ẓhā̀
15,491,bhrātṛputra,bhrātṛputra,9664,loose,9664,ẓhēc̣ (G); ẓhʌlī̀c̣h (J),ẓhēc̣;ẓhʌlī̀c̣h
15,491,bhrātṛvala,bhrātṛvala,,unmatched,,ẓhāvʌlī̀,ẓhāvʌlī̀
15,491,bhrātrá,bhrātrá,9671,exact,9671,in ẓhā́ṣ rištedā̀r,ẓhā́ṣ rištedā̀r
15,491,ma,ma,9691,exact,9691,màh,màh
15,491,mákṣikā,mákṣikā,9696,exact,9696,mʌỹ́c̣hi,mʌỹ́c̣hi
15,491,*maṭ,maṭ,9722,exact,9722,mʌ́ṛ-mʌṛ sḕ karʌ́ṽ,mʌ́ṛ-mʌṛ sḕ karʌ́ṽ
15,491,*maṭṭa,maṭṭa,9723,exact,9723,mɑ̄́ṭh,mɑ̄́ṭh
15,491,*maṭṭara-1,maṭṭara,9724,exact,9724,"maṭʌ́r, mō̃ṭʌ́r",maṭʌ́r;mō̃ṭʌ́r
15,491,*maṭṭha-1,maṭṭha,9725,exact,9725,mʌṭhàh,mʌṭhàh
15,491,maṇḍa-5,maṇḍa,9754-5,manual,9746-4,maṛā̃̀,maṛā̃̀
15,491,**maṇḍa-cikka,maṇḍa-cikka,,unmatched,,mā̃ṛčḯk (B),mā̃ṛčḯk
15,491,maṇḍapa,maṇḍapa,9740,exact,9740,mä̃́ṇḍō (B); máḍʌv (G),mä̃́ṇḍō;máḍʌv
15,491,maṇḍapikā,maṇḍapikā,9740,exact,9740,mhʌṇḍʌ́y 1,mhʌṇḍʌ́y
15,491,*maṇḍhaka,maṇḍhaka,9740-3,exact,9740-3,mhʌ́ṇḍā̃,mhʌ́ṇḍā̃
16,492,mɑ́tsyɑ,mɑ́tsyɑ,9758,loose,9758,maċhī́ dhaō̃́ (G),maċhī́ dhaō̃́
16,492,**mɑthɑ-yotrɑ,mɑthɑ-yotrɑ,,unmatched,,mī̀ẓ,mī̀ẓ
16,492,†*madhupāla,madhupāla,9791a,exact,9791a,mʌvālī́,mʌvālī́
16,492,*madhuravṛkṣa,madhuravṛkṣa,9796,loose,9796,mʌrɑ̄̀c̣h,mʌrɑ̄̀c̣h
16,492,mádhya,mádhya,9804,exact,9804,"mʌ̀z, mʌ́n 2 , mhʌnzṓl, -mā̃",mʌ̀z;mʌ́n;mhʌnzṓl;-mā̃
16,492,manuṣyá,manuṣyá,9828,loose,9828,mē̃̀š,mē̃̀š
16,492,mantráyate,mantráyate,9837,loose,9837,manʌ́ṽ,manʌ́ṽ
16,492,mantrakāra,mantrakāra,9835,exact,9835,mʌndārī́,mʌndārī́
16,492,mánthati,mánthati,9839,exact,9839,in kalày madʌ́ṽ,kalày madʌ́ṽ
16,492,mánthā-1,mánthā,9841,exact,9841,madhʌ̀y,madhʌ̀y
16,492,manthāna,manthāna,9842,exact,9842,madhā̃ (B),madhā̃
16,492,*manda,manda,9754-5,manual,9742-4;9754-5,mā̃dä́h (B),mā̃dä́h
16,492,mandurɑ̄́-1,mandurɑ̄́,9853,loose,9853,mʌdhuíri,mʌdhuíri
16,492,mányate,mányate,9857,loose,9857,manō̃́ (G),manō̃́
16,492,mayū́ra,mayū́ra,9865,exact,9865,in khʌn-mʌyū̀r,khʌn-mʌyū̀r
16,492,márate,márate,9871,loose,9871,marʌ́ṽ,marʌ́ṽ
16,492,*maricca,maricca,9875-2,exact,9875-2,márʌċh (G); mʌrčʌkī̀ (J),márʌċh;mʌrčʌkī̀
16,492,markaka,markaka,9879,exact,9879,makʌ̀y,makʌ̀y
16,492,markáṭa-1,markáṭa,9882,exact,9882,mʌ̀kā,mʌ̀kā
16,492,mártya,mártya,9888,exact,9888,"mʌc̣ū́, mɑ̄̀ṣ2",mʌc̣ū́;mɑ̄̀ṣ
16,492,**martyopakāra,martyopakāra,,unmatched,,māṣvārī̀,māṣvārī̀
16,492,mála,mála,9899,exact,9899,mä̃l (B); mṓl 1 (J),mä̃l;mṓl
16,492,maśáka,maśáka,9917,exact,9917,mʌšṑ,mʌšṑ
16,492,masū́ra,masū́ra,9924,exact,9924,mʌsū̀r,mʌsū̀r
16,492,mastika,mastika,9926,exact,9926,mʌỳthi,mʌỳthi
16,492,mahallaka,mahallaka,9935,exact,9935,mhɑ̄́l,mhɑ̄́l
16,492,mahallaka- plus svāsṛka,mahallaka,9935,exact,9935,mhēlzùī,mhēlzùī
16,492,mahiṣá,mahiṣá,9964,exact,9964,mhʌỹ́ṣi,mhʌỹ́ṣi
16,492,māṁsá,māṁsá,9982,exact,9982,mʌsī̀,mʌsī̀
16,492,*mākṣa,mākṣa,9989-2,exact,9989-2,mɑ̄́ṣ1,mɑ̄́ṣ
16,492,*mākṣikakara,mākṣikakara,9990,exact,9990,"mʌčhɑ̄̀ri (Š), māc̣huíri",mʌčhɑ̄̀ri;māc̣huíri
16,492,mākṣiká,mākṣiká,9989,exact,9989,māc̣ì (Š) and in māc̣hʌ̀ỹ guìli (J),māc̣ì (Š);māc̣hʌ̀ỹ guìli
16,492,māghá,māghá,9993,exact,9993,mā̃ (G),mā̃
16,492,mātulá,mātulá,10009,exact,10009,mō̃lū́,mō̃lū́
16,492,mātulī,mātulī,10009,exact,10009,mɔʌlih (G); mhũī̃́li (J),mɔʌlih;mhũī̃́li
16,492,**mātṛ-phupphu,mātṛ-phupphu,,unmatched,,mʌphū́,mʌphū́
16,492,*māna-5,māna,10044,exact,10044,mɑ̄̀n,mɑ̄̀n
16,492,mā́nuṣa,mā́nuṣa,10049,exact,10049,mū̃̀ṣ (B),mū̃̀ṣ
16,492,māma,māma,10055,exact,10055,mám (G); māmū̃́ (J),mám;māmū̃́
16,492,māráyti1,māráyti,,unmatched,,mārʌ́ṽ,mārʌ́ṽ
16,492,mɑ̄́rgati,mɑ̄́rgati,10074,loose,10074,maṅgiō̃́ (G),maṅgiō̃́
16,492,mārgaśiras,mārgaśiras,10076,exact,10076,maṅgʌ́r (G),maṅgʌ́r
16,492,mālin,mālin,10094,exact,10094,mālī́ 1,mālī́
16,492,miláti,miláti,10133,exact,10133,milʌ́ṽ 2,milʌ́ṽ
16,492,milana,milana,10134,exact,10134,milɑ̄́n (G),milɑ̄́n
16,492,miśrá,miśrá,10135,exact,10135,mišʌ́r,mišʌ́r
16,492,mī́lati,mī́lati,10143,exact,10143,milʌ́ṽ 1,milʌ́ṽ
16,492,*mukka-1,mukka,10150,exact,10150,mùkh,mùkh
16,492,mukta,mukta,10151,exact,10151,mùth,mùth
16,492,*mukna,mukna,10157,exact,10157,mukʌ́l,mukʌ́l
16,492,múkha,múkha,10158,exact,10158,mū̃́,mū̃́
16,492,**mukhasthā,mukhasthā,,unmatched,,mṹĩṭhʌṽ,mṹĩṭhʌṽ
16,492,mucyáte,mucyáte,10181,loose,10181,muċʌ́ṽ,muċʌ́ṽ
16,492,*muṭṭha-1,muṭṭha,10187-2,exact,10187-2,mùṭh,mùṭh
16,492,*muṇṭa,muṇṭa,10187-7,exact,10187-7,mùṇḍ˚ 1,mùṇḍ˚
16,492,*muṇṭara,muṇṭara,10187-8,exact,10187-8,mùṇḍʌr 2,mùṇḍʌr
16,492,muṇḍa- ‘head’,muṇḍa- ‘head’,,unmatched,,mū̃̀ṇḍ˚ 1,mū̃̀ṇḍ˚
16,492,muṇḍa-1,muṇḍa,10191,exact,10191,"muṇḍī̀, mū̃̀ṇḍ˚ 2",muṇḍī̀;mū̃̀ṇḍ˚
16,492,mudgá,mudgá,10198,exact,10198,muṅgʌ̀y,muṅgʌ̀y
16,492,mudgara-1,mudgara,10199,exact,10199,múṅgur,múṅgur
16,492,mudrā́,mudrā́,10203,exact,10203,mundrī̀,mundrī̀
16,492,*murati1,murati,10211,exact,10211,mhōrʌ́ṽ,mhōrʌ́ṽ
16,492,*muruṭati,muruṭati,10186-4,exact,10186-4,murṛī̀,murṛī̀
16,492,muṣṭí,muṣṭí,10221,exact,10221,"muíṭhi, mū̃́ṭh 1",muíṭhi;mū̃́ṭh
16,492,músala,músala,10223,exact,10223,mùsul,mùsul
16,492,mū́tra,mū́tra,10234,exact,10234,mū̃̀ẓ,mū̃̀ẓ
16,492,mū́la,mū́la,10250,exact,10250,mulī̀,mulī̀
16,492,**mūlā-maṭṭu,mūlā-maṭṭu,,unmatched,,mulōṭ (G),mulōṭ
16,492,**mūlā-laṭī,mūlā-laṭī,,unmatched,,mulʌ́y (G),mulʌ́y
16,492,mūlya,mūlya,10257,exact,10257,mùl,mùl
16,492,mūṣa,mūṣa,10258,exact,10258,mū̀ṣ,mū̀ṣ
16,492,mṛtaka,mṛtaka,10279,loose,10279,mùṛʌy,mùṛʌy
16,492,mŕṭtikā,mŕṭtikā,10286,loose,10286,mʌṭhíli,mʌṭhíli
16,492,*mṛttya,mṛttya,10287,loose,10287,mɑ̄̀ċh,mɑ̄̀ċh
16,492,*mṛndati,mṛndati,9890-2,loose,9890-2,maṇḍʌ́ṽ 1,maṇḍʌ́ṽ
16,492,mṛṣṭá-1,mṛṣṭá,10299,loose,10299,mìṭhi,mìṭhi
16,492,mḗkhalā,mḗkhalā,10301,exact,10301,hʌmḕl,hʌmḕl
16,492,*meghiya,meghiya,10304-2,loose,10304-2,míũ (G),míũ
17,493,mḗghyɑ,mḗghyɑ,10304,exact,10304,mī̀kh 1,mī̀kh
17,493,*meṇḍɑ-2,meṇḍɑ,10308-2,loose,10308-2,míṇi (G),míṇi
17,493,meṇḍha-2,meṇḍha,10310,loose,10310,meṇḍhɑ̄̀l,meṇḍhɑ̄̀l
17,493,mḗdas,mḗdas,10323,exact,10323,mìū̃,mìū̃
17,493,mela,mela,10331,loose,10331,mēlàh,mēlàh
17,493,móṭati,móṭati,10186-2,loose,10186-2,mōṛàh,mōṛàh
17,493,*modana,modana,10356,loose,10356,mō̃̀ṽ,mō̃̀ṽ
17,493,yantrá,yantrá,10412,exact,10412,"žändrä́h, ýā̃ẓ˚ (B); yā̃̀ẓ (G, J)",žändrä́h;ýā̃ẓ˚;yā̃̀ẓ
17,493,yáva,yáva,10431,exact,10431,yʌ́v,yʌ́v
17,493,yavanāla,yavanāla,10434,exact,10434,zúī̃ 1,zúī̃
17,493,yavyā́,yavyā́,10442,exact,10442,žāb (G); yɑ̄̀b (J),žāb;yɑ̄̀b
17,493,yācñā́,yācñā́,10448,exact,10448,in žʌỹ́ži pʌrtā̀l karʌ́ṽ,žʌỹ́ži pʌrtā̀l karʌ́ṽ
17,493,yuktá,yuktá,10479,exact,10479,yū́th,yū́th
17,493,yugá,yugá,10482,exact,10482,žū̃́ 1 (B); yū̃́ 1 (J),žū̃́;yū̃́
17,493,**yugadaṇḍa,yugadaṇḍa,,unmatched,,žō̃ḍʌ̀y,žō̃ḍʌ̀y
17,493,*yuṭati,yuṭati,10496,exact,10496,žūṛʌ́ṽ,žūṛʌ́ṽ
17,493,yunákti,yunákti,10503,exact,10503,yupʌ́ṽ 1,yupʌ́ṽ
17,493,yuṣmad,yuṣmad,10511,exact,10511,ċhoh (G),ċhoh
17,493,yū́kā,yū́kā,10512,exact,10512,zúī̃ 2,zúī̃
17,493,yóktra,yóktra,10523,loose,10523,yōẓ1,yōẓ
17,493,*yoṭa,yoṭa,10496-5,loose,10496-5,"zòṛ, žōṛàh",zòṛ;žōṛàh
17,493,*yótsnā,yótsnā,5301-2,loose,5301-2,yū̃̀ 2,yū̃̀
17,493,rakta-1,rakta,10539,exact,10539,rɑ̄́th,rɑ̄́th
17,493,rákṣati,rákṣati,10547,exact,10547,rac̣hʌ́ṽ,rac̣hʌ́ṽ
17,493,rakṣapālikā,rakṣapālikā,,unmatched,,rʌc̣hìli,rʌc̣hìli
17,493,**rakṣapālita,rakṣapālita,,unmatched,,rʌc̣hɑ̄́l,rʌc̣hɑ̄́l
17,493,rakṣā-1,rakṣā,10551,exact,10551,rāc̣ī̀,rāc̣ī̀
17,493,rakṣya,rakṣya,,unmatched,,rḗc̣h,rḗc̣h
17,493,*raṅkha,raṅkha,10538-4,exact,10538-4,rhā̃ṅgʌ́ṛ,rhā̃ṅgʌ́ṛ
17,493,raṅga-1,raṅga,10560,exact,10560,rɑ̄́ṅg 1,rɑ̄́ṅg
17,493,raṅga-2,raṅga,10561,exact,10561,in rʌ́ṅg khēlī̀,rʌ́ṅg khēlī̀
17,493,rajanī́,rajanī́,10579,exact,10579,rānī́,rānī́
17,493,rájju,rájju,10582,exact,10582,rɑ̄̀z 2,rɑ̄̀z
17,493,*raṭṭa,raṭṭa,10593,exact,10593,in kuṛtū́,kuṛtū́
17,493,raṇḍa,raṇḍa,10593-5,exact,10593-5,rʌ̀ṇḍ˚,rʌ̀ṇḍ˚
17,493,rátha,rátha,10602,exact,10602,riṛàh,riṛàh
17,493,raddha,raddha,10611-2,exact,10611-2,ladʌ́ṽ,ladʌ́ṽ
17,493,raśmí,raśmí,10648,exact,10648,rʌ́š 2,rʌ́š
17,493,rása,rása,10650,exact,10650,rʌ̀s,rʌ̀s
17,493,rasya,rasya,10664,exact,10664,rasʌ̀ỹ,rasʌ̀ỹ
17,493,*rahati,rahati,10666,exact,10666,rʌō̃́ (G),rʌō̃́
17,493,rājamugda,rājamugda,,unmatched,,rʌgúm,rʌgúm
17,493,rā́trī,rā́trī,10702,exact,10702,rɑ̄̀ (B); rɑ̄̀l 1 (J),rɑ̄̀;rɑ̄̀l
17,493,rāśí,rāśí,10720,exact,10720,rhɑ̄́š,rhɑ̄́š
17,493,riṣ,riṣ,10746,loose,10746,riu (G),riu
17,493,rīyate,rīyate,10753,loose,10753,rizʌ́ṽ,rizʌ́ṽ
17,493,rutá,rutá,10772,exact,10772,rū̃̀ 3 -rū̃,rū̃̀  -rū̃
17,493,rudáti,rudáti,10840-2,exact,10840-2,rō̃́,rō̃́
