Status,Entry_Key,PDF_Page,Printed_Head,Form,Variants,Gloss,DEDR_IDs,DEDR_Relations,Checked_Unlinked,Unresolved_DEDR_IDs,Raw_Entry
ingested,wolf-kota:p37:e13,37,tat,tat,,“inauspicous time” (not confirmed),3062,direct,,,tat — (3062) “inauspicous time” (not confirmed)
ingested,wolf-kota:p37:e14,37,taṭ- (tac-),taṭ-,tac-,"“to pat, strike, kill [buffalo], curse affects, disregard (words” [“sharpen” not confirmed]; to put coins on the temple pillars with dung I: 154",3039,direct,,,"taṭ- (tac-) — (3039) “to pat, strike, kill [buffalo], curse affects, disregard (words” [“sharpen” not confirmed]; to put coins on the temple pillars with dung I: 154"
ingested,wolf-kota:p37:e15,37,tav- (tat-),tav-,tat-,to die,3068,direct,,,tav- (tat-) — (3068) to die
ingested,wolf-kota:p37:e16,37,tavāry,tavāry,,“orphan”,3101,direct,,,tavāry — (3101) “orphan”
ingested,wolf-kota:p37:e17,37,tavc paṭo,tavc paṭo,,(ritual leave taking?) (I: 100),,,,,tavc paṭo — (ritual leave taking?) (I: 100)
ingested,wolf-kota:p37:e18,37,tavīr,tavīr,,(<tavayr-; tavrc- <tavarc-) “to kill”,3068,direct,,,tavīr — (3068) (<tavayr-; tavrc- <tavarc-) “to kill”
ingested,wolf-kota:p37:e19,37,ṭavn,ṭavn,,town (I: 62),,,,,ṭavn — town (I: 62)
ingested,wolf-kota:p37:e20,37,tavṭ marm,tavṭ marm,,tawṭ is used to make a wall around the cow pen so that the milking in the pāl cātrm cannot be seen by anyone; used for posts in foundation of new house,,,,,tavṭ marm — tawṭ is used to make a wall around the cow pen so that the milking in the pāl cātrm cannot be seen by anyone; used for posts in foundation of new house
ingested,wolf-kota:p37:e21,37,tayḷ-/taḷ- (tayḷ-/tayḷr-),tayḷ-,taḷ-|tayḷr-,"“to push, outcaste”",3135,related,,,"tayḷ-/taḷ- (tayḷ-/tayḷr-) — [3135] “to push, outcaste”"
ingested,wolf-kota:p37:e22,37,tay per,tay per,,"the waning moon, considered bad luck (01/Kota/in1)",,,,,"tay per — the waning moon, considered bad luck (01/Kota/in1)"
ingested,wolf-kota:p37:e23,37,tayrgōṛ,tayrgōṛ,,“wattle-and-daub house wall”,3140,direct,,,tayrgōṛ — (3140) “wattle-and-daub house wall”
ingested,wolf-kota:p37:e24,37,tāḷ,tāḷ,,foot of tree or mountain; body,3185,direct,,,tāḷ — (3185) foot of tree or mountain; body
ingested,wolf-kota:p37:e25,37,tāḷ- (tāyḷ-),tāḷ-,tāyḷ-,"“to stop and wait”; to bear, endure",3188,direct,,,"tāḷ- (tāyḷ-) — (3188) “to stop and wait”; to bear, endure"
ingested,wolf-kota:p37:e26,37,tālic,tālic,,? I: 91,,,,,tālic – ? I: 91
ingested,wolf-kota:p37:e27,37,"tār- (ta-, tā, tad-)",tār- (ta-,tā|tad-),“to give to 1st or 2nd person”; shorter term giving than implied by tan ḍ,3098,direct,,,"tār- (ta-, tā, tad-) — (3098) “to give to 1st or 2nd person”; shorter term giving than implied by tan ḍ"
ingested,wolf-kota:p37:e28,37,tāv,tāv,,"death, funeral, corpse",,,,,"tāv — death, funeral, corpse"
ingested,wolf-kota:p37:e29,37,tāvnāṛ,tāvnāṛ,,funeral/cremation ground (pactāvnāṛ and varldāvnāṛ),,,,,tāvnāṛ — funeral/cremation ground (pactāvnāṛ and varldāvnāṛ)
ingested,wolf-kota:p37:e30,37,tāv vecd vāṛm,tāv vecd vāṛm,,“Corpse keeping place” place where corpse is kept while spouse removes jewelry at funeral.,,,,,tāv vecd vāṛm — “Corpse keeping place” place where corpse is kept while spouse removes jewelry at funeral.
ingested,wolf-kota:p37:e31,37,tāy,tāy,,door,,,yes,,tāy — [-] door
ingested,wolf-kota:p37:e32,37,tāymayk,tāymayk,,husked millet,,,,,tāymayk — husked millet
ingested,wolf-kota:p38:e1,38,tāyrgand/tāyrgamb,tāyrgand,tāyrgamb,"[tāy + kab?] door frame, threshold",,,yes,,"tāyrgand/tāyrgamb — [-] [tāy + kab?] door frame, threshold"
ingested,wolf-kota:p38:e2,38,teb,teb,,copper,,,yes,,teb — [-] copper
ingested,wolf-kota:p38:e3,38,tebgoṇ,tebgoṇ,,copper bracelent worn on right wrist IV: 109a,,,,,tebgoṇ — copper bracelent worn on right wrist IV: 109a
ingested,wolf-kota:p38:e4,38,tegy,tegy,,coconut shell (sometimes as ladle),3408,direct,,,tegy — (3408) coconut shell (sometimes as ladle)
ingested,wolf-kota:p38:e5,38,telac,telac,,ceremonial gift (see Badaga tellāṭi; Tamil moy),,,,,telac — ceremonial gift (see Badaga tellāṭi; Tamil moy)
ingested,wolf-kota:p38:e6,38,telk- (telky-),telk-,telky-,"“to divide (hair, cloak, bushes) so as to examine or go through”",3519,direct,,,"telk- (telky-) — (3519) “to divide (hair, cloak, bushes) so as to examine or go through”"
ingested,wolf-kota:p38:e7,38,tembu,tembu,,(Tamil) energy,,,,,tembu — (Tamil) energy
ingested,wolf-kota:p38:e8,38,terkēn,terkēn,,"whatever matter you say, I am ready to do, take care of [not in EVS]",,,,,"terkēn — whatever matter you say, I am ready to do, take care of [not in EVS]"
ingested,wolf-kota:p38:e9,38,terv- (terd-),terv-,terd-,"“to open (door etc.), release (buffaloes), from enclosure or shed”",3259,direct,,,"terv- (terd-) — (3259) “to open (door etc.), release (buffaloes), from enclosure or shed”"
ingested,wolf-kota:p38:e10,38,tetuḷkēn,tetuḷkēn,,"same as terkēn, but in ritual context, what you say to god",,,,,"tetuḷkēn — same as terkēn, but in ritual context, what you say to god"
ingested,wolf-kota:p38:e11,38,teyḷ-/teḷc- (teḷc-),teyḷ-,teḷc-,"“to make cease (make state of unconsciousness)”; to clear mud, etc. from water; to become clear.",3433,direct,,,"teyḷ-/teḷc- (teḷc-) — (3433) “to make cease (make state of unconsciousness)”; to clear mud, etc. from water; to become clear."
ingested,wolf-kota:p38:e12,38,teyḷ-/teḷc- (teḷc-),teyḷ-,teḷc-,"to sprinkle, tr.; II: 30",3435,direct,,,"teyḷ-/teḷc- (teḷc-) — (3435) to sprinkle, tr.; II: 30"
ingested,wolf-kota:p38:e13,38,tēl,tēl,,"“forest, menstrual blood”",2891,direct,,,"tēl — (2891) “forest, menstrual blood”"
ingested,wolf-kota:p38:e14,38,tēl uḷ/ tēl ūḷ pay,tēl uḷ,tēl ūḷ pay,menstrual house,2891,direct,,,tēl uḷ/ tēl ūḷ pay — (2891) menstrual house
ingested,wolf-kota:p38:e15,38,tēṛā,tēṛā,,whore,,,yes,,tēṛā — [-] whore
ingested,wolf-kota:p38:e16,38,tēr kaḷm,tēr kaḷm,,"god’s place in Kurgoj where fire is made. (sp?) I: 90; II: 48 (Kalac dialect, for place in which the mundkanon stay during devr, same as guḷm)",,,,,"tēr kaḷm — god’s place in Kurgoj where fire is made. (sp?) I: 90; II: 48 (Kalac dialect, for place in which the mundkanon stay during devr, same as guḷm)"
ingested,wolf-kota:p38:e17,38,tērkalm tic,tērkalm tic,,"in Kurgoj, fire associated with devr",,,,,"tērkalm tic — in Kurgoj, fire associated with devr"
ingested,wolf-kota:p38:e18,38,tērkārn,tērkārn,,diviner,,,,,tērkārn — diviner
ingested,wolf-kota:p38:e19,38,tērkārc,tērkārc,,wife of diviner,,,,,tērkārc — wife of diviner
ingested,wolf-kota:p38:e20,38,tēy- (tēc-),tēy-,tēc-,"“to become worn down, lean; rub, wear down”",,,,,"tēy- (tēc-) [in past neg. tēc- also acceptable] “to become worn down, lean; rub, wear down”"
ingested,wolf-kota:p38:e21,38,tēyr,tēyr,,dawn (just that moment),3419,related,,,tēyr — [3419] dawn (just that moment)
ingested,wolf-kota:p38:e22,38,tib,tib,,beetle,3328,direct,,,tib — (3328) beetle
ingested,wolf-kota:p38:e23,38,tic,tic,,fire,1514,direct,,,tic — (1514) fire
ingested,wolf-kota:p38:e24,38,tic iḍ- (iṭ-),tic iḍ-,iṭ-,"to burn, set on fire",1514|442|3,related|related|related,,,"tic iḍ- (iṭ-) — [1514 + 442-3] to burn, set on fire"
ingested,wolf-kota:p38:e25,38,tic mincd,tic mincd,,lightning,,,,,tic mincd — lightning
ingested,wolf-kota:p38:e26,38,tic pac mog,tic pac mog,,“fire-holding-boy”; child who symbolically lights funeral pyre and acts as ritual officiant at funeral,,,,,tic pac mog “fire-holding-boy”; child who symbolically lights funeral pyre and acts as ritual officiant at funeral
ingested,wolf-kota:p38:e27,38,tinvāl,tinvāl,,verandah (see also payvāl),,,,,tinvāl — verandah (see also payvāl)
ingested,wolf-kota:p38:e28,38,tirim / tirēr,tirim,tirēr,wild buffalo,917,related,,,tirim / tirēr — [917] wild buffalo
ingested,wolf-kota:p38:e29,38,tirk- (tirky-),tirk-,tirky-,"“to turn (tr.) utter a sound”; to change course of (stream) [also with or without aux. vay-: to arrange for, provide, prepare, etc.]",3246,direct,,,"tirk- (tirky-) — (3246) “to turn (tr.) utter a sound”; to change course of (stream) [also with or without aux. vay-: to arrange for, provide, prepare, etc.]"
ingested,wolf-kota:p38:e30,38,tirunīru,tirunīru,,"(Tamil) “Sacred ashes used for Saivite marking”; word Sivan used in reference to varldav, probably referring to nelm (I: 11)",,,,,"tirunīru — (Tamil) “Sacred ashes used for Saivite marking”; word Sivan used in reference to varldav, probably referring to nelm (I: 11)"
ingested,wolf-kota:p38:e31,38,tirndk- (tirynd-),tirndk-,tirynd-,to change one’s habits,3246,related,,,tirndk- (tirynd-) — [3246] to change one’s habits
ingested,wolf-kota:p38:e32,38,tirykit vay- (vac-),tirykit vay-,vac-,"to arrange for, provide, prepare (see tirk-)",,,yes,,"tirykit vay- (vac-) — [-] to arrange for, provide, prepare (see tirk-)"
ingested,wolf-kota:p38:e33,38,tiṭ,tiṭ,,"slightly raised ground, cliff; step? I: 105",3221,direct,,,"tiṭ — (3221) slightly raised ground, cliff; step? I: 105"
ingested,wolf-kota:p38:e34,38,tit-/tity-,tit-,tity-,"doing all duties assoc. with ritual [have you finished all the devr stuff? yes, devr tityve⋅m] or ritual work, or work on the house in general. not used for farming etc. Used for a number of related work, on the ker, in the house, in the village, for a sastram etc. Not used for a specific job. [earlier vocab list gave tit- (tit-); another list gave tit- in phrase below as meaning “to rule”] nāṛtitōn ūr titōn",,,,,"tit-/tity- — doing all duties assoc. with ritual [have you finished all the devr stuff? yes, devr tityve⋅m] or ritual work, or work on the house in general. not used for farming etc. Used for a number of related work, on the ker, in the house, in the village, for a sastram etc. Not used for a specific job. [earlier vocab list gave tit- (tit-); another list gave tit- in phrase below as meaning “to rule”] nāṛtitōn ūr titōn"
ingested,wolf-kota:p39:e1,39,tiṭvāl,tiṭvāl,,menstrual hut [Kurgōj mānt] (maybe originally built on raise ground?),3221,related,,,tiṭvāl — [3221] menstrual hut [Kurgōj mānt] (maybe originally built on raise ground?)
ingested,wolf-kota:p39:e2,39,tī caṭṭi,tī caṭṭi,,(Tamil) fire pot (used in badrakali amman puja) I: 81,,,,,tī caṭṭi — (Tamil) fire pot (used in badrakali amman puja) I: 81
ingested,wolf-kota:p39:e3,39,tīn,tīn,,"the taste of food, usually with adjective denoting “good.” Denotes well prepared food. (DEDR “food ingeneral, the food of all except Muslims and Europeans” not confirmed)",3263,related,,,"tīn — [3263] the taste of food, usually with adjective denoting “good.” Denotes well prepared food. (DEDR “food ingeneral, the food of all except Muslims and Europeans” not confirmed)"
ingested,wolf-kota:p39:e4,39,tīrc- (tīrc-),tīrc-,,"“to finish, bring to an end, settle, decide”",3278,direct,,,"tīrc- (tīrc-) — (3278) “to finish, bring to an end, settle, decide”"
ingested,wolf-kota:p39:e5,39,tīṛ marm,tīṛ marm,,"In the new house opening ceremony, the leaves of this tree are stitched together and hung in the doorway (Puccan). purifying tree in association with varldav and pabm IV: 9",,,,,"tīṛ marm — In the new house opening ceremony, the leaves of this tree are stitched together and hung in the doorway (Puccan). purifying tree in association with varldav and pabm IV: 9"
ingested,wolf-kota:p39:e6,39,tīrp,tīrp,,"“settlement, decision”",3278,direct,,,"tīrp — (3278) “settlement, decision”"
ingested,wolf-kota:p39:e7,39,tīṭ- (tīc-),tīṭ-,tīc-,"“to feed by hand”; also means to plaster walls with mud, as in devr time",3263,direct,,,"tīṭ- (tīc-) — (3263) “to feed by hand”; also means to plaster walls with mud, as in devr time"
ingested,wolf-kota:p39:e8,39,tīviram,tīviram,,"fury, rage (Tamil) IV: 4",,,,,"tīviram — fury, rage (Tamil) IV: 4"
ingested,wolf-kota:p39:e9,39,toḍ,toḍ,,bison,,,yes,,toḍ — [-] bison
ingested,wolf-kota:p39:e10,39,toḍ,toḍ,,throat,3498,direct,,,toḍ — (3498) throat
ingested,wolf-kota:p39:e11,39,toḍbāl,toḍbāl,,sacred tree area (“bison place”) in Kolmēl and other villages,,,,,toḍbāl — sacred tree area (“bison place”) in Kolmēl and other villages
ingested,wolf-kota:p39:e12,39,Toḍm,Toḍm,,place name (I: 100),,,,,Toḍm — place name (I: 100)
ingested,wolf-kota:p39:e13,39,toḷg- (toḷyg-),toḷg-,toḷyg-,“to wash one’s hands with tears”; to wipe away tears with hands?,3361,direct,,,toḷg- (toḷyg-) — (3361) “to wash one’s hands with tears”; to wipe away tears with hands?
ingested,wolf-kota:p39:e14,39,ton,ton,,Kota term for Toda tribe,,,,,ton — Kota term for Toda tribe
ingested,wolf-kota:p39:e15,39,tondiṭ,tondiṭ,,raised circular areas surrounded by stones in Kolme⋅l village where first fire is placed at the commencement of the god ceremony.,,,,,tondiṭ — raised circular areas surrounded by stones in Kolme⋅l village where first fire is placed at the commencement of the god ceremony.
ingested,wolf-kota:p39:e16,39,tonkuḍ,tonkuḍ,,large stick or club used as a weapon by Todas II: 6,,,,,tonkuḍ — large stick or club used as a weapon by Todas II: 6
ingested,wolf-kota:p39:e17,39,toṛ,toṛ,,thigh,,,yes,,toṛ — [-] thigh
ingested,wolf-kota:p39:e18,39,toṛng- (toṛyng-),toṛng-,toṛyng-,to begin something [e.g. a song] (Tamilized version of 3350),,,,,toṛng- (toṛyng-) — to begin something [e.g. a song] (Tamilized version of 3350)
ingested,wolf-kota:p39:e19,39,torp,torp,,bee hive,,,,,torp — bee hive
ingested,wolf-kota:p39:e20,39,tort- (torty-),tort-,torty-,to chase away (spelling not confirmed),3340,related,,,tort- (torty-) — [3340] to chase away (spelling not confirmed)
ingested,wolf-kota:p39:e21,39,toṛv- (toṛd-),toṛv-,toṛd-,“to put arms around”; for something to wind around something,3480,direct,,,toṛv- (toṛd-) — (3480) “to put arms around”; for something to wind around something
ingested,wolf-kota:p39:e22,39,toṛ[v]- (toṛ[d]-),toṛ[v]-,toṛ[d]-,to put on jewelry,3480,related,,,toṛ[v]- (toṛ[d]-) — [3480] to put on jewelry
ingested,wolf-kota:p39:e23,39,tovk- (tovky-),tovk-,tovky-,“to begin”,3350,direct,,,tovk- (tovky-) — (3350) “to begin”
ingested,wolf-kota:p39:e24,39,toyd-/tovd-/[tod-] (toyd-),toyd-,tovd-|tod-] (toyd-),“to cook (grain or flour [usually rice and millet]) into a solid mass by compressing it with a stick,3315,related,,,toyd-/tovd-/[tod-] (toyd-) — [3315 tod- is less common] “to cook (grain or flour [usually rice and millet]) into a solid mass by compressing it with a stick
ingested,wolf-kota:p39:e25,39,toyr- (torc-),toyr-,torc-,“to pour out liquid or grains”,2883,direct,,,toyr- (torc-) — (2883) “to pour out liquid or grains”
ingested,wolf-kota:p39:e26,39,toyr/toyrv,toyr,toyrv,"plant causing itching; DEDR gives Urtica heterophylla, but EVS gives Girardinia heterophylla, var. palmata. Thread made from this for clothes in old days (I: 6).",2865,direct,,,"toyr/toyrv — (2865) plant causing itching; DEDR gives Urtica heterophylla, but EVS gives Girardinia heterophylla, var. palmata. Thread made from this for clothes in old days (I: 6)."
ingested,wolf-kota:p39:e27,39,toyr nūl,toyr nūl,,thready from toyr,,,,,toyr nūl – thready from toyr
ingested,wolf-kota:p39:e28,39,"tōmandram (EVS: tōmindrm) [< Tamil, tōmtarā, mosquito curtain, <T. dōmatera]",tōmandram (EVS: tōmindrm) [< Tamil,tōmtarā|mosquito curtain|<T. dōmatera,"canopy, less elaborate than gurykat, for funeral (I: 93). EVS: “canopy over god in temple; canopy of bed”",,,,,"tōmandram (EVS: tōmindrm) [< Tamil, tōmtarā, mosquito curtain, <T. dōmatera] — canopy, less elaborate than gurykat, for funeral (I: 93). EVS: “canopy over god in temple; canopy of bed”"
ingested,wolf-kota:p39:e29,39,tōr- (tōry-),tōr-,tōry-,“to be visible” (can take human as well as inanimate subjects),3566,direct,,,tōr- (tōry-) — (3566) “to be visible” (can take human as well as inanimate subjects)
ingested,wolf-kota:p39:e30,39,tōy,tōy,,buffalo pen,3526,direct,,,tōy — (3526) buffalo pen
ingested,wolf-kota:p39:e31,39,tōyvāl,tōyvāl,,place in the varldāv nāṛ in Kolmēl IV: 44,,,,,tōyvāl — place in the varldāv nāṛ in Kolmēl IV: 44
ingested,wolf-kota:p39:e32,39,tub- (tuyb-),tub-,tuyb-,to fill (tr.),3331,direct,,,tub- (tuyb-) — (3331) to fill (tr.)
ingested,wolf-kota:p39:e33,39,tucūdo,tucūdo,,"(maybe related to Tamil tu- DEDR 3282, food, experience; tuyppu, enjoyment, etc.)) taste; equivalent to Tamil cuvai. IV: 37 (see conjugation below)",3282,related,,,"tucūdo — (maybe related to Tamil tu- DEDR 3282, food, experience; tuyppu, enjoyment, etc.)) taste; equivalent to Tamil cuvai. IV: 37 (see conjugation below)"
ingested,wolf-kota:p40:e1,40,tucūn- (tucūd-),tucūn-,tucūd-,to taste good kevk tucūdko — it “tasted” good to the ears,,,,,tucūn- (tucūd-) — to taste good kevk tucūdko — it “tasted” good to the ears
ingested,wolf-kota:p40:e2,40,tuḷy,tuḷy,,(rain) drop,,,yes,,tuḷy — [-] (rain) drop
ingested,wolf-kota:p40:e3,40,tumn,tumn,,full,3331,direct,,,tumn — (3331) full
ingested,wolf-kota:p40:e4,40,tuṇy,tuṇy,,“priests cloak (worn only at the milk-placing ceremony); Toda priest’s garment”,3307,direct,,,tuṇy — (3307) “priests cloak (worn only at the milk-placing ceremony); Toda priest’s garment”
ingested,wolf-kota:p40:e5,40,tuṇinj- (tuṇinj-),tuṇinj-,,(prob. borrowed from Tamil tuṇivu) to be definite or confident,,,,,tuṇinj- (tuṇinj-) — (prob. borrowed from Tamil tuṇivu) to be definite or confident
ingested,wolf-kota:p40:e6,40,tuṛ- (tuṭ-),tuṛ-,tuṭ-,"“to roast, bake (pots), burn (corpses)”; to deep fry",2654,direct,,,"tuṛ- (tuṭ-) — (2654) “to roast, bake (pots), burn (corpses)”; to deep fry"
ingested,wolf-kota:p40:e7,40,tūc,tūc,,sewing needle,,,,,tūc — sewing needle
ingested,wolf-kota:p40:e8,40,tūk- (tūyk-),tūk-,tūyk-,to life or carry,3376,direct,,,tūk- (tūyk-) — (3376) to life or carry
ingested,wolf-kota:p40:e9,40,tūkn,tūkn,,a lift,3376,related,,,tūkn — [3376] a lift
ingested,wolf-kota:p40:e10,40,tūṇ,tūṇ,,"“pillar. post, column” (<Ta<Skt sthūṇa)",,,,,"tūṇ — “pillar. post, column” (<Ta<Skt sthūṇa)"
ingested,wolf-kota:p40:e11,40,tūṇḍ- (tūṇḍy-),tūṇḍ-,tūṇḍy-,“to force to an action”; to remove II: 21,3380,direct,,,tūṇḍ- (tūṇḍy-) — (3380) “to force to an action”; to remove II: 21
ingested,wolf-kota:p40:e12,40,tūr,tūr,,branch with leaves,3401,direct,,,tūr — (3401) branch with leaves
ingested,wolf-kota:p40:e13,40,uc-/uṭ- (uc-),uc-,uṭ-,"“to be born, (plant, hair) sprouts (<Badaga)”",4264,direct,,,"uc-/uṭ- (uc-) — (4264) “to be born, (plant, hair) sprouts (<Badaga)”"
ingested,wolf-kota:p40:e14,40,ucr,ucr,,life (“male genitals”?),645,direct,,,ucr — (645) life (“male genitals”?)
ingested,wolf-kota:p40:e15,40,ud- (udy-),ud-,udy-,"to push person, animal, large or small object (with hand or shoulder or whatever) [note slight difference from DEDR]",625,direct,,,"ud- (udy-) — (625) to push person, animal, large or small object (with hand or shoulder or whatever) [note slight difference from DEDR]"
ingested,wolf-kota:p40:e16,40,udk,udk,,stew of beans and potatoes typical of Kota diet,,,,,udk — stew of beans and potatoes typical of Kota diet
ingested,wolf-kota:p40:e17,40,udm,udm,,“length” (usually refers to height),621,direct,,,udm — (621) “length” (usually refers to height)
ingested,wolf-kota:p40:e18,40,uḍvāyṇ,uḍvāyṇ,,"boskay or alcohol, bidi, cigarette",,,,,"uḍvāyṇ — boskay or alcohol, bidi, cigarette"
ingested,wolf-kota:p40:e19,40,ug-/uk- (uky-),ug-,uk-|uky-,"[uk- is root for p/pr neg.] to enter (into small place, cave, shady area) [note conjugation difference from that in DEDR, uk- (ug-)]",4238,direct,,,"ug-/uk- (uky-) — (4238) [uk- is root for p/pr neg.] to enter (into small place, cave, shady area) [note conjugation difference from that in DEDR, uk- (ug-)]"
ingested,wolf-kota:p40:e20,40,ugandm,ugandm,,(<Tamil uka-) that which is appropriate (I: 94) [melody for particular ritual],,,,,ugandm — (<Tamil uka-) that which is appropriate (I: 94) [melody for particular ritual]
ingested,wolf-kota:p40:e21,40,ulōgangaḷ,ulōgangaḷ,,"(Tamil) 5 types of metal, gold, silver, copper, iron, lead, or tin (I: 82)",,,,,"ulōgangaḷ — (Tamil) 5 types of metal, gold, silver, copper, iron, lead, or tin (I: 82)"
ingested,wolf-kota:p40:e22,40,uḷ/uḷguḷ,uḷ,uḷguḷ,inside,698,direct,,,uḷ/uḷguḷ — (698) inside
ingested,wolf-kota:p40:e23,40,uḷk/oḷk/uḷāk,uḷk,oḷk|uḷāk,“within the time before (something happens)”,698,direct,,,uḷk/oḷk/uḷāk — (698) “within the time before (something happens)”
ingested,wolf-kota:p40:e24,40,uḷmand,uḷmand,,place in varldav where those who have not had deaths in village sit to eat II: 35,,,,,uḷmand — place in varldav where those who have not had deaths in village sit to eat II: 35
ingested,wolf-kota:p40:e25,40,uḷpaṭa,uḷpaṭa,,within,698,related,,,uḷpaṭa — [698] within
ingested,wolf-kota:p40:e26,40,uḷtat,uḷtat,,taṭ for milking ritual kept inside kakuy (I: 99),,,,,uḷtat — taṭ for milking ritual kept inside kakuy (I: 99)
ingested,wolf-kota:p40:e27,40,uṇ- (uḍ-),uṇ-,uḍ-,"to start, to set out to do something (I: 61); to think about (committing some violent act—used with verbs like “to hit” etc.)",,,,,"uṇ- (uḍ-) — to start, to set out to do something (I: 61); to think about (committing some violent act—used with verbs like “to hit” etc.)"
ingested,wolf-kota:p40:e28,40,uṇ- (uḍ-),uṇ-,uḍ-,"“to drink, suck”; to smoke (EVS baty uḍō)",600,direct,,,"uṇ- (uḍ-) — (600) “to drink, suck”; to smoke (EVS baty uḍō)"
ingested,wolf-kota:p40:e29,40,uṇḍyucuyb,uṇḍyucuyb,,"lit. “eating Subbi,” uṇḍ is Tamil. Refers to people sitting around like they are full of food. A recent expression in Kota. Like cāppāṭrāman",,,,,"uṇḍyucuyb — lit. “eating Subbi,” uṇḍ is Tamil. Refers to people sitting around like they are full of food. A recent expression in Kota. Like cāppāṭrāman"
ingested,wolf-kota:p40:e30,40,uny-/unc- (unc-),uny-,unc-,to think (I: 66),727,direct,,,uny-/unc- (unc-) — (727) to think (I: 66)
ingested,wolf-kota:p40:e31,40,up,up,,salt,,,,,up — salt
ingested,wolf-kota:p40:e32,40,upudk,upudk,,"“salt stew,” a kind of spiceless bean stew consumed during the god ceremony",,,,,"upudk — “salt stew,” a kind of spiceless bean stew consumed during the god ceremony"
ingested,wolf-kota:p40:e33,40,“urgent”,“urgent”,,in a hurry,,,,,“urgent” — in a hurry
ingested,wolf-kota:p40:e34,40,uṛv- (uṛt-),uṛv-,uṛt-,"to plow, dig up earth",,,yes,,"uṛv- (uṛt-) — [-] to plow, dig up earth"
ingested,wolf-kota:p40:e35,40,urv,urv,,body (not just trunk),657,direct,,,urv — (657) body (not just trunk)
ingested,wolf-kota:p40:e36,40,ury,ury,,rope sling for pots,708,direct,,,ury — (708) rope sling for pots
ingested,wolf-kota:p40:e37,40,ury,ury,,EVS: “sweat; heat” (I: 54),,,,,ury — EVS: “sweat; heat” (I: 54)
ingested,wolf-kota:p40:e38,40,uryvayrv,uryvayrv,,brass pot with two handles (I: 47),,,,,uryvayrv — brass pot with two handles (I: 47)
ingested,wolf-kota:p40:e39,40,ut- (uyt-),ut-,uyt-,"to symbolically take back or undo (words, ritual)",617,related,,,"ut- (uyt-) — [617] to symbolically take back or undo (words, ritual)"
ingested,wolf-kota:p41:e1,41,ut- (uyt-),ut-,uyt-,"“to draw out from a bundle, draw from socket or hole”; remove (ceṇḍnār from hair); (rice) grows",617,direct,,,"ut- (uyt-) — (617) “to draw out from a bundle, draw from socket or hole”; remove (ceṇḍnār from hair); (rice) grows"
ingested,wolf-kota:p41:e2,41,uṭc- (uṭc-),uṭc-,,"“to create, bear, beget”",4264,direct,,,"uṭc- (uṭc-) — (4264) “to create, bear, beget”"
ingested,wolf-kota:p41:e3,41,utn mūl,utn mūl,,side of sun rise/east (III: 63b),,,,,utn mūl — side of sun rise/east (III: 63b)
ingested,wolf-kota:p41:e4,41,ūc- / ūc-,ūc-,,"“to be spilt; spill (tr.), pour (water, grain), pour off (water from grain)”; may also appear as ‘decrease’ in nāṛ ūckōtk devr eckōtk (let death decrease let god increase)",562,direct,,,"ūc- / ūc- — (562) “to be spilt; spill (tr.), pour (water, grain), pour off (water from grain)”; may also appear as ‘decrease’ in nāṛ ūckōtk devr eckōtk (let death decrease let god increase)"
ingested,wolf-kota:p41:e5,41,ūṇ- (ūṇy-),ūṇ-,ūṇy-,to drop (Kurgōj mānt only),,,yes,,ūṇ- (ūṇy-) — [-] to drop (Kurgōj mānt only)
ingested,wolf-kota:p41:e6,41,ūṇk,ūṇk,,"(EVS) “morning from 6 to 9 o’clock” I: 156; morning from early till about 10, according to Duryodana",,,,,"ūṇk — (EVS) “morning from 6 to 9 o’clock” I: 156; morning from early till about 10, according to Duryodana"
ingested,wolf-kota:p41:e7,41,ūr,ūr,,"village, town, city",,,,,"ūr — village, town, city"
ingested,wolf-kota:p41:e8,41,ūr- (ūry-),ūr-,ūry-,aux. verb indicating definiteness (is this what DEDR means by “act violently or thoroughly?),,,yes,,ūr- (ūry-) — [-] aux. verb indicating definiteness (is this what DEDR means by “act violently or thoroughly?);
ingested,wolf-kota:p41:e9,41,ūr- (ūry),ūr- (ūry),,to throw light or heavy things (I:60); also in DEDR to act violently or thoroughly. used for coming of age cātram: mindal ūyrd. used to imply worship in prayer “mogāl mogay ūrkēn” IV: 10,5463,direct,,,ūr- (ūry) — (5463) to throw light or heavy things (I:60); also in DEDR to act violently or thoroughly. used for coming of age cātram: mindal ūyrd. used to imply worship in prayer “mogāl mogay ūrkēn” IV: 10
ingested,wolf-kota:p41:e10,41,ūrg- (uryg-),ūrg-,uryg-,"to melt, dissolve, lose weight (due to worries, etc.)",,,yes,,"ūrg- (uryg-) — [-] to melt, dissolve, lose weight (due to worries, etc.)"
ingested,wolf-kota:p41:e11,41,ūric,ūric,,woman who has left her husband for another man,,,yes,,ūric — [-] woman who has left her husband for another man
ingested,wolf-kota:p41:e12,41,ūrl,ūrl,,ball (of various substances) mundkānōn wears around his neck,,,yes,,ūrl — [-] ball (of various substances) mundkānōn wears around his neck
ingested,wolf-kota:p41:e13,41,ūṭm,ūṭm,,“meal paid to god at god ceremony”,600,direct,,,ūṭm — (600) “meal paid to god at god ceremony”
ingested,wolf-kota:p41:e14,41,ūv,ūv,,eyebrow (see kambū),,,,,ūv — eyebrow (see kambū)
ingested,wolf-kota:p41:e15,41,ūym,ūym,,flour,637,direct,,,ūym — (637) flour
