Record_Type,Source_Key,PDF_Page,Printed_Page,Item,Gloss,List_Code,List_Name,Source_Group,Reliability,Raw_Form,Form,Continuation_Lines,Review,Status,Reason,Language_ID,Dialect_ID,Citation,Entry_Key
wordlist cell,hallberg1992pashto,156,138,183,to bite / (The dog) bit (the boy),PAR,Parachinar Pashto,Middle settled/tribal,B,xwoRVlài wo,xwoɽʌlɑi wo,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-par,"hallberg1992pashto[Appendix B, printed p. 138, item 183, PAR]",ssnp04:g183:par
wordlist cell,hallberg1992pashto,156,138,184,to be hungry / The man was hungry.,PAR,Parachinar Pashto,Middle settled/tribal,B,sàRVi wVge s7Vwe wo,sɑɽʌi wʌge ɕʌwe wo,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-par,"hallberg1992pashto[Appendix B, printed p. 138, item 184, PAR]",ssnp04:g184:par
wordlist cell,hallberg1992pashto,156,138,185,to drink / The man drank the water.,PAR,Parachinar Pashto,Middle settled/tribal,B,sVRi ubV cikVle we,sʌɽi ubʌ cikʌle we,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-par,"hallberg1992pashto[Appendix B, printed p. 138, item 185, PAR]",ssnp04:g185:par
wordlist cell,hallberg1992pashto,156,138,183,to bite / (The dog) bit (the boy),HAN,Hangu Pashto,Middle settled/tribal,B,wVcicVlo,wʌcicʌlo,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-han,"hallberg1992pashto[Appendix B, printed p. 138, item 183, HAN]",ssnp04:g183:han
wordlist cell,hallberg1992pashto,156,138,184,to be hungry / The man was hungry.,HAN,Hangu Pashto,Middle settled/tribal,B,sVRVi wVgVi wo,sʌɽʌi wʌgʌi wo,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-han,"hallberg1992pashto[Appendix B, printed p. 138, item 184, HAN]",ssnp04:g184:han
wordlist cell,hallberg1992pashto,156,138,185,to drink / The man drank the water.,HAN,Hangu Pashto,Middle settled/tribal,B,sVRi ubV wVtsxVle,sʌɽi ubʌ wʌtsxʌle,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-han,"hallberg1992pashto[Appendix B, printed p. 138, item 185, HAN]",ssnp04:g185:han
wordlist cell,hallberg1992pashto,156,138,183,to bite / (The dog) bit (the boy),TAL,Thal Pashto,Middle settled/tribal,B,uxwVRo,uxwʌɽo,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-tal,"hallberg1992pashto[Appendix B, printed p. 138, item 183, TAL]",ssnp04:g183:tal
wordlist cell,hallberg1992pashto,156,138,184,to be hungry / The man was hungry.,TAL,Thal Pashto,Middle settled/tribal,B,sVRi tV lwVgV lVgidVle wà,sʌɽi tʌ lwʌgʌ lʌgidʌle wɑ,1,SILDoulosNP positioned text; visual continuation joined,installed,,Psht,ssnp04-tal,"hallberg1992pashto[Appendix B, printed p. 138, item 184, TAL]",ssnp04:g184:tal
wordlist cell,hallberg1992pashto,156,138,185,to drink / The man drank the water.,TAL,Thal Pashto,Middle settled/tribal,B,sVRi ubV wVskVle,sʌɽi ubʌ wʌskʌle,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-tal,"hallberg1992pashto[Appendix B, printed p. 138, item 185, TAL]",ssnp04:g185:tal
wordlist cell,hallberg1992pashto,156,138,183,to bite / (The dog) bit (the boy),KRK,Karak Pashto,Central,,oxwVRV,oxwʌɽʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-krk,"hallberg1992pashto[Appendix B, printed p. 138, item 183, KRK]",ssnp04:g183:krk
wordlist cell,hallberg1992pashto,156,138,184,to be hungry / The man was hungry.,KRK,Karak Pashto,Central,,sVRVi wV{V wo3,sʌɽʌi wʌʒʌ wõ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-krk,"hallberg1992pashto[Appendix B, printed p. 138, item 184, KRK]",ssnp04:g184:krk
wordlist cell,hallberg1992pashto,156,138,185,to drink / The man drank the water.,KRK,Karak Pashto,Central,,sVRi ubV wVcs7Vle,sʌɽi ubʌ wʌcɕʌle,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-krk,"hallberg1992pashto[Appendix B, printed p. 138, item 185, KRK]",ssnp04:g185:krk
wordlist cell,hallberg1992pashto,156,138,183,to bite / (The dog) bit (the boy),LAK,Lakki Marwat Pashto,Central,B,uxwàRV / uxwVRV,uxwɑɽʌ / uxwʌɽʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-lak,"hallberg1992pashto[Appendix B, printed p. 138, item 183, LAK]",ssnp04:g183:lak
wordlist cell,hallberg1992pashto,156,138,184,to be hungry / The man was hungry.,LAK,Lakki Marwat Pashto,Central,B,sVrVi wV{Vi wo,sʌrʌi wʌʒʌi wo,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-lak,"hallberg1992pashto[Appendix B, printed p. 138, item 184, LAK]",ssnp04:g184:lak
wordlist cell,hallberg1992pashto,156,138,185,to drink / The man drank the water.,LAK,Lakki Marwat Pashto,Central,B,sVri ubV wVcs7Vle,sʌri ubʌ wʌcɕʌle,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-lak,"hallberg1992pashto[Appendix B, printed p. 138, item 185, LAK]",ssnp04:g185:lak
wordlist cell,hallberg1992pashto,156,138,183,to bite / (The dog) bit (the boy),BAN,Bannu Pashto,Central,B,oxwàRV,oxwɑɽʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-ban,"hallberg1992pashto[Appendix B, printed p. 138, item 183, BAN]",ssnp04:g183:ban
wordlist cell,hallberg1992pashto,156,138,184,to be hungry / The man was hungry.,BAN,Bannu Pashto,Central,B,sVRài wV{à dV,sʌɽɑi wʌʒɑ dʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-ban,"hallberg1992pashto[Appendix B, printed p. 138, item 184, BAN]",ssnp04:g184:ban
wordlist cell,hallberg1992pashto,156,138,185,to drink / The man drank the water.,BAN,Bannu Pashto,Central,B,sVRi ebV wVcVle,sʌɽi ebʌ wʌcʌle,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-ban,"hallberg1992pashto[Appendix B, printed p. 138, item 185, BAN]",ssnp04:g185:ban
wordlist cell,hallberg1992pashto,156,138,183,to bite / (The dog) bit (the boy),MIR,Miran Shah Pashto,Central,B,oxwàRV / oxwàRVlo,oxwɑɽʌ / oxwɑɽʌlo,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-mir,"hallberg1992pashto[Appendix B, printed p. 138, item 183, MIR]",ssnp04:g183:mir
wordlist cell,hallberg1992pashto,156,138,184,to be hungry / The man was hungry.,MIR,Miran Shah Pashto,Central,B,sVrài wV{Vi wo,sʌrɑi wʌʒʌi wo,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-mir,"hallberg1992pashto[Appendix B, printed p. 138, item 184, MIR]",ssnp04:g184:mir
wordlist cell,hallberg1992pashto,156,138,185,to drink / The man drank the water.,MIR,Miran Shah Pashto,Central,B,sVRi ebV wec s7Vle,sʌɽi ebʌ wec ɕʌle,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-mir,"hallberg1992pashto[Appendix B, printed p. 138, item 185, MIR]",ssnp04:g185:mir
wordlist cell,hallberg1992pashto,156,138,183,to bite / (The dog) bit (the boy),WAA,Wana Pashto,Central,B,wVxoR,wʌxoɽ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-waa,"hallberg1992pashto[Appendix B, printed p. 138, item 183, WAA]",ssnp04:g183:waa
wordlist cell,hallberg1992pashto,156,138,184,to be hungry / The man was hungry.,WAA,Wana Pashto,Central,B,sVRVi wV{Vi wV,sʌɽʌi wʌʒʌi wʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-waa,"hallberg1992pashto[Appendix B, printed p. 138, item 184, WAA]",ssnp04:g184:waa
wordlist cell,hallberg1992pashto,156,138,185,to drink / The man drank the water.,WAA,Wana Pashto,Central,B,sVRi yebV wVT s7Vle,sʌɽi yebʌ wʌʈ ɕʌle,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-waa,"hallberg1992pashto[Appendix B, printed p. 138, item 185, WAA]",ssnp04:g185:waa
wordlist cell,hallberg1992pashto,156,138,183,to bite / (The dog) bit (the boy),QUE,Quetta Pashto,Southern,A,wVxwàRe / wVDàRe,wʌxwɑɽe / wʌɖɑɽe,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-que,"hallberg1992pashto[Appendix B, printed p. 138, item 183, QUE]",ssnp04:g183:que
wordlist cell,hallberg1992pashto,156,138,184,to be hungry / The man was hungry.,QUE,Quetta Pashto,Southern,A,sVRVi wV{Vi wo,sʌɽʌi wʌʒʌi wo,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-que,"hallberg1992pashto[Appendix B, printed p. 138, item 184, QUE]",ssnp04:g184:que
wordlist cell,hallberg1992pashto,156,138,185,to drink / The man drank the water.,QUE,Quetta Pashto,Southern,A,sVRi ubF wVcs7Vle,sʌɽi ubə wʌcɕʌle,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-que,"hallberg1992pashto[Appendix B, printed p. 138, item 185, QUE]",ssnp04:g185:que
wordlist cell,hallberg1992pashto,156,138,183,to bite / (The dog) bit (the boy),CHA,Chaman Pashto,Southern,A,uxwVRe,uxwʌɽe,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-cha,"hallberg1992pashto[Appendix B, printed p. 138, item 183, CHA]",ssnp04:g183:cha
wordlist cell,hallberg1992pashto,156,138,184,to be hungry / The man was hungry.,CHA,Chaman Pashto,Southern,A,sVRVi wV{Vi s7Vwe wo,sʌɽʌi wʌʒʌi ɕʌwe wo,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-cha,"hallberg1992pashto[Appendix B, printed p. 138, item 184, CHA]",ssnp04:g184:cha
wordlist cell,hallberg1992pashto,156,138,185,to drink / The man drank the water.,CHA,Chaman Pashto,Southern,A,sVRi ubV wVcs7Vle,sʌɽi ubʌ wʌcɕʌle,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-cha,"hallberg1992pashto[Appendix B, printed p. 138, item 185, CHA]",ssnp04:g185:cha
wordlist cell,hallberg1992pashto,156,138,183,to bite / (The dog) bit (the boy),PAS,Pishin Pashto,Southern,A,wVxwàRe / wVdàRe,wʌxwɑɽe / wʌdɑɽe,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-pas,"hallberg1992pashto[Appendix B, printed p. 138, item 183, PAS]",ssnp04:g183:pas
wordlist cell,hallberg1992pashto,156,138,184,to be hungry / The man was hungry.,PAS,Pishin Pashto,Southern,A,sVRVi wVZ7Vi wo,sʌɽʌi wʌʐʌi wo,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-pas,"hallberg1992pashto[Appendix B, printed p. 138, item 184, PAS]",ssnp04:g184:pas
wordlist cell,hallberg1992pashto,156,138,185,to drink / The man drank the water.,PAS,Pishin Pashto,Southern,A,sVRi ubF wVcs7Vle,sʌɽi ubə wʌcɕʌle,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-pas,"hallberg1992pashto[Appendix B, printed p. 138, item 185, PAS]",ssnp04:g185:pas
wordlist cell,hallberg1992pashto,156,138,183,to bite / (The dog) bit (the boy),KAK,Pishin Kakari Pashto,Southern,A,wVdàRe,wʌdɑɽe,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-kak,"hallberg1992pashto[Appendix B, printed p. 138, item 183, KAK]",ssnp04:g183:kak
wordlist cell,hallberg1992pashto,156,138,184,to be hungry / The man was hungry.,KAK,Pishin Kakari Pashto,Southern,A,sVRVi wVZ7Vi wo,sʌɽʌi wʌʐʌi wo,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-kak,"hallberg1992pashto[Appendix B, printed p. 138, item 184, KAK]",ssnp04:g184:kak
wordlist cell,hallberg1992pashto,156,138,185,to drink / The man drank the water.,KAK,Pishin Kakari Pashto,Southern,A,sàRi wVbV wVcs7e,sɑɽi wʌbʌ wʌcɕe,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-kak,"hallberg1992pashto[Appendix B, printed p. 138, item 185, KAK]",ssnp04:g185:kak
wordlist cell,hallberg1992pashto,156,138,183,to bite / (The dog) bit (the boy),KHR,Kandahar Pashto,Southern,A,wVxwàRe/wVdàRe,wʌxwɑɽe/wʌdɑɽe,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-khr,"hallberg1992pashto[Appendix B, printed p. 138, item 183, KHR]",ssnp04:g183:khr
wordlist cell,hallberg1992pashto,156,138,184,to be hungry / The man was hungry.,KHR,Kandahar Pashto,Southern,A,sàRVi wVZ7Vi wo,sɑɽʌi wʌʐʌi wo,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-khr,"hallberg1992pashto[Appendix B, printed p. 138, item 184, KHR]",ssnp04:g184:khr
wordlist cell,hallberg1992pashto,156,138,185,to drink / The man drank the water.,KHR,Kandahar Pashto,Southern,A,sVRi obV wVcs7Vle,sʌɽi obʌ wʌcɕʌle,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-khr,"hallberg1992pashto[Appendix B, printed p. 138, item 185, KHR]",ssnp04:g185:khr
wordlist cell,hallberg1992pashto,156,138,183,to bite / (The dog) bit (the boy),WCI,Harnai Waneci,Waneci,A,uxwoR / wVDàRe,uxwoɽ / wʌɖɑɽe,0,SILDoulosNP positioned text,installed,,wne,ssnp04-wci,"hallberg1992pashto[Appendix B, printed p. 138, item 183, WCI]",ssnp04:g183:wci
wordlist cell,hallberg1992pashto,156,138,184,to be hungry / The man was hungry.,WCI,Harnai Waneci,Waneci,A,sàRà wVr{V wi,sɑɽɑ wʌrʒʌ wi,0,SILDoulosNP positioned text,installed,,wne,ssnp04-wci,"hallberg1992pashto[Appendix B, printed p. 138, item 184, WCI]",ssnp04:g184:wci
wordlist cell,hallberg1992pashto,156,138,185,to drink / The man drank the water.,WCI,Harnai Waneci,Waneci,A,sVRi obF uGwVte,sʌɽi obə uɣwʌte,0,SILDoulosNP positioned text,installed,,wne,ssnp04-wci,"hallberg1992pashto[Appendix B, printed p. 138, item 185, WCI]",ssnp04:g185:wci
wordlist cell,hallberg1992pashto,156,138,183,to bite / (The dog) bit (the boy),ORM,Kaniguram Ormuri,Ormuri,A,à spVkV kolVk xwVlVk,ɑ spʌkʌ kolʌk xwʌlʌk,1,SILDoulosNP positioned text; visual continuation joined,installed,,Orm,ssnp04-orm,"hallberg1992pashto[Appendix B, printed p. 138, item 183, ORM]",ssnp04:g183:orm
wordlist cell,hallberg1992pashto,156,138,184,to be hungry / The man was hungry.,ORM,Kaniguram Ormuri,Ormuri,A,à sVRVi xornVk biuk,ɑ sʌɽʌi xornʌk biuk,0,SILDoulosNP positioned text,installed,,Orm,ssnp04-orm,"hallberg1992pashto[Appendix B, printed p. 138, item 184, ORM]",ssnp04:g184:orm
wordlist cell,hallberg1992pashto,156,138,185,to drink / The man drank the water.,ORM,Kaniguram Ormuri,Ormuri,A,à sVRVi di wVk totkV,ɑ sʌɽʌi di wʌk totkʌ,0,SILDoulosNP positioned text,installed,,Orm,ssnp04-orm,"hallberg1992pashto[Appendix B, printed p. 138, item 185, ORM]",ssnp04:g185:orm
wordlist cell,hallberg1992pashto,157,139,186,to be thirsty / The man was thirsty.,PES,Peshawar Pashto,Northern settled,A,sàRe tVge s7o,sɑɽe tʌge ɕo,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-pes,"hallberg1992pashto[Appendix B, printed p. 139, item 186, PES]",ssnp04:g186:pes
wordlist cell,hallberg1992pashto,157,139,187,to sleep / The man slept.,PES,Peshawar Pashto,Northern settled,A,sVRe udV s7o,sʌɽe udʌ ɕo,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-pes,"hallberg1992pashto[Appendix B, printed p. 139, item 187, PES]",ssnp04:g187:pes
wordlist cell,hallberg1992pashto,157,139,188,to lay / The man lay.,PES,Peshawar Pashto,Northern settled,A,sàRài sVmlàsto,sɑɽɑi sʌmlɑsto,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-pes,"hallberg1992pashto[Appendix B, printed p. 139, item 188, PES]",ssnp04:g188:pes
wordlist cell,hallberg1992pashto,157,139,186,to be thirsty / The man was thirsty.,CHS,Charsadda Pashto,Northern settled,A,sàRe tVge s7o,sɑɽe tʌge ɕo,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-chs,"hallberg1992pashto[Appendix B, printed p. 139, item 186, CHS]",ssnp04:g186:chs
wordlist cell,hallberg1992pashto,157,139,187,to sleep / The man slept.,CHS,Charsadda Pashto,Northern settled,A,sàRe udV s7o,sɑɽe udʌ ɕo,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-chs,"hallberg1992pashto[Appendix B, printed p. 139, item 187, CHS]",ssnp04:g187:chs
wordlist cell,hallberg1992pashto,157,139,188,to lay / The man lay.,CHS,Charsadda Pashto,Northern settled,A,sàRe sVmlàsto,sɑɽe sʌmlɑsto,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-chs,"hallberg1992pashto[Appendix B, printed p. 139, item 188, CHS]",ssnp04:g188:chs
wordlist cell,hallberg1992pashto,157,139,186,to be thirsty / The man was thirsty.,MAR,Mardan Pashto,Northern settled,A,sàRe tVge wo,sɑɽe tʌge wo,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-mar,"hallberg1992pashto[Appendix B, printed p. 139, item 186, MAR]",ssnp04:g186:mar
wordlist cell,hallberg1992pashto,157,139,187,to sleep / The man slept.,MAR,Mardan Pashto,Northern settled,A,sàRe udV s7o,sɑɽe udʌ ɕo,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-mar,"hallberg1992pashto[Appendix B, printed p. 139, item 187, MAR]",ssnp04:g187:mar
wordlist cell,hallberg1992pashto,157,139,188,to lay / The man lay.,MAR,Mardan Pashto,Northern settled,A,sàRe sVmlàst,sɑɽe sʌmlɑst,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-mar,"hallberg1992pashto[Appendix B, printed p. 139, item 188, MAR]",ssnp04:g188:mar
wordlist cell,hallberg1992pashto,157,139,186,to be thirsty / The man was thirsty.,SWA,Swabi Pashto,Northern settled,A,sàRài tVge s7o,sɑɽɑi tʌge ɕo,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-swa,"hallberg1992pashto[Appendix B, printed p. 139, item 186, SWA]",ssnp04:g186:swa
wordlist cell,hallberg1992pashto,157,139,187,to sleep / The man slept.,SWA,Swabi Pashto,Northern settled,A,sàRe udV s7o,sɑɽe udʌ ɕo,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-swa,"hallberg1992pashto[Appendix B, printed p. 139, item 187, SWA]",ssnp04:g187:swa
wordlist cell,hallberg1992pashto,157,139,188,to lay / The man lay.,SWA,Swabi Pashto,Northern settled,A,sàRe prewàto,sɑɽe prewɑto,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-swa,"hallberg1992pashto[Appendix B, printed p. 139, item 188, SWA]",ssnp04:g188:swa
wordlist cell,hallberg1992pashto,157,139,186,to be thirsty / The man was thirsty.,MAD,Madyan Pashto,Northern settled,A,sàRe tVge s7o,sɑɽe tʌge ɕo,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-mad,"hallberg1992pashto[Appendix B, printed p. 139, item 186, MAD]",ssnp04:g186:mad
wordlist cell,hallberg1992pashto,157,139,187,to sleep / The man slept.,MAD,Madyan Pashto,Northern settled,A,sàRe udV s7o,sɑɽe udʌ ɕo,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-mad,"hallberg1992pashto[Appendix B, printed p. 139, item 187, MAD]",ssnp04:g187:mad
wordlist cell,hallberg1992pashto,157,139,188,to lay / The man lay.,MAD,Madyan Pashto,Northern settled,A,sàRe sVmlàst / sVmlàsto,sɑɽe sʌmlɑst / sʌmlɑsto,1,SILDoulosNP positioned text; visual continuation joined,installed,,Psht,ssnp04-mad,"hallberg1992pashto[Appendix B, printed p. 139, item 188, MAD]",ssnp04:g188:mad
wordlist cell,hallberg1992pashto,157,139,186,to be thirsty / The man was thirsty.,MIN,Saidu Sharif/Mingora Pashto,Northern settled,A,sàRe tVge wo,sɑɽe tʌge wo,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-min,"hallberg1992pashto[Appendix B, printed p. 139, item 186, MIN]",ssnp04:g186:min
wordlist cell,hallberg1992pashto,157,139,187,to sleep / The man slept.,MIN,Saidu Sharif/Mingora Pashto,Northern settled,A,sàRe udV s7o,sɑɽe udʌ ɕo,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-min,"hallberg1992pashto[Appendix B, printed p. 139, item 187, MIN]",ssnp04:g187:min
wordlist cell,hallberg1992pashto,157,139,188,to lay / The man lay.,MIN,Saidu Sharif/Mingora Pashto,Northern settled,A,sàRe sVmlàsto,sɑɽe sʌmlɑsto,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-min,"hallberg1992pashto[Appendix B, printed p. 139, item 188, MIN]",ssnp04:g188:min
wordlist cell,hallberg1992pashto,157,139,186,to be thirsty / The man was thirsty.,BAT,Batagram Pashto,Northern settled,A,sàRe tVge wo,sɑɽe tʌge wo,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-bat,"hallberg1992pashto[Appendix B, printed p. 139, item 186, BAT]",ssnp04:g186:bat
wordlist cell,hallberg1992pashto,157,139,187,to sleep / The man slept.,BAT,Batagram Pashto,Northern settled,A,sàRe udV s7à,sɑɽe udʌ ɕɑ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-bat,"hallberg1992pashto[Appendix B, printed p. 139, item 187, BAT]",ssnp04:g187:bat
wordlist cell,hallberg1992pashto,157,139,188,to lay / The man lay.,BAT,Batagram Pashto,Northern settled,A,sàRe tsVmlàst / prewàt,sɑɽe tsʌmlɑst / prewɑt,1,SILDoulosNP positioned text; visual continuation joined,installed,,Psht,ssnp04-bat,"hallberg1992pashto[Appendix B, printed p. 139, item 188, BAT]",ssnp04:g188:bat
wordlist cell,hallberg1992pashto,157,139,186,to be thirsty / The man was thirsty.,BAF,Baffa Pashto,Northern settled,A,sàRe tVge s7o,sɑɽe tʌge ɕo,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-baf,"hallberg1992pashto[Appendix B, printed p. 139, item 186, BAF]",ssnp04:g186:baf
wordlist cell,hallberg1992pashto,157,139,187,to sleep / The man slept.,BAF,Baffa Pashto,Northern settled,A,sàRe udV s7o,sɑɽe udʌ ɕo,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-baf,"hallberg1992pashto[Appendix B, printed p. 139, item 187, BAF]",ssnp04:g187:baf
wordlist cell,hallberg1992pashto,157,139,188,to lay / The man lay.,BAF,Baffa Pashto,Northern settled,A,sàRe sVmlàst(o) / prewàt(o),sɑɽe sʌmlɑst(o) / prewɑt(o),1,SILDoulosNP positioned text; visual continuation joined,installed,,Psht,ssnp04-baf,"hallberg1992pashto[Appendix B, printed p. 139, item 188, BAF]",ssnp04:g188:baf
wordlist cell,hallberg1992pashto,157,139,186,to be thirsty / The man was thirsty.,OGI,Oghi Pashto,Northern settled,B,sàRe tVge s7o,sɑɽe tʌge ɕo,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-ogi,"hallberg1992pashto[Appendix B, printed p. 139, item 186, OGI]",ssnp04:g186:ogi
wordlist cell,hallberg1992pashto,157,139,187,to sleep / The man slept.,OGI,Oghi Pashto,Northern settled,B,sàRe udV s7o,sɑɽe udʌ ɕo,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-ogi,"hallberg1992pashto[Appendix B, printed p. 139, item 187, OGI]",ssnp04:g187:ogi
wordlist cell,hallberg1992pashto,157,139,188,to lay / The man lay.,OGI,Oghi Pashto,Northern settled,B,sàRe prewàto,sɑɽe prewɑto,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-ogi,"hallberg1992pashto[Appendix B, printed p. 139, item 188, OGI]",ssnp04:g188:ogi
wordlist cell,hallberg1992pashto,157,139,186,to be thirsty / The man was thirsty.,DIR,Dir Pashto,Northern settled,B,sVRe tVge s7Vwe wo,sʌɽe tʌge ɕʌwe wo,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-dir,"hallberg1992pashto[Appendix B, printed p. 139, item 186, DIR]",ssnp04:g186:dir
wordlist cell,hallberg1992pashto,157,139,187,to sleep / The man slept.,DIR,Dir Pashto,Northern settled,B,sVRe udV wo,sʌɽe udʌ wo,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-dir,"hallberg1992pashto[Appendix B, printed p. 139, item 187, DIR]",ssnp04:g187:dir
wordlist cell,hallberg1992pashto,157,139,188,to lay / The man lay.,DIR,Dir Pashto,Northern settled,B,sVRe sVmlàsto,sʌɽe sʌmlɑsto,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-dir,"hallberg1992pashto[Appendix B, printed p. 139, item 188, DIR]",ssnp04:g188:dir
wordlist cell,hallberg1992pashto,157,139,186,to be thirsty / The man was thirsty.,BAJ,Bajaur Pashto,Northern tribal,B,--,,0,SILDoulosNP positioned text,excluded,source prints -- rather than a lexical response,Psht,ssnp04-baj,"hallberg1992pashto[Appendix B, printed p. 139, item 186, BAJ]",
wordlist cell,hallberg1992pashto,157,139,187,to sleep / The man slept.,BAJ,Bajaur Pashto,Northern tribal,B,sVRe odV s7we de,sʌɽe odʌ ɕwe de,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-baj,"hallberg1992pashto[Appendix B, printed p. 139, item 187, BAJ]",ssnp04:g187:baj
wordlist cell,hallberg1992pashto,157,139,188,to lay / The man lay.,BAJ,Bajaur Pashto,Northern tribal,B,sVRe sVmlVsto,sʌɽe sʌmlʌsto,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-baj,"hallberg1992pashto[Appendix B, printed p. 139, item 188, BAJ]",ssnp04:g188:baj
wordlist cell,hallberg1992pashto,157,139,186,to be thirsty / The man was thirsty.,MOH,Mohmand Pashto,Northern tribal,B,sVRe tVge wo,sʌɽe tʌge wo,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-moh,"hallberg1992pashto[Appendix B, printed p. 139, item 186, MOH]",ssnp04:g186:moh
wordlist cell,hallberg1992pashto,157,139,187,to sleep / The man slept.,MOH,Mohmand Pashto,Northern tribal,B,sVRe wudV wo,sʌɽe wudʌ wo,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-moh,"hallberg1992pashto[Appendix B, printed p. 139, item 187, MOH]",ssnp04:g187:moh
wordlist cell,hallberg1992pashto,157,139,188,to lay / The man lay.,MOH,Mohmand Pashto,Northern tribal,B,sVRe sVmlàsto,sʌɽe sʌmlɑsto,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-moh,"hallberg1992pashto[Appendix B, printed p. 139, item 188, MOH]",ssnp04:g188:moh
wordlist cell,hallberg1992pashto,157,139,186,to be thirsty / The man was thirsty.,NIG,Ningrahar Pashto,Northern tribal,A,'tVge ke'dVl,'tʌge ke'dʌl,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-nig,"hallberg1992pashto[Appendix B, printed p. 139, item 186, NIG]",ssnp04:g186:nig
wordlist cell,hallberg1992pashto,157,139,187,to sleep / The man slept.,NIG,Ningrahar Pashto,Northern tribal,A,'widV kedVl,'widʌ kedʌl,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-nig,"hallberg1992pashto[Appendix B, printed p. 139, item 187, NIG]",ssnp04:g187:nig
wordlist cell,hallberg1992pashto,157,139,188,to lay / The man lay.,NIG,Ningrahar Pashto,Northern tribal,A,tsVmlà'stVl,tsʌmlɑ'stʌl,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-nig,"hallberg1992pashto[Appendix B, printed p. 139, item 188, NIG]",ssnp04:g188:nig
