Status,Entry_Key,PDF_Page,Printed_Page,Column,Column_Entry,Top,Raw_Form_POS,Form,POS,Raw_Gloss,Gloss,Duplicate_Raw_Form_POS,Duplicate_Raw_Gloss,Duplicate_Agrees,Reviewed_Form,Reviewed_Parameter_ID,Review_Match_Score
needs_review,thari:p247:c1:e1,62,247,1,1,154.6,hemal(n.ui),hemal,noun,"coolie, carrier","coolie, carrier",,,no,,,
needs_review,thari:p247:c1:e2,62,247,1,2,180.5,hymaii(n.f),hymaii,noun feminine,laoour charges,laoour charges,,,no,,,
needs_review,thari:p247:c1:e3,62,247,1,3,206.2,h©mesa(adv),hamesa,adv,always,always,,,no,,,
needs_review,thari:p247:c1:e4,62,247,1,4,231.9,h©yati(n.f),hayati,noun feminine,life,life,,,no,,,
needs_review,thari:p247:c1:e5,62,247,1,5,264.1,her(ii.ai),her(ii.ai),,plough,plough,,,no,,,
needs_review,thari:p247:c1:e6,62,247,1,6,296.7,her©n(n.ffi) d,heran,noun,deer,deer,,,no,,,
needs_review,thari:p247:c1:e7,62,247,1,7,322.9,herfenyoCn.m) r,herfenyocn.m) r,,rawn,rawn,,,no,,,
needs_review,thari:p247:c1:e8,62,247,1,8,355.3,hfe.rir(n.f) m,hfe.rir,noun feminine,myrobalffl,myrobalffl,,,no,,,
needs_review,thari:p247:c1:e9,62,247,1,9,380.9,h&ru bheru(adv),haru bheru,adv,) without reason,) without reason,,,no,,,
needs_review,thari:p247:c1:e10,62,247,1,10,406.6,here h8re(adv),here h8re,adv,slowly,slowly,,,no,,,
needs_review,thari:p247:c1:e11,62,247,1,11,432.8,h©ro(a),haro,adjective,green,green,,,no,,,
needs_review,thari:p247:c1:e12,62,247,1,12,458.9,herico(pro),herico,pronoun,every one,every one,,,no,,,
needs_review,thari:p247:c1:e13,62,247,1,13,484.1,"h&rni(,n.f)",harni(,noun feminine,doe,doe,,,no,,,
needs_review,thari:p247:c1:e14,62,247,1,14,510.3,h&rtal(n.f),hartal,noun feminine,s trike,s trike,,,no,,,
needs_review,thari:p247:c1:e15,62,247,1,15,542.7,h&rd«r(n.f),hard«r,noun feminine,turmeric,turmeric,,,no,,,
needs_review,thari:p247:c1:e16,62,247,1,16,568.9,h&rmrotn.m),harmrot,noun masculine,wild rue,wild rue,,,no,,,
needs_review,thari:p247:c1:e17,62,247,1,17,594.5,hel(n.Jii),hel,noun,yoke,yoke,,,no,,,
needs_review,thari:p247:c1:e18,62,247,1,18,620.7,hQlelo(.n.m),hqlelo(,noun masculine,date-fruit,date-fruit,,,no,,,
needs_review,thari:p247:c1:e19,62,247,1,19,659.8,hsloiinterj),hsloiinterj),,hello,hello,,,no,,,
needs_review,thari:p247:c1:e20,62,247,1,20,698.7,hslko(a),hslko,adjective,"less, lifcht","less, lifcht",,,no,,,
needs_review,thari:p247:c1:e21,62,247,1,21,723.9,helcel^n.f),helcel,noun feminine,movement,movement,,,no,,,
needs_review,thari:p247:c1:e22,62,247,1,22,749.1,helra(n.f),helra,noun feminine,behaviour,behaviour,,,no,,,
needs_review,thari:p247:c1:e23,62,247,1,23,782.5,helvai(n.m),helvai,noun masculine,sweet-meat seller,sweet-meat seller,,,no,,,
needs_review,thari:p247:c1:e24,62,247,1,24,808.4,"heve^,acv)",heveacv),,now,now,,,no,,,
needs_review,thari:p247:c1:e25,62,247,1,25,833.8,h&sfan(n.ffi),hasfan,noun,smile,smile,,,no,,,
needs_review,thari:p247:c2:e1,62,247,2,1,154.9,ha(adv),ha,adv,yes,yes,,,no,,,
needs_review,thari:p247:c2:e2,62,247,2,2,180.8,haki(n.f),haki,noun feminine,hockey,hockey,,,no,,,
needs_review,thari:p247:c2:e3,62,247,2,3,206.5,hajmo(n.ci),hajmo,noun,digestion,digestion,,,no,,,
needs_review,thari:p247:c2:e4,62,247,2,4,231.7,ha(fo(n.m),ha(fo,noun masculine,crow,crow,,,no,,,
needs_review,thari:p247:c2:e5,62,247,2,5,264.1,"h&dfko(n,Bi)",hadfko,noun,boxie,boxie,,,no,,,
needs_review,thari:p247:c2:e6,62,247,2,6,296.5,hathi(n.(a),hathi,noun,elephant,elephant,,,no,,,
needs_review,thari:p247:c2:e7,62,247,2,7,322.6,hathi ro cfent,hathi ro cfent,,tusk,tusk,,,no,,,
needs_review,thari:p247:c2:e8,62,247,2,8,354.5,har(n. f/ja),har,noun feminine,"defeat, i^arland","defeat, igarland",,,no,,,
needs_review,thari:p247:c2:e9,62,247,2,9,380.5,hariCn.m),haric,noun masculine,"farmer, peasant","farmer, peasant",,,no,,,
needs_review,thari:p247:c2:e10,62,247,2,10,406.9,harmoni(n.f),harmoni,noun feminine,harmonium,harmonium,,,no,,,
needs_review,thari:p247:c2:e11,62,247,2,11,432.3,halet^n.f),halet,noun feminine,state,state,,,no,,,
needs_review,thari:p247:c2:e12,62,247,2,12,458.0,haso(n.m),haso,noun masculine,fun,fun,,,no,,,
needs_review,thari:p247:c2:e13,62,247,2,13,483.7,hlje(n.f),hlje,noun feminine,spelling,spelling,,,no,,,
needs_review,thari:p247:c2:e14,62,247,2,14,509.6,hl<fki(n.f j,hlfki,noun feminine,hic-cou£h,hic-cough,,,no,,,
needs_review,thari:p247:c2:e15,62,247,2,15,541.7,hlna(adv),hlna,adv,now,now,,,no,,,
needs_review,thari:p247:c2:e16,62,247,2,16,567.7,hlmfet(n.f),hlmfet,noun feminine,coura£e,courage,,,no,,,
needs_review,thari:p247:c2:e17,62,247,2,17,593.8,hlsab(n.m),hlsab,noun masculine,calculation,calculation,,,no,,,
needs_review,thari:p247:c2:e18,62,247,2,18,619.5,hIstryaCn.f),histryac,noun feminine,hysteria,hysteria,,,no,,,
needs_review,thari:p247:c2:e19,62,247,2,19,658.6,hiai(n.f),hiai,noun feminine,"encoura^,ement, consolation","encourag, ement, consolation",,,no,,,
needs_review,thari:p247:c2:e20,62,247,2,20,697.3,hie varo(a),hie varo,adjective,bold,bold,,,no,,,
needs_review,thari:p247:c2:e21,62,247,2,21,722.7,hifeCn.f),hifec,noun feminine,assafoetida,assafoetida,,,no,,,
needs_review,thari:p247:c2:e22,62,247,2,22,747.7,hiro(n.m),hiro,noun masculine,diamond,diamond,,,no,,,
needs_review,thari:p247:c2:e23,62,247,2,23,780.8,hUkUm(n.Jii),hukum,noun,order,order,,,no,,,
needs_review,thari:p247:c2:e24,62,247,2,24,807.9,hUnferUi.JD-/,hunferui.jd,,"art, industry","art, industry",,,no,,,
needs_review,thari:p247:c2:e25,62,247,2,25,832.1,hUsyar(a),husyar,adjective,"clever, intelligent","clever, intelligent",,,no,,,
needs_review,thari:p248:c1:e1,63,248,1,1,112.6,hu(pro),hu,pronoun,I,I,,,no,,,
needs_review,thari:p248:c1:e2,63,248,1,2,145.3,hek(a),hek,adjective,one,one,,,no,,,
needs_review,thari:p248:c1:e3,63,248,1,3,178.1,heki(a),heki,adjective,one,one,,,no,,,
needs_review,thari:p248:c1:e4,63,248,1,4,210.5,hekeltaroCnt.),hekeltarocnt.),,monochord,monochord,,,no,,,
needs_review,thari:p248:c1:e5,63,248,1,5,236.2,hekuko(a),hekuko,adjective,each,each,,,no,,,
needs_review,thari:p248:c1:e6,63,248,1,6,262.6,hekuno(a),hekuno,adjective,"once, one times","once, one times",,,no,,,
needs_review,thari:p248:c1:e7,63,248,1,7,295.3,heke(pro),heke,pronoun,one,one,,,no,,,
needs_review,thari:p248:c1:e8,63,248,1,8,320.7,hek jehro(nm),hek jehro,noun masculine,"even, equal","even, equal",,,no,,,
needs_review,thari:p248:c1:e9,63,248,1,9,366.1,hekm&t(a),hekmat,adjective,unanimous,unanimous,,,no,,,
needs_review,thari:p248:c1:e10,63,248,1,10,398.2,hekli(a),hekli,adjective,lonely,lonely,,,no,,,
needs_review,thari:p248:c1:e11,63,248,1,11,430.4,heklai(n.f),heklai,noun feminine,loneliness,loneliness,,,no,,,
needs_review,thari:p248:c1:e12,63,248,1,12,456.8,heklo(a),heklo,adjective,"alone, desolate","alone, desolate",,,no,,,
needs_review,thari:p248:c1:e13,63,248,1,13,495.9,heKvar(adv),hekvar,adv,once I n f i,once I n f i,,,no,,,
needs_review,thari:p248:c1:e14,63,248,1,14,593.1,ecfen( tr),ecfen,verb tr,to build,to build,,,no,,,
needs_review,thari:p248:c1:e15,63,248,1,15,625.3,ecfan(tr),ecfan,verb tr,to cause to build,to cause to build,n(tr) to,cause to do I,no,,,
needs_review,thari:p248:c1:e16,63,248,1,16,658.1,&lsn(intr),alsn,verb intr,to deny,to deny,,,no,,,
needs_review,thari:p248:c1:e17,63,248,1,17,690.1,aodhen(tr),aodhen,verb tr,to aassa^e,to aassage,,,no,,,
needs_review,thari:p248:c1:e18,63,248,1,18,722.2,athu&nCintr),athuancintr),,to set,to set,,,no,,,
needs_review,thari:p248:c1:e19,63,248,1,19,754.6,an(intr),an,verb intr,to come,to come,,,no,,,
needs_review,thari:p248:c1:e20,63,248,1,20,787.3,Ukarfon(tr),ukarfon,verb tr,to boil,to boil,,,no,,,
needs_review,thari:p248:c1:e21,63,248,1,21,819.4,UkrenCintr),ukrencintr),,to boil,to boil,,,no,,,
needs_review,thari:p248:c1:e22,63,248,1,22,851.8,Ukhelen(tr),ukhelen,verb tr,to unravel,to unravel,,,no,,,
needs_review,thari:p248:c2:e1,63,248,2,1,113.1,hethoCadv;,hethocadv,,"06J.0W, unaer, Jowa","06J.0W, unaer, Jowa",,,no,,,
needs_review,thari:p248:c2:e2,63,248,2,2,146.9,hethloU),hethlou),,lower one,lower one,,,no,,,
needs_review,thari:p248:c2:e3,63,248,2,3,177.9,hethya(adv),hethya,adv,under,under,,,no,,,
needs_review,thari:p248:c2:e4,63,248,2,4,210.5,heran(aj,heran(aj,,surprised,surprised,,,no,,,
needs_review,thari:p248:c2:e5,63,248,2,5,236.2,helohllo(n.m),helohllo,noun masculine,lullaby,lullaby,,,no,,,
needs_review,thari:p248:c2:e6,63,248,2,6,262.4,hoe(adv),hoe,adv,yes,yes,,,no,,,
needs_review,thari:p248:c2:e7,63,248,2,7,294.8,hoke siCadv),hoke sicadv),,loudly,loudly,,,no,,,
needs_review,thari:p248:c2:e8,63,248,2,8,320.2,hoko(n.ni),hoko,noun,"proclamation by beatin^, of the drum","proclamation by beating, of the drum",,,no,,,
needs_review,thari:p248:c2:e9,63,248,2,9,365.6,hotelCn.m),hotelc,noun masculine,hotel,hotel,,,no,,,
needs_review,thari:p248:c2:e10,63,248,2,10,397.5,horiCn.f),horic,noun feminine,holi festival,holi festival,,,no,,,
needs_review,thari:p248:c2:e11,63,248,2,11,430.6,holap&kho(a),holapakho,adjective,sky blue,sky blue,,,no,,,
needs_review,thari:p248:c2:e12,63,248,2,12,455.8,holo(n.m),holo,noun masculine,"pigeon, dove, ring dove","pigeon, dove, ring dove",,,no,,,
needs_review,thari:p248:c2:e13,63,248,2,13,494.9,hos(n.m},hos,noun masculine,consciousness,consciousness,,,no,,,
needs_review,thari:p248:c2:e14,63,248,2,14,520.9,host©l(n.f),hostal,noun feminine,hostel,hostel,,,no,,,
needs_review,thari:p248:c2:e15,63,248,2,15,592.1,Ukhor&n(tr),ukhoran,verb tr,to dig up,to dig up,,,no,,,
needs_review,thari:p248:c2:e16,63,248,2,16,624.3,Ugbn(intr),ugbn,verb intr,"to grow, to rise","to grow, to rise",,,no,,,
needs_review,thari:p248:c2:e17,63,248,2,17,656.9,Ugten(trj,ugten(trj,,to wash,to wash,kuren(tr),to shave,no,,,
needs_review,thari:p248:c2:e18,63,248,2,18,688.9,li£haren( tr),ligharen,verb tr,to open,to open,khercen(tr),to spend,no,,,
needs_review,thari:p248:c2:e19,63,248,2,19,721.0,"U£,hren(intr)",ughren,verb intr,to open,to open,khercen(tr),to spend,no,,,
needs_review,thari:p248:c2:e20,63,248,2,20,753.2,iichlfen^ tr;,iichlfen,verb tr,to throw,to throw,,,no,,,
needs_review,thari:p248:c2:e21,63,248,2,21,785.6,Uchlan(tr),uchlan,verb tr,to throw,to throw,,,no,,,
needs_review,thari:p248:c2:e22,63,248,2,22,817.3,Uchlaran(tr),uchlaran,verb tr,to cause to throw,to cause to throw,kuran(tr),to cause to sha,no,,,
needs_review,thari:p248:c2:e23,63,248,2,23,849.9,Ujhon(tr),ujhon,verb tr,to extinguish,to extinguish,,,no,,,
needs_review,thari:p249:c1:e1,64,249,1,1,147.9,Uthen(intr),uthen,verb intr,to get up,to get up,,,no,,,
needs_review,thari:p249:c1:e2,64,249,1,2,180.3,U(f©n( intr),u(fan,verb intr,to fly,to fly,,,no,,,
needs_review,thari:p249:c1:e3,64,249,1,3,212.0,U(fan( tr),u(fan,verb tr,to fly,to fly,,,no,,,
needs_review,thari:p249:c1:e4,64,249,1,4,243.9,Unfen(tr),unfen,verb tr,to weave,to weave,,,no,,,
needs_review,thari:p249:c1:e5,64,249,1,5,270.1,Utarfen(tr),utarfen,verb tr,to put off,to put off,,,no,,,
needs_review,thari:p249:c1:e6,64,249,1,6,296.0,litren(intr),litren,verb intr,"to alight, to down","to alight, to down",,,no,,,
needs_review,thari:p249:c1:e7,64,249,1,7,328.9,Utnl&n(intr),utnlan,verb intr,"to Dounce, to over flow","to Dounce, to over flow",,,no,,,
needs_review,thari:p249:c1:e8,64,249,1,8,361.0,U thlan(tr),u thlan,verb tr,"to turn over, to repeat","to turn over, to repeat",,,no,,,
needs_review,thari:p249:c1:e9,64,249,1,9,393.4,Udhrfc.n( tr),udhrfc.n,verb tr,to winnow,to winnow,,,no,,,
needs_review,thari:p249:c1:e10,64,249,1,10,425.8,Upt8n(tr),upt8n,verb tr,"to open, to uncover","to open, to uncover",,,no,,,
needs_review,thari:p249:c1:e11,64,249,1,11,458.2,unen(intr),unen,verb intr,to howl,to howl,,,no,,,
needs_review,thari:p249:c1:e12,64,249,1,12,489.7,odhen(tr),odhen,verb tr,to cover,to cover,,,no,,,
needs_review,thari:p249:c1:e13,64,249,1,13,522.3,orighen(intr),orighen,verb intr,to jump over,to jump over,,,no,,,
needs_review,thari:p249:c1:e14,64,249,1,14,554.2,orKh&n(tr),orkhan,verb tr,to recognise,to recognise,,,no,,,
needs_review,thari:p249:c1:e15,64,249,1,15,586.4,kfedhfon(tr),kfedhfon,verb tr,"to draw, to take out, to extract","to draw, to take out, to extract",,,no,,,
needs_review,thari:p249:c1:e16,64,249,1,16,625.3,ketfanC tr),ketfanc,verb tr,to spin,to spin,,,no,,,
needs_review,thari:p249:c1:e17,64,249,1,17,658.1,ketren(tr),ketren,verb tr,"to rim, to cut","to rim, to cut",,,no,,,
needs_review,thari:p249:c1:e18,64,249,1,18,690.3,k&man(tr),kaman,verb tr,to earn,to earn,,,no,,,
needs_review,thari:p249:c1:e19,64,249,1,19,722.2,k&TGn(tr),katgn,verb tr,to do,to do,,,no,,,
needs_review,thari:p249:c1:e20,64,249,1,20,753.7,k&ran(tr),karan,verb tr,to cause to do,to cause to do,,,no,,,
needs_review,thari:p249:c1:e21,64,249,1,21,786.1,kes&n(tr),kesan,verb tr,to tighten,to tighten,,,no,,,
needs_review,thari:p249:c1:e22,64,249,1,22,818.2,kehfcn(tr),kehfcn,verb tr,to say,to say,,,no,,,
needs_review,thari:p249:c2:e1,64,249,2,1,147.9,kavren(intr),kavren,verb intr,to get angry,to get angry,,,no,,,
needs_review,thari:p249:c2:e2,64,249,2,2,180.5,kavran(tr),kavran,verb tr,to offend,to offend,,,no,,,
needs_review,thari:p249:c2:e3,64,249,2,3,212.2,kUchbn(tr),kuchbn,verb tr,"to say, to speak","to say, to speak",ciren(t«),"to saw, to spl",no,,,
needs_review,thari:p249:c2:e4,64,249,2,4,244.6,kUten(tr),kuten,verb tr,"to beat, to thrash","to beat, to thrash",cJtren(tr),"to draw, to pa",no,,,
needs_review,thari:p249:c2:e5,64,249,2,5,270.3,kU(ffan( intr),ku(ffan,verb intr,to dance,to dance,,,no,,,
needs_review,thari:p249:c2:e6,64,249,2,6,295.7,kUtrenC tr) t,kutrenc tr) t,,to gnaw,to gnaw,ceren(tr),to graze,no,,,
needs_review,thari:p249:c2:e7,64,249,2,7,328.1,kUhtnC trJ t,kuhtnc trj t,,to slaughter,to slaughter,cheten(tr),to scatter,no,,,
needs_review,thari:p249:c2:e8,64,249,2,8,360.8,kuren(tr),kuren,verb tr,to scrape(hide),to scrape(hide),,,no,,,
needs_review,thari:p249:c2:e9,64,249,2,9,393.4,kuren(tr) t,kuren,verb tr,to shave,to shave,cUren(intr),to Bove,no,,,
needs_review,thari:p249:c2:e10,64,249,2,10,425.1,kuran(tr) t,kuran,verb tr,to cause to shave,to cause to shave,,,no,,,
needs_review,thari:p249:c2:e11,64,249,2,11,457.3,khet»n(tr),khet»n,verb tr,to win,to win,ceton(tr),to warn,no,,,
needs_review,thari:p249:c2:e12,64,249,2,12,489.2,kh©nen(tr) t,khanen,verb tr,"to carry, to lift","to carry, to lift",,,no,,,
needs_review,thari:p249:c2:e13,64,249,2,13,521.3,khfc>pfen( tr),khfcpfen,verb tr,to need,to need,ceakenUntr),to shine,no,,,
needs_review,thari:p249:c2:e14,64,249,2,14,553.3,kh&rid&n(tr) t,kharidan,verb tr,to buy,to buy,,,no,,,
needs_review,thari:p249:c2:e15,64,249,2,15,585.7,khercfenC tr) t,khercfenc tr) t,,to spend,to spend,chetkaren(tr),) to sprinkle,no,,,
needs_review,thari:p249:c2:e16,64,249,2,16,624.3,kherkanC tr),kherkanc,verb tr,to rattle,to rattle,cheten(tr),to scatter,no,,,
needs_review,thari:p249:c2:e17,64,249,2,17,657.2,khan(tr),khan,verb tr,to eat,to eat,coran(tr),to steal,no,,,
needs_review,thari:p249:c2:e18,64,249,2,18,689.8,khlr©n(intr),khlran,verb intr,"to slip, to fall","to slip, to fall",coran(tr),to steal,no,,,
needs_review,thari:p249:c2:e19,64,249,2,19,721.0,khUtsn(intr),khutsn,verb intr,to decrease,to decrease,,,no,,,
needs_review,thari:p249:c2:e20,64,249,2,20,752.7,kher©n(tr),kheran,verb tr,"to demolish, to wreck","to demolish, to wreck",,,no,,,
needs_review,thari:p249:c2:e21,64,249,2,21,784.9,kheronC tr),kheronc,verb tr,"to cultivate, to","to cultivate, to",,,no,,,
needs_review,thari:p249:c2:e22,64,249,2,22,796.9,p,p,,plough,plough,,,no,,,
needs_review,thari:p249:c2:e23,64,249,2,23,816.5,kheranC tr),kheranc,verb tr,to cause to knock down,to cause to knock down,,,no,,,
needs_review,thari:p250:c1:e1,65,250,1,1,147.7,kiiotfein( tr),kiiotfein,verb tr,to dig,to dig,,,no,,,
needs_review,thari:p250:c1:e2,65,250,1,2,180.5,khotrfen(intr),khotrfen,verb intr,to scratch,to scratch,,,no,,,
needs_review,thari:p250:c1:e3,65,250,1,3,212.5,knoran(tr),knoran,verb tr,to feed,to feed,,,no,,,
needs_review,thari:p250:c1:e4,65,250,1,4,245.1,knolbn(tr),knolbn,verb tr,to unravel,to unravel,,,no,,,
needs_review,thari:p250:c1:e5,65,250,1,5,277.5,khohen(tr),khohen,verb tr,to transplant,to transplant,,,no,,,
needs_review,thari:p250:c1:e6,65,250,1,6,309.7,g©r8n(intr),gar8n,verb intr,"to melt, to dissolve","to melt, to dissolve",,,no,,,
needs_review,thari:p250:c1:e7,65,250,1,7,341.3,ganCtr),ganctr),,"to chant, to ain^","to chant, to aing",,,no,,,
needs_review,thari:p250:c1:e8,65,250,1,8,373.0,earen(tr),earen,verb tr,"to melt, to dissolve","to melt, to dissolve",,,no,,,
needs_review,thari:p250:c1:e9,65,250,1,9,406.4,glskfen(intr),glskfen,verb intr,"to slide, to","to slide, to",,,no,,,
needs_review,thari:p250:c1:e10,65,250,1,10,438.1,glskan(tr),glskan,verb tr,"to slide, to dra^i","to slide, to dragi",,,no,,,
needs_review,thari:p250:c1:e11,65,250,1,11,470.5,gislen(tr),gislen,verb tr,to drag(foot),to drag(foot),,,no,,,
needs_review,thari:p250:c1:e12,65,250,1,12,503.6,£Un©n(tr),gunan,verb tr,to count,to count,,,no,,,
needs_review,thari:p250:c1:e13,65,250,1,13,535.7,£uthfen(tr),guthfen,verb tr,to knit,to knit,,,no,,,
needs_review,thari:p250:c1:e14,65,250,1,14,568.1,gun(tr),gun,verb tr,to lose(way),to lose(way),,,no,,,
needs_review,thari:p250:c1:e15,65,250,1,15,600.1,gunen(tr),gunen,verb tr,to count,to count,,,no,,,
needs_review,thari:p250:c1:e16,65,250,1,16,632.5,gohen(tr),gohen,verb tr,'to knead,'to knead,,,no,,,
needs_review,thari:p250:c1:e17,65,250,1,17,664.9,"g,het6n(intr)",ghet6n,verb intr,to decrease,to decrease,,,no,,,
needs_review,thari:p250:c1:e18,65,250,1,18,696.5,gh&tan(tr),ghatan,verb tr,to decrease,to decrease,,,no,,,
needs_review,thari:p250:c1:e19,65,250,1,19,728.9,ghatfen(tr),ghatfen,verb tr,"to put, to push into","to put, to push into",,,no,,,
needs_review,thari:p250:c1:e20,65,250,1,20,762.3,ghsrent tr),ghsrent,verb tr,"to laake, to engrave","to laake, to engrave",,,no,,,
needs_review,thari:p250:c1:e21,65,250,1,21,800.9,gherren(tr),gherren,verb tr,"to grate, to scrape","to grate, to scrape",,,no,,,
needs_review,thari:p250:c1:e22,65,250,1,22,839.8,ghor&n(tr),ghoran,verb tr,to give as a sacrifice,to give as a sacrifice,,,no,,,
needs_review,thari:p250:c2:e1,65,250,2,1,147.9,cekhfen(tr),cekhfen,verb tr,to taste,to taste,dahen(tr),to erase,no,,,
needs_review,thari:p250:c2:e2,65,250,2,2,180.8,Cfatfen(tr),cfatfen,verb tr,to lick,to lick,,,no,,,
needs_review,thari:p250:c2:e3,65,250,2,3,212.9,Cfo£&n(tr),cfogan,verb tr,to chew,to chew,,,no,,,
needs_review,thari:p250:c2:e4,65,250,2,4,245.6,c»flikfen(intr),c»flikfen,verb intr,to shine,to shine,,,no,,,
needs_review,thari:p250:c2:e5,65,250,2,5,277.5,ct»ren( tr),ct»ren,verb tr,to graze,to graze,jhdten(tr),to grab,no,,,
needs_review,thari:p250:c2:e6,65,250,2,6,309.4,carh«n(tr),carh«n,verb tr,"to lif^ up, to raise","to lifg up, to raise",,,no,,,
needs_review,thari:p250:c2:e7,65,250,2,7,341.1,cahen(tr),cahen,verb tr,to like,to like,thahen(tr),",to make",no,,,
needs_review,thari:p250:c2:e8,65,250,2,8,373.5,cltrsn(tr),cltrsn,verb tr,"to draw, to paint","to draw, to paint",jhelen(tr),"to hold, to cat",no,,,
needs_review,thari:p250:c2:e9,65,250,2,9,405.9,cIpon(tr),cipon,verb tr,to plaster,to plaster,,,no,,,
needs_review,thari:p250:c2:e10,65,250,2,10,438.1,citen(tr),citen,verb tr,"to shoot, to aim at","to shoot, to aim at",jhelen(tr),"to hold, to cat",no,,,
needs_review,thari:p250:c2:e11,65,250,2,11,470.2,ciren(tit),ciren(tit),,"to saw, to split","to saw, to split",Joren(tr),"to make, to bui",no,,,
needs_review,thari:p250:c2:e12,65,250,2,12,503.3,cUr&n(intr),curan,verb intr,to move,to move,thahen(tr),",to make",no,,,
needs_review,thari:p250:c2:e13,65,250,2,13,535.3,cuttjn( tr),cuttjn,verb tr,to pick,to pick,,,no,,,
needs_review,thari:p250:c2:e14,65,250,2,14,567.7,cuden(tr),cuden,verb tr,to select,to select,dahen(tr),to erase,no,,,
needs_review,thari:p250:c2:e15,65,250,2,15,599.8,cup©n(tr),cupan,verb tr,to suck,to suck,,,no,,,
needs_review,thari:p250:c2:e16,65,250,2,16,632.2,cet©n(tr),cetan,verb tr,to warn,to warn,doren(intr),to run,no,,,
needs_review,thari:p250:c2:e17,65,250,2,17,664.4,corenCtr),corenctr),,to move,to move,thahen(tr),",to make",no,,,
needs_review,thari:p250:c2:e18,65,250,2,18,696.3,coran(tr),coran,verb tr,to steal,to steal,,,no,,,
needs_review,thari:p250:c2:e19,65,250,2,19,728.5,coht©n(intr),cohtan,verb intr,"to clin^ to, to adhere to","to cling to, to adhere to",,,no,,,
needs_review,thari:p250:c2:e20,65,250,2,20,761.1,chb^en(tr;,chben,verb tr,"to £ive in, to leave","to give in, to leave",thehen(intr),to come into ex tence,no,,,
needs_review,thari:p250:c2:e21,65,250,2,21,799.7,ch&tfon(tr),chatfon,verb tr,to scatter,to scatter,,,no,,,
needs_review,thari:p250:c2:e22,65,250,2,22,838.1,ch8tkar©n(tr),ch8tkaran,verb tr,to sprinkle,to sprinkle,,,no,,,
needs_review,thari:p251:c1:e1,66,251,1,1,148.4,che^an(tr),chean,verb tr,to cause to leave to let go,to cause to leave to let go,,,no,,,
needs_review,thari:p251:c1:e2,66,251,1,2,180.8,cn&£&n(intr),cnagan,verb intr,to touch,to touch,,,no,,,
needs_review,thari:p251:c1:e3,66,251,1,3,212.7,chfc»r&n(tr),chfc»ran,verb tr,to pound,to pound,,,no,,,
needs_review,thari:p251:c1:e4,66,251,1,4,244.1,chanfoii( tr),chanfoii,verb tr,"to sift,to strain","to sift, to strain",,,no,,,
needs_review,thari:p251:c1:e5,66,251,1,5,277.3,chapent tr),chapent,verb tr,to print,to print,,,no,,,
needs_review,thari:p251:c1:e6,66,251,1,6,309.4,chlksn(tr),chlksn,verb tr,to tighten,to tighten,,,no,,,
needs_review,thari:p251:c1:e7,66,251,1,7,342.3,chUtfe»n(intr),chutfe»n,verb intr,to start,to start,n(lzitr) toc s,start,no,,,
needs_review,thari:p251:c1:e8,66,251,1,8,374.2,chorfan(tr),chorfan,verb tr,"to shoot, to end (fast)","to shoot, to end (fast)",,,no,,,
needs_review,thari:p251:c1:e9,66,251,1,9,407.1,jfegfein(intr),jfegfein,verb intr,to wake up,to wake up,,,no,,,
needs_review,thari:p251:c1:e10,66,251,1,10,439.0,Jygan(tr),jygan,verb tr,to cause to wake to strike a match,to cause to wake to strike a match,,,no,,,
needs_review,thari:p251:c1:e11,66,251,1,11,471.4,"jep€,n(intr)",jep€n,verb intr,tQ pray,tQ pray,,,no,,,
needs_review,thari:p251:c1:e12,66,251,1,12,503.3,jfemen(iritr),jfemen(iritr),,"to cogulate, to freeze, to take birth","to cogulate, to freeze, to take birth",,,no,,,
needs_review,thari:p251:c1:e13,66,251,1,13,548.7,j&man(tr),jaman,verb tr,to freeze,to freeze,,,no,,,
needs_review,thari:p251:c1:e14,66,251,1,14,581.8,jer6in(intr),jer6in,verb intr,to burn,to burn,,,no,,,
needs_review,thari:p251:c1:e15,66,251,1,15,614.2,jagenCintr),jagencintr),,to wake up,to wake up,,,no,,,
needs_review,thari:p251:c1:e16,66,251,1,16,646.6,jan(intr),jan,verb intr,"to go, to pass","to go, to pass",,,no,,,
needs_review,thari:p251:c1:e17,66,251,1,17,679.0,janen(tr),janen,verb tr,to know,to know,,,no,,,
needs_review,thari:p251:c1:e18,66,251,1,18,705.2,jiten(tr),jiten,verb tr,to win,to win,,,no,,,
needs_review,thari:p251:c1:e19,66,251,1,19,730.4,jimen(tr),jimen,verb tr,to eat,to eat,,,no,,,
needs_review,thari:p251:c1:e20,66,251,1,20,755.8,jiman(tr),jiman,verb tr,to feed,to feed,,,no,,,
needs_review,thari:p251:c1:e21,66,251,1,21,781.7,jun(tr),jun,verb tr,"to exaaine, to watch","to exaaine, to watch",,,no,,,
needs_review,thari:p251:c1:e22,66,251,1,22,813.9,jon(tr),jon,verb tr,"to see, to find, to search for, to look at","to see, to find, to search for, to look at",,,no,,,
needs_review,thari:p251:c2:e1,66,251,2,1,148.9,jotrenC tr),jotrenc,verb tr,to yoke,to yoke,pekan(tr),to cook,no,,,
needs_review,thari:p251:c2:e2,66,251,2,2,181.3,Jorfen(tr),jorfen,verb tr,"to make, to build","to make, to build",,,no,,,
needs_review,thari:p251:c2:e3,66,251,2,3,213.4,Jhfegr&n(intr),jhfegran,verb intr,to quarrel,to quarrel,,,no,,,
