Snapshot_Date,Collation_Date,Atlas_Numbers,PDF_Page,Printed_Page,Raw_Form,Raw_Gloss,Final_Status,Final_Form,Final_Parameter_ID,Emitted_Key,Resolution,Review,Material_Error,Source,Record_SHA256
2026-08-19,2026-08-20,128,13,32,lāk,grape,installed_comparison,lāk,,buddruss-grangali1979:item-128:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 32, item 128]",f49f2d451551d05368c112ec7173445cf7414bb0ecec67b6d459666ec497cf0b
2026-08-19,2026-08-20,129,13,32,plōwa,spleen,installed_comparison,plōwa,,buddruss-grangali1979:item-129:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 32, item 129]",ab31560115ee782ba697190c283b120d3c4d3706807981fdd9b15ae6742456bc
2026-08-19,2026-08-20,130,13,32,ãṭeik,kidney,installed_comparison,ãṭeik,,buddruss-grangali1979:item-130:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 32, item 130]",05fbaf7249d6a9d3b20d06cd9cc6e4912093f955a34ee65cb19ba59880f247ec
2026-08-19,2026-08-20,133,14,33,āiz-,laugh,installed_comparison,āiz-,,buddruss-grangali1979:item-133:shumashti,verbal comparison to Grangali's nominal expression,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 33, item 133]",50729e7309c1cf553353d348e0b93eccef7a99c34f114a94c16474001160760f
2026-08-19,2026-08-20,134,14,33,nandí,river,installed_comparison,nandí,,buddruss-grangali1979:item-134:ningalami,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 33, item 134]",ebf1f63ecd0af2d77d3f3c33cffb02ee584750ac0a0797d95ce94430959e4e21
2026-08-19,2026-08-20,134,14,33,nādí,river,installed_comparison,nādí,,buddruss-grangali1979:item-134:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 33, item 134]",ef7f31ce3ac8c3faa9afbb711f6bdb604eb8f3af9401651e45605255dd74963c
2026-08-19,2026-08-20,135,14,33,tõ,harvested rice,installed_comparison,tõ,,buddruss-grangali1979:item-135:ningalami,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 33, item 135]",d24fdbdf4c3943861e0481d5c739223b7270a27ca7a89d652b4a73faf0072aa1
2026-08-19,2026-08-20,136,14,33,bōt,cooked rice,installed_comparison,bōt,,buddruss-grangali1979:item-136:ningalami,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 33, item 136]",91ad14c3c942e720c738974f25bfe331a89b593e3279e5a2675fae2093246a9e
2026-08-19,2026-08-20,136,14,33,băt,cooked rice,installed_comparison,băt,,buddruss-grangali1979:item-136:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 33, item 136]",7c07c2d33bb91aa2d70faf64aaa8c65b0de17e2c74c5b83856dfd80e237994b4
2026-08-19,2026-08-20,137,14,33,wartə́,red,installed_comparison,wartə́,,buddruss-grangali1979:item-137:ningalami,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 33, item 137]",710c3b8db062853d76ff92e7a0f7243bb90d2f4a24dc0f256b320b16e2d9bd1b
2026-08-19,2026-08-20,137,14,33,aratə́,red,installed_comparison,aratə́,,buddruss-grangali1979:item-137:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 33, item 137]",044073366e351904baddfad799277d1d9afffc3b3f34700531ec596bf4d6becf
2026-08-19,2026-08-20,138,14,33,sīu,sand,installed_comparison,sīu,,buddruss-grangali1979:item-138:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 33, item 138]",e2005f96fe705655efe53cad25c3b866ba12a1b01d288eaf4bf27ef3c21072f1
2026-08-19,2026-08-20,139,14,33,luí,blood,installed_comparison,luí,,buddruss-grangali1979:item-139:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 33, item 139]",34c66559957dfeecd92158812cb370870a78c3f228ff420a604f4b870d03a1f1
2026-08-19,2026-08-20,141,14,33,surōs,sixteen,installed_comparison,surōs,,buddruss-grangali1979:item-141:ningalami,Buddruss questions the reading of r,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 33, item 141]",8a8a5a034db78e3216ccabc8647e8ff43cdd2f40d11419476caddae546d25e4b
2026-08-19,2026-08-20,141,14,33,sorās,sixteen,installed_comparison,sorās,,buddruss-grangali1979:item-141:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 33, item 141]",95038079655c5a91fb72f9eaac7bc1c6189a711d2b47794452d51431b1edc78b
2026-08-19,2026-08-20,142,14,33,lõ,salt,installed_comparison,lõ,,buddruss-grangali1979:item-142:ningalami,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 33, item 142]",d4e12499763ee00af9782a478e17694b5278290875eee23001a6b6865a41a291
2026-08-19,2026-08-20,142,14,33,lon,salt,installed_comparison,lon,,buddruss-grangali1979:item-142:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 33, item 142]",546146da1b99e51e8dd1a196bfea4400507b8439294fdc99dd7f7bb17cd9e697
2026-08-19,2026-08-20,144,14,33,ṣo,six,installed_comparison,ṣo,,buddruss-grangali1979:item-144:ningalami,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 33, item 144]",398e8a728d4b8477dd8d54b704a28ba9a4cdefb88d2de99118ca4df9831024bb
2026-08-19,2026-08-20,145,15,34,pas,sister,installed_comparison,pas,,buddruss-grangali1979:item-145:ningalami,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 34, item 145]",eef4a91cc828d12a000f204f36ac1f5157e60ce15950b3969a5ac90e25e0942b
2026-08-19,2026-08-20,146,15,34,surí,sun,installed_comparison,surí,,buddruss-grangali1979:item-146:ningalami,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 34, item 146]",554e54e73f83882c9561ab12a07f5af38de4ad24d2ee2f9f74c4bcaad6eb6a46
2026-08-19,2026-08-20,146,15,34,surí,sun,installed_comparison,surí,,buddruss-grangali1979:item-146:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 34, item 146]",2afd1b00475859f700051e4e4dd4e01f2422508c37d06a739da3c0ef918ddaf5
2026-08-19,2026-08-20,147,15,34,λau,sleep,installed_comparison,λau,,buddruss-grangali1979:item-147:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 34, item 147]",0f2a3acb4c98f885ff1d17ad65db248f095ffb179321bbb81ce60652f5cc3cf1
2026-08-19,2026-08-20,148,15,34,učānik,spring; source,installed_comparison,učānik,,buddruss-grangali1979:item-148:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 34, item 148]",3c220ac9771d7c2e9ae66387e35bc5d16643b9c5bd0fb4019f8943bdd51fe1d3
2026-08-19,2026-08-20,149,15,34,mūsõ,mouse,installed_comparison,mūsõ,,buddruss-grangali1979:item-149:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 34, item 149]",b44783ccafd106350b66fd3feb4a861a07062c76c12ba418b2b2669e2fdd3236
2026-08-19,2026-08-20,150,15,34,xurík,heel,installed_comparison,xurík,,buddruss-grangali1979:item-150:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 34, item 150]",df66e4bd7a54c3d0f4371adb82a39cb41ea9d91b64a058653338400f87760bc6
2026-08-19,2026-08-20,151,15,34,šārə,head,installed_comparison,šārə,,buddruss-grangali1979:item-151:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 34, item 151]",a24f6794ffa7351055e50dec2a27fb32b0a9e3c02588a87a8cbca54b8656bc78
2026-08-19,2026-08-20,151,15,34,ṣoũkrə́,head,installed_comparison,ṣoũkrə́,,buddruss-grangali1979:item-151:ningalami,source labels this a derived formation,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 34, item 151]",92ce6d64aaf1e89bf3635a8a4a1c418b0a51e24d3c40af39dc014acd9d9928ef
2026-08-19,2026-08-20,152,15,34,lyēmī,roof,installed_comparison,lyēmī,,buddruss-grangali1979:item-152:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 34, item 152]",98d2907b3543357eedaf015aa733b52ce9e92b71604a3aa4eb75808bd5512855
2026-08-19,2026-08-20,153,15,34,λăm,work,installed_comparison,λăm,,buddruss-grangali1979:item-153:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 34, item 153]",3b5b0040f21dde3298927a9fa375cd69525ba4b6f8c84309bf06e0571a513a2d
2026-08-19,2026-08-20,154,15,34,slewās,thirteen,installed_comparison,slewās,,buddruss-grangali1979:item-154:ningalami,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 34, item 154]",c8d0e2f666487fd87c0c9fb844349ccc8fa85bb59eb871197e9584f724b1fd8b
2026-08-19,2026-08-20,154,15,34,λāwaṣ,thirteen,installed_comparison,λāwaṣ,,buddruss-grangali1979:item-154:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 34, item 154]",ba08dfe18a86f5cefa659cf116e5194dfbc21217c626a2b255571edef2d0e201
2026-08-19,2026-08-20,155,15,34,bõzil,earthquake,installed_comparison,bõzil,,buddruss-grangali1979:item-155:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 34, item 155]",19f27361ced42811c9505e872664813a22f25561ea344db51b21c860c53e5982
2026-08-19,2026-08-20,156,15,34,sle,three,installed_comparison,sle,,buddruss-grangali1979:item-156:ningalami,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 34, item 156]",eea17ffa070875676a2b9c38bd8d41f7f7e9c26c24470d964d7927dfc0b57e2a
2026-08-19,2026-08-20,156,15,34,sle,three,installed_comparison,sle,,buddruss-grangali1979:item-156:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 34, item 156]",d73bb24de73994973b5bed64492a5fe9d8481be27e2d55c0dcabf6e4baa82a3b
2026-08-19,2026-08-20,158,15,34,muλ,urine,installed_comparison,muλ,,buddruss-grangali1979:item-158:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 34, item 158]",724fe9e318c1bcdc9f33199f335c340c211a1aff49ec4dd60bdad7f7279141bc
2026-08-19,2026-08-20,160,16,35,wōr,belly,installed_comparison,wōr,,buddruss-grangali1979:item-160:ningalami,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 35, item 160]",2d65fe6b774a0b06300c3be26749d7057e4f97ce2035928970e257c3d3c8f05a
2026-08-19,2026-08-20,160,16,35,war,belly,installed_comparison,war,,buddruss-grangali1979:item-160:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 35, item 160]",ec7492f1647c5fca282c04b06abc16eeaa8a113e4fd160602296e4580d9abaaa
2026-08-19,2026-08-20,161,16,35,andá,meat,installed_comparison,andá,,buddruss-grangali1979:item-161:ningalami,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 35, item 161]",9fa88f812ae896242c29b5b97eb695580151ac132ce91d2ddeca4b10c0d63f37
2026-08-19,2026-08-20,162,16,35,lăm,village,installed_comparison,lăm,,buddruss-grangali1979:item-162:ningalami,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 35, item 162]",23da94429305cf3c72951497cf6b5584aa9bcb6b7c41dc09d62eac501c35fcb1
2026-08-19,2026-08-20,162,16,35,lăm,village,installed_comparison,lăm,,buddruss-grangali1979:item-162:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 35, item 162]",9f3fc5d5b0f06009857684600359ef2ef1c8dda184d133de473213c7555e411d
2026-08-19,2026-08-20,164,16,35,isí,twenty,installed_comparison,isí,,buddruss-grangali1979:item-164:ningalami,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 35, item 164]",0958d28358e89b5a503320c09544cc4b44d09690120a6958d391ee79579625c5
2026-08-19,2026-08-20,164,16,35,isí,twenty,installed_comparison,isí,,buddruss-grangali1979:item-164:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 35, item 164]",ca3932327bafdf4d692dd88833c2596352de8d3c70b368a1c57cba3395b4d417
2026-08-19,2026-08-20,165,16,35,dōr,face,installed_comparison,dōr,,buddruss-grangali1979:item-165:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 35, item 165]",0135fc75b8e802316b9456d43927a6dea20f3cc8d739ce76ce15bc54174ff2bb
2026-08-19,2026-08-20,167,16,35,pas-,see,installed_comparison,pas-,,buddruss-grangali1979:item-167:ningalami,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 35, item 167]",8d5e9206bcd013ada1053eaa30836bb5b4bfbd4fc3f2c8538180212dcdb1d745
