number,gloss,lrp1,lrp2,lrp3
0860,razor,"ˈpa.ki, ˈpən.nũ",ˈpa.ki,ˈpa.ki
0861,tooth stick,ɗa.ˈtə̃ɳ,ɗã.ˈtə̃ɳ,ɗa.ˈtə̃ɳ
0862,food,ˈɾoʈ.lo,ˈɾoʈ.lo,ˈɾoʈ.la
0863,oil,tel,tel,tel
0864,"soup, broth",ˈɾa.ɦo,ˈɾa.ɦo,ˈɾa.ɦo
0865,flour,loʈ,loʈ,loʈ
0866,breakfast,ne.ˈɾãɳ,ne.ˈɾãɳ,ne.ˈɾãɳ
0867,lunch,bə.ˈpʰo.ɾa nu ˈɾoʈ.lo,bə.ˈfoɾ nu ˈɾoʈ.lo,baɦɾ ˈwa.ƒa nu ˈɾoʈ.lo
0868,evening meal,ɦãz nu ˈɾoʈ.lo,ɦãz nu ˈɾoʈ.lo,ɦãz nu ˈɾoʈ.lo
0869,almoner,baw,baw,baw
0870,leftovers,ˈbə.tʃi dʒu ˈkʰa.dũ,bə.ˈtʃəl ˈkʰa.do,bə.ˈtʃəl ˈkʰa.dũ
0871,spoil (food) (intr),ɓə.ˈɡaɽ.wũ,ɓə.ˈɡaɽ.wũ,ɓə.ˈɡaɽ.wũ
0872,rice wine,-,-,-
0873,prepare (food to cook),tjaɾ ˈkəɾ.wũ,tjaɾ ˈkəɾ.wũ,tjaɾ ˈkəɾ.wũ
0874,cut (tr),ˈwaɖ.wũ,ˈwaɖ.wũ,ˈwaɖ.wũ
0875,cut open (fruit),ˈpʰa.ɖa ˈkəɾ.wa,ˈpʰa.ɖ ˈkəɾ.wa,ˈpʰa.ɖa ˈkəɾ.wa
0876,slice,ˈɡət.ɾa ˈkəɾ.wũ,ˈɡət.ɾa ˈkəɾ.wa,ˈɡət.ɾa ˈkəɾ.wũ
0877,peel (v),ˈso.ᶑã ʊ.ˈtaɾ.wã,ˈpʰol.wũ,ˈso.ᶑã ʊ.ˈtaɾ.wũ
0878,mix (v),ɡə.ˈᶑa.wũ,ɡə.ˈᶑa.wũ,ɡə.ˈᶑa.wũ
0879,stir,ɦə.ˈla.wũ,ɦə.ˈla.wũ,ɦə.ˈla.wũ
0880,strain (food) (v),ˈsaɽ.wũ,ˈsaɽ.wũ,ˈsaɽ.wũ
0881,pluck (feathers),ˈpəʈ.wũ,ˈpəʈ.wũ,ˈpəʈ.wũ
0882,roast,ˈʃek.wũ,ˈʃek.wũ,ˈʃek.wũ
0883,fry,ˈtəɭ.wũ,ˈtəɭ.wũ,ˈtəɭ.wũ
0884,bake (in ashes),ˈʃek.wũ,ˈʃek.wũ,ˈʃek.wũ
0885,(be) smoked,tap ma sə.ˈɽa.wũ,tap ma sə.ˈɽa.wũ,baf.lũ
0886,ferment (alcohol) (v),-,-,-
0887,cooking pot (earthenware),ˈɗeɡ.ɽo,ˈɗeɡ.ɽo,ˈɗeɡ.ɽo
0888,pot (for water),ˈɡə.ɽo,ˈɡə.ɽo,ˈɡə.ɽo
0889,ladle,ˈkəɽ.si,ˈkəɽ.si,ɗoi
0890,cooking stone,paʈ,kə.ˈla.ɽi,paʈ
0891,bowl,kə.ˈʈo.ɾo,kə.ˈʈo.ɾo,kə.ˈʈo.ɾo
0892,cup,kop,kop,kop
0893,stove,ˈsʊ.lo,ˈsu.lo,ˈsu.lo
0894,bag,ˈkotʰ.ɭi,ˈkotʰ.ɭi,ˈkotʰ.ɭi
0895,box,ˈɖə.ɓo,ˈɖə.ɓo,ˈɖə.ɓo
0896,basket,ˈᶑəl.lo,ˈʈok.ɾi,ˈʈok.ɾi
0897,"bucket, pail",ˈbal.ʈi,ˈbal.ʈi,ˈbal.ʈi
0898,bottle,bo.ˈtəl,bo.ˈtəl,bo.ˈtəl
0899,"stopper, plug",tʃʰab,tʃʰab,tʃʰab
0900,handle,ˈmʊʈʰ.jo,ˈmʊʈʰ.jo,ˈmʊʈʰ.jo
0901,pour,ˈɾeɽ.wũ,ˈɾeɽ.wũ,ˈɾeɽ.wũ
0902,spill (liquid) (tr),ˈɖoɽ.wũ,ˈɖoɽ.wũ,ˈɖoɽ.wũ
0903,take out (from container),ˈɓa.ɾe ˈkaɖ.wũ,ˈɓa.ɾi ˈɡaɖ.wũ,ˈɓa.ɾe ˈkaɖ.wũ
0904,fill,ˈbəɾ.wũ,ˈbəɾ.wũ,ˈbəɾ.wũ
0905,(be) empty,ˈkʰa.li,ˈkʰa.li,ˈkʰa.li
0906,(be) open (blossom),kʰʊ.ˈləl,kʰʊ.ləl,kʰʊ.ˈləl
0907,open (tr),ʊ.ˈɡa.ɽo,ʊ.ˈɡaɽ.wũ,ʊ.ˈɡa.ɽo
0908,"close, shut (tr)",ˈa.ᶑũ,ˈa.ɖu ˈkəɾ.wũ,ˈa.ᶑũ
0909,stop up (v),ˈʊ.bu ˈɾakʰ.wũ,ˈʊ.bu ˈɾa.kʰũ,ˈʊ.bu ˈɾakʰ.wũ
0910,cover (v),ˈɖãk.wũ,ˈɖak.wũ,ˈɖãk.wũ
0911,uncover,ɖã.ˈkəl lɪ.ˈdo.ɾũ,ʊ.ˈtaɾ.wũ,ʊ.ˈtaɾ.wũ
0912,store (up),ˈdʒə.ma ˈkəɾ.wũ,ˈbe.ɭo ˈkəɾ.wũ,ˈdʒə.ma ˈkəɾ.wũ
0913,bundle (n),ˈɠə.ᶑo,ˈɠə.ᶑo,ˈɠə.ᶑo
0914,heap (n),ɖɪɡ,ɖəɡ,ɖɪɡ
0915,heap up (v),ɖɪɡ ˈkəɾ.wũ,ɖəɡ ˈkəɾ.wũ,ɖɪɡ ˈkəɾ.wo
0916,wrap up (v),ˈweʈ.wũ,ˈweʈ.wũ,ˈweʈ.wũ
0917,unwrap (v),ʊ.ˈɡaɽ.wũ,ʊ.ˈɡaɽ.wũ,ʊ.ˈɡaɽ.wũ
0918,pack (v),pek ˈkəɾ.wũ,pek ˈkəɾ.wũ,pek ˈkəɾ.wũ
0919,strap (n),ˈᶑoɪ.ɽi,ˈᶑoɪ.ɽi,ˈᶑoɪ.ɽi
0920,rope,ˈɾãɖ.wũ,ˈɾãɖ.wũ,ˈɾãɖ.wũ
0921,knot (n),ɠaʈʰ,ɠaʈʰ,ɠaʈʰ
0922,"fasten, bind (load)",ˈɓad.wũ,ˈmad.wũ,ˈɓad.wũ
0923,untie,ˈkʰol.wũ,ˈkʰol.wũ,ˈkʰol.wũ
0924,tighten (tr),tʃʰɪ.ˈkɪn,ˈtãɳ.wũ,tʃʰɪ.ˈkin
0925,(be) tight,tʃʰɪ.ˈkəl,tã.ˈɳəl,tʃʰɪ.ˈkəl
0926,loosen,ˈɖʱɪ.ɾũ,ˈɖʱɪ.ɾũ,ˈɖʱɪ.ɾũ
0927,hut (in the field),ˈzõp.ɽi,ˈzõp.ɽi,ˈzõp.ɽi
0928,window,"ˈdə.ɾi, ˈpʰəɽ.tʃjũ",ˈdə.ɾi,ˈdə.ɾi
0929,"beam, rafter",ˈa.ᶑi,ˈa.ᶑi,ˈa.ᶑi
0930,floor,ˈãŋ.ɳũ,ˈãŋ.ɳũ,ˈãɳ.ɳũ
0931,room,ˈkəm.ɾo,ˈkəm.ɾo,ˈkəm.ɾo
0932,bedroom,ˈɦõŋ.wa no ˈkəm.ɾo,ˈɦõ.dʒa no ˈkəm.ɾo,ˈɦõŋ.wa no ˈkəm.ɾo
0933,kitchen,ˈɾəd.ɽũ,ˈɾəd.ɽũ,ˈɾəd.ɽũ
0934,sitting room,ˈɖa.jũ,ˈɖaɭ.jũ,ɖa.ˈlə̃ɳ
0935,overhang,ˈɖa.jũ,ˈɖaɭ.jũ,ɖa.ˈlə̃ɳ
0936,fence (n),bit,ˈbet.ɽi,ˈbit.ɽi
0937,fence in (v),bit ˈʈʰa.wi,ˈbet.ɽi ˈʈʰaɦ.wũ,ˈbit.ɽi ˈʈʰa.wi
0938,animal place,wə.ˈtʰãɳ,wə.ˈtʰãɳ,wə.ˈtʰãɳ
0939,well (n),ˈkʊ.wo,ˈkʊ.wo,ˈkʊ.wo
0940,bathing place,ˈwa.ɽo,ˈwa.ɽo,ˈwa.ɽo
0941,"latrine, toilet",ˈwa.ɽo,ˈwa.ɽo,ˈwa.ɽo
0942,garbage dump,u.ˈke.ɽo,u.ˈke.ɽo,u.ˈke.ɽo
0943,garden,pa.ˈɾəkʰ,pa.ˈɾəkʰ,ɖa.ˈlə̃ɳ
0944,shelter (n),ˈsa.jo,ˈtʃʰəp.ɾũ,ˈʧʰəp.ɾũ
0945,build (house),ˈʈʰaɦ.wũ,ˈʈʰaɦ.wũ,ˈʈʰaɦ.wũ
0946,thatch (n),pan,pən,pən
0947,plaster (n),ˈle.pũ,ˈlep.wũ,ˈle.pũ
0948,paint (n),ɾə̃ŋ,ɾə̃ŋ,ɾə̃ŋ
0949,ladder,ˈtʃa.ɽi,ˈtʃa.ɽi,ˈtʃa.ɽi
0950,chair,ˈkʊɽ.si,ˈkʊɽ.si,ˈkʊɾ.si
0951,table,ʈe.ˈbəl,ʈe.ˈbəl,ʈe.ˈbəl
0952,lamp,ˈbət.ti,ˈbə.ti,ˈbət.ti
0953,fan (n),ˈpə̃.kʰo,ˈpə.kʰo,ˈpə.kʰo
0954,bell,ʈə.ˈko.ɾi,ʈə.ˈko.ɾi,ʈə.ˈko.ɾi
0955,ring (bell) (v),ʈə.ˈko.ɾi wə.ˈɡaɽ.wi,ʈə.ˈko.ɾi wə.ˈɡaɽ.wi,ʈə.ˈko.ɾi wə.ˈɡaɽ.wi
0956,"act, do",ˈkəɾ.wũ,ˈkəɾ.wũ,ˈkəɾ.wũ
0957,work (n),kam,kam,kam
0958,"to mend, repair",ˈwə̃ɳ.wũ,ˈwãɳ.wũ,ˈwə̃ɳ.wũ
0959,forge (n),lo.ˈɦaɾ nu dʊ.ˈkan,ˈkaɾ.ja ni ˈdʒə.ɡa,lo.ˈɦaɾ ni ˈʤə.ɡa
0960,hammer,ɦə.ˈtʰo.ɽo,ɦə.ˈtʰo.ɽo,ˈtʰo.ɽo
0961,anvil,sã.ˈdaɽ,e.ˈɾəɽ,e.ˈɾaɽ
0962,bellows,-,-,-
0963,"lump (clay, mud)",ˈlõ.ɗo,ˈlõ.ɗo,ˈlõ.ɗo
0964,mould (pottery),zən.ˈzə.ɾi,ˈtʃək.ɾo,ˈʧək.ɾo
0965,potter’s kiln,ˈbəʈ.ʈʰi,ˈbə.ʈʰi,ˈbəʈ.ʈʰi
0966,wood,ˈlak.ɽo,ˈlak.ɽa,ˈlak.ɽũ
0967,cut down (tree),ˈwaɖ.wũ,ˈwaɖ.wũ,ˈwaɖ.wũ
0968,log,tʰʊɽ,tʰəɽ,tʰəɽ
0969,hollow out (log),ˈpo.lũ,ˈkʰa.ɖo ˈkəɾ.wũ,ˈkʰə.ɖo ˈkəɾ.wũ
0970,axe,kʊ.ˈwa.ɽi,kʊ.ˈwa.ɽi,kə.ˈwa.ɽi
0971,saw (n),kəɾ.ˈwət,ˈɦa.ɭi,kəɾ.ˈwə.ti
0972,plank (n),ˈpʰəʈ.ʈo,ˈtək.to,ˈtək.to
0973,knot (in wood),-,ə̃ŋ,ãʃ
0974,"splinter, sliver (n)",kʰʊt,kʰʊt,kʰʊt
0975,chisel (n),ˈsẽ.ɳi,ˈsẽ.ɳi,ˈʧẽ.ɳi
0976,nail (n),ˈko.ko,ˈko.ko,ˈko.ko
0977,thread (n),ˈᶑoɪ.ɽo,ˈᶑoɪ.ɽo,ˈᶑoɪ.ɽo
0978,hem (n),kɪ.ˈna.ɾi,koɾ,kɪ.ˈna.ɾi
0979,pocket,ˈɡõ.zũ,ˈɡõ.zũ,ˈɡõ.zũ
0980,(be) torn,pʰa.ˈʈəl,zəi.ˈɽəl,fa.ˈʈəl
0981,cloth,ˈlʊɡ.ɽa,ˈlʊɡ.ɽũ,ˈlʊɡ.ɽa
0982,rag,pʰə.ˈɾa.si,pʰə.ˈɾa.si,pʰə.ˈɾa.si
0983,broom,ɦã.ˈwe.ɽi,ɦa.ˈwe.ɽi,ɦã.ˈwe.ɽi
0984,sweep,wa.ˈʃe.ɽũ,wa.ˈʃe.ɽu,wa.ˈʃe.ɽũ
0985,polish,pa.ˈlɪʃ,pa.ˈlɪʃ,pa.ˈlɪʃ
0986,draw water,ˈpã.ɳi ˈkaɖ.wũ,ˈpã.ɳi ˈɡaɖ.wũ,ˈpã.ɳi ˈɡaɖ.wũ
0987,fetch (firewood),ˈla.wã,ˈla.wã,ˈla.wã
0988,rubbish,ˈɦo.kʰo,ˈkɪtʃ.ɾo,ˈkɪʧ.ɾo
0989,"cultivate, farm (v)",ɦaɽ ˈɦa.kũ,ɦəɽ ˈɦak.wũ,ɦaɽ ˈɦa.kũ
0990,fertile soil,ˈɦəkʰ.ɾi ˈɓə.ni,ˈɦəkʰ.ɾi ˈɓə.ni,ˈɦəkʰ.ɾi ˈɓə.ni
0991,(be) barren (of land),kəl.ˈɾa.ʈʰi,kəl.ˈɾa.ʈʰi,kəl.ˈɾa.ʈʰi
0992,clear (land for planting),ɾe.ˈwəl,ɾe.ˈwəl,ˈʃeɽ.wũ
0993,weed (v),ˈpəʈ.wũ,ˈpəʈ.wũ,ˈpəʈ.wũ
0994,hoe (v),ɠʊᶑ ˈkaɖ.wũ,ɠʊᶑ ˈɡaɖ.wũ,ɠʊᶑ ˈɡaɖ.wũ
0995,hoe (n),ˈkʰaɪ.ɽo,ˈkʰaɪ.ɽũ,ˈkʰaɪ.ɽo
0996,sickle,ɗa.ˈte.ɽũ,ɗa.ˈte.ɽũ,ɗa.ˈte.ɽũ
0997,"machete, cutlass",ˈsə.ɾi,ˈsə.ɾi,ˈsə.ɾi
0998,harvest season,lə.ˈɓa.ɾo,lə.ˈɓa.ɾo,lə.ˈɓa.ɾo
0999,harvest (rice) (v),ˈsaɾ.jũ ˈwaɖ.wi,ˈsaɾ.jũ ˈwaɖ.wũ,ˈsaɾ.jũ ˈwaɖ.wũ
1000,"pick, pluck (fruit)",ˈpəʈ.wũ,ˈpəʈ.wũ,ˈpəʈ.wũ
1001,"harvest, collect (honey from hive)",lə.ˈɓa.ɾo,lə.ˈɓa.ɾo,lə.ˈɓa.ɾo
1002,threshing-floor,ɗə.ˈɽa.wũ,ɗə.ˈɽa.wũ,ˈɗəɽ.wũ
1003,"thresh, beat (grain)",ˈɦal.ɾũ ˈɦa.kũ,ˈɦal.ɾũ ˈɦa.kũ,ˈɦəl.ɾũ ˈɦa.kũ
1004,winnow (v),ˈɦup.ɽũ,ɦu.ˈpəɽ.wũ,ʊ.ˈpəɽ.wũ
1005,husk (corn) (v),ˈpʰot.ɾã ʊ.ˈtaɾ.wã,ˈpʰot.ɾa ʊ.ˈtaɾ.wã,ˈʧʰɪl.wũ
1006,"domesticate, tame",ˈpaɭ.wo,ˈpaɭ.wũ,ˈpaɭ.wũ
1007,"herd (cattle, sheep) (n)",də̃ɳ,də̃ɳ,də̃ɳ
1008,"herd, tend (cattle, sheep) (v)",ˈwa.ɽo,ˈsaɾ.wũ,ˈsaɾ.wũ
1009,cattle pen,ˈsaɾ.wũ,wə.ˈtʰãɳ,ˈwaɽ.wo
1010,"tether (sheep, goats) (v)",ˈɓad.wũ,ˈmad.wũ,ˈɓad.wũ
1011,feed (animals),ɡaɦ ˈla.kʰo,ɡaɦ ˈla.kʰo,ɡaɦ ˈla.kʰo
1012,castrate,ˈkʰə.si ˈkəɾ.wũ,ˈkʰə.si ˈkəɾ.wũ,ˈkʰə.si ˈkəɾ.wũ
1013,stalk (v),ˈɡəɾ.wo,-,ˈɡəɾ.wo
1014,chase (v),ˈtʃe.ɽe ˈdoɽ.wũ,ˈtʃe.ɽe ˈdoɽ.wũ,ˈtʃe.ɽe ˈdoɽ.wũ
1015,footprint (human),ˈtʰa.pa,ˈtʰa.pa,ˈtʰa.pa
1016,poison (on arrow),zeɾ,zeɾ,zeɾ
1017,head of arrow,tʃumb,tiɾ ni ɦə̃.ɳi,tʃumb
1018,quiver (n),mẽɳ,mẽɳ,mẽɳ
1019,birdlime (adhesive to catch birds),ˈpaɦ.lo,ˈpaɦ.lo,ˈza.ɭi
1020,trap (n),ˈkʊɽ.ki,ˈkʊɽ.ki,ˈkʊɽ.ki
1021,set (trap),ˈkʊɽ.ki ləˈɡa.wi,ˈkʊɽ.ki ˈmaɖ.wi,ˈkʊɽ.ki ləˈɡa.wi
1022,trap (animal) (v),pʰə.ˈsa.wũ,pʰə.ˈsa.wũ,pʰə.ˈsa.wũ
1023,evade,ˈpa.ɦo ˈkəɾ.wo,ˈpa.ɦo ˈkəɾ.wo,ˈpa.ɦo ˈkəɾ.wũ
1024,to escape,ˈbətʃ.wũ,ˈbətʃ.wũ,ˈbətʃ.wũ
1025,wound (animal),dʱək,ˈɡõb.ɽu,ɡõb.ɽũ
1026,skin (animal) (v),kʰəl ʊ.ˈtaɾ.wũ,ˈsãɓ.ɽi ʊ.ˈtaɾ.wũ,kʰəl ʊ.ˈtaɾ.wi
1027,fish (v),ˈmə.tʃʰi ˈɡəɾ.wi,ˈməs.si ˈɡəɾ.wi,ˈmə.tʃʰi ˈɡəɾ.wi
1028,fish dam,ˈmə.tʃʰi ni kʰaɖ,ˈməs.ja ni kʰaɖ,ˈmə.tʃʰi ni kʰaɖ
1029,fishing net,zaɭ,zaɭ,ˈza.ɭi
1030,fishing line,ˈmə.tʃʰi ni ˈᶑoɪ.ɽi,ˈməs.ja ni ˈᶑoɪ.ɽi,ˈmə.tʃʰi ni ˈᶑoɪ.ɽi
1031,fishhook,ˈkʊ̃.ɖi,ˈkõ.ɖi,ˈkʊ̃.ɖi
1032,bait,ˈaɭ.sjũ,ˈəɭ.sjũ,ˈəɭ.sjũ
1033,"have, possess",ˈkə.ne,ˈkə.ne,ˈkə.ne
1034,need (v),ˈzo.we,ˈzo.we,ˈzo.we
1035,"get, obtain",ˈle.wũ,ˈle.wũ,ˈle.wũ
1036,belongings,mɪl.ˈɡət,mɪl.ˈkət,mɪl.ˈkət
1037,owner,ˈdə̃.ɳi,ˈdə̃.ɳi,ˈdə̃.ɳi
1038,rich man,ə.ˈmiɾ ˈad.mi,ə.ˈmiɾ ˈad.mi,ə.ˈmiɾ ˈad.mi
1039,poor man,ɡə.ˈɾib ˈad.mi,ɡə.ˈɾib ˈad.mi,ɡə.ˈɾib ˈad.mi
1040,(be) rich,ə.ˈmiɾ,ə.ˈmiɾ,ə.ˈmiɾ
1041,to be poor,ɡə.ˈɾib ˈtʰa.wũ,ɡə.ˈɾib ˈtʰa.wũ,ɡə.ˈɾib ˈtʰa.wũ
1042,money,ˈpəi.ʃa,ˈpəi.ʃa,ˈpəi.ʃa
1043,(be) scarce,kʰoʈ,kʰoʈ,kʰoʈ
1044,(be) expensive,ˈmõ.ɡo,ˈmõ.ɡo,ˈmõ.ɡo
1045,(be) inexpensive,ˈsəs.tũ,ˈsəst.ũ,ˈsəs.to
1046,price,ˈpəi.ʃa,ˈnã.ɳũ,ˈpəi.ʃa
1047,"haggle, negotiate a price",ˈpəi.ʃa me.ˈla.wũ,ˈpəi.ʃa me.ˈla.wũ,ˈpəi.ʃa me.ˈla.wũ
1048,salary,ˈməi.no,ˈməi.no,ˈməi.no
1049,gift,ˈto.pʰo,ˈto.fo,ˈto.fo
1050,hire (v),ˈməi.ne ˈɾakʰ.wũ,ˈməi.ne ˈɾakʰ.wũ,pə.ˈɡaɾ ˈma.tʰe ˈɾakʰ.wũ
1051,to beg (for money),ˈpɪn.wũ,ˈpɪn.wũ,ˈpɪn.wũ
1052,to borrow,ʊ.ˈdʱa.ɾe ˈle.wũ,ʊ.ˈdʱaɾ ˈle.wũ,ʊ.ˈdʱa.ɾa ˈle.wa
1053,to lend,ʊ.ˈdʱa.ɾe ˈal.wũ,ʊ.ˈdʱaɾ ˈal.wũ,ʊ.ˈdʱa.ɾa ˈal.wa
1054,debt,kəɾz,kəɾz,kə.ˈɾəz
1055,offer (v),ˈsə.la ˈɦə̃ɳ.wi,ˈsə.la ˈɦə̃ɳ.wi,ˈsə.la ˈɦə̃ɳ.wi
1056,"accept, receive",ˈle.wũ,ˈle.wũ,ˈle.wũ
1057,refuse,na.ˈpaɽ.wi,na.ˈpaɽ.wũ,na.ˈpaɽ.wi
1058,tax (n),te.ˈkəs,teks,teks
1059,tribute,ɪ.ˈnam,ɪ.ˈnam,ɪ.ˈnam
1060,inheritance,ˈɦɪs.sa,ˈɦɪs.so,ˈɦɪs.sa
1061,inherit,wa.ˈɾɪs ˈtʰa.wũ,wa.ˈɾɪs ˈtʰa.wũ,wa.ˈɾɪs ˈtʰa.wũ
1062,"journey, trip (n)",sə.ˈpʰəɾ,sə.ˈfəɾ,sə.ˈfəɾ
1063,bicycle,sẽ.ˈkəl,sẽ.ˈkəl,sẽ.ˈkəl
1064,"travel, go on a trip (v)",sə.ˈpʰəɾ ˈkəɾ.wũ,sə.ˈfəɾ ˈkəɾ.wũ,sə.ˈfəɾ ˈkəɾ.wũ
1065,traveler,mu.sa.ˈpəɾ,mʊ.sa.ˈfɪɾ,mu.sa.ˈfɪɾ
1066,driver,ɖɾe.ˈwəɾ,ɖɾe.ˈwəɾ,ɖɾe.ˈwəɾ
1067,passenger,sə.ˈwa.ɾi,sə.ˈwa.ɾi,sə.ˈwa.ɾi
1068,wander,ˈɾʊl.wũ,ˈɾʊl.wũ,ˈɾʊl.wũ
1069,(be) lost,ˈkʰow.ɾi ˈza.wũ,ˈkʰow.ɾi ˈza.wũ,ˈkʰow.ɾi ˈza.wũ
1070,fork (in path),ɓe ˈɾəs.ta,ɓe ˈɾəs.ta,ɓe ˈɾəs.ta
1071,"crossroads, intersection",tʃəwk,tʃo.ˈɾa.jo,tʃo.ˈɾa.jo
1072,cross (river),paɾ ˈkəɾ.wo,ɦu.ˈkəɾ.wũ,paɾ ˈkəɾ.wũ
1073,paddle (n),pẽ.ˈɖəl,pẽ.ˈɖəl,pẽ.ˈɖəl
1074,paddle (v),pẽ.ˈɖəl ˈɦak.wũ,pẽ.ˈɖəl ˈɦə̃ɳ.wũ,pẽ.ˈɖəl ˈɦə̃ɳ.wũ
1075,"bale out (canoe, boat)",ˈɓe.ɽi bə.ˈtʃa.wi,ˈɓe.ɽi bə.ˈtʃa.wũ,ˈɓe.ɽi bə.ˈtʃa.wũ
1076,capsize,ˈʊtʰ.li ˈza.wũ,ˈɦõ.du ˈtʰa.wũ,ˈɦõ.du ˈtʰa.wũ
1077,bring,ˈla.wi,ˈla.wũ,ˈla.wũ
1078,send (something to someone),ˈwes.wi,ˈmel.wũ,ˈwes.wi
1079,carry (in arms),ɦatʰ ma lɪn ˈza.wũ,ɦatʰ ma lɪn ˈza.wũ,ɦatʰ ma lɪn ˈza.wũ
1080,carry (child) on back,ˈpʊ.ʈʰa ˈma.tʰe lɪn ˈza.wũ,ˈmo.ɾa ˈma.tʰe lɪn ˈza.wũ,ˈpʊ.ʈʰa ˈma.tʰe lɪn ˈza.wũ
1081,carry on head,ˈbo.ɖa ˈma.tʰe lɪn ˈza.wũ,ˈbo.ɖa ˈma.tʰe lɪn ˈza.wũ,ˈbo.ɖa ˈma.tʰe lɪn ˈza.wũ
1082,"load, burden (n)",baɾ,baɾ,baɾ
1083,load (v),loɖ ˈkəɾ.wo,ˈbəɾ.wũ,loɖ ˈkəɾ.wo
1084,unload,loɖ ʊ.ˈtaɾ.wo,ˈkʰa.li ˈkəɾ.wũ,loɖ ʊ.ˈtaɾ.wo
1085,war,wəɖ.ˈweɽ,wəɖ.ˈweɽ,wəɖ.ˈweɽ
1086,peace,ˈʃan.ti,ˈʃã.ti,ˈʃã.ti
1087,army,pʰodʒ,foz,fodʒ
1088,spy (n),dʒã.ˈtʃu.si,dʒa.ˈsu.si,dʒa.ˈtʃu.si
1089,"spy (v), spy on",dʒã.ˈtʃu.si ˈkəɾ.wi,dʒa.ˈsusi ˈkəɾ.wũ,dʒa.ˈtʃu.si ˈkəɾ.wi
1090,sword,təl.ˈwaɾ,təl.ˈwaɾ,təl.ˈwaɾ
1091,gun,bə̃.ˈduk,bə.ˈduk,bə̃.ˈduk
1092,shield (n),-,-,-
1093,"conquer, defeat",ɦə.ˈɽa.wũ,ɦə.ˈɾa.wũ,ɦa.ˈɾa.wũ
1094,(be) defeated,ɦa.ˈɾəl,ɦa.ˈɾəl,ˈɦa.ɾi ˈza.wũ
1095,"prisoner, captive",ˈke.di,ˈke.di,ˈke.di
1096,plunder (a town),pʰʊɾ.ˈmaɾ,pʰʊɾ.ˈmaɾ,fʊɾ.ˈmaɾ
1097,slave (v),ɡʊ.ˈlam ˈtʰa.wũ,ɡʊ.ˈlam ˈtʰa.wũ,ɡʊ.ˈlam ˈtʰa.wũ
1098,music,ˈɡã.ɳũ,ˈɡã.ɳũ,ˈɡã.ɳũ
1099,song,ˈɡã.ɳũ,ˈɡã.ɳũ,ˈɡã.ɳũ
1100,hum (v),-,ɡʊɽ.ˈmʊ̃ɳ ˈtʰa.wũ,ɡʊɽ.ˈmʊɽ ˈtʰa.wũ
1101,dance (n),natʃ,ɾə.ˈmət,ɾə.ˈmət
1102,big(gest) drum,nə.ˈɡa.ɾã,ɖol,nə.ˈɡa.ɾũ
1103,flute,ˈwãʃ.ɭi,ˈwãʃ.ɭi,ˈwas.ɭi
1104,harmonium,ˈwa.zũ,ˈba.dʒũ,ˈba.ʤo
1105,horn (musical instrument),ˈtut.li,ˈtut.li,ˈtut.li
1106,play instrument,saz wə.ˈɡaɽ.wũ,saz wə.ˈɡaɽ.wũ,saz wə.ˈɡaɽ.wũ
1107,blow (horn),wə.ˈɡaɽ.wũ,wə.ˈɡaɽ.wũ,wə.ˈɡaɽ.wũ
1108,draw (picture),ˈpʰo.ʈu ˈʈʰaɦ.wũ,ˈpʰo.ʈu ˈʈʰa.wo,ˈpʰo.ʈu ˈʈʰaɦ.wũ
1109,decorate,ʃə̃ɳ.ˈɡaɾ ˈkəɾ.wũ,sɪ̃.ˈɡaɾ ˈkəɾ.wũ,ʃɪ̃.ˈɡaɾ ˈkəɾ.wo
1110,carve,ˈʈʰaɦ.wũ,ko.ˈɾə.wũ,ˈʈʰaɦ.wũ
1111,toys,ɾə.ˈmek.ɽã,ɾə.ˈmek.ɽa,ɾə.ˈmek.ɽã
1112,tobacco pipe,ˈbõŋ.ɭi,ˈbõŋ.ɭi,ˈbõŋ.ɭi
1113,tobacco,bãƒ,baƒ,bãƒ
1114,"awe, reverence (for God)",-,ˈkɾɪʃ.mo,ˈmeɦ.ma
1115,God (supreme being),bəɡ.ˈwan,bəɡ.ˈwan,bəɡ.ˈwan
1116,"demon, evil spirit",bʱut,bʱut,bʱut
1117,ghost (visible apparition),ə.ˈʃũ.bo,ə.ˈʃũ.bo,ə.ˈʃũ.bo
1118,"soul, spirit (of living person)",ziw,ziw,ziw
1119,spirit (of dead person) (invisible),ziw,ziw,ziw
1120,pray,ˈdʊ.wa,ˈpɾat.na,ˈpɾat.na
1121,blessing,-,wə.ˈda.ɾo,ˈᶑɪ.ja
1122,"divine, prophesy (v)",əɡ.ˈkə.tʰi ˈkəɾ.wi,əɡ.ˈkə.tʰi ˈkəɾ.wi,əɡ.ˈkə.tʰi ˈkəɾ.wi
1123,prophecy (n),əɡ.ˈkə.tʰi,əɡ.ˈkə.tʰi,əɡ.ˈkə.tʰi
1124,"vision, dream",ˈɦõ.ɳũ,ˈɦõ.ɳũ,ˈɦõ.ɳũ
1125,omen,ʃək.ˈkən,ʃə.ˈɡun,ʃə.ˈɡun
1126,witchcraft,bo.ˈpai,bo.ˈpəi,bo.ˈpai
1127,"bewitch, cast spell",bo.ˈpai ˈkəɾ.wi,bo.ˈpəi ˈkəɾ.wi,bo.ˈpai ˈkəɾ.wũ
