PDF_Page,Column,Gloss,Site_Code,Lect,Site,Raw_Form,Status,Reason,Entry_Key
37,0,when?,A,Garo,"Tura, West Garo Hills district, Meghalaya",bɑsɑko,installed,,silkoch2011:A:i1:when
37,0,when?,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",bedo,installed,,silkoch2011:B:i1:when
37,0,when?,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",bibɑ,installed,,silkoch2011:F:i1:when
37,0,when?,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",biblɑ,installed,,silkoch2011:I:i1:when
37,0,when?,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",bibɑ,installed,,silkoch2011:G:i1:when
37,0,when?,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",bibə,installed,,silkoch2011:H:i1:when
37,0,when?,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",biblə,installed,,silkoch2011:D:i1:when
37,0,when?,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",bibilɑ,installed,,silkoch2011:E:i1:when
37,0,when?,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",biblɑ,installed,,silkoch2011:C:i1:when
37,0,when?,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",bibəlɑ,installed,,silkoch2011:J:i1:when
37,0,when?,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",biblɑ,installed,,silkoch2011:K:i1:when
37,0,how many?,A,Garo,"Tura, West Garo Hills district, Meghalaya",bəditɑ,installed,,silkoch2011:A:i1:how-many
37,0,how many?,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",bent͡ʃek̚,installed,,silkoch2011:B:i1:how-many
37,0,how many?,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",bipɑŋkʰɑj,installed,,silkoch2011:F:i1:how-many
37,0,how many?,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",bibɑti,installed,,silkoch2011:I:i1:how-many
37,0,how many?,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",bepɑŋ,installed,,silkoch2011:G:i1:how-many
37,0,how many?,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",bepɑŋ,installed,,silkoch2011:H:i1:how-many
37,0,how many?,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",bisumɑn,installed,,silkoch2011:D:i1:how-many
37,0,how many?,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",besomɑn,installed,,silkoch2011:E:i1:how-many
37,0,how many?,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",kudʒ͡ ikɑ,installed,,silkoch2011:C:i1:how-many
37,0,how many?,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",bibɑti,installed,,silkoch2011:J:i1:how-many
37,0,how many?,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",bid͡ʒəbəti,installed,,silkoch2011:K:i1:how-many
37,1,what kind?,A,Garo,"Tura, West Garo Hills district, Meghalaya",mɑj dɑkɑbɑ,installed,,silkoch2011:A:i1:what-kind
37,1,what kind?,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",bekʰɾe,installed,,silkoch2011:B:i1:what-kind
37,1,what kind?,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",biɡinɑ,installed,,silkoch2011:F:i1:what-kind
37,1,what kind?,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",bitiŋ,installed,,silkoch2011:I:i1:what-kind
37,1,what kind?,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",beɡɑnɑ,installed,,silkoch2011:G:i1:what-kind
37,1,what kind?,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",beɡɑnɑ,installed,,silkoch2011:H:i1:what-kind
37,1,what kind?,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",beɡʰenek̚,installed,,silkoch2011:D:i1:what-kind
37,1,what kind?,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",beɡʰenek,installed,,silkoch2011:E:i1:what-kind
37,1,what kind?,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",beteke,installed,,silkoch2011:C:i1:what-kind
37,1,what kind?,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",bitiŋ,installed,,silkoch2011:J:i1:what-kind
37,1,what kind?,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",bitiŋ,installed,,silkoch2011:K:i1:what-kind
37,1,this,A,Garo,"Tura, West Garo Hills district, Meghalaya",jə,installed,,silkoch2011:A:i1:this
37,1,this,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",ikɑj,installed,,silkoch2011:B:i1:this
37,1,this,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",imɾɑ,installed,,silkoch2011:F:i1:this
37,1,this,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",id͡ʒɑ,installed,,silkoch2011:I:i1:this
37,1,this,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",jɑ,installed,,silkoch2011:G:i1:this
37,1,this,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",jɑ,installed,,silkoch2011:H:i1:this
37,1,this,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",jɑʔɑ,installed,,silkoch2011:D:i1:this
37,1,this,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",jɑ,installed,,silkoch2011:E:i1:this
37,1,this,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",jɑ,installed,,silkoch2011:C:i1:this
37,1,this,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",id͡ʒɑ,installed,,silkoch2011:J:i1:this
37,1,this,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",id͡ʒɑ,installed,,silkoch2011:K:i1:this
37,1,that,A,Garo,"Tura, West Garo Hills district, Meghalaya",wɑ,installed,,silkoch2011:A:i1:that
37,1,that,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",uqɑj,installed,,silkoch2011:B:i1:that
37,1,that,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",umɾɑ,installed,,silkoch2011:F:i1:that
37,1,that,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",ujd͡ʒɑ,installed,,silkoch2011:I:i1:that
37,1,that,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",uɑ,installed,,silkoch2011:G:i1:that
37,1,that,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",wɑ,installed,,silkoch2011:H:i1:that
37,1,that,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",wɑʔɑ,installed,,silkoch2011:D:i1:that
37,1,that,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",wɑ,installed,,silkoch2011:E:i1:that
37,1,that,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",wɑ,installed,,silkoch2011:C:i1:that
37,1,that,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",ud͡ʒɑ,installed,,silkoch2011:J:i1:that
37,1,that,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",ud͡ʒɑ,installed,,silkoch2011:K:i1:that
38,0,these,A,Garo,"Tura, West Garo Hills district, Meghalaya",jəɾɑŋ,installed,,silkoch2011:A:i1:these
38,0,these,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",ibid͡ʒəm,installed,,silkoch2011:B:i1:these
38,0,these,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",idoʔ,installed,,silkoch2011:F:i1:these
38,0,these,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",id͡ʒɾoŋ,installed,,silkoch2011:I:i1:these
38,0,these,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",iɾoŋ,installed,,silkoch2011:G:i1:these
38,0,these,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",iɾoŋ,installed,,silkoch2011:H:i1:these
38,0,these,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",iɾoŋ,installed,,silkoch2011:D:i1:these
38,0,these,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",iɾoŋ,installed,,silkoch2011:E:i1:these
38,0,these,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",itɑŋ,installed,,silkoch2011:C:i1:these
38,0,these,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",id͡ʒɾoŋ,installed,,silkoch2011:J:i1:these
38,0,these,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",id͡ʒɾoŋ,installed,,silkoch2011:K:i1:these
38,0,those,A,Garo,"Tura, West Garo Hills district, Meghalaya",wɑɾɑŋ,installed,,silkoch2011:A:i1:those
38,0,those,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",ubidʒ͡ əm,installed,,silkoch2011:B:i1:those
38,0,those,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",udoʔ,installed,,silkoch2011:F:i1:those
38,0,those,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",ud͡ʒɾoŋ,installed,,silkoch2011:I:i1:those
38,0,those,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",oɾoŋ,installed,,silkoch2011:G:i1:those
38,0,those,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",oɾoŋ,installed,,silkoch2011:H:i1:those
38,0,those,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",oɾoŋ,installed,,silkoch2011:D:i1:those
38,0,those,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",oɾoŋ,installed,,silkoch2011:E:i1:those
38,0,those,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",otɑŋ,installed,,silkoch2011:C:i1:those
38,0,those,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",ud͡ʒɾoŋ,installed,,silkoch2011:J:i1:those
38,0,those,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",ud͡ʒoɾoŋ,installed,,silkoch2011:K:i1:those
38,0,same (like),A,Garo,"Tura, West Garo Hills district, Meghalaya",ɑpsɑn,installed,,silkoch2011:A:i1:same-like
38,0,same (like),B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",ɡosɑn,installed,,silkoch2011:B:i1:same-like
38,0,same (like),F,Koch-Rabha,"Debitola village, Dhubri district, Assam",ɡoʔsɨn,installed,,silkoch2011:F:i1:same-like
38,0,same (like),I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",ɡosjɑn,installed,,silkoch2011:I:i1:same-like
38,0,same (like),G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya","ɡosɑn,",installed,,silkoch2011:G:i1:same-like
38,0,same (like),G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",ekɑn,installed,,silkoch2011:G:i2:same-like
38,0,same (like),H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",ɡosɑʔɑn,installed,,silkoch2011:H:i1:same-like
38,0,same (like),D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",ɡesekɑn,installed,,silkoch2011:D:i1:same-like
38,0,same (like),E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",ɡesəkɑn,installed,,silkoch2011:E:i1:same-like
38,0,same (like),C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",ɡosokɑn,installed,,silkoch2011:C:i1:same-like
38,0,same (like),J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",ɡonsen,installed,,silkoch2011:J:i1:same-like
38,0,same (like),K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",ɡot͡ʃjɑn,installed,,silkoch2011:K:i1:same-like
38,1,different,A,Garo,"Tura, West Garo Hills district, Meghalaya",dɨŋtʰɑŋ,installed,,silkoch2011:A:i1:different
38,1,different,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",beɾɡɑ,installed,,silkoch2011:B:i1:different
38,1,different,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",d͡ʒoɾɑj,installed,,silkoch2011:F:i1:different
38,1,different,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",beɡɑl,installed,,silkoch2011:I:i1:different
38,1,different,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",dosɾɑ,installed,,silkoch2011:G:i1:different
38,1,different,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",dusɾɑ,installed,,silkoch2011:H:i1:different
38,1,different,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",dusɾɑ,installed,,silkoch2011:D:i1:different
38,1,different,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya","dusɾɑ,",installed,,silkoch2011:E:i1:different
38,1,different,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",dʒudɑ,installed,,silkoch2011:E:i2:different
38,1,different,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya","d͡ʒudə,",installed,,silkoch2011:C:i1:different
38,1,different,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",dusɾɑ,installed,,silkoch2011:C:i2:different
38,1,different,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",beɡɑl,installed,,silkoch2011:J:i1:different
38,1,different,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",beɡɑl,installed,,silkoch2011:K:i1:different
38,1,whole (unbroken),A,Garo,"Tura, West Garo Hills district, Meghalaya","t͡ʃuɡimik,",installed,,silkoch2011:A:i1:whole-unbroken
38,1,whole (unbroken),A,Garo,"Tura, West Garo Hills district, Meghalaya",dotɡimik,installed,,silkoch2011:A:i2:whole-unbroken
38,1,whole (unbroken),B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",bit͡ʃɑkɑj,installed,,silkoch2011:B:i1:whole-unbroken
38,1,whole (unbroken),F,Koch-Rabha,"Debitola village, Dhubri district, Assam",bɨjnt͡ʃən,installed,,silkoch2011:F:i1:whole-unbroken
38,1,whole (unbroken),I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",ɑnɑm,installed,,silkoch2011:I:i1:whole-unbroken
38,1,whole (unbroken),G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",bɑjtʃɑ,installed,,silkoch2011:G:i1:whole-unbroken
38,1,whole (unbroken),H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",bɑjt͡ʃɑ,installed,,silkoch2011:H:i1:whole-unbroken
38,1,whole (unbroken),D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",bujt͡ʃɑto,installed,,silkoch2011:D:i1:whole-unbroken
38,1,whole (unbroken),E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",bujt͡ʃɑto,installed,,silkoch2011:E:i1:whole-unbroken
38,1,whole (unbroken),C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",bɑjt͡ʃɑ,installed,,silkoch2011:C:i1:whole-unbroken
38,1,whole (unbroken),J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",ɑnɑm,installed,,silkoch2011:J:i1:whole-unbroken
38,1,whole (unbroken),K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya","peʔen,",installed,,silkoch2011:K:i1:whole-unbroken
38,1,whole (unbroken),K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",ɑnɑm,installed,,silkoch2011:K:i2:whole-unbroken
39,0,broken,A,Garo,"Tura, West Garo Hills district, Meghalaya",beʔɑ,installed,,silkoch2011:A:i1:broken
39,0,broken,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",bikɑj,installed,,silkoch2011:B:i1:broken
39,0,broken,F,Koch-Rabha,"Debitola village, Dhubri district, Assam","bɨjɑw,",installed,,silkoch2011:F:i1:broken
39,0,broken,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",bɨjtənɑ,installed,,silkoch2011:F:i2:broken
39,0,broken,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",bujni,installed,,silkoch2011:I:i1:broken
39,0,broken,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",bɑjni,installed,,silkoch2011:G:i1:broken
39,0,broken,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",bɑjni,installed,,silkoch2011:H:i1:broken
39,0,broken,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",bujni,installed,,silkoch2011:D:i1:broken
39,0,broken,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",bujni,installed,,silkoch2011:E:i1:broken
39,0,broken,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",bɑjni,installed,,silkoch2011:C:i1:broken
39,0,broken,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",bujni,installed,,silkoch2011:J:i1:broken
39,0,broken,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",bujni,installed,,silkoch2011:K:i1:broken
39,0,few,A,Garo,"Tura, West Garo Hills district, Meghalaya","ontʰitʰi,",installed,,silkoch2011:A:i1:few
39,0,few,A,Garo,"Tura, West Garo Hills district, Meghalaya",bɑŋʔɡidʒɑ,installed,,silkoch2011:A:i2:few
39,0,few,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",t͡ʃɨpən,installed,,silkoch2011:B:i1:few
39,0,few,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",ɑpɨjsən,installed,,silkoch2011:F:i1:few
39,0,few,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",tep,installed,,silkoch2011:I:i1:few
39,0,few,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",ketekʃɑ,installed,,silkoch2011:G:i1:few
39,0,few,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",keteksɑ,installed,,silkoch2011:H:i1:few
39,0,few,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",ɑkujsə,installed,,silkoch2011:D:i1:few
39,0,few,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",ɑkujsə,installed,,silkoch2011:E:i1:few
39,0,few,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",ɑkuj,installed,,silkoch2011:C:i1:few
39,0,few,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",tepsɑ,installed,,silkoch2011:J:i1:few
39,0,few,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",tep,installed,,silkoch2011:K:i1:few
39,0,many,A,Garo,"Tura, West Garo Hills district, Meghalaya",bək̚ŋɑ,installed,,silkoch2011:A:i1:many
39,0,many,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",pəŋ́ qɑj,installed,,silkoch2011:B:i1:many
39,0,many,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",tɨkɾɨʲ,installed,,silkoch2011:F:i1:many
39,0,many,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",pəŋɑj,installed,,silkoch2011:I:i1:many
39,0,many,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",tɑkɾɨj,installed,,silkoch2011:G:i1:many
39,0,many,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",tɑkɾɨj,installed,,silkoch2011:H:i1:many
39,0,many,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",pəŋɑŋ,installed,,silkoch2011:D:i1:many
39,0,many,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",pəŋɑŋ,installed,,silkoch2011:E:i1:many
39,0,many,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",pɑŋɑj,installed,,silkoch2011:C:i1:many
39,0,many,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",pəŋɑj,installed,,silkoch2011:J:i1:many
39,0,many,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",pəŋɑj,installed,,silkoch2011:K:i1:many
39,1,all,A,Garo,"Tura, West Garo Hills district, Meghalaya",pilɑkɑn,installed,,silkoch2011:A:i1:all
39,1,all,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",dɨmdɑk̚,installed,,silkoch2011:B:i1:all
39,1,all,F,Koch-Rabha,"Debitola village, Dhubri district, Assam","bebɑkon,",installed,,silkoch2011:F:i1:all
39,1,all,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",bebɑkɨn,installed,,silkoch2011:F:i2:all
39,1,all,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",ɡotɑl,installed,,silkoch2011:I:i1:all
39,1,all,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",ɡotɑl,installed,,silkoch2011:G:i1:all
39,1,all,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya","ɡotɑl,",installed,,silkoch2011:H:i1:all
39,1,all,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",pɑt͡ʃɑŋ,installed,,silkoch2011:H:i2:all
39,1,all,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",bebɑk̚,installed,,silkoch2011:D:i1:all
39,1,all,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",bebɑk,installed,,silkoch2011:E:i1:all
39,1,all,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",bijɑk,installed,,silkoch2011:C:i1:all
39,1,all,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam","pɑt͡ʃɑŋ,",installed,,silkoch2011:J:i1:all
39,1,all,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",ɡotɑl,installed,,silkoch2011:J:i2:all
39,1,all,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",bebɑk̚,installed,,silkoch2011:K:i1:all
39,1,eat!,A,Garo,"Tura, West Garo Hills district, Meghalaya",t͡ʃɑʔɑ,installed,,silkoch2011:A:i1:eat
39,1,eat!,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",sɑɑ́,installed,,silkoch2011:B:i1:eat
39,1,eat!,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",sʰɑʔ,installed,,silkoch2011:F:i1:eat
39,1,eat!,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",sʰɑ,installed,,silkoch2011:I:i1:eat
39,1,eat!,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",sɑ,installed,,silkoch2011:G:i1:eat
39,1,eat!,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",sʰɑ,installed,,silkoch2011:H:i1:eat
39,1,eat!,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",sɑ,installed,,silkoch2011:D:i1:eat
39,1,eat!,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",sʰɑ,installed,,silkoch2011:E:i1:eat
39,1,eat!,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",sʰɑ,installed,,silkoch2011:C:i1:eat
39,1,eat!,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",sʰɑ,installed,,silkoch2011:J:i1:eat
39,1,eat!,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",sʰɑ,installed,,silkoch2011:K:i1:eat
39,1,it bit,A,Garo,"Tura, West Garo Hills district, Meghalaya",t͡ʃkɑ,installed,,silkoch2011:A:i1:it-bit
39,1,it bit,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",qɑqɑj,installed,,silkoch2011:B:i1:it-bit
39,1,it bit,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",kɑkɨu,installed,,silkoch2011:F:i1:it-bit
39,1,it bit,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",qɑqhɑ,installed,,silkoch2011:I:i1:it-bit
39,1,it bit,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",kɑkdʒ͡ ɨu,installed,,silkoch2011:G:i1:it-bit
39,1,it bit,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",kɑk̚dʒɨu,installed,,silkoch2011:H:i1:it-bit
39,1,it bit,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",kɑkdʒok,installed,,silkoch2011:D:i1:it-bit
39,1,it bit,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",kɑkdʒok,installed,,silkoch2011:E:i1:it-bit
39,1,it bit,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",kɑksi,installed,,silkoch2011:C:i1:it-bit
39,1,it bit,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",kɑɡhɑ,installed,,silkoch2011:J:i1:it-bit
39,1,it bit,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",kɑɡhɑ,installed,,silkoch2011:K:i1:it-bit
40,0,he is hungry,A,Garo,"Tura, West Garo Hills district, Meghalaya",okʰɾijɑ,installed,,silkoch2011:A:i1:he-is-hungry
40,0,he is hungry,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",bukʰikɑj,installed,,silkoch2011:B:i1:he-is-hungry
40,0,he is hungry,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",mɑjifɨu,installed,,silkoch2011:F:i1:he-is-hungry
40,0,he is hungry,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",ukʰɑjhɑ,installed,,silkoch2011:I:i1:he-is-hungry
40,0,he is hungry,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",mɑj ufujdʒɨu,installed,,silkoch2011:G:i1:he-is-hungry
40,0,he is hungry,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",mɑj ufujdʒɨu,installed,,silkoch2011:H:i1:he-is-hungry
40,0,he is hungry,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",uhujdʒ͡ ok,installed,,silkoch2011:D:i1:he-is-hungry
40,0,he is hungry,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",uhujdʒ͡ ok,installed,,silkoch2011:E:i1:he-is-hungry
40,0,he is hungry,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",hujto,installed,,silkoch2011:C:i1:he-is-hungry
40,0,he is hungry,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",ukʰɑjhɑ,installed,,silkoch2011:J:i1:he-is-hungry
40,0,he is hungry,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",ukʰɑjhɑ,installed,,silkoch2011:K:i1:he-is-hungry
40,0,he is drinking,A,Garo,"Tura, West Garo Hills district, Meghalaya",ɾɨŋeŋɑ,installed,,silkoch2011:A:i1:he-is-drinking
40,0,he is drinking,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",ɾɨŋkɑj,installed,,silkoch2011:B:i1:he-is-drinking
40,0,he is drinking,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",nɨŋtɑ,installed,,silkoch2011:F:i1:he-is-drinking
40,0,he is drinking,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",niŋto,installed,,silkoch2011:I:i1:he-is-drinking
40,0,he is drinking,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",lɑnɑjto,installed,,silkoch2011:G:i1:he-is-drinking
40,0,he is drinking,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",lɑŋɑjto,installed,,silkoch2011:H:i1:he-is-drinking
