PDF_Page	Printed_Page	Page_Line	Item	Gloss	List	Source_Cell	Record_Type	Extraction_Note
55	47	36	79	cauliflower	Dehradun/U.P.	1  gobi	response	
55	47	37	79	cauliflower	Kotdwara/U.P.	1  gobi	response	
55	47	38	79	cauliflower	Haldwani/U.P.	1  ɸʊl gobi	response	
55	47	42	80	tomato	Urdu	2  ʈʌmɑʈʌɾ	response	
55	47	43	80	tomato	Chitral/Pak	3  bɑtiŋgʌɽ	response	
55	47	44	80	tomato	Settlet Swat/Pak	2  ʈʌmɑʈʌɾ	response	
55	47	45	80	tomato	Gilgit/Pak	4  bɑlugɑn	response	
55	47	46	80	tomato	Kaghan/Pak	2  ʈʌmɑʈʌɾ	response	
55	47	47	80	tomato	North. Azad/Pak	1  tʃeŋʌn	response	
55	47	48	80	tomato	Centr. Azad/Pak	1  tʃegʌn / 1  tʃɛ̃ŋʌn	response	
55	47	49	80	tomato	Udhampur/J&K	1  tʃeŋgʌɳ	response	
55	47	50	80	tomato	Jammu/J&K	2  ʈʌmɑʈʌɾ	response	
55	47	51	80	tomato	Chamba/H.P.	2  ʈʌmɑʈʌɾ	response	
55	47	52	80	tomato	Rampur/H.P.	2  ʈʌmɑʈʌɾ	response	
55	47	53	80	tomato	Nalagarh/H.P.	2  ʈʌmɑʈʌɾ	response	
55	47	54	80	tomato	Dehradun/U.P.	2  ʈʌmɑʈʌɾ	response	
55	47	55	80	tomato	Kotdwara/U.P.	2  ʈʌmɑʈʌɾ	response	
55	47	56	80	tomato	Haldwani/U.P.	2  ʈʌmɑʈʌɾ	response	
55	47	60	81	cabbage	Urdu	1  bʌnd gobi	response	
55	47	61	81	cabbage	Chitral/Pak	1  gopi	response	
55	47	62	81	cabbage	Settlet Swat/Pak	1  bʌnd gupi	response	
55	47	63	81	cabbage	Gilgit/Pak	1  bʌnd gobi	response	
55	47	64	81	cabbage	Kaghan/Pak	1  bʌnd gobi	response	
55	47	65	81	cabbage	North. Azad/Pak	1  gobi	response	
55	47	66	81	cabbage	Centr. Azad/Pak	1  bʌnd gobi	response	
55	47	67	81	cabbage	Udhampur/J&K	1  bʌnd gobi	response	
55	47	68	81	cabbage	Jammu/J&K	1  bʌnd gobi	response	
55	47	69	81	cabbage	Chamba/H.P.	1  bʌnd gobi	response	
55	47	70	81	cabbage	Rampur/H.P.	1  bʌnd gobi	response	
55	47	71	81	cabbage	Nalagarh/H.P.	1  bʌnd gobi	response	
55	47	72	81	cabbage	Dehradun/U.P.	1  bʌnd gobi	response	
55	47	73	81	cabbage	Kotdwara/U.P.	1  bʌnd gobi	response	
55	47	74	81	cabbage	Haldwani/U.P.	1  bʌnd gobi	response	
55	47	96	82	oil	Urdu	1  tel	response	
55	47	97	82	oil	Chitral/Pak	1  tɛl	response	
55	47	98	82	oil	Settlet Swat/Pak	1  tɛl	response	
55	47	99	82	oil	Gilgit/Pak	1  tɛl	response	
55	47	100	82	oil	Kaghan/Pak	1  tɛl	response	
55	47	101	82	oil	North. Azad/Pak	1  tɛl	response	
55	47	102	82	oil	Centr. Azad/Pak	1  tɛl	response	
55	47	103	82	oil	Udhampur/J&K	1  tel	response	
55	47	104	82	oil	Jammu/J&K	1  tel	response	
55	47	105	82	oil	Chamba/H.P.	1  tel	response	
55	47	106	82	oil	Rampur/H.P.	1  tel	response	
55	47	107	82	oil	Nalagarh/H.P.	1  tel	response	
55	47	108	82	oil	Dehradun/U.P.	1  tel	response	
55	47	109	82	oil	Kotdwara/U.P.	1  tel	response	
55	47	110	82	oil	Haldwani/U.P.	1  tel	response	
55	47	114	83	salt	Urdu	3  nʌmʌk	response	
55	47	115	83	salt	Chitral/Pak	1  ɭuɳ	response	
55	47	116	83	salt	Settlet Swat/Pak	1  ɭuɳ	response	
55	47	117	83	salt	Gilgit/Pak	1  ɭuɳ	response	
55	47	118	83	salt	Kaghan/Pak	1  ɭuɳ	response	
55	47	119	83	salt	North. Azad/Pak	1  ɭuɳ	response	
55	47	120	83	salt	Centr. Azad/Pak	1  ɭun	response	
55	47	121	83	salt	Udhampur/J&K	1  ɭũɳ	response	
55	47	122	83	salt	Jammu/J&K	1  lʊ̃ɳ	response	
55	47	123	83	salt	Chamba/H.P.	1  lʊ̃ɳ	response	
55	47	124	83	salt	Rampur/H.P.	1  lʊ̃ɳ	response	
55	47	125	83	salt	Nalagarh/H.P.	1  lʊ̃ɳ	response	
55	47	126	83	salt	Dehradun/U.P.	2  nʊ	response	
55	47	127	83	salt	Kotdwara/U.P.	1  lʊ̃ɳ	response	
55	47	128	83	salt	Haldwani/U.P.	1  lʊ̃ɳ	response	
55	47	132	84	meat (raw)	Urdu	2  goʃt	response	
55	47	133	84	meat (raw)	Chitral/Pak	1  mɑs	response	
55	47	134	84	meat (raw)	Settlet Swat/Pak	1  mɑːs	response	
55	47	135	84	meat (raw)	Gilgit/Pak	1  mɑs	response	
55	47	136	84	meat (raw)	Kaghan/Pak	1  mɑs	response	
55	47	137	84	meat (raw)	North. Azad/Pak	1  mɑːs	response	
55	47	138	84	meat (raw)	Centr. Azad/Pak	1  mɑːs	response	
55	47	139	84	meat (raw)	Udhampur/J&K	1  mɑs	response	
55	47	140	84	meat (raw)	Jammu/J&K	2  gost	response	
55	47	141	84	meat (raw)	Chamba/H.P.	2  goʃt	response	
55	47	142	84	meat (raw)	Rampur/H.P.	2  gost	response	
55	47	143	84	meat (raw)	Nalagarh/H.P.	2  gost	response	
55	47	144	84	meat (raw)	Dehradun/U.P.	2  goʃt	response	
55	47	145	84	meat (raw)	Kotdwara/U.P.	2  goʃt	response	
55	47	146	84	meat (raw)	Haldwani/U.P.	2  gost	response	
56	48	24	85	fat (of meat)	Urdu	1  tʃɛɾbi	response	
56	48	25	85	fat (of meat)	Chitral/Pak	2  mĩndʒ	response	
56	48	26	85	fat (of meat)	Settlet Swat/Pak	2  mindʒ	response	
56	48	27	85	fat (of meat)	Gilgit/Pak	2  mĩdʒ	response	
56	48	28	85	fat (of meat)	Kaghan/Pak	2  mĩndʒ	response	
56	48	29	85	fat (of meat)	North. Azad/Pak	1  tʃʌɾbi	response	
56	48	30	85	fat (of meat)	Centr. Azad/Pak	1  tʃɛɾbi	response	
56	48	31	85	fat (of meat)	Udhampur/J&K	1  tʃɛɾbi	response	
56	48	32	85	fat (of meat)	Jammu/J&K	1  tʃɛɾbi	response	
56	48	33	85	fat (of meat)	Chamba/H.P.	1  tʃɛɾbi	response	
56	48	34	85	fat (of meat)	Rampur/H.P.	1  tʃɛɾbi	response	
56	48	35	85	fat (of meat)	Nalagarh/H.P.	1  tʃɛɾbi	response	
56	48	36	85	fat (of meat)	Dehradun/U.P.	1  tʃɛɾbi	response	
56	48	37	85	fat (of meat)	Kotdwara/U.P.	1  tʃɛɾbi	response	
56	48	38	85	fat (of meat)	Haldwani/U.P.	1  tʃʌɾbi	response	
56	48	42	86	fish	Urdu	1  mʌtʃhli	response	
56	48	43	86	fish	Chitral/Pak	1  mʌtʃi	response	
56	48	44	86	fish	Settlet Swat/Pak	1  mʌtʃhi	response	
56	48	45	86	fish	Gilgit/Pak	1  mʌtʃi	response	
56	48	46	86	fish	Kaghan/Pak	1  mʌtʃi	response	
56	48	47	86	fish	North. Azad/Pak	1  mʌtʃi	response	
56	48	48	86	fish	Centr. Azad/Pak	1  mʌtʃhi	response	
56	48	49	86	fish	Udhampur/J&K	1  mʌtʃhi	response	
56	48	50	86	fish	Jammu/J&K	1  mʌtʃhi	response	
56	48	51	86	fish	Chamba/H.P.	1  mʌtʃhi	response	
56	48	52	86	fish	Rampur/H.P.	1  mʌtʃhi	response	
56	48	53	86	fish	Nalagarh/H.P.	1  mʌtʃhi	response	
56	48	54	86	fish	Dehradun/U.P.	1  mʌtʃhi	response	
56	48	55	86	fish	Kotdwara/U.P.	1  mʌtʃhi	response	
56	48	56	86	fish	Haldwani/U.P.	1  mʌtʃhi	response	
56	48	60	87	chicken	Urdu	2  mʊɾɣi	response	
56	48	61	87	chicken	Chitral/Pak	1  kukʊɽi	response	
56	48	62	87	chicken	Settlet Swat/Pak	1  kokoɽ	response	
56	48	63	87	chicken	Gilgit/Pak	1  kukɽi	response	
56	48	64	87	chicken	Kaghan/Pak	1  kukɽi	response	
56	48	65	87	chicken	North. Azad/Pak	1  kukɽi	response	
56	48	66	87	chicken	Centr. Azad/Pak	1  kukəɽi	response	
56	48	67	87	chicken	Udhampur/J&K	1  kukəɽi	response	
56	48	68	87	chicken	Jammu/J&K	1  kukəɽi	response	
56	48	69	87	chicken	Chamba/H.P.	1  kɔkəɽi	response	
56	48	70	87	chicken	Rampur/H.P.	1  kukəɽi	response	
56	48	71	87	chicken	Nalagarh/H.P.	2  mʊɾgi	response	
56	48	72	87	chicken	Dehradun/U.P.	2  mʊɾgi	response	
56	48	73	87	chicken	Kotdwara/U.P.	2  mʊɾgi	response	
56	48	74	87	chicken	Haldwani/U.P.	2  mʊɾgi	response	
56	48	96	88	egg	Urdu	2  ʌɳɖɑ	response	
56	48	97	88	egg	Chitral/Pak	1  ɑnʈʌɭɑ	response	
56	48	98	88	egg	Settlet Swat/Pak	1  ʌɳʈʌlɑ	response	
56	48	99	88	egg	Gilgit/Pak	1  ɑɳʈʌɽo / 1  ɑɳʈlɑ̃	response	
56	48	100	88	egg	Kaghan/Pak	1  ɑnʈʌɖo	response	
56	48	101	88	egg	North. Azad/Pak	1  ʌntɭɽo	response	
56	48	102	88	egg	Centr. Azad/Pak	1  ʌɳʈɾo / 2  ʌɳɖo	response	
56	48	103	88	egg	Udhampur/J&K	1  ɑ̃ɳʈəɽo	response	
56	48	104	88	egg	Jammu/J&K	2  ɑɳɖo	response	
56	48	105	88	egg	Chamba/H.P.	1  ɑɳʈəɽʌ	response	
56	48	106	88	egg	Rampur/H.P.	1  ɑɳʈʌɽo	response	
56	48	107	88	egg	Nalagarh/H.P.	2  ɑɳɖo	response	
56	48	108	88	egg	Dehradun/U.P.	2  ʌɳɖʌ	response	
56	48	109	88	egg	Kotdwara/U.P.	2  ʌɳɖʌ	response	
56	48	110	88	egg	Haldwani/U.P.	2  ɑɳɖo	response	
56	48	114	89	cow	Urdu	1  gɑe	response	
56	48	115	89	cow	Chitral/Pak	1  gɑ̃	response	
56	48	116	89	cow	Settlet Swat/Pak	1  gɑ̃	response	
56	48	117	89	cow	Gilgit/Pak	1  gɑ̃	response	
56	48	118	89	cow	Kaghan/Pak	1  gɑ̃	response	
56	48	119	89	cow	North. Azad/Pak	1  gɑ̃	response	
56	48	120	89	cow	Centr. Azad/Pak	1  gɑ̃	response	
56	48	121	89	cow	Udhampur/J&K	1  gɑ̃	response	
56	48	122	89	cow	Jammu/J&K	1  gɑ̃	response	
56	48	123	89	cow	Chamba/H.P.	1  gɑ̃	response	
56	48	124	89	cow	Rampur/H.P.	1  gɑ̃	response	
56	48	125	89	cow	Nalagarh/H.P.	1  gɑ̃	response	
56	48	126	89	cow	Dehradun/U.P.	1  gɑ̃	response	
56	48	127	89	cow	Kotdwara/U.P.	1  gɑ̃	response	
56	48	128	89	cow	Haldwani/U.P.	1  gɑ̃	response	
56	48	132	90	buffalo	Urdu	2  bhɛ̃s	response	
56	48	133	90	buffalo	Chitral/Pak	1  mɛs	response	
56	48	134	90	buffalo	Settlet Swat/Pak	1  mɛs	response	
56	48	135	90	buffalo	Gilgit/Pak	1  mhɛs	response	
56	48	136	90	buffalo	Kaghan/Pak	1  mɛs	response	
56	48	137	90	buffalo	North. Azad/Pak	1  mɛːs	response	
56	48	138	90	buffalo	Centr. Azad/Pak	1  mɛːs	response	
56	48	139	90	buffalo	Udhampur/J&K	1  mæs	response	
56	48	140	90	buffalo	Jammu/J&K	1  mæːs	response	
56	48	141	90	buffalo	Chamba/H.P.	1  mæːs	response	
56	48	142	90	buffalo	Rampur/H.P.	1  mæːs	response	
56	48	143	90	buffalo	Nalagarh/H.P.	1  mæːs	response	
56	48	144	90	buffalo	Dehradun/U.P.	1  mæːs	response	
56	48	145	90	buffalo	Kotdwara/U.P.	1  mæːs	response	
56	48	146	90	buffalo	Haldwani/U.P.	1  mæːs	response	
57	49	24	91	milk	Urdu	1  dudh	response	
57	49	25	91	milk	Chitral/Pak	1  dʊth	response	
57	49	26	91	milk	Settlet Swat/Pak	1  ɖʊdh	response	
57	49	27	91	milk	Gilgit/Pak	1  dʊd	response	
57	49	28	91	milk	Kaghan/Pak	1  dʊd	response	
57	49	29	91	milk	North. Azad/Pak	1  dʊdh	response	
57	49	30	91	milk	Centr. Azad/Pak	1  dʊd	response	
57	49	31	91	milk	Udhampur/J&K	1  dʊdh	response	
57	49	32	91	milk	Jammu/J&K	1  dudh	response	
57	49	33	91	milk	Chamba/H.P.	1  dʊdh	response	
57	49	34	91	milk	Rampur/H.P.	1  dudh	response	
57	49	35	91	milk	Nalagarh/H.P.	1  dɔdh	response	
57	49	36	91	milk	Dehradun/U.P.	1  dodh	response	
57	49	37	91	milk	Kotdwara/U.P.	1  dɔdh	response	
57	49	38	91	milk	Haldwani/U.P.	1  dodh	response	
57	49	42	92	horns	Urdu	1  siŋg	response	
57	49	43	92	horns	Chitral/Pak	1  siŋg	response	
57	49	44	92	horns	Settlet Swat/Pak	1  seŋg	response	
57	49	45	92	horns	Gilgit/Pak	1  sɪŋg	response	
57	49	46	92	horns	Kaghan/Pak	1  sɛŋg / 1  siŋ	response	
57	49	47	92	horns	North. Azad/Pak	1  sɪŋg	response	
57	49	48	92	horns	Centr. Azad/Pak	1  siŋg	response	
57	49	49	92	horns	Udhampur/J&K	1  sɛŋg	response	
57	49	50	92	horns	Jammu/J&K	1  sɪŋg	response	
57	49	51	92	horns	Chamba/H.P.	1  sɪŋ	response	
57	49	52	92	horns	Rampur/H.P.	1  sɪŋ	response	
57	49	53	92	horns	Nalagarh/H.P.	1  sɛŋg	response	
57	49	54	92	horns	Dehradun/U.P.	1  seŋ	response	
57	49	55	92	horns	Kotdwara/U.P.	1  sɛŋg	response	
57	49	56	92	horns	Haldwani/U.P.	1  sɛŋg	response	
57	49	60	93	tail	Urdu	1  dʊm	response	
57	49	61	93	tail	Chitral/Pak	2  pʊtʃʌɽi	response	
57	49	62	93	tail	Settlet Swat/Pak	2  pʊʃɪɽi	response	
57	49	63	93	tail	Gilgit/Pak	2  pʊtʃʌɽi / 2  putʃoɽ	response	
57	49	64	93	tail	Kaghan/Pak	4  ɖʊmʌɽ	response	
57	49	65	93	tail	North. Azad/Pak	4  ɖumʌɽ	response	
57	49	66	93	tail	Centr. Azad/Pak	2  putʃʌɽ / 3  tʃufʌɽ	response	
57	49	67	93	tail	Udhampur/J&K	1  dʊm	response	
57	49	68	93	tail	Jammu/J&K	2  putʃəɽo	response	
57	49	69	93	tail	Chamba/H.P.	2  putʃhəɽ	response	
57	49	70	93	tail	Rampur/H.P.	2  putʃʌɽ	response	
57	49	71	93	tail	Nalagarh/H.P.	2  putʃəɽo	response	
57	49	72	93	tail	Dehradun/U.P.	2  putʃəɽo	response	
57	49	73	93	tail	Kotdwara/U.P.	2  putʃɛɽo	response	
57	49	74	93	tail	Haldwani/U.P.	2  putʃəɽo	response	
57	49	96	94	goat	Urdu	1  bʌkɾi	response	
57	49	97	94	goat	Chitral/Pak	1  bʌkɾi	response	
57	49	98	94	goat	Settlet Swat/Pak	1  bʌkɾi	response	
57	49	99	94	goat	Gilgit/Pak	1  bʌkɾi	response	
57	49	100	94	goat	Kaghan/Pak	1  bʌkɾi	response	
57	49	101	94	goat	North. Azad/Pak	1  bʌkɾi	response	
57	49	102	94	goat	Centr. Azad/Pak	1  bʌkɽi	response	
57	49	103	94	goat	Udhampur/J&K	1  bʌkɽi	response	
57	49	104	94	goat	Jammu/J&K	1  bʌkɾi	response	
57	49	105	94	goat	Chamba/H.P.	1  bʌkɾi	response	
57	49	106	94	goat	Rampur/H.P.	1  bʌkɾi	response	
57	49	107	94	goat	Nalagarh/H.P.	1  bʌkɾi	response	
57	49	108	94	goat	Dehradun/U.P.	1  bʌkɾi	response	
57	49	109	94	goat	Kotdwara/U.P.	1  bʌkɾi	response	
57	49	110	94	goat	Haldwani/U.P.	1  bʌkɾi	response	
57	49	114	95	dog	Urdu	1  kutːɑ	response	
57	49	115	95	dog	Chitral/Pak	1  kʊto	response	
57	49	116	95	dog	Settlet Swat/Pak	1  kotːɑ	response	
57	49	117	95	dog	Gilgit/Pak	1  kuto	response	
57	49	118	95	dog	Kaghan/Pak	1  kuto	response	
57	49	119	95	dog	North. Azad/Pak	1  kutːo	response	
57	49	120	95	dog	Centr. Azad/Pak	1  kuto	response	
57	49	121	95	dog	Udhampur/J&K	1  kutːɑ	response	
57	49	122	95	dog	Jammu/J&K	1  kʊtːo	response	
57	49	123	95	dog	Chamba/H.P.	1  kʊtːʌ	response	
57	49	124	95	dog	Rampur/H.P.	1  kʊtːo	response	
57	49	125	95	dog	Nalagarh/H.P.	1  kʊtːo	response	
57	49	126	95	dog	Dehradun/U.P.	1  kʊtːo	response	
57	49	127	95	dog	Kotdwara/U.P.	1  kʊtːo	response	
57	49	128	95	dog	Haldwani/U.P.	1  kʊtːo	response	
57	49	132	96	snake	Urdu	1  sɑ̃ːp	response	
57	49	133	96	snake	Chitral/Pak	1  sʌp	response	
57	49	134	96	snake	Settlet Swat/Pak	1  sʌph	response	
57	49	135	96	snake	Gilgit/Pak	1  sʌph	response	
57	49	136	96	snake	Kaghan/Pak	1  sʌph	response	
57	49	137	96	snake	North. Azad/Pak	1  sʌph	response	
57	49	138	96	snake	Centr. Azad/Pak	1  sʌp	response	
57	49	139	96	snake	Udhampur/J&K	1  sʌp	response	
57	49	140	96	snake	Jammu/J&K	1  sʌp	response	
57	49	141	96	snake	Chamba/H.P.	1  sʌp	response	
57	49	142	96	snake	Rampur/H.P.	1  sʌp	response	
57	49	143	96	snake	Nalagarh/H.P.	1  sʌp	response	
57	49	144	96	snake	Dehradun/U.P.	1  sʌp	response	
57	49	145	96	snake	Kotdwara/U.P.	1  sʌp	response	
57	49	146	96	snake	Haldwani/U.P.	1  sʌp	response	
58	50	24	97	monkey	Urdu	1  bʌndʌɾ	response	
58	50	25	97	monkey	Chitral/Pak	2  budʒʊno	response	
58	50	26	97	monkey	Settlet Swat/Pak	2  bũdʒno	response	
58	50	27	97	monkey	Gilgit/Pak	2  budʒɑnõ	response	
58	50	28	97	monkey	Kaghan/Pak	2  budʒno	response	
58	50	29	97	monkey	North. Azad/Pak	2  budʒʌno	response	
58	50	30	97	monkey	Centr. Azad/Pak	1  bɑndʌɾ / 2  budʒo	response	
58	50	31	97	monkey	Udhampur/J&K	1  bɑndʌɾ	response	
58	50	32	97	monkey	Jammu/J&K	1  bɑndʌɾ	response	
58	50	33	97	monkey	Chamba/H.P.	1  bɑndʌɾ	response	
58	50	34	97	monkey	Rampur/H.P.	1  bɑndʌɾ	response	
58	50	35	97	monkey	Nalagarh/H.P.	1  bɑndʌɾ	response	
58	50	36	97	monkey	Dehradun/U.P.	1  bɑndʌɾ	response	
58	50	37	97	monkey	Kotdwara/U.P.	1  bɑndʌɾ	response	
58	50	38	97	monkey	Haldwani/U.P.	1  bɑndʌɾ	response	
58	50	42	98	mosquito	Urdu	1  mʌtʃhʌɾ	response	
58	50	43	98	mosquito	Chitral/Pak	1  mʌtʃʌɾ	response	
58	50	44	98	mosquito	Settlet Swat/Pak	1  mʌtʃːʌɾ	response	
58	50	45	98	mosquito	Gilgit/Pak	1  mʌtʃʌɾ	response	
58	50	46	98	mosquito	Kaghan/Pak	1  mʌtʃʌɾ / 1  mʌtʃoɽ	response	
58	50	47	98	mosquito	North. Azad/Pak	1  mʌtʃʌɾ	response	
58	50	48	98	mosquito	Centr. Azad/Pak	1  mʌtʃʌɾ	response	
58	50	49	98	mosquito	Udhampur/J&K	1  mʌtʃhʌɾ	response	
58	50	50	98	mosquito	Jammu/J&K	1  mʌʃʌɾ	response	
58	50	51	98	mosquito	Chamba/H.P.	1  mʌtʃhʌɽ	response	
58	50	52	98	mosquito	Rampur/H.P.	1  mʌtʃʌɾ	response	
58	50	53	98	mosquito	Nalagarh/H.P.	1  mʌtʃhʌɾ	response	
58	50	54	98	mosquito	Dehradun/U.P.	1  mʌtʃhɛɽ	response	
58	50	55	98	mosquito	Kotdwara/U.P.	1  mʌtʃhʌɽ	response	
58	50	56	98	mosquito	Haldwani/U.P.	1  mʌtʃhʌɽ	response	
58	50	60	99	ant	Urdu	4  tʃiũʈi	response	
58	50	61	99	ant	Chitral/Pak	2  pi	response	
58	50	62	99	ant	Settlet Swat/Pak	2  pi	response	
58	50	63	99	ant	Gilgit/Pak	3  pɪɽɪ	response	
58	50	64	99	ant	Kaghan/Pak	3  piɽɑ	response	
58	50	65	99	ant	North. Azad/Pak	3  pili	response	
58	50	66	99	ant	Centr. Azad/Pak	1  kiɽi / 3  pili	response	
58	50	67	99	ant	Udhampur/J&K	1  kiɽo	response	
58	50	68	99	ant	Jammu/J&K	1  kɪɽi	response	
58	50	69	99	ant	Chamba/H.P.	1  kɪɽi	response	
58	50	70	99	ant	Rampur/H.P.	1  kɪɽi	response	
58	50	71	99	ant	Nalagarh/H.P.	1  kɪɽi	response	
58	50	72	99	ant	Dehradun/U.P.	1  kɪɽi	response	
58	50	73	99	ant	Kotdwara/U.P.	1  kɪɽi	response	
58	50	74	99	ant	Haldwani/U.P.	1  kɪɽi	response	
58	50	96	100	spider	Urdu	2  mʌkɽi	response	
58	50	97	100	spider	Chitral/Pak	3  dʒolɑ	response	
58	50	98	100	spider	Settlet Swat/Pak	3  dʒolɑ	response	
58	50	99	100	spider	Gilgit/Pak	3  dʒulɑ	response	
58	50	100	100	spider	Kaghan/Pak	1  bʌbhuʌ / 1  bʌbiʌ	response	
58	50	101	100	spider	North. Azad/Pak	1  bʌbuo	response	
58	50	102	100	spider	Centr. Azad/Pak	1  bʌbuo	response	
58	50	103	100	spider	Udhampur/J&K	1  bʌmbhuo	response	
58	50	104	100	spider	Jammu/J&K	1  bʌbuo	response	
58	50	105	100	spider	Chamba/H.P.	1  bubũwõ	response	
58	50	106	100	spider	Rampur/H.P.	1  bʊbʊo	response	
58	50	107	100	spider	Nalagarh/H.P.	1  bʊboʌ	response	
58	50	108	100	spider	Dehradun/U.P.	2  mʌkɽi	response	
58	50	109	100	spider	Kotdwara/U.P.	1  bʌbhuo	response	
58	50	110	100	spider	Haldwani/U.P.	1  bubuɑ	response	
58	50	114	101	name	Urdu	1  nɑm	response	
58	50	115	101	name	Chitral/Pak	1  nɑ / 1  nɑ̃	response	
58	50	116	101	name	Settlet Swat/Pak	1  nɑ	response	
58	50	117	101	name	Gilgit/Pak	1  nɑ̃	response	
58	50	118	101	name	Kaghan/Pak	1  nɑ / 1  nɑ̃	response	
58	50	119	101	name	North. Azad/Pak	1  nɑ̃	response	
58	50	120	101	name	Centr. Azad/Pak	1  nɑ̃	response	
58	50	121	101	name	Udhampur/J&K	1  nɑ	response	
58	50	122	101	name	Jammu/J&K	1  nɑ	response	
58	50	123	101	name	Chamba/H.P.	1  nɑ	response	
58	50	124	101	name	Rampur/H.P.	1  nɑ	response	
58	50	125	101	name	Nalagarh/H.P.	1  nɑ	response	
58	50	126	101	name	Dehradun/U.P.	1  nɑ	response	
58	50	127	101	name	Kotdwara/U.P.	1  nɑ	response	
58	50	128	101	name	Haldwani/U.P.	1  nɑ	response	
58	50	132	102	man	Urdu	1  ɑdmi / 4  mʌɾd	response	
58	50	133	102	man	Chitral/Pak	1  ɑdmi / 2  dʒʌno	response	
58	50	134	102	man	Settlet Swat/Pak	1  ɑdmi / 2  dʒʌɳo	response	
58	50	135	102	man	Gilgit/Pak	1  ɑdmi / 2  dʒʌno	response	
58	50	136	102	man	Kaghan/Pak	1  ɑdmi	response	
58	50	137	102	man	North. Azad/Pak	1  ɑdmi / 2  dʒʌɳõ	response	
58	50	138	102	man	Centr. Azad/Pak	1  ʌdmi / 3  bʌndo	response	
58	50	139	102	man	Udhampur/J&K	1  ɑdmi	response	
58	50	140	102	man	Jammu/J&K	1  ɑdmi / 3  bʌndo	response	
58	50	141	102	man	Chamba/H.P.	1  ɑdmi	response	
58	50	142	102	man	Rampur/H.P.	1  ɑdmi	response	
58	50	143	102	man	Nalagarh/H.P.	1  ɑdmi	response	
58	50	144	102	man	Dehradun/U.P.	1  ɑdmi	response	
58	50	145	102	man	Kotdwara/U.P.	1  ɑdmi	response	
58	50	146	102	man	Haldwani/U.P.	1  ɑdmi	response	
59	51	24	103	woman	Urdu	7  ɔɾʌt	response	
59	51	25	103	woman	Chitral/Pak	1  tɾɛm	response	
59	51	26	103	woman	Settlet Swat/Pak	4  diɑni	response	
59	51	27	103	woman	Gilgit/Pak	1  tɾɛm	response	
59	51	28	103	woman	Kaghan/Pak	4  diɑɽi / 6 buɖi /6 bedki	response	
59	51	29	103	woman	North. Azad/Pak	6  bɛʈki	response	
59	51	30	103	woman	Centr. Azad/Pak	5  kuɽi / 6  bɛʈki	response	
59	51	31	103	woman	Udhampur/J&K	1  trimt	response	
59	51	32	103	woman	Jammu/J&K	2  dʒʌnɑni	response	
59	51	33	103	woman	Chamba/H.P.	2  dʒʌnɑni / 3  gedəɾi	response	
59	51	34	103	woman	Rampur/H.P.	2  dʒʌnɑni / 7  ɔɾʌt	response	
59	51	35	103	woman	Nalagarh/H.P.	2  dʒʌnɑni	response	
59	51	36	103	woman	Dehradun/U.P.	2  dʒʌnɑni	response	
59	51	37	103	woman	Kotdwara/U.P.	2  dʒʌnɑni	response	
59	51	38	103	woman	Haldwani/U.P.	2  dʒʌnɑni	response	
59	51	42	104	child	Urdu	3  bʌtʃːɑ	response	
59	51	43	104	child	Chitral/Pak	2  dʒɑtʌk	response	
59	51	44	104	child	Settlet Swat/Pak	1  dʒɑkʌt	response	
59	51	45	104	child	Gilgit/Pak	2  dʒɑtek	response	
59	51	46	104	child	Kaghan/Pak	2  dʒɑtʌkh / 3  bʌtʃo	response	
59	51	47	104	child	North. Azad/Pak	2  dʒɑtʌk	response	
59	51	48	104	child	Centr. Azad/Pak	3  bʌtʃo	response	
59	51	49	104	child	Udhampur/J&K	1  dʒɑkt	response	
59	51	50	104	child	Jammu/J&K	1  dʒɑgt / 3  bʌtʃo	response	
59	51	51	104	child	Chamba/H.P.	3  bʌtʃɑ	response	
59	51	52	104	child	Rampur/H.P.	1  dʒɑgt / 4  nikɑ	response	
59	51	53	104	child	Nalagarh/H.P.	1  dʒɑgt	response	
59	51	54	104	child	Dehradun/U.P.	1  dʒɑgt	response	
59	51	55	104	child	Kotdwara/U.P.	3  bʌtʃːɑ	response	
59	51	56	104	child	Haldwani/U.P.	1  dʒɑgt	response	
59	51	60	105	father	Urdu	2  bɑp	response	
59	51	61	105	father	Chitral/Pak	2  bɑph	response	
59	51	62	105	father	Settlet Swat/Pak	2  bɑp	response	
59	51	63	105	father	Gilgit/Pak	2  bɑp	response	
59	51	64	105	father	Kaghan/Pak	2  bɑph	response	
59	51	65	105	father	North. Azad/Pak	2  bɑp	response	
59	51	66	105	father	Centr. Azad/Pak	1  ʌbo / 2  bɑp	response	
59	51	67	105	father	Udhampur/J&K	1  ʌbo	response	
59	51	68	105	father	Jammu/J&K	2  bɑp	response	
59	51	69	105	father	Chamba/H.P.	1  ʌbɑ / 2  bɑp	response	
59	51	70	105	father	Rampur/H.P.	1  ʌbo	response	
59	51	71	105	father	Nalagarh/H.P.	1  ʌbo	response	
59	51	72	105	father	Dehradun/U.P.	1  ʌbːo	response	
59	51	73	105	father	Kotdwara/U.P.	1  ʌbːo	response	
59	51	74	105	father	Haldwani/U.P.	1  ʌbːo	response	
59	51	96	106	mother	Urdu	2  mɑ̃	response	
59	51	97	106	mother	Chitral/Pak	2  mɑ	response	
59	51	98	106	mother	Settlet Swat/Pak	2  mɑ	response	
