bagri_loonkansar,992,hu,I (1st singular),,hu,,bagri
mewati_gulpeda,,ɾukh,tree,,ɾukh,,mewati
mewati_goyla,,ɾukh,tree,,ɾukh,,mewati
mewati_akera,,ɾukh,tree,,ɾukh,,mewati
mewati_jakhopur,,ɾukh,tree,,ɾukh,,mewati
mewati_udaka,,ɾukh,tree,,ɾukh,,mewati
mewati_hathiya,,ɾukh,tree,,ɾukh,,mewati
mewari_khor,,ɾukhəɖo,tree,,ɾukhəɖo,,mewari
hadothi_pakkarana,,ɾukɖa,tree,,ɾukɖa,,hadothi
marwari_kherwa,,ɾukɖɔ,tree,,ɾukɖɔ,,marwari
marwari_fatehgarh,,ɾuŋgkh,tree,,ɾuŋgkh,,marwari
mewari_kalnsas,,ɾuŋgɖa,tree,,ɾuŋgɖa,,mewari
mewari_sangad,,ɾuŋgɖa,tree,,ɾuŋgɖa,,mewari
mewari_gorana,,ɾuŋgɖa,tree,,ɾuŋgɖa,,mewari
mewari_pathera,,ɾuŋgɖa,tree,,ɾuŋgɖa,,mewari
dhundari_bamore,,ɾuŋgɖɔ,tree,,ɾuŋgɖɔ,,dhundari
mewari_godra,,ɾuŋgɖɔ,tree,,ɾuŋgɖɔ,,mewari
mewari_kannouj,,ɾuŋkhɖa,tree,,ɾuŋkhɖa,,mewari
marwari_gomat,,ɾuŋkhɖɔ,tree,,ɾuŋkhɖɔ,,marwari
mewari_bhunyakhedi,,ɾuŋkuɖo,tree,,ɾuŋkuɖo,,mewari
mewari_dholpura,,ɾuŋkɖa,tree,,ɾuŋkɖa,,mewari
marwari_degana,,ɾuŋkɖɔ,tree,,ɾuŋkɖɔ,,marwari
mewari_basad,,ɾuːkɖa,tree,,ɾuːkɖa,,mewari
mewari_ajmer,,ɾũkh,tree,,ɾũkh,,mewari
marwari_mukheri,,ɾũkh,tree,,ɾũkh,,marwari
hadothi_kelwada,,ɾũkh,tree,,ɾũkh,,hadothi
hadothi_patera,,ɾũkhɖa,tree,,ɾũkhɖa,,hadothi
mewari_kishanji,,ɾũkhəɖa,tree,,ɾũkhəɖa,,mewari
mewari_eklingpura,,ɾũkhəɖa,tree,,ɾũkhəɖa,,mewari
hadothi_kawai,,ɾũkɖa,tree,,ɾũkɖa,,hadothi
dhundari_deladi,,ɾũkɖa,tree,,ɾũkɖa,,dhundari
mewari_kalgav,,ɾũkɖɐ,tree,,ɾũkɖɐ,,mewari
mewari_padarada,,ɾũkɖɐ,tree,,ɾũkɖɐ,,mewari
hadothi_devpura,,ɾũkɖɔ,tree,,ɾũkɖɔ,,hadothi
hadothi_kawai,,ɾũkɖɔ,tree,,ɾũkɖɔ,,hadothi
mewari_dindoli,,ɾũkɖɔ,tree,,ɾũkɖɔ,,mewari
mewari_bannoda,,ɾũkɖɔ,tree,,ɾũkɖɔ,,mewari
hadothi_gothda,,ɾũkɖɔ,tree,,ɾũkɖɔ,,hadothi
hadothi_shyampura,,ɾũkɖɔ,tree,,ɾũkɖɔ,,hadothi
hadothi_silori,,ɾũkɖɔ,tree,,ɾũkɖɔ,,hadothi
mewari_padarada,,ɾũkɖɔ,tree,,ɾũkɖɔ,,mewari
hadothi_piplia,,ɾũkɖɔ,tree,,ɾũkɖɔ,,hadothi
mewari_hurda,,ɾũkəɖa,tree,,ɾũkəɖa,,mewari
mewari_jesingpura,,ɾũkəɖo,tree,,ɾũkəɖo,,mewari
hadothi_pakkarana,,ɾũŋgɖa,tree,,ɾũŋgɖa,,hadothi
dhundari_bhagatpur,,ɾũŋkɖɐ,tree,,ɾũŋkɖɐ,,marwari
dhundari_bhagatpur,,ɾũŋkɖʌ,tree,,ɾũŋkɖʌ,,dhundari
dhundari_pathalvas,,ɾɔ̃khəɖɔ,tree,,ɾɔ̃khəɖɔ,,dhundari
marwari_mukheri,,ɾ̪ũŋkhəɖɔ,tree,,ɾ̪ũŋkhəɖɔ,,marwari
marwari_fatehgarh,,ʈhʌhsʌ,tree,,ʈhʌhsʌ,,marwari
marwari_fatehgarh,,ʈhʌːŋʃa,tree,,ʈhʌːŋʃa,,marwari
marwari_kherwa,,hɐld̪i,turmeric,,hɐld̪i,,marwari
marwari_falna,,hɐld̪i,turmeric,,hɐld̪i,,marwari
mewati_jakhopur,,hɐld̪i,turmeric,,hɐld̪i,,mewati
hadothi_piplia,,hɐld̪i,turmeric,,hɐld̪i,,hadothi
marwari_husangsar,,hɐld̪i,turmeric,,hɐld̪i,,marwari
mewati_akera,,hɐld̪i,turmeric,,hɐld̪i,,mewati
marwari_bagra,,hɐld̪ə,turmeric,,hɐld̪ə,,marwari
hadothi_gothda,,hɐlɐd̪,turmeric,,hɐlɐd̪,,hadothi
mewari_godra,,hɐləd̪,turmeric,,hɐləd̪,,mewari
mewari_gorana,,hɐləd̪,turmeric,,hɐləd̪,,mewari
mewari_kishanji,,hɐɭd̪i,turmeric,,hɐɭd̪i,,mewari
bagri_mannaksar,,hɐɭd̪i,turmeric,,hɐɭd̪i,,bagri
mewati_gulpeda,,hɐɭd̪i,turmeric,,hɐɭd̪i,,mewati
bagri_old_abaddi,,hɐɭd̪i,turmeric,,hɐɭd̪i,,bagri
bagri_mirzawala,,hɐɭd̪i,turmeric,,hɐɭd̪i,,bagri
bagri_panjkosi,,hɐɭd̪i,turmeric,,hɐɭd̪i,,bagri
bagri_makkasar,,hɐɭd̪i,turmeric,,hɐɭd̪i,,bagri
mewari_hurda,,hɐɭd̪i,turmeric,,hɐɭd̪i,,mewari
bagri_karnigedda,,hɐɭd̪i,turmeric,,hɐɭd̪i,,bagri
bagri_lakjikirani,,hɐɭd̪i,turmeric,,hɐɭd̪i,,bagri
bagri_pallu,,hɐɭd̪i,turmeric,,hɐɭd̪i,,bagri
marwari_degana,,hɐɭd̪i,turmeric,,hɐɭd̪i,,marwari
bagri_loonkansar,,hɐɭd̪i,turmeric,,hɐɭd̪i,,bagri
mewati_hathiya,,hɐɭd̪i,turmeric,,hɐɭd̪i,,mewati
bagri_jamal,,hɐɭd̪i,turmeric,,hɐɭd̪i,,bagri
mewari_khor,,hɐɭd̪i,turmeric,,hɐɭd̪i,,mewari
mewati_chirkana,,hɐɭd̪i,turmeric,,hɐɭd̪i,,mewati
bagri_fatehabad,,hɐɭd̪i,turmeric,,hɐɭd̪i,,bagri
mewari_padarada,,hɐɭd̪i,turmeric,,hɐɭd̪i,,mewari
bagri_sardarsahar,,hɐɭd̪i,turmeric,,hɐɭd̪i,,bagri
mewari_dindoli,,hɐɭɐd̪,turmeric,,hɐɭɐd̪,,mewari
mewari_dholpura,,hɐɭɐd̪,turmeric,,hɐɭɐd̪,,mewari
mewari_kannouj,,hɐɭɐd̪,turmeric,,hɐɭɐd̪,,mewari
mewari_kalgav,,hɐɭɐd̪,turmeric,,hɐɭɐd̪,,mewari
hadothi_patera,,hɐɭɐd̪,turmeric,,hɐɭɐd̪,,hadothi
hadothi_kawai,,hɐɭɐd̪,turmeric,,hɐɭɐd̪,,hadothi
marwari_gomat,,hɐɭɐd̪,turmeric,,hɐɭɐd̪,,marwari
mewari_kalnsas,,hɐɭɐd̪,turmeric,,hɐɭɐd̪,,mewari
mewari_sangad,,hɐɭɐd̪i,turmeric,,hɐɭɐd̪i,,mewari
hadothi_kawai,,hɐɭɐd̪ə,turmeric,,hɐɭɐd̪ə,,hadothi
mewati_udaka,,hɐɭɐd̪ɨ,turmeric,,hɐɭɐd̪ɨ,,mewati
mewati_goyla,,hɐɭɐd̪ɨ,turmeric,,hɐɭɐd̪ɨ,,mewati
marwari_fatehgarh,,hɐɭɐɖ,turmeric,,hɐɭɐɖ,,marwari
mewari_bannoda,,hɐɭəd̪,turmeric,,hɐɭəd̪,,mewari
hadothi_pakkarana,,hɐɭəd̪i,turmeric,,hɐɭəd̪i,,hadothi
hadothi_shyampura,,hɐɭəd̪i,turmeric,,hɐɭəd̪i,,hadothi
dhundari_jorpura,,hɐɭəd̪i,turmeric,,hɐɭəd̪i,,dhundari
dhundari_bamore,,hɐɭəd̪i,turmeric,,hɐɭəd̪i,,dhundari
hadothi_silori,,hɐɭəd̪i,turmeric,,hɐɭəd̪i,,hadothi
dhundari_pathalvas,,hɐɭəd̪i,turmeric,,hɐɭəd̪i,,dhundari
dhundari_badagaon,,hɐɭəd̪i,turmeric,,hɐɭəd̪i,,marwari
mewari_pathera,,hɐɭəd̪i,turmeric,,hɐɭəd̪i,,mewari
dhundari_chalkoi,,hɐɭəd̪i,turmeric,,hɐɭəd̪i,,marwari
marwari_mukheri,,hɐɭəd̪ə,turmeric,,hɐɭəd̪ə,,marwari
mewari_eklingpura,,hɐɭəd̪ə,turmeric,,hɐɭəd̪ə,,mewari
mewari_ajmer,,hɐɭəd̪ə,turmeric,,hɐɭəd̪ə,,mewari
hadothi_devpura,,hɐɭəd̪ə,turmeric,,hɐɭəd̪ə,,hadothi
marwari_fatehgarh,,hɐɭəɖ,turmeric,,hɐɭəɖ,,marwari
dhundari_bhagatpur,,hɐɭɨd̪i,turmeric,,hɐɭɨd̪i,,marwari
mewati_jhambaus,,hɐɭɨd̪i,turmeric,,hɐɭɨd̪i,,mewati
mewati_akera,,hɐɭɨd̪i,turmeric,,hɐɭɨd̪i,,mewati
hadothi_piplia,,hɐɾd̪i,turmeric,,hɐɾd̪i,,hadothi
mewari_bhunyakhedi,,hɐɾɐd̪,turmeric,,hɐɾɐd̪,,mewari
hadothi_kelwada,,hɐɾɐd̪,turmeric,,hɐɾɐd̪,,hadothi
mewari_jesingpura,,hɐɾɐd̪,turmeric,,hɐɾɐd̪,,mewari
mewari_basad,,hɐɾ̪ɐd̪,turmeric,,hɐɾ̪ɐd̪,,mewari
dhundari_badagaon,,hʌld̪i,turmeric,,hʌld̪i,,dhundari
dhundari_badagaon,,hʌɭd̪i,turmeric,,hʌɭd̪i,,dhundari
dhundari_chalkoi,,hʌɭd̪i,turmeric,,hʌɭd̪i,,dhundari
dhundari_bamore,,hʌɭd̪i,turmeric,,hʌɭd̪i,,dhundari
dhundari_deladi,,hʌɭəd̪ə,turmeric,,hʌɭəd̪ə,,dhundari
dhundari_pathalvas,,hʌɭəd̪ə,turmeric,,hʌɭəd̪ə,,dhundari
dhundari_bhagatpur,,hʌɭɨd̪i,turmeric,,hʌɭɨd̪i,,dhundari
marwari_husangsar,,ʌɭd̪i,turmeric,,ʌɭd̪i,,marwari
marwari_degana,,bara,twelve,,bara,,marwari
dhundari_badagaon,,bara,twelve,,bara,,dhundari
mewati_goyla,,bare,twelve,,bare,,mewati
mewati_udaka,,bare,twelve,,bare,,mewati
mewati_akera,,barhɛ,twelve,,barhɛ,,mewati
mewati_jhambaus,,baɾa,twelve,,baɾa,,mewati
hadothi_kawai,,baɾa,twelve,,baɾa,,hadothi
hadothi_gothda,,baɾa,twelve,,baɾa,,hadothi
mewati_hathiya,,baɾa,twelve,,baɾa,,mewati
mewati_chirkana,,baɾa,twelve,,baɾa,,mewati
hadothi_shyampura,,baɾa,twelve,,baɾa,,hadothi
mewati_jakhopur,,baɾa,twelve,,baɾa,,mewati
hadothi_piplia,,baɾa,twelve,,baɾa,,hadothi
hadothi_silori,,baɾa,twelve,,baɾa,,hadothi
hadothi_patera,,baɾa,twelve,,baɾa,,hadothi
bagri_fatehabad,,baɾah,twelve,,baɾah,,bagri
bagri_mirzawala,,baɾah,twelve,,baɾah,,bagri
bagri_loonkansar,,baɾah,twelve,,baɾah,,bagri
hadothi_devpura,,baɾɐ,twelve,,baɾɐ,,hadothi
mewari_gorana,,baɾɐ,twelve,,baɾɐ,,mewari
dhundari_chalkoi,,baɾɐ,twelve,,baɾɐ,,marwari
mewari_kishanji,,baɾɐ,twelve,,baɾɐ,,mewari
dhundari_deladi,,baɾɐ,twelve,,baɾɐ,,dhundari
mewari_jesingpura,,baɾɐ,twelve,,baɾɐ,,mewari
mewari_kalgav,,baɾɐ,twelve,,baɾɐ,,mewari
mewari_pathera,,baɾɐ,twelve,,baɾɐ,,mewari
marwari_husangsar,,baɾɐ,twelve,,baɾɐ,,marwari
mewari_hurda,,baɾɐ,twelve,,baɾɐ,,mewari
dhundari_bhagatpur,,baɾɐ,twelve,,baɾɐ,,dhundari
dhundari_jorpura,,baɾɐ,twelve,,baɾɐ,,dhundari
mewari_ajmer,,baɾɐ,twelve,,baɾɐ,,mewari
mewari_khor,,baɾɐ,twelve,,baɾɐ,,mewari
mewari_godra,,baɾɐ,twelve,,baɾɐ,,mewari
dhundari_bhagatpur,,baɾɐ,twelve,,baɾɐ,,marwari
mewari_sangad,,baɾɐ,twelve,,baɾɐ,,mewari
mewari_kalnsas,,baɾɐ,twelve,,baɾɐ,,mewari
hadothi_kelwada,,baɾɛ,twelve,,baɾɛ,,hadothi
hadothi_pakkarana,,baɾ̪a,twelve,,baɾ̪a,,hadothi
mewari_khor,,baɾ̪e,twelve,,baɾ̪e,,mewari
mewari_bannoda,,baɾ̪ɐ,twelve,,baɾ̪ɐ,,mewari
mewari_eklingpura,,baɾ̪ɐ,twelve,,baɾ̪ɐ,,mewari
dhundari_pathalvas,,baɾ̪ɐ,twelve,,baɾ̪ɐ,,dhundari
mewari_kannouj,,baɾ̪ɐ,twelve,,baɾ̪ɐ,,mewari
marwari_kherwa,,baɾ̪ɐ,twelve,,baɾ̪ɐ,,marwari
dhundari_bamore,,baɾ̪ɐ,twelve,,baɾ̪ɐ,,dhundari
mewati_gulpeda,,baɾ̪ɐ,twelve,,baɾ̪ɐ,,mewati
dhundari_badagaon,,baɾ̪ɐ,twelve,,baɾ̪ɐ,,marwari
mewari_dindoli,,baɾ̪ɐ,twelve,,baɾ̪ɐ,,mewari
mewari_padarada,,baɾ̪ɐ,twelve,,baɾ̪ɐ,,mewari
mewari_dholpura,,baɾ̪ɐ,twelve,,baɾ̪ɐ,,mewari
marwari_falna,,baɾ̪ɛ,twelve,,baɾ̪ɛ,,marwari
mewari_basad,,baɾ̪ɛ,twelve,,baɾ̪ɛ,,mewari
marwari_mukheri,,baɾ̪ɛ,twelve,,baɾ̪ɛ,,marwari
dhundari_bhagatpur,,baɾ̪ʌ,twelve,,baɾ̪ʌ,,dhundari
marwari_bagra,,bɐɾe,twelve,,bɐɾe,,marwari
marwari_fatehgarh,,bɐɾe,twelve,,bɐɾe,,marwari
marwari_gomat,,bɐɾe,twelve,,bɐɾe,,marwari
dhundari_chalkoi,,bɐɾʌh,twelve,,bɐɾʌh,,dhundari
mewari_bhunyakhedi,,bɑɾɑ,twelve,,bɑɾɑ,,mewari
bagri_old_abaddi,,bɑɾʌ,twelve,,bɑɾʌ,,bagri
bagri_lakjikirani,,bɑɾʌ,twelve,,bɑɾʌ,,bagri
bagri_karnigedda,,bɑɾʌ,twelve,,bɑɾʌ,,bagri
bagri_panjkosi,,bɑɾʌ,twelve,,bɑɾʌ,,bagri
bagri_makkasar,,bɑɾʌ,twelve,,bɑɾʌ,,bagri
bagri_sardarsahar,,bɑɾʌ,twelve,,bɑɾʌ,,bagri
bagri_mannaksar,,bɑɾʌ,twelve,,bɑɾʌ,,bagri
bagri_jamal,,bɑɾʌ,twelve,,bɑɾʌ,,bagri
bagri_pallu,,bɑɾʌ,twelve,,bɑɾʌ,,bagri
marwari_gomat,,bi,twenty,,bi,,marwari
marwari_fatehgarh,,bih,twenty,,bih,,marwari
hadothi_pakkarana,,bis,twenty,,bis,,hadothi
dhundari_bhagatpur,,bis,twenty,,bis,,marwari
mewati_udaka,,bis,twenty,,bis,,mewati
bagri_loonkansar,,bis,twenty,,bis,,bagri
mewari_kalgav,,bis,twenty,,bis,,mewari
mewati_hathiya,,bis,twenty,,bis,,mewati
hadothi_piplia,,bis,twenty,,bis,,hadothi
mewati_goyla,,bis,twenty,,bis,,mewati
bagri_pallu,,bis,twenty,,bis,,bagri
dhundari_badagaon,,bis,twenty,,bis,,marwari
dhundari_chalkoi,,bis,twenty,,bis,,dhundari
dhundari_bamore,,bis,twenty,,bis,,dhundari
mewati_gulpeda,,bis,twenty,,bis,,mewati
bagri_jamal,,bis,twenty,,bis,,bagri
bagri_mirzawala,,bis,twenty,,bis,,bagri
hadothi_patera,,bis,twenty,,bis,,hadothi
mewari_godra,,bis,twenty,,bis,,mewari
hadothi_kawai,,bis,twenty,,bis,,hadothi
hadothi_shyampura,,bis,twenty,,bis,,hadothi
hadothi_gothda,,bis,twenty,,bis,,hadothi
mewari_kalnsas,,bis,twenty,,bis,,mewari
hadothi_kelwada,,bis,twenty,,bis,,hadothi
bagri_fatehabad,,bis,twenty,,bis,,bagri
mewari_kannouj,,bis,twenty,,bis,,mewari
dhundari_jorpura,,bis,twenty,,bis,,dhundari
dhundari_deladi,,bis,twenty,,bis,,dhundari
mewari_pathera,,bis,twenty,,bis,,mewari
mewati_akera,,bis,twenty,,bis,,mewati
mewari_dindoli,,bis,twenty,,bis,,mewari
marwari_husangsar,,bis,twenty,,bis,,marwari
bagri_makkasar,,bis,twenty,,bis,,bagri
dhundari_chalkoi,,bis,twenty,,bis,,marwari
hadothi_devpura,,bis,twenty,,bis,,hadothi
bagri_karnigedda,,bis,twenty,,bis,,bagri
mewari_ajmer,,bis,twenty,,bis,,mewari
bagri_mannaksar,,bis,twenty,,bis,,bagri
mewati_jakhopur,,bis,twenty,,bis,,mewati
dhundari_bhagatpur,,bis,twenty,,bis,,dhundari
hadothi_silori,,bis,twenty,,bis,,hadothi
dhundari_pathalvas,,bis,twenty,,bis,,dhundari
marwari_degana,,bis,twenty,,bis,,marwari
mewati_chirkana,,bis,twenty,,bis,,mewati
mewari_kishanji,,bis,twenty,,bis,,mewari
bagri_panjkosi,,bis,twenty,,bis,,bagri
bagri_sardarsahar,,bis,twenty,,bis,,bagri
marwari_mukheri,,bis,twenty,,bis,,marwari
dhundari_badagaon,,bis,twenty,,bis,,dhundari
bagri_lakjikirani,,bis,twenty,,bis,,bagri
mewati_jhambaus,,bis,twenty,,bis,,mewati
mewari_eklingpura,,bɦis,twenty,,bɦis,,mewari
mewari_hurda,,bɦis,twenty,,bɦis,,mewari
bagri_old_abaddi,,vi,twenty,,vi,,bagri
marwari_falna,,ʋi,twenty,,ʋi,,marwari
marwari_bagra,,ʋis,twenty,,ʋis,,marwari
mewari_padarada,,ʋis,twenty,,ʋis,,mewari
marwari_kherwa,,ʋis,twenty,,ʋis,,marwari
mewari_bannoda,,ʋis,twenty,,ʋis,,mewari
mewari_khor,,ʋis,twenty,,ʋis,,mewari
mewari_gorana,,ʋis,twenty,,ʋis,,mewari
mewari_dindoli,,ʋis,twenty,,ʋis,,mewari
mewari_basad,,ʋis,twenty,,ʋis,,mewari
mewari_kannouj,,ʋis,twenty,,ʋis,,mewari
mewari_sangad,,ʋiɕ,twenty,,ʋiɕ,,mewari
mewari_jesingpura,,ʋiʃ,twenty,,ʋiʃ,,mewari
mewari_dholpura,,ʋiʃ,twenty,,ʋiʃ,,mewari
mewari_bhunyakhedi,,ʋiʃ,twenty,,ʋiʃ,,mewari
marwari_bagra,,be,two,,be,,marwari
marwari_gomat,,be,two,,be,,marwari
marwari_falna,,bi,two,,bi,,marwari
marwari_fatehgarh,,bi,two,,bi,,marwari
mewari_khor,,bɛ,two,,bɛ,,mewari
bagri_karnigedda,,d̪o,two,,d̪o,,bagri
mewati_jhambaus,,d̪o,two,,d̪o,,mewati
bagri_lakjikirani,,d̪o,two,,d̪o,,bagri
bagri_fatehabad,,d̪o,two,,d̪o,,bagri
hadothi_kelwada,,d̪o,two,,d̪o,,hadothi
bagri_panjkosi,,d̪o,two,,d̪o,,bagri
hadothi_pakkarana,,d̪o,two,,d̪o,,hadothi
mewari_dholpura,,d̪o,two,,d̪o,,mewari
bagri_makkasar,,d̪o,two,,d̪o,,bagri
bagri_pallu,,d̪o,two,,d̪o,,bagri
hadothi_silori,,d̪o,two,,d̪o,,hadothi
hadothi_gothda,,d̪o,two,,d̪o,,hadothi
hadothi_patera,,d̪o,two,,d̪o,,hadothi
hadothi_shyampura,,d̪o,two,,d̪o,,hadothi
hadothi_kawai,,d̪o,two,,d̪o,,hadothi
bagri_mannaksar,,d̪o,two,,d̪o,,bagri
bagri_jamal,,d̪o,two,,d̪o,,bagri
mewari_jesingpura,,d̪o,two,,d̪o,,mewari
bagri_sardarsahar,,d̪o,two,,d̪o,,bagri
bagri_loonkansar,,d̪o,two,,d̪o,,bagri
mewari_bhunyakhedi,,d̪o,two,,d̪o,,mewari
mewari_pathera,,d̪oi,two,,d̪oi,,mewari
mewari_kannouj,,d̪ɔ,two,,d̪ɔ,,mewari
dhundari_chalkoi,,d̪ɔ,two,,d̪ɔ,,marwari
mewari_padarada,,d̪ɔ,two,,d̪ɔ,,mewari
dhundari_badagaon,,d̪ɔ,two,,d̪ɔ,,marwari
mewari_basad,,d̪ɔ,two,,d̪ɔ,,mewari
dhundari_chalkoi,,d̪ɔ,two,,d̪ɔ,,dhundari
bagri_old_abaddi,,d̪ɔ,two,,d̪ɔ,,bagri
hadothi_devpura,,d̪ɔ,two,,d̪ɔ,,hadothi
mewari_eklingpura,,d̪ɔ,two,,d̪ɔ,,mewari
mewari_dindoli,,d̪ɔ,two,,d̪ɔ,,mewari
mewari_sangad,,d̪ɔ,two,,d̪ɔ,,mewari
dhundari_deladi,,d̪ɔ,two,,d̪ɔ,,dhundari
mewati_akera,,d̪ɔ,two,,d̪ɔ,,mewati
dhundari_bhagatpur,,d̪ɔ,two,,d̪ɔ,,marwari
mewati_jakhopur,,d̪ɔ,two,,d̪ɔ,,mewati
mewari_kalnsas,,d̪ɔ,two,,d̪ɔ,,mewari
marwari_gomat,,d̪ɔ,two,,d̪ɔ,,marwari
dhundari_jorpura,,d̪ɔ,two,,d̪ɔ,,dhundari
mewari_godra,,d̪ɔ,two,,d̪ɔ,,mewari
mewari_ajmer,,d̪ɔ,two,,d̪ɔ,,mewari
dhundari_bhagatpur,,d̪ɔ,two,,d̪ɔ,,dhundari
mewati_udaka,,d̪ɔ,two,,d̪ɔ,,mewati
marwari_degana,,d̪ɔ,two,,d̪ɔ,,marwari
dhundari_bamore,,d̪ɔ,two,,d̪ɔ,,dhundari
mewati_hathiya,,d̪ɔ,two,,d̪ɔ,,mewati
mewari_bannoda,,d̪ɔ,two,,d̪ɔ,,mewari
mewari_kalgav,,d̪ɔ,two,,d̪ɔ,,mewari
mewari_gorana,,d̪ɔ,two,,d̪ɔ,,mewari
marwari_mukheri,,d̪ɔ,two,,d̪ɔ,,marwari
mewari_hurda,,d̪ɔ,two,,d̪ɔ,,mewari
mewati_gulpeda,,d̪ɔ,two,,d̪ɔ,,mewati
marwari_kherwa,,d̪ɔ,two,,d̪ɔ,,marwari
dhundari_badagaon,,d̪ɔ,two,,d̪ɔ,,dhundari
mewari_khor,,d̪ɔ,two,,d̪ɔ,,mewari
dhundari_pathalvas,,d̪ɔ,two,,d̪ɔ,,dhundari
bagri_mirzawala,,d̪ɔ,two,,d̪ɔ,,bagri
marwari_husangsar,,d̪ɔ,two,,d̪ɔ,,marwari
mewari_kishanji,,d̪ɔ,two,,d̪ɔ,,mewari
mewati_chirkana,,d̪ɔ,two,,d̪ɔ,,mewati
mewati_goyla,,d̪ɔ,two,,d̪ɔ,,mewati
hadothi_piplia,,d̪ɔj,two,,d̪ɔj,,hadothi
dhundari_badagaon,,mut̪ə,urine,,mut̪ə,,dhundari
dhundari_pathalvas,,no entry,urine,,no entry,,dhundari
dhundari_bamore,,no entry,urine,,no entry,,dhundari
dhundari_chalkoi,,no entry,urine,,no entry,,dhundari
dhundari_bhagatpur,,no entry,urine,,no entry,,dhundari
mewari_jesingpura,,gam,village,,gam,,mewari
mewati_akera,,gam,village,,gam,,mewati
dhundari_badagaon,,gam,village,,gam,,marwari
bagri_lakjikirani,,gam,village,,gam,,bagri
mewati_gulpeda,,gam,village,,gam,,mewati
mewari_dindoli,,gam,village,,gam,,mewari
mewari_bhunyakhedi,,gam,village,,gam,,mewari
mewari_sangad,,gam,village,,gam,,mewari
mewati_hathiya,,gam,village,,gam,,mewati
mewari_bannoda,,gam,village,,gam,,mewari
bagri_loonkansar,,gam,village,,gam,,bagri
marwari_degana,,gam,village,,gam,,marwari
mewari_gorana,,gam,village,,gam,,mewari
mewari_kannouj,,gam,village,,gam,,mewari
dhundari_chalkoi,,gam,village,,gam,,dhundari
mewari_dholpura,,gam,village,,gam,,mewari
dhundari_badagaon,,gam,village,,gam,,dhundari
mewari_basad,,gam,village,,gam,,mewari
hadothi_piplia,,gam,village,,gam,,hadothi
mewati_jakhopur,,gam,village,,gam,,mewati
mewari_padarada,,gam,village,,gam,,mewari
bagri_fatehabad,,gam,village,,gam,,bagri
dhundari_chalkoi,,gamə,village,,gamə,,marwari
mewati_chirkana,,gaũ,village,,gaũ,,mewati
mewati_jhambaus,,gaũ,village,,gaũ,,mewati
mewati_udaka,,gaũ,village,,gaũ,,mewati
marwari_husangsar,,gaũ,village,,gaũ,,marwari
mewari_khor,,gaʋ,village,,gaʋ,,mewari
mewari_dholpura,,gaʋ,village,,gaʋ,,mewari
hadothi_gothda,,gaʋɖɔ,village,,gaʋɖɔ,,hadothi
marwari_bagra,,gom,village,,gom,,marwari
marwari_falna,,gom,village,,gom,,marwari
bagri_panjkosi,,gãm,village,,gãm,,bagri
bagri_mannaksar,,gãm,village,,gãm,,bagri
bagri_karnigedda,,gãm,village,,gãm,,bagri
bagri_lakjikirani,,gãm,village,,gãm,,bagri
bagri_jamal,,gãm,village,,gãm,,bagri
mewari_ajmer,,gãm,village,,gãm,,mewari
bagri_makkasar,,gãv,village,,gãv,,bagri
bagri_sardarsahar,,gãv,village,,gãv,,bagri
bagri_mirzawala,,gãv,village,,gãv,,bagri
bagri_panjkosi,,gãv,village,,gãv,,bagri
bagri_pallu,,gãv,village,,gãv,,bagri
bagri_lakjikirani,,gãv,village,,gãv,,bagri
mewari_pathera,,gãʋ,village,,gãʋ,,mewari
hadothi_patera,,gãʋ,village,,gãʋ,,hadothi
dhundari_bamore,,gãʋ,village,,gãʋ,,dhundari
dhundari_bhagatpur,,gãʋ,village,,gãʋ,,dhundari
hadothi_pakkarana,,gãʋ,village,,gãʋ,,hadothi
mewari_kalnsas,,gãʋ,village,,gãʋ,,mewari
mewari_eklingpura,,gãʋ,village,,gãʋ,,mewari
hadothi_shyampura,,gãʋ,village,,gãʋ,,hadothi
mewari_kannouj,,gãʋ,village,,gãʋ,,mewari
mewati_goyla,,gãʋ,village,,gãʋ,,mewati
mewari_kishanji,,gãʋ,village,,gãʋ,,mewari
dhundari_bhagatpur,,gãʋ,village,,gãʋ,,marwari
dhundari_jorpura,,gãʋ,village,,gãʋ,,dhundari
mewari_kalgav,,gãʋ,village,,gãʋ,,mewari
dhundari_pathalvas,,gãʋ,village,,gãʋ,,dhundari
marwari_kherwa,,gãʋ,village,,gãʋ,,marwari
hadothi_kawai,,gãʋ,village,,gãʋ,,hadothi
mewati_gulpeda,,gãʋ,village,,gãʋ,,mewati
mewari_dindoli,,gãʋ,village,,gãʋ,,mewari
dhundari_deladi,,gãʋ,village,,gãʋ,,dhundari
hadothi_silori,,gãʋ,village,,gãʋ,,hadothi
mewati_akera,,gãʋ,village,,gãʋ,,mewati
hadothi_silori,,gãʋɖa,village,,gãʋɖa,,hadothi
mewari_hurda,,gãʋɖa,village,,gãʋɖa,,mewari
mewari_kannouj,,gãʋɖa,village,,gãʋɖa,,mewari
hadothi_devpura,,gãʋɖa,village,,gãʋɖa,,hadothi
mewari_godra,,gãʋɖija,village,,gãʋɖija,,mewari
hadothi_gothda,,gãʋɖja,village,,gãʋɖja,,hadothi
mewari_kalnsas,,gãʋɖo,village,,gãʋɖo,,mewari
hadothi_devpura,,gãʋɖɔ,village,,gãʋɖɔ,,hadothi
mewari_kannouj,,gãʋəɖa,village,,gãʋəɖa,,mewari
