Koch,,sagu,sky,,sagu,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 42, wordlist item 1, site b Nokshi]",,,silkochbd2011:i001:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,tʃʰoi̯,six,,tʃʰoi̯,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 230, site q Uttor Nokshi]",,,silkochbd2011:i230:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,tʃʰoi̯,six,,tʃʰoi̯,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 230, site r Chandabhoi]",,,silkochbd2011:i230:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,ʃat,seven,,ʃat,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 231, site b Nokshi]",,,silkochbd2011:i231:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,ʃat,seven,,ʃat,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 231, site c Kholchanda]",,,silkochbd2011:i231:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,ʃat,seven,,ʃat,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 231, site q Uttor Nokshi]",,,silkochbd2011:i231:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,ʃat,seven,,ʃat,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 231, site r Chandabhoi]",,,silkochbd2011:i231:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,aʈ,eight,,aʈ,lexical-similarity group 3,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 232, site b Nokshi]",,,silkochbd2011:i232:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,aʈ,eight,,aʈ,lexical-similarity group 3,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 232, site c Kholchanda]",,,silkochbd2011:i232:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,aʈ,eight,,aʈ,lexical-similarity group 3,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 232, site q Uttor Nokshi]",,,silkochbd2011:i232:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,aʈ,eight,,aʈ,lexical-similarity group 3,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 232, site r Chandabhoi]",,,silkochbd2011:i232:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,nɔi̯,nine,,nɔi̯,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 233, site b Nokshi]",,,silkochbd2011:i233:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,nɔi̯,nine,,nɔi̯,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 233, site c Kholchanda]",,,silkochbd2011:i233:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,nɔi̯,nine,,nɔi̯,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 233, site q Uttor Nokshi]",,,silkochbd2011:i233:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,nɔi̯,nine,,nɔi̯,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 233, site r Chandabhoi]",,,silkochbd2011:i233:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,doʃ,ten,,doʃ,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 234, site b Nokshi]",,,silkochbd2011:i234:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,doʃ,ten,,doʃ,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 234, site c Kholchanda]",,,silkochbd2011:i234:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,doʃ,ten,,doʃ,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 234, site q Uttor Nokshi]",,,silkochbd2011:i234:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,doʃ,ten,,doʃ,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 234, site r Chandabhoi]",,,silkochbd2011:i234:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,ægaro,eleven,,ægaro,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 235, site b Nokshi]",,,silkochbd2011:i235:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,ægaro,eleven,,ægaro,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 235, site c Kholchanda]",,,silkochbd2011:i235:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,ægaro,eleven,,ægaro,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 235, site q Uttor Nokshi]",,,silkochbd2011:i235:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,ægaro,eleven,,ægaro,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 235, site r Chandabhoi]",,,silkochbd2011:i235:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,baro,twelve,,baro,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 236, site b Nokshi]",,,silkochbd2011:i236:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,baro,twelve,,baro,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 236, site c Kholchanda]",,,silkochbd2011:i236:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,baro,twelve,,baro,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 236, site q Uttor Nokshi]",,,silkochbd2011:i236:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,baro,twelve,,baro,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 236, site r Chandabhoi]",,,silkochbd2011:i236:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,biʃ,twenty,,biʃ,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 237, site b Nokshi]",,,silkochbd2011:i237:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,biʃ,twenty,,biʃ,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 237, site c Kholchanda]",,,silkochbd2011:i237:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,biʃ,twenty,,biʃ,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 237, site q Uttor Nokshi]",,,silkochbd2011:i237:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,biʃ,twenty,,biʃ,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 237, site r Chandabhoi]",,,silkochbd2011:i237:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,ʃɔ,hundred,,ʃɔ,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 238, site b Nokshi]",,,silkochbd2011:i238:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,ʃɔ,hundred,,ʃɔ,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 238, site c Kholchanda]",,,silkochbd2011:i238:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,ʃɔ,hundred,,ʃɔ,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 238, site q Uttor Nokshi]",,,silkochbd2011:i238:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,ʃɔ,hundred,,ʃɔ,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 238, site r Chandabhoi]",,,silkochbd2011:i238:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,hadʒar,thousand,,hadʒar,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 239, site b Nokshi]",,,silkochbd2011:i239:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,hadʒar,thousand,,hadʒar,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 239, site c Kholchanda]",,,silkochbd2011:i239:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,hadʒar,thousand,,hadʒar,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 239, site q Uttor Nokshi]",,,silkochbd2011:i239:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,hadʒar,thousand,,hadʒar,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 239, site r Chandabhoi]",,,silkochbd2011:i239:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,akui̯ʃa,some,,akui̯ʃa,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 241, site q Uttor Nokshi]",,,silkochbd2011:i241:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,akui̯ʃa,some,,akui̯ʃa,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 241, site r Chandabhoi]",,,silkochbd2011:i241:r:2,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,tamti,many,,tamti,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 242, site b Nokshi]",,,silkochbd2011:i242:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,paŋa,many,,paŋa,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 242, site c Kholchanda]",,,silkochbd2011:i242:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,ɔnɛk,many,,ɔnɛk,lexical-similarity group 4,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 242, site q Uttor Nokshi]",,,silkochbd2011:i242:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,paŋa,many,,paŋa,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 242, site r Chandabhoi]",,,silkochbd2011:i242:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,ɔnɛk,many,,ɔnɛk,lexical-similarity group 4,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 242, site r Chandabhoi]",,,silkochbd2011:i242:r:2,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,ʃob,all,,ʃob,lexical-similarity group 3,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 243, site r Chandabhoi]",,,silkochbd2011:i243:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,mata,big,,mata,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 244, site b Nokshi]",,,silkochbd2011:i244:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,mata,big,,mata,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 244, site q Uttor Nokshi]",,,silkochbd2011:i244:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,mata,big,,mata,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 244, site r Chandabhoi]",,,silkochbd2011:i244:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,tuti,small,,tuti,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 245, site b Nokshi]",,,silkochbd2011:i245:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,tuti,small,,tuti,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 245, site c Kholchanda]",,,silkochbd2011:i245:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,tamui̯,small,,tamui̯,lexical-similarity group 4,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 245, site q Uttor Nokshi]",,,silkochbd2011:i245:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,tukti,small,,tukti,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 245, site r Chandabhoi]",,,silkochbd2011:i245:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,pilao,long,,pilao,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 246, site b Nokshi]",,,silkochbd2011:i246:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,pilao,long,,pilao,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 246, site c Kholchanda]",,,silkochbd2011:i246:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,lɔmba,long,,lɔmba,lexical-similarity group 3,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 246, site q Uttor Nokshi]",,,silkochbd2011:i246:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,pilao,long,,pilao,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 57, wordlist item 246, site r Chandabhoi]",,,silkochbd2011:i246:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,banda,short (length),,banda,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 58, wordlist item 247, site b Nokshi]",,,silkochbd2011:i247:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,banda,short (length),,banda,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 58, wordlist item 247, site c Kholchanda]",,,silkochbd2011:i247:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,kʰatak,short (length),,kʰatak,lexical-similarity group 4,"kim-ahmad-kim-sangma2011kochbd[p. 58, wordlist item 247, site q Uttor Nokshi]",,,silkochbd2011:i247:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,banda,short (length),,banda,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 58, wordlist item 247, site r Chandabhoi]",,,silkochbd2011:i247:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,liu,heavy,,liu,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 58, wordlist item 248, site b Nokshi]",,,silkochbd2011:i248:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,liu,heavy,,liu,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 58, wordlist item 248, site c Kholchanda]",,,silkochbd2011:i248:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,bʰar,heavy,,bʰar,lexical-similarity group 3,"kim-ahmad-kim-sangma2011kochbd[p. 58, wordlist item 248, site q Uttor Nokshi]",,,silkochbd2011:i248:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,lini,heavy,,lini,lexical-similarity group 4,"kim-ahmad-kim-sangma2011kochbd[p. 58, wordlist item 248, site r Chandabhoi]",,,silkochbd2011:i248:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,litʃa,light (not heavy),,litʃa,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 58, wordlist item 249, site b Nokshi]",,,silkochbd2011:i249:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,litʃa,light (not heavy),,litʃa,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 58, wordlist item 249, site c Kholchanda]",,,silkochbd2011:i249:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,patla,light (not heavy),,patla,lexical-similarity group 4,"kim-ahmad-kim-sangma2011kochbd[p. 58, wordlist item 249, site q Uttor Nokshi]",,,silkochbd2011:i249:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,tʃɛŋni,light (not heavy),,tʃɛŋni,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 58, wordlist item 249, site r Chandabhoi]",,,silkochbd2011:i249:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,tʃadara,fat,,tʃadara,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 58, wordlist item 250, site b Nokshi]",,,silkochbd2011:i250:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,tʃadra,fat,,tʃadra,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 58, wordlist item 250, site c Kholchanda]",,,silkochbd2011:i250:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,tʃadra,fat,,tʃadra,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 58, wordlist item 250, site q Uttor Nokshi]",,,silkochbd2011:i250:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,tʃadra,fat,,tʃadra,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 58, wordlist item 250, site r Chandabhoi]",,,silkochbd2011:i250:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,ʃiran,thin,,ʃiran,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 58, wordlist item 251, site b Nokshi]",,,silkochbd2011:i251:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,ʃiran,thin,,ʃiran,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 58, wordlist item 251, site c Kholchanda]",,,silkochbd2011:i251:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,tʃikon,thin,,tʃikon,lexical-similarity group 3,"kim-ahmad-kim-sangma2011kochbd[p. 58, wordlist item 251, site q Uttor Nokshi]",,,silkochbd2011:i251:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,ʃiran,thin,,ʃiran,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 58, wordlist item 251, site r Chandabhoi]",,,silkochbd2011:i251:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,doŋgor,deep,,doŋgor,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 58, wordlist item 254, site b Nokshi]",,,silkochbd2011:i254:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,duŋgur,deep,,duŋgur,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 58, wordlist item 254, site c Kholchanda]",,,silkochbd2011:i254:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,oŋor,deep,,oŋor,lexical-similarity group 4,"kim-ahmad-kim-sangma2011kochbd[p. 58, wordlist item 254, site q Uttor Nokshi]",,,silkochbd2011:i254:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,doŋgor,deep,,doŋgor,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 58, wordlist item 254, site r Chandabhoi]",,,silkochbd2011:i254:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,purno,full (cup),,purno,lexical-similarity group 3,"kim-ahmad-kim-sangma2011kochbd[p. 58, wordlist item 256, site b Nokshi]",,,silkochbd2011:i256:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,tiptip,full (cup),,tiptip,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 58, wordlist item 256, site c Kholchanda]",,,silkochbd2011:i256:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,pʰuŋni,full (cup),,pʰuŋni,lexical-similarity group 4,"kim-ahmad-kim-sangma2011kochbd[p. 58, wordlist item 256, site q Uttor Nokshi]",,,silkochbd2011:i256:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,ʃɛrni,full (cup),,ʃɛrni,lexical-similarity group 5,"kim-ahmad-kim-sangma2011kochbd[p. 58, wordlist item 256, site r Chandabhoi]",,,silkochbd2011:i256:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,baba,empty (cup),,baba,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 58, wordlist item 257, site b Nokshi]",,,silkochbd2011:i257:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,baba,empty (cup),,baba,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 58, wordlist item 257, site c Kholchanda]",,,silkochbd2011:i257:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,ɛra,empty (cup),,ɛra,lexical-similarity group 4,"kim-ahmad-kim-sangma2011kochbd[p. 58, wordlist item 257, site q Uttor Nokshi]",,,silkochbd2011:i257:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,kʰali,empty (cup),,kʰali,lexical-similarity group 3,"kim-ahmad-kim-sangma2011kochbd[p. 58, wordlist item 257, site r Chandabhoi]",,,silkochbd2011:i257:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,ukʰai̯,hungry,,ukʰai̯,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 58, wordlist item 258, site b Nokshi]",,,silkochbd2011:i258:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,ukʰai̯,hungry,,ukʰai̯,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 58, wordlist item 258, site c Kholchanda]",,,silkochbd2011:i258:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,mai̯ hoi̯to,hungry,,mai̯ hoi̯to,lexical-similarity group 3,"kim-ahmad-kim-sangma2011kochbd[p. 58, wordlist item 258, site q Uttor Nokshi]",,,silkochbd2011:i258:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,ukʰai̯,hungry,,ukʰai̯,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 58, wordlist item 258, site r Chandabhoi]",,,silkochbd2011:i258:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,ʃumni,sweet,,ʃumni,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 58, wordlist item 260, site b Nokshi]",,,silkochbd2011:i260:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,ʃumni,sweet,,ʃumni,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 58, wordlist item 260, site c Kholchanda]",,,silkochbd2011:i260:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
