Goj,,dʒhɑn,body,,dʒhɑn,source lexical-similarity group 1; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 42, printed p. 34, item 1, list UDH]",,,sileasterngujari2023:p042:i001:UDH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
Goj,,dʌs,ten,,dʌs,source lexical-similarity group 1; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 68, printed p. 60, item 160, list JAM]",,,sileasterngujari2023:p068:i160:JAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
Goj,,dʌs,ten,,dʌs,source lexical-similarity group 1; source list Chamba/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 68, printed p. 60, item 160, list CHA]",,,sileasterngujari2023:p068:i160:CHA:a1,,,,dialect:Goj:sil-eastern-gujari-1996-chamba:Chamba
Goj,,dʌs,ten,,dʌs,source lexical-similarity group 1; source list Rampur/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 68, printed p. 60, item 160, list RAM]",,,sileasterngujari2023:p068:i160:RAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-rampur:Rampur
Goj,,dʌs,ten,,dʌs,source lexical-similarity group 1; source list Nalagarh/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 68, printed p. 60, item 160, list NAL]",,,sileasterngujari2023:p068:i160:NAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-nalagarh:Nalagarh
Goj,,dʌs,ten,,dʌs,source lexical-similarity group 1; source list Dehradun/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 68, printed p. 60, item 160, list DEH]",,,sileasterngujari2023:p068:i160:DEH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-dehra-dun:Dehra%20Dun
Goj,,dʌs,ten,,dʌs,source lexical-similarity group 1; source list Kotdwara/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 68, printed p. 60, item 160, list KOT]",,,sileasterngujari2023:p068:i160:KOT:a1,,,,dialect:Goj:sil-eastern-gujari-1996-kotdwara:Kotdwara
Goj,,dʌs,ten,,dʌs,source lexical-similarity group 1; source list Haldwani/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 68, printed p. 60, item 160, list HAL]",,,sileasterngujari2023:p068:i160:HAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-haldwani:Haldwani
Goj,,gjɑɾɑ,eleven,,gjɑɾɑ,source lexical-similarity group 1; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 68, printed p. 60, item 161, list UDH]",,,sileasterngujari2023:p068:i161:UDH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
Goj,,jɑɾɑ,eleven,,jɑɾɑ,source lexical-similarity group 1; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 68, printed p. 60, item 161, list JAM]",,,sileasterngujari2023:p068:i161:JAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
Goj,,gjɑɾɑ,eleven,,gjɑɾɑ,source lexical-similarity group 1; source list Chamba/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 68, printed p. 60, item 161, list CHA]",,,sileasterngujari2023:p068:i161:CHA:a1,,,,dialect:Goj:sil-eastern-gujari-1996-chamba:Chamba
Goj,,gjɑɾɑ,eleven,,gjɑɾɑ,source lexical-similarity group 1; source list Rampur/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 68, printed p. 60, item 161, list RAM]",,,sileasterngujari2023:p068:i161:RAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-rampur:Rampur
Goj,,gjɑɾɑ,eleven,,gjɑɾɑ,source lexical-similarity group 1; source list Nalagarh/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 68, printed p. 60, item 161, list NAL]",,,sileasterngujari2023:p068:i161:NAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-nalagarh:Nalagarh
Goj,,gjɑɾɑ,eleven,,gjɑɾɑ,source lexical-similarity group 1; source list Dehradun/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 68, printed p. 60, item 161, list DEH]",,,sileasterngujari2023:p068:i161:DEH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-dehra-dun:Dehra%20Dun
Goj,,gjɑɾɑ,eleven,,gjɑɾɑ,source lexical-similarity group 1; source list Kotdwara/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 68, printed p. 60, item 161, list KOT]",,,sileasterngujari2023:p068:i161:KOT:a1,,,,dialect:Goj:sil-eastern-gujari-1996-kotdwara:Kotdwara
Goj,,jɑɾɑ,eleven,,jɑɾɑ,source lexical-similarity group 1; source list Haldwani/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 68, printed p. 60, item 161, list HAL]",,,sileasterngujari2023:p068:i161:HAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-haldwani:Haldwani
Goj,,bɑɾʌ,twelve,,bɑɾʌ,source lexical-similarity group 1; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 68, printed p. 60, item 162, list UDH]",,,sileasterngujari2023:p068:i162:UDH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
Goj,,bɑɾɑ,twelve,,bɑɾɑ,source lexical-similarity group 1; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 68, printed p. 60, item 162, list JAM]",,,sileasterngujari2023:p068:i162:JAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
Goj,,bɑɾʌ,twelve,,bɑɾʌ,source lexical-similarity group 1; source list Chamba/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 68, printed p. 60, item 162, list CHA]",,,sileasterngujari2023:p068:i162:CHA:a1,,,,dialect:Goj:sil-eastern-gujari-1996-chamba:Chamba
Goj,,bɑɾɑ,twelve,,bɑɾɑ,source lexical-similarity group 1; source list Rampur/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 68, printed p. 60, item 162, list RAM]",,,sileasterngujari2023:p068:i162:RAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-rampur:Rampur
Goj,,bɑɾɑ̃,twelve,,bɑɾɑ̃,source lexical-similarity group 1; source list Nalagarh/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 68, printed p. 60, item 162, list NAL]",,,sileasterngujari2023:p068:i162:NAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-nalagarh:Nalagarh
Goj,,bɑɾʌ,twelve,,bɑɾʌ,source lexical-similarity group 1; source list Dehradun/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 68, printed p. 60, item 162, list DEH]",,,sileasterngujari2023:p068:i162:DEH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-dehra-dun:Dehra%20Dun
Goj,,bɑɾʌ,twelve,,bɑɾʌ,source lexical-similarity group 1; source list Kotdwara/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 68, printed p. 60, item 162, list KOT]",,,sileasterngujari2023:p068:i162:KOT:a1,,,,dialect:Goj:sil-eastern-gujari-1996-kotdwara:Kotdwara
Goj,,bɑɾɑ̃,twelve,,bɑɾɑ̃,source lexical-similarity group 1; source list Haldwani/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 68, printed p. 60, item 162, list HAL]",,,sileasterngujari2023:p068:i162:HAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-haldwani:Haldwani
Goj,,bi,twenty,,bi,source lexical-similarity group 1; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 69, printed p. 61, item 163, list UDH]",,,sileasterngujari2023:p069:i163:UDH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
Goj,,bi,twenty,,bi,source lexical-similarity group 1; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 69, printed p. 61, item 163, list JAM]",,,sileasterngujari2023:p069:i163:JAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
Goj,,bi,twenty,,bi,source lexical-similarity group 1; source list Chamba/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 69, printed p. 61, item 163, list CHA]",,,sileasterngujari2023:p069:i163:CHA:a1,,,,dialect:Goj:sil-eastern-gujari-1996-chamba:Chamba
Goj,,bi,twenty,,bi,source lexical-similarity group 1; source list Rampur/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 69, printed p. 61, item 163, list RAM]",,,sileasterngujari2023:p069:i163:RAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-rampur:Rampur
Goj,,bi,twenty,,bi,source lexical-similarity group 1; source list Nalagarh/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 69, printed p. 61, item 163, list NAL]",,,sileasterngujari2023:p069:i163:NAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-nalagarh:Nalagarh
Goj,,bi,twenty,,bi,source lexical-similarity group 1; source list Dehradun/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 69, printed p. 61, item 163, list DEH]",,,sileasterngujari2023:p069:i163:DEH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-dehra-dun:Dehra%20Dun
Goj,,bi,twenty,,bi,source lexical-similarity group 1; source list Kotdwara/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 69, printed p. 61, item 163, list KOT]",,,sileasterngujari2023:p069:i163:KOT:a1,,,,dialect:Goj:sil-eastern-gujari-1996-kotdwara:Kotdwara
Goj,,bi,twenty,,bi,source lexical-similarity group 1; source list Haldwani/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 69, printed p. 61, item 163, list HAL]",,,sileasterngujari2023:p069:i163:HAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-haldwani:Haldwani
Goj,,sɔ,one hundred,,sɔ,source lexical-similarity group 1; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 69, printed p. 61, item 164, list UDH]",,,sileasterngujari2023:p069:i164:UDH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
Goj,,so,one hundred,,so,source lexical-similarity group 1; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 69, printed p. 61, item 164, list JAM]",,,sileasterngujari2023:p069:i164:JAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
Goj,,so,one hundred,,so,source lexical-similarity group 1; source list Chamba/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 69, printed p. 61, item 164, list CHA]",,,sileasterngujari2023:p069:i164:CHA:a1,,,,dialect:Goj:sil-eastern-gujari-1996-chamba:Chamba
Goj,,sɔ,one hundred,,sɔ,source lexical-similarity group 1; source list Rampur/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 69, printed p. 61, item 164, list RAM]",,,sileasterngujari2023:p069:i164:RAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-rampur:Rampur
Goj,,sɔ,one hundred,,sɔ,source lexical-similarity group 1; source list Nalagarh/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 69, printed p. 61, item 164, list NAL]",,,sileasterngujari2023:p069:i164:NAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-nalagarh:Nalagarh
Goj,,sɔ,one hundred,,sɔ,source lexical-similarity group 1; source list Dehradun/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 69, printed p. 61, item 164, list DEH]",,,sileasterngujari2023:p069:i164:DEH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-dehra-dun:Dehra%20Dun
Goj,,sɔ,one hundred,,sɔ,source lexical-similarity group 1; source list Kotdwara/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 69, printed p. 61, item 164, list KOT]",,,sileasterngujari2023:p069:i164:KOT:a1,,,,dialect:Goj:sil-eastern-gujari-1996-kotdwara:Kotdwara
Goj,,sɔ,one hundred,,sɔ,source lexical-similarity group 1; source list Haldwani/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 69, printed p. 61, item 164, list HAL]",,,sileasterngujari2023:p069:i164:HAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-haldwani:Haldwani
Goj,,kɔɳ,who?,,kɔɳ,source lexical-similarity group 1; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 69, printed p. 61, item 165, list UDH]",,,sileasterngujari2023:p069:i165:UDH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
Goj,,koɳ,who?,,koɳ,source lexical-similarity group 1; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 69, printed p. 61, item 165, list JAM]",,,sileasterngujari2023:p069:i165:JAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
Goj,,kɔɳ,who?,,kɔɳ,source lexical-similarity group 1; source list Chamba/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 69, printed p. 61, item 165, list CHA]",,,sileasterngujari2023:p069:i165:CHA:a1,,,,dialect:Goj:sil-eastern-gujari-1996-chamba:Chamba
Goj,,kɔɳ,who?,,kɔɳ,source lexical-similarity group 1; source list Rampur/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 69, printed p. 61, item 165, list RAM]",,,sileasterngujari2023:p069:i165:RAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-rampur:Rampur
Goj,,kɔɳ,who?,,kɔɳ,source lexical-similarity group 1; source list Nalagarh/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 69, printed p. 61, item 165, list NAL]",,,sileasterngujari2023:p069:i165:NAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-nalagarh:Nalagarh
Goj,,kɔɳ,who?,,kɔɳ,source lexical-similarity group 1; source list Dehradun/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 69, printed p. 61, item 165, list DEH]",,,sileasterngujari2023:p069:i165:DEH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-dehra-dun:Dehra%20Dun
Goj,,kɔɳ,who?,,kɔɳ,source lexical-similarity group 1; source list Kotdwara/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 69, printed p. 61, item 165, list KOT]",,,sileasterngujari2023:p069:i165:KOT:a1,,,,dialect:Goj:sil-eastern-gujari-1996-kotdwara:Kotdwara
Goj,,kɔɳ,who?,,kɔɳ,source lexical-similarity group 1; source list Haldwani/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 69, printed p. 61, item 165, list HAL]",,,sileasterngujari2023:p069:i165:HAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-haldwani:Haldwani
Goj,,ke,what?,,ke,source lexical-similarity group 1; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 69, printed p. 61, item 166, list UDH]",,,sileasterngujari2023:p069:i166:UDH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
Goj,,ke,what?,,ke,source lexical-similarity group 1; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 69, printed p. 61, item 166, list JAM]",,,sileasterngujari2023:p069:i166:JAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
Goj,,ke,what?,,ke,source lexical-similarity group 1; source list Chamba/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 69, printed p. 61, item 166, list CHA]",,,sileasterngujari2023:p069:i166:CHA:a1,,,,dialect:Goj:sil-eastern-gujari-1996-chamba:Chamba
Goj,,kɪ,what?,,kɪ,source lexical-similarity group 1; source list Rampur/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 69, printed p. 61, item 166, list RAM]",,,sileasterngujari2023:p069:i166:RAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-rampur:Rampur
Goj,,ki,what?,,ki,source lexical-similarity group 1; source list Nalagarh/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 69, printed p. 61, item 166, list NAL]",,,sileasterngujari2023:p069:i166:NAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-nalagarh:Nalagarh
Goj,,ki,what?,,ki,source lexical-similarity group 1; source list Dehradun/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 69, printed p. 61, item 166, list DEH]",,,sileasterngujari2023:p069:i166:DEH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-dehra-dun:Dehra%20Dun
Goj,,keː,what?,,keː,source lexical-similarity group 1; source list Kotdwara/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 69, printed p. 61, item 166, list KOT]",,,sileasterngujari2023:p069:i166:KOT:a1,,,,dialect:Goj:sil-eastern-gujari-1996-kotdwara:Kotdwara
Goj,,ki,what?,,ki,source lexical-similarity group 1; source list Haldwani/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 69, printed p. 61, item 166, list HAL]",,,sileasterngujari2023:p069:i166:HAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-haldwani:Haldwani
Goj,,kĩjɑ̃,where?,,kĩjɑ̃,source lexical-similarity group 1; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 69, printed p. 61, item 167, list UDH]",,,sileasterngujari2023:p069:i167:UDH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
Goj,,kiŋgɑ,where?,,kiŋgɑ,source lexical-similarity group 1; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 69, printed p. 61, item 167, list JAM]",,,sileasterngujari2023:p069:i167:JAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
Goj,,ket,where?,,ket,source lexical-similarity group 2; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 69, printed p. 61, item 167, list JAM]",,,sileasterngujari2023:p069:i167:JAM:a2,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
Goj,,kɪtɛ,where?,,kɪtɛ,source lexical-similarity group 2; source list Chamba/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 69, printed p. 61, item 167, list CHA]",,,sileasterngujari2023:p069:i167:CHA:a1,,,,dialect:Goj:sil-eastern-gujari-1996-chamba:Chamba
Goj,,ket,where?,,ket,source lexical-similarity group 2; source list Chamba/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 69, printed p. 61, item 167, list CHA]",,,sileasterngujari2023:p069:i167:CHA:a2,,,,dialect:Goj:sil-eastern-gujari-1996-chamba:Chamba
Goj,,kɪtɛ,where?,,kɪtɛ,source lexical-similarity group 2; source list Rampur/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 69, printed p. 61, item 167, list RAM]",,,sileasterngujari2023:p069:i167:RAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-rampur:Rampur
Goj,,kɛt,where?,,kɛt,source lexical-similarity group 2; source list Nalagarh/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 69, printed p. 61, item 167, list NAL]",,,sileasterngujari2023:p069:i167:NAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-nalagarh:Nalagarh
Goj,,kiŋgɑ,where?,,kiŋgɑ,source lexical-similarity group 1; source list Dehradun/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 69, printed p. 61, item 167, list DEH]",,,sileasterngujari2023:p069:i167:DEH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-dehra-dun:Dehra%20Dun
Goj,,ket,where?,,ket,source lexical-similarity group 2; source list Kotdwara/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 69, printed p. 61, item 167, list KOT]",,,sileasterngujari2023:p069:i167:KOT:a1,,,,dialect:Goj:sil-eastern-gujari-1996-kotdwara:Kotdwara
Goj,,kɛt,where?,,kɛt,source lexical-similarity group 2; source list Haldwani/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 69, printed p. 61, item 167, list HAL]",,,sileasterngujari2023:p069:i167:HAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-haldwani:Haldwani
Goj,,kʌd,when?,,kʌd,source lexical-similarity group 1; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 69, printed p. 61, item 168, list UDH]",,,sileasterngujari2023:p069:i168:UDH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
Goj,,kʌd,when?,,kʌd,source lexical-similarity group 1; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 69, printed p. 61, item 168, list JAM]",,,sileasterngujari2023:p069:i168:JAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
Goj,,kʌd,when?,,kʌd,source lexical-similarity group 1; source list Chamba/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 69, printed p. 61, item 168, list CHA]",,,sileasterngujari2023:p069:i168:CHA:a1,,,,dialect:Goj:sil-eastern-gujari-1996-chamba:Chamba
Goj,,kʌd,when?,,kʌd,source lexical-similarity group 1; source list Rampur/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 69, printed p. 61, item 168, list RAM]",,,sileasterngujari2023:p069:i168:RAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-rampur:Rampur
Goj,,kʌd,when?,,kʌd,source lexical-similarity group 1; source list Nalagarh/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 69, printed p. 61, item 168, list NAL]",,,sileasterngujari2023:p069:i168:NAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-nalagarh:Nalagarh
Goj,,kʌd,when?,,kʌd,source lexical-similarity group 1; source list Dehradun/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 69, printed p. 61, item 168, list DEH]",,,sileasterngujari2023:p069:i168:DEH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-dehra-dun:Dehra%20Dun
Goj,,kʌd,when?,,kʌd,source lexical-similarity group 1; source list Kotdwara/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 69, printed p. 61, item 168, list KOT]",,,sileasterngujari2023:p069:i168:KOT:a1,,,,dialect:Goj:sil-eastern-gujari-1996-kotdwara:Kotdwara
Goj,,kʌd,when?,,kʌd,source lexical-similarity group 1; source list Haldwani/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 69, printed p. 61, item 168, list HAL]",,,sileasterngujari2023:p069:i168:HAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-haldwani:Haldwani
Goj,,kitnɑ,how many?,,kitnɑ,source lexical-similarity group 1; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 70, printed p. 62, item 169, list UDH]",,,sileasterngujari2023:p070:i169:UDH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
Goj,,kɪnːɑ,how many?,,kɪnːɑ,source lexical-similarity group 1; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 70, printed p. 62, item 169, list JAM]",,,sileasterngujari2023:p070:i169:JAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
Goj,,kɪni,how many?,,kɪni,source lexical-similarity group 1; source list Chamba/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 70, printed p. 62, item 169, list CHA]",,,sileasterngujari2023:p070:i169:CHA:a1,,,,dialect:Goj:sil-eastern-gujari-1996-chamba:Chamba
Goj,,kɪno,how many?,,kɪno,source lexical-similarity group 1; source list Chamba/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 70, printed p. 62, item 169, list CHA]",,,sileasterngujari2023:p070:i169:CHA:a2,,,,dialect:Goj:sil-eastern-gujari-1996-chamba:Chamba
Goj,,kitne,how many?,,kitne,source lexical-similarity group 1; source list Rampur/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 70, printed p. 62, item 169, list RAM]",,,sileasterngujari2023:p070:i169:RAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-rampur:Rampur
Goj,,kɪtnõ,how many?,,kɪtnõ,source lexical-similarity group 1; source list Nalagarh/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 70, printed p. 62, item 169, list NAL]",,,sileasterngujari2023:p070:i169:NAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-nalagarh:Nalagarh
Goj,,kɪnːɑ,how many?,,kɪnːɑ,source lexical-similarity group 1; source list Dehradun/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 70, printed p. 62, item 169, list DEH]",,,sileasterngujari2023:p070:i169:DEH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-dehra-dun:Dehra%20Dun
Goj,,kɪtnɑ,how many?,,kɪtnɑ,source lexical-similarity group 1; source list Kotdwara/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 70, printed p. 62, item 169, list KOT]",,,sileasterngujari2023:p070:i169:KOT:a1,,,,dialect:Goj:sil-eastern-gujari-1996-kotdwara:Kotdwara
Goj,,kɪtnõ,how many?,,kɪtnõ,source lexical-similarity group 1; source list Haldwani/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 70, printed p. 62, item 169, list HAL]",,,sileasterngujari2023:p070:i169:HAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-haldwani:Haldwani
Goj,,kɛɽo,which?,,kɛɽo,source lexical-similarity group 1; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 70, printed p. 62, item 170, list UDH]",,,sileasterngujari2023:p070:i170:UDH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
Goj,,kɛɽo,which?,,kɛɽo,source lexical-similarity group 1; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 70, printed p. 62, item 170, list JAM]",,,sileasterngujari2023:p070:i170:JAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
