sec,257,lis-,let loose upwards; fling off; lose,,,,morgenstierne,,,,,,,verb dialect:Prasun%3A%20Sec
sec,972,s′u,that; he; she; it; [Conceptual],,,,morgenstierne,,,,,,,pron dialect:Prasun%3A%20Sec
sec,n3434,-es-,throw; send,,,,morgenstierne,,,,,,,verb dialect:Prasun%3A%20Sec
Kam,n3434,âš′a-,throw down; pour; sow (by broadcasting),,,,strand,,,,,,,verb tr dialect:Kamviri
sec,971,us′ü˜,blood,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
sec,n3438,arǰi,rich,,,[+; - T. 1329 ârokʹa- ‘shining through’; *rddh > r],morgenstierne,,,,,,,adj dialect:Prasun%3A%20Sec
Kam,n3438,âr′o,rich,,,[+; - T. 1329 ârok′a- ‘shining through’; *rddh > r],strand,,,,,,,adj dialect:Kamviri
nis,n3438,ärâmalik,shining through,,,[+; *rddh > r; - T. 1329 ârok′a- ‘shining through’; - T. 10679 r′âǰan- ‘chieftain; king’],strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
ktivi,n3442,âř′a kâṭi,millet (generic),,,,strand,,,,,,,noun pl dialect:Katavari%3A%20Ktivi
Kam,n3442,′âň_kâṭi,millet (generic),,,,strand,,,,,,,noun pl dialect:Kamviri
ktivi,n3443,âř′e,grain sent home,,,[+; rather than < T. 195 *aṇu-ni-; Kalaṣa-alâ and Saňu-vi:ri < T. 636 *arǰana- ‘millet’],strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n3443,âň′e,grain for eating,,,[+; rather than < T. 195 *aṇu-ni-; Kalaṣa-alâ and Saňu-vīri < T. 636 *arjana- ‘millet’],strand,,,,,,,noun dialect:Kamviri
Kam,n3444,âl′oa,squash (pumpkin-shaped),,,,strand,,,,,,,noun dialect:Kamviri
nis,n3444,alâv,gourd,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
sanu,n3445,âpil′iak,few,,,[doubtful],strand,,,,,,,num dialect:Ashkun%3A%20Sanu
nis,n3445,apiliog,less; minority,,,[doubtful],strand,,,,,,,num dialect:Nuristani%20Kalasha%3A%20Nisheigram
Kam,n3448,-âň′u,and up,,,[+?],strand,,,,,,,dir dialect:Kamviri
sanu,n3448,-âňoː,and up,,,,strand,,,,,,,dir dialect:Ashkun%3A%20Sanu
ktivi,n3449,pâl′u,"up (at an angle, away from the speaker)",,,,strand,,,,,,,dir dialect:Katavari%3A%20Ktivi
Kam,n3449,poň′a,"up (at an angle, away from the speaker)",,,,strand,,,,,,,dir dialect:Kamviri
sanu,n3449,pâň′âi,"up (at an angle, away from the speaker)",,,[?],strand,,,,,,,spatial dialect:Ashkun%3A%20Sanu
sanu,n3449,pâňoː,"up (at an angle, away from the speaker)",,,,strand,,,,,,,dir dialect:Ashkun%3A%20Sanu
nis,n3449,pä,"up (at an angle, away from the speaker)",,,[?],strand,,,,,,,dir dialect:Nuristani%20Kalasha%3A%20Nisheigram
Kam,n3450,voň′a,up (towards the speaker at an angle),,,,strand,,,,,,,dir dialect:Kamviri
sanu,n3450,vâňoː,up (towards the speaker at an angle),,,,strand,,,,,,,dir dialect:Ashkun%3A%20Sanu
ktivi,n3454,′uŋ,leg on goatskin bag,,,[+],strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n3454,′uŋ,leg on goatskin bag,,,[+],strand,,,,,,,noun dialect:Kamviri
sanu,n3454,′oŋ,leg on goatskin bag,,,[+],strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
nis,n3457,aňu,digit; finger; toe,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
sec,n3459,uk′u,shoulder,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
ktivi,n3459,âkř′a,shoulder (top and deltoid),,,,strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n3459,âgř′a,shoulder (deltoid),,,,strand,,,,,,,noun dialect:Kamviri
nis,n3459,âkṛä,hook on wall,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
sec,n3463,üg′ü,digit; finger; toe,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
ktivi,n3463,âŋi′uř,digit; finger; toe,,,,strand,,,,,,,noun f dialect:Katavari%3A%20Ktivi
Kam,n3463,âŋ′üř,digit; finger; toe,,,,strand,,,,,,,noun f dialect:Kamviri
sanu,n3463,âŋ′uṛ,digit; finger; toe,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
gamb,n3463,aŋuř′i,digit; finger; toe,,,,morgenstierne,,,,,,,noun dialect:Tregami%3A%20Gambir
ktivi,n3465,âŋ′uštri,ring,,,,strand,,,,,,,noun f dialect:Katavari%3A%20Ktivi
Kam,n3465,âkṣt′ü˜,ring,,,,strand,,,,,,,noun f dialect:Kamviri
nis,n3465,aŋusta,ring,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
nis,n3466,a˜ṭâlai,Italian gun,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
usut,n3470,ti-,in,,,[= T. 14217; cf. Pok. 311 en-ter ‘between; inner’],buddruss,,,,,,,spatial dialect:Prasun%3A%20Usut
usut,n3470,"t-, tu-, tü-",in,,,[= T. 14217; cf. Pok. 311 en-ter ‘between; inner’],buddruss,,,,,,,dir dialect:Prasun%3A%20Usut
sec,n3470,tuâ-kur′i,otter,,,[= T. 14217; cf. Pok. 311 en-ter ‘between; inner’],morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
sec,n3470,ti-,in,,,[= T. 14217; cf. Pok. 311 en-ter ‘between; inner’],morgenstierne,,,,,,,dir dialect:Prasun%3A%20Sec
sec,n3470,tu-,in,,,[= T. 14217; cf. Pok. 311 en-ter ‘between; inner’],morgenstierne,,,,,,,dir dialect:Prasun%3A%20Sec
sec,n3470,t-,in; at,,,[= T. 14217; cf. Pok. 311 en-ter ‘between; inner’],morgenstierne,,,,,,,dir dialect:Prasun%3A%20Sec
sec,n3470,tuâ-mis′ü,fish,,,[= T. 14217; cf. Pok. 311 en-ter ‘between; inner’],morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
ktivi,n3470,ât′u,in; towards a mountain crest; up a side valley,,,[cf. Pok. 311 en-ter ‘between; inner’],strand,,,,,,,dir dialect:Katavari%3A%20Ktivi
Kam,n3470,ât′a,in; towards a mountain crest; up a side valley,,,[cf. Pok. 311 en-ter ‘between; inner’],strand,,,,,,,dir dialect:Kamviri
sanu,n3470,ota,in,,,[+; cf. Pok. 311 en-ter ‘between; inner’],strand,,,,,,,dir dialect:Ashkun%3A%20Sanu
nis,n3471,ater,in; towards a mountain crest; up a side valley,,,[+; cf. Pok. 311 en-ter ‘between; inner’],strand,,,,,,,dir dialect:Nuristani%20Kalasha%3A%20Nisheigram
nis,n3473,ateri,in,,,[cf. Pok. 311 en-ter ‘between; inner’],strand,,,,,,,spatial dialect:Nuristani%20Kalasha%3A%20Nisheigram
nis,n3476,ativ,here,,,[+?],strand,,,,,,,spatial dialect:Nuristani%20Kalasha%3A%20Nisheigram
nis,n3476,atuiv,there,,,[+?],strand,,,,,,,spatial dialect:Nuristani%20Kalasha%3A%20Nisheigram
nis,n3476,-ativ,,,,[+?],strand,,,,,,,spatial dialect:Nuristani%20Kalasha%3A%20Nisheigram
usut,n3477,it′i:,now,,,[?],buddruss,,,,,,,spatial temporal dialect:Prasun%3A%20Usut
sec,n3477,it′i,now,,,,morgenstierne,,,,,,,spatial temporal dialect:Prasun%3A%20Sec
ktivi,n3478,âtki′u,right there (visible),,,[+?],strand,,,,,,,spatial dialect:Katavari%3A%20Ktivi
ktivi,n3478,âtk′i,there (visible),,,[+?],strand,,,,,,,spatial dialect:Katavari%3A%20Ktivi
Kam,n3478,â·k′i,there,,,[+?],strand,,,,,,,spatial dialect:Kamviri
Kam,n3478,â·k′ü,right there,,,[+?],strand,,,,,,,spatial dialect:Kamviri
sec,373,ti-bim′uri,a black snake living in holes,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
sec,348,tü:ču:,traveller,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
sec,349,tut,on the road,,,,morgenstierne,,,,,,,spatial dialect:Prasun%3A%20Sec
ktivi,n3482,âdr′a,dark,,,,strand,,,,,,,adj dialect:Katavari%3A%20Ktivi
Kam,n3482,ânr′a,dark,,,,strand,,,,,,,adj dialect:Kamviri
nis,n3482,andara,stingy,,,,strand,,,,,,,adj dialect:Nuristani%20Kalasha%3A%20Nisheigram
usut,n3487,-iv-,,,,,buddruss,,,,,,,suffix dialect:Prasun%3A%20Usut
ktivi,n3487,-ov-,,,,[+],strand,,,,,,,suffix dialect:Katavari%3A%20Ktivi
Kam,n3487,-oa-,,,,[+],strand,,,,,,,suffix dialect:Kamviri
nis,n3487,-av-â-,,,,[+],strand,,,,,,,suffix dialect:Nuristani%20Kalasha%3A%20Nisheigram
Kam,n3491,âv′e-,bring,,,[past form < T. 1234 â-bhr̥-ta- ‘brought near’],strand,,,,,,,verb tr dialect:Kamviri
usut,n3495,-po-,arrive,,,,buddruss,,,,,,,verb intr dialect:Prasun%3A%20Usut
sec,n3495,-pou-,arrive,,,,morgenstierne,,,,,,,verb dialect:Prasun%3A%20Sec
Kam,n3495,př′oa-,"arrive at, reach",,,,strand,,,,,,,verb intr dialect:Kamviri
sec,413,ab′ok,food,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
ktivi,490,vatr′a,sonless,,,[+],strand,,,,,,,adj dialect:Katavari%3A%20Ktivi
Kam,490,′utra,sonless,,,[+],strand,,,,,,,adj dialect:Kamviri
Kam,490,′ütri,,,,,strand,,,,,,,adj dialect:Kamviri
ktivi,n3496,′uv,pancake-like bread,,,,strand,,,,,,,noun f dialect:Katavari%3A%20Ktivi
Kam,n3496,′u,pancake-like bread,,,,strand,,,,,,,noun f dialect:Kamviri
sanu,n3496,′âu,bread,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
nis,n3496,äv,bread; large flatbread,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
usut,n3499,vu-,,,,,buddruss,,,,,,,dir dialect:Prasun%3A%20Usut
Kam,n3499,vâ-,,,,[+],strand,,,,,,,dir dialect:Kamviri
sanu,n3499,vâ-,,,,[+],strand,,,,,,,dir dialect:Ashkun%3A%20Sanu
nis,n3499,ve,"from across (toward the speaker); inward, toward oneself",,,[+],strand,,,,,,,dir dialect:Nuristani%20Kalasha%3A%20Nisheigram
nis,n3499,-e,across; [on a horizontal path],,,[+],strand,,,,,,,dir dialect:Nuristani%20Kalasha%3A%20Nisheigram
sec,n3502,vâl′e,another,,,,morgenstierne,,,,,,,pron dialect:Prasun%3A%20Sec
ktivi,n3502,vâl′e,another; else; someone else; something else,,,,strand,,,,,,,spatial pron pl dialect:Katavari%3A%20Ktivi
sec,n3503,vâri,other,,,,morgenstierne,,,,,,,pron dialect:Prasun%3A%20Sec
ktivi,n3503,v′âre,other (= Prs. ǧayra),,,,strand,,,,,,,spatial pron pl dialect:Katavari%3A%20Ktivi
Kam,n3503,v′âre,(an)other; else; someone else; something else; otherwise,,,,strand,,,,,,,spatial pron pl dialect:Kamviri
sec,n3504,vârgâ,other,,,,morgenstierne,,,,,,,pron dialect:Prasun%3A%20Sec
usut,n3505,râ,,,,[+],buddruss,,,,,,,part emph dialect:Prasun%3A%20Usut
Kam,n3506,vâr′in,name of a pre-Islamic diety,,,,strand,,,,,,,noun dialect:Kamviri
sanu,540,âb′ot,hunger,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
sec,n3507,vut′â,hungry,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
ktivi,n3507,âvt′a,hunger,,,,strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n3507,′oata,hunger,,,,strand,,,,,,,noun dialect:Kamviri
nis,n3507,âta,hunger,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
sec,809,orod-,beat,,,,morgenstierne,,,,,,,verb dialect:Prasun%3A%20Sec
sec,863,ostom-,fall asleep,,,,morgenstierne,,,,,,,verb dialect:Prasun%3A%20Sec
sec,863,ostom′i,haven fallen asleep,,,,morgenstierne,,,,,,,verb dialect:Prasun%3A%20Sec
zumu,n3508,um′u,home,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Zumu
ktivi,n3508,âm′u,house; room,,,,strand,,,,,,,noun f dialect:Katavari%3A%20Ktivi
Kam,n3508,âm′o,house; room,,,,strand,,,,,,,noun f dialect:Kamviri
sanu,n3508,âm′â,house; room,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
nis,n3508,amâ,house; room,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
gamb,n3508,am′â,house,,,[+],morgenstierne,,,,,,,noun dialect:Tregami%3A%20Gambir
usut,972,mi-š,his; [Conceptual],,,,buddruss,,,,,,,pron dialect:Prasun%3A%20Usut
usut,972,su-m′i-š,his; [Conceptual],,,,strand,,,,,,,pron dialect:Prasun%3A%20Usut
sec,972,mi-š,that; him; her; it; [Conceptual oblique],,,,morgenstierne,,,,,,,pron dialect:Prasun%3A%20Sec
Kam,n3512,v′edü,both,,,[< *avi ‘both’ + du ‘two’],strand,,,,,,,adj num dialect:Kamviri
sanu,n3512,vad′u,both,,,[< *avi ‘both’ + du ‘two’],strand,,,,,,,num dialect:Ashkun%3A%20Sanu
ktivi,n3513,âvdi′u,both,,,[< *âvi ‘both’ + du ‘two’],strand,,,,,,,adj dialect:Katavari%3A%20Ktivi
Kam,n3513,′oadü,both,,,[< *âvi ‘both’ + du ‘two’],strand,,,,,,,adj num dialect:Kamviri
nis,n3516,übe˜,both,,,[< *avi ‘both’ + *dva ‘two’; cf. Degener (1998: 552) Skt ubhaya ‘both’ >*ubbaya],strand,,,,,,,num dialect:Nuristani%20Kalasha%3A%20Nisheigram
Kam,n3517,â,,,,,strand,,,,,,,part interr dialect:Kamviri
sanu,n3517,u,,,,,strand,,,,,,,part interr dialect:Ashkun%3A%20Sanu
usut,n3517,-′â,,,,,buddruss,,,,,,,part interr dialect:Prasun%3A%20Usut
sanu,n3519,-âː-,,,,,strand,,,,,,,suffix dialect:Ashkun%3A%20Sanu
nis,n3519,-â-,,,,,strand,,,,,,,suffix dialect:Nuristani%20Kalasha%3A%20Nisheigram
ktivi,n3520,′âi,nut (kernel),,,,strand,,,,,,,noun f dialect:Katavari%3A%20Ktivi
Kam,n3520,′âa,nut (kernel),,,,strand,,,,,,,noun f dialect:Kamviri
sanu,n3520,âi′ak,nut (kernel),,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
Kam,n3521,â,,,,,strand,,,,,,,part interr dialect:Kamviri
Kam,n3522,â·′ü,starter for milk fermentation,,,,strand,,,,,,,noun dialect:Kamviri
sanu,n3522,âi′oː,starter for milk fermentation,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
ktivi,n3523,-â·′u,and down,,,,strand,,,,,,,dir dialect:Katavari%3A%20Ktivi
Kam,n3523,-âa,and down,,,,strand,,,,,,,dir dialect:Kamviri
sanu,n3523,-âu,and down,,,,strand,,,,,,,dir dialect:Ashkun%3A%20Sanu
sec,1026.3,′â-čip-,sieze,,,,morgenstierne,,,,,,,verb dialect:Prasun%3A%20Sec
Kam,n3524,âŋt′o˜,fireplace,,,,strand,,,,,,,noun dialect:Kamviri
Kam,n3524,âŋt′o˜,man's name,,,,strand,,,,,,,noun dialect:Kamviri
gamb,n3524,aŋat′äň,fireplace,,,[+],morgenstierne,,,,,,,noun dialect:Tregami%3A%20Gambir
ktivi,n3525,âč′e,woolen yarn,,,,strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n3525,âč′e˜,woolen yarn,,,,strand,,,,,,,noun dialect:Kamviri
sanu,n3525,âć′a˜,woolen yarn,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
nis,1079.1,âc̣ama,ice,,,[whence c̣?],strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
ktivi,1030,âčuṇ′e-,run,,,[whence ṇ?],strand,,,,,,,verb intr dialect:Katavari%3A%20Ktivi
Kam,1030,âč′uṇa-,run,,,[whence ṇ?],strand,,,,,,,verb intr dialect:Kamviri
Kam,n3526,âš′avaṭa,hail,,,,strand,,,,,,,noun dialect:Kamviri
nis,n3526,aše˜,hail,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
Kam,n3527,âṭl′oa-,"spend [a cyclic time period: day, week, month]",,,[+; cf. T. 5450 ṭ′alati *’moves aside’],strand,,,,,,,verb tr dialect:Kamviri
Kam,n3527,âṭl′oa-,throw; throw away,,,[+; cf. T. 5450 ṭ′alati *’moves aside’],strand,,,,,,,verb tr dialect:Kamviri
zumu,n3528,âḍâmâl,pool,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Zumu
ktivi,n3528,âḍm′âl,large puddle,,,,strand,,,,,,,noun f dialect:Katavari%3A%20Ktivi
Kam,n3528,âṭ′amol,large puddle,,,,strand,,,,,,,noun f dialect:Kamviri
Kam,n3528,âṭ′ama-,"pool, form a puddle; gather together in a group",,,,strand,,,,,,,verb intr dialect:Kamviri
Kam,n3528,âṭ′amâlik,small puddle,,,,strand,,,,,,,noun f dialect:Kamviri
nis,1474,aẓâi,apricot,,,[cf. similar voiced ẓ in Kalaṣa-mund],strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
sec,n3529,uṣk′u,"Âṣkuňu, man from Âṣk′ugal",,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
supu,n3529,uṣk′u,"Âṣkuňu, man from Âṣk′ugal",,,,strand,,,,,,,noun dialect:Prasun%3A%20Supu
ktivi,n3529,âṣk′u,"Âṣkuňu, man from Âṣk′ugal",,,,strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n3529,âṣk′u˜gal,the area inhabited by the Âṣk′u˜ people: kōlatan,,,,strand,,,,,,,spatial dialect:Kamviri
Kam,n3529,âṣk′u˜,"Âṣkuňu, man from Âṣk′u˜gal",,,,strand,,,,,,,noun dialect:Kamviri
sanu,n3529,âṣkuň′u,Âṣkuňu,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
nis,n3529,aṣku˜,man from Aṣku˜gal,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
nis,1311,arašâ,shoulder,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
Kam,n3530,âr′ař,nest; woven reed basket,,,,strand,,,,,,,noun dialect:Kamviri
sanu,n3530,âr′âṛ,woven reed basket,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
usut,1307.2,-rm-,fix; build,,,[+?],buddruss,,,,,,,verb tr dialect:Prasun%3A%20Usut
ktivi,1312,âr′us,rhubarb-like plant,,,,strand,,,,,,,noun f dialect:Katavari%3A%20Ktivi
Kam,1312,âr′os,rhubarb-like plant,,,[+; with strengthened â],strand,,,,,,,noun f dialect:Kamviri
Kam,1327,âr′uṣ,kind of wild onion,,,,strand,,,,,,,noun dialect:Kamviri
Kam,n3531,ârg′u,outstanding (animate),,,[+],strand,,,,,,,adj dialect:Kamviri
nis,n3531,âruga,body fat,,,[+],strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
nis,n3531,aruga,fat (livestock),,,[+],strand,,,,,,,adj dialect:Nuristani%20Kalasha%3A%20Nisheigram
vagal,n3532,ei,mother,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Vagal
ames,n3532,ie˜i,mother,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Amesdes
nis,n3532,iei,mother,,,,strand,,,,,,,noun f dialect:Nuristani%20Kalasha%3A%20Nisheigram
gamb,n3532,ž′ei,mother,,,,morgenstierne,,,,,,,noun f dialect:Tregami%3A%20Gambir
Kam,n3533,ârb′a,pre-Islamic stringed musical instrument,,,[cf. Prs. rōbâb],strand,,,,,,,noun f dialect:Kamviri
sanu,n3533,ârb′âːp,pre-Islamic stringed musical instrument,,,[cf. Prs. rōbâb],strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
Kam,n3534,ârm′on,"yearning, longing",,,,strand,,,,,,,noun dialect:Kamviri
ktivi,n3535,âř′a,elbow,,,[cf. Latin ulna; whence ř?],strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
ktivi,n3535,âř′a,“knot” in side of mountain (?),,,,strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
ktivi,n3535,âř′a,"knot (in wood); segment (of reed, etc.); husk on walnut",,,,strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n3535,′âř,inaccessable place,,,,strand,,,,,,,noun dialect:Kamviri
Kam,n3535,âř′a,"knot (in wood); segment (of reed, etc.); husk on walnut",,,,strand,,,,,,,noun dialect:Kamviri
Kam,n3535,âř′a pṭi,elbow,,,[cf. Latin ulna; whence ř?],strand,,,,,,,noun dialect:Kamviri
sanu,n3535,oṛ′iŋ,elbow,,,[cf. Latin ulna; whither *n?],strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
nis,n3535,avṛa,elbow,,,[cf. Latin ulna; whither *n?],strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
nis,n3535,avṛe,difficult path,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
zumu,n3536,â:geli,jaw,,,[or Skt. argala- ‘bolt; bar’? Morgenstierne 1949: 247],morgenstierne,,,,,,,noun dialect:Prasun%3A%20Zumu
ktivi,n3536,′âř kali,jaw,,,,strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n3536,′âakali,jaw,,,,strand,,,,,,,noun dialect:Kamviri
sanu,n3536,âlikar′iːk,jaw,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
nis,n3536,alikir,jaw,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
ktivi,n3537,âřć′uv,pus (watery),,,,strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n3537,′oaća,pus (watery),,,,strand,,,,,,,noun dialect:Kamviri
sanu,n3537,ić′oː,pus (watery),,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
ktivi,n3538,âtr′i,the day after tomorrow,,,,strand,,,,,,,adv dialect:Katavari%3A%20Ktivi
Kam,n3538,âtr′i,the day after tomorrow,,,,strand,,,,,,,adv dialect:Kamviri
sanu,n3538,âtr′e˜i,the day after tomorrow,,,,strand,,,,,,,spatial temporal dialect:Ashkun%3A%20Sanu
nis,n3538,atrigam,the day after tomorrow,,,,strand,,,,,,,spatial temporal dialect:Nuristani%20Kalasha%3A%20Nisheigram
ktivi,1129,âtrav′e-,reach; attain,,,[+],strand,,,,,,,verb intr dialect:Katavari%3A%20Ktivi
Kam,1129,âtr′a-,reach; attain,,,[+],strand,,,,,,,verb intr dialect:Kamviri
sec,n3539,udr′uk,box; chest,,,[?],morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
Kam,n3539,âd′ař,"small, finely constructed box",,,[?],strand,,,,,,,noun dialect:Kamviri
sec,n3543,âse,ashes,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
sec,n3543,′âsa,ashes,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
ktivi,n3543,âs′a,ash,,,,strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n3543,âs′a,ash,,,,strand,,,,,,,noun dialect:Kamviri
nis,n3543,âsa,ash,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
ktivi,n3544,âsṭ′or,ashes boiled in water,,,,strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n3544,âsṭ′or,ashes boiled in water,,,,strand,,,,,,,noun dialect:Kamviri
sanu,n3544,âsṭ′âːr,ashes boiled in water,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
sec,1503,usk′uk,bolt,,,[+],morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
sec,n3545,čkü,key,,,[+],morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
ktivi,n3545,âski′u,"wire key, inserted in a door's keyhole and used to pull the bolt aside",,,[+],strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n3545,âsk′ü˜,"wire key, inserted in a door's keyhole and used to pull the bolt aside",,,[+],strand,,,,,,,noun dialect:Kamviri
sanu,n3545,âsk′u˜,"wire key, inserted in a door's keyhole and used to pull the bolt aside",,,[+],strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
sec,n3546,či,trousers,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
ktivi,n3546,âsc̣′ev,woolen calf-length trousers,,,,strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n3546,âc̣′o˜,woolen calf-length trousers,,,,strand,,,,,,,noun dialect:Kamviri
ktivi,n3547,âšpař′a,sunny spot,,,[+],strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n3547,âšp′ura,sunny spot,,,[+],strand,,,,,,,noun dialect:Kamviri
ktivi,n3548,âšp′a,sweat,,,,strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n3548,âšp′u,sweat,,,,strand,,,,,,,noun dialect:Kamviri
Kam,n3549,âź′or přâvoa-,annoy; bother,,,,strand,,,,,,,verb tr dialect:Kamviri
Kam,1311,âl′uć,round flat stone used in âl′uća˜ mišak,,,[+?],strand,,,,,,,noun f dialect:Kamviri
Kam,1371,âl′eš bu-,be trained,,,[+],strand,,,,,,,verb intr dialect:Kamviri
ktivi,n3553,âl′uk,potato,,,[+?; cf. Prs. kačâlu ‘potato’],strand,,,,,,,noun f dialect:Katavari%3A%20Ktivi
Kam,n3553,âl′u,potato,,,[+?; cf. Prs. kacâlu ‘potato’],strand,,,,,,,noun f dialect:Kamviri
Kam,1390.1,âl′uřa-,become liquified or mixed with a liquid,,,[+],strand,,,,,,,verb intr dialect:Kamviri
nis,1402,âlol,song of praise,,,[?],strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
ktivi,n3554,ân′ev,ghee,,,,strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n3554,ân′ua,ghee,,,,strand,,,,,,,noun dialect:Kamviri
sanu,n3554,ân′âː,ghee,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
nis,n3554,anavṛa,ghee,,,"[?; cf. Ktv. ân′ev, Kmv. ân′ua ‘ghee’]",strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
ktivi,n3555,v′uṇ,penis,,,[whence v?],strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n3555,v′oṇ,penis,,,[whence v?],strand,,,,,,,noun dialect:Kamviri
sanu,n3555,′âṇ,penis,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
Kam,n3556,ân′arkil,"long, thin wedge used to fasten together broken boards",,,,strand,,,,,,,noun f dialect:Kamviri
sanu,n3556,ândark′iːl,"long, thin wedge used to fasten together broken boards",,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
Kam,n3557,ân′iṣ,meat-hook,,,,strand,,,,,,,noun f dialect:Kamviri
sanu,n3557,ând′iaṣ,meat-hook,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
Kam,n3562,div′ař,island,,,[+; whence ř?],strand,,,,,,,noun dialect:Kamviri
