humla_til,,zuwu,body,,zuwu,,devries2020humla[p. 49],,,humla:1:til:1
humla_yalbang,,tiriŋ,today,,tiriŋ,,devries2020humla[p. 58],,,humla:120:yalbang:1
humla_kermi,,tiriŋ,today,,tiriŋ,,devries2020humla[p. 58],,,humla:120:kermi:1
humla_yakpa,,tiriŋ,today,,tiriŋ,,devries2020humla[p. 58],,,humla:120:yakpa:1
humla_bargaun,,tiriŋ,today,,tiriŋ,,devries2020humla[p. 58],,,humla:120:bargaun:1
humla_dojam,,tiriŋ,today,,tiriŋ,,devries2020humla[p. 58],,,humla:120:dojam:1
humla_til,,daŋ,yesterday,,daŋ,,devries2020humla[p. 59],,,humla:121:til:1
humla_muchu,,daŋ,yesterday,,daŋ,,devries2020humla[p. 59],,,humla:121:muchu:1
humla_yalbang,,daŋ,yesterday,,daŋ,,devries2020humla[p. 59],,,humla:121:yalbang:1
humla_kermi,,daŋ,yesterday,,daŋ,,devries2020humla[p. 59],,,humla:121:kermi:1
humla_yakpa,,daŋ,yesterday,,daŋ,,devries2020humla[p. 59],,,humla:121:yakpa:1
humla_bargaun,,daŋ,yesterday,,daŋ,,devries2020humla[p. 59],,,humla:121:bargaun:1
humla_dojam,,daŋ,yesterday,,daŋ,,devries2020humla[p. 59],,,humla:121:dojam:1
humla_til,,ɲɛro,tomorrow,,ɲɛro,,devries2020humla[p. 59],,,humla:122:til:1
humla_muchu,,ɲetuk̚,tomorrow,,ɲetuk̚,,devries2020humla[p. 59],,,humla:122:muchu:1
humla_yalbang,,ɲaⁱʈu,tomorrow,,ɲaⁱʈu,,devries2020humla[p. 59],,,humla:122:yalbang:1
humla_kermi,,ɲaru,tomorrow,,ɲaru,,devries2020humla[p. 59],,,humla:122:kermi:1
humla_yakpa,,ŋaru,tomorrow,,ŋaru,,devries2020humla[p. 59],,,humla:122:yakpa:1
humla_bargaun,,ŋaru,tomorrow,,ŋaru,,devries2020humla[p. 59],,,humla:122:bargaun:1
humla_dojam,,ŋaru,tomorrow,,ŋaru,,devries2020humla[p. 59],,,humla:122:dojam:1
humla_til,,sagor,week,,sagor,,devries2020humla[p. 59],,,humla:123:til:1
humla_muchu,,dun,week,,dun,,devries2020humla[p. 59],,,humla:123:muchu:1
humla_yalbang,,dun,week,,dun,,devries2020humla[p. 59],,,humla:123:yalbang:1
humla_kermi,,dun,week,,dun,,devries2020humla[p. 59],,,humla:123:kermi:1
humla_yakpa,,tyn,week,,tyn,,devries2020humla[p. 59],,,humla:123:yakpa:1
humla_bargaun,,dʏn,week,,dʏn,,devries2020humla[p. 59],,,humla:123:bargaun:1
humla_dojam,,jʌŋmicep,week,,jʌŋmicep,,devries2020humla[p. 59],,,humla:123:dojam:1
humla_til,,daː,month,,daː,,devries2020humla[p. 59],,,humla:124:til:1
humla_muchu,,daː,month,,daː,,devries2020humla[p. 59],,,humla:124:muchu:1
humla_yalbang,,daː,month,,daː,,devries2020humla[p. 59],,,humla:124:yalbang:1
humla_kermi,,daː,month,,daː,,devries2020humla[p. 59],,,humla:124:kermi:1
humla_yakpa,,daː,month,,daː,,devries2020humla[p. 59],,,humla:124:yakpa:1
humla_bargaun,,da,month,,da,,devries2020humla[p. 59],,,humla:124:bargaun:1
humla_dojam,,daa,month,,daa,,devries2020humla[p. 59],,,humla:124:dojam:1
humla_til,,lo,year,,lo,,devries2020humla[p. 59],,,humla:125:til:1
humla_muchu,,lo,year,,lo,,devries2020humla[p. 59],,,humla:125:muchu:1
humla_yalbang,,lo,year,,lo,,devries2020humla[p. 59],,,humla:125:yalbang:1
humla_kermi,,lo,year,,lo,,devries2020humla[p. 59],,,humla:125:kermi:1
humla_yakpa,,lo,year,,lo,,devries2020humla[p. 59],,,humla:125:yakpa:1
humla_bargaun,,lo,year,,lo,,devries2020humla[p. 59],,,humla:125:bargaun:1
humla_dojam,,lo,year,,lo,,devries2020humla[p. 59],,,humla:125:dojam:1
humla_til,,ɲiŋba,old (things),,ɲiŋba,,devries2020humla[p. 59],,,humla:126:til:1
humla_muchu,,ɲiŋba,old (things),,ɲiŋba,,devries2020humla[p. 59],,,humla:126:muchu:1
humla_yalbang,,ɲiŋpa,old (things),,ɲiŋpa,,devries2020humla[p. 59],,,humla:126:yalbang:1
humla_kermi,,ɲiŋba,old (things),,ɲiŋba,,devries2020humla[p. 59],,,humla:126:kermi:1
humla_yakpa,,ɲiŋba,old (things),,ɲiŋba,,devries2020humla[p. 59],,,humla:126:yakpa:1
humla_bargaun,,ɲiŋba,old (things),,ɲiŋba,,devries2020humla[p. 59],,,humla:126:bargaun:1
humla_dojam,,ɲiŋba,old (things),,ɲiŋba,,devries2020humla[p. 59],,,humla:126:dojam:1
humla_til,,sarwa,new (things),,sarwa,,devries2020humla[p. 59],,,humla:127:til:1
humla_muchu,,sɛrba,new (things),,sɛrba,,devries2020humla[p. 59],,,humla:127:muchu:1
humla_yalbang,,sarwa,new (things),,sarwa,,devries2020humla[p. 59],,,humla:127:yalbang:1
humla_kermi,,sarwa,new (things),,sarwa,,devries2020humla[p. 59],,,humla:127:kermi:1
humla_yakpa,,sarba,new (things),,sarba,,devries2020humla[p. 59],,,humla:127:yakpa:1
humla_bargaun,,sarba,new (things),,sarba,,devries2020humla[p. 59],,,humla:127:bargaun:1
humla_dojam,,sɛrba,new (things),,sɛrba,,devries2020humla[p. 59],,,humla:127:dojam:1
humla_til,,jɛwo,good,,jɛwo,,devries2020humla[p. 59],,,humla:128:til:1
humla_muchu,,lau,good,,lau,,devries2020humla[p. 59],,,humla:128:muchu:1
humla_yalbang,,lau,good,,lau,,devries2020humla[p. 59],,,humla:128:yalbang:1
humla_kermi,,lau,good,,lau,,devries2020humla[p. 59],,,humla:128:kermi:1
humla_yakpa,,lawu,good,,lawu,,devries2020humla[p. 59],,,humla:128:yakpa:1
humla_bargaun,,jebu,good,,jebu,,devries2020humla[p. 59],,,humla:128:bargaun:1
humla_dojam,,lʲabo,good,,lʲabo,,devries2020humla[p. 59],,,humla:128:dojam:1
humla_til,,hage,bad,,hage,,devries2020humla[p. 59],,,humla:129:til:1
humla_muchu,,nowa,bad,,nowa,,devries2020humla[p. 59],,,humla:129:muchu:1
humla_yalbang,,nowa,bad,,nowa,,devries2020humla[p. 59],,,humla:129:yalbang:1
humla_kermi,,nowa,bad,,nowa,,devries2020humla[p. 59],,,humla:129:kermi:1
humla_yakpa,,hagi,bad,,hagi,,devries2020humla[p. 59],,,humla:129:yakpa:1
humla_bargaun,,haxe,bad,,haxe,,devries2020humla[p. 59],,,humla:129:bargaun:1
humla_dojam,,abe,bad,,abe,,devries2020humla[p. 59],,,humla:129:dojam:1
humla_til,,lʏnba,wet,,lʏnba,,devries2020humla[p. 59],,,humla:130:til:1
humla_muchu,,pãba,wet,,pãba,,devries2020humla[p. 59],,,humla:130:muchu:1
humla_yalbang,,lomba,wet,,lomba,,devries2020humla[p. 59],,,humla:130:yalbang:1
humla_kermi,,lonba,wet,,lonba,,devries2020humla[p. 59],,,humla:130:kermi:1
humla_yakpa,,lʏnba,wet,,lʏnba,,devries2020humla[p. 59],,,humla:130:yakpa:1
humla_bargaun,,luŋba,wet,,luŋba,,devries2020humla[p. 59],,,humla:130:bargaun:1
humla_dojam,,papãba,wet,,papãba,,devries2020humla[p. 59],,,humla:130:dojam:1
humla_til,,kampo,dry,,kampo,,devries2020humla[p. 59],,,humla:131:til:1
humla_muchu,,kamkamba,dry,,kamkamba,,devries2020humla[p. 59],,,humla:131:muchu:1
humla_yalbang,,kau,dry,,kau,,devries2020humla[p. 59],,,humla:131:yalbang:1
humla_kermi,,kãu,dry,,kãu,,devries2020humla[p. 59],,,humla:131:kermi:1
humla_yakpa,,kãbu,dry,,kãbu,,devries2020humla[p. 59],,,humla:131:yakpa:1
humla_bargaun,,kãbu,dry,,kãbu,,devries2020humla[p. 59],,,humla:131:bargaun:1
humla_dojam,,kamkamma,dry,,kamkamma,,devries2020humla[p. 59],,,humla:131:dojam:1
humla_til,,riŋmu,long,,riŋmu,,devries2020humla[p. 59],,,humla:132:til:1
humla_muchu,,riŋbu,long,,riŋbu,,devries2020humla[p. 59],,,humla:132:muchu:1
humla_yalbang,,riŋbu,long,,riŋbu,,devries2020humla[p. 59],,,humla:132:yalbang:1
humla_kermi,,riŋbu,long,,riŋbu,,devries2020humla[p. 59],,,humla:132:kermi:1
humla_yakpa,,riŋmu,long,,riŋmu,,devries2020humla[p. 59],,,humla:132:yakpa:1
humla_bargaun,,riŋbu,long,,riŋbu,,devries2020humla[p. 59],,,humla:132:bargaun:1
humla_dojam,,riŋbo,long,,riŋbo,,devries2020humla[p. 59],,,humla:132:dojam:1
humla_til,,ʈuŋmu,short,,ʈuŋmu,,devries2020humla[p. 60],,,humla:133:til:1
humla_muchu,,ʈun,short,,ʈun,,devries2020humla[p. 60],,,humla:133:muchu:1
humla_yalbang,,ʈun,short,,ʈun,,devries2020humla[p. 60],,,humla:133:yalbang:1
humla_kermi,,tun,short,,tun,,devries2020humla[p. 60],,,humla:133:kermi:1
humla_yakpa,,tun,short,,tun,,devries2020humla[p. 60],,,humla:133:yakpa:1
humla_bargaun,,ʈuⁱma,short,,ʈuⁱma,,devries2020humla[p. 60],,,humla:133:bargaun:1
humla_dojam,,ʈuⁱma,short,,ʈuⁱma,,devries2020humla[p. 60],,,humla:133:dojam:1
humla_til,,tsʰande,hot (things),,tsʰande,,devries2020humla[p. 60],,,humla:134:til:1
humla_muchu,,tsʰãdi,hot (things),,tsʰãdi,,devries2020humla[p. 60],,,humla:134:muchu:1
humla_yalbang,,tsʰade,hot (things),,tsʰade,,devries2020humla[p. 60],,,humla:134:yalbang:1
humla_kermi,,tsʲãdi,hot (things),,tsʲãdi,,devries2020humla[p. 60],,,humla:134:kermi:1
humla_yakpa,,ʈonbu,hot (things),,ʈonbu,,devries2020humla[p. 60],,,humla:134:yakpa:1
humla_bargaun,,tsʰãdi,hot (things),,tsʰãdi,,devries2020humla[p. 60],,,humla:134:bargaun:1
humla_dojam,,tsʰãde,hot (things),,tsʰãde,,devries2020humla[p. 60],,,humla:134:dojam:1
humla_til,,ʈɐŋmu,cold (things),,ʈɐŋmu,,devries2020humla[p. 60],,,humla:135:til:1
humla_muchu,,ʈaŋbu,cold (things),,ʈaŋbu,,devries2020humla[p. 60],,,humla:135:muchu:1
humla_yalbang,,ʈʰoŋmu,cold (things),,ʈʰoŋmu,,devries2020humla[p. 60],,,humla:135:yalbang:1
humla_kermi,,ʈoŋmu,cold (things),,ʈoŋmu,,devries2020humla[p. 60],,,humla:135:kermi:1
humla_yakpa,,ʈoŋmu,cold (things),,ʈoŋmu,,devries2020humla[p. 60],,,humla:135:yakpa:1
humla_bargaun,,ʈɵŋmu,cold (things),,ʈɵŋmu,,devries2020humla[p. 60],,,humla:135:bargaun:1
humla_dojam,,ʈaŋmu,cold (things),,ʈaŋmu,,devries2020humla[p. 60],,,humla:135:dojam:1
humla_til,,jɛwa,right,,jɛwa,,devries2020humla[p. 60],,,humla:136:til:1
humla_muchu,,jɛwa,right,,jɛwa,,devries2020humla[p. 60],,,humla:136:muchu:1
humla_yalbang,,jaⁱwa,right,,jaⁱwa,,devries2020humla[p. 60],,,humla:136:yalbang:1
humla_kermi,,jɛwa,right,,jɛwa,,devries2020humla[p. 60],,,humla:136:kermi:1
humla_yakpa,,jaⁱba,right,,jaⁱba,,devries2020humla[p. 60],,,humla:136:yakpa:1
humla_bargaun,,jæpa,right,,jæpa,,devries2020humla[p. 60],,,humla:136:bargaun:1
humla_dojam,,jɛⁱba,right,,jɛⁱba,,devries2020humla[p. 60],,,humla:136:dojam:1
humla_til,,jønpa,left,,jønpa,,devries2020humla[p. 60],,,humla:137:til:1
humla_muchu,,jʏma,left,,jʏma,,devries2020humla[p. 60],,,humla:137:muchu:1
humla_yalbang,,jøjma,left,,jøjma,,devries2020humla[p. 60],,,humla:137:yalbang:1
humla_kermi,,jøma,left,,jøma,,devries2020humla[p. 60],,,humla:137:kermi:1
humla_yakpa,,jøⁱma,left,,jøⁱma,,devries2020humla[p. 60],,,humla:137:yakpa:1
humla_bargaun,,jʏnma,left,,jʏnma,,devries2020humla[p. 60],,,humla:137:bargaun:1
humla_dojam,,jønma,left,,jønma,,devries2020humla[p. 60],,,humla:137:dojam:1
humla_til,,tsa,near,,tsa,,devries2020humla[p. 60],,,humla:138:til:1
humla_muchu,,ɲeũ,near,,ɲeũ,,devries2020humla[p. 60],,,humla:138:muchu:1
humla_yalbang,,ɲeũ,near,,ɲeũ,,devries2020humla[p. 60],,,humla:138:yalbang:1
humla_kermi,,ɲeoŋ,near,,ɲeoŋ,,devries2020humla[p. 60],,,humla:138:kermi:1
humla_yakpa,,ɲeũ,near,,ɲeũ,,devries2020humla[p. 60],,,humla:138:yakpa:1
humla_bargaun,,ɲeõ,near,,ɲeõ,,devries2020humla[p. 60],,,humla:138:bargaun:1
humla_dojam,,ɲemu,near,,ɲemu,,devries2020humla[p. 60],,,humla:138:dojam:1
humla_til,,tʰak̚ riŋbu,far,,tʰak̚ riŋbu,,devries2020humla[p. 60],,,humla:139:til:1
humla_muchu,,tʰak̚ riŋbu,far,,tʰak̚ riŋbu,,devries2020humla[p. 60],,,humla:139:muchu:1
humla_yalbang,,tariŋmo,far,,tariŋmo,,devries2020humla[p. 60],,,humla:139:yalbang:1
humla_kermi,,tʰariŋbo,far,,tʰariŋbo,,devries2020humla[p. 60],,,humla:139:kermi:1
humla_yakpa,,tʰaruŋmu,far,,tʰaruŋmu,,devries2020humla[p. 60],,,humla:139:yakpa:1
humla_bargaun,,tʰak̚ riŋbu,far,,tʰak̚ riŋbu,,devries2020humla[p. 60],,,humla:139:bargaun:1
humla_dojam,,tʰariŋbo,far,,tʰariŋbo,,devries2020humla[p. 60],,,humla:139:dojam:1
humla_til,,tsʲʰowo,big,,tsʲʰowo,,devries2020humla[p. 60],,,humla:140:til:1
humla_muchu,,tsʲʰabu,big,,tsʲʰabu,,devries2020humla[p. 60],,,humla:140:muchu:1
humla_yalbang,,tsʲʰopo,big,,tsʲʰopo,,devries2020humla[p. 60],,,humla:140:yalbang:1
humla_kermi,,tsʲʰopu,big,,tsʲʰopu,,devries2020humla[p. 60],,,humla:140:kermi:1
humla_yakpa,,tsʲʰobu,big,,tsʲʰobu,,devries2020humla[p. 60],,,humla:140:yakpa:1
humla_bargaun,,tsʲʰobu,big,,tsʲʰobu,,devries2020humla[p. 60],,,humla:140:bargaun:1
humla_dojam,,tsʲʰowo,big,,tsʲʰowo,,devries2020humla[p. 60],,,humla:140:dojam:1
humla_til,,tsʲʰuŋmu,small,,tsʲʰuŋmu,,devries2020humla[p. 60],,,humla:141:til:1
humla_muchu,,tsʲun,small,,tsʲun,,devries2020humla[p. 60],,,humla:141:muchu:1
humla_yalbang,,tsʲʏn,small,,tsʲʏn,,devries2020humla[p. 60],,,humla:141:yalbang:1
humla_kermi,,tsʲun,small,,tsʲun,,devries2020humla[p. 60],,,humla:141:kermi:1
humla_yakpa,,tsʲuŋma,small,,tsʲuŋma,,devries2020humla[p. 60],,,humla:141:yakpa:1
humla_bargaun,,tsʲima,small,,tsʲima,,devries2020humla[p. 60],,,humla:141:bargaun:1
humla_dojam,,tsʲima,small,,tsʲima,,devries2020humla[p. 60],,,humla:141:dojam:1
humla_til,,dzʲindi,heavy,,dzʲindi,,devries2020humla[p. 60],,,humla:142:til:1
humla_muchu,,zʲindi,heavy,,zʲindi,,devries2020humla[p. 60],,,humla:142:muchu:1
humla_yalbang,,zʲĩdi,heavy,,zʲĩdi,,devries2020humla[p. 60],,,humla:142:yalbang:1
humla_kermi,,zʲindi,heavy,,zʲindi,,devries2020humla[p. 60],,,humla:142:kermi:1
humla_yakpa,,tsʲindi,heavy,,tsʲindi,,devries2020humla[p. 60],,,humla:142:yakpa:1
humla_bargaun,,dzʲĩdi,heavy,,dzʲĩdi,,devries2020humla[p. 60],,,humla:142:bargaun:1
humla_dojam,,dʒinde,heavy,,dʒinde,,devries2020humla[p. 60],,,humla:142:dojam:1
humla_til,,jaŋmo,light,,jaŋmo,,devries2020humla[p. 60],,,humla:143:til:1
humla_muchu,,jaŋmu,light,,jaŋmu,,devries2020humla[p. 60],,,humla:143:muchu:1
humla_yalbang,,jaŋmũ,light,,jaŋmũ,,devries2020humla[p. 60],,,humla:143:yalbang:1
humla_kermi,,jaŋmu,light,,jaŋmu,,devries2020humla[p. 60],,,humla:143:kermi:1
humla_yakpa,,jɛũ,light,,jɛũ,,devries2020humla[p. 60],,,humla:143:yakpa:1
humla_bargaun,,jʉŋmu,light,,jʉŋmu,,devries2020humla[p. 60],,,humla:143:bargaun:1
humla_dojam,,jɐŋmu,light,,jɐŋmu,,devries2020humla[p. 60],,,humla:143:dojam:1
humla_til,,ɦok,below,,ɦok,,devries2020humla[p. 60],,,humla:144:til:1
humla_muchu,,jogne,below,,jogne,,devries2020humla[p. 60],,,humla:144:muchu:1
humla_yalbang,,gogne,below,,gogne,,devries2020humla[p. 60],,,humla:144:yalbang:1
humla_kermi,,gukna,below,,gukna,,devries2020humla[p. 60],,,humla:144:kermi:1
humla_yakpa,,gugna,below,,gugna,,devries2020humla[p. 60],,,humla:144:yakpa:1
humla_bargaun,,gugna,below,,gugna,,devries2020humla[p. 60],,,humla:144:bargaun:1
humla_dojam,,kuglʌ,below,,kuglʌ,,devries2020humla[p. 60],,,humla:144:dojam:1
humla_til,,karpo,white,,karpo,,devries2020humla[p. 61],,,humla:145:til:1
humla_muchu,,karbu,white,,karbu,,devries2020humla[p. 61],,,humla:145:muchu:1
humla_yalbang,,karwo,white,,karwo,,devries2020humla[p. 61],,,humla:145:yalbang:1
humla_kermi,,karu,white,,karu,,devries2020humla[p. 61],,,humla:145:kermi:1
humla_yakpa,,karbu,white,,karbu,,devries2020humla[p. 61],,,humla:145:yakpa:1
humla_bargaun,,karpu,white,,karpu,,devries2020humla[p. 61],,,humla:145:bargaun:1
humla_dojam,,karbo,white,,karbo,,devries2020humla[p. 61],,,humla:145:dojam:1
humla_til,,nakpo,black,,nakpo,,devries2020humla[p. 61],,,humla:146:til:1
humla_muchu,,nakbu,black,,nakbu,,devries2020humla[p. 61],,,humla:146:muchu:1
humla_yalbang,,nakpu,black,,nakpu,,devries2020humla[p. 61],,,humla:146:yalbang:1
humla_kermi,,nakpu,black,,nakpu,,devries2020humla[p. 61],,,humla:146:kermi:1
humla_yakpa,,nakpu,black,,nakpu,,devries2020humla[p. 61],,,humla:146:yakpa:1
humla_bargaun,,nakpu,black,,nakpu,,devries2020humla[p. 61],,,humla:146:bargaun:1
humla_dojam,,nakpo,black,,nakpo,,devries2020humla[p. 61],,,humla:146:dojam:1
humla_til,,mɐru,red,,mɐru,,devries2020humla[p. 61],,,humla:147:til:1
humla_muchu,,marbu,red,,marbu,,devries2020humla[p. 61],,,humla:147:muchu:1
humla_yalbang,,marwu,red,,marwu,,devries2020humla[p. 61],,,humla:147:yalbang:1
humla_kermi,,maru,red,,maru,,devries2020humla[p. 61],,,humla:147:kermi:1
humla_yakpa,,marbu,red,,marbu,,devries2020humla[p. 61],,,humla:147:yakpa:1
humla_bargaun,,marbu,red,,marbu,,devries2020humla[p. 61],,,humla:147:bargaun:1
humla_dojam,,marbo,red,,marbo,,devries2020humla[p. 61],,,humla:147:dojam:1
humla_til,,tʃik,one,,tʃik,,devries2020humla[p. 61],,,humla:148:til:1
humla_muchu,,tʃek,one,,tʃek,,devries2020humla[p. 61],,,humla:148:muchu:1
humla_yalbang,,tʃɪk,one,,tʃɪk,,devries2020humla[p. 61],,,humla:148:yalbang:1
humla_kermi,,tʃik,one,,tʃik,,devries2020humla[p. 61],,,humla:148:kermi:1
humla_yakpa,,tʃik,one,,tʃik,,devries2020humla[p. 61],,,humla:148:yakpa:1
humla_bargaun,,tʃik,one,,tʃik,,devries2020humla[p. 61],,,humla:148:bargaun:1
humla_dojam,,dzik,one,,dzik,,devries2020humla[p. 61],,,humla:148:dojam:1
humla_til,,ɲiː,two,,ɲiː,,devries2020humla[p. 61],,,humla:149:til:1
humla_muchu,,ɲi,two,,ɲi,,devries2020humla[p. 61],,,humla:149:muchu:1
humla_yalbang,,ɲi,two,,ɲi,,devries2020humla[p. 61],,,humla:149:yalbang:1
humla_kermi,,ɲiː,two,,ɲiː,,devries2020humla[p. 61],,,humla:149:kermi:1
humla_yakpa,,ɲiː,two,,ɲiː,,devries2020humla[p. 61],,,humla:149:yakpa:1
humla_bargaun,,ɲiː,two,,ɲiː,,devries2020humla[p. 61],,,humla:149:bargaun:1
humla_dojam,,ɲiː,two,,ɲiː,,devries2020humla[p. 61],,,humla:149:dojam:1
humla_til,,sum,three,,sum,,devries2020humla[p. 61],,,humla:150:til:1
humla_muchu,,sum,three,,sum,,devries2020humla[p. 61],,,humla:150:muchu:1
humla_yalbang,,sum,three,,sum,,devries2020humla[p. 61],,,humla:150:yalbang:1
humla_kermi,,sum,three,,sum,,devries2020humla[p. 61],,,humla:150:kermi:1
humla_yakpa,,sum,three,,sum,,devries2020humla[p. 61],,,humla:150:yakpa:1
humla_bargaun,,sum,three,,sum,,devries2020humla[p. 61],,,humla:150:bargaun:1
humla_dojam,,sum,three,,sum,,devries2020humla[p. 61],,,humla:150:dojam:1
humla_til,,ʒi,four,,ʒi,,devries2020humla[p. 61],,,humla:151:til:1
humla_muchu,,ʒi,four,,ʒi,,devries2020humla[p. 61],,,humla:151:muchu:1
humla_yalbang,,dʒi,four,,dʒi,,devries2020humla[p. 61],,,humla:151:yalbang:1
humla_kermi,,ʒi,four,,ʒi,,devries2020humla[p. 61],,,humla:151:kermi:1
humla_yakpa,,ʃi,four,,ʃi,,devries2020humla[p. 61],,,humla:151:yakpa:1
humla_bargaun,,ʒi,four,,ʒi,,devries2020humla[p. 61],,,humla:151:bargaun:1
humla_dojam,,ʒi,four,,ʒi,,devries2020humla[p. 61],,,humla:151:dojam:1
humla_til,,ŋa,five,,ŋa,,devries2020humla[p. 61],,,humla:152:til:1
humla_muchu,,ŋa,five,,ŋa,,devries2020humla[p. 61],,,humla:152:muchu:1
humla_yalbang,,ŋa,five,,ŋa,,devries2020humla[p. 61],,,humla:152:yalbang:1
humla_kermi,,ŋa,five,,ŋa,,devries2020humla[p. 61],,,humla:152:kermi:1
humla_yakpa,,ŋa,five,,ŋa,,devries2020humla[p. 61],,,humla:152:yakpa:1
humla_bargaun,,ŋa,five,,ŋa,,devries2020humla[p. 61],,,humla:152:bargaun:1
humla_dojam,,ŋa,five,,ŋa,,devries2020humla[p. 61],,,humla:152:dojam:1
humla_til,,ʈʰuk,six,,ʈʰuk,,devries2020humla[p. 61],,,humla:153:til:1
humla_muchu,,ʈʰuk,six,,ʈʰuk,,devries2020humla[p. 61],,,humla:153:muchu:1
humla_yalbang,,ʈʰuk,six,,ʈʰuk,,devries2020humla[p. 61],,,humla:153:yalbang:1
humla_kermi,,ʈʰuk,six,,ʈʰuk,,devries2020humla[p. 61],,,humla:153:kermi:1
humla_yakpa,,ʈʰuk,six,,ʈʰuk,,devries2020humla[p. 61],,,humla:153:yakpa:1
humla_bargaun,,ʈuk,six,,ʈuk,,devries2020humla[p. 61],,,humla:153:bargaun:1
humla_dojam,,ʈuk,six,,ʈuk,,devries2020humla[p. 61],,,humla:153:dojam:1
humla_til,,dyn,seven,,dyn,,devries2020humla[p. 61],,,humla:154:til:1
humla_muchu,,dʏn,seven,,dʏn,,devries2020humla[p. 61],,,humla:154:muchu:1
humla_yalbang,,dʉn,seven,,dʉn,,devries2020humla[p. 61],,,humla:154:yalbang:1
humla_kermi,,dun,seven,,dun,,devries2020humla[p. 61],,,humla:154:kermi:1
humla_yakpa,,tun,seven,,tun,,devries2020humla[p. 61],,,humla:154:yakpa:1
humla_bargaun,,dʉn,seven,,dʉn,,devries2020humla[p. 61],,,humla:154:bargaun:1
humla_dojam,,tʉn,seven,,tʉn,,devries2020humla[p. 61],,,humla:154:dojam:1
humla_til,,ɟɛʔ,eight,,ɟɛʔ,,devries2020humla[p. 61],,,humla:155:til:1
humla_muchu,,ɟe,eight,,ɟe,,devries2020humla[p. 61],,,humla:155:muchu:1
humla_yalbang,,ɟet,eight,,ɟet,,devries2020humla[p. 61],,,humla:155:yalbang:1
humla_kermi,,ɟet̚,eight,,ɟet̚,,devries2020humla[p. 61],,,humla:155:kermi:1
humla_yakpa,,ɟɛt,eight,,ɟɛt,,devries2020humla[p. 61],,,humla:155:yakpa:1
humla_bargaun,,ɟet,eight,,ɟet,,devries2020humla[p. 61],,,humla:155:bargaun:1
humla_dojam,,ɟɛt,eight,,ɟɛt,,devries2020humla[p. 61],,,humla:155:dojam:1
humla_til,,gu,nine,,gu,,devries2020humla[p. 61],,,humla:156:til:1
humla_muchu,,ⁿgo,nine,,ⁿgo,,devries2020humla[p. 61],,,humla:156:muchu:1
humla_yalbang,,gu,nine,,gu,,devries2020humla[p. 61],,,humla:156:yalbang:1
humla_kermi,,ⁿgu,nine,,ⁿgu,,devries2020humla[p. 61],,,humla:156:kermi:1
humla_yakpa,,ku,nine,,ku,,devries2020humla[p. 61],,,humla:156:yakpa:1
humla_bargaun,,gu,nine,,gu,,devries2020humla[p. 61],,,humla:156:bargaun:1
humla_dojam,,ku,nine,,ku,,devries2020humla[p. 61],,,humla:156:dojam:1
humla_til,,tsʲu,ten,,tsʲu,,devries2020humla[p. 62],,,humla:157:til:1
humla_muchu,,tsʲu,ten,,tsʲu,,devries2020humla[p. 62],,,humla:157:muchu:1
humla_yalbang,,tsʲu,ten,,tsʲu,,devries2020humla[p. 62],,,humla:157:yalbang:1
humla_kermi,,tsʲu,ten,,tsʲu,,devries2020humla[p. 62],,,humla:157:kermi:1
humla_yakpa,,tsʲu,ten,,tsʲu,,devries2020humla[p. 62],,,humla:157:yakpa:1
humla_bargaun,,tsʲu,ten,,tsʲu,,devries2020humla[p. 62],,,humla:157:bargaun:1
humla_dojam,,tsʲu,ten,,tsʲu,,devries2020humla[p. 62],,,humla:157:dojam:1
humla_til,,tsʲutsʲik,eleven,,tsʲutsʲik,,devries2020humla[p. 62],,,humla:158:til:1
humla_muchu,,tsʲuktsʲek,eleven,,tsʲuktsʲek,,devries2020humla[p. 62],,,humla:158:muchu:1
humla_yalbang,,tsʲuktsʲɪk,eleven,,tsʲuktsʲɪk,,devries2020humla[p. 62],,,humla:158:yalbang:1
humla_kermi,,tsʲutsʲik,eleven,,tsʲutsʲik,,devries2020humla[p. 62],,,humla:158:kermi:1
humla_yakpa,,tsʲutsʲik,eleven,,tsʲutsʲik,,devries2020humla[p. 62],,,humla:158:yakpa:1
humla_bargaun,,tsʲuktsʲik,eleven,,tsʲuktsʲik,,devries2020humla[p. 62],,,humla:158:bargaun:1
humla_dojam,,tsʲuktsʲik,eleven,,tsʲuktsʲik,,devries2020humla[p. 62],,,humla:158:dojam:1
humla_til,,tsʲuɲiː,twelve,,tsʲuɲiː,,devries2020humla[p. 62],,,humla:159:til:1
humla_muchu,,tsʲuni,twelve,,tsʲuni,,devries2020humla[p. 62],,,humla:159:muchu:1
humla_yalbang,,tsʲuɲi,twelve,,tsʲuɲi,,devries2020humla[p. 62],,,humla:159:yalbang:1
humla_kermi,,tsʲuni,twelve,,tsʲuni,,devries2020humla[p. 62],,,humla:159:kermi:1
humla_yakpa,,tsʲuɲi,twelve,,tsʲuɲi,,devries2020humla[p. 62],,,humla:159:yakpa:1
humla_bargaun,,tsʲuɲi,twelve,,tsʲuɲi,,devries2020humla[p. 62],,,humla:159:bargaun:1
humla_dojam,,tsʲuɲiː,twelve,,tsʲuɲiː,,devries2020humla[p. 62],,,humla:159:dojam:1
humla_til,,ɲiʃu,twenty,,ɲiʃu,,devries2020humla[p. 62],,,humla:160:til:1
