bagri_loonkansar,992,hu,I (1st singular),,hu,,bagri
mewari_bannoda,6152,d̪ãt̪,tooth,,d̪ãt̪,,mewari
hadothi_kawai,6152,d̪ãt̪,tooth,,d̪ãt̪,,hadothi
marwari_degana,6152,d̪ãt̪,tooth,,d̪ãt̪,,marwari
dhundari_badagaon,6152,d̪ãt̪,tooth,,d̪ãt̪,,marwari
hadothi_silori,6152,d̪ãt̪,tooth,,d̪ãt̪,,hadothi
dhundari_deladi,6152,d̪ãt̪,tooth,,d̪ãt̪,,dhundari
mewari_kannouj,6152,d̪ãt̪,tooth,,d̪ãt̪,,mewari
mewari_sangad,6152,d̪ãt̪,tooth,,d̪ãt̪,,mewari
mewari_eklingpura,6152,d̪ãt̪,tooth,,d̪ãt̪,,mewari
mewari_pathera,6152,d̪ãt̪,tooth,,d̪ãt̪,,mewari
mewari_dindoli,6152,d̪ãt̪,tooth,,d̪ãt̪,,mewari
mewari_hurda,6152,d̪ãt̪,tooth,,d̪ãt̪,,mewari
mewati_udaka,6152,d̪ãt̪,tooth,,d̪ãt̪,,mewati
hadothi_kelwada,6152,d̪ãt̪,tooth,,d̪ãt̪,,hadothi
mewari_khor,6152,d̪ãt̪,tooth,,d̪ãt̪,,mewari
dhundari_bhagatpur,6152,d̪ãt̪,tooth,,d̪ãt̪,,dhundari
mewari_kalgav,6152,d̪ãt̪,tooth,,d̪ãt̪,,mewari
mewari_kalnsas,6152,d̪ãt̪,tooth,,d̪ãt̪,,mewari
dhundari_pathalvas,6152,d̪ãt̪,tooth,,d̪ãt̪,,dhundari
mewari_ajmer,6152,d̪ãt̪,tooth,,d̪ãt̪,,mewari
mewari_godra,6152,d̪ãt̪,tooth,,d̪ãt̪,,mewari
dhundari_bhagatpur,6152,d̪ãt̪,tooth,,d̪ãt̪,,marwari
hadothi_devpura,6152,d̪ãt̪,tooth,,d̪ãt̪,,hadothi
dhundari_chalkoi,6152,d̪ɐn̪t̪,tooth,,d̪ɐn̪t̪,,dhundari
bagri_karnigedda,6152,d̪ɑ̃t̪,tooth,,d̪ɑ̃t̪,,bagri
bagri_mirzawala,6152,d̪ɑ̃t̪,tooth,,d̪ɑ̃t̪,,bagri
bagri_fatehabad,6152,d̪ɑ̃t̪,tooth,,d̪ɑ̃t̪,,bagri
marwari_bagra,6152,d̪ɔt̪,tooth,,d̪ɔt̪,,marwari
marwari_falna,6152,d̪ɔt̪,tooth,,d̪ɔt̪,,marwari
marwari_kherwa,6152,d̪ɔ̃t̪,tooth,,d̪ɔ̃t̪,,marwari
mewari_khor,6152,d̪ɔ̃t̪,tooth,,d̪ɔ̃t̪,,mewari
dhundari_jorpura,,bãʈ,tree,,bãʈ,,dhundari
marwari_bagra,,bãʈkɔ,tree,,bãʈkɔ,,marwari
marwari_falna,5362,dʒaɖ,tree,,dʒaɖ,,marwari
marwari_bagra,5362,dʒaɖəkɔ,tree,,dʒaɖəkɔ,,marwari
mewati_hathiya,e52,d̪ɐɾkhɐt̪,tree,,d̪ɐɾkhɐt̪,,mewati
dhundari_chalkoi,e52,d̪ɐɾkhɐt̪,tree,,d̪ɐɾkhɐt̪,,marwari
dhundari_badagaon,e52,d̪ɐɾkhɐt̪,tree,,d̪ɐɾkhɐt̪,,marwari
mewati_akera,e52,d̪ɐɾkhɐt̪,tree,,d̪ɐɾkhɐt̪,,mewati
mewati_goyla,e52,d̪ɐɾkhɐt̪,tree,,d̪ɐɾkhɐt̪,,mewati
marwari_husangsar,e52,d̪ɐɾkhɐt̪,tree,,d̪ɐɾkhɐt̪,,marwari
bagri_mannaksar,e52,d̪ɐɾkɐt̪,tree,,d̪ɐɾkɐt̪,,bagri
bagri_karnigedda,e52,d̪ɐɾkɐt̪,tree,,d̪ɐɾkɐt̪,,bagri
bagri_panjkosi,e52,d̪ɐɾkɐt̪,tree,,d̪ɐɾkɐt̪,,bagri
bagri_makkasar,e52,d̪ɐɾkɐt̪,tree,,d̪ɐɾkɐt̪,,bagri
bagri_old_abaddi,e52,d̪ɐɾkɐt̪,tree,,d̪ɐɾkɐt̪,,bagri
bagri_mirzawala,e52,d̪ɐɾkɐt̪,tree,,d̪ɐɾkɐt̪,,bagri
bagri_lakjikirani,e52,d̪ɐɾkɐt̪,tree,,d̪ɐɾkɐt̪,,bagri
bagri_fatehabad,e52,d̪ɐɾkɐt̪,tree,,d̪ɐɾkɐt̪,,bagri
bagri_sardarsahar,e52,d̪ɐɾkɐt̪,tree,,d̪ɐɾkɐt̪,,bagri
bagri_pallu,e52,d̪ɐɾkɐt̪,tree,,d̪ɐɾkɐt̪,,bagri
bagri_loonkansar,e52,d̪ɐɾkɐt̪,tree,,d̪ɐɾkɐt̪,,bagri
bagri_jamal,e52,d̪ɐɾkɐt̪,tree,,d̪ɐɾkɐt̪,,bagri
dhundari_chalkoi,e52,d̪ɛɾkhʌt̪,tree,,d̪ɛɾkhʌt̪,,dhundari
dhundari_badagaon,e52,d̪ʌɾkːʌt̪,tree,,d̪ʌɾkːʌt̪,,dhundari
mewati_akera,e53,peɖ,tree,,peɖ,,mewati
dhundari_deladi,e53,peɖ,tree,,peɖ,,dhundari
mewati_jhambaus,e53,peɖ,tree,,peɖ,,mewati
dhundari_badagaon,e53,peɖ,tree,,peɖ,,dhundari
dhundari_jorpura,e53,peɖ,tree,,peɖ,,dhundari
hadothi_shyampura,e53,peɖ,tree,,peɖ,,hadothi
mewati_jakhopur,e53,peɖ,tree,,peɖ,,mewati
dhundari_bamore,e53,peɖ,tree,,peɖ,,dhundari
hadothi_piplia,e53,peɖ,tree,,peɖ,,hadothi
mewati_udaka,e53,peɖ,tree,,peɖ,,mewati
dhundari_pathalvas,e53,peɖ,tree,,peɖ,,dhundari
mewati_gulpeda,e53,peɽ,tree,,peɽ,,mewati
dhundari_bamore,e53,peɽ,tree,,peɽ,,dhundari
mewati_chirkana,e53,peɽ,tree,,peɽ,,mewati
mewati_jhambaus,8807,pɔd̪e,tree,,pɔd̪e,,mewati
hadothi_silori,e53,pẽɖ,tree,,pẽɖ,,hadothi
mewati_gulpeda,10757,ɾukh,tree,,ɾukh,,mewati
mewati_goyla,10757,ɾukh,tree,,ɾukh,,mewati
mewati_akera,10757,ɾukh,tree,,ɾukh,,mewati
mewati_jakhopur,10757,ɾukh,tree,,ɾukh,,mewati
mewati_udaka,10757,ɾukh,tree,,ɾukh,,mewati
mewati_hathiya,10757,ɾukh,tree,,ɾukh,,mewati
mewari_khor,10757,ɾukhəɖo,tree,,ɾukhəɖo,,mewari
hadothi_pakkarana,10757,ɾukɖa,tree,,ɾukɖa,,hadothi
marwari_kherwa,10757,ɾukɖɔ,tree,,ɾukɖɔ,,marwari
marwari_fatehgarh,10757,ɾuŋgkh,tree,,ɾuŋgkh,,marwari
mewari_kalnsas,10757,ɾuŋgɖa,tree,,ɾuŋgɖa,,mewari
mewari_sangad,10757,ɾuŋgɖa,tree,,ɾuŋgɖa,,mewari
mewari_gorana,10757,ɾuŋgɖa,tree,,ɾuŋgɖa,,mewari
mewari_pathera,10757,ɾuŋgɖa,tree,,ɾuŋgɖa,,mewari
dhundari_bamore,10757,ɾuŋgɖɔ,tree,,ɾuŋgɖɔ,,dhundari
mewari_godra,10757,ɾuŋgɖɔ,tree,,ɾuŋgɖɔ,,mewari
mewari_kannouj,10757,ɾuŋkhɖa,tree,,ɾuŋkhɖa,,mewari
marwari_gomat,10757,ɾuŋkhɖɔ,tree,,ɾuŋkhɖɔ,,marwari
mewari_bhunyakhedi,10757,ɾuŋkuɖo,tree,,ɾuŋkuɖo,,mewari
mewari_dholpura,10757,ɾuŋkɖa,tree,,ɾuŋkɖa,,mewari
marwari_degana,10757,ɾuŋkɖɔ,tree,,ɾuŋkɖɔ,,marwari
mewari_basad,10757,ɾuːkɖa,tree,,ɾuːkɖa,,mewari
mewari_ajmer,10757,ɾũkh,tree,,ɾũkh,,mewari
marwari_mukheri,10757,ɾũkh,tree,,ɾũkh,,marwari
hadothi_kelwada,10757,ɾũkh,tree,,ɾũkh,,hadothi
hadothi_patera,10757,ɾũkhɖa,tree,,ɾũkhɖa,,hadothi
mewari_kishanji,10757,ɾũkhəɖa,tree,,ɾũkhəɖa,,mewari
mewari_eklingpura,10757,ɾũkhəɖa,tree,,ɾũkhəɖa,,mewari
hadothi_kawai,10757,ɾũkɖa,tree,,ɾũkɖa,,hadothi
dhundari_deladi,10757,ɾũkɖa,tree,,ɾũkɖa,,dhundari
mewari_kalgav,10757,ɾũkɖɐ,tree,,ɾũkɖɐ,,mewari
mewari_padarada,10757,ɾũkɖɐ,tree,,ɾũkɖɐ,,mewari
hadothi_devpura,10757,ɾũkɖɔ,tree,,ɾũkɖɔ,,hadothi
hadothi_kawai,10757,ɾũkɖɔ,tree,,ɾũkɖɔ,,hadothi
mewari_dindoli,10757,ɾũkɖɔ,tree,,ɾũkɖɔ,,mewari
mewari_bannoda,10757,ɾũkɖɔ,tree,,ɾũkɖɔ,,mewari
hadothi_gothda,10757,ɾũkɖɔ,tree,,ɾũkɖɔ,,hadothi
hadothi_shyampura,10757,ɾũkɖɔ,tree,,ɾũkɖɔ,,hadothi
hadothi_silori,10757,ɾũkɖɔ,tree,,ɾũkɖɔ,,hadothi
mewari_padarada,10757,ɾũkɖɔ,tree,,ɾũkɖɔ,,mewari
hadothi_piplia,10757,ɾũkɖɔ,tree,,ɾũkɖɔ,,hadothi
mewari_hurda,10757,ɾũkəɖa,tree,,ɾũkəɖa,,mewari
mewari_jesingpura,10757,ɾũkəɖo,tree,,ɾũkəɖo,,mewari
hadothi_pakkarana,10757,ɾũŋgɖa,tree,,ɾũŋgɖa,,hadothi
dhundari_bhagatpur,10757,ɾũŋkɖɐ,tree,,ɾũŋkɖɐ,,marwari
dhundari_bhagatpur,10757,ɾũŋkɖʌ,tree,,ɾũŋkɖʌ,,dhundari
dhundari_pathalvas,10757,ɾɔ̃khəɖɔ,tree,,ɾɔ̃khəɖɔ,,dhundari
marwari_mukheri,10757,ɾ̪ũŋkhəɖɔ,tree,,ɾ̪ũŋkhəɖɔ,,marwari
marwari_fatehgarh,,ʈhʌhsʌ,tree,,ʈhʌhsʌ,,marwari
marwari_fatehgarh,,ʈhʌːŋʃa,tree,,ʈhʌːŋʃa,,marwari
marwari_kherwa,13992,hɐld̪i,turmeric,,hɐld̪i,,marwari
marwari_falna,13992,hɐld̪i,turmeric,,hɐld̪i,,marwari
mewati_jakhopur,13992,hɐld̪i,turmeric,,hɐld̪i,,mewati
hadothi_piplia,13992,hɐld̪i,turmeric,,hɐld̪i,,hadothi
marwari_husangsar,13992,hɐld̪i,turmeric,,hɐld̪i,,marwari
mewati_akera,13992,hɐld̪i,turmeric,,hɐld̪i,,mewati
marwari_bagra,13992,hɐld̪ə,turmeric,,hɐld̪ə,,marwari
hadothi_gothda,13992,hɐlɐd̪,turmeric,,hɐlɐd̪,,hadothi
mewari_godra,13992,hɐləd̪,turmeric,,hɐləd̪,,mewari
mewari_gorana,13992,hɐləd̪,turmeric,,hɐləd̪,,mewari
mewari_kishanji,13992,hɐɭd̪i,turmeric,,hɐɭd̪i,,mewari
bagri_mannaksar,13992,hɐɭd̪i,turmeric,,hɐɭd̪i,,bagri
mewati_gulpeda,13992,hɐɭd̪i,turmeric,,hɐɭd̪i,,mewati
bagri_old_abaddi,13992,hɐɭd̪i,turmeric,,hɐɭd̪i,,bagri
bagri_mirzawala,13992,hɐɭd̪i,turmeric,,hɐɭd̪i,,bagri
bagri_panjkosi,13992,hɐɭd̪i,turmeric,,hɐɭd̪i,,bagri
bagri_makkasar,13992,hɐɭd̪i,turmeric,,hɐɭd̪i,,bagri
mewari_hurda,13992,hɐɭd̪i,turmeric,,hɐɭd̪i,,mewari
bagri_karnigedda,13992,hɐɭd̪i,turmeric,,hɐɭd̪i,,bagri
bagri_lakjikirani,13992,hɐɭd̪i,turmeric,,hɐɭd̪i,,bagri
bagri_pallu,13992,hɐɭd̪i,turmeric,,hɐɭd̪i,,bagri
marwari_degana,13992,hɐɭd̪i,turmeric,,hɐɭd̪i,,marwari
bagri_loonkansar,13992,hɐɭd̪i,turmeric,,hɐɭd̪i,,bagri
mewati_hathiya,13992,hɐɭd̪i,turmeric,,hɐɭd̪i,,mewati
bagri_jamal,13992,hɐɭd̪i,turmeric,,hɐɭd̪i,,bagri
mewari_khor,13992,hɐɭd̪i,turmeric,,hɐɭd̪i,,mewari
mewati_chirkana,13992,hɐɭd̪i,turmeric,,hɐɭd̪i,,mewati
bagri_fatehabad,13992,hɐɭd̪i,turmeric,,hɐɭd̪i,,bagri
mewari_padarada,13992,hɐɭd̪i,turmeric,,hɐɭd̪i,,mewari
bagri_sardarsahar,13992,hɐɭd̪i,turmeric,,hɐɭd̪i,,bagri
mewari_dindoli,13992,hɐɭɐd̪,turmeric,,hɐɭɐd̪,,mewari
mewari_dholpura,13992,hɐɭɐd̪,turmeric,,hɐɭɐd̪,,mewari
mewari_kannouj,13992,hɐɭɐd̪,turmeric,,hɐɭɐd̪,,mewari
mewari_kalgav,13992,hɐɭɐd̪,turmeric,,hɐɭɐd̪,,mewari
hadothi_patera,13992,hɐɭɐd̪,turmeric,,hɐɭɐd̪,,hadothi
hadothi_kawai,13992,hɐɭɐd̪,turmeric,,hɐɭɐd̪,,hadothi
marwari_gomat,13992,hɐɭɐd̪,turmeric,,hɐɭɐd̪,,marwari
mewari_kalnsas,13992,hɐɭɐd̪,turmeric,,hɐɭɐd̪,,mewari
mewari_sangad,13992,hɐɭɐd̪i,turmeric,,hɐɭɐd̪i,,mewari
hadothi_kawai,13992,hɐɭɐd̪ə,turmeric,,hɐɭɐd̪ə,,hadothi
mewati_udaka,13992,hɐɭɐd̪ɨ,turmeric,,hɐɭɐd̪ɨ,,mewati
mewati_goyla,13992,hɐɭɐd̪ɨ,turmeric,,hɐɭɐd̪ɨ,,mewati
marwari_fatehgarh,13992,hɐɭɐɖ,turmeric,,hɐɭɐɖ,,marwari
mewari_bannoda,13992,hɐɭəd̪,turmeric,,hɐɭəd̪,,mewari
hadothi_pakkarana,13992,hɐɭəd̪i,turmeric,,hɐɭəd̪i,,hadothi
hadothi_shyampura,13992,hɐɭəd̪i,turmeric,,hɐɭəd̪i,,hadothi
dhundari_jorpura,13992,hɐɭəd̪i,turmeric,,hɐɭəd̪i,,dhundari
dhundari_bamore,13992,hɐɭəd̪i,turmeric,,hɐɭəd̪i,,dhundari
hadothi_silori,13992,hɐɭəd̪i,turmeric,,hɐɭəd̪i,,hadothi
dhundari_pathalvas,13992,hɐɭəd̪i,turmeric,,hɐɭəd̪i,,dhundari
dhundari_badagaon,13992,hɐɭəd̪i,turmeric,,hɐɭəd̪i,,marwari
mewari_pathera,13992,hɐɭəd̪i,turmeric,,hɐɭəd̪i,,mewari
dhundari_chalkoi,13992,hɐɭəd̪i,turmeric,,hɐɭəd̪i,,marwari
marwari_mukheri,13992,hɐɭəd̪ə,turmeric,,hɐɭəd̪ə,,marwari
mewari_eklingpura,13992,hɐɭəd̪ə,turmeric,,hɐɭəd̪ə,,mewari
mewari_ajmer,13992,hɐɭəd̪ə,turmeric,,hɐɭəd̪ə,,mewari
hadothi_devpura,13992,hɐɭəd̪ə,turmeric,,hɐɭəd̪ə,,hadothi
marwari_fatehgarh,13992,hɐɭəɖ,turmeric,,hɐɭəɖ,,marwari
dhundari_bhagatpur,13992,hɐɭɨd̪i,turmeric,,hɐɭɨd̪i,,marwari
mewati_jhambaus,13992,hɐɭɨd̪i,turmeric,,hɐɭɨd̪i,,mewati
mewati_akera,13992,hɐɭɨd̪i,turmeric,,hɐɭɨd̪i,,mewati
hadothi_piplia,13992,hɐɾd̪i,turmeric,,hɐɾd̪i,,hadothi
mewari_bhunyakhedi,13992,hɐɾɐd̪,turmeric,,hɐɾɐd̪,,mewari
hadothi_kelwada,13992,hɐɾɐd̪,turmeric,,hɐɾɐd̪,,hadothi
mewari_jesingpura,13992,hɐɾɐd̪,turmeric,,hɐɾɐd̪,,mewari
mewari_basad,13992,hɐɾ̪ɐd̪,turmeric,,hɐɾ̪ɐd̪,,mewari
dhundari_badagaon,13992,hʌld̪i,turmeric,,hʌld̪i,,dhundari
dhundari_badagaon,13992,hʌɭd̪i,turmeric,,hʌɭd̪i,,dhundari
dhundari_chalkoi,13992,hʌɭd̪i,turmeric,,hʌɭd̪i,,dhundari
dhundari_bamore,13992,hʌɭd̪i,turmeric,,hʌɭd̪i,,dhundari
dhundari_deladi,13992,hʌɭəd̪ə,turmeric,,hʌɭəd̪ə,,dhundari
dhundari_pathalvas,13992,hʌɭəd̪ə,turmeric,,hʌɭəd̪ə,,dhundari
dhundari_bhagatpur,13992,hʌɭɨd̪i,turmeric,,hʌɭɨd̪i,,dhundari
marwari_husangsar,13992,ʌɭd̪i,turmeric,,ʌɭd̪i,,marwari
marwari_degana,6658,bara,twelve,,bara,,marwari
dhundari_badagaon,6658,bara,twelve,,bara,,dhundari
mewati_goyla,6658,bare,twelve,,bare,,mewati
mewati_udaka,6658,bare,twelve,,bare,,mewati
mewati_akera,6658,barhɛ,twelve,,barhɛ,,mewati
mewati_jhambaus,6658,baɾa,twelve,,baɾa,,mewati
hadothi_kawai,6658,baɾa,twelve,,baɾa,,hadothi
hadothi_gothda,6658,baɾa,twelve,,baɾa,,hadothi
mewati_hathiya,6658,baɾa,twelve,,baɾa,,mewati
mewati_chirkana,6658,baɾa,twelve,,baɾa,,mewati
hadothi_shyampura,6658,baɾa,twelve,,baɾa,,hadothi
mewati_jakhopur,6658,baɾa,twelve,,baɾa,,mewati
hadothi_piplia,6658,baɾa,twelve,,baɾa,,hadothi
hadothi_silori,6658,baɾa,twelve,,baɾa,,hadothi
hadothi_patera,6658,baɾa,twelve,,baɾa,,hadothi
bagri_fatehabad,6658,baɾah,twelve,,baɾah,,bagri
bagri_mirzawala,6658,baɾah,twelve,,baɾah,,bagri
bagri_loonkansar,6658,baɾah,twelve,,baɾah,,bagri
hadothi_devpura,6658,baɾɐ,twelve,,baɾɐ,,hadothi
mewari_gorana,6658,baɾɐ,twelve,,baɾɐ,,mewari
dhundari_chalkoi,6658,baɾɐ,twelve,,baɾɐ,,marwari
mewari_kishanji,6658,baɾɐ,twelve,,baɾɐ,,mewari
dhundari_deladi,6658,baɾɐ,twelve,,baɾɐ,,dhundari
mewari_jesingpura,6658,baɾɐ,twelve,,baɾɐ,,mewari
mewari_kalgav,6658,baɾɐ,twelve,,baɾɐ,,mewari
mewari_pathera,6658,baɾɐ,twelve,,baɾɐ,,mewari
marwari_husangsar,6658,baɾɐ,twelve,,baɾɐ,,marwari
mewari_hurda,6658,baɾɐ,twelve,,baɾɐ,,mewari
dhundari_bhagatpur,6658,baɾɐ,twelve,,baɾɐ,,dhundari
dhundari_jorpura,6658,baɾɐ,twelve,,baɾɐ,,dhundari
mewari_ajmer,6658,baɾɐ,twelve,,baɾɐ,,mewari
mewari_khor,6658,baɾɐ,twelve,,baɾɐ,,mewari
mewari_godra,6658,baɾɐ,twelve,,baɾɐ,,mewari
dhundari_bhagatpur,6658,baɾɐ,twelve,,baɾɐ,,marwari
mewari_sangad,6658,baɾɐ,twelve,,baɾɐ,,mewari
mewari_kalnsas,6658,baɾɐ,twelve,,baɾɐ,,mewari
hadothi_kelwada,6658,baɾɛ,twelve,,baɾɛ,,hadothi
hadothi_pakkarana,6658,baɾ̪a,twelve,,baɾ̪a,,hadothi
mewari_khor,6658,baɾ̪e,twelve,,baɾ̪e,,mewari
mewari_bannoda,6658,baɾ̪ɐ,twelve,,baɾ̪ɐ,,mewari
mewari_eklingpura,6658,baɾ̪ɐ,twelve,,baɾ̪ɐ,,mewari
dhundari_pathalvas,6658,baɾ̪ɐ,twelve,,baɾ̪ɐ,,dhundari
mewari_kannouj,6658,baɾ̪ɐ,twelve,,baɾ̪ɐ,,mewari
marwari_kherwa,6658,baɾ̪ɐ,twelve,,baɾ̪ɐ,,marwari
dhundari_bamore,6658,baɾ̪ɐ,twelve,,baɾ̪ɐ,,dhundari
mewati_gulpeda,6658,baɾ̪ɐ,twelve,,baɾ̪ɐ,,mewati
dhundari_badagaon,6658,baɾ̪ɐ,twelve,,baɾ̪ɐ,,marwari
mewari_dindoli,6658,baɾ̪ɐ,twelve,,baɾ̪ɐ,,mewari
mewari_padarada,6658,baɾ̪ɐ,twelve,,baɾ̪ɐ,,mewari
mewari_dholpura,6658,baɾ̪ɐ,twelve,,baɾ̪ɐ,,mewari
marwari_falna,6658,baɾ̪ɛ,twelve,,baɾ̪ɛ,,marwari
mewari_basad,6658,baɾ̪ɛ,twelve,,baɾ̪ɛ,,mewari
marwari_mukheri,6658,baɾ̪ɛ,twelve,,baɾ̪ɛ,,marwari
dhundari_bhagatpur,6658,baɾ̪ʌ,twelve,,baɾ̪ʌ,,dhundari
marwari_bagra,6658,bɐɾe,twelve,,bɐɾe,,marwari
marwari_fatehgarh,6658,bɐɾe,twelve,,bɐɾe,,marwari
marwari_gomat,6658,bɐɾe,twelve,,bɐɾe,,marwari
dhundari_chalkoi,6658,bɐɾʌh,twelve,,bɐɾʌh,,dhundari
mewari_bhunyakhedi,6658,bɑɾɑ,twelve,,bɑɾɑ,,mewari
bagri_old_abaddi,6658,bɑɾʌ,twelve,,bɑɾʌ,,bagri
bagri_lakjikirani,6658,bɑɾʌ,twelve,,bɑɾʌ,,bagri
bagri_karnigedda,6658,bɑɾʌ,twelve,,bɑɾʌ,,bagri
bagri_panjkosi,6658,bɑɾʌ,twelve,,bɑɾʌ,,bagri
bagri_makkasar,6658,bɑɾʌ,twelve,,bɑɾʌ,,bagri
bagri_sardarsahar,6658,bɑɾʌ,twelve,,bɑɾʌ,,bagri
bagri_mannaksar,6658,bɑɾʌ,twelve,,bɑɾʌ,,bagri
bagri_jamal,6658,bɑɾʌ,twelve,,bɑɾʌ,,bagri
bagri_pallu,6658,bɑɾʌ,twelve,,bɑɾʌ,,bagri
marwari_gomat,11616,bi,twenty,,bi,,marwari
marwari_fatehgarh,11616,bih,twenty,,bih,,marwari
hadothi_pakkarana,11616,bis,twenty,,bis,,hadothi
dhundari_bhagatpur,11616,bis,twenty,,bis,,marwari
mewati_udaka,11616,bis,twenty,,bis,,mewati
bagri_loonkansar,11616,bis,twenty,,bis,,bagri
mewari_kalgav,11616,bis,twenty,,bis,,mewari
mewati_hathiya,11616,bis,twenty,,bis,,mewati
hadothi_piplia,11616,bis,twenty,,bis,,hadothi
mewati_goyla,11616,bis,twenty,,bis,,mewati
bagri_pallu,11616,bis,twenty,,bis,,bagri
dhundari_badagaon,11616,bis,twenty,,bis,,marwari
dhundari_chalkoi,11616,bis,twenty,,bis,,dhundari
dhundari_bamore,11616,bis,twenty,,bis,,dhundari
mewati_gulpeda,11616,bis,twenty,,bis,,mewati
bagri_jamal,11616,bis,twenty,,bis,,bagri
bagri_mirzawala,11616,bis,twenty,,bis,,bagri
hadothi_patera,11616,bis,twenty,,bis,,hadothi
mewari_godra,11616,bis,twenty,,bis,,mewari
hadothi_kawai,11616,bis,twenty,,bis,,hadothi
hadothi_shyampura,11616,bis,twenty,,bis,,hadothi
hadothi_gothda,11616,bis,twenty,,bis,,hadothi
mewari_kalnsas,11616,bis,twenty,,bis,,mewari
hadothi_kelwada,11616,bis,twenty,,bis,,hadothi
bagri_fatehabad,11616,bis,twenty,,bis,,bagri
mewari_kannouj,11616,bis,twenty,,bis,,mewari
dhundari_jorpura,11616,bis,twenty,,bis,,dhundari
dhundari_deladi,11616,bis,twenty,,bis,,dhundari
mewari_pathera,11616,bis,twenty,,bis,,mewari
mewati_akera,11616,bis,twenty,,bis,,mewati
mewari_dindoli,11616,bis,twenty,,bis,,mewari
marwari_husangsar,11616,bis,twenty,,bis,,marwari
bagri_makkasar,11616,bis,twenty,,bis,,bagri
dhundari_chalkoi,11616,bis,twenty,,bis,,marwari
hadothi_devpura,11616,bis,twenty,,bis,,hadothi
bagri_karnigedda,11616,bis,twenty,,bis,,bagri
mewari_ajmer,11616,bis,twenty,,bis,,mewari
bagri_mannaksar,11616,bis,twenty,,bis,,bagri
mewati_jakhopur,11616,bis,twenty,,bis,,mewati
dhundari_bhagatpur,11616,bis,twenty,,bis,,dhundari
hadothi_silori,11616,bis,twenty,,bis,,hadothi
dhundari_pathalvas,11616,bis,twenty,,bis,,dhundari
marwari_degana,11616,bis,twenty,,bis,,marwari
mewati_chirkana,11616,bis,twenty,,bis,,mewati
mewari_kishanji,11616,bis,twenty,,bis,,mewari
bagri_panjkosi,11616,bis,twenty,,bis,,bagri
bagri_sardarsahar,11616,bis,twenty,,bis,,bagri
marwari_mukheri,11616,bis,twenty,,bis,,marwari
dhundari_badagaon,11616,bis,twenty,,bis,,dhundari
bagri_lakjikirani,11616,bis,twenty,,bis,,bagri
mewati_jhambaus,11616,bis,twenty,,bis,,mewati
mewari_eklingpura,11616,bɦis,twenty,,bɦis,,mewari
mewari_hurda,11616,bɦis,twenty,,bɦis,,mewari
bagri_old_abaddi,11616,vi,twenty,,vi,,bagri
marwari_falna,11616,ʋi,twenty,,ʋi,,marwari
marwari_bagra,11616,ʋis,twenty,,ʋis,,marwari
mewari_padarada,11616,ʋis,twenty,,ʋis,,mewari
marwari_kherwa,11616,ʋis,twenty,,ʋis,,marwari
mewari_bannoda,11616,ʋis,twenty,,ʋis,,mewari
mewari_khor,11616,ʋis,twenty,,ʋis,,mewari
mewari_gorana,11616,ʋis,twenty,,ʋis,,mewari
mewari_dindoli,11616,ʋis,twenty,,ʋis,,mewari
mewari_basad,11616,ʋis,twenty,,ʋis,,mewari
mewari_kannouj,11616,ʋis,twenty,,ʋis,,mewari
mewari_sangad,11616,ʋiɕ,twenty,,ʋiɕ,,mewari
mewari_jesingpura,11616,ʋiʃ,twenty,,ʋiʃ,,mewari
mewari_dholpura,11616,ʋiʃ,twenty,,ʋiʃ,,mewari
mewari_bhunyakhedi,11616,ʋiʃ,twenty,,ʋiʃ,,mewari
marwari_bagra,6648,be,two,,be,,marwari
marwari_gomat,6648,be,two,,be,,marwari
marwari_falna,6648,bi,two,,bi,,marwari
marwari_fatehgarh,6648,bi,two,,bi,,marwari
mewari_khor,6648,bɛ,two,,bɛ,,mewari
bagri_karnigedda,6648,d̪o,two,,d̪o,,bagri
mewati_jhambaus,6648,d̪o,two,,d̪o,,mewati
bagri_lakjikirani,6648,d̪o,two,,d̪o,,bagri
bagri_fatehabad,6648,d̪o,two,,d̪o,,bagri
hadothi_kelwada,6648,d̪o,two,,d̪o,,hadothi
bagri_panjkosi,6648,d̪o,two,,d̪o,,bagri
hadothi_pakkarana,6648,d̪o,two,,d̪o,,hadothi
mewari_dholpura,6648,d̪o,two,,d̪o,,mewari
bagri_makkasar,6648,d̪o,two,,d̪o,,bagri
bagri_pallu,6648,d̪o,two,,d̪o,,bagri
hadothi_silori,6648,d̪o,two,,d̪o,,hadothi
hadothi_gothda,6648,d̪o,two,,d̪o,,hadothi
hadothi_patera,6648,d̪o,two,,d̪o,,hadothi
hadothi_shyampura,6648,d̪o,two,,d̪o,,hadothi
hadothi_kawai,6648,d̪o,two,,d̪o,,hadothi
bagri_mannaksar,6648,d̪o,two,,d̪o,,bagri
bagri_jamal,6648,d̪o,two,,d̪o,,bagri
mewari_jesingpura,6648,d̪o,two,,d̪o,,mewari
bagri_sardarsahar,6648,d̪o,two,,d̪o,,bagri
bagri_loonkansar,6648,d̪o,two,,d̪o,,bagri
mewari_bhunyakhedi,6648,d̪o,two,,d̪o,,mewari
mewari_pathera,6648,d̪oi,two,,d̪oi,,mewari
mewari_kannouj,6648,d̪ɔ,two,,d̪ɔ,,mewari
dhundari_chalkoi,6648,d̪ɔ,two,,d̪ɔ,,marwari
mewari_padarada,6648,d̪ɔ,two,,d̪ɔ,,mewari
