B,,akaʃ,sky,,akaʃ,lexical-similarity group 1,"kim-kim-sangma-ahmad2011tripura[wordlist item 1, site 0 Bangla]",,,siltripura2011:i001:0:1,,,,dialect:B:tripura2011-0-bangla:Bangla%20%28%29
Kokborok,,kuthou̯k,deep,,kuthou̯k,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 251, site o Jarichandrapara]",,,siltripura2011:i251:o:2,,,,dialect:Kokborok:tripura2011-o-jarichandrapara:Jarichandrapara%20%28Phatung%29
Kokborok,,kuthuk,deep,,kuthuk,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 251, site d Lombapara]",,,siltripura2011:i251:d:2,,,,dialect:Kokborok:tripura2011-d-lombapara:Lombapara%20%28Naitong%29
Kokborok,,kuthuk,deep,,kuthuk,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 251, site i Beltolipara]",,,siltripura2011:i251:i:2,,,,dialect:Kokborok:tripura2011-i-beltolipara:Beltolipara%20%28Khali%29
Kokborok,,kuthuk,deep,,kuthuk,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 251, site n Krishna Dayalpara]",,,siltripura2011:i251:n:2,,,,dialect:Kokborok:tripura2011-n-krishna-dayalpara:Krishna%20Dayalpara%20%28Kewa%29
Kokborok,,kuthuk,deep,,kuthuk,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 251, site p Doluchara]",,,siltripura2011:i251:p:2,,,,dialect:Kokborok:tripura2011-p-doluchara:Doluchara%20%28Debbarma%29
Kokborok,,kuthuk,deep,,kuthuk,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 251, site q Satchari Tripura Basti]",,,siltripura2011:i251:q:2,,,,dialect:Kokborok:tripura2011-q-satchari-tripura-basti:Satchari%20Tripura%20Basti%20%28Debbarma%29
Kokborok,,kuthuk,deep,,kuthuk,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 251, site r Khumulung]",,,siltripura2011:i251:r:2,,,,dialect:Kokborok:tripura2011-r-khumulung:Khumulung%20%28Debbarma%29
Kokborok,,kuthuk,deep,,kuthuk,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 251, site s Barbakpur]",,,siltripura2011:i251:s:2,,,,dialect:Kokborok:tripura2011-s-barbakpur:Barbakpur%20%28Mukchak%29
B,,ɔgobhir,shallow,,ɔgobhir,lexical-similarity group 1,"kim-kim-sangma-ahmad2011tripura[wordlist item 252, site 0 Bangla]",,,siltripura2011:i252:0:1,,,,dialect:B:tripura2011-0-bangla:Bangla%20%28%29
Kokborok,,kɨthə,shallow,,kɨthə,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 252, site a Boro Pharangsia]",,,siltripura2011:i252:a:1,,,,dialect:Kokborok:tripura2011-a-boro-pharangsia:Boro%20Pharangsia%20%28Usoi%29
Kokborok,,thou̯gja,shallow,,thou̯gja,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 252, site d Lombapara]",,,siltripura2011:i252:d:1,,,,dialect:Kokborok:tripura2011-d-lombapara:Lombapara%20%28Naitong%29
Kokborok,,thou̯gja,shallow,,thou̯gja,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 252, site e Pakkhipara]",,,siltripura2011:i252:e:1,,,,dialect:Kokborok:tripura2011-e-pakkhipara:Pakkhipara%20%28Kema%29
Kokborok,,thou̯gja,shallow,,thou̯gja,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 252, site f Tongpaipara]",,,siltripura2011:i252:f:1,,,,dialect:Kokborok:tripura2011-f-tongpaipara:Tongpaipara%20%28Tongpai%29
Kokborok,,thou̯gja,shallow,,thou̯gja,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 252, site m Laiphu Karbaripara]",,,siltripura2011:i252:m:1,,,,dialect:Kokborok:tripura2011-m-laiphu-karbaripara:Laiphu%20Karbaripara%20%28Anok%29
Kokborok,,thou̯gja,shallow,,thou̯gja,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 252, site n Krishna Dayalpara]",,,siltripura2011:i252:n:1,,,,dialect:Kokborok:tripura2011-n-krishna-dayalpara:Krishna%20Dayalpara%20%28Kewa%29
Kokborok,,thou̯gja,shallow,,thou̯gja,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 252, site o Jarichandrapara]",,,siltripura2011:i252:o:1,,,,dialect:Kokborok:tripura2011-o-jarichandrapara:Jarichandrapara%20%28Phatung%29
Kokborok,,thugːja,shallow,,thugːja,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 252, site r Khumulung]",,,siltripura2011:i252:r:1,,,,dialect:Kokborok:tripura2011-r-khumulung:Khumulung%20%28Debbarma%29
Kokborok,,thugja,shallow,,thugja,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 252, site i Beltolipara]",,,siltripura2011:i252:i:1,,,,dialect:Kokborok:tripura2011-i-beltolipara:Beltolipara%20%28Khali%29
Kokborok,,thuja,shallow,,thuja,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 252, site b Choto Madhuk]",,,siltripura2011:i252:b:1,,,,dialect:Kokborok:tripura2011-b-choto-madhuk:Choto%20Madhuk%20%28Usoi%29
Kokborok,,thuja,shallow,,thuja,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 252, site h Noimail Gutchagram]",,,siltripura2011:i252:h:1,,,,dialect:Kokborok:tripura2011-h-noimail-gutchagram:Noimail%20Gutchagram%20%28Dendak%29
Kokborok,,thuja,shallow,,thuja,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 252, site j Robertpara]",,,siltripura2011:i252:j:1,,,,dialect:Kokborok:tripura2011-j-robertpara:Robertpara%20%28Usoi%29
Kokborok,,thuja,shallow,,thuja,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 252, site k Bethanipara]",,,siltripura2011:i252:k:1,,,,dialect:Kokborok:tripura2011-k-bethanipara:Bethanipara%20%28Usoi%29
Kokborok,,thuja,shallow,,thuja,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 252, site l Katchaptali]",,,siltripura2011:i252:l:1,,,,dialect:Kokborok:tripura2011-l-katchaptali:Katchaptali%20%28Usoi%29
Kokborok,,thɛlɛtʃa,shallow,,thɛlɛtʃa,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 252, site c Dolchari]",,,siltripura2011:i252:c:1,,,,dialect:Kokborok:tripura2011-c-dolchari:Dolchari%20%28Gabing%29
Kokborok,,thɛnɛ,shallow,,thɛnɛ,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 252, site p Doluchara]",,,siltripura2011:i252:p:1,,,,dialect:Kokborok:tripura2011-p-doluchara:Doluchara%20%28Debbarma%29
Kokborok,,thɛnɛ,shallow,,thɛnɛ,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 252, site q Satchari Tripura Basti]",,,siltripura2011:i252:q:1,,,,dialect:Kokborok:tripura2011-q-satchari-tripura-basti:Satchari%20Tripura%20Basti%20%28Debbarma%29
Kokborok,,kɨlɨja,shallow,,kɨlɨja,lexical-similarity group 6,"kim-kim-sangma-ahmad2011tripura[wordlist item 252, site g Mildhanpara]",,,siltripura2011:i252:g:1,,,,dialect:Kokborok:tripura2011-g-mildhanpara:Mildhanpara%20%28Aslong%29
Kokborok,,kutʃuk,shallow,,kutʃuk,lexical-similarity group 7,"kim-kim-sangma-ahmad2011tripura[wordlist item 252, site s Barbakpur]",,,siltripura2011:i252:s:1,,,,dialect:Kokborok:tripura2011-s-barbakpur:Barbakpur%20%28Mukchak%29
Kokborok,,thɔo̯kthaij̯a,shallow,,thɔo̯kthaij̯a,lexical-similarity group 8,"kim-kim-sangma-ahmad2011tripura[wordlist item 252, site t Oldlankar]",,,siltripura2011:i252:t:1,,,,dialect:Kokborok:tripura2011-t-oldlankar:Oldlankar%20%28Riang%29
B,,puɾno / bhoɾa,full (cup),,puɾno / bhoɾa,lexical-similarity group 1,"kim-kim-sangma-ahmad2011tripura[wordlist item 253, site 0 Bangla]",,,siltripura2011:i253:0:1,,,,dialect:B:tripura2011-0-bangla:Bangla%20%28%29
Kokborok,,kɨplɨŋ,full (cup),,kɨplɨŋ,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 253, site c Dolchari]",,,siltripura2011:i253:c:1,,,,dialect:Kokborok:tripura2011-c-dolchari:Dolchari%20%28Gabing%29
Kokborok,,kɨplɨŋ,full (cup),,kɨplɨŋ,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 253, site f Tongpaipara]",,,siltripura2011:i253:f:1,,,,dialect:Kokborok:tripura2011-f-tongpaipara:Tongpaipara%20%28Tongpai%29
Kokborok,,kɨplɨŋ,full (cup),,kɨplɨŋ,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 253, site h Noimail Gutchagram]",,,siltripura2011:i253:h:1,,,,dialect:Kokborok:tripura2011-h-noimail-gutchagram:Noimail%20Gutchagram%20%28Dendak%29
Kokborok,,kɨplɨŋ,full (cup),,kɨplɨŋ,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 253, site m Laiphu Karbaripara]",,,siltripura2011:i253:m:1,,,,dialect:Kokborok:tripura2011-m-laiphu-karbaripara:Laiphu%20Karbaripara%20%28Anok%29
Kokborok,,kɨpulɨŋ,full (cup),,kɨpulɨŋ,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 253, site d Lombapara]",,,siltripura2011:i253:d:1,,,,dialect:Kokborok:tripura2011-d-lombapara:Lombapara%20%28Naitong%29
Kokborok,,kɨpuŋ,full (cup),,kɨpuŋ,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 253, site j Robertpara]",,,siltripura2011:i253:j:1,,,,dialect:Kokborok:tripura2011-j-robertpara:Robertpara%20%28Usoi%29
Kokborok,,kəpuŋ,full (cup),,kəpuŋ,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 253, site a Boro Pharangsia]",,,siltripura2011:i253:a:1,,,,dialect:Kokborok:tripura2011-a-boro-pharangsia:Boro%20Pharangsia%20%28Usoi%29
Kokborok,,kəpuŋ,full (cup),,kəpuŋ,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 253, site b Choto Madhuk]",,,siltripura2011:i253:b:1,,,,dialect:Kokborok:tripura2011-b-choto-madhuk:Choto%20Madhuk%20%28Usoi%29
Kokborok,,kəpuŋ,full (cup),,kəpuŋ,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 253, site k Bethanipara]",,,siltripura2011:i253:k:1,,,,dialect:Kokborok:tripura2011-k-bethanipara:Bethanipara%20%28Usoi%29
Kokborok,,kəpuŋ,full (cup),,kəpuŋ,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 253, site l Katchaptali]",,,siltripura2011:i253:l:1,,,,dialect:Kokborok:tripura2011-l-katchaptali:Katchaptali%20%28Usoi%29
Kokborok,,kɔpɨlɨŋ,full (cup),,kɔpɨlɨŋ,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 253, site e Pakkhipara]",,,siltripura2011:i253:e:1,,,,dialect:Kokborok:tripura2011-e-pakkhipara:Pakkhipara%20%28Kema%29
Kokborok,,koplɨŋ,full (cup),,koplɨŋ,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 253, site g Mildhanpara]",,,siltripura2011:i253:g:1,,,,dialect:Kokborok:tripura2011-g-mildhanpara:Mildhanpara%20%28Aslong%29
Kokborok,,kʊplʊŋ,full (cup),,kʊplʊŋ,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 253, site i Beltolipara]",,,siltripura2011:i253:i:1,,,,dialect:Kokborok:tripura2011-i-beltolipara:Beltolipara%20%28Khali%29
Kokborok,,kuplɨŋ,full (cup),,kuplɨŋ,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 253, site n Krishna Dayalpara]",,,siltripura2011:i253:n:1,,,,dialect:Kokborok:tripura2011-n-krishna-dayalpara:Krishna%20Dayalpara%20%28Kewa%29
Kokborok,,kuplɨŋ,full (cup),,kuplɨŋ,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 253, site o Jarichandrapara]",,,siltripura2011:i253:o:1,,,,dialect:Kokborok:tripura2011-o-jarichandrapara:Jarichandrapara%20%28Phatung%29
Kokborok,,kupluŋ,full (cup),,kupluŋ,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 253, site q Satchari Tripura Basti]",,,siltripura2011:i253:q:1,,,,dialect:Kokborok:tripura2011-q-satchari-tripura-basti:Satchari%20Tripura%20Basti%20%28Debbarma%29
Kokborok,,kupluŋ,full (cup),,kupluŋ,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 253, site s Barbakpur]",,,siltripura2011:i253:s:1,,,,dialect:Kokborok:tripura2011-s-barbakpur:Barbakpur%20%28Mukchak%29
Kokborok,,kupluŋ,full (cup),,kupluŋ,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 253, site t Oldlankar]",,,siltripura2011:i253:t:1,,,,dialect:Kokborok:tripura2011-t-oldlankar:Oldlankar%20%28Riang%29
Kokborok,,kupuluŋ,full (cup),,kupuluŋ,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 253, site p Doluchara]",,,siltripura2011:i253:p:1,,,,dialect:Kokborok:tripura2011-p-doluchara:Doluchara%20%28Debbarma%29
Kokborok,,kupuluŋ,full (cup),,kupuluŋ,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 253, site r Khumulung]",,,siltripura2011:i253:r:1,,,,dialect:Kokborok:tripura2011-r-khumulung:Khumulung%20%28Debbarma%29
Garo,,gapːa,full (cup),,gapːa,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 253, site u Gajni]",,,siltripura2011:i253:u:1,,,,dialect:Garo:tripura2011-u-gajni:Gajni%20%28Abeng%29
Garo,,gapːa,full (cup),,gapːa,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 253, site v Nagar Sontosh]",,,siltripura2011:i253:v:1,,,,dialect:Garo:tripura2011-v-nagar-sontosh:Nagar%20Sontosh%20%28Chibok%29
Garo,,phiŋa,full (cup),,phiŋa,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 253, site w Nalchapra]",,,siltripura2011:i253:w:1,,,,dialect:Garo:tripura2011-w-nalchapra:Nalchapra%20%28A%E2%80%99tong%29
B,,khali,empty (cup),,khali,lexical-similarity group 1,"kim-kim-sangma-ahmad2011tripura[wordlist item 254, site 0 Bangla]",,,siltripura2011:i254:0:1,,,,dialect:B:tripura2011-0-bangla:Bangla%20%28%29
Kokborok,,bɨktʃa,empty (cup),,bɨktʃa,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 254, site c Dolchari]",,,siltripura2011:i254:c:1,,,,dialect:Kokborok:tripura2011-c-dolchari:Dolchari%20%28Gabing%29
Kokborok,,bɨktʃa,empty (cup),,bɨktʃa,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 254, site d Lombapara]",,,siltripura2011:i254:d:1,,,,dialect:Kokborok:tripura2011-d-lombapara:Lombapara%20%28Naitong%29
Kokborok,,bɨktʃa,empty (cup),,bɨktʃa,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 254, site e Pakkhipara]",,,siltripura2011:i254:e:1,,,,dialect:Kokborok:tripura2011-e-pakkhipara:Pakkhipara%20%28Kema%29
Kokborok,,bɨktʃa,empty (cup),,bɨktʃa,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 254, site f Tongpaipara]",,,siltripura2011:i254:f:1,,,,dialect:Kokborok:tripura2011-f-tongpaipara:Tongpaipara%20%28Tongpai%29
Kokborok,,bɨktʃa,empty (cup),,bɨktʃa,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 254, site h Noimail Gutchagram]",,,siltripura2011:i254:h:1,,,,dialect:Kokborok:tripura2011-h-noimail-gutchagram:Noimail%20Gutchagram%20%28Dendak%29
Kokborok,,bɨktʃa,empty (cup),,bɨktʃa,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 254, site m Laiphu Karbaripara]",,,siltripura2011:i254:m:1,,,,dialect:Kokborok:tripura2011-m-laiphu-karbaripara:Laiphu%20Karbaripara%20%28Anok%29
Kokborok,,bɨktʃa,empty (cup),,bɨktʃa,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 254, site n Krishna Dayalpara]",,,siltripura2011:i254:n:1,,,,dialect:Kokborok:tripura2011-n-krishna-dayalpara:Krishna%20Dayalpara%20%28Kewa%29
Kokborok,,bɨktʃa,empty (cup),,bɨktʃa,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 254, site o Jarichandrapara]",,,siltripura2011:i254:o:1,,,,dialect:Kokborok:tripura2011-o-jarichandrapara:Jarichandrapara%20%28Phatung%29
Kokborok,,bʊktʃa,empty (cup),,bʊktʃa,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 254, site i Beltolipara]",,,siltripura2011:i254:i:1,,,,dialect:Kokborok:tripura2011-i-beltolipara:Beltolipara%20%28Khali%29
Kokborok,,bukʂa,empty (cup),,bukʂa,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 254, site j Robertpara]",,,siltripura2011:i254:j:1,,,,dialect:Kokborok:tripura2011-j-robertpara:Robertpara%20%28Usoi%29
Kokborok,,buktʃa,empty (cup),,buktʃa,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 254, site a Boro Pharangsia]",,,siltripura2011:i254:a:1,,,,dialect:Kokborok:tripura2011-a-boro-pharangsia:Boro%20Pharangsia%20%28Usoi%29
Kokborok,,buktʃa,empty (cup),,buktʃa,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 254, site b Choto Madhuk]",,,siltripura2011:i254:b:1,,,,dialect:Kokborok:tripura2011-b-choto-madhuk:Choto%20Madhuk%20%28Usoi%29
Kokborok,,buktʃa,empty (cup),,buktʃa,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 254, site k Bethanipara]",,,siltripura2011:i254:k:1,,,,dialect:Kokborok:tripura2011-k-bethanipara:Bethanipara%20%28Usoi%29
Kokborok,,buktʃa,empty (cup),,buktʃa,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 254, site l Katchaptali]",,,siltripura2011:i254:l:1,,,,dialect:Kokborok:tripura2011-l-katchaptali:Katchaptali%20%28Usoi%29
Kokborok,,buktʃa,empty (cup),,buktʃa,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 254, site p Doluchara]",,,siltripura2011:i254:p:1,,,,dialect:Kokborok:tripura2011-p-doluchara:Doluchara%20%28Debbarma%29
Kokborok,,buktʃa,empty (cup),,buktʃa,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 254, site q Satchari Tripura Basti]",,,siltripura2011:i254:q:1,,,,dialect:Kokborok:tripura2011-q-satchari-tripura-basti:Satchari%20Tripura%20Basti%20%28Debbarma%29
Kokborok,,buktʃa,empty (cup),,buktʃa,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 254, site r Khumulung]",,,siltripura2011:i254:r:1,,,,dialect:Kokborok:tripura2011-r-khumulung:Khumulung%20%28Debbarma%29
Kokborok,,buktʃa,empty (cup),,buktʃa,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 254, site s Barbakpur]",,,siltripura2011:i254:s:1,,,,dialect:Kokborok:tripura2011-s-barbakpur:Barbakpur%20%28Mukchak%29
Kokborok,,buktʃa,empty (cup),,buktʃa,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 254, site t Oldlankar]",,,siltripura2011:i254:t:1,,,,dialect:Kokborok:tripura2011-t-oldlankar:Oldlankar%20%28Riang%29
Kokborok,,butʃa,empty (cup),,butʃa,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 254, site g Mildhanpara]",,,siltripura2011:i254:g:1,,,,dialect:Kokborok:tripura2011-g-mildhanpara:Mildhanpara%20%28Aslong%29
Garo,,doŋdʒa,empty (cup),,doŋdʒa,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 254, site u Gajni]",,,siltripura2011:i254:u:1,,,,dialect:Garo:tripura2011-u-gajni:Gajni%20%28Abeng%29
Garo,,doŋdʒa,empty (cup),,doŋdʒa,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 254, site v Nagar Sontosh]",,,siltripura2011:i254:v:1,,,,dialect:Garo:tripura2011-v-nagar-sontosh:Nagar%20Sontosh%20%28Chibok%29
Garo,,kantɾa,empty (cup),,kantɾa,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 254, site w Nalchapra]",,,siltripura2011:i254:w:1,,,,dialect:Garo:tripura2011-w-nalchapra:Nalchapra%20%28A%E2%80%99tong%29
B,,khidɛ laga,hungry,,khidɛ laga,lexical-similarity group 1,"kim-kim-sangma-ahmad2011tripura[wordlist item 255, site 0 Bangla]",,,siltripura2011:i255:0:1,,,,dialect:B:tripura2011-0-bangla:Bangla%20%28%29
Kokborok,,hɔkhɔim̯,hungry,,hɔkhɔim̯,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 255, site j Robertpara]",,,siltripura2011:i255:j:1,,,,dialect:Kokborok:tripura2011-j-robertpara:Robertpara%20%28Usoi%29
Kokborok,,hɔu̯khɔim̯ i,hungry,,hɔu̯khɔim̯ i,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 255, site a Boro Pharangsia]",,,siltripura2011:i255:a:1,,,,dialect:Kokborok:tripura2011-a-boro-pharangsia:Boro%20Pharangsia%20%28Usoi%29
Kokborok,,hɔu̯khɔim̯ i,hungry,,hɔu̯khɔim̯ i,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 255, site b Choto Madhuk]",,,siltripura2011:i255:b:1,,,,dialect:Kokborok:tripura2011-b-choto-madhuk:Choto%20Madhuk%20%28Usoi%29
Kokborok,,hɔu̯khɔim̯ i,hungry,,hɔu̯khɔim̯ i,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 255, site k Bethanipara]",,,siltripura2011:i255:k:1,,,,dialect:Kokborok:tripura2011-k-bethanipara:Bethanipara%20%28Usoi%29
Kokborok,,hɔu̯khɔim̯ i,hungry,,hɔu̯khɔim̯ i,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 255, site l Katchaptali]",,,siltripura2011:i255:l:1,,,,dialect:Kokborok:tripura2011-l-katchaptali:Katchaptali%20%28Usoi%29
Kokborok,,okhijo,hungry,,okhijo,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 255, site c Dolchari]",,,siltripura2011:i255:c:1,,,,dialect:Kokborok:tripura2011-c-dolchari:Dolchari%20%28Gabing%29
Kokborok,,okhijo,hungry,,okhijo,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 255, site e Pakkhipara]",,,siltripura2011:i255:e:1,,,,dialect:Kokborok:tripura2011-e-pakkhipara:Pakkhipara%20%28Kema%29
Kokborok,,okhujo,hungry,,okhujo,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 255, site d Lombapara]",,,siltripura2011:i255:d:1,,,,dialect:Kokborok:tripura2011-d-lombapara:Lombapara%20%28Naitong%29
Kokborok,,okkhika,hungry,,okkhika,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 255, site h Noimail Gutchagram]",,,siltripura2011:i255:h:1,,,,dialect:Kokborok:tripura2011-h-noimail-gutchagram:Noimail%20Gutchagram%20%28Dendak%29
Kokborok,,okkhikha,hungry,,okkhikha,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 255, site f Tongpaipara]",,,siltripura2011:i255:f:1,,,,dialect:Kokborok:tripura2011-f-tongpaipara:Tongpaipara%20%28Tongpai%29
Kokborok,,okkhikha,hungry,,okkhikha,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 255, site g Mildhanpara]",,,siltripura2011:i255:g:1,,,,dialect:Kokborok:tripura2011-g-mildhanpara:Mildhanpara%20%28Aslong%29
Kokborok,,okkhuik̯ a,hungry,,okkhuik̯ a,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 255, site q Satchari Tripura Basti]",,,siltripura2011:i255:q:1,,,,dialect:Kokborok:tripura2011-q-satchari-tripura-basti:Satchari%20Tripura%20Basti%20%28Debbarma%29
Kokborok,,okkhuik̯ a,hungry,,okkhuik̯ a,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 255, site s Barbakpur]",,,siltripura2011:i255:s:1,,,,dialect:Kokborok:tripura2011-s-barbakpur:Barbakpur%20%28Mukchak%29
Kokborok,,ɔkhliha,hungry,,ɔkhliha,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 255, site i Beltolipara]",,,siltripura2011:i255:i:1,,,,dialect:Kokborok:tripura2011-i-beltolipara:Beltolipara%20%28Khali%29
Kokborok,,okkhuik̯ a,hungry,,okkhuik̯ a,lexical-similarity group 6,"kim-kim-sangma-ahmad2011tripura[wordlist item 255, site q Satchari Tripura Basti]",,,siltripura2011:i255:q:2,,,,dialect:Kokborok:tripura2011-q-satchari-tripura-basti:Satchari%20Tripura%20Basti%20%28Debbarma%29
Kokborok,,okkhuik̯ a,hungry,,okkhuik̯ a,lexical-similarity group 6,"kim-kim-sangma-ahmad2011tripura[wordlist item 255, site s Barbakpur]",,,siltripura2011:i255:s:2,,,,dialect:Kokborok:tripura2011-s-barbakpur:Barbakpur%20%28Mukchak%29
Kokborok,,ukhuik̯ ja,hungry,,ukhuik̯ ja,lexical-similarity group 6,"kim-kim-sangma-ahmad2011tripura[wordlist item 255, site p Doluchara]",,,siltripura2011:i255:p:1,,,,dialect:Kokborok:tripura2011-p-doluchara:Doluchara%20%28Debbarma%29
Kokborok,,ukhuik̯ ja,hungry,,ukhuik̯ ja,lexical-similarity group 6,"kim-kim-sangma-ahmad2011tripura[wordlist item 255, site r Khumulung]",,,siltripura2011:i255:r:1,,,,dialect:Kokborok:tripura2011-r-khumulung:Khumulung%20%28Debbarma%29
Kokborok,,ukhamka,hungry,,ukhamka,lexical-similarity group 7,"kim-kim-sangma-ahmad2011tripura[wordlist item 255, site o Jarichandrapara]",,,siltripura2011:i255:o:1,,,,dialect:Kokborok:tripura2011-o-jarichandrapara:Jarichandrapara%20%28Phatung%29
Garo,,ok̚khi / ok̚khrija,hungry,,ok̚khi / ok̚khrija,lexical-similarity group 8,"kim-kim-sangma-ahmad2011tripura[wordlist item 255, site u Gajni]",,,siltripura2011:i255:u:1,,,,dialect:Garo:tripura2011-u-gajni:Gajni%20%28Abeng%29
