Entry_Key,Page_ID,Revision,Title,PIIr_Form,POS,Gloss,PIE_Parent,Uncertain,Sanskrit,Match_Key,Candidates,Matched_CDIAL_Head,Decision,Rank,Reason,Existing_Parent,Citations
enwikt:6532020,6532020,87277065,Reconstruction:Proto-Indo-Iranian/mányatay,mányatay,verb,"to think, consider",*mn̥yétor,,mányate,manyate,9857,9857,alternate,2,review:semantics — glosses do not overlap,,R:ira:Cheung:2007[*man][262]
enwikt:6532040,6532040,92152221,Reconstruction:Proto-Indo-Iranian/trāsáyati,trāsáyati,verb,"to cause to tremble (with fear), frighten",*troséyeti,,trāsáyati,trāsayati,6014,6014,linked,1,unique spelling match,,R:ira:Cheung:2007[*θrah (*trs)][393]
enwikt:6532055,6532055,92152117,Reconstruction:Proto-Indo-Iranian/kr̥náwti,kr̥náwti,verb,"to do, make",,,,,,,unlinked,,no CDIAL head with this spelling,,R:ira:Cheung:2007[*kar][236]
enwikt:6532062,6532062,89249612,Reconstruction:Proto-Indo-Iranian/Hákart,Hákart,verb,"to do, make",,,ákar,akar,,,unlinked,,no CDIAL head with this spelling,,
enwikt:6532081,6532081,92152167,Reconstruction:Proto-Indo-Iranian/pinášti,pinášti,verb,"to grind, crush",,,pináṣṭi,pinaṣṭi,,,unlinked,,no CDIAL head with this spelling,,R:ine:LIV[pei̯s-][466-467]
enwikt:6532394,6532394,92152176,Reconstruction:Proto-Indo-Iranian/pádyati,pádyati,verb,"to move, go; to fall",,,pádyate,padyate,7777,7777,alternate,2,review:semantics — glosses do not overlap,,R:ira:Cheung:2007[*pad][287-288]
enwikt:6532408,6532408,92152312,Reconstruction:Proto-Indo-Iranian/ȷ́áwšati,ȷ́áwšati,verb,"to like, enjoy; to be pleased",*ǵéwseti,,,,,,unlinked,,no CDIAL head with this spelling,,R:ira:Cheung:2007[*zauš][473]
enwikt:6532560,6532560,92152296,Reconstruction:Proto-Indo-Iranian/čáštay,čáštay,verb,"to see, look",,,cáṣṭe,caṣṭe,,,unlinked,,no CDIAL head with this spelling,,R:inc:Kobayashi:2004[76]
enwikt:6532562,6532562,92152049,Reconstruction:Proto-Indo-Iranian/HayšHáyati,HayšHáyati,verb,"to strengthen; to set in motion, animate",,,eṣáyati,eṣayati,,,unlinked,,no CDIAL head with this spelling,,R:ira:Cheung:2007[*HaišH][159]
enwikt:6532588,6532588,91619302,Reconstruction:Proto-Indo-Iranian/Híšyati,Híšyati,verb,to speed forward; to send forth,,,íṣyati,iṣyati,,,unlinked,,no CDIAL head with this spelling,,
enwikt:6533137,6533137,91345852,Reconstruction:Proto-Indo-Iranian/twárštā,twárštā,noun,creator; craft god,,,tváṣṭṛ,tvaṣṭr̥,,,unlinked,,no CDIAL head with this spelling,,
enwikt:6533275,6533275,84334762,Reconstruction:Proto-Indo-Iranian/dʰaHtā́,dʰaHtā́,noun,creator,,,dhātṛ́,dʰātr̥,,,unlinked,,no CDIAL head with this spelling,,
enwikt:6533288,6533288,90741302,Reconstruction:Proto-Indo-Iranian/HwiHćati,HwiHćati,numeral,twenty,,,,,,,unlinked,,no CDIAL head with this spelling,,R:inc:IAIL[viṃśatí-][588-9]; R:HCHIEL[1899]
enwikt:6533306,6533306,92152182,Reconstruction:Proto-Indo-Iranian/pānsúš,pānsúš,noun,dust,*pē(n)s-,,pāṃsú,pāṁsu,,,unlinked,,no CDIAL head with this spelling,,R:ine:Mallory:2006[121]; R:ine:Mallory:2006[121]
enwikt:6533368,6533368,88459936,Reconstruction:Proto-Indo-Iranian/Haćwatarás,Haćwatarás,noun,mule,*[[h₁éḱwos,,aśvatará,aśvatara,,,unlinked,,no CDIAL head with this spelling,,
enwikt:6535190,6535190,92152127,Reconstruction:Proto-Indo-Iranian/láylayždʰi,láylayždʰi,verb,to lick,,,,,,,unlinked,,no CDIAL head with this spelling,,R:ine:LIV[lei̯g̑ʰ][404]; R:ira:Kummel:2017[47]
enwikt:6541148,6541148,85057200,Reconstruction:Proto-Indo-Iranian/Háćwapatiš,Háćwapatiš,noun,"master of horses, chief of cavalry",,,áśvapati,aśvapati,,,unlinked,,no CDIAL head with this spelling,,
enwikt:6541690,6541690,92152267,Reconstruction:Proto-Indo-Iranian/yáćas,yáćas,noun,"glory, fame, renown; dignity, honor",,,yáśas,yaśas,10443,10443,linked,1,unique spelling match,,R:EWAia[yáśas-][405-6]
enwikt:6542305,6542305,92171807,Reconstruction:Proto-Indo-Iranian/mádʰyas,mádʰyas,adjective,middle,*médʰyos,,mádhya,madʰya,9804,9804,alternate,2,unique spelling match; review:duplicate — the head already has a Proto-Indo-Iranian parent,f_mcgzpgin3fdck,R:CDIAL[mádhya]
enwikt:6542597,6542597,87171021,Reconstruction:Proto-Indo-Iranian/mayšás,mayšás,noun,ram,*moysós,,meṣá,meṣa,10334,10334,linked,1,unique spelling match,,
enwikt:6543452,6543452,90807647,Reconstruction:Proto-Indo-Iranian/kaćyápas,kaćyápas,noun,turtle,,yes,kaśyápa,kaśyapa,2969,2969,alternate,2,review:semantics — glosses do not overlap,,
enwikt:6543707,6543707,92152220,Reconstruction:Proto-Indo-Iranian/stʰuHrás,stʰuHrás,adjective,"big, strong, thick",*steh₂-,,sthūrá,stʰūra,13775,13775,linked,1,unique spelling match,,R:CDIAL[sthūlá]
enwikt:6544038,6544038,92152076,Reconstruction:Proto-Indo-Iranian/HwásištHas,HwásištHas,adjective,"best, most excellent",,,vásiṣṭha,vasiṣṭʰa,11444,11444,linked,1,unique spelling match,,R:inc:IAIL[vásu-]
enwikt:6544069,6544069,92171832,Reconstruction:Proto-Indo-Iranian/sáktʰi,sáktʰi,noun,thigh,*sokʷtHis,,sakthán,saktʰan,13073,13073,alternate,2,unique spelling match; review:duplicate — the head already has a Proto-Indo-Iranian parent,f_7kpk2lh6elmdu,R:CDIAL[sakthán]
enwikt:6544216,6544216,92152108,Reconstruction:Proto-Indo-Iranian/Hítaras,Hítaras,adjective,"other, another",,,ítara,itara,1561,1561,linked,1,unique spelling match,,R:inc:IAIL[ítara-]
enwikt:6544346,6544346,92152063,Reconstruction:Proto-Indo-Iranian/Hr̥dʰwás,Hr̥dʰwás,adjective,"high, upright",,,ūrdhvá,ūrdʰva,2426,2426,alternate,2,review:semantics — glosses do not overlap,,R:inc:IAIL[ūrdhvá-]
enwikt:6544427,6544427,92152285,Reconstruction:Proto-Indo-Iranian/ćáyuš,ćáyuš,noun,orphan,,,śayú,śayu,,,unlinked,,no CDIAL head with this spelling,,R:inc:IAIL[śayú-]; R:CDIAL[śō]
enwikt:6544441,6544441,92152280,Reconstruction:Proto-Indo-Iranian/ćráyati,ćráyati,verb,to lean,*ḱléyeti,,śráyati,śrayati,12686a,12686a,alternate,2,review:semantics — glosses do not overlap,,R:inc:IAIL[śray]; R:ira:Cheung:2007[*srai][354-355]
enwikt:6544449,6544449,92152123,Reconstruction:Proto-Indo-Iranian/kšnáwti,kšnáwti,verb,"to whet, sharpen",*ksnéwti,,kṣṇáuti,kṣṇauti,,,unlinked,,no CDIAL head with this spelling,,R:inc:IAIL[ks·n·av]; R:ira:Cheung:2007[*xšnau][456-457]
enwikt:6544755,6544755,89548502,Reconstruction:Proto-Indo-Iranian/HwidʰáwaH,HwidʰáwaH,noun,widow,*h₁widʰéwh₂,,vidhávā,vidʰavā,11752,11752,linked,1,unique spelling match,,
enwikt:6544827,6544827,90945021,Reconstruction:Proto-Indo-Iranian/dwitī́yas,dwitī́yas,numeral,second; second,*dwi-,,dvitī́ya,dvitīya,6680,6680,linked,1,unique spelling match,,R:ae:Brill[68]
enwikt:6544915,6544915,92151978,Reconstruction:Proto-Indo-Iranian/-ištHas,-ištHas,suffix,,*-istHos,,-iṣṭha,iṣṭʰa,,,unlinked,,no CDIAL head with this spelling,,R:ine:HCHIEL[352]; R:ine:Beekes 2011[221]; R:gem:PIEPG[284]; R:ae:deVaan:2003[344-345]; R:ira:Windfuhr:2010[79-80]
enwikt:6544965,6544965,92152184,Reconstruction:Proto-Indo-Iranian/rać-,rać-,root,"to bind, tie",*reḱ-,,raśanā́; raśmí; raśmán; rāśí,raśanā; raśmi; raśman; rāśi,10647 10648 10720,,unlinked,,ambiguous: several CDIAL heads share this spelling,,"R:ine:IEW[rek̑-, reg̑-][863]; R:gem:EDPG[*rakkan-][404]; R:EWAia[raśanā́-][440]; R:iir-pro:Substrate; R:iir:Lubotsky:1988[39]"
enwikt:6545138,6545138,92152122,Reconstruction:Proto-Indo-Iranian/kšiHrám,kšiHrám,noun,milk,,yes,kṣīrá,kṣīra,14418 3696,3696,linked,1,unique after collapsing addendum onto its main entry,,R:iir-pro:Substrate; R:ine:Mallory:2006[262]; R:gem:Rasmussen:1990; R:gem:EDPG[*hwaja- ~ *huja-][261-262]; R:inc:EWAia[ksīrá-]; R:ine:HCHIEL[582]
enwikt:6545686,6545686,92152238,Reconstruction:Proto-Indo-Iranian/watsás,watsás,noun,yearling calf,*wetsós,,vatsá,vatsa,11239 11240,11239,linked,1,disambiguated by gloss overlap,,R:inc:IAIL[vatsá-]; R:inc:EWAia[vatsá-]
enwikt:6546400,6546400,92152172,Reconstruction:Proto-Indo-Iranian/pr̥Húš,pr̥Húš,adjective,"much, very",,,pūrvī́; pūrvyá; purú,pūrvī; pūrvya; puru,8288,8288,linked,1,unique spelling match,,R:ira:Cantera:2017; R:inc:IAIL[purú-]; R:inc:EWAia[purú-][148]
enwikt:6547076,6547076,92152131,Reconstruction:Proto-Indo-Iranian/mazgʰás,mazgʰás,noun,"marrow, pith; brain",*mosgʰós,,,,,,unlinked,,no CDIAL head with this spelling,,R:inc:IAIL[majján-]; R:ine:HCHIEL[581]
enwikt:6549707,6549707,92152080,Reconstruction:Proto-Indo-Iranian/Hyawdʰ-,Hyawdʰ-,root,"to fight, to battle; to struggle",*Hyewdʰ-,,yodhati; yudhyati; yudhyá; yuddhá; yodhá; yudh,yodʰati; yudʰyati; yudʰya; yuddʰa; yodʰa; yudʰ,10499 10501 10533,10499,alternate,2,disambiguated by gloss overlap; review:duplicate — the head already has a Proto-Indo-Iranian parent,f_shc7oktnr56le,R:inc:IAIL[yodh-][619]
enwikt:6550610,6550610,92152067,Reconstruction:Proto-Indo-Iranian/Hr̥šwás,Hr̥šwás,adjective,"high, elevated",,,ṛṣvá,r̥ṣva,,,unlinked,,no CDIAL head with this spelling,,R:grc:Beekes[ὄρος][1109-1110]; R:inc:IAIL[r̥s·vá-]
enwikt:6551256,6551256,92152244,Reconstruction:Proto-Indo-Iranian/wábžʰas,wábžʰas,noun,wasp,*wóbʰseh₂,,,,,,unlinked,,no CDIAL head with this spelling,,R:iir:Lipp:2009[166]; R:iir:Lipp:2009[166]
enwikt:6553797,6553797,92362475,Reconstruction:Proto-Indo-Iranian/Hišćáti,Hišćáti,verb,"to wish, desire, seek",*h₂isḱéti,,,,,,unlinked,,no CDIAL head with this spelling,,R:inc:IAIL[eṣ]
enwikt:6556679,6556679,92151995,Reconstruction:Proto-Indo-Iranian/bʰaktás,bʰaktás,adjective,"distributed, allotted, assigned; share, lot, portion; fortune",,,bhaktá,bʰakta,9331,9331,alternate,2,review:semantics — glosses do not overlap; review:duplicate — the head already has a Proto-Indo-Iranian parent,f_jncomvfewtslc,R:inc:IAIL[bhaj]
enwikt:6559169,6559169,92152053,Reconstruction:Proto-Indo-Iranian/Hlagʰúš,Hlagʰúš,adjective,"lightweight, swift, agile",*h₁léngʰus,,laghú,lagʰu,10896 14785,10896,alternate,2,review:semantics — glosses do not overlap,,R:inc:IAIL[raghú-]
enwikt:6559242,6559242,75271957,Reconstruction:Proto-Indo-Iranian/riktás,riktás,verb,"empty, abandoned, void",,,riktá,rikta,10729,10729,alternate,2,review:semantics — glosses do not overlap,,
enwikt:6559520,6559520,92152206,Reconstruction:Proto-Indo-Iranian/síždati,síždati,verb,to sit,*sísdeti,,sī́dati,sīdati,13432,13432,alternate,2,review:semantics — glosses do not overlap,,R:inc:IAIL[sad]; R:ira:Cheung:2007[had][125-126]
enwikt:6559535,6559535,92171823,Reconstruction:Proto-Indo-Iranian/páčati,páčati,verb,to cook,*pékʷeti,,pácati,pacati,7650,7650,alternate,2,review:semantics — glosses do not overlap,,R:inc:IAIL[pac]; R:ine:Cheung2007[*pač][286-287]
enwikt:6559593,6559593,92152262,Reconstruction:Proto-Indo-Iranian/yunákti,yunákti,verb,"to yoke, harness",*yunégti,,yunákti,yunakti,10503,10503,linked,1,glosses disjoint but the article cites CDIAL,,R:inc:IAIL[yoj]; R:CDIAL[yunákti]; R:ine:Cheung2007[*i̯auǰ][217-218]
enwikt:6559614,6559614,92171766,Reconstruction:Proto-Indo-Iranian/bʰinátˢti,bʰinátˢti,verb,"to split, break",*bʰinédti,,,,,,unlinked,,no CDIAL head with this spelling,,R:inc:IAIL[bhed]
enwikt:6559690,6559690,92152014,Reconstruction:Proto-Indo-Iranian/dáHnam,dáHnam,noun,gift,*déh₃nom,,dā́na,dāna,6265 6266,6265,alternate,2,disambiguated by gloss overlap; review:duplicate — the head already has a Proto-Indo-Iranian parent,f_tfij32rl45pps,R:inc:IAIL[dāná-]
enwikt:6559704,6559704,92152064,Reconstruction:Proto-Indo-Iranian/Hr̥náwti,Hr̥náwti,verb,to move,*h₃r̥néwti,,ṛṇoti,r̥ṇoti,,,unlinked,,no CDIAL head with this spelling,,R:ira:Cheung[*Har][165]
enwikt:6559833,6559833,92152075,Reconstruction:Proto-Indo-Iranian/Hwásuš,Hwásuš,adjective,"good, excellent",*h₁wésus,,vásu,vasu,11446,11446,alternate,2,unique spelling match; review:duplicate — the head already has a Proto-Indo-Iranian parent,f_xp6tmi654pwjo,R:inc:IAIL[vásu-]
enwikt:6560470,6560470,92152078,Reconstruction:Proto-Indo-Iranian/Hwásyas,Hwásyas,adjective,better,,,,,,,unlinked,,no CDIAL head with this spelling,,R:inc:IAIL[vásu-]
enwikt:6560715,6560715,88097130,Reconstruction:Proto-Indo-Iranian/dʰrúǰʰyati,dʰrúǰʰyati,verb,to deceive,,,drúhyati,druhyati,,,unlinked,,no CDIAL head with this spelling,,
enwikt:6560716,6560716,92152022,Reconstruction:Proto-Indo-Iranian/dʰádʰaHti,dʰádʰaHti,verb,"to put, place",*dʰédʰeh₁ti,,,,,,unlinked,,no CDIAL head with this spelling,,R:inc:IAIL[dhā]
enwikt:6560724,6560724,92171854,Reconstruction:Proto-Indo-Iranian/ćráyHištHas,ćráyHištHas,adjective,most beautiful,,,śréṣṭha,śreṣṭʰa,12725,12725,linked,1,unique spelling match,,
enwikt:6560726,6560726,92201885,Reconstruction:Proto-Indo-Iranian/ćriHrás,ćriHrás,adjective,"beautiful, splendid",,,*śrīra; aślīlá,śrīra; aślīla,,,unlinked,,no CDIAL head with this spelling,,"R:sa:EWAia[665-666, 669-670]; R:sa:KEWA[392-393]; R:gem:HGE[*xrainiz][183]"
enwikt:6560743,6560743,92151979,Reconstruction:Proto-Indo-Iranian/-yās,-yās,suffix,,*-yōs,,-yas,yas,,,unlinked,,no CDIAL head with this spelling,,R:inc:Goto:2013[49-50]; R:ine:Beekes 2011[221]; R:ae:Brill[64-65]
enwikt:6560744,6560744,92171819,Reconstruction:Proto-Indo-Iranian/prátʰyas,prátʰyas,adjective,"broader, wider",,,,,,,unlinked,,no CDIAL head with this spelling,,R:inc:IAIL[pṛthú-]
enwikt:6562484,6562484,90701002,Reconstruction:Proto-Indo-Iranian/matˢtás,matˢtás,verb,"drunk, intoxicated",,,mattá,matta,9750,9750,linked,1,unique spelling match,,
enwikt:6563421,6563421,92171771,Reconstruction:Proto-Indo-Iranian/dmáHnas,dmáHnas,noun,"building, dwelling, house",,,mā́na,māna,10040 10041 10042 10043 10044,10042,linked,1,disambiguated by gloss overlap,,R:ae:Hashemi:2015[63]
enwikt:6563972,6563972,92152203,Reconstruction:Proto-Indo-Iranian/sáčatay,sáčatay,verb,to follow; to have followed,*sékʷetor,,sácate,sacate,,,unlinked,,no CDIAL head with this spelling,,R:ine:LIV[*sek<sup>u̯</sup>-][525-526]; R:inc:EWAia[SAC<sup>1</sup>][686]; R:ira:Cheung[*hač][124]; R:xcl:Olsen[888]
enwikt:6564271,6564271,92152119,Reconstruction:Proto-Indo-Iranian/kás,kás,pronoun,who,*kʷós,,ká,ka,2574,2574,alternate,2,unique spelling match; review:duplicate — the head already has a Proto-Indo-Iranian parent,f_dywfn5ulgfrk6,R:inc:EWAia[ká-<sup>1</sup>][284]; R:ae:Brill[15]
enwikt:6565166,6565166,89920521,Reconstruction:Proto-Indo-Iranian/pra-,pra-,prefix,"toward, forward",*pro-,,,,,,unlinked,,no CDIAL head with this spelling,,
enwikt:6565175,6565175,88411794,Reconstruction:Proto-Indo-Iranian/upa-,upa-,prefix,towards,*upo,,upa-,upa,2136,2136,alternate,2,review:semantics — glosses do not overlap; review:duplicate — the head already has a Proto-Indo-Iranian parent,f_dbpqoan4i5mm4,
enwikt:6565203,6565203,84230463,Reconstruction:Proto-Indo-Iranian/prátʰas,prátʰas,noun,"breadth, extension, width",*pléth₂os,,práthas,pratʰas,,,unlinked,,no CDIAL head with this spelling,,R:inc:IAIL
enwikt:6565367,6565367,92152304,Reconstruction:Proto-Indo-Iranian/ǰáǰʰukas,ǰáǰʰukas,noun,hedgehog,,,jáhakā,jahakā,5172,5172,linked,1,unique spelling match,,R:ine:IEW[424]; R:inc:IAIL
enwikt:6567670,6567670,91393830,Reconstruction:Proto-Indo-Iranian/wr̥dᶻdʰás,wr̥dᶻdʰás,verb,"grown, mature; big, great",,,vṛddhá,vr̥ddʰa,12072 12073,12073,alternate,2,disambiguated by gloss overlap; review:duplicate — the head already has a Proto-Indo-Iranian parent,f_2qhmbgo3yra4s,
enwikt:6568668,6568668,92171858,Reconstruction:Proto-Indo-Iranian/ćyaHwás,ćyaHwás,adjective,"black-brown, dark-brown, dark",,,śyāvá,śyāva,12672,12672,linked,1,unique spelling match,,R:inc:IAIL; R:sa:EWAia[661]
enwikt:6569610,6569610,85057187,Reconstruction:Proto-Indo-Iranian/ćr̥Hwás,ćr̥Hwás,noun,horn,,,,,,,unlinked,,no CDIAL head with this spelling,,
enwikt:6570433,6570433,92152090,Reconstruction:Proto-Indo-Iranian/Hánćas,Hánćas,noun,"part, portion, share",*h₁ónḱos,,áṃśa,aṁśa,2,2,linked,1,unique spelling match,,R:inc:IAIL[áṃśa-][25]
enwikt:6571737,6571737,52609220,Reconstruction:Proto-Indo-Iranian/Hraštás,Hraštás,adjective,right,*h₃reǵtós,,,,,,unlinked,,no CDIAL head with this spelling,,
enwikt:6579079,6579079,88097172,Reconstruction:Proto-Indo-Iranian/Hnā́riH,Hnā́riH,noun,woman,,,nā́rī,nārī,7078,7078,linked,1,unique spelling match,,
enwikt:6582998,6582998,87168561,Reconstruction:Proto-Indo-Iranian/Hwŕ̥HnaH,Hwŕ̥HnaH,noun,wool,*h₂wĺ̥h₁neh₂,,ū́rṇā,ūrṇā,2424,2424,linked,1,unique spelling match,,
enwikt:6589107,6589107,87171080,Reconstruction:Proto-Indo-Iranian/Hnā́,Hnā́,noun,"man, manpower",*h₂nḗr,,nṛ́; nára,nr̥; nara,6970,6970,linked,1,unique spelling match,,
enwikt:6589756,6589756,92152026,Reconstruction:Proto-Indo-Iranian/dʰāráyati,dʰāráyati,verb,"to bear, hold",*dʰoréyeti,,dhāráyati,dʰārayati,6791,6791,linked,1,glosses disjoint but the article cites CDIAL,,R:CDIAL[dhāráyati]
enwikt:6589775,6589775,92152160,Reconstruction:Proto-Indo-Iranian/náyHati,náyHati,verb,to lead,,,,,,,unlinked,,no CDIAL head with this spelling,,R:CDIAL[náyati]; R:ira:Cheung[*naiH][278]
enwikt:6590206,6590206,92152264,Reconstruction:Proto-Indo-Iranian/yákr̥,yákr̥,noun,liver,*yókʷr̥,,yákṛt,yakr̥t,10394,10394,alternate,2,unique spelling match; review:duplicate — the head already has a Proto-Indo-Iranian parent,f_6k26i7q2vbvrs,R:inc:IAIL
enwikt:6590353,6590353,92152005,Reconstruction:Proto-Indo-Iranian/bʰúHriš,bʰúHriš,adjective,"abundant, plentiful, numerous",,,bhū́ri,bʰūri,,,unlinked,,no CDIAL head with this spelling,,R:ira:Mayrhofer:1973[bhū́ri-][268-269]
enwikt:6591828,6591828,92152139,Reconstruction:Proto-Indo-Iranian/mr̥tyúš,mr̥tyúš,noun,death,*mer-,,mṛtyú,mr̥tyu,10288,10288,linked,1,unique spelling match,,R:ine:HCHIEL[1952]
enwikt:6592750,6592750,92152288,Reconstruction:Proto-Indo-Iranian/ćŕ̥Has,ćŕ̥Has,noun,"head, top",,,śíras,śiras,12452,12452,linked,1,unique spelling match,,"R:inc:IAIL[śíras-]; R:os:Cheung:2002[ru][78, 314]"
enwikt:6594208,6594208,91345840,Reconstruction:Proto-Indo-Iranian/kr̥tás,kr̥tás,verb,"done, made",,,kṛtá,kr̥ta,3421 3422,,unlinked,,ambiguous: several CDIAL heads share this spelling,,R:iir:Clayton:2022[61]
enwikt:6597584,6597584,92152165,Reconstruction:Proto-Indo-Iranian/parHušás,parHušás,adjective,grey,,,paruṣá,paruṣa,7909 7910,,unlinked,,ambiguous: several CDIAL heads share this spelling,,R:gem:EDPG[*falwa-][126]
enwikt:6597690,6597690,92152299,Reconstruction:Proto-Indo-Iranian/ǰánHs,ǰánHs,noun,woman; wife,,,jáni,jani,5103,5103,linked,1,unique spelling match,,R:inc:IAIL[jáni-]
enwikt:6597692,6597692,92152029,Reconstruction:Proto-Indo-Iranian/gnáHs,gnáHs,noun,woman; wife,*gʷḗn,,gnā́,gnā,,,unlinked,,no CDIAL head with this spelling,,R:inc:IAIL[gnā́-]
enwikt:6597698,6597698,92152303,Reconstruction:Proto-Indo-Iranian/ǰátu,ǰátu,noun,gum,*gʷétu,,,,,,unlinked,,no CDIAL head with this spelling,,R:inc:IAIL[jatu-]
enwikt:6598306,6598306,92152328,Reconstruction:Proto-Indo-Iranian/ȷ́ʰí,ȷ́ʰí,particle,,*ǵʰí,,,,,,unlinked,,no CDIAL head with this spelling,,R:inc:EWAia[hí][814]; R:ine:LIPP[272]; R:inc:IAIL[hí][226-227]
enwikt:6598483,6598483,88598924,Reconstruction:Proto-Indo-Iranian/dr̥štás,dr̥štás,adjective,"seen, visible, apparent",,,dṛṣṭá,dr̥ṣṭa,14618 6518,6518,linked,1,unique after collapsing addendum onto its main entry,,
enwikt:6601085,6601085,92152242,Reconstruction:Proto-Indo-Iranian/wr̥Hmíš,wr̥Hmíš,noun,wave,,,ūrmí; ū́rmya,ūrmi; ūrmya,2437,2437,linked,1,unique spelling match,,R:inc:EWAia[ūrmí-][245]
enwikt:6602205,6602205,92152044,Reconstruction:Proto-Indo-Iranian/Hanyás,Hanyás,adjective,other,*h₂élyos,,anya,anya,399,399,linked,1,unique spelling match,,R:inc:IAIL[anyá-][39]; R:ine:LIPP[22]
enwikt:6607814,6607814,92171808,Reconstruction:Proto-Indo-Iranian/náymas,náymas,adjective,half,,yes,néma,nema,,,unlinked,,no CDIAL head with this spelling,,R:iir:Lubotsky:1999[12]; R:ira:ESIJa[*naima-]; R:inc:IAIL[néma-][344]
enwikt:6609389,6609389,92171803,Reconstruction:Proto-Indo-Iranian/manzdʰHrás,manzdʰHrás,adjective,wise,,,médhira,medʰira,,,unlinked,,no CDIAL head with this spelling,,R:inc:EWAia[medhā́-]; R:inc:IAIL[médhira]
enwikt:6610178,6610178,92355302,Reconstruction:Proto-Indo-Iranian/kádruš,kádruš,adjective,"brown, tan",*ked-,yes,kádru,kadru,2715,2715,linked,1,unique spelling match,,R:Witzel:2003[33]; R:iir:Lubotsky:1999[9]; R:ine:IEW[ked-][537]; R:inc:IAIL[kádru-]; R:ira:ESIJa[*kadru-]; R:kho:Bailey[kāhyänai]
enwikt:6611978,6611978,92152270,Reconstruction:Proto-Indo-Iranian/áti,áti,adverb,over,*éti,,áti,ati,200,200,alternate,2,unique spelling match; review:duplicate — the head already has a Proto-Indo-Iranian parent,f_sld2llgyakocs,R:inc:EWAia[áti][57]; R:ine:LIPP[260]; R:inc:IAIL[áti][71]
enwikt:6611980,6611980,92152094,Reconstruction:Proto-Indo-Iranian/Hápi,Hápi,adverb,near,*h₁épi,,ápi,api,485,485,alternate,2,review:semantics — glosses do not overlap,,R:inc:EWAia[ápi][86]; R:ine:LIPP[245]
enwikt:6613753,6613753,92152021,Reconstruction:Proto-Indo-Iranian/dʰrúkš,dʰrúkš,noun,"lie, falsehood, deceit; injury, harm",,,drúh,druh,,,unlinked,,no CDIAL head with this spelling,,R:inc:IAIL[drogh]; R:sa:MW[502]; R:ae:Brill[47]
enwikt:6614505,6614505,92152248,Reconstruction:Proto-Indo-Iranian/wásr̥,wásr̥,noun,spring,*wósr̥,,vasantá,vasanta,11439,11439,alternate,2,unique spelling match; review:duplicate — the head already has a Proto-Indo-Iranian parent,f_e7h7pv7hiukd4,R:ine:EIEC[*u̯ésr̥][504]
enwikt:6615970,6615970,92152040,Reconstruction:Proto-Indo-Iranian/Hagʰás,Hagʰás,adjective,"bad, evil",,,aghá,agʰa,98a,98a,linked,1,unique spelling match,,R:inc:IAIL[aghá]
enwikt:6616887,6616887,92152222,Reconstruction:Proto-Indo-Iranian/tr̥Hás,tr̥Hás,adverb,through,*tr̥h₂és,,tirás,tiras,5823,5823,alternate,2,review:semantics — glosses do not overlap,,R:ine:LIPP[801]; R:peo:Skjaervo[39]; R:pal:Mackenzie[tar][82]
enwikt:6616898,6616898,92152226,Reconstruction:Proto-Indo-Iranian/tárHati,tárHati,verb,to cross over,,,vitárati; tárati; tāráyati,vitarati; tarati; tārayati,11719 14562a 5702 5796,,unlinked,,ambiguous: several CDIAL heads share this spelling,,R:ira:Cheung[*tarH<sup>1</sup>][380]; R:inc:EWAia[TAR<sup>I</sup>][629]
enwikt:6617893,6617893,92152037,Reconstruction:Proto-Indo-Iranian/gʰr̥dʰás,gʰr̥dʰás,noun,enclosure; house,,,gṛhá; *gṛdha,gr̥ʰa; gr̥dʰa,,,unlinked,,no CDIAL head with this spelling,,R:xcl:Martirosyan[gerdastan][209]; R:CDIAL[gaḍha][213]
enwikt:6617950,6617950,92151976,Reconstruction:Proto-Indo-Iranian/-wā,-wā,conjunction,or,*-we,,vā,vā,11466,11466,linked,1,unique spelling match,,R:EWAia[vā][538]; R:ine:LIPP[846]; R:inc:IAIL[vā][574]
enwikt:6619798,6619798,92152071,Reconstruction:Proto-Indo-Iranian/Hugrás,Hugrás,adjective,"powerful, mighty, strong",,,,,,,unlinked,,no CDIAL head with this spelling,,R:inc:IAIL[ugrá-]
enwikt:6621408,6621408,92152101,Reconstruction:Proto-Indo-Iranian/Háwǰištʰas,Háwǰištʰas,adjective,"most powerful, strongest, mightiest",,,ójiṣṭha,ojiṣṭʰa,,,unlinked,,no CDIAL head with this spelling,,R:ae:Brill[64]
enwikt:6624900,6624900,92152073,Reconstruction:Proto-Indo-Iranian/HuHnás,HuHnás,adjective,empty,,,ūná,ūna,2405 2406,,unlinked,,ambiguous: several CDIAL heads share this spelling,,R:ine:EIEC[*h₁euhₐ-][179]; R:inc:EWAia[ūná-][241]
enwikt:6624925,6624925,92171788,Reconstruction:Proto-Indo-Iranian/HwáHyati,HwáHyati,verb,"to lack, be deficient",,,vā́yati,vāyati,,,unlinked,,no CDIAL head with this spelling,,R:ira:Cheung[*Hu̯aH<sup>2</sup>][204]
enwikt:6625002,6625002,92152289,Reconstruction:Proto-Indo-Iranian/ćúšnas,ćúšnas,noun,"dragon, serpent",,,śúṣṇa,śuṣṇa,12556,12556,alternate,2,review:semantics — glosses do not overlap,,R:inc:EWAia[śúṣṇa-][649]
