Item	Gloss	Site_Code	PDF_Page	Printed_Page	Column	OCR_Evidence_Only	Manual_Transcription	Review_Status	Confidence	Uncertainty	Reviewer_Method	Reviewed_At	Reviewer_Declaration
122	yesterday	HKA	112	103	left	1 hula	1 hula	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
122	yesterday	HKE	112	103	left	1 hola	1 hola	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
122	yesterday	HCH	112	103	left	1 hola	1 hola	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
122	yesterday	HCU	112	103	left	1 hola	1 hola	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
122	yesterday	HSU	112	103	left	1 hola	1 hola	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
122	yesterday	HSA	112	103	left	1 hola	1 hola	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
122	yesterday	HJO	112	103	left	1 hola	1 hola	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
122	yesterday	HDH	112	103	left	1 hola	1 hola	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
122	yesterday	HBG	112	103	left	1 hola	1 hola	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
122	yesterday	HO2	112	103	left	{ hola	1 hola	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
122	yesterday	HRA	112	103	left	1 hola	1 hola	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
122	yesterday	HO3	112	103	left			blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
122	yesterday	HOP	112	103	right	hola	1 hola	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
122	yesterday	HBA	112	103	right	hola	1 hola	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
122	yesterday	HNI	112	103	right	hola	1 hola	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
122	yesterday	BBG	112	103	right	1 hola	1 hola	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
122	yesterday	BMA	112	103	right	1 hola	1 hola	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
122	yesterday	BOP	112	103	right	1 hola	1 hola	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
122	yesterday	BRA	112	103	right	1 hola	1 hola	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
122	yesterday	BGH	112	103	right	1 hola	1 hola	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
122	yesterday	MU1	112	103	right			blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
122	yesterday	MU2	112	103	right	1 hola	1 hola	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
122	yesterday	SA1	112	103	right	1 hola	1 hola	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
122	yesterday	SBA	112	103	right	1 hala	1 hʌla	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
122	yesterday	OCU	112	103	right	kali	2 kali	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
123	today	HO1	112	103	left	1 tisin	1 ṯisiŋ	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
123	today	HTH	112	103	left	1 kisin	1 ṯisiŋ	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
123	today	HKA	112	103	left	1 tisig	1 ṯisiŋ	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
123	today	HKE	112	103	left	1 tisiy	1 ṯisiŋ	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
123	today	HCH	112	103	left	1 tisin	1 ṯisiŋ	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
123	today	HCU	112	103	left	1 fisig	1 ṯisiŋ	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
123	today	HSU	112	103	left	1 tisin	1 ṯisiŋ	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
123	today	HSA	112	103	left	1 tisiny	1 ṯisiŋ	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
123	today	HJO	112	103	left	1 gisin	1 ṯisiŋ	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
123	today	HDH	112	103	left	1 tisig	1 ṯisiŋ	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
123	today	HBG	112	103	left	| tisin	1 ṯisiŋ	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
123	today	HO2	112	103	left	1 tisin	1 ṯisiŋ	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
123	today	HRA	112	103	left	1 gisin	1 ṯisiŋ	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
123	today	HO3	112	103	left	-----		blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
123	today	HOP	112	103	right	1 tisin	1 ṯisiŋ	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
123	today	HBA	112	103	right	1 tisig	1 ṯisiŋ	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
123	today	HNI	112	103	right	1 fisin	1 ṯisiŋ	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
123	today	BBG	112	103	right	| tisin	1 ṯisiŋ	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
123	today	BMA	112	103	right	1 fisig	1 ṯisiŋ	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
123	today	BOP	112	103	right	| tisin	1 ṯisiŋ	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
123	today	BRA	112	103	right	1 tisiy	1 ṯisiŋ	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
123	today	BGH	112	103	right	1 tisin	1 ṯisiŋ	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
123	today	MU1	112	103	right	-----		blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
123	today	MU2	112	103	right	1 Lisin	1 ṯisiŋ	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
123	today	SA1	112	103	right	1 tehen	1 ṯehen	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
123	today	SBA	112	103	right	1 tehen	1 ṯehen	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
123	today	OCU	112	103	right	2 adzi	2 adʒi	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
124	tomorrow	HO1	113	104	left	1 gapa	1 gapa	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
124	tomorrow	HTH	113	104	left	1 gapa	1 gʌpa	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
124	tomorrow	HKA	113	104	left	1 gapa	1 gapa	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
124	tomorrow	HKE	113	104	left	1 gapa	1 gʌpa	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
124	tomorrow	HCH	113	104	left	1 gapa	1 gapa	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
124	tomorrow	HCU	113	104	left	1 gapa	1 gapa	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
124	tomorrow	HSU	113	104	left	1 gapa	1 gapa	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
124	tomorrow	HSA	113	104	left	1 gapa	1 gʌpa	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
124	tomorrow	HJO	113	104	left	1 gapa	1 gapa	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
124	tomorrow	HDH	113	104	left	1 gapa	1 gʌpa	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
124	tomorrow	HBG	113	104	left	1 gapa	1 gəpa	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
124	tomorrow	HO2	113	104	left	1 gapa	1 gapa	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
124	tomorrow	HRA	113	104	left	1 gapa	1 gʌpa	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
124	tomorrow	HO3	113	104	left	-----		blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
124	tomorrow	HOP	113	104	right	1 gapa	1 gʌpa	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
124	tomorrow	HBA	113	104	right	1 gapa	1 gʌpa	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
124	tomorrow	HNI	113	104	right	1 gapa	1 gʌpa	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
124	tomorrow	BBG	113	104	right	| gopa	1 gəpa	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
124	tomorrow	BMA	113	104	right	1 gapa	1 gʌpa	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
124	tomorrow	BOP	113	104	right	1 gapa	1 gapa	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
124	tomorrow	BRA	113	104	right	1 gapa	1 gʌpa	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
124	tomorrow	BGH	113	104	right	1 gapa	1 gʌpa	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
124	tomorrow	MU1	113	104	right	-----		blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
124	tomorrow	MU2	113	104	right	1 gapa	1 gapa	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
124	tomorrow	SA1	113	104	right	1 gapa	1 gapa	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
124	tomorrow	SBA	113	104	right	1 gapa	1 gapa	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
124	tomorrow	OCU	113	104	right	2 asonta kali	2 asonṯa kali	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
125	week	HO1	113	104	left	1 ha-t, hato	1 ha·t, hato	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
125	week	HTH	113	104	left	1 hato	1 hato	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
125	week	HKA	113	104	left	1 hato	1 hato	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
125	week	HKE	113	104	left	1 hata	1 hatʌ	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
125	week	HCH	113	104	left	1 hato	1 hato	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
125	week	HCU	113	104	left	1 hata	1 hatʌ	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
125	week	HSU	113	104	left	1 hato	1 hato	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
125	week	HSA	113	104	left	1 hato	1 hato	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
125	week	HJO	113	104	left	1 hato	1 hato	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
125	week	HDH	113	104	left	1 hata	1 hatʌ	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
125	week	HBG	113	104	left	2 hapta	2 hapṯa	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
125	week	HO2	113	104	left	1 hat	1 hat	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
125	week	HRA	113	104	left	1 hato	1 hato	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
125	week	HO3	113	104	left	-----		blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
125	week	HOP	113	104	right	1 hata	1 hatʌ	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
125	week	HBA	113	104	right	1 hato	1 hato	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
125	week	HNI	113	104	right	1 sat? din	1 sat? ɖin	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
125	week	BBG	113	104	right	2 hapta	2 hapṯʌ	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
125	week	BMA	113	104	right	1 hat, 2 hapta	1 hat, 2 hapṯa	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
125	week	BOP	113	104	right	2 hapta	2 hapṯa	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
125	week	BRA	113	104	right	1 hat	1 hat	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
125	week	BGH	113	104	right	2 hapta	2 hapṯa	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
125	week	MU1	113	104	right	-----		blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
125	week	MU2	113	104	right	-----		blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
125	week	SA1	113	104	right	2 hapta	2 hapṯa	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
125	week	SBA	113	104	right	2 hapta	2 hapṯa	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
125	week	OCU	113	104	right	2 sapkahe	2 sopṯaha	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
126	month	HO1	113	104	left	1 tfanqu?u	1 tʃaŋɖuʔu	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
126	month	HTH	113	104	left	1 tfandu	1 tʃandu	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
126	month	HKA	113	104	left	1 tfandu	1 tʃandu	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
126	month	HKE	113	104	left	1 tfandu	1 tʃʌndu	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
126	month	HCH	113	104	left	1 tfandu	1 tʃandu	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
126	month	HCU	113	104	left	1 tfandu	1 tʃʌndu	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
126	month	HSU	113	104	left	1 tfandu ;	1 tʃandu	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
126	month	HSA	113	104	left	1 tfandu	1 tʃandu	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
126	month	HJO	113	104	left	1 tfandu	1 tʃandu	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
126	month	HDH	113	104	left	1 tfandu	1 tʃandu	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
126	month	HBG	113	104	left	1 tfangu	1 tʃandu	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
126	month	HO2	113	104	left	1 tfandu	1 tʃaŋɖu	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
126	month	HRA	113	104	left	1 tfandu	1 tʃandu	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
126	month	HO3	113	104	left	-----		blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
126	month	HOP	113	104	right	1 tfandup	1 tʃandup	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
126	month	HBA	113	104	right	| tfandu	1 tʃandu	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
126	month	HNI	113	104	right	1 tfanqu	1 tʃaŋɖu	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
126	month	BBG	113	104	right	1 tfangu?	1 tʃaŋɖuʔ	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
126	month	BMA	113	104	right	1 tfandu	1 tʃandu	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
126	month	BOP	113	104	right	1 tfandu	1 tʃandu	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
126	month	BRA	113	104	right	1 tfandu	1 tʃandu	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
126	month	BGH	113	104	right	1 tfandup	1 tʃʌndup	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
126	month	MU1	113	104	right	-----		blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
126	month	MU2	113	104	right	1 tfanqu	1 tʃaŋɖu	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
126	month	SA1	113	104	right	1 tfando	1 tʃando	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
126	month	SBA	113	104	right	1 tfanda	1 tʃʌnɖʌ	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
126	month	OCU	113	104	right	2 maso?	2 masoʔ	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
