Item	Gloss	Similarity_Group	Raw_Form	Form	Site_Codes	Printed_Page	Response	Review
150	ring (on finger)	2	khudop	khudop	123456	56	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
151	clothing	1	poak	poʃak	0	56	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
151	clothing	2	phin	phiːɹɔn	8	56	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
151	clothing	2	phl	phɪɹɔːl	7	56	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
151	clothing	2	phioi	phiɾoi̯	6	56	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
151	clothing	2	phion/phidt	phiɾon/phidʒɛt	12345	56	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
152	cloth	1	kapo	kapoɽ	0	56	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
152	cloth	2	phi	phi	123456	56	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
152	cloth	2	phi	phiː	78	56	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
153	medicine	1	oud	oʃud	0	56	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
153	medicine	2	haidak	hai̯dak	25	56	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
153	medicine	2	hdk	hɪdɐːk	78	56	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
153	medicine	2	hidak	hidak	1346	56	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
154	paper	1	kaod	kagodʒ	0	56	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
154	paper	2		ʈʃɛ	123456	56	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
154	paper	3	ts	tsɛ	78	56	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
155	needle	1	u	ʃuʈʃ	0	57	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
155	needle	2	dtum	dʒɛtum	2345	57	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
155	needle	2	tum	ɛtum	16	57	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
155	needle	2	jtum	jɛːtum	78	57	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
156	thread	1	uta	ʃuta	0	57	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
156	thread	2	l	lɐŋ	78	57	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
156	thread	2	la	laŋ	1234	57	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
156	thread	2	l	lʌŋ	56	57	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
157	broom	1	dhau	dʒhaɽu	0	57	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
157	broom	2	umdt	ʃumdʒɪt	2345	57	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
157	broom	2	sumdt	sumdʒɪt	16	57	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
157	broom	2	sumtsit	sumtsit	78	57	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
158	spoon (for eating)	1	amo	ʈʃamoʈʃ	02345	57	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
158	spoon (for eating)	2	amdal	ʈʃamdʒal	16	57	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
158	spoon (for eating)	3	tsms	tsɐmɐs	78	57	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
159	knife (to cut meat)	1	su	suɹɪ	8	57	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
159	knife (to cut meat)	1	hui	ʈʃhuɾi	0	57	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
159	knife (to cut meat)	2	thzw	thɐːŋzɐw	7	57	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
160	hammer	1	hatui	hatuɾi	0	57	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
160	hammer	2	lutha	luŋthaŋ	16	57	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
160	hammer	2	nudh	nuŋdhʌŋ	2345	57	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
160	hammer	2	nuth	nuŋthɐŋ	78	57	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
161	axe	1	kuhar	kuʈhar	0	57	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
161	axe	2	da	ʃɪŋdʒaŋ	12	57	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
161	axe	2	d	ʃɪŋdʒʌŋ	3456	57	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
161	axe	2	sz	sɪŋzɐŋ	78	57	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
162	bow	1	dhnuk	dhɔnuk	0	57	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
162	bow	2	tn	tɛːn	78	57	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
163	arrow	1	tir	tir	05	57	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
163	arrow	2	tnzi	tɛːnzɐi	7	57	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
163	arrow	2	tnzi	tɛːnzɛi	8	57	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
163	arrow	2	tndei	tɛndʒei̯	26	57	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
163	arrow	2	tndi	tɛndʒi	1	57	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
163	arrow	3	tn	tɛn	34	57	6	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
164	spear	1	bra	bɔrʃa	0	57	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
164	spear	2	datha	dʒatha	13	57	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
164	spear	3	lo	loŋ	2	57	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
164	spear	4	laoi	laŋʃoi̯	456	57	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
164	spear	5	t	tɐː	78	57	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
165	fire	1	aun	agun	0	57	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
165	fire	2	mi	mɐi	8	57	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
165	fire	2	mai	mai̯	13	57	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
165	fire	2	mi	məi	7	57	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
165	fire	2	mi	mʌi̯	2456	57	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
166	ashes	1	hai	ʈʃhai	0	57	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
166	ashes	2	ut	ut	12345678	57	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
167	smoke	1	dhoa	dhõa	0	57	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
167	smoke	2	maikhu	mai̯khu	12346	57	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
167	smoke	2	mikhu	mɛikhuː	7	57	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
167	smoke	2	mikhu	məikhu	8	57	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
167	smoke	2	meikhu	mei̯khu	5	57	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
168	candle	1	mombati	mombati	0	57	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
168	candle	2	mmbti	mɔmbɐti	78	57	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
169	boat	1	nouka	nou̯ka	0	58	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
169	boat	2	hi	hi	123456	58	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
169	boat	2	hi	hiː	78	58	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
170	road	1	asta	ɾasta	0	58	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
170	road	2	lamdao	lamdʒao̯	15	58	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
170	road	3	lmbi	lɐmbi	8	58	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
170	road	3	lmb	lɐmbɪ	7	58	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
170	road	3	lambi	lambi	23	58	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
170	road	3	lamphn	lamphɛn	6	58	6	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
170	road	4	sk	sɔɹɔk	7	58	7	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
171	path	1	pt	pɔt	0	58	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
171	path	2	lambn	lambɛn	5	58	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
171	path	2	lambi	lambi	2346	58	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
171	path	2	lamphi	lamphi	1	58	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
171	path	3	kln	kɔŋlɪn	7	58	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
171	path	4	lmbimts	ɐlmbimɐtsɐ	8	58	6	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
172	to go	1	dawa	dʒawa	0	58	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
172	to go	2	atp	ʈʃatpʌ	123456	58	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
172	to go	2	tstp	tsɐtpɐʔ	78	58	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
173	to come	1	aa	aʃa	0	58	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
173	to come	2	lkp	lɐːkpɐʔ	78	58	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
173	to come	2	lakp	lakpʌ	123456	58	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
174	to stand	1	daano	daɾano	0	58	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
174	to stand	2	lp	lɛːpːɐʔ	7	58	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
174	to stand	2	lp	lɛpʌ	123456	58	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
174	to stand	3	kp	ŋɐːkpɐʔ	8	58	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
175	to sit	1	ba	bɔʃa	0	58	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
175	to sit	2	phmb	phɐmbɐʔ	78	58	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
175	to sit	2	phamb	phambʌ	123456	58	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
176	to lie down	1	oa	ʃoa	0	58	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
176	to lie down	2	hpp	hɪppʌ	123456	58	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
176	to lie down	3	pthb	pəthɐːbɐ	8	58	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
176	to lie down	3	pthb	pɔthɐːbɐʔ	7	58	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
177	to walk	1	haa	hãʈa	0	58	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
177	to walk	2	atp	ʈʃatpʌ	123456	58	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
177	to walk	2	tstp	tsɐtpɐ	8	58	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
177	to walk	2	tstp	tsɐtpɐʔ	7	58	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
178	to fly	1	oa	oɽa	0	58	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
178	to fly	2	pib	pɐibɐʔ	78	58	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
178	to fly	2	paib	pai̯bʌ	123456	58	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
179	to enter	1	hoka	ɖhoka	0	58	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
179	to enter	2	ab	ʈʃaŋbʌ	123456	58	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
179	to enter	2	tsb	tsɐŋbɐʔ	78	58	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
180	to kick	1	lahi maa	laʈhi maɾa	0	58	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
180	to kick	2	kwb	kɐwɐbɐʔ	78	58	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
180	to kick	2	kaob	kao̯bʌ	123456	58	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
181	to swim	1	atar kaa	ʃatar kaʈa	0	58	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
181	to swim	2	iib	iɹɔibɐʔ	78	58	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
181	to swim	2	ioib	iɾoi̯bʌ	123456	58	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
182	to see	1	dækha	dækha	0	59	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
182	to see	2	db	dʒɛŋbʌ	2345	59	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
182	to see	2	ib	iɛ̯ŋbʌ	16	59	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
182	to see	3	ub	uːbɐʔ	78	59	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
183	to hear	1	ona	ʃona	0	59	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
183	to hear	2	tb	tɐːbɐʔ	78	59	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
183	to hear	2	tab	tabʌ	123456	59	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
184	to wait	1	pkkha ka	ɔpɛkkha kɔɾa	0	59	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
184	to wait	2	ib	ŋɐibɐʔ	78	59	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
184	to wait	2	aib	ŋai̯bʌ	123456	59	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
185	to cry	1	kada	kãda	0	59	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
185	to cry	2	kp	kɐpːɐʔ	78	59	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
185	to cry	2	kapp	kappʌ	123456	59	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
186	to cook	1	ranna ka	ranna kɔɾa	0	59	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
186	to cook	2	thb	thɔːŋbɐʔ	78	59	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
186	to cook	2	thob	thoŋbʌ	123456	59	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
187	to boil (water)	1	iddho ka	ʃiddho kɔɾa	0	59	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
187	to boil (water)	2	utb	ɸutbʌ	1	59	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
187	to boil (water)	2	phtp	phʊtpɐʔ	7	59	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
187	to boil (water)	2	phutb	phutbʌ	23456	59	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
187	to boil (water)	3	swb	sɔwbɐʔ	8	59	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
187	to boil (water)	4	lnb	lɔːnbɐʔ	7	59	6	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
188	to eat	1	khawa	khawa	0	59	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
188	to eat	2	ab	ʈʃabʌ	123456	59	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
188	to eat	2	tsb	tsɐːbɐʔ	7	59	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
188	to eat	3	thkb	thɐkbɐʔ	8	59	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
188	to eat	3	tsb	tsɐːbɐʔ	7	59	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
189	to drink	1	pani khawa	pani khawa	0	59	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
189	to drink	2	akp	ʈʃakpʌ	123456	59	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
189	to drink	2	thkp	thɐkpɐʔ	78	59	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
190	to sing	1	an awa	gan gawa	0	59	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
190	to sing	2	iei akp	iʃei̯ ʃakpʌ	123456	59	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
190	to sing	3	skp	sɐkpɐʔ	78	59	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
191	to bite	1	kamano	kamɽano	0	59	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
191	to bite	2	kp	ʈʃɪkpʌ	123456	59	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
191	to bite	2	tskp	tsɪkpɐʔ	7	59	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
191	to bite	2	tsp	tsɪpɐʔ	8	59	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
192	to laugh	1	haa	haʃa	0	59	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
192	to laugh	2	nkp	nɔːkpɐʔ	78	59	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
192	to laugh	2	nokp	nokpʌ	123456	59	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
193	to speak	1	bla	bɔla	0	59	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
193	to speak	2	b	ŋɐːŋbɐʔ	7	59	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
193	to speak	2	ab	ŋaŋbʌ	123456	59	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
193	to speak	2	wb	wɐːŋɐːŋbɐʔ	8	59	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
194	to tell	1	bla	bɔla	0	59	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
194	to tell	2	hib	hɐibɐʔ	78	59	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
195	to know	1	dana	dʒana	0	59	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
195	to know	2	kb	kɐŋbɐʔ	78	59	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
195	to know	2	khab	khaŋbʌ	123456	59	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
196	to forget	1	bhul dawa	bhulɛ dʒawa	0	59	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
196	to forget	2	kwb	kɐwbɐʔ	78	59	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
196	to forget	2	kaob	kao̯bʌ	123456	59	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
197	to sleep	1	humano	ghumano	0	60	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
197	to sleep	2	tumb	tumbɐʔ	78	60	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
197	to sleep	2	tumb	tumbʌ	123456	60	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
198	to dream	1	pno dækha	ʃɔpno dækha	0	60	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
198	to dream	2	m	mɐŋ	78	60	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
198	to dream	2	madaub/mamab	maŋdaubʌ/maŋmaŋbʌ	123456	60	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
199	to do/make	1	ka	kɔɾa	0	60	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
199	to do/make	2	ub / toub	ʃubʌ / tou̯bʌ	123456	60	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
199	to do/make	2	twb	tɔwbɐʔ	78	60	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
200	to work	1	kad ka	kadʒ kɔɾa	0	60	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
200	to work	2	thbksub	thɐbɐksuːbɐʔ	8	60	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
200	to work	2	thabk ub/toub	thabʌk ʃubʌ/tou̯bʌ	23456	60	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
200	to work	2	thabuk ub/toub	thabuk ʃubʌ/tou̯bʌ	1	60	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
200	to work	3	sub	suːbɐʔ	7	60	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
201	to play	1	khla	khɛla	0	60	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
201	to play	2	anab	ʃanabʌ	12345	60	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
201	to play	2	snb	sɐːnɐbɐʔ	78	60	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
201	to play	2	sanab	sanabʌ	6	60	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
202	to dance	1	naa	naʈʃa	0	60	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
202	to dance	2	dooi ab	dʒogoi̯ ʃabʌ	2345	60	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
202	to dance	2	ooi ab	ʈʃogoi̯ ʃabʌ	6	60	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
202	to dance	2	zisb	zɐgɔisɐːbɐʔ	78	60	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
203	to throw	1	hoa	ʈʃhoɾa	0	60	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
203	to throw	2	hunb	hunbɐʔ	8	60	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
203	to throw	2	lb	lɐŋbɐʔ	7	60	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
203	to throw	2	lb	lʌŋbʌ	123456	60	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
204	to lift	1	tola	tola	0	60	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
204	to lift	2	loukhatp	lou̯khatpʌ	1246	60	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
204	to lift	3	thtp	thɐːŋgɐtpɐʔ	78	60	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
204	to lift	3	thatp	thaŋgʌtpʌ	35	60	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
205	to push	1	dhakka dwa	dhakka dɛwa	0	60	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
