Kurux,,məⁱjə,sky,,məⁱjə,lexical-similarity group 3,"kim-ahmad-kim-sangma2011kurux[p. 38, wordlist item 1, site A Dima]",,,silkurux2011:i001:A:1,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,tʃʰoi̯,six,,tʃʰoi̯,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 51, wordlist item 230, site B Gabindanagar]",,,silkurux2011:i230:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,tʃʰoi̯,six,,tʃʰoi̯,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 51, wordlist item 230, site C Boldipukur]",,,silkurux2011:i230:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,tʃʰoi̯,six,,tʃʰoi̯,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 51, wordlist item 230, site D Lohanipara]",,,silkurux2011:i230:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,tʃʰoi̯,six,,tʃʰoi̯,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 51, wordlist item 230, site E Dulhapur]",,,silkurux2011:i230:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,sat,seven,,sat,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 51, wordlist item 231, site A Dima]",,,silkurux2011:i231:A:1,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,ʃat,seven,,ʃat,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 51, wordlist item 231, site B Gabindanagar]",,,silkurux2011:i231:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,ʃat,seven,,ʃat,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 51, wordlist item 231, site C Boldipukur]",,,silkurux2011:i231:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,ʃat,seven,,ʃat,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 51, wordlist item 231, site D Lohanipara]",,,silkurux2011:i231:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,ʃat,seven,,ʃat,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 51, wordlist item 231, site E Dulhapur]",,,silkurux2011:i231:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,ɛtʰ,eight,,ɛtʰ,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kurux[p. 51, wordlist item 232, site A Dima]",,,silkurux2011:i232:A:1,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,aʈ,eight,,aʈ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 51, wordlist item 232, site B Gabindanagar]",,,silkurux2011:i232:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,aʈ,eight,,aʈ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 51, wordlist item 232, site C Boldipukur]",,,silkurux2011:i232:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,aʈ,eight,,aʈ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 51, wordlist item 232, site D Lohanipara]",,,silkurux2011:i232:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,aʈ,eight,,aʈ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 51, wordlist item 232, site E Dulhapur]",,,silkurux2011:i232:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,nɛᵘ,nine,,nɛᵘ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 51, wordlist item 233, site A Dima]",,,silkurux2011:i233:A:1,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,nɔi̯,nine,,nɔi̯,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 51, wordlist item 233, site B Gabindanagar]",,,silkurux2011:i233:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,nɔi̯,nine,,nɔi̯,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 51, wordlist item 233, site C Boldipukur]",,,silkurux2011:i233:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,nɔi̯,nine,,nɔi̯,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 51, wordlist item 233, site D Lohanipara]",,,silkurux2011:i233:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,nɔi̯,nine,,nɔi̯,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 51, wordlist item 233, site E Dulhapur]",,,silkurux2011:i233:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,dɛs,ten,,dɛs,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 51, wordlist item 234, site A Dima]",,,silkurux2011:i234:A:1,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,dɔʃ,ten,,dɔʃ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 51, wordlist item 234, site B Gabindanagar]",,,silkurux2011:i234:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,dɔʃ,ten,,dɔʃ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 51, wordlist item 234, site C Boldipukur]",,,silkurux2011:i234:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,dɔʃ,ten,,dɔʃ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 51, wordlist item 234, site D Lohanipara]",,,silkurux2011:i234:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,dɔʃ,ten,,dɔʃ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 51, wordlist item 234, site E Dulhapur]",,,silkurux2011:i234:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,gɛrɛ,eleven,,gɛrɛ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 51, wordlist item 235, site A Dima]",,,silkurux2011:i235:A:1,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,ægaro,eleven,,ægaro,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 51, wordlist item 235, site B Gabindanagar]",,,silkurux2011:i235:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,ægaro,eleven,,ægaro,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 51, wordlist item 235, site C Boldipukur]",,,silkurux2011:i235:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,ægaro,eleven,,ægaro,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 51, wordlist item 235, site D Lohanipara]",,,silkurux2011:i235:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,ægaro,eleven,,ægaro,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 51, wordlist item 235, site E Dulhapur]",,,silkurux2011:i235:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,bɛrɛ,twelve,,bɛrɛ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 51, wordlist item 236, site A Dima]",,,silkurux2011:i236:A:1,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,baro,twelve,,baro,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 51, wordlist item 236, site B Gabindanagar]",,,silkurux2011:i236:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,baro,twelve,,baro,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 51, wordlist item 236, site C Boldipukur]",,,silkurux2011:i236:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,baro,twelve,,baro,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 51, wordlist item 236, site D Lohanipara]",,,silkurux2011:i236:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,baro,twelve,,baro,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 51, wordlist item 236, site E Dulhapur]",,,silkurux2011:i236:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,bis,twenty,,bis,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 237, site A Dima]",,,silkurux2011:i237:A:1,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,biʃ,twenty,,biʃ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 237, site B Gabindanagar]",,,silkurux2011:i237:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,biʃ,twenty,,biʃ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 237, site C Boldipukur]",,,silkurux2011:i237:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,biʃ,twenty,,biʃ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 237, site D Lohanipara]",,,silkurux2011:i237:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,biʃ,twenty,,biʃ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 237, site E Dulhapur]",,,silkurux2011:i237:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,sɛᵘ,hundred,,sɛᵘ,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 238, site A Dima]",,,silkurux2011:i238:A:1,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,ʃɔ,hundred,,ʃɔ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 238, site B Gabindanagar]",,,silkurux2011:i238:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,ʃɔ,hundred,,ʃɔ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 238, site C Boldipukur]",,,silkurux2011:i238:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,ʃɔ,hundred,,ʃɔ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 238, site D Lohanipara]",,,silkurux2011:i238:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,ʃɔ,hundred,,ʃɔ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 238, site E Dulhapur]",,,silkurux2011:i238:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,hadʒar,thousand,,hadʒar,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 239, site B Gabindanagar]",,,silkurux2011:i239:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,hadʒar,thousand,,hadʒar,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 239, site C Boldipukur]",,,silkurux2011:i239:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,hadʒar,thousand,,hadʒar,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 239, site D Lohanipara]",,,silkurux2011:i239:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,hadʒar,thousand,,hadʒar,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 239, site E Dulhapur]",,,silkurux2011:i239:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,tʰorɛ,some,,tʰorɛ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 241, site B Gabindanagar]",,,silkurux2011:i241:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,tʰorɛ,some,,tʰorɛ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 241, site C Boldipukur]",,,silkurux2011:i241:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,tʰorɛ,some,,tʰorɛ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 241, site D Lohanipara]",,,silkurux2011:i241:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,tʰuri,some,,tʰuri,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 241, site E Dulhapur]",,,silkurux2011:i241:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,bɛgɛ,many,,bɛgɛ,lexical-similarity group 3,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 242, site A Dima]",,,silkurux2011:i242:A:1,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,dɛr,many,,dɛr,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 242, site B Gabindanagar]",,,silkurux2011:i242:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,dɛr,many,,dɛr,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 242, site C Boldipukur]",,,silkurux2011:i242:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,dɛr,many,,dɛr,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 242, site D Lohanipara]",,,silkurux2011:i242:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,dɛr,many,,dɛr,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 242, site E Dulhapur]",,,silkurux2011:i242:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,dʒɛmɛ,all,,dʒɛmɛ,lexical-similarity group 3,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 243, site A Dima]",,,silkurux2011:i243:A:1,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,hurmi,all,,hurmi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 243, site B Gabindanagar]",,,silkurux2011:i243:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,hurmi,all,,hurmi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 243, site C Boldipukur]",,,silkurux2011:i243:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,hurmi,all,,hurmi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 243, site D Lohanipara]",,,silkurux2011:i243:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,horma,all,,horma,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 243, site E Dulhapur]",,,silkurux2011:i243:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,gɛⁱlɛ,big,,gɛⁱlɛ,lexical-similarity group 3,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 244, site A Dima]",,,silkurux2011:i244:A:1,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,koha,big,,koha,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 244, site B Gabindanagar]",,,silkurux2011:i244:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,koha,big,,koha,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 244, site C Boldipukur]",,,silkurux2011:i244:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,koha,big,,koha,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 244, site D Lohanipara]",,,silkurux2011:i244:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,koha,big,,koha,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 244, site E Dulhapur]",,,silkurux2011:i244:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,tʃukːɛ,small,,tʃukːɛ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 245, site A Dima]",,,silkurux2011:i245:A:1,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,tʃukːɛ,small,,tʃukːɛ,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 245, site A Dima]",,,silkurux2011:i245:A:2,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,sanːi,small,,sanːi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 245, site B Gabindanagar]",,,silkurux2011:i245:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,tʃʰotɛ,small,,tʃʰotɛ,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 245, site C Boldipukur]",,,silkurux2011:i245:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,ʃanːi,small,,ʃanːi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 245, site D Lohanipara]",,,silkurux2011:i245:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,tʃʰotɛ,small,,tʃʰotɛ,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 245, site D Lohanipara]",,,silkurux2011:i245:D:2,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,ʃanːi,small,,ʃanːi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 245, site E Dulhapur]",,,silkurux2011:i245:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,lɛmti,long,,lɛmti,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 246, site A Dima]",,,silkurux2011:i246:A:1,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,digha,long,,digha,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 246, site B Gabindanagar]",,,silkurux2011:i246:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,digha,long,,digha,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 246, site C Boldipukur]",,,silkurux2011:i246:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,digha,long,,digha,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 246, site D Lohanipara]",,,silkurux2011:i246:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,digha,long,,digha,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 246, site E Dulhapur]",,,silkurux2011:i246:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,odʒɛ̃,heavy,,odʒɛ̃,lexical-similarity group 3,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 248, site A Dima]",,,silkurux2011:i248:A:1,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,otʰːa,heavy,,otʰːa,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 248, site B Gabindanagar]",,,silkurux2011:i248:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,otʰːa,heavy,,otʰːa,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 248, site C Boldipukur]",,,silkurux2011:i248:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,otʰːa,heavy,,otʰːa,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 248, site D Lohanipara]",,,silkurux2011:i248:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,otʰːa,heavy,,otʰːa,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 248, site E Dulhapur]",,,silkurux2011:i248:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,odʒɛnməlɛ,light (not heavy),,odʒɛnməlɛ,lexical-similarity group 3,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 249, site A Dima]",,,silkurux2011:i249:A:1,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,nɛbːa,light (not heavy),,nɛbːa,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 249, site B Gabindanagar]",,,silkurux2011:i249:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,nɛbːa,light (not heavy),,nɛbːa,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 249, site C Boldipukur]",,,silkurux2011:i249:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,nɛbːa,light (not heavy),,nɛbːa,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 249, site D Lohanipara]",,,silkurux2011:i249:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,nɛbːa,light (not heavy),,nɛbːa,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 249, site E Dulhapur]",,,silkurux2011:i249:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,moʈa,fat,,moʈa,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 250, site B Gabindanagar]",,,silkurux2011:i250:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,moʈa,fat,,moʈa,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 250, site C Boldipukur]",,,silkurux2011:i250:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,moʈa,fat,,moʈa,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 52, wordlist item 250, site D Lohanipara]",,,silkurux2011:i250:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
