item	site_code	site_variant	manual_entry_key	manual_physical_page	manual_printed_page	manual_line_id	manual_gloss	manual_group	manual_status	manual_form	legacy_pdf_page	legacy_group	legacy_status	legacy_raw_form	legacy_entry_key	legacy_reason	gloss_match	group_match	comparison
256	B	1	silkurux2011:i256:B:1	54	53	P054-L007	full (cup)	1	attested	nind	53	1	attested	nɪnd	silkurux2011:i256:B:1		true	true	form_difference
256	C	1	silkurux2011:i256:C:1	54	53	P054-L007	full (cup)	1	attested	nind	53	1	attested	nɪnd	silkurux2011:i256:C:1		true	true	form_difference
256	D	1	silkurux2011:i256:D:1	54	53	P054-L007	full (cup)	1	attested	nind	53	1	attested	nɪnd	silkurux2011:i256:D:1		true	true	form_difference
256	E	1	silkurux2011:i256:E:1	54	53	P054-L007	full (cup)	1	attested	nind	53	1	attested	nɪnd	silkurux2011:i256:E:1		true	true	form_difference
256	0	1	silkurux2011:i256:0:1	54	53	P054-L008	full (cup)	2	attested	purno	53	2	attested	purno	silkurux2011:i256:0:1		true	true	form_exact
257	A	1	silkurux2011:i257:A:1	54	53	P054-L009	empty (cup)	0	blank		53	0	blank	no entry		printed gap: the item was not elicited at this site	true	true	blank_match
257	B	1	silkurux2011:i257:B:1	54	53	P054-L010	empty (cup)	1	attested	nidi	53	1	attested	nidi	silkurux2011:i257:B:1		true	true	form_exact
257	C	1	silkurux2011:i257:C:1	54	53	P054-L011	empty (cup)	2	attested	xai̯ka	53	2	attested	xaik( a	silkurux2011:i257:C:1		true	true	form_difference
257	D	1	silkurux2011:i257:D:1	54	53	P054-L013	empty (cup)	3	attested	ɛndraha malla	53	3	attested	ɛndɾaha malla	silkurux2011:i257:D:1		true	true	form_difference
257	E	1	silkurux2011:i257:E:1	54	53	P054-L012	empty (cup)	3	attested	ɛndra malla	53	3	attested	ɛndɾa malla	silkurux2011:i257:E:1		true	true	form_difference
257	0	1	silkurux2011:i257:0:1	54	53	P054-L014	empty (cup)	4	attested	kʰali	53	4	attested	khali	silkurux2011:i257:0:1		true	true	form_difference
258	A	1	silkurux2011:i258:A:1	54	53	P054-L015	hungry	1	attested	kʰirɛ	53	1	attested	khiɾɑ	silkurux2011:i258:A:1		true	true	form_difference
258	B	1	silkurux2011:i258:B:1	54	53	P054-L016	hungry	1	attested	kira	53	1	attested	kiɽa	silkurux2011:i258:B:1		true	true	form_difference
258	C	1	silkurux2011:i258:C:1	54	53	P054-L016	hungry	1	attested	kira	53	1	attested	kiɽa	silkurux2011:i258:C:1		true	true	form_difference
258	D	1	silkurux2011:i258:D:1	54	53	P054-L016	hungry	1	attested	kira	53	1	attested	kiɽa	silkurux2011:i258:D:1		true	true	form_difference
258	E	1	silkurux2011:i258:E:1	54	53	P054-L017	hungry	1	attested	kirɛ	53	1	attested	kiɽɛ	silkurux2011:i258:E:1		true	true	form_difference
258	0	1	silkurux2011:i258:0:1	54	53	P054-L018	hungry	2	attested	kʰidɛ laga	53	2	attested	khidɛ laɡa	silkurux2011:i258:0:1		true	true	form_difference
259	A	1	silkurux2011:i259:A:1	54	53	P054-L019	thirsty	1	attested	oŋkɛ	53	1	unresolved	o!kɑ		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
259	B	1	silkurux2011:i259:B:1	54	53	P054-L020	thirsty	1	attested	onka	53	1	attested	onka	silkurux2011:i259:B:1		true	true	form_exact
259	C	1	silkurux2011:i259:C:1	54	53	P054-L020	thirsty	1	attested	onka	53	1	attested	onka	silkurux2011:i259:C:1		true	true	form_exact
259	D	1	silkurux2011:i259:D:1	54	53	P054-L020	thirsty	1	attested	onka	53	1	attested	onka	silkurux2011:i259:D:1		true	true	form_exact
259	E	1	silkurux2011:i259:E:1	54	53	P054-L020	thirsty	1	attested	onka	53	1	attested	onka	silkurux2011:i259:E:1		true	true	form_exact
259	0	1	silkurux2011:i259:0:1	54	53	P054-L021	thirsty	2	attested	pipaʃa pawa	53	2	attested	pipaʃa pawa	silkurux2011:i259:0:1		true	true	form_exact
260	A	1	silkurux2011:i260:A:1	54	53	P054-L022	sweet	0	blank		53	0	blank	no entry		printed gap: the item was not elicited at this site	true	true	blank_match
260	B	1	silkurux2011:i260:B:1	54	53	P054-L023	sweet	1	attested	ɛmba	53	1	attested	ɛmba	silkurux2011:i260:B:1		true	true	form_exact
260	C	1	silkurux2011:i260:C:1	54	53	P054-L023	sweet	1	attested	ɛmba	53	1	attested	ɛmba	silkurux2011:i260:C:1		true	true	form_exact
260	D	1	silkurux2011:i260:D:1	54	53	P054-L023	sweet	1	attested	ɛmba	53	1	attested	ɛmba	silkurux2011:i260:D:1		true	true	form_exact
260	E	1	silkurux2011:i260:E:1	54	53	P054-L023	sweet	1	attested	ɛmba	53	1	attested	ɛmba	silkurux2011:i260:E:1		true	true	form_exact
260	0	1	silkurux2011:i260:0:1	54	53	P054-L024	sweet	2	attested	miʃti	53	2	attested	miʃti	silkurux2011:i260:0:1		true	true	form_exact
261	A	1	silkurux2011:i261:A:1	54	53	P054-L025	sour	0	blank		53	0	blank	no entry		printed gap: the item was not elicited at this site	true	true	blank_match
261	B	1	silkurux2011:i261:B:1	54	53	P054-L026	sour	1	attested	tiʃa	53	1	attested	tiʃa	silkurux2011:i261:B:1		true	true	form_exact
261	C	1	silkurux2011:i261:C:1	54	53	P054-L027	sour	1	attested	tisa	53	1	attested	tisa	silkurux2011:i261:C:1		true	true	form_exact
261	D	1	silkurux2011:i261:D:1	54	53	P054-L026	sour	1	attested	tiʃa	53	1	attested	tiʃa	silkurux2011:i261:D:1		true	true	form_exact
261	E	1	silkurux2011:i261:E:1	54	53	P054-L028	sour	1	attested	tisɛ	53	1	attested	tisɛ	silkurux2011:i261:E:1		true	true	form_exact
261	0	1	silkurux2011:i261:0:1	54	53	P054-L029	sour	2	attested	ʈɔk	53	2	attested	t k	silkurux2011:i261:0:1		true	true	form_difference
262	A	1	silkurux2011:i262:A:1	54	53	P054-L030	bitter	0	blank		53	0	blank	no entry		printed gap: the item was not elicited at this site	true	true	blank_match
262	B	1	silkurux2011:i262:B:1	54	53	P054-L031	bitter	1	attested	xalxa	53	1	attested	xalxa	silkurux2011:i262:B:1		true	true	form_exact
262	C	1	silkurux2011:i262:C:1	54	53	P054-L031	bitter	1	attested	xalxa	53	1	attested	xalxa	silkurux2011:i262:C:1		true	true	form_exact
262	D	1	silkurux2011:i262:D:1	54	53	P054-L031	bitter	1	attested	xalxa	53	1	attested	xalxa	silkurux2011:i262:D:1		true	true	form_exact
262	E	1	silkurux2011:i262:E:1	54	53	P054-L033	bitter	2	attested	titɛm	53	2	attested	titɛm	silkurux2011:i262:E:1		true	true	form_exact
262	0	1	silkurux2011:i262:0:1	54	53	P054-L032	bitter	2	attested	tita	53	2	attested	tita	silkurux2011:i262:0:1		true	true	form_exact
263	A	1	silkurux2011:i263:A:1	54	53	P054-L034	spicy, hot	0	blank		53	0	blank	no entry		printed gap: the item was not elicited at this site	true	true	blank_match
263	B	1	silkurux2011:i263:B:1	54	53	P054-L035	spicy, hot	1	attested	xalxa	53	1	attested	xalxa	silkurux2011:i263:B:1		true	true	form_exact
263	C	1	silkurux2011:i263:C:1	54	53	P054-L035	spicy, hot	1	attested	xalxa	53	1	attested	xalxa	silkurux2011:i263:C:1		true	true	form_exact
263	D	1	silkurux2011:i263:D:1	54	53	P054-L035	spicy, hot	1	attested	xalxa	53	1	attested	xalxa	silkurux2011:i263:D:1		true	true	form_exact
263	E	1	silkurux2011:i263:E:1	54	53	P054-L035	spicy, hot	1	attested	xalxa	53	1	attested	xalxa	silkurux2011:i263:E:1		true	true	form_exact
263	0	1	silkurux2011:i263:0:1	54	53	P054-L036	spicy, hot	2	attested	dʒʰal	53	2	attested	dʒhal	silkurux2011:i263:0:1		true	true	form_difference
264	A	1	silkurux2011:i264:A:1	54	53	P054-L037	ripe	0	blank		53	0	blank	no entry		printed gap: the item was not elicited at this site	true	true	blank_match
264	B	1	silkurux2011:i264:B:1	54	53	P054-L038	ripe	1	attested	pandʒka	53	1	unresolved	pan$ʒka		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
264	C	1	silkurux2011:i264:C:1	54	53	P054-L038	ripe	1	attested	pandʒka	53	1	unresolved	pan$ʒka		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
264	D	1	silkurux2011:i264:D:1	54	53	P054-L038	ripe	1	attested	pandʒka	53	1	unresolved	pan$ʒka		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
264	E	1	silkurux2011:i264:E:1	54	53	P054-L038	ripe	1	attested	pandʒka	53	1	unresolved	pan$ʒka		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
264	0	1	silkurux2011:i264:0:1	54	53	P054-L039	ripe	1	attested	paka	53	1	attested	paka	silkurux2011:i264:0:1		true	true	form_exact
265	A	1	silkurux2011:i265:A:1	54	53	P054-L040	rotten (fruit)	0	blank		53	0	blank	no entry		printed gap: the item was not elicited at this site	true	true	blank_match
265	B	1	silkurux2011:i265:B:1	54	53	P054-L041	rotten (fruit)	1	attested	kitka	53	1	attested	kitka	silkurux2011:i265:B:1		true	true	form_exact
265	C	1	silkurux2011:i265:C:1	54	53	P054-L041	rotten (fruit)	1	attested	kitka	53	1	attested	kitka	silkurux2011:i265:C:1		true	true	form_exact
265	D	1	silkurux2011:i265:D:1	54	53	P054-L042	rotten (fruit)	1	attested	kitːi̯a	53	1	unresolved	kit%ia (		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
265	E	1	silkurux2011:i265:E:1	54	53	P054-L043	rotten (fruit)	1	attested	kitːiɛ̯	53	1	unresolved	kit%iɛ (		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
265	0	1	silkurux2011:i265:0:1	54	53	P054-L044	rotten (fruit)	2	attested	potʃa	53	2	attested	p tʃa	silkurux2011:i265:0:1		true	true	form_difference
266	A	1	silkurux2011:i266:A:1	54	53	P054-L045	fast	0	blank		53	0	blank	no entry		printed gap: the item was not elicited at this site	true	true	blank_match
266	B	1	silkurux2011:i266:B:1	54	53	P054-L046	fast	1	attested	dʒaldi	53	1	unresolved	$ʒaldi		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
266	C	1	silkurux2011:i266:C:1	54	53	P054-L046	fast	1	attested	dʒaldi	53	1	unresolved	$ʒaldi		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
266	D	1	silkurux2011:i266:D:1	54	53	P054-L046	fast	1	attested	dʒaldi	53	1	unresolved	$ʒaldi		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
266	E	1	silkurux2011:i266:E:1	54	53	P054-L046	fast	1	attested	dʒaldi	53	1	unresolved	$ʒaldi		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
266	0	1	silkurux2011:i266:0:1	54	53	P054-L047	fast	2	attested	taratari	53	2	attested	taɽataɽi	silkurux2011:i266:0:1		true	true	form_difference
267	A	1	silkurux2011:i267:A:1	54	53	P054-L048	slow	0	blank		53	0	blank	no entry		printed gap: the item was not elicited at this site	true	true	blank_match
267	B	1	silkurux2011:i267:B:1	54	53	P054-L051	slow	1	attested	dirɛm	53	1	attested	diɾɛm	silkurux2011:i267:B:1		true	true	form_difference
267	C	1	silkurux2011:i267:C:1	54	53	P054-L050	slow	1	attested	dirɛ	53	1	attested	diɾɛ	silkurux2011:i267:C:1		true	true	form_difference
267	D	1	silkurux2011:i267:D:1	54	53	P054-L049	slow	1	attested	dʰirɛ dʰirɛ	53	1	attested	dhiɾɛ dhiɾɛ	silkurux2011:i267:D:1		true	true	form_difference
267	E	1	silkurux2011:i267:E:1	54	53	P054-L051	slow	1	attested	dirɛm	53	1	attested	diɾɛm	silkurux2011:i267:E:1		true	true	form_difference
267	0	1	silkurux2011:i267:0:1	54	53	P054-L049	slow	1	attested	dʰirɛ dʰirɛ	53	1	attested	dhiɾɛ dhiɾɛ	silkurux2011:i267:0:1		true	true	form_difference
268	A	1	silkurux2011:i268:A:1	54	53	P054-L055	same	3	attested	sɛmɛn	53	3	attested	sɑmɑn	silkurux2011:i268:A:1		true	true	form_difference
268	B	1	silkurux2011:i268:B:1	54	53	P054-L052	same	1	attested	ontam	53	1	attested	ontam	silkurux2011:i268:B:1		true	true	form_exact
268	C	1	silkurux2011:i268:C:1	54	53	P054-L052	same	1	attested	ontam	53	1	attested	ontam	silkurux2011:i268:C:1		true	true	form_exact
268	D	1	silkurux2011:i268:D:1	54	53	P054-L052	same	1	attested	ontam	53	1	attested	ontam	silkurux2011:i268:D:1		true	true	form_exact
268	E	1	silkurux2011:i268:E:1	54	53	P054-L053	same	1	attested	ontanum	53	1	attested	ontanum	silkurux2011:i268:E:1		true	true	form_exact
268	0	1	silkurux2011:i268:0:1	54	53	P054-L054	same	2	attested	ɛki	53	2	attested	ɛki	silkurux2011:i268:0:1		true	true	form_exact
269	A	1	silkurux2011:i269:A:1	54	53	P054-L059	different	4	attested	gitʃə	53	4	attested	ɡɪtʃə	silkurux2011:i269:A:1		true	true	form_difference
269	B	1	silkurux2011:i269:B:1	54	53	P054-L056	different	1	attested	mamisri	53	1	attested	mamisɾi	silkurux2011:i269:B:1		true	true	form_difference
269	C	1	silkurux2011:i269:C:1	54	53	P054-L057	different	2	attested	dʒuda	53	2	unresolved	$ʒuda		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
269	D	1	silkurux2011:i269:D:1	54	53	P054-L057	different	2	attested	dʒuda	53	2	unresolved	$ʒuda		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
269	E	1	silkurux2011:i269:E:1	54	53	P054-L057	different	2	attested	dʒuda	53	2	unresolved	$ʒuda		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
269	0	1	silkurux2011:i269:0:1	54	53	P054-L058	different	3	attested	bʰinno	53	3	attested	bhinno	silkurux2011:i269:0:1		true	true	form_difference
270	A	1	silkurux2011:i270:A:1	55	54	P055-L005	dry	3	attested	sukʰɛl	54	3	attested	sukhɑl	silkurux2011:i270:A:1		true	true	form_difference
270	B	1	silkurux2011:i270:B:1	55	54	P055-L001	dry	1	attested	xaɛ̯ka	54	1	attested	xaɛk( a	silkurux2011:i270:B:1		true	true	form_difference
270	C	1	silkurux2011:i270:C:1	55	54	P055-L002	dry	1	attested	xai̯ka	54	1	attested	xaik( a	silkurux2011:i270:C:1		true	true	form_difference
270	D	1	silkurux2011:i270:D:1	55	54	P055-L002	dry	1	attested	xai̯ka	54	1	attested	xaik( a	silkurux2011:i270:D:1		true	true	form_difference
270	E	1	silkurux2011:i270:E:1	55	54	P055-L003	dry	1	attested	xai̯kɛ	54	1	attested	xaik( ɛ	silkurux2011:i270:E:1		true	true	form_difference
270	0	1	silkurux2011:i270:0:1	55	54	P055-L004	dry	2	attested	ʃukna	54	2	attested	ʃukna	silkurux2011:i270:0:1		true	true	form_exact
271	A	1	silkurux2011:i271:A:1	55	54	P055-L009	wet	2	attested	bʰɪɳɖʒal	54	2	unresolved	bhɪ-$ʒal		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
271	B	1	silkurux2011:i271:B:1	55	54	P055-L006	wet	1	attested	tʃaɛ̯ka	54	1	attested	tʃaɛk( a	silkurux2011:i271:B:1		true	true	form_difference
271	C	1	silkurux2011:i271:C:1	55	54	P055-L007	wet	1	attested	tʃai̯ka	54	1	attested	tʃaik( a	silkurux2011:i271:C:1		true	true	form_difference
271	D	1	silkurux2011:i271:D:1	55	54	P055-L007	wet	1	attested	tʃai̯ka	54	1	attested	tʃaik( a	silkurux2011:i271:D:1		true	true	form_difference
271	E	1	silkurux2011:i271:E:1	55	54	P055-L008	wet	1	attested	tʃai̯kɛ	54	1	attested	tʃaik( ɛ	silkurux2011:i271:E:1		true	true	form_difference
271	0	1	silkurux2011:i271:0:1	55	54	P055-L010	wet	2	attested	bʰidʒa	54	2	attested	bhidʒa	silkurux2011:i271:0:1		true	true	form_difference
272	A	1	silkurux2011:i272:A:1	55	54	P055-L011	hot (weather)	1	attested	gɛrɛm	54	1	attested	ɡɑɾəm	silkurux2011:i272:A:1		true	true	form_difference
272	B	1	silkurux2011:i272:B:1	55	54	P055-L012	hot (weather)	1	attested	garam	54	1	attested	ɡaɾam	silkurux2011:i272:B:1		true	true	form_difference
272	C	1	silkurux2011:i272:C:1	55	54	P055-L012	hot (weather)	1	attested	garam	54	1	attested	ɡaɾam	silkurux2011:i272:C:1		true	true	form_difference
272	D	1	silkurux2011:i272:D:1	55	54	P055-L012	hot (weather)	1	attested	garam	54	1	attested	ɡaɾam	silkurux2011:i272:D:1		true	true	form_difference
272	E	1	silkurux2011:i272:E:1	55	54	P055-L012	hot (weather)	1	attested	garam	54	1	attested	ɡaɾam	silkurux2011:i272:E:1		true	true	form_difference
272	0	1	silkurux2011:i272:0:1	55	54	P055-L013	hot (weather)	1	attested	gɔrɔm	54	1	attested	ɡ ɾom	silkurux2011:i272:0:1		true	true	form_difference
273	A	1	silkurux2011:i273:A:1	55	54	P055-L015	cold (weather)	1	attested	kenɛm	54	1	attested	kenɑm	silkurux2011:i273:A:1		true	true	form_difference
273	B	1	silkurux2011:i273:B:1	55	54	P055-L014	cold (weather)	1	attested	kirna	54	1	attested	kirna	silkurux2011:i273:B:1		true	true	form_exact
273	C	1	silkurux2011:i273:C:1	55	54	P055-L014	cold (weather)	1	attested	kirna	54	1	attested	kirna	silkurux2011:i273:C:1		true	true	form_exact
273	D	1	silkurux2011:i273:D:1	55	54	P055-L014	cold (weather)	1	attested	kirna	54	1	attested	kirna	silkurux2011:i273:D:1		true	true	form_exact
273	E	1	silkurux2011:i273:E:1	55	54	P055-L014	cold (weather)	1	attested	kirna	54	1	attested	kirna	silkurux2011:i273:E:1		true	true	form_exact
273	0	1	silkurux2011:i273:0:1	55	54	P055-L016	cold (weather)	2	attested	ʈʰanda	54	2	unresolved	than$a		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
274	A	1	silkurux2011:i274:A:1	55	54	P055-L018	good	1	attested	korɛm	54	1	attested	koɾɛm	silkurux2011:i274:A:1		true	true	form_difference
274	B	1	silkurux2011:i274:B:1	55	54	P055-L017	good	1	attested	korɛ	54	1	attested	koɾɛ	silkurux2011:i274:B:1		true	true	form_difference
274	C	1	silkurux2011:i274:C:1	55	54	P055-L017	good	1	attested	korɛ	54	1	attested	koɾɛ	silkurux2011:i274:C:1		true	true	form_difference
274	D	1	silkurux2011:i274:D:1	55	54	P055-L017	good	1	attested	korɛ	54	1	attested	koɾɛ	silkurux2011:i274:D:1		true	true	form_difference
274	D	2	silkurux2011:i274:D:2	55	54	P055-L019	good	2	attested	bʰalo	54	2	attested	bhalo	silkurux2011:i274:D:2		true	true	form_difference
274	E	1	silkurux2011:i274:E:1	55	54	P055-L019	good	2	attested	bʰalo	54	2	attested	bhalo	silkurux2011:i274:E:1		true	true	form_difference
274	0	1	silkurux2011:i274:0:1	55	54	P055-L019	good	2	attested	bʰalo	54	2	attested	bhalo	silkurux2011:i274:0:1		true	true	form_difference
275	A	1	silkurux2011:i275:A:1	55	54	P055-L020	bad	0	blank		54	0	blank	no entry		printed gap: the item was not elicited at this site	true	true	blank_match
275	B	1	silkurux2011:i275:B:1	55	54	P055-L021	bad	1	attested	korɛ maldag	54	1	attested	koɾɛ maldaɡ	silkurux2011:i275:B:1		true	true	form_difference
275	C	1	silkurux2011:i275:C:1	55	54	P055-L022	bad	2	attested	mal korɛ	54	2	attested	mal koɾɛ	silkurux2011:i275:C:1		true	true	form_difference
275	D	1	silkurux2011:i275:D:1	55	54	P055-L020	bad	0	blank		54	0	blank	no entry		printed gap: the item was not elicited at this site	true	true	blank_match
275	E	1	silkurux2011:i275:E:1	55	54	P055-L023	bad	3	attested	kʰarap	54	3	attested	khaɾap	silkurux2011:i275:E:1		true	true	form_difference
275	0	1	silkurux2011:i275:0:1	55	54	P055-L023	bad	3	attested	kʰarap	54	3	attested	khaɾap	silkurux2011:i275:0:1		true	true	form_difference
276	A	1	silkurux2011:i276:A:1	55	54	P055-L025	new	1	attested	punɛ	54	1	attested	punɑ	silkurux2011:i276:A:1		true	true	form_difference
276	B	1	silkurux2011:i276:B:1	55	54	P055-L024	new	1	attested	puna	54	1	attested	puna	silkurux2011:i276:B:1		true	true	form_exact
276	C	1	silkurux2011:i276:C:1	55	54	P055-L024	new	1	attested	puna	54	1	attested	puna	silkurux2011:i276:C:1		true	true	form_exact
276	D	1	silkurux2011:i276:D:1	55	54	P055-L024	new	1	attested	puna	54	1	attested	puna	silkurux2011:i276:D:1		true	true	form_exact
276	E	1	silkurux2011:i276:E:1	55	54	P055-L024	new	1	attested	puna	54	1	attested	puna	silkurux2011:i276:E:1		true	true	form_exact
276	0	1	silkurux2011:i276:0:1	55	54	P055-L026	new	2	attested	notun	54	2	attested	notun	silkurux2011:i276:0:1		true	true	form_exact
277	A	1	silkurux2011:i277:A:1	55	54	P055-L028	old	2	attested	pʰɛtʃʰɛ	54	2	attested	phətʃhɑ	silkurux2011:i277:A:1		true	true	form_difference
277	B	1	silkurux2011:i277:B:1	55	54	P055-L027	old	1	attested	pattʃa	54	1	attested	pattʃa	silkurux2011:i277:B:1		true	true	form_exact
277	C	1	silkurux2011:i277:C:1	55	54	P055-L027	old	1	attested	pattʃa	54	1	attested	pattʃa	silkurux2011:i277:C:1		true	true	form_exact
277	D	1	silkurux2011:i277:D:1	55	54	P055-L027	old	1	attested	pattʃa	54	1	attested	pattʃa	silkurux2011:i277:D:1		true	true	form_exact
277	E	1	silkurux2011:i277:E:1	55	54	P055-L027	old	1	attested	pattʃa	54	1	attested	pattʃa	silkurux2011:i277:E:1		true	true	form_exact
277	0	1	silkurux2011:i277:0:1	55	54	P055-L029	old	3	attested	purano	54	3	attested	puɾano	silkurux2011:i277:0:1		true	true	form_difference
278	A	1	silkurux2011:i278:A:1	55	54	P055-L033	broken	2	attested	ɛsra	54	2	attested	ɛsɾa	silkurux2011:i278:A:1		true	true	form_difference
278	B	1	silkurux2011:i278:B:1	55	54	P055-L030	broken	1	attested	hotɛrka	54	1	attested	hotɛrka	silkurux2011:i278:B:1		true	true	form_exact
278	C	1	silkurux2011:i278:C:1	55	54	P055-L031	broken	1	attested	hotorka	54	1	attested	hotorka	silkurux2011:i278:C:1		true	true	form_exact
278	D	1	silkurux2011:i278:D:1	55	54	P055-L031	broken	1	attested	hotorka	54	1	attested	hotorka	silkurux2011:i278:D:1		true	true	form_exact
278	E	1	silkurux2011:i278:E:1	55	54	P055-L032	broken	2	attested	ɛsɛra	54	2	attested	ɛsɛɾa	silkurux2011:i278:E:1		true	true	form_difference
278	0	1	silkurux2011:i278:0:1	55	54	P055-L034	broken	3	attested	bʰaŋga	54	3	unresolved	bha!!a		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
279	A	1	silkurux2011:i279:A:1	55	54	P055-L036	above	1	attested	mɛ̃njɛ	54	1	unresolved	mə�-jɑ		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
279	B	1	silkurux2011:i279:B:1	55	54	P055-L035	above	1	attested	mɛ̃i̯nja	54	1	unresolved	mɑi� n( ja		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
279	C	1	silkurux2011:i279:C:1	55	54	P055-L035	above	1	attested	mɛ̃i̯nja	54	1	unresolved	mɑi� n( ja		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
279	D	1	silkurux2011:i279:D:1	55	54	P055-L035	above	1	attested	mɛ̃i̯nja	54	1	unresolved	mɑi� n( ja		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
279	E	1	silkurux2011:i279:E:1	55	54	P055-L035	above	1	attested	mɛ̃i̯nja	54	1	unresolved	mɑi� n( ja		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
279	0	1	silkurux2011:i279:0:1	55	54	P055-L037	above	2	attested	upore	54	2	attested	upoɾe	silkurux2011:i279:0:1		true	true	form_difference
280	A	1	silkurux2011:i280:A:1	55	54	P055-L039	below	1	attested	kije	54	1	attested	kijɑ	silkurux2011:i280:A:1		true	true	form_difference
280	B	1	silkurux2011:i280:B:1	55	54	P055-L038	below	1	attested	kija	54	1	attested	kija	silkurux2011:i280:B:1		true	true	form_exact
280	C	1	silkurux2011:i280:C:1	55	54	P055-L038	below	1	attested	kija	54	1	attested	kija	silkurux2011:i280:C:1		true	true	form_exact
280	D	1	silkurux2011:i280:D:1	55	54	P055-L038	below	1	attested	kija	54	1	attested	kija	silkurux2011:i280:D:1		true	true	form_exact
280	E	1	silkurux2011:i280:E:1	55	54	P055-L040	below	1	attested	kijɛ	54	1	attested	kijɛ	silkurux2011:i280:E:1		true	true	form_exact
280	0	1	silkurux2011:i280:0:1	55	54	P055-L041	below	2	attested	nitʃɛ	54	2	attested	nitʃɛ	silkurux2011:i280:0:1		true	true	form_exact
281	A	1	silkurux2011:i281:A:1	55	54	P055-L042	far	1	attested	gɛtʃɛ	54	1	attested	ɡɛtʃɑ	silkurux2011:i281:A:1		true	true	form_difference
281	B	1	silkurux2011:i281:B:1	55	54	P055-L043	far	1	attested	gɛttʃʰa	54	1	attested	ɡɛttʃha	silkurux2011:i281:B:1		true	true	form_difference
281	C	1	silkurux2011:i281:C:1	55	54	P055-L043	far	1	attested	gɛttʃʰa	54	1	attested	ɡɛttʃha	silkurux2011:i281:C:1		true	true	form_difference
281	D	1	silkurux2011:i281:D:1	55	54	P055-L043	far	1	attested	gɛttʃʰa	54	1	attested	ɡɛttʃha	silkurux2011:i281:D:1		true	true	form_difference
281	E	1	silkurux2011:i281:E:1	55	54	P055-L043	far	1	attested	gɛttʃʰa	54	1	attested	ɡɛttʃha	silkurux2011:i281:E:1		true	true	form_difference
281	0	1	silkurux2011:i281:0:1	55	54	P055-L044	far	2	attested	durɛ	54	2	attested	duɾɛ	silkurux2011:i281:0:1		true	true	form_difference
282	A	1	silkurux2011:i282:A:1	55	54	P055-L046	near	1	attested	hidi	54	1	attested	hidi	silkurux2011:i282:A:1		true	true	form_exact
282	B	1	silkurux2011:i282:B:1	55	54	P055-L045	near	1	attested	hɛdːɛ	54	1	unresolved	hɛd%ɛ		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
282	C	1	silkurux2011:i282:C:1	55	54	P055-L045	near	1	attested	hɛdːɛ	54	1	unresolved	hɛd%ɛ		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
282	D	1	silkurux2011:i282:D:1	55	54	P055-L045	near	1	attested	hɛdːɛ	54	1	unresolved	hɛd%ɛ		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
282	E	1	silkurux2011:i282:E:1	55	54	P055-L045	near	1	attested	hɛdːɛ	54	1	unresolved	hɛd%ɛ		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
282	0	1	silkurux2011:i282:0:1	55	54	P055-L047	near	2	attested	kaʈʃʰɛ	54	2	attested	katʃhɛ	silkurux2011:i282:0:1		true	true	form_difference
283	A	1	silkurux2011:i283:A:1	55	54	P055-L051	right	4	attested	delɛ	54	4	attested	delɑ	silkurux2011:i283:A:1		true	true	form_difference
283	B	1	silkurux2011:i283:B:1	55	54	P055-L048	right	1	attested	mari	54	1	attested	maɽi	silkurux2011:i283:B:1		true	true	form_difference
283	C	1	silkurux2011:i283:C:1	55	54	P055-L049	right	2	attested	tina	54	2	attested	tina	silkurux2011:i283:C:1		true	true	form_exact
283	D	1	silkurux2011:i283:D:1	55	54	P055-L048	right	1	attested	mari	54	1	attested	maɽi	silkurux2011:i283:D:1		true	true	form_difference
283	D	2	silkurux2011:i283:D:2	55	54	P055-L049	right	2	attested	tina	54	2	attested	tina	silkurux2011:i283:D:2		true	true	form_exact
